ID;Sex;Age;MaritalStatus;CaribbeanNetherlands;Periods;PopulationOnJanuary1st_1
8549;Total male and female;29 years;Married;St. Eustatius;2020;7.0
8550;Total male and female;29 years;Married;St. Eustatius;2021;4.0
8551;Total male and female;29 years;Married;St. Eustatius;2022;2.0
8552;Total male and female;29 years;Married;St. Eustatius;2023;5.0
8553;Total male and female;29 years;Married;St. Eustatius;2024;7.0
8554;Total male and female;29 years;Married;Saba;2011;5.0
8555;Total male and female;29 years;Married;Saba;2012;8.0
8556;Total male and female;29 years;Married;Saba;2013;2.0
8557;Total male and female;29 years;Married;Saba;2014;9.0
8558;Total male and female;29 years;Married;Saba;2015;8.0
8559;Total male and female;29 years;Married;Saba;2016;2.0
8560;Total male and female;29 years;Married;Saba;2017;5.0
8561;Total male and female;29 years;Married;Saba;2018;6.0
8562;Total male and female;29 years;Married;Saba;2019;4.0
8563;Total male and female;29 years;Married;Saba;2020;8.0
8564;Total male and female;29 years;Married;Saba;2021;5.0
8565;Total male and female;29 years;Married;Saba;2022;4.0
8566;Total male and female;29 years;Married;Saba;2023;4.0
8567;Total male and female;29 years;Married;Saba;2024;5.0
8568;Total male and female;29 years;Widowed;Caribbean Netherlands;2011;0.0
8569;Total male and female;29 years;Widowed;Caribbean Netherlands;2012;0.0
8570;Total male and female;29 years;Widowed;Caribbean Netherlands;2013;0.0
8571;Total male and female;29 years;Widowed;Caribbean Netherlands;2014;0.0
8572;Total male and female;29 years;Widowed;Caribbean Netherlands;2015;0.0
8573;Total male and female;29 years;Widowed;Caribbean Netherlands;2016;0.0
8574;Total male and female;29 years;Widowed;Caribbean Netherlands;2017;1.0
8575;Total male and female;29 years;Widowed;Caribbean Netherlands;2018;0.0
8576;Total male and female;29 years;Widowed;Caribbean Netherlands;2019;0.0
8577;Total male and female;29 years;Widowed;Caribbean Netherlands;2020;0.0
8578;Total male and female;29 years;Widowed;Caribbean Netherlands;2021;0.0
8579;Total male and female;29 years;Widowed;Caribbean Netherlands;2022;0.0
8580;Total male and female;29 years;Widowed;Caribbean Netherlands;2023;0.0
8581;Total male and female;29 years;Widowed;Caribbean Netherlands;2024;0.0
8582;Total male and female;29 years;Widowed;Bonaire;2011;0.0
8583;Total male and female;29 years;Widowed;Bonaire;2012;0.0
8584;Total male and female;29 years;Widowed;Bonaire;2013;0.0
8585;Total male and female;29 years;Widowed;Bonaire;2014;0.0
8586;Total male and female;29 years;Widowed;Bonaire;2015;0.0
8587;Total male and female;29 years;Widowed;Bonaire;2016;0.0
8588;Total male and female;29 years;Widowed;Bonaire;2017;1.0
8589;Total male and female;29 years;Widowed;Bonaire;2018;0.0
8590;Total male and female;29 years;Widowed;Bonaire;2019;0.0
8591;Total male and female;29 years;Widowed;Bonaire;2020;0.0
8592;Total male and female;29 years;Widowed;Bonaire;2021;0.0
8593;Total male and female;29 years;Widowed;Bonaire;2022;0.0
8594;Total male and female;29 years;Widowed;Bonaire;2023;0.0
8595;Total male and female;29 years;Widowed;Bonaire;2024;0.0
8596;Total male and female;29 years;Widowed;St. Eustatius;2011;0.0
8597;Total male and female;29 years;Widowed;St. Eustatius;2012;0.0
8598;Total male and female;29 years;Widowed;St. Eustatius;2013;0.0
8599;Total male and female;29 years;Widowed;St. Eustatius;2014;0.0
8600;Total male and female;29 years;Widowed;St. Eustatius;2015;0.0
8601;Total male and female;29 years;Widowed;St. Eustatius;2016;0.0
8602;Total male and female;29 years;Widowed;St. Eustatius;2017;0.0
8603;Total male and female;29 years;Widowed;St. Eustatius;2018;0.0
8604;Total male and female;29 years;Widowed;St. Eustatius;2019;0.0
8605;Total male and female;29 years;Widowed;St. Eustatius;2020;0.0
8606;Total male and female;29 years;Widowed;St. Eustatius;2021;0.0
8607;Total male and female;29 years;Widowed;St. Eustatius;2022;0.0
8608;Total male and female;29 years;Widowed;St. Eustatius;2023;0.0
8609;Total male and female;29 years;Widowed;St. Eustatius;2024;0.0
8610;Total male and female;29 years;Widowed;Saba;2011;0.0
8611;Total male and female;29 years;Widowed;Saba;2012;0.0
8612;Total male and female;29 years;Widowed;Saba;2013;0.0
8613;Total male and female;29 years;Widowed;Saba;2014;0.0
8614;Total male and female;29 years;Widowed;Saba;2015;0.0
8615;Total male and female;29 years;Widowed;Saba;2016;0.0
8616;Total male and female;29 years;Widowed;Saba;2017;0.0
8617;Total male and female;29 years;Widowed;Saba;2018;0.0
8618;Total male and female;29 years;Widowed;Saba;2019;0.0
8619;Total male and female;29 years;Widowed;Saba;2020;0.0
8620;Total male and female;29 years;Widowed;Saba;2021;0.0
8621;Total male and female;29 years;Widowed;Saba;2022;0.0
8622;Total male and female;29 years;Widowed;Saba;2023;0.0
8623;Total male and female;29 years;Widowed;Saba;2024;0.0
8624;Total male and female;29 years;Divorced;Caribbean Netherlands;2011;7.0
8625;Total male and female;29 years;Divorced;Caribbean Netherlands;2012;8.0
8626;Total male and female;29 years;Divorced;Caribbean Netherlands;2013;7.0
8627;Total male and female;29 years;Divorced;Caribbean Netherlands;2014;9.0
8628;Total male and female;29 years;Divorced;Caribbean Netherlands;2015;6.0
8629;Total male and female;29 years;Divorced;Caribbean Netherlands;2016;7.0
8630;Total male and female;29 years;Divorced;Caribbean Netherlands;2017;5.0
8631;Total male and female;29 years;Divorced;Caribbean Netherlands;2018;8.0
8632;Total male and female;29 years;Divorced;Caribbean Netherlands;2019;6.0
8633;Total male and female;29 years;Divorced;Caribbean Netherlands;2020;7.0
8634;Total male and female;29 years;Divorced;Caribbean Netherlands;2021;8.0
8635;Total male and female;29 years;Divorced;Caribbean Netherlands;2022;10.0
8636;Total male and female;29 years;Divorced;Caribbean Netherlands;2023;7.0
8637;Total male and female;29 years;Divorced;Caribbean Netherlands;2024;6.0
8638;Total male and female;29 years;Divorced;Bonaire;2011;2.0
8639;Total male and female;29 years;Divorced;Bonaire;2012;7.0
8640;Total male and female;29 years;Divorced;Bonaire;2013;6.0
8641;Total male and female;29 years;Divorced;Bonaire;2014;8.0
8642;Total male and female;29 years;Divorced;Bonaire;2015;4.0
8643;Total male and female;29 years;Divorced;Bonaire;2016;7.0
8644;Total male and female;29 years;Divorced;Bonaire;2017;4.0
8645;Total male and female;29 years;Divorced;Bonaire;2018;7.0
8646;Total male and female;29 years;Divorced;Bonaire;2019;5.0
8647;Total male and female;29 years;Divorced;Bonaire;2020;7.0
8648;Total male and female;29 years;Divorced;Bonaire;2021;7.0
8649;Total male and female;29 years;Divorced;Bonaire;2022;9.0
8650;Total male and female;29 years;Divorced;Bonaire;2023;6.0
8651;Total male and female;29 years;Divorced;Bonaire;2024;6.0
8652;Total male and female;29 years;Divorced;St. Eustatius;2011;4.0
8653;Total male and female;29 years;Divorced;St. Eustatius;2012;1.0
8654;Total male and female;29 years;Divorced;St. Eustatius;2013;1.0
8655;Total male and female;29 years;Divorced;St. Eustatius;2014;1.0
8656;Total male and female;29 years;Divorced;St. Eustatius;2015;1.0
8657;Total male and female;29 years;Divorced;St. Eustatius;2016;0.0
8658;Total male and female;29 years;Divorced;St. Eustatius;2017;1.0
8659;Total male and female;29 years;Divorced;St. Eustatius;2018;1.0
8660;Total male and female;29 years;Divorced;St. Eustatius;2019;1.0
8661;Total male and female;29 years;Divorced;St. Eustatius;2020;0.0
8662;Total male and female;29 years;Divorced;St. Eustatius;2021;1.0
8663;Total male and female;29 years;Divorced;St. Eustatius;2022;1.0
8664;Total male and female;29 years;Divorced;St. Eustatius;2023;1.0
8665;Total male and female;29 years;Divorced;St. Eustatius;2024;0.0
8666;Total male and female;29 years;Divorced;Saba;2011;1.0
8667;Total male and female;29 years;Divorced;Saba;2012;0.0
8668;Total male and female;29 years;Divorced;Saba;2013;0.0
8669;Total male and female;29 years;Divorced;Saba;2014;0.0
8670;Total male and female;29 years;Divorced;Saba;2015;1.0
8671;Total male and female;29 years;Divorced;Saba;2016;0.0
8672;Total male and female;29 years;Divorced;Saba;2017;0.0
8673;Total male and female;29 years;Divorced;Saba;2018;0.0
8674;Total male and female;29 years;Divorced;Saba;2019;0.0
8675;Total male and female;29 years;Divorced;Saba;2020;0.0
8676;Total male and female;29 years;Divorced;Saba;2021;0.0
8677;Total male and female;29 years;Divorced;Saba;2022;0.0
8678;Total male and female;29 years;Divorced;Saba;2023;0.0
8679;Total male and female;29 years;Divorced;Saba;2024;0.0
8680;Total male and female;30 years;Total marital status;Caribbean Netherlands;2011;266.0
8681;Total male and female;30 years;Total marital status;Caribbean Netherlands;2012;331.0
8682;Total male and female;30 years;Total marital status;Caribbean Netherlands;2013;332.0
8683;Total male and female;30 years;Total marital status;Caribbean Netherlands;2014;405.0
8684;Total male and female;30 years;Total marital status;Caribbean Netherlands;2015;382.0
8685;Total male and female;30 years;Total marital status;Caribbean Netherlands;2016;381.0
8686;Total male and female;30 years;Total marital status;Caribbean Netherlands;2017;346.0
8687;Total male and female;30 years;Total marital status;Caribbean Netherlands;2018;360.0
8688;Total male and female;30 years;Total marital status;Caribbean Netherlands;2019;392.0
8689;Total male and female;30 years;Total marital status;Caribbean Netherlands;2020;415.0
8690;Total male and female;30 years;Total marital status;Caribbean Netherlands;2021;418.0
8691;Total male and female;30 years;Total marital status;Caribbean Netherlands;2022;428.0
8692;Total male and female;30 years;Total marital status;Caribbean Netherlands;2023;456.0
8693;Total male and female;30 years;Total marital status;Caribbean Netherlands;2024;486.0
8694;Total male and female;30 years;Total marital status;Bonaire;2011;200.0
8695;Total male and female;30 years;Total marital status;Bonaire;2012;239.0
8696;Total male and female;30 years;Total marital status;Bonaire;2013;242.0
8697;Total male and female;30 years;Total marital status;Bonaire;2014;294.0
8698;Total male and female;30 years;Total marital status;Bonaire;2015;307.0
8699;Total male and female;30 years;Total marital status;Bonaire;2016;300.0
8700;Total male and female;30 years;Total marital status;Bonaire;2017;262.0
8701;Total male and female;30 years;Total marital status;Bonaire;2018;271.0
8702;Total male and female;30 years;Total marital status;Bonaire;2019;313.0
8703;Total male and female;30 years;Total marital status;Bonaire;2020;323.0
8704;Total male and female;30 years;Total marital status;Bonaire;2021;334.0
8705;Total male and female;30 years;Total marital status;Bonaire;2022;334.0
8706;Total male and female;30 years;Total marital status;Bonaire;2023;352.0
8707;Total male and female;30 years;Total marital status;Bonaire;2024;405.0
8708;Total male and female;30 years;Total marital status;St. Eustatius;2011;50.0
8709;Total male and female;30 years;Total marital status;St. Eustatius;2012;52.0
8710;Total male and female;30 years;Total marital status;St. Eustatius;2013;62.0
8711;Total male and female;30 years;Total marital status;St. Eustatius;2014;77.0
8712;Total male and female;30 years;Total marital status;St. Eustatius;2015;56.0
8713;Total male and female;30 years;Total marital status;St. Eustatius;2016;46.0
8714;Total male and female;30 years;Total marital status;St. Eustatius;2017;52.0
8715;Total male and female;30 years;Total marital status;St. Eustatius;2018;43.0
8716;Total male and female;30 years;Total marital status;St. Eustatius;2019;50.0
8717;Total male and female;30 years;Total marital status;St. Eustatius;2020;51.0
8718;Total male and female;30 years;Total marital status;St. Eustatius;2021;43.0
8719;Total male and female;30 years;Total marital status;St. Eustatius;2022;43.0
8720;Total male and female;30 years;Total marital status;St. Eustatius;2023;47.0
8721;Total male and female;30 years;Total marital status;St. Eustatius;2024;46.0
8722;Total male and female;30 years;Total marital status;Saba;2011;16.0
8723;Total male and female;30 years;Total marital status;Saba;2012;40.0
8724;Total male and female;30 years;Total marital status;Saba;2013;28.0
8725;Total male and female;30 years;Total marital status;Saba;2014;34.0
8726;Total male and female;30 years;Total marital status;Saba;2015;19.0
8727;Total male and female;30 years;Total marital status;Saba;2016;35.0
8728;Total male and female;30 years;Total marital status;Saba;2017;32.0
8729;Total male and female;30 years;Total marital status;Saba;2018;46.0
8730;Total male and female;30 years;Total marital status;Saba;2019;29.0
8731;Total male and female;30 years;Total marital status;Saba;2020;41.0
8732;Total male and female;30 years;Total marital status;Saba;2021;41.0
8733;Total male and female;30 years;Total marital status;Saba;2022;51.0
8734;Total male and female;30 years;Total marital status;Saba;2023;57.0
8735;Total male and female;30 years;Total marital status;Saba;2024;35.0
8736;Total male and female;30 years;Never married;Caribbean Netherlands;2011;192.0
8737;Total male and female;30 years;Never married;Caribbean Netherlands;2012;233.0
8738;Total male and female;30 years;Never married;Caribbean Netherlands;2013;253.0
8739;Total male and female;30 years;Never married;Caribbean Netherlands;2014;307.0
8740;Total male and female;30 years;Never married;Caribbean Netherlands;2015;280.0
8741;Total male and female;30 years;Never married;Caribbean Netherlands;2016;280.0
8742;Total male and female;30 years;Never married;Caribbean Netherlands;2017;262.0
8743;Total male and female;30 years;Never married;Caribbean Netherlands;2018;265.0
8744;Total male and female;30 years;Never married;Caribbean Netherlands;2019;298.0
8745;Total male and female;30 years;Never married;Caribbean Netherlands;2020;318.0
8746;Total male and female;30 years;Never married;Caribbean Netherlands;2021;328.0
