ID;BedrijfstakEnKlassen;Bedrijfsgrootte;Perioden;TotaalWerknemersMetCursusOpleiding_1;MannenMetCursusOpleiding_2;VrouwenMetCursusOpleiding_3;k_15Tot25JaarMetCursusOpleiding_4;k_25Tot55JaarMetCursusOpleiding_5;k_55JaarEnOuderMetCursusOpleiding_6;VoorBedrijvenMetCursusOfOpleiding_7;WerknemersTotaal_8;WerknemersMannen_9;WerknemersVrouwen_10;Werknemers15Tot25Jaar_11;Werknemers25Tot55Jaar_12;Werknemers55JaarEnOuder_13;ParticipatieMannenBedrijvenMetOpl_14;ParticipatieVrouwenBedrMetOpl_15;Part15Tot25JaarBedrMetOpl_16;Part25Tot55JaarBedrMetOpl_17;Part55JaarEnOuderBedrMetOpl_18;GevolgdeCursussenOfOpleidingen_19;GevolgdeCursusOfOpleidingenMannen_20;GevolgdeCursusOfOpleidingenVrouwen_21;InterneCursussenOfOpleidingen_22;ExterneCursussenOfOpleidingen_23;PerWerknemer_24;PerWerknemerBedrMetCursusOfOpl_25;TotaalUrenBesteedAanCursussenOfOpl_26;GevolgdeOpleidingsurenMannen_27;GevolgdeOpleidingsurenVrouwen_28;GevolgdeInterneOpleidingsuren_29;GevolgdeExterneOpleidingsuren_30;PerWerknemerMetCursusOfOpleiding_31;PerMannelijkeWerknemerMetOpleiding_32;PerVrouwelijkeWerknemerMetOpleiding_33;PerGevolgdeCursusOfOpleiding_34;TotaalOpleidingsurenInWerktijd_35;OpleidingsurenMannenInWerktijd_36;OpleidingsurenVrouwenInWerktijd_37;GevolgdeInterneUren_38;GevolgdeExterneUren_39;AandeelInTotaalAantalOpleidingsuren_40;AandeelInGewerkteUren_41;TotaleKostenVanOpleidingen_42;VoorAlleBedrijven_43;VoorBedrijvenMetCursusOfOpleiding_44;VoorAlleBedrijven_45;VoorBedrijvenMetCursusOfOpleiding_46;KostenPerDeelnemerAanCursusOfOpl_47;KostenPerGevolgdeCursusOfOpleiding_48;KostenPerGevolgdOpleidingsuur_49;DirecteKosten_50;GederfdeLoonkosten_51;LoonkostenVanOpleidingspersoneel_52;DirecteKosten_53;GederfdeLoonkosten_54;LoonkostenVanOpleidingspersoneel_55;TotaalBedrijvenDieAanFondsBetalen_56;OOOfScholingsfondsen_57;OverigeCAOAfdrachten_58;BetalenAanOverheidsfondsen_59;BetalenAanAndereFondsen_60;TotaalBedrijvenDieSubsidiesOntvangen_61;OntvangenVanOOOfScholingsfondsen_62;OntvangenVanOverheidsfondsen_63;OntvangenVanBelastingaftrek_64;OntvangenVanEuropeseFondsen_65;PrivateInstellingen_66;TotaalAlleTypenBedrijfsopleidingen_67;CursussenOfOpleidingen_68;InterneCursussenOfOpleidingen_69;ExterneCursussenOfOpleidingen_70;OpleidingOpDeWerkplek_71;TotaalOverigeCursussenOfOpleidingen_72;JobRotationFunctieroulatie_73;KwaliteitscirkelsGeorganisGroepsdisc_74;Zelfstudie_75;ConferentiesWorkshopsEnLezingen_76
352;20, 36-37 Rest industrie;200-499 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
353;20, 36-37 Rest industrie;200-499 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
354;20, 36-37 Rest industrie;500 en meer werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
355;20, 36-37 Rest industrie;500 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
356;20, 36-37 Rest industrie;500 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
357;20, 36-37 Rest industrie;500-999 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
358;20, 36-37 Rest industrie;500-999 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359;20, 36-37 Rest industrie;500-999 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
360;20, 36-37 Rest industrie;1000 en meer werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
361;20, 36-37 Rest industrie;1000 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
362;20, 36-37 Rest industrie;1000 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
363;40-41 Energie- en waterleidingbedrijven;Totaal bedrijfsgrootte;1993;16.0;13.0;4.0;;;;37.0;37.0;33.0;59.0;;;;;;;;;20.0;16.0;4.0;;;45.0;45.0;;;;;;;;;;;;;;;;;34.0;2.2;2.2;768.0;768.0;2103.0;1693.0;;19.0;10.0;4.0;56.0;31.0;13.0;;;;;;;;;;;;100.0;100.0;;;15.0;92.0;;;;
364;40-41 Energie- en waterleidingbedrijven;Totaal bedrijfsgrootte;1999;16.0;14.0;1.0;;;;47.0;47.0;50.0;30.0;;;;;;;;;27.0;25.0;3.0;16.0;11.0;83.0;83.0;825.0;709.0;117.0;245.0;580.0;53.0;;;30.0;701.0;607.0;94.0;239.0;462.0;85.0;1.4;39.0;2.8;2.8;1180.0;1181.0;2514.0;1427.0;47.0;16.0;18.0;5.0;40.0;46.0;14.0;51.0;49.0;4.0;3.0;3.0;49.0;20.0;3.0;38.0;10.0;3.0;96.0;96.0;;;58.0;95.0;16.0;35.0;58.0;95.0
365;40-41 Energie- en waterleidingbedrijven;Totaal bedrijfsgrootte;2005;10.0;8.0;2.0;0.0;9.0;1.0;44.0;44.0;47.0;34.0;38.0;46.0;36.0;47.0;34.0;38.0;46.0;36.0;;;;;;;;301.0;258.0;44.0;89.0;213.0;30.0;30.0;28.0;;;;;;;;;40.0;3.2;3.2;1773.0;1773.0;4018.0;;134.0;26.0;12.0;2.0;64.0;30.0;6.0;15.0;;;;;19.0;;;;;;97.0;97.0;59.0;93.0;62.0;71.0;27.0;24.0;39.0;64.0
366;40-41 Energie- en waterleidingbedrijven;10-99 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100.0;100.0;;;0.0;73.0;;;;
367;40-41 Energie- en waterleidingbedrijven;10-99 werknemers;1999;1.0;1.0;0.0;;;;61.0;60.0;61.0;55.0;;;;;;;;;1.0;1.0;0.0;1.0;1.0;115.0;118.0;25.0;21.0;4.0;8.0;17.0;35.0;;;18.0;18.0;15.0;3.0;7.0;11.0;71.0;1.0;2.0;3.3;3.4;1419.0;1464.0;2382.0;1237.0;67.0;1.0;1.0;0.0;55.0;38.0;7.0;58.0;;;;;42.0;;;;;;86.0;86.0;;;50.0;86.0;0.0;5.0;59.0;86.0
368;40-41 Energie- en waterleidingbedrijven;10-99 werknemers;2005;1.0;1.0;0.0;0.0;1.0;0.0;64.0;64.0;69.0;42.0;25.0;67.0;77.0;70.0;42.0;25.0;67.0;77.0;;;;;;;;27.0;20.0;6.0;4.0;22.0;37.0;32.0;64.0;;;;;;;;;3.0;4.5;4.5;2629.0;2634.0;4135.0;;113.0;2.0;1.0;0.0;64.0;36.0;0.0;0.0;;;;;0.0;;;;;;91.0;91.0;40.0;91.0;44.0;62.0;28.0;28.0;13.0;53.0
369;40-41 Energie- en waterleidingbedrijven;10-19 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370;40-41 Energie- en waterleidingbedrijven;10-19 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
371;40-41 Energie- en waterleidingbedrijven;10-19 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372;40-41 Energie- en waterleidingbedrijven;20-49 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
373;40-41 Energie- en waterleidingbedrijven;20-49 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
374;40-41 Energie- en waterleidingbedrijven;20-49 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
375;40-41 Energie- en waterleidingbedrijven;50-99 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
376;40-41 Energie- en waterleidingbedrijven;50-99 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
377;40-41 Energie- en waterleidingbedrijven;50-99 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
378;40-41 Energie- en waterleidingbedrijven;100-499 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100.0;100.0;;;22.0;98.0;;;;
379;40-41 Energie- en waterleidingbedrijven;100-499 werknemers;1999;15.0;13.0;1.0;;;;46.0;46.0;49.0;29.0;;;;;;;;;26.0;24.0;2.0;16.0;10.0;81.0;81.0;800.0;688.0;112.0;237.0;563.0;54.0;;;31.0;683.0;593.0;91.0;232.0;452.0;85.0;1.4;37.0;2.8;2.8;1171.0;1171.0;2520.0;1437.0;47.0;15.0;17.0;5.0;39.0;46.0;14.0;48.0;;;;;52.0;;;;;;100.0;100.0;;;63.0;98.0;23.0;48.0;58.0;98.0
380;40-41 Energie- en waterleidingbedrijven;100-499 werknemers;2005;9.0;8.0;1.0;0.0;8.0;1.0;43.0;43.0;45.0;34.0;41.0;45.0;34.0;45.0;34.0;41.0;45.0;34.0;;;;;;;;275.0;237.0;37.0;84.0;190.0;30.0;30.0;26.0;;;;;;;;;37.0;3.1;5.6;1728.0;1728.0;4009.0;;136.0;24.0;11.0;2.0;64.0;30.0;6.0;16.0;;;;;18.0;;;;;;100.0;100.0;71.0;94.0;73.0;77.0;26.0;22.0;55.0;70.0
381;40-41 Energie- en waterleidingbedrijven;100-199 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
382;40-41 Energie- en waterleidingbedrijven;100-199 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
383;40-41 Energie- en waterleidingbedrijven;100-199 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
384;40-41 Energie- en waterleidingbedrijven;200-499 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385;40-41 Energie- en waterleidingbedrijven;200-499 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
386;40-41 Energie- en waterleidingbedrijven;200-499 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
387;40-41 Energie- en waterleidingbedrijven;500 en meer werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100.0;100.0;;;14.0;95.0;;;;
388;40-41 Energie- en waterleidingbedrijven;500 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
389;40-41 Energie- en waterleidingbedrijven;500 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
390;40-41 Energie- en waterleidingbedrijven;500-999 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
391;40-41 Energie- en waterleidingbedrijven;500-999 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
392;40-41 Energie- en waterleidingbedrijven;500-999 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
393;40-41 Energie- en waterleidingbedrijven;1000 en meer werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
394;40-41 Energie- en waterleidingbedrijven;1000 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
395;40-41 Energie- en waterleidingbedrijven;1000 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
396;45 Bouwnijverheid;Totaal bedrijfsgrootte;1993;68.0;66.0;2.0;;;;39.0;24.0;25.0;15.0;;;;;;;;;88.0;85.0;3.0;;;31.0;50.0;;;;;;;;;;;;;;;;;65.0;0.8;1.3;230.0;369.0;954.0;739.0;;32.0;26.0;7.0;49.0;41.0;10.0;;;;;;;;;;;;48.0;39.0;;;14.0;40.0;;;;
397;45 Bouwnijverheid;Totaal bedrijfsgrootte;1999;179.0;172.0;8.0;;;;62.0;58.0;59.0;35.0;;;;;;;;;306.0;294.0;12.0;72.0;234.0;98.0;106.0;6553.0;6281.0;272.0;1313.0;5240.0;37.0;;;21.0;5194.0;5001.0;193.0;1092.0;4102.0;79.0;1.2;228.0;2.2;2.4;735.0;794.0;1275.0;747.0;35.0;110.0;109.0;10.0;48.0;48.0;4.0;80.0;76.0;8.0;0.0;1.0;66.0;62.0;0.0;14.0;2.0;1.0;91.0;86.0;;;36.0;41.0;3.0;13.0;15.0;37.0
398;45 Bouwnijverheid;Totaal bedrijfsgrootte;2005;121.0;113.0;8.0;16.0;95.0;10.0;45.0;40.0;42.0;29.0;41.0;43.0;26.0;46.0;33.0;47.0;48.0;29.0;;;;;;;;4120.0;3837.0;284.0;756.0;3364.0;34.0;34.0;36.0;;;;;;;;;231.0;1.9;2.1;775.0;864.0;1916.0;;56.0;103.0;122.0;6.0;45.0;53.0;3.0;48.0;;;;;46.0;;;;;;77.0;71.0;19.0;67.0;29.0;36.0;4.0;10.0;11.0;28.0
399;45 Bouwnijverheid;10-99 werknemers;1993;28.0;27.0;1.0;;;;34.0;16.0;16.0;10.0;;;;;;;;;34.0;33.0;1.0;;;19.0;41.0;;;;;;;;;;;;;;;;;25.0;0.5;1.1;138.0;299.0;885.0;735.0;;10.0;12.0;3.0;41.0;49.0;10.0;;;;;;;;;;;;46.0;37.0;;;14.0;37.0;;;;
400;45 Bouwnijverheid;10-99 werknemers;1999;105.0;101.0;3.0;;;;62.0;54.0;56.0;26.0;;;;;;;;;176.0;172.0;5.0;39.0;138.0;91.0;104.0;3342.0;3255.0;87.0;577.0;2765.0;32.0;;;19.0;2691.0;2629.0;62.0;448.0;2243.0;81.0;0.9;109.0;1.6;1.8;566.0;643.0;1042.0;619.0;33.0;54.0;53.0;1.0;50.0;49.0;1.0;80.0;;;;;64.0;;;;;;90.0;85.0;;;34.0;38.0;2.0;12.0;14.0;34.0
401;45 Bouwnijverheid;10-99 werknemers;2005;50.0;48.0;3.0;9.0;39.0;2.0;35.0;29.0;30.0;18.0;34.0;31.0;12.0;36.0;21.0;40.0;36.0;15.0;;;;;;;;1688.0;1626.0;62.0;149.0;1539.0;33.0;34.0;22.0;;;;;;;;;81.0;1.2;1.4;469.0;554.0;1607.0;;48.0;38.0;42.0;1.0;47.0;51.0;1.0;47.0;;;;;44.0;;;;;;76.0;70.0;18.0;66.0;28.0;34.0;3.0;10.0;10.0;26.0
402;45 Bouwnijverheid;10-19 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
403;45 Bouwnijverheid;10-19 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
404;45 Bouwnijverheid;10-19 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
405;45 Bouwnijverheid;20-49 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
406;45 Bouwnijverheid;20-49 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
407;45 Bouwnijverheid;20-49 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
408;45 Bouwnijverheid;50-99 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
409;45 Bouwnijverheid;50-99 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
410;45 Bouwnijverheid;50-99 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
411;45 Bouwnijverheid;100-499 werknemers;1993;24.0;24.0;1.0;;;;43.0;38.0;38.0;24.0;;;;;;;;;33.0;32.0;1.0;;;51.0;59.0;;;;;;;;;;;;;;;;;21.0;1.1;1.2;327.0;375.0;868.0;638.0;;10.0;9.0;3.0;45.0;43.0;12.0;;;;;;;;;;;;89.0;85.0;;;13.0;76.0;;;;
412;45 Bouwnijverheid;100-499 werknemers;1999;42.0;40.0;2.0;;;;62.0;62.0;63.0;42.0;;;;;;;;;70.0;67.0;3.0;15.0;55.0;103.0;103.0;1584.0;1511.0;73.0;276.0;1309.0;38.0;;;23.0;1235.0;1193.0;42.0;230.0;1006.0;78.0;1.4;57.0;2.9;2.9;839.0;839.0;1357.0;814.0;36.0;27.0;27.0;3.0;47.0;48.0;6.0;83.0;;;;;93.0;;;;;;100.0;100.0;;;68.0;83.0;19.0;23.0;43.0;81.0
413;45 Bouwnijverheid;100-499 werknemers;2005;29.0;27.0;2.0;4.0;23.0;2.0;54.0;50.0;51.0;33.0;51.0;53.0;30.0;55.0;37.0;56.0;57.0;32.0;;;;;;;;589.0;544.0;45.0;107.0;482.0;20.0;20.0;27.0;;;;;;;;;44.0;1.7;1.8;756.0;815.0;1516.0;;75.0;26.0;17.0;1.0;59.0;39.0;2.0;71.0;;;;;73.0;;;;;;93.0;89.0;30.0;89.0;59.0;77.0;23.0;22.0;24.0;73.0
414;45 Bouwnijverheid;100-199 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
415;45 Bouwnijverheid;100-199 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
416;45 Bouwnijverheid;100-199 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
417;45 Bouwnijverheid;200-499 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
418;45 Bouwnijverheid;200-499 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
419;45 Bouwnijverheid;200-499 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
420;45 Bouwnijverheid;500 en meer werknemers;1993;15.0;15.0;1.0;;;;43.0;43.0;44.0;24.0;;;;;;;;;21.0;20.0;1.0;;;57.0;57.0;;;;;;;;;;;;;;;;;19.0;1.7;1.7;517.0;517.0;1215.0;910.0;;12.0;5.0;2.0;64.0;27.0;9.0;;;;;;;;;;;;100.0;100.0;;;31.0;97.0;;;;
421;45 Bouwnijverheid;500 en meer werknemers;1999;32.0;30.0;3.0;;;;65.0;65.0;66.0;57.0;;;;;;;;;60.0;55.0;4.0;18.0;42.0;120.0;120.0;1627.0;1514.0;112.0;461.0;1166.0;50.0;;;27.0;1268.0;1178.0;89.0;414.0;854.0;78.0;2.0;62.0;4.3;4.3;1252.0;1252.0;1925.0;1044.0;38.0;29.0;28.0;5.0;46.0;45.0;8.0;91.0;;;;;83.0;;;;;;100.0;100.0;;;74.0;96.0;47.0;28.0;55.0;94.0
422;45 Bouwnijverheid;500 en meer werknemers;2005;41.0;38.0;3.0;4.0;32.0;5.0;61.0;61.0;62.0;53.0;62.0;64.0;49.0;62.0;53.0;62.0;64.0;49.0;;;;;;;;1843.0;1667.0;177.0;500.0;1343.0;45.0;44.0;54.0;;;;;;;;;106.0;3.4;3.4;1576.0;1576.0;2577.0;;58.0;39.0;63.0;4.0;37.0;59.0;4.0;54.0;;;;;64.0;;;;;;100.0;100.0;61.0;96.0;68.0;83.0;46.0;29.0;50.0;73.0
423;45 Bouwnijverheid;500-999 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
424;45 Bouwnijverheid;500-999 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
425;45 Bouwnijverheid;500-999 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
426;45 Bouwnijverheid;1000 en meer werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
427;45 Bouwnijverheid;1000 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
428;45 Bouwnijverheid;1000 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
429;50-52 Handel;Totaal bedrijfsgrootte;1993;144.0;80.0;64.0;;;;30.0;22.0;21.0;23.0;;;;;;;;;199.0;120.0;78.0;;;30.0;41.0;;;;;;;;;;;;;;;;;168.0;1.2;1.7;253.0;347.0;1169.0;845.0;;78.0;68.0;21.0;47.0;41.0;13.0;;;;;;;;;;;;55.0;46.0;;;20.0;49.0;;;;
430;50-52 Handel;Totaal bedrijfsgrootte;1999;304.0;191.0;113.0;;;;41.0;37.0;42.0;30.0;;;;;;;;;568.0;382.0;186.0;280.0;289.0;69.0;76.0;14820.0;9334.0;5486.0;6656.0;8164.0;49.0;;;26.0;10521.0;7118.0;3403.0;5342.0;5179.0;71.0;1.0;425.0;2.2;2.5;515.0;569.0;1397.0;748.0;29.0;185.0;194.0;46.0;43.0;46.0;11.0;29.0;26.0;2.0;1.0;2.0;29.0;15.0;3.0;14.0;2.0;1.0;86.0;78.0;;;54.0;59.0;13.0;14.0;37.0;49.0
431;50-52 Handel;Totaal bedrijfsgrootte;2005;241.0;145.0;95.0;60.0;168.0;12.0;31.0;26.0;29.0;23.0;21.0;30.0;16.0;34.0;28.0;24.0;36.0;20.0;;;;;;;;6981.0;4466.0;2515.0;3078.0;3903.0;29.0;31.0;26.0;;;;;;;;;391.0;1.5;1.8;429.0;505.0;1623.0;;56.0;204.0;166.0;21.0;52.0;42.0;5.0;21.0;;;;;14.0;;;;;;68.0;64.0;20.0;61.0;25.0;38.0;7.0;8.0;18.0;32.0
432;50-52 Handel;10-99 werknemers;1993;47.0;34.0;13.0;;;;30.0;15.0;17.0;12.0;;;;;;;;;70.0;53.0;18.0;;;22.0;45.0;;;;;;;;;;;;;;;;;63.0;0.9;1.7;198.0;398.0;1329.0;891.0;;31.0;26.0;6.0;49.0;42.0;9.0;;;;;;;;;;;;54.0;44.0;;;19.0;48.0;;;;
433;50-52 Handel;10-99 werknemers;1999;141.0;104.0;38.0;;;;44.0;36.0;43.0;25.0;;;;;;;;;273.0;210.0;63.0;103.0;169.0;69.0;85.0;6591.0;5088.0;1504.0;1946.0;4646.0;47.0;;;24.0;4473.0;3721.0;752.0;1603.0;2869.0;68.0;0.7;199.0;1.7;2.0;507.0;622.0;1408.0;731.0;30.0;90.0;86.0;23.0;45.0;43.0;11.0;29.0;;;;;28.0;;;;;;85.0;78.0;;;53.0;57.0;12.0;13.0;36.0;48.0
434;50-52 Handel;10-99 werknemers;2005;91.0;62.0;29.0;15.0;71.0;4.0;30.0;22.0;24.0;18.0;16.0;25.0;10.0;33.0;27.0;23.0;35.0;15.0;;;;;;;;2683.0;2028.0;655.0;524.0;2159.0;30.0;33.0;22.0;;;;;;;;;162.0;1.2;1.6;388.0;544.0;1784.0;;60.0;90.0;68.0;4.0;55.0;42.0;3.0;20.0;;;;;13.0;;;;;;67.0;62.0;18.0;59.0;24.0;37.0;6.0;7.0;16.0;31.0
