ID;BedrijfstakEnKlassen;Bedrijfsgrootte;Perioden;TotaalWerknemersMetCursusOpleiding_1;MannenMetCursusOpleiding_2;VrouwenMetCursusOpleiding_3;k_15Tot25JaarMetCursusOpleiding_4;k_25Tot55JaarMetCursusOpleiding_5;k_55JaarEnOuderMetCursusOpleiding_6;VoorBedrijvenMetCursusOfOpleiding_7;WerknemersTotaal_8;WerknemersMannen_9;WerknemersVrouwen_10;Werknemers15Tot25Jaar_11;Werknemers25Tot55Jaar_12;Werknemers55JaarEnOuder_13;ParticipatieMannenBedrijvenMetOpl_14;ParticipatieVrouwenBedrMetOpl_15;Part15Tot25JaarBedrMetOpl_16;Part25Tot55JaarBedrMetOpl_17;Part55JaarEnOuderBedrMetOpl_18;GevolgdeCursussenOfOpleidingen_19;GevolgdeCursusOfOpleidingenMannen_20;GevolgdeCursusOfOpleidingenVrouwen_21;InterneCursussenOfOpleidingen_22;ExterneCursussenOfOpleidingen_23;PerWerknemer_24;PerWerknemerBedrMetCursusOfOpl_25;TotaalUrenBesteedAanCursussenOfOpl_26;GevolgdeOpleidingsurenMannen_27;GevolgdeOpleidingsurenVrouwen_28;GevolgdeInterneOpleidingsuren_29;GevolgdeExterneOpleidingsuren_30;PerWerknemerMetCursusOfOpleiding_31;PerMannelijkeWerknemerMetOpleiding_32;PerVrouwelijkeWerknemerMetOpleiding_33;PerGevolgdeCursusOfOpleiding_34;TotaalOpleidingsurenInWerktijd_35;OpleidingsurenMannenInWerktijd_36;OpleidingsurenVrouwenInWerktijd_37;GevolgdeInterneUren_38;GevolgdeExterneUren_39;AandeelInTotaalAantalOpleidingsuren_40;AandeelInGewerkteUren_41;TotaleKostenVanOpleidingen_42;VoorAlleBedrijven_43;VoorBedrijvenMetCursusOfOpleiding_44;VoorAlleBedrijven_45;VoorBedrijvenMetCursusOfOpleiding_46;KostenPerDeelnemerAanCursusOfOpl_47;KostenPerGevolgdeCursusOfOpleiding_48;KostenPerGevolgdOpleidingsuur_49;DirecteKosten_50;GederfdeLoonkosten_51;LoonkostenVanOpleidingspersoneel_52;DirecteKosten_53;GederfdeLoonkosten_54;LoonkostenVanOpleidingspersoneel_55;TotaalBedrijvenDieAanFondsBetalen_56;OOOfScholingsfondsen_57;OverigeCAOAfdrachten_58;BetalenAanOverheidsfondsen_59;BetalenAanAndereFondsen_60;TotaalBedrijvenDieSubsidiesOntvangen_61;OntvangenVanOOOfScholingsfondsen_62;OntvangenVanOverheidsfondsen_63;OntvangenVanBelastingaftrek_64;OntvangenVanEuropeseFondsen_65;PrivateInstellingen_66;TotaalAlleTypenBedrijfsopleidingen_67;CursussenOfOpleidingen_68;InterneCursussenOfOpleidingen_69;ExterneCursussenOfOpleidingen_70;OpleidingOpDeWerkplek_71;TotaalOverigeCursussenOfOpleidingen_72;JobRotationFunctieroulatie_73;KwaliteitscirkelsGeorganisGroepsdisc_74;Zelfstudie_75;ConferentiesWorkshopsEnLezingen_76
49;10-14 Delfstoffenwinning;100-499 werknemers;1999;4.0;4.0;0.0;;;;66.0;66.0;68.0;52.0;;;;;;;;;7.0;7.0;1.0;3.0;5.0;111.0;111.0;150.0;138.0;12.0;39.0;111.0;34.0;;;20.0;140.0;129.0;11.0;38.0;102.0;93.0;1.2;15.0;3.7;3.7;2242.0;2242.0;3388.0;2022.0;99.0;10.0;4.0;1.0;65.0;28.0;7.0;25.0;;;;;13.0;;;;;;100.0;100.0;;;75.0;100.0;25.0;25.0;88.0;81.0
50;10-14 Delfstoffenwinning;100-499 werknemers;2005;5.0;4.0;1.0;0.0;4.0;1.0;70.0;70.0;70.0;69.0;71.0;70.0;69.0;70.0;69.0;72.0;70.0;69.0;;;;;;;;170.0;141.0;29.0;33.0;137.0;36.0;35.0;43.0;;;;;;;;;26.0;4.1;3.9;3805.0;3814.0;5444.0;;151.0;16.0;9.0;1.0;61.0;36.0;3.0;18.0;;;;;18.0;;;;;;93.0;93.0;50.0;93.0;47.0;53.0;33.0;33.0;40.0;53.0
51;10-14 Delfstoffenwinning;100-199 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;10-14 Delfstoffenwinning;100-199 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;10-14 Delfstoffenwinning;100-199 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;10-14 Delfstoffenwinning;200-499 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;10-14 Delfstoffenwinning;200-499 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;10-14 Delfstoffenwinning;200-499 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;10-14 Delfstoffenwinning;500 en meer werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;10-14 Delfstoffenwinning;500 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;10-14 Delfstoffenwinning;500 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;10-14 Delfstoffenwinning;500-999 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;10-14 Delfstoffenwinning;500-999 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;10-14 Delfstoffenwinning;500-999 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;10-14 Delfstoffenwinning;1000 en meer werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;10-14 Delfstoffenwinning;1000 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;10-14 Delfstoffenwinning;1000 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;15-37 Industrie;Totaal bedrijfsgrootte;1993;212.0;183.0;29.0;;;;29.0;24.0;25.0;17.0;;;;;;;;;299.0;260.0;39.0;;;34.0;41.0;;;;;;;;;;;;;;;;;466.0;1.7;2.0;526.0;642.0;2199.0;1561.0;;190.0;196.0;81.0;41.0;42.0;17.0;;;;;;;;;;;;60.0;49.0;;;25.0;51.0;;;;
67;15-37 Industrie;Totaal bedrijfsgrootte;1999;341.0;286.0;55.0;;;;43.0;40.0;42.0;33.0;;;;;;;;;636.0;539.0;97.0;287.0;349.0;75.0;79.0;17194.0;14803.0;2391.0;6372.0;10822.0;50.0;;;27.0;13280.0;11446.0;1834.0;5716.0;7564.0;77.0;1.0;652.0;2.2;2.3;764.0;812.0;1910.0;1024.0;38.0;316.0;274.0;61.0;49.0;42.0;9.0;56.0;50.0;4.0;0.0;3.0;51.0;35.0;2.0;16.0;6.0;4.0;89.0;80.0;;;55.0;63.0;22.0;15.0;27.0;49.0
68;15-37 Industrie;Totaal bedrijfsgrootte;2005;257.0;213.0;44.0;15.0;216.0;25.0;38.0;34.0;35.0;28.0;27.0;36.0;24.0;39.0;32.0;33.0;40.0;27.0;;;;;;;;9763.0;8216.0;1546.0;3666.0;6097.0;38.0;39.0;35.0;;;;;;;;;703.0;2.2;2.4;916.0;1026.0;2734.0;;72.0;339.0;307.0;57.0;48.0;44.0;8.0;41.0;;;;;34.0;;;;;;73.0;68.0;27.0;63.0;35.0;41.0;14.0;9.0;16.0;34.0
69;15-37 Industrie;10-99 werknemers;1993;35.0;30.0;5.0;;;;25.0;13.0;14.0;9.0;;;;;;;;;46.0;40.0;6.0;;;17.0;32.0;;;;;;;;;;;;;;;;;54.0;0.7;1.3;193.0;375.0;1516.0;1165.0;;24.0;24.0;5.0;44.0;45.0;10.0;;;;;;;;;;;;55.0;42.0;;;21.0;45.0;;;;
70;15-37 Industrie;10-99 werknemers;1999;88.0;73.0;15.0;;;;34.0;29.0;31.0;24.0;;;;;;;;;139.0;116.0;23.0;43.0;96.0;46.0;54.0;4358.0;3652.0;706.0;1427.0;2931.0;50.0;;;31.0;2909.0;2424.0;485.0;1207.0;1702.0;67.0;0.6;134.0;1.2;1.4;445.0;523.0;1528.0;962.0;31.0;65.0;61.0;7.0;49.0;46.0;6.0;57.0;;;;;47.0;;;;;;87.0;77.0;;;52.0;59.0;18.0;12.0;23.0;44.0
71;15-37 Industrie;10-99 werknemers;2005;55.0;47.0;8.0;6.0;46.0;3.0;26.0;20.0;22.0;12.0;18.0;21.0;10.0;28.0;17.0;25.0;28.0;13.0;;;;;;;;2494.0;2222.0;272.0;726.0;1768.0;46.0;47.0;36.0;;;;;;;;;125.0;1.2;1.5;448.0;589.0;2290.0;;50.0;59.0;61.0;5.0;47.0;49.0;4.0;41.0;;;;;33.0;;;;;;70.0;64.0;23.0;59.0;31.0;36.0;11.0;7.0;12.0;29.0
72;15-37 Industrie;10-19 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;15-37 Industrie;10-19 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;15-37 Industrie;10-19 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;15-37 Industrie;20-49 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;15-37 Industrie;20-49 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;15-37 Industrie;20-49 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;15-37 Industrie;50-99 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;15-37 Industrie;50-99 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;15-37 Industrie;50-99 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;15-37 Industrie;100-499 werknemers;1993;64.0;55.0;9.0;;;;28.0;25.0;27.0;18.0;;;;;;;;;92.0;81.0;12.0;;;36.0;40.0;;;;;;;;;;;;;;;;;99.0;1.1;1.2;386.0;427.0;1550.0;1074.0;;49.0;38.0;12.0;49.0;39.0;12.0;;;;;;;;;;;;91.0;87.0;;;48.0;86.0;;;;
82;15-37 Industrie;100-499 werknemers;1999;104.0;88.0;16.0;;;;42.0;42.0;43.0;35.0;;;;;;;;;201.0;173.0;29.0;89.0;112.0;81.0;82.0;4789.0;4174.0;614.0;1476.0;3313.0;46.0;;;24.0;3368.0;2928.0;440.0;1265.0;2103.0;70.0;0.9;186.0;2.1;2.2;746.0;759.0;1786.0;923.0;39.0;100.0;72.0;14.0;54.0;39.0;7.0;58.0;;;;;68.0;;;;;;99.0;97.0;;;78.0;89.0;44.0;26.0;51.0;82.0
83;15-37 Industrie;100-499 werknemers;2005;78.0;66.0;13.0;4.0;67.0;7.0;36.0;35.0;36.0;31.0;33.0;37.0;24.0;38.0;32.0;36.0;39.0;25.0;;;;;;;;2741.0;2270.0;471.0;984.0;1757.0;35.0;35.0;37.0;;;;;;;;;188.0;1.9;2.0;837.0;878.0;2405.0;;69.0;94.0;84.0;10.0;50.0;45.0;5.0;40.0;;;;;35.0;;;;;;95.0;93.0;54.0;88.0;63.0;78.0;31.0;22.0;37.0;70.0
84;15-37 Industrie;100-199 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;15-37 Industrie;100-199 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;15-37 Industrie;100-199 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;15-37 Industrie;200-499 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;15-37 Industrie;200-499 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;15-37 Industrie;200-499 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;15-37 Industrie;500 en meer werknemers;1993;113.0;98.0;15.0;;;;32.0;32.0;33.0;26.0;;;;;;;;;161.0;139.0;21.0;;;46.0;46.0;;;;;;;;;;;;;;;;;314.0;2.7;2.7;892.0;892.0;2781.0;1954.0;;117.0;133.0;64.0;37.0;42.0;20.0;;;;;;;;;;;;100.0;100.0;;;68.0;94.0;;;;
91;15-37 Industrie;500 en meer werknemers;1999;150.0;125.0;25.0;;;;50.0;49.0;51.0;43.0;;;;;;;;;296.0;250.0;46.0;155.0;141.0;98.0;98.0;8047.0;6976.0;1071.0;3468.0;4579.0;54.0;;;27.0;7003.0;6094.0;909.0;3244.0;3759.0;87.0;1.5;332.0;3.4;3.4;1094.0;1101.0;2220.0;1122.0;41.0;151.0;141.0;40.0;46.0;42.0;12.0;37.0;;;;;64.0;;;;;;99.0;98.0;;;77.0;89.0;42.0;40.0;65.0;82.0
92;15-37 Industrie;500 en meer werknemers;2005;124.0;100.0;24.0;5.0;104.0;15.0;48.0;47.0;49.0;42.0;48.0;50.0;34.0;50.0;42.0;48.0;51.0;35.0;;;;;;;;4528.0;3724.0;803.0;1956.0;2572.0;37.0;37.0;33.0;;;;;;;;;389.0;3.3;3.4;1483.0;1513.0;3139.0;;86.0;186.0;161.0;42.0;48.0;41.0;11.0;27.0;;;;;40.0;;;;;;99.0;98.0;80.0;95.0;66.0;74.0;40.0;28.0;46.0;66.0
93;15-37 Industrie;500-999 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;15-37 Industrie;500-999 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;15-37 Industrie;500-999 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;15-37 Industrie;1000 en meer werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;15-37 Industrie;1000 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;15-37 Industrie;1000 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;15-16 Voedings- en genotmiddelenind.;Totaal bedrijfsgrootte;1993;27.0;22.0;4.0;;;;26.0;20.0;22.0;13.0;;;;;;;;;31.0;26.0;5.0;;;24.0;31.0;;;;;;;;;;;;;;;;;50.0;1.2;1.5;378.0;493.0;1887.0;1607.0;;24.0;19.0;8.0;47.0;37.0;16.0;;;;;;;;;;;;49.0;40.0;;;22.0;34.0;;;;
100;15-16 Voedings- en genotmiddelenind.;Totaal bedrijfsgrootte;1999;46.0;38.0;9.0;;;;41.0;37.0;41.0;25.0;;;;;;;;;82.0;68.0;13.0;38.0;44.0;65.0;73.0;2093.0;1794.0;299.0;1089.0;1004.0;45.0;;;26.0;1775.0;1540.0;235.0;1049.0;727.0;85.0;0.9;94.0;2.1;2.3;747.0;836.0;2019.0;1144.0;45.0;43.0;39.0;12.0;46.0;41.0;12.0;28.0;25.0;1.0;0.0;3.0;31.0;12.0;1.0;12.0;8.0;4.0;79.0;67.0;;;52.0;59.0;28.0;18.0;20.0;42.0
101;15-16 Voedings- en genotmiddelenind.;Totaal bedrijfsgrootte;2005;32.0;26.0;6.0;2.0;27.0;3.0;34.0;28.0;31.0;19.0;12.0;31.0;26.0;37.0;25.0;19.0;36.0;32.0;;;;;;;;1157.0;916.0;241.0;466.0;691.0;36.0;35.0;41.0;;;;;;;;;78.0;1.7;1.9;678.0;817.0;2417.0;;67.0;38.0;33.0;7.0;49.0;42.0;8.0;27.0;;;;;20.0;;;;;;65.0;59.0;30.0;52.0;31.0;28.0;8.0;7.0;9.0;24.0
102;15-16 Voedings- en genotmiddelenind.;10-99 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;15-16 Voedings- en genotmiddelenind.;10-99 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;15-16 Voedings- en genotmiddelenind.;10-99 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;15-16 Voedings- en genotmiddelenind.;10-19 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;15-16 Voedings- en genotmiddelenind.;10-19 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;15-16 Voedings- en genotmiddelenind.;10-19 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;15-16 Voedings- en genotmiddelenind.;20-49 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;15-16 Voedings- en genotmiddelenind.;20-49 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;15-16 Voedings- en genotmiddelenind.;20-49 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;15-16 Voedings- en genotmiddelenind.;50-99 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;15-16 Voedings- en genotmiddelenind.;50-99 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;15-16 Voedings- en genotmiddelenind.;50-99 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;15-16 Voedings- en genotmiddelenind.;100-499 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;15-16 Voedings- en genotmiddelenind.;100-499 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;15-16 Voedings- en genotmiddelenind.;100-499 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;15-16 Voedings- en genotmiddelenind.;100-199 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;15-16 Voedings- en genotmiddelenind.;100-199 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;15-16 Voedings- en genotmiddelenind.;100-199 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;15-16 Voedings- en genotmiddelenind.;200-499 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;15-16 Voedings- en genotmiddelenind.;200-499 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;15-16 Voedings- en genotmiddelenind.;200-499 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;15-16 Voedings- en genotmiddelenind.;500 en meer werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;15-16 Voedings- en genotmiddelenind.;500 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;15-16 Voedings- en genotmiddelenind.;500 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;15-16 Voedings- en genotmiddelenind.;500-999 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;15-16 Voedings- en genotmiddelenind.;500-999 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;15-16 Voedings- en genotmiddelenind.;500-999 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;15-16 Voedings- en genotmiddelenind.;1000 en meer werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;15-16 Voedings- en genotmiddelenind.;1000 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;15-16 Voedings- en genotmiddelenind.;1000 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;17-19 Textiel- en lederwarenindustrie;Totaal bedrijfsgrootte;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;17-19 Textiel- en lederwarenindustrie;Totaal bedrijfsgrootte;1999;6.0;4.0;2.0;;;;32.0;27.0;30.0;21.0;;;;;;;;;10.0;7.0;3.0;3.0;6.0;42.0;50.0;305.0;225.0;80.0;83.0;222.0;50.0;;;31.0;190.0;136.0;54.0;63.0;127.0;62.0;0.5;11.0;1.7;2.1;476.0;568.0;1795.0;1132.0;36.0;6.0;4.0;1.0;53.0;37.0;10.0;29.0;23.0;4.0;0.0;1.0;32.0;11.0;2.0;14.0;10.0;1.0;85.0;68.0;;;62.0;58.0;32.0;12.0;22.0;39.0
134;17-19 Textiel- en lederwarenindustrie;Totaal bedrijfsgrootte;2005;2.0;2.0;0.0;0.0;2.0;0.0;22.0;16.0;20.0;10.0;12.0;19.0;6.0;25.0;14.0;17.0;25.0;8.0;;;;;;;;80.0;61.0;19.0;10.0;70.0;33.0;31.0;40.0;;;;;;;;;5.0;0.9;1.1;338.0;447.0;2072.0;;63.0;3.0;2.0;0.0;55.0;42.0;3.0;12.0;;;;;5.0;;;;;;61.0;55.0;16.0;51.0;21.0;31.0;14.0;5.0;14.0;23.0
135;17-19 Textiel- en lederwarenindustrie;10-99 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;17-19 Textiel- en lederwarenindustrie;10-99 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;17-19 Textiel- en lederwarenindustrie;10-99 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;17-19 Textiel- en lederwarenindustrie;10-19 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;17-19 Textiel- en lederwarenindustrie;10-19 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
