ID;BedrijfstakkenBranchesSBI2008;Regio;Perioden;Omzet_1
398;4771 Winkels in kleding;Noord-Holland (PV);2013;1891674
399;4771 Winkels in kleding;Noord-Holland (PV);2014;1953984
400;4771 Winkels in kleding;Zuid-Holland (PV);2013;1790088
401;4771 Winkels in kleding;Zuid-Holland (PV);2014;1782439
402;4771 Winkels in kleding;Zeeland (PV);2013;196003
403;4771 Winkels in kleding;Zeeland (PV);2014;194778
404;4771 Winkels in kleding;Noord-Brabant (PV);2013;1307566
405;4771 Winkels in kleding;Noord-Brabant (PV);2014;1341594
406;4771 Winkels in kleding;Limburg (PV);2013;708996
407;4771 Winkels in kleding;Limburg (PV);2014;750384
408;4772 Winkels in schoenen en lederwaren;Nederland;2013;2015522
409;4772 Winkels in schoenen en lederwaren;Nederland;2014;2021158
410;4772 Winkels in schoenen en lederwaren;Noord-Nederland (LD);2013;208248
411;4772 Winkels in schoenen en lederwaren;Noord-Nederland (LD);2014;201134
412;4772 Winkels in schoenen en lederwaren;Oost-Nederland (LD);2013;382630
413;4772 Winkels in schoenen en lederwaren;Oost-Nederland (LD);2014;386366
414;4772 Winkels in schoenen en lederwaren;West-Nederland (LD);2013;931566
415;4772 Winkels in schoenen en lederwaren;West-Nederland (LD);2014;948634
416;4772 Winkels in schoenen en lederwaren;Zuid-Nederland (LD);2013;493078
417;4772 Winkels in schoenen en lederwaren;Zuid-Nederland (LD);2014;485025
418;4772 Winkels in schoenen en lederwaren;Groningen (PV);2013;60260
419;4772 Winkels in schoenen en lederwaren;Groningen (PV);2014;59709
420;4772 Winkels in schoenen en lederwaren;Friesland (PV);2013;71800
421;4772 Winkels in schoenen en lederwaren;Friesland (PV);2014;66013
422;4772 Winkels in schoenen en lederwaren;Drenthe (PV);2013;76188
423;4772 Winkels in schoenen en lederwaren;Drenthe (PV);2014;75412
424;4772 Winkels in schoenen en lederwaren;Overijssel (PV);2013;133582
425;4772 Winkels in schoenen en lederwaren;Overijssel (PV);2014;140235
426;4772 Winkels in schoenen en lederwaren;Flevoland (PV);2013;34177
427;4772 Winkels in schoenen en lederwaren;Flevoland (PV);2014;35376
428;4772 Winkels in schoenen en lederwaren;Gelderland (PV);2013;214871
429;4772 Winkels in schoenen en lederwaren;Gelderland (PV);2014;210756
430;4772 Winkels in schoenen en lederwaren;Utrecht (PV);2013;126339
431;4772 Winkels in schoenen en lederwaren;Utrecht (PV);2014;122347
432;4772 Winkels in schoenen en lederwaren;Noord-Holland (PV);2013;349148
433;4772 Winkels in schoenen en lederwaren;Noord-Holland (PV);2014;353290
434;4772 Winkels in schoenen en lederwaren;Zuid-Holland (PV);2013;388375
435;4772 Winkels in schoenen en lederwaren;Zuid-Holland (PV);2014;399666
436;4772 Winkels in schoenen en lederwaren;Zeeland (PV);2013;67704
437;4772 Winkels in schoenen en lederwaren;Zeeland (PV);2014;73330
438;4772 Winkels in schoenen en lederwaren;Noord-Brabant (PV);2013;334289
439;4772 Winkels in schoenen en lederwaren;Noord-Brabant (PV);2014;324743
440;4772 Winkels in schoenen en lederwaren;Limburg (PV);2013;158789
441;4772 Winkels in schoenen en lederwaren;Limburg (PV);2014;160282
442;47741 Drogisterijen;Nederland;2013;2901361
443;47741 Drogisterijen;Nederland;2014;2934242
444;47741 Drogisterijen;Noord-Nederland (LD);2013;267738
445;47741 Drogisterijen;Noord-Nederland (LD);2014;267627
446;47741 Drogisterijen;Oost-Nederland (LD);2013;644228
447;47741 Drogisterijen;Oost-Nederland (LD);2014;650487
448;47741 Drogisterijen;West-Nederland (LD);2013;1395049
449;47741 Drogisterijen;West-Nederland (LD);2014;1413783
450;47741 Drogisterijen;Zuid-Nederland (LD);2013;594346
451;47741 Drogisterijen;Zuid-Nederland (LD);2014;602345
452;47741 Drogisterijen;Groningen (PV);2013;85689
453;47741 Drogisterijen;Groningen (PV);2014;87545
454;47741 Drogisterijen;Friesland (PV);2013;104043
455;47741 Drogisterijen;Friesland (PV);2014;98009
456;47741 Drogisterijen;Drenthe (PV);2013;78006
457;47741 Drogisterijen;Drenthe (PV);2014;82072
458;47741 Drogisterijen;Overijssel (PV);2013;203054
459;47741 Drogisterijen;Overijssel (PV);2014;209009
460;47741 Drogisterijen;Flevoland (PV);2013;57480
461;47741 Drogisterijen;Flevoland (PV);2014;55386
462;47741 Drogisterijen;Gelderland (PV);2013;383694
463;47741 Drogisterijen;Gelderland (PV);2014;386092
464;47741 Drogisterijen;Utrecht (PV);2013;276562
465;47741 Drogisterijen;Utrecht (PV);2014;286944
466;47741 Drogisterijen;Noord-Holland (PV);2013;473810
467;47741 Drogisterijen;Noord-Holland (PV);2014;476195
468;47741 Drogisterijen;Zuid-Holland (PV);2013;572793
469;47741 Drogisterijen;Zuid-Holland (PV);2014;577539
470;47741 Drogisterijen;Zeeland (PV);2013;71883
471;47741 Drogisterijen;Zeeland (PV);2014;73105
472;47741 Drogisterijen;Noord-Brabant (PV);2013;415463
473;47741 Drogisterijen;Noord-Brabant (PV);2014;421567
474;47741 Drogisterijen;Limburg (PV);2013;178883
475;47741 Drogisterijen;Limburg (PV);2014;180778
476;478 Markthandel;Nederland;2013;1135764
477;478 Markthandel;Nederland;2014;1152801
478;478 Markthandel;Noord-Nederland (LD);2013;71742
479;478 Markthandel;Noord-Nederland (LD);2014;75321
480;478 Markthandel;Oost-Nederland (LD);2013;236972
481;478 Markthandel;Oost-Nederland (LD);2014;244221
482;478 Markthandel;West-Nederland (LD);2013;634209
483;478 Markthandel;West-Nederland (LD);2014;642773
484;478 Markthandel;Zuid-Nederland (LD);2013;192842
485;478 Markthandel;Zuid-Nederland (LD);2014;190486
486;478 Markthandel;Groningen (PV);2013;24398
487;478 Markthandel;Groningen (PV);2014;25087
488;478 Markthandel;Friesland (PV);2013;22817
489;478 Markthandel;Friesland (PV);2014;23858
490;478 Markthandel;Drenthe (PV);2013;24527
491;478 Markthandel;Drenthe (PV);2014;26376
492;478 Markthandel;Overijssel (PV);2013;78429
493;478 Markthandel;Overijssel (PV);2014;81688
494;478 Markthandel;Flevoland (PV);2013;19495
495;478 Markthandel;Flevoland (PV);2014;19906
496;478 Markthandel;Gelderland (PV);2013;139048
497;478 Markthandel;Gelderland (PV);2014;142627
498;478 Markthandel;Utrecht (PV);2013;160558
499;478 Markthandel;Utrecht (PV);2014;163807
500;478 Markthandel;Noord-Holland (PV);2013;200185
501;478 Markthandel;Noord-Holland (PV);2014;203638
502;478 Markthandel;Zuid-Holland (PV);2013;236780
503;478 Markthandel;Zuid-Holland (PV);2014;233957
504;478 Markthandel;Zeeland (PV);2013;36686
505;478 Markthandel;Zeeland (PV);2014;41371
506;478 Markthandel;Noord-Brabant (PV);2013;144483
507;478 Markthandel;Noord-Brabant (PV);2014;137777
508;478 Markthandel;Limburg (PV);2013;48359
509;478 Markthandel;Limburg (PV);2014;52710
