ID;Landbouwactiviteit;Landbouwmethode;RegioS;Perioden;AantalBedrijven_1;OppervlakteVanGewassen_2;Dieraantallen_3
2933;Consumptieaardappelen (totaal);Gangbare landbouw;Flevoland (PV);2020;586.0;848594.0;
2934;Consumptieaardappelen (totaal);Gangbare landbouw;Flevoland (PV);2021;525.0;787310.0;
2935;Consumptieaardappelen (totaal);Gangbare landbouw;Flevoland (PV);2022;533.0;806397.0;
2936;Consumptieaardappelen (totaal);Gangbare landbouw;Gelderland (PV);2015;465.0;279947.0;
2937;Consumptieaardappelen (totaal);Gangbare landbouw;Gelderland (PV);2016;454.0;289805.0;
2938;Consumptieaardappelen (totaal);Gangbare landbouw;Gelderland (PV);2017;471.0;332591.0;
2939;Consumptieaardappelen (totaal);Gangbare landbouw;Gelderland (PV);2018;471.0;332438.0;
2940;Consumptieaardappelen (totaal);Gangbare landbouw;Gelderland (PV);2019;519.0;360071.0;
2941;Consumptieaardappelen (totaal);Gangbare landbouw;Gelderland (PV);2020;465.0;338162.0;
2942;Consumptieaardappelen (totaal);Gangbare landbouw;Gelderland (PV);2021;472.0;327281.0;
2943;Consumptieaardappelen (totaal);Gangbare landbouw;Gelderland (PV);2022;491.0;356075.0;
2944;Consumptieaardappelen (totaal);Gangbare landbouw;Utrecht (PV);2015;17.0;6545.0;
2945;Consumptieaardappelen (totaal);Gangbare landbouw;Utrecht (PV);2016;15.0;8189.0;
2946;Consumptieaardappelen (totaal);Gangbare landbouw;Utrecht (PV);2017;22.0;8602.0;
2947;Consumptieaardappelen (totaal);Gangbare landbouw;Utrecht (PV);2018;19.0;8755.0;
2948;Consumptieaardappelen (totaal);Gangbare landbouw;Utrecht (PV);2019;16.0;5310.0;
2949;Consumptieaardappelen (totaal);Gangbare landbouw;Utrecht (PV);2020;16.0;6985.0;
2950;Consumptieaardappelen (totaal);Gangbare landbouw;Utrecht (PV);2021;10.0;3764.0;
2951;Consumptieaardappelen (totaal);Gangbare landbouw;Utrecht (PV);2022;12.0;4944.0;
2952;Consumptieaardappelen (totaal);Gangbare landbouw;Noord-Holland (PV);2015;279.0;281623.0;
2953;Consumptieaardappelen (totaal);Gangbare landbouw;Noord-Holland (PV);2016;287.0;283045.0;
2954;Consumptieaardappelen (totaal);Gangbare landbouw;Noord-Holland (PV);2017;277.0;283827.0;
2955;Consumptieaardappelen (totaal);Gangbare landbouw;Noord-Holland (PV);2018;265.0;265719.0;
2956;Consumptieaardappelen (totaal);Gangbare landbouw;Noord-Holland (PV);2019;254.0;273775.0;
2957;Consumptieaardappelen (totaal);Gangbare landbouw;Noord-Holland (PV);2020;242.0;262231.0;
2958;Consumptieaardappelen (totaal);Gangbare landbouw;Noord-Holland (PV);2021;231.0;250233.0;
2959;Consumptieaardappelen (totaal);Gangbare landbouw;Noord-Holland (PV);2022;252.0;267429.0;
2960;Consumptieaardappelen (totaal);Gangbare landbouw;Zuid-Holland (PV);2015;607.0;944578.0;
2961;Consumptieaardappelen (totaal);Gangbare landbouw;Zuid-Holland (PV);2016;596.0;957180.0;
2962;Consumptieaardappelen (totaal);Gangbare landbouw;Zuid-Holland (PV);2017;586.0;976733.0;
2963;Consumptieaardappelen (totaal);Gangbare landbouw;Zuid-Holland (PV);2018;564.0;944868.0;
2964;Consumptieaardappelen (totaal);Gangbare landbouw;Zuid-Holland (PV);2019;561.0;958887.0;
2965;Consumptieaardappelen (totaal);Gangbare landbouw;Zuid-Holland (PV);2020;552.0;932114.0;
2966;Consumptieaardappelen (totaal);Gangbare landbouw;Zuid-Holland (PV);2021;521.0;873463.0;
2967;Consumptieaardappelen (totaal);Gangbare landbouw;Zuid-Holland (PV);2022;541.0;912096.0;
2968;Consumptieaardappelen (totaal);Gangbare landbouw;Zeeland (PV);2015;1206.0;1434084.0;
2969;Consumptieaardappelen (totaal);Gangbare landbouw;Zeeland (PV);2016;1182.0;1429954.0;
2970;Consumptieaardappelen (totaal);Gangbare landbouw;Zeeland (PV);2017;1219.0;1496179.0;
2971;Consumptieaardappelen (totaal);Gangbare landbouw;Zeeland (PV);2018;1169.0;1465248.0;
2972;Consumptieaardappelen (totaal);Gangbare landbouw;Zeeland (PV);2019;1146.0;1465016.0;
2973;Consumptieaardappelen (totaal);Gangbare landbouw;Zeeland (PV);2020;1119.0;1455341.0;
2974;Consumptieaardappelen (totaal);Gangbare landbouw;Zeeland (PV);2021;1028.0;1315133.0;
2975;Consumptieaardappelen (totaal);Gangbare landbouw;Zeeland (PV);2022;1073.0;1439444.0;
2976;Consumptieaardappelen (totaal);Gangbare landbouw;Noord-Brabant (PV);2015;1868.0;1650817.0;
2977;Consumptieaardappelen (totaal);Gangbare landbouw;Noord-Brabant (PV);2016;1962.0;1700846.0;
2978;Consumptieaardappelen (totaal);Gangbare landbouw;Noord-Brabant (PV);2017;2040.0;1802685.0;
2979;Consumptieaardappelen (totaal);Gangbare landbouw;Noord-Brabant (PV);2018;2012.0;1830639.0;
2980;Consumptieaardappelen (totaal);Gangbare landbouw;Noord-Brabant (PV);2019;2154.0;1990819.0;
2981;Consumptieaardappelen (totaal);Gangbare landbouw;Noord-Brabant (PV);2020;2121.0;1900756.0;
2982;Consumptieaardappelen (totaal);Gangbare landbouw;Noord-Brabant (PV);2021;1972.0;1768315.0;
2983;Consumptieaardappelen (totaal);Gangbare landbouw;Noord-Brabant (PV);2022;2077.0;1880973.0;
2984;Consumptieaardappelen (totaal);Gangbare landbouw;Limburg (PV);2015;725.0;631409.0;
2985;Consumptieaardappelen (totaal);Gangbare landbouw;Limburg (PV);2016;730.0;685585.0;
2986;Consumptieaardappelen (totaal);Gangbare landbouw;Limburg (PV);2017;718.0;670283.0;
2987;Consumptieaardappelen (totaal);Gangbare landbouw;Limburg (PV);2018;696.0;690010.0;
2988;Consumptieaardappelen (totaal);Gangbare landbouw;Limburg (PV);2019;723.0;742127.0;
2989;Consumptieaardappelen (totaal);Gangbare landbouw;Limburg (PV);2020;694.0;734356.0;
2990;Consumptieaardappelen (totaal);Gangbare landbouw;Limburg (PV);2021;668.0;701735.0;
2991;Consumptieaardappelen (totaal);Gangbare landbouw;Limburg (PV);2022;722.0;764282.0;
2992;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Nederland;2015;164.0;111652.0;
2993;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Nederland;2016;167.0;113114.0;
2994;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Nederland;2017;163.0;116589.0;
2995;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Nederland;2018;185.0;116491.0;
2996;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Nederland;2019;183.0;126596.0;
2997;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Nederland;2020;213.0;147644.0;
2998;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Nederland;2021;211.0;134230.0;
2999;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Nederland;2022;221.0;149349.0;
3000;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Noord-Nederland (LD);2015;14.0;2553.0;
3001;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Noord-Nederland (LD);2016;11.0;2629.0;
3002;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Noord-Nederland (LD);2017;12.0;2518.0;
3003;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Noord-Nederland (LD);2018;16.0;2732.0;
3004;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Noord-Nederland (LD);2019;13.0;3793.0;
3005;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Noord-Nederland (LD);2020;19.0;3471.0;
3006;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Noord-Nederland (LD);2021;23.0;4610.0;
3007;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Noord-Nederland (LD);2022;19.0;4934.0;
3008;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Oost-Nederland (LD);2015;80.0;71161.0;
3009;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Oost-Nederland (LD);2016;82.0;69045.0;
3010;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Oost-Nederland (LD);2017;85.0;72755.0;
3011;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Oost-Nederland (LD);2018;92.0;71775.0;
3012;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Oost-Nederland (LD);2019;94.0;74550.0;
3013;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Oost-Nederland (LD);2020;107.0;87820.0;
3014;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Oost-Nederland (LD);2021;104.0;81398.0;
3015;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Oost-Nederland (LD);2022;113.0;87001.0;
3016;Consumptieaardappelen (totaal);Biologische landbouw (totaal);West-Nederland (LD);2015;45.0;28537.0;
3017;Consumptieaardappelen (totaal);Biologische landbouw (totaal);West-Nederland (LD);2016;44.0;30930.0;
3018;Consumptieaardappelen (totaal);Biologische landbouw (totaal);West-Nederland (LD);2017;41.0;30113.0;
3019;Consumptieaardappelen (totaal);Biologische landbouw (totaal);West-Nederland (LD);2018;47.0;29375.0;
3020;Consumptieaardappelen (totaal);Biologische landbouw (totaal);West-Nederland (LD);2019;47.0;35676.0;
3021;Consumptieaardappelen (totaal);Biologische landbouw (totaal);West-Nederland (LD);2020;55.0;38825.0;
3022;Consumptieaardappelen (totaal);Biologische landbouw (totaal);West-Nederland (LD);2021;54.0;33470.0;
3023;Consumptieaardappelen (totaal);Biologische landbouw (totaal);West-Nederland (LD);2022;53.0;39081.0;
3024;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Zuid-Nederland (LD);2015;25.0;9401.0;
3025;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Zuid-Nederland (LD);2016;30.0;10510.0;
3026;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Zuid-Nederland (LD);2017;25.0;11203.0;
3027;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Zuid-Nederland (LD);2018;30.0;12609.0;
3028;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Zuid-Nederland (LD);2019;29.0;12577.0;
3029;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Zuid-Nederland (LD);2020;32.0;17528.0;
3030;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Zuid-Nederland (LD);2021;30.0;14752.0;
3031;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Zuid-Nederland (LD);2022;36.0;18333.0;
3032;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Groningen (PV);2015;5.0;1823.0;
3033;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Groningen (PV);2016;5.0;1957.0;
3034;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Groningen (PV);2017;5.0;1644.0;
3035;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Groningen (PV);2018;6.0;1635.0;
3036;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Groningen (PV);2019;6.0;2480.0;
3037;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Groningen (PV);2020;9.0;2550.0;
3038;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Groningen (PV);2021;12.0;2697.0;
3039;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Groningen (PV);2022;10.0;3371.0;
3040;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Fryslân (PV);2015;4.0;599.0;
3041;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Fryslân (PV);2016;1.0;562.0;
3042;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Fryslân (PV);2017;2.0;722.0;
3043;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Fryslân (PV);2018;4.0;782.0;
3044;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Fryslân (PV);2019;4.0;1108.0;
3045;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Fryslân (PV);2020;5.0;670.0;
3046;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Fryslân (PV);2021;6.0;1750.0;
3047;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Fryslân (PV);2022;5.0;1461.0;
3048;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Drenthe (PV);2015;5.0;131.0;
3049;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Drenthe (PV);2016;5.0;110.0;
3050;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Drenthe (PV);2017;5.0;152.0;
3051;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Drenthe (PV);2018;6.0;315.0;
3052;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Drenthe (PV);2019;3.0;205.0;
3053;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Drenthe (PV);2020;5.0;251.0;
3054;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Drenthe (PV);2021;5.0;163.0;
3055;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Drenthe (PV);2022;4.0;102.0;
3056;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Overijssel (PV);2015;8.0;687.0;
3057;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Overijssel (PV);2016;7.0;608.0;
3058;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Overijssel (PV);2017;6.0;709.0;
3059;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Overijssel (PV);2018;6.0;595.0;
3060;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Overijssel (PV);2019;5.0;414.0;
3061;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Overijssel (PV);2020;7.0;616.0;
3062;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Overijssel (PV);2021;6.0;630.0;
3063;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Overijssel (PV);2022;6.0;629.0;
3064;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Flevoland (PV);2015;58.0;68035.0;
3065;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Flevoland (PV);2016;62.0;66065.0;
3066;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Flevoland (PV);2017;61.0;69481.0;
3067;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Flevoland (PV);2018;67.0;68367.0;
3068;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Flevoland (PV);2019;73.0;71137.0;
3069;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Flevoland (PV);2020;80.0;81613.0;
3070;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Flevoland (PV);2021;81.0;77728.0;
3071;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Flevoland (PV);2022;83.0;81178.0;
3072;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Gelderland (PV);2015;14.0;2439.0;
3073;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Gelderland (PV);2016;13.0;2372.0;
3074;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Gelderland (PV);2017;18.0;2565.0;
3075;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Gelderland (PV);2018;19.0;2813.0;
3076;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Gelderland (PV);2019;16.0;2999.0;
3077;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Gelderland (PV);2020;20.0;5591.0;
3078;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Gelderland (PV);2021;17.0;3040.0;
3079;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Gelderland (PV);2022;24.0;5194.0;
3080;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Utrecht (PV);2015;1.0;129.0;
3081;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Utrecht (PV);2016;2.0;131.0;
3082;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Utrecht (PV);2017;1.0;78.0;
3083;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Utrecht (PV);2018;1.0;45.0;
3084;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Utrecht (PV);2019;3.0;158.0;
3085;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Utrecht (PV);2020;3.0;127.0;
3086;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Utrecht (PV);2021;2.0;259.0;
3087;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Utrecht (PV);2022;3.0;285.0;
3088;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Noord-Holland (PV);2015;13.0;5788.0;
3089;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Noord-Holland (PV);2016;12.0;6434.0;
3090;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Noord-Holland (PV);2017;12.0;6382.0;
3091;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Noord-Holland (PV);2018;17.0;6883.0;
3092;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Noord-Holland (PV);2019;14.0;7036.0;
3093;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Noord-Holland (PV);2020;14.0;7988.0;
3094;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Noord-Holland (PV);2021;14.0;6258.0;
3095;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Noord-Holland (PV);2022;11.0;6640.0;
3096;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Zuid-Holland (PV);2015;11.0;9358.0;
3097;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Zuid-Holland (PV);2016;10.0;9958.0;
3098;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Zuid-Holland (PV);2017;10.0;9414.0;
3099;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Zuid-Holland (PV);2018;8.0;7733.0;
3100;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Zuid-Holland (PV);2019;8.0;9507.0;
3101;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Zuid-Holland (PV);2020;14.0;12793.0;
3102;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Zuid-Holland (PV);2021;12.0;11072.0;
3103;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Zuid-Holland (PV);2022;13.0;11966.0;
3104;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Zeeland (PV);2015;20.0;13262.0;
3105;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Zeeland (PV);2016;20.0;14407.0;
3106;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Zeeland (PV);2017;18.0;14239.0;
3107;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Zeeland (PV);2018;21.0;14714.0;
3108;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Zeeland (PV);2019;22.0;18975.0;
3109;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Zeeland (PV);2020;24.0;17917.0;
3110;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Zeeland (PV);2021;26.0;15881.0;
3111;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Zeeland (PV);2022;26.0;20190.0;
3112;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Noord-Brabant (PV);2015;16.0;7772.0;
3113;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Noord-Brabant (PV);2016;22.0;8971.0;
3114;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Noord-Brabant (PV);2017;19.0;9140.0;
3115;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Noord-Brabant (PV);2018;22.0;10568.0;
3116;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Noord-Brabant (PV);2019;23.0;10888.0;
3117;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Noord-Brabant (PV);2020;23.0;15931.0;
3118;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Noord-Brabant (PV);2021;22.0;13328.0;
3119;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Noord-Brabant (PV);2022;26.0;15746.0;
3120;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Limburg (PV);2015;9.0;1629.0;
3121;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Limburg (PV);2016;8.0;1539.0;
3122;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Limburg (PV);2017;6.0;2063.0;
3123;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Limburg (PV);2018;8.0;2041.0;
3124;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Limburg (PV);2019;6.0;1689.0;
3125;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Limburg (PV);2020;9.0;1597.0;
3126;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Limburg (PV);2021;8.0;1424.0;
3127;Consumptieaardappelen (totaal);Biologische landbouw (totaal);Limburg (PV);2022;10.0;2587.0;
3128;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Nederland;2015;163.0;111502.0;
3129;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Nederland;2016;163.0;113072.0;
3130;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Nederland;2017;162.0;116579.0;
3131;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Nederland;2018;180.0;114059.0;
3132;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Nederland;2019;183.0;126596.0;
3133;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Nederland;2020;210.0;147181.0;
3134;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Nederland;2021;210.0;134187.0;
3135;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Nederland;2022;218.0;149278.0;
3136;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Noord-Nederland (LD);2015;14.0;2553.0;
3137;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Noord-Nederland (LD);2016;11.0;2629.0;
3138;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Noord-Nederland (LD);2017;12.0;2518.0;
3139;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Noord-Nederland (LD);2018;16.0;2732.0;
3140;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Noord-Nederland (LD);2019;13.0;3793.0;
3141;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Noord-Nederland (LD);2020;18.0;3368.0;
3142;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Noord-Nederland (LD);2021;23.0;4610.0;
3143;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Noord-Nederland (LD);2022;19.0;4934.0;
3144;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Oost-Nederland (LD);2015;79.0;71011.0;
3145;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Oost-Nederland (LD);2016;81.0;69040.0;
3146;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Oost-Nederland (LD);2017;84.0;72745.0;
3147;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Oost-Nederland (LD);2018;89.0;70421.0;
3148;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Oost-Nederland (LD);2019;94.0;74550.0;
3149;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Oost-Nederland (LD);2020;106.0;87764.0;
3150;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Oost-Nederland (LD);2021;103.0;81355.0;
3151;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Oost-Nederland (LD);2022;111.0;86936.0;
3152;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;West-Nederland (LD);2015;45.0;28537.0;
3153;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;West-Nederland (LD);2016;44.0;30930.0;
3154;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;West-Nederland (LD);2017;41.0;30113.0;
3155;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;West-Nederland (LD);2018;46.0;29135.0;
3156;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;West-Nederland (LD);2019;47.0;35676.0;
3157;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;West-Nederland (LD);2020;54.0;38521.0;
3158;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;West-Nederland (LD);2021;54.0;33470.0;
3159;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;West-Nederland (LD);2022;52.0;39075.0;
3160;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Zuid-Nederland (LD);2015;25.0;9401.0;
3161;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Zuid-Nederland (LD);2016;27.0;10473.0;
3162;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Zuid-Nederland (LD);2017;25.0;11203.0;
3163;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Zuid-Nederland (LD);2018;29.0;11771.0;
3164;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Zuid-Nederland (LD);2019;29.0;12577.0;
3165;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Zuid-Nederland (LD);2020;32.0;17528.0;
3166;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Zuid-Nederland (LD);2021;30.0;14752.0;
3167;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Zuid-Nederland (LD);2022;36.0;18333.0;
3168;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Groningen (PV);2015;5.0;1823.0;
3169;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Groningen (PV);2016;5.0;1957.0;
3170;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Groningen (PV);2017;5.0;1644.0;
3171;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Groningen (PV);2018;6.0;1635.0;
3172;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Groningen (PV);2019;6.0;2480.0;
3173;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Groningen (PV);2020;8.0;2447.0;
3174;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Groningen (PV);2021;12.0;2697.0;
3175;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Groningen (PV);2022;10.0;3371.0;
3176;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Fryslân (PV);2015;4.0;599.0;
3177;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Fryslân (PV);2016;1.0;562.0;
3178;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Fryslân (PV);2017;2.0;722.0;
3179;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Fryslân (PV);2018;4.0;782.0;
3180;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Fryslân (PV);2019;4.0;1108.0;
3181;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Fryslân (PV);2020;5.0;670.0;
3182;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Fryslân (PV);2021;6.0;1750.0;
3183;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Fryslân (PV);2022;5.0;1461.0;
3184;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Drenthe (PV);2015;5.0;131.0;
3185;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Drenthe (PV);2016;5.0;110.0;
3186;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Drenthe (PV);2017;5.0;152.0;
3187;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Drenthe (PV);2018;6.0;315.0;
3188;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Drenthe (PV);2019;3.0;205.0;
3189;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Drenthe (PV);2020;5.0;251.0;
3190;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Drenthe (PV);2021;5.0;163.0;
3191;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Drenthe (PV);2022;4.0;102.0;
3192;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Overijssel (PV);2015;8.0;687.0;
3193;Consumptieaardappelen (totaal);Biologisch, gecertificeerd;Overijssel (PV);2016;7.0;608.0;
