ID;Landbouwactiviteit;Landbouwmethode;RegioS;Perioden;AantalBedrijven_1;OppervlakteVanGewassen_2;Dieraantallen_3
7796;Spinazie;Biologische landbouw (totaal);Groningen (PV);2019;;;
7797;Spinazie;Biologische landbouw (totaal);Groningen (PV);2020;;;
7798;Spinazie;Biologische landbouw (totaal);Groningen (PV);2021;2.0;2397.0;
7799;Spinazie;Biologische landbouw (totaal);Groningen (PV);2022;2.0;2884.0;
7800;Spinazie;Biologische landbouw (totaal);Fryslân (PV);2015;1.0;1896.0;
7801;Spinazie;Biologische landbouw (totaal);Fryslân (PV);2016;1.0;1535.0;
7802;Spinazie;Biologische landbouw (totaal);Fryslân (PV);2017;1.0;1621.0;
7803;Spinazie;Biologische landbouw (totaal);Fryslân (PV);2018;;;
7804;Spinazie;Biologische landbouw (totaal);Fryslân (PV);2019;;;
7805;Spinazie;Biologische landbouw (totaal);Fryslân (PV);2020;;;
7806;Spinazie;Biologische landbouw (totaal);Fryslân (PV);2021;;;
7807;Spinazie;Biologische landbouw (totaal);Fryslân (PV);2022;;;
7808;Spinazie;Biologische landbouw (totaal);Drenthe (PV);2015;2.0;1030.0;
7809;Spinazie;Biologische landbouw (totaal);Drenthe (PV);2016;;;
7810;Spinazie;Biologische landbouw (totaal);Drenthe (PV);2017;1.0;91.0;
7811;Spinazie;Biologische landbouw (totaal);Drenthe (PV);2018;3.0;655.0;
7812;Spinazie;Biologische landbouw (totaal);Drenthe (PV);2019;1.0;91.0;
7813;Spinazie;Biologische landbouw (totaal);Drenthe (PV);2020;;;
7814;Spinazie;Biologische landbouw (totaal);Drenthe (PV);2021;;;
7815;Spinazie;Biologische landbouw (totaal);Drenthe (PV);2022;;;
7816;Spinazie;Biologische landbouw (totaal);Overijssel (PV);2015;;;
7817;Spinazie;Biologische landbouw (totaal);Overijssel (PV);2016;;;
7818;Spinazie;Biologische landbouw (totaal);Overijssel (PV);2017;1.0;1093.0;
7819;Spinazie;Biologische landbouw (totaal);Overijssel (PV);2018;1.0;242.0;
7820;Spinazie;Biologische landbouw (totaal);Overijssel (PV);2019;;;
7821;Spinazie;Biologische landbouw (totaal);Overijssel (PV);2020;;;
7822;Spinazie;Biologische landbouw (totaal);Overijssel (PV);2021;;;
7823;Spinazie;Biologische landbouw (totaal);Overijssel (PV);2022;;;
7824;Spinazie;Biologische landbouw (totaal);Flevoland (PV);2015;44.0;42087.0;
7825;Spinazie;Biologische landbouw (totaal);Flevoland (PV);2016;49.0;40188.0;
7826;Spinazie;Biologische landbouw (totaal);Flevoland (PV);2017;62.0;51406.0;
7827;Spinazie;Biologische landbouw (totaal);Flevoland (PV);2018;75.0;59079.0;
7828;Spinazie;Biologische landbouw (totaal);Flevoland (PV);2019;76.0;59938.0;
7829;Spinazie;Biologische landbouw (totaal);Flevoland (PV);2020;70.0;50272.0;
7830;Spinazie;Biologische landbouw (totaal);Flevoland (PV);2021;79.0;71833.0;
7831;Spinazie;Biologische landbouw (totaal);Flevoland (PV);2022;73.0;61498.0;
7832;Spinazie;Biologische landbouw (totaal);Gelderland (PV);2015;4.0;48.0;
7833;Spinazie;Biologische landbouw (totaal);Gelderland (PV);2016;3.0;46.0;
7834;Spinazie;Biologische landbouw (totaal);Gelderland (PV);2017;4.0;68.0;
7835;Spinazie;Biologische landbouw (totaal);Gelderland (PV);2018;5.0;75.0;
7836;Spinazie;Biologische landbouw (totaal);Gelderland (PV);2019;2.0;24.0;
7837;Spinazie;Biologische landbouw (totaal);Gelderland (PV);2020;2.0;16.0;
7838;Spinazie;Biologische landbouw (totaal);Gelderland (PV);2021;2.0;22.0;
7839;Spinazie;Biologische landbouw (totaal);Gelderland (PV);2022;3.0;23.0;
7840;Spinazie;Biologische landbouw (totaal);Utrecht (PV);2015;;;
7841;Spinazie;Biologische landbouw (totaal);Utrecht (PV);2016;;;
7842;Spinazie;Biologische landbouw (totaal);Utrecht (PV);2017;;;
7843;Spinazie;Biologische landbouw (totaal);Utrecht (PV);2018;;;
7844;Spinazie;Biologische landbouw (totaal);Utrecht (PV);2019;;;
7845;Spinazie;Biologische landbouw (totaal);Utrecht (PV);2020;;;
7846;Spinazie;Biologische landbouw (totaal);Utrecht (PV);2021;;;
7847;Spinazie;Biologische landbouw (totaal);Utrecht (PV);2022;;;
7848;Spinazie;Biologische landbouw (totaal);Noord-Holland (PV);2015;3.0;23.0;
7849;Spinazie;Biologische landbouw (totaal);Noord-Holland (PV);2016;2.0;8.0;
7850;Spinazie;Biologische landbouw (totaal);Noord-Holland (PV);2017;1.0;2.0;
7851;Spinazie;Biologische landbouw (totaal);Noord-Holland (PV);2018;;;
7852;Spinazie;Biologische landbouw (totaal);Noord-Holland (PV);2019;1.0;509.0;
7853;Spinazie;Biologische landbouw (totaal);Noord-Holland (PV);2020;;;
7854;Spinazie;Biologische landbouw (totaal);Noord-Holland (PV);2021;;;
7855;Spinazie;Biologische landbouw (totaal);Noord-Holland (PV);2022;;;
7856;Spinazie;Biologische landbouw (totaal);Zuid-Holland (PV);2015;1.0;59.0;
7857;Spinazie;Biologische landbouw (totaal);Zuid-Holland (PV);2016;1.0;62.0;
7858;Spinazie;Biologische landbouw (totaal);Zuid-Holland (PV);2017;1.0;59.0;
7859;Spinazie;Biologische landbouw (totaal);Zuid-Holland (PV);2018;;;
7860;Spinazie;Biologische landbouw (totaal);Zuid-Holland (PV);2019;;;
7861;Spinazie;Biologische landbouw (totaal);Zuid-Holland (PV);2020;;;
7862;Spinazie;Biologische landbouw (totaal);Zuid-Holland (PV);2021;1.0;7.0;
7863;Spinazie;Biologische landbouw (totaal);Zuid-Holland (PV);2022;1.0;8.0;
7864;Spinazie;Biologische landbouw (totaal);Zeeland (PV);2015;1.0;1.0;
7865;Spinazie;Biologische landbouw (totaal);Zeeland (PV);2016;1.0;1.0;
7866;Spinazie;Biologische landbouw (totaal);Zeeland (PV);2017;1.0;1.0;
7867;Spinazie;Biologische landbouw (totaal);Zeeland (PV);2018;1.0;1.0;
7868;Spinazie;Biologische landbouw (totaal);Zeeland (PV);2019;2.0;503.0;
7869;Spinazie;Biologische landbouw (totaal);Zeeland (PV);2020;;;
7870;Spinazie;Biologische landbouw (totaal);Zeeland (PV);2021;;;
7871;Spinazie;Biologische landbouw (totaal);Zeeland (PV);2022;1.0;2.0;
7872;Spinazie;Biologische landbouw (totaal);Noord-Brabant (PV);2015;2.0;1135.0;
7873;Spinazie;Biologische landbouw (totaal);Noord-Brabant (PV);2016;4.0;1550.0;
7874;Spinazie;Biologische landbouw (totaal);Noord-Brabant (PV);2017;3.0;401.0;
7875;Spinazie;Biologische landbouw (totaal);Noord-Brabant (PV);2018;5.0;1094.0;
7876;Spinazie;Biologische landbouw (totaal);Noord-Brabant (PV);2019;5.0;1672.0;
7877;Spinazie;Biologische landbouw (totaal);Noord-Brabant (PV);2020;6.0;4712.0;
7878;Spinazie;Biologische landbouw (totaal);Noord-Brabant (PV);2021;6.0;4846.0;
7879;Spinazie;Biologische landbouw (totaal);Noord-Brabant (PV);2022;7.0;6869.0;
7880;Spinazie;Biologische landbouw (totaal);Limburg (PV);2015;2.0;972.0;
7881;Spinazie;Biologische landbouw (totaal);Limburg (PV);2016;2.0;619.0;
7882;Spinazie;Biologische landbouw (totaal);Limburg (PV);2017;1.0;863.0;
7883;Spinazie;Biologische landbouw (totaal);Limburg (PV);2018;1.0;989.0;
7884;Spinazie;Biologische landbouw (totaal);Limburg (PV);2019;2.0;1743.0;
7885;Spinazie;Biologische landbouw (totaal);Limburg (PV);2020;3.0;2282.0;
7886;Spinazie;Biologische landbouw (totaal);Limburg (PV);2021;2.0;1725.0;
7887;Spinazie;Biologische landbouw (totaal);Limburg (PV);2022;4.0;2546.0;
7888;Spinazie;Biologisch, gecertificeerd;Nederland;2015;60.0;47251.0;
7889;Spinazie;Biologisch, gecertificeerd;Nederland;2016;62.0;44005.0;
7890;Spinazie;Biologisch, gecertificeerd;Nederland;2017;75.0;54437.0;
7891;Spinazie;Biologisch, gecertificeerd;Nederland;2018;90.0;61564.0;
7892;Spinazie;Biologisch, gecertificeerd;Nederland;2019;89.0;63400.0;
7893;Spinazie;Biologisch, gecertificeerd;Nederland;2020;80.0;56358.0;
7894;Spinazie;Biologisch, gecertificeerd;Nederland;2021;91.0;80228.0;
7895;Spinazie;Biologisch, gecertificeerd;Nederland;2022;89.0;73251.0;
7896;Spinazie;Biologisch, gecertificeerd;Noord-Nederland (LD);2015;3.0;2926.0;
7897;Spinazie;Biologisch, gecertificeerd;Noord-Nederland (LD);2016;1.0;1535.0;
7898;Spinazie;Biologisch, gecertificeerd;Noord-Nederland (LD);2017;2.0;1712.0;
7899;Spinazie;Biologisch, gecertificeerd;Noord-Nederland (LD);2018;4.0;1675.0;
7900;Spinazie;Biologisch, gecertificeerd;Noord-Nederland (LD);2019;1.0;91.0;
7901;Spinazie;Biologisch, gecertificeerd;Noord-Nederland (LD);2020;;;
7902;Spinazie;Biologisch, gecertificeerd;Noord-Nederland (LD);2021;2.0;2397.0;
7903;Spinazie;Biologisch, gecertificeerd;Noord-Nederland (LD);2022;2.0;2884.0;
7904;Spinazie;Biologisch, gecertificeerd;Oost-Nederland (LD);2015;48.0;42135.0;
7905;Spinazie;Biologisch, gecertificeerd;Oost-Nederland (LD);2016;52.0;40234.0;
7906;Spinazie;Biologisch, gecertificeerd;Oost-Nederland (LD);2017;66.0;51399.0;
7907;Spinazie;Biologisch, gecertificeerd;Oost-Nederland (LD);2018;80.0;58438.0;
7908;Spinazie;Biologisch, gecertificeerd;Oost-Nederland (LD);2019;78.0;58882.0;
7909;Spinazie;Biologisch, gecertificeerd;Oost-Nederland (LD);2020;71.0;49364.0;
7910;Spinazie;Biologisch, gecertificeerd;Oost-Nederland (LD);2021;80.0;71253.0;
7911;Spinazie;Biologisch, gecertificeerd;Oost-Nederland (LD);2022;74.0;60942.0;
7912;Spinazie;Biologisch, gecertificeerd;West-Nederland (LD);2015;5.0;83.0;
7913;Spinazie;Biologisch, gecertificeerd;West-Nederland (LD);2016;4.0;71.0;
7914;Spinazie;Biologisch, gecertificeerd;West-Nederland (LD);2017;3.0;62.0;
7915;Spinazie;Biologisch, gecertificeerd;West-Nederland (LD);2018;1.0;1.0;
7916;Spinazie;Biologisch, gecertificeerd;West-Nederland (LD);2019;3.0;1012.0;
7917;Spinazie;Biologisch, gecertificeerd;West-Nederland (LD);2020;;;
7918;Spinazie;Biologisch, gecertificeerd;West-Nederland (LD);2021;1.0;7.0;
7919;Spinazie;Biologisch, gecertificeerd;West-Nederland (LD);2022;2.0;10.0;
7920;Spinazie;Biologisch, gecertificeerd;Zuid-Nederland (LD);2015;4.0;2107.0;
7921;Spinazie;Biologisch, gecertificeerd;Zuid-Nederland (LD);2016;5.0;2165.0;
7922;Spinazie;Biologisch, gecertificeerd;Zuid-Nederland (LD);2017;4.0;1264.0;
7923;Spinazie;Biologisch, gecertificeerd;Zuid-Nederland (LD);2018;5.0;1450.0;
7924;Spinazie;Biologisch, gecertificeerd;Zuid-Nederland (LD);2019;7.0;3415.0;
7925;Spinazie;Biologisch, gecertificeerd;Zuid-Nederland (LD);2020;9.0;6994.0;
7926;Spinazie;Biologisch, gecertificeerd;Zuid-Nederland (LD);2021;8.0;6571.0;
7927;Spinazie;Biologisch, gecertificeerd;Zuid-Nederland (LD);2022;11.0;9415.0;
7928;Spinazie;Biologisch, gecertificeerd;Groningen (PV);2015;;;
7929;Spinazie;Biologisch, gecertificeerd;Groningen (PV);2016;;;
7930;Spinazie;Biologisch, gecertificeerd;Groningen (PV);2017;;;
7931;Spinazie;Biologisch, gecertificeerd;Groningen (PV);2018;1.0;1020.0;
7932;Spinazie;Biologisch, gecertificeerd;Groningen (PV);2019;;;
7933;Spinazie;Biologisch, gecertificeerd;Groningen (PV);2020;;;
7934;Spinazie;Biologisch, gecertificeerd;Groningen (PV);2021;2.0;2397.0;
7935;Spinazie;Biologisch, gecertificeerd;Groningen (PV);2022;2.0;2884.0;
7936;Spinazie;Biologisch, gecertificeerd;Fryslân (PV);2015;1.0;1896.0;
7937;Spinazie;Biologisch, gecertificeerd;Fryslân (PV);2016;1.0;1535.0;
7938;Spinazie;Biologisch, gecertificeerd;Fryslân (PV);2017;1.0;1621.0;
7939;Spinazie;Biologisch, gecertificeerd;Fryslân (PV);2018;;;
7940;Spinazie;Biologisch, gecertificeerd;Fryslân (PV);2019;;;
7941;Spinazie;Biologisch, gecertificeerd;Fryslân (PV);2020;;;
7942;Spinazie;Biologisch, gecertificeerd;Fryslân (PV);2021;;;
7943;Spinazie;Biologisch, gecertificeerd;Fryslân (PV);2022;;;
7944;Spinazie;Biologisch, gecertificeerd;Drenthe (PV);2015;2.0;1030.0;
7945;Spinazie;Biologisch, gecertificeerd;Drenthe (PV);2016;;;
7946;Spinazie;Biologisch, gecertificeerd;Drenthe (PV);2017;1.0;91.0;
7947;Spinazie;Biologisch, gecertificeerd;Drenthe (PV);2018;3.0;655.0;
7948;Spinazie;Biologisch, gecertificeerd;Drenthe (PV);2019;1.0;91.0;
7949;Spinazie;Biologisch, gecertificeerd;Drenthe (PV);2020;;;
7950;Spinazie;Biologisch, gecertificeerd;Drenthe (PV);2021;;;
7951;Spinazie;Biologisch, gecertificeerd;Drenthe (PV);2022;;;
7952;Spinazie;Biologisch, gecertificeerd;Overijssel (PV);2015;;;
7953;Spinazie;Biologisch, gecertificeerd;Overijssel (PV);2016;;;
7954;Spinazie;Biologisch, gecertificeerd;Overijssel (PV);2017;1.0;1093.0;
7955;Spinazie;Biologisch, gecertificeerd;Overijssel (PV);2018;1.0;242.0;
7956;Spinazie;Biologisch, gecertificeerd;Overijssel (PV);2019;;;
7957;Spinazie;Biologisch, gecertificeerd;Overijssel (PV);2020;;;
7958;Spinazie;Biologisch, gecertificeerd;Overijssel (PV);2021;;;
7959;Spinazie;Biologisch, gecertificeerd;Overijssel (PV);2022;;;
7960;Spinazie;Biologisch, gecertificeerd;Flevoland (PV);2015;44.0;42087.0;
7961;Spinazie;Biologisch, gecertificeerd;Flevoland (PV);2016;49.0;40188.0;
7962;Spinazie;Biologisch, gecertificeerd;Flevoland (PV);2017;61.0;50238.0;
7963;Spinazie;Biologisch, gecertificeerd;Flevoland (PV);2018;74.0;58121.0;
7964;Spinazie;Biologisch, gecertificeerd;Flevoland (PV);2019;76.0;58858.0;
7965;Spinazie;Biologisch, gecertificeerd;Flevoland (PV);2020;69.0;49348.0;
7966;Spinazie;Biologisch, gecertificeerd;Flevoland (PV);2021;78.0;71231.0;
7967;Spinazie;Biologisch, gecertificeerd;Flevoland (PV);2022;72.0;60920.0;
7968;Spinazie;Biologisch, gecertificeerd;Gelderland (PV);2015;4.0;48.0;
7969;Spinazie;Biologisch, gecertificeerd;Gelderland (PV);2016;3.0;46.0;
7970;Spinazie;Biologisch, gecertificeerd;Gelderland (PV);2017;4.0;68.0;
7971;Spinazie;Biologisch, gecertificeerd;Gelderland (PV);2018;5.0;75.0;
7972;Spinazie;Biologisch, gecertificeerd;Gelderland (PV);2019;2.0;24.0;
7973;Spinazie;Biologisch, gecertificeerd;Gelderland (PV);2020;2.0;16.0;
7974;Spinazie;Biologisch, gecertificeerd;Gelderland (PV);2021;2.0;22.0;
7975;Spinazie;Biologisch, gecertificeerd;Gelderland (PV);2022;2.0;22.0;
7976;Spinazie;Biologisch, gecertificeerd;Utrecht (PV);2015;;;
7977;Spinazie;Biologisch, gecertificeerd;Utrecht (PV);2016;;;
7978;Spinazie;Biologisch, gecertificeerd;Utrecht (PV);2017;;;
7979;Spinazie;Biologisch, gecertificeerd;Utrecht (PV);2018;;;
7980;Spinazie;Biologisch, gecertificeerd;Utrecht (PV);2019;;;
7981;Spinazie;Biologisch, gecertificeerd;Utrecht (PV);2020;;;
7982;Spinazie;Biologisch, gecertificeerd;Utrecht (PV);2021;;;
7983;Spinazie;Biologisch, gecertificeerd;Utrecht (PV);2022;;;
7984;Spinazie;Biologisch, gecertificeerd;Noord-Holland (PV);2015;3.0;23.0;
7985;Spinazie;Biologisch, gecertificeerd;Noord-Holland (PV);2016;2.0;8.0;
7986;Spinazie;Biologisch, gecertificeerd;Noord-Holland (PV);2017;1.0;2.0;
7987;Spinazie;Biologisch, gecertificeerd;Noord-Holland (PV);2018;;;
7988;Spinazie;Biologisch, gecertificeerd;Noord-Holland (PV);2019;1.0;509.0;
7989;Spinazie;Biologisch, gecertificeerd;Noord-Holland (PV);2020;;;
7990;Spinazie;Biologisch, gecertificeerd;Noord-Holland (PV);2021;;;
7991;Spinazie;Biologisch, gecertificeerd;Noord-Holland (PV);2022;;;
7992;Spinazie;Biologisch, gecertificeerd;Zuid-Holland (PV);2015;1.0;59.0;
7993;Spinazie;Biologisch, gecertificeerd;Zuid-Holland (PV);2016;1.0;62.0;
7994;Spinazie;Biologisch, gecertificeerd;Zuid-Holland (PV);2017;1.0;59.0;
7995;Spinazie;Biologisch, gecertificeerd;Zuid-Holland (PV);2018;;;
7996;Spinazie;Biologisch, gecertificeerd;Zuid-Holland (PV);2019;;;
7997;Spinazie;Biologisch, gecertificeerd;Zuid-Holland (PV);2020;;;
7998;Spinazie;Biologisch, gecertificeerd;Zuid-Holland (PV);2021;1.0;7.0;
7999;Spinazie;Biologisch, gecertificeerd;Zuid-Holland (PV);2022;1.0;8.0;
8000;Spinazie;Biologisch, gecertificeerd;Zeeland (PV);2015;1.0;1.0;
8001;Spinazie;Biologisch, gecertificeerd;Zeeland (PV);2016;1.0;1.0;
8002;Spinazie;Biologisch, gecertificeerd;Zeeland (PV);2017;1.0;1.0;
8003;Spinazie;Biologisch, gecertificeerd;Zeeland (PV);2018;1.0;1.0;
8004;Spinazie;Biologisch, gecertificeerd;Zeeland (PV);2019;2.0;503.0;
8005;Spinazie;Biologisch, gecertificeerd;Zeeland (PV);2020;;;
8006;Spinazie;Biologisch, gecertificeerd;Zeeland (PV);2021;;;
8007;Spinazie;Biologisch, gecertificeerd;Zeeland (PV);2022;1.0;2.0;
8008;Spinazie;Biologisch, gecertificeerd;Noord-Brabant (PV);2015;2.0;1135.0;
8009;Spinazie;Biologisch, gecertificeerd;Noord-Brabant (PV);2016;3.0;1546.0;
8010;Spinazie;Biologisch, gecertificeerd;Noord-Brabant (PV);2017;3.0;401.0;
8011;Spinazie;Biologisch, gecertificeerd;Noord-Brabant (PV);2018;4.0;461.0;
8012;Spinazie;Biologisch, gecertificeerd;Noord-Brabant (PV);2019;5.0;1672.0;
8013;Spinazie;Biologisch, gecertificeerd;Noord-Brabant (PV);2020;6.0;4712.0;
8014;Spinazie;Biologisch, gecertificeerd;Noord-Brabant (PV);2021;6.0;4846.0;
8015;Spinazie;Biologisch, gecertificeerd;Noord-Brabant (PV);2022;7.0;6869.0;
8016;Spinazie;Biologisch, gecertificeerd;Limburg (PV);2015;2.0;972.0;
8017;Spinazie;Biologisch, gecertificeerd;Limburg (PV);2016;2.0;619.0;
8018;Spinazie;Biologisch, gecertificeerd;Limburg (PV);2017;1.0;863.0;
8019;Spinazie;Biologisch, gecertificeerd;Limburg (PV);2018;1.0;989.0;
8020;Spinazie;Biologisch, gecertificeerd;Limburg (PV);2019;2.0;1743.0;
8021;Spinazie;Biologisch, gecertificeerd;Limburg (PV);2020;3.0;2282.0;
8022;Spinazie;Biologisch, gecertificeerd;Limburg (PV);2021;2.0;1725.0;
8023;Spinazie;Biologisch, gecertificeerd;Limburg (PV);2022;4.0;2546.0;
8024;Spinazie;Biologisch, in omschakeling;Nederland;2015;;;
8025;Spinazie;Biologisch, in omschakeling;Nederland;2016;1.0;4.0;
8026;Spinazie;Biologisch, in omschakeling;Nederland;2017;2.0;1168.0;
8027;Spinazie;Biologisch, in omschakeling;Nederland;2018;2.0;1591.0;
8028;Spinazie;Biologisch, in omschakeling;Nederland;2019;1.0;1080.0;
8029;Spinazie;Biologisch, in omschakeling;Nederland;2020;2.0;924.0;
8030;Spinazie;Biologisch, in omschakeling;Nederland;2021;1.0;602.0;
8031;Spinazie;Biologisch, in omschakeling;Nederland;2022;2.0;579.0;
8032;Spinazie;Biologisch, in omschakeling;Noord-Nederland (LD);2015;;;
8033;Spinazie;Biologisch, in omschakeling;Noord-Nederland (LD);2016;;;
8034;Spinazie;Biologisch, in omschakeling;Noord-Nederland (LD);2017;;;
8035;Spinazie;Biologisch, in omschakeling;Noord-Nederland (LD);2018;;;
8036;Spinazie;Biologisch, in omschakeling;Noord-Nederland (LD);2019;;;
8037;Spinazie;Biologisch, in omschakeling;Noord-Nederland (LD);2020;;;
8038;Spinazie;Biologisch, in omschakeling;Noord-Nederland (LD);2021;;;
8039;Spinazie;Biologisch, in omschakeling;Noord-Nederland (LD);2022;;;
8040;Spinazie;Biologisch, in omschakeling;Oost-Nederland (LD);2015;;;
8041;Spinazie;Biologisch, in omschakeling;Oost-Nederland (LD);2016;;;
8042;Spinazie;Biologisch, in omschakeling;Oost-Nederland (LD);2017;2.0;1168.0;
8043;Spinazie;Biologisch, in omschakeling;Oost-Nederland (LD);2018;1.0;958.0;
8044;Spinazie;Biologisch, in omschakeling;Oost-Nederland (LD);2019;1.0;1080.0;
8045;Spinazie;Biologisch, in omschakeling;Oost-Nederland (LD);2020;2.0;924.0;
8046;Spinazie;Biologisch, in omschakeling;Oost-Nederland (LD);2021;1.0;602.0;
8047;Spinazie;Biologisch, in omschakeling;Oost-Nederland (LD);2022;2.0;579.0;
8048;Spinazie;Biologisch, in omschakeling;West-Nederland (LD);2015;;;
8049;Spinazie;Biologisch, in omschakeling;West-Nederland (LD);2016;;;
8050;Spinazie;Biologisch, in omschakeling;West-Nederland (LD);2017;;;
8051;Spinazie;Biologisch, in omschakeling;West-Nederland (LD);2018;;;
8052;Spinazie;Biologisch, in omschakeling;West-Nederland (LD);2019;;;
8053;Spinazie;Biologisch, in omschakeling;West-Nederland (LD);2020;;;
8054;Spinazie;Biologisch, in omschakeling;West-Nederland (LD);2021;;;
8055;Spinazie;Biologisch, in omschakeling;West-Nederland (LD);2022;;;
8056;Spinazie;Biologisch, in omschakeling;Zuid-Nederland (LD);2015;;;
8057;Spinazie;Biologisch, in omschakeling;Zuid-Nederland (LD);2016;1.0;4.0;
8058;Spinazie;Biologisch, in omschakeling;Zuid-Nederland (LD);2017;;;
8059;Spinazie;Biologisch, in omschakeling;Zuid-Nederland (LD);2018;1.0;633.0;
8060;Spinazie;Biologisch, in omschakeling;Zuid-Nederland (LD);2019;;;
8061;Spinazie;Biologisch, in omschakeling;Zuid-Nederland (LD);2020;;;
8062;Spinazie;Biologisch, in omschakeling;Zuid-Nederland (LD);2021;;;
8063;Spinazie;Biologisch, in omschakeling;Zuid-Nederland (LD);2022;;;
8064;Spinazie;Biologisch, in omschakeling;Groningen (PV);2015;;;
8065;Spinazie;Biologisch, in omschakeling;Groningen (PV);2016;;;
8066;Spinazie;Biologisch, in omschakeling;Groningen (PV);2017;;;
8067;Spinazie;Biologisch, in omschakeling;Groningen (PV);2018;;;
8068;Spinazie;Biologisch, in omschakeling;Groningen (PV);2019;;;
8069;Spinazie;Biologisch, in omschakeling;Groningen (PV);2020;;;
8070;Spinazie;Biologisch, in omschakeling;Groningen (PV);2021;;;
8071;Spinazie;Biologisch, in omschakeling;Groningen (PV);2022;;;
8072;Spinazie;Biologisch, in omschakeling;Fryslân (PV);2015;;;
8073;Spinazie;Biologisch, in omschakeling;Fryslân (PV);2016;;;
8074;Spinazie;Biologisch, in omschakeling;Fryslân (PV);2017;;;
8075;Spinazie;Biologisch, in omschakeling;Fryslân (PV);2018;;;
8076;Spinazie;Biologisch, in omschakeling;Fryslân (PV);2019;;;
8077;Spinazie;Biologisch, in omschakeling;Fryslân (PV);2020;;;
8078;Spinazie;Biologisch, in omschakeling;Fryslân (PV);2021;;;
8079;Spinazie;Biologisch, in omschakeling;Fryslân (PV);2022;;;
8080;Spinazie;Biologisch, in omschakeling;Drenthe (PV);2015;;;
8081;Spinazie;Biologisch, in omschakeling;Drenthe (PV);2016;;;
8082;Spinazie;Biologisch, in omschakeling;Drenthe (PV);2017;;;
8083;Spinazie;Biologisch, in omschakeling;Drenthe (PV);2018;;;
8084;Spinazie;Biologisch, in omschakeling;Drenthe (PV);2019;;;
8085;Spinazie;Biologisch, in omschakeling;Drenthe (PV);2020;;;
8086;Spinazie;Biologisch, in omschakeling;Drenthe (PV);2021;;;
8087;Spinazie;Biologisch, in omschakeling;Drenthe (PV);2022;;;
8088;Spinazie;Biologisch, in omschakeling;Overijssel (PV);2015;;;
8089;Spinazie;Biologisch, in omschakeling;Overijssel (PV);2016;;;
8090;Spinazie;Biologisch, in omschakeling;Overijssel (PV);2017;;;
8091;Spinazie;Biologisch, in omschakeling;Overijssel (PV);2018;;;
8092;Spinazie;Biologisch, in omschakeling;Overijssel (PV);2019;;;
8093;Spinazie;Biologisch, in omschakeling;Overijssel (PV);2020;;;
8094;Spinazie;Biologisch, in omschakeling;Overijssel (PV);2021;;;
8095;Spinazie;Biologisch, in omschakeling;Overijssel (PV);2022;;;
8096;Spinazie;Biologisch, in omschakeling;Flevoland (PV);2015;;;
8097;Spinazie;Biologisch, in omschakeling;Flevoland (PV);2016;;;
8098;Spinazie;Biologisch, in omschakeling;Flevoland (PV);2017;2.0;1168.0;
8099;Spinazie;Biologisch, in omschakeling;Flevoland (PV);2018;1.0;958.0;
8100;Spinazie;Biologisch, in omschakeling;Flevoland (PV);2019;1.0;1080.0;
8101;Spinazie;Biologisch, in omschakeling;Flevoland (PV);2020;2.0;924.0;
8102;Spinazie;Biologisch, in omschakeling;Flevoland (PV);2021;1.0;602.0;
8103;Spinazie;Biologisch, in omschakeling;Flevoland (PV);2022;1.0;578.0;
8104;Spinazie;Biologisch, in omschakeling;Gelderland (PV);2015;;;
8105;Spinazie;Biologisch, in omschakeling;Gelderland (PV);2016;;;
8106;Spinazie;Biologisch, in omschakeling;Gelderland (PV);2017;;;
8107;Spinazie;Biologisch, in omschakeling;Gelderland (PV);2018;;;
8108;Spinazie;Biologisch, in omschakeling;Gelderland (PV);2019;;;
8109;Spinazie;Biologisch, in omschakeling;Gelderland (PV);2020;;;
8110;Spinazie;Biologisch, in omschakeling;Gelderland (PV);2021;;;
8111;Spinazie;Biologisch, in omschakeling;Gelderland (PV);2022;1.0;1.0;
8112;Spinazie;Biologisch, in omschakeling;Utrecht (PV);2015;;;
8113;Spinazie;Biologisch, in omschakeling;Utrecht (PV);2016;;;
8114;Spinazie;Biologisch, in omschakeling;Utrecht (PV);2017;;;
8115;Spinazie;Biologisch, in omschakeling;Utrecht (PV);2018;;;
8116;Spinazie;Biologisch, in omschakeling;Utrecht (PV);2019;;;
8117;Spinazie;Biologisch, in omschakeling;Utrecht (PV);2020;;;
8118;Spinazie;Biologisch, in omschakeling;Utrecht (PV);2021;;;
8119;Spinazie;Biologisch, in omschakeling;Utrecht (PV);2022;;;
8120;Spinazie;Biologisch, in omschakeling;Noord-Holland (PV);2015;;;
8121;Spinazie;Biologisch, in omschakeling;Noord-Holland (PV);2016;;;
8122;Spinazie;Biologisch, in omschakeling;Noord-Holland (PV);2017;;;
8123;Spinazie;Biologisch, in omschakeling;Noord-Holland (PV);2018;;;
8124;Spinazie;Biologisch, in omschakeling;Noord-Holland (PV);2019;;;
8125;Spinazie;Biologisch, in omschakeling;Noord-Holland (PV);2020;;;
8126;Spinazie;Biologisch, in omschakeling;Noord-Holland (PV);2021;;;
8127;Spinazie;Biologisch, in omschakeling;Noord-Holland (PV);2022;;;
8128;Spinazie;Biologisch, in omschakeling;Zuid-Holland (PV);2015;;;
8129;Spinazie;Biologisch, in omschakeling;Zuid-Holland (PV);2016;;;
8130;Spinazie;Biologisch, in omschakeling;Zuid-Holland (PV);2017;;;
