ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaalOprichtingen_1;k_0Tot10WerkzamePersonen_2;k_10OfMeerWerkzamePersonen_3;NatuurlijkePersonen_4;Rechtspersonen_5;EenjarigeBedrijven_6;MeerjarigeBedrijven_7;TotaalOpheffingen_8;k_0Tot10WerkzamePersonen_9;k_10OfMeerWerkzamePersonen_10;NatuurlijkePersonen_11;Rechtspersonen_12;EenjarigeBedrijven_13;MeerjarigeBedrijven_14;FusiesEnOvernames_15
784;Vervaardiging van investeringsgoederen;2007;1150.0;1110.0;45.0;715.0;435.0;160.0;990.0;805.0;720.0;85.0;445.0;365.0;155.0;650.0;75.0
785;Vervaardiging van investeringsgoederen;2008;1380.0;1315.0;70.0;875.0;510.0;200.0;1180.0;770.0;710.0;60.0;445.0;325.0;210.0;560.0;75.0
786;Vervaardiging van investeringsgoederen;2009;990.0;950.0;40.0;605.0;385.0;135.0;850.0;945.0;840.0;105.0;445.0;495.0;215.0;725.0;75.0
787;Vervaardiging van investeringsgoederen;2010;920.0;895.0;20.0;600.0;320.0;130.0;790.0;670.0;615.0;55.0;375.0;295.0;130.0;540.0;105.0
788;Vervaardiging van investeringsgoederen;2011;1395.0;1365.0;30.0;975.0;420.0;155.0;1240.0;735.0;670.0;65.0;425.0;310.0;155.0;580.0;150.0
789;Vervaardiging van investeringsgoederen;2012;1145.0;1115.0;30.0;790.0;355.0;25.0;1120.0;820.0;765.0;55.0;475.0;345.0;165.0;655.0;170.0
790;Vervaardiging van investeringsgoederen;2013;1220.0;1200.0;20.0;815.0;410.0;;;930.0;865.0;65.0;490.0;440.0;265.0;665.0;165.0
791;251 Metalen bouwproductenindustrie;2007;180.0;165.0;15.0;110.0;75.0;20.0;160.0;115.0;95.0;20.0;60.0;55.0;10.0;100.0;20.0
792;251 Metalen bouwproductenindustrie;2008;240.0;220.0;20.0;155.0;85.0;35.0;205.0;110.0;95.0;15.0;55.0;55.0;35.0;75.0;20.0
793;251 Metalen bouwproductenindustrie;2009;145.0;140.0;5.0;100.0;50.0;20.0;130.0;170.0;150.0;20.0;80.0;95.0;35.0;140.0;15.0
794;251 Metalen bouwproductenindustrie;2010;90.0;85.0;5.0;55.0;35.0;15.0;70.0;115.0;105.0;10.0;65.0;55.0;20.0;100.0;20.0
795;251 Metalen bouwproductenindustrie;2011;145.0;135.0;10.0;90.0;55.0;15.0;130.0;120.0;105.0;15.0;60.0;60.0;25.0;95.0;25.0
796;251 Metalen bouwproductenindustrie;2012;110.0;105.0;5.0;70.0;40.0;5.0;105.0;130.0;120.0;15.0;75.0;60.0;25.0;110.0;25.0
797;251 Metalen bouwproductenindustrie;2013;115.0;110.0;5.0;60.0;60.0;;;135.0;110.0;25.0;55.0;80.0;25.0;110.0;35.0
798;252 Tankbouw en cv-industrie;2007;10.0;10.0;0.0;0.0;10.0;5.0;5.0;15.0;15.0;0.0;5.0;10.0;5.0;10.0;0.0
799;252 Tankbouw en cv-industrie;2008;5.0;5.0;0.0;0.0;5.0;0.0;5.0;5.0;5.0;0.0;0.0;0.0;0.0;5.0;0.0
800;252 Tankbouw en cv-industrie;2009;5.0;5.0;0.0;0.0;5.0;0.0;5.0;10.0;5.0;0.0;5.0;5.0;5.0;5.0;0.0
801;252 Tankbouw en cv-industrie;2010;5.0;5.0;0.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0
802;252 Tankbouw en cv-industrie;2011;5.0;5.0;0.0;5.0;0.0;0.0;5.0;5.0;0.0;5.0;0.0;5.0;0.0;5.0;5.0
803;252 Tankbouw en cv-industrie;2012;5.0;5.0;0.0;0.0;5.0;0.0;5.0;5.0;5.0;0.0;5.0;0.0;5.0;0.0;5.0
804;252 Tankbouw en cv-industrie;2013;5.0;5.0;0.0;0.0;5.0;;;5.0;5.0;0.0;0.0;5.0;0.0;5.0;0.0
805;253 Stoomketelindustrie;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
806;253 Stoomketelindustrie;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
807;253 Stoomketelindustrie;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
808;253 Stoomketelindustrie;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
809;253 Stoomketelindustrie;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
810;253 Stoomketelindustrie;2012;5.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
811;253 Stoomketelindustrie;2013;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
812;254 Wapen- en munitie-industrie;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
813;254 Wapen- en munitie-industrie;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
814;254 Wapen- en munitie-industrie;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
815;254 Wapen- en munitie-industrie;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
816;254 Wapen- en munitie-industrie;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
817;254 Wapen- en munitie-industrie;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
818;254 Wapen- en munitie-industrie;2013;;;;;;;;;;;;;;;
819;255 Smederijen, profielwalserijen e.d.;2007;45.0;45.0;0.0;20.0;25.0;5.0;40.0;20.0;20.0;0.0;10.0;10.0;5.0;15.0;5.0
820;255 Smederijen, profielwalserijen e.d.;2008;60.0;60.0;5.0;40.0;20.0;10.0;50.0;30.0;25.0;5.0;15.0;10.0;5.0;20.0;0.0
821;255 Smederijen, profielwalserijen e.d.;2009;40.0;35.0;5.0;20.0;20.0;5.0;35.0;30.0;25.0;5.0;15.0;10.0;5.0;20.0;0.0
822;255 Smederijen, profielwalserijen e.d.;2010;20.0;20.0;0.0;10.0;10.0;5.0;15.0;25.0;25.0;0.0;15.0;15.0;5.0;25.0;5.0
823;255 Smederijen, profielwalserijen e.d.;2011;10.0;10.0;0.0;10.0;0.0;0.0;10.0;20.0;15.0;5.0;10.0;10.0;5.0;15.0;5.0
824;255 Smederijen, profielwalserijen e.d.;2012;5.0;5.0;0.0;5.0;0.0;0.0;5.0;25.0;25.0;0.0;15.0;10.0;5.0;20.0;5.0
825;255 Smederijen, profielwalserijen e.d.;2013;5.0;5.0;0.0;5.0;5.0;;;20.0;15.0;0.0;15.0;5.0;5.0;15.0;5.0
826;256 Overige metaalbewerkingsindustrie;2007;690.0;680.0;10.0;595.0;95.0;50.0;640.0;280.0;265.0;10.0;215.0;65.0;80.0;200.0;15.0
827;256 Overige metaalbewerkingsindustrie;2008;775.0;760.0;15.0;695.0;80.0;110.0;665.0;245.0;230.0;15.0;200.0;45.0;65.0;180.0;15.0
828;256 Overige metaalbewerkingsindustrie;2009;460.0;450.0;5.0;390.0;70.0;65.0;390.0;310.0;295.0;15.0;240.0;70.0;95.0;215.0;10.0
829;256 Overige metaalbewerkingsindustrie;2010;320.0;315.0;5.0;270.0;45.0;25.0;290.0;295.0;285.0;10.0;245.0;55.0;50.0;245.0;20.0
830;256 Overige metaalbewerkingsindustrie;2011;565.0;560.0;5.0;505.0;60.0;45.0;520.0;265.0;255.0;10.0;215.0;45.0;30.0;230.0;30.0
831;256 Overige metaalbewerkingsindustrie;2012;440.0;435.0;5.0;375.0;65.0;5.0;435.0;330.0;320.0;15.0;270.0;60.0;55.0;275.0;30.0
832;256 Overige metaalbewerkingsindustrie;2013;510.0;505.0;5.0;435.0;75.0;;;350.0;345.0;10.0;275.0;75.0;90.0;260.0;30.0
833;257 Bestek-, gereedschapindustrie e.d.;2007;30.0;25.0;5.0;15.0;10.0;5.0;25.0;20.0;20.0;5.0;10.0;10.0;5.0;20.0;5.0
834;257 Bestek-, gereedschapindustrie e.d.;2008;25.0;25.0;0.0;15.0;10.0;5.0;20.0;20.0;20.0;0.0;15.0;5.0;5.0;15.0;5.0
835;257 Bestek-, gereedschapindustrie e.d.;2009;20.0;20.0;0.0;15.0;5.0;5.0;20.0;25.0;20.0;5.0;10.0;15.0;5.0;20.0;0.0
836;257 Bestek-, gereedschapindustrie e.d.;2010;15.0;10.0;0.0;10.0;5.0;0.0;10.0;15.0;15.0;5.0;5.0;10.0;0.0;15.0;0.0
837;257 Bestek-, gereedschapindustrie e.d.;2011;20.0;15.0;0.0;15.0;5.0;0.0;20.0;20.0;20.0;0.0;10.0;10.0;0.0;20.0;5.0
838;257 Bestek-, gereedschapindustrie e.d.;2012;10.0;10.0;0.0;5.0;5.0;0.0;10.0;10.0;10.0;0.0;5.0;5.0;0.0;10.0;5.0
839;257 Bestek-, gereedschapindustrie e.d.;2013;25.0;25.0;0.0;20.0;5.0;;;30.0;25.0;5.0;10.0;15.0;10.0;20.0;10.0
840;259 Overige metaalproductenindustrie;2007;110.0;110.0;5.0;80.0;30.0;15.0;95.0;55.0;50.0;0.0;30.0;20.0;10.0;40.0;10.0
841;259 Overige metaalproductenindustrie;2008;105.0;105.0;0.0;85.0;20.0;15.0;90.0;50.0;50.0;5.0;30.0;20.0;15.0;35.0;10.0
842;259 Overige metaalproductenindustrie;2009;85.0;80.0;5.0;60.0;25.0;15.0;70.0;75.0;65.0;10.0;45.0;30.0;20.0;50.0;5.0
843;259 Overige metaalproductenindustrie;2010;55.0;55.0;0.0;40.0;15.0;5.0;50.0;45.0;45.0;0.0;30.0;15.0;5.0;40.0;5.0
844;259 Overige metaalproductenindustrie;2011;60.0;60.0;0.0;50.0;15.0;5.0;55.0;65.0;60.0;5.0;40.0;25.0;5.0;60.0;10.0
845;259 Overige metaalproductenindustrie;2012;35.0;35.0;0.0;30.0;10.0;0.0;35.0;60.0;55.0;5.0;40.0;20.0;10.0;50.0;10.0
846;259 Overige metaalproductenindustrie;2013;45.0;40.0;0.0;25.0;15.0;;;50.0;45.0;5.0;30.0;20.0;10.0;40.0;0.0
847;26 Elektrotechnische industrie;2007;135.0;125.0;5.0;75.0;60.0;25.0;105.0;105.0;100.0;5.0;55.0;50.0;25.0;80.0;10.0
848;26 Elektrotechnische industrie;2008;170.0;160.0;10.0;80.0;95.0;30.0;140.0;130.0;125.0;5.0;80.0;50.0;30.0;100.0;10.0
849;26 Elektrotechnische industrie;2009;130.0;120.0;10.0;55.0;75.0;25.0;105.0;140.0;125.0;10.0;65.0;75.0;35.0;100.0;5.0
850;26 Elektrotechnische industrie;2010;120.0;115.0;5.0;60.0;60.0;20.0;95.0;90.0;85.0;5.0;35.0;55.0;20.0;70.0;10.0
851;26 Elektrotechnische industrie;2011;110.0;105.0;5.0;55.0;55.0;25.0;85.0;85.0;80.0;5.0;40.0;45.0;25.0;60.0;10.0
852;26 Elektrotechnische industrie;2012;105.0;100.0;5.0;40.0;65.0;5.0;100.0;115.0;105.0;10.0;50.0;60.0;20.0;90.0;25.0
853;26 Elektrotechnische industrie;2013;110.0;110.0;0.0;60.0;50.0;;;115.0;110.0;5.0;55.0;65.0;35.0;80.0;15.0
854;26-27 Elektrische en elektron. Industrie;2007;305.0;290.0;15.0;180.0;125.0;60.0;240.0;185.0;175.0;10.0;100.0;85.0;60.0;125.0;15.0
855;26-27 Elektrische en elektron. Industrie;2008;335.0;315.0;15.0;195.0;140.0;50.0;285.0;215.0;205.0;10.0;130.0;85.0;50.0;165.0;15.0
856;26-27 Elektrische en elektron. Industrie;2009;245.0;235.0;10.0;125.0;120.0;40.0;205.0;220.0;200.0;20.0;105.0;115.0;55.0;165.0;10.0
857;26-27 Elektrische en elektron. Industrie;2010;180.0;175.0;5.0;95.0;85.0;35.0;145.0;165.0;150.0;15.0;75.0;90.0;35.0;130.0;25.0
858;26-27 Elektrische en elektron. Industrie;2011;185.0;180.0;5.0;90.0;90.0;35.0;145.0;155.0;140.0;15.0;80.0;75.0;45.0;110.0;20.0
859;26-27 Elektrische en elektron. Industrie;2012;165.0;155.0;10.0;70.0;90.0;5.0;155.0;190.0;180.0;10.0;90.0;100.0;35.0;155.0;35.0
860;26-27 Elektrische en elektron. Industrie;2013;185.0;180.0;5.0;95.0;90.0;;;200.0;180.0;15.0;90.0;105.0;55.0;140.0;25.0
861;26-28 Elektrotechn. en machine-industrie;2007;610.0;585.0;25.0;350.0;255.0;100.0;510.0;405.0;350.0;50.0;190.0;210.0;110.0;295.0;35.0
862;26-28 Elektrotechn. en machine-industrie;2008;680.0;645.0;35.0;405.0;275.0;100.0;580.0;395.0;360.0;35.0;210.0;180.0;90.0;300.0;45.0
863;26-28 Elektrotechn. en machine-industrie;2009;445.0;420.0;25.0;215.0;230.0;75.0;370.0;435.0;370.0;65.0;170.0;265.0;110.0;325.0;30.0
864;26-28 Elektrotechn. en machine-industrie;2010;305.0;290.0;10.0;140.0;165.0;60.0;245.0;320.0;285.0;35.0;140.0;185.0;70.0;255.0;55.0
865;26-28 Elektrotechn. en machine-industrie;2011;335.0;325.0;10.0;160.0;175.0;60.0;270.0;300.0;260.0;40.0;130.0;165.0;70.0;225.0;70.0
866;26-28 Elektrotechn. en machine-industrie;2012;320.0;300.0;20.0;125.0;190.0;10.0;305.0;345.0;315.0;30.0;150.0;195.0;70.0;280.0;100.0
867;26-28 Elektrotechn. en machine-industrie;2013;335.0;325.0;10.0;160.0;175.0;;;375.0;340.0;30.0;150.0;225.0;105.0;270.0;80.0
868;261 Elektrocomponentenindustrie e.d.;2007;20.0;15.0;5.0;5.0;15.0;5.0;15.0;15.0;15.0;0.0;5.0;10.0;0.0;15.0;5.0
869;261 Elektrocomponentenindustrie e.d.;2008;35.0;35.0;5.0;15.0;25.0;5.0;30.0;15.0;15.0;0.0;0.0;15.0;5.0;10.0;0.0
870;261 Elektrocomponentenindustrie e.d.;2009;25.0;25.0;5.0;5.0;20.0;5.0;20.0;25.0;20.0;5.0;10.0;20.0;5.0;25.0;0.0
871;261 Elektrocomponentenindustrie e.d.;2010;25.0;20.0;5.0;10.0;15.0;0.0;25.0;15.0;15.0;5.0;0.0;15.0;5.0;10.0;0.0
872;261 Elektrocomponentenindustrie e.d.;2011;15.0;15.0;0.0;10.0;10.0;5.0;15.0;10.0;10.0;0.0;5.0;5.0;5.0;10.0;0.0
873;261 Elektrocomponentenindustrie e.d.;2012;30.0;25.0;5.0;10.0;20.0;0.0;30.0;25.0;20.0;5.0;10.0;15.0;5.0;20.0;10.0
874;261 Elektrocomponentenindustrie e.d.;2013;30.0;30.0;0.0;15.0;15.0;;;25.0;25.0;0.0;10.0;15.0;10.0;15.0;5.0
875;262 Computerindustrie;2007;25.0;25.0;0.0;15.0;15.0;5.0;20.0;20.0;20.0;0.0;5.0;10.0;5.0;15.0;0.0
876;262 Computerindustrie;2008;15.0;15.0;0.0;10.0;5.0;5.0;10.0;25.0;25.0;0.0;20.0;5.0;5.0;20.0;0.0
877;262 Computerindustrie;2009;15.0;15.0;0.0;10.0;5.0;0.0;15.0;30.0;30.0;0.0;15.0;15.0;5.0;25.0;0.0
878;262 Computerindustrie;2010;20.0;20.0;0.0;10.0;10.0;5.0;15.0;15.0;15.0;0.0;10.0;5.0;0.0;15.0;0.0
879;262 Computerindustrie;2011;15.0;15.0;0.0;10.0;5.0;0.0;10.0;10.0;10.0;0.0;5.0;5.0;5.0;5.0;0.0
880;262 Computerindustrie;2012;15.0;15.0;0.0;5.0;10.0;0.0;15.0;15.0;15.0;0.0;10.0;5.0;5.0;15.0;5.0
881;262 Computerindustrie;2013;20.0;20.0;0.0;15.0;5.0;;;20.0;20.0;0.0;10.0;10.0;5.0;15.0;0.0
882;263 Communicatieapparatenindustrie;2007;15.0;10.0;0.0;5.0;5.0;5.0;5.0;15.0;15.0;0.0;5.0;5.0;0.0;10.0;0.0
883;263 Communicatieapparatenindustrie;2008;15.0;10.0;0.0;5.0;10.0;5.0;10.0;20.0;20.0;0.0;10.0;5.0;5.0;10.0;5.0
884;263 Communicatieapparatenindustrie;2009;10.0;10.0;0.0;5.0;10.0;5.0;10.0;15.0;10.0;0.0;5.0;10.0;5.0;10.0;0.0
885;263 Communicatieapparatenindustrie;2010;5.0;5.0;0.0;5.0;5.0;0.0;5.0;5.0;5.0;0.0;0.0;5.0;0.0;5.0;0.0
886;263 Communicatieapparatenindustrie;2011;10.0;10.0;0.0;5.0;5.0;0.0;10.0;10.0;10.0;0.0;5.0;5.0;5.0;5.0;5.0
887;263 Communicatieapparatenindustrie;2012;5.0;5.0;0.0;5.0;5.0;0.0;5.0;5.0;5.0;0.0;5.0;5.0;0.0;5.0;0.0
888;263 Communicatieapparatenindustrie;2013;15.0;15.0;0.0;5.0;5.0;;;5.0;5.0;0.0;0.0;5.0;0.0;5.0;0.0
889;264 Consumentenelektronicaindustrie;2007;10.0;10.0;0.0;10.0;5.0;5.0;10.0;10.0;10.0;0.0;5.0;5.0;0.0;10.0;0.0
890;264 Consumentenelektronicaindustrie;2008;20.0;15.0;0.0;15.0;5.0;0.0;15.0;20.0;20.0;0.0;15.0;5.0;5.0;15.0;0.0
891;264 Consumentenelektronicaindustrie;2009;15.0;15.0;0.0;5.0;5.0;5.0;10.0;15.0;15.0;0.0;10.0;5.0;5.0;10.0;0.0
892;264 Consumentenelektronicaindustrie;2010;20.0;20.0;0.0;15.0;5.0;5.0;15.0;10.0;10.0;0.0;5.0;5.0;5.0;5.0;0.0
893;264 Consumentenelektronicaindustrie;2011;20.0;20.0;0.0;10.0;5.0;5.0;15.0;10.0;10.0;0.0;5.0;5.0;0.0;10.0;0.0
894;264 Consumentenelektronicaindustrie;2012;15.0;15.0;0.0;10.0;5.0;0.0;15.0;15.0;15.0;0.0;10.0;5.0;5.0;10.0;0.0
895;264 Consumentenelektronicaindustrie;2013;20.0;20.0;0.0;10.0;5.0;;;20.0;20.0;0.0;15.0;10.0;10.0;10.0;0.0
896;Verv. van duurzame consumentenartikelen;2007;865.0;855.0;5.0;765.0;95.0;100.0;760.0;420.0;405.0;15.0;345.0;70.0;110.0;310.0;15.0
897;Verv. van duurzame consumentenartikelen;2008;955.0;945.0;10.0;860.0;95.0;135.0;820.0;520.0;510.0;10.0;430.0;90.0;125.0;390.0;15.0
898;Verv. van duurzame consumentenartikelen;2009;745.0;735.0;10.0;660.0;85.0;100.0;645.0;530.0;500.0;30.0;420.0;110.0;120.0;405.0;20.0
899;Verv. van duurzame consumentenartikelen;2010;565.0;560.0;5.0;510.0;55.0;45.0;525.0;450.0;435.0;15.0;355.0;95.0;90.0;360.0;30.0
900;Verv. van duurzame consumentenartikelen;2011;905.0;900.0;5.0;805.0;100.0;75.0;830.0;460.0;445.0;15.0;385.0;75.0;55.0;405.0;25.0
901;Verv. van duurzame consumentenartikelen;2012;780.0;775.0;5.0;700.0;80.0;25.0;755.0;615.0;610.0;10.0;530.0;90.0;100.0;515.0;40.0
902;Verv. van duurzame consumentenartikelen;2013;915.0;910.0;5.0;825.0;85.0;;;720.0;695.0;25.0;590.0;130.0;195.0;525.0;30.0
903;265 Meetapparaten- en uurwerkindustrie;2007;25.0;25.0;0.0;15.0;10.0;5.0;20.0;25.0;25.0;0.0;15.0;10.0;10.0;15.0;5.0
904;265 Meetapparaten- en uurwerkindustrie;2008;45.0;40.0;5.0;15.0;30.0;10.0;35.0;40.0;35.0;5.0;20.0;15.0;5.0;35.0;5.0
905;265 Meetapparaten- en uurwerkindustrie;2009;25.0;25.0;0.0;10.0;15.0;5.0;20.0;30.0;30.0;0.0;15.0;15.0;10.0;20.0;0.0
906;265 Meetapparaten- en uurwerkindustrie;2010;25.0;25.0;0.0;10.0;15.0;5.0;20.0;25.0;25.0;0.0;10.0;15.0;5.0;20.0;0.0
907;265 Meetapparaten- en uurwerkindustrie;2011;30.0;25.0;0.0;15.0;15.0;5.0;25.0;25.0;20.0;5.0;10.0;15.0;5.0;20.0;5.0
908;265 Meetapparaten- en uurwerkindustrie;2012;25.0;25.0;0.0;10.0;20.0;0.0;25.0;25.0;25.0;0.0;10.0;15.0;0.0;25.0;10.0
909;265 Meetapparaten- en uurwerkindustrie;2013;15.0;15.0;0.0;5.0;10.0;;;20.0;20.0;0.0;5.0;15.0;5.0;10.0;5.0
910;266 Elektromedische apparatenindustrie;2007;10.0;10.0;0.0;5.0;5.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
911;266 Elektromedische apparatenindustrie;2008;25.0;20.0;0.0;10.0;15.0;0.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
912;266 Elektromedische apparatenindustrie;2009;15.0;15.0;0.0;5.0;10.0;0.0;15.0;10.0;10.0;0.0;5.0;5.0;5.0;10.0;0.0
913;266 Elektromedische apparatenindustrie;2010;15.0;15.0;0.0;5.0;10.0;5.0;5.0;5.0;5.0;0.0;5.0;0.0;0.0;5.0;0.0
914;266 Elektromedische apparatenindustrie;2011;10.0;10.0;0.0;5.0;5.0;5.0;5.0;10.0;10.0;0.0;5.0;5.0;5.0;5.0;0.0
915;266 Elektromedische apparatenindustrie;2012;5.0;5.0;0.0;0.0;5.0;0.0;5.0;10.0;10.0;0.0;5.0;5.0;5.0;5.0;0.0
916;266 Elektromedische apparatenindustrie;2013;5.0;5.0;0.0;0.0;5.0;;;10.0;10.0;0.0;0.0;5.0;0.0;5.0;0.0
917;267 Optische instrumentenindustrie;2007;25.0;25.0;0.0;20.0;5.0;0.0;25.0;20.0;15.0;0.0;10.0;5.0;5.0;10.0;0.0
918;267 Optische instrumentenindustrie;2008;15.0;15.0;0.0;10.0;5.0;0.0;15.0;10.0;10.0;0.0;10.0;0.0;0.0;10.0;0.0
919;267 Optische instrumentenindustrie;2009;15.0;15.0;0.0;10.0;5.0;5.0;10.0;5.0;5.0;0.0;5.0;0.0;5.0;5.0;0.0
920;267 Optische instrumentenindustrie;2010;5.0;5.0;0.0;0.0;5.0;0.0;5.0;15.0;15.0;0.0;5.0;5.0;5.0;10.0;0.0
921;267 Optische instrumentenindustrie;2011;10.0;10.0;0.0;5.0;5.0;0.0;10.0;5.0;5.0;0.0;5.0;0.0;0.0;5.0;0.0
922;267 Optische instrumentenindustrie;2012;5.0;5.0;0.0;0.0;0.0;0.0;0.0;10.0;10.0;0.0;5.0;10.0;0.0;10.0;0.0
923;267 Optische instrumentenindustrie;2013;5.0;5.0;0.0;0.0;0.0;;;10.0;10.0;0.0;10.0;5.0;0.0;10.0;0.0
924;268 Industrie van informatiedragers;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
925;268 Industrie van informatiedragers;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
926;268 Industrie van informatiedragers;2009;5.0;5.0;0.0;5.0;0.0;0.0;5.0;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
927;268 Industrie van informatiedragers;2010;10.0;10.0;0.0;10.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
928;268 Industrie van informatiedragers;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
929;268 Industrie van informatiedragers;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;5.0;0.0;5.0;0.0
930;268 Industrie van informatiedragers;2013;5.0;5.0;0.0;5.0;5.0;;;5.0;5.0;0.0;0.0;0.0;0.0;5.0;0.0
931;27 Elektrische apparatenindustrie;2007;170.0;165.0;5.0;105.0;65.0;35.0;135.0;85.0;75.0;5.0;50.0;35.0;35.0;45.0;5.0
932;27 Elektrische apparatenindustrie;2008;165.0;155.0;5.0;120.0;45.0;20.0;140.0;85.0;80.0;5.0;50.0;35.0;20.0;65.0;10.0
933;27 Elektrische apparatenindustrie;2009;115.0;115.0;5.0;70.0;50.0;15.0;100.0;85.0;75.0;10.0;40.0;45.0;20.0;65.0;5.0
934;27 Elektrische apparatenindustrie;2010;65.0;60.0;0.0;35.0;30.0;15.0;50.0;75.0;65.0;10.0;40.0;35.0;15.0;60.0;15.0
935;27 Elektrische apparatenindustrie;2011;75.0;70.0;0.0;35.0;35.0;15.0;60.0;70.0;60.0;5.0;40.0;30.0;20.0;50.0;10.0
936;27 Elektrische apparatenindustrie;2012;55.0;55.0;0.0;30.0;30.0;0.0;55.0;75.0;75.0;5.0;40.0;35.0;10.0;65.0;10.0
937;27 Elektrische apparatenindustrie;2013;75.0;70.0;5.0;35.0;40.0;;;80.0;70.0;10.0;40.0;45.0;20.0;60.0;10.0
938;271 Elektromotor- en -panelenindustrie;2007;80.0;75.0;5.0;55.0;25.0;15.0;65.0;45.0;45.0;5.0;25.0;20.0;20.0;25.0;0.0
939;271 Elektromotor- en -panelenindustrie;2008;70.0;65.0;5.0;50.0;20.0;10.0;65.0;35.0;35.0;0.0;25.0;10.0;10.0;25.0;5.0
940;271 Elektromotor- en -panelenindustrie;2009;20.0;20.0;0.0;15.0;10.0;5.0;15.0;30.0;25.0;5.0;15.0;15.0;10.0;25.0;0.0
941;271 Elektromotor- en -panelenindustrie;2010;15.0;15.0;0.0;10.0;5.0;0.0;10.0;25.0;25.0;0.0;15.0;15.0;5.0;20.0;5.0
942;271 Elektromotor- en -panelenindustrie;2011;20.0;20.0;0.0;15.0;5.0;5.0;15.0;25.0;20.0;0.0;10.0;10.0;5.0;20.0;0.0
943;271 Elektromotor- en -panelenindustrie;2012;15.0;15.0;0.0;5.0;5.0;0.0;10.0;15.0;15.0;0.0;5.0;10.0;5.0;15.0;0.0
944;271 Elektromotor- en -panelenindustrie;2013;20.0;15.0;5.0;5.0;15.0;;;30.0;25.0;5.0;15.0;20.0;5.0;25.0;5.0
945;272 Accu- en batterijenindustrie;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
946;272 Accu- en batterijenindustrie;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
947;272 Accu- en batterijenindustrie;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
948;272 Accu- en batterijenindustrie;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
949;272 Accu- en batterijenindustrie;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
950;272 Accu- en batterijenindustrie;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
951;272 Accu- en batterijenindustrie;2013;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
952;273 Elektr. kabel-, schakelaarindustrie;2007;10.0;10.0;0.0;5.0;5.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
