ID;RegioS;BevolkingUltimo2003_1;PersonenMet52WekenInkomen_2;PersonenMet52WkInkomenBevolking_3;PerInwoner_4;RangnummerInkomenPerInwoner_5;PerPersoonMet52WekenInkomen_6;RangnummerInkomenPersMet52WkInk_7
427;Veere;22.1;14.3;65;11.8;308;17.5;227
428;Vlissingen;45.2;30.3;67;12.0;238;17.1;287
429;Lingewaal;10.8;6.9;64;12.4;176;18.7;103
430;De Ronde Venen;34.4;22.6;66;13.5;51;20.0;37
431;Tytsjerksteradiel;32.0;20.7;65;11.6;345;17.1;283
432;Aalburg;12.2;7.4;60;11.0;426;17.7;203
433;Asten;16.1;10.9;68;11.9;278;17.1;294
434;Baarle-Nassau;6.5;4.6;70;12.2;209;16.4;385
435;Bergen op Zoom;66.1;44.2;67;12.1;227;17.3;263
436;Best;28.7;18.9;66;12.5;143;18.4;122
437;Boekel;9.4;6.2;66;10.7;460;15.6;460
438;Boxmeer;29.4;19.8;67;12.0;262;17.1;281
439;Boxtel;29.5;20.0;68;12.2;213;17.3;265
440;Breda;166.0;112.8;68;12.8;106;18.1;150
441;Deurne;32.1;21.4;67;11.7;334;16.9;322
442;Pekela;13.5;8.9;66;10.3;474;15.0;480
443;Dongen;25.3;17.0;67;12.0;263;17.1;280
444;Eersel;18.3;12.2;67;12.5;142;18.1;148
445;Eindhoven;207.9;142.5;69;12.4;160;17.2;269
446;Etten-Leur;39.7;26.6;67;12.3;178;17.7;201
447;Geertruidenberg;20.9;14.5;69;12.3;177;17.2;279
448;Gilze en Rijen;25.1;16.9;67;11.8;292;16.9;324
449;Goirle;22.6;15.6;69;13.0;94;18.2;143
450;Grave;12.9;8.7;68;11.7;313;16.8;334
451;Haaren;14.0;9.5;67;12.3;181;17.8;176
452;Helmond;85.1;56.1;66;11.5;360;16.7;356
453;'s-Hertogenbosch;133.5;92.2;69;12.8;105;17.9;170
454;Heusden;43.1;28.2;65;12.1;237;17.8;179
455;Hilvarenbeek;15.0;10.1;67;12.3;190;17.8;183
456;Lith;6.7;4.4;65;11.2;400;16.6;364
457;Loon op Zand;23.0;15.8;69;12.3;184;17.3;250
458;Mill en Sint Hubert;11.0;7.5;68;11.0;431;15.7;454
459;Nuenen, Gerwen en Nederwetten;23.4;15.4;66;13.8;41;20.5;29
460;Oirschot;17.8;12.0;67;12.1;221;17.6;211
461;Oisterwijk;25.8;17.4;68;13.1;79;18.8;95
462;Oosterhout;53.1;35.9;68;12.7;127;18.0;157
463;Oss;76.3;51.2;67;12.1;230;17.3;249
464;Rucphen;22.6;15.7;70;12.1;220;16.9;327
465;Schijndel;23.3;15.9;68;11.9;281;16.9;317
466;Sint-Michielsgestel;27.9;18.5;66;12.5;155;18.2;141
467;Sint-Oedenrode;17.0;11.4;67;12.0;251;17.2;268
468;Someren;18.2;12.0;66;11.0;433;16.1;418
469;Son en Breugel;15.1;10.0;66;13.4;54;19.7;53
470;Steenbergen;23.5;15.7;67;12.2;212;17.5;219
471;Waterland;17.3;11.7;68;13.6;50;19.5;61
472;Tilburg;198.8;135.0;68;11.7;318;16.4;384
473;Uden;40.1;27.0;67;12.4;172;17.8;189
474;Valkenswaard;31.1;21.2;68;12.4;163;17.5;228
475;Veghel;36.8;24.5;67;11.8;288;17.2;271
476;Veldhoven;42.5;28.7;67;12.7;118;18.1;147
477;Vught;25.2;17.1;68;13.6;47;19.6;55
478;Waalre;16.5;10.7;65;14.4;26;21.4;20
479;Waalwijk;45.6;30.9;68;12.1;228;17.2;272
480;Werkendam;26.4;16.9;64;11.9;276;17.9;165
481;Woensdrecht;21.4;13.8;64;12.3;191;17.2;277
482;Woudrichem;14.3;9.3;65;11.8;286;17.6;216
483;Zundert;20.4;13.9;68;12.1;231;17.1;293
484;Wormerland;15.8;10.6;68;12.8;114;18.4;125
485;Onderbanken;8.4;5.4;65;11.3;384;16.3;398
486;Landgraaf;39.8;26.8;67;11.7;317;16.1;421
487;Arcen en Velden;8.9;6.1;69;12.1;232;16.4;388
488;Beek (L.);17.1;11.4;67;12.6;133;18.0;158
489;Beesel;13.3;8.9;67;11.6;342;16.4;386
490;Bergen (L.);13.5;9.0;67;11.2;401;15.5;469
491;Brunssum;29.6;20.0;68;11.3;392;15.8;445
492;Eijsden;11.9;7.7;65;12.2;201;18.0;163
493;Gennep;16.8;11.8;70;12.1;222;16.6;366
494;Haelen;10.0;6.8;68;12.7;124;17.7;191
495;Heerlen;93.5;63.7;68;11.7;328;16.0;435
496;Helden;19.6;13.5;69;11.3;394;15.8;449
497;Heythuysen;12.3;8.3;68;12.0;266;16.9;326
498;Hunsel;6.2;4.1;66;11.4;376;16.6;360
499;Kerkrade;49.9;32.3;65;11.7;329;15.4;475
500;Kessel;4.2;2.9;70;11.7;332;16.0;437
501;Maasbracht;13.7;9.3;68;12.0;256;17.0;313
502;Maasbree;12.9;8.7;67;11.9;274;17.0;303
503;Maastricht;122.2;82.8;68;11.9;269;16.5;376
504;Margraten;13.6;8.9;66;12.7;122;18.4;120
505;Meerssen;20.0;13.5;67;12.8;107;18.3;130
506;Meijel;5.8;4.1;70;11.6;341;16.0;432
507;Mook en Middelaar;8.0;5.4;68;13.6;49;19.4;64
508;Nederweert;16.1;11.0;69;11.7;324;16.5;379
509;Nuth;16.1;11.0;68;12.7;126;17.7;204
510;Roermond;45.2;30.4;67;12.0;253;16.7;349
511;Schinnen;13.6;9.0;66;12.5;150;17.9;164
512;Sevenum;7.4;5.1;69;11.8;296;16.4;394
513;Simpelveld;11.4;7.4;65;12.0;252;16.2;411
514;Stein (L.);26.6;17.9;67;12.0;244;17.0;308
515;Swalmen;8.8;6.0;69;11.8;299;16.2;415
516;Thorn;2.5;1.8;70;12.4;175;16.9;319
517;Vaals;10.4;5.4;52;12.0;261;15.1;479
518;Venlo;92.1;62.2;68;11.6;337;16.1;423
519;Venray;39.1;26.4;68;11.8;300;16.7;346
520;Voerendaal;13.0;8.8;67;13.0;91;18.4;121
521;Weert;48.7;33.2;68;12.1;223;17.1;295
522;Meerlo-Wanssum;7.7;5.2;68;11.7;327;16.6;359
523;Valkenburg a/d Geul;17.8;12.2;69;12.3;189;17.0;310
524;Lelystad;69.6;45.5;65;11.4;374;16.7;350
525;Horst aan de Maas;28.8;19.7;68;11.8;305;16.7;355
526;Eemsmond;16.9;10.8;64;10.4;472;15.5;473
527;Gemert-Bakel;27.8;18.6;67;11.4;378;16.4;387
528;Halderberge;29.7;20.0;67;12.4;161;17.8;185
529;Heeze-Leende;15.3;10.3;67;12.9;102;18.5;118
530;Laarbeek;21.6;14.4;66;11.9;279;17.2;275
531;Reiderland;7.0;4.7;67;10.2;477;14.4;483
532;De Marne;11.2;7.4;66;10.7;459;15.6;462
533;Zevenhuizen-Moerkapelle;10.2;6.6;64;11.8;295;17.7;198
534;Reusel-De Mierden;12.3;8.5;69;11.5;369;16.0;434
535;Roerdalen;10.4;6.9;66;12.6;140;17.7;196
536;Roggel en Neer;8.4;5.7;67;11.5;349;16.6;362
537;Maasdonk;11.4;7.4;65;11.6;339;17.4;238
538;Rijnwoude;19.0;12.5;66;12.9;99;18.9;86
539;Liemeer;6.7;4.6;68;12.5;147;17.8;172
540;Roosendaal;77.9;52.0;67;12.2;211;17.5;217
541;Schouwen-Duiveland;34.4;23.5;68;12.5;141;17.6;212
542;Ambt Montfort;11.0;7.4;68;11.8;285;16.5;369
543;Aa en Hunze;25.2;17.1;68;12.3;188;17.5;226
544;Borger-Odoorn;26.4;17.5;66;11.0;429;15.9;442
545;Cuijk;24.2;16.1;67;11.6;347;16.5;373
546;Landerd;14.8;9.9;67;11.7;325;16.9;330
547;De Wolden;23.8;15.8;66;11.8;293;17.3;260
548;Noord-Beveland;7.1;5.0;70;12.0;243;16.6;368
549;Wijdemeren;23.3;15.9;68;14.1;31;20.1;35
550;Noordenveld;32.1;21.5;67;12.5;152;18.1;154
551;Twenterand;33.6;21.1;63;10.3;475;15.6;456
552;Westerveld;19.1;12.8;67;12.3;182;17.8;177
553;Sint Anthonis;11.8;8.0;67;11.5;358;16.5;371
554;Lingewaard;43.0;29.3;68;12.1;235;17.1;282
555;Cranendonck;20.1;13.4;66;12.0;257;17.4;244
556;Steenwijkerland;42.8;28.1;66;11.0;435;16.0;431
557;Moerdijk;36.8;24.6;67;12.3;193;17.7;193
558;Echt-Susteren;32.2;22.3;69;12.2;218;16.7;347
559;Sluis;24.6;16.9;69;12.2;207;16.8;336
560;Drimmelen;26.7;17.9;67;12.4;174;17.8;174
561;Bernheze;28.8;19.1;66;11.8;301;17.2;267
562;Ferwerderadiel;9.0;5.8;65;10.2;480;15.0;481
563;Alphen-Chaam;9.4;6.3;67;11.7;326;16.8;337
564;Bergeijk;18.1;12.1;67;11.9;277;17.2;276
565;Bladel;19.2;12.9;67;12.0;264;17.1;284
566;Gulpen-Wittem;15.1;10.2;67;12.4;171;16.9;315
567;Tynaarlo;32.2;21.8;68;13.1;84;18.8;89
568;Midden-Drenthe;32.8;22.3;68;11.3;382;16.1;417
569;Overbetuwe;41.3;27.1;66;12.0;249;17.8;184
570;Hof van Twente;35.0;23.8;68;12.0;239;17.2;273
571;Neder-Betuwe;22.3;13.2;59;10.6;468;17.0;299
572;Rijssen-Holten;36.3;22.4;62;10.9;441;16.9;325
573;Geldrop-Mierlo;37.7;25.2;67;12.7;121;18.3;136
574;Olst-Wijhe;17.0;11.5;68;11.4;377;16.3;397
575;Dinkelland;26.1;17.0;65;11.2;406;16.4;390
576;Westland;97.3;66.2;68;12.2;210;17.3;248
577;Midden-Delfland;17.1;11.3;66;12.8;109;18.9;84
578;Sittard-Geleen;97.6;66.0;68;12.2;219;17.1;289
579;Zwartewaterland;22.0;13.2;60;10.5;470;17.0;311
580;Leidschendam-Voorburg;73.8;51.3;69;14.7;23;20.5;30
581;Pijnacker-Nootdorp;37.7;24.2;64;13.0;87;19.7;48
582;Heel;8.3;5.9;71;12.5;153;16.6;361
583;Menterwolde;12.6;8.2;65;10.8;454;15.8;446
