ID;KenmerkenWerknemers;Marges;Perioden;TevredenMetArbeidsomstandigheden_1;TevredenMetWerk_2;LeeftijdWillenDoorwerken_3;LeeftijdInStaatDoorwerken_4;VoldoenAanFysiekeEisenWerk_5;VoldoenAanPsychischeEisenWerk_6;MakkelijkNieuweFunctieEigenWerkgever_7;MakkelijkNieuweBaanAndereWerkgever_8
210;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2015;65.1;68.3;61.9;62.0;83.7;85.9;48.1;56.3
211;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2016;64.8;68.5;60.7;60.6;86.9;86.4;48.0;59.0
212;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2017;64.3;67.3;61.8;60.6;84.9;82.6;49.9;62.8
213;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2018;62.1;63.4;60.2;59.1;82.9;81.7;46.6;65.4
214;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2019;63.7;65.4;61.1;60.8;84.6;82.8;52.0;66.9
215;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2020;67.2;69.1;61.7;60.8;87.9;85.2;52.9;67.8
216;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2021;67.5;68.0;60.7;60.4;85.0;83.2;52.5;69.1
217;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2022;68.0;69.1;61.0;60.0;87.6;82.7;56.0;77.1
218;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2023;69.5;70.1;60.1;60.0;87.9;83.8;56.5;75.2
219;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2024;68.3;69.8;61.1;60.0;88.5;84.1;55.4;76.4
220;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2014;68.1;71.6;63.3;63.3;89.2;88.7;53.6;61.0
221;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2015;70.8;73.9;63.5;63.8;88.0;89.9;54.3;62.3
222;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2016;70.4;74.0;62.4;62.5;90.6;90.2;54.0;64.8
223;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2017;69.7;72.7;63.2;62.3;88.8;86.9;55.8;68.3
224;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2018;67.1;68.3;61.8;60.9;86.6;85.6;51.8;70.2
225;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2019;68.5;70.2;62.6;62.3;88.1;86.5;57.1;71.5
226;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2020;71.7;73.6;63.0;62.3;91.0;88.6;57.8;72.3
227;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2021;72.3;72.8;62.0;62.0;88.5;87.0;57.6;73.7
228;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2022;71.9;73.0;62.0;61.4;90.3;85.9;60.2;80.6
229;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2023;73.1;73.7;61.3;61.4;90.4;86.6;60.5;78.5
230;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2024;71.7;73.2;62.1;61.2;90.8;86.8;59.2;79.5
231;Herkomst: geboren buiten Europa;Waarde;2014;64.8;68.3;62.5;61.3;85.3;84.7;47.3;48.8
232;Herkomst: geboren buiten Europa;Waarde;2015;65.4;69.9;62.7;62.1;85.6;87.4;49.0;49.2
233;Herkomst: geboren buiten Europa;Waarde;2016;66.8;71.0;62.5;61.2;86.4;86.6;50.4;53.2
234;Herkomst: geboren buiten Europa;Waarde;2017;64.2;68.0;61.7;60.8;82.9;84.2;50.6;57.0
235;Herkomst: geboren buiten Europa;Waarde;2018;64.5;68.2;62.0;61.2;83.6;83.6;52.6;61.1
236;Herkomst: geboren buiten Europa;Waarde;2019;66.2;70.5;62.1;61.4;83.5;84.5;53.3;62.5
237;Herkomst: geboren buiten Europa;Waarde;2020;68.8;71.1;62.1;62.0;87.2;87.0;55.4;62.1
238;Herkomst: geboren buiten Europa;Waarde;2021;68.1;71.3;61.7;61.2;84.4;84.5;56.5;65.8
239;Herkomst: geboren buiten Europa;Waarde;2022;67.8;70.2;62.0;61.4;86.4;84.6;58.2;73.2
240;Herkomst: geboren buiten Europa;Waarde;2023;68.9;69.5;61.7;60.9;87.3;85.1;57.6;70.7
241;Herkomst: geboren buiten Europa;Waarde;2024;69.1;70.6;61.7;61.4;87.8;85.7;56.6;69.0
242;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2014;62.5;66.1;61.9;60.7;83.5;83.0;45.0;46.4
243;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2015;63.4;67.9;62.2;61.5;84.1;85.9;46.9;47.0
244;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2016;64.8;69.1;62.1;60.7;84.9;85.1;48.3;51.1
245;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2017;62.2;66.0;61.2;60.2;81.3;82.6;48.5;55.0
246;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2018;62.8;66.6;61.7;60.7;82.3;82.3;50.9;59.4
247;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2019;64.5;68.8;61.7;60.9;82.2;83.2;51.5;60.8
248;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2020;67.2;69.5;61.6;61.4;86.0;85.7;53.7;60.4
249;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2021;66.3;69.5;61.1;60.6;82.9;83.1;54.5;63.9
250;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2022;66.0;68.5;61.5;60.9;85.1;83.2;56.4;71.6
251;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2023;67.3;67.9;61.3;60.3;86.1;83.8;55.9;69.1
252;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2024;67.5;69.1;61.3;61.0;86.6;84.5;54.9;67.4
253;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2014;67.0;70.5;63.0;62.0;86.8;86.4;49.6;51.1
254;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2015;67.4;71.8;63.1;62.7;87.0;88.7;51.1;51.3
255;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2016;68.8;72.9;62.9;61.8;87.7;88.0;52.5;55.2
256;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2017;66.2;69.9;62.2;61.5;84.4;85.7;52.7;59.1
257;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2018;66.1;69.8;62.4;61.7;84.9;84.8;54.3;62.8
258;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2019;67.8;72.1;62.5;61.8;84.7;85.7;55.0;64.2
259;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2020;70.4;72.6;62.5;62.5;88.4;88.1;57.2;63.7
260;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2021;69.9;73.1;62.2;61.9;85.8;85.9;58.4;67.6
261;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2022;69.4;71.8;62.4;61.9;87.6;85.9;59.9;74.8
262;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2023;70.5;71.1;62.1;61.4;88.4;86.3;59.3;72.3
263;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2024;70.6;72.1;62.1;61.9;88.8;86.8;58.2;70.5
264;Herkomstland: Nederland;Waarde;2014;74.4;77.9;63.3;62.8;91.2;91.1;46.4;52.8
265;Herkomstland: Nederland;Waarde;2015;74.4;77.6;63.2;62.9;90.3;91.1;47.3;54.7
266;Herkomstland: Nederland;Waarde;2016;74.8;78.4;63.0;62.8;91.3;91.8;49.3;59.5
267;Herkomstland: Nederland;Waarde;2017;73.6;77.5;62.9;62.7;89.7;89.9;51.6;64.5
268;Herkomstland: Nederland;Waarde;2018;74.1;78.4;63.0;62.9;90.7;91.3;52.4;70.3
269;Herkomstland: Nederland;Waarde;2019;76.5;80.0;63.0;63.1;90.3;90.8;53.3;71.4
270;Herkomstland: Nederland;Waarde;2020;78.1;81.0;63.1;63.7;92.4;92.8;55.8;71.2
271;Herkomstland: Nederland;Waarde;2021;78.6;80.6;62.8;63.5;91.4;91.4;57.5;76.0
272;Herkomstland: Nederland;Waarde;2022;77.8;79.7;63.5;63.1;91.6;90.3;57.9;81.1
273;Herkomstland: Nederland;Waarde;2023;79.4;81.2;63.5;63.5;92.2;91.0;59.3;81.4
274;Herkomstland: Nederland;Waarde;2024;79.5;81.1;63.4;63.4;92.0;90.9;59.0;81.1
275;Herkomstland: Nederland;Ondergrens 95%-interval;2014;73.9;77.4;63.1;62.7;90.8;90.7;45.8;52.2
276;Herkomstland: Nederland;Ondergrens 95%-interval;2015;74.0;77.2;63.1;62.8;90.0;90.8;46.8;54.1
277;Herkomstland: Nederland;Ondergrens 95%-interval;2016;74.3;78.0;62.9;62.6;91.0;91.5;48.7;59.0
278;Herkomstland: Nederland;Ondergrens 95%-interval;2017;73.1;77.1;62.8;62.6;89.4;89.6;51.0;64.0
279;Herkomstland: Nederland;Ondergrens 95%-interval;2018;73.7;78.0;62.9;62.8;90.4;91.0;52.0;69.9
280;Herkomstland: Nederland;Ondergrens 95%-interval;2019;76.1;79.6;62.9;63.0;90.1;90.6;52.8;71.0
281;Herkomstland: Nederland;Ondergrens 95%-interval;2020;77.6;80.6;63.0;63.6;92.1;92.6;55.3;70.8
282;Herkomstland: Nederland;Ondergrens 95%-interval;2021;78.1;80.2;62.7;63.4;91.1;91.1;57.0;75.6
283;Herkomstland: Nederland;Ondergrens 95%-interval;2022;77.4;79.3;63.4;63.0;91.3;90.0;57.4;80.7
284;Herkomstland: Nederland;Ondergrens 95%-interval;2023;79.1;80.8;63.4;63.4;92.0;90.7;58.8;81.0
285;Herkomstland: Nederland;Ondergrens 95%-interval;2024;79.1;80.7;63.3;63.2;91.7;90.6;58.5;80.7
286;Herkomstland: Nederland;Bovengrens 95%-interval;2014;74.9;78.4;63.4;63.0;91.5;91.4;47.0;53.4
287;Herkomstland: Nederland;Bovengrens 95%-interval;2015;74.9;78.1;63.3;63.0;90.6;91.4;47.9;55.2
288;Herkomstland: Nederland;Bovengrens 95%-interval;2016;75.3;78.9;63.1;62.9;91.6;92.1;49.8;60.1
289;Herkomstland: Nederland;Bovengrens 95%-interval;2017;74.1;78.0;63.0;62.8;90.0;90.2;52.1;65.1
290;Herkomstland: Nederland;Bovengrens 95%-interval;2018;74.5;78.8;63.1;63.0;91.0;91.5;52.9;70.7
291;Herkomstland: Nederland;Bovengrens 95%-interval;2019;76.9;80.3;63.1;63.2;90.6;91.1;53.8;71.9
292;Herkomstland: Nederland;Bovengrens 95%-interval;2020;78.5;81.4;63.2;63.9;92.6;93.1;56.3;71.6
293;Herkomstland: Nederland;Bovengrens 95%-interval;2021;79.0;81.0;62.9;63.7;91.7;91.7;58.0;76.4
294;Herkomstland: Nederland;Bovengrens 95%-interval;2022;78.2;80.0;63.6;63.2;91.8;90.6;58.3;81.5
295;Herkomstland: Nederland;Bovengrens 95%-interval;2023;79.8;81.5;63.6;63.6;92.5;91.3;59.7;81.8
296;Herkomstland: Nederland;Bovengrens 95%-interval;2024;79.9;81.4;63.5;63.5;92.2;91.2;59.4;81.4
297;Herkomstland: Europa (excl. Nederland);Waarde;2014;67.7;70.7;62.6;62.6;88.5;88.8;49.2;54.9
298;Herkomstland: Europa (excl. Nederland);Waarde;2015;69.7;73.5;62.7;62.8;88.2;89.2;50.4;58.5
299;Herkomstland: Europa (excl. Nederland);Waarde;2016;69.8;72.5;62.0;62.2;89.7;89.5;51.6;62.0
300;Herkomstland: Europa (excl. Nederland);Waarde;2017;68.7;72.1;62.7;61.5;87.6;86.4;52.4;64.7
301;Herkomstland: Europa (excl. Nederland);Waarde;2018;67.7;69.5;61.4;61.0;87.0;86.2;51.0;69.5
302;Herkomstland: Europa (excl. Nederland);Waarde;2019;68.6;70.5;62.2;61.9;87.9;86.7;54.8;70.2
303;Herkomstland: Europa (excl. Nederland);Waarde;2020;72.0;73.7;62.1;62.1;90.8;88.7;55.2;70.5
304;Herkomstland: Europa (excl. Nederland);Waarde;2021;72.5;73.5;61.3;61.9;88.2;86.8;55.6;73.3
305;Herkomstland: Europa (excl. Nederland);Waarde;2022;71.1;73.0;61.8;61.0;89.6;86.2;57.9;80.0
306;Herkomstland: Europa (excl. Nederland);Waarde;2023;72.7;73.2;61.2;61.4;90.0;86.7;57.9;77.4
307;Herkomstland: Europa (excl. Nederland);Waarde;2024;71.0;72.8;61.7;60.9;90.1;86.3;57.0;78.5
308;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2014;65.4;68.5;62.0;62.0;86.8;87.1;46.7;52.4
309;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2015;67.6;71.5;62.1;62.2;86.6;87.7;48.1;56.3
310;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2016;67.7;70.4;61.5;61.5;88.3;88.0;49.3;59.9
311;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2017;66.6;70.1;62.2;60.8;86.1;84.7;50.2;62.6
312;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2018;65.9;67.7;60.8;60.4;85.6;84.7;49.0;67.7
313;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2019;66.7;68.7;61.7;61.4;86.5;85.3;52.9;68.4
314;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2020;70.2;72.0;61.6;61.5;89.6;87.4;53.3;68.8
315;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2021;70.7;71.7;60.8;61.3;86.8;85.4;53.6;71.5
316;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2022;69.6;71.5;61.4;60.4;88.5;85.0;56.2;78.6
317;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2023;71.2;71.7;60.8;60.8;89.0;85.5;56.3;76.0
318;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2024;69.5;71.4;61.3;60.4;89.1;85.2;55.4;77.2
319;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2014;69.9;72.9;63.2;63.3;90.0;90.3;51.7;57.3
320;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2015;71.7;75.5;63.2;63.4;89.6;90.5;52.6;60.6
321;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2016;71.8;74.4;62.6;62.8;91.0;90.8;53.8;64.1
322;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2017;70.7;74.1;63.2;62.1;89.0;87.9;54.6;66.8
323;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2018;69.5;71.3;62.0;61.6;88.3;87.5;52.9;71.2
324;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2019;70.3;72.3;62.8;62.5;89.1;87.9;56.7;71.9
325;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2020;73.7;75.4;62.7;62.7;91.9;89.9;57.1;72.2
326;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2021;74.3;75.3;61.8;62.5;89.5;88.2;57.6;75.0
327;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2022;72.7;74.5;62.2;61.5;90.6;87.4;59.6;81.3
328;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2023;74.1;74.6;61.7;61.9;91.0;87.7;59.5;78.7
329;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2024;72.4;74.2;62.2;61.4;91.0;87.4;58.5;79.8
330;Herkomstland: buiten Europa;Waarde;2014;67.9;70.6;61.8;61.2;88.1;87.2;50.0;54.5
331;Herkomstland: buiten Europa;Waarde;2015;67.0;70.1;61.5;61.2;87.7;88.9;50.0;55.7
332;Herkomstland: buiten Europa;Waarde;2016;67.6;70.6;61.7;60.8;88.6;88.7;51.6;58.5
333;Herkomstland: buiten Europa;Waarde;2017;66.2;69.1;60.2;60.1;86.3;87.2;54.1;64.2
334;Herkomstland: buiten Europa;Waarde;2018;66.6;70.4;60.6;60.5;86.8;86.5;54.8;68.4
335;Herkomstland: buiten Europa;Waarde;2019;67.9;70.9;60.6;60.5;87.1;86.7;55.2;68.7
336;Herkomstland: buiten Europa;Waarde;2020;71.0;73.0;60.4;61.4;89.8;89.3;57.5;67.9
337;Herkomstland: buiten Europa;Waarde;2021;70.8;73.4;60.2;60.8;87.5;86.9;58.6;72.4
338;Herkomstland: buiten Europa;Waarde;2022;69.7;72.0;61.1;60.5;88.5;86.2;60.3;78.4
339;Herkomstland: buiten Europa;Waarde;2023;70.8;71.6;60.9;60.2;89.3;86.9;60.0;76.6
340;Herkomstland: buiten Europa;Waarde;2024;70.4;71.5;61.0;60.7;89.6;87.5;59.3;75.8
341;Herkomstland: buiten Europa;Ondergrens 95%-interval;2014;66.2;69.0;61.2;60.6;86.9;86.0;48.2;52.7
342;Herkomstland: buiten Europa;Ondergrens 95%-interval;2015;65.5;68.7;61.0;60.7;86.7;87.9;48.5;54.2
343;Herkomstland: buiten Europa;Ondergrens 95%-interval;2016;66.1;69.2;61.2;60.4;87.6;87.7;50.1;57.0
344;Herkomstland: buiten Europa;Ondergrens 95%-interval;2017;64.8;67.6;59.7;59.6;85.2;86.1;52.6;62.8
345;Herkomstland: buiten Europa;Ondergrens 95%-interval;2018;65.4;69.2;60.2;60.1;86.0;85.6;53.6;67.2
346;Herkomstland: buiten Europa;Ondergrens 95%-interval;2019;66.7;69.7;60.2;60.0;86.2;85.8;53.9;67.5
347;Herkomstland: buiten Europa;Ondergrens 95%-interval;2020;69.8;71.8;60.0;61.0;89.0;88.5;56.3;66.8
348;Herkomstland: buiten Europa;Ondergrens 95%-interval;2021;69.5;72.1;59.8;60.3;86.6;85.9;57.2;71.1
349;Herkomstland: buiten Europa;Ondergrens 95%-interval;2022;68.5;70.8;60.7;60.0;87.6;85.2;59.0;77.3
350;Herkomstland: buiten Europa;Ondergrens 95%-interval;2023;69.6;70.5;60.5;59.8;88.5;86.0;58.7;75.5
351;Herkomstland: buiten Europa;Ondergrens 95%-interval;2024;69.3;70.4;60.7;60.3;88.8;86.7;58.1;74.8
352;Herkomstland: buiten Europa;Bovengrens 95%-interval;2014;69.5;72.2;62.4;61.9;89.2;88.3;51.8;56.2
353;Herkomstland: buiten Europa;Bovengrens 95%-interval;2015;68.4;71.5;61.9;61.7;88.7;89.8;51.6;57.2
354;Herkomstland: buiten Europa;Bovengrens 95%-interval;2016;69.0;72.0;62.1;61.3;89.6;89.6;53.2;60.0
355;Herkomstland: buiten Europa;Bovengrens 95%-interval;2017;67.7;70.5;60.7;60.6;87.3;88.2;55.6;65.6
356;Herkomstland: buiten Europa;Bovengrens 95%-interval;2018;67.8;71.5;61.0;61.0;87.6;87.3;56.1;69.5
357;Herkomstland: buiten Europa;Bovengrens 95%-interval;2019;69.1;72.1;61.0;60.9;87.9;87.5;56.4;69.8
358;Herkomstland: buiten Europa;Bovengrens 95%-interval;2020;72.1;74.1;60.8;61.9;90.5;90.1;58.8;69.1
359;Herkomstland: buiten Europa;Bovengrens 95%-interval;2021;72.1;74.7;60.7;61.3;88.5;87.8;60.0;73.6
360;Herkomstland: buiten Europa;Bovengrens 95%-interval;2022;70.9;73.2;61.5;60.9;89.3;87.1;61.6;79.4
361;Herkomstland: buiten Europa;Bovengrens 95%-interval;2023;71.9;72.8;61.2;60.6;90.0;87.7;61.2;77.6
362;Herkomstland: buiten Europa;Bovengrens 95%-interval;2024;71.5;72.6;61.4;61.1;90.3;88.3;60.5;76.9
363;Arbeidsduur: deeltijd;Waarde;2014;72.3;76.0;62.3;61.6;89.1;90.2;43.3;48.6
364;Arbeidsduur: deeltijd;Waarde;2015;72.1;75.4;62.0;61.8;89.1;90.4;44.6;51.5
365;Arbeidsduur: deeltijd;Waarde;2016;72.6;76.7;61.8;61.4;89.8;91.1;46.8;56.5
366;Arbeidsduur: deeltijd;Waarde;2017;71.4;75.3;61.4;61.2;87.7;88.9;50.2;61.6
367;Arbeidsduur: deeltijd;Waarde;2018;71.9;76.4;61.7;61.4;89.1;90.1;50.6;68.3
368;Arbeidsduur: deeltijd;Waarde;2019;74.1;77.4;61.8;61.7;89.0;89.8;51.8;69.1
369;Arbeidsduur: deeltijd;Waarde;2020;76.0;79.1;61.6;62.3;91.2;91.9;54.1;68.9
370;Arbeidsduur: deeltijd;Waarde;2021;76.1;78.7;61.5;62.0;89.8;90.4;55.3;72.9
371;Arbeidsduur: deeltijd;Waarde;2022;74.9;77.4;62.6;61.2;89.8;89.0;55.5;78.1
372;Arbeidsduur: deeltijd;Waarde;2023;76.6;78.5;62.2;61.4;90.3;89.9;56.3;78.0
373;Arbeidsduur: deeltijd;Waarde;2024;75.9;78.1;62.2;61.5;90.1;89.7;55.8;77.5
374;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2014;71.6;75.3;62.0;61.3;88.6;89.7;42.6;47.9
375;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2015;71.5;74.8;61.8;61.6;88.6;89.9;43.9;50.8
376;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2016;72.0;76.1;61.6;61.2;89.4;90.7;46.1;55.7
377;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2017;70.7;74.7;61.2;61.0;87.2;88.4;49.5;60.9
378;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2018;71.4;75.9;61.6;61.3;88.7;89.8;50.0;67.8
379;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2019;73.5;76.9;61.6;61.5;88.6;89.4;51.2;68.5
380;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2020;75.4;78.6;61.4;62.1;90.9;91.6;53.5;68.4
381;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2021;75.5;78.1;61.3;61.8;89.4;90.0;54.6;72.3
382;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2022;74.3;76.9;62.4;61.0;89.4;88.6;54.9;77.6
383;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2023;76.0;78.0;62.0;61.2;89.9;89.5;55.7;77.5
384;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2024;75.4;77.6;62.0;61.3;89.7;89.4;55.2;77.0
385;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2014;73.0;76.7;62.5;61.8;89.6;90.6;44.1;49.4
386;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2015;72.7;76.0;62.2;62.0;89.5;90.8;45.3;52.2
387;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2016;73.3;77.2;62.0;61.6;90.2;91.5;47.5;57.2
388;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2017;72.0;75.9;61.6;61.4;88.1;89.3;50.9;62.3
389;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2018;72.4;76.9;61.9;61.6;89.4;90.5;51.2;68.8
390;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2019;74.6;77.9;62.0;61.9;89.4;90.2;52.4;69.6
391;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2020;76.5;79.6;61.8;62.5;91.6;92.3;54.7;69.5
392;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2021;76.7;79.2;61.7;62.2;90.2;90.7;56.0;73.5
393;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2022;75.4;78.0;62.7;61.4;90.2;89.4;56.1;78.6
394;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2023;77.1;79.0;62.4;61.6;90.6;90.2;56.9;78.5
395;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2024;76.4;78.6;62.3;61.7;90.4;90.1;56.4;78.0
396;Arbeidsduur: minder dan 20 uur per week;Waarde;2014;74.3;75.5;60.0;60.1;89.1;92.2;45.0;55.1
397;Arbeidsduur: minder dan 20 uur per week;Waarde;2015;74.2;75.2;59.3;60.8;89.3;92.0;47.4;57.1
398;Arbeidsduur: minder dan 20 uur per week;Waarde;2016;75.0;76.4;59.2;60.2;90.3;93.1;48.8;61.5
399;Arbeidsduur: minder dan 20 uur per week;Waarde;2017;74.0;75.6;58.2;59.7;88.6;91.1;52.7;66.0
400;Arbeidsduur: minder dan 20 uur per week;Waarde;2018;73.7;76.0;59.2;60.2;89.4;92.0;52.0;71.5
401;Arbeidsduur: minder dan 20 uur per week;Waarde;2019;76.0;77.7;59.3;60.3;89.4;91.6;54.2;72.4
402;Arbeidsduur: minder dan 20 uur per week;Waarde;2020;77.5;78.6;58.1;60.6;91.7;93.6;55.7;70.9
403;Arbeidsduur: minder dan 20 uur per week;Waarde;2021;77.5;79.1;58.0;60.2;90.4;92.4;56.4;75.1
404;Arbeidsduur: minder dan 20 uur per week;Waarde;2022;77.8;78.3;59.1;57.9;90.0;92.2;55.3;77.8
405;Arbeidsduur: minder dan 20 uur per week;Waarde;2023;78.9;79.1;58.2;58.4;90.5;92.4;56.6;77.3
406;Arbeidsduur: minder dan 20 uur per week;Waarde;2024;77.7;78.9;57.8;57.7;90.3;92.1;55.7;76.2
407;Arbeidsduur: minder dan 20 uur per week;Ondergrens 95%-interval;2014;73.2;74.4;59.4;59.6;88.3;91.5;43.8;53.8
408;Arbeidsduur: minder dan 20 uur per week;Ondergrens 95%-interval;2015;73.2;74.2;58.8;60.4;88.6;91.4;46.3;56.0
409;Arbeidsduur: minder dan 20 uur per week;Ondergrens 95%-interval;2016;74.0;75.5;58.7;59.8;89.6;92.5;47.7;60.4
410;Arbeidsduur: minder dan 20 uur per week;Ondergrens 95%-interval;2017;73.0;74.6;57.7;59.2;87.9;90.4;51.6;65.0
411;Arbeidsduur: minder dan 20 uur per week;Ondergrens 95%-interval;2018;72.9;75.2;58.8;59.9;88.9;91.5;51.1;70.7
412;Arbeidsduur: minder dan 20 uur per week;Ondergrens 95%-interval;2019;75.2;76.9;59.0;60.0;88.8;91.0;53.2;71.6
413;Arbeidsduur: minder dan 20 uur per week;Ondergrens 95%-interval;2020;76.6;77.8;57.7;60.2;91.1;93.1;54.7;70.0
414;Arbeidsduur: minder dan 20 uur per week;Ondergrens 95%-interval;2021;76.6;78.1;57.5;59.7;89.7;91.7;55.3;74.1
415;Arbeidsduur: minder dan 20 uur per week;Ondergrens 95%-interval;2022;76.8;77.4;58.5;57.3;89.3;91.6;54.2;76.9
416;Arbeidsduur: minder dan 20 uur per week;Ondergrens 95%-interval;2023;77.9;78.1;57.6;57.8;89.9;91.8;55.5;76.4
417;Arbeidsduur: minder dan 20 uur per week;Ondergrens 95%-interval;2024;76.8;78.0;57.3;57.1;89.6;91.5;54.6;75.3
418;Arbeidsduur: minder dan 20 uur per week;Bovengrens 95%-interval;2014;75.4;76.5;60.5;60.7;89.9;92.9;46.3;56.3
419;Arbeidsduur: minder dan 20 uur per week;Bovengrens 95%-interval;2015;75.1;76.1;59.7;61.2;89.9;92.6;48.5;58.2
420;Arbeidsduur: minder dan 20 uur per week;Bovengrens 95%-interval;2016;75.9;77.3;59.6;60.6;90.9;93.6;49.9;62.6
421;Arbeidsduur: minder dan 20 uur per week;Bovengrens 95%-interval;2017;75.0;76.5;58.8;60.2;89.3;91.7;53.9;67.1
422;Arbeidsduur: minder dan 20 uur per week;Bovengrens 95%-interval;2018;74.5;76.8;59.6;60.6;90.0;92.5;52.9;72.3
423;Arbeidsduur: minder dan 20 uur per week;Bovengrens 95%-interval;2019;76.8;78.5;59.7;60.7;90.0;92.1;55.1;73.2
424;Arbeidsduur: minder dan 20 uur per week;Bovengrens 95%-interval;2020;78.3;79.5;58.6;61.1;92.2;94.1;56.7;71.8
