ID;Geslacht;Nationaliteit;Regio;Bewoners_1
4850;Mannen;Frankrijk;Groningen;15.0
4851;Mannen;Frankrijk;Eindhoven;9.0
4852;Mannen;Frankrijk;Nijmegen;5.0
4853;Mannen;Frankrijk;Tilburg;0.0
4854;Mannen;Frankrijk;Arnhem;6.0
4855;Mannen;Frankrijk;Leiden;3.0
4856;Mannen;Frankrijk;Maastricht;32.0
4857;Mannen;Frankrijk;Apeldoorn;1.0
4858;Mannen;Frankrijk;Hilversum;4.0
4859;Mannen;Frankrijk;Dordrecht;4.0
4860;Mannen;Frankrijk;Schiedam;1.0
4861;Mannen;Frankrijk;Enschede;7.0
4862;Mannen;Frankrijk;Delft;2.0
4863;Mannen;Frankrijk;Leeuwarden;0.0
4864;Mannen;Frankrijk;Heerlen;26.0
4865;Mannen;Frankrijk;Breda;3.0
4866;Mannen;Frankrijk;'s-Hertogenbosch;0.0
4867;Mannen;Frankrijk;Velsen;0.0
4868;Mannen;Frankrijk;Emmen;0.0
4869;Mannen;Frankrijk;Zwolle;2.0
4870;Mannen;Frankrijk;Amersfoort;1.0
4871;Mannen;Frankrijk;Kerkrade;9.0
4872;Mannen;Frankrijk;Deventer;0.0
4873;Mannen;Frankrijk;Hengelo (O.);2.0
4874;Mannen;Frankrijk;Zaandam;1.0
4875;Mannen;Frankrijk;Almelo;2.0
4876;Mannen;Frankrijk;Lonneker;0.0
4877;Mannen;Frankrijk;Ede;0.0
4878;Mannen;Frankrijk;Helder (Den);1.0
4879;Mannen;Frankrijk;Gouda;2.0
4880;Mannen;Frankrijk;Alkmaar;0.0
4881;Mannen;Frankrijk;Vlaardingen;0.0
4882;Mannen;Frankrijk;Haarlemmermeer;1.0
4883;Mannen;Frankrijk;Helmond;0.0
4884;Mannen;Frankrijk;Bussum;2.0
4885;Mannen;Frankrijk;Zeist;4.0
4886;Mannen;Frankrijk;Rheden;0.0
4887;Mannen;Frankrijk;Venlo;0.0
4888;Mannen;Frankrijk;Roosendaal en Nispen;2.0
4889;Mannen;Frankrijk;Vlissingen;0.0
4890;Mannen;Frankrijk;Bergen op Zoom;1.0
4891;Mannen;Italië;Nederland;1552.0
4892;Mannen;Italië;Groningen (provincie);4.0
4893;Mannen;Italië;Friesland;16.0
4894;Mannen;Italië;Drenthe;0.0
4895;Mannen;Italië;Overijssel;76.0
4896;Mannen;Italië;Gelderland;71.0
4897;Mannen;Italië;Utrecht (provincie);62.0
4898;Mannen;Italië;Noord-Holland;301.0
4899;Mannen;Italië;Zuid-Holland;346.0
4900;Mannen;Italië;Zeeland;49.0
4901;Mannen;Italië;Noord-Brabant;149.0
4902;Mannen;Italië;Limburg;478.0
4903;Mannen;Italië;Gemeenten met meer dan 100000 inwoners;568.0
4904;Mannen;Italië;Gemeenten met 50001 - 100000 inwoners;223.0
4905;Mannen;Italië;Gemeenten met 20001 - 50000 inwoners;418.0
4906;Mannen;Italië;Gemeenten met 10001 - 20000 inwoners;155.0
4907;Mannen;Italië;Gemeenten met 5001 - 10000 inwoners;93.0
4908;Mannen;Italië;Gemeenten met 2001 - 5000 inwoners;75.0
4909;Mannen;Italië;Gemeenten met 1001 - 2000 inwoners;17.0
4910;Mannen;Italië;Gemeenten met 501 - 1000 inwoners;3.0
4911;Mannen;Italië;Gemeenten met 500 of minder inwoners;0.0
4912;Mannen;Italië;Amsterdam;161.0
4913;Mannen;Italië;Rotterdam;132.0
4914;Mannen;Italië;'s-Gravenhage;167.0
4915;Mannen;Italië;Utrecht;33.0
4916;Mannen;Italië;Haarlem;71.0
4917;Mannen;Italië;Groningen;4.0
4918;Mannen;Italië;Eindhoven;58.0
4919;Mannen;Italië;Nijmegen;23.0
4920;Mannen;Italië;Tilburg;32.0
4921;Mannen;Italië;Arnhem;19.0
4922;Mannen;Italië;Leiden;18.0
4923;Mannen;Italië;Maastricht;36.0
4924;Mannen;Italië;Apeldoorn;4.0
4925;Mannen;Italië;Hilversum;6.0
4926;Mannen;Italië;Dordrecht;6.0
4927;Mannen;Italië;Schiedam;3.0
4928;Mannen;Italië;Enschede;17.0
4929;Mannen;Italië;Delft;1.0
4930;Mannen;Italië;Leeuwarden;6.0
4931;Mannen;Italië;Heerlen;141.0
4932;Mannen;Italië;Breda;15.0
4933;Mannen;Italië;'s-Hertogenbosch;18.0
4934;Mannen;Italië;Velsen;14.0
4935;Mannen;Italië;Emmen;0.0
4936;Mannen;Italië;Zwolle;9.0
4937;Mannen;Italië;Amersfoort;18.0
4938;Mannen;Italië;Kerkrade;68.0
4939;Mannen;Italië;Deventer;7.0
4940;Mannen;Italië;Hengelo (O.);21.0
4941;Mannen;Italië;Zaandam;3.0
4942;Mannen;Italië;Almelo;8.0
4943;Mannen;Italië;Lonneker;3.0
4944;Mannen;Italië;Ede;0.0
4945;Mannen;Italië;Helder (Den);4.0
4946;Mannen;Italië;Gouda;0.0
4947;Mannen;Italië;Alkmaar;27.0
4948;Mannen;Italië;Vlaardingen;14.0
4949;Mannen;Italië;Haarlemmermeer;0.0
4950;Mannen;Italië;Helmond;3.0
4951;Mannen;Italië;Bussum;7.0
4952;Mannen;Italië;Zeist;0.0
4953;Mannen;Italië;Rheden;1.0
4954;Mannen;Italië;Venlo;17.0
4955;Mannen;Italië;Roosendaal en Nispen;1.0
4956;Mannen;Italië;Vlissingen;0.0
4957;Mannen;Italië;Bergen op Zoom;13.0
4958;Mannen;Zwitserland;Nederland;509.0
4959;Mannen;Zwitserland;Groningen (provincie);7.0
4960;Mannen;Zwitserland;Friesland;2.0
4961;Mannen;Zwitserland;Drenthe;1.0
4962;Mannen;Zwitserland;Overijssel;11.0
4963;Mannen;Zwitserland;Gelderland;29.0
4964;Mannen;Zwitserland;Utrecht (provincie);26.0
4965;Mannen;Zwitserland;Noord-Holland;180.0
4966;Mannen;Zwitserland;Zuid-Holland;157.0
4967;Mannen;Zwitserland;Zeeland;7.0
4968;Mannen;Zwitserland;Noord-Brabant;29.0
4969;Mannen;Zwitserland;Limburg;60.0
4970;Mannen;Zwitserland;Gemeenten met meer dan 100000 inwoners;306.0
4971;Mannen;Zwitserland;Gemeenten met 50001 - 100000 inwoners;60.0
4972;Mannen;Zwitserland;Gemeenten met 20001 - 50000 inwoners;26.0
4973;Mannen;Zwitserland;Gemeenten met 10001 - 20000 inwoners;42.0
4974;Mannen;Zwitserland;Gemeenten met 5001 - 10000 inwoners;30.0
4975;Mannen;Zwitserland;Gemeenten met 2001 - 5000 inwoners;28.0
4976;Mannen;Zwitserland;Gemeenten met 1001 - 2000 inwoners;11.0
4977;Mannen;Zwitserland;Gemeenten met 501 - 1000 inwoners;1.0
4978;Mannen;Zwitserland;Gemeenten met 500 of minder inwoners;5.0
4979;Mannen;Zwitserland;Amsterdam;137.0
4980;Mannen;Zwitserland;Rotterdam;64.0
4981;Mannen;Zwitserland;'s-Gravenhage;61.0
4982;Mannen;Zwitserland;Utrecht;17.0
4983;Mannen;Zwitserland;Haarlem;22.0
4984;Mannen;Zwitserland;Groningen;5.0
4985;Mannen;Zwitserland;Eindhoven;13.0
4986;Mannen;Zwitserland;Nijmegen;5.0
4987;Mannen;Zwitserland;Tilburg;0.0
4988;Mannen;Zwitserland;Arnhem;5.0
4989;Mannen;Zwitserland;Leiden;1.0
4990;Mannen;Zwitserland;Maastricht;8.0
4991;Mannen;Zwitserland;Apeldoorn;2.0
4992;Mannen;Zwitserland;Hilversum;3.0
4993;Mannen;Zwitserland;Dordrecht;6.0
4994;Mannen;Zwitserland;Schiedam;1.0
4995;Mannen;Zwitserland;Enschede;5.0
4996;Mannen;Zwitserland;Delft;11.0
4997;Mannen;Zwitserland;Leeuwarden;0.0
4998;Mannen;Zwitserland;Heerlen;2.0
4999;Mannen;Zwitserland;Breda;3.0
5000;Mannen;Zwitserland;'s-Hertogenbosch;0.0
5001;Mannen;Zwitserland;Velsen;0.0
5002;Mannen;Zwitserland;Emmen;1.0
5003;Mannen;Zwitserland;Zwolle;0.0
5004;Mannen;Zwitserland;Amersfoort;1.0
5005;Mannen;Zwitserland;Kerkrade;8.0
5006;Mannen;Zwitserland;Deventer;2.0
5007;Mannen;Zwitserland;Hengelo (O.);0.0
5008;Mannen;Zwitserland;Zaandam;0.0
5009;Mannen;Zwitserland;Almelo;3.0
5010;Mannen;Zwitserland;Lonneker;0.0
5011;Mannen;Zwitserland;Ede;0.0
5012;Mannen;Zwitserland;Helder (Den);0.0
5013;Mannen;Zwitserland;Gouda;0.0
5014;Mannen;Zwitserland;Alkmaar;1.0
5015;Mannen;Zwitserland;Vlaardingen;0.0
5016;Mannen;Zwitserland;Haarlemmermeer;0.0
5017;Mannen;Zwitserland;Helmond;0.0
5018;Mannen;Zwitserland;Bussum;1.0
5019;Mannen;Zwitserland;Zeist;0.0
5020;Mannen;Zwitserland;Rheden;2.0
5021;Mannen;Zwitserland;Venlo;2.0
5022;Mannen;Zwitserland;Roosendaal en Nispen;0.0
5023;Mannen;Zwitserland;Vlissingen;0.0
5024;Mannen;Zwitserland;Bergen op Zoom;0.0
5025;Mannen;Oostenrijk;Nederland;2674.0
5026;Mannen;Oostenrijk;Groningen (provincie);24.0
5027;Mannen;Oostenrijk;Friesland;27.0
5028;Mannen;Oostenrijk;Drenthe;7.0
5029;Mannen;Oostenrijk;Overijssel;53.0
5030;Mannen;Oostenrijk;Gelderland;73.0
5031;Mannen;Oostenrijk;Utrecht (provincie);34.0
5032;Mannen;Oostenrijk;Noord-Holland;508.0
5033;Mannen;Oostenrijk;Zuid-Holland;532.0
5034;Mannen;Oostenrijk;Zeeland;16.0
5035;Mannen;Oostenrijk;Noord-Brabant;275.0
5036;Mannen;Oostenrijk;Limburg;1125.0
5037;Mannen;Oostenrijk;Gemeenten met meer dan 100000 inwoners;778.0
5038;Mannen;Oostenrijk;Gemeenten met 50001 - 100000 inwoners;387.0
5039;Mannen;Oostenrijk;Gemeenten met 20001 - 50000 inwoners;599.0
5040;Mannen;Oostenrijk;Gemeenten met 10001 - 20000 inwoners;416.0
5041;Mannen;Oostenrijk;Gemeenten met 5001 - 10000 inwoners;261.0
5042;Mannen;Oostenrijk;Gemeenten met 2001 - 5000 inwoners;198.0
5043;Mannen;Oostenrijk;Gemeenten met 1001 - 2000 inwoners;26.0
5044;Mannen;Oostenrijk;Gemeenten met 501 - 1000 inwoners;9.0
5045;Mannen;Oostenrijk;Gemeenten met 500 of minder inwoners;0.0
5046;Mannen;Oostenrijk;Amsterdam;386.0
5047;Mannen;Oostenrijk;Rotterdam;107.0
5048;Mannen;Oostenrijk;'s-Gravenhage;228.0
5049;Mannen;Oostenrijk;Utrecht;20.0
5050;Mannen;Oostenrijk;Haarlem;24.0
5051;Mannen;Oostenrijk;Groningen;13.0
5052;Mannen;Oostenrijk;Eindhoven;193.0
5053;Mannen;Oostenrijk;Nijmegen;10.0
5054;Mannen;Oostenrijk;Tilburg;13.0
5055;Mannen;Oostenrijk;Arnhem;14.0
5056;Mannen;Oostenrijk;Leiden;5.0
5057;Mannen;Oostenrijk;Maastricht;9.0
5058;Mannen;Oostenrijk;Apeldoorn;7.0
5059;Mannen;Oostenrijk;Hilversum;13.0
5060;Mannen;Oostenrijk;Dordrecht;106.0
5061;Mannen;Oostenrijk;Schiedam;3.0
5062;Mannen;Oostenrijk;Enschede;5.0
5063;Mannen;Oostenrijk;Delft;9.0
5064;Mannen;Oostenrijk;Leeuwarden;9.0
5065;Mannen;Oostenrijk;Heerlen;273.0
5066;Mannen;Oostenrijk;Breda;2.0
5067;Mannen;Oostenrijk;'s-Hertogenbosch;1.0
5068;Mannen;Oostenrijk;Velsen;4.0
5069;Mannen;Oostenrijk;Emmen;1.0
5070;Mannen;Oostenrijk;Zwolle;2.0
5071;Mannen;Oostenrijk;Amersfoort;2.0
5072;Mannen;Oostenrijk;Kerkrade;237.0
5073;Mannen;Oostenrijk;Deventer;4.0
5074;Mannen;Oostenrijk;Hengelo (O.);11.0
5075;Mannen;Oostenrijk;Zaandam;11.0
5076;Mannen;Oostenrijk;Almelo;5.0
5077;Mannen;Oostenrijk;Lonneker;6.0
5078;Mannen;Oostenrijk;Ede;2.0
5079;Mannen;Oostenrijk;Helder (Den);2.0
5080;Mannen;Oostenrijk;Gouda;2.0
5081;Mannen;Oostenrijk;Alkmaar;4.0
5082;Mannen;Oostenrijk;Vlaardingen;1.0
5083;Mannen;Oostenrijk;Haarlemmermeer;4.0
5084;Mannen;Oostenrijk;Helmond;4.0
5085;Mannen;Oostenrijk;Bussum;2.0
5086;Mannen;Oostenrijk;Zeist;3.0
5087;Mannen;Oostenrijk;Rheden;2.0
5088;Mannen;Oostenrijk;Venlo;2.0
5089;Mannen;Oostenrijk;Roosendaal en Nispen;1.0
5090;Mannen;Oostenrijk;Vlissingen;0.0
5091;Mannen;Oostenrijk;Bergen op Zoom;2.0
5092;Mannen;Hongarije;Nederland;1037.0
5093;Mannen;Hongarije;Groningen (provincie);12.0
5094;Mannen;Hongarije;Friesland;12.0
5095;Mannen;Hongarije;Drenthe;1.0
5096;Mannen;Hongarije;Overijssel;36.0
5097;Mannen;Hongarije;Gelderland;30.0
5098;Mannen;Hongarije;Utrecht (provincie);31.0
5099;Mannen;Hongarije;Noord-Holland;220.0
5100;Mannen;Hongarije;Zuid-Holland;246.0
5101;Mannen;Hongarije;Zeeland;15.0
5102;Mannen;Hongarije;Noord-Brabant;50.0
5103;Mannen;Hongarije;Limburg;384.0
5104;Mannen;Hongarije;Gemeenten met meer dan 100000 inwoners;361.0
5105;Mannen;Hongarije;Gemeenten met 50001 - 100000 inwoners;59.0
5106;Mannen;Hongarije;Gemeenten met 20001 - 50000 inwoners;189.0
5107;Mannen;Hongarije;Gemeenten met 10001 - 20000 inwoners;220.0
5108;Mannen;Hongarije;Gemeenten met 5001 - 10000 inwoners;114.0
5109;Mannen;Hongarije;Gemeenten met 2001 - 5000 inwoners;60.0
5110;Mannen;Hongarije;Gemeenten met 1001 - 2000 inwoners;26.0
5111;Mannen;Hongarije;Gemeenten met 501 - 1000 inwoners;8.0
5112;Mannen;Hongarije;Gemeenten met 500 of minder inwoners;0.0
5113;Mannen;Hongarije;Amsterdam;158.0
5114;Mannen;Hongarije;Rotterdam;49.0
5115;Mannen;Hongarije;'s-Gravenhage;127.0
5116;Mannen;Hongarije;Utrecht;16.0
5117;Mannen;Hongarije;Haarlem;6.0
5118;Mannen;Hongarije;Groningen;5.0
5119;Mannen;Hongarije;Eindhoven;7.0
5120;Mannen;Hongarije;Nijmegen;1.0
5121;Mannen;Hongarije;Tilburg;3.0
5122;Mannen;Hongarije;Arnhem;7.0
5123;Mannen;Hongarije;Leiden;13.0
5124;Mannen;Hongarije;Maastricht;5.0
5125;Mannen;Hongarije;Apeldoorn;0.0
5126;Mannen;Hongarije;Hilversum;3.0
5127;Mannen;Hongarije;Dordrecht;2.0
5128;Mannen;Hongarije;Schiedam;11.0
5129;Mannen;Hongarije;Enschede;6.0
5130;Mannen;Hongarije;Delft;1.0
5131;Mannen;Hongarije;Leeuwarden;0.0
5132;Mannen;Hongarije;Heerlen;137.0
5133;Mannen;Hongarije;Breda;2.0
5134;Mannen;Hongarije;'s-Hertogenbosch;3.0
5135;Mannen;Hongarije;Velsen;2.0
5136;Mannen;Hongarije;Emmen;0.0
5137;Mannen;Hongarije;Zwolle;1.0
5138;Mannen;Hongarije;Amersfoort;0.0
5139;Mannen;Hongarije;Kerkrade;9.0
5140;Mannen;Hongarije;Deventer;5.0
5141;Mannen;Hongarije;Hengelo (O.);5.0
5142;Mannen;Hongarije;Zaandam;0.0
5143;Mannen;Hongarije;Almelo;5.0
5144;Mannen;Hongarije;Lonneker;3.0
5145;Mannen;Hongarije;Ede;0.0
5146;Mannen;Hongarije;Helder (Den);0.0
5147;Mannen;Hongarije;Gouda;1.0
5148;Mannen;Hongarije;Alkmaar;2.0
5149;Mannen;Hongarije;Vlaardingen;0.0
5150;Mannen;Hongarije;Haarlemmermeer;0.0
5151;Mannen;Hongarije;Helmond;0.0
5152;Mannen;Hongarije;Bussum;7.0
5153;Mannen;Hongarije;Zeist;2.0
5154;Mannen;Hongarije;Rheden;0.0
5155;Mannen;Hongarije;Venlo;0.0
5156;Mannen;Hongarije;Roosendaal en Nispen;2.0
5157;Mannen;Hongarije;Vlissingen;2.0
5158;Mannen;Hongarije;Bergen op Zoom;1.0
5159;Mannen;Rusland;Nederland;406.0
5160;Mannen;Rusland;Groningen (provincie);3.0
5161;Mannen;Rusland;Friesland;1.0
5162;Mannen;Rusland;Drenthe;0.0
5163;Mannen;Rusland;Overijssel;3.0
5164;Mannen;Rusland;Gelderland;14.0
5165;Mannen;Rusland;Utrecht (provincie);0.0
5166;Mannen;Rusland;Noord-Holland;154.0
5167;Mannen;Rusland;Zuid-Holland;184.0
5168;Mannen;Rusland;Zeeland;2.0
5169;Mannen;Rusland;Noord-Brabant;12.0
5170;Mannen;Rusland;Limburg;33.0
5171;Mannen;Rusland;Gemeenten met meer dan 100000 inwoners;297.0
5172;Mannen;Rusland;Gemeenten met 50001 - 100000 inwoners;33.0
5173;Mannen;Rusland;Gemeenten met 20001 - 50000 inwoners;37.0
5174;Mannen;Rusland;Gemeenten met 10001 - 20000 inwoners;18.0
5175;Mannen;Rusland;Gemeenten met 5001 - 10000 inwoners;14.0
5176;Mannen;Rusland;Gemeenten met 2001 - 5000 inwoners;7.0
5177;Mannen;Rusland;Gemeenten met 1001 - 2000 inwoners;0.0
5178;Mannen;Rusland;Gemeenten met 501 - 1000 inwoners;0.0
5179;Mannen;Rusland;Gemeenten met 500 of minder inwoners;0.0
5180;Mannen;Rusland;Amsterdam;136.0
5181;Mannen;Rusland;Rotterdam;80.0
5182;Mannen;Rusland;'s-Gravenhage;75.0
5183;Mannen;Rusland;Utrecht;0.0
5184;Mannen;Rusland;Haarlem;4.0
5185;Mannen;Rusland;Groningen;2.0
5186;Mannen;Rusland;Eindhoven;5.0
5187;Mannen;Rusland;Nijmegen;0.0
5188;Mannen;Rusland;Tilburg;5.0
5189;Mannen;Rusland;Arnhem;1.0
5190;Mannen;Rusland;Leiden;1.0
5191;Mannen;Rusland;Maastricht;2.0
5192;Mannen;Rusland;Apeldoorn;4.0
5193;Mannen;Rusland;Hilversum;0.0
5194;Mannen;Rusland;Dordrecht;5.0
5195;Mannen;Rusland;Schiedam;7.0
5196;Mannen;Rusland;Enschede;0.0
5197;Mannen;Rusland;Delft;3.0
5198;Mannen;Rusland;Leeuwarden;0.0
5199;Mannen;Rusland;Heerlen;12.0
5200;Mannen;Rusland;Breda;0.0
5201;Mannen;Rusland;'s-Hertogenbosch;1.0
5202;Mannen;Rusland;Velsen;1.0
5203;Mannen;Rusland;Emmen;0.0
5204;Mannen;Rusland;Zwolle;0.0
5205;Mannen;Rusland;Amersfoort;0.0
5206;Mannen;Rusland;Kerkrade;12.0
5207;Mannen;Rusland;Deventer;0.0
5208;Mannen;Rusland;Hengelo (O.);0.0
5209;Mannen;Rusland;Zaandam;5.0
5210;Mannen;Rusland;Almelo;2.0
5211;Mannen;Rusland;Lonneker;0.0
5212;Mannen;Rusland;Ede;1.0
5213;Mannen;Rusland;Helder (Den);0.0
5214;Mannen;Rusland;Gouda;0.0
5215;Mannen;Rusland;Alkmaar;0.0
5216;Mannen;Rusland;Vlaardingen;0.0
5217;Mannen;Rusland;Haarlemmermeer;0.0
5218;Mannen;Rusland;Helmond;1.0
5219;Mannen;Rusland;Bussum;1.0
5220;Mannen;Rusland;Zeist;0.0
5221;Mannen;Rusland;Rheden;0.0
5222;Mannen;Rusland;Venlo;0.0
5223;Mannen;Rusland;Roosendaal en Nispen;0.0
5224;Mannen;Rusland;Vlissingen;1.0
5225;Mannen;Rusland;Bergen op Zoom;0.0
5226;Mannen;Verenigde Staten van Noord-Amerika;Nederland;409.0
5227;Mannen;Verenigde Staten van Noord-Amerika;Groningen (provincie);15.0
5228;Mannen;Verenigde Staten van Noord-Amerika;Friesland;21.0
5229;Mannen;Verenigde Staten van Noord-Amerika;Drenthe;5.0
5230;Mannen;Verenigde Staten van Noord-Amerika;Overijssel;19.0
5231;Mannen;Verenigde Staten van Noord-Amerika;Gelderland;27.0
5232;Mannen;Verenigde Staten van Noord-Amerika;Utrecht (provincie);11.0
5233;Mannen;Verenigde Staten van Noord-Amerika;Noord-Holland;129.0
5234;Mannen;Verenigde Staten van Noord-Amerika;Zuid-Holland;132.0
5235;Mannen;Verenigde Staten van Noord-Amerika;Zeeland;14.0
5236;Mannen;Verenigde Staten van Noord-Amerika;Noord-Brabant;26.0
5237;Mannen;Verenigde Staten van Noord-Amerika;Limburg;10.0
5238;Mannen;Verenigde Staten van Noord-Amerika;Gemeenten met meer dan 100000 inwoners;187.0
5239;Mannen;Verenigde Staten van Noord-Amerika;Gemeenten met 50001 - 100000 inwoners;48.0
5240;Mannen;Verenigde Staten van Noord-Amerika;Gemeenten met 20001 - 50000 inwoners;39.0
5241;Mannen;Verenigde Staten van Noord-Amerika;Gemeenten met 10001 - 20000 inwoners;36.0
5242;Mannen;Verenigde Staten van Noord-Amerika;Gemeenten met 5001 - 10000 inwoners;51.0
5243;Mannen;Verenigde Staten van Noord-Amerika;Gemeenten met 2001 - 5000 inwoners;23.0
5244;Mannen;Verenigde Staten van Noord-Amerika;Gemeenten met 1001 - 2000 inwoners;19.0
5245;Mannen;Verenigde Staten van Noord-Amerika;Gemeenten met 501 - 1000 inwoners;6.0
5246;Mannen;Verenigde Staten van Noord-Amerika;Gemeenten met 500 of minder inwoners;0.0
5247;Mannen;Verenigde Staten van Noord-Amerika;Amsterdam;73.0
5248;Mannen;Verenigde Staten van Noord-Amerika;Rotterdam;33.0
5249;Mannen;Verenigde Staten van Noord-Amerika;'s-Gravenhage;65.0
5250;Mannen;Verenigde Staten van Noord-Amerika;Utrecht;5.0
5251;Mannen;Verenigde Staten van Noord-Amerika;Haarlem;3.0
5252;Mannen;Verenigde Staten van Noord-Amerika;Groningen;8.0
5253;Mannen;Verenigde Staten van Noord-Amerika;Eindhoven;7.0
5254;Mannen;Verenigde Staten van Noord-Amerika;Nijmegen;3.0
5255;Mannen;Verenigde Staten van Noord-Amerika;Tilburg;1.0
5256;Mannen;Verenigde Staten van Noord-Amerika;Arnhem;4.0
5257;Mannen;Verenigde Staten van Noord-Amerika;Leiden;3.0
5258;Mannen;Verenigde Staten van Noord-Amerika;Maastricht;0.0
5259;Mannen;Verenigde Staten van Noord-Amerika;Apeldoorn;5.0
5260;Mannen;Verenigde Staten van Noord-Amerika;Hilversum;13.0
5261;Mannen;Verenigde Staten van Noord-Amerika;Dordrecht;3.0
5262;Mannen;Verenigde Staten van Noord-Amerika;Schiedam;0.0
5263;Mannen;Verenigde Staten van Noord-Amerika;Enschede;7.0
5264;Mannen;Verenigde Staten van Noord-Amerika;Delft;2.0
5265;Mannen;Verenigde Staten van Noord-Amerika;Leeuwarden;6.0
5266;Mannen;Verenigde Staten van Noord-Amerika;Heerlen;1.0
5267;Mannen;Verenigde Staten van Noord-Amerika;Breda;0.0
5268;Mannen;Verenigde Staten van Noord-Amerika;'s-Hertogenbosch;2.0
5269;Mannen;Verenigde Staten van Noord-Amerika;Velsen;2.0
5270;Mannen;Verenigde Staten van Noord-Amerika;Emmen;0.0
5271;Mannen;Verenigde Staten van Noord-Amerika;Zwolle;3.0
5272;Mannen;Verenigde Staten van Noord-Amerika;Amersfoort;0.0
5273;Mannen;Verenigde Staten van Noord-Amerika;Kerkrade;1.0
5274;Mannen;Verenigde Staten van Noord-Amerika;Deventer;0.0
5275;Mannen;Verenigde Staten van Noord-Amerika;Hengelo (O.);0.0
5276;Mannen;Verenigde Staten van Noord-Amerika;Zaandam;0.0
5277;Mannen;Verenigde Staten van Noord-Amerika;Almelo;2.0
5278;Mannen;Verenigde Staten van Noord-Amerika;Lonneker;1.0
5279;Mannen;Verenigde Staten van Noord-Amerika;Ede;0.0
5280;Mannen;Verenigde Staten van Noord-Amerika;Helder (Den);4.0
5281;Mannen;Verenigde Staten van Noord-Amerika;Gouda;2.0
5282;Mannen;Verenigde Staten van Noord-Amerika;Alkmaar;3.0
5283;Mannen;Verenigde Staten van Noord-Amerika;Vlaardingen;0.0
5284;Mannen;Verenigde Staten van Noord-Amerika;Haarlemmermeer;0.0
5285;Mannen;Verenigde Staten van Noord-Amerika;Helmond;3.0
5286;Mannen;Verenigde Staten van Noord-Amerika;Bussum;5.0
5287;Mannen;Verenigde Staten van Noord-Amerika;Zeist;1.0
5288;Mannen;Verenigde Staten van Noord-Amerika;Rheden;2.0
5289;Mannen;Verenigde Staten van Noord-Amerika;Venlo;0.0
5290;Mannen;Verenigde Staten van Noord-Amerika;Roosendaal en Nispen;0.0
5291;Mannen;Verenigde Staten van Noord-Amerika;Vlissingen;0.0
5292;Mannen;Verenigde Staten van Noord-Amerika;Bergen op Zoom;1.0
5293;Mannen;Zweden;Nederland;186.0
5294;Mannen;Zweden;Groningen (provincie);4.0
5295;Mannen;Zweden;Friesland;4.0
5296;Mannen;Zweden;Drenthe;1.0
5297;Mannen;Zweden;Overijssel;5.0
5298;Mannen;Zweden;Gelderland;10.0
5299;Mannen;Zweden;Utrecht (provincie);6.0
5300;Mannen;Zweden;Noord-Holland;56.0
5301;Mannen;Zweden;Zuid-Holland;81.0
5302;Mannen;Zweden;Zeeland;4.0
5303;Mannen;Zweden;Noord-Brabant;9.0
5304;Mannen;Zweden;Limburg;6.0
5305;Mannen;Zweden;Gemeenten met meer dan 100000 inwoners;107.0
5306;Mannen;Zweden;Gemeenten met 50001 - 100000 inwoners;10.0
5307;Mannen;Zweden;Gemeenten met 20001 - 50000 inwoners;10.0
5308;Mannen;Zweden;Gemeenten met 10001 - 20000 inwoners;10.0
5309;Mannen;Zweden;Gemeenten met 5001 - 10000 inwoners;20.0
5310;Mannen;Zweden;Gemeenten met 2001 - 5000 inwoners;14.0
5311;Mannen;Zweden;Gemeenten met 1001 - 2000 inwoners;13.0
5312;Mannen;Zweden;Gemeenten met 501 - 1000 inwoners;2.0
5313;Mannen;Zweden;Gemeenten met 500 of minder inwoners;0.0
5314;Mannen;Zweden;Amsterdam;34.0
5315;Mannen;Zweden;Rotterdam;58.0
5316;Mannen;Zweden;'s-Gravenhage;11.0
5317;Mannen;Zweden;Utrecht;0.0
5318;Mannen;Zweden;Haarlem;2.0
5319;Mannen;Zweden;Groningen;2.0
5320;Mannen;Zweden;Eindhoven;1.0
5321;Mannen;Zweden;Nijmegen;0.0
5322;Mannen;Zweden;Tilburg;2.0
5323;Mannen;Zweden;Arnhem;0.0
5324;Mannen;Zweden;Leiden;1.0
5325;Mannen;Zweden;Maastricht;0.0
5326;Mannen;Zweden;Apeldoorn;0.0
5327;Mannen;Zweden;Hilversum;2.0
5328;Mannen;Zweden;Dordrecht;0.0
5329;Mannen;Zweden;Schiedam;2.0
5330;Mannen;Zweden;Enschede;2.0
5331;Mannen;Zweden;Delft;0.0
5332;Mannen;Zweden;Leeuwarden;0.0
5333;Mannen;Zweden;Heerlen;0.0
5334;Mannen;Zweden;Breda;1.0
5335;Mannen;Zweden;'s-Hertogenbosch;0.0
5336;Mannen;Zweden;Velsen;2.0
5337;Mannen;Zweden;Emmen;1.0
5338;Mannen;Zweden;Zwolle;0.0
5339;Mannen;Zweden;Amersfoort;0.0
5340;Mannen;Zweden;Kerkrade;2.0
5341;Mannen;Zweden;Deventer;0.0
5342;Mannen;Zweden;Hengelo (O.);0.0
5343;Mannen;Zweden;Zaandam;0.0
5344;Mannen;Zweden;Almelo;0.0
5345;Mannen;Zweden;Lonneker;0.0
5346;Mannen;Zweden;Ede;0.0
5347;Mannen;Zweden;Helder (Den);1.0
5348;Mannen;Zweden;Gouda;0.0
5349;Mannen;Zweden;Alkmaar;0.0
