ID;Indelingen;Stroomgebieddistricten;Perioden;VolumeAfvalwater_1;ChemischZuurstofVerbruik_2;BiochemischZuurstofVerbruik_3;StikstofverbindingenAlsN_4;FosforverbindingenAlsP_5;Koper_6;Chroom_7;Zink_8;Lood_9;Cadmium_10;Nikkel_11;Kwik_12;Arseen_13;ChemischZuurstofVerbruik_14;BiochemischZuurstofVerbruik_15;StikstofverbindingenAlsN_16;FosforverbindingenAlsP_17;ZwevendStof_18;VolumeAfvalwater_19;ChemischZuurstofVerbruik_20;BiochemischZuurstofVerbruik_21;StikstofverbindingenAlsN_22;FosforverbindingenAlsP_23;Koper_24;Chroom_25;Zink_26;Lood_27;Cadmium_28;Nikkel_29;Kwik_30;Arseen_31;ChemischZuurstofVerbruik_32;BiochemischZuurstofVerbruik_33;StikstofverbindingenAlsN_34;FosforverbindingenAlsP_35;ZwevendStof_36;ChemischZuurstofVerbruik_37;BiochemischZuurstofVerbruik_38;StikstofverbindingenAlsN_39;FosforverbindingenAlsP_40;ChemischZuurstofVerbruik_41;BiochemischZuurstofVerbruik_42;StikstofverbindingenAlsN_43;FosforverbindingenAlsP_44;SlibbelastingCZV_45;SlibbelastingBZV_46;Slibindex_47;Slibconcentratie_48;Slibleeftijd_49;SpecifiekeSlibproductiePerVerwijdCZV_50;SpecifiekeSlibproductiePerVerwijdBZV_51;SpecifiekEnergieverbruikPerVerwTZV_52
574;Oxidatiebedden;Schelde;1990;5808;4688;1796;376;80;212;22;119;87;1;18;1;11;706;271;62;12;214;5808;570;102;179;40;44;8;33;23;1;11;0;5;128;27;37;7;17;80.0;89.0;41.0;44.0;88.0;94.0;52.0;50.0;;;;;;;;
575;Oxidatiebedden;Schelde;1991;7104;4081;1430;370;78;684;72;1928;294;5;61;1;35;614;215;56;12;223;7104;587;93;174;46;128;24;536;68;2;35;0;17;88;14;26;7;23;86.0;94.0;53.0;40.0;86.0;93.0;53.0;40.0;;;;;;;;
576;Oxidatiebedden;Schelde;1992;7847;6728;1918;446;112;640;95;2364;355;5;66;2;51;820;234;54;14;228;7847;661;123;185;53;108;30;648;73;2;37;0;26;81;15;23;7;0;90.0;94.0;59.0;52.0;90.0;94.0;59.0;52.0;;;;;;;;
577;Oxidatiebedden;Schelde;1993;8266;4843;1477;368;76;1113;493;2507;479;13;219;5;69;596;182;45;9;234;8266;527;85;187;23;156;163;585;72;5;118;2;35;65;11;23;3;18;89.0;94.0;49.0;69.0;89.0;94.0;49.0;69.0;;;;;;;;
578;Oxidatiebedden;Schelde;1994;8497;4303;1438;374;58;1626;496;5522;1059;12;243;8;142;493;165;43;7;286;8497;659;112;197;34;327;261;1259;186;5;122;2;71;76;13;23;4;25;85.0;92.0;48.0;44.0;85.0;92.0;47.0;43.0;;;;;;;;
579;Oxidatiebedden;Schelde;1995;7204;2466;837;263;37;473;209;1517;321;3;75;5;56;342;116;36;5;141;7204;374;49;167;7;217;71;406;67;1;42;3;23;52;7;23;1;18;85.0;94.0;36.0;79.0;85.0;94.0;37.0;80.0;;;;;;;;
580;Oxidatiebedden;Schelde;1996;5528;2543;1026;262;37;783;80;1528;177;3;52;4;34;475;192;49;7;298;5528;310;53;155;7;89;39;261;34;2;28;2;10;58;10;29;1;0;88.0;95.0;41.0;82.0;88.0;95.0;41.0;82.0;;;;;;;;
581;Oxidatiebedden;Schelde;1997;5492;3020;1230;282;41;557;62;1304;109;2;32;1;25;534;217;50;7;3298;5492;364;65;162;8;44;33;376;4;1;11;0;7;65;12;29;1;345;88.0;95.0;43.0;81.0;88.0;95.0;43.0;81.0;;;;;;;;
582;Oxidatiebedden;Schelde;1998;8266;2898;1128;287;41;697;180;2340;341;3;98;4;92;342;133;34;5;167;8266;512;92;173;13;225;122;719;100;1;85;0;45;60;11;20;1;19;82.0;92.0;40.0;69.0;82.0;92.0;40.0;69.0;;;;;;;;
583;Oxidatiebedden;Schelde;1999;7639;3276;1217;287;42;530;89;1895;228;2;67;1;74;411;153;36;5;180;7639;451;79;159;11;184;49;520;48;1;34;0;26;56;10;20;1;21;86.0;94.0;45.0;74.0;86.0;94.0;45.0;74.0;;;;;;;;
584;Oxidatiebedden;Schelde;2000;7073;2853;1149;258;37;589;46;2819;142;1;87;1;54;433;174;39;6;168;7073;381;60;147;8;15;8;949;16;0;8;1;22;58;9;22;1;0;87.0;95.0;43.0;78.0;87.0;95.0;43.0;78.0;;;;;;;;
585;Oxidatiebedden;Schelde;2001;6993;2982;1078;277;44;526;35;1130;85;2;29;1;30;443;160;41;7;187;6993;456;78;164;12;102;2;364;10;1;12;0;6;68;12;24;2;0;85.0;93.0;41.0;73.0;85.0;93.0;41.0;73.0;;;;;;;;
586;Oxidatiebedden;Schelde;2002;7639;3632;1327;312;51;787;57;1764;215;2;34;1;90;458;167;39;6;236;7639;501;98;177;14;61;12;212;11;0;14;1;46;63;12;22;2;0;86.0;93.0;43.0;74.0;86.0;93.0;43.0;74.0;;;;;;;;
587;Oxidatiebedden;Schelde;2003;7110;3539;1466;342;57;2289;25;1959;218;1;29;2;116;481;199;46;8;187;7110;606;131;205;15;221;11;545;22;0;6;1;99;82;18;28;2;38;83.0;91.0;40.0;73.0;83.0;91.0;40.0;73.0;;;;;;;;
588;Oxidatiebedden;Schelde;2004;7811;3704;1532;354;56;1011;21;1372;54;0;89;0;48;471;195;45;7;165;7811;746;159;241;21;95;6;282;7;0;37;0;26;95;20;31;3;36;80.0;90.0;32.0;63.0;80.0;90.0;32.0;63.0;;;;;;333.0;718.0;
589;Oxidatiebedden;Schelde;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
590;Oxidatiebedden;Schelde;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
591;Oxidatiebedden;Schelde;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
592;Oxidatiebedden;Schelde;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
593;Oxidatiebedden;Schelde;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
594;Oxidatiebedden;Schelde;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
595;Oxidatiebedden;Schelde;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
596;Oxidatiebedden;Schelde;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
597;Oxidatiebedden;Schelde;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
598;Oxidatiebedden;Maas;1981;9275;5084;2285;587;144;1220;309;7438;1461;14;234;4;32;508;298;70;19;147;9275;995;201;355;101;366;124;2231;584;5;164;1;16;131;32;42;13;12;65.0;90.0;36.0;31.0;80.0;91.0;39.0;30.0;;;;;;;;
599;Oxidatiebedden;Maas;1985;5886;4453;1524;367;101;1117;177;4445;2613;18;154;6;20;719;266;64;17;313;5886;899;234;242;65;335;71;1333;1045;7;108;2;10;185;53;45;11;41;74.0;80.0;31.0;38.0;80.0;85.0;34.0;35.0;;;;;;;;
600;Oxidatiebedden;Maas;1990;3843;2616;984;201;30;589;92;1316;215;3;60;2;11;783;307;60;9;227;3843;516;119;147;17;121;31;371;56;1;36;1;6;208;61;47;5;43;75.0;82.0;23.0;42.0;80.0;88.0;27.0;45.0;;;;;;;;
601;Oxidatiebedden;Maas;1991;3596;2811;995;202;30;656;81;955;137;1;27;3;6;861;293;57;8;181;3596;340;66;140;5;123;26;266;32;1;15;1;3;103;21;39;1;15;86.0;93.0;31.0;85.0;88.0;93.0;31.0;85.0;;;;;;;;
602;Oxidatiebedden;Maas;1992;4021;2343;980;191;27;702;75;1112;131;1;27;1;9;620;266;49;7;142;4021;344;70;134;5;118;24;305;27;1;15;0;4;92;19;33;1;15;85.0;93.0;32.0;81.0;85.0;93.0;30.0;81.0;;;;;;;;
603;Oxidatiebedden;Maas;1993;3470;2427;969;173;27;514;50;922;95;2;50;3;7;694;293;49;7;176;3470;354;76;128;5;116;6;166;10;1;38;3;3;109;25;36;1;13;84.0;92.0;25.0;80.0;85.0;92.0;26.0;81.0;;;;;;;;
604;Oxidatiebedden;Maas;1994;3241;1578;615;137;20;246;38;730;88;2;34;1;6;462;180;40;6;376;3241;273;52;98;5;62;7;158;19;1;24;0;3;79;15;28;1;13;83.0;92.0;29.0;77.0;83.0;92.0;28.0;77.0;;;;;;;;
605;Oxidatiebedden;Maas;1995;3038;1592;633;137;20;231;35;679;77;1;33;1;6;619;246;53;8;266;3038;220;36;91;4;61;6;137;17;1;23;0;3;86;14;36;2;16;86.0;94.0;33.0;81.0;86.0;94.0;33.0;80.0;;;;;;;;
606;Oxidatiebedden;Maas;1996;1370;1902;893;149;23;158;25;451;37;1;24;0;2;926;435;72;11;298;1370;224;39;96;3;40;5;137;6;0;17;0;1;109;19;47;2;11;88.0;96.0;35.0;86.0;88.0;96.0;35.0;86.0;;;;;;;;
607;Oxidatiebedden;Maas;1997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
608;Oxidatiebedden;Maas;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
609;Oxidatiebedden;Maas;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
610;Oxidatiebedden;Maas;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
611;Oxidatiebedden;Maas;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
612;Oxidatiebedden;Maas;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
613;Oxidatiebedden;Maas;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
614;Oxidatiebedden;Maas;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
615;Oxidatiebedden;Maas;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
616;Oxidatiebedden;Maas;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
617;Oxidatiebedden;Maas;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
618;Oxidatiebedden;Maas;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
619;Oxidatiebedden;Maas;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
620;Oxidatiebedden;Maas;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
621;Oxidatiebedden;Maas;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
622;Oxidatiebedden;Maas;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
623;Oxidatiebedden;Maas;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
624;Aeratietanks;Nederland;1981;418784;232969;93464;19980;6103;53942;29088;194963;60379;1426;19709;350;872;629;255;55;16;172;418784;32390;6012;11005;3004;16183;11635;58489;24152;570;13796;105;436;90;19;29;9;22;85.0;91.0;44.0;40.0;86.0;94.0;45.0;51.0;509.0;196.0;168.0;3.4;11.0;315.0;1045.0;1462.0
625;Aeratietanks;Nederland;1985;525635;290464;110137;25745;6522;67713;25012;214835;65502;1425;19114;366;1335;611;235;55;14;198;525635;40354;5512;15352;3809;20314;10005;64451;26201;570;13380;110;667;83;12;32;9;23;86.0;94.0;42.0;40.0;86.0;95.0;40.0;42.0;406.0;156.0;162.0;3.5;14.0;495.0;1208.0;433.0
626;Aeratietanks;Nederland;1990;675296;374045;139347;34296;5725;76305;15508;231544;46902;1332;12762;555;2495;599;227;53;9;212;675296;55473;9613;19326;2615;15719;5257;65295;12241;533;7606;166;1248;76;13;28;4;21;87.0;94.0;47.0;55.0;85.0;93.0;44.0;54.0;424.0;158.0;152.0;3.6;12.0;367.0;881.0;482.0
627;Aeratietanks;Nederland;1991;650966;370145;139322;35065;5693;70012;14553;208096;39074;1198;10127;489;1889;589;226;55;9;228;650966;55792;9867;19626;2565;13092;4759;57851;9104;479;5823;147;945;76;14;28;4;24;86.0;94.0;47.0;56.0;85.0;93.0;44.0;55.0;433.0;160.0;137.0;3.6;14.0;381.0;910.0;453.0
628;Aeratietanks;Nederland;1992;706568;369330;137689;34396;5370;70901;13069;230530;41633;1402;10441;446;2328;569;211;53;8;240;706568;53104;8721;19830;2446;11911;4104;63165;8576;561;5795;134;1164;72;13;27;3;25;86.0;93.0;47.0;58.0;86.0;94.0;42.0;54.0;;;;;;;;
629;Aeratietanks;Nederland;1993;703927;365500;133270;32739;5288;80609;15608;238550;36508;910;17213;392;3409;576;209;51;8;247;703927;51797;8069;18822;2413;12402;4258;54419;6159;171;5855;77;1659;68;11;25;3;18;87.0;94.0;49.0;59.0;86.0;94.0;43.0;54.0;370.0;132.0;129.0;3.7;14.0;420.0;1065.0;423.0
630;Aeratietanks;Nederland;1994;751486;359318;130685;32698;5184;62315;23493;188857;27957;1415;19967;277;2824;509;186;46;8;334;751486;49075;7293;18788;2137;8871;3740;49905;4443;199;5711;59;1408;59;8;23;3;16;87.0;94.0;48.0;63.0;86.0;94.0;43.0;59.0;;;;;;;;
631;Aeratietanks;Nederland;1995;718276;373083;133919;33534;5414;69361;18102;190407;35384;991;16587;316;2442;554;199;49;8;267;718276;42876;6153;18093;1348;9619;2302;53553;4878;170;5980;58;1135;60;9;23;2;16;88.0;95.0;51.0;72.0;89.0;95.0;46.0;75.0;318.0;104.0;99.0;4.0;16.0;469.0;994.0;508.0
632;Aeratietanks;Nederland;1996;647034;364610;134874;32559;5163;59520;9820;172872;25836;997;15927;275;2152;595;222;55;8;302;647034;41078;6844;17805;1261;7263;2116;46021;2581;153;5793;66;935;62;11;26;2;16;89.0;95.0;52.0;74.0;89.0;95.0;45.0;76.0;;;;;;;;
633;Aeratietanks;Nederland;1997;667263;372346;147913;34485;5491;69998;6964;168021;21187;298;9817;164;2314;564;227;53;8;403;667263;39708;5968;17837;1262;10784;1770;38488;3700;89;5051;39;1004;59;9;23;2;23;89.0;96.0;55.0;74.0;89.0;96.0;48.0;77.0;263.0;102.0;107.0;4.1;15.0;414.0;1035.0;383.0
634;Aeratietanks;Nederland;1998;785221;357300;134592;32917;5143;53881;7482;164399;22989;433;10068;205;3029;490;187;45;7;274;785221;41989;6005;17771;1260;6152;1536;37875;2507;147;4670;51;1272;54;8;20;2;39;89.0;96.0;55.0;73.0;88.0;96.0;46.0;76.0;;;;;;;;
635;Aeratietanks;Nederland;1999;709100;341557;130564;31575;4889;62940;9557;171490;24693;441;11365;267;2171;511;196;47;7;263;709100;40566;7203;16656;1158;7762;2242;36100;2401;140;5398;77;1023;57;10;20;2;18;89.0;96.0;56.0;73.0;88.0;94.0;47.0;76.0;247.0;109.0;101.0;4.3;19.0;415.0;1023.0;439.0
636;Aeratietanks;Nederland;2000;703731;335445;128600;31475;4796;60611;8291;163954;24281;431;9793;222;2274;476;185;46;7;221;703731;37229;5232;15805;1128;8110;1910;35321;3846;226;4996;60;1019;47;6;18;2;31;90.0;97.0;60.0;74.0;89.0;96.0;50.0;76.0;;;;;;;;
637;Aeratietanks;Nederland;2001;750429;329714;122505;30595;4868;61918;8903;173600;26124;520;10104;233;2349;459;175;42;7;215;750429;38796;5657;16277;1149;9188;2139;38481;4563;249;5167;58;1065;46;6;18;2;15;90.0;96.0;57.0;75.0;88.0;95.0;47.0;76.0;231.0;86.0;95.0;4.4;14.0;446.0;1161.0;438.0
638;Aeratietanks;Nederland;2002;729684;333557;122255;31033;4964;49571;7910;168936;21566;379;8874;176;2352;489;183;46;7;211;729684;36785;5151;15287;1128;7789;1768;39838;3124;148;3937;49;1017;47;6;16;2;15;90.0;97.0;64.0;76.0;89.0;96.0;51.0;77.0;;;;;;;;
639;Aeratietanks;Nederland;2003;590149;311587;117750;27972;4583;52508;6323;129038;18836;463;8879;259;2259;529;203;49;8;254;590149;30982;4135;12651;1080;6231;1491;24488;3253;196;3536;85;1040;47;6;16;2;13;91.0;97.0;68.0;76.0;90.0;96.0;55.0;76.0;214.0;82.0;104.0;4.3;19.0;368.0;879.0;382.0
640;Aeratietanks;Nederland;2004;626987;317066;121319;28154;4692;51605;5788;148264;18087;458;7951;156;2266;512;199;47;7;237;626987;29719;3914;12506;962;4426;871;25360;2140;99;3545;43;1017;46;5;15;2;17;91.0;97.0;68.0;79.0;91.0;97.0;56.0;79.0;;;;;;;;
641;Aeratietanks;Nederland;2005;662302;346226;129329;30749;5044;59033;6554;170826;15121;756;8257;146;2435;537;205;49;8;240;662302;32861;4052;12186;996;5422;1321;34300;2015;89;3643;31;1064;46;5;14;2;12;91.0;97.0;71.0;80.0;91.0;97.0;60.0;80.0;199.0;80.0;102.0;4.4;22.0;378.0;905.0;347.0
642;Aeratietanks;Nederland;2006;675529;348670;126771;31935;5232;57381;6210;153844;16153;399;7703;155;2152;539;205;50;8;240;675529;31073;3784;9607;988;4155;1103;30828;2149;96;3513;44;963;45;5;13;2;12;91.0;97.0;75.0;80.0;91.0;97.0;70.0;81.0;;;;;;;;
643;Aeratietanks;Nederland;2007;705219;338852;124307;31175;5172;55482;7030;161571;16608;291;8682;119;2152;487;184;46;7;224;705219;28509;3102;7563;848;4154;1281;32491;1692;94;4053;28;883;42;4;11;1;10;91.0;97.0;76.0;80.0;92.0;98.0;76.0;84.0;143.0;57.0;96.0;4.6;20.0;447.0;1130.0;284.0
644;Aeratietanks;Nederland;2008;658200;338835;129296;31248;5167;53710;5662;171768;17743;185;8092;127;2032;525;204;50;8;230;658200;26517;2588;6693;881;3247;789;29071;2261;66;3688;37;842;42;4;11;1;10;92.0;98.0;78.0;82.0;92.0;98.0;79.0;83.0;;;;;;;;
645;Aeratietanks;Nederland;2009;670033;352493;136571;32548;5426;60762;6019;161077;15171;242;8013;106;2157;550;217;51;8;242;670033;26409;2612;6314;818;3723;870;29267;1374;59;3593;27;949;42;4;10;1;9;92.0;98.0;79.0;83.0;93.0;98.0;81.0;85.0;148.0;67.0;103.0;4.2;19.0;630.0;1469.0;322.0
646;Aeratietanks;Nederland;2010;697529;347768;136067;31994;4944;55146;6889;176240;14157;325;9029;126;2301;535;208;48;7;239;697529;27464;2862;6718;775;3423;1094;33842;1601;84;4362;32;1126;42;5;10;1;9;92.0;98.0;78.0;83.0;92.0;98.0;79.0;84.0;;;;;;;;
647;Aeratietanks;Nederland;2011;693944;347936;135814;32384;4936;53883;6409;159317;16051;231;8920;119;1937;527;207;48;7;241;693944;27240;2699;6390;765;3018;978;28776;1331;44;4784;28;865;41;4;10;1;9;92.0;98.0;80.0;84.0;92.0;98.0;80.0;84.0;139.0;52.0;101.0;4.1;23.0;396.0;935.0;274.0
648;Aeratietanks;Nederland;2012;708661;347133;136075;32190;4818;51212;6531;148671;13339;233;7182;95;2182;530;211;48;7;237;708661;26523;2840;6394;820;3468;972;32602;1706;66;3206;18;1150;39;4;9;1;8;92.0;98.0;80.0;83.0;92.0;98.0;80.0;83.0;149.0;57.0;;6.3;;301.0;696.0;
649;Aeratietanks;Nederland;2013;674747;342209;139612;32152;4774;61333;6189;151988;14619;264;5735;112;2311;527;215;48;7;249;674747;25963;2465;6201;825;4158;1027;34043;1124;46;3522;19;1185;40;4;9;1;8;92.0;98.0;81.0;82.0;92.0;98.0;81.0;83.0;156.0;70.0;105.0;4.0;21.0;423.0;845.0;227.0
650;Aeratietanks;Eems;1981;32446;10642;3634;1233;302;2472;387;11560;3080;39;347;44;41;328;112;38;9;169;32446;1924;227;600;211;742;155;3468;1232;15;243;13;21;59;7;19;7;0;82.0;94.0;51.0;30.0;82.0;94.0;51.0;30.0;;;124.0;;;;;
651;Aeratietanks;Eems;1985;34125;11768;3687;1221;282;2490;256;7255;2798;19;294;28;49;347;86;32;8;190;34125;2034;143;994;201;747;102;2177;1119;8;205;9;24;60;4;28;6;0;83.0;95.0;29.0;25.0;83.0;96.0;19.0;29.0;300.0;41.0;69.0;3.6;25.0;157.0;1020.0;325.0
652;Aeratietanks;Eems;1990;33592;12538;4060;1271;194;3229;328;7638;1768;31;369;40;322;446;147;51;8;214;33592;2058;236;780;95;665;111;2154;461;12;220;12;161;66;7;22;3;0;85.0;95.0;52.0;60.0;84.0;94.0;39.0;51.0;255.0;82.0;;3.9;17.0;351.0;947.0;339.0
653;Aeratietanks;Eems;1991;33128;11822;3918;1337;166;3832;586;7865;1907;33;344;34;58;331;103;37;5;223;33128;2401;290;949;102;717;192;2186;444;13;198;10;29;74;8;28;3;0;77.0;93.0;26.0;40.0;80.0;93.0;29.0;38.0;218.0;69.0;124.0;4.1;18.0;575.0;1562.0;325.0
654;Aeratietanks;Eems;1992;35706;11934;4015;1265;174;3032;611;6805;1515;23;281;23;43;310;98;32;5;228;35706;2144;214;816;92;509;192;1864;312;9;156;7;21;67;6;23;3;18;78.0;94.0;28.0;44.0;82.0;95.0;35.0;47.0;;;;;;;;
655;Aeratietanks;Eems;1993;36786;11873;3847;1233;176;2337;458;10935;1777;27;228;19;343;305;93;33;5;234;36786;2403;317;867;81;1379;151;2711;1012;11;123;6;279;71;9;22;2;0;77.0;92.0;32.0;51.0;80.0;92.0;30.0;54.0;277.0;87.0;137.0;4.3;18.0;310.0;872.0;340.0
656;Aeratietanks;Eems;1994;40323;13951;4670;1532;209;2194;209;5961;1251;27;242;15;151;358;119;38;5;376;40323;3417;515;1085;94;263;42;1431;150;11;116;4;75;97;13;27;3;30;73.0;89.0;30.0;48.0;76.0;89.0;29.0;55.0;;;;;;;;
657;Aeratietanks;Eems;1995;38581;11846;4135;1341;185;2548;227;6117;1069;16;185;10;45;321;110;35;5;266;38581;2808;349;921;61;255;43;1468;128;6;92;3;23;82;9;23;2;24;74.0;92.0;33.0;59.0;76.0;92.0;31.0;67.0;326.0;113.0;103.0;3.5;;;;948.0
658;Aeratietanks;Eems;1996;36166;11997;4372;1243;168;2770;324;5523;886;17;213;11;81;482;173;47;6;298;36166;2515;403;852;52;222;65;1215;98;7;105;3;41;81;11;27;2;27;82.0;93.0;41.0;68.0;79.0;91.0;31.0;69.0;;;;;;;;
659;Aeratietanks;Eems;1997;27265;11300;3999;1282;168;2740;261;7997;899;16;167;10;130;455;160;49;7;203;27265;2186;402;971;38;219;44;1599;108;6;78;3;65;87;15;33;2;28;81.0;91.0;34.0;70.0;81.0;90.0;24.0;78.0;326.0;115.0;149.0;3.9;9.0;456.0;1293.0;162.0
660;Aeratietanks;Eems;1998;33499;12139;4563;1239;183;2627;211;6478;747;11;173;6;117;350;130;38;5;242;33499;2232;401;867;50;284;44;1542;81;4;78;2;59;66;11;22;1;0;81.0;92.0;40.0;73.0;82.0;91.0;30.0;73.0;;;;;;;;
661;Aeratietanks;Eems;1999;23814;9672;3800;1097;135;3135;328;8199;1055;18;349;11;146;403;158;46;6;253;23814;1605;272;651;23;273;67;1730;115;7;167;3;73;63;9;24;1;0;84.0;95.0;47.0;82.0;83.0;93.0;41.0;83.0;294.0;110.0;140.0;4.5;;;;
662;Aeratietanks;Eems;2000;24225;9651;3664;1144;130;1439;157;4546;495;7;140;4;36;382;140;41;5;135;24225;1569;220;645;29;115;33;977;54;3;63;1;18;57;7;22;1;14;85.0;95.0;46.0;83.0;84.0;94.0;44.0;78.0;;;;;;;;
663;Aeratietanks;Eems;2001;37730;14342;5105;1600;186;2218;167;7467;603;10;136;7;99;338;118;38;5;104;37730;2672;377;851;51;215;35;1449;72;4;61;2;50;60;8;19;1;19;82.0;94.0;48.0;77.0;81.0;93.0;47.0;73.0;268.0;94.0;78.0;5.4;13.0;548.0;1423.0;647.0
664;Aeratietanks;Eems;2002;38405;14431;5183;1507;197;2851;317;9720;1249;23;404;10;67;469;172;54;7;121;38405;2412;373;877;38;290;71;2097;151;9;171;3;34;70;9;18;1;15;85.0;95.0;60.0;84.0;83.0;93.0;42.0;81.0;;;;;;;;
665;Aeratietanks;Eems;2003;33214;12847;5013;1313;177;4369;350;9291;1524;22;305;13;143;232;92;24;3;166;33214;2035;316;823;39;358;63;1635;248;9;125;4;72;35;5;12;1;13;87.0;95.0;63.0;84.0;84.0;94.0;37.0;78.0;274.0;107.0;110.0;4.4;9.0;442.0;11.0;335.0
666;Aeratietanks;Eems;2004;35828;13199;5082;1409;194;2161;159;4409;770;28;147;5;81;417;165;47;6;169;35828;1955;277;779;35;154;43;772;108;12;60;1;41;65;9;16;1;39;84.0;94.0;64.0;77.0;85.0;95.0;45.0;82.0;;;;;;;;
667;Aeratietanks;Eems;2005;31093;16254;5311;1459;209;3077;344;8111;701;22;251;6;101;474;169;49;7;168;31093;2083;298;725;44;201;67;1582;97;10;133;2;51;63;8;15;1;25;86.0;95.0;67.0;79.0;87.0;94.0;50.0;79.0;266.0;90.0;96.0;4.9;22.0;283.0;691.0;112.0
668;Aeratietanks;Eems;2006;17432;9885;3808;939;140;1783;179;6654;712;89;184;6;72;556;216;54;8;189;17432;896;103;174;27;80;31;945;73;35;77;2;36;49;6;11;1;15;91.0;97.0;79.0;83.0;91.0;97.0;82.0;81.0;;;;;;;;
