ID;Indelingen;Stroomgebieddistricten;Perioden;VolumeAfvalwater_1;ChemischZuurstofVerbruik_2;BiochemischZuurstofVerbruik_3;StikstofverbindingenAlsN_4;FosforverbindingenAlsP_5;Koper_6;Chroom_7;Zink_8;Lood_9;Cadmium_10;Nikkel_11;Kwik_12;Arseen_13;ChemischZuurstofVerbruik_14;BiochemischZuurstofVerbruik_15;StikstofverbindingenAlsN_16;FosforverbindingenAlsP_17;ZwevendStof_18;VolumeAfvalwater_19;ChemischZuurstofVerbruik_20;BiochemischZuurstofVerbruik_21;StikstofverbindingenAlsN_22;FosforverbindingenAlsP_23;Koper_24;Chroom_25;Zink_26;Lood_27;Cadmium_28;Nikkel_29;Kwik_30;Arseen_31;ChemischZuurstofVerbruik_32;BiochemischZuurstofVerbruik_33;StikstofverbindingenAlsN_34;FosforverbindingenAlsP_35;ZwevendStof_36;ChemischZuurstofVerbruik_37;BiochemischZuurstofVerbruik_38;StikstofverbindingenAlsN_39;FosforverbindingenAlsP_40;ChemischZuurstofVerbruik_41;BiochemischZuurstofVerbruik_42;StikstofverbindingenAlsN_43;FosforverbindingenAlsP_44;SlibbelastingCZV_45;SlibbelastingBZV_46;Slibindex_47;Slibconcentratie_48;Slibleeftijd_49;SpecifiekeSlibproductiePerVerwijdCZV_50;SpecifiekeSlibproductiePerVerwijdBZV_51;SpecifiekEnergieverbruikPerVerwTZV_52
5973;Cap. klasse NL: 50 000 tot 100 000 i.e.;Rijn-West;2007;175691;76174;27903;7559;1298;13830;1589;40324;5323;103;1671;38;728;452;165;45;8;200;175691;5885;546;1392;207;1048;273;6696;574;39;735;9;353;34;3;9;1;7;92.0;98.0;81.0;85.0;92.0;98.0;82.0;84.0;169.0;59.0;112.0;3.9;19.0;447.0;1236.0;362.0
5974;Cap. klasse NL: 50 000 tot 100 000 i.e.;Rijn-West;2008;173088;81086;30723;7975;1341;13913;1563;40428;4247;65;1385;35;661;487;182;47;8;210;173088;6403;736;1443;264;833;210;5887;494;19;601;9;300;37;4;9;1;9;92.0;98.0;82.0;81.0;92.0;98.0;82.0;80.0;;;;;;;;
5975;Cap. klasse NL: 50 000 tot 100 000 i.e.;Rijn-West;2009;152257;71830;27855;7087;1164;15243;1715;32249;3188;68;1447;36;550;496;192;48;8;218;152257;5786;647;1189;241;1007;354;5526;295;28;622;10;283;39;4;9;1;8;92.0;98.0;83.0;81.0;92.0;98.0;83.0;79.0;144.0;53.0;117.0;4.0;22.0;502.0;1197.0;370.0
5976;Cap. klasse NL: 50 000 tot 100 000 i.e.;Rijn-West;2010;158728;72582;28251;7052;1082;13953;1595;32964;3291;68;1161;30;595;487;190;46;7;222;158728;5964;676;1229;206;863;247;5903;286;21;558;10;287;36;4;8;1;8;92.0;97.0;83.0;83.0;92.0;98.0;83.0;81.0;;;;;;;;
5977;Cap. klasse NL: 50 000 tot 100 000 i.e.;Rijn-West;2011;158771;75271;30254;7225;1089;13108;1717;29403;3046;53;1343;22;575;492;197;46;7;237;158771;5937;682;1192;213;735;200;5619;325;13;573;6;256;37;4;8;1;8;92.0;98.0;84.0;81.0;92.0;98.0;84.0;80.0;111.0;43.0;106.0;4.0;23.0;465.0;1046.0;331.0
5978;Cap. klasse NL: 50 000 tot 100 000 i.e.;Rijn-West;2012;173219;78230;31247;7462;1124;12676;1861;33133;3279;75;1238;29;652;478;192;45;7;222;173219;5690;653;1216;199;953;237;7332;411;20;554;8;322;33;4;7;1;8;93.0;98.0;85.0;83.0;93.0;98.0;84.0;82.0;131.0;44.0;;4.2;;;;
5979;Cap. klasse NL: 50 000 tot 100 000 i.e.;Rijn-West;2013;162050;77354;31550;7290;1102;14390;1790;32265;2762;58;1406;28;741;498;203;46;7;225;162050;5736;842;1133;220;1061;221;7105;242;15;552;6;348;35;5;7;1;7;93.0;98.0;85.0;82.0;93.0;97.0;84.0;80.0;126.0;57.0;106.0;3.9;21.0;418.0;983.0;339.0
5980;Cap. klasse NL: 50 000 tot 100 000 i.e.;Schelde;1981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
5981;Cap. klasse NL: 50 000 tot 100 000 i.e.;Schelde;1985;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
5982;Cap. klasse NL: 50 000 tot 100 000 i.e.;Schelde;1990;10178;7466;2530;658;159;475;51;896;195;3;60;2;20;702;232;57;12;214;10178;1070;170;328;91;98;17;253;51;1;36;0;10;69;10;21;6;11;85.0;92.0;46.0;46.0;86.0;93.0;50.0;43.0;251.0;73.0;135.0;4.3;33.0;401.0;1107.0;324.0
5983;Cap. klasse NL: 50 000 tot 100 000 i.e.;Schelde;1991;15760;7677;2450;703;160;1331;150;3911;577;11;152;4;66;548;175;51;11;223;15760;1384;222;382;90;249;49;1087;134;4;88;1;33;76;11;22;5;20;84.0;92.0;51.0;48.0;82.0;91.0;46.0;44.0;143.0;34.0;164.0;4.3;38.0;339.0;1057.0;407.0
5984;Cap. klasse NL: 50 000 tot 100 000 i.e.;Schelde;1992;16465;10365;2987;880;168;1199;179;4453;623;9;145;4;93;562;166;63;9;228;16465;1210;199;357;76;201;56;1220;128;4;80;1;47;64;9;19;4;14;87.0;94.0;59.0;58.0;88.0;93.0;59.0;55.0;;;;;;;;
5985;Cap. klasse NL: 50 000 tot 100 000 i.e.;Schelde;1993;16966;8236;2486;728;133;1676;637;4137;1402;18;325;6;129;490;144;46;9;221;16966;974;133;310;41;218;286;1042;113;8;198;2;78;54;6;17;3;18;88.0;96.0;61.0;69.0;88.0;95.0;57.0;69.0;143.0;41.0;133.0;3.1;24.0;379.0;1178.0;746.0
5986;Cap. klasse NL: 50 000 tot 100 000 i.e.;Schelde;1994;18449;8389;2644;801;118;2255;692;7856;1431;19;410;10;221;471;142;47;7;284;18449;1152;166;354;47;395;401;1468;224;7;214;3;113;58;7;18;3;16;86.0;95.0;58.0;65.0;86.0;94.0;56.0;60.0;;;;;;;;
5987;Cap. klasse NL: 50 000 tot 100 000 i.e.;Schelde;1995;16501;6791;2174;705;100;1318;385;4326;666;16;185;7;121;422;134;43;7;254;16501;767;82;307;20;263;121;723;120;3;103;4;56;46;4;18;2;13;88.0;96.0;55.0;72.0;89.0;96.0;56.0;80.0;247.0;67.0;100.0;3.0;21.0;449.0;1353.0;380.0
5988;Cap. klasse NL: 50 000 tot 100 000 i.e.;Schelde;1996;12589;6066;2298;617;87;1345;139;3538;398;8;189;9;80;506;187;53;8;426;12589;647;91;280;19;137;61;637;55;4;94;3;36;49;6;20;2;14;90.0;97.0;59.0;72.0;89.0;96.0;55.0;78.0;;;;;;;;
5989;Cap. klasse NL: 50 000 tot 100 000 i.e.;Schelde;1997;15084;7250;2912;737;103;1195;231;3187;253;6;166;2;80;506;207;52;7;1510;15084;930;135;312;23;307;116;1123;47;2;79;1;42;71;10;18;2;218;87.0;96.0;64.0;72.0;87.0;95.0;58.0;77.0;116.0;44.0;92.0;4.1;30.0;460.0;977.0;323.0
5990;Cap. klasse NL: 50 000 tot 100 000 i.e.;Schelde;1998;21379;7154;2698;782;113;1309;490;5040;644;8;220;8;197;352;135;40;6;158;21379;1071;147;325;30;311;321;1162;125;2;135;2;86;48;6;13;2;11;86.0;96.0;66.0;71.0;85.0;95.0;58.0;74.0;;;;;;;;
5991;Cap. klasse NL: 50 000 tot 100 000 i.e.;Schelde;1999;20372;7776;2810;784;108;1153;295;4153;478;7;217;2;187;379;141;40;6;161;20372;1086;143;325;28;327;145;1122;131;4;122;1;72;49;5;13;2;12;87.0;96.0;65.0;72.0;86.0;95.0;59.0;74.0;129.0;37.0;95.0;4.1;27.0;555.0;1330.0;302.0
5992;Cap. klasse NL: 50 000 tot 100 000 i.e.;Schelde;2000;19457;7147;2669;729;99;2069;358;4358;1029;24;323;3;135;363;138;37;5;156;19457;1058;126;320;23;178;77;1624;116;10;108;1;77;51;6;14;1;13;86.0;96.0;62.0;72.0;85.0;95.0;56.0;76.0;;;;;;;;
5993;Cap. klasse NL: 50 000 tot 100 000 i.e.;Schelde;2001;21191;7755;2625;754;109;2272;389;4890;1022;15;228;3;119;388;135;38;6;177;21191;1101;142;319;31;215;76;1059;114;6;86;0;47;51;6;13;2;12;86.0;95.0;64.0;68.0;86.0;95.0;58.0;72.0;160.0;47.0;108.0;3.2;29.0;375.0;992.0;281.0
5994;Cap. klasse NL: 50 000 tot 100 000 i.e.;Schelde;2002;20832;8154;2976;815;117;3203;557;5585;1052;28;261;5;232;417;159;42;6;188;20832;1073;148;320;30;251;121;986;113;10;89;2;116;52;6;13;2;12;87.0;96.0;68.0;70.0;87.0;95.0;61.0;75.0;;;;;;;;
5995;Cap. klasse NL: 50 000 tot 100 000 i.e.;Schelde;2003;19077;7963;3281;809;130;6261;406;4885;1062;31;401;13;281;465;194;48;7;184;19077;1132;177;342;31;539;81;1123;154;13;161;4;181;57;7;16;2;17;88.0;96.0;66.0;74.0;86.0;95.0;58.0;76.0;150.0;59.0;122.0;3.4;21.0;408.0;880.0;328.0
5996;Cap. klasse NL: 50 000 tot 100 000 i.e.;Schelde;2004;19000;7935;3148;804;124;4049;250;3960;637;19;265;7;114;412;164;43;7;154;19000;1308;209;382;34;295;50;715;81;7;105;2;60;63;8;16;2;21;85.0;95.0;63.0;71.0;84.0;93.0;52.0;72.0;;;;;;;;
5997;Cap. klasse NL: 50 000 tot 100 000 i.e.;Schelde;2005;19664;9626;3819;979;154;2383;273;5201;807;16;293;4;175;437;170;46;7;179;19664;1365;173;361;38;272;74;1184;98;5;119;1;76;56;6;13;2;12;88.0;97.0;72.0;75.0;86.0;95.0;63.0;75.0;198.0;74.0;97.0;3.6;26.0;323.0;821.0;340.0
5998;Cap. klasse NL: 50 000 tot 100 000 i.e.;Schelde;2006;20449;8788;3195;892;143;2080;312;3939;631;11;253;5;118;411;146;43;7;175;20449;1155;133;276;34;77;54;726;92;5;121;2;54;51;5;12;2;13;87.0;97.0;72.0;73.0;87.0;96.0;69.0;76.0;;;;;;;;
5999;Cap. klasse NL: 50 000 tot 100 000 i.e.;Schelde;2007;22961;7956;2904;870;138;1909;323;4305;909;12;333;4;149;356;127;40;6;144;22961;1114;104;225;34;111;47;665;78;5;150;1;73;47;4;9;2;11;86.0;97.0;76.0;73.0;86.0;96.0;74.0;75.0;148.0;52.0;107.0;4.0;27.0;404.0;1023.0;226.0
6000;Cap. klasse NL: 50 000 tot 100 000 i.e.;Schelde;2008;21335;7694;2772;861;140;1503;436;4667;889;8;560;4;172;366;127;40;7;185;21335;869;92;210;33;130;64;688;181;3;232;1;83;39;3;9;2;9;90.0;98.0;77.0;75.0;89.0;97.0;76.0;76.0;;;;;;;;
6001;Cap. klasse NL: 50 000 tot 100 000 i.e.;Schelde;2009;20456;8241;3044;869;139;2318;348;3061;444;6;318;3;94;409;150;44;7;189;20456;871;100;205;23;205;60;588;89;4;158;2;45;44;5;10;1;13;89.0;97.0;77.0;80.0;89.0;97.0;76.0;84.0;164.0;63.0;107.0;4.0;17.0;543.0;1346.0;253.0
6002;Cap. klasse NL: 50 000 tot 100 000 i.e.;Schelde;2010;23240;8318;3284;877;122;1036;124;3481;581;6;178;3;135;362;146;39;5;142;23240;1067;161;226;28;95;38;805;116;5;122;1;93;45;6;9;1;14;88.0;96.0;76.0;74.0;87.0;95.0;74.0;77.0;;;;;;;;
6003;Cap. klasse NL: 50 000 tot 100 000 i.e.;Schelde;2011;21633;8893;3279;925;128;1002;116;2762;247;5;166;2;149;438;160;46;6;203;21633;897;109;181;33;50;28;460;85;3;72;1;77;45;5;9;2;14;90.0;97.0;82.0;76.0;90.0;97.0;80.0;74.0;166.0;63.0;113.0;3.9;19.0;445.0;1121.0;197.0
6004;Cap. klasse NL: 50 000 tot 100 000 i.e.;Schelde;2012;24946;8586;3055;900;131;1430;128;5218;463;8;269;4;316;353;125;37;6;151;24946;1072;143;213;45;154;38;1561;157;6;145;2;182;43;5;8;2;10;89.0;96.0;79.0;71.0;88.0;95.0;76.0;66.0;177.0;60.0;;;;;;
6005;Cap. klasse NL: 50 000 tot 100 000 i.e.;Schelde;2013;22960;8725;3040;888;125;1032;96;2973;269;4;99;1;170;406;142;40;6;168;22960;1070;134;201;35;73;15;1006;19;1;29;0;90;46;4;9;2;8;89.0;96.0;79.0;75.0;88.0;96.0;77.0;72.0;164.0;59.0;108.0;3.9;22.0;433.0;1145.0;213.0
6006;Cap. klasse NL: 50 000 tot 100 000 i.e.;Maas;1981;26910;13663;4897;1415;394;2792;1211;8923;2180;41;665;15;51;522;189;54;15;169;26910;1236;168;541;235;838;484;2677;872;16;465;4;26;47;6;20;9;5;91.0;97.0;61.0;41.0;91.0;97.0;62.0;40.0;124.0;46.0;108.0;3.8;30.0;313.0;907.0;1480.0
6007;Cap. klasse NL: 50 000 tot 100 000 i.e.;Maas;1985;42847;23847;8472;2241;629;4487;1194;15364;3509;52;924;20;105;542;191;52;15;205;42847;3302;477;1128;411;1346;477;4609;1404;21;647;6;52;75;11;26;9;22;86.0;95.0;53.0;35.0;86.0;94.0;50.0;35.0;471.0;136.0;115.0;3.4;22.0;474.0;1512.0;314.0
6008;Cap. klasse NL: 50 000 tot 100 000 i.e.;Maas;1990;52872;30424;11467;2613;494;5076;1233;14608;2013;38;614;23;103;564;213;48;9;214;52872;4424;770;1138;229;1046;418;4120;525;15;366;7;52;74;12;21;4;35;86.0;94.0;57.0;53.0;85.0;93.0;56.0;54.0;786.0;353.0;168.0;3.1;15.0;514.0;1105.0;390.0
6009;Cap. klasse NL: 50 000 tot 100 000 i.e.;Maas;1991;50919;32504;11909;2816;497;4510;986;14659;2178;39;637;24;129;614;225;53;9;222;50919;3664;654;1417;215;843;322;4075;508;15;366;7;65;66;11;26;4;35;89.0;95.0;53.0;56.0;89.0;95.0;50.0;57.0;585.0;77.0;116.0;3.2;15.0;459.0;996.0;328.0
6010;Cap. klasse NL: 50 000 tot 100 000 i.e.;Maas;1992;57079;29914;10159;2626;456;4487;923;14309;1962;38;563;20;108;544;183;48;8;361;57079;3260;445;1008;178;754;290;3921;404;15;312;6;54;58;8;19;3;24;89.0;96.0;61.0;61.0;89.0;96.0;62.0;61.0;;;;;;;;
6011;Cap. klasse NL: 50 000 tot 100 000 i.e.;Maas;1993;61681;33045;11253;2949;473;5251;718;13278;1596;29;718;18;101;544;184;49;8;225;61681;3640;524;1268;180;933;157;2957;327;14;389;5;51;58;8;20;3;18;89.0;95.0;60.0;63.0;89.0;95.0;57.0;62.0;916.0;77.0;104.0;3.3;17.0;540.0;860.0;346.0
6012;Cap. klasse NL: 50 000 tot 100 000 i.e.;Maas;1994;67624;33350;10894;2905;470;6700;953;20244;1901;29;831;23;99;498;163;43;7;334;67624;4551;707;1317;184;1044;210;3736;445;12;471;7;49;61;9;19;3;22;87.0;94.0;57.0;63.0;86.0;94.0;55.0;61.0;;;;;;;;
6013;Cap. klasse NL: 50 000 tot 100 000 i.e.;Maas;1995;64355;30780;10409;2784;449;5602;886;15349;1644;31;680;19;99;471;158;42;7;260;64355;3300;431;1165;151;974;229;3311;395;11;398;6;44;50;6;17;2;11;89.0;96.0;60.0;65.0;89.0;96.0;58.0;66.0;1141.0;55.0;88.0;3.5;18.0;687.0;1010.0;428.0
6014;Cap. klasse NL: 50 000 tot 100 000 i.e.;Maas;1996;53083;29587;10596;2761;423;5175;929;12191;1405;25;656;16;101;531;191;49;7;285;53083;3211;399;1198;157;841;176;2779;235;10;341;5;46;54;7;21;3;14;90.0;96.0;59.0;63.0;89.0;96.0;57.0;63.0;;;;;;;;
6015;Cap. klasse NL: 50 000 tot 100 000 i.e.;Maas;1997;52040;28921;10883;2437;374;6072;919;12397;1329;33;930;16;119;555;206;46;7;756;52040;2625;356;1002;147;1011;286;2738;376;13;495;4;56;49;6;19;3;23;91.0;97.0;61.0;61.0;91.0;97.0;59.0;61.0;976.0;160.0;92.0;3.6;18.0;533.0;850.0;435.0
6016;Cap. klasse NL: 50 000 tot 100 000 i.e.;Maas;1998;63465;28995;10882;2516;376;6163;1200;16198;1473;31;799;17;132;468;175;40;6;233;63465;3026;476;1042;137;613;254;3578;211;11;385;5;63;46;7;16;2;9;90.0;96.0;61.0;63.0;90.0;96.0;59.0;64.0;;;;;;;;
6017;Cap. klasse NL: 50 000 tot 100 000 i.e.;Maas;1999;67702;32397;11373;2839;434;7164;2080;18547;2015;30;2562;19;199;464;162;40;6;242;67702;3065;453;1082;134;1895;364;3755;423;10;853;4;95;41;6;14;2;9;91.0;96.0;64.0;68.0;91.0;96.0;62.0;69.0;1743.0;241.0;91.0;3.4;27.0;487.0;1045.0;425.0
6018;Cap. klasse NL: 50 000 tot 100 000 i.e.;Maas;2000;68288;28299;10862;2616;395;5729;1159;15084;1563;31;899;17;177;421;161;39;6;216;68288;2680;397;873;119;1013;298;3270;323;13;412;4;87;39;6;13;2;10;91.0;97.0;68.0;69.0;91.0;96.0;67.0;70.0;;;;;;;;
6019;Cap. klasse NL: 50 000 tot 100 000 i.e.;Maas;2001;72025;28021;10564;2610;411;6445;1057;17790;3143;44;863;15;162;430;161;40;6;206;72025;2444;311;742;111;792;220;2726;427;23;430;4;76;36;5;11;2;7;91.0;97.0;71.0;72.0;91.0;97.0;72.0;73.0;102.0;45.0;94.0;3.8;18.0;;920.0;380.0
6020;Cap. klasse NL: 50 000 tot 100 000 i.e.;Maas;2002;68785;28899;10180;2713;420;5409;759;15837;1692;32;766;14;150;437;153;40;6;211;68785;2478;284;665;129;735;147;2874;212;11;340;3;70;36;4;10;2;8;92.0;97.0;75.0;68.0;91.0;97.0;75.0;69.0;;;;;;;;
6021;Cap. klasse NL: 50 000 tot 100 000 i.e.;Maas;2003;57719;29418;10920;2664;430;4564;1068;12918;1239;36;749;13;135;566;210;50;8;252;57719;2107;220;525;128;469;140;2194;208;13;301;4;66;39;4;10;2;7;93.0;98.0;80.0;70.0;93.0;98.0;80.0;70.0;109.0;42.0;107.0;4.2;21.0;420.0;840.0;420.0
6022;Cap. klasse NL: 50 000 tot 100 000 i.e.;Maas;2004;63517;34436;13099;2909;468;5188;629;15384;1430;62;694;16;110;564;213;47;8;228;63517;2723;330;623;141;509;83;3038;117;6;333;3;49;43;5;10;2;7;92.0;98.0;78.0;69.0;92.0;97.0;79.0;70.0;;;;;;;;
6023;Cap. klasse NL: 50 000 tot 100 000 i.e.;Maas;2005;60980;31872;11962;2730;445;4306;596;13231;1112;55;721;11;93;528;199;45;7;232;60980;2461;259;577;123;389;118;2745;89;5;299;2;36;39;4;9;2;6;93.0;98.0;79.0;70.0;92.0;98.0;79.0;72.0;123.0;41.0;107.0;4.2;23.0;463.0;1042.0;358.0
6024;Cap. klasse NL: 50 000 tot 100 000 i.e.;Maas;2006;61151;30084;11535;2646;440;4600;694;13452;1147;32;603;13;120;494;191;44;7;223;61151;2314;221;528;116;309;125;2425;62;5;258;3;56;37;3;9;2;6;93.0;98.0;80.0;73.0;92.0;98.0;80.0;74.0;;;;;;;;
6025;Cap. klasse NL: 50 000 tot 100 000 i.e.;Maas;2007;69311;31005;11989;2728;451;4916;840;15900;1110;24;915;10;127;474;184;41;7;236;69311;2150;259;536;121;505;122;3188;76;5;299;2;56;32;4;8;2;5;93.0;97.0;78.0;75.0;93.0;98.0;80.0;73.0;114.0;47.0;98.0;5.2;21.0;550.0;901.0;293.0
6026;Cap. klasse NL: 50 000 tot 100 000 i.e.;Maas;2008;63003;29571;11528;2733;439;4981;522;16806;1182;21;672;10;123;473;184;43;7;234;63003;2195;240;539;132;524;79;3197;81;4;289;3;54;34;4;9;2;6;93.0;98.0;80.0;69.0;93.0;98.0;80.0;70.0;;;;;;;;
6027;Cap. klasse NL: 50 000 tot 100 000 i.e.;Maas;2009;60785;30718;12327;2747;435;6072;647;16595;1264;18;679;10;153;511;204;47;7;221;60785;2363;243;518;112;472;78;2995;66;3;323;2;71;38;4;9;2;6;92.0;98.0;78.0;73.0;92.0;98.0;81.0;74.0;110.0;60.0;100.0;3.8;23.0;557.0;706.0;395.0
6028;Cap. klasse NL: 50 000 tot 100 000 i.e.;Maas;2010;63331;32126;12342;2757;415;5140;584;14961;1035;26;801;11;92;512;196;43;7;199;63331;2357;251;511;97;366;108;3331;69;6;336;3;47;37;4;9;2;7;93.0;98.0;80.0;74.0;93.0;98.0;81.0;77.0;;;;;;;;
6029;Cap. klasse NL: 50 000 tot 100 000 i.e.;Maas;2011;64568;32768;13078;2907;433;5950;525;16343;1215;36;700;12;117;525;210;46;7;214;64568;2312;247;440;89;316;98;2884;56;14;364;4;56;37;4;7;2;18;93.0;98.0;84.0;76.0;93.0;98.0;85.0;79.0;121.0;46.0;99.0;3.9;21.0;544.0;927.0;365.0
6030;Cap. klasse NL: 50 000 tot 100 000 i.e.;Maas;2012;68053;33109;13169;2969;423;4966;548;14153;1023;28;620;10;109;526;210;47;7;207;68053;2315;285;443;75;313;90;2988;45;8;272;3;51;36;4;8;1;7;93.0;98.0;84.0;79.0;93.0;98.0;85.0;82.0;121.0;51.0;;;;;;
6031;Cap. klasse NL: 50 000 tot 100 000 i.e.;Maas;2013;62156;29173;12620;2819;406;4950;717;15038;1097;41;520;11;160;512;222;50;7;236;62156;1882;166;400;65;310;128;3039;109;18;280;3;95;33;3;8;1;7;93.0;99.0;84.0;79.0;94.0;99.0;86.0;84.0;114.0;110.0;92.0;4.6;21.0;551.0;865.0;369.0
6032;Cap. klasse NL: 100 000 tot 250 000 i.e.;Nederland;1981;282353;155124;62430;12938;4255;29569;20057;118743;34971;453;14016;247;665;585;237;48;15;171;282353;20828;3809;6219;2104;8871;8023;35623;13988;181;9811;74;333;80;16;23;8;13;84.0;92.0;50.0;42.0;87.0;94.0;52.0;51.0;578.0;201.0;163.0;3.7;24.0;352.0;811.0;1249.0
6033;Cap. klasse NL: 100 000 tot 250 000 i.e.;Nederland;1985;308389;173486;68128;15195;4179;37647;17816;138944;46441;945;10923;212;880;586;228;50;14;206;308389;22047;3216;7742;2221;11294;7127;41683;18576;378;7646;64;440;73;10;26;7;13;87.0;95.0;49.0;45.0;87.0;95.0;49.0;47.0;671.0;234.0;155.0;3.7;18.0;581.0;1354.0;439.0
6034;Cap. klasse NL: 100 000 tot 250 000 i.e.;Nederland;1990;411630;226175;83960;19583;3517;44804;16294;144064;26939;958;11848;244;1339;565;209;48;9;213;411630;28153;4204;9150;1467;9230;5524;40626;7031;383;7061;73;669;69;10;22;4;19;87.0;95.0;53.0;56.0;88.0;95.0;53.0;58.0;449.0;151.0;204.0;3.6;13.0;458.0;1018.0;481.0
6035;Cap. klasse NL: 100 000 tot 250 000 i.e.;Nederland;1991;405928;236821;89571;20876;3775;45129;14649;142505;26679;937;9652;265;1392;583;221;51;9;218;405928;29787;4955;10035;1474;8439;4790;39616;6216;375;5550;80;696;71;12;24;4;28;87.0;94.0;53.0;59.0;87.0;94.0;52.0;61.0;539.0;163.0;125.0;3.5;13.0;477.0;1124.0;443.0
6036;Cap. klasse NL: 100 000 tot 250 000 i.e.;Nederland;1992;435689;241024;88519;21352;3592;44576;10186;152121;24703;1059;10011;247;1478;572;208;50;8;237;435689;28607;4464;9683;1403;7489;3198;41681;5089;424;5556;74;739;66;10;22;3;26;88.0;95.0;55.0;59.0;88.0;95.0;55.0;61.0;;;;;;;;
6037;Cap. klasse NL: 100 000 tot 250 000 i.e.;Nederland;1993;491334;266701;95758;22871;3898;44691;7783;130148;22265;500;16666;251;1597;552;197;47;8;238;491334;31356;4652;9893;1536;5439;2031;28395;2618;123;8896;50;747;63;9;20;3;13;88.0;95.0;57.0;61.0;88.0;95.0;57.0;61.0;447.0;114.0;118.0;3.7;15.0;502.0;1204.0;411.0
6038;Cap. klasse NL: 100 000 tot 250 000 i.e.;Nederland;1994;535705;265949;93235;22536;3800;42565;18772;139143;21408;510;12928;171;1523;517;182;43;7;343;535705;30484;4217;10151;1265;4696;2823;30324;2469;107;5194;44;774;56;7;19;2;11;88.0;95.0;56.0;65.0;89.0;95.0;55.0;67.0;;;;;;;;
6039;Cap. klasse NL: 100 000 tot 250 000 i.e.;Nederland;1995;508964;258936;93525;22900;3789;51906;13961;122549;21414;413;8293;227;1613;516;189;45;7;257;508964;26887;3594;9236;867;5518;1540;30938;2480;118;4118;54;739;51;7;18;2;18;90.0;96.0;61.0;77.0;90.0;96.0;60.0;77.0;472.0;126.0;101.0;3.9;17.0;459.0;1037.0;488.0
6040;Cap. klasse NL: 100 000 tot 250 000 i.e.;Nederland;1996;448524;257546;97789;22614;3648;45912;7725;120909;18349;386;9397;180;1307;579;218;51;8;297;448524;24772;4345;8538;804;4250;1392;28021;1732;116;4071;49;572;54;9;19;2;20;90.0;97.0;63.0;78.0;90.0;96.0;62.0;78.0;;;;;;;;
6041;Cap. klasse NL: 100 000 tot 250 000 i.e.;Nederland;1997;452085;246918;98964;22577;3354;41553;5273;102739;14504;222;5756;130;1338;549;217;50;7;425;452085;21874;2510;8120;721;4145;1268;22378;2203;82;2864;37;615;47;5;18;2;21;91.0;97.0;65.0;79.0;91.0;97.0;64.0;78.0;376.0;98.0;110.0;4.1;17.0;503.0;1118.0;447.0
6042;Cap. klasse NL: 100 000 tot 250 000 i.e.;Nederland;1998;610986;264545;96224;24530;3781;45164;6447;145764;21068;234;6702;159;2013;453;167;42;6;209;610986;28285;3367;9059;814;5419;1743;34482;2448;85;3344;42;1001;51;7;15;1;43;88.0;95.0;63.0;78.0;89.0;97.0;63.0;78.0;;;;;;;;
6043;Cap. klasse NL: 100 000 tot 250 000 i.e.;Nederland;1999;537343;252303;93419;23139;3503;50403;6489;146730;20190;340;7588;158;1848;476;177;44;7;253;537343;24829;3200;7873;698;5999;1797;31669;3237;151;4206;44;880;50;8;14;1;15;89.0;95.0;67.0;79.0;90.0;97.0;66.0;80.0;387.0;120.0;98.0;4.2;18.0;450.0;1076.0;501.0
6044;Cap. klasse NL: 100 000 tot 250 000 i.e.;Nederland;2000;549787;258999;97700;23924;3682;42494;6511;124977;16925;289;5308;149;1594;478;180;44;7;212;549787;22698;2502;6885;643;4128;1543;25640;2368;113;2542;42;695;40;4;12;1;54;91.0;97.0;72.0;82.0;91.0;97.0;71.0;83.0;;;;;;;;
6045;Cap. klasse NL: 100 000 tot 250 000 i.e.;Nederland;2001;575906;269134;100587;24344;3825;46285;5039;135239;17407;219;5929;137;1668;478;179;43;7;214;575906;23602;2426;6988;670;4548;1035;27301;2414;80;2854;36;833;40;4;12;1;33;91.0;98.0;72.0;82.0;91.0;98.0;71.0;82.0;158.0;62.0;96.0;4.2;21.0;429.0;1094.0;403.0
6046;Cap. klasse NL: 100 000 tot 250 000 i.e.;Nederland;2002;574938;282057;105437;25448;4110;41811;4810;150055;16043;218;5337;175;1648;492;184;45;7;219;574938;24367;2647;6778;690;4240;1021;29505;2253;80;2456;49;759;41;4;11;1;22;91.0;98.0;74.0;83.0;91.0;97.0;73.0;83.0;;;;;;;;
6047;Cap. klasse NL: 100 000 tot 250 000 i.e.;Nederland;2003;507137;271123;100112;24721;4101;39690;4323;132468;12893;200;4982;121;1769;539;201;49;8;253;507137;20964;2286;5340;605;3903;602;22738;1808;69;1979;29;835;41;4;10;1;12;92.0;98.0;79.0;85.0;92.0;98.0;78.0;85.0;151.0;58.0;101.0;4.4;23.0;438.0;1118.0;432.0
