ID;Rijkswegen;Perioden;VerkeersintensiteitenRijkswegen_1
3755;Rijksweg 59 (A59 en N59);2011 december;1438.0
3756;Rijksweg 59 (A59 en N59);2011;1565.0
3757;Rijksweg 59 (A59 en N59);2012 januari;1445.0
3758;Rijksweg 59 (A59 en N59);2012 februari;1416.0
3759;Rijksweg 59 (A59 en N59);2012 maart;1592.0
3760;Rijksweg 59 (A59 en N59);2012 april;1583.0
3761;Rijksweg 59 (A59 en N59);2012 mei;1655.0
3762;Rijksweg 59 (A59 en N59);2012 juni;1658.0
3763;Rijksweg 59 (A59 en N59);2012 juli;1489.0
3764;Rijksweg 59 (A59 en N59);2012 augustus;1661.0
3765;Rijksweg 59 (A59 en N59);2012 september;1674.0
3766;Rijksweg 59 (A59 en N59);2012 oktober;1701.0
3767;Rijksweg 59 (A59 en N59);2012 november;1625.0
3768;Rijksweg 59 (A59 en N59);2012 december;1392.0
3769;Rijksweg 59 (A59 en N59);2012;1574.0
3770;Rijksweg 59 (A59 en N59);2013 januari;1424.0
3771;Rijksweg 59 (A59 en N59);2013 februari;1517.0
3772;Rijksweg 59 (A59 en N59);2013 maart;1584.0
3773;Rijksweg 59 (A59 en N59);2013 april;1637.0
3774;Rijksweg 59 (A59 en N59);2013 mei;1684.0
3775;Rijksweg 59 (A59 en N59);2013 juni;1711.0
3776;Rijksweg 59 (A59 en N59);2013 juli;1579.0
3777;Rijksweg 59 (A59 en N59);2013 augustus;1684.0
3778;Rijksweg 59 (A59 en N59);2013 september;1702.0
3779;Rijksweg 59 (A59 en N59);2013 oktober;1698.0
3780;Rijksweg 59 (A59 en N59);2013 november;1637.0
3781;Rijksweg 59 (A59 en N59);2013 december;1456.0
3782;Rijksweg 59 (A59 en N59);2013;1610.0
3783;Rijksweg 59 (A59 en N59);2014 januari;1513.0
3784;Rijksweg 59 (A59 en N59);2014 februari;1558.0
3785;Rijksweg 59 (A59 en N59);2014 maart;1574.0
3786;Rijksweg 59 (A59 en N59);2014 april;1666.0
3787;Rijksweg 59 (A59 en N59);2014 mei;1671.0
3788;Rijksweg 59 (A59 en N59);2014 juni;1673.0
3789;Rijksweg 59 (A59 en N59);2014 juli;1645.0
3790;Rijksweg 59 (A59 en N59);2014 augustus;1555.0
3791;Rijksweg 59 (A59 en N59);2014 september;1741.0
3792;Rijksweg 59 (A59 en N59);2014 oktober;1725.0
3793;Rijksweg 59 (A59 en N59);2014 november;1628.0
3794;Rijksweg 59 (A59 en N59);2014 december;1448.0
3795;Rijksweg 59 (A59 en N59);2014;1616.0
3796;Rijksweg 59 (A59 en N59);2015 januari;1464.0
3797;Rijksweg 59 (A59 en N59);2015 februari;1502.0
3798;Rijksweg 59 (A59 en N59);2015 maart;1610.0
3799;Rijksweg 59 (A59 en N59);2015 april;1652.0
3800;Rijksweg 59 (A59 en N59);2015 mei;1612.0
3801;Rijksweg 59 (A59 en N59);2015 juni;1720.0
3802;Rijksweg 59 (A59 en N59);2015 juli;1682.0
3803;Rijksweg 59 (A59 en N59);2015 augustus;1528.0
3804;Rijksweg 59 (A59 en N59);2015 september;1691.0
3805;Rijksweg 59 (A59 en N59);2015 oktober;1701.0
3806;Rijksweg 59 (A59 en N59);2015 november;1658.0
3807;Rijksweg 59 (A59 en N59);2015 december;1522.0
3808;Rijksweg 59 (A59 en N59);2015;1612.0
3809;Rijksweg 59 (A59 en N59);2016 januari;1508.0
3810;Rijksweg 59 (A59 en N59);2016 februari;1561.0
3811;Rijksweg 59 (A59 en N59);2016 maart;1682.0
3812;Rijksweg 59 (A59 en N59);2016 april;1674.0
3813;Rijksweg 59 (A59 en N59);2016 mei;1682.0
3814;Rijksweg 59 (A59 en N59);2016 juni;1777.0
3815;Rijksweg 59 (A59 en N59);2016 juli;1731.0
3816;Rijksweg 59 (A59 en N59);2016 augustus;1609.0
3817;Rijksweg 59 (A59 en N59);2016 september;1748.0
3818;Rijksweg 59 (A59 en N59);2016 oktober;1734.0
3819;Rijksweg 59 (A59 en N59);2016 november;1725.0
3820;Rijksweg 59 (A59 en N59);2016 december;1551.0
3821;Rijksweg 59 (A59 en N59);2016;1665.0
3822;Rijksweg 59 (A59 en N59);2017 januari;1500.0
3823;Rijksweg 59 (A59 en N59);2017 februari;1574.0
3824;Rijksweg 59 (A59 en N59);2017 maart;1705.0
3825;Rijksweg 59 (A59 en N59);2017 april;1676.0
3826;Rijksweg 59 (A59 en N59);2017 mei;1741.0
3827;Rijksweg 59 (A59 en N59);2017 juni;1811.0
3828;Rijksweg 59 (A59 en N59);2017 juli;1734.0
3829;Rijksweg 59 (A59 en N59);2017 augustus;1650.0
3830;Rijksweg 59 (A59 en N59);2017 september;1822.0
3831;Rijksweg 59 (A59 en N59);2017 oktober;1820.0
3832;Rijksweg 59 (A59 en N59);2017 november;1767.0
3833;Rijksweg 59 (A59 en N59);2017 december;1537.0
3834;Rijksweg 59 (A59 en N59);2017;1695.0
3835;Rijksweg 59 (A59 en N59);2018 januari;1626.0
3836;Rijksweg 59 (A59 en N59);2018 februari;1631.0
3837;Rijksweg 59 (A59 en N59);2018 maart;1716.0
3838;Rijksweg 59 (A59 en N59);2018 april;1761.0
3839;Rijksweg 59 (A59 en N59);2018 mei;1787.0
3840;Rijksweg 59 (A59 en N59);2018 juni;1803.0
3841;Rijksweg 59 (A59 en N59);2018 juli;1707.0
3842;Rijksweg 59 (A59 en N59);2018 augustus;1736.0
3843;Rijksweg 59 (A59 en N59);2018 september;1823.0
3844;Rijksweg 59 (A59 en N59);2018 oktober;1856.0
3845;Rijksweg 59 (A59 en N59);2018 november;1850.0
3846;Rijksweg 59 (A59 en N59);2018 december;1592.0
3847;Rijksweg 59 (A59 en N59);2018;1741.0
3848;Rijksweg 61 (N61);2011 januari;
3849;Rijksweg 61 (N61);2011 februari;
3850;Rijksweg 61 (N61);2011 maart;
3851;Rijksweg 61 (N61);2011 april;
3852;Rijksweg 61 (N61);2011 mei;
3853;Rijksweg 61 (N61);2011 juni;
3854;Rijksweg 61 (N61);2011 juli;
3855;Rijksweg 61 (N61);2011 augustus;
3856;Rijksweg 61 (N61);2011 september;
3857;Rijksweg 61 (N61);2011 oktober;
3858;Rijksweg 61 (N61);2011 november;
3859;Rijksweg 61 (N61);2011 december;
3860;Rijksweg 61 (N61);2011;
3861;Rijksweg 61 (N61);2012 januari;382.0
3862;Rijksweg 61 (N61);2012 februari;385.0
3863;Rijksweg 61 (N61);2012 maart;445.0
3864;Rijksweg 61 (N61);2012 april;467.0
3865;Rijksweg 61 (N61);2012 mei;521.0
3866;Rijksweg 61 (N61);2012 juni;521.0
3867;Rijksweg 61 (N61);2012 juli;572.0
3868;Rijksweg 61 (N61);2012 augustus;640.0
3869;Rijksweg 61 (N61);2012 september;560.0
3870;Rijksweg 61 (N61);2012 oktober;537.0
3871;Rijksweg 61 (N61);2012 november;480.0
3872;Rijksweg 61 (N61);2012 december;416.0
3873;Rijksweg 61 (N61);2012;494.0
3874;Rijksweg 61 (N61);2013 januari;411.0
3875;Rijksweg 61 (N61);2013 februari;467.0
3876;Rijksweg 61 (N61);2013 maart;493.0
3877;Rijksweg 61 (N61);2013 april;557.0
3878;Rijksweg 61 (N61);2013 mei;565.0
3879;Rijksweg 61 (N61);2013 juni;571.0
3880;Rijksweg 61 (N61);2013 juli;643.0
3881;Rijksweg 61 (N61);2013 augustus;654.0
3882;Rijksweg 61 (N61);2013 september;579.0
3883;Rijksweg 61 (N61);2013 oktober;541.0
3884;Rijksweg 61 (N61);2013 november;549.0
3885;Rijksweg 61 (N61);2013 december;488.0
3886;Rijksweg 61 (N61);2013;544.0
3887;Rijksweg 61 (N61);2014 januari;501.0
3888;Rijksweg 61 (N61);2014 februari;526.0
3889;Rijksweg 61 (N61);2014 maart;542.0
3890;Rijksweg 61 (N61);2014 april;574.0
3891;Rijksweg 61 (N61);2014 mei;601.0
3892;Rijksweg 61 (N61);2014 juni;622.0
3893;Rijksweg 61 (N61);2014 juli;601.0
3894;Rijksweg 61 (N61);2014 augustus;623.0
3895;Rijksweg 61 (N61);2014 september;617.0
3896;Rijksweg 61 (N61);2014 oktober;611.0
3897;Rijksweg 61 (N61);2014 november;610.0
3898;Rijksweg 61 (N61);2014 december;529.0
3899;Rijksweg 61 (N61);2014;580.0
3900;Rijksweg 61 (N61);2015 januari;
3901;Rijksweg 61 (N61);2015 februari;
3902;Rijksweg 61 (N61);2015 maart;
3903;Rijksweg 61 (N61);2015 april;
3904;Rijksweg 61 (N61);2015 mei;
3905;Rijksweg 61 (N61);2015 juni;
3906;Rijksweg 61 (N61);2015 juli;
3907;Rijksweg 61 (N61);2015 augustus;
3908;Rijksweg 61 (N61);2015 september;
3909;Rijksweg 61 (N61);2015 oktober;
3910;Rijksweg 61 (N61);2015 november;
3911;Rijksweg 61 (N61);2015 december;
3912;Rijksweg 61 (N61);2015;
3913;Rijksweg 61 (N61);2016 januari;428.0
3914;Rijksweg 61 (N61);2016 februari;448.0
3915;Rijksweg 61 (N61);2016 maart;480.0
3916;Rijksweg 61 (N61);2016 april;493.0
3917;Rijksweg 61 (N61);2016 mei;529.0
3918;Rijksweg 61 (N61);2016 juni;516.0
3919;Rijksweg 61 (N61);2016 juli;579.0
3920;Rijksweg 61 (N61);2016 augustus;597.0
3921;Rijksweg 61 (N61);2016 september;547.0
3922;Rijksweg 61 (N61);2016 oktober;508.0
3923;Rijksweg 61 (N61);2016 november;492.0
3924;Rijksweg 61 (N61);2016 december;456.0
3925;Rijksweg 61 (N61);2016;506.0
3926;Rijksweg 61 (N61);2017 januari;449.0
3927;Rijksweg 61 (N61);2017 februari;472.0
3928;Rijksweg 61 (N61);2017 maart;498.0
3929;Rijksweg 61 (N61);2017 april;541.0
3930;Rijksweg 61 (N61);2017 mei;559.0
3931;Rijksweg 61 (N61);2017 juni;573.0
3932;Rijksweg 61 (N61);2017 juli;577.0
3933;Rijksweg 61 (N61);2017 augustus;630.0
3934;Rijksweg 61 (N61);2017 september;559.0
3935;Rijksweg 61 (N61);2017 oktober;544.0
3936;Rijksweg 61 (N61);2017 november;503.0
3937;Rijksweg 61 (N61);2017 december;458.0
3938;Rijksweg 61 (N61);2017;530.0
3939;Rijksweg 61 (N61);2018 januari;489.0
3940;Rijksweg 61 (N61);2018 februari;774.0
3941;Rijksweg 61 (N61);2018 maart;734.0
3942;Rijksweg 61 (N61);2018 april;744.0
3943;Rijksweg 61 (N61);2018 mei;782.0
3944;Rijksweg 61 (N61);2018 juni;781.0
3945;Rijksweg 61 (N61);2018 juli;821.0
3946;Rijksweg 61 (N61);2018 augustus;798.0
3947;Rijksweg 61 (N61);2018 september;745.0
3948;Rijksweg 61 (N61);2018 oktober;759.0
3949;Rijksweg 61 (N61);2018 november;715.0
3950;Rijksweg 61 (N61);2018 december;617.0
3951;Rijksweg 61 (N61);2018;730.0
3952;Rijksweg 65 (A65 en N65);2011 januari;1421.0
3953;Rijksweg 65 (A65 en N65);2011 februari;1568.0
3954;Rijksweg 65 (A65 en N65);2011 maart;1599.0
3955;Rijksweg 65 (A65 en N65);2011 april;1605.0
3956;Rijksweg 65 (A65 en N65);2011 mei;1617.0
3957;Rijksweg 65 (A65 en N65);2011 juni;1529.0
3958;Rijksweg 65 (A65 en N65);2011 juli;1387.0
3959;Rijksweg 65 (A65 en N65);2011 augustus;1374.0
3960;Rijksweg 65 (A65 en N65);2011 september;1588.0
3961;Rijksweg 65 (A65 en N65);2011 oktober;1506.0
3962;Rijksweg 65 (A65 en N65);2011 november;1517.0
3963;Rijksweg 65 (A65 en N65);2011 december;1384.0
3964;Rijksweg 65 (A65 en N65);2011;1507.0
3965;Rijksweg 65 (A65 en N65);2012 januari;1378.0
3966;Rijksweg 65 (A65 en N65);2012 februari;1323.0
3967;Rijksweg 65 (A65 en N65);2012 maart;1498.0
3968;Rijksweg 65 (A65 en N65);2012 april;1461.0
3969;Rijksweg 65 (A65 en N65);2012 mei;1530.0
3970;Rijksweg 65 (A65 en N65);2012 juni;1669.0
3971;Rijksweg 65 (A65 en N65);2012 juli;1362.0
3972;Rijksweg 65 (A65 en N65);2012 augustus;1564.0
3973;Rijksweg 65 (A65 en N65);2012 september;1634.0
3974;Rijksweg 65 (A65 en N65);2012 oktober;1667.0
3975;Rijksweg 65 (A65 en N65);2012 november;1639.0
3976;Rijksweg 65 (A65 en N65);2012 december;1394.0
3977;Rijksweg 65 (A65 en N65);2012;1510.0
3978;Rijksweg 65 (A65 en N65);2013 januari;1448.0
3979;Rijksweg 65 (A65 en N65);2013 februari;1489.0
3980;Rijksweg 65 (A65 en N65);2013 maart;1583.0
3981;Rijksweg 65 (A65 en N65);2013 april;1601.0
3982;Rijksweg 65 (A65 en N65);2013 mei;1614.0
3983;Rijksweg 65 (A65 en N65);2013 juni;1630.0
3984;Rijksweg 65 (A65 en N65);2013 juli;1400.0
3985;Rijksweg 65 (A65 en N65);2013 augustus;1528.0
3986;Rijksweg 65 (A65 en N65);2013 september;1671.0
3987;Rijksweg 65 (A65 en N65);2013 oktober;1680.0
3988;Rijksweg 65 (A65 en N65);2013 november;1645.0
3989;Rijksweg 65 (A65 en N65);2013 december;1481.0
3990;Rijksweg 65 (A65 en N65);2013;1564.0
3991;Rijksweg 65 (A65 en N65);2014 januari;1522.0
3992;Rijksweg 65 (A65 en N65);2014 februari;1596.0
3993;Rijksweg 65 (A65 en N65);2014 maart;1557.0
3994;Rijksweg 65 (A65 en N65);2014 april;1675.0
3995;Rijksweg 65 (A65 en N65);2014 mei;1607.0
3996;Rijksweg 65 (A65 en N65);2014 juni;1603.0
3997;Rijksweg 65 (A65 en N65);2014 juli;1564.0
3998;Rijksweg 65 (A65 en N65);2014 augustus;1461.0
3999;Rijksweg 65 (A65 en N65);2014 september;1722.0
4000;Rijksweg 65 (A65 en N65);2014 oktober;1732.0
4001;Rijksweg 65 (A65 en N65);2014 november;1671.0
4002;Rijksweg 65 (A65 en N65);2014 december;1529.0
4003;Rijksweg 65 (A65 en N65);2014;1603.0
4004;Rijksweg 65 (A65 en N65);2015 januari;1551.0
4005;Rijksweg 65 (A65 en N65);2015 februari;1587.0
4006;Rijksweg 65 (A65 en N65);2015 maart;1727.0
4007;Rijksweg 65 (A65 en N65);2015 april;1707.0
4008;Rijksweg 65 (A65 en N65);2015 mei;1627.0
4009;Rijksweg 65 (A65 en N65);2015 juni;1769.0
4010;Rijksweg 65 (A65 en N65);2015 juli;1629.0
4011;Rijksweg 65 (A65 en N65);2015 augustus;1385.0
4012;Rijksweg 65 (A65 en N65);2015 september;1723.0
4013;Rijksweg 65 (A65 en N65);2015 oktober;1761.0
4014;Rijksweg 65 (A65 en N65);2015 november;1719.0
4015;Rijksweg 65 (A65 en N65);2015 december;1550.0
4016;Rijksweg 65 (A65 en N65);2015;1644.0
4017;Rijksweg 65 (A65 en N65);2016 januari;1555.0
4018;Rijksweg 65 (A65 en N65);2016 februari;1599.0
4019;Rijksweg 65 (A65 en N65);2016 maart;1704.0
4020;Rijksweg 65 (A65 en N65);2016 april;1702.0
4021;Rijksweg 65 (A65 en N65);2016 mei;1647.0
4022;Rijksweg 65 (A65 en N65);2016 juni;1765.0
4023;Rijksweg 65 (A65 en N65);2016 juli;1658.0
4024;Rijksweg 65 (A65 en N65);2016 augustus;1458.0
4025;Rijksweg 65 (A65 en N65);2016 september;1737.0
4026;Rijksweg 65 (A65 en N65);2016 oktober;1763.0
4027;Rijksweg 65 (A65 en N65);2016 november;1728.0
4028;Rijksweg 65 (A65 en N65);2016 december;1557.0
4029;Rijksweg 65 (A65 en N65);2016;1656.0
4030;Rijksweg 65 (A65 en N65);2017 januari;1541.0
4031;Rijksweg 65 (A65 en N65);2017 februari;1632.0
4032;Rijksweg 65 (A65 en N65);2017 maart;1738.0
4033;Rijksweg 65 (A65 en N65);2017 april;1673.0
4034;Rijksweg 65 (A65 en N65);2017 mei;1722.0
4035;Rijksweg 65 (A65 en N65);2017 juni;1781.0
4036;Rijksweg 65 (A65 en N65);2017 juli;1660.0
4037;Rijksweg 65 (A65 en N65);2017 augustus;1547.0
4038;Rijksweg 65 (A65 en N65);2017 september;1784.0
4039;Rijksweg 65 (A65 en N65);2017 oktober;1748.0
4040;Rijksweg 65 (A65 en N65);2017 november;1711.0
4041;Rijksweg 65 (A65 en N65);2017 december;1552.0
4042;Rijksweg 65 (A65 en N65);2017;1674.0
4043;Rijksweg 65 (A65 en N65);2018 januari;1639.0
4044;Rijksweg 65 (A65 en N65);2018 februari;1627.0
4045;Rijksweg 65 (A65 en N65);2018 maart;1740.0
4046;Rijksweg 65 (A65 en N65);2018 april;1695.0
4047;Rijksweg 65 (A65 en N65);2018 mei;1714.0
4048;Rijksweg 65 (A65 en N65);2018 juni;1795.0
4049;Rijksweg 65 (A65 en N65);2018 juli;1537.0
4050;Rijksweg 65 (A65 en N65);2018 augustus;1588.0
4051;Rijksweg 65 (A65 en N65);2018 september;1734.0
4052;Rijksweg 65 (A65 en N65);2018 oktober;1787.0
4053;Rijksweg 65 (A65 en N65);2018 november;1826.0
4054;Rijksweg 65 (A65 en N65);2018 december;1545.0
4055;Rijksweg 65 (A65 en N65);2018;1686.0
4056;Rijksweg 67 (A67);2011 januari;1698.0
4057;Rijksweg 67 (A67);2011 februari;1816.0
4058;Rijksweg 67 (A67);2011 maart;1885.0
4059;Rijksweg 67 (A67);2011 april;1967.0
4060;Rijksweg 67 (A67);2011 mei;1957.0
4061;Rijksweg 67 (A67);2011 juni;1936.0
4062;Rijksweg 67 (A67);2011 juli;1964.0
4063;Rijksweg 67 (A67);2011 augustus;1989.0
4064;Rijksweg 67 (A67);2011 september;1991.0
4065;Rijksweg 67 (A67);2011 oktober;1953.0
4066;Rijksweg 67 (A67);2011 november;1909.0
4067;Rijksweg 67 (A67);2011 december;1740.0
4068;Rijksweg 67 (A67);2011;1901.0
4069;Rijksweg 67 (A67);2012 januari;1746.0
4070;Rijksweg 67 (A67);2012 februari;1767.0
4071;Rijksweg 67 (A67);2012 maart;1893.0
4072;Rijksweg 67 (A67);2012 april;1959.0
4073;Rijksweg 67 (A67);2012 mei;2015.0
4074;Rijksweg 67 (A67);2012 juni;2042.0
4075;Rijksweg 67 (A67);2012 juli;2014.0
4076;Rijksweg 67 (A67);2012 augustus;2122.0
4077;Rijksweg 67 (A67);2012 september;2022.0
4078;Rijksweg 67 (A67);2012 oktober;1997.0
4079;Rijksweg 67 (A67);2012 november;1885.0
4080;Rijksweg 67 (A67);2012 december;1668.0
4081;Rijksweg 67 (A67);2012;1928.0
4082;Rijksweg 67 (A67);2013 januari;1701.0
4083;Rijksweg 67 (A67);2013 februari;1798.0
4084;Rijksweg 67 (A67);2013 maart;1882.0
4085;Rijksweg 67 (A67);2013 april;1977.0
4086;Rijksweg 67 (A67);2013 mei;2000.0
4087;Rijksweg 67 (A67);2013 juni;2009.0
4088;Rijksweg 67 (A67);2013 juli;2066.0
4089;Rijksweg 67 (A67);2013 augustus;2163.0
4090;Rijksweg 67 (A67);2013 september;2042.0
4091;Rijksweg 67 (A67);2013 oktober;2032.0
4092;Rijksweg 67 (A67);2013 november;1905.0
4093;Rijksweg 67 (A67);2013 december;1756.0
4094;Rijksweg 67 (A67);2013;1945.0
4095;Rijksweg 67 (A67);2014 januari;1794.0
4096;Rijksweg 67 (A67);2014 februari;1851.0
4097;Rijksweg 67 (A67);2014 maart;1833.0
4098;Rijksweg 67 (A67);2014 april;2026.0
4099;Rijksweg 67 (A67);2014 mei;1996.0
4100;Rijksweg 67 (A67);2014 juni;2088.0
4101;Rijksweg 67 (A67);2014 juli;2152.0
4102;Rijksweg 67 (A67);2014 augustus;2134.0
4103;Rijksweg 67 (A67);2014 september;2096.0
4104;Rijksweg 67 (A67);2014 oktober;2124.0
4105;Rijksweg 67 (A67);2014 november;1922.0
4106;Rijksweg 67 (A67);2014 december;1834.0
4107;Rijksweg 67 (A67);2014;1988.0
4108;Rijksweg 67 (A67);2015 januari;1818.0
4109;Rijksweg 67 (A67);2015 februari;1932.0
4110;Rijksweg 67 (A67);2015 maart;2004.0
4111;Rijksweg 67 (A67);2015 april;2072.0
4112;Rijksweg 67 (A67);2015 mei;2026.0
4113;Rijksweg 67 (A67);2015 juni;2143.0
4114;Rijksweg 67 (A67);2015 juli;2215.0
4115;Rijksweg 67 (A67);2015 augustus;2118.0
4116;Rijksweg 67 (A67);2015 september;2086.0
4117;Rijksweg 67 (A67);2015 oktober;2103.0
4118;Rijksweg 67 (A67);2015 november;2004.0
4119;Rijksweg 67 (A67);2015 december;1882.0
4120;Rijksweg 67 (A67);2015;2034.0
4121;Rijksweg 67 (A67);2016 januari;1837.0
4122;Rijksweg 67 (A67);2016 februari;1960.0
4123;Rijksweg 67 (A67);2016 maart;2093.0
4124;Rijksweg 67 (A67);2016 april;2111.0
4125;Rijksweg 67 (A67);2016 mei;2172.0
4126;Rijksweg 67 (A67);2016 juni;2195.0
4127;Rijksweg 67 (A67);2016 juli;2327.0
4128;Rijksweg 67 (A67);2016 augustus;2239.0
4129;Rijksweg 67 (A67);2016 september;2227.0
4130;Rijksweg 67 (A67);2016 oktober;2223.0
4131;Rijksweg 67 (A67);2016 november;2064.0
4132;Rijksweg 67 (A67);2016 december;1946.0
4133;Rijksweg 67 (A67);2016;2116.0
4134;Rijksweg 67 (A67);2017 januari;1901.0
4135;Rijksweg 67 (A67);2017 februari;1973.0
4136;Rijksweg 67 (A67);2017 maart;2131.0
4137;Rijksweg 67 (A67);2017 april;2199.0
4138;Rijksweg 67 (A67);2017 mei;2205.0
4139;Rijksweg 67 (A67);2017 juni;2269.0
4140;Rijksweg 67 (A67);2017 juli;2289.0
4141;Rijksweg 67 (A67);2017 augustus;2270.0
4142;Rijksweg 67 (A67);2017 september;2250.0
4143;Rijksweg 67 (A67);2017 oktober;2265.0
4144;Rijksweg 67 (A67);2017 november;2095.0
4145;Rijksweg 67 (A67);2017 december;1916.0
4146;Rijksweg 67 (A67);2017;2147.0
4147;Rijksweg 67 (A67);2018 januari;2005.0
4148;Rijksweg 67 (A67);2018 februari;2038.0
4149;Rijksweg 67 (A67);2018 maart;2160.0
4150;Rijksweg 67 (A67);2018 april;2196.0
4151;Rijksweg 67 (A67);2018 mei;2201.0
4152;Rijksweg 67 (A67);2018 juni;2238.0
4153;Rijksweg 67 (A67);2018 juli;2253.0
4154;Rijksweg 67 (A67);2018 augustus;2229.0
4155;Rijksweg 67 (A67);2018 september;2160.0
4156;Rijksweg 67 (A67);2018 oktober;2303.0
4157;Rijksweg 67 (A67);2018 november;2183.0
4158;Rijksweg 67 (A67);2018 december;1976.0
4159;Rijksweg 67 (A67);2018;2162.0
4160;Rijksweg 73 (A73);2011 januari;1400.0
4161;Rijksweg 73 (A73);2011 februari;1643.0
4162;Rijksweg 73 (A73);2011 maart;1631.0
4163;Rijksweg 73 (A73);2011 april;1746.0
4164;Rijksweg 73 (A73);2011 mei;1763.0
4165;Rijksweg 73 (A73);2011 juni;1759.0
4166;Rijksweg 73 (A73);2011 juli;1701.0
4167;Rijksweg 73 (A73);2011 augustus;1719.0
4168;Rijksweg 73 (A73);2011 september;1832.0
4169;Rijksweg 73 (A73);2011 oktober;1800.0
4170;Rijksweg 73 (A73);2011 november;1790.0
4171;Rijksweg 73 (A73);2011 december;1663.0
4172;Rijksweg 73 (A73);2011;1704.0
4173;Rijksweg 73 (A73);2012 januari;1603.0
4174;Rijksweg 73 (A73);2012 februari;1611.0
4175;Rijksweg 73 (A73);2012 maart;1775.0
4176;Rijksweg 73 (A73);2012 april;1839.0
4177;Rijksweg 73 (A73);2012 mei;1961.0
4178;Rijksweg 73 (A73);2012 juni;1997.0
4179;Rijksweg 73 (A73);2012 juli;1866.0
4180;Rijksweg 73 (A73);2012 augustus;2014.0
4181;Rijksweg 73 (A73);2012 september;1982.0
4182;Rijksweg 73 (A73);2012 oktober;1862.0
4183;Rijksweg 73 (A73);2012 november;1877.0
4184;Rijksweg 73 (A73);2012 december;1619.0
4185;Rijksweg 73 (A73);2012;1834.0
4186;Rijksweg 73 (A73);2013 januari;1614.0
4187;Rijksweg 73 (A73);2013 februari;1655.0
4188;Rijksweg 73 (A73);2013 maart;1765.0
4189;Rijksweg 73 (A73);2013 april;1844.0
4190;Rijksweg 73 (A73);2013 mei;1933.0
4191;Rijksweg 73 (A73);2013 juni;1944.0
4192;Rijksweg 73 (A73);2013 juli;1843.0
4193;Rijksweg 73 (A73);2013 augustus;1914.0
4194;Rijksweg 73 (A73);2013 september;1914.0
4195;Rijksweg 73 (A73);2013 oktober;1970.0
4196;Rijksweg 73 (A73);2013 november;1830.0
4197;Rijksweg 73 (A73);2013 december;1728.0
4198;Rijksweg 73 (A73);2013;1830.0
4199;Rijksweg 73 (A73);2014 januari;1751.0
4200;Rijksweg 73 (A73);2014 februari;1865.0
4201;Rijksweg 73 (A73);2014 maart;1827.0
4202;Rijksweg 73 (A73);2014 april;1979.0
4203;Rijksweg 73 (A73);2014 mei;1974.0
4204;Rijksweg 73 (A73);2014 juni;2049.0
4205;Rijksweg 73 (A73);2014 juli;2019.0
4206;Rijksweg 73 (A73);2014 augustus;1969.0
4207;Rijksweg 73 (A73);2014 september;2048.0
4208;Rijksweg 73 (A73);2014 oktober;2051.0
4209;Rijksweg 73 (A73);2014 november;1941.0
4210;Rijksweg 73 (A73);2014 december;1799.0
4211;Rijksweg 73 (A73);2014;1939.0
4212;Rijksweg 73 (A73);2015 januari;1753.0
4213;Rijksweg 73 (A73);2015 februari;1854.0
4214;Rijksweg 73 (A73);2015 maart;1989.0
4215;Rijksweg 73 (A73);2015 april;2036.0
4216;Rijksweg 73 (A73);2015 mei;2066.0
4217;Rijksweg 73 (A73);2015 juni;2179.0
4218;Rijksweg 73 (A73);2015 juli;2185.0
4219;Rijksweg 73 (A73);2015 augustus;2041.0
4220;Rijksweg 73 (A73);2015 september;2157.0
4221;Rijksweg 73 (A73);2015 oktober;2116.0
4222;Rijksweg 73 (A73);2015 november;2052.0
4223;Rijksweg 73 (A73);2015 december;1914.0
4224;Rijksweg 73 (A73);2015;2029.0
4225;Rijksweg 73 (A73);2016 januari;1835.0
4226;Rijksweg 73 (A73);2016 februari;1944.0
4227;Rijksweg 73 (A73);2016 maart;2099.0
4228;Rijksweg 73 (A73);2016 april;2075.0
4229;Rijksweg 73 (A73);2016 mei;2123.0
4230;Rijksweg 73 (A73);2016 juni;2175.0
4231;Rijksweg 73 (A73);2016 juli;2222.0
4232;Rijksweg 73 (A73);2016 augustus;2109.0
4233;Rijksweg 73 (A73);2016 september;2166.0
4234;Rijksweg 73 (A73);2016 oktober;2055.0
4235;Rijksweg 73 (A73);2016 november;2074.0
4236;Rijksweg 73 (A73);2016 december;1928.0
4237;Rijksweg 73 (A73);2016;2067.0
4238;Rijksweg 73 (A73);2017 januari;1790.0
4239;Rijksweg 73 (A73);2017 februari;1878.0
4240;Rijksweg 73 (A73);2017 maart;2038.0
4241;Rijksweg 73 (A73);2017 april;2040.0
4242;Rijksweg 73 (A73);2017 mei;2092.0
4243;Rijksweg 73 (A73);2017 juni;2202.0
4244;Rijksweg 73 (A73);2017 juli;2189.0
4245;Rijksweg 73 (A73);2017 augustus;2138.0
4246;Rijksweg 73 (A73);2017 september;2144.0
4247;Rijksweg 73 (A73);2017 oktober;2134.0
4248;Rijksweg 73 (A73);2017 november;2039.0
4249;Rijksweg 73 (A73);2017 december;1840.0
4250;Rijksweg 73 (A73);2017;2044.0
4251;Rijksweg 73 (A73);2018 januari;1880.0
4252;Rijksweg 73 (A73);2018 februari;1901.0
4253;Rijksweg 73 (A73);2018 maart;2084.0
4254;Rijksweg 73 (A73);2018 april;2101.0
4255;Rijksweg 73 (A73);2018 mei;2126.0
