ID;CountryOfResidence;StarRating;Regions;Periods;Guests_1;OvernightStays_2
1590;All countries;4 star accommodations;Amsterdam;2021 April;44;63
1591;All countries;4 star accommodations;Amsterdam;2021 May;77;116
1592;All countries;4 star accommodations;Amsterdam;2021 June;86;144
1593;All countries;4 star accommodations;Amsterdam;2021 2nd quarter;207;323
1594;All countries;4 star accommodations;Amsterdam;2021 July;149;290
1595;All countries;4 star accommodations;Amsterdam;2021 August;177;351
1596;All countries;4 star accommodations;Amsterdam;2021 September;177;362
1597;All countries;4 star accommodations;Amsterdam;2021 3rd quarter;503;1004
1598;All countries;4 star accommodations;Amsterdam;2021 October;219;455
1599;All countries;4 star accommodations;Amsterdam;2021 November;191;388
1600;All countries;4 star accommodations;Amsterdam;2021 December;70;136
1601;All countries;4 star accommodations;Amsterdam;2021 4th quarter;481;979
1602;All countries;4 star accommodations;Amsterdam;2021;1307;2465
1603;All countries;4 star accommodations;Amsterdam;2022 January;60;107
1604;All countries;4 star accommodations;Amsterdam;2022 February;146;278
1605;All countries;4 star accommodations;Amsterdam;2022 March;226;483
1606;All countries;4 star accommodations;Amsterdam;2022 1th quarter;432;868
1607;All countries;4 star accommodations;Amsterdam;2022 April;303;734
1608;All countries;4 star accommodations;Amsterdam;2022 May;316;730
1609;All countries;4 star accommodations;Amsterdam;2022 June;314;709
1610;All countries;4 star accommodations;Amsterdam;2022 2nd quarter;933;2174
1611;All countries;4 star accommodations;Amsterdam;2022 July;342;813
1612;All countries;4 star accommodations;Amsterdam;2022 August;352;890
1613;All countries;4 star accommodations;Amsterdam;2022 September;297;708
1614;All countries;4 star accommodations;Amsterdam;2022 3rd quarter;992;2411
1615;All countries;4 star accommodations;Amsterdam;2022 October;327;775
1616;All countries;4 star accommodations;Amsterdam;2022 November;316;691
1617;All countries;4 star accommodations;Amsterdam;2022 December;282;641
1618;All countries;4 star accommodations;Amsterdam;2022 4th quarter;925;2107
1619;All countries;4 star accommodations;Amsterdam;2022;3282;7559
1620;All countries;4 star accommodations;Amsterdam;2023 January;262;601
1621;All countries;4 star accommodations;Amsterdam;2023 February;259;596
1622;All countries;4 star accommodations;Amsterdam;2023 March;319;731
1623;All countries;4 star accommodations;Amsterdam;2023 1st quarter;840;1928
1624;All countries;4 star accommodations;Amsterdam;2023 April;344;866
1625;All countries;4 star accommodations;Amsterdam;2023 May;353;845
1626;All countries;4 star accommodations;Amsterdam;2023 June;356;840
1627;All countries;4 star accommodations;Amsterdam;2023 2nd quarter;1053;2551
1628;All countries;4 star accommodations;Amsterdam;2023 July;461;1047
1629;All countries;4 star accommodations;Amsterdam;2023 August;342;857
1630;All countries;4 star accommodations;Amsterdam;2023 September;310;724
1631;All countries;4 star accommodations;Amsterdam;2023 3rd quarter;1113;2628
1632;All countries;4 star accommodations;Amsterdam;2023 October;370;862
1633;All countries;4 star accommodations;Amsterdam;2023 November;328;727
1634;All countries;4 star accommodations;Amsterdam;2023 December;337;742
1635;All countries;4 star accommodations;Amsterdam;2023 4th quarter;1036;2331
1636;All countries;4 star accommodations;Amsterdam;2023;4042;9437
1637;All countries;4 star accommodations;Amsterdam;2024 January;307;693
1638;All countries;4 star accommodations;Amsterdam;2024 February;296;658
1639;All countries;4 star accommodations;Amsterdam;2024 March;375;844
1640;All countries;4 star accommodations;Amsterdam;2024 1st quarter;978;2195
1641;All countries;4 star accommodations;Amsterdam;2024 April;394;934
1642;All countries;4 star accommodations;Amsterdam;2024 May;384;888
1643;All countries;4 star accommodations;Amsterdam;2024 June;357;795
1644;All countries;4 star accommodations;Amsterdam;2024 2nd quarter;1134;2616
1645;All countries;4 star accommodations;Amsterdam;2024 July;410;959
1646;All countries;4 star accommodations;Amsterdam;2024 August;381;957
1647;All countries;4 star accommodations;Amsterdam;2024 September;345;801
1648;All countries;4 star accommodations;Amsterdam;2024 3rd quarter;1133;2705
1649;All countries;4 star accommodations;Amsterdam;2024 October;367;852
1650;All countries;4 star accommodations;Amsterdam;2024 November;331;738
1651;All countries;4 star accommodations;Amsterdam;2024 December;334;738
1652;All countries;4 star accommodations;Amsterdam;2024 4th quarter;1032;2328
1653;All countries;4 star accommodations;Amsterdam;2024;4268;9822
1654;All countries;4 star accommodations;Amsterdam;2025 January;307;698
1655;All countries;4 star accommodations;Amsterdam;2025 February;299;684
1656;All countries;5 star accommodations;Nederland;2017 January;111;172
1657;All countries;5 star accommodations;Nederland;2017 February;108;173
1658;All countries;5 star accommodations;Nederland;2017 March;134;199
1659;All countries;5 star accommodations;Nederland;2017 1st quarter;353;544
1660;All countries;5 star accommodations;Nederland;2017 April;152;252
1661;All countries;5 star accommodations;Nederland;2017 May;167;258
1662;All countries;5 star accommodations;Nederland;2017 June;154;235
1663;All countries;5 star accommodations;Nederland;2017 2nd quarter;473;745
1664;All countries;5 star accommodations;Nederland;2017 July;146;244
1665;All countries;5 star accommodations;Nederland;2017 August;149;250
1666;All countries;5 star accommodations;Nederland;2017 September;147;232
1667;All countries;5 star accommodations;Nederland;2017 3rd quarter;442;725
1668;All countries;5 star accommodations;Nederland;2017 October;160;252
1669;All countries;5 star accommodations;Nederland;2017 November;139;212
1670;All countries;5 star accommodations;Nederland;2017 December;128;193
1671;All countries;5 star accommodations;Nederland;2017 4th quarter;427;657
1672;All countries;5 star accommodations;Nederland;2017;1694;2672
1673;All countries;5 star accommodations;Nederland;2018 January;118;180
1674;All countries;5 star accommodations;Nederland;2018 February;123;192
1675;All countries;5 star accommodations;Nederland;2018 March;149;222
1676;All countries;5 star accommodations;Nederland;2018 1st quarter;391;594
1677;All countries;5 star accommodations;Nederland;2018 April;169;280
1678;All countries;5 star accommodations;Nederland;2018 May;179;280
1679;All countries;5 star accommodations;Nederland;2018 June;167;260
1680;All countries;5 star accommodations;Nederland;2018 2nd quarter;514;820
1681;All countries;5 star accommodations;Nederland;2018 July;177;279
1682;All countries;5 star accommodations;Nederland;2018 August;169;288
1683;All countries;5 star accommodations;Nederland;2018 September;161;254
1684;All countries;5 star accommodations;Nederland;2018 3rd quarter;507;822
1685;All countries;5 star accommodations;Nederland;2018 October;164;256
1686;All countries;5 star accommodations;Nederland;2018 November;141;214
1687;All countries;5 star accommodations;Nederland;2018 December;130;209
1688;All countries;5 star accommodations;Nederland;2018 4th quarter;434;679
1689;All countries;5 star accommodations;Nederland;2018;1846;2915
1690;All countries;5 star accommodations;Nederland;2019 January;120;194
1691;All countries;5 star accommodations;Nederland;2019 February;117;184
1692;All countries;5 star accommodations;Nederland;2019 March;155;240
1693;All countries;5 star accommodations;Nederland;2019 1st quarter;393;618
1694;All countries;5 star accommodations;Nederland;2019 April;185;313
1695;All countries;5 star accommodations;Nederland;2019 May;176;279
1696;All countries;5 star accommodations;Nederland;2019 June;179;281
1697;All countries;5 star accommodations;Nederland;2019 2nd quarter;540;873
1698;All countries;5 star accommodations;Nederland;2019 July;173;298
1699;All countries;5 star accommodations;Nederland;2019 August;169;302
1700;All countries;5 star accommodations;Nederland;2019 September;158;260
1701;All countries;5 star accommodations;Nederland;2019 3rd quarter;500;860
1702;All countries;5 star accommodations;Nederland;2019 October;171;276
1703;All countries;5 star accommodations;Nederland;2019 November;153;236
1704;All countries;5 star accommodations;Nederland;2019 December;144;221
1705;All countries;5 star accommodations;Nederland;2019 4th quarter;469;733
1706;All countries;5 star accommodations;Nederland;2019;1901;3084
1707;All countries;5 star accommodations;Nederland;2020 January;111;175
1708;All countries;5 star accommodations;Nederland;2020 February;114;179
1709;All countries;5 star accommodations;Nederland;2020 March;43;73
1710;All countries;5 star accommodations;Nederland;2020 1st quarter;268;426
1711;All countries;5 star accommodations;Nederland;2020 April;6;13
1712;All countries;5 star accommodations;Nederland;2020 May;17;27
1713;All countries;5 star accommodations;Nederland;2020 June;44;77
1714;All countries;5 star accommodations;Nederland;2020 2nd quarter;67;117
1715;All countries;5 star accommodations;Nederland;2020 July;71;129
1716;All countries;5 star accommodations;Nederland;2020 August;78;139
1717;All countries;5 star accommodations;Nederland;2020 September;57;100
1718;All countries;5 star accommodations;Nederland;2020 3rd quarter;206;368
1719;All countries;5 star accommodations;Nederland;2020 October;37;60
1720;All countries;5 star accommodations;Nederland;2020 November;33;46
1721;All countries;5 star accommodations;Nederland;2020 December;29;43
1722;All countries;5 star accommodations;Nederland;2020 4th quarter;100;149
1723;All countries;5 star accommodations;Nederland;2020;641;1060
1724;All countries;5 star accommodations;Nederland;2021 January;14;17
1725;All countries;5 star accommodations;Nederland;2021 February;22;28
1726;All countries;5 star accommodations;Nederland;2021 March;24;32
1727;All countries;5 star accommodations;Nederland;2021 1th quarter;60;77
1728;All countries;5 star accommodations;Nederland;2021 April;31;43
1729;All countries;5 star accommodations;Nederland;2021 May;50;75
1730;All countries;5 star accommodations;Nederland;2021 June;58;89
1731;All countries;5 star accommodations;Nederland;2021 2nd quarter;138;206
1732;All countries;5 star accommodations;Nederland;2021 July;83;138
1733;All countries;5 star accommodations;Nederland;2021 August;92;161
1734;All countries;5 star accommodations;Nederland;2021 September;86;143
1735;All countries;5 star accommodations;Nederland;2021 3rd quarter;261;442
1736;All countries;5 star accommodations;Nederland;2021 October;102;167
1737;All countries;5 star accommodations;Nederland;2021 November;78;127
1738;All countries;5 star accommodations;Nederland;2021 December;34;51
1739;All countries;5 star accommodations;Nederland;2021 4th quarter;214;345
1740;All countries;5 star accommodations;Nederland;2021;673;1071
1741;All countries;5 star accommodations;Nederland;2022 January;25;40
1742;All countries;5 star accommodations;Nederland;2022 February;54;80
1743;All countries;5 star accommodations;Nederland;2022 March;91;142
1744;All countries;5 star accommodations;Nederland;2022 1th quarter;171;263
1745;All countries;5 star accommodations;Nederland;2022 April;122;209
1746;All countries;5 star accommodations;Nederland;2022 May;139;232
1747;All countries;5 star accommodations;Nederland;2022 June;127;235
1748;All countries;5 star accommodations;Nederland;2022 2nd quarter;388;677
1749;All countries;5 star accommodations;Nederland;2022 July;133;241
1750;All countries;5 star accommodations;Nederland;2022 August;124;235
1751;All countries;5 star accommodations;Nederland;2022 September;122;220
1752;All countries;5 star accommodations;Nederland;2022 3rd quarter;379;696
1753;All countries;5 star accommodations;Nederland;2022 October;123;222
1754;All countries;5 star accommodations;Nederland;2022 November;111;183
1755;All countries;5 star accommodations;Nederland;2022 December;108;177
1756;All countries;5 star accommodations;Nederland;2022 4th quarter;343;582
1757;All countries;5 star accommodations;Nederland;2022;1280;2218
1758;All countries;5 star accommodations;Nederland;2023 January;105;197
1759;All countries;5 star accommodations;Nederland;2023 February;113;204
1760;All countries;5 star accommodations;Nederland;2023 March;142;236
1761;All countries;5 star accommodations;Nederland;2023 1st quarter;360;637
1762;All countries;5 star accommodations;Nederland;2023 April;170;297
1763;All countries;5 star accommodations;Nederland;2023 May;174;330
1764;All countries;5 star accommodations;Nederland;2023 June;165;309
1765;All countries;5 star accommodations;Nederland;2023 2nd quarter;509;936
1766;All countries;5 star accommodations;Nederland;2023 July;290;501
1767;All countries;5 star accommodations;Nederland;2023 August;182;371
1768;All countries;5 star accommodations;Nederland;2023 September;162;291
1769;All countries;5 star accommodations;Nederland;2023 3rd quarter;635;1163
1770;All countries;5 star accommodations;Nederland;2023 October;172;334
1771;All countries;5 star accommodations;Nederland;2023 November;150;262
1772;All countries;5 star accommodations;Nederland;2023 December;152;276
1773;All countries;5 star accommodations;Nederland;2023 4th quarter;474;873
1774;All countries;5 star accommodations;Nederland;2023;1978;3608
1775;All countries;5 star accommodations;Nederland;2024 January;105;204
1776;All countries;5 star accommodations;Nederland;2024 February;110;215
1777;All countries;5 star accommodations;Nederland;2024 March;127;245
1778;All countries;5 star accommodations;Nederland;2024 1st quarter;342;664
1779;All countries;5 star accommodations;Nederland;2024 April;150;286
1780;All countries;5 star accommodations;Nederland;2024 May;157;310
1781;All countries;5 star accommodations;Nederland;2024 June;150;286
1782;All countries;5 star accommodations;Nederland;2024 2nd quarter;457;881
1783;All countries;5 star accommodations;Nederland;2024 July;167;325
1784;All countries;5 star accommodations;Nederland;2024 August;148;322
1785;All countries;5 star accommodations;Nederland;2024 September;149;292
1786;All countries;5 star accommodations;Nederland;2024 3rd quarter;463;941
1787;All countries;5 star accommodations;Nederland;2024 October;147;280
1788;All countries;5 star accommodations;Nederland;2024 November;135;235
1789;All countries;5 star accommodations;Nederland;2024 December;137;240
1790;All countries;5 star accommodations;Nederland;2024 4th quarter;418;755
1791;All countries;5 star accommodations;Nederland;2024;1681;3248
1792;All countries;5 star accommodations;Nederland;2025 January;141;266
1793;All countries;5 star accommodations;Nederland;2025 February;119;228
1794;All countries;5 star accommodations;Amsterdam;2017 January;64;104
1795;All countries;5 star accommodations;Amsterdam;2017 February;63;107
1796;All countries;5 star accommodations;Amsterdam;2017 March;84;129
1797;All countries;5 star accommodations;Amsterdam;2017 1st quarter;211;339
1798;All countries;5 star accommodations;Amsterdam;2017 April;85;151
1799;All countries;5 star accommodations;Amsterdam;2017 May;98;158
1800;All countries;5 star accommodations;Amsterdam;2017 June;95;149
1801;All countries;5 star accommodations;Amsterdam;2017 2nd quarter;279;459
1802;All countries;5 star accommodations;Amsterdam;2017 July;82;146
1803;All countries;5 star accommodations;Amsterdam;2017 August;84;148
1804;All countries;5 star accommodations;Amsterdam;2017 September;88;142
1805;All countries;5 star accommodations;Amsterdam;2017 3rd quarter;254;435
1806;All countries;5 star accommodations;Amsterdam;2017 October;98;158
1807;All countries;5 star accommodations;Amsterdam;2017 November;85;133
1808;All countries;5 star accommodations;Amsterdam;2017 December;81;122
1809;All countries;5 star accommodations;Amsterdam;2017 4th quarter;265;413
1810;All countries;5 star accommodations;Amsterdam;2017;1009;1647
1811;All countries;5 star accommodations;Amsterdam;2018 January;77;121
1812;All countries;5 star accommodations;Amsterdam;2018 February;81;127
1813;All countries;5 star accommodations;Amsterdam;2018 March;97;149
1814;All countries;5 star accommodations;Amsterdam;2018 1st quarter;255;397
1815;All countries;5 star accommodations;Amsterdam;2018 April;101;183
1816;All countries;5 star accommodations;Amsterdam;2018 May;112;185
1817;All countries;5 star accommodations;Amsterdam;2018 June;102;166
1818;All countries;5 star accommodations;Amsterdam;2018 2nd quarter;315;534
1819;All countries;5 star accommodations;Amsterdam;2018 July;109;179
1820;All countries;5 star accommodations;Amsterdam;2018 August;107;188
1821;All countries;5 star accommodations;Amsterdam;2018 September;102;164
1822;All countries;5 star accommodations;Amsterdam;2018 3rd quarter;319;530
1823;All countries;5 star accommodations;Amsterdam;2018 October;101;167
1824;All countries;5 star accommodations;Amsterdam;2018 November;86;139
1825;All countries;5 star accommodations;Amsterdam;2018 December;79;137
1826;All countries;5 star accommodations;Amsterdam;2018 4th quarter;266;442
1827;All countries;5 star accommodations;Amsterdam;2018;1155;1904
1828;All countries;5 star accommodations;Amsterdam;2019 January;65;114
1829;All countries;5 star accommodations;Amsterdam;2019 February;66;108
1830;All countries;5 star accommodations;Amsterdam;2019 March;85;140
1831;All countries;5 star accommodations;Amsterdam;2019 1st quarter;216;362
1832;All countries;5 star accommodations;Amsterdam;2019 April;98;176
1833;All countries;5 star accommodations;Amsterdam;2019 May;96;161
1834;All countries;5 star accommodations;Amsterdam;2019 June;93;155
1835;All countries;5 star accommodations;Amsterdam;2019 2nd quarter;287;492
1836;All countries;5 star accommodations;Amsterdam;2019 July;90;161
1837;All countries;5 star accommodations;Amsterdam;2019 August;90;166
1838;All countries;5 star accommodations;Amsterdam;2019 September;83;147
1839;All countries;5 star accommodations;Amsterdam;2019 3rd quarter;263;474
1840;All countries;5 star accommodations;Amsterdam;2019 October;90;156
1841;All countries;5 star accommodations;Amsterdam;2019 November;81;137
1842;All countries;5 star accommodations;Amsterdam;2019 December;74;124
1843;All countries;5 star accommodations;Amsterdam;2019 4th quarter;244;416
1844;All countries;5 star accommodations;Amsterdam;2019;1010;1744
1845;All countries;5 star accommodations;Amsterdam;2020 January;60;97
1846;All countries;5 star accommodations;Amsterdam;2020 February;60;98
1847;All countries;5 star accommodations;Amsterdam;2020 March;23;37
1848;All countries;5 star accommodations;Amsterdam;2020 1st quarter;143;232
1849;All countries;5 star accommodations;Amsterdam;2020 April;1;3
1850;All countries;5 star accommodations;Amsterdam;2020 May;2;3
1851;All countries;5 star accommodations;Amsterdam;2020 June;6;8
1852;All countries;5 star accommodations;Amsterdam;2020 2nd quarter;9;14
1853;All countries;5 star accommodations;Amsterdam;2020 July;14;23
1854;All countries;5 star accommodations;Amsterdam;2020 August;18;29
1855;All countries;5 star accommodations;Amsterdam;2020 September;13;20
1856;All countries;5 star accommodations;Amsterdam;2020 3rd quarter;44;72
1857;All countries;5 star accommodations;Amsterdam;2020 October;9;14
1858;All countries;5 star accommodations;Amsterdam;2020 November;9;12
1859;All countries;5 star accommodations;Amsterdam;2020 December;8;12
1860;All countries;5 star accommodations;Amsterdam;2020 4th quarter;26;38
1861;All countries;5 star accommodations;Amsterdam;2020;222;356
1862;All countries;5 star accommodations;Amsterdam;2021 January;3;4
1863;All countries;5 star accommodations;Amsterdam;2021 February;5;7
1864;All countries;5 star accommodations;Amsterdam;2021 March;5;6
1865;All countries;5 star accommodations;Amsterdam;2021 1th quarter;13;18
1866;All countries;5 star accommodations;Amsterdam;2021 April;6;8
1867;All countries;5 star accommodations;Amsterdam;2021 May;11;17
1868;All countries;5 star accommodations;Amsterdam;2021 June;14;22
1869;All countries;5 star accommodations;Amsterdam;2021 2nd quarter;31;47
1870;All countries;5 star accommodations;Amsterdam;2021 July;27;44
1871;All countries;5 star accommodations;Amsterdam;2021 August;32;58
1872;All countries;5 star accommodations;Amsterdam;2021 September;31;58
1873;All countries;5 star accommodations;Amsterdam;2021 3rd quarter;90;160
1874;All countries;5 star accommodations;Amsterdam;2021 October;47;83
1875;All countries;5 star accommodations;Amsterdam;2021 November;36;68
1876;All countries;5 star accommodations;Amsterdam;2021 December;12;20
1877;All countries;5 star accommodations;Amsterdam;2021 4th quarter;95;170
1878;All countries;5 star accommodations;Amsterdam;2021;230;395
1879;All countries;5 star accommodations;Amsterdam;2022 January;8;12
1880;All countries;5 star accommodations;Amsterdam;2022 February;20;31
1881;All countries;5 star accommodations;Amsterdam;2022 March;39;71
1882;All countries;5 star accommodations;Amsterdam;2022 1th quarter;67;115
1883;All countries;5 star accommodations;Amsterdam;2022 April;58;113
1884;All countries;5 star accommodations;Amsterdam;2022 May;61;114
1885;All countries;5 star accommodations;Amsterdam;2022 June;56;117
1886;All countries;5 star accommodations;Amsterdam;2022 2nd quarter;174;344
1887;All countries;5 star accommodations;Amsterdam;2022 July;62;120
1888;All countries;5 star accommodations;Amsterdam;2022 August;50;101
1889;All countries;5 star accommodations;Amsterdam;2022 September;55;107
1890;All countries;5 star accommodations;Amsterdam;2022 3rd quarter;166;328
1891;All countries;5 star accommodations;Amsterdam;2022 October;52;111
1892;All countries;5 star accommodations;Amsterdam;2022 November;51;94
1893;All countries;5 star accommodations;Amsterdam;2022 December;49;88
1894;All countries;5 star accommodations;Amsterdam;2022 4th quarter;152;294
1895;All countries;5 star accommodations;Amsterdam;2022;559;1080
1896;All countries;5 star accommodations;Amsterdam;2023 January;50;106
1897;All countries;5 star accommodations;Amsterdam;2023 February;45;95
1898;All countries;5 star accommodations;Amsterdam;2023 March;63;117
1899;All countries;5 star accommodations;Amsterdam;2023 1st quarter;158;318
1900;All countries;5 star accommodations;Amsterdam;2023 April;69;139
1901;All countries;5 star accommodations;Amsterdam;2023 May;72;159
1902;All countries;5 star accommodations;Amsterdam;2023 June;68;151
1903;All countries;5 star accommodations;Amsterdam;2023 2nd quarter;209;449
1904;All countries;5 star accommodations;Amsterdam;2023 July;99;205
1905;All countries;5 star accommodations;Amsterdam;2023 August;70;168
1906;All countries;5 star accommodations;Amsterdam;2023 September;67;134
1907;All countries;5 star accommodations;Amsterdam;2023 3rd quarter;236;507
1908;All countries;5 star accommodations;Amsterdam;2023 October;69;154
1909;All countries;5 star accommodations;Amsterdam;2023 November;69;138
1910;All countries;5 star accommodations;Amsterdam;2023 December;63;129
1911;All countries;5 star accommodations;Amsterdam;2023 4th quarter;201;420
1912;All countries;5 star accommodations;Amsterdam;2023;805;1694
1913;All countries;5 star accommodations;Amsterdam;2024 January;57;122
1914;All countries;5 star accommodations;Amsterdam;2024 February;52;112
1915;All countries;5 star accommodations;Amsterdam;2024 March;69;144
1916;All countries;5 star accommodations;Amsterdam;2024 1st quarter;177;378
1917;All countries;5 star accommodations;Amsterdam;2024 April;74;157
1918;All countries;5 star accommodations;Amsterdam;2024 May;76;171
1919;All countries;5 star accommodations;Amsterdam;2024 June;73;155
1920;All countries;5 star accommodations;Amsterdam;2024 2nd quarter;223;483
1921;All countries;5 star accommodations;Amsterdam;2024 July;80;179
1922;All countries;5 star accommodations;Amsterdam;2024 August;72;170
1923;All countries;5 star accommodations;Amsterdam;2024 September;72;160
1924;All countries;5 star accommodations;Amsterdam;2024 3rd quarter;224;513
1925;All countries;5 star accommodations;Amsterdam;2024 October;73;164
1926;All countries;5 star accommodations;Amsterdam;2024 November;74;144
1927;All countries;5 star accommodations;Amsterdam;2024 December;66;139
1928;All countries;5 star accommodations;Amsterdam;2024 4th quarter;213;447
1929;All countries;5 star accommodations;Amsterdam;2024;838;1828
1930;All countries;5 star accommodations;Amsterdam;2025 January;59;129
1931;All countries;5 star accommodations;Amsterdam;2025 February;54;117
1932;The Netherlands;Total;Nederland;2017 January;964;1410
1933;The Netherlands;Total;Nederland;2017 February;936;1391
1934;The Netherlands;Total;Nederland;2017 March;1100;1638
1935;The Netherlands;Total;Nederland;2017 1st quarter;3000;4439
1936;The Netherlands;Total;Nederland;2017 April;1229;1928
1937;The Netherlands;Total;Nederland;2017 May;1295;2026
1938;The Netherlands;Total;Nederland;2017 June;1316;2089
1939;The Netherlands;Total;Nederland;2017 2nd quarter;3841;6042
1940;The Netherlands;Total;Nederland;2017 July;1324;2152
1941;The Netherlands;Total;Nederland;2017 August;1382;2367
1942;The Netherlands;Total;Nederland;2017 September;1288;2088
1943;The Netherlands;Total;Nederland;2017 3rd quarter;3994;6608
1944;The Netherlands;Total;Nederland;2017 October;1316;2040
1945;The Netherlands;Total;Nederland;2017 November;1106;1669
1946;The Netherlands;Total;Nederland;2017 December;1162;1732
1947;The Netherlands;Total;Nederland;2017 4th quarter;3584;5440
1948;The Netherlands;Total;Nederland;2017;14419;22529
1949;The Netherlands;Total;Nederland;2018 January;1028;1528
1950;The Netherlands;Total;Nederland;2018 February;997;1509
1951;The Netherlands;Total;Nederland;2018 March;1169;1768
1952;The Netherlands;Total;Nederland;2018 1st quarter;3193;4805
1953;The Netherlands;Total;Nederland;2018 April;1225;1929
1954;The Netherlands;Total;Nederland;2018 May;1355;2179
1955;The Netherlands;Total;Nederland;2018 June;1379;2224
1956;The Netherlands;Total;Nederland;2018 2nd quarter;3958;6332
1957;The Netherlands;Total;Nederland;2018 July;1323;2235
1958;The Netherlands;Total;Nederland;2018 August;1443;2469
1959;The Netherlands;Total;Nederland;2018 September;1368;2204
1960;The Netherlands;Total;Nederland;2018 3rd quarter;4134;6909
1961;The Netherlands;Total;Nederland;2018 October;1386;2181
1962;The Netherlands;Total;Nederland;2018 November;1178;1803
1963;The Netherlands;Total;Nederland;2018 December;1125;1714
1964;The Netherlands;Total;Nederland;2018 4th quarter;3689;5697
1965;The Netherlands;Total;Nederland;2018;14975;23743
1966;The Netherlands;Total;Nederland;2019 January;966;1474
1967;The Netherlands;Total;Nederland;2019 February;983;1514
1968;The Netherlands;Total;Nederland;2019 March;1227;1891
1969;The Netherlands;Total;Nederland;2019 1st quarter;3176;4879
1970;The Netherlands;Total;Nederland;2019 April;1227;2006
1971;The Netherlands;Total;Nederland;2019 May;1335;2157
1972;The Netherlands;Total;Nederland;2019 June;1410;2307
1973;The Netherlands;Total;Nederland;2019 2nd quarter;3971;6470
1974;The Netherlands;Total;Nederland;2019 July;1323;2255
1975;The Netherlands;Total;Nederland;2019 August;1415;2495
1976;The Netherlands;Total;Nederland;2019 September;1355;2228
1977;The Netherlands;Total;Nederland;2019 3rd quarter;4093;6977
1978;The Netherlands;Total;Nederland;2019 October;1385;2209
1979;The Netherlands;Total;Nederland;2019 November;1244;1897
1980;The Netherlands;Total;Nederland;2019 December;1189;1839
1981;The Netherlands;Total;Nederland;2019 4th quarter;3818;5945
1982;The Netherlands;Total;Nederland;2019;15058;24272
1983;The Netherlands;Total;Nederland;2020 January;1055;1632
1984;The Netherlands;Total;Nederland;2020 February;1131;1781
1985;The Netherlands;Total;Nederland;2020 March;571;942
1986;The Netherlands;Total;Nederland;2020 1st quarter;2756;4354
1987;The Netherlands;Total;Nederland;2020 April;192;355
1988;The Netherlands;Total;Nederland;2020 May;401;667
1989;The Netherlands;Total;Nederland;2020 June;908;1532
1990;The Netherlands;Total;Nederland;2020 2nd quarter;1502;2555
1991;The Netherlands;Total;Nederland;2020 July;1420;2518
1992;The Netherlands;Total;Nederland;2020 August;1620;2865
1993;The Netherlands;Total;Nederland;2020 September;1355;2357
1994;The Netherlands;Total;Nederland;2020 3rd quarter;4395;7741
1995;The Netherlands;Total;Nederland;2020 October;985;1627
1996;The Netherlands;Total;Nederland;2020 November;773;1174
1997;The Netherlands;Total;Nederland;2020 December;649;993
1998;The Netherlands;Total;Nederland;2020 4th quarter;2407;3794
1999;The Netherlands;Total;Nederland;2020;11061;18445
2000;The Netherlands;Total;Nederland;2021 January;359;550
2001;The Netherlands;Total;Nederland;2021 February;543;802
2002;The Netherlands;Total;Nederland;2021 March;585;910
2003;The Netherlands;Total;Nederland;2021 1th quarter;1486;2261
2004;The Netherlands;Total;Nederland;2021 April;779;1243
2005;The Netherlands;Total;Nederland;2021 May;1240;2008
2006;The Netherlands;Total;Nederland;2021 June;1334;2238
2007;The Netherlands;Total;Nederland;2021 2nd quarter;3352;5489
2008;The Netherlands;Total;Nederland;2021 July;1615;2861
2009;The Netherlands;Total;Nederland;2021 August;1854;3317
2010;The Netherlands;Total;Nederland;2021 September;1501;2592
2011;The Netherlands;Total;Nederland;2021 3rd quarter;4971;8770
2012;The Netherlands;Total;Nederland;2021 October;1588;2571
2013;The Netherlands;Total;Nederland;2021 November;1091;1743
2014;The Netherlands;Total;Nederland;2021 December;625;987
2015;The Netherlands;Total;Nederland;2021 4th quarter;3305;5301
2016;The Netherlands;Total;Nederland;2021;13113;21820
2017;The Netherlands;Total;Nederland;2022 January;552;870
2018;The Netherlands;Total;Nederland;2022 February;953;1460
2019;The Netherlands;Total;Nederland;2022 March;1274;2043
2020;The Netherlands;Total;Nederland;2022 1th quarter;2778;4373
2021;The Netherlands;Total;Nederland;2022 April;1476;2456
2022;The Netherlands;Total;Nederland;2022 May;1709;2792
2023;The Netherlands;Total;Nederland;2022 June;1615;2760
2024;The Netherlands;Total;Nederland;2022 2nd quarter;4799;8008
2025;The Netherlands;Total;Nederland;2022 July;1699;2956
2026;The Netherlands;Total;Nederland;2022 August;1692;3081
2027;The Netherlands;Total;Nederland;2022 September;1616;2772
2028;The Netherlands;Total;Nederland;2022 3rd quarter;5007;8809
2029;The Netherlands;Total;Nederland;2022 October;1694;2793
2030;The Netherlands;Total;Nederland;2022 November;1456;2255
2031;The Netherlands;Total;Nederland;2022 December;1408;2199
2032;The Netherlands;Total;Nederland;2022 4th quarter;4559;7247
2033;The Netherlands;Total;Nederland;2022;17144;28437
2034;The Netherlands;Total;Nederland;2023 January;1188;1855
2035;The Netherlands;Total;Nederland;2023 February;1206;1915
2036;The Netherlands;Total;Nederland;2023 March;1368;2201
2037;The Netherlands;Total;Nederland;2023 1st quarter;3762;5971
2038;The Netherlands;Total;Nederland;2023 April;1478;2472
2039;The Netherlands;Total;Nederland;2023 May;1528;2569
2040;The Netherlands;Total;Nederland;2023 June;1555;2666
2041;The Netherlands;Total;Nederland;2023 2nd quarter;4561;7707
