ID;CountryOfResidence;StarRating;Regions;Periods;Guests_1;OvernightStays_2
2042;The Netherlands;Total;Nederland;2023 July;1628;2817
2043;The Netherlands;Total;Nederland;2023 August;1544;2832
2044;The Netherlands;Total;Nederland;2023 September;1486;2509
2045;The Netherlands;Total;Nederland;2023 3rd quarter;4659;8158
2046;The Netherlands;Total;Nederland;2023 October;1543;2596
2047;The Netherlands;Total;Nederland;2023 November;1347;2114
2048;The Netherlands;Total;Nederland;2023 December;1415;2192
2049;The Netherlands;Total;Nederland;2023 4th quarter;4305;6901
2050;The Netherlands;Total;Nederland;2023;17287;28737
2051;The Netherlands;Total;Nederland;2024 January;1253;2009
2052;The Netherlands;Total;Nederland;2024 February;1222;1986
2053;The Netherlands;Total;Nederland;2024 March;1424;2313
2054;The Netherlands;Total;Nederland;2024 1st quarter;3900;6308
2055;The Netherlands;Total;Nederland;2024 April;1432;2432
2056;The Netherlands;Total;Nederland;2024 May;1631;2780
2057;The Netherlands;Total;Nederland;2024 June;1623;2737
2058;The Netherlands;Total;Nederland;2024 2nd quarter;4686;7949
2059;The Netherlands;Total;Nederland;2024 July;1584;2800
2060;The Netherlands;Total;Nederland;2024 August;1687;3067
2061;The Netherlands;Total;Nederland;2024 September;1592;2745
2062;The Netherlands;Total;Nederland;2024 3rd quarter;4869;8616
2063;The Netherlands;Total;Nederland;2024 October;1578;2630
2064;The Netherlands;Total;Nederland;2024 November;1486;2396
2065;The Netherlands;Total;Nederland;2024 December;1455;2256
2066;The Netherlands;Total;Nederland;2024 4th quarter;4518;7280
2067;The Netherlands;Total;Nederland;2024;17957;30126
2068;The Netherlands;Total;Nederland;2025 January;1258;2022
2069;The Netherlands;Total;Nederland;2025 February;1215;1974
2070;The Netherlands;Total;Amsterdam;2017 January;123;193
2071;The Netherlands;Total;Amsterdam;2017 February;107;179
2072;The Netherlands;Total;Amsterdam;2017 March;115;185
2073;The Netherlands;Total;Amsterdam;2017 1st quarter;345;557
2074;The Netherlands;Total;Amsterdam;2017 April;120;214
2075;The Netherlands;Total;Amsterdam;2017 May;132;216
2076;The Netherlands;Total;Amsterdam;2017 June;129;216
2077;The Netherlands;Total;Amsterdam;2017 2nd quarter;380;646
2078;The Netherlands;Total;Amsterdam;2017 July;122;207
2079;The Netherlands;Total;Amsterdam;2017 August;113;203
2080;The Netherlands;Total;Amsterdam;2017 September;121;206
2081;The Netherlands;Total;Amsterdam;2017 3rd quarter;356;617
2082;The Netherlands;Total;Amsterdam;2017 October;129;218
2083;The Netherlands;Total;Amsterdam;2017 November;130;218
2084;The Netherlands;Total;Amsterdam;2017 December;136;208
2085;The Netherlands;Total;Amsterdam;2017 4th quarter;395;644
2086;The Netherlands;Total;Amsterdam;2017;1477;2464
2087;The Netherlands;Total;Amsterdam;2018 January;140;230
2088;The Netherlands;Total;Amsterdam;2018 February;118;199
2089;The Netherlands;Total;Amsterdam;2018 March;142;230
2090;The Netherlands;Total;Amsterdam;2018 1st quarter;400;660
2091;The Netherlands;Total;Amsterdam;2018 April;124;222
2092;The Netherlands;Total;Amsterdam;2018 May;147;253
2093;The Netherlands;Total;Amsterdam;2018 June;150;264
2094;The Netherlands;Total;Amsterdam;2018 2nd quarter;420;739
2095;The Netherlands;Total;Amsterdam;2018 July;135;245
2096;The Netherlands;Total;Amsterdam;2018 August;143;244
2097;The Netherlands;Total;Amsterdam;2018 September;133;225
2098;The Netherlands;Total;Amsterdam;2018 3rd quarter;411;715
2099;The Netherlands;Total;Amsterdam;2018 October;150;254
2100;The Netherlands;Total;Amsterdam;2018 November;143;244
2101;The Netherlands;Total;Amsterdam;2018 December;129;216
2102;The Netherlands;Total;Amsterdam;2018 4th quarter;422;714
2103;The Netherlands;Total;Amsterdam;2018;1654;2828
2104;The Netherlands;Total;Amsterdam;2019 January;124;207
2105;The Netherlands;Total;Amsterdam;2019 February;125;213
2106;The Netherlands;Total;Amsterdam;2019 March;141;243
2107;The Netherlands;Total;Amsterdam;2019 1st quarter;391;663
2108;The Netherlands;Total;Amsterdam;2019 April;136;254
2109;The Netherlands;Total;Amsterdam;2019 May;144;258
2110;The Netherlands;Total;Amsterdam;2019 June;150;267
2111;The Netherlands;Total;Amsterdam;2019 2nd quarter;430;779
2112;The Netherlands;Total;Amsterdam;2019 July;136;243
2113;The Netherlands;Total;Amsterdam;2019 August;131;249
2114;The Netherlands;Total;Amsterdam;2019 September;140;251
2115;The Netherlands;Total;Amsterdam;2019 3rd quarter;407;744
2116;The Netherlands;Total;Amsterdam;2019 October;140;242
2117;The Netherlands;Total;Amsterdam;2019 November;135;230
2118;The Netherlands;Total;Amsterdam;2019 December;134;228
2119;The Netherlands;Total;Amsterdam;2019 4th quarter;409;700
2120;The Netherlands;Total;Amsterdam;2019;1637;2886
2121;The Netherlands;Total;Amsterdam;2020 January;119;208
2122;The Netherlands;Total;Amsterdam;2020 February;120;215
2123;The Netherlands;Total;Amsterdam;2020 March;62;108
2124;The Netherlands;Total;Amsterdam;2020 1st quarter;301;531
2125;The Netherlands;Total;Amsterdam;2020 April;16;35
2126;The Netherlands;Total;Amsterdam;2020 May;23;39
2127;The Netherlands;Total;Amsterdam;2020 June;48;78
2128;The Netherlands;Total;Amsterdam;2020 2nd quarter;88;152
2129;The Netherlands;Total;Amsterdam;2020 July;95;171
2130;The Netherlands;Total;Amsterdam;2020 August;112;204
2131;The Netherlands;Total;Amsterdam;2020 September;70;126
2132;The Netherlands;Total;Amsterdam;2020 3rd quarter;277;500
2133;The Netherlands;Total;Amsterdam;2020 October;56;97
2134;The Netherlands;Total;Amsterdam;2020 November;75;114
2135;The Netherlands;Total;Amsterdam;2020 December;74;119
2136;The Netherlands;Total;Amsterdam;2020 4th quarter;205;330
2137;The Netherlands;Total;Amsterdam;2020;871;1513
2138;The Netherlands;Total;Amsterdam;2021 January;45;74
2139;The Netherlands;Total;Amsterdam;2021 February;59;91
2140;The Netherlands;Total;Amsterdam;2021 March;57;89
2141;The Netherlands;Total;Amsterdam;2021 1th quarter;160;254
2142;The Netherlands;Total;Amsterdam;2021 April;62;101
2143;The Netherlands;Total;Amsterdam;2021 May;88;136
2144;The Netherlands;Total;Amsterdam;2021 June;84;134
2145;The Netherlands;Total;Amsterdam;2021 2nd quarter;234;371
2146;The Netherlands;Total;Amsterdam;2021 July;125;217
2147;The Netherlands;Total;Amsterdam;2021 August;160;275
2148;The Netherlands;Total;Amsterdam;2021 September;124;219
2149;The Netherlands;Total;Amsterdam;2021 3rd quarter;408;711
2150;The Netherlands;Total;Amsterdam;2021 October;163;284
2151;The Netherlands;Total;Amsterdam;2021 November;117;207
2152;The Netherlands;Total;Amsterdam;2021 December;60;99
2153;The Netherlands;Total;Amsterdam;2021 4th quarter;340;590
2154;The Netherlands;Total;Amsterdam;2021;1143;1926
2155;The Netherlands;Total;Amsterdam;2022 January;58;92
2156;The Netherlands;Total;Amsterdam;2022 February;105;170
2157;The Netherlands;Total;Amsterdam;2022 March;143;256
2158;The Netherlands;Total;Amsterdam;2022 1th quarter;306;517
2159;The Netherlands;Total;Amsterdam;2022 April;154;298
2160;The Netherlands;Total;Amsterdam;2022 May;156;298
2161;The Netherlands;Total;Amsterdam;2022 June;149;289
2162;The Netherlands;Total;Amsterdam;2022 2nd quarter;460;885
2163;The Netherlands;Total;Amsterdam;2022 July;182;363
2164;The Netherlands;Total;Amsterdam;2022 August;164;341
2165;The Netherlands;Total;Amsterdam;2022 September;166;336
2166;The Netherlands;Total;Amsterdam;2022 3rd quarter;511;1040
2167;The Netherlands;Total;Amsterdam;2022 October;165;332
2168;The Netherlands;Total;Amsterdam;2022 November;174;311
2169;The Netherlands;Total;Amsterdam;2022 December;158;283
2170;The Netherlands;Total;Amsterdam;2022 4th quarter;497;926
2171;The Netherlands;Total;Amsterdam;2022;1774;3369
2172;The Netherlands;Total;Amsterdam;2023 January;149;272
2173;The Netherlands;Total;Amsterdam;2023 February;141;268
2174;The Netherlands;Total;Amsterdam;2023 March;174;320
2175;The Netherlands;Total;Amsterdam;2023 1st quarter;464;860
2176;The Netherlands;Total;Amsterdam;2023 April;159;313
2177;The Netherlands;Total;Amsterdam;2023 May;150;290
2178;The Netherlands;Total;Amsterdam;2023 June;165;327
2179;The Netherlands;Total;Amsterdam;2023 2nd quarter;474;931
2180;The Netherlands;Total;Amsterdam;2023 July;196;380
2181;The Netherlands;Total;Amsterdam;2023 August;135;299
2182;The Netherlands;Total;Amsterdam;2023 September;132;261
2183;The Netherlands;Total;Amsterdam;2023 3rd quarter;463;940
2184;The Netherlands;Total;Amsterdam;2023 October;172;337
2185;The Netherlands;Total;Amsterdam;2023 November;156;278
2186;The Netherlands;Total;Amsterdam;2023 December;174;300
2187;The Netherlands;Total;Amsterdam;2023 4th quarter;502;915
2188;The Netherlands;Total;Amsterdam;2023;1903;3646
2189;The Netherlands;Total;Amsterdam;2024 January;157;288
2190;The Netherlands;Total;Amsterdam;2024 February;133;237
2191;The Netherlands;Total;Amsterdam;2024 March;164;307
2192;The Netherlands;Total;Amsterdam;2024 1st quarter;455;831
2193;The Netherlands;Total;Amsterdam;2024 April;163;316
2194;The Netherlands;Total;Amsterdam;2024 May;161;308
2195;The Netherlands;Total;Amsterdam;2024 June;158;288
2196;The Netherlands;Total;Amsterdam;2024 2nd quarter;483;911
2197;The Netherlands;Total;Amsterdam;2024 July;173;321
2198;The Netherlands;Total;Amsterdam;2024 August;161;312
2199;The Netherlands;Total;Amsterdam;2024 September;149;274
2200;The Netherlands;Total;Amsterdam;2024 3rd quarter;483;911
2201;The Netherlands;Total;Amsterdam;2024 October;153;287
2202;The Netherlands;Total;Amsterdam;2024 November;169;297
2203;The Netherlands;Total;Amsterdam;2024 December;166;271
2204;The Netherlands;Total;Amsterdam;2024 4th quarter;489;856
2205;The Netherlands;Total;Amsterdam;2024;1916;3522
2206;The Netherlands;Total;Amsterdam;2025 January;151;263
2207;The Netherlands;Total;Amsterdam;2025 February;139;265
2208;The Netherlands;Accommodations without stars;Nederland;2017 January;42;77
2209;The Netherlands;Accommodations without stars;Nederland;2017 February;43;73
2210;The Netherlands;Accommodations without stars;Nederland;2017 March;50;85
2211;The Netherlands;Accommodations without stars;Nederland;2017 1st quarter;135;235
2212;The Netherlands;Accommodations without stars;Nederland;2017 April;64;116
2213;The Netherlands;Accommodations without stars;Nederland;2017 May;76;135
2214;The Netherlands;Accommodations without stars;Nederland;2017 June;75;142
2215;The Netherlands;Accommodations without stars;Nederland;2017 2nd quarter;215;394
2216;The Netherlands;Accommodations without stars;Nederland;2017 July;70;135
2217;The Netherlands;Accommodations without stars;Nederland;2017 August;80;150
2218;The Netherlands;Accommodations without stars;Nederland;2017 September;75;144
2219;The Netherlands;Accommodations without stars;Nederland;2017 3rd quarter;224;429
2220;The Netherlands;Accommodations without stars;Nederland;2017 October;68;127
2221;The Netherlands;Accommodations without stars;Nederland;2017 November;45;80
2222;The Netherlands;Accommodations without stars;Nederland;2017 December;46;82
2223;The Netherlands;Accommodations without stars;Nederland;2017 4th quarter;159;289
2224;The Netherlands;Accommodations without stars;Nederland;2017;733;1347
2225;The Netherlands;Accommodations without stars;Nederland;2018 January;51;90
2226;The Netherlands;Accommodations without stars;Nederland;2018 February;56;90
2227;The Netherlands;Accommodations without stars;Nederland;2018 March;59;98
2228;The Netherlands;Accommodations without stars;Nederland;2018 1st quarter;166;278
2229;The Netherlands;Accommodations without stars;Nederland;2018 April;72;126
2230;The Netherlands;Accommodations without stars;Nederland;2018 May;88;160
2231;The Netherlands;Accommodations without stars;Nederland;2018 June;106;206
2232;The Netherlands;Accommodations without stars;Nederland;2018 2nd quarter;266;492
2233;The Netherlands;Accommodations without stars;Nederland;2018 July;82;168
2234;The Netherlands;Accommodations without stars;Nederland;2018 August;89;177
2235;The Netherlands;Accommodations without stars;Nederland;2018 September;92;175
2236;The Netherlands;Accommodations without stars;Nederland;2018 3rd quarter;263;520
2237;The Netherlands;Accommodations without stars;Nederland;2018 October;84;156
2238;The Netherlands;Accommodations without stars;Nederland;2018 November;63;101
2239;The Netherlands;Accommodations without stars;Nederland;2018 December;62;95
2240;The Netherlands;Accommodations without stars;Nederland;2018 4th quarter;209;353
2241;The Netherlands;Accommodations without stars;Nederland;2018;905;1644
2242;The Netherlands;Accommodations without stars;Nederland;2019 January;49;77
2243;The Netherlands;Accommodations without stars;Nederland;2019 February;53;85
2244;The Netherlands;Accommodations without stars;Nederland;2019 March;65;100
2245;The Netherlands;Accommodations without stars;Nederland;2019 1st quarter;167;262
2246;The Netherlands;Accommodations without stars;Nederland;2019 April;81;137
2247;The Netherlands;Accommodations without stars;Nederland;2019 May;87;152
2248;The Netherlands;Accommodations without stars;Nederland;2019 June;97;170
2249;The Netherlands;Accommodations without stars;Nederland;2019 2nd quarter;265;459
2250;The Netherlands;Accommodations without stars;Nederland;2019 July;82;159
2251;The Netherlands;Accommodations without stars;Nederland;2019 August;97;189
2252;The Netherlands;Accommodations without stars;Nederland;2019 September;88;165
2253;The Netherlands;Accommodations without stars;Nederland;2019 3rd quarter;267;513
2254;The Netherlands;Accommodations without stars;Nederland;2019 October;98;176
2255;The Netherlands;Accommodations without stars;Nederland;2019 November;74;116
2256;The Netherlands;Accommodations without stars;Nederland;2019 December;62;98
2257;The Netherlands;Accommodations without stars;Nederland;2019 4th quarter;234;390
2258;The Netherlands;Accommodations without stars;Nederland;2019;933;1623
2259;The Netherlands;Accommodations without stars;Nederland;2020 January;49;83
2260;The Netherlands;Accommodations without stars;Nederland;2020 February;56;95
2261;The Netherlands;Accommodations without stars;Nederland;2020 March;25;45
2262;The Netherlands;Accommodations without stars;Nederland;2020 1st quarter;130;223
