ID;VissoortenSchaalEnSchelpdieren;Perioden;AangevoerdeHoeveelheid_1
1412;Noordzeekrab;2009 maart;13.0
1413;Noordzeekrab;2009 april;39.0
1414;Noordzeekrab;2009 mei;101.0
1415;Noordzeekrab;2009 juni;129.0
1416;Noordzeekrab;2009 juli;130.0
1417;Noordzeekrab;2009 augustus;309.0
1418;Noordzeekrab;2009 september;311.0
1419;Noordzeekrab;2009 oktober;491.0
1420;Noordzeekrab;2009 november;359.0
1421;Noordzeekrab;2009 december;227.0
1422;Noordzeekrab;2009;2238.0
1423;Noordzeekrab;2010 januari;66.0
1424;Noordzeekrab;2010 februari;4.0
1425;Noordzeekrab;2010 maart;5.0
1426;Noordzeekrab;2010 april;18.0
1427;Noordzeekrab;2010 mei;47.0
1428;Noordzeekrab;2010 juni;50.0
1429;Noordzeekrab;2010 juli;59.0
1430;Noordzeekrab;2010 augustus;178.0
1431;Noordzeekrab;2010 september;264.0
1432;Noordzeekrab;2010 oktober;485.0
1433;Noordzeekrab;2010 november;403.0
1434;Noordzeekrab;2010 december;236.0
1435;Noordzeekrab;2010;1813.0
1436;Noordzeekrab;2011 januari;8.0
1437;Noordzeekrab;2011 februari;3.0
1438;Noordzeekrab;2011 maart;4.0
1439;Noordzeekrab;2011 april;15.0
1440;Noordzeekrab;2011 mei;58.0
1441;Noordzeekrab;2011 juni;111.0
1442;Noordzeekrab;2011 juli;211.0
1443;Noordzeekrab;2011 augustus;286.0
1444;Noordzeekrab;2011 september;346.0
1445;Noordzeekrab;2011 oktober;476.0
1446;Noordzeekrab;2011 november;441.0
1447;Noordzeekrab;2011 december;235.0
1448;Noordzeekrab;2011;2194.0
1449;Noordzeekrab;2012 januari;74.0
1450;Noordzeekrab;2012 februari;8.0
1451;Noordzeekrab;2012 maart;8.0
1452;Noordzeekrab;2012 april;14.0
1453;Noordzeekrab;2012 mei;26.0
1454;Noordzeekrab;2012 juni;61.0
1455;Noordzeekrab;2012 juli;34.0
1456;Noordzeekrab;2012 augustus;99.0
1457;Noordzeekrab;2012 september;141.0
1458;Noordzeekrab;2012 oktober;266.0
1459;Noordzeekrab;2012 november;171.0
1460;Noordzeekrab;2012 december;74.0
1461;Noordzeekrab;2012;976.0
1462;Noordzeekrab;2013 januari;53.0
1463;Noordzeekrab;2013 februari;8.0
1464;Noordzeekrab;2013 maart;4.0
1465;Noordzeekrab;2013 april;9.0
1466;Noordzeekrab;2013 mei;34.0
1467;Noordzeekrab;2013 juni;79.0
1468;Noordzeekrab;2013 juli;90.0
1469;Noordzeekrab;2013 augustus;55.0
1470;Noordzeekrab;2013 september;59.0
1471;Noordzeekrab;2013 oktober;68.0
1472;Noordzeekrab;2013 november;156.0
1473;Noordzeekrab;2013 december;97.0
1474;Noordzeekrab;2013;711.0
1475;Noordzeekrab;2014 januari;98.0
1476;Noordzeekrab;2014 februari;31.0
1477;Noordzeekrab;2014 maart;24.0
1478;Noordzeekrab;2014 april;41.0
1479;Noordzeekrab;2014 mei;124.0
1480;Noordzeekrab;2014 juni;132.0
1481;Noordzeekrab;2014 juli;156.0
1482;Noordzeekrab;2014 augustus;119.0
1483;Noordzeekrab;2014 september;149.0
1484;Noordzeekrab;2014 oktober;172.0
1485;Noordzeekrab;2014 november;153.0
1486;Noordzeekrab;2014 december;115.0
1487;Noordzeekrab;2014 ;1314.0
1488;Noordzeekrab;2015 januari;76.0
1489;Noordzeekrab;2015 februari;30.0
1490;Noordzeekrab;2015 maart;19.0
1491;Noordzeekrab;2015 april;18.0
1492;Noordzeekrab;2015 mei;79.0
1493;Noordzeekrab;2015 juni;142.0
1494;Noordzeekrab;2015 juli;320.0
1495;Noordzeekrab;2015  augustus;419.0
1496;Noordzeekrab;2015 september;334.0
1497;Noordzeekrab;2015 oktober;605.0
1498;Noordzeekrab;2015 november;400.0
1499;Noordzeekrab;2015 december;274.0
1500;Noordzeekrab;2015 ;2716.0
1501;Noordzeekrab;2016  januari;79.0
1502;Noordzeekrab;2016 februari;24.0
1503;Noordzeekrab;2016 maart;14.0
1504;Noordzeekrab;2016 april;31.0
1505;Noordzeekrab;2016 mei;26.0
1506;Noordzeekrab;2016 juni;52.0
1507;Noordzeekrab;2016 juli;66.0
1508;Noordzeekrab;2016 augustus;56.0
1509;Noordzeekrab;2016 september;53.0
1510;Noordzeekrab;2016 oktober;49.0
1511;Noordzeekrab;2016 november;47.0
1512;Noordzeekrab;2016 december;25.0
1513;Noordzeekrab;2016;522.0
1514;Noordzeekrab;2017 januari;14.0
1515;Noordzeekrab;2017 februari;8.0
1516;Noordzeekrab;2017 maart;15.0
1517;Noordzeekrab;2017 april;46.0
1518;Noordzeekrab;2017 mei;67.0
1519;Noordzeekrab;2017 juni;104.0
1520;Noordzeekrab;2017 juli;167.0
1521;Noordzeekrab;2017 augustus;166.0
1522;Noordzeekrab;2017 september;106.0
1523;Noordzeekrab;2017 oktober;224.0
1524;Noordzeekrab;2017 november;195.0
1525;Noordzeekrab;2017 december;159.0
1526;Noordzeekrab;2017;1271.0
1527;Noordzeekrab;2018 januari;69.0
1528;Noordzeekrab;2018 februari;14.0
1529;Noordzeekrab;2018 maart;8.0
1530;Noordzeekrab;2018 april;22.0
1531;Noordzeekrab;2018 mei;95.0
1532;Noordzeekrab;2018 juni;136.0
1533;Noordzeekrab;2018 juli;233.0
1534;Noordzeekrab;2018 augustus;351.0
1535;Noordzeekrab;2018 september;436.0
1536;Noordzeekrab;2018 oktober;498.0
1537;Noordzeekrab;2018 november;449.0
1538;Noordzeekrab;2018 december;208.0
1539;Noordzeekrab;2018;2521.0
1540;Noordzeekrab;2019 januari;55.0
1541;Noordzeekrab;2019 februari;22.0
1542;Noordzeekrab;2019 maart;16.0
1543;Noordzeekrab;2019 april ;20.0
1544;Noordzeekrab;2019 mei;42.0
1545;Noordzeekrab;2019 juni;31.0
1546;Noordzeekrab;2019 juli;57.0
1547;Noordzeekrab;2019 augustus;64.0
1548;Noordzeekrab;2019 september;53.0
1549;Noordzeekrab;2019 oktober;84.0
1550;Noordzeekrab;2019 november;72.0
1551;Noordzeekrab;2019 december;25.0
1552;Noordzeekrab;2019;540.0
1553;Noordzeekrab;2020 januari;23.0
1554;Noordzeekrab;2020 februari;12.0
1555;Noordzeekrab;2020 maart;7.0
1556;Noordzeekrab;2020 april;8.0
1557;Noordzeekrab;2020 mei;21.0
1558;Noordzeekrab;2020 juni;40.0
1559;Noordzeekrab;2020 juli;58.0
1560;Noordzeekrab;2020 augustus;46.0
1561;Noordzeekrab;2020 september;45.0
1562;Noordzeekrab;2020 oktober;64.0
1563;Noordzeekrab;2020 november;62.0
1564;Noordzeekrab;2020 december;35.0
1565;Noordzeekrab;2020;421.0
1566;Noordzeekrab;2021 januari;37.0
1567;Noordzeekrab;2021 februari;15.0
1568;Noordzeekrab;2021 maart;12.0
1569;Noordzeekrab;2021 april;36.0
1570;Noordzeekrab;2021 mei;91.0
1571;Noordzeekrab;2021 juni;160.0
1572;Noordzeekrab;2021 juli;243.0
1573;Noordzeekrab;2021 augustus;530.0
1574;Noordzeekrab;2021 september;332.0
1575;Noordzeekrab;2021 oktober;310.0
1576;Noordzeekrab;2021 november;297.0
1577;Noordzeekrab;2021 december;246.0
1578;Noordzeekrab;2021 ;2310.0
1579;Noordzeekrab;2022  januari;145.0
1580;Noordzeekrab;2022 februari;18.0
1581;Noordzeekrab;2022 maart;27.0
1582;Noordzeekrab;2022 april;29.0
1583;Noordzeekrab;2022 mei;51.0
1584;Noordzeekrab;2022 juni;146.0
1585;Noordzeekrab;2022 juli;265.0
1586;Noordzeekrab;2022 augustus;298.0
1587;Noordzeekrab;2022 september;313.0
1588;Noordzeekrab;2022 oktober;299.0
1589;Noordzeekrab;2022 november;271.0
1590;Noordzeekrab;2022 december;206.0
1591;Noordzeekrab;2022;2068.0
1592;Noordzeekrab;2023 januari;139.0
1593;Noordzeekrab;2023 februari;30.0
1594;Noordzeekrab;2023 maart;27.0
1595;Noordzeekrab;2023 april;47.0
1596;Noordzeekrab;2023 mei;123.0
1597;Noordzeekrab;2023 juni;224.0
1598;Noordzeekrab;2023 juli;533.0
1599;Noordzeekrab;2023 augustus;397.0
1600;Noordzeekrab;2023 september;350.0
1601;Noordzeekrab;2023 oktober;637.0
1602;Noordzeekrab;2023 november;656.0
1603;Noordzeekrab;2023 december;262.0
1604;Noordzeekrab;2023;3425.0
1605;Noordzeekrab;2024 januari;139.0
1606;Noordzeekrab;2024 februari;47.0
1607;Noordzeekrab;2024 maart;31.0
1608;Noordzeekrab;2024 april;81.0
1609;Noordzeekrab;2024 mei;89.0
1610;Noordzeekrab;2024 juni;192.0
1611;Noordzeekrab;2024 juli ;403.0
1612;Noordzeekrab;2024 augustus;356.0
1613;Noordzeekrab;2024 september;349.0
1614;Noordzeekrab;2024 oktober;578.0
1615;Noordzeekrab;2024 november;400.0
1616;Noordzeekrab;2024 december;293.0
1617;Noordzeekrab;2024 ;2959.0
1618;Noordzeekrab;2025 januari;54.0
1619;Noordzeekrab;2025 februari;21.0
1620;Langoustine (Noorse kreeft);1994 januari;9.0
1621;Langoustine (Noorse kreeft);1994 februari;5.0
1622;Langoustine (Noorse kreeft);1994 maart;2.0
1623;Langoustine (Noorse kreeft);1994 april;3.0
1624;Langoustine (Noorse kreeft);1994 mei;2.0
1625;Langoustine (Noorse kreeft);1994 juni;7.0
1626;Langoustine (Noorse kreeft);1994 juli;34.0
1627;Langoustine (Noorse kreeft);1994 augustus;38.0
1628;Langoustine (Noorse kreeft);1994 september;19.0
1629;Langoustine (Noorse kreeft);1994 oktober;23.0
1630;Langoustine (Noorse kreeft);1994 november;14.0
1631;Langoustine (Noorse kreeft);1994 december;13.0
1632;Langoustine (Noorse kreeft);1994;169.0
1633;Langoustine (Noorse kreeft);1995 januari;14.0
1634;Langoustine (Noorse kreeft);1995 februari;6.0
1635;Langoustine (Noorse kreeft);1995 maart;11.0
1636;Langoustine (Noorse kreeft);1995 april;7.0
1637;Langoustine (Noorse kreeft);1995 mei;1.0
1638;Langoustine (Noorse kreeft);1995 juni;13.0
1639;Langoustine (Noorse kreeft);1995 juli;30.0
1640;Langoustine (Noorse kreeft);1995 augustus;52.0
1641;Langoustine (Noorse kreeft);1995 september;43.0
1642;Langoustine (Noorse kreeft);1995 oktober;46.0
1643;Langoustine (Noorse kreeft);1995 november;34.0
1644;Langoustine (Noorse kreeft);1995 december;16.0
1645;Langoustine (Noorse kreeft);1995;273.0
1646;Langoustine (Noorse kreeft);1996 januari;12.0
1647;Langoustine (Noorse kreeft);1996 februari;9.0
1648;Langoustine (Noorse kreeft);1996 maart;47.0
1649;Langoustine (Noorse kreeft);1996 april;21.0
1650;Langoustine (Noorse kreeft);1996 mei;4.0
1651;Langoustine (Noorse kreeft);1996 juni;12.0
1652;Langoustine (Noorse kreeft);1996 juli;23.0
1653;Langoustine (Noorse kreeft);1996 augustus;56.0
1654;Langoustine (Noorse kreeft);1996 september;119.0
1655;Langoustine (Noorse kreeft);1996 oktober;162.0
1656;Langoustine (Noorse kreeft);1996 november;37.0
1657;Langoustine (Noorse kreeft);1996 december;10.0
1658;Langoustine (Noorse kreeft);1996;512.0
1659;Langoustine (Noorse kreeft);1997 januari;12.0
1660;Langoustine (Noorse kreeft);1997 februari;1.0
1661;Langoustine (Noorse kreeft);1997 maart;8.0
1662;Langoustine (Noorse kreeft);1997 april;2.0
1663;Langoustine (Noorse kreeft);1997 mei;8.0
1664;Langoustine (Noorse kreeft);1997 juni;77.0
1665;Langoustine (Noorse kreeft);1997 juli;103.0
1666;Langoustine (Noorse kreeft);1997 augustus;143.0
1667;Langoustine (Noorse kreeft);1997 september;126.0
1668;Langoustine (Noorse kreeft);1997 oktober;142.0
1669;Langoustine (Noorse kreeft);1997 november;61.0
1670;Langoustine (Noorse kreeft);1997 december;19.0
1671;Langoustine (Noorse kreeft);1997;702.0
1672;Langoustine (Noorse kreeft);1998 januari;29.0
1673;Langoustine (Noorse kreeft);1998 februari;13.0
1674;Langoustine (Noorse kreeft);1998 maart;20.0
1675;Langoustine (Noorse kreeft);1998 april;30.0
1676;Langoustine (Noorse kreeft);1998 mei;43.0
1677;Langoustine (Noorse kreeft);1998 juni;46.0
1678;Langoustine (Noorse kreeft);1998 juli;119.0
1679;Langoustine (Noorse kreeft);1998 augustus;222.0
1680;Langoustine (Noorse kreeft);1998 september;73.0
1681;Langoustine (Noorse kreeft);1998 oktober;46.0
1682;Langoustine (Noorse kreeft);1998 november;109.0
1683;Langoustine (Noorse kreeft);1998 december;25.0
1684;Langoustine (Noorse kreeft);1998;775.0
1685;Langoustine (Noorse kreeft);1999 januari;17.0
1686;Langoustine (Noorse kreeft);1999 februari;15.0
1687;Langoustine (Noorse kreeft);1999 maart;21.0
1688;Langoustine (Noorse kreeft);1999 april;39.0
1689;Langoustine (Noorse kreeft);1999 mei;12.0
1690;Langoustine (Noorse kreeft);1999 juni;77.0
1691;Langoustine (Noorse kreeft);1999 juli;215.0
1692;Langoustine (Noorse kreeft);1999 augustus;200.0
1693;Langoustine (Noorse kreeft);1999 september;202.0
1694;Langoustine (Noorse kreeft);1999 oktober;39.0
1695;Langoustine (Noorse kreeft);1999 november;22.0
1696;Langoustine (Noorse kreeft);1999 december;12.0
1697;Langoustine (Noorse kreeft);1999;871.0
1698;Langoustine (Noorse kreeft);2000 januari;44.0
1699;Langoustine (Noorse kreeft);2000 februari;42.0
1700;Langoustine (Noorse kreeft);2000 maart;18.0
1701;Langoustine (Noorse kreeft);2000 april;20.0
1702;Langoustine (Noorse kreeft);2000 mei;62.0
1703;Langoustine (Noorse kreeft);2000 juni;75.0
1704;Langoustine (Noorse kreeft);2000 juli;162.0
1705;Langoustine (Noorse kreeft);2000 augustus;165.0
1706;Langoustine (Noorse kreeft);2000 september;76.0
1707;Langoustine (Noorse kreeft);2000 oktober;19.0
1708;Langoustine (Noorse kreeft);2000 november;17.0
1709;Langoustine (Noorse kreeft);2000 december;25.0
1710;Langoustine (Noorse kreeft);2000;725.0
1711;Langoustine (Noorse kreeft);2001 januari;34.0
1712;Langoustine (Noorse kreeft);2001 februari;30.0
1713;Langoustine (Noorse kreeft);2001 maart;37.0
1714;Langoustine (Noorse kreeft);2001 april;11.0
1715;Langoustine (Noorse kreeft);2001 mei;37.0
1716;Langoustine (Noorse kreeft);2001 juni;117.0
1717;Langoustine (Noorse kreeft);2001 juli;122.0
1718;Langoustine (Noorse kreeft);2001 augustus;231.0
1719;Langoustine (Noorse kreeft);2001 september;246.0
1720;Langoustine (Noorse kreeft);2001 oktober;78.0
1721;Langoustine (Noorse kreeft);2001 november;50.0
1722;Langoustine (Noorse kreeft);2001 december;83.0
1723;Langoustine (Noorse kreeft);2001;1076.0
1724;Langoustine (Noorse kreeft);2002 januari;72.0
1725;Langoustine (Noorse kreeft);2002 februari;20.0
1726;Langoustine (Noorse kreeft);2002 maart;73.0
1727;Langoustine (Noorse kreeft);2002 april;116.0
1728;Langoustine (Noorse kreeft);2002 mei;144.0
1729;Langoustine (Noorse kreeft);2002 juni;214.0
1730;Langoustine (Noorse kreeft);2002 juli;217.0
1731;Langoustine (Noorse kreeft);2002 augustus;559.0
1732;Langoustine (Noorse kreeft);2002 september;227.0
1733;Langoustine (Noorse kreeft);2002 oktober;67.0
1734;Langoustine (Noorse kreeft);2002 november;114.0
1735;Langoustine (Noorse kreeft);2002 december;73.0
1736;Langoustine (Noorse kreeft);2002;1895.0
1737;Langoustine (Noorse kreeft);2003 januari;52.0
1738;Langoustine (Noorse kreeft);2003 februari;80.0
1739;Langoustine (Noorse kreeft);2003 maart;77.0
1740;Langoustine (Noorse kreeft);2003 april;74.0
1741;Langoustine (Noorse kreeft);2003 mei;140.0
1742;Langoustine (Noorse kreeft);2003 juni;178.0
1743;Langoustine (Noorse kreeft);2003 juli;250.0
1744;Langoustine (Noorse kreeft);2003 augustus;388.0
1745;Langoustine (Noorse kreeft);2003 september;289.0
1746;Langoustine (Noorse kreeft);2003 oktober;175.0
1747;Langoustine (Noorse kreeft);2003 november;82.0
1748;Langoustine (Noorse kreeft);2003 december;93.0
1749;Langoustine (Noorse kreeft);2003;1877.0
1750;Langoustine (Noorse kreeft);2004 januari;35.0
1751;Langoustine (Noorse kreeft);2004 februari;66.0
1752;Langoustine (Noorse kreeft);2004 maart;91.0
1753;Langoustine (Noorse kreeft);2004 april;124.0
1754;Langoustine (Noorse kreeft);2004 mei;121.0
1755;Langoustine (Noorse kreeft);2004 juni;90.0
1756;Langoustine (Noorse kreeft);2004 juli;365.0
1757;Langoustine (Noorse kreeft);2004 augustus;366.0
1758;Langoustine (Noorse kreeft);2004 september;233.0
1759;Langoustine (Noorse kreeft);2004 oktober;155.0
1760;Langoustine (Noorse kreeft);2004 november;155.0
1761;Langoustine (Noorse kreeft);2004 december;128.0
1762;Langoustine (Noorse kreeft);2004;1929.0
1763;Langoustine (Noorse kreeft);2005 januari;41.0
1764;Langoustine (Noorse kreeft);2005 februari;66.0
1765;Langoustine (Noorse kreeft);2005 maart;70.0
1766;Langoustine (Noorse kreeft);2005 april;81.0
1767;Langoustine (Noorse kreeft);2005 mei;87.0
1768;Langoustine (Noorse kreeft);2005 juni;123.0
1769;Langoustine (Noorse kreeft);2005 juli;285.0
1770;Langoustine (Noorse kreeft);2005 augustus;521.0
1771;Langoustine (Noorse kreeft);2005 september;514.0
1772;Langoustine (Noorse kreeft);2005 oktober;166.0
1773;Langoustine (Noorse kreeft);2005 november;150.0
1774;Langoustine (Noorse kreeft);2005 december;147.0
1775;Langoustine (Noorse kreeft);2005;2250.0
1776;Langoustine (Noorse kreeft);2006 januari;92.0
1777;Langoustine (Noorse kreeft);2006 februari;66.0
1778;Langoustine (Noorse kreeft);2006 maart;34.0
1779;Langoustine (Noorse kreeft);2006 april;49.0
1780;Langoustine (Noorse kreeft);2006 mei;68.0
1781;Langoustine (Noorse kreeft);2006 juni;173.0
1782;Langoustine (Noorse kreeft);2006 juli;274.0
1783;Langoustine (Noorse kreeft);2006 augustus;455.0
1784;Langoustine (Noorse kreeft);2006 september;634.0
1785;Langoustine (Noorse kreeft);2006 oktober;255.0
1786;Langoustine (Noorse kreeft);2006 november;78.0
1787;Langoustine (Noorse kreeft);2006 december;158.0
1788;Langoustine (Noorse kreeft);2006;2337.0
1789;Langoustine (Noorse kreeft);2007 januari;50.0
1790;Langoustine (Noorse kreeft);2007 februari;80.0
1791;Langoustine (Noorse kreeft);2007 maart;179.0
1792;Langoustine (Noorse kreeft);2007 april;241.0
1793;Langoustine (Noorse kreeft);2007 mei;180.0
1794;Langoustine (Noorse kreeft);2007 juni;355.0
1795;Langoustine (Noorse kreeft);2007 juli;576.0
1796;Langoustine (Noorse kreeft);2007 augustus;596.0
1797;Langoustine (Noorse kreeft);2007 september;204.0
1798;Langoustine (Noorse kreeft);2007 oktober;280.0
1799;Langoustine (Noorse kreeft);2007 november;136.0
1800;Langoustine (Noorse kreeft);2007 december;73.0
1801;Langoustine (Noorse kreeft);2007;2949.0
1802;Langoustine (Noorse kreeft);2008 januari;12.0
1803;Langoustine (Noorse kreeft);2008 februari;37.0
1804;Langoustine (Noorse kreeft);2008 maart;17.0
1805;Langoustine (Noorse kreeft);2008 april;49.0
1806;Langoustine (Noorse kreeft);2008 mei;78.0
1807;Langoustine (Noorse kreeft);2008 juni;75.0
1808;Langoustine (Noorse kreeft);2008 juli;356.0
1809;Langoustine (Noorse kreeft);2008 augustus;567.0
1810;Langoustine (Noorse kreeft);2008 september;324.0
1811;Langoustine (Noorse kreeft);2008 oktober;82.0
1812;Langoustine (Noorse kreeft);2008 november;72.0
1813;Langoustine (Noorse kreeft);2008 december;134.0
1814;Langoustine (Noorse kreeft);2008;1803.0
1815;Langoustine (Noorse kreeft);2009 januari;31.0
1816;Langoustine (Noorse kreeft);2009 februari;23.0
1817;Langoustine (Noorse kreeft);2009 maart;32.0
1818;Langoustine (Noorse kreeft);2009 april;57.0
1819;Langoustine (Noorse kreeft);2009 mei;83.0
1820;Langoustine (Noorse kreeft);2009 juni;208.0
1821;Langoustine (Noorse kreeft);2009 juli;363.0
1822;Langoustine (Noorse kreeft);2009 augustus;540.0
1823;Langoustine (Noorse kreeft);2009 september;332.0
1824;Langoustine (Noorse kreeft);2009 oktober;353.0
1825;Langoustine (Noorse kreeft);2009 november;110.0
1826;Langoustine (Noorse kreeft);2009 december;102.0
1827;Langoustine (Noorse kreeft);2009;2235.0
1828;Langoustine (Noorse kreeft);2010 januari;30.0
1829;Langoustine (Noorse kreeft);2010 februari;13.0
1830;Langoustine (Noorse kreeft);2010 maart;12.0
1831;Langoustine (Noorse kreeft);2010 april;2.0
1832;Langoustine (Noorse kreeft);2010 mei;24.0
1833;Langoustine (Noorse kreeft);2010 juni;106.0
1834;Langoustine (Noorse kreeft);2010 juli;185.0
1835;Langoustine (Noorse kreeft);2010 augustus;258.0
1836;Langoustine (Noorse kreeft);2010 september;323.0
1837;Langoustine (Noorse kreeft);2010 oktober;199.0
1838;Langoustine (Noorse kreeft);2010 november;122.0
1839;Langoustine (Noorse kreeft);2010 december;66.0
1840;Langoustine (Noorse kreeft);2010;1342.0
1841;Langoustine (Noorse kreeft);2011 januari;19.0
1842;Langoustine (Noorse kreeft);2011 februari;13.0
1843;Langoustine (Noorse kreeft);2011 maart;18.0
1844;Langoustine (Noorse kreeft);2011 april;30.0
1845;Langoustine (Noorse kreeft);2011 mei;34.0
1846;Langoustine (Noorse kreeft);2011 juni;136.0
1847;Langoustine (Noorse kreeft);2011 juli;340.0
1848;Langoustine (Noorse kreeft);2011 augustus;368.0
1849;Langoustine (Noorse kreeft);2011 september;287.0
1850;Langoustine (Noorse kreeft);2011 oktober;172.0
1851;Langoustine (Noorse kreeft);2011 november;295.0
1852;Langoustine (Noorse kreeft);2011 december;20.0
1853;Langoustine (Noorse kreeft);2011;1732.0
1854;Langoustine (Noorse kreeft);2012 januari;72.0
1855;Langoustine (Noorse kreeft);2012 februari;26.0
1856;Langoustine (Noorse kreeft);2012 maart;43.0
1857;Langoustine (Noorse kreeft);2012 april;35.0
1858;Langoustine (Noorse kreeft);2012 mei;83.0
1859;Langoustine (Noorse kreeft);2012 juni;190.0
1860;Langoustine (Noorse kreeft);2012 juli;372.0
1861;Langoustine (Noorse kreeft);2012 augustus;413.0
1862;Langoustine (Noorse kreeft);2012 september;176.0
1863;Langoustine (Noorse kreeft);2012 oktober;64.0
1864;Langoustine (Noorse kreeft);2012 november;29.0
1865;Langoustine (Noorse kreeft);2012 december;27.0
1866;Langoustine (Noorse kreeft);2012;1532.0
1867;Langoustine (Noorse kreeft);2013 januari;45.0
1868;Langoustine (Noorse kreeft);2013 februari;14.0
1869;Langoustine (Noorse kreeft);2013 maart;8.0
1870;Langoustine (Noorse kreeft);2013 april;6.0
1871;Langoustine (Noorse kreeft);2013 mei;12.0
1872;Langoustine (Noorse kreeft);2013 juni;60.0
1873;Langoustine (Noorse kreeft);2013 juli;126.0
1874;Langoustine (Noorse kreeft);2013 augustus;183.0
1875;Langoustine (Noorse kreeft);2013 september;228.0
1876;Langoustine (Noorse kreeft);2013 oktober;159.0
1877;Langoustine (Noorse kreeft);2013 november;64.0
1878;Langoustine (Noorse kreeft);2013 december;46.0
1879;Langoustine (Noorse kreeft);2013;951.0
1880;Langoustine (Noorse kreeft);2014 januari;17.0
1881;Langoustine (Noorse kreeft);2014 februari;11.0
1882;Langoustine (Noorse kreeft);2014 maart;52.0
1883;Langoustine (Noorse kreeft);2014 april;51.0
1884;Langoustine (Noorse kreeft);2014 mei;86.0
1885;Langoustine (Noorse kreeft);2014 juni;160.0
1886;Langoustine (Noorse kreeft);2014 juli;170.0
1887;Langoustine (Noorse kreeft);2014 augustus;177.0
1888;Langoustine (Noorse kreeft);2014 september;127.0
1889;Langoustine (Noorse kreeft);2014 oktober;56.0
1890;Langoustine (Noorse kreeft);2014 november;64.0
1891;Langoustine (Noorse kreeft);2014 december;22.0
1892;Langoustine (Noorse kreeft);2014 ;994.0
1893;Langoustine (Noorse kreeft);2015 januari;26.0
1894;Langoustine (Noorse kreeft);2015 februari;44.0
1895;Langoustine (Noorse kreeft);2015 maart;19.0
1896;Langoustine (Noorse kreeft);2015 april;33.0
1897;Langoustine (Noorse kreeft);2015 mei;81.0
1898;Langoustine (Noorse kreeft);2015 juni;194.0
1899;Langoustine (Noorse kreeft);2015 juli;318.0
1900;Langoustine (Noorse kreeft);2015  augustus;311.0
1901;Langoustine (Noorse kreeft);2015 september;266.0
1902;Langoustine (Noorse kreeft);2015 oktober;93.0
1903;Langoustine (Noorse kreeft);2015 november;50.0
1904;Langoustine (Noorse kreeft);2015 december;41.0
1905;Langoustine (Noorse kreeft);2015 ;1476.0
1906;Langoustine (Noorse kreeft);2016  januari;24.0
1907;Langoustine (Noorse kreeft);2016 februari;27.0
1908;Langoustine (Noorse kreeft);2016 maart;74.0
1909;Langoustine (Noorse kreeft);2016 april;93.0
1910;Langoustine (Noorse kreeft);2016 mei;124.0
1911;Langoustine (Noorse kreeft);2016 juni;162.0
1912;Langoustine (Noorse kreeft);2016 juli;440.0
1913;Langoustine (Noorse kreeft);2016 augustus;288.0
1914;Langoustine (Noorse kreeft);2016 september;233.0
1915;Langoustine (Noorse kreeft);2016 oktober;74.0
1916;Langoustine (Noorse kreeft);2016 november;64.0
1917;Langoustine (Noorse kreeft);2016 december;55.0
1918;Langoustine (Noorse kreeft);2016;1658.0
1919;Langoustine (Noorse kreeft);2017 januari;70.0
1920;Langoustine (Noorse kreeft);2017 februari;47.0
1921;Langoustine (Noorse kreeft);2017 maart;71.0
1922;Langoustine (Noorse kreeft);2017 april;124.0
1923;Langoustine (Noorse kreeft);2017 mei;159.0
1924;Langoustine (Noorse kreeft);2017 juni;209.0
1925;Langoustine (Noorse kreeft);2017 juli;426.0
1926;Langoustine (Noorse kreeft);2017 augustus;394.0
1927;Langoustine (Noorse kreeft);2017 september;231.0
1928;Langoustine (Noorse kreeft);2017 oktober;77.0
1929;Langoustine (Noorse kreeft);2017 november;85.0
1930;Langoustine (Noorse kreeft);2017 december;79.0
1931;Langoustine (Noorse kreeft);2017;1971.0
1932;Langoustine (Noorse kreeft);2018 januari;32.0
1933;Langoustine (Noorse kreeft);2018 februari;19.0
1934;Langoustine (Noorse kreeft);2018 maart;12.0
1935;Langoustine (Noorse kreeft);2018 april;6.0
1936;Langoustine (Noorse kreeft);2018 mei;9.0
1937;Langoustine (Noorse kreeft);2018 juni;41.0
1938;Langoustine (Noorse kreeft);2018 juli;97.0
1939;Langoustine (Noorse kreeft);2018 augustus;321.0
1940;Langoustine (Noorse kreeft);2018 september;231.0
1941;Langoustine (Noorse kreeft);2018 oktober;219.0
1942;Langoustine (Noorse kreeft);2018 november;103.0
1943;Langoustine (Noorse kreeft);2018 december;42.0
1944;Langoustine (Noorse kreeft);2018;1132.0
1945;Langoustine (Noorse kreeft);2019 januari;46.0
1946;Langoustine (Noorse kreeft);2019 februari;66.0
1947;Langoustine (Noorse kreeft);2019 maart;73.0
1948;Langoustine (Noorse kreeft);2019 april ;133.0
1949;Langoustine (Noorse kreeft);2019 mei;170.0
1950;Langoustine (Noorse kreeft);2019 juni;149.0
1951;Langoustine (Noorse kreeft);2019 juli;243.0
1952;Langoustine (Noorse kreeft);2019 augustus;189.0
1953;Langoustine (Noorse kreeft);2019 september;77.0
1954;Langoustine (Noorse kreeft);2019 oktober;74.0
1955;Langoustine (Noorse kreeft);2019 november;70.0
1956;Langoustine (Noorse kreeft);2019 december;26.0
1957;Langoustine (Noorse kreeft);2019;1318.0
1958;Langoustine (Noorse kreeft);2020 januari;35.0
1959;Langoustine (Noorse kreeft);2020 februari;29.0
