ID;VissoortenSchaalEnSchelpdieren;Perioden;AangevoerdeHoeveelheid_1
1960;Langoustine (Noorse kreeft);2020 maart;70.0
1961;Langoustine (Noorse kreeft);2020 april;25.0
1962;Langoustine (Noorse kreeft);2020 mei;9.0
1963;Langoustine (Noorse kreeft);2020 juni;51.0
1964;Langoustine (Noorse kreeft);2020 juli;161.0
1965;Langoustine (Noorse kreeft);2020 augustus;209.0
1966;Langoustine (Noorse kreeft);2020 september;95.0
1967;Langoustine (Noorse kreeft);2020 oktober;58.0
1968;Langoustine (Noorse kreeft);2020 november;36.0
1969;Langoustine (Noorse kreeft);2020 december;69.0
1970;Langoustine (Noorse kreeft);2020;847.0
1971;Langoustine (Noorse kreeft);2021 januari;74.0
1972;Langoustine (Noorse kreeft);2021 februari;43.0
1973;Langoustine (Noorse kreeft);2021 maart;68.0
1974;Langoustine (Noorse kreeft);2021 april;48.0
1975;Langoustine (Noorse kreeft);2021 mei;67.0
1976;Langoustine (Noorse kreeft);2021 juni;122.0
1977;Langoustine (Noorse kreeft);2021 juli;232.0
1978;Langoustine (Noorse kreeft);2021 augustus;299.0
1979;Langoustine (Noorse kreeft);2021 september;329.0
1980;Langoustine (Noorse kreeft);2021 oktober;130.0
1981;Langoustine (Noorse kreeft);2021 november;106.0
1982;Langoustine (Noorse kreeft);2021 december;23.0
1983;Langoustine (Noorse kreeft);2021 ;1540.0
1984;Langoustine (Noorse kreeft);2022  januari;28.0
1985;Langoustine (Noorse kreeft);2022 februari;2.0
1986;Langoustine (Noorse kreeft);2022 maart;85.0
1987;Langoustine (Noorse kreeft);2022 april;50.0
1988;Langoustine (Noorse kreeft);2022 mei;191.0
1989;Langoustine (Noorse kreeft);2022 juni;247.0
1990;Langoustine (Noorse kreeft);2022 juli;354.0
1991;Langoustine (Noorse kreeft);2022 augustus;424.0
1992;Langoustine (Noorse kreeft);2022 september;382.0
1993;Langoustine (Noorse kreeft);2022 oktober;168.0
1994;Langoustine (Noorse kreeft);2022 november;105.0
1995;Langoustine (Noorse kreeft);2022 december;86.0
1996;Langoustine (Noorse kreeft);2022;2120.0
1997;Langoustine (Noorse kreeft);2023 januari;44.0
1998;Langoustine (Noorse kreeft);2023 februari;37.0
1999;Langoustine (Noorse kreeft);2023 maart;37.0
2000;Langoustine (Noorse kreeft);2023 april;25.0
2001;Langoustine (Noorse kreeft);2023 mei;134.0
2002;Langoustine (Noorse kreeft);2023 juni;251.0
2003;Langoustine (Noorse kreeft);2023 juli;288.0
2004;Langoustine (Noorse kreeft);2023 augustus;315.0
2005;Langoustine (Noorse kreeft);2023 september;278.0
2006;Langoustine (Noorse kreeft);2023 oktober;49.0
2007;Langoustine (Noorse kreeft);2023 november;8.0
2008;Langoustine (Noorse kreeft);2023 december;22.0
2009;Langoustine (Noorse kreeft);2023;1487.0
2010;Langoustine (Noorse kreeft);2024 januari;6.0
2011;Langoustine (Noorse kreeft);2024 februari;16.0
2012;Langoustine (Noorse kreeft);2024 maart;22.0
2013;Langoustine (Noorse kreeft);2024 april;31.0
2014;Langoustine (Noorse kreeft);2024 mei;69.0
2015;Langoustine (Noorse kreeft);2024 juni;82.0
2016;Langoustine (Noorse kreeft);2024 juli ;322.0
2017;Langoustine (Noorse kreeft);2024 augustus;440.0
2018;Langoustine (Noorse kreeft);2024 september;297.0
2019;Langoustine (Noorse kreeft);2024 oktober;52.0
2020;Langoustine (Noorse kreeft);2024 november;7.0
2021;Langoustine (Noorse kreeft);2024 december;0.0
2022;Langoustine (Noorse kreeft);2024 ;1345.0
2023;Langoustine (Noorse kreeft);2025 januari;0.0
2024;Langoustine (Noorse kreeft);2025 februari;4.0
2025;Mossel;1994 januari;
2026;Mossel;1994 februari;
2027;Mossel;1994 maart;
2028;Mossel;1994 april;
2029;Mossel;1994 mei;
2030;Mossel;1994 juni;
2031;Mossel;1994 juli;
2032;Mossel;1994 augustus;
2033;Mossel;1994 september;
2034;Mossel;1994 oktober;
2035;Mossel;1994 november;
2036;Mossel;1994 december;
2037;Mossel;1994;105000.0
2038;Mossel;1995 januari;
2039;Mossel;1995 februari;
2040;Mossel;1995 maart;
2041;Mossel;1995 april;
2042;Mossel;1995 mei;
2043;Mossel;1995 juni;
2044;Mossel;1995 juli;
2045;Mossel;1995 augustus;
2046;Mossel;1995 september;
2047;Mossel;1995 oktober;
2048;Mossel;1995 november;
2049;Mossel;1995 december;
2050;Mossel;1995;80000.0
2051;Mossel;1996 januari;
2052;Mossel;1996 februari;
2053;Mossel;1996 maart;
2054;Mossel;1996 april;
2055;Mossel;1996 mei;
2056;Mossel;1996 juni;
2057;Mossel;1996 juli;
2058;Mossel;1996 augustus;
2059;Mossel;1996 september;
2060;Mossel;1996 oktober;
2061;Mossel;1996 november;
2062;Mossel;1996 december;
2063;Mossel;1996;95000.0
2064;Mossel;1997 januari;
2065;Mossel;1997 februari;
2066;Mossel;1997 maart;
2067;Mossel;1997 april;
2068;Mossel;1997 mei;
2069;Mossel;1997 juni;
2070;Mossel;1997 juli;
2071;Mossel;1997 augustus;
2072;Mossel;1997 september;
2073;Mossel;1997 oktober;
2074;Mossel;1997 november;
2075;Mossel;1997 december;
2076;Mossel;1997;93000.0
2077;Mossel;1998 januari;
2078;Mossel;1998 februari;
2079;Mossel;1998 maart;
2080;Mossel;1998 april;
2081;Mossel;1998 mei;
2082;Mossel;1998 juni;
2083;Mossel;1998 juli;
2084;Mossel;1998 augustus;
2085;Mossel;1998 september;
2086;Mossel;1998 oktober;
2087;Mossel;1998 november;
2088;Mossel;1998 december;
2089;Mossel;1998;95000.0
2090;Mossel;1999 januari;
2091;Mossel;1999 februari;
2092;Mossel;1999 maart;
2093;Mossel;1999 april;
2094;Mossel;1999 mei;
2095;Mossel;1999 juni;
2096;Mossel;1999 juli;
2097;Mossel;1999 augustus;
2098;Mossel;1999 september;
2099;Mossel;1999 oktober;
2100;Mossel;1999 november;
2101;Mossel;1999 december;
2102;Mossel;1999;100700.0
2103;Mossel;2000 januari;
2104;Mossel;2000 februari;
2105;Mossel;2000 maart;
2106;Mossel;2000 april;
2107;Mossel;2000 mei;
2108;Mossel;2000 juni;
2109;Mossel;2000 juli;
2110;Mossel;2000 augustus;
2111;Mossel;2000 september;
2112;Mossel;2000 oktober;
2113;Mossel;2000 november;
2114;Mossel;2000 december;
2115;Mossel;2000;66800.0
2116;Mossel;2001 januari;
2117;Mossel;2001 februari;
2118;Mossel;2001 maart;
2119;Mossel;2001 april;
2120;Mossel;2001 mei;
2121;Mossel;2001 juni;
2122;Mossel;2001 juli;
2123;Mossel;2001 augustus;
2124;Mossel;2001 september;
2125;Mossel;2001 oktober;
2126;Mossel;2001 november;
2127;Mossel;2001 december;
2128;Mossel;2001;48600.0
2129;Mossel;2002 januari;
2130;Mossel;2002 februari;
2131;Mossel;2002 maart;
2132;Mossel;2002 april;
2133;Mossel;2002 mei;
2134;Mossel;2002 juni;
2135;Mossel;2002 juli;
2136;Mossel;2002 augustus;
2137;Mossel;2002 september;
2138;Mossel;2002 oktober;
2139;Mossel;2002 november;
2140;Mossel;2002 december;
2141;Mossel;2002;45100.0
2142;Mossel;2003 januari;2494.0
2143;Mossel;2003 februari;627.0
2144;Mossel;2003 maart;750.0
2145;Mossel;2003 april;222.0
2146;Mossel;2003 mei;62.0
2147;Mossel;2003 juni;5334.0
2148;Mossel;2003 juli;16406.0
2149;Mossel;2003 augustus;9941.0
2150;Mossel;2003 september;11003.0
2151;Mossel;2003 oktober;5079.0
2152;Mossel;2003 november;2113.0
2153;Mossel;2003 december;1111.0
2154;Mossel;2003;55141.0
2155;Mossel;2004 januari;361.0
2156;Mossel;2004 februari;284.0
2157;Mossel;2004 maart;126.0
2158;Mossel;2004 april;0.0
2159;Mossel;2004 mei;0.0
2160;Mossel;2004 juni;4959.0
2161;Mossel;2004 juli;16630.0
2162;Mossel;2004 augustus;13456.0
2163;Mossel;2004 september;12703.0
2164;Mossel;2004 oktober;9597.0
2165;Mossel;2004 november;6832.0
2166;Mossel;2004 december;2071.0
2167;Mossel;2004;67017.0
2168;Mossel;2005 januari;1194.0
2169;Mossel;2005 februari;610.0
2170;Mossel;2005 maart;352.0
2171;Mossel;2005 april;0.0
2172;Mossel;2005 mei;64.0
2173;Mossel;2005 juni;4156.0
2174;Mossel;2005 juli;14891.0
2175;Mossel;2005 augustus;12960.0
2176;Mossel;2005 september;11032.0
2177;Mossel;2005 oktober;6933.0
2178;Mossel;2005 november;5213.0
2179;Mossel;2005 december;2052.0
2180;Mossel;2005;59457.0
2181;Mossel;2006 januari;705.0
2182;Mossel;2006 februari;265.0
2183;Mossel;2006 maart;120.0
2184;Mossel;2006 april;0.0
2185;Mossel;2006 mei;0.0
2186;Mossel;2006 juni;0.0
2187;Mossel;2006 juli;3725.0
2188;Mossel;2006 augustus;10620.0
2189;Mossel;2006 september;6016.0
2190;Mossel;2006 oktober;4060.0
2191;Mossel;2006 november;3619.0
2192;Mossel;2006 december;678.0
2193;Mossel;2006;29807.0
2194;Mossel;2007 januari;1125.0
2195;Mossel;2007 februari;214.0
2196;Mossel;2007 maart;0.0
2197;Mossel;2007 april;0.0
2198;Mossel;2007 mei;0.0
2199;Mossel;2007 juni;3222.0
2200;Mossel;2007 juli;11048.0
2201;Mossel;2007 augustus;10983.0
2202;Mossel;2007 september;6622.0
2203;Mossel;2007 oktober;6355.0
2204;Mossel;2007 november;1048.0
2205;Mossel;2007 december;593.0
2206;Mossel;2007;41209.0
2207;Mossel;2008 januari;385.0
2208;Mossel;2008 februari;30.0
2209;Mossel;2008 maart;0.0
2210;Mossel;2008 april;0.0
2211;Mossel;2008 mei;0.0
2212;Mossel;2008 juni;0.0
2213;Mossel;2008 juli;8714.0
2214;Mossel;2008 augustus;8696.0
2215;Mossel;2008 september;7213.0
2216;Mossel;2008 oktober;6544.0
2217;Mossel;2008 november;3004.0
2218;Mossel;2008 december;1596.0
2219;Mossel;2008;36181.0
2220;Mossel;2009 januari;587.0
2221;Mossel;2009 februari;277.0
2222;Mossel;2009 maart;0.0
2223;Mossel;2009 april;0.0
2224;Mossel;2009 mei;0.0
2225;Mossel;2009 juni;2075.0
2226;Mossel;2009 juli;11011.0
2227;Mossel;2009 augustus;9299.0
2228;Mossel;2009 september;7728.0
2229;Mossel;2009 oktober;5871.0
2230;Mossel;2009 november;5145.0
2231;Mossel;2009 december;3526.0
2232;Mossel;2009;45520.0
2233;Mossel;2010 januari;764.0
2234;Mossel;2010 februari;822.0
2235;Mossel;2010 maart;0.0
2236;Mossel;2010 april;0.0
2237;Mossel;2010 mei;0.0
2238;Mossel;2010 juni;443.0
2239;Mossel;2010 juli;16016.0
2240;Mossel;2010 augustus;13460.0
2241;Mossel;2010 september;11304.0
2242;Mossel;2010 oktober;6307.0
2243;Mossel;2010 november;4700.0
2244;Mossel;2010 december;2277.0
2245;Mossel;2010;56092.0
2246;Mossel;2011 januari;1089.0
2247;Mossel;2011 februari;897.0
2248;Mossel;2011 maart;0.0
2249;Mossel;2011 april;0.0
2250;Mossel;2011 mei;0.0
2251;Mossel;2011 juni;0.0
2252;Mossel;2011 juli;6349.0
2253;Mossel;2011 augustus;8853.0
2254;Mossel;2011 september;7981.0
2255;Mossel;2011 oktober;6187.0
2256;Mossel;2011 november;3893.0
2257;Mossel;2011 december;1176.0
2258;Mossel;2011;36425.0
2259;Mossel;2012 januari;129.0
2260;Mossel;2012 februari;375.0
2261;Mossel;2012 maart;189.0
2262;Mossel;2012 april;0.0
2263;Mossel;2012 mei;0.0
2264;Mossel;2012 juni;1181.0
2265;Mossel;2012 juli;13043.0
2266;Mossel;2012 augustus;8904.0
2267;Mossel;2012 september;6378.0
2268;Mossel;2012 oktober;5856.0
2269;Mossel;2012 november;2532.0
2270;Mossel;2012 december;1119.0
2271;Mossel;2012;39704.0
2272;Mossel;2013 januari;1180.0
2273;Mossel;2013 februari;383.0
2274;Mossel;2013 maart;596.0
2275;Mossel;2013 april;71.0
2276;Mossel;2013 mei;0.0
2277;Mossel;2013 juni;0.0
2278;Mossel;2013 juli;7465.0
2279;Mossel;2013 augustus;10691.0
2280;Mossel;2013 september;6420.0
2281;Mossel;2013 oktober;4475.0
2282;Mossel;2013 november;4343.0
2283;Mossel;2013 december;1489.0
2284;Mossel;2013;37112.0
2285;Mossel;2014 januari;873.0
2286;Mossel;2014 februari;0.0
2287;Mossel;2014 maart;0.0
2288;Mossel;2014 april;0.0
2289;Mossel;2014 mei;0.0
2290;Mossel;2014 juni;216.0
2291;Mossel;2014 juli;11263.0
2292;Mossel;2014 augustus;9969.0
2293;Mossel;2014 september;11915.0
2294;Mossel;2014 oktober;11364.0
2295;Mossel;2014 november;6350.0
2296;Mossel;2014 december;1834.0
2297;Mossel;2014 ;53783.0
2298;Mossel;2015 januari;1704.0
2299;Mossel;2015 februari;1671.0
2300;Mossel;2015 maart;468.0
2301;Mossel;2015 april;88.0
2302;Mossel;2015 mei;0.0
2303;Mossel;2015 juni;483.0
2304;Mossel;2015 juli;14375.0
2305;Mossel;2015  augustus;9424.0
2306;Mossel;2015 september;10364.0
2307;Mossel;2015 oktober;7726.0
2308;Mossel;2015 november;5951.0
2309;Mossel;2015 december;1957.0
2310;Mossel;2015 ;54210.0
2311;Mossel;2016  januari;2719.0
2312;Mossel;2016 februari;1182.0
2313;Mossel;2016 maart;399.0
2314;Mossel;2016 april;0.0
2315;Mossel;2016 mei;0.0
2316;Mossel;2016 juni;2303.0
2317;Mossel;2016 juli;7858.0
2318;Mossel;2016 augustus;11643.0
2319;Mossel;2016 september;7754.0
2320;Mossel;2016 oktober;7951.0
2321;Mossel;2016 november;8617.0
2322;Mossel;2016 december;2741.0
2323;Mossel;2016;53167.0
2324;Mossel;2017 januari;2394.0
2325;Mossel;2017 februari;987.0
2326;Mossel;2017 maart;367.0
2327;Mossel;2017 april;50.0
2328;Mossel;2017 mei;0.0
2329;Mossel;2017 juni;3587.0
2330;Mossel;2017 juli;8805.0
2331;Mossel;2017 augustus;9635.0
2332;Mossel;2017 september;5574.0
2333;Mossel;2017 oktober;6217.0
2334;Mossel;2017 november;4435.0
2335;Mossel;2017 december;1918.0
2336;Mossel;2017;43968.0
2337;Mossel;2018 januari;2339.0
2338;Mossel;2018 februari;1273.0
2339;Mossel;2018 maart;79.0
2340;Mossel;2018 april;23.0
2341;Mossel;2018 mei;0.0
2342;Mossel;2018 juni;207.0
2343;Mossel;2018 juli;4788.0
2344;Mossel;2018 augustus;9465.0
2345;Mossel;2018 september;8328.0
2346;Mossel;2018 oktober;7941.0
2347;Mossel;2018 november;7302.0
2348;Mossel;2018 december;3736.0
2349;Mossel;2018;45482.0
2350;Mossel;2019 januari;4126.0
2351;Mossel;2019 februari;2493.0
2352;Mossel;2019 maart;710.0
2353;Mossel;2019 april ;162.0
2354;Mossel;2019 mei;0.0
2355;Mossel;2019 juni;321.0
2356;Mossel;2019 juli;6297.0
2357;Mossel;2019 augustus;7666.0
2358;Mossel;2019 september;6092.0
2359;Mossel;2019 oktober;5584.0
2360;Mossel;2019 november;3642.0
2361;Mossel;2019 december;1001.0
2362;Mossel;2019;38094.0
2363;Mossel;2020 januari;1206.0
2364;Mossel;2020 februari;893.0
2365;Mossel;2020 maart;435.0
2366;Mossel;2020 april;19.0
2367;Mossel;2020 mei;19.0
2368;Mossel;2020 juni;970.0
2369;Mossel;2020 juli;5766.0
2370;Mossel;2020 augustus;5997.0
2371;Mossel;2020 september;7029.0
2372;Mossel;2020 oktober;4666.0
2373;Mossel;2020 november;4289.0
2374;Mossel;2020 december;1132.0
2375;Mossel;2020;32420.0
2376;Mossel;2021 januari;1062.0
2377;Mossel;2021 februari;408.0
2378;Mossel;2021 maart;117.0
2379;Mossel;2021 april;0.0
2380;Mossel;2021 mei;0.0
2381;Mossel;2021 juni;517.0
2382;Mossel;2021 juli;7075.0
2383;Mossel;2021 augustus;7187.0
2384;Mossel;2021 september;6324.0
2385;Mossel;2021 oktober;4777.0
2386;Mossel;2021 november;4128.0
2387;Mossel;2021 december;1251.0
2388;Mossel;2021 ;32847.0
2389;Mossel;2022  januari;866.0
2390;Mossel;2022 februari;714.0
2391;Mossel;2022 maart;509.0
2392;Mossel;2022 april;37.0
2393;Mossel;2022 mei;0.0
2394;Mossel;2022 juni;1291.0
2395;Mossel;2022 juli;6522.0
2396;Mossel;2022 augustus;7214.0
2397;Mossel;2022 september;5487.0
2398;Mossel;2022 oktober;2692.0
2399;Mossel;2022 november;3055.0
2400;Mossel;2022 december;1227.0
2401;Mossel;2022;29613.0
2402;Mossel;2023 januari;585.0
2403;Mossel;2023 februari;34.0
2404;Mossel;2023 maart;52.0
2405;Mossel;2023 april;0.0
2406;Mossel;2023 mei;128.0
2407;Mossel;2023 juni;1404.0
2408;Mossel;2023 juli;5951.0
2409;Mossel;2023 augustus;6806.0
2410;Mossel;2023 september;5656.0
2411;Mossel;2023 oktober;4735.0
2412;Mossel;2023 november;3513.0
2413;Mossel;2023 december;2111.0
2414;Mossel;2023;30974.0
2415;Mossel;2024 januari;975.0
2416;Mossel;2024 februari;857.0
2417;Mossel;2024 maart;319.0
2418;Mossel;2024 april;74.0
2419;Mossel;2024 mei;6.0
2420;Mossel;2024 juni;773.0
2421;Mossel;2024 juli ;3863.0
2422;Mossel;2024 augustus;4324.0
2423;Mossel;2024 september;3581.0
2424;Mossel;2024 oktober;3458.0
2425;Mossel;2024 november;2239.0
2426;Mossel;2024 december;1251.0
2427;Mossel;2024 ;21721.0
2428;Mossel;2025 januari;374.0
2429;Mossel;2025 februari;322.0
2430;Oesters;1994 januari;
2431;Oesters;1994 februari;
2432;Oesters;1994 maart;
2433;Oesters;1994 april;
2434;Oesters;1994 mei;
2435;Oesters;1994 juni;
2436;Oesters;1994 juli;
2437;Oesters;1994 augustus;
2438;Oesters;1994 september;
2439;Oesters;1994 oktober;
2440;Oesters;1994 november;
2441;Oesters;1994 december;
2442;Oesters;1994;
2443;Oesters;1995 januari;
2444;Oesters;1995 februari;
2445;Oesters;1995 maart;
2446;Oesters;1995 april;
2447;Oesters;1995 mei;
2448;Oesters;1995 juni;
2449;Oesters;1995 juli;
2450;Oesters;1995 augustus;
2451;Oesters;1995 september;
2452;Oesters;1995 oktober;
2453;Oesters;1995 november;
2454;Oesters;1995 december;
2455;Oesters;1995;
2456;Oesters;1996 januari;
2457;Oesters;1996 februari;
2458;Oesters;1996 maart;
2459;Oesters;1996 april;
2460;Oesters;1996 mei;
2461;Oesters;1996 juni;
2462;Oesters;1996 juli;
2463;Oesters;1996 augustus;
2464;Oesters;1996 september;
2465;Oesters;1996 oktober;
2466;Oesters;1996 november;
2467;Oesters;1996 december;
2468;Oesters;1996;
2469;Oesters;1997 januari;
2470;Oesters;1997 februari;
2471;Oesters;1997 maart;
2472;Oesters;1997 april;
2473;Oesters;1997 mei;
2474;Oesters;1997 juni;
2475;Oesters;1997 juli;
2476;Oesters;1997 augustus;
2477;Oesters;1997 september;
2478;Oesters;1997 oktober;
2479;Oesters;1997 november;
2480;Oesters;1997 december;
2481;Oesters;1997;
2482;Oesters;1998 januari;
2483;Oesters;1998 februari;
2484;Oesters;1998 maart;
2485;Oesters;1998 april;
2486;Oesters;1998 mei;
2487;Oesters;1998 juni;
2488;Oesters;1998 juli;
2489;Oesters;1998 augustus;
2490;Oesters;1998 september;
2491;Oesters;1998 oktober;
2492;Oesters;1998 november;
2493;Oesters;1998 december;
2494;Oesters;1998;2213.0
2495;Oesters;1999 januari;
2496;Oesters;1999 februari;
2497;Oesters;1999 maart;
2498;Oesters;1999 april;
2499;Oesters;1999 mei;
2500;Oesters;1999 juni;
2501;Oesters;1999 juli;
2502;Oesters;1999 augustus;
2503;Oesters;1999 september;
2504;Oesters;1999 oktober;
2505;Oesters;1999 november;
2506;Oesters;1999 december;
2507;Oesters;1999;2878.0
2508;Oesters;2000 januari;
2509;Oesters;2000 februari;
2510;Oesters;2000 maart;
2511;Oesters;2000 april;
2512;Oesters;2000 mei;
2513;Oesters;2000 juni;
2514;Oesters;2000 juli;
2515;Oesters;2000 augustus;
2516;Oesters;2000 september;
2517;Oesters;2000 oktober;
2518;Oesters;2000 november;
2519;Oesters;2000 december;
2520;Oesters;2000;2952.0
2521;Oesters;2001 januari;
2522;Oesters;2001 februari;
2523;Oesters;2001 maart;
2524;Oesters;2001 april;
2525;Oesters;2001 mei;
2526;Oesters;2001 juni;
2527;Oesters;2001 juli;
2528;Oesters;2001 augustus;
2529;Oesters;2001 september;
2530;Oesters;2001 oktober;
2531;Oesters;2001 november;
2532;Oesters;2001 december;
2533;Oesters;2001;3106.0
2534;Oesters;2002 januari;
2535;Oesters;2002 februari;
2536;Oesters;2002 maart;
2537;Oesters;2002 april;
2538;Oesters;2002 mei;
2539;Oesters;2002 juni;
2540;Oesters;2002 juli;
2541;Oesters;2002 augustus;
2542;Oesters;2002 september;
2543;Oesters;2002 oktober;
2544;Oesters;2002 november;
2545;Oesters;2002 december;
2546;Oesters;2002;3252.0
2547;Oesters;2003 januari;
2548;Oesters;2003 februari;627.0
2549;Oesters;2003 maart;
2550;Oesters;2003 april;
2551;Oesters;2003 mei;
2552;Oesters;2003 juni;
2553;Oesters;2003 juli;
2554;Oesters;2003 augustus;
2555;Oesters;2003 september;
2556;Oesters;2003 oktober;
2557;Oesters;2003 november;
2558;Oesters;2003 december;
2559;Oesters;2003;2918.0
2560;Oesters;2004 januari;
2561;Oesters;2004 februari;
2562;Oesters;2004 maart;
2563;Oesters;2004 april;
2564;Oesters;2004 mei;
2565;Oesters;2004 juni;
2566;Oesters;2004 juli;
2567;Oesters;2004 augustus;
2568;Oesters;2004 september;
2569;Oesters;2004 oktober;
2570;Oesters;2004 november;
2571;Oesters;2004 december;
2572;Oesters;2004;2876.0
2573;Oesters;2005 januari;
2574;Oesters;2005 februari;
2575;Oesters;2005 maart;
2576;Oesters;2005 april;
2577;Oesters;2005 mei;
2578;Oesters;2005 juni;
2579;Oesters;2005 juli;
2580;Oesters;2005 augustus;
2581;Oesters;2005 september;
2582;Oesters;2005 oktober;
2583;Oesters;2005 november;
2584;Oesters;2005 december;
2585;Oesters;2005;2641.0
2586;Oesters;2006 januari;
2587;Oesters;2006 februari;
2588;Oesters;2006 maart;
2589;Oesters;2006 april;
2590;Oesters;2006 mei;
2591;Oesters;2006 juni;
2592;Oesters;2006 juli;
2593;Oesters;2006 augustus;
2594;Oesters;2006 september;
2595;Oesters;2006 oktober;
2596;Oesters;2006 november;
2597;Oesters;2006 december;
2598;Oesters;2006;2752.0
2599;Oesters;2007 januari;
2600;Oesters;2007 februari;
2601;Oesters;2007 maart;
2602;Oesters;2007 april;
2603;Oesters;2007 mei;
2604;Oesters;2007 juni;
2605;Oesters;2007 juli;
2606;Oesters;2007 augustus;
2607;Oesters;2007 september;
2608;Oesters;2007 oktober;
2609;Oesters;2007 november;
2610;Oesters;2007 december;
2611;Oesters;2007;2978.0
2612;Oesters;2008 januari;
2613;Oesters;2008 februari;
2614;Oesters;2008 maart;
2615;Oesters;2008 april;
2616;Oesters;2008 mei;
2617;Oesters;2008 juni;
2618;Oesters;2008 juli;
2619;Oesters;2008 augustus;
2620;Oesters;2008 september;
2621;Oesters;2008 oktober;
2622;Oesters;2008 november;
2623;Oesters;2008 december;
2624;Oesters;2008;1865.0
2625;Oesters;2009 januari;
2626;Oesters;2009 februari;
2627;Oesters;2009 maart;
2628;Oesters;2009 april;
2629;Oesters;2009 mei;
2630;Oesters;2009 juni;
2631;Oesters;2009 juli;
2632;Oesters;2009 augustus;
2633;Oesters;2009 september;
2634;Oesters;2009 oktober;
2635;Oesters;2009 november;
2636;Oesters;2009 december;
2637;Oesters;2009;2074.0
2638;Oesters;2010 januari;
2639;Oesters;2010 februari;
2640;Oesters;2010 maart;
2641;Oesters;2010 april;
2642;Oesters;2010 mei;
2643;Oesters;2010 juni;
2644;Oesters;2010 juli;
2645;Oesters;2010 augustus;
2646;Oesters;2010 september;
