ID;Persoonskenmerken;Cijfersoort;Perioden;VertrouwenInAndereMensen_1;Kerken_2;Leger_3;Rechters_4;Pers_5;Politie_6;TweedeKamer_7;Ambtenaren_8;Banken_9;GroteBedrijven_10;EuropeseUnie_11
740;Stedelijkheid: zeer sterk stedelijk;Bovengrens 95%-interval;2012;60.0;31.0;61.2;74.6;37.8;70.6;44.0;49.8;41.3;48.5;48.9
741;Stedelijkheid: zeer sterk stedelijk;Bovengrens 95%-interval;2013;60.9;29.3;63.2;73.9;37.2;69.1;38.2;47.3;35.3;41.4;41.4
742;Stedelijkheid: zeer sterk stedelijk;Bovengrens 95%-interval;2014;61.0;29.4;63.1;75.7;39.5;69.8;41.8;49.0;38.7;41.4;46.5
743;Stedelijkheid: zeer sterk stedelijk;Bovengrens 95%-interval;2015;60.3;31.1;67.3;76.7;34.4;71.1;41.9;50.9;37.6;41.0;44.8
744;Stedelijkheid: zeer sterk stedelijk;Bovengrens 95%-interval;2016;65.6;31.6;67.2;77.6;38.4;74.3;46.7;50.8;40.0;39.5;44.6
745;Stedelijkheid: zeer sterk stedelijk;Bovengrens 95%-interval;2017;66.5;31.2;67.3;79.3;40.7;77.6;48.6;55.1;42.2;42.0;53.4
746;Stedelijkheid: zeer sterk stedelijk;Bovengrens 95%-interval;2018;65.2;29.0;64.7;79.7;45.0;77.6;49.0;53.4;45.0;40.5;54.1
747;Stedelijkheid: zeer sterk stedelijk;Bovengrens 95%-interval;2019;67.1;26.1;67.1;79.7;41.6;75.8;45.1;51.8;43.0;37.9;52.9
748;Stedelijkheid: zeer sterk stedelijk;Bovengrens 95%-interval;2020;66.2;32.2;72.8;82.0;49.0;80.0;61.1;58.4;49.6;41.5;57.3
749;Stedelijkheid: zeer sterk stedelijk;Bovengrens 95%-interval;2021;71.7;27.4;73.3;84.3;54.5;80.3;49.8;56.0;51.4;43.0;64.6
750;Stedelijkheid: sterk stedelijk;Waarde;2012;56.3;26.8;58.4;68.9;31.0;66.8;36.5;46.2;39.8;43.3;37.2
751;Stedelijkheid: sterk stedelijk;Waarde;2013;56.9;27.6;60.8;68.4;32.1;65.7;31.0;42.9;33.7;39.2;34.0
752;Stedelijkheid: sterk stedelijk;Waarde;2014;58.8;28.6;62.6;68.4;30.5;68.3;34.2;43.0;36.8;39.8;35.1
753;Stedelijkheid: sterk stedelijk;Waarde;2015;60.8;27.3;65.2;69.1;31.8;69.1;34.2;42.0;36.2;38.2;34.5
754;Stedelijkheid: sterk stedelijk;Waarde;2016;59.5;27.3;65.6;72.6;30.5;71.0;35.4;43.4;37.0;36.9;35.1
755;Stedelijkheid: sterk stedelijk;Waarde;2017;60.4;28.8;62.8;72.2;29.3;73.1;39.0;42.1;39.7;36.2;40.3
756;Stedelijkheid: sterk stedelijk;Waarde;2018;61.1;27.4;63.6;72.0;36.9;74.0;42.2;47.0;43.4;40.5;44.9
757;Stedelijkheid: sterk stedelijk;Waarde;2019;60.4;27.8;67.9;73.8;36.4;76.5;40.6;48.3;42.0;38.7;46.6
758;Stedelijkheid: sterk stedelijk;Waarde;2020;63.1;28.8;72.3;77.5;38.5;77.5;51.1;49.3;45.5;38.2;47.9
759;Stedelijkheid: sterk stedelijk;Waarde;2021;66.1;29.8;73.0;79.7;47.0;80.6;42.8;46.7;50.4;38.7;54.5
760;Stedelijkheid: sterk stedelijk;Ondergrens 95%-interval;2012;54.2;24.9;56.2;66.9;29.0;64.7;34.4;44.0;37.7;41.1;35.1
761;Stedelijkheid: sterk stedelijk;Ondergrens 95%-interval;2013;54.7;25.5;58.5;66.3;30.0;63.6;28.9;40.7;31.6;36.9;31.8
762;Stedelijkheid: sterk stedelijk;Ondergrens 95%-interval;2014;56.7;26.5;60.4;66.3;28.4;66.3;32.0;40.8;34.7;37.5;32.9
763;Stedelijkheid: sterk stedelijk;Ondergrens 95%-interval;2015;58.8;25.4;63.2;67.1;29.8;67.2;32.2;39.9;34.2;36.1;32.5
764;Stedelijkheid: sterk stedelijk;Ondergrens 95%-interval;2016;57.4;25.3;63.5;70.7;28.5;69.1;33.3;41.2;34.9;34.7;33.0
765;Stedelijkheid: sterk stedelijk;Ondergrens 95%-interval;2017;58.4;26.8;60.7;70.3;27.4;71.2;36.9;40.0;37.6;34.1;38.2
766;Stedelijkheid: sterk stedelijk;Ondergrens 95%-interval;2018;59.0;25.5;61.5;70.1;34.9;72.2;40.1;44.8;41.3;38.4;42.8
767;Stedelijkheid: sterk stedelijk;Ondergrens 95%-interval;2019;58.4;25.8;65.9;71.8;34.4;74.7;38.4;46.1;39.8;36.5;44.4
768;Stedelijkheid: sterk stedelijk;Ondergrens 95%-interval;2020;61.1;26.8;70.3;75.7;36.5;75.7;48.9;47.1;43.3;36.0;45.7
769;Stedelijkheid: sterk stedelijk;Ondergrens 95%-interval;2021;63.9;27.6;71.0;77.9;44.8;78.8;40.6;44.3;48.0;36.5;52.1
770;Stedelijkheid: sterk stedelijk;Bovengrens 95%-interval;2012;58.4;28.8;60.6;70.9;33.0;68.8;38.6;48.4;41.9;45.5;39.4
771;Stedelijkheid: sterk stedelijk;Bovengrens 95%-interval;2013;59.1;29.6;63.0;70.5;34.2;67.8;33.1;45.1;35.8;41.4;36.1
772;Stedelijkheid: sterk stedelijk;Bovengrens 95%-interval;2014;61.0;30.7;64.8;70.5;32.5;70.4;36.3;45.3;39.0;42.0;37.2
773;Stedelijkheid: sterk stedelijk;Bovengrens 95%-interval;2015;62.9;29.2;67.2;71.1;33.7;71.0;36.2;44.1;38.2;40.3;36.6
774;Stedelijkheid: sterk stedelijk;Bovengrens 95%-interval;2016;61.6;29.3;67.7;74.6;32.5;72.9;37.5;45.6;39.1;39.0;37.2
775;Stedelijkheid: sterk stedelijk;Bovengrens 95%-interval;2017;62.5;30.8;64.9;74.1;31.3;74.9;41.1;44.3;41.8;38.3;42.5
776;Stedelijkheid: sterk stedelijk;Bovengrens 95%-interval;2018;63.1;29.4;65.6;73.9;38.9;75.8;44.3;49.1;45.5;42.6;47.1
777;Stedelijkheid: sterk stedelijk;Bovengrens 95%-interval;2019;62.4;29.8;69.9;75.8;38.4;78.3;42.8;50.5;44.2;40.9;48.8
778;Stedelijkheid: sterk stedelijk;Bovengrens 95%-interval;2020;65.1;30.8;74.3;79.3;40.5;79.3;53.3;51.5;47.7;40.4;50.1
779;Stedelijkheid: sterk stedelijk;Bovengrens 95%-interval;2021;68.3;32.0;75.0;81.5;49.2;82.4;45.0;49.1;52.8;40.9;56.9
780;Stedelijkheid: matig stedelijk;Waarde;2012;58.7;31.8;61.7;69.6;29.5;69.0;33.1;43.1;43.2;45.8;37.5
781;Stedelijkheid: matig stedelijk;Waarde;2013;58.5;27.1;63.0;68.3;31.6;68.7;30.7;39.0;35.0;42.2;34.1
782;Stedelijkheid: matig stedelijk;Waarde;2014;56.9;30.2;65.3;66.5;31.3;68.8;34.6;41.8;38.2;42.3;35.1
783;Stedelijkheid: matig stedelijk;Waarde;2015;59.8;32.5;64.6;66.6;29.7;69.3;33.2;41.2;35.7;39.0;35.0
784;Stedelijkheid: matig stedelijk;Waarde;2016;59.6;30.0;63.8;69.2;30.9;70.6;35.6;40.7;34.7;37.5;37.3
785;Stedelijkheid: matig stedelijk;Waarde;2017;61.0;31.5;65.3;69.8;29.5;72.3;37.9;41.0;39.1;40.2;40.5
786;Stedelijkheid: matig stedelijk;Waarde;2018;62.4;32.2;65.0;70.5;32.2;74.6;40.9;45.2;42.9;40.5;42.8
787;Stedelijkheid: matig stedelijk;Waarde;2019;60.1;28.8;66.5;72.1;34.7;76.0;39.5;44.1;43.6;39.3;43.8
788;Stedelijkheid: matig stedelijk;Waarde;2020;64.6;32.8;72.7;77.6;39.8;79.5;53.2;47.8;46.4;39.0;44.8
789;Stedelijkheid: matig stedelijk;Waarde;2021;63.1;30.8;72.7;78.9;43.7;78.7;40.6;43.8;48.4;37.3;50.8
790;Stedelijkheid: matig stedelijk;Ondergrens 95%-interval;2012;56.2;29.3;59.2;67.3;27.2;66.7;30.7;40.5;40.7;43.3;35.0
791;Stedelijkheid: matig stedelijk;Ondergrens 95%-interval;2013;55.9;24.7;60.4;65.8;29.1;66.2;28.3;36.4;32.5;39.5;31.6
792;Stedelijkheid: matig stedelijk;Ondergrens 95%-interval;2014;54.3;27.8;62.8;64.1;28.9;66.4;32.1;39.3;35.7;39.7;32.6
793;Stedelijkheid: matig stedelijk;Ondergrens 95%-interval;2015;57.1;29.7;61.8;63.9;27.1;66.7;30.5;38.4;33.0;36.2;32.2
794;Stedelijkheid: matig stedelijk;Ondergrens 95%-interval;2016;56.8;27.2;61.0;66.6;28.2;68.0;32.8;37.9;32.0;34.7;34.5
795;Stedelijkheid: matig stedelijk;Ondergrens 95%-interval;2017;58.2;28.8;62.5;67.1;26.8;69.7;35.1;38.2;36.3;37.3;37.6
796;Stedelijkheid: matig stedelijk;Ondergrens 95%-interval;2018;59.7;29.4;62.2;67.8;29.5;72.1;38.1;42.3;40.0;37.6;39.9
797;Stedelijkheid: matig stedelijk;Ondergrens 95%-interval;2019;57.4;26.1;63.8;69.4;32.0;73.5;36.6;41.2;40.7;36.4;40.9
798;Stedelijkheid: matig stedelijk;Ondergrens 95%-interval;2020;61.9;29.9;70.0;75.1;36.9;77.1;50.3;44.9;43.5;36.1;41.9
799;Stedelijkheid: matig stedelijk;Ondergrens 95%-interval;2021;60.2;27.9;69.8;76.4;40.6;76.2;37.5;40.7;45.3;34.2;47.7
800;Stedelijkheid: matig stedelijk;Bovengrens 95%-interval;2012;61.1;34.2;64.2;72.0;31.8;71.4;35.5;45.6;45.7;48.4;40.0
801;Stedelijkheid: matig stedelijk;Bovengrens 95%-interval;2013;61.1;29.6;65.6;70.8;34.1;71.1;33.2;41.6;37.6;44.9;36.7
802;Stedelijkheid: matig stedelijk;Bovengrens 95%-interval;2014;59.4;32.7;67.8;69.0;33.7;71.2;37.1;44.4;40.7;44.9;37.6
803;Stedelijkheid: matig stedelijk;Bovengrens 95%-interval;2015;62.6;35.2;67.3;69.2;32.2;71.9;35.9;44.0;38.4;41.8;37.7
804;Stedelijkheid: matig stedelijk;Bovengrens 95%-interval;2016;62.4;32.7;66.7;71.9;33.5;73.2;38.3;43.6;37.4;40.3;40.1
805;Stedelijkheid: matig stedelijk;Bovengrens 95%-interval;2017;63.8;34.3;68.1;72.5;32.1;74.8;40.7;43.9;42.0;43.1;43.4
806;Stedelijkheid: matig stedelijk;Bovengrens 95%-interval;2018;65.2;34.9;67.8;73.1;35.0;77.1;43.8;48.1;45.7;43.4;45.7
807;Stedelijkheid: matig stedelijk;Bovengrens 95%-interval;2019;62.8;31.5;69.2;74.8;37.4;78.5;42.4;47.0;46.5;42.2;46.7
808;Stedelijkheid: matig stedelijk;Bovengrens 95%-interval;2020;67.3;35.7;75.4;80.1;42.7;81.9;56.1;50.7;49.3;41.9;47.7
809;Stedelijkheid: matig stedelijk;Bovengrens 95%-interval;2021;66.0;33.7;75.6;81.4;46.8;81.2;43.7;46.9;51.5;40.4;53.9
810;Stedelijkheid: weinig stedelijk;Waarde;2012;58.8;34.4;60.2;66.3;28.7;66.0;35.1;41.0;44.4;48.1;37.8
811;Stedelijkheid: weinig stedelijk;Waarde;2013;59.7;31.0;62.3;68.2;30.7;69.4;29.9;38.8;35.2;40.4;31.9
812;Stedelijkheid: weinig stedelijk;Waarde;2014;55.1;29.4;59.7;64.1;26.2;66.8;30.5;36.8;34.7;37.3;32.5
813;Stedelijkheid: weinig stedelijk;Waarde;2015;59.5;32.3;64.3;66.6;26.7;67.3;31.7;38.4;34.6;40.2;32.7
814;Stedelijkheid: weinig stedelijk;Waarde;2016;56.5;34.5;65.6;69.1;29.6;66.9;33.8;38.5;35.2;38.4;31.2
815;Stedelijkheid: weinig stedelijk;Waarde;2017;62.1;34.5;67.8;71.4;30.9;77.6;39.9;45.6;40.8;41.9;41.2
816;Stedelijkheid: weinig stedelijk;Waarde;2018;61.4;31.5;64.2;70.0;32.7;75.3;38.8;43.4;42.5;39.9;42.0
817;Stedelijkheid: weinig stedelijk;Waarde;2019;62.1;30.6;68.1;70.3;34.3;74.8;37.9;42.6;40.2;37.2;42.5
818;Stedelijkheid: weinig stedelijk;Waarde;2020;61.8;32.4;72.7;75.2;33.3;78.3;52.1;47.4;46.7;41.1;44.6
819;Stedelijkheid: weinig stedelijk;Waarde;2021;65.6;29.6;71.3;76.4;41.9;78.9;39.6;41.0;47.2;40.8;46.4
820;Stedelijkheid: weinig stedelijk;Ondergrens 95%-interval;2012;56.4;32.0;57.7;64.0;26.4;63.7;32.8;38.6;42.0;45.6;35.3
821;Stedelijkheid: weinig stedelijk;Ondergrens 95%-interval;2013;57.2;28.6;59.8;65.9;28.4;67.1;27.6;36.3;32.8;37.9;29.5
822;Stedelijkheid: weinig stedelijk;Ondergrens 95%-interval;2014;52.6;27.0;57.1;61.7;23.9;64.5;28.2;34.3;32.3;34.8;30.1
823;Stedelijkheid: weinig stedelijk;Ondergrens 95%-interval;2015;57.1;29.9;61.9;64.2;24.4;65.0;29.3;35.9;32.1;37.6;30.2
824;Stedelijkheid: weinig stedelijk;Ondergrens 95%-interval;2016;54.0;31.9;63.1;66.6;27.2;64.5;31.3;36.0;32.7;35.8;28.8
825;Stedelijkheid: weinig stedelijk;Ondergrens 95%-interval;2017;59.7;31.9;65.3;69.1;28.5;75.5;37.3;43.0;38.2;39.2;38.6
826;Stedelijkheid: weinig stedelijk;Ondergrens 95%-interval;2018;59.0;29.1;61.8;67.7;30.4;73.1;36.3;41.0;40.1;37.4;39.6
827;Stedelijkheid: weinig stedelijk;Ondergrens 95%-interval;2019;59.7;28.2;65.7;67.9;31.9;72.6;35.4;40.1;37.7;34.7;40.0
828;Stedelijkheid: weinig stedelijk;Ondergrens 95%-interval;2020;59.4;30.0;70.3;73.0;30.9;76.1;49.6;44.9;44.2;38.6;42.1
829;Stedelijkheid: weinig stedelijk;Ondergrens 95%-interval;2021;63.1;27.1;68.8;74.0;39.2;76.7;37.1;38.3;44.5;38.1;43.7
830;Stedelijkheid: weinig stedelijk;Bovengrens 95%-interval;2012;61.2;36.8;62.7;68.7;30.9;68.3;37.5;43.5;46.9;50.7;40.2
831;Stedelijkheid: weinig stedelijk;Bovengrens 95%-interval;2013;62.1;33.4;64.8;70.6;33.1;71.7;32.2;41.3;37.6;42.9;34.3
832;Stedelijkheid: weinig stedelijk;Bovengrens 95%-interval;2014;57.6;31.7;62.2;66.6;28.4;69.2;32.9;39.2;37.1;39.8;35.0
833;Stedelijkheid: weinig stedelijk;Bovengrens 95%-interval;2015;62.0;34.8;66.8;69.1;28.9;69.7;34.1;40.9;37.0;42.7;35.1
834;Stedelijkheid: weinig stedelijk;Bovengrens 95%-interval;2016;59.1;37.0;68.1;71.5;31.9;69.4;36.3;41.1;37.7;41.0;33.7
835;Stedelijkheid: weinig stedelijk;Bovengrens 95%-interval;2017;64.6;37.0;70.2;73.8;33.3;79.8;42.4;48.2;43.3;44.5;43.8
836;Stedelijkheid: weinig stedelijk;Bovengrens 95%-interval;2018;63.8;33.8;66.6;72.3;35.1;77.4;41.2;45.9;45.0;42.4;44.5
837;Stedelijkheid: weinig stedelijk;Bovengrens 95%-interval;2019;64.5;33.0;70.5;72.7;36.7;77.0;40.4;45.1;42.7;39.7;45.0
838;Stedelijkheid: weinig stedelijk;Bovengrens 95%-interval;2020;64.2;34.8;75.1;77.4;35.7;80.5;54.6;49.9;49.2;43.6;47.1
839;Stedelijkheid: weinig stedelijk;Bovengrens 95%-interval;2021;68.1;32.1;73.8;78.8;44.6;81.1;42.1;43.7;49.9;43.5;49.1
840;Stedelijkheid: niet stedelijk;Waarde;2012;63.2;37.8;56.4;65.5;29.1;69.8;34.2;43.1;42.8;42.3;36.6
841;Stedelijkheid: niet stedelijk;Waarde;2013;58.1;32.7;62.4;69.1;27.9;67.8;29.4;35.7;35.8;42.6;31.6
842;Stedelijkheid: niet stedelijk;Waarde;2014;62.2;34.6;63.2;66.7;32.3;68.4;34.5;40.3;37.4;45.0;34.6
843;Stedelijkheid: niet stedelijk;Waarde;2015;60.3;35.4;64.4;65.4;30.5;70.1;31.8;39.2;34.0;42.1;33.5
844;Stedelijkheid: niet stedelijk;Waarde;2016;61.0;34.5;63.4;66.7;25.1;70.1;32.0;38.2;35.9;37.2;31.7
845;Stedelijkheid: niet stedelijk;Waarde;2017;65.1;37.9;63.0;72.1;30.0;74.1;39.9;46.1;40.0;42.1;40.7
846;Stedelijkheid: niet stedelijk;Waarde;2018;59.9;34.1;61.4;70.4;28.5;75.0;38.2;43.3;41.7;38.5;39.4
847;Stedelijkheid: niet stedelijk;Waarde;2019;61.3;33.8;67.1;72.5;33.3;75.3;36.3;42.8;41.8;36.2;39.8
848;Stedelijkheid: niet stedelijk;Waarde;2020;59.6;33.7;69.7;73.7;35.1;77.5;46.5;40.8;49.0;37.8;43.5
849;Stedelijkheid: niet stedelijk;Waarde;2021;66.5;36.0;71.6;75.5;37.6;80.0;36.3;40.2;46.5;36.5;44.5
850;Stedelijkheid: niet stedelijk;Ondergrens 95%-interval;2012;59.9;34.4;52.9;62.2;26.0;66.6;30.9;39.6;39.3;38.8;33.3
851;Stedelijkheid: niet stedelijk;Ondergrens 95%-interval;2013;54.5;29.2;58.8;65.7;24.6;64.4;26.0;32.1;32.3;38.9;28.1
852;Stedelijkheid: niet stedelijk;Ondergrens 95%-interval;2014;58.7;31.1;59.6;63.2;28.9;65.0;31.0;36.7;33.9;41.3;31.0
853;Stedelijkheid: niet stedelijk;Ondergrens 95%-interval;2015;56.5;31.5;60.6;61.6;26.9;66.6;28.1;35.3;30.3;38.1;29.7
854;Stedelijkheid: niet stedelijk;Ondergrens 95%-interval;2016;57.1;30.5;59.5;62.8;21.6;66.4;28.2;34.2;32.0;33.2;27.8
855;Stedelijkheid: niet stedelijk;Ondergrens 95%-interval;2017;61.4;33.8;59.1;68.4;26.3;70.6;35.9;42.1;36.1;38.0;36.7
856;Stedelijkheid: niet stedelijk;Ondergrens 95%-interval;2018;55.9;30.1;57.3;66.6;24.8;71.4;34.1;39.1;37.6;34.4;35.2
857;Stedelijkheid: niet stedelijk;Ondergrens 95%-interval;2019;57.2;29.7;63.2;68.8;29.4;71.8;32.2;38.7;37.7;32.1;35.7
858;Stedelijkheid: niet stedelijk;Ondergrens 95%-interval;2020;55.5;29.6;65.8;70.0;31.2;74.0;42.4;36.7;44.7;33.7;39.2
859;Stedelijkheid: niet stedelijk;Ondergrens 95%-interval;2021;62.2;31.7;67.5;71.6;33.3;76.5;32.0;35.9;42.0;32.2;40.0
860;Stedelijkheid: niet stedelijk;Bovengrens 95%-interval;2012;66.5;41.3;59.9;68.9;32.2;73.0;37.5;46.6;46.2;45.8;40.0
861;Stedelijkheid: niet stedelijk;Bovengrens 95%-interval;2013;61.7;36.2;66.1;72.5;31.2;71.2;32.8;39.3;39.3;46.3;35.1
862;Stedelijkheid: niet stedelijk;Bovengrens 95%-interval;2014;65.7;38.2;66.8;70.2;35.8;71.7;38.0;44.0;41.0;48.7;38.1
863;Stedelijkheid: niet stedelijk;Bovengrens 95%-interval;2015;64.2;39.3;68.2;69.2;34.2;73.7;35.5;43.1;37.8;46.1;37.3
864;Stedelijkheid: niet stedelijk;Bovengrens 95%-interval;2016;64.9;38.5;67.4;70.6;28.7;73.8;35.8;42.2;39.7;41.2;35.5
865;Stedelijkheid: niet stedelijk;Bovengrens 95%-interval;2017;68.8;41.9;66.9;75.7;33.7;77.6;43.9;50.1;44.0;46.1;44.8
866;Stedelijkheid: niet stedelijk;Bovengrens 95%-interval;2018;63.9;38.1;65.4;74.2;32.3;78.5;42.2;47.4;45.8;42.7;43.5
867;Stedelijkheid: niet stedelijk;Bovengrens 95%-interval;2019;65.4;37.9;71.0;76.2;37.2;78.8;40.4;46.9;45.9;40.3;43.9
868;Stedelijkheid: niet stedelijk;Bovengrens 95%-interval;2020;63.7;37.8;73.6;77.4;39.0;81.0;50.6;44.9;53.3;41.9;47.8
869;Stedelijkheid: niet stedelijk;Bovengrens 95%-interval;2021;70.8;40.3;75.7;79.4;41.9;83.5;40.6;44.5;51.0;40.8;49.0
