ID;SBI1993;Bedrijfsgrootte;Perioden;OrganisatiegraadVanWerknemers_1;Mannen15Tot65Jaar_2;Vrouwen15Tot65Jaar_3;k_15Tot25Jaar_4;k_25Tot45Jaar_5;k_45Tot65Jaar_6;LedenVakverenigingTotaal_7;Mannen15Tot65Jaar_8;Vrouwen15Tot65Jaar_9;k_15Tot25Jaar_10;k_25Tot45Jaar_11;k_45Tot65Jaar_12
252;G Reparatie van consumentenartikelen ..;2;2000;12.0;16.0;8.0;;12.0;22.0;45.9;34.4;11.5;;24.7;17.7
253;G Reparatie van consumentenartikelen ..;2;2001;12.0;13.0;10.0;;11.0;19.0;41.8;27.4;14.4;;23.0;15.2
254;G Reparatie van consumentenartikelen ..;2;2002;12.0;14.0;10.0;;11.0;24.0;52.1;34.5;17.5;;24.9;22.8
255;G Reparatie van consumentenartikelen ..;2;2003;12.0;15.0;9.0;;13.0;20.0;54.3;37.1;17.2;;30.1;19.8
256;G Reparatie van consumentenartikelen ..;2;2004;12.0;14.0;;;12.0;;22.6;14.0;;;12.1;
257;G Reparatie van consumentenartikelen ..;2;2006;12.0;15.0;;;11.0;;24.0;16.3;;;11.6;
258;G Reparatie van consumentenartikelen ..;3;2000;15.0;17.0;12.0;;15.0;21.0;48.1;31.1;17.0;;28.1;15.4
259;G Reparatie van consumentenartikelen ..;3;2001;14.0;16.0;10.0;;14.0;22.0;48.0;32.7;15.3;;28.5;16.1
260;G Reparatie van consumentenartikelen ..;3;2002;14.0;17.0;;;14.0;21.0;34.1;24.6;;;20.4;11.7
261;G Reparatie van consumentenartikelen ..;3;2003;15.0;18.0;;;13.0;25.0;29.8;22.2;;;15.7;12.8
262;G Reparatie van consumentenartikelen ..;3;2004;13.0;16.0;10.0;;14.0;21.0;58.9;38.0;21.0;;32.6;21.8
263;G Reparatie van consumentenartikelen ..;3;2006;14.0;17.0;10.0;;14.0;21.0;64.0;42.6;21.4;;35.1;24.2
264;G Reparatie van consumentenartikelen ..;9;2000;;;;;;;;;;;;
265;G Reparatie van consumentenartikelen ..;9;2001;;;;;;;;;;;;
266;G Reparatie van consumentenartikelen ..;9;2002;;;;;;;;;;;;
267;G Reparatie van consumentenartikelen ..;9;2003;;;;;;;;;;;;
268;G Reparatie van consumentenartikelen ..;9;2004;;;;;;;;;;;;
269;G Reparatie van consumentenartikelen ..;9;2006;;;;;;;;;;;;
270;H Horeca;0;2000;13.0;15.0;;;;;19.4;11.6;;;;
271;H Horeca;0;2001;15.0;20.0;;;20.0;;23.4;15.9;;;15.2;
272;H Horeca;0;2002;14.0;16.0;12.0;;17.0;;23.6;13.5;10.1;;12.8;
273;H Horeca;0;2003;17.0;20.0;14.0;;22.0;;28.3;16.6;11.7;;17.0;
274;H Horeca;0;2004;16.0;18.0;14.0;;21.0;;27.0;15.2;11.8;;16.4;
275;H Horeca;0;2006;12.0;14.0;10.0;;16.0;;22.7;12.6;10.2;;13.2;
276;H Horeca;1;2000;;;;;;;;;;;;
277;H Horeca;1;2001;;;;;;;;;;;;
278;H Horeca;1;2002;;;;;;;;;;;;
279;H Horeca;1;2003;;;;;;;;;;;;
280;H Horeca;1;2004;;;;;;;;;;;;
281;H Horeca;1;2006;;;;;;;;;;;;
282;H Horeca;2;2000;;;;;;;;;;;;
283;H Horeca;2;2001;18.0;;;;;;11.6;;;;;
284;H Horeca;2;2002;13.0;;;;;;10.3;;;;;
285;H Horeca;2;2003;20.0;;;;;;15.8;;;;;
286;H Horeca;2;2004;;;;;;;;;;;;
287;H Horeca;2;2006;;;;;;;;;;;;
288;H Horeca;3;2000;;;;;;;;;;;;
289;H Horeca;3;2001;;;;;;;;;;;;
290;H Horeca;3;2002;;;;;;;;;;;;
291;H Horeca;3;2003;;;;;;;;;;;;
292;H Horeca;3;2004;20.0;;;;;;13.0;;;;;
293;H Horeca;3;2006;15.0;;;;;;11.2;;;;;
294;H Horeca;9;2000;;;;;;;;;;;;
295;H Horeca;9;2001;;;;;;;;;;;;
296;H Horeca;9;2002;;;;;;;;;;;;
297;H Horeca;9;2003;;;;;;;;;;;;
298;H Horeca;9;2004;;;;;;;;;;;;
299;H Horeca;9;2006;;;;;;;;;;;;
300;I Vervoer, opslag en communicatie;0;2000;35.0;40.0;22.0;;32.0;52.0;144.8;121.9;22.9;;76.6;61.7
301;I Vervoer, opslag en communicatie;0;2001;33.0;36.0;24.0;;29.0;50.0;142.1;115.8;26.3;;69.8;67.1
302;I Vervoer, opslag en communicatie;0;2002;32.0;36.0;22.0;;27.0;49.0;127.1;104.0;23.1;;61.3;61.8
303;I Vervoer, opslag en communicatie;0;2003;34.0;38.0;23.0;;30.0;48.0;137.0;111.8;25.2;;67.1;64.4
304;I Vervoer, opslag en communicatie;0;2004;34.0;37.0;24.0;;29.0;49.0;142.6;118.9;23.7;;69.9;67.8
305;I Vervoer, opslag en communicatie;0;2006;33.0;36.0;26.0;;28.0;47.0;134.5;106.9;27.6;;60.1;69.3
306;I Vervoer, opslag en communicatie;1;2000;;;;;;;;;;;;
307;I Vervoer, opslag en communicatie;1;2001;;;;;;;;;;;;
308;I Vervoer, opslag en communicatie;1;2002;;;;;;;;;;;;
309;I Vervoer, opslag en communicatie;1;2003;;;;;;;;;;;;
310;I Vervoer, opslag en communicatie;1;2004;;;;;;;;;;;;
311;I Vervoer, opslag en communicatie;1;2006;;;;;;;;;;;;
312;I Vervoer, opslag en communicatie;2;2000;28.0;32.0;;;26.0;40.0;26.9;24.4;;;14.5;10.9
313;I Vervoer, opslag en communicatie;2;2001;26.0;31.0;;;21.0;44.0;25.7;24.7;;;11.6;12.1
314;I Vervoer, opslag en communicatie;2;2002;29.0;31.0;;;23.0;45.0;35.1;28.8;;;15.5;17.4
315;I Vervoer, opslag en communicatie;2;2003;30.0;34.0;;;26.0;40.0;40.4;34.9;;;19.3;18.0
316;I Vervoer, opslag en communicatie;2;2004;23.0;26.0;;;;;16.7;15.0;;;;
317;I Vervoer, opslag en communicatie;2;2006;23.0;25.0;;;;;17.6;15.9;;;;
318;I Vervoer, opslag en communicatie;3;2000;40.0;45.0;27.0;;35.0;59.0;111.5;91.5;20.0;;58.7;48.9
319;I Vervoer, opslag en communicatie;3;2001;38.0;41.0;30.0;;33.0;54.0;110.3;85.8;24.4;;55.4;52.1
320;I Vervoer, opslag en communicatie;3;2002;37.0;41.0;26.0;;31.0;54.0;84.6;68.7;15.9;;42.3;40.8
321;I Vervoer, opslag en communicatie;3;2003;39.0;43.0;31.0;;34.0;55.0;86.6;67.6;19.0;;43.0;41.9
322;I Vervoer, opslag en communicatie;3;2004;38.0;41.0;27.0;;32.0;54.0;118.9;97.8;21.1;;57.8;58.1
323;I Vervoer, opslag en communicatie;3;2006;37.0;40.0;30.0;;30.0;51.0;110.5;84.8;25.6;;49.3;58.3
324;I Vervoer, opslag en communicatie;9;2000;;;;;;;;;;;;
325;I Vervoer, opslag en communicatie;9;2001;;;;;;;;;;;;
326;I Vervoer, opslag en communicatie;9;2002;;;;;;;;;;;;
327;I Vervoer, opslag en communicatie;9;2003;;;;;;;;;;;;
328;I Vervoer, opslag en communicatie;9;2004;;;;;;;;;;;;
329;I Vervoer, opslag en communicatie;9;2006;;;;;;;;;;;;
330;J Financiële instellingen;0;2000;15.0;16.0;13.0;;12.0;26.0;38.4;23.7;14.7;;21.2;16.3
331;J Financiële instellingen;0;2001;17.0;19.0;14.0;;13.0;33.0;47.9;30.0;17.8;;24.7;21.9
332;J Financiële instellingen;0;2002;14.0;15.0;13.0;;10.0;30.0;36.2;20.5;15.7;;17.1;18.0
333;J Financiële instellingen;0;2003;14.0;17.0;11.0;;11.0;27.0;36.5;23.7;12.8;;17.7;18.5
334;J Financiële instellingen;0;2004;17.0;20.0;14.0;;13.0;30.0;41.7;27.2;14.4;;20.2;20.7
335;J Financiële instellingen;0;2006;14.0;16.0;13.0;;10.0;25.0;35.7;20.0;15.7;;16.4;17.9
336;J Financiële instellingen;1;2000;;;;;;;;;;;;
337;J Financiële instellingen;1;2001;;;;;;;;;;;;
338;J Financiële instellingen;1;2002;;;;;;;;;;;;
339;J Financiële instellingen;1;2003;;;;;;;;;;;;
340;J Financiële instellingen;1;2004;;;;;;;;;;;;
341;J Financiële instellingen;1;2006;;;;;;;;;;;;
342;J Financiële instellingen;2;2000;;;;;;;;;;;;
343;J Financiële instellingen;2;2001;;;;;;;;;;;;
344;J Financiële instellingen;2;2002;;;;;;;;;;;;
345;J Financiële instellingen;2;2003;;;;;;;;;;;;
346;J Financiële instellingen;2;2004;;;;;;;;;;;;
347;J Financiële instellingen;2;2006;;;;;;;;;;;;
348;J Financiële instellingen;3;2000;17.0;18.0;15.0;;14.0;28.0;32.8;20.8;12.1;;18.2;14.0
349;J Financiële instellingen;3;2001;18.0;21.0;16.0;;14.0;35.0;39.4;25.3;14.1;;20.0;18.4
350;J Financiële instellingen;3;2002;15.0;16.0;14.0;;10.0;33.0;26.6;16.3;10.2;;11.4;14.1
351;J Financiële instellingen;3;2003;17.0;19.0;;;12.0;32.0;26.8;17.2;;;12.5;14.0
352;J Financiële instellingen;3;2004;18.0;21.0;15.0;;13.0;33.0;38.5;25.4;13.1;;18.3;19.6
353;J Financiële instellingen;3;2006;15.0;17.0;14.0;;11.0;26.0;33.6;19.0;14.6;;15.5;16.7
354;J Financiële instellingen;9;2000;;;;;;;;;;;;
355;J Financiële instellingen;9;2001;;;;;;;;;;;;
356;J Financiële instellingen;9;2002;;;;;;;;;;;;
357;J Financiële instellingen;9;2003;;;;;;;;;;;;
358;J Financiële instellingen;9;2004;;;;;;;;;;;;
359;J Financiële instellingen;9;2006;;;;;;;;;;;;
360;K Onroerend goed, zakelijke dienstverl.;0;2000;14.0;15.0;11.0;;12.0;26.0;100.2;67.7;32.5;;59.3;38.9
361;K Onroerend goed, zakelijke dienstverl.;0;2001;12.0;14.0;9.0;;10.0;22.0;88.8;62.0;26.8;;50.1;35.3
362;K Onroerend goed, zakelijke dienstverl.;0;2002;13.0;15.0;10.0;;11.0;26.0;98.0;67.0;31.0;;51.2;44.3
363;K Onroerend goed, zakelijke dienstverl.;0;2003;13.0;15.0;9.0;;10.0;24.0;94.8;68.3;26.5;;48.5;42.9
364;K Onroerend goed, zakelijke dienstverl.;0;2004;14.0;16.0;11.0;;11.0;26.0;91.5;62.4;29.1;;45.0;44.1
365;K Onroerend goed, zakelijke dienstverl.;0;2006;12.0;14.0;9.0;;9.0;23.0;80.4;55.1;25.3;;37.9;39.7
366;K Onroerend goed, zakelijke dienstverl.;1;2000;;;;;;;;;;;;
367;K Onroerend goed, zakelijke dienstverl.;1;2001;;;;;;;;;;;;
368;K Onroerend goed, zakelijke dienstverl.;1;2002;;;;;;;;;;;;
369;K Onroerend goed, zakelijke dienstverl.;1;2003;;;;;;;;;;;;
370;K Onroerend goed, zakelijke dienstverl.;1;2004;;;;;;;;;;;;
371;K Onroerend goed, zakelijke dienstverl.;1;2006;;;;;;;;;;;;
372;K Onroerend goed, zakelijke dienstverl.;2;2000;12.0;15.0;;;11.0;22.0;28.7;19.4;;;17.2;10.7
373;K Onroerend goed, zakelijke dienstverl.;2;2001;11.0;12.0;;;10.0;;26.0;17.0;;;16.0;
374;K Onroerend goed, zakelijke dienstverl.;2;2002;11.0;14.0;;;9.0;22.0;33.0;24.0;;;17.6;14.1
375;K Onroerend goed, zakelijke dienstverl.;2;2003;12.0;14.0;8.0;;9.0;25.0;34.2;23.9;10.3;;17.4;15.1
376;K Onroerend goed, zakelijke dienstverl.;2;2004;10.0;13.0;;;;;18.1;12.9;;;;
377;K Onroerend goed, zakelijke dienstverl.;2;2006;8.0;10.0;;;;;14.5;10.3;;;;
378;K Onroerend goed, zakelijke dienstverl.;3;2000;16.0;16.0;14.0;;13.0;30.0;61.4;42.1;19.3;;36.2;24.3
379;K Onroerend goed, zakelijke dienstverl.;3;2001;14.0;16.0;11.0;;12.0;26.0;53.8;38.3;15.5;;28.9;22.6
380;K Onroerend goed, zakelijke dienstverl.;3;2002;16.0;17.0;14.0;;12.0;31.0;51.9;36.5;15.4;;27.0;23.9
381;K Onroerend goed, zakelijke dienstverl.;3;2003;15.0;18.0;10.0;;12.0;27.0;49.3;38.1;11.2;;24.5;23.9
382;K Onroerend goed, zakelijke dienstverl.;3;2004;17.0;19.0;13.0;;12.0;29.0;66.3;44.5;21.8;;31.7;33.1
383;K Onroerend goed, zakelijke dienstverl.;3;2006;14.0;16.0;11.0;;10.0;27.0;60.1;41.3;18.8;;26.2;31.8
384;K Onroerend goed, zakelijke dienstverl.;9;2000;;;;;;;;;;;;
385;K Onroerend goed, zakelijke dienstverl.;9;2001;;;;;;;;;;;;
386;K Onroerend goed, zakelijke dienstverl.;9;2002;;;;;;;;;;;;
387;K Onroerend goed, zakelijke dienstverl.;9;2003;;;;;;;;;;;;
388;K Onroerend goed, zakelijke dienstverl.;9;2004;;;;;;;;;;;;
389;K Onroerend goed, zakelijke dienstverl.;9;2006;;;;;;;;;;;;
390;L Openbaar bestuur, overheidsdiensten ..;0;2000;42.0;49.0;30.0;;37.0;52.0;204.1;154.3;49.7;;101.5;93.9
391;L Openbaar bestuur, overheidsdiensten ..;0;2001;41.0;48.0;28.0;31.0;35.0;51.0;214.9;161.2;53.8;11.3;101.2;102.4
392;L Openbaar bestuur, overheidsdiensten ..;0;2002;40.0;45.0;29.0;28.0;33.0;51.0;213.5;157.1;56.3;10.2;95.5;107.8
393;L Openbaar bestuur, overheidsdiensten ..;0;2003;39.0;45.0;28.0;35.0;33.0;47.0;205.4;151.2;54.2;12.6;94.4;98.4
394;L Openbaar bestuur, overheidsdiensten ..;0;2004;39.0;46.0;28.0;;33.0;48.0;209.8;153.9;55.9;;89.5;110.4
395;L Openbaar bestuur, overheidsdiensten ..;0;2006;40.0;46.0;31.0;36.0;33.0;49.0;212.0;148.6;63.5;13.5;92.2;106.3
396;L Openbaar bestuur, overheidsdiensten ..;1;2000;;;;;;;;;;;;
397;L Openbaar bestuur, overheidsdiensten ..;1;2001;;;;;;;;;;;;
398;L Openbaar bestuur, overheidsdiensten ..;1;2002;;;;;;;;;;;;
399;L Openbaar bestuur, overheidsdiensten ..;1;2003;;;;;;;;;;;;
400;L Openbaar bestuur, overheidsdiensten ..;1;2004;;;;;;;;;;;;
401;L Openbaar bestuur, overheidsdiensten ..;1;2006;;;;;;;;;;;;
402;L Openbaar bestuur, overheidsdiensten ..;2;2000;44.0;52.0;;;41.0;;19.2;13.2;;;10.6;
403;L Openbaar bestuur, overheidsdiensten ..;2;2001;44.0;54.0;;;;59.0;19.9;14.6;;;;10.4
404;L Openbaar bestuur, overheidsdiensten ..;2;2002;50.0;57.0;38.0;;45.0;58.0;44.1;31.6;12.6;;21.5;21.1
405;L Openbaar bestuur, overheidsdiensten ..;2;2003;44.0;49.0;35.0;;39.0;51.0;40.6;29.2;11.4;;18.7;20.3
406;L Openbaar bestuur, overheidsdiensten ..;2;2004;;;;;;;;;;;;
407;L Openbaar bestuur, overheidsdiensten ..;2;2006;;;;;;;;;;;;
408;L Openbaar bestuur, overheidsdiensten ..;3;2000;43.0;49.0;30.0;;37.0;52.0;183.1;139.8;43.3;;90.0;84.6
409;L Openbaar bestuur, overheidsdiensten ..;3;2001;41.0;48.0;28.0;32.0;35.0;51.0;192.1;144.5;47.6;10.5;90.9;90.7
410;L Openbaar bestuur, overheidsdiensten ..;3;2002;37.0;43.0;27.0;;30.0;49.0;162.2;119.8;42.4;;71.3;82.2
411;L Openbaar bestuur, overheidsdiensten ..;3;2003;38.0;44.0;27.0;37.0;32.0;46.0;155.8;114.0;41.7;10.6;71.3;73.9
412;L Openbaar bestuur, overheidsdiensten ..;3;2004;40.0;46.0;29.0;;33.0;48.0;201.3;146.8;54.5;;86.8;104.5
413;L Openbaar bestuur, overheidsdiensten ..;3;2006;40.0;46.0;31.0;37.0;34.0;49.0;206.5;145.3;61.2;13.3;89.7;103.4
414;L Openbaar bestuur, overheidsdiensten ..;9;2000;;;;;;;;;;;;
415;L Openbaar bestuur, overheidsdiensten ..;9;2001;;;;;;;;;;;;
416;L Openbaar bestuur, overheidsdiensten ..;9;2002;;;;;;;;;;;;
417;L Openbaar bestuur, overheidsdiensten ..;9;2003;;;;;;;;;;;;
418;L Openbaar bestuur, overheidsdiensten ..;9;2004;;;;;;;;;;;;
419;L Openbaar bestuur, overheidsdiensten ..;9;2006;;;;;;;;;;;;
420;M Onderwijs;0;2000;39.0;39.0;39.0;;32.0;48.0;164.8;74.0;90.8;;63.8;94.8
421;M Onderwijs;0;2001;36.0;39.0;33.0;;29.0;43.0;152.8;75.4;77.4;;56.6;89.1
422;M Onderwijs;0;2002;36.0;40.0;34.0;;30.0;44.0;168.9;81.7;87.2;;61.5;103.1
423;M Onderwijs;0;2003;35.0;38.0;33.0;;29.0;44.0;163.8;76.2;87.6;;59.9;99.7
424;M Onderwijs;0;2004;34.0;37.0;31.0;;26.0;41.0;156.7;68.9;87.8;;53.5;98.3
425;M Onderwijs;0;2006;35.0;37.0;33.0;;27.0;42.0;171.6;70.6;101.1;;55.1;111.0
426;M Onderwijs;1;2000;;;;;;;;;;;;
427;M Onderwijs;1;2001;;;;;;;;;;;;
428;M Onderwijs;1;2002;;;;;;;;;;;;
429;M Onderwijs;1;2003;;;;;;;;;;;;
430;M Onderwijs;1;2004;;;;;;;;;;;;
431;M Onderwijs;1;2006;;;;;;;;;;;;
432;M Onderwijs;2;2000;42.0;44.0;41.0;;37.0;49.0;65.1;24.5;40.6;;28.9;32.7
433;M Onderwijs;2;2001;37.0;43.0;34.0;;33.0;43.0;57.3;24.2;33.1;;23.1;30.1
434;M Onderwijs;2;2002;38.0;42.0;36.0;;36.0;42.0;83.9;33.1;50.8;;36.5;44.2
435;M Onderwijs;2;2003;38.0;42.0;36.0;;33.0;46.0;90.6;35.5;55.1;;35.3;52.6
436;M Onderwijs;2;2004;36.0;42.0;34.0;;31.0;41.0;37.7;13.0;24.7;;14.1;21.6
437;M Onderwijs;2;2006;38.0;40.0;37.0;;33.0;41.0;34.8;10.4;24.4;;13.2;18.8
438;M Onderwijs;3;2000;37.0;37.0;38.0;;28.0;47.0;92.3;47.7;44.6;;32.0;58.3
439;M Onderwijs;3;2001;35.0;37.0;32.0;;27.0;43.0;87.3;47.9;39.4;;29.8;55.5
440;M Onderwijs;3;2002;35.0;38.0;31.0;;23.0;45.0;74.8;43.7;31.1;;21.7;52.0
441;M Onderwijs;3;2003;32.0;34.0;30.0;;25.0;41.0;63.4;35.8;27.5;;21.5;41.1
442;M Onderwijs;3;2004;33.0;36.0;31.0;;24.0;41.0;115.3;54.6;60.7;;37.8;74.9
443;M Onderwijs;3;2006;34.0;37.0;33.0;;26.0;43.0;133.6;59.1;74.6;;41.1;89.8
444;M Onderwijs;9;2000;;;;;;;;;;;;
445;M Onderwijs;9;2001;;;;;;;;;;;;
446;M Onderwijs;9;2002;;;;;;;;;;;;
447;M Onderwijs;9;2003;;;;;;;;;;;;
448;M Onderwijs;9;2004;;;;;;;;;;;;
449;M Onderwijs;9;2006;;;;;;;;;;;;
450;N Gezondheids- en welzijnszorg;0;2000;25.0;31.0;24.0;14.0;25.0;29.0;219.5;55.4;164.1;10.7;128.4;80.3
451;N Gezondheids- en welzijnszorg;0;2001;23.0;32.0;21.0;11.0;22.0;30.0;216.6;56.7;159.9;10.8;115.0;90.7
452;N Gezondheids- en welzijnszorg;0;2002;23.0;30.0;22.0;10.0;22.0;29.0;221.0;55.2;165.8;10.3;118.2;92.4
453;N Gezondheids- en welzijnszorg;0;2003;22.0;28.0;21.0;;21.0;27.0;216.6;52.6;164.0;;108.7;98.5
454;N Gezondheids- en welzijnszorg;0;2004;24.0;27.0;23.0;;22.0;30.0;224.5;46.1;178.5;;112.3;106.0
455;N Gezondheids- en welzijnszorg;0;2006;22.0;30.0;20.0;;20.0;28.0;227.6;53.6;173.9;;104.5;118.5
456;N Gezondheids- en welzijnszorg;1;2000;;;;;;;;;;;;
457;N Gezondheids- en welzijnszorg;1;2001;;;;;;;;;;;;
458;N Gezondheids- en welzijnszorg;1;2002;22.0;;21.0;;;;16.5;;13.5;;;
459;N Gezondheids- en welzijnszorg;1;2003;17.0;;16.0;;;;14.1;;11.7;;;
460;N Gezondheids- en welzijnszorg;1;2004;;;;;;;;;;;;
461;N Gezondheids- en welzijnszorg;1;2006;;;;;;;;;;;;
462;N Gezondheids- en welzijnszorg;2;2000;25.0;38.0;22.0;;24.0;32.0;38.8;11.6;27.2;;21.2;15.4
463;N Gezondheids- en welzijnszorg;2;2001;23.0;43.0;19.0;;22.0;30.0;37.0;12.2;24.8;;19.2;15.3
464;N Gezondheids- en welzijnszorg;2;2002;23.0;36.0;19.0;;21.0;31.0;51.9;16.1;35.8;;26.1;23.8
465;N Gezondheids- en welzijnszorg;2;2003;22.0;29.0;20.0;;21.0;26.0;56.6;13.1;43.5;;28.7;24.3
466;N Gezondheids- en welzijnszorg;2;2004;22.0;;21.0;;;;16.6;;13.0;;;
467;N Gezondheids- en welzijnszorg;2;2006;19.0;;16.0;;;;15.2;;10.5;;;
468;N Gezondheids- en welzijnszorg;3;2000;26.0;30.0;25.0;;26.0;30.0;170.4;40.9;129.5;;101.8;61.3
469;N Gezondheids- en welzijnszorg;3;2001;24.0;30.0;23.0;;23.0;31.0;169.8;42.5;127.2;;90.4;72.1
470;N Gezondheids- en welzijnszorg;3;2002;24.0;28.0;23.0;;23.0;28.0;149.7;35.5;114.2;;81.8;61.2
471;N Gezondheids- en welzijnszorg;3;2003;23.0;28.0;22.0;;22.0;29.0;142.7;36.6;106.2;;71.0;66.8
472;N Gezondheids- en welzijnszorg;3;2004;24.0;27.0;24.0;;23.0;30.0;200.1;40.9;159.3;;101.2;94.4
473;N Gezondheids- en welzijnszorg;3;2006;23.0;30.0;21.0;;21.0;29.0;203.7;47.2;156.5;;91.9;108.2
474;N Gezondheids- en welzijnszorg;9;2000;;;;;;;;;;;;
475;N Gezondheids- en welzijnszorg;9;2001;;;;;;;;;;;;
476;N Gezondheids- en welzijnszorg;9;2002;;;;;;;;;;;;
477;N Gezondheids- en welzijnszorg;9;2003;;;;;;;;;;;;
478;N Gezondheids- en welzijnszorg;9;2004;;;;;;;;;;;;
479;N Gezondheids- en welzijnszorg;9;2006;;;;;;;;;;;;
480;O Milieudienstverlening, cultuur, ..;0;2000;26.0;30.0;22.0;;25.0;34.0;61.0;34.7;26.4;;31.8;23.5
481;O Milieudienstverlening, cultuur, ..;0;2001;28.0;29.0;26.0;;27.0;32.0;62.9;31.5;31.4;;33.6;21.2
482;O Milieudienstverlening, cultuur, ..;0;2002;27.0;31.0;24.0;;26.0;35.0;65.1;36.4;28.7;;31.1;26.3
483;O Milieudienstverlening, cultuur, ..;0;2003;24.0;29.0;19.0;;22.0;32.0;54.4;31.8;22.6;;27.8;21.8
484;O Milieudienstverlening, cultuur, ..;0;2004;25.0;27.0;23.0;;22.0;33.0;47.5;23.9;23.6;;21.9;19.2
485;O Milieudienstverlening, cultuur, ..;0;2006;24.0;29.0;19.0;;20.0;34.0;50.2;29.8;20.4;;22.3;24.1
486;O Milieudienstverlening, cultuur, ..;1;2000;21.0;;;;;;10.7;;;;;
487;O Milieudienstverlening, cultuur, ..;1;2001;22.0;;;;;;11.0;;;;;
488;O Milieudienstverlening, cultuur, ..;1;2002;20.0;;;;;;10.2;;;;;
489;O Milieudienstverlening, cultuur, ..;1;2003;22.0;;;;;;12.4;;;;;
490;O Milieudienstverlening, cultuur, ..;1;2004;;;;;;;;;;;;
491;O Milieudienstverlening, cultuur, ..;1;2006;;;;;;;;;;;;
492;O Milieudienstverlening, cultuur, ..;2;2000;20.0;;;;;;16.4;;;;;
493;O Milieudienstverlening, cultuur, ..;2;2001;27.0;27.0;27.0;;30.0;;22.6;10.7;11.9;;13.3;
494;O Milieudienstverlening, cultuur, ..;2;2002;26.0;31.0;22.0;;24.0;;23.9;13.1;10.8;;11.5;
495;O Milieudienstverlening, cultuur, ..;2;2003;19.0;;;;19.0;;17.9;;;;10.1;
496;O Milieudienstverlening, cultuur, ..;2;2004;22.0;;;;;;12.6;;;;;
497;O Milieudienstverlening, cultuur, ..;2;2006;16.0;;;;;;10.4;;;;;
498;O Milieudienstverlening, cultuur, ..;3;2000;33.0;35.0;30.0;;31.0;43.0;31.9;19.3;12.5;;18.2;12.3
499;O Milieudienstverlening, cultuur, ..;3;2001;31.0;33.0;30.0;;28.0;41.0;28.2;15.8;12.4;;16.1;11.0
500;O Milieudienstverlening, cultuur, ..;3;2002;34.0;36.0;30.0;;30.0;42.0;29.3;19.1;10.2;;14.5;13.8
501;O Milieudienstverlening, cultuur, ..;3;2003;31.0;36.0;;;;42.0;22.0;16.3;;;;11.6
502;O Milieudienstverlening, cultuur, ..;3;2004;28.0;32.0;23.0;;23.0;40.0;25.9;15.8;10.1;;11.7;12.4
503;O Milieudienstverlening, cultuur, ..;3;2006;29.0;34.0;;;21.0;43.0;31.5;21.6;;;12.6;17.7
504;O Milieudienstverlening, cultuur, ..;9;2000;;;;;;;;;;;;
505;O Milieudienstverlening, cultuur, ..;9;2001;;;;;;;;;;;;
506;O Milieudienstverlening, cultuur, ..;9;2002;;;;;;;;;;;;
507;O Milieudienstverlening, cultuur, ..;9;2003;;;;;;;;;;;;
508;O Milieudienstverlening, cultuur, ..;9;2004;;;;;;;;;;;;
509;O Milieudienstverlening, cultuur, ..;9;2006;;;;;;;;;;;;
510;SBI onbekend;0;2000;;;;;;;;;;;;
511;SBI onbekend;0;2001;;;;;;;;;;;;
512;SBI onbekend;0;2002;14.0;;;;;;13.1;;;;;
513;SBI onbekend;0;2003;;;;;;;;;;;;
514;SBI onbekend;0;2004;16.0;19.0;11.0;;14.0;23.0;40.4;29.5;10.9;;20.2;16.8
515;SBI onbekend;0;2006;14.0;16.0;;;12.0;;23.9;17.4;;;12.3;
516;SBI onbekend;1;2000;;;;;;;;;;;;
517;SBI onbekend;1;2001;;;;;;;;;;;;
518;SBI onbekend;1;2002;;;;;;;;;;;;
519;SBI onbekend;1;2003;;;;;;;;;;;;
520;SBI onbekend;1;2004;;;;;;;;;;;;
521;SBI onbekend;1;2006;;;;;;;;;;;;
522;SBI onbekend;2;2000;;;;;;;;;;;;
523;SBI onbekend;2;2001;;;;;;;;;;;;
524;SBI onbekend;2;2002;;;;;;;;;;;;
525;SBI onbekend;2;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
526;SBI onbekend;2;2004;15.0;;;;;;13.4;;;;;
527;SBI onbekend;2;2006;;;;;;;;;;;;
528;SBI onbekend;3;2000;;;;;;;;;;;;
529;SBI onbekend;3;2001;;;;;;;;;;;;
530;SBI onbekend;3;2002;;;;;;;;;;;;
531;SBI onbekend;3;2003;;;;;;;;;;;;
532;SBI onbekend;3;2004;18.0;20.0;;;;;17.6;12.5;;;;
533;SBI onbekend;3;2006;19.0;;;;;;12.3;;;;;
534;SBI onbekend;9;2000;;;;;;;;;;;;
535;SBI onbekend;9;2001;;;;;;;;;;;;
536;SBI onbekend;9;2002;;;;;;;;;;;;
537;SBI onbekend;9;2003;;;;;;;;;;;;
538;SBI onbekend;9;2004;;;;;;;;;;;;
539;SBI onbekend;9;2006;;;;;;;;;;;;
