ID;Mestsoorten;HoeveelheidMestEnMineralenInDeMest;Perioden;TotaalGetransporteerdMestaanbod_1;MestafvoerDoorLandbouwbedrijven_2;MestafvoerDoorMestverwerkers_3;MestaanvoerUitHetBuitenland_4;TotaalGetransporteerdeMestafzet_5;MestaanvoerDoorLandbouwbedrijven_6;MestaanvoerDoorMestverwerkers_7;MestafvoerNaarHetBuitenland_8;TotaalMesttransportsaldo_9;SaldoMesttransportMestverwerkers_10;SaldoMesttransportBuitenland_11;Balansverschil_12
524;Dunne mest vleesvarkens;Fosfaat in getransporteerde mest;1998;;;0.0;;;;0.0;;;0.0;;
525;Dunne mest vleesvarkens;Fosfaat in getransporteerde mest;1999;19.0;18.9;0.0;0.1;18.1;17.7;0.0;0.4;1.2;0.0;0.3;0.9
526;Dunne mest vleesvarkens;Fosfaat in getransporteerde mest;2000;23.0;22.9;0.0;0.1;21.8;21.6;0.1;0.1;1.3;0.1;0.0;1.2
527;Dunne mest vleesvarkens;Fosfaat in getransporteerde mest;2001;24.3;24.0;0.2;0.1;23.9;22.6;0.2;1.1;1.4;0.0;1.1;0.3
528;Dunne mest vleesvarkens;Fosfaat in getransporteerde mest;2002;21.8;21.4;0.2;0.1;22.0;21.0;0.0;1.0;0.5;-0.2;0.9;-0.3
529;Dunne mest vleesvarkens;Fosfaat in getransporteerde mest;2003;20.7;20.5;0.1;0.1;19.5;18.7;0.0;0.7;1.8;0.0;0.6;1.2
530;Dunne mest vleesvarkens;Fosfaat in getransporteerde mest;2004;19.5;19.4;0.0;0.1;18.8;18.2;0.0;0.6;1.2;0.0;0.5;0.7
531;Dunne mest vleesvarkens;Fosfaat in getransporteerde mest;2005;20.7;20.6;0.0;0.1;20.7;20.7;0.0;0.0;-0.1;0.0;0.0;-0.1
532;Dunne mest vleesvarkens;Fosfaat in getransporteerde mest;2006;18.8;18.8;0.0;0.0;18.1;17.5;0.0;0.6;1.3;0.0;0.5;0.8
533;Dunne mest vleesvarkens;Fosfaat in getransporteerde mest;2007;23.7;23.6;0.0;0.1;22.2;21.4;0.0;0.8;2.2;0.0;0.7;1.5
534;Dunne mest vleesvarkens;Fosfaat in getransporteerde mest;2008;25.5;25.5;0.0;0.1;24.9;22.1;0.0;2.9;3.4;0.0;2.8;0.6
535;Dunne mest vleesvarkens;Fosfaat in getransporteerde mest;2009;27.8;27.7;0.0;0.1;27.2;23.5;0.0;3.7;4.2;0.0;3.6;0.6
536;Dunne mest vleesvarkens;Fosfaat in getransporteerde mest;2010;23.8;23.6;0.0;0.2;22.3;19.9;0.0;2.4;3.7;0.0;2.2;1.5
537;Dunne mest vleesvarkens;Fosfaat in getransporteerde mest;2011;25.1;24.9;0.0;0.2;23.4;20.5;0.0;2.9;4.4;0.0;2.7;1.7
538;Dunne mest vleesvarkens;Fosfaat in getransporteerde mest;2012;24.5;24.1;0.0;0.4;22.4;18.0;0.0;4.4;6.1;0.0;4.0;2.1
539;Dunne mest vleesvarkens;Fosfaat in getransporteerde mest;2013;23.2;22.7;0.0;0.5;20.3;16.1;0.0;4.2;6.6;0.0;3.7;2.9
540;Dunne mest vleesvarkens;Kali in getransporteerde mest;1994;;;0.0;;;;;;;;;
541;Dunne mest vleesvarkens;Kali in getransporteerde mest;1995;;;;;;;;;;;;
542;Dunne mest vleesvarkens;Kali in getransporteerde mest;1996;;;;;;;;;;;;
543;Dunne mest vleesvarkens;Kali in getransporteerde mest;1997;;;;;;;;;;;;
544;Dunne mest vleesvarkens;Kali in getransporteerde mest;1998;;;0.0;;;;0.0;;;0.0;;
545;Dunne mest vleesvarkens;Kali in getransporteerde mest;1999;48.5;48.3;0.0;0.2;48.3;47.8;0.0;0.5;0.5;0.0;0.3;0.2
546;Dunne mest vleesvarkens;Kali in getransporteerde mest;2000;43.0;42.8;0.0;0.2;41.8;41.5;0.2;0.1;1.3;0.2;-0.1;1.2
547;Dunne mest vleesvarkens;Kali in getransporteerde mest;2001;46.2;46.0;0.2;0.1;46.5;45.4;0.4;0.7;0.5;0.2;0.6;-0.2
548;Dunne mest vleesvarkens;Kali in getransporteerde mest;2002;41.5;41.1;0.1;0.3;42.9;42.2;0.1;0.6;-1.1;0.0;0.3;-1.4
549;Dunne mest vleesvarkens;Kali in getransporteerde mest;2003;38.3;38.1;0.1;0.1;36.2;35.4;0.1;0.7;2.7;0.0;0.6;2.1
550;Dunne mest vleesvarkens;Kali in getransporteerde mest;2004;30.9;30.7;0.0;0.1;30.0;29.4;0.0;0.6;1.3;0.0;0.4;0.9
551;Dunne mest vleesvarkens;Kali in getransporteerde mest;2005;32.3;32.2;0.0;0.1;32.1;32.1;0.0;0.1;0.1;0.0;0.0;0.1
552;Dunne mest vleesvarkens;Kali in getransporteerde mest;2006;26.9;26.8;0.0;0.1;26.9;26.4;0.0;0.5;0.4;0.0;0.4;0.0
553;Dunne mest vleesvarkens;Kali in getransporteerde mest;2007;33.2;33.1;0.0;0.1;32.7;32.0;0.0;0.7;1.1;0.0;0.6;0.5
554;Dunne mest vleesvarkens;Kali in getransporteerde mest;2008;42.5;42.4;0.0;0.1;42.7;39.9;0.0;2.8;2.5;0.0;2.7;-0.2
555;Dunne mest vleesvarkens;Kali in getransporteerde mest;2009;45.5;45.4;0.0;0.1;46.3;41.5;0.0;4.8;3.8;0.0;4.7;-0.8
556;Dunne mest vleesvarkens;Kali in getransporteerde mest;2010;42.7;42.4;0.0;0.3;42.0;39.1;0.0;2.9;3.4;0.0;2.6;0.7
557;Dunne mest vleesvarkens;Kali in getransporteerde mest;2011;42.6;42.3;0.0;0.4;42.2;39.5;0.0;2.7;2.8;0.0;2.3;0.5
558;Dunne mest vleesvarkens;Kali in getransporteerde mest;2012;42.1;41.4;0.0;0.8;40.8;36.6;0.0;4.2;4.8;0.0;3.4;1.4
559;Dunne mest vleesvarkens;Kali in getransporteerde mest;2013;39.6;38.5;0.0;1.1;37.4;33.2;0.0;4.2;5.3;0.0;3.1;2.2
560;Dunne met fokvarkens (inclusief biggen);Hoeveelheid getransporteerde mest;1994;4200.1;4193.5;0.0;6.6;3830.0;3743.8;16.0;70.3;449.7;16.0;63.6;370.1
561;Dunne met fokvarkens (inclusief biggen);Hoeveelheid getransporteerde mest;1995;4351.8;4349.6;0.0;2.2;3819.9;3763.2;2.2;54.5;586.4;2.2;52.3;531.9
562;Dunne met fokvarkens (inclusief biggen);Hoeveelheid getransporteerde mest;1996;4209.3;4209.3;0.0;0.0;3636.7;3617.5;0.5;18.7;591.8;0.5;18.6;572.7
563;Dunne met fokvarkens (inclusief biggen);Hoeveelheid getransporteerde mest;1997;3837.7;3837.7;;;2939.8;2936.6;;3.3;901.1;;3.3;897.8
564;Dunne met fokvarkens (inclusief biggen);Hoeveelheid getransporteerde mest;1998;3276.3;3268.9;3.7;3.7;3093.6;3036.0;37.6;20.0;232.9;33.8;16.3;182.7
565;Dunne met fokvarkens (inclusief biggen);Hoeveelheid getransporteerde mest;1999;5175.0;5158.9;8.6;7.5;5318.2;5212.0;88.0;18.2;-53.1;79.4;10.8;-143.3
566;Dunne met fokvarkens (inclusief biggen);Hoeveelheid getransporteerde mest;2000;3040.4;3030.1;4.1;6.3;2904.9;2860.4;35.4;9.1;169.6;31.3;2.8;135.5
567;Dunne met fokvarkens (inclusief biggen);Hoeveelheid getransporteerde mest;2001;3148.6;3143.0;0.6;4.9;2982.3;2945.6;6.9;29.8;197.4;6.3;24.8;166.3
568;Dunne met fokvarkens (inclusief biggen);Hoeveelheid getransporteerde mest;2002;2675.9;2669.5;0.0;6.4;2530.4;2500.0;14.9;15.6;169.5;14.9;9.1;145.5
569;Dunne met fokvarkens (inclusief biggen);Hoeveelheid getransporteerde mest;2003;2272.1;2256.0;12.9;3.2;2003.6;1963.3;9.8;30.5;292.6;-3.1;27.2;268.5
570;Dunne met fokvarkens (inclusief biggen);Hoeveelheid getransporteerde mest;2004;2170.9;2167.1;0.0;3.8;1845.5;1812.4;3.0;30.1;354.7;3.0;26.4;325.4
571;Dunne met fokvarkens (inclusief biggen);Hoeveelheid getransporteerde mest;2005;2375.5;2371.6;0.0;4.0;2252.5;2188.4;0.0;64.1;183.2;0.0;60.2;123.0
572;Dunne met fokvarkens (inclusief biggen);Hoeveelheid getransporteerde mest;2006;2398.9;2395.9;0.0;3.1;2216.1;2199.4;0.0;16.7;196.5;0.0;13.6;182.8
573;Dunne met fokvarkens (inclusief biggen);Hoeveelheid getransporteerde mest;2007;2595.1;2591.7;0.0;3.5;2278.1;2223.4;0.0;54.7;368.3;0.0;51.3;317.0
574;Dunne met fokvarkens (inclusief biggen);Hoeveelheid getransporteerde mest;2008;2543.3;2540.7;0.0;2.7;2270.7;2145.7;0.0;125.0;394.9;0.0;122.3;272.6
575;Dunne met fokvarkens (inclusief biggen);Hoeveelheid getransporteerde mest;2009;2890.9;2887.1;0.0;3.7;2449.2;2379.2;0.0;70.0;507.9;0.0;66.2;441.7
576;Dunne met fokvarkens (inclusief biggen);Hoeveelheid getransporteerde mest;2010;2865.6;2858.4;0.0;7.2;2440.8;2349.2;0.0;91.6;509.2;0.0;84.4;424.8
577;Dunne met fokvarkens (inclusief biggen);Hoeveelheid getransporteerde mest;2011;3078.4;3053.5;0.0;25.0;2644.9;2518.3;0.0;126.6;535.1;0.0;101.6;433.5
578;Dunne met fokvarkens (inclusief biggen);Hoeveelheid getransporteerde mest;2012;3206.5;3172.6;0.0;33.9;2732.2;2531.3;0.0;200.9;641.4;0.0;167.0;474.3
579;Dunne met fokvarkens (inclusief biggen);Hoeveelheid getransporteerde mest;2013;3137.4;3087.0;0.0;50.5;2693.0;2490.9;0.0;202.2;596.1;0.0;151.7;444.4
580;Dunne met fokvarkens (inclusief biggen);Stikstof in getransporteerde mest;1994;;;0.0;;;;;;;;;
581;Dunne met fokvarkens (inclusief biggen);Stikstof in getransporteerde mest;1995;;;0.0;;;;;;;;;
582;Dunne met fokvarkens (inclusief biggen);Stikstof in getransporteerde mest;1996;;;0.0;;;;;;;;;
583;Dunne met fokvarkens (inclusief biggen);Stikstof in getransporteerde mest;1997;;;;;;;;;;;;
584;Dunne met fokvarkens (inclusief biggen);Stikstof in getransporteerde mest;1998;;;;;;;;;;;;
585;Dunne met fokvarkens (inclusief biggen);Stikstof in getransporteerde mest;1999;27.6;27.5;0.1;0.0;28.3;27.9;0.3;0.1;-0.5;0.2;0.1;-0.8
586;Dunne met fokvarkens (inclusief biggen);Stikstof in getransporteerde mest;2000;13.9;13.8;0.0;0.0;13.4;13.3;0.1;0.0;0.5;0.1;0.0;0.4
587;Dunne met fokvarkens (inclusief biggen);Stikstof in getransporteerde mest;2001;14.7;14.7;0.0;0.0;14.1;13.9;0.0;0.2;0.8;0.0;0.2;0.6
588;Dunne met fokvarkens (inclusief biggen);Stikstof in getransporteerde mest;2002;12.3;12.3;0.0;0.0;11.6;11.5;0.1;0.1;0.7;0.1;0.1;0.6
589;Dunne met fokvarkens (inclusief biggen);Stikstof in getransporteerde mest;2003;10.8;10.7;0.1;0.0;9.4;9.2;0.0;0.1;1.5;0.0;0.1;1.4
590;Dunne met fokvarkens (inclusief biggen);Stikstof in getransporteerde mest;2004;10.8;10.7;0.0;0.0;9.1;8.9;0.0;0.2;1.9;0.0;0.2;1.7
591;Dunne met fokvarkens (inclusief biggen);Stikstof in getransporteerde mest;2005;12.3;12.3;0.0;0.0;12.2;11.8;0.0;0.4;0.5;0.0;0.4;0.1
592;Dunne met fokvarkens (inclusief biggen);Stikstof in getransporteerde mest;2006;10.8;10.8;0.0;0.0;9.2;9.0;0.0;0.2;1.8;0.0;0.1;1.6
593;Dunne met fokvarkens (inclusief biggen);Stikstof in getransporteerde mest;2007;12.8;12.8;0.0;0.0;10.8;10.1;0.0;0.7;2.6;0.0;0.7;2.0
594;Dunne met fokvarkens (inclusief biggen);Stikstof in getransporteerde mest;2008;12.9;12.9;0.0;0.0;10.9;9.7;0.0;1.3;3.2;0.0;1.3;2.0
595;Dunne met fokvarkens (inclusief biggen);Stikstof in getransporteerde mest;2009;15.7;15.7;0.0;0.0;13.0;11.3;0.0;1.7;4.3;0.0;1.7;2.7
596;Dunne met fokvarkens (inclusief biggen);Stikstof in getransporteerde mest;2010;14.5;14.4;0.0;0.0;11.8;10.1;0.0;1.7;4.3;0.0;1.7;2.6
597;Dunne met fokvarkens (inclusief biggen);Stikstof in getransporteerde mest;2011;16.9;16.8;0.0;0.1;13.6;11.0;0.0;2.7;5.8;0.0;2.6;3.2
598;Dunne met fokvarkens (inclusief biggen);Stikstof in getransporteerde mest;2012;17.5;17.4;0.0;0.1;14.5;10.9;0.0;3.6;6.5;0.0;3.5;3.0
599;Dunne met fokvarkens (inclusief biggen);Stikstof in getransporteerde mest;2013;16.4;16.2;0.0;0.2;12.9;10.2;0.0;2.7;6.0;0.0;2.5;3.5
600;Dunne met fokvarkens (inclusief biggen);Fosfaat in getransporteerde mest;1994;;;0.0;;;;;;;;;
601;Dunne met fokvarkens (inclusief biggen);Fosfaat in getransporteerde mest;1995;;;0.0;;;;;;;;;
602;Dunne met fokvarkens (inclusief biggen);Fosfaat in getransporteerde mest;1996;;;0.0;;;;;;;;;
603;Dunne met fokvarkens (inclusief biggen);Fosfaat in getransporteerde mest;1997;;;;;;;;;;;;
604;Dunne met fokvarkens (inclusief biggen);Fosfaat in getransporteerde mest;1998;;;;;;;;;;;;
605;Dunne met fokvarkens (inclusief biggen);Fosfaat in getransporteerde mest;1999;17.1;17.0;0.1;0.0;17.4;17.2;0.1;0.1;-0.2;0.0;0.0;-0.3
606;Dunne met fokvarkens (inclusief biggen);Fosfaat in getransporteerde mest;2000;8.7;8.7;0.0;0.0;8.3;8.2;0.0;0.0;0.4;0.0;0.0;0.4
607;Dunne met fokvarkens (inclusief biggen);Fosfaat in getransporteerde mest;2001;9.1;9.1;0.0;0.0;8.7;8.5;0.0;0.2;0.5;0.0;0.1;0.4
608;Dunne met fokvarkens (inclusief biggen);Fosfaat in getransporteerde mest;2002;7.9;7.9;0.0;0.0;7.4;7.3;0.0;0.1;0.6;0.0;0.0;0.5
609;Dunne met fokvarkens (inclusief biggen);Fosfaat in getransporteerde mest;2003;7.0;6.9;0.0;0.0;6.1;5.9;0.0;0.1;1.0;0.0;0.1;0.9
610;Dunne met fokvarkens (inclusief biggen);Fosfaat in getransporteerde mest;2004;6.6;6.6;0.0;0.0;5.5;5.4;0.0;0.1;1.1;0.0;0.1;1.0
611;Dunne met fokvarkens (inclusief biggen);Fosfaat in getransporteerde mest;2005;8.1;8.0;0.0;0.0;8.4;7.6;0.0;0.8;0.4;0.0;0.8;-0.4
612;Dunne met fokvarkens (inclusief biggen);Fosfaat in getransporteerde mest;2006;6.8;6.8;0.0;0.0;5.8;5.6;0.0;0.1;1.2;0.0;0.1;1.1
613;Dunne met fokvarkens (inclusief biggen);Fosfaat in getransporteerde mest;2007;8.2;8.2;0.0;0.0;6.9;6.4;0.0;0.5;1.8;0.0;0.5;1.3
614;Dunne met fokvarkens (inclusief biggen);Fosfaat in getransporteerde mest;2008;8.4;8.4;0.0;0.0;7.3;6.2;0.0;1.2;2.2;0.0;1.2;1.0
615;Dunne met fokvarkens (inclusief biggen);Fosfaat in getransporteerde mest;2009;9.7;9.7;0.0;0.0;8.4;7.0;0.0;1.4;2.7;0.0;1.4;1.3
616;Dunne met fokvarkens (inclusief biggen);Fosfaat in getransporteerde mest;2010;8.9;8.9;0.0;0.0;7.4;6.2;0.0;1.2;2.7;0.0;1.2;1.5
617;Dunne met fokvarkens (inclusief biggen);Fosfaat in getransporteerde mest;2011;10.3;10.2;0.0;0.1;8.3;6.5;0.0;1.8;3.7;0.0;1.8;1.9
618;Dunne met fokvarkens (inclusief biggen);Fosfaat in getransporteerde mest;2012;10.0;9.9;0.0;0.1;8.4;5.9;0.0;2.5;4.1;0.0;2.4;1.6
619;Dunne met fokvarkens (inclusief biggen);Fosfaat in getransporteerde mest;2013;9.7;9.6;0.0;0.1;7.9;5.7;0.0;2.2;4.0;0.0;2.1;1.8
620;Dunne met fokvarkens (inclusief biggen);Kali in getransporteerde mest;1994;;;0.0;;;;;;;;;
621;Dunne met fokvarkens (inclusief biggen);Kali in getransporteerde mest;1995;;;0.0;;;;;;;;;
622;Dunne met fokvarkens (inclusief biggen);Kali in getransporteerde mest;1996;;;0.0;;;;;;;;;
623;Dunne met fokvarkens (inclusief biggen);Kali in getransporteerde mest;1997;;;;;;;;;;;;
624;Dunne met fokvarkens (inclusief biggen);Kali in getransporteerde mest;1998;;;;;;;;;;;;
625;Dunne met fokvarkens (inclusief biggen);Kali in getransporteerde mest;1999;14.9;14.8;0.0;0.0;14.9;14.5;0.3;0.1;0.3;0.3;0.1;0.0
626;Dunne met fokvarkens (inclusief biggen);Kali in getransporteerde mest;2000;13.4;13.3;0.0;0.0;12.8;12.6;0.2;0.0;0.7;0.1;0.0;0.6
627;Dunne met fokvarkens (inclusief biggen);Kali in getransporteerde mest;2001;14.5;14.5;0.0;0.0;13.7;13.6;0.0;0.1;0.9;0.0;0.1;0.8
628;Dunne met fokvarkens (inclusief biggen);Kali in getransporteerde mest;2002;11.8;11.7;0.0;0.0;11.1;11.0;0.1;0.1;0.7;0.1;0.0;0.6
629;Dunne met fokvarkens (inclusief biggen);Kali in getransporteerde mest;2003;8.6;8.6;0.0;0.0;7.6;7.5;0.0;0.1;1.1;0.0;0.1;1.0
630;Dunne met fokvarkens (inclusief biggen);Kali in getransporteerde mest;2004;8.3;8.3;0.0;0.0;7.1;7.0;0.0;0.1;1.4;0.0;0.1;1.3
631;Dunne met fokvarkens (inclusief biggen);Kali in getransporteerde mest;2005;9.0;9.0;0.0;0.0;8.6;8.3;0.0;0.2;0.7;0.0;0.2;0.5
632;Dunne met fokvarkens (inclusief biggen);Kali in getransporteerde mest;2006;13.2;13.2;0.0;0.0;12.2;12.1;0.0;0.1;1.1;0.0;0.1;1.0
633;Dunne met fokvarkens (inclusief biggen);Kali in getransporteerde mest;2007;14.8;14.8;0.0;0.0;12.9;12.7;0.0;0.3;2.1;0.0;0.3;1.8
634;Dunne met fokvarkens (inclusief biggen);Kali in getransporteerde mest;2008;10.0;10.0;0.0;0.0;8.9;8.5;0.0;0.4;1.6;0.0;0.4;1.2
635;Dunne met fokvarkens (inclusief biggen);Kali in getransporteerde mest;2009;11.4;11.4;0.0;0.0;9.6;9.4;0.0;0.2;2.0;0.0;0.2;1.8
636;Dunne met fokvarkens (inclusief biggen);Kali in getransporteerde mest;2010;11.5;11.4;0.0;0.0;9.8;9.4;0.0;0.4;2.0;0.0;0.3;1.7
637;Dunne met fokvarkens (inclusief biggen);Kali in getransporteerde mest;2011;12.3;12.2;0.0;0.1;10.5;10.0;0.0;0.5;2.1;0.0;0.4;1.7
638;Dunne met fokvarkens (inclusief biggen);Kali in getransporteerde mest;2012;12.8;12.7;0.0;0.1;10.9;10.1;0.0;0.8;2.6;0.0;0.7;1.9
639;Dunne met fokvarkens (inclusief biggen);Kali in getransporteerde mest;2013;12.7;12.5;0.0;0.2;10.9;10.1;0.0;0.8;2.4;0.0;0.6;1.8
640;Vaste mest van overige diersoorten;Hoeveelheid getransporteerde mest;1994;100.4;100.1;0.0;0.3;87.3;71.6;0.1;15.7;28.5;0.1;15.4;13.1
641;Vaste mest van overige diersoorten;Hoeveelheid getransporteerde mest;1995;97.6;97.6;0.0;0.0;80.1;66.1;0.0;14.1;31.5;0.0;14.0;17.5
642;Vaste mest van overige diersoorten;Hoeveelheid getransporteerde mest;1996;109.0;109.0;0.0;0.0;85.6;75.4;0.4;9.8;33.6;0.4;9.8;23.5
643;Vaste mest van overige diersoorten;Hoeveelheid getransporteerde mest;1997;117.7;117.7;;;84.0;83.4;;0.6;34.3;;0.6;33.7
644;Vaste mest van overige diersoorten;Hoeveelheid getransporteerde mest;1998;136.7;136.3;0.0;0.4;108.7;105.8;0.0;2.9;30.5;0.0;2.5;28.0
645;Vaste mest van overige diersoorten;Hoeveelheid getransporteerde mest;1999;172.9;172.5;0.0;0.4;142.5;135.0;0.0;7.4;37.5;0.0;7.0;30.4
646;Vaste mest van overige diersoorten;Hoeveelheid getransporteerde mest;2000;165.5;164.3;0.0;1.2;143.0;129.0;0.0;14.0;35.3;0.0;12.8;22.5
647;Vaste mest van overige diersoorten;Hoeveelheid getransporteerde mest;2001;220.6;220.4;0.0;0.2;184.0;155.7;0.0;28.2;64.7;0.0;28.1;36.6
648;Vaste mest van overige diersoorten;Hoeveelheid getransporteerde mest;2002;288.5;274.5;0.0;14.0;251.2;194.3;0.0;56.9;80.2;0.0;42.9;37.4
649;Vaste mest van overige diersoorten;Hoeveelheid getransporteerde mest;2003;593.5;560.5;0.0;32.9;720.3;651.5;0.0;68.8;-91.0;0.0;35.9;-126.8
650;Vaste mest van overige diersoorten;Hoeveelheid getransporteerde mest;2004;541.6;510.7;0.0;30.9;686.1;605.0;0.0;81.1;-94.3;0.0;50.2;-144.5
651;Vaste mest van overige diersoorten;Hoeveelheid getransporteerde mest;2005;274.9;274.8;0.0;0.1;226.3;197.1;0.0;29.3;77.8;0.0;29.2;48.6
652;Vaste mest van overige diersoorten;Hoeveelheid getransporteerde mest;2006;800.6;744.1;0.0;56.5;933.3;227.0;677.2;29.0;517.1;677.2;-27.5;-132.7
653;Vaste mest van overige diersoorten;Hoeveelheid getransporteerde mest;2007;1008.4;884.3;0.0;124.1;1086.0;293.8;745.3;46.8;590.4;745.3;-77.3;-77.6
654;Vaste mest van overige diersoorten;Hoeveelheid getransporteerde mest;2008;1067.7;941.8;0.0;125.9;1014.2;281.1;659.4;73.7;660.7;659.4;-52.2;53.5
655;Vaste mest van overige diersoorten;Hoeveelheid getransporteerde mest;2009;1103.7;955.8;0.0;147.9;1233.7;418.8;677.4;137.4;537.0;677.4;-10.5;-130.0
656;Vaste mest van overige diersoorten;Hoeveelheid getransporteerde mest;2010;1167.3;1006.2;0.0;161.1;1222.7;456.9;614.1;151.8;549.3;614.1;-9.3;-55.5
657;Vaste mest van overige diersoorten;Hoeveelheid getransporteerde mest;2011;1301.7;1122.8;0.0;179.0;1305.4;644.3;534.4;126.6;478.5;534.4;-52.3;-3.6
658;Vaste mest van overige diersoorten;Hoeveelheid getransporteerde mest;2012;1212.7;954.1;0.0;258.6;1490.4;620.0;768.5;102.0;334.1;768.5;-156.6;-277.8
659;Vaste mest van overige diersoorten;Hoeveelheid getransporteerde mest;2013;1329.8;975.7;0.0;354.0;1702.8;642.5;974.1;86.2;333.3;974.1;-267.9;-373.0
660;Vaste mest van overige diersoorten;Stikstof in getransporteerde mest;1994;;;0.0;;;;;;;;;
661;Vaste mest van overige diersoorten;Stikstof in getransporteerde mest;1995;;;0.0;;;;0.0;;;0.0;;
662;Vaste mest van overige diersoorten;Stikstof in getransporteerde mest;1996;;;0.0;0.0;;;;;;;;
663;Vaste mest van overige diersoorten;Stikstof in getransporteerde mest;1997;;;;;;;;;;;;
664;Vaste mest van overige diersoorten;Stikstof in getransporteerde mest;1998;;;0.0;;;;0.0;;;0.0;;
665;Vaste mest van overige diersoorten;Stikstof in getransporteerde mest;1999;2.0;2.0;0.0;0.0;1.5;1.4;0.0;0.1;0.5;0.0;0.1;0.4
666;Vaste mest van overige diersoorten;Stikstof in getransporteerde mest;2000;1.7;1.7;0.0;0.0;1.5;1.2;0.0;0.3;0.5;0.0;0.3;0.2
667;Vaste mest van overige diersoorten;Stikstof in getransporteerde mest;2001;2.3;2.3;0.0;0.0;1.9;1.3;0.0;0.6;1.0;0.0;0.6;0.4
668;Vaste mest van overige diersoorten;Stikstof in getransporteerde mest;2002;3.2;3.1;0.0;0.1;3.1;1.7;0.0;1.4;1.4;0.0;1.2;0.2
669;Vaste mest van overige diersoorten;Stikstof in getransporteerde mest;2003;5.9;5.6;0.0;0.3;6.6;4.5;0.0;2.1;1.1;0.0;1.8;-0.7
670;Vaste mest van overige diersoorten;Stikstof in getransporteerde mest;2004;5.4;5.1;0.0;0.3;6.4;4.1;0.0;2.3;1.0;0.0;2.1;-1.1
671;Vaste mest van overige diersoorten;Stikstof in getransporteerde mest;2005;3.3;3.3;0.0;0.0;3.5;1.8;0.0;1.6;1.4;0.0;1.6;-0.2
672;Vaste mest van overige diersoorten;Stikstof in getransporteerde mest;2006;5.4;5.1;0.0;0.3;5.4;1.8;3.3;0.3;3.4;3.3;0.0;0.0
673;Vaste mest van overige diersoorten;Stikstof in getransporteerde mest;2007;7.2;6.6;0.0;0.6;6.8;2.4;3.7;0.8;4.1;3.7;0.1;0.4
674;Vaste mest van overige diersoorten;Stikstof in getransporteerde mest;2008;7.3;6.8;0.0;0.6;7.1;2.5;3.4;1.3;4.3;3.4;0.7;0.2
675;Vaste mest van overige diersoorten;Stikstof in getransporteerde mest;2009;8.9;8.2;0.0;0.7;9.2;4.1;3.5;1.7;4.1;3.5;1.0;-0.3
676;Vaste mest van overige diersoorten;Stikstof in getransporteerde mest;2010;9.1;8.3;0.0;0.8;9.0;3.8;3.2;2.0;4.5;3.2;1.2;0.1
677;Vaste mest van overige diersoorten;Stikstof in getransporteerde mest;2011;10.0;9.1;0.0;0.9;9.9;5.1;2.9;1.9;4.0;2.9;1.0;0.1
678;Vaste mest van overige diersoorten;Stikstof in getransporteerde mest;2012;9.0;7.7;0.0;1.3;9.9;4.2;4.2;1.5;3.5;4.2;0.3;-0.9
679;Vaste mest van overige diersoorten;Stikstof in getransporteerde mest;2013;9.5;7.7;0.0;1.8;10.9;4.5;5.1;1.2;3.2;5.1;-0.5;-1.4
680;Vaste mest van overige diersoorten;Fosfaat in getransporteerde mest;1994;;;0.0;;;;;;;;;
681;Vaste mest van overige diersoorten;Fosfaat in getransporteerde mest;1995;;;0.0;;;;0.0;;;0.0;;
682;Vaste mest van overige diersoorten;Fosfaat in getransporteerde mest;1996;;;0.0;0.0;;;;;;;;
683;Vaste mest van overige diersoorten;Fosfaat in getransporteerde mest;1997;;;;;;;;;;;;
684;Vaste mest van overige diersoorten;Fosfaat in getransporteerde mest;1998;;;0.0;;;;0.0;;;0.0;;
685;Vaste mest van overige diersoorten;Fosfaat in getransporteerde mest;1999;1.6;1.6;0.0;0.0;1.1;0.9;0.0;0.2;0.7;0.0;0.2;0.5
686;Vaste mest van overige diersoorten;Fosfaat in getransporteerde mest;2000;1.2;1.2;0.0;0.0;1.0;0.6;0.0;0.3;0.6;0.0;0.3;0.3
687;Vaste mest van overige diersoorten;Fosfaat in getransporteerde mest;2001;2.0;2.0;0.0;0.0;1.6;0.8;0.0;0.8;1.2;0.0;0.8;0.4
688;Vaste mest van overige diersoorten;Fosfaat in getransporteerde mest;2002;2.5;2.4;0.0;0.1;2.5;1.1;0.0;1.4;1.4;0.0;1.3;0.1
689;Vaste mest van overige diersoorten;Fosfaat in getransporteerde mest;2003;4.1;3.9;0.0;0.2;4.7;2.8;0.0;1.8;1.0;0.0;1.6;-0.6
690;Vaste mest van overige diersoorten;Fosfaat in getransporteerde mest;2004;3.6;3.5;0.0;0.1;4.6;2.5;0.0;2.2;1.0;0.0;2.0;-1.0
691;Vaste mest van overige diersoorten;Fosfaat in getransporteerde mest;2005;2.2;2.2;0.0;0.0;2.8;1.1;0.0;1.7;1.1;0.0;1.7;-0.6
692;Vaste mest van overige diersoorten;Fosfaat in getransporteerde mest;2006;3.7;3.5;0.0;0.2;3.3;1.1;2.0;0.3;2.4;2.0;0.1;0.3
693;Vaste mest van overige diersoorten;Fosfaat in getransporteerde mest;2007;4.7;4.3;0.0;0.4;4.4;1.4;2.1;0.8;2.9;2.1;0.4;0.3
694;Vaste mest van overige diersoorten;Fosfaat in getransporteerde mest;2008;4.8;4.5;0.0;0.3;4.7;1.4;2.0;1.3;3.1;2.0;1.0;0.1
