ID;RegioS;Inkomensgroepen;AantalHuishoudensAbsoluut_1;AantalHuishoudensIn_2
7543;Werkendam;"5e-8e 10%-groep; 19 800 tot 37 600 euro";4.3;45.0
7544;Werkendam;"9e-10e 10%-groep; meer dan 37 600 euro";2.5;26.0
7545;Woensdrecht;Totaal huishouden;9.2;100.0
7546;Woensdrecht;"1e 10%-groep; minder dan 10 600 euro";0.6;6.0
7547;Woensdrecht;"2e 10%-groep; 10 600 tot 13 800 euro";0.8;9.0
7548;Woensdrecht;"3e 10%-groep; 13 800 tot 16 700 euro";0.9;10.0
7549;Woensdrecht;"4e 10%-groep; 16 700 tot 19 800 euro";1.0;11.0
7550;Woensdrecht;"5e 10%-groep; 19 800 tot 23 400 euro";1.0;11.0
7551;Woensdrecht;"6e 10%-groep; 23 400 tot 27 400 euro";1.1;12.0
7552;Woensdrecht;"7e 10%-groep; 27 400 tot 31 900 euro";1.0;11.0
7553;Woensdrecht;"8e 10%-groep; 31 900 tot 37 600 euro";1.0;11.0
7554;Woensdrecht;"9e 10%-groep; 37 600 tot 46 900 euro";1.0;11.0
7555;Woensdrecht;"10e 10%-groep; meer dan 46 900  euro";0.9;10.0
7556;Woensdrecht;"1e 10%-groep; minder dan 10 600 euro";0.6;6.0
7557;Woensdrecht;"2e-4e 10%-groep; 10 600 tot 19 800 euro";2.6;29.0
7558;Woensdrecht;"5e-8e 10%-groep; 19 800 tot 37 600 euro";4.1;45.0
7559;Woensdrecht;"9e-10e 10%-groep; meer dan 37 600 euro";1.9;20.0
7560;Woudrichem;Totaal huishouden;5.4;100.0
7561;Woudrichem;"1e 10%-groep; minder dan 10 600 euro";0.3;6.0
7562;Woudrichem;"2e 10%-groep; 10 600 tot 13 800 euro";0.5;9.0
7563;Woudrichem;"3e 10%-groep; 13 800 tot 16 700 euro";0.3;6.0
7564;Woudrichem;"4e 10%-groep; 16 700 tot 19 800 euro";0.4;8.0
7565;Woudrichem;"5e 10%-groep; 19 800 tot 23 400 euro";0.5;10.0
7566;Woudrichem;"6e 10%-groep; 23 400 tot 27 400 euro";0.6;10.0
7567;Woudrichem;"7e 10%-groep; 27 400 tot 31 900 euro";0.5;10.0
7568;Woudrichem;"8e 10%-groep; 31 900 tot 37 600 euro";0.8;14.0
7569;Woudrichem;"9e 10%-groep; 37 600 tot 46 900 euro";0.7;13.0
7570;Woudrichem;"10e 10%-groep; meer dan 46 900  euro";0.7;14.0
7571;Woudrichem;"1e 10%-groep; minder dan 10 600 euro";0.3;6.0
7572;Woudrichem;"2e-4e 10%-groep; 10 600 tot 19 800 euro";1.3;23.0
7573;Woudrichem;"5e-8e 10%-groep; 19 800 tot 37 600 euro";2.4;44.0
7574;Woudrichem;"9e-10e 10%-groep; meer dan 37 600 euro";1.4;26.0
7575;Zundert;Totaal huishouden;8.0;100.0
7576;Zundert;"1e 10%-groep; minder dan 10 600 euro";0.7;9.0
7577;Zundert;"2e 10%-groep; 10 600 tot 13 800 euro";0.6;7.0
7578;Zundert;"3e 10%-groep; 13 800 tot 16 700 euro";0.6;7.0
7579;Zundert;"4e 10%-groep; 16 700 tot 19 800 euro";0.7;9.0
7580;Zundert;"5e 10%-groep; 19 800 tot 23 400 euro";0.7;9.0
7581;Zundert;"6e 10%-groep; 23 400 tot 27 400 euro";0.8;10.0
7582;Zundert;"7e 10%-groep; 27 400 tot 31 900 euro";0.9;11.0
7583;Zundert;"8e 10%-groep; 31 900 tot 37 600 euro";1.0;13.0
7584;Zundert;"9e 10%-groep; 37 600 tot 46 900 euro";1.0;12.0
7585;Zundert;"10e 10%-groep; meer dan 46 900  euro";1.0;12.0
7586;Zundert;"1e 10%-groep; minder dan 10 600 euro";0.7;9.0
7587;Zundert;"2e-4e 10%-groep; 10 600 tot 19 800 euro";1.9;23.0
7588;Zundert;"5e-8e 10%-groep; 19 800 tot 37 600 euro";3.5;43.0
7589;Zundert;"9e-10e 10%-groep; meer dan 37 600 euro";2.0;25.0
7590;Wormerland;Totaal huishouden;6.3;100.0
7591;Wormerland;"1e 10%-groep; minder dan 10 600 euro";0.3;4.0
7592;Wormerland;"2e 10%-groep; 10 600 tot 13 800 euro";0.4;7.0
7593;Wormerland;"3e 10%-groep; 13 800 tot 16 700 euro";0.5;8.0
7594;Wormerland;"4e 10%-groep; 16 700 tot 19 800 euro";0.6;10.0
7595;Wormerland;"5e 10%-groep; 19 800 tot 23 400 euro";0.6;10.0
7596;Wormerland;"6e 10%-groep; 23 400 tot 27 400 euro";0.7;11.0
7597;Wormerland;"7e 10%-groep; 27 400 tot 31 900 euro";0.8;12.0
7598;Wormerland;"8e 10%-groep; 31 900 tot 37 600 euro";0.9;14.0
7599;Wormerland;"9e 10%-groep; 37 600 tot 46 900 euro";0.8;12.0
7600;Wormerland;"10e 10%-groep; meer dan 46 900  euro";0.7;12.0
7601;Wormerland;"1e 10%-groep; minder dan 10 600 euro";0.3;4.0
7602;Wormerland;"2e-4e 10%-groep; 10 600 tot 19 800 euro";1.6;25.0
7603;Wormerland;"5e-8e 10%-groep; 19 800 tot 37 600 euro";2.9;47.0
7604;Wormerland;"9e-10e 10%-groep; meer dan 37 600 euro";1.5;24.0
7605;Onderbanken;Totaal huishouden;3.4;100.0
7606;Onderbanken;"1e 10%-groep; minder dan 10 600 euro";0.2;7.0
7607;Onderbanken;"2e 10%-groep; 10 600 tot 13 800 euro";0.3;8.0
7608;Onderbanken;"3e 10%-groep; 13 800 tot 16 700 euro";0.3;10.0
7609;Onderbanken;"4e 10%-groep; 16 700 tot 19 800 euro";0.3;10.0
7610;Onderbanken;"5e 10%-groep; 19 800 tot 23 400 euro";0.4;11.0
7611;Onderbanken;"6e 10%-groep; 23 400 tot 27 400 euro";0.4;13.0
7612;Onderbanken;"7e 10%-groep; 27 400 tot 31 900 euro";0.4;11.0
7613;Onderbanken;"8e 10%-groep; 31 900 tot 37 600 euro";0.4;12.0
7614;Onderbanken;"9e 10%-groep; 37 600 tot 46 900 euro";0.4;11.0
7615;Onderbanken;"10e 10%-groep; meer dan 46 900  euro";0.3;8.0
7616;Onderbanken;"1e 10%-groep; minder dan 10 600 euro";0.2;7.0
7617;Onderbanken;"2e-4e 10%-groep; 10 600 tot 19 800 euro";1.0;28.0
7618;Onderbanken;"5e-8e 10%-groep; 19 800 tot 37 600 euro";1.6;47.0
7619;Onderbanken;"9e-10e 10%-groep; meer dan 37 600 euro";0.6;19.0
7620;Landgraaf;Totaal huishouden;17.6;100.0
7621;Landgraaf;"1e 10%-groep; minder dan 10 600 euro";1.5;9.0
7622;Landgraaf;"2e 10%-groep; 10 600 tot 13 800 euro";1.7;10.0
7623;Landgraaf;"3e 10%-groep; 13 800 tot 16 700 euro";2.0;11.0
7624;Landgraaf;"4e 10%-groep; 16 700 tot 19 800 euro";1.8;10.0
7625;Landgraaf;"5e 10%-groep; 19 800 tot 23 400 euro";2.0;11.0
7626;Landgraaf;"6e 10%-groep; 23 400 tot 27 400 euro";2.0;11.0
7627;Landgraaf;"7e 10%-groep; 27 400 tot 31 900 euro";2.1;12.0
7628;Landgraaf;"8e 10%-groep; 31 900 tot 37 600 euro";1.9;11.0
7629;Landgraaf;"9e 10%-groep; 37 600 tot 46 900 euro";1.5;9.0
7630;Landgraaf;"10e 10%-groep; meer dan 46 900  euro";1.1;6.0
7631;Landgraaf;"1e 10%-groep; minder dan 10 600 euro";1.5;9.0
7632;Landgraaf;"2e-4e 10%-groep; 10 600 tot 19 800 euro";5.5;31.0
7633;Landgraaf;"5e-8e 10%-groep; 19 800 tot 37 600 euro";8.0;45.0
7634;Landgraaf;"9e-10e 10%-groep; meer dan 37 600 euro";2.6;15.0
7635;Arcen en Velden;Totaal huishouden;3.4;100.0
7636;Arcen en Velden;"1e 10%-groep; minder dan 10 600 euro";0.2;5.0
7637;Arcen en Velden;"2e 10%-groep; 10 600 tot 13 800 euro";0.3;7.0
7638;Arcen en Velden;"3e 10%-groep; 13 800 tot 16 700 euro";0.2;6.0
7639;Arcen en Velden;"4e 10%-groep; 16 700 tot 19 800 euro";0.3;7.0
7640;Arcen en Velden;"5e 10%-groep; 19 800 tot 23 400 euro";0.4;12.0
7641;Arcen en Velden;"6e 10%-groep; 23 400 tot 27 400 euro";0.4;12.0
7642;Arcen en Velden;"7e 10%-groep; 27 400 tot 31 900 euro";0.5;13.0
7643;Arcen en Velden;"8e 10%-groep; 31 900 tot 37 600 euro";0.4;11.0
7644;Arcen en Velden;"9e 10%-groep; 37 600 tot 46 900 euro";0.4;12.0
7645;Arcen en Velden;"10e 10%-groep; meer dan 46 900  euro";0.5;14.0
7646;Arcen en Velden;"1e 10%-groep; minder dan 10 600 euro";0.2;5.0
7647;Arcen en Velden;"2e-4e 10%-groep; 10 600 tot 19 800 euro";0.7;21.0
7648;Arcen en Velden;"5e-8e 10%-groep; 19 800 tot 37 600 euro";1.7;48.0
7649;Arcen en Velden;"9e-10e 10%-groep; meer dan 37 600 euro";0.9;26.0
7650;Beek;Totaal huishouden;7.1;100.0
7651;Beek;"1e 10%-groep; minder dan 10 600 euro";0.3;4.0
7652;Beek;"2e 10%-groep; 10 600 tot 13 800 euro";0.6;8.0
7653;Beek;"3e 10%-groep; 13 800 tot 16 700 euro";0.6;9.0
7654;Beek;"4e 10%-groep; 16 700 tot 19 800 euro";0.7;10.0
7655;Beek;"5e 10%-groep; 19 800 tot 23 400 euro";0.7;10.0
7656;Beek;"6e 10%-groep; 23 400 tot 27 400 euro";0.8;11.0
7657;Beek;"7e 10%-groep; 27 400 tot 31 900 euro";0.9;13.0
7658;Beek;"8e 10%-groep; 31 900 tot 37 600 euro";0.8;12.0
7659;Beek;"9e 10%-groep; 37 600 tot 46 900 euro";0.9;12.0
7660;Beek;"10e 10%-groep; meer dan 46 900  euro";0.8;11.0
7661;Beek;"1e 10%-groep; minder dan 10 600 euro";0.3;4.0
7662;Beek;"2e-4e 10%-groep; 10 600 tot 19 800 euro";1.9;27.0
7663;Beek;"5e-8e 10%-groep; 19 800 tot 37 600 euro";3.3;46.0
7664;Beek;"9e-10e 10%-groep; meer dan 37 600 euro";1.6;23.0
7665;Beesel;Totaal huishouden;5.3;100.0
7666;Beesel;"1e 10%-groep; minder dan 10 600 euro";0.2;5.0
7667;Beesel;"2e 10%-groep; 10 600 tot 13 800 euro";0.5;9.0
7668;Beesel;"3e 10%-groep; 13 800 tot 16 700 euro";0.4;8.0
7669;Beesel;"4e 10%-groep; 16 700 tot 19 800 euro";0.6;11.0
7670;Beesel;"5e 10%-groep; 19 800 tot 23 400 euro";0.6;12.0
7671;Beesel;"6e 10%-groep; 23 400 tot 27 400 euro";0.7;13.0
7672;Beesel;"7e 10%-groep; 27 400 tot 31 900 euro";0.7;12.0
7673;Beesel;"8e 10%-groep; 31 900 tot 37 600 euro";0.6;12.0
7674;Beesel;"9e 10%-groep; 37 600 tot 46 900 euro";0.5;10.0
7675;Beesel;"10e 10%-groep; meer dan 46 900  euro";0.5;8.0
7676;Beesel;"1e 10%-groep; minder dan 10 600 euro";0.2;5.0
7677;Beesel;"2e-4e 10%-groep; 10 600 tot 19 800 euro";1.4;27.0
7678;Beesel;"5e-8e 10%-groep; 19 800 tot 37 600 euro";2.6;49.0
7679;Beesel;"9e-10e 10%-groep; meer dan 37 600 euro";1.0;19.0
7680;Bergen;Totaal huishouden;5.2;100.0
7681;Bergen;"1e 10%-groep; minder dan 10 600 euro";0.3;6.0
7682;Bergen;"2e 10%-groep; 10 600 tot 13 800 euro";0.5;10.0
7683;Bergen;"3e 10%-groep; 13 800 tot 16 700 euro";0.4;8.0
7684;Bergen;"4e 10%-groep; 16 700 tot 19 800 euro";0.5;10.0
7685;Bergen;"5e 10%-groep; 19 800 tot 23 400 euro";0.5;10.0
7686;Bergen;"6e 10%-groep; 23 400 tot 27 400 euro";0.6;11.0
7687;Bergen;"7e 10%-groep; 27 400 tot 31 900 euro";0.6;11.0
7688;Bergen;"8e 10%-groep; 31 900 tot 37 600 euro";0.7;12.0
7689;Bergen;"9e 10%-groep; 37 600 tot 46 900 euro";0.6;11.0
7690;Bergen;"10e 10%-groep; meer dan 46 900  euro";0.5;9.0
7691;Bergen;"1e 10%-groep; minder dan 10 600 euro";0.3;6.0
7692;Bergen;"2e-4e 10%-groep; 10 600 tot 19 800 euro";1.5;29.0
7693;Bergen;"5e-8e 10%-groep; 19 800 tot 37 600 euro";2.4;45.0
7694;Bergen;"9e-10e 10%-groep; meer dan 37 600 euro";1.1;20.0
7695;Brunssum;Totaal huishouden;13.6;100.0
7696;Brunssum;"1e 10%-groep; minder dan 10 600 euro";1.1;8.0
7697;Brunssum;"2e 10%-groep; 10 600 tot 13 800 euro";1.7;12.0
7698;Brunssum;"3e 10%-groep; 13 800 tot 16 700 euro";1.8;14.0
7699;Brunssum;"4e 10%-groep; 16 700 tot 19 800 euro";1.4;10.0
7700;Brunssum;"5e 10%-groep; 19 800 tot 23 400 euro";1.6;12.0
7701;Brunssum;"6e 10%-groep; 23 400 tot 27 400 euro";1.7;13.0
7702;Brunssum;"7e 10%-groep; 27 400 tot 31 900 euro";1.4;10.0
7703;Brunssum;"8e 10%-groep; 31 900 tot 37 600 euro";1.2;9.0
7704;Brunssum;"9e 10%-groep; 37 600 tot 46 900 euro";1.0;7.0
7705;Brunssum;"10e 10%-groep; meer dan 46 900  euro";0.6;5.0
7706;Brunssum;"1e 10%-groep; minder dan 10 600 euro";1.1;8.0
7707;Brunssum;"2e-4e 10%-groep; 10 600 tot 19 800 euro";4.9;36.0
7708;Brunssum;"5e-8e 10%-groep; 19 800 tot 37 600 euro";6.0;44.0
7709;Brunssum;"9e-10e 10%-groep; meer dan 37 600 euro";1.6;12.0
7710;Echt;Totaal huishouden;8.2;100.0
7711;Echt;"1e 10%-groep; minder dan 10 600 euro";0.7;8.0
7712;Echt;"2e 10%-groep; 10 600 tot 13 800 euro";0.8;9.0
7713;Echt;"3e 10%-groep; 13 800 tot 16 700 euro";0.9;11.0
7714;Echt;"4e 10%-groep; 16 700 tot 19 800 euro";0.9;11.0
7715;Echt;"5e 10%-groep; 19 800 tot 23 400 euro";0.7;9.0
7716;Echt;"6e 10%-groep; 23 400 tot 27 400 euro";0.9;11.0
7717;Echt;"7e 10%-groep; 27 400 tot 31 900 euro";0.9;11.0
7718;Echt;"8e 10%-groep; 31 900 tot 37 600 euro";0.9;11.0
7719;Echt;"9e 10%-groep; 37 600 tot 46 900 euro";0.9;11.0
7720;Echt;"10e 10%-groep; meer dan 46 900  euro";0.7;8.0
7721;Echt;"1e 10%-groep; minder dan 10 600 euro";0.7;8.0
7722;Echt;"2e-4e 10%-groep; 10 600 tot 19 800 euro";2.5;31.0
7723;Echt;"5e-8e 10%-groep; 19 800 tot 37 600 euro";3.4;41.0
7724;Echt;"9e-10e 10%-groep; meer dan 37 600 euro";1.6;19.0
7725;Eijsden;Totaal huishouden;4.7;100.0
7726;Eijsden;"1e 10%-groep; minder dan 10 600 euro";0.3;7.0
7727;Eijsden;"2e 10%-groep; 10 600 tot 13 800 euro";0.3;6.0
7728;Eijsden;"3e 10%-groep; 13 800 tot 16 700 euro";0.4;7.0
7729;Eijsden;"4e 10%-groep; 16 700 tot 19 800 euro";0.4;8.0
7730;Eijsden;"5e 10%-groep; 19 800 tot 23 400 euro";0.5;11.0
7731;Eijsden;"6e 10%-groep; 23 400 tot 27 400 euro";0.6;12.0
7732;Eijsden;"7e 10%-groep; 27 400 tot 31 900 euro";0.5;12.0
7733;Eijsden;"8e 10%-groep; 31 900 tot 37 600 euro";0.6;13.0
7734;Eijsden;"9e 10%-groep; 37 600 tot 46 900 euro";0.6;14.0
7735;Eijsden;"10e 10%-groep; meer dan 46 900  euro";0.5;11.0
7736;Eijsden;"1e 10%-groep; minder dan 10 600 euro";0.3;7.0
7737;Eijsden;"2e-4e 10%-groep; 10 600 tot 19 800 euro";1.0;21.0
7738;Eijsden;"5e-8e 10%-groep; 19 800 tot 37 600 euro";2.2;47.0
7739;Eijsden;"9e-10e 10%-groep; meer dan 37 600 euro";1.2;25.0
7740;Gennep;Totaal huishouden;7.4;100.0
7741;Gennep;"1e 10%-groep; minder dan 10 600 euro";1.2;16.0
7742;Gennep;"2e 10%-groep; 10 600 tot 13 800 euro";0.6;8.0
7743;Gennep;"3e 10%-groep; 13 800 tot 16 700 euro";0.6;9.0
7744;Gennep;"4e 10%-groep; 16 700 tot 19 800 euro";0.6;8.0
7745;Gennep;"5e 10%-groep; 19 800 tot 23 400 euro";0.6;8.0
7746;Gennep;"6e 10%-groep; 23 400 tot 27 400 euro";0.7;9.0
7747;Gennep;"7e 10%-groep; 27 400 tot 31 900 euro";0.8;11.0
7748;Gennep;"8e 10%-groep; 31 900 tot 37 600 euro";0.8;11.0
7749;Gennep;"9e 10%-groep; 37 600 tot 46 900 euro";0.8;11.0
7750;Gennep;"10e 10%-groep; meer dan 46 900  euro";0.6;9.0
7751;Gennep;"1e 10%-groep; minder dan 10 600 euro";1.2;16.0
7752;Gennep;"2e-4e 10%-groep; 10 600 tot 19 800 euro";1.9;25.0
7753;Gennep;"5e-8e 10%-groep; 19 800 tot 37 600 euro";2.9;39.0
7754;Gennep;"9e-10e 10%-groep; meer dan 37 600 euro";1.5;20.0
7755;Haelen;Totaal huishouden;4.3;100.0
7756;Haelen;"1e 10%-groep; minder dan 10 600 euro";0.4;9.0
7757;Haelen;"2e 10%-groep; 10 600 tot 13 800 euro";0.3;7.0
7758;Haelen;"3e 10%-groep; 13 800 tot 16 700 euro";0.3;7.0
7759;Haelen;"4e 10%-groep; 16 700 tot 19 800 euro";0.4;10.0
7760;Haelen;"5e 10%-groep; 19 800 tot 23 400 euro";0.5;11.0
7761;Haelen;"6e 10%-groep; 23 400 tot 27 400 euro";0.5;11.0
7762;Haelen;"7e 10%-groep; 27 400 tot 31 900 euro";0.4;10.0
7763;Haelen;"8e 10%-groep; 31 900 tot 37 600 euro";0.6;13.0
7764;Haelen;"9e 10%-groep; 37 600 tot 46 900 euro";0.5;11.0
7765;Haelen;"10e 10%-groep; meer dan 46 900  euro";0.4;10.0
7766;Haelen;"1e 10%-groep; minder dan 10 600 euro";0.4;9.0
7767;Haelen;"2e-4e 10%-groep; 10 600 tot 19 800 euro";1.0;24.0
7768;Haelen;"5e-8e 10%-groep; 19 800 tot 37 600 euro";2.0;46.0
7769;Haelen;"9e-10e 10%-groep; meer dan 37 600 euro";0.9;21.0
7770;Heerlen;Totaal huishouden;46.2;100.0
7771;Heerlen;"1e 10%-groep; minder dan 10 600 euro";5.5;12.0
7772;Heerlen;"2e 10%-groep; 10 600 tot 13 800 euro";5.9;13.0
7773;Heerlen;"3e 10%-groep; 13 800 tot 16 700 euro";6.6;14.0
7774;Heerlen;"4e 10%-groep; 16 700 tot 19 800 euro";5.4;12.0
7775;Heerlen;"5e 10%-groep; 19 800 tot 23 400 euro";5.2;11.0
7776;Heerlen;"6e 10%-groep; 23 400 tot 27 400 euro";4.7;10.0
7777;Heerlen;"7e 10%-groep; 27 400 tot 31 900 euro";4.1;9.0
7778;Heerlen;"8e 10%-groep; 31 900 tot 37 600 euro";3.6;8.0
7779;Heerlen;"9e 10%-groep; 37 600 tot 46 900 euro";2.9;6.0
7780;Heerlen;"10e 10%-groep; meer dan 46 900  euro";2.3;5.0
7781;Heerlen;"1e 10%-groep; minder dan 10 600 euro";5.5;12.0
7782;Heerlen;"2e-4e 10%-groep; 10 600 tot 19 800 euro";17.9;39.0
7783;Heerlen;"5e-8e 10%-groep; 19 800 tot 37 600 euro";17.6;38.0
7784;Heerlen;"9e-10e 10%-groep; meer dan 37 600 euro";5.2;11.0
7785;Helden;Totaal huishouden;7.5;100.0
7786;Helden;"1e 10%-groep; minder dan 10 600 euro";0.7;9.0
7787;Helden;"2e 10%-groep; 10 600 tot 13 800 euro";0.6;8.0
7788;Helden;"3e 10%-groep; 13 800 tot 16 700 euro";0.5;7.0
7789;Helden;"4e 10%-groep; 16 700 tot 19 800 euro";0.6;8.0
7790;Helden;"5e 10%-groep; 19 800 tot 23 400 euro";0.7;10.0
7791;Helden;"6e 10%-groep; 23 400 tot 27 400 euro";0.8;11.0
7792;Helden;"7e 10%-groep; 27 400 tot 31 900 euro";0.9;12.0
7793;Helden;"8e 10%-groep; 31 900 tot 37 600 euro";0.9;12.0
7794;Helden;"9e 10%-groep; 37 600 tot 46 900 euro";0.9;12.0
7795;Helden;"10e 10%-groep; meer dan 46 900  euro";0.8;11.0
7796;Helden;"1e 10%-groep; minder dan 10 600 euro";0.7;9.0
7797;Helden;"2e-4e 10%-groep; 10 600 tot 19 800 euro";1.7;23.0
7798;Helden;"5e-8e 10%-groep; 19 800 tot 37 600 euro";3.4;45.0
7799;Helden;"9e-10e 10%-groep; meer dan 37 600 euro";1.7;23.0
7800;Heythuysen;Totaal huishouden;5.0;100.0
7801;Heythuysen;"1e 10%-groep; minder dan 10 600 euro";0.4;8.0
7802;Heythuysen;"2e 10%-groep; 10 600 tot 13 800 euro";0.4;8.0
7803;Heythuysen;"3e 10%-groep; 13 800 tot 16 700 euro";0.4;8.0
7804;Heythuysen;"4e 10%-groep; 16 700 tot 19 800 euro";0.4;8.0
7805;Heythuysen;"5e 10%-groep; 19 800 tot 23 400 euro";0.5;11.0
7806;Heythuysen;"6e 10%-groep; 23 400 tot 27 400 euro";0.4;9.0
7807;Heythuysen;"7e 10%-groep; 27 400 tot 31 900 euro";0.6;12.0
7808;Heythuysen;"8e 10%-groep; 31 900 tot 37 600 euro";0.7;13.0
7809;Heythuysen;"9e 10%-groep; 37 600 tot 46 900 euro";0.6;11.0
7810;Heythuysen;"10e 10%-groep; meer dan 46 900  euro";0.6;12.0
7811;Heythuysen;"1e 10%-groep; minder dan 10 600 euro";0.4;8.0
7812;Heythuysen;"2e-4e 10%-groep; 10 600 tot 19 800 euro";1.2;24.0
7813;Heythuysen;"5e-8e 10%-groep; 19 800 tot 37 600 euro";2.2;45.0
7814;Heythuysen;"9e-10e 10%-groep; meer dan 37 600 euro";1.1;23.0
7815;Hunsel;Totaal huishouden;2.3;100.0
7816;Hunsel;"1e 10%-groep; minder dan 10 600 euro";0.1;6.0
7817;Hunsel;"2e 10%-groep; 10 600 tot 13 800 euro";0.1;5.0
7818;Hunsel;"3e 10%-groep; 13 800 tot 16 700 euro";0.2;9.0
7819;Hunsel;"4e 10%-groep; 16 700 tot 19 800 euro";0.2;7.0
7820;Hunsel;"5e 10%-groep; 19 800 tot 23 400 euro";0.2;9.0
7821;Hunsel;"6e 10%-groep; 23 400 tot 27 400 euro";0.2;11.0
7822;Hunsel;"7e 10%-groep; 27 400 tot 31 900 euro";0.3;12.0
7823;Hunsel;"8e 10%-groep; 31 900 tot 37 600 euro";0.3;14.0
7824;Hunsel;"9e 10%-groep; 37 600 tot 46 900 euro";0.4;15.0
7825;Hunsel;"10e 10%-groep; meer dan 46 900  euro";0.3;11.0
7826;Hunsel;"1e 10%-groep; minder dan 10 600 euro";0.1;6.0
7827;Hunsel;"2e-4e 10%-groep; 10 600 tot 19 800 euro";0.5;22.0
7828;Hunsel;"5e-8e 10%-groep; 19 800 tot 37 600 euro";1.0;46.0
7829;Hunsel;"9e-10e 10%-groep; meer dan 37 600 euro";0.6;27.0
7830;Kerkrade;Totaal huishouden;23.2;100.0
7831;Kerkrade;"1e 10%-groep; minder dan 10 600 euro";2.0;9.0
7832;Kerkrade;"2e 10%-groep; 10 600 tot 13 800 euro";2.9;13.0
7833;Kerkrade;"3e 10%-groep; 13 800 tot 16 700 euro";3.3;14.0
7834;Kerkrade;"4e 10%-groep; 16 700 tot 19 800 euro";2.6;11.0
7835;Kerkrade;"5e 10%-groep; 19 800 tot 23 400 euro";2.7;12.0
7836;Kerkrade;"6e 10%-groep; 23 400 tot 27 400 euro";2.3;10.0
7837;Kerkrade;"7e 10%-groep; 27 400 tot 31 900 euro";2.3;10.0
7838;Kerkrade;"8e 10%-groep; 31 900 tot 37 600 euro";2.0;9.0
7839;Kerkrade;"9e 10%-groep; 37 600 tot 46 900 euro";1.7;7.0
7840;Kerkrade;"10e 10%-groep; meer dan 46 900  euro";1.3;6.0
7841;Kerkrade;"1e 10%-groep; minder dan 10 600 euro";2.0;9.0
7842;Kerkrade;"2e-4e 10%-groep; 10 600 tot 19 800 euro";8.9;38.0
7843;Kerkrade;"5e-8e 10%-groep; 19 800 tot 37 600 euro";9.3;40.0
7844;Kerkrade;"9e-10e 10%-groep; meer dan 37 600 euro";3.0;13.0
7845;Kessel;Totaal huishouden;1.6;100.0
7846;Kessel;"1e 10%-groep; minder dan 10 600 euro";;
7847;Kessel;"2e 10%-groep; 10 600 tot 13 800 euro";0.1;6.0
7848;Kessel;"3e 10%-groep; 13 800 tot 16 700 euro";0.1;9.0
7849;Kessel;"4e 10%-groep; 16 700 tot 19 800 euro";0.2;13.0
7850;Kessel;"5e 10%-groep; 19 800 tot 23 400 euro";0.2;10.0
7851;Kessel;"6e 10%-groep; 23 400 tot 27 400 euro";0.2;11.0
7852;Kessel;"7e 10%-groep; 27 400 tot 31 900 euro";0.2;12.0
7853;Kessel;"8e 10%-groep; 31 900 tot 37 600 euro";0.3;15.0
7854;Kessel;"9e 10%-groep; 37 600 tot 46 900 euro";0.2;10.0
7855;Kessel;"10e 10%-groep; meer dan 46 900  euro";0.2;11.0
7856;Kessel;"1e 10%-groep; minder dan 10 600 euro";;
7857;Kessel;"2e-4e 10%-groep; 10 600 tot 19 800 euro";0.4;27.0
7858;Kessel;"5e-8e 10%-groep; 19 800 tot 37 600 euro";0.8;49.0
7859;Kessel;"9e-10e 10%-groep; meer dan 37 600 euro";0.3;21.0
7860;Maasbracht;Totaal huishouden;5.7;100.0
7861;Maasbracht;"1e 10%-groep; minder dan 10 600 euro";0.4;7.0
7862;Maasbracht;"2e 10%-groep; 10 600 tot 13 800 euro";0.5;9.0
7863;Maasbracht;"3e 10%-groep; 13 800 tot 16 700 euro";0.5;8.0
7864;Maasbracht;"4e 10%-groep; 16 700 tot 19 800 euro";0.5;9.0
7865;Maasbracht;"5e 10%-groep; 19 800 tot 23 400 euro";0.6;11.0
7866;Maasbracht;"6e 10%-groep; 23 400 tot 27 400 euro";0.6;11.0
7867;Maasbracht;"7e 10%-groep; 27 400 tot 31 900 euro";0.6;11.0
7868;Maasbracht;"8e 10%-groep; 31 900 tot 37 600 euro";0.7;12.0
7869;Maasbracht;"9e 10%-groep; 37 600 tot 46 900 euro";0.7;11.0
7870;Maasbracht;"10e 10%-groep; meer dan 46 900  euro";0.5;9.0
7871;Maasbracht;"1e 10%-groep; minder dan 10 600 euro";0.4;7.0
7872;Maasbracht;"2e-4e 10%-groep; 10 600 tot 19 800 euro";1.5;27.0
7873;Maasbracht;"5e-8e 10%-groep; 19 800 tot 37 600 euro";2.6;46.0
7874;Maasbracht;"9e-10e 10%-groep; meer dan 37 600 euro";1.2;20.0
7875;Maasbree;Totaal huishouden;4.7;100.0
7876;Maasbree;"1e 10%-groep; minder dan 10 600 euro";0.2;4.0
7877;Maasbree;"2e 10%-groep; 10 600 tot 13 800 euro";0.3;7.0
7878;Maasbree;"3e 10%-groep; 13 800 tot 16 700 euro";0.3;7.0
7879;Maasbree;"4e 10%-groep; 16 700 tot 19 800 euro";0.4;8.0
7880;Maasbree;"5e 10%-groep; 19 800 tot 23 400 euro";0.4;8.0
7881;Maasbree;"6e 10%-groep; 23 400 tot 27 400 euro";0.5;11.0
7882;Maasbree;"7e 10%-groep; 27 400 tot 31 900 euro";0.6;12.0
7883;Maasbree;"8e 10%-groep; 31 900 tot 37 600 euro";0.6;13.0
7884;Maasbree;"9e 10%-groep; 37 600 tot 46 900 euro";0.7;14.0
7885;Maasbree;"10e 10%-groep; meer dan 46 900  euro";0.7;14.0
