ID;RegioS;Inkomensgroepen;AantalHuishoudensAbsoluut_1;AantalHuishoudensIn_2
1330;Amsterdam;"10e 10%-groep; meer dan 46 900  euro";66.3;10.0
1331;Amsterdam;"1e 10%-groep; minder dan 10 600 euro";92.1;13.0
1332;Amsterdam;"2e-4e 10%-groep; 10 600 tot 19 800 euro";220.0;32.0
1333;Amsterdam;"5e-8e 10%-groep; 19 800 tot 37 600 euro";246.0;36.0
1334;Amsterdam;"9e-10e 10%-groep; meer dan 37 600 euro";127.8;19.0
1335;Haarlem;Totaal huishouden;184.4;100.0
1336;Haarlem;"1e 10%-groep; minder dan 10 600 euro";15.5;8.0
1337;Haarlem;"2e 10%-groep; 10 600 tot 13 800 euro";17.0;9.0
1338;Haarlem;"3e 10%-groep; 13 800 tot 16 700 euro";18.0;10.0
1339;Haarlem;"4e 10%-groep; 16 700 tot 19 800 euro";17.9;10.0
1340;Haarlem;"5e 10%-groep; 19 800 tot 23 400 euro";18.4;10.0
1341;Haarlem;"6e 10%-groep; 23 400 tot 27 400 euro";17.8;10.0
1342;Haarlem;"7e 10%-groep; 27 400 tot 31 900 euro";18.2;10.0
1343;Haarlem;"8e 10%-groep; 31 900 tot 37 600 euro";19.1;10.0
1344;Haarlem;"9e 10%-groep; 37 600 tot 46 900 euro";20.1;11.0
1345;Haarlem;"10e 10%-groep; meer dan 46 900  euro";22.5;12.0
1346;Haarlem;"1e 10%-groep; minder dan 10 600 euro";15.5;8.0
1347;Haarlem;"2e-4e 10%-groep; 10 600 tot 19 800 euro";52.9;29.0
1348;Haarlem;"5e-8e 10%-groep; 19 800 tot 37 600 euro";73.5;40.0
1349;Haarlem;"9e-10e 10%-groep; meer dan 37 600 euro";42.6;23.0
1350;Leiden;Totaal huishouden;146.1;100.0
1351;Leiden;"1e 10%-groep; minder dan 10 600 euro";17.2;12.0
1352;Leiden;"2e 10%-groep; 10 600 tot 13 800 euro";13.0;9.0
1353;Leiden;"3e 10%-groep; 13 800 tot 16 700 euro";12.7;9.0
1354;Leiden;"4e 10%-groep; 16 700 tot 19 800 euro";13.4;9.0
1355;Leiden;"5e 10%-groep; 19 800 tot 23 400 euro";13.1;9.0
1356;Leiden;"6e 10%-groep; 23 400 tot 27 400 euro";13.0;9.0
1357;Leiden;"7e 10%-groep; 27 400 tot 31 900 euro";13.3;9.0
1358;Leiden;"8e 10%-groep; 31 900 tot 37 600 euro";14.4;10.0
1359;Leiden;"9e 10%-groep; 37 600 tot 46 900 euro";16.5;11.0
1360;Leiden;"10e 10%-groep; meer dan 46 900  euro";19.8;14.0
1361;Leiden;"1e 10%-groep; minder dan 10 600 euro";17.2;12.0
1362;Leiden;"2e-4e 10%-groep; 10 600 tot 19 800 euro";39.0;27.0
1363;Leiden;"5e-8e 10%-groep; 19 800 tot 37 600 euro";53.7;37.0
1364;Leiden;"9e-10e 10%-groep; meer dan 37 600 euro";36.2;25.0
1365;'s-Gravenhage;Totaal huishouden;417.5;100.0
1366;'s-Gravenhage;"1e 10%-groep; minder dan 10 600 euro";52.5;13.0
1367;'s-Gravenhage;"2e 10%-groep; 10 600 tot 13 800 euro";44.3;11.0
1368;'s-Gravenhage;"3e 10%-groep; 13 800 tot 16 700 euro";44.8;11.0
1369;'s-Gravenhage;"4e 10%-groep; 16 700 tot 19 800 euro";43.9;11.0
1370;'s-Gravenhage;"5e 10%-groep; 19 800 tot 23 400 euro";41.1;10.0
1371;'s-Gravenhage;"6e 10%-groep; 23 400 tot 27 400 euro";37.6;9.0
1372;'s-Gravenhage;"7e 10%-groep; 27 400 tot 31 900 euro";36.0;9.0
1373;'s-Gravenhage;"8e 10%-groep; 31 900 tot 37 600 euro";36.3;9.0
1374;'s-Gravenhage;"9e 10%-groep; 37 600 tot 46 900 euro";38.6;9.0
1375;'s-Gravenhage;"10e 10%-groep; meer dan 46 900  euro";42.4;10.0
1376;'s-Gravenhage;"1e 10%-groep; minder dan 10 600 euro";52.5;13.0
1377;'s-Gravenhage;"2e-4e 10%-groep; 10 600 tot 19 800 euro";133.1;32.0
1378;'s-Gravenhage;"5e-8e 10%-groep; 19 800 tot 37 600 euro";151.0;36.0
1379;'s-Gravenhage;"9e-10e 10%-groep; meer dan 37 600 euro";81.0;19.0
1380;Rotterdam;Totaal huishouden;553.6;100.0
1381;Rotterdam;"1e 10%-groep; minder dan 10 600 euro";62.5;11.0
1382;Rotterdam;"2e 10%-groep; 10 600 tot 13 800 euro";66.3;12.0
1383;Rotterdam;"3e 10%-groep; 13 800 tot 16 700 euro";65.3;12.0
1384;Rotterdam;"4e 10%-groep; 16 700 tot 19 800 euro";60.1;11.0
1385;Rotterdam;"5e 10%-groep; 19 800 tot 23 400 euro";56.8;10.0
1386;Rotterdam;"6e 10%-groep; 23 400 tot 27 400 euro";51.5;9.0
1387;Rotterdam;"7e 10%-groep; 27 400 tot 31 900 euro";49.3;9.0
1388;Rotterdam;"8e 10%-groep; 31 900 tot 37 600 euro";49.4;9.0
1389;Rotterdam;"9e 10%-groep; 37 600 tot 46 900 euro";47.8;9.0
1390;Rotterdam;"10e 10%-groep; meer dan 46 900  euro";44.7;8.0
1391;Rotterdam;"1e 10%-groep; minder dan 10 600 euro";62.5;11.0
1392;Rotterdam;"2e-4e 10%-groep; 10 600 tot 19 800 euro";191.7;35.0
1393;Rotterdam;"5e-8e 10%-groep; 19 800 tot 37 600 euro";207.0;37.0
1394;Rotterdam;"9e-10e 10%-groep; meer dan 37 600 euro";92.4;17.0
1395;Dordrecht;Totaal huishouden;120.2;100.0
1396;Dordrecht;"1e 10%-groep; minder dan 10 600 euro";10.0;8.0
1397;Dordrecht;"2e 10%-groep; 10 600 tot 13 800 euro";12.0;10.0
1398;Dordrecht;"3e 10%-groep; 13 800 tot 16 700 euro";11.3;9.0
1399;Dordrecht;"4e 10%-groep; 16 700 tot 19 800 euro";12.5;10.0
1400;Dordrecht;"5e 10%-groep; 19 800 tot 23 400 euro";12.5;10.0
1401;Dordrecht;"6e 10%-groep; 23 400 tot 27 400 euro";12.5;10.0
1402;Dordrecht;"7e 10%-groep; 27 400 tot 31 900 euro";12.8;11.0
1403;Dordrecht;"8e 10%-groep; 31 900 tot 37 600 euro";12.6;11.0
1404;Dordrecht;"9e 10%-groep; 37 600 tot 46 900 euro";12.4;10.0
1405;Dordrecht;"10e 10%-groep; meer dan 46 900  euro";11.5;10.0
1406;Dordrecht;"1e 10%-groep; minder dan 10 600 euro";10.0;8.0
1407;Dordrecht;"2e-4e 10%-groep; 10 600 tot 19 800 euro";35.8;30.0
1408;Dordrecht;"5e-8e 10%-groep; 19 800 tot 37 600 euro";50.4;42.0
1409;Dordrecht;"9e-10e 10%-groep; meer dan 37 600 euro";23.9;20.0
1410;Breda;Totaal huishouden;132.2;100.0
1411;Breda;"1e 10%-groep; minder dan 10 600 euro";12.3;9.0
1412;Breda;"2e 10%-groep; 10 600 tot 13 800 euro";12.1;9.0
1413;Breda;"3e 10%-groep; 13 800 tot 16 700 euro";12.5;9.0
1414;Breda;"4e 10%-groep; 16 700 tot 19 800 euro";13.2;10.0
1415;Breda;"5e 10%-groep; 19 800 tot 23 400 euro";13.1;10.0
1416;Breda;"6e 10%-groep; 23 400 tot 27 400 euro";13.4;10.0
1417;Breda;"7e 10%-groep; 27 400 tot 31 900 euro";13.6;10.0
1418;Breda;"8e 10%-groep; 31 900 tot 37 600 euro";14.4;11.0
1419;Breda;"9e 10%-groep; 37 600 tot 46 900 euro";14.3;11.0
1420;Breda;"10e 10%-groep; meer dan 46 900  euro";13.5;10.0
1421;Breda;"1e 10%-groep; minder dan 10 600 euro";12.3;9.0
1422;Breda;"2e-4e 10%-groep; 10 600 tot 19 800 euro";37.7;29.0
1423;Breda;"5e-8e 10%-groep; 19 800 tot 37 600 euro";54.4;41.0
1424;Breda;"9e-10e 10%-groep; meer dan 37 600 euro";27.8;21.0
1425;Tilburg;Totaal huishouden;125.9;100.0
1426;Tilburg;"1e 10%-groep; minder dan 10 600 euro";15.6;12.0
1427;Tilburg;"2e 10%-groep; 10 600 tot 13 800 euro";12.8;10.0
1428;Tilburg;"3e 10%-groep; 13 800 tot 16 700 euro";12.5;10.0
1429;Tilburg;"4e 10%-groep; 16 700 tot 19 800 euro";12.5;10.0
1430;Tilburg;"5e 10%-groep; 19 800 tot 23 400 euro";12.0;10.0
1431;Tilburg;"6e 10%-groep; 23 400 tot 27 400 euro";11.9;9.0
1432;Tilburg;"7e 10%-groep; 27 400 tot 31 900 euro";12.2;10.0
1433;Tilburg;"8e 10%-groep; 31 900 tot 37 600 euro";12.6;10.0
1434;Tilburg;"9e 10%-groep; 37 600 tot 46 900 euro";12.1;10.0
1435;Tilburg;"10e 10%-groep; meer dan 46 900  euro";11.6;9.0
1436;Tilburg;"1e 10%-groep; minder dan 10 600 euro";15.6;12.0
1437;Tilburg;"2e-4e 10%-groep; 10 600 tot 19 800 euro";37.9;30.0
1438;Tilburg;"5e-8e 10%-groep; 19 800 tot 37 600 euro";48.7;39.0
1439;Tilburg;"9e-10e 10%-groep; meer dan 37 600 euro";23.7;19.0
1440;'s-Hertogenbosch;Totaal huishouden;82.4;100.0
1441;'s-Hertogenbosch;"1e 10%-groep; minder dan 10 600 euro";8.3;10.0
1442;'s-Hertogenbosch;"2e 10%-groep; 10 600 tot 13 800 euro";7.5;9.0
1443;'s-Hertogenbosch;"3e 10%-groep; 13 800 tot 16 700 euro";8.1;10.0
1444;'s-Hertogenbosch;"4e 10%-groep; 16 700 tot 19 800 euro";8.0;10.0
1445;'s-Hertogenbosch;"5e 10%-groep; 19 800 tot 23 400 euro";7.8;9.0
1446;'s-Hertogenbosch;"6e 10%-groep; 23 400 tot 27 400 euro";7.9;10.0
1447;'s-Hertogenbosch;"7e 10%-groep; 27 400 tot 31 900 euro";8.1;10.0
1448;'s-Hertogenbosch;"8e 10%-groep; 31 900 tot 37 600 euro";8.2;10.0
1449;'s-Hertogenbosch;"9e 10%-groep; 37 600 tot 46 900 euro";8.8;11.0
1450;'s-Hertogenbosch;"10e 10%-groep; meer dan 46 900  euro";9.7;12.0
1451;'s-Hertogenbosch;"1e 10%-groep; minder dan 10 600 euro";8.3;10.0
1452;'s-Hertogenbosch;"2e-4e 10%-groep; 10 600 tot 19 800 euro";23.6;29.0
1453;'s-Hertogenbosch;"5e-8e 10%-groep; 19 800 tot 37 600 euro";32.0;39.0
1454;'s-Hertogenbosch;"9e-10e 10%-groep; meer dan 37 600 euro";18.5;22.0
1455;Eindhoven;Totaal huishouden;175.6;100.0
1456;Eindhoven;"1e 10%-groep; minder dan 10 600 euro";17.7;10.0
1457;Eindhoven;"2e 10%-groep; 10 600 tot 13 800 euro";16.0;9.0
1458;Eindhoven;"3e 10%-groep; 13 800 tot 16 700 euro";17.4;10.0
1459;Eindhoven;"4e 10%-groep; 16 700 tot 19 800 euro";17.2;10.0
1460;Eindhoven;"5e 10%-groep; 19 800 tot 23 400 euro";17.3;10.0
1461;Eindhoven;"6e 10%-groep; 23 400 tot 27 400 euro";18.0;10.0
1462;Eindhoven;"7e 10%-groep; 27 400 tot 31 900 euro";17.4;10.0
1463;Eindhoven;"8e 10%-groep; 31 900 tot 37 600 euro";18.1;10.0
1464;Eindhoven;"9e 10%-groep; 37 600 tot 46 900 euro";18.7;11.0
1465;Eindhoven;"10e 10%-groep; meer dan 46 900  euro";17.7;10.0
1466;Eindhoven;"1e 10%-groep; minder dan 10 600 euro";17.7;10.0
1467;Eindhoven;"2e-4e 10%-groep; 10 600 tot 19 800 euro";50.6;29.0
1468;Eindhoven;"5e-8e 10%-groep; 19 800 tot 37 600 euro";70.9;40.0
1469;Eindhoven;"9e-10e 10%-groep; meer dan 37 600 euro";36.4;21.0
1470;Geleen/Sittard;Totaal huishouden;72.4;100.0
1471;Geleen/Sittard;"1e 10%-groep; minder dan 10 600 euro";5.4;7.0
1472;Geleen/Sittard;"2e 10%-groep; 10 600 tot 13 800 euro";7.0;10.0
1473;Geleen/Sittard;"3e 10%-groep; 13 800 tot 16 700 euro";7.7;11.0
1474;Geleen/Sittard;"4e 10%-groep; 16 700 tot 19 800 euro";7.1;10.0
1475;Geleen/Sittard;"5e 10%-groep; 19 800 tot 23 400 euro";7.8;11.0
1476;Geleen/Sittard;"6e 10%-groep; 23 400 tot 27 400 euro";7.9;11.0
1477;Geleen/Sittard;"7e 10%-groep; 27 400 tot 31 900 euro";8.1;11.0
1478;Geleen/Sittard;"8e 10%-groep; 31 900 tot 37 600 euro";7.9;11.0
1479;Geleen/Sittard;"9e 10%-groep; 37 600 tot 46 900 euro";7.3;10.0
1480;Geleen/Sittard;"10e 10%-groep; meer dan 46 900  euro";6.3;9.0
1481;Geleen/Sittard;"1e 10%-groep; minder dan 10 600 euro";5.4;7.0
1482;Geleen/Sittard;"2e-4e 10%-groep; 10 600 tot 19 800 euro";21.7;30.0
1483;Geleen/Sittard;"5e-8e 10%-groep; 19 800 tot 37 600 euro";31.7;44.0
1484;Geleen/Sittard;"9e-10e 10%-groep; meer dan 37 600 euro";13.6;19.0
1485;Heerlen;Totaal huishouden;121.2;100.0
1486;Heerlen;"1e 10%-groep; minder dan 10 600 euro";11.3;9.0
1487;Heerlen;"2e 10%-groep; 10 600 tot 13 800 euro";14.0;12.0
1488;Heerlen;"3e 10%-groep; 13 800 tot 16 700 euro";15.9;13.0
1489;Heerlen;"4e 10%-groep; 16 700 tot 19 800 euro";12.9;11.0
1490;Heerlen;"5e 10%-groep; 19 800 tot 23 400 euro";13.7;11.0
1491;Heerlen;"6e 10%-groep; 23 400 tot 27 400 euro";13.1;11.0
1492;Heerlen;"7e 10%-groep; 27 400 tot 31 900 euro";12.2;10.0
1493;Heerlen;"8e 10%-groep; 31 900 tot 37 600 euro";11.2;9.0
1494;Heerlen;"9e 10%-groep; 37 600 tot 46 900 euro";9.7;8.0
1495;Heerlen;"10e 10%-groep; meer dan 46 900  euro";7.2;6.0
1496;Heerlen;"1e 10%-groep; minder dan 10 600 euro";11.3;9.0
1497;Heerlen;"2e-4e 10%-groep; 10 600 tot 19 800 euro";42.8;35.0
1498;Heerlen;"5e-8e 10%-groep; 19 800 tot 37 600 euro";50.1;41.0
1499;Heerlen;"9e-10e 10%-groep; meer dan 37 600 euro";16.9;14.0
1500;Maastricht;Totaal huishouden;87.6;100.0
1501;Maastricht;"1e 10%-groep; minder dan 10 600 euro";14.7;17.0
1502;Maastricht;"2e 10%-groep; 10 600 tot 13 800 euro";8.7;10.0
1503;Maastricht;"3e 10%-groep; 13 800 tot 16 700 euro";9.3;11.0
1504;Maastricht;"4e 10%-groep; 16 700 tot 19 800 euro";8.2;9.0
1505;Maastricht;"5e 10%-groep; 19 800 tot 23 400 euro";8.2;9.0
1506;Maastricht;"6e 10%-groep; 23 400 tot 27 400 euro";8.2;9.0
1507;Maastricht;"7e 10%-groep; 27 400 tot 31 900 euro";8.0;9.0
1508;Maastricht;"8e 10%-groep; 31 900 tot 37 600 euro";7.7;9.0
1509;Maastricht;"9e 10%-groep; 37 600 tot 46 900 euro";7.7;9.0
1510;Maastricht;"10e 10%-groep; meer dan 46 900  euro";6.9;8.0
1511;Maastricht;"1e 10%-groep; minder dan 10 600 euro";14.7;17.0
1512;Maastricht;"2e-4e 10%-groep; 10 600 tot 19 800 euro";26.2;30.0
1513;Maastricht;"5e-8e 10%-groep; 19 800 tot 37 600 euro";32.1;37.0
1514;Maastricht;"9e-10e 10%-groep; meer dan 37 600 euro";14.6;17.0
1515;Appingedam;Totaal huishouden;5.7;100.0
1516;Appingedam;"1e 10%-groep; minder dan 10 600 euro";0.4;8.0
1517;Appingedam;"2e 10%-groep; 10 600 tot 13 800 euro";0.7;13.0
1518;Appingedam;"3e 10%-groep; 13 800 tot 16 700 euro";0.6;11.0
1519;Appingedam;"4e 10%-groep; 16 700 tot 19 800 euro";0.8;14.0
1520;Appingedam;"5e 10%-groep; 19 800 tot 23 400 euro";0.7;12.0
1521;Appingedam;"6e 10%-groep; 23 400 tot 27 400 euro";0.6;11.0
1522;Appingedam;"7e 10%-groep; 27 400 tot 31 900 euro";0.6;10.0
1523;Appingedam;"8e 10%-groep; 31 900 tot 37 600 euro";0.5;8.0
1524;Appingedam;"9e 10%-groep; 37 600 tot 46 900 euro";0.5;8.0
1525;Appingedam;"10e 10%-groep; meer dan 46 900  euro";0.3;5.0
1526;Appingedam;"1e 10%-groep; minder dan 10 600 euro";0.4;8.0
1527;Appingedam;"2e-4e 10%-groep; 10 600 tot 19 800 euro";2.1;38.0
1528;Appingedam;"5e-8e 10%-groep; 19 800 tot 37 600 euro";2.3;41.0
1529;Appingedam;"9e-10e 10%-groep; meer dan 37 600 euro";0.8;13.0
1530;Bedum;Totaal huishouden;4.4;100.0
1531;Bedum;"1e 10%-groep; minder dan 10 600 euro";0.4;9.0
1532;Bedum;"2e 10%-groep; 10 600 tot 13 800 euro";0.4;9.0
1533;Bedum;"3e 10%-groep; 13 800 tot 16 700 euro";0.4;8.0
1534;Bedum;"4e 10%-groep; 16 700 tot 19 800 euro";0.5;11.0
1535;Bedum;"5e 10%-groep; 19 800 tot 23 400 euro";0.4;10.0
1536;Bedum;"6e 10%-groep; 23 400 tot 27 400 euro";0.5;11.0
1537;Bedum;"7e 10%-groep; 27 400 tot 31 900 euro";0.5;12.0
1538;Bedum;"8e 10%-groep; 31 900 tot 37 600 euro";0.5;12.0
1539;Bedum;"9e 10%-groep; 37 600 tot 46 900 euro";0.5;11.0
1540;Bedum;"10e 10%-groep; meer dan 46 900  euro";0.3;7.0
1541;Bedum;"1e 10%-groep; minder dan 10 600 euro";0.4;9.0
1542;Bedum;"2e-4e 10%-groep; 10 600 tot 19 800 euro";1.2;28.0
1543;Bedum;"5e-8e 10%-groep; 19 800 tot 37 600 euro";2.0;45.0
1544;Bedum;"9e-10e 10%-groep; meer dan 37 600 euro";0.8;18.0
1545;Bellingwedde;Totaal huishouden;4.2;100.0
1546;Bellingwedde;"1e 10%-groep; minder dan 10 600 euro";0.3;8.0
1547;Bellingwedde;"2e 10%-groep; 10 600 tot 13 800 euro";0.6;13.0
1548;Bellingwedde;"3e 10%-groep; 13 800 tot 16 700 euro";0.6;13.0
1549;Bellingwedde;"4e 10%-groep; 16 700 tot 19 800 euro";0.5;12.0
1550;Bellingwedde;"5e 10%-groep; 19 800 tot 23 400 euro";0.4;10.0
1551;Bellingwedde;"6e 10%-groep; 23 400 tot 27 400 euro";0.5;12.0
1552;Bellingwedde;"7e 10%-groep; 27 400 tot 31 900 euro";0.4;10.0
1553;Bellingwedde;"8e 10%-groep; 31 900 tot 37 600 euro";0.4;9.0
1554;Bellingwedde;"9e 10%-groep; 37 600 tot 46 900 euro";0.3;7.0
1555;Bellingwedde;"10e 10%-groep; meer dan 46 900  euro";0.2;5.0
1556;Bellingwedde;"1e 10%-groep; minder dan 10 600 euro";0.3;8.0
1557;Bellingwedde;"2e-4e 10%-groep; 10 600 tot 19 800 euro";1.6;38.0
1558;Bellingwedde;"5e-8e 10%-groep; 19 800 tot 37 600 euro";1.7;42.0
1559;Bellingwedde;"9e-10e 10%-groep; meer dan 37 600 euro";0.5;12.0
1560;Ten Boer;Totaal huishouden;2.9;100.0
1561;Ten Boer;"1e 10%-groep; minder dan 10 600 euro";0.2;6.0
1562;Ten Boer;"2e 10%-groep; 10 600 tot 13 800 euro";0.3;9.0
1563;Ten Boer;"3e 10%-groep; 13 800 tot 16 700 euro";0.3;9.0
1564;Ten Boer;"4e 10%-groep; 16 700 tot 19 800 euro";0.3;11.0
1565;Ten Boer;"5e 10%-groep; 19 800 tot 23 400 euro";0.3;10.0
1566;Ten Boer;"6e 10%-groep; 23 400 tot 27 400 euro";0.4;12.0
1567;Ten Boer;"7e 10%-groep; 27 400 tot 31 900 euro";0.4;12.0
1568;Ten Boer;"8e 10%-groep; 31 900 tot 37 600 euro";0.3;11.0
1569;Ten Boer;"9e 10%-groep; 37 600 tot 46 900 euro";0.3;10.0
1570;Ten Boer;"10e 10%-groep; meer dan 46 900  euro";0.3;9.0
1571;Ten Boer;"1e 10%-groep; minder dan 10 600 euro";0.2;6.0
1572;Ten Boer;"2e-4e 10%-groep; 10 600 tot 19 800 euro";0.8;29.0
1573;Ten Boer;"5e-8e 10%-groep; 19 800 tot 37 600 euro";1.3;46.0
1574;Ten Boer;"9e-10e 10%-groep; meer dan 37 600 euro";0.5;19.0
1575;Delfzijl;Totaal huishouden;12.7;100.0
1576;Delfzijl;"1e 10%-groep; minder dan 10 600 euro";1.1;8.0
1577;Delfzijl;"2e 10%-groep; 10 600 tot 13 800 euro";1.5;12.0
1578;Delfzijl;"3e 10%-groep; 13 800 tot 16 700 euro";1.5;12.0
1579;Delfzijl;"4e 10%-groep; 16 700 tot 19 800 euro";1.4;11.0
1580;Delfzijl;"5e 10%-groep; 19 800 tot 23 400 euro";1.6;13.0
1581;Delfzijl;"6e 10%-groep; 23 400 tot 27 400 euro";1.4;11.0
1582;Delfzijl;"7e 10%-groep; 27 400 tot 31 900 euro";1.4;11.0
1583;Delfzijl;"8e 10%-groep; 31 900 tot 37 600 euro";1.2;9.0
1584;Delfzijl;"9e 10%-groep; 37 600 tot 46 900 euro";0.9;7.0
1585;Delfzijl;"10e 10%-groep; meer dan 46 900  euro";0.7;6.0
1586;Delfzijl;"1e 10%-groep; minder dan 10 600 euro";1.1;8.0
1587;Delfzijl;"2e-4e 10%-groep; 10 600 tot 19 800 euro";4.4;35.0
1588;Delfzijl;"5e-8e 10%-groep; 19 800 tot 37 600 euro";5.6;44.0
1589;Delfzijl;"9e-10e 10%-groep; meer dan 37 600 euro";1.6;13.0
1590;Groningen;Totaal huishouden;99.1;100.0
1591;Groningen;"1e 10%-groep; minder dan 10 600 euro";28.3;29.0
1592;Groningen;"2e 10%-groep; 10 600 tot 13 800 euro";12.0;12.0
1593;Groningen;"3e 10%-groep; 13 800 tot 16 700 euro";11.2;11.0
1594;Groningen;"4e 10%-groep; 16 700 tot 19 800 euro";9.7;10.0
1595;Groningen;"5e 10%-groep; 19 800 tot 23 400 euro";8.9;9.0
1596;Groningen;"6e 10%-groep; 23 400 tot 27 400 euro";7.5;8.0
1597;Groningen;"7e 10%-groep; 27 400 tot 31 900 euro";6.5;7.0
1598;Groningen;"8e 10%-groep; 31 900 tot 37 600 euro";5.7;6.0
1599;Groningen;"9e 10%-groep; 37 600 tot 46 900 euro";5.3;5.0
1600;Groningen;"10e 10%-groep; meer dan 46 900  euro";4.1;4.0
1601;Groningen;"1e 10%-groep; minder dan 10 600 euro";28.3;29.0
1602;Groningen;"2e-4e 10%-groep; 10 600 tot 19 800 euro";32.9;33.0
1603;Groningen;"5e-8e 10%-groep; 19 800 tot 37 600 euro";28.6;29.0
1604;Groningen;"9e-10e 10%-groep; meer dan 37 600 euro";9.3;9.0
1605;Grootegast;Totaal huishouden;4.7;100.0
1606;Grootegast;"1e 10%-groep; minder dan 10 600 euro";0.3;6.0
1607;Grootegast;"2e 10%-groep; 10 600 tot 13 800 euro";0.6;12.0
1608;Grootegast;"3e 10%-groep; 13 800 tot 16 700 euro";0.5;10.0
1609;Grootegast;"4e 10%-groep; 16 700 tot 19 800 euro";0.5;10.0
1610;Grootegast;"5e 10%-groep; 19 800 tot 23 400 euro";0.5;11.0
1611;Grootegast;"6e 10%-groep; 23 400 tot 27 400 euro";0.6;13.0
1612;Grootegast;"7e 10%-groep; 27 400 tot 31 900 euro";0.6;12.0
1613;Grootegast;"8e 10%-groep; 31 900 tot 37 600 euro";0.4;10.0
1614;Grootegast;"9e 10%-groep; 37 600 tot 46 900 euro";0.4;8.0
1615;Grootegast;"10e 10%-groep; meer dan 46 900  euro";0.3;7.0
1616;Grootegast;"1e 10%-groep; minder dan 10 600 euro";0.3;6.0
1617;Grootegast;"2e-4e 10%-groep; 10 600 tot 19 800 euro";1.5;32.0
1618;Grootegast;"5e-8e 10%-groep; 19 800 tot 37 600 euro";2.2;46.0
1619;Grootegast;"9e-10e 10%-groep; meer dan 37 600 euro";0.7;15.0
1620;Haren;Totaal huishouden;8.4;100.0
1621;Haren;"1e 10%-groep; minder dan 10 600 euro";0.6;7.0
1622;Haren;"2e 10%-groep; 10 600 tot 13 800 euro";0.6;7.0
1623;Haren;"3e 10%-groep; 13 800 tot 16 700 euro";0.7;8.0
1624;Haren;"4e 10%-groep; 16 700 tot 19 800 euro";0.7;9.0
1625;Haren;"5e 10%-groep; 19 800 tot 23 400 euro";0.8;9.0
1626;Haren;"6e 10%-groep; 23 400 tot 27 400 euro";0.8;9.0
1627;Haren;"7e 10%-groep; 27 400 tot 31 900 euro";0.7;9.0
1628;Haren;"8e 10%-groep; 31 900 tot 37 600 euro";1.0;11.0
1629;Haren;"9e 10%-groep; 37 600 tot 46 900 euro";1.1;13.0
1630;Haren;"10e 10%-groep; meer dan 46 900  euro";1.5;18.0
1631;Haren;"1e 10%-groep; minder dan 10 600 euro";0.6;7.0
1632;Haren;"2e-4e 10%-groep; 10 600 tot 19 800 euro";2.0;24.0
1633;Haren;"5e-8e 10%-groep; 19 800 tot 37 600 euro";3.3;39.0
1634;Haren;"9e-10e 10%-groep; meer dan 37 600 euro";2.6;30.0
1635;Hoogezand-Sappemeer;Totaal huishouden;15.1;100.0
1636;Hoogezand-Sappemeer;"1e 10%-groep; minder dan 10 600 euro";1.6;11.0
1637;Hoogezand-Sappemeer;"2e 10%-groep; 10 600 tot 13 800 euro";2.2;15.0
1638;Hoogezand-Sappemeer;"3e 10%-groep; 13 800 tot 16 700 euro";1.7;11.0
1639;Hoogezand-Sappemeer;"4e 10%-groep; 16 700 tot 19 800 euro";1.7;11.0
1640;Hoogezand-Sappemeer;"5e 10%-groep; 19 800 tot 23 400 euro";1.7;12.0
1641;Hoogezand-Sappemeer;"6e 10%-groep; 23 400 tot 27 400 euro";1.6;11.0
1642;Hoogezand-Sappemeer;"7e 10%-groep; 27 400 tot 31 900 euro";1.5;10.0
1643;Hoogezand-Sappemeer;"8e 10%-groep; 31 900 tot 37 600 euro";1.2;8.0
1644;Hoogezand-Sappemeer;"9e 10%-groep; 37 600 tot 46 900 euro";0.9;6.0
1645;Hoogezand-Sappemeer;"10e 10%-groep; meer dan 46 900  euro";0.9;6.0
1646;Hoogezand-Sappemeer;"1e 10%-groep; minder dan 10 600 euro";1.6;11.0
1647;Hoogezand-Sappemeer;"2e-4e 10%-groep; 10 600 tot 19 800 euro";5.6;37.0
1648;Hoogezand-Sappemeer;"5e-8e 10%-groep; 19 800 tot 37 600 euro";6.1;40.0
1649;Hoogezand-Sappemeer;"9e-10e 10%-groep; meer dan 37 600 euro";1.8;12.0
1650;Leek;Totaal huishouden;7.9;100.0
1651;Leek;"1e 10%-groep; minder dan 10 600 euro";0.7;9.0
1652;Leek;"2e 10%-groep; 10 600 tot 13 800 euro";0.8;10.0
1653;Leek;"3e 10%-groep; 13 800 tot 16 700 euro";0.8;10.0
1654;Leek;"4e 10%-groep; 16 700 tot 19 800 euro";0.9;11.0
1655;Leek;"5e 10%-groep; 19 800 tot 23 400 euro";0.8;10.0
1656;Leek;"6e 10%-groep; 23 400 tot 27 400 euro";0.9;12.0
1657;Leek;"7e 10%-groep; 27 400 tot 31 900 euro";0.8;11.0
1658;Leek;"8e 10%-groep; 31 900 tot 37 600 euro";0.9;11.0
1659;Leek;"9e 10%-groep; 37 600 tot 46 900 euro";0.8;10.0
1660;Leek;"10e 10%-groep; meer dan 46 900  euro";0.6;8.0
1661;Leek;"1e 10%-groep; minder dan 10 600 euro";0.7;9.0
1662;Leek;"2e-4e 10%-groep; 10 600 tot 19 800 euro";2.5;31.0
1663;Leek;"5e-8e 10%-groep; 19 800 tot 37 600 euro";3.4;43.0
