ID;Plaatsnamen;Gemeentecode_1;Gemeentenaam_2;EGGCode_3;EGGNaam_4;Provinciecode_5;ProvincienaamAfkorting_6;PlaatsnaamPTTWoonplaatsnaam_7;PlaatsnaamGemeentenaam_8;Plaatsnaam_9
1116;Delft;503;Delft                          ;82;Delft                                   ;28;ZH. ;Ja ;Ja ;Delft                          
1117;Delfzijl;10;Delfzijl                       ;2;Appingedam, Delfzijl                    ;20;Gr. ;Ja ;Ja ;Delfzijl                       
1118;Dellen, De;815;Mill en Sint Hubert            ;119;Land van Cuijk                          ;30;NB. ;Nee;Nee;Dellen, De                     
1119;Delwijnen;297;Zaltbommel                     ;42;Bommelerwaard                           ;25;Gld.;Ja ;Nee;Delwijnen                      
1120;Dem;917;Heerlen                        ;125;Oostelijke Mijnstreek                   ;31;L.  ;Nee;Nee;Dem                            
1121;Demen;828;Oss                            ;111;Maaskant                                ;30;NB. ;Nee;Nee;Demen                          
1122;Demmerik;736;De Ronde Venen                 ;48;Vechtstreek en Plassengebied in Utrecht ;26;U.  ;Nee;Nee;Demmerik                       
1123;Denekamp;1774;Dinkelland                     ;24;Overige gemeenten in Twente             ;23;O.  ;Ja ;Nee;Denekamp                       
1124;Denemarken;40;Slochteren                     ;4;Groninger Veenkoloniën                  ;20;Gr. ;Nee;Nee;Denemarken                     
1125;Dennenburg;828;Oss                            ;111;Maaskant                                ;30;NB. ;Nee;Nee;Dennenburg                     
1126;Derp;762;Deurne                         ;118;Brabantse Peel                          ;30;NB. ;Nee;Nee;Derp                           
1127;Deurne;762;Deurne                         ;118;Brabantse Peel                          ;30;NB. ;Ja ;Ja ;Deurne                         
1128;Deurningen;1774;Dinkelland                     ;24;Overige gemeenten in Twente             ;23;O.  ;Ja ;Nee;Deurningen                     
1129;Deursen;828;Oss                            ;111;Maaskant                                ;30;NB. ;Nee;Nee;Deursen                        
1130;Deurze;1680;Aa en Hunze                    ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;Ja ;Nee;Deurze                         
1131;Deuteren;796;'s-Hertogenbosch               ;109;'s-Hertogenbosch en Vught               ;30;NB. ;Nee;Nee;Deuteren                       
1132;Deuteren;870;Werkendam                      ;105;Land van Altena                         ;30;NB. ;Nee;Nee;Deuteren                       
1133;Deventer;150;Deventer                       ;22;Zuidwest-Overijssel                     ;23;O.  ;Ja ;Ja ;Deventer                       
1134;Dichteren;222;Doetinchem                     ;27;Oude-IJsselgebied (westelijk deel)      ;25;Gld.;Nee;Nee;Dichteren                      
1135;Didam;1955;Montferland                    ;27;Oude-IJsselgebied (westelijk deel)      ;25;Gld.;Ja ;Nee;Didam                          
1136;Dieden;828;Oss                            ;111;Maaskant                                ;30;NB. ;Nee;Nee;Dieden                         
1137;Diefdijk (ged.);545;Leerdam                        ;78;Vijfheerenlanden                        ;28;ZH. ;Nee;Nee;Diefdijk (ged.)                
1138;Diefdijk (ged.);620;Vianen                         ;46;Nieuwegein, IJsselstein                 ;26;U.  ;Nee;Nee;Diefdijk (ged.)                
1139;Diekendaal;907;Gennep                         ;120;Noord-Limburg                           ;31;L.  ;Nee;Nee;Diekendaal                     
1140;Diemen;384;Diemen                         ;64;Zuidelijk randgebied Amsterdam          ;27;NH. ;Ja ;Ja ;Diemen                         
1141;Diemerbroek;589;Oudewater                      ;49;Utrechts weidegebied                    ;26;U.  ;Nee;Nee;Diemerbroek                    
1142;Diemerbrug;384;Diemen                         ;64;Zuidelijk randgebied Amsterdam          ;27;NH. ;Nee;Nee;Diemerbrug                     
1143;Diepekuilen;1652;Gemert-Bakel                   ;118;Brabantse Peel                          ;30;NB. ;Nee;Nee;Diepekuilen                    
1144;Diepenbroek;1771;Geldrop-Mierlo                 ;114;Randgebied Eindhoven                    ;30;NB. ;Nee;Nee;Diepenbroek                    
1145;Diependaal;1731;Midden-Drenthe                 ;17;Drentse zandgronden                     ;22;D.  ;Nee;Nee;Diependaal                     
1146;Diepenheim;1735;Hof van Twente                 ;24;Overige gemeenten in Twente             ;23;O.  ;Ja ;Nee;Diepenheim                     
1147;Diepenveen;150;Deventer                       ;22;Zuidwest-Overijssel                     ;23;O.  ;Ja ;Nee;Diepenveen                     
1148;Dieperskant;860;Veghel                         ;112;Midden-Meijerij                         ;30;NB. ;Nee;Nee;Dieperskant                    
1149;Diepswal;22;Leek                           ;5;Groninger zuidelijk Westerkwartier      ;20;Gr. ;Nee;Nee;Diepswal                       
1150;Diepswal;56;Zuidhorn                       ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;Nee;Nee;Diepswal                       
1151;Dierdonk;794;Helmond                        ;115;Industriegebied Helmond                 ;30;NB. ;Nee;Nee;Dierdonk                       
1152;Dieren;275;Rheden                         ;36;Overige gemeenten zuidelijke Veluwezoom ;25;Gld.;Ja ;Nee;Dieren                         
1153;Diergaarde;1711;Echt-Susteren                  ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;Nee;Nee;Diergaarde                     
1154;Diermen;273;Putten                         ;32;IJsselmeerkust                          ;25;Gld.;Nee;Nee;Diermen                        
1155;Diesdonk;743;Asten                          ;118;Brabantse Peel                          ;30;NB. ;Nee;Nee;Diesdonk                       
1156;Dieskant;796;'s-Hertogenbosch               ;109;'s-Hertogenbosch en Vught               ;30;NB. ;Nee;Nee;Dieskant                       
1157;Diessen;798;Hilvarenbeek                   ;108;Gebied om Tilburg                       ;30;NB. ;Ja ;Nee;Diessen                        
1158;Dieteren;1711;Echt-Susteren                  ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;Nee;Nee;Dieteren                       
1159;Diever;1701;Westerveld                     ;17;Drentse zandgronden                     ;22;D.  ;Ja ;Nee;Diever                         
1160;Dieverbrug;1701;Westerveld                     ;17;Drentse zandgronden                     ;22;D.  ;Ja ;Nee;Dieverbrug                     
1161;Dieze;193;Zwolle                         ;20;IJssel-, Vechtdelta                     ;23;O.  ;Nee;Nee;Dieze                          
1162;Diezerpoort;193;Zwolle                         ;20;IJssel-, Vechtdelta                     ;23;O.  ;Nee;Nee;Diezerpoort                    
1163;Diffelen;160;Hardenberg                     ;21;Noordoost-Overijssel                    ;23;O.  ;Ja ;Nee;Diffelen                       
1164;Dijk;743;Asten                          ;118;Brabantse Peel                          ;30;NB. ;Nee;Nee;Dijk                           
1165;Dijk;860;Veghel                         ;112;Midden-Meijerij                         ;30;NB. ;Nee;Nee;Dijk                           
1166;Dijken;51;Skarsterlân                    ;10;Fries weidegebied                       ;21;F.  ;Ja ;Nee;Dijken                         
1167;Dijkerhoek;1742;Rijssen-Holten                 ;24;Overige gemeenten in Twente             ;23;O.  ;Nee;Nee;Dijkerhoek                     
1168;Dijkhuisjes;1676;Schouwen-Duiveland             ;93;Schouwen-Duiveland                      ;29;Z.  ;Nee;Nee;Dijkhuisjes                    
1169;Dijkhuizen;232;Epe                            ;34;Overige gemeenten oostelijke Veluwezoom ;25;Gld.;Nee;Nee;Dijkhuizen                     
1170;Dijkhuizen;1690;De Wolden                      ;18;Zuiddrents randgebied                   ;22;D.  ;Nee;Nee;Dijkhuizen                     
1171;Dijkmanshuizen;448;Texel                          ;50;Texel                                   ;27;NH. ;Nee;Nee;Dijkmanshuizen                 
1172;Dijkshorn;9;Ten Boer                       ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;Nee;Nee;Dijkshorn                      
1173;Dijksterburen;710;W-nseradiel                    ;10;Fries weidegebied                       ;21;F.  ;Nee;Nee;Dijksterburen                  
1174;Dijnselburg;355;Zeist                          ;44;Utrechtse Heuvelrug                     ;26;U.  ;Nee;Nee;Dijnselburg                    
1175;Dikbroeken;1681;Borger-Odoorn                  ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;Nee;Nee;Dikbroeken                     
1176;Dilcht;17;Haren                          ;8;Randgebied stad Groningen               ;20;Gr. ;Nee;Nee;Dilcht                         
1177;Dingen;53;Winsum                         ;6;Groninger centrale Weidestreek          ;20;Gr. ;Nee;Nee;Dingen                         
1178;Dingstede;180;Staphorst                      ;20;IJssel-, Vechtdelta                     ;23;O.  ;Nee;Nee;Dingstede                      
1179;Dinkelland;1774;Dinkelland                     ;24;Overige gemeenten in Twente             ;23;O.  ;Nee;Ja ;Dinkelland                     
1180;Dinteloord;851;Steenbergen                    ;101;Zeekleigebied in Noord-Brabant          ;30;NB. ;Ja ;Nee;Dinteloord                     
1181;Dintelsas;851;Steenbergen                    ;101;Zeekleigebied in Noord-Brabant          ;30;NB. ;Nee;Nee;Dintelsas                      
1182;Dinther;1721;Bernheze                       ;111;Maaskant                                ;30;NB. ;Nee;Nee;Dinther                        
1183;Dinthersehoek;1721;Bernheze                       ;111;Maaskant                                ;30;NB. ;Nee;Nee;Dinthersehoek                  
1184;Dinxperlo;197;Aalten                         ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld.;Ja ;Nee;Dinxperlo                      
1185;Dinxterveen;1708;Steenwijkerland                ;19;Noordwest-Overijssel                    ;23;O.  ;Nee;Nee;Dinxterveen                    
1186;Diphoorn;109;Coevorden                      ;18;Zuiddrents randgebied                   ;22;D.  ;Ja ;Nee;Diphoorn                       
1187;Dirkshorn;395;Harenkarspel                   ;53;Westelijk West-Friesland                ;27;NH. ;Ja ;Nee;Dirkshorn                      
1188;Dirksland;504;Dirksland                      ;92;Goeree en Overflakkee                   ;28;ZH. ;Ja ;Ja ;Dirksland                      
1189;Distelberg;788;Haaren                         ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;Nee;Nee;Distelberg                     
1190;Diunt;879;Zundert                        ;104;Gebied om Breda                         ;30;NB. ;Nee;Nee;Diunt                          
1191;Dodewaard;1740;Neder-Betuwe                   ;37;Oostelijke Betuwe                       ;25;Gld.;Ja ;Nee;Dodewaard                      
1192;Doenrade;962;Schinnen                       ;124;Westelijke Mijnstreek                   ;31;L.  ;Ja ;Nee;Doenrade                       
1193;Doesburg;228;Ede                            ;31;Gelderse Vallei                         ;25;Gld.;Nee;Nee;Doesburg                       
1194;Doesburg;221;Doesburg                       ;27;Oude-IJsselgebied (westelijk deel)      ;25;Gld.;Ja ;Ja ;Doesburg                       
1195;Doeskwartier;547;Leiderdorp                     ;71;Randgebied Leiden                       ;28;ZH. ;Nee;Nee;Doeskwartier                   
1196;Doetinchem;222;Doetinchem                     ;27;Oude-IJsselgebied (westelijk deel)      ;25;Gld.;Ja ;Ja ;Doetinchem                     
1197;Doeveren;797;Heusden                        ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;Nee;Nee;Doeveren                       
1198;Doeveren;738;Aalburg                        ;105;Land van Altena                         ;30;NB. ;Nee;Nee;Doeveren                       
1199;Doezum;15;Grootegast                     ;5;Groninger zuidelijk Westerkwartier      ;20;Gr. ;Ja ;Nee;Doezum                         
1200;Doijum;70;Franekeradeel                  ;12;Friese bouwstreek                       ;21;F.  ;Nee;Nee;Doijum                         
1201;Dokkum;58;Dongeradeel                    ;12;Friese bouwstreek                       ;21;F.  ;Ja ;Nee;Dokkum                         
1202;Dolberg;986;Voerendaal                     ;125;Oostelijke Mijnstreek                   ;31;L.  ;Nee;Nee;Dolberg                        
1203;Dolder, Den;355;Zeist                          ;44;Utrechtse Heuvelrug                     ;26;U.  ;Ja ;Nee;Dolder, Den                    
1204;Doldersum;1701;Westerveld                     ;17;Drentse zandgronden                     ;22;D.  ;Ja ;Nee;Doldersum                      
1205;Dombosch;779;Geertruidenberg                ;104;Gebied om Breda                         ;30;NB. ;Nee;Nee;Dombosch                       
1206;Domburg;717;Veere                          ;96;Overige gemeenten Walcheren             ;29;Z.  ;Ja ;Nee;Domburg                        
1207;Dommelen;858;Valkenswaard                   ;117;Valkenswaard en oostelijke randgemeenten;30;NB. ;Nee;Nee;Dommelen                       
1208;Dommelsvoort;1684;Cuijk                          ;119;Land van Cuijk                          ;30;NB. ;Nee;Nee;Dommelsvoort                   
1209;Dompt;1652;Gemert-Bakel                   ;118;Brabantse Peel                          ;30;NB. ;Nee;Nee;Dompt                          
1210;Domwier;55;Boarnsterhim                   ;10;Fries weidegebied                       ;21;F.  ;Nee;Nee;Domwier                        
1211;Donderen;1730;Tynaarlo                       ;14;Noorddrents randgebied                  ;22;D.  ;Ja ;Nee;Donderen                       
1212;Dongen;766;Dongen                         ;108;Gebied om Tilburg                       ;30;NB. ;Ja ;Ja ;Dongen                         
1213;Dongensevaart;766;Dongen                         ;108;Gebied om Tilburg                       ;30;NB. ;Nee;Nee;Dongensevaart                  
1214;Dongeradeel;58;Dongeradeel                    ;12;Friese bouwstreek                       ;21;F.  ;Nee;Ja ;Dongeradeel                    
1215;Dongjum;70;Franekeradeel                  ;12;Friese bouwstreek                       ;21;F.  ;Ja ;Nee;Dongjum                        
1216;Doniaburen;710;W-nseradiel                    ;10;Fries weidegebied                       ;21;F.  ;Nee;Nee;Doniaburen                     
1217;Doniaga;51;Skarsterlân                    ;10;Fries weidegebied                       ;21;F.  ;Ja ;Nee;Doniaga                        
1218;Doniawerstal;51;Skarsterlân                    ;10;Fries weidegebied                       ;21;F.  ;Nee;Nee;Doniawerstal                   
1219;Doniawier;710;W-nseradiel                    ;10;Fries weidegebied                       ;21;F.  ;Nee;Nee;Doniawier                      
1220;Donk;941;Meijel                         ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;Nee;Nee;Donk                           
1221;Donk;1659;Laarbeek                       ;115;Industriegebied Helmond                 ;30;NB. ;Nee;Nee;Donk                           
1222;Donk;1721;Bernheze                       ;111;Maaskant                                ;30;NB. ;Nee;Nee;Donk                           
1223;Donk;929;Kessel                         ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;Nee;Nee;Donk                           
1224;Donk;755;Boekel                         ;112;Midden-Meijerij                         ;30;NB. ;Nee;Nee;Donk                           
1225;Donk;770;Eersel                         ;116;Kempenland                              ;30;NB. ;Nee;Nee;Donk                           
1226;Donk, De;693;Graafstroom                    ;77;Overige gemeenten Alblasserwaard        ;28;ZH. ;Nee;Nee;Donk, De                       
1227;Donkerbroek;85;Ooststellingwerf               ;9;Fries zandgebied                        ;21;F.  ;Ja ;Nee;Donkerbroek                    
1228;Donkereind;736;De Ronde Venen                 ;48;Vechtstreek en Plassengebied in Utrecht ;26;U.  ;Nee;Nee;Donkereind                     
1229;Donkersvoort;1659;Laarbeek                       ;115;Industriegebied Helmond                 ;30;NB. ;Nee;Nee;Donkersvoort                   
1230;Donkervliet;305;Abcoude                        ;48;Vechtstreek en Plassengebied in Utrecht ;26;U.  ;Nee;Nee;Donkervliet                    
1231;Donzel;1721;Bernheze                       ;111;Maaskant                                ;30;NB. ;Nee;Nee;Donzel                         
1232;Dood, De;840;Rucphen                        ;102;Bergen op Zoom, Roosendaal en omgeving  ;30;NB. ;Nee;Nee;Dood, De                       
1233;Doodenhoek;1721;Bernheze                       ;111;Maaskant                                ;30;NB. ;Nee;Nee;Doodenhoek                     
1234;Doodstil;1651;Eemsmond                       ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;Nee;Nee;Doodstil                       
1235;Doonheide;1652;Gemert-Bakel                   ;118;Brabantse Peel                          ;30;NB. ;Nee;Nee;Doonheide                      
1236;Doorn;1581;Utrechtse Heuvelrug            ;44;Utrechtse Heuvelrug                     ;26;U.  ;Ja ;Nee;Doorn                          
1237;Doornakkers, De;772;Eindhoven                      ;113;Eindhoven                               ;30;NB. ;Nee;Nee;Doornakkers, De                
1238;Doornenburg;1705;Lingewaard                     ;37;Oostelijke Betuwe                       ;25;Gld.;Ja ;Nee;Doornenburg                    
1239;Doornhoek;845;Sint-Michielsgestel            ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;Nee;Nee;Doornhoek                      
1240;Doornik;1705;Lingewaard                     ;37;Oostelijke Betuwe                       ;25;Gld.;Nee;Nee;Doornik                        
1241;Doorning;263;Maasdriel                      ;42;Bommelerwaard                           ;25;Gld.;Nee;Nee;Doorning                       
1242;Doornspijk;230;Elburg                         ;32;IJsselmeerkust                          ;25;Gld.;Ja ;Nee;Doornspijk                     
1243;Doorwerth;274;Renkum                         ;36;Overige gemeenten zuidelijke Veluwezoom ;25;Gld.;Ja ;Nee;Doorwerth                      
1244;Doosje;1708;Steenwijkerland                ;19;Noordwest-Overijssel                    ;23;O.  ;Nee;Nee;Doosje                         
1245;Dordrecht;505;Dordrecht                      ;89;Eiland van Dordrecht                    ;28;ZH. ;Ja ;Ja ;Dordrecht                      
1246;Dorkwerd;14;Groningen                      ;7;Stad Groningen                          ;20;Gr. ;Nee;Nee;Dorkwerd                       
1247;Dorp;15;Grootegast                     ;5;Groninger zuidelijk Westerkwartier      ;20;Gr. ;Nee;Nee;Dorp                           
1248;Dorp, Het;202;Arnhem                         ;35;Arnhem                                  ;25;Gld.;Nee;Nee;Dorp, Het                      
1249;Dorplein;1706;Cranendonck                    ;117;Valkenswaard en oostelijke randgemeenten;30;NB. ;Ja ;Nee;Dorplein                       
1250;Dorregeest;450;Uitgeest                       ;55;Noord-Kennemerland                      ;27;NH. ;Nee;Nee;Dorregeest                     
1251;Dorshout;860;Veghel                         ;112;Midden-Meijerij                         ;30;NB. ;Nee;Nee;Dorshout                       
1252;Dorst;826;Oosterhout                     ;104;Gebied om Breda                         ;30;NB. ;Ja ;Nee;Dorst                          
1253;Dortherhoek;150;Deventer                       ;22;Zuidwest-Overijssel                     ;23;O.  ;Nee;Nee;Dortherhoek                    
1254;Douvergenhout;881;Onderbanken                    ;125;Oostelijke Mijnstreek                   ;31;L.  ;Nee;Nee;Douvergenhout                  
1255;Douwen;1663;De Marne                       ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;Nee;Nee;Douwen                         
1256;Draai;398;Heerhugowaard                  ;53;Westelijk West-Friesland                ;27;NH. ;Nee;Nee;Draai                          
1257;Draaibrug;1714;Sluis                          ;98;West-Zeeuwsch-Vlaanderen                ;29;Z.  ;Nee;Nee;Draaibrug                      
1258;Draaibrug;595;Reeuwijk                       ;74;Gouda en omstreken                      ;28;ZH. ;Nee;Nee;Draaibrug                      
1259;Draaierij;7;Bellingwedde                   ;3;Groninger Oldambt                       ;20;Gr. ;Nee;Nee;Draaierij                      
1260;Drachten;90;Smallingerland                 ;9;Fries zandgebied                        ;21;F.  ;Ja ;Nee;Drachten                       
1261;Drachtstercompagnie;90;Smallingerland                 ;9;Fries zandgebied                        ;21;F.  ;Ja ;Nee;Drachtstercompagnie            
1262;Drechterland;498;Drechterland                   ;54;Midden- en Oostelijk West-Friesland     ;27;NH. ;Nee;Ja ;Drechterland                   
1263;Dreischor;1676;Schouwen-Duiveland             ;93;Schouwen-Duiveland                      ;29;Z.  ;Ja ;Nee;Dreischor                      
1264;Drempt;1876;Bronckhorst                    ;28;Overige gemeenten westelijke Achterhoek ;25;Gld.;Ja ;Nee;Drempt                         
1265;Drentsdorp;772;Eindhoven                      ;113;Eindhoven                               ;30;NB. ;Nee;Nee;Drentsdorp                     
1266;Dreumel;668;West Maas en Waal              ;41;Land van Maas en Waal                   ;25;Gld.;Ja ;Nee;Dreumel                        
1267;Drie;233;Ermelo                         ;32;IJsselmeerkust                          ;25;Gld.;Nee;Nee;Drie                           
1268;Drie Hoefijzers;1719;Drimmelen                      ;101;Zeekleigebied in Noord-Brabant          ;30;NB. ;Nee;Nee;Drie Hoefijzers                
1269;Drie Hoefijzers;677;Hulst                          ;100;Overig Oost-Zeeuwsch-Vlaanderen         ;29;Z.  ;Nee;Nee;Drie Hoefijzers                
1270;Driebergen;1581;Utrechtse Heuvelrug            ;44;Utrechtse Heuvelrug                     ;26;U.  ;Nee;Nee;Driebergen                     
1271;Drieborg;1661;Reiderland                     ;3;Groninger Oldambt                       ;20;Gr. ;Ja ;Nee;Drieborg                       
1272;Driebruggen;595;Reeuwijk                       ;74;Gouda en omstreken                      ;28;ZH. ;Ja ;Nee;Driebruggen                    
1273;Driedorp;267;Nijkerk                        ;31;Gelderse Vallei                         ;25;Gld.;Nee;Nee;Driedorp                       
1274;Driehoek;1702;Sint Anthonis                  ;119;Land van Cuijk                          ;30;NB. ;Nee;Nee;Driehoek                       
1275;Driehoek;1709;Moerdijk                       ;101;Zeekleigebied in Noord-Brabant          ;30;NB. ;Nee;Nee;Driehoek                       
1276;Driehoek;879;Zundert                        ;104;Gebied om Breda                         ;30;NB. ;Nee;Nee;Driehoek                       
1277;Driehoek;848;Son en Breugel                 ;114;Randgebied Eindhoven                    ;30;NB. ;Nee;Nee;Driehoek                       
1278;Driehuis;453;Velsen                         ;59;IJmond                                  ;27;NH. ;Ja ;Nee;Driehuis                       
1279;Driehuizen;798;Hilvarenbeek                   ;108;Gebied om Tilburg                       ;30;NB. ;Nee;Nee;Driehuizen                     
1280;Driehuizen;860;Veghel                         ;112;Midden-Meijerij                         ;30;NB. ;Nee;Nee;Driehuizen                     
1281;Driehuizen;459;Wervershoof                    ;54;Midden- en Oostelijk West-Friesland     ;27;NH. ;Nee;Nee;Driehuizen                     
1282;Driehuizen;458;Schermer                       ;56;Noordhollands Middengewest              ;27;NH. ;Ja ;Nee;Driehuizen                     
1283;Driel;1734;Overbetuwe                     ;37;Oostelijke Betuwe                       ;25;Gld.;Ja ;Nee;Driel                          
1284;Driemond;363;Amsterdam                      ;63;Amsterdam                               ;27;NH. ;Nee;Nee;Driemond                       
1285;Driene;164;Hengelo                        ;24;Overige gemeenten in Twente             ;23;O.  ;Nee;Nee;Driene                         
1286;Dries;988;Weert                          ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;Nee;Nee;Dries                          
1287;Drieschouwen;715;Terneuzen                      ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen     ;29;Z.  ;Nee;Nee;Drieschouwen                   
1288;Driesprong;228;Ede                            ;31;Gelderse Vallei                         ;25;Gld.;Nee;Nee;Driesprong                     
1289;Driesprong, De;1859;Berkelland                     ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld.;Nee;Nee;Driesprong, De                 
1290;Driessen;918;Helden                         ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;Nee;Nee;Driessen                       
1291;Driesum;65;Dantumadeel                    ;9;Fries zandgebied                        ;21;F.  ;Ja ;Nee;Driesum                        
1292;Driewegen;715;Terneuzen                      ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen     ;29;Z.  ;Nee;Nee;Driewegen                      
1293;Driewegen;654;Borsele                        ;97;Noord- en Zuid-Beveland                 ;29;Z.  ;Ja ;Nee;Driewegen                      
1294;Drijber;1731;Midden-Drenthe                 ;17;Drentse zandgronden                     ;22;D.  ;Ja ;Nee;Drijber                        
1295;Drijberscheveld;1731;Midden-Drenthe                 ;17;Drentse zandgronden                     ;22;D.  ;Nee;Nee;Drijberscheveld                
1296;Drimmelen;1719;Drimmelen                      ;101;Zeekleigebied in Noord-Brabant          ;30;NB. ;Ja ;Ja ;Drimmelen                      
1297;Drogeham;59;Achtkarspelen                  ;9;Fries zandgebied                        ;21;F.  ;Ja ;Nee;Drogeham                       
1298;Drogt;1690;De Wolden                      ;18;Zuiddrents randgebied                   ;22;D.  ;Nee;Nee;Drogt                          
1299;Drogteropslagen;1690;De Wolden                      ;18;Zuiddrents randgebied                   ;22;D.  ;Ja ;Nee;Drogteropslagen                
1300;Drongelen;738;Aalburg                        ;105;Land van Altena                         ;30;NB. ;Ja ;Nee;Drongelen                      
1301;Dronrijp;83;Menaldumadeel                  ;12;Friese bouwstreek                       ;21;F.  ;Ja ;Nee;Dronrijp                       
1302;Dronten;303;Dronten                        ;129;Zuidelijke IJsselmeerpolders            ;24;Fle.;Ja ;Ja ;Dronten                        
1303;Droo, De;226;Duiven                         ;26;De Lijmers                              ;25;Gld.;Nee;Nee;Droo, De                       
1304;Drooghe Weert;400;Den Helder                     ;52;Overige gemeenten Kop van Noord-Holland ;27;NH. ;Nee;Nee;Drooghe Weert                  
1305;Drostinnewijk;22;Leek                           ;5;Groninger zuidelijk Westerkwartier      ;20;Gr. ;Nee;Nee;Drostinnewijk                  
1306;Drouwen;1681;Borger-Odoorn                  ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;Ja ;Nee;Drouwen                        
1307;Drouwenermond;1681;Borger-Odoorn                  ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;Ja ;Nee;Drouwenermond                  
1308;Drouwenerveen;1681;Borger-Odoorn                  ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;Ja ;Nee;Drouwenerveen                  
1309;Druisdijk;1723;Alphen-Chaam                   ;108;Gebied om Tilburg                       ;30;NB. ;Nee;Nee;Druisdijk                      
1310;Drumpt;281;Tiel                           ;38;Westelijke Betuwe                       ;25;Gld.;Nee;Nee;Drumpt                         
1311;Drunen;797;Heusden                        ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;Ja ;Nee;Drunen                         
1312;Druten;225;Druten                         ;41;Land van Maas en Waal                   ;25;Gld.;Ja ;Ja ;Druten                         
1313;Dubbeldam;505;Dordrecht                      ;89;Eiland van Dordrecht                    ;28;ZH. ;Nee;Nee;Dubbeldam                      
1314;Dubbroek;934;Maasbree                       ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;Nee;Nee;Dubbroek                       
1315;Duifhuis;1685;Landerd                        ;111;Maaskant                                ;30;NB. ;Nee;Nee;Duifhuis                       
1316;Duifhuis;856;Uden                           ;112;Midden-Meijerij                         ;30;NB. ;Nee;Nee;Duifhuis                       
1317;Duiksehoef;809;Loon op Zand                   ;108;Gebied om Tilburg                       ;30;NB. ;Nee;Nee;Duiksehoef                     
1318;Duin en Bosch;383;Castricum                      ;55;Noord-Kennemerland                      ;27;NH. ;Nee;Nee;Duin en Bosch                  
1319;Duinen;243;Harderwijk                     ;32;IJsselmeerkust                          ;25;Gld.;Nee;Nee;Duinen                         
1320;Duiven;226;Duiven                         ;26;De Lijmers                              ;25;Gld.;Ja ;Ja ;Duiven                         
1321;Duivendijke;1676;Schouwen-Duiveland             ;93;Schouwen-Duiveland                      ;29;Z.  ;Nee;Nee;Duivendijke                    
1322;Duivendrecht;437;Ouder-Amstel                   ;64;Zuidelijk randgebied Amsterdam          ;27;NH. ;Ja ;Nee;Duivendrecht                   
1323;Duizel;770;Eersel                         ;116;Kempenland                              ;30;NB. ;Ja ;Nee;Duizel                         
1324;Duizeldonk, De;794;Helmond                        ;115;Industriegebied Helmond                 ;30;NB. ;Nee;Nee;Duizeldonk, De                 
1325;Dukenburg;268;Nijmegen                       ;39;Nijmegen                                ;25;Gld.;Nee;Nee;Dukenburg                      
1326;Dulder;1774;Dinkelland                     ;24;Overige gemeenten in Twente             ;23;O.  ;Nee;Nee;Dulder                         
1327;Dun;798;Hilvarenbeek                   ;108;Gebied om Tilburg                       ;30;NB. ;Nee;Nee;Dun                            
1328;Dungen, Den;845;Sint-Michielsgestel            ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;Ja ;Nee;Dungen, Den                    
1329;Dunsborg;1876;Bronckhorst                    ;28;Overige gemeenten westelijke Achterhoek ;25;Gld.;Nee;Nee;Dunsborg                       
1330;Durgerdam;363;Amsterdam                      ;63;Amsterdam                               ;27;NH. ;Nee;Nee;Durgerdam                      
1331;Dusseldorp;383;Castricum                      ;55;Noord-Kennemerland                      ;27;NH. ;Nee;Nee;Dusseldorp                     
1332;Dussen;870;Werkendam                      ;105;Land van Altena                         ;30;NB. ;Ja ;Nee;Dussen                         
1333;Duur;1773;Olst-Wijhe                     ;22;Zuidwest-Overijssel                     ;23;O.  ;Nee;Nee;Duur                           
1334;Duurendseind;828;Oss                            ;111;Maaskant                                ;30;NB. ;Nee;Nee;Duurendseind                   
1335;Duurkenakker;1987;Menterwolde                    ;3;Groninger Oldambt                       ;20;Gr. ;Nee;Nee;Duurkenakker                   
