ID;BeroepsEnEigenVervoer;Vervoerstromen;LandVanLadenLossen;Landen;Perioden;VervoerdLadinggewicht_1
475;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Verenigd Koninkrijk;2013;3358
476;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Verenigd Koninkrijk;2014;3503
477;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Verenigd Koninkrijk;2015;3764
478;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Verenigd Koninkrijk;2016;3154
479;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Verenigd Koninkrijk;2017;2846
480;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Verenigd Koninkrijk;2018;2569
481;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Verenigd Koninkrijk;2019;2353
482;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Verenigd Koninkrijk;2020;2096
483;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Verenigd Koninkrijk;2021;2001
484;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Verenigd Koninkrijk;2022;2093
485;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Verenigd Koninkrijk;2023;1381
486;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Denemarken;1997;1034
487;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Denemarken;1998;1134
488;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Denemarken;1999;1093
489;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Denemarken;2000;1071
490;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Denemarken;2001;1045
491;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Denemarken;2002;1165
492;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Denemarken;2003;1040
493;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Denemarken;2004;1191
494;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Denemarken;2005;1227
495;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Denemarken;2006;1259
496;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Denemarken;2007;1239
497;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Denemarken;2008;1150
498;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Denemarken;2009;889
499;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Denemarken;2010;906
500;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Denemarken;2011;730
501;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Denemarken;2012;868
502;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Denemarken;2013;847
503;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Denemarken;2014;730
504;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Denemarken;2015;821
505;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Denemarken;2016;694
506;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Denemarken;2017;702
507;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Denemarken;2018;657
508;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Denemarken;2019;699
509;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Denemarken;2020;834
510;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Denemarken;2021;817
511;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Denemarken;2022;677
512;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Denemarken;2023;745
513;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Spanje;1997;693
514;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Spanje;1998;787
515;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Spanje;1999;982
516;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Spanje;2000;1080
517;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Spanje;2001;963
518;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Spanje;2002;1058
519;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Spanje;2003;1010
520;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Spanje;2004;1322
521;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Spanje;2005;1054
522;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Spanje;2006;1354
523;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Spanje;2007;906
524;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Spanje;2008;917
525;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Spanje;2009;634
526;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Spanje;2010;583
527;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Spanje;2011;446
528;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Spanje;2012;296
529;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Spanje;2013;341
530;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Spanje;2014;448
531;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Spanje;2015;238
532;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Spanje;2016;157
533;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Spanje;2017;137
534;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Spanje;2018;245
535;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Spanje;2019;179
536;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Spanje;2020;208
537;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Spanje;2021;292
538;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Spanje;2022;216
539;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Spanje;2023;336
540;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zweden;1997;826
541;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zweden;1998;933
542;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zweden;1999;899
543;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zweden;2000;928
544;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zweden;2001;857
545;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zweden;2002;980
546;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zweden;2003;1024
547;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zweden;2004;1248
548;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zweden;2005;1294
549;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zweden;2006;1379
550;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zweden;2007;1787
551;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zweden;2008;2619
552;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zweden;2009;1094
553;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zweden;2010;2448
554;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zweden;2011;2671
555;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zweden;2012;1418
556;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zweden;2013;1179
557;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zweden;2014;1045
558;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zweden;2015;935
559;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zweden;2016;614
560;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zweden;2017;716
561;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zweden;2018;830
562;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zweden;2019;1062
563;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zweden;2020;773
564;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zweden;2021;684
565;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zweden;2022;576
566;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zweden;2023;653
567;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Oostenrijk;1997;782
568;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Oostenrijk;1998;754
569;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Oostenrijk;1999;628
570;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Oostenrijk;2000;600
571;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Oostenrijk;2001;570
572;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Oostenrijk;2002;590
573;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Oostenrijk;2003;681
574;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Oostenrijk;2004;754
575;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Oostenrijk;2005;763
576;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Oostenrijk;2006;712
577;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Oostenrijk;2007;418
578;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Oostenrijk;2008;493
579;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Oostenrijk;2009;418
580;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Oostenrijk;2010;270
581;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Oostenrijk;2011;429
582;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Oostenrijk;2012;266
583;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Oostenrijk;2013;437
584;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Oostenrijk;2014;319
585;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Oostenrijk;2015;276
586;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Oostenrijk;2016;193
587;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Oostenrijk;2017;164
588;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Oostenrijk;2018;185
589;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Oostenrijk;2019;187
590;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Oostenrijk;2020;214
591;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Oostenrijk;2021;254
592;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Oostenrijk;2022;197
593;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Oostenrijk;2023;141
594;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zwitserland;1997;858
595;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zwitserland;1998;846
596;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zwitserland;1999;812
597;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zwitserland;2000;752
598;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zwitserland;2001;748
599;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zwitserland;2002;870
600;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zwitserland;2003;938
601;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zwitserland;2004;1043
602;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zwitserland;2005;1050
603;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zwitserland;2006;1045
604;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zwitserland;2007;1032
605;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zwitserland;2008;981
606;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zwitserland;2009;772
607;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zwitserland;2010;722
608;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zwitserland;2011;787
609;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zwitserland;2012;794
610;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zwitserland;2013;728
611;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zwitserland;2014;690
612;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zwitserland;2015;636
613;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zwitserland;2016;705
614;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zwitserland;2017;610
615;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zwitserland;2018;630
616;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zwitserland;2019;575
617;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zwitserland;2020;554
618;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zwitserland;2021;668
619;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zwitserland;2022;548
620;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Zwitserland;2023;515
621;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Overige landen;1997;1750
622;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Overige landen;1998;1678
623;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Overige landen;1999;1426
624;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Overige landen;2000;1213
625;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Overige landen;2001;1189
626;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Overige landen;2002;1229
627;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Overige landen;2003;1359
628;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Overige landen;2004;1153
629;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Overige landen;2005;1283
630;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Overige landen;2006;1124
631;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Overige landen;2007;1187
632;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Overige landen;2008;1131
633;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Overige landen;2009;1370
634;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Overige landen;2010;887
635;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Overige landen;2011;1001
636;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Overige landen;2012;830
637;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Overige landen;2013;859
638;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Overige landen;2014;862
639;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Overige landen;2015;705
640;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Overige landen;2016;619
641;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Overige landen;2017;650
642;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Overige landen;2018;661
643;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Overige landen;2019;696
644;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Overige landen;2020;690
645;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Overige landen;2021;585
646;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Overige landen;2022;494
647;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Overige landen;2023;419
648;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Totaal alle landen;1997;54445
649;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Totaal alle landen;1998;54686
650;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Totaal alle landen;1999;59100
651;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Totaal alle landen;2000;54143
652;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Totaal alle landen;2001;56623
653;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Totaal alle landen;2002;55684
654;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Totaal alle landen;2003;57509
655;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Totaal alle landen;2004;61413
656;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Totaal alle landen;2005;58900
657;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Totaal alle landen;2006;60201
658;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Totaal alle landen;2007;59846
659;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Totaal alle landen;2008;58881
660;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Totaal alle landen;2009;52405
661;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Totaal alle landen;2010;50962
662;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Totaal alle landen;2011;53463
663;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Totaal alle landen;2012;50461
664;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Totaal alle landen;2013;48280
665;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Totaal alle landen;2014;49845
666;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Totaal alle landen;2015;47302
667;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Totaal alle landen;2016;46731
668;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Totaal alle landen;2017;48571
669;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Totaal alle landen;2018;47955
670;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Totaal alle landen;2019;45890
671;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Totaal alle landen;2020;46869
672;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Totaal alle landen;2021;47170
673;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Totaal alle landen;2022;42046
674;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Totaal alle landen;2023;41406
675;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;België of Luxemburg;1997;15520
676;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;België of Luxemburg;1998;16101
677;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;België of Luxemburg;1999;17501
678;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;België of Luxemburg;2000;16829
679;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;België of Luxemburg;2001;16595
680;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;België of Luxemburg;2002;16081
681;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;België of Luxemburg;2003;17337
682;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;België of Luxemburg;2004;16942
683;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;België of Luxemburg;2005;17189
684;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;België of Luxemburg;2006;17002
685;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;België of Luxemburg;2007;18390
686;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;België of Luxemburg;2008;18120
687;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;België of Luxemburg;2009;15160
688;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;België of Luxemburg;2010;16507
689;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;België of Luxemburg;2011;17382
690;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;België of Luxemburg;2012;18466
691;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;België of Luxemburg;2013;16953
692;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;België of Luxemburg;2014;17532
693;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;België of Luxemburg;2015;16711
694;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;België of Luxemburg;2016;17106
695;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;België of Luxemburg;2017;17723
696;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;België of Luxemburg;2018;18147
697;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;België of Luxemburg;2019;17017
698;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;België of Luxemburg;2020;17550
699;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;België of Luxemburg;2021;18265
700;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;België of Luxemburg;2022;17912
701;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;België of Luxemburg;2023;16760
702;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Frankrijk;1997;4415
703;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Frankrijk;1998;4783
704;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Frankrijk;1999;4590
705;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Frankrijk;2000;4362
706;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Frankrijk;2001;4403
707;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Frankrijk;2002;4211
708;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Frankrijk;2003;4379
709;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Frankrijk;2004;5406
710;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Frankrijk;2005;5456
711;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Frankrijk;2006;5349
712;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Frankrijk;2007;5158
713;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Frankrijk;2008;4666
714;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Frankrijk;2009;4178
715;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Frankrijk;2010;4070
716;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Frankrijk;2011;4099
717;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Frankrijk;2012;3678
718;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Frankrijk;2013;3479
719;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Frankrijk;2014;3936
720;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Frankrijk;2015;3555
721;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Frankrijk;2016;3048
722;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Frankrijk;2017;3172
723;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Frankrijk;2018;3317
724;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Frankrijk;2019;3269
725;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Frankrijk;2020;2901
726;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Frankrijk;2021;3045
727;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Frankrijk;2022;2613
728;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Frankrijk;2023;2566
729;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Duitsland;1997;29702
730;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Duitsland;1998;28827
731;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Duitsland;1999;32230
732;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Duitsland;2000;28380
733;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Duitsland;2001;31330
734;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Duitsland;2002;30824
735;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Duitsland;2003;31820
736;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Duitsland;2004;33865
737;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Duitsland;2005;30562
738;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Duitsland;2006;32476
739;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Duitsland;2007;31858
740;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Duitsland;2008;32491
741;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Duitsland;2009;30060
742;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Duitsland;2010;27802
743;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Duitsland;2011;29008
744;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Duitsland;2012;25910
745;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Duitsland;2013;25394
746;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Duitsland;2014;25948
747;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Duitsland;2015;24809
748;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Duitsland;2016;24615
749;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Duitsland;2017;25678
750;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Duitsland;2018;24401
751;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Duitsland;2019;23637
752;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Duitsland;2020;24629
753;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Duitsland;2021;24020
754;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Duitsland;2022;20029
755;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Duitsland;2023;20522
756;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Italië;1997;1161
757;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Italië;1998;1229
758;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Italië;1999;1119
759;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Italië;2000;1015
760;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Italië;2001;1015
761;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Italië;2002;1015
762;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Italië;2003;891
