ID;BeroepsEnEigenVervoer;Vervoerstromen;LandVanLadenLossen;Landen;Perioden;VervoerdLadinggewicht_1
6670;Eigen vervoer;Cabotagevervoer;Land van laden;Spanje;1998;0
6671;Eigen vervoer;Cabotagevervoer;Land van laden;Spanje;1999;3
6672;Eigen vervoer;Cabotagevervoer;Land van laden;Spanje;2000;0
6673;Eigen vervoer;Cabotagevervoer;Land van laden;Spanje;2001;0
6674;Eigen vervoer;Cabotagevervoer;Land van laden;Spanje;2002;0
6675;Eigen vervoer;Cabotagevervoer;Land van laden;Spanje;2003;0
6676;Eigen vervoer;Cabotagevervoer;Land van laden;Spanje;2004;0
6677;Eigen vervoer;Cabotagevervoer;Land van laden;Spanje;2005;0
6678;Eigen vervoer;Cabotagevervoer;Land van laden;Spanje;2006;0
6679;Eigen vervoer;Cabotagevervoer;Land van laden;Spanje;2007;1
6680;Eigen vervoer;Cabotagevervoer;Land van laden;Spanje;2008;2
6681;Eigen vervoer;Cabotagevervoer;Land van laden;Spanje;2009;6
6682;Eigen vervoer;Cabotagevervoer;Land van laden;Spanje;2010;0
6683;Eigen vervoer;Cabotagevervoer;Land van laden;Spanje;2011;2
6684;Eigen vervoer;Cabotagevervoer;Land van laden;Spanje;2012;7
6685;Eigen vervoer;Cabotagevervoer;Land van laden;Spanje;2013;0
6686;Eigen vervoer;Cabotagevervoer;Land van laden;Spanje;2014;12
6687;Eigen vervoer;Cabotagevervoer;Land van laden;Spanje;2015;0
6688;Eigen vervoer;Cabotagevervoer;Land van laden;Spanje;2016;0
6689;Eigen vervoer;Cabotagevervoer;Land van laden;Spanje;2017;0
6690;Eigen vervoer;Cabotagevervoer;Land van laden;Spanje;2018;0
6691;Eigen vervoer;Cabotagevervoer;Land van laden;Spanje;2019;0
6692;Eigen vervoer;Cabotagevervoer;Land van laden;Spanje;2020;0
6693;Eigen vervoer;Cabotagevervoer;Land van laden;Spanje;2021;68
6694;Eigen vervoer;Cabotagevervoer;Land van laden;Spanje;2022;0
6695;Eigen vervoer;Cabotagevervoer;Land van laden;Spanje;2023;3
6696;Eigen vervoer;Cabotagevervoer;Land van laden;Zweden;1997;0
6697;Eigen vervoer;Cabotagevervoer;Land van laden;Zweden;1998;0
6698;Eigen vervoer;Cabotagevervoer;Land van laden;Zweden;1999;0
6699;Eigen vervoer;Cabotagevervoer;Land van laden;Zweden;2000;0
6700;Eigen vervoer;Cabotagevervoer;Land van laden;Zweden;2001;0
6701;Eigen vervoer;Cabotagevervoer;Land van laden;Zweden;2002;0
6702;Eigen vervoer;Cabotagevervoer;Land van laden;Zweden;2003;0
6703;Eigen vervoer;Cabotagevervoer;Land van laden;Zweden;2004;0
6704;Eigen vervoer;Cabotagevervoer;Land van laden;Zweden;2005;0
6705;Eigen vervoer;Cabotagevervoer;Land van laden;Zweden;2006;2
6706;Eigen vervoer;Cabotagevervoer;Land van laden;Zweden;2007;3
6707;Eigen vervoer;Cabotagevervoer;Land van laden;Zweden;2008;2
6708;Eigen vervoer;Cabotagevervoer;Land van laden;Zweden;2009;0
6709;Eigen vervoer;Cabotagevervoer;Land van laden;Zweden;2010;9
6710;Eigen vervoer;Cabotagevervoer;Land van laden;Zweden;2011;6
6711;Eigen vervoer;Cabotagevervoer;Land van laden;Zweden;2012;2
6712;Eigen vervoer;Cabotagevervoer;Land van laden;Zweden;2013;0
6713;Eigen vervoer;Cabotagevervoer;Land van laden;Zweden;2014;5
6714;Eigen vervoer;Cabotagevervoer;Land van laden;Zweden;2015;13
6715;Eigen vervoer;Cabotagevervoer;Land van laden;Zweden;2016;3
6716;Eigen vervoer;Cabotagevervoer;Land van laden;Zweden;2017;2
6717;Eigen vervoer;Cabotagevervoer;Land van laden;Zweden;2018;3
6718;Eigen vervoer;Cabotagevervoer;Land van laden;Zweden;2019;7
6719;Eigen vervoer;Cabotagevervoer;Land van laden;Zweden;2020;4
6720;Eigen vervoer;Cabotagevervoer;Land van laden;Zweden;2021;3
6721;Eigen vervoer;Cabotagevervoer;Land van laden;Zweden;2022;2
6722;Eigen vervoer;Cabotagevervoer;Land van laden;Zweden;2023;5
6723;Eigen vervoer;Cabotagevervoer;Land van laden;Oostenrijk;1997;0
6724;Eigen vervoer;Cabotagevervoer;Land van laden;Oostenrijk;1998;3
6725;Eigen vervoer;Cabotagevervoer;Land van laden;Oostenrijk;1999;4
6726;Eigen vervoer;Cabotagevervoer;Land van laden;Oostenrijk;2000;0
6727;Eigen vervoer;Cabotagevervoer;Land van laden;Oostenrijk;2001;0
6728;Eigen vervoer;Cabotagevervoer;Land van laden;Oostenrijk;2002;0
6729;Eigen vervoer;Cabotagevervoer;Land van laden;Oostenrijk;2003;12
6730;Eigen vervoer;Cabotagevervoer;Land van laden;Oostenrijk;2004;0
6731;Eigen vervoer;Cabotagevervoer;Land van laden;Oostenrijk;2005;4
6732;Eigen vervoer;Cabotagevervoer;Land van laden;Oostenrijk;2006;0
6733;Eigen vervoer;Cabotagevervoer;Land van laden;Oostenrijk;2007;6
6734;Eigen vervoer;Cabotagevervoer;Land van laden;Oostenrijk;2008;1
6735;Eigen vervoer;Cabotagevervoer;Land van laden;Oostenrijk;2009;6
6736;Eigen vervoer;Cabotagevervoer;Land van laden;Oostenrijk;2010;3
6737;Eigen vervoer;Cabotagevervoer;Land van laden;Oostenrijk;2011;0
6738;Eigen vervoer;Cabotagevervoer;Land van laden;Oostenrijk;2012;13
6739;Eigen vervoer;Cabotagevervoer;Land van laden;Oostenrijk;2013;0
6740;Eigen vervoer;Cabotagevervoer;Land van laden;Oostenrijk;2014;4
6741;Eigen vervoer;Cabotagevervoer;Land van laden;Oostenrijk;2015;7
6742;Eigen vervoer;Cabotagevervoer;Land van laden;Oostenrijk;2016;0
6743;Eigen vervoer;Cabotagevervoer;Land van laden;Oostenrijk;2017;2
6744;Eigen vervoer;Cabotagevervoer;Land van laden;Oostenrijk;2018;0
6745;Eigen vervoer;Cabotagevervoer;Land van laden;Oostenrijk;2019;0
6746;Eigen vervoer;Cabotagevervoer;Land van laden;Oostenrijk;2020;0
6747;Eigen vervoer;Cabotagevervoer;Land van laden;Oostenrijk;2021;3
6748;Eigen vervoer;Cabotagevervoer;Land van laden;Oostenrijk;2022;1
6749;Eigen vervoer;Cabotagevervoer;Land van laden;Oostenrijk;2023;0
6750;Eigen vervoer;Cabotagevervoer;Land van laden;Zwitserland;1997;0
6751;Eigen vervoer;Cabotagevervoer;Land van laden;Zwitserland;1998;0
6752;Eigen vervoer;Cabotagevervoer;Land van laden;Zwitserland;1999;0
6753;Eigen vervoer;Cabotagevervoer;Land van laden;Zwitserland;2000;0
6754;Eigen vervoer;Cabotagevervoer;Land van laden;Zwitserland;2001;0
6755;Eigen vervoer;Cabotagevervoer;Land van laden;Zwitserland;2002;0
6756;Eigen vervoer;Cabotagevervoer;Land van laden;Zwitserland;2003;0
6757;Eigen vervoer;Cabotagevervoer;Land van laden;Zwitserland;2004;0
6758;Eigen vervoer;Cabotagevervoer;Land van laden;Zwitserland;2005;0
6759;Eigen vervoer;Cabotagevervoer;Land van laden;Zwitserland;2006;5
6760;Eigen vervoer;Cabotagevervoer;Land van laden;Zwitserland;2007;0
6761;Eigen vervoer;Cabotagevervoer;Land van laden;Zwitserland;2008;2
6762;Eigen vervoer;Cabotagevervoer;Land van laden;Zwitserland;2009;0
6763;Eigen vervoer;Cabotagevervoer;Land van laden;Zwitserland;2010;6
6764;Eigen vervoer;Cabotagevervoer;Land van laden;Zwitserland;2011;1
6765;Eigen vervoer;Cabotagevervoer;Land van laden;Zwitserland;2012;22
6766;Eigen vervoer;Cabotagevervoer;Land van laden;Zwitserland;2013;1
6767;Eigen vervoer;Cabotagevervoer;Land van laden;Zwitserland;2014;6
6768;Eigen vervoer;Cabotagevervoer;Land van laden;Zwitserland;2015;8
6769;Eigen vervoer;Cabotagevervoer;Land van laden;Zwitserland;2016;3
6770;Eigen vervoer;Cabotagevervoer;Land van laden;Zwitserland;2017;0
6771;Eigen vervoer;Cabotagevervoer;Land van laden;Zwitserland;2018;0
6772;Eigen vervoer;Cabotagevervoer;Land van laden;Zwitserland;2019;0
6773;Eigen vervoer;Cabotagevervoer;Land van laden;Zwitserland;2020;0
6774;Eigen vervoer;Cabotagevervoer;Land van laden;Zwitserland;2021;3
6775;Eigen vervoer;Cabotagevervoer;Land van laden;Zwitserland;2022;0
6776;Eigen vervoer;Cabotagevervoer;Land van laden;Zwitserland;2023;1
6777;Eigen vervoer;Cabotagevervoer;Land van laden;Overige landen;1997;5
6778;Eigen vervoer;Cabotagevervoer;Land van laden;Overige landen;1998;3
6779;Eigen vervoer;Cabotagevervoer;Land van laden;Overige landen;1999;6
6780;Eigen vervoer;Cabotagevervoer;Land van laden;Overige landen;2000;10
6781;Eigen vervoer;Cabotagevervoer;Land van laden;Overige landen;2001;4
6782;Eigen vervoer;Cabotagevervoer;Land van laden;Overige landen;2002;3
6783;Eigen vervoer;Cabotagevervoer;Land van laden;Overige landen;2003;0
6784;Eigen vervoer;Cabotagevervoer;Land van laden;Overige landen;2004;3
6785;Eigen vervoer;Cabotagevervoer;Land van laden;Overige landen;2005;0
6786;Eigen vervoer;Cabotagevervoer;Land van laden;Overige landen;2006;1
6787;Eigen vervoer;Cabotagevervoer;Land van laden;Overige landen;2007;10
6788;Eigen vervoer;Cabotagevervoer;Land van laden;Overige landen;2008;47
6789;Eigen vervoer;Cabotagevervoer;Land van laden;Overige landen;2009;10
6790;Eigen vervoer;Cabotagevervoer;Land van laden;Overige landen;2010;0
6791;Eigen vervoer;Cabotagevervoer;Land van laden;Overige landen;2011;58
6792;Eigen vervoer;Cabotagevervoer;Land van laden;Overige landen;2012;25
6793;Eigen vervoer;Cabotagevervoer;Land van laden;Overige landen;2013;1
6794;Eigen vervoer;Cabotagevervoer;Land van laden;Overige landen;2014;20
6795;Eigen vervoer;Cabotagevervoer;Land van laden;Overige landen;2015;3
6796;Eigen vervoer;Cabotagevervoer;Land van laden;Overige landen;2016;0
6797;Eigen vervoer;Cabotagevervoer;Land van laden;Overige landen;2017;0
6798;Eigen vervoer;Cabotagevervoer;Land van laden;Overige landen;2018;23
6799;Eigen vervoer;Cabotagevervoer;Land van laden;Overige landen;2019;17
6800;Eigen vervoer;Cabotagevervoer;Land van laden;Overige landen;2020;7
6801;Eigen vervoer;Cabotagevervoer;Land van laden;Overige landen;2021;26
6802;Eigen vervoer;Cabotagevervoer;Land van laden;Overige landen;2022;15
6803;Eigen vervoer;Cabotagevervoer;Land van laden;Overige landen;2023;17
6804;Eigen vervoer;Cabotagevervoer;Land van lossen;Totaal alle landen;1997;461
6805;Eigen vervoer;Cabotagevervoer;Land van lossen;Totaal alle landen;1998;345
6806;Eigen vervoer;Cabotagevervoer;Land van lossen;Totaal alle landen;1999;608
6807;Eigen vervoer;Cabotagevervoer;Land van lossen;Totaal alle landen;2000;647
6808;Eigen vervoer;Cabotagevervoer;Land van lossen;Totaal alle landen;2001;465
6809;Eigen vervoer;Cabotagevervoer;Land van lossen;Totaal alle landen;2002;438
6810;Eigen vervoer;Cabotagevervoer;Land van lossen;Totaal alle landen;2003;503
6811;Eigen vervoer;Cabotagevervoer;Land van lossen;Totaal alle landen;2004;827
6812;Eigen vervoer;Cabotagevervoer;Land van lossen;Totaal alle landen;2005;1609
6813;Eigen vervoer;Cabotagevervoer;Land van lossen;Totaal alle landen;2006;1583
6814;Eigen vervoer;Cabotagevervoer;Land van lossen;Totaal alle landen;2007;1384
6815;Eigen vervoer;Cabotagevervoer;Land van lossen;Totaal alle landen;2008;1692
6816;Eigen vervoer;Cabotagevervoer;Land van lossen;Totaal alle landen;2009;803
6817;Eigen vervoer;Cabotagevervoer;Land van lossen;Totaal alle landen;2010;773
6818;Eigen vervoer;Cabotagevervoer;Land van lossen;Totaal alle landen;2011;872
6819;Eigen vervoer;Cabotagevervoer;Land van lossen;Totaal alle landen;2012;1286
6820;Eigen vervoer;Cabotagevervoer;Land van lossen;Totaal alle landen;2013;1796
6821;Eigen vervoer;Cabotagevervoer;Land van lossen;Totaal alle landen;2014;1416
6822;Eigen vervoer;Cabotagevervoer;Land van lossen;Totaal alle landen;2015;1029
6823;Eigen vervoer;Cabotagevervoer;Land van lossen;Totaal alle landen;2016;1376
6824;Eigen vervoer;Cabotagevervoer;Land van lossen;Totaal alle landen;2017;1081
6825;Eigen vervoer;Cabotagevervoer;Land van lossen;Totaal alle landen;2018;1401
6826;Eigen vervoer;Cabotagevervoer;Land van lossen;Totaal alle landen;2019;1448
6827;Eigen vervoer;Cabotagevervoer;Land van lossen;Totaal alle landen;2020;964
6828;Eigen vervoer;Cabotagevervoer;Land van lossen;Totaal alle landen;2021;1831
6829;Eigen vervoer;Cabotagevervoer;Land van lossen;Totaal alle landen;2022;1813
6830;Eigen vervoer;Cabotagevervoer;Land van lossen;Totaal alle landen;2023;2743
6831;Eigen vervoer;Cabotagevervoer;Land van lossen;België of Luxemburg;1997;269
6832;Eigen vervoer;Cabotagevervoer;Land van lossen;België of Luxemburg;1998;122
6833;Eigen vervoer;Cabotagevervoer;Land van lossen;België of Luxemburg;1999;148
6834;Eigen vervoer;Cabotagevervoer;Land van lossen;België of Luxemburg;2000;220
6835;Eigen vervoer;Cabotagevervoer;Land van lossen;België of Luxemburg;2001;197
6836;Eigen vervoer;Cabotagevervoer;Land van lossen;België of Luxemburg;2002;92
6837;Eigen vervoer;Cabotagevervoer;Land van lossen;België of Luxemburg;2003;188
6838;Eigen vervoer;Cabotagevervoer;Land van lossen;België of Luxemburg;2004;347
6839;Eigen vervoer;Cabotagevervoer;Land van lossen;België of Luxemburg;2005;379
6840;Eigen vervoer;Cabotagevervoer;Land van lossen;België of Luxemburg;2006;441
6841;Eigen vervoer;Cabotagevervoer;Land van lossen;België of Luxemburg;2007;279
6842;Eigen vervoer;Cabotagevervoer;Land van lossen;België of Luxemburg;2008;459
6843;Eigen vervoer;Cabotagevervoer;Land van lossen;België of Luxemburg;2009;267
6844;Eigen vervoer;Cabotagevervoer;Land van lossen;België of Luxemburg;2010;241
6845;Eigen vervoer;Cabotagevervoer;Land van lossen;België of Luxemburg;2011;124
6846;Eigen vervoer;Cabotagevervoer;Land van lossen;België of Luxemburg;2012;327
6847;Eigen vervoer;Cabotagevervoer;Land van lossen;België of Luxemburg;2013;581
6848;Eigen vervoer;Cabotagevervoer;Land van lossen;België of Luxemburg;2014;521
6849;Eigen vervoer;Cabotagevervoer;Land van lossen;België of Luxemburg;2015;434
6850;Eigen vervoer;Cabotagevervoer;Land van lossen;België of Luxemburg;2016;479
6851;Eigen vervoer;Cabotagevervoer;Land van lossen;België of Luxemburg;2017;317
6852;Eigen vervoer;Cabotagevervoer;Land van lossen;België of Luxemburg;2018;404
6853;Eigen vervoer;Cabotagevervoer;Land van lossen;België of Luxemburg;2019;586
6854;Eigen vervoer;Cabotagevervoer;Land van lossen;België of Luxemburg;2020;258
6855;Eigen vervoer;Cabotagevervoer;Land van lossen;België of Luxemburg;2021;543
6856;Eigen vervoer;Cabotagevervoer;Land van lossen;België of Luxemburg;2022;484
6857;Eigen vervoer;Cabotagevervoer;Land van lossen;België of Luxemburg;2023;565
6858;Eigen vervoer;Cabotagevervoer;Land van lossen;Frankrijk;1997;0
6859;Eigen vervoer;Cabotagevervoer;Land van lossen;Frankrijk;1998;14
6860;Eigen vervoer;Cabotagevervoer;Land van lossen;Frankrijk;1999;27
6861;Eigen vervoer;Cabotagevervoer;Land van lossen;Frankrijk;2000;17
6862;Eigen vervoer;Cabotagevervoer;Land van lossen;Frankrijk;2001;11
6863;Eigen vervoer;Cabotagevervoer;Land van lossen;Frankrijk;2002;32
6864;Eigen vervoer;Cabotagevervoer;Land van lossen;Frankrijk;2003;5
6865;Eigen vervoer;Cabotagevervoer;Land van lossen;Frankrijk;2004;102
6866;Eigen vervoer;Cabotagevervoer;Land van lossen;Frankrijk;2005;66
6867;Eigen vervoer;Cabotagevervoer;Land van lossen;Frankrijk;2006;90
6868;Eigen vervoer;Cabotagevervoer;Land van lossen;Frankrijk;2007;57
6869;Eigen vervoer;Cabotagevervoer;Land van lossen;Frankrijk;2008;206
6870;Eigen vervoer;Cabotagevervoer;Land van lossen;Frankrijk;2009;121
6871;Eigen vervoer;Cabotagevervoer;Land van lossen;Frankrijk;2010;27
6872;Eigen vervoer;Cabotagevervoer;Land van lossen;Frankrijk;2011;56
6873;Eigen vervoer;Cabotagevervoer;Land van lossen;Frankrijk;2012;34
6874;Eigen vervoer;Cabotagevervoer;Land van lossen;Frankrijk;2013;56
6875;Eigen vervoer;Cabotagevervoer;Land van lossen;Frankrijk;2014;11
6876;Eigen vervoer;Cabotagevervoer;Land van lossen;Frankrijk;2015;84
6877;Eigen vervoer;Cabotagevervoer;Land van lossen;Frankrijk;2016;10
6878;Eigen vervoer;Cabotagevervoer;Land van lossen;Frankrijk;2017;33
6879;Eigen vervoer;Cabotagevervoer;Land van lossen;Frankrijk;2018;37
6880;Eigen vervoer;Cabotagevervoer;Land van lossen;Frankrijk;2019;9
6881;Eigen vervoer;Cabotagevervoer;Land van lossen;Frankrijk;2020;9
6882;Eigen vervoer;Cabotagevervoer;Land van lossen;Frankrijk;2021;39
6883;Eigen vervoer;Cabotagevervoer;Land van lossen;Frankrijk;2022;71
6884;Eigen vervoer;Cabotagevervoer;Land van lossen;Frankrijk;2023;28
6885;Eigen vervoer;Cabotagevervoer;Land van lossen;Duitsland;1997;183
6886;Eigen vervoer;Cabotagevervoer;Land van lossen;Duitsland;1998;196
6887;Eigen vervoer;Cabotagevervoer;Land van lossen;Duitsland;1999;404
6888;Eigen vervoer;Cabotagevervoer;Land van lossen;Duitsland;2000;264
6889;Eigen vervoer;Cabotagevervoer;Land van lossen;Duitsland;2001;238
6890;Eigen vervoer;Cabotagevervoer;Land van lossen;Duitsland;2002;295
6891;Eigen vervoer;Cabotagevervoer;Land van lossen;Duitsland;2003;270
6892;Eigen vervoer;Cabotagevervoer;Land van lossen;Duitsland;2004;343
6893;Eigen vervoer;Cabotagevervoer;Land van lossen;Duitsland;2005;1074
6894;Eigen vervoer;Cabotagevervoer;Land van lossen;Duitsland;2006;1004
6895;Eigen vervoer;Cabotagevervoer;Land van lossen;Duitsland;2007;918
6896;Eigen vervoer;Cabotagevervoer;Land van lossen;Duitsland;2008;628
6897;Eigen vervoer;Cabotagevervoer;Land van lossen;Duitsland;2009;337
6898;Eigen vervoer;Cabotagevervoer;Land van lossen;Duitsland;2010;474
6899;Eigen vervoer;Cabotagevervoer;Land van lossen;Duitsland;2011;573
6900;Eigen vervoer;Cabotagevervoer;Land van lossen;Duitsland;2012;785
6901;Eigen vervoer;Cabotagevervoer;Land van lossen;Duitsland;2013;1148
6902;Eigen vervoer;Cabotagevervoer;Land van lossen;Duitsland;2014;809
6903;Eigen vervoer;Cabotagevervoer;Land van lossen;Duitsland;2015;461
6904;Eigen vervoer;Cabotagevervoer;Land van lossen;Duitsland;2016;852
6905;Eigen vervoer;Cabotagevervoer;Land van lossen;Duitsland;2017;721
6906;Eigen vervoer;Cabotagevervoer;Land van lossen;Duitsland;2018;904
6907;Eigen vervoer;Cabotagevervoer;Land van lossen;Duitsland;2019;812
6908;Eigen vervoer;Cabotagevervoer;Land van lossen;Duitsland;2020;637
6909;Eigen vervoer;Cabotagevervoer;Land van lossen;Duitsland;2021;1101
6910;Eigen vervoer;Cabotagevervoer;Land van lossen;Duitsland;2022;1221
6911;Eigen vervoer;Cabotagevervoer;Land van lossen;Duitsland;2023;2107
6912;Eigen vervoer;Cabotagevervoer;Land van lossen;Italië;1997;0
6913;Eigen vervoer;Cabotagevervoer;Land van lossen;Italië;1998;4
6914;Eigen vervoer;Cabotagevervoer;Land van lossen;Italië;1999;1
6915;Eigen vervoer;Cabotagevervoer;Land van lossen;Italië;2000;9
6916;Eigen vervoer;Cabotagevervoer;Land van lossen;Italië;2001;5
6917;Eigen vervoer;Cabotagevervoer;Land van lossen;Italië;2002;0
6918;Eigen vervoer;Cabotagevervoer;Land van lossen;Italië;2003;0
6919;Eigen vervoer;Cabotagevervoer;Land van lossen;Italië;2004;0
6920;Eigen vervoer;Cabotagevervoer;Land van lossen;Italië;2005;0
6921;Eigen vervoer;Cabotagevervoer;Land van lossen;Italië;2006;2
6922;Eigen vervoer;Cabotagevervoer;Land van lossen;Italië;2007;25
6923;Eigen vervoer;Cabotagevervoer;Land van lossen;Italië;2008;16
6924;Eigen vervoer;Cabotagevervoer;Land van lossen;Italië;2009;0
6925;Eigen vervoer;Cabotagevervoer;Land van lossen;Italië;2010;1
6926;Eigen vervoer;Cabotagevervoer;Land van lossen;Italië;2011;1
6927;Eigen vervoer;Cabotagevervoer;Land van lossen;Italië;2012;59
6928;Eigen vervoer;Cabotagevervoer;Land van lossen;Italië;2013;3
6929;Eigen vervoer;Cabotagevervoer;Land van lossen;Italië;2014;6
6930;Eigen vervoer;Cabotagevervoer;Land van lossen;Italië;2015;0
6931;Eigen vervoer;Cabotagevervoer;Land van lossen;Italië;2016;2
6932;Eigen vervoer;Cabotagevervoer;Land van lossen;Italië;2017;0
6933;Eigen vervoer;Cabotagevervoer;Land van lossen;Italië;2018;2
6934;Eigen vervoer;Cabotagevervoer;Land van lossen;Italië;2019;6
6935;Eigen vervoer;Cabotagevervoer;Land van lossen;Italië;2020;0
6936;Eigen vervoer;Cabotagevervoer;Land van lossen;Italië;2021;4
6937;Eigen vervoer;Cabotagevervoer;Land van lossen;Italië;2022;2
6938;Eigen vervoer;Cabotagevervoer;Land van lossen;Italië;2023;1
6939;Eigen vervoer;Cabotagevervoer;Land van lossen;Verenigd Koninkrijk;1997;4
6940;Eigen vervoer;Cabotagevervoer;Land van lossen;Verenigd Koninkrijk;1998;0
6941;Eigen vervoer;Cabotagevervoer;Land van lossen;Verenigd Koninkrijk;1999;15
6942;Eigen vervoer;Cabotagevervoer;Land van lossen;Verenigd Koninkrijk;2000;127
6943;Eigen vervoer;Cabotagevervoer;Land van lossen;Verenigd Koninkrijk;2001;10
6944;Eigen vervoer;Cabotagevervoer;Land van lossen;Verenigd Koninkrijk;2002;16
6945;Eigen vervoer;Cabotagevervoer;Land van lossen;Verenigd Koninkrijk;2003;28
6946;Eigen vervoer;Cabotagevervoer;Land van lossen;Verenigd Koninkrijk;2004;33
6947;Eigen vervoer;Cabotagevervoer;Land van lossen;Verenigd Koninkrijk;2005;85
6948;Eigen vervoer;Cabotagevervoer;Land van lossen;Verenigd Koninkrijk;2006;38
6949;Eigen vervoer;Cabotagevervoer;Land van lossen;Verenigd Koninkrijk;2007;85
6950;Eigen vervoer;Cabotagevervoer;Land van lossen;Verenigd Koninkrijk;2008;328
6951;Eigen vervoer;Cabotagevervoer;Land van lossen;Verenigd Koninkrijk;2009;56
6952;Eigen vervoer;Cabotagevervoer;Land van lossen;Verenigd Koninkrijk;2010;12
6953;Eigen vervoer;Cabotagevervoer;Land van lossen;Verenigd Koninkrijk;2011;52
6954;Eigen vervoer;Cabotagevervoer;Land van lossen;Verenigd Koninkrijk;2012;11
6955;Eigen vervoer;Cabotagevervoer;Land van lossen;Verenigd Koninkrijk;2013;6
6956;Eigen vervoer;Cabotagevervoer;Land van lossen;Verenigd Koninkrijk;2014;22
6957;Eigen vervoer;Cabotagevervoer;Land van lossen;Verenigd Koninkrijk;2015;18
6958;Eigen vervoer;Cabotagevervoer;Land van lossen;Verenigd Koninkrijk;2016;28
6959;Eigen vervoer;Cabotagevervoer;Land van lossen;Verenigd Koninkrijk;2017;5
6960;Eigen vervoer;Cabotagevervoer;Land van lossen;Verenigd Koninkrijk;2018;29
6961;Eigen vervoer;Cabotagevervoer;Land van lossen;Verenigd Koninkrijk;2019;12
6962;Eigen vervoer;Cabotagevervoer;Land van lossen;Verenigd Koninkrijk;2020;45
6963;Eigen vervoer;Cabotagevervoer;Land van lossen;Verenigd Koninkrijk;2021;40
6964;Eigen vervoer;Cabotagevervoer;Land van lossen;Verenigd Koninkrijk;2022;16
6965;Eigen vervoer;Cabotagevervoer;Land van lossen;Verenigd Koninkrijk;2023;15
6966;Eigen vervoer;Cabotagevervoer;Land van lossen;Denemarken;1997;0
6967;Eigen vervoer;Cabotagevervoer;Land van lossen;Denemarken;1998;3
6968;Eigen vervoer;Cabotagevervoer;Land van lossen;Denemarken;1999;0
6969;Eigen vervoer;Cabotagevervoer;Land van lossen;Denemarken;2000;0
6970;Eigen vervoer;Cabotagevervoer;Land van lossen;Denemarken;2001;0
6971;Eigen vervoer;Cabotagevervoer;Land van lossen;Denemarken;2002;0
6972;Eigen vervoer;Cabotagevervoer;Land van lossen;Denemarken;2003;0
6973;Eigen vervoer;Cabotagevervoer;Land van lossen;Denemarken;2004;0
6974;Eigen vervoer;Cabotagevervoer;Land van lossen;Denemarken;2005;1
6975;Eigen vervoer;Cabotagevervoer;Land van lossen;Denemarken;2006;0
6976;Eigen vervoer;Cabotagevervoer;Land van lossen;Denemarken;2007;0
6977;Eigen vervoer;Cabotagevervoer;Land van lossen;Denemarken;2008;1
6978;Eigen vervoer;Cabotagevervoer;Land van lossen;Denemarken;2009;0
6979;Eigen vervoer;Cabotagevervoer;Land van lossen;Denemarken;2010;0
6980;Eigen vervoer;Cabotagevervoer;Land van lossen;Denemarken;2011;0
6981;Eigen vervoer;Cabotagevervoer;Land van lossen;Denemarken;2012;0
6982;Eigen vervoer;Cabotagevervoer;Land van lossen;Denemarken;2013;0
6983;Eigen vervoer;Cabotagevervoer;Land van lossen;Denemarken;2014;0
6984;Eigen vervoer;Cabotagevervoer;Land van lossen;Denemarken;2015;0
6985;Eigen vervoer;Cabotagevervoer;Land van lossen;Denemarken;2016;0
6986;Eigen vervoer;Cabotagevervoer;Land van lossen;Denemarken;2017;0
6987;Eigen vervoer;Cabotagevervoer;Land van lossen;Denemarken;2018;0
6988;Eigen vervoer;Cabotagevervoer;Land van lossen;Denemarken;2019;0
6989;Eigen vervoer;Cabotagevervoer;Land van lossen;Denemarken;2020;4
6990;Eigen vervoer;Cabotagevervoer;Land van lossen;Denemarken;2021;0
6991;Eigen vervoer;Cabotagevervoer;Land van lossen;Denemarken;2022;0
6992;Eigen vervoer;Cabotagevervoer;Land van lossen;Denemarken;2023;0
6993;Eigen vervoer;Cabotagevervoer;Land van lossen;Spanje;1997;0
6994;Eigen vervoer;Cabotagevervoer;Land van lossen;Spanje;1998;0
6995;Eigen vervoer;Cabotagevervoer;Land van lossen;Spanje;1999;3
6996;Eigen vervoer;Cabotagevervoer;Land van lossen;Spanje;2000;0
6997;Eigen vervoer;Cabotagevervoer;Land van lossen;Spanje;2001;0
6998;Eigen vervoer;Cabotagevervoer;Land van lossen;Spanje;2002;0
6999;Eigen vervoer;Cabotagevervoer;Land van lossen;Spanje;2003;0
7000;Eigen vervoer;Cabotagevervoer;Land van lossen;Spanje;2004;0
7001;Eigen vervoer;Cabotagevervoer;Land van lossen;Spanje;2005;0
7002;Eigen vervoer;Cabotagevervoer;Land van lossen;Spanje;2006;0
7003;Eigen vervoer;Cabotagevervoer;Land van lossen;Spanje;2007;1
7004;Eigen vervoer;Cabotagevervoer;Land van lossen;Spanje;2008;2
7005;Eigen vervoer;Cabotagevervoer;Land van lossen;Spanje;2009;6
7006;Eigen vervoer;Cabotagevervoer;Land van lossen;Spanje;2010;0
7007;Eigen vervoer;Cabotagevervoer;Land van lossen;Spanje;2011;2
7008;Eigen vervoer;Cabotagevervoer;Land van lossen;Spanje;2012;7
7009;Eigen vervoer;Cabotagevervoer;Land van lossen;Spanje;2013;0
7010;Eigen vervoer;Cabotagevervoer;Land van lossen;Spanje;2014;12
7011;Eigen vervoer;Cabotagevervoer;Land van lossen;Spanje;2015;0
