ID;Onderwijskenmerk;Persoonskenmerken;Perioden;TotaalBevolking15Tot25Jaar_1;Beroepsbevolking_2;WerkzameBeroepsbevolking_3;WerklozeBeroepsbevolking_4;NietBeroepsbevolking_5;Werkloosheidspercentage_6;WilBetaaldWerkVan12UurOfMeer_7;KanOpKorteTermijnBeginnen_8;Afgelopen4WekenGezocht_9;Afgelopen4WekenNietGezocht_10;WelAfgelopen6MaandenGezocht_11;NietAfgelopen6MaandenGezocht_12;VanwegeWeinigResultaat_13;OverigeRedenen_14;KanNietOpKorteTermijnBeginnen_15;WilGeenBetaaldWerkVan12UurOfMeer_16;WilWerkVanMinderDan12UurPerWeek_17;ZorgVoorGezinOfHuishouden_18;OpleidingStudie_19;ZiekteArbeidsongeschiktheid_20;AndereRedenen_21;WilOfKanNietWerken_22;ZorgVoorGezinOfHuishouden_23;OpleidingStudie_24;ZiekteArbeidsongeschiktheid_25;AndereRedenen_26;WerknemersVasteArbeidsrelatie_27;WerknemersFlexibeleArbeidsrelatie_28;Zelfstandigen_29;PositieWerkkringOnbekend_30;Arbeidsduur4UurOfMinder_31;Arbeidsduur5Tot12Uur_32;Arbeidsduur12Tot20Uur_33;Arbeidsduur20Tot35Uur_34;Arbeidsduur35UurOfMeer_35;ArbeidsduurOnbekend_36
447;Niet onderwijsvolgenden 15 tot 25 jaar;15 jaar;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
448;Niet onderwijsvolgenden 15 tot 25 jaar;15 jaar;2005;2.0;;;;2.0;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;2.0
449;Niet onderwijsvolgenden 15 tot 25 jaar;15 jaar;2006;2.0;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
450;Niet onderwijsvolgenden 15 tot 25 jaar;16 jaar;2001;8.0;5.0;4.0;;4.0;;;;;;;;;;;3.0;2.0;;;;;2.0;;;;;2.0;3.0;;;;;;;3.0;2.0
451;Niet onderwijsvolgenden 15 tot 25 jaar;16 jaar;2002;11.0;6.0;4.0;;6.0;;3.0;2.0;;;;;;;;4.0;2.0;;2.0;;;2.0;;;;;2.0;4.0;;;;2.0;;;2.0;5.0
452;Niet onderwijsvolgenden 15 tot 25 jaar;16 jaar;2003;8.0;3.0;2.0;;5.0;;2.0;2.0;;;;;;;;4.0;;;;;;3.0;;2.0;;;;2.0;;;;;;;;5.0
453;Niet onderwijsvolgenden 15 tot 25 jaar;16 jaar;2004;6.0;2.0;2.0;;3.0;;2.0;2.0;;;;;;;;2.0;;;;;;2.0;;;;;;2.0;;;;;;;;3.0
454;Niet onderwijsvolgenden 15 tot 25 jaar;16 jaar;2005;8.0;3.0;2.0;;5.0;;3.0;3.0;;2.0;;;;;;3.0;;;;;;2.0;;2.0;;;;2.0;;;;;;;;5.0
455;Niet onderwijsvolgenden 15 tot 25 jaar;16 jaar;2006;10.0;3.0;3.0;;6.0;;;;;;;;;;;6.0;3.0;;3.0;;;3.0;;2.0;;;;4.0;;;;2.0;;;;4.0
456;Niet onderwijsvolgenden 15 tot 25 jaar;17 jaar;2001;22.0;16.0;13.0;2.0;7.0;13.9;4.0;4.0;2.0;;;;;;;4.0;;;;;;3.0;;2.0;;;9.0;5.0;;;;;;3.0;9.0;7.0
457;Niet onderwijsvolgenden 15 tot 25 jaar;17 jaar;2002;23.0;17.0;13.0;3.0;7.0;20.0;5.0;4.0;3.0;;;;;;;5.0;2.0;;;;;4.0;;2.0;;;9.0;6.0;;;;;;5.0;8.0;8.0
458;Niet onderwijsvolgenden 15 tot 25 jaar;17 jaar;2003;21.0;14.0;10.0;4.0;7.0;28.3;5.0;5.0;4.0;;;;;;;6.0;;;;;;4.0;;3.0;;;7.0;5.0;;;;2.0;;4.0;5.0;9.0
459;Niet onderwijsvolgenden 15 tot 25 jaar;17 jaar;2004;17.0;11.0;9.0;2.0;6.0;17.5;3.0;3.0;2.0;;;;;;;5.0;2.0;;2.0;;;3.0;;;;;7.0;5.0;;;;2.0;;3.0;5.0;5.0
460;Niet onderwijsvolgenden 15 tot 25 jaar;17 jaar;2005;16.0;9.0;6.0;3.0;6.0;30.1;5.0;4.0;3.0;2.0;;;;;;4.0;;;;;;3.0;;2.0;;;3.0;4.0;;;;;2.0;3.0;2.0;8.0
461;Niet onderwijsvolgenden 15 tot 25 jaar;17 jaar;2006;19.0;10.0;7.0;3.0;9.0;28.7;6.0;5.0;3.0;2.0;;2.0;;2.0;;6.0;3.0;;3.0;;;3.0;;2.0;;;5.0;5.0;;;;2.0;;2.0;3.0;8.0
462;Niet onderwijsvolgenden 15 tot 25 jaar;18 jaar;2001;42.0;35.0;29.0;5.0;7.0;14.8;6.0;6.0;5.0;;;;;;;6.0;;;;;;5.0;;;;2.0;20.0;11.0;;;;;;7.0;21.0;10.0
463;Niet onderwijsvolgenden 15 tot 25 jaar;18 jaar;2002;37.0;28.0;23.0;5.0;9.0;17.7;7.0;7.0;5.0;2.0;;;;;;7.0;2.0;;2.0;;;5.0;;2.0;;2.0;16.0;9.0;;;;2.0;;7.0;15.0;12.0
464;Niet onderwijsvolgenden 15 tot 25 jaar;18 jaar;2003;37.0;28.0;24.0;5.0;9.0;16.4;8.0;8.0;5.0;3.0;;2.0;;2.0;;5.0;;;;;;4.0;;2.0;;;16.0;10.0;;;;2.0;2.0;8.0;14.0;11.0
465;Niet onderwijsvolgenden 15 tot 25 jaar;18 jaar;2004;33.0;25.0;20.0;6.0;8.0;22.8;9.0;8.0;6.0;3.0;;2.0;;2.0;;4.0;;;;;;3.0;;;;;16.0;6.0;;;;2.0;;7.0;11.0;11.0
466;Niet onderwijsvolgenden 15 tot 25 jaar;18 jaar;2005;32.0;22.0;19.0;4.0;10.0;16.5;8.0;7.0;4.0;3.0;;2.0;;2.0;;6.0;2.0;;;;;4.0;;2.0;;;12.0;9.0;;;;2.0;2.0;6.0;11.0;11.0
467;Niet onderwijsvolgenden 15 tot 25 jaar;18 jaar;2006;33.0;23.0;18.0;5.0;9.0;22.0;8.0;7.0;5.0;2.0;;;;;;6.0;2.0;;2.0;;;4.0;;2.0;;;11.0;10.0;;;;2.0;2.0;6.0;10.0;12.0
468;Niet onderwijsvolgenden 15 tot 25 jaar;19 jaar;2001;52.0;43.0;39.0;5.0;9.0;10.5;7.0;6.0;5.0;;;;;;;7.0;;;;;;6.0;3.0;;;;31.0;9.0;;;;;;11.0;27.0;12.0
469;Niet onderwijsvolgenden 15 tot 25 jaar;19 jaar;2002;53.0;46.0;41.0;5.0;8.0;10.4;7.0;6.0;5.0;;;;;;;5.0;;;;;;5.0;;2.0;;;29.0;13.0;;;;;3.0;13.0;25.0;11.0
470;Niet onderwijsvolgenden 15 tot 25 jaar;19 jaar;2003;56.0;46.0;39.0;7.0;10.0;15.2;11.0;10.0;7.0;3.0;;2.0;;;;6.0;;;;;;5.0;;2.0;;2.0;28.0;13.0;;;;2.0;2.0;12.0;25.0;15.0
471;Niet onderwijsvolgenden 15 tot 25 jaar;19 jaar;2004;48.0;41.0;33.0;9.0;6.0;20.9;11.0;11.0;9.0;2.0;;;;;;4.0;;;;;;3.0;;;;;23.0;11.0;;;;;3.0;9.0;21.0;13.0
472;Niet onderwijsvolgenden 15 tot 25 jaar;19 jaar;2005;48.0;41.0;33.0;8.0;7.0;20.6;11.0;10.0;8.0;2.0;;;;;;5.0;2.0;;;;;3.0;;;;;23.0;13.0;;;;3.0;2.0;10.0;20.0;12.0
473;Niet onderwijsvolgenden 15 tot 25 jaar;19 jaar;2006;50.0;37.0;31.0;6.0;13.0;15.2;10.0;9.0;6.0;3.0;;2.0;;2.0;;9.0;3.0;;2.0;;;7.0;;3.0;;;20.0;14.0;;;;2.0;3.0;10.0;19.0;16.0
474;Niet onderwijsvolgenden 15 tot 25 jaar;20 jaar;2001;73.0;64.0;59.0;6.0;9.0;8.7;7.0;6.0;6.0;;;;;;;7.0;;;;;;5.0;2.0;;2.0;;47.0;13.0;;;;;;13.0;45.0;12.0
475;Niet onderwijsvolgenden 15 tot 25 jaar;20 jaar;2002;78.0;68.0;61.0;7.0;10.0;9.8;10.0;9.0;7.0;2.0;;;;;;7.0;;;;;;6.0;;2.0;2.0;2.0;51.0;12.0;;;;2.0;2.0;12.0;48.0;14.0
476;Niet onderwijsvolgenden 15 tot 25 jaar;20 jaar;2003;73.0;64.0;56.0;8.0;9.0;12.1;11.0;10.0;8.0;2.0;;;;;;6.0;;;;;;5.0;;;;2.0;42.0;16.0;2.0;;;2.0;2.0;17.0;38.0;15.0
477;Niet onderwijsvolgenden 15 tot 25 jaar;20 jaar;2004;66.0;57.0;50.0;7.0;8.0;13.0;11.0;10.0;7.0;3.0;2.0;;;;;4.0;;;;;;3.0;;;2.0;;37.0;14.0;2.0;;;2.0;2.0;13.0;35.0;13.0
478;Niet onderwijsvolgenden 15 tot 25 jaar;20 jaar;2005;61.0;52.0;44.0;9.0;9.0;16.8;13.0;12.0;9.0;3.0;;2.0;;;;4.0;2.0;;;;;3.0;;;;;29.0;17.0;;;;3.0;2.0;15.0;27.0;15.0
479;Niet onderwijsvolgenden 15 tot 25 jaar;20 jaar;2006;65.0;53.0;47.0;6.0;12.0;11.2;10.0;10.0;6.0;4.0;;2.0;;2.0;;7.0;3.0;;;;;4.0;;2.0;;;35.0;15.0;;;;3.0;2.0;14.0;31.0;13.0
480;Niet onderwijsvolgenden 15 tot 25 jaar;21 jaar;2001;88.0;76.0;72.0;4.0;13.0;5.0;7.0;5.0;4.0;;;;;;2.0;10.0;;;;;;8.0;4.0;2.0;2.0;;59.0;14.0;;;;2.0;3.0;13.0;56.0;14.0
481;Niet onderwijsvolgenden 15 tot 25 jaar;21 jaar;2002;92.0;82.0;78.0;4.0;10.0;4.3;6.0;5.0;4.0;2.0;;;;;;7.0;;;;;;6.0;3.0;;;2.0;64.0;14.0;2.0;;;;3.0;18.0;57.0;12.0
482;Niet onderwijsvolgenden 15 tot 25 jaar;21 jaar;2003;90.0;78.0;70.0;8.0;12.0;10.1;14.0;12.0;8.0;4.0;2.0;2.0;;;2.0;6.0;;;;;;6.0;2.0;;;2.0;56.0;15.0;;;;2.0;2.0;19.0;49.0;18.0
483;Niet onderwijsvolgenden 15 tot 25 jaar;21 jaar;2004;85.0;76.0;67.0;9.0;10.0;11.3;13.0;11.0;9.0;3.0;2.0;;;;2.0;5.0;;;;;;4.0;2.0;;;;54.0;13.0;;;;;3.0;20.0;45.0;17.0
484;Niet onderwijsvolgenden 15 tot 25 jaar;21 jaar;2005;81.0;70.0;61.0;9.0;10.0;12.7;14.0;12.0;9.0;3.0;;2.0;;2.0;2.0;5.0;;;;;;4.0;;;2.0;;50.0;13.0;2.0;;;3.0;3.0;16.0;42.0;16.0
485;Niet onderwijsvolgenden 15 tot 25 jaar;21 jaar;2006;78.0;66.0;61.0;5.0;12.0;6.9;8.0;7.0;5.0;2.0;;;;;2.0;8.0;;;;;;7.0;2.0;2.0;2.0;;47.0;15.0;2.0;;;2.0;2.0;14.0;45.0;13.0
486;Niet onderwijsvolgenden 15 tot 25 jaar;22 jaar;2001;105.0;93.0;89.0;4.0;12.0;3.8;7.0;6.0;4.0;2.0;;;;;;8.0;2.0;;;;;7.0;2.0;;2.0;;75.0;14.0;3.0;;;;2.0;18.0;70.0;13.0
487;Niet onderwijsvolgenden 15 tot 25 jaar;22 jaar;2002;107.0;99.0;93.0;5.0;9.0;5.4;9.0;6.0;5.0;;;;;;2.0;6.0;;;;;;4.0;2.0;;;;81.0;12.0;3.0;;;2.0;;18.0;74.0;11.0
488;Niet onderwijsvolgenden 15 tot 25 jaar;22 jaar;2003;112.0;100.0;91.0;8.0;12.0;8.4;13.0;11.0;8.0;2.0;;;;;2.0;8.0;;;;;;7.0;2.0;;2.0;2.0;78.0;14.0;2.0;;;2.0;;20.0;71.0;18.0
489;Niet onderwijsvolgenden 15 tot 25 jaar;22 jaar;2004;107.0;97.0;86.0;12.0;10.0;12.2;17.0;14.0;12.0;2.0;;;;;2.0;5.0;;;;;;5.0;2.0;;2.0;;69.0;15.0;5.0;;;2.0;2.0;20.0;63.0;19.0
490;Niet onderwijsvolgenden 15 tot 25 jaar;22 jaar;2005;99.0;89.0;79.0;9.0;10.0;10.4;14.0;12.0;9.0;3.0;2.0;2.0;;;2.0;5.0;;;;;;5.0;2.0;;;;64.0;15.0;3.0;;;;3.0;21.0;55.0;17.0
491;Niet onderwijsvolgenden 15 tot 25 jaar;22 jaar;2006;96.0;86.0;79.0;7.0;10.0;8.0;11.0;9.0;7.0;2.0;;2.0;;;2.0;5.0;;;;;;5.0;2.0;;;2.0;61.0;18.0;3.0;;;2.0;5.0;18.0;57.0;14.0
492;Niet onderwijsvolgenden 15 tot 25 jaar;23 jaar;2001;124.0;111.0;106.0;5.0;13.0;4.4;10.0;8.0;5.0;3.0;;2.0;;;3.0;8.0;2.0;2.0;;;;6.0;5.0;;;;92.0;12.0;3.0;;;;3.0;22.0;82.0;17.0
493;Niet onderwijsvolgenden 15 tot 25 jaar;23 jaar;2002;119.0;109.0;104.0;5.0;10.0;4.8;8.0;7.0;5.0;2.0;;;;;;7.0;;;;;;6.0;3.0;;;;85.0;16.0;4.0;;;;3.0;24.0;77.0;14.0
494;Niet onderwijsvolgenden 15 tot 25 jaar;23 jaar;2003;124.0;110.0;104.0;6.0;14.0;5.8;11.0;8.0;6.0;2.0;;;;;3.0;9.0;;;;;;8.0;3.0;;2.0;3.0;89.0;15.0;3.0;;;2.0;2.0;24.0;79.0;18.0
495;Niet onderwijsvolgenden 15 tot 25 jaar;23 jaar;2004;123.0;110.0;98.0;12.0;12.0;11.2;19.0;17.0;12.0;4.0;;3.0;;2.0;2.0;6.0;;;;;;4.0;3.0;;;;83.0;14.0;5.0;;;3.0;2.0;21.0;75.0;22.0
496;Niet onderwijsvolgenden 15 tot 25 jaar;23 jaar;2005;119.0;109.0;98.0;11.0;10.0;10.4;15.0;13.0;11.0;2.0;;;;;2.0;6.0;;;;;;6.0;;;;2.0;81.0;14.0;4.0;;;;2.0;23.0;72.0;20.0
497;Niet onderwijsvolgenden 15 tot 25 jaar;23 jaar;2006;115.0;104.0;96.0;8.0;11.0;7.4;13.0;11.0;8.0;3.0;2.0;;;;2.0;6.0;2.0;;;;;5.0;;;;;73.0;20.0;6.0;;;3.0;3.0;19.0;74.0;15.0
498;Niet onderwijsvolgenden 15 tot 25 jaar;24 jaar;2001;146.0;128.0;123.0;5.0;18.0;3.7;10.0;6.0;5.0;;;;;;4.0;12.0;2.0;2.0;;;;10.0;5.0;;3.0;2.0;107.0;13.0;6.0;;;2.0;2.0;21.0;101.0;21.0
499;Niet onderwijsvolgenden 15 tot 25 jaar;24 jaar;2002;135.0;118.0;113.0;5.0;17.0;4.6;12.0;8.0;5.0;3.0;;2.0;;;4.0;11.0;;;;;;9.0;5.0;;3.0;;99.0;12.0;4.0;;;2.0;3.0;24.0;87.0;20.0
500;Niet onderwijsvolgenden 15 tot 25 jaar;24 jaar;2003;138.0;123.0;114.0;9.0;15.0;7.4;13.0;11.0;9.0;2.0;;;;;2.0;11.0;2.0;;;;;9.0;3.0;2.0;2.0;2.0;99.0;12.0;5.0;;;2.0;2.0;24.0;87.0;22.0
501;Niet onderwijsvolgenden 15 tot 25 jaar;24 jaar;2004;133.0;121.0;110.0;11.0;13.0;8.8;16.0;14.0;11.0;3.0;;2.0;;;2.0;7.0;;;;;;6.0;3.0;;;2.0;97.0;14.0;4.0;;;3.0;3.0;25.0;82.0;19.0
502;Niet onderwijsvolgenden 15 tot 25 jaar;24 jaar;2005;130.0;116.0;107.0;8.0;15.0;7.0;15.0;11.0;8.0;3.0;2.0;;;;4.0;8.0;2.0;;;;;6.0;3.0;;2.0;;92.0;13.0;5.0;;;2.0;6.0;19.0;83.0;20.0
503;Niet onderwijsvolgenden 15 tot 25 jaar;24 jaar;2006;132.0;117.0;111.0;5.0;15.0;4.6;12.0;9.0;5.0;4.0;;3.0;;2.0;3.0;8.0;;;;;;7.0;3.0;;2.0;2.0;92.0;16.0;7.0;;;2.0;4.0;27.0;81.0;17.0
504;Niet onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: laag;2001;276.0;212.0;190.0;22.0;63.0;10.4;37.0;29.0;22.0;7.0;3.0;4.0;;3.0;8.0;48.0;8.0;3.0;3.0;;2.0;40.0;17.0;8.0;8.0;7.0;150.0;44.0;5.0;;;7.0;5.0;38.0;147.0;77.0
505;Niet onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: laag;2002;268.0;210.0;187.0;23.0;58.0;10.9;41.0;34.0;23.0;11.0;4.0;7.0;2.0;5.0;7.0;40.0;8.0;2.0;4.0;;2.0;32.0;11.0;6.0;9.0;7.0;151.0;42.0;4.0;;3.0;7.0;8.0;38.0;141.0;71.0
506;Niet onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: laag;2003;267.0;205.0;176.0;29.0;62.0;14.3;49.0;43.0;29.0;14.0;6.0;8.0;3.0;5.0;6.0;42.0;7.0;2.0;2.0;;2.0;36.0;9.0;8.0;8.0;10.0;137.0;42.0;5.0;;2.0;7.0;6.0;47.0;123.0;82.0
507;Niet onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: laag;2004;244.0;198.0;163.0;35.0;46.0;17.5;56.0;48.0;35.0;14.0;6.0;8.0;2.0;6.0;8.0;25.0;5.0;;2.0;;2.0;19.0;6.0;3.0;7.0;2.0;128.0;39.0;8.0;;3.0;9.0;7.0;39.0;117.0;69.0
508;Niet onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: laag;2005;234.0;181.0;147.0;34.0;53.0;19.0;55.0;49.0;34.0;14.0;5.0;9.0;3.0;7.0;6.0;32.0;6.0;;3.0;;;26.0;5.0;7.0;9.0;4.0;111.0;40.0;3.0;;2.0;5.0;9.0;35.0;103.0;80.0
509;Niet onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: laag;2006;230.0;173.0;148.0;25.0;57.0;14.5;46.0;38.0;25.0;12.0;4.0;8.0;2.0;6.0;8.0;36.0;10.0;;6.0;;2.0;27.0;6.0;7.0;8.0;6.0;103.0;49.0;9.0;;4.0;9.0;11.0;35.0;103.0;69.0
510;Niet onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: middelbaar;2001;318.0;293.0;284.0;10.0;25.0;3.2;17.0;13.0;10.0;4.0;2.0;2.0;;2.0;4.0;17.0;5.0;2.0;2.0;;;12.0;4.0;2.0;3.0;3.0;241.0;40.0;9.0;;;5.0;7.0;58.0;219.0;29.0
511;Niet onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: middelbaar;2002;322.0;296.0;282.0;14.0;26.0;4.7;20.0;17.0;14.0;3.0;2.0;2.0;;;3.0;19.0;4.0;;3.0;;;15.0;4.0;4.0;2.0;5.0;236.0;44.0;10.0;;2.0;6.0;8.0;66.0;208.0;31.0
512;Niet onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: middelbaar;2003;312.0;285.0;266.0;19.0;27.0;6.6;29.0;24.0;19.0;5.0;2.0;3.0;;2.0;5.0;17.0;4.0;;2.0;;;13.0;3.0;4.0;2.0;3.0;221.0;48.0;7.0;;2.0;7.0;7.0;63.0;196.0;36.0
513;Niet onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: middelbaar;2004;287.0;264.0;239.0;25.0;24.0;9.4;34.0;31.0;25.0;7.0;3.0;4.0;;2.0;3.0;14.0;4.0;;2.0;;;10.0;4.0;2.0;;3.0;200.0;41.0;8.0;;2.0;8.0;8.0;60.0;170.0;39.0
514;Niet onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: middelbaar;2005;281.0;255.0;233.0;22.0;26.0;8.7;34.0;29.0;22.0;7.0;3.0;4.0;;4.0;5.0;14.0;5.0;;3.0;;;9.0;3.0;2.0;;3.0;191.0;44.0;9.0;;3.0;9.0;11.0;62.0;160.0;37.0
515;Niet onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: middelbaar;2006;287.0;251.0;236.0;15.0;36.0;5.9;27.0;23.0;15.0;8.0;3.0;5.0;;5.0;4.0;24.0;9.0;;7.0;;;15.0;3.0;7.0;2.0;3.0;186.0;55.0;11.0;;4.0;12.0;10.0;60.0;166.0;35.0
516;Niet onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: hoog;2001;65.0;63.0;59.0;3.0;3.0;4.8;5.0;4.0;3.0;;;;;;2.0;;;;;;;;;;;;50.0;9.0;;;;;;12.0;46.0;5.0
517;Niet onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: hoog;2002;64.0;63.0;59.0;4.0;2.0;6.0;5.0;4.0;4.0;;;;;;;;;;;;;;;;;;48.0;11.0;;;;;2.0;16.0;40.0;4.0
518;Niet onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: hoog;2003;81.0;75.0;67.0;8.0;6.0;10.7;10.0;9.0;8.0;;;;;;;4.0;;;;;;4.0;;2.0;;;58.0;10.0;;;;;;18.0;49.0;12.0
519;Niet onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: hoog;2004;83.0;79.0;70.0;9.0;5.0;11.0;11.0;10.0;9.0;2.0;;;;;;2.0;;;;;;2.0;;;;;58.0;13.0;2.0;;;2.0;2.0;18.0;50.0;11.0
520;Niet onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: hoog;2005;78.0;74.0;69.0;5.0;4.0;7.4;7.0;6.0;5.0;;;;;;;2.0;;;;;;;;;;;52.0;16.0;3.0;;;2.0;3.0;16.0;50.0;6.0
521;Niet onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: hoog;2006;76.0;72.0;67.0;4.0;4.0;6.0;6.0;5.0;4.0;;;;;;;3.0;;;;;;;;;;;54.0;14.0;2.0;;;2.0;3.0;15.0;50.0;6.0
522;Niet onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: onbekend;2001;4.0;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;
523;Niet onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: onbekend;2002;3.0;3.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;2.0;
524;Niet onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: onbekend;2003;3.0;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
525;Niet onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: onbekend;2004;5.0;3.0;3.0;;2.0;;;;;;;;;;;2.0;;;;;;2.0;;;;;2.0;;;;;;;;2.0;2.0
526;Niet onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: onbekend;2005;3.0;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0
527;Niet onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: onbekend;2006;5.0;3.0;2.0;;2.0;;;;;;;;;;;2.0;;;;;;2.0;;;;;2.0;;;;;;;;2.0;3.0
528;Niet onderwijsvolgenden 15 tot 25 jaar;Autochtonen;2001;521.0;468.0;445.0;22.0;53.0;4.8;37.0;29.0;22.0;7.0;2.0;4.0;;4.0;8.0;39.0;10.0;5.0;4.0;;2.0;28.0;10.0;5.0;8.0;5.0;381.0;63.0;13.0;;2.0;10.0;11.0;90.0;345.0;64.0
529;Niet onderwijsvolgenden 15 tot 25 jaar;Autochtonen;2002;512.0;469.0;439.0;29.0;44.0;6.3;44.0;37.0;29.0;8.0;3.0;5.0;;3.0;7.0;29.0;8.0;2.0;4.0;;;21.0;4.0;5.0;7.0;5.0;368.0;75.0;12.0;;5.0;11.0;13.0;101.0;326.0;57.0
530;Niet onderwijsvolgenden 15 tot 25 jaar;Autochtonen;2003;514.0;465.0;426.0;39.0;49.0;8.3;54.0;49.0;39.0;11.0;5.0;6.0;;5.0;5.0;33.0;8.0;2.0;3.0;;2.0;25.0;6.0;7.0;7.0;5.0;360.0;71.0;11.0;;4.0;11.0;12.0;107.0;307.0;72.0
531;Niet onderwijsvolgenden 15 tot 25 jaar;Autochtonen;2004;489.0;443.0;394.0;48.0;47.0;10.9;68.0;61.0;48.0;13.0;6.0;7.0;2.0;5.0;7.0;27.0;8.0;;4.0;;2.0;19.0;6.0;4.0;7.0;3.0;328.0;72.0;14.0;;5.0;15.0;13.0;96.0;285.0;75.0
532;Niet onderwijsvolgenden 15 tot 25 jaar;Autochtonen;2005;466.0;415.0;373.0;42.0;51.0;10.1;65.0;57.0;42.0;15.0;6.0;9.0;2.0;7.0;8.0;29.0;9.0;;4.0;;2.0;20.0;4.0;5.0;7.0;3.0;299.0;79.0;13.0;;5.0;13.0;17.0;93.0;262.0;76.0
533;Niet onderwijsvolgenden 15 tot 25 jaar;Autochtonen;2006;474.0;410.0;379.0;31.0;63.0;7.6;54.0;44.0;31.0;13.0;4.0;9.0;;8.0;9.0;41.0;16.0;;11.0;;2.0;25.0;4.0;7.0;7.0;6.0;298.0;90.0;17.0;;7.0;19.0;18.0;92.0;270.0;68.0
534;Niet onderwijsvolgenden 15 tot 25 jaar;Allochtonen;2001;142.0;103.0;90.0;12.0;39.0;12.1;23.0;17.0;12.0;5.0;2.0;2.0;;2.0;6.0;28.0;4.0;;;;2.0;24.0;11.0;5.0;3.0;5.0;61.0;32.0;2.0;;;3.0;3.0;20.0;68.0;47.0
535;Niet onderwijsvolgenden 15 tot 25 jaar;Allochtonen;2002;144.0;102.0;91.0;11.0;42.0;11.0;21.0;18.0;11.0;6.0;3.0;4.0;;3.0;4.0;32.0;4.0;;3.0;;;27.0;11.0;6.0;4.0;7.0;70.0;23.0;3.0;;;3.0;5.0;20.0;66.0;49.0
536;Niet onderwijsvolgenden 15 tot 25 jaar;Allochtonen;2003;149.0;102.0;85.0;18.0;46.0;17.3;33.0;27.0;18.0;10.0;4.0;6.0;3.0;3.0;6.0;31.0;3.0;;;;;27.0;7.0;7.0;3.0;10.0;57.0;30.0;2.0;;;4.0;3.0;21.0;61.0;59.0
537;Niet onderwijsvolgenden 15 tot 25 jaar;Allochtonen;2004;130.0;100.0;80.0;20.0;30.0;20.0;34.0;30.0;20.0;10.0;4.0;6.0;2.0;4.0;4.0;16.0;2.0;;;;;14.0;5.0;2.0;3.0;4.0;59.0;21.0;3.0;;;3.0;5.0;21.0;54.0;46.0
538;Niet onderwijsvolgenden 15 tot 25 jaar;Allochtonen;2005;129.0;97.0;76.0;20.0;33.0;21.1;33.0;28.0;20.0;7.0;3.0;4.0;;3.0;5.0;20.0;4.0;;2.0;;;17.0;5.0;4.0;3.0;5.0;56.0;22.0;3.0;;;3.0;6.0;19.0;51.0;49.0
539;Niet onderwijsvolgenden 15 tot 25 jaar;Allochtonen;2006;124.0;88.0;74.0;13.0;36.0;15.3;26.0;22.0;13.0;9.0;3.0;5.0;;4.0;4.0;24.0;4.0;;3.0;;;20.0;5.0;7.0;3.0;4.0;47.0;28.0;5.0;;;4.0;6.0;18.0;50.0;45.0
540;Niet onderwijsvolgenden 15 tot 25 jaar;Westerse allochtonen;2001;48.0;40.0;36.0;4.0;8.0;8.9;7.0;5.0;4.0;;;;;;2.0;5.0;;;;;;4.0;;;;;26.0;11.0;;;;2.0;;7.0;28.0;10.0
541;Niet onderwijsvolgenden 15 tot 25 jaar;Westerse allochtonen;2002;55.0;43.0;40.0;3.0;11.0;6.9;7.0;6.0;3.0;3.0;;2.0;;;;8.0;;;;;;6.0;2.0;;2.0;2.0;32.0;9.0;;;;2.0;3.0;8.0;29.0;12.0
