ID;Onderwijskenmerk;Persoonskenmerken;Perioden;TotaalBevolking15Tot25Jaar_1;Beroepsbevolking_2;WerkzameBeroepsbevolking_3;WerklozeBeroepsbevolking_4;NietBeroepsbevolking_5;Werkloosheidspercentage_6;WilBetaaldWerkVan12UurOfMeer_7;KanOpKorteTermijnBeginnen_8;Afgelopen4WekenGezocht_9;Afgelopen4WekenNietGezocht_10;WelAfgelopen6MaandenGezocht_11;NietAfgelopen6MaandenGezocht_12;VanwegeWeinigResultaat_13;OverigeRedenen_14;KanNietOpKorteTermijnBeginnen_15;WilGeenBetaaldWerkVan12UurOfMeer_16;WilWerkVanMinderDan12UurPerWeek_17;ZorgVoorGezinOfHuishouden_18;OpleidingStudie_19;ZiekteArbeidsongeschiktheid_20;AndereRedenen_21;WilOfKanNietWerken_22;ZorgVoorGezinOfHuishouden_23;OpleidingStudie_24;ZiekteArbeidsongeschiktheid_25;AndereRedenen_26;WerknemersVasteArbeidsrelatie_27;WerknemersFlexibeleArbeidsrelatie_28;Zelfstandigen_29;PositieWerkkringOnbekend_30;Arbeidsduur4UurOfMinder_31;Arbeidsduur5Tot12Uur_32;Arbeidsduur12Tot20Uur_33;Arbeidsduur20Tot35Uur_34;Arbeidsduur35UurOfMeer_35;ArbeidsduurOnbekend_36
82;Totaal 15 tot 25 jarigen;20 jaar;2005;191.0;96.0;81.0;15.0;96.0;15.3;27.0;24.0;15.0;9.0;3.0;6.0;;5.0;3.0;83.0;51.0;;49.0;;2.0;32.0;;27.0;;2.0;69.0;55.0;4.0;;10.0;37.0;13.0;29.0;39.0;63.0
83;Totaal 15 tot 25 jarigen;20 jaar;2006;195.0;99.0;88.0;11.0;96.0;11.0;25.0;20.0;11.0;10.0;3.0;6.0;;5.0;5.0;82.0;49.0;;46.0;;2.0;33.0;;30.0;;2.0;78.0;55.0;4.0;;13.0;36.0;17.0;26.0;45.0;58.0
84;Totaal 15 tot 25 jarigen;21 jaar;2001;192.0;121.0;113.0;8.0;71.0;6.2;14.0;11.0;8.0;3.0;;2.0;;2.0;3.0;65.0;33.0;;31.0;;;32.0;4.0;25.0;2.0;2.0;96.0;44.0;4.0;;7.0;25.0;15.0;26.0;72.0;47.0
85;Totaal 15 tot 25 jarigen;21 jaar;2002;194.0;125.0;117.0;8.0;69.0;6.7;15.0;12.0;8.0;4.0;;2.0;;2.0;3.0;63.0;35.0;;34.0;;;28.0;3.0;21.0;;3.0;105.0;44.0;3.0;;7.0;28.0;19.0;29.0;69.0;42.0
86;Totaal 15 tot 25 jarigen;21 jaar;2003;191.0;114.0;102.0;12.0;77.0;10.7;24.0;20.0;12.0;8.0;3.0;5.0;;4.0;4.0;65.0;39.0;;37.0;;2.0;26.0;2.0;20.0;;3.0;94.0;43.0;3.0;;8.0;31.0;13.0;26.0;62.0;51.0
87;Totaal 15 tot 25 jarigen;21 jaar;2004;187.0;114.0;100.0;14.0;73.0;12.3;27.0;22.0;14.0;8.0;3.0;4.0;;3.0;5.0;61.0;34.0;;31.0;;2.0;27.0;2.0;23.0;2.0;;89.0;44.0;3.0;;11.0;25.0;13.0;28.0;59.0;52.0
88;Totaal 15 tot 25 jarigen;21 jaar;2005;189.0;107.0;93.0;14.0;81.0;13.2;29.0;24.0;14.0;10.0;4.0;6.0;;5.0;5.0;66.0;40.0;;37.0;;2.0;26.0;;21.0;2.0;2.0;85.0;47.0;3.0;;9.0;33.0;13.0;25.0;55.0;54.0
89;Totaal 15 tot 25 jarigen;21 jaar;2006;193.0;112.0;103.0;9.0;81.0;7.7;19.0;14.0;9.0;5.0;3.0;3.0;;2.0;5.0;71.0;40.0;;38.0;;;31.0;2.0;26.0;2.0;2.0;84.0;55.0;5.0;;10.0;31.0;17.0;27.0;59.0;49.0
90;Totaal 15 tot 25 jarigen;22 jaar;2001;191.0;130.0;124.0;6.0;61.0;4.4;14.0;10.0;6.0;4.0;2.0;2.0;;2.0;4.0;53.0;28.0;2.0;25.0;;;25.0;3.0;18.0;3.0;;106.0;40.0;5.0;;5.0;22.0;12.0;27.0;86.0;39.0
91;Totaal 15 tot 25 jarigen;22 jaar;2002;194.0;135.0;126.0;9.0;59.0;6.4;16.0;12.0;9.0;4.0;;3.0;;2.0;4.0;52.0;27.0;;25.0;;;25.0;3.0;19.0;2.0;2.0;112.0;38.0;4.0;;5.0;23.0;10.0;27.0;89.0;40.0
92;Totaal 15 tot 25 jarigen;22 jaar;2003;196.0;135.0;123.0;12.0;61.0;9.0;22.0;18.0;12.0;6.0;;4.0;;4.0;4.0;51.0;28.0;;26.0;;;23.0;2.0;17.0;2.0;2.0;112.0;36.0;4.0;;7.0;21.0;11.0;29.0;83.0;44.0
93;Totaal 15 tot 25 jarigen;22 jaar;2004;192.0;132.0;116.0;16.0;61.0;12.0;28.0;23.0;16.0;7.0;3.0;5.0;;3.0;4.0;49.0;24.0;;23.0;;;25.0;2.0;20.0;2.0;;98.0;38.0;6.0;;6.0;20.0;12.0;27.0;76.0;50.0
94;Totaal 15 tot 25 jarigen;22 jaar;2005;188.0;130.0;117.0;14.0;58.0;10.6;26.0;22.0;14.0;8.0;3.0;5.0;2.0;4.0;5.0;46.0;25.0;;24.0;;;20.0;2.0;16.0;2.0;;99.0;38.0;6.0;;6.0;20.0;15.0;33.0;68.0;46.0
95;Totaal 15 tot 25 jarigen;22 jaar;2006;190.0;124.0;114.0;10.0;65.0;8.0;21.0;17.0;10.0;7.0;2.0;5.0;;4.0;4.0;54.0;29.0;;28.0;;;25.0;2.0;20.0;;2.0;95.0;46.0;5.0;;9.0;23.0;15.0;29.0;70.0;44.0
96;Totaal 15 tot 25 jarigen;23 jaar;2001;192.0;142.0;134.0;8.0;50.0;5.4;17.0;13.0;8.0;5.0;2.0;3.0;;2.0;4.0;40.0;18.0;2.0;16.0;;;22.0;5.0;16.0;;;117.0;29.0;4.0;;2.0;14.0;10.0;29.0;96.0;41.0
97;Totaal 15 tot 25 jarigen;23 jaar;2002;193.0;143.0;133.0;10.0;50.0;6.7;16.0;13.0;10.0;4.0;2.0;2.0;;2.0;2.0;44.0;22.0;;20.0;;;22.0;3.0;16.0;;2.0;112.0;36.0;7.0;;7.0;16.0;12.0;32.0;89.0;38.0
98;Totaal 15 tot 25 jarigen;23 jaar;2003;196.0;141.0;132.0;9.0;55.0;6.3;19.0;14.0;9.0;5.0;2.0;3.0;;3.0;5.0;44.0;24.0;;23.0;;;20.0;3.0;13.0;2.0;3.0;121.0;31.0;6.0;;5.0;20.0;9.0;33.0;91.0;38.0
99;Totaal 15 tot 25 jarigen;23 jaar;2004;198.0;145.0;130.0;15.0;53.0;10.4;28.0;23.0;15.0;8.0;3.0;4.0;;3.0;6.0;39.0;18.0;;17.0;;;21.0;3.0;16.0;;;114.0;32.0;6.0;;6.0;17.0;12.0;32.0;86.0;45.0
100;Totaal 15 tot 25 jarigen;23 jaar;2005;193.0;141.0;126.0;15.0;52.0;10.5;26.0;20.0;15.0;5.0;2.0;3.0;;2.0;6.0;41.0;19.0;;18.0;;;22.0;;16.0;;3.0;108.0;34.0;5.0;;5.0;15.0;10.0;32.0;84.0;47.0
101;Totaal 15 tot 25 jarigen;23 jaar;2006;189.0;137.0;124.0;13.0;52.0;9.4;23.0;19.0;13.0;6.0;3.0;3.0;;3.0;4.0;42.0;22.0;;21.0;;;20.0;;15.0;2.0;2.0;101.0;40.0;9.0;;4.0;21.0;10.0;26.0;88.0;40.0
102;Totaal 15 tot 25 jarigen;24 jaar;2001;193.0;155.0;148.0;6.0;39.0;4.0;13.0;8.0;6.0;2.0;;;;;5.0;32.0;10.0;2.0;7.0;;;22.0;5.0;11.0;3.0;3.0;127.0;24.0;7.0;;2.0;7.0;9.0;27.0;113.0;36.0
103;Totaal 15 tot 25 jarigen;24 jaar;2002;194.0;152.0;145.0;7.0;42.0;4.5;15.0;11.0;7.0;4.0;;3.0;;2.0;5.0;34.0;15.0;;13.0;;;19.0;5.0;10.0;3.0;;131.0;25.0;5.0;;2.0;14.0;9.0;33.0;102.0;33.0
104;Totaal 15 tot 25 jarigen;24 jaar;2003;195.0;155.0;143.0;11.0;40.0;7.4;20.0;16.0;11.0;5.0;2.0;3.0;;2.0;4.0;31.0;12.0;;10.0;;;19.0;4.0;10.0;2.0;3.0;123.0;29.0;6.0;;3.0;11.0;9.0;34.0;100.0;38.0
105;Totaal 15 tot 25 jarigen;24 jaar;2004;197.0;153.0;138.0;14.0;44.0;9.2;27.0;21.0;14.0;7.0;2.0;5.0;;3.0;5.0;32.0;14.0;;13.0;;;17.0;3.0;11.0;2.0;2.0;123.0;27.0;6.0;;3.0;15.0;8.0;33.0;98.0;41.0
106;Totaal 15 tot 25 jarigen;24 jaar;2005;198.0;152.0;141.0;11.0;46.0;7.4;23.0;17.0;11.0;6.0;3.0;3.0;;3.0;6.0;34.0;16.0;;14.0;;;18.0;3.0;11.0;3.0;;121.0;31.0;6.0;;3.0;15.0;15.0;27.0;99.0;40.0
107;Totaal 15 tot 25 jarigen;24 jaar;2006;194.0;150.0;141.0;9.0;44.0;5.8;20.0;15.0;9.0;6.0;;5.0;;4.0;5.0;33.0;12.0;;11.0;;;21.0;3.0;13.0;2.0;2.0;114.0;31.0;10.0;;4.0;9.0;10.0;36.0;95.0;39.0
108;Totaal 15 tot 25 jarigen;Onderwijsniveau: laag;2001;1013.0;388.0;350.0;38.0;625.0;9.9;82.0;59.0;38.0;21.0;7.0;14.0;2.0;12.0;23.0;581.0;309.0;4.0;293.0;;11.0;272.0;18.0;229.0;9.0;15.0;351.0;229.0;18.0;;58.0;191.0;58.0;92.0;199.0;415.0
109;Totaal 15 tot 25 jarigen;Onderwijsniveau: laag;2002;1023.0;368.0;326.0;42.0;655.0;11.4;89.0;68.0;42.0;26.0;8.0;17.0;4.0;13.0;21.0;608.0;325.0;2.0;309.0;;13.0;284.0;12.0;245.0;12.0;14.0;343.0;229.0;17.0;;66.0;197.0;60.0;87.0;179.0;434.0
110;Totaal 15 tot 25 jarigen;Onderwijsniveau: laag;2003;1028.0;362.0;312.0;49.0;666.0;13.6;104.0;84.0;49.0;35.0;13.0;22.0;6.0;17.0;20.0;612.0;324.0;3.0;309.0;;12.0;288.0;9.0;248.0;11.0;19.0;334.0;214.0;17.0;;69.0;185.0;56.0;93.0;163.0;462.0
111;Totaal 15 tot 25 jarigen;Onderwijsniveau: laag;2004;1020.0;355.0;294.0;61.0;664.0;17.2;119.0;98.0;61.0;37.0;14.0;23.0;5.0;18.0;21.0;606.0;337.0;;321.0;2.0;13.0;270.0;7.0;239.0;9.0;14.0;309.0;226.0;20.0;;76.0;184.0;50.0;86.0;159.0;465.0
112;Totaal 15 tot 25 jarigen;Onderwijsniveau: laag;2005;1031.0;335.0;275.0;60.0;696.0;17.9;123.0;100.0;60.0;40.0;15.0;26.0;7.0;19.0;22.0;633.0;362.0;2.0;341.0;2.0;17.0;272.0;5.0;239.0;12.0;16.0;283.0;236.0;17.0;;83.0;178.0;57.0;77.0;141.0;495.0
113;Totaal 15 tot 25 jarigen;Onderwijsniveau: laag;2006;1044.0;332.0;282.0;49.0;712.0;14.8;114.0;91.0;49.0;42.0;16.0;26.0;5.0;20.0;23.0;647.0;374.0;;355.0;3.0;15.0;273.0;6.0;236.0;12.0;19.0;281.0;259.0;24.0;;97.0;184.0;57.0;78.0;147.0;480.0
114;Totaal 15 tot 25 jarigen;Onderwijsniveau: middelbaar;2001;767.0;446.0;421.0;24.0;321.0;5.5;51.0;41.0;24.0;17.0;6.0;11.0;;10.0;10.0;295.0;168.0;2.0;162.0;;4.0;126.0;5.0;112.0;3.0;6.0;385.0;170.0;19.0;;32.0;120.0;58.0;95.0;269.0;194.0
115;Totaal 15 tot 25 jarigen;Onderwijsniveau: middelbaar;2002;774.0;457.0;427.0;30.0;317.0;6.6;57.0;45.0;30.0;15.0;4.0;11.0;;10.0;11.0;290.0;166.0;;161.0;;3.0;124.0;5.0;110.0;2.0;7.0;393.0;178.0;18.0;;35.0;127.0;63.0;106.0;258.0;185.0
116;Totaal 15 tot 25 jarigen;Onderwijsniveau: middelbaar;2003;761.0;437.0;402.0;35.0;324.0;8.0;71.0;58.0;35.0;22.0;6.0;16.0;2.0;14.0;13.0;288.0;177.0;2.0;171.0;;4.0;111.0;3.0;98.0;2.0;7.0;381.0;175.0;16.0;;37.0;133.0;60.0;105.0;237.0;189.0
117;Totaal 15 tot 25 jarigen;Onderwijsniveau: middelbaar;2004;746.0;410.0;365.0;45.0;336.0;10.9;88.0;73.0;45.0;28.0;11.0;17.0;3.0;14.0;16.0;293.0;176.0;;170.0;;5.0;116.0;4.0;104.0;2.0;6.0;349.0;175.0;17.0;;44.0;131.0;59.0;92.0;214.0;205.0
118;Totaal 15 tot 25 jarigen;Onderwijsniveau: middelbaar;2005;747.0;413.0;370.0;43.0;335.0;10.4;90.0;74.0;43.0;31.0;11.0;20.0;3.0;17.0;16.0;288.0;178.0;;170.0;;6.0;109.0;4.0;97.0;2.0;7.0;343.0;182.0;17.0;;41.0;131.0;62.0;102.0;206.0;206.0
119;Totaal 15 tot 25 jarigen;Onderwijsniveau: middelbaar;2006;751.0;410.0;377.0;33.0;340.0;8.1;73.0;60.0;33.0;27.0;9.0;18.0;;17.0;13.0;300.0;186.0;;178.0;;6.0;114.0;3.0;101.0;3.0;8.0;328.0;210.0;22.0;;42.0;140.0;67.0;101.0;210.0;192.0
120;Totaal 15 tot 25 jarigen;Onderwijsniveau: hoog;2001;104.0;84.0;79.0;5.0;20.0;6.2;10.0;7.0;5.0;2.0;;;;;2.0;16.0;9.0;;8.0;;;7.0;;7.0;;;68.0;17.0;2.0;;2.0;7.0;8.0;16.0;54.0;17.0
121;Totaal 15 tot 25 jarigen;Onderwijsniveau: hoog;2002;107.0;86.0;80.0;6.0;21.0;7.2;10.0;8.0;6.0;2.0;;;;;2.0;18.0;11.0;;11.0;;;7.0;;6.0;;;67.0;22.0;3.0;;3.0;9.0;7.0;25.0;48.0;16.0
122;Totaal 15 tot 25 jarigen;Onderwijsniveau: hoog;2003;129.0;99.0;89.0;11.0;30.0;11.0;15.0;14.0;11.0;3.0;;;;;2.0;26.0;16.0;;16.0;;;9.0;;7.0;;;82.0;21.0;3.0;;4.0;13.0;7.0;22.0;59.0;23.0
123;Totaal 15 tot 25 jarigen;Onderwijsniveau: hoog;2004;158.0;109.0;97.0;12.0;49.0;11.4;21.0;18.0;12.0;5.0;2.0;4.0;;3.0;3.0;41.0;21.0;;20.0;;;20.0;;17.0;;2.0;84.0;32.0;4.0;;5.0;19.0;10.0;27.0;60.0;38.0
124;Totaal 15 tot 25 jarigen;Onderwijsniveau: hoog;2005;157.0;105.0;97.0;8.0;52.0;7.7;15.0;13.0;8.0;5.0;2.0;3.0;;3.0;2.0;45.0;27.0;;24.0;;3.0;17.0;;16.0;;;77.0;40.0;5.0;;4.0;21.0;15.0;23.0;59.0;35.0
125;Totaal 15 tot 25 jarigen;Onderwijsniveau: hoog;2006;150.0;104.0;96.0;8.0;46.0;7.6;14.0;12.0;8.0;4.0;2.0;2.0;;2.0;2.0;40.0;22.0;;21.0;;;18.0;;16.0;;;80.0;36.0;5.0;;6.0;19.0;14.0;21.0;62.0;29.0
126;Totaal 15 tot 25 jarigen;Onderwijsniveau: onbekend;2001;4.0;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;
127;Totaal 15 tot 25 jarigen;Onderwijsniveau: onbekend;2002;3.0;3.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;2.0;
128;Totaal 15 tot 25 jarigen;Onderwijsniveau: onbekend;2003;3.0;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;Totaal 15 tot 25 jarigen;Onderwijsniveau: onbekend;2004;5.0;3.0;3.0;;2.0;;;;;;;;;;;2.0;;;;;;2.0;;;;;2.0;;;;;;;;2.0;2.0
130;Totaal 15 tot 25 jarigen;Onderwijsniveau: onbekend;2005;3.0;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0
131;Totaal 15 tot 25 jarigen;Onderwijsniveau: onbekend;2006;5.0;3.0;2.0;;2.0;;;;;;;;;;;2.0;;;;;;2.0;;;;;2.0;;;;;;;;2.0;3.0
132;Totaal 15 tot 25 jarigen;Autochtonen;2001;1501.0;764.0;716.0;48.0;737.0;6.3;99.0;76.0;48.0;27.0;8.0;19.0;2.0;17.0;24.0;686.0;403.0;5.0;386.0;;10.0;284.0;11.0;250.0;10.0;14.0;694.0;335.0;34.0;;80.0;268.0;100.0;173.0;443.0;438.0
133;Totaal 15 tot 25 jarigen;Autochtonen;2002;1493.0;751.0;693.0;58.0;742.0;7.7;114.0;87.0;58.0;29.0;8.0;21.0;4.0;18.0;27.0;686.0;407.0;2.0;390.0;;13.0;278.0;5.0;253.0;9.0;12.0;685.0;348.0;30.0;;86.0;282.0;103.0;182.0;408.0;431.0
134;Totaal 15 tot 25 jarigen;Autochtonen;2003;1510.0;735.0;669.0;66.0;775.0;9.0;128.0;106.0;66.0;40.0;12.0;28.0;4.0;24.0;22.0;713.0;433.0;3.0;417.0;;12.0;280.0;6.0;250.0;10.0;14.0;687.0;329.0;31.0;;96.0;282.0;97.0;186.0;386.0;463.0
135;Totaal 15 tot 25 jarigen;Autochtonen;2004;1499.0;702.0;620.0;82.0;797.0;11.7;156.0;127.0;82.0;44.0;15.0;29.0;5.0;24.0;29.0;724.0;442.0;2.0;424.0;2.0;14.0;282.0;6.0;253.0;9.0;13.0;629.0;348.0;34.0;;106.0;285.0;85.0;168.0;367.0;488.0
136;Totaal 15 tot 25 jarigen;Autochtonen;2005;1504.0;685.0;611.0;74.0;819.0;10.8;155.0;128.0;74.0;53.0;17.0;36.0;6.0;30.0;28.0;738.0;461.0;;438.0;2.0;20.0;276.0;4.0;247.0;11.0;14.0;597.0;369.0;32.0;;112.0;276.0;105.0;166.0;340.0;505.0
137;Totaal 15 tot 25 jarigen;Autochtonen;2006;1532.0;700.0;635.0;65.0;832.0;9.3;140.0;114.0;65.0;48.0;15.0;33.0;4.0;28.0;26.0;757.0;479.0;;458.0;4.0;17.0;278.0;4.0;244.0;11.0;20.0;600.0;411.0;43.0;;126.0;292.0;111.0;168.0;356.0;479.0
138;Totaal 15 tot 25 jarigen;Allochtonen;2001;386.0;156.0;136.0;20.0;230.0;12.7;44.0;32.0;20.0;13.0;5.0;7.0;;6.0;12.0;206.0;84.0;;77.0;;5.0;122.0;13.0;98.0;3.0;8.0;110.0;82.0;5.0;;13.0;49.0;24.0;32.0;81.0;188.0
139;Totaal 15 tot 25 jarigen;Allochtonen;2002;414.0;163.0;143.0;20.0;251.0;12.5;41.0;34.0;20.0;14.0;6.0;8.0;;6.0;7.0;230.0;95.0;;90.0;;3.0;136.0;12.0;109.0;5.0;10.0;120.0;81.0;8.0;;17.0;50.0;28.0;35.0;80.0;205.0
140;Totaal 15 tot 25 jarigen;Allochtonen;2003;410.0;165.0;136.0;29.0;245.0;17.7;62.0;49.0;29.0;20.0;8.0;11.0;4.0;8.0;13.0;213.0;84.0;;78.0;;4.0;128.0;7.0;103.0;4.0;14.0;112.0;82.0;5.0;;13.0;50.0;26.0;35.0;74.0;211.0
141;Totaal 15 tot 25 jarigen;Allochtonen;2004;429.0;175.0;139.0;36.0;254.0;20.7;73.0;62.0;36.0;26.0;11.0;15.0;4.0;11.0;11.0;218.0;92.0;;86.0;;5.0;126.0;6.0;107.0;3.0;10.0;114.0;86.0;7.0;;19.0;49.0;33.0;38.0;68.0;223.0
142;Totaal 15 tot 25 jarigen;Allochtonen;2005;434.0;169.0;132.0;37.0;265.0;22.0;74.0;60.0;37.0;23.0;10.0;12.0;3.0;9.0;14.0;229.0;106.0;;98.0;;6.0;123.0;5.0;106.0;3.0;9.0;106.0;88.0;7.0;;16.0;53.0;29.0;36.0;67.0;233.0
143;Totaal 15 tot 25 jarigen;Allochtonen;2006;417.0;148.0;123.0;25.0;268.0;17.1;62.0;50.0;25.0;25.0;11.0;14.0;2.0;11.0;12.0;232.0;103.0;;96.0;;5.0;129.0;5.0;110.0;4.0;10.0;91.0;94.0;8.0;;19.0;51.0;27.0;32.0;64.0;224.0
144;Totaal 15 tot 25 jarigen;Westerse allochtonen;2001;141.0;60.0;53.0;6.0;81.0;10.4;15.0;11.0;6.0;4.0;;4.0;;3.0;4.0;73.0;36.0;;33.0;;3.0;36.0;2.0;31.0;;3.0;49.0;33.0;;;8.0;22.0;10.0;11.0;33.0;58.0
145;Totaal 15 tot 25 jarigen;Westerse allochtonen;2002;156.0;69.0;63.0;6.0;87.0;8.3;14.0;12.0;6.0;6.0;2.0;4.0;;3.0;2.0;78.0;37.0;;36.0;;;41.0;2.0;34.0;2.0;3.0;55.0;32.0;6.0;;10.0;20.0;13.0;15.0;35.0;63.0
146;Totaal 15 tot 25 jarigen;Westerse allochtonen;2003;149.0;71.0;61.0;10.0;78.0;13.8;19.0;16.0;10.0;6.0;2.0;4.0;;3.0;4.0;69.0;31.0;;28.0;;2.0;38.0;;32.0;;5.0;53.0;32.0;2.0;;6.0;19.0;9.0;15.0;36.0;63.0
147;Totaal 15 tot 25 jarigen;Westerse allochtonen;2004;147.0;65.0;54.0;11.0;82.0;17.5;23.0;20.0;11.0;9.0;3.0;6.0;;5.0;3.0;70.0;38.0;;36.0;;2.0;32.0;;27.0;;3.0;52.0;31.0;3.0;;9.0;23.0;10.0;13.0;31.0;61.0
148;Totaal 15 tot 25 jarigen;Westerse allochtonen;2005;149.0;66.0;56.0;11.0;82.0;16.2;20.0;17.0;11.0;6.0;3.0;4.0;;2.0;3.0;73.0;40.0;;37.0;;2.0;33.0;;29.0;;2.0;48.0;38.0;2.0;;7.0;24.0;12.0;14.0;30.0;62.0
149;Totaal 15 tot 25 jarigen;Westerse allochtonen;2006;138.0;58.0;52.0;5.0;80.0;8.9;14.0;11.0;5.0;5.0;2.0;4.0;;3.0;4.0;71.0;38.0;;35.0;;2.0;33.0;;29.0;;3.0;40.0;35.0;4.0;;9.0;17.0;10.0;13.0;29.0;59.0
150;Totaal 15 tot 25 jarigen;Niet-westerse allochtonen;2001;245.0;97.0;83.0;14.0;148.0;14.1;29.0;22.0;14.0;8.0;5.0;3.0;;3.0;7.0;133.0;47.0;;43.0;;3.0;86.0;11.0;67.0;3.0;5.0;62.0;49.0;4.0;;4.0;27.0;14.0;21.0;48.0;130.0
151;Totaal 15 tot 25 jarigen;Niet-westerse allochtonen;2002;258.0;94.0;80.0;15.0;164.0;15.5;27.0;22.0;15.0;7.0;3.0;4.0;;4.0;5.0;152.0;57.0;;54.0;;2.0;94.0;9.0;75.0;3.0;7.0;65.0;48.0;3.0;;7.0;30.0;15.0;20.0;44.0;142.0
152;Totaal 15 tot 25 jarigen;Niet-westerse allochtonen;2003;261.0;94.0;75.0;19.0;167.0;20.6;42.0;33.0;19.0;14.0;6.0;8.0;3.0;5.0;9.0;144.0;54.0;;50.0;;2.0;90.0;7.0;71.0;4.0;9.0;59.0;50.0;3.0;;7.0;31.0;17.0;20.0;38.0;148.0
153;Totaal 15 tot 25 jarigen;Niet-westerse allochtonen;2004;282.0;110.0;85.0;25.0;173.0;22.6;49.0;42.0;25.0;17.0;8.0;9.0;3.0;6.0;8.0;148.0;53.0;;50.0;;3.0;95.0;6.0;80.0;2.0;7.0;62.0;55.0;3.0;;10.0;26.0;23.0;25.0;37.0;161.0
154;Totaal 15 tot 25 jarigen;Niet-westerse allochtonen;2005;285.0;102.0;76.0;26.0;183.0;25.9;53.0;43.0;26.0;17.0;8.0;9.0;2.0;7.0;10.0;156.0;66.0;;61.0;;4.0;90.0;4.0;76.0;3.0;7.0;59.0;50.0;5.0;;9.0;29.0;17.0;22.0;37.0;171.0
155;Totaal 15 tot 25 jarigen;Niet-westerse allochtonen;2006;279.0;91.0;70.0;20.0;188.0;22.3;48.0;39.0;20.0;19.0;9.0;10.0;2.0;8.0;9.0;161.0;65.0;;61.0;;3.0;96.0;5.0;81.0;3.0;7.0;50.0;59.0;4.0;;10.0;33.0;17.0;19.0;35.0;165.0
156;Totaal 15 tot 25 jarigen;Herkomst: onbekend;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;Totaal 15 tot 25 jarigen;Herkomst: onbekend;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;Totaal 15 tot 25 jarigen;Herkomst: onbekend;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;Totaal 15 tot 25 jarigen;Herkomst: onbekend;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;Totaal 15 tot 25 jarigen;Herkomst: onbekend;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;Totaal 15 tot 25 jarigen;Herkomst: onbekend;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;Totaal 15 tot 25 jarigen;Elementaire beroepen;2001;263.0;110.0;105.0;5.0;154.0;4.4;14.0;10.0;5.0;5.0;2.0;4.0;;3.0;4.0;144.0;144.0;2.0;138.0;;4.0;;;;;;126.0;131.0;6.0;;45.0;114.0;32.0;26.0;47.0;
163;Totaal 15 tot 25 jarigen;Elementaire beroepen;2002;278.0;120.0;116.0;4.0;158.0;3.7;16.0;11.0;4.0;7.0;;6.0;;5.0;5.0;147.0;147.0;;142.0;;3.0;;;;;;138.0;134.0;6.0;;43.0;119.0;39.0;26.0;50.0;
164;Totaal 15 tot 25 jarigen;Elementaire beroepen;2003;276.0;116.0;108.0;8.0;160.0;6.9;22.0;18.0;8.0;10.0;3.0;7.0;;5.0;3.0;146.0;146.0;;141.0;;4.0;;;;;;133.0;135.0;7.0;;48.0;120.0;35.0;31.0;42.0;
165;Totaal 15 tot 25 jarigen;Elementaire beroepen;2004;298.0;125.0;115.0;10.0;174.0;7.8;27.0;21.0;10.0;11.0;3.0;8.0;;7.0;6.0;156.0;156.0;;151.0;;4.0;;;;;;132.0;157.0;9.0;;63.0;121.0;38.0;32.0;45.0;
166;Totaal 15 tot 25 jarigen;Elementaire beroepen;2005;295.0;118.0;109.0;9.0;177.0;8.0;28.0;22.0;9.0;13.0;3.0;10.0;2.0;8.0;6.0;159.0;159.0;;154.0;;4.0;;;;;;126.0;162.0;7.0;;65.0;121.0;39.0;27.0;43.0;
167;Totaal 15 tot 25 jarigen;Elementaire beroepen;2006;314.0;120.0;110.0;10.0;195.0;8.2;26.0;22.0;10.0;12.0;4.0;8.0;;8.0;4.0;179.0;179.0;;174.0;;5.0;;;;;;131.0;174.0;9.0;;74.0;131.0;39.0;28.0;43.0;
168;Totaal 15 tot 25 jarigen;Lagere beroepen;2001;549.0;355.0;349.0;6.0;194.0;1.7;19.0;14.0;6.0;8.0;;7.0;;6.0;5.0;181.0;181.0;;177.0;;3.0;;;;;;336.0;198.0;15.0;;36.0;164.0;67.0;94.0;188.0;
169;Totaal 15 tot 25 jarigen;Lagere beroepen;2002;542.0;340.0;332.0;8.0;202.0;2.5;24.0;17.0;8.0;9.0;;8.0;;7.0;6.0;186.0;186.0;;182.0;;4.0;;;;;;330.0;199.0;13.0;;42.0;168.0;63.0;97.0;172.0;
170;Totaal 15 tot 25 jarigen;Lagere beroepen;2003;545.0;339.0;331.0;8.0;206.0;2.2;25.0;20.0;8.0;12.0;3.0;9.0;;8.0;5.0;189.0;189.0;;183.0;;4.0;;;;;;340.0;194.0;10.0;;44.0;170.0;67.0;97.0;168.0;
