ID;Geslacht;LeeftijdPartnerOp31December;HuwelijksduurOp31December;Perioden;OverledenenGehuwden_1
2190;Totaal mannen en vrouwen;Jonger dan 16 jaar;5 jaar gehuwd geweest;2002;
2191;Totaal mannen en vrouwen;Jonger dan 16 jaar;5 jaar gehuwd geweest;2003;
2192;Totaal mannen en vrouwen;Jonger dan 16 jaar;5 jaar gehuwd geweest;2004;
2193;Totaal mannen en vrouwen;Jonger dan 16 jaar;5 jaar gehuwd geweest;2005;
2194;Totaal mannen en vrouwen;Jonger dan 16 jaar;5 jaar gehuwd geweest;2006;
2195;Totaal mannen en vrouwen;Jonger dan 16 jaar;5 jaar gehuwd geweest;2007;
2196;Totaal mannen en vrouwen;Jonger dan 16 jaar;5 jaar gehuwd geweest;2008;
2197;Totaal mannen en vrouwen;Jonger dan 16 jaar;5 jaar gehuwd geweest;2009;
2198;Totaal mannen en vrouwen;Jonger dan 16 jaar;5 jaar gehuwd geweest;2010;
2199;Totaal mannen en vrouwen;Jonger dan 16 jaar;5 jaar gehuwd geweest;2011;
2200;Totaal mannen en vrouwen;Jonger dan 16 jaar;5 jaar gehuwd geweest;2012;
2201;Totaal mannen en vrouwen;Jonger dan 16 jaar;5 jaar gehuwd geweest;2013;
2202;Totaal mannen en vrouwen;Jonger dan 16 jaar;5 jaar gehuwd geweest;2014;
2203;Totaal mannen en vrouwen;Jonger dan 16 jaar;5 jaar gehuwd geweest;2015;
2204;Totaal mannen en vrouwen;Jonger dan 16 jaar;5 jaar gehuwd geweest;2016;
2205;Totaal mannen en vrouwen;Jonger dan 16 jaar;5 jaar gehuwd geweest;2017;
2206;Totaal mannen en vrouwen;Jonger dan 16 jaar;5 jaar gehuwd geweest;2018;
2207;Totaal mannen en vrouwen;Jonger dan 16 jaar;5 jaar gehuwd geweest;2019;
2208;Totaal mannen en vrouwen;Jonger dan 16 jaar;5 jaar gehuwd geweest;2020;
2209;Totaal mannen en vrouwen;Jonger dan 16 jaar;5 jaar gehuwd geweest;2021;
2210;Totaal mannen en vrouwen;Jonger dan 16 jaar;5 jaar gehuwd geweest;2022;
2211;Totaal mannen en vrouwen;Jonger dan 16 jaar;5 jaar gehuwd geweest;2023;
2212;Totaal mannen en vrouwen;Jonger dan 16 jaar;6 jaar gehuwd geweest;1996;
2213;Totaal mannen en vrouwen;Jonger dan 16 jaar;6 jaar gehuwd geweest;1997;
2214;Totaal mannen en vrouwen;Jonger dan 16 jaar;6 jaar gehuwd geweest;1998;
2215;Totaal mannen en vrouwen;Jonger dan 16 jaar;6 jaar gehuwd geweest;1999;
2216;Totaal mannen en vrouwen;Jonger dan 16 jaar;6 jaar gehuwd geweest;2000;
2217;Totaal mannen en vrouwen;Jonger dan 16 jaar;6 jaar gehuwd geweest;2001;
2218;Totaal mannen en vrouwen;Jonger dan 16 jaar;6 jaar gehuwd geweest;2002;
2219;Totaal mannen en vrouwen;Jonger dan 16 jaar;6 jaar gehuwd geweest;2003;
2220;Totaal mannen en vrouwen;Jonger dan 16 jaar;6 jaar gehuwd geweest;2004;
2221;Totaal mannen en vrouwen;Jonger dan 16 jaar;6 jaar gehuwd geweest;2005;
2222;Totaal mannen en vrouwen;Jonger dan 16 jaar;6 jaar gehuwd geweest;2006;
2223;Totaal mannen en vrouwen;Jonger dan 16 jaar;6 jaar gehuwd geweest;2007;
2224;Totaal mannen en vrouwen;Jonger dan 16 jaar;6 jaar gehuwd geweest;2008;
2225;Totaal mannen en vrouwen;Jonger dan 16 jaar;6 jaar gehuwd geweest;2009;
2226;Totaal mannen en vrouwen;Jonger dan 16 jaar;6 jaar gehuwd geweest;2010;
2227;Totaal mannen en vrouwen;Jonger dan 16 jaar;6 jaar gehuwd geweest;2011;
2228;Totaal mannen en vrouwen;Jonger dan 16 jaar;6 jaar gehuwd geweest;2012;
2229;Totaal mannen en vrouwen;Jonger dan 16 jaar;6 jaar gehuwd geweest;2013;
2230;Totaal mannen en vrouwen;Jonger dan 16 jaar;6 jaar gehuwd geweest;2014;
2231;Totaal mannen en vrouwen;Jonger dan 16 jaar;6 jaar gehuwd geweest;2015;
2232;Totaal mannen en vrouwen;Jonger dan 16 jaar;6 jaar gehuwd geweest;2016;
2233;Totaal mannen en vrouwen;Jonger dan 16 jaar;6 jaar gehuwd geweest;2017;
2234;Totaal mannen en vrouwen;Jonger dan 16 jaar;6 jaar gehuwd geweest;2018;
2235;Totaal mannen en vrouwen;Jonger dan 16 jaar;6 jaar gehuwd geweest;2019;
2236;Totaal mannen en vrouwen;Jonger dan 16 jaar;6 jaar gehuwd geweest;2020;
2237;Totaal mannen en vrouwen;Jonger dan 16 jaar;6 jaar gehuwd geweest;2021;
2238;Totaal mannen en vrouwen;Jonger dan 16 jaar;6 jaar gehuwd geweest;2022;
2239;Totaal mannen en vrouwen;Jonger dan 16 jaar;6 jaar gehuwd geweest;2023;
2240;Totaal mannen en vrouwen;Jonger dan 16 jaar;7 jaar gehuwd geweest;1996;
2241;Totaal mannen en vrouwen;Jonger dan 16 jaar;7 jaar gehuwd geweest;1997;
2242;Totaal mannen en vrouwen;Jonger dan 16 jaar;7 jaar gehuwd geweest;1998;
2243;Totaal mannen en vrouwen;Jonger dan 16 jaar;7 jaar gehuwd geweest;1999;
2244;Totaal mannen en vrouwen;Jonger dan 16 jaar;7 jaar gehuwd geweest;2000;
2245;Totaal mannen en vrouwen;Jonger dan 16 jaar;7 jaar gehuwd geweest;2001;
2246;Totaal mannen en vrouwen;Jonger dan 16 jaar;7 jaar gehuwd geweest;2002;
2247;Totaal mannen en vrouwen;Jonger dan 16 jaar;7 jaar gehuwd geweest;2003;
2248;Totaal mannen en vrouwen;Jonger dan 16 jaar;7 jaar gehuwd geweest;2004;
2249;Totaal mannen en vrouwen;Jonger dan 16 jaar;7 jaar gehuwd geweest;2005;
2250;Totaal mannen en vrouwen;Jonger dan 16 jaar;7 jaar gehuwd geweest;2006;
2251;Totaal mannen en vrouwen;Jonger dan 16 jaar;7 jaar gehuwd geweest;2007;
2252;Totaal mannen en vrouwen;Jonger dan 16 jaar;7 jaar gehuwd geweest;2008;
2253;Totaal mannen en vrouwen;Jonger dan 16 jaar;7 jaar gehuwd geweest;2009;
2254;Totaal mannen en vrouwen;Jonger dan 16 jaar;7 jaar gehuwd geweest;2010;
2255;Totaal mannen en vrouwen;Jonger dan 16 jaar;7 jaar gehuwd geweest;2011;
2256;Totaal mannen en vrouwen;Jonger dan 16 jaar;7 jaar gehuwd geweest;2012;
2257;Totaal mannen en vrouwen;Jonger dan 16 jaar;7 jaar gehuwd geweest;2013;
2258;Totaal mannen en vrouwen;Jonger dan 16 jaar;7 jaar gehuwd geweest;2014;
2259;Totaal mannen en vrouwen;Jonger dan 16 jaar;7 jaar gehuwd geweest;2015;
2260;Totaal mannen en vrouwen;Jonger dan 16 jaar;7 jaar gehuwd geweest;2016;
2261;Totaal mannen en vrouwen;Jonger dan 16 jaar;7 jaar gehuwd geweest;2017;
2262;Totaal mannen en vrouwen;Jonger dan 16 jaar;7 jaar gehuwd geweest;2018;
2263;Totaal mannen en vrouwen;Jonger dan 16 jaar;7 jaar gehuwd geweest;2019;
2264;Totaal mannen en vrouwen;Jonger dan 16 jaar;7 jaar gehuwd geweest;2020;
2265;Totaal mannen en vrouwen;Jonger dan 16 jaar;7 jaar gehuwd geweest;2021;
2266;Totaal mannen en vrouwen;Jonger dan 16 jaar;7 jaar gehuwd geweest;2022;
2267;Totaal mannen en vrouwen;Jonger dan 16 jaar;7 jaar gehuwd geweest;2023;
2268;Totaal mannen en vrouwen;Jonger dan 16 jaar;8 jaar gehuwd geweest;1996;
2269;Totaal mannen en vrouwen;Jonger dan 16 jaar;8 jaar gehuwd geweest;1997;
2270;Totaal mannen en vrouwen;Jonger dan 16 jaar;8 jaar gehuwd geweest;1998;
2271;Totaal mannen en vrouwen;Jonger dan 16 jaar;8 jaar gehuwd geweest;1999;
2272;Totaal mannen en vrouwen;Jonger dan 16 jaar;8 jaar gehuwd geweest;2000;
2273;Totaal mannen en vrouwen;Jonger dan 16 jaar;8 jaar gehuwd geweest;2001;
2274;Totaal mannen en vrouwen;Jonger dan 16 jaar;8 jaar gehuwd geweest;2002;
2275;Totaal mannen en vrouwen;Jonger dan 16 jaar;8 jaar gehuwd geweest;2003;
2276;Totaal mannen en vrouwen;Jonger dan 16 jaar;8 jaar gehuwd geweest;2004;
2277;Totaal mannen en vrouwen;Jonger dan 16 jaar;8 jaar gehuwd geweest;2005;
2278;Totaal mannen en vrouwen;Jonger dan 16 jaar;8 jaar gehuwd geweest;2006;
2279;Totaal mannen en vrouwen;Jonger dan 16 jaar;8 jaar gehuwd geweest;2007;
2280;Totaal mannen en vrouwen;Jonger dan 16 jaar;8 jaar gehuwd geweest;2008;
2281;Totaal mannen en vrouwen;Jonger dan 16 jaar;8 jaar gehuwd geweest;2009;
2282;Totaal mannen en vrouwen;Jonger dan 16 jaar;8 jaar gehuwd geweest;2010;
2283;Totaal mannen en vrouwen;Jonger dan 16 jaar;8 jaar gehuwd geweest;2011;
2284;Totaal mannen en vrouwen;Jonger dan 16 jaar;8 jaar gehuwd geweest;2012;
2285;Totaal mannen en vrouwen;Jonger dan 16 jaar;8 jaar gehuwd geweest;2013;
2286;Totaal mannen en vrouwen;Jonger dan 16 jaar;8 jaar gehuwd geweest;2014;
2287;Totaal mannen en vrouwen;Jonger dan 16 jaar;8 jaar gehuwd geweest;2015;
2288;Totaal mannen en vrouwen;Jonger dan 16 jaar;8 jaar gehuwd geweest;2016;
2289;Totaal mannen en vrouwen;Jonger dan 16 jaar;8 jaar gehuwd geweest;2017;
2290;Totaal mannen en vrouwen;Jonger dan 16 jaar;8 jaar gehuwd geweest;2018;
2291;Totaal mannen en vrouwen;Jonger dan 16 jaar;8 jaar gehuwd geweest;2019;
2292;Totaal mannen en vrouwen;Jonger dan 16 jaar;8 jaar gehuwd geweest;2020;
2293;Totaal mannen en vrouwen;Jonger dan 16 jaar;8 jaar gehuwd geweest;2021;
2294;Totaal mannen en vrouwen;Jonger dan 16 jaar;8 jaar gehuwd geweest;2022;
2295;Totaal mannen en vrouwen;Jonger dan 16 jaar;8 jaar gehuwd geweest;2023;
2296;Totaal mannen en vrouwen;Jonger dan 16 jaar;9 jaar gehuwd geweest;1996;
2297;Totaal mannen en vrouwen;Jonger dan 16 jaar;9 jaar gehuwd geweest;1997;
2298;Totaal mannen en vrouwen;Jonger dan 16 jaar;9 jaar gehuwd geweest;1998;
2299;Totaal mannen en vrouwen;Jonger dan 16 jaar;9 jaar gehuwd geweest;1999;
2300;Totaal mannen en vrouwen;Jonger dan 16 jaar;9 jaar gehuwd geweest;2000;
2301;Totaal mannen en vrouwen;Jonger dan 16 jaar;9 jaar gehuwd geweest;2001;
2302;Totaal mannen en vrouwen;Jonger dan 16 jaar;9 jaar gehuwd geweest;2002;
2303;Totaal mannen en vrouwen;Jonger dan 16 jaar;9 jaar gehuwd geweest;2003;
2304;Totaal mannen en vrouwen;Jonger dan 16 jaar;9 jaar gehuwd geweest;2004;
2305;Totaal mannen en vrouwen;Jonger dan 16 jaar;9 jaar gehuwd geweest;2005;
2306;Totaal mannen en vrouwen;Jonger dan 16 jaar;9 jaar gehuwd geweest;2006;
2307;Totaal mannen en vrouwen;Jonger dan 16 jaar;9 jaar gehuwd geweest;2007;
2308;Totaal mannen en vrouwen;Jonger dan 16 jaar;9 jaar gehuwd geweest;2008;
2309;Totaal mannen en vrouwen;Jonger dan 16 jaar;9 jaar gehuwd geweest;2009;
2310;Totaal mannen en vrouwen;Jonger dan 16 jaar;9 jaar gehuwd geweest;2010;
2311;Totaal mannen en vrouwen;Jonger dan 16 jaar;9 jaar gehuwd geweest;2011;
2312;Totaal mannen en vrouwen;Jonger dan 16 jaar;9 jaar gehuwd geweest;2012;
2313;Totaal mannen en vrouwen;Jonger dan 16 jaar;9 jaar gehuwd geweest;2013;
2314;Totaal mannen en vrouwen;Jonger dan 16 jaar;9 jaar gehuwd geweest;2014;
2315;Totaal mannen en vrouwen;Jonger dan 16 jaar;9 jaar gehuwd geweest;2015;
2316;Totaal mannen en vrouwen;Jonger dan 16 jaar;9 jaar gehuwd geweest;2016;
2317;Totaal mannen en vrouwen;Jonger dan 16 jaar;9 jaar gehuwd geweest;2017;
2318;Totaal mannen en vrouwen;Jonger dan 16 jaar;9 jaar gehuwd geweest;2018;
2319;Totaal mannen en vrouwen;Jonger dan 16 jaar;9 jaar gehuwd geweest;2019;
2320;Totaal mannen en vrouwen;Jonger dan 16 jaar;9 jaar gehuwd geweest;2020;
2321;Totaal mannen en vrouwen;Jonger dan 16 jaar;9 jaar gehuwd geweest;2021;
2322;Totaal mannen en vrouwen;Jonger dan 16 jaar;9 jaar gehuwd geweest;2022;
2323;Totaal mannen en vrouwen;Jonger dan 16 jaar;9 jaar gehuwd geweest;2023;
2324;Totaal mannen en vrouwen;Jonger dan 16 jaar;10 jaar gehuwd geweest;1996;
2325;Totaal mannen en vrouwen;Jonger dan 16 jaar;10 jaar gehuwd geweest;1997;
2326;Totaal mannen en vrouwen;Jonger dan 16 jaar;10 jaar gehuwd geweest;1998;
2327;Totaal mannen en vrouwen;Jonger dan 16 jaar;10 jaar gehuwd geweest;1999;
2328;Totaal mannen en vrouwen;Jonger dan 16 jaar;10 jaar gehuwd geweest;2000;
2329;Totaal mannen en vrouwen;Jonger dan 16 jaar;10 jaar gehuwd geweest;2001;
2330;Totaal mannen en vrouwen;Jonger dan 16 jaar;10 jaar gehuwd geweest;2002;
2331;Totaal mannen en vrouwen;Jonger dan 16 jaar;10 jaar gehuwd geweest;2003;
2332;Totaal mannen en vrouwen;Jonger dan 16 jaar;10 jaar gehuwd geweest;2004;
2333;Totaal mannen en vrouwen;Jonger dan 16 jaar;10 jaar gehuwd geweest;2005;
2334;Totaal mannen en vrouwen;Jonger dan 16 jaar;10 jaar gehuwd geweest;2006;
2335;Totaal mannen en vrouwen;Jonger dan 16 jaar;10 jaar gehuwd geweest;2007;
2336;Totaal mannen en vrouwen;Jonger dan 16 jaar;10 jaar gehuwd geweest;2008;
2337;Totaal mannen en vrouwen;Jonger dan 16 jaar;10 jaar gehuwd geweest;2009;
2338;Totaal mannen en vrouwen;Jonger dan 16 jaar;10 jaar gehuwd geweest;2010;
2339;Totaal mannen en vrouwen;Jonger dan 16 jaar;10 jaar gehuwd geweest;2011;
2340;Totaal mannen en vrouwen;Jonger dan 16 jaar;10 jaar gehuwd geweest;2012;
2341;Totaal mannen en vrouwen;Jonger dan 16 jaar;10 jaar gehuwd geweest;2013;
2342;Totaal mannen en vrouwen;Jonger dan 16 jaar;10 jaar gehuwd geweest;2014;
2343;Totaal mannen en vrouwen;Jonger dan 16 jaar;10 jaar gehuwd geweest;2015;
2344;Totaal mannen en vrouwen;Jonger dan 16 jaar;10 jaar gehuwd geweest;2016;
2345;Totaal mannen en vrouwen;Jonger dan 16 jaar;10 jaar gehuwd geweest;2017;
2346;Totaal mannen en vrouwen;Jonger dan 16 jaar;10 jaar gehuwd geweest;2018;
2347;Totaal mannen en vrouwen;Jonger dan 16 jaar;10 jaar gehuwd geweest;2019;
2348;Totaal mannen en vrouwen;Jonger dan 16 jaar;10 jaar gehuwd geweest;2020;
2349;Totaal mannen en vrouwen;Jonger dan 16 jaar;10 jaar gehuwd geweest;2021;
2350;Totaal mannen en vrouwen;Jonger dan 16 jaar;10 jaar gehuwd geweest;2022;
2351;Totaal mannen en vrouwen;Jonger dan 16 jaar;10 jaar gehuwd geweest;2023;
2352;Totaal mannen en vrouwen;Jonger dan 16 jaar;11 jaar gehuwd geweest;1996;
2353;Totaal mannen en vrouwen;Jonger dan 16 jaar;11 jaar gehuwd geweest;1997;
2354;Totaal mannen en vrouwen;Jonger dan 16 jaar;11 jaar gehuwd geweest;1998;
2355;Totaal mannen en vrouwen;Jonger dan 16 jaar;11 jaar gehuwd geweest;1999;
2356;Totaal mannen en vrouwen;Jonger dan 16 jaar;11 jaar gehuwd geweest;2000;
2357;Totaal mannen en vrouwen;Jonger dan 16 jaar;11 jaar gehuwd geweest;2001;
2358;Totaal mannen en vrouwen;Jonger dan 16 jaar;11 jaar gehuwd geweest;2002;
2359;Totaal mannen en vrouwen;Jonger dan 16 jaar;11 jaar gehuwd geweest;2003;
2360;Totaal mannen en vrouwen;Jonger dan 16 jaar;11 jaar gehuwd geweest;2004;
2361;Totaal mannen en vrouwen;Jonger dan 16 jaar;11 jaar gehuwd geweest;2005;
2362;Totaal mannen en vrouwen;Jonger dan 16 jaar;11 jaar gehuwd geweest;2006;
2363;Totaal mannen en vrouwen;Jonger dan 16 jaar;11 jaar gehuwd geweest;2007;
2364;Totaal mannen en vrouwen;Jonger dan 16 jaar;11 jaar gehuwd geweest;2008;
2365;Totaal mannen en vrouwen;Jonger dan 16 jaar;11 jaar gehuwd geweest;2009;
2366;Totaal mannen en vrouwen;Jonger dan 16 jaar;11 jaar gehuwd geweest;2010;
2367;Totaal mannen en vrouwen;Jonger dan 16 jaar;11 jaar gehuwd geweest;2011;
2368;Totaal mannen en vrouwen;Jonger dan 16 jaar;11 jaar gehuwd geweest;2012;
2369;Totaal mannen en vrouwen;Jonger dan 16 jaar;11 jaar gehuwd geweest;2013;
2370;Totaal mannen en vrouwen;Jonger dan 16 jaar;11 jaar gehuwd geweest;2014;
2371;Totaal mannen en vrouwen;Jonger dan 16 jaar;11 jaar gehuwd geweest;2015;
2372;Totaal mannen en vrouwen;Jonger dan 16 jaar;11 jaar gehuwd geweest;2016;
2373;Totaal mannen en vrouwen;Jonger dan 16 jaar;11 jaar gehuwd geweest;2017;
2374;Totaal mannen en vrouwen;Jonger dan 16 jaar;11 jaar gehuwd geweest;2018;
2375;Totaal mannen en vrouwen;Jonger dan 16 jaar;11 jaar gehuwd geweest;2019;
2376;Totaal mannen en vrouwen;Jonger dan 16 jaar;11 jaar gehuwd geweest;2020;
2377;Totaal mannen en vrouwen;Jonger dan 16 jaar;11 jaar gehuwd geweest;2021;
2378;Totaal mannen en vrouwen;Jonger dan 16 jaar;11 jaar gehuwd geweest;2022;
2379;Totaal mannen en vrouwen;Jonger dan 16 jaar;11 jaar gehuwd geweest;2023;
2380;Totaal mannen en vrouwen;Jonger dan 16 jaar;12 jaar gehuwd geweest;1996;
2381;Totaal mannen en vrouwen;Jonger dan 16 jaar;12 jaar gehuwd geweest;1997;
2382;Totaal mannen en vrouwen;Jonger dan 16 jaar;12 jaar gehuwd geweest;1998;
2383;Totaal mannen en vrouwen;Jonger dan 16 jaar;12 jaar gehuwd geweest;1999;
2384;Totaal mannen en vrouwen;Jonger dan 16 jaar;12 jaar gehuwd geweest;2000;
2385;Totaal mannen en vrouwen;Jonger dan 16 jaar;12 jaar gehuwd geweest;2001;
2386;Totaal mannen en vrouwen;Jonger dan 16 jaar;12 jaar gehuwd geweest;2002;
2387;Totaal mannen en vrouwen;Jonger dan 16 jaar;12 jaar gehuwd geweest;2003;
2388;Totaal mannen en vrouwen;Jonger dan 16 jaar;12 jaar gehuwd geweest;2004;
2389;Totaal mannen en vrouwen;Jonger dan 16 jaar;12 jaar gehuwd geweest;2005;
2390;Totaal mannen en vrouwen;Jonger dan 16 jaar;12 jaar gehuwd geweest;2006;
2391;Totaal mannen en vrouwen;Jonger dan 16 jaar;12 jaar gehuwd geweest;2007;
2392;Totaal mannen en vrouwen;Jonger dan 16 jaar;12 jaar gehuwd geweest;2008;
2393;Totaal mannen en vrouwen;Jonger dan 16 jaar;12 jaar gehuwd geweest;2009;
2394;Totaal mannen en vrouwen;Jonger dan 16 jaar;12 jaar gehuwd geweest;2010;
2395;Totaal mannen en vrouwen;Jonger dan 16 jaar;12 jaar gehuwd geweest;2011;
2396;Totaal mannen en vrouwen;Jonger dan 16 jaar;12 jaar gehuwd geweest;2012;
2397;Totaal mannen en vrouwen;Jonger dan 16 jaar;12 jaar gehuwd geweest;2013;
2398;Totaal mannen en vrouwen;Jonger dan 16 jaar;12 jaar gehuwd geweest;2014;
2399;Totaal mannen en vrouwen;Jonger dan 16 jaar;12 jaar gehuwd geweest;2015;
2400;Totaal mannen en vrouwen;Jonger dan 16 jaar;12 jaar gehuwd geweest;2016;
2401;Totaal mannen en vrouwen;Jonger dan 16 jaar;12 jaar gehuwd geweest;2017;
2402;Totaal mannen en vrouwen;Jonger dan 16 jaar;12 jaar gehuwd geweest;2018;
2403;Totaal mannen en vrouwen;Jonger dan 16 jaar;12 jaar gehuwd geweest;2019;
2404;Totaal mannen en vrouwen;Jonger dan 16 jaar;12 jaar gehuwd geweest;2020;
2405;Totaal mannen en vrouwen;Jonger dan 16 jaar;12 jaar gehuwd geweest;2021;
2406;Totaal mannen en vrouwen;Jonger dan 16 jaar;12 jaar gehuwd geweest;2022;
2407;Totaal mannen en vrouwen;Jonger dan 16 jaar;12 jaar gehuwd geweest;2023;
2408;Totaal mannen en vrouwen;Jonger dan 16 jaar;13 jaar gehuwd geweest;1996;
2409;Totaal mannen en vrouwen;Jonger dan 16 jaar;13 jaar gehuwd geweest;1997;
2410;Totaal mannen en vrouwen;Jonger dan 16 jaar;13 jaar gehuwd geweest;1998;
2411;Totaal mannen en vrouwen;Jonger dan 16 jaar;13 jaar gehuwd geweest;1999;
2412;Totaal mannen en vrouwen;Jonger dan 16 jaar;13 jaar gehuwd geweest;2000;
2413;Totaal mannen en vrouwen;Jonger dan 16 jaar;13 jaar gehuwd geweest;2001;
2414;Totaal mannen en vrouwen;Jonger dan 16 jaar;13 jaar gehuwd geweest;2002;
2415;Totaal mannen en vrouwen;Jonger dan 16 jaar;13 jaar gehuwd geweest;2003;
2416;Totaal mannen en vrouwen;Jonger dan 16 jaar;13 jaar gehuwd geweest;2004;
2417;Totaal mannen en vrouwen;Jonger dan 16 jaar;13 jaar gehuwd geweest;2005;
2418;Totaal mannen en vrouwen;Jonger dan 16 jaar;13 jaar gehuwd geweest;2006;
2419;Totaal mannen en vrouwen;Jonger dan 16 jaar;13 jaar gehuwd geweest;2007;
2420;Totaal mannen en vrouwen;Jonger dan 16 jaar;13 jaar gehuwd geweest;2008;
2421;Totaal mannen en vrouwen;Jonger dan 16 jaar;13 jaar gehuwd geweest;2009;
2422;Totaal mannen en vrouwen;Jonger dan 16 jaar;13 jaar gehuwd geweest;2010;
2423;Totaal mannen en vrouwen;Jonger dan 16 jaar;13 jaar gehuwd geweest;2011;
2424;Totaal mannen en vrouwen;Jonger dan 16 jaar;13 jaar gehuwd geweest;2012;
2425;Totaal mannen en vrouwen;Jonger dan 16 jaar;13 jaar gehuwd geweest;2013;
2426;Totaal mannen en vrouwen;Jonger dan 16 jaar;13 jaar gehuwd geweest;2014;
2427;Totaal mannen en vrouwen;Jonger dan 16 jaar;13 jaar gehuwd geweest;2015;
2428;Totaal mannen en vrouwen;Jonger dan 16 jaar;13 jaar gehuwd geweest;2016;
2429;Totaal mannen en vrouwen;Jonger dan 16 jaar;13 jaar gehuwd geweest;2017;
2430;Totaal mannen en vrouwen;Jonger dan 16 jaar;13 jaar gehuwd geweest;2018;
2431;Totaal mannen en vrouwen;Jonger dan 16 jaar;13 jaar gehuwd geweest;2019;
2432;Totaal mannen en vrouwen;Jonger dan 16 jaar;13 jaar gehuwd geweest;2020;
2433;Totaal mannen en vrouwen;Jonger dan 16 jaar;13 jaar gehuwd geweest;2021;
2434;Totaal mannen en vrouwen;Jonger dan 16 jaar;13 jaar gehuwd geweest;2022;
2435;Totaal mannen en vrouwen;Jonger dan 16 jaar;13 jaar gehuwd geweest;2023;
2436;Totaal mannen en vrouwen;Jonger dan 16 jaar;14 jaar gehuwd geweest;1996;
2437;Totaal mannen en vrouwen;Jonger dan 16 jaar;14 jaar gehuwd geweest;1997;
2438;Totaal mannen en vrouwen;Jonger dan 16 jaar;14 jaar gehuwd geweest;1998;
2439;Totaal mannen en vrouwen;Jonger dan 16 jaar;14 jaar gehuwd geweest;1999;
2440;Totaal mannen en vrouwen;Jonger dan 16 jaar;14 jaar gehuwd geweest;2000;
2441;Totaal mannen en vrouwen;Jonger dan 16 jaar;14 jaar gehuwd geweest;2001;
2442;Totaal mannen en vrouwen;Jonger dan 16 jaar;14 jaar gehuwd geweest;2002;
2443;Totaal mannen en vrouwen;Jonger dan 16 jaar;14 jaar gehuwd geweest;2003;
2444;Totaal mannen en vrouwen;Jonger dan 16 jaar;14 jaar gehuwd geweest;2004;
2445;Totaal mannen en vrouwen;Jonger dan 16 jaar;14 jaar gehuwd geweest;2005;
2446;Totaal mannen en vrouwen;Jonger dan 16 jaar;14 jaar gehuwd geweest;2006;
2447;Totaal mannen en vrouwen;Jonger dan 16 jaar;14 jaar gehuwd geweest;2007;
2448;Totaal mannen en vrouwen;Jonger dan 16 jaar;14 jaar gehuwd geweest;2008;
2449;Totaal mannen en vrouwen;Jonger dan 16 jaar;14 jaar gehuwd geweest;2009;
2450;Totaal mannen en vrouwen;Jonger dan 16 jaar;14 jaar gehuwd geweest;2010;
2451;Totaal mannen en vrouwen;Jonger dan 16 jaar;14 jaar gehuwd geweest;2011;
2452;Totaal mannen en vrouwen;Jonger dan 16 jaar;14 jaar gehuwd geweest;2012;
2453;Totaal mannen en vrouwen;Jonger dan 16 jaar;14 jaar gehuwd geweest;2013;
2454;Totaal mannen en vrouwen;Jonger dan 16 jaar;14 jaar gehuwd geweest;2014;
2455;Totaal mannen en vrouwen;Jonger dan 16 jaar;14 jaar gehuwd geweest;2015;
2456;Totaal mannen en vrouwen;Jonger dan 16 jaar;14 jaar gehuwd geweest;2016;
2457;Totaal mannen en vrouwen;Jonger dan 16 jaar;14 jaar gehuwd geweest;2017;
2458;Totaal mannen en vrouwen;Jonger dan 16 jaar;14 jaar gehuwd geweest;2018;
2459;Totaal mannen en vrouwen;Jonger dan 16 jaar;14 jaar gehuwd geweest;2019;
2460;Totaal mannen en vrouwen;Jonger dan 16 jaar;14 jaar gehuwd geweest;2020;
2461;Totaal mannen en vrouwen;Jonger dan 16 jaar;14 jaar gehuwd geweest;2021;
2462;Totaal mannen en vrouwen;Jonger dan 16 jaar;14 jaar gehuwd geweest;2022;
2463;Totaal mannen en vrouwen;Jonger dan 16 jaar;14 jaar gehuwd geweest;2023;
2464;Totaal mannen en vrouwen;Jonger dan 16 jaar;15 jaar gehuwd geweest;1996;
2465;Totaal mannen en vrouwen;Jonger dan 16 jaar;15 jaar gehuwd geweest;1997;
2466;Totaal mannen en vrouwen;Jonger dan 16 jaar;15 jaar gehuwd geweest;1998;
2467;Totaal mannen en vrouwen;Jonger dan 16 jaar;15 jaar gehuwd geweest;1999;
2468;Totaal mannen en vrouwen;Jonger dan 16 jaar;15 jaar gehuwd geweest;2000;
2469;Totaal mannen en vrouwen;Jonger dan 16 jaar;15 jaar gehuwd geweest;2001;
2470;Totaal mannen en vrouwen;Jonger dan 16 jaar;15 jaar gehuwd geweest;2002;
2471;Totaal mannen en vrouwen;Jonger dan 16 jaar;15 jaar gehuwd geweest;2003;
2472;Totaal mannen en vrouwen;Jonger dan 16 jaar;15 jaar gehuwd geweest;2004;
2473;Totaal mannen en vrouwen;Jonger dan 16 jaar;15 jaar gehuwd geweest;2005;
2474;Totaal mannen en vrouwen;Jonger dan 16 jaar;15 jaar gehuwd geweest;2006;
2475;Totaal mannen en vrouwen;Jonger dan 16 jaar;15 jaar gehuwd geweest;2007;
2476;Totaal mannen en vrouwen;Jonger dan 16 jaar;15 jaar gehuwd geweest;2008;
2477;Totaal mannen en vrouwen;Jonger dan 16 jaar;15 jaar gehuwd geweest;2009;
2478;Totaal mannen en vrouwen;Jonger dan 16 jaar;15 jaar gehuwd geweest;2010;
2479;Totaal mannen en vrouwen;Jonger dan 16 jaar;15 jaar gehuwd geweest;2011;
