ID;Geslacht;LeeftijdPartnerOp31December;HuwelijksduurOp31December;Perioden;OverledenenGehuwden_1
8216;Totaal mannen en vrouwen;25 tot 30 jaar;4 jaar gehuwd geweest;2008;12.0
8217;Totaal mannen en vrouwen;25 tot 30 jaar;4 jaar gehuwd geweest;2009;5.0
8218;Totaal mannen en vrouwen;25 tot 30 jaar;4 jaar gehuwd geweest;2010;2.0
8219;Totaal mannen en vrouwen;25 tot 30 jaar;4 jaar gehuwd geweest;2011;7.0
8220;Totaal mannen en vrouwen;25 tot 30 jaar;4 jaar gehuwd geweest;2012;7.0
8221;Totaal mannen en vrouwen;25 tot 30 jaar;4 jaar gehuwd geweest;2013;10.0
8222;Totaal mannen en vrouwen;25 tot 30 jaar;4 jaar gehuwd geweest;2014;7.0
8223;Totaal mannen en vrouwen;25 tot 30 jaar;4 jaar gehuwd geweest;2015;6.0
8224;Totaal mannen en vrouwen;25 tot 30 jaar;4 jaar gehuwd geweest;2016;8.0
8225;Totaal mannen en vrouwen;25 tot 30 jaar;4 jaar gehuwd geweest;2017;6.0
8226;Totaal mannen en vrouwen;25 tot 30 jaar;4 jaar gehuwd geweest;2018;5.0
8227;Totaal mannen en vrouwen;25 tot 30 jaar;4 jaar gehuwd geweest;2019;2.0
8228;Totaal mannen en vrouwen;25 tot 30 jaar;4 jaar gehuwd geweest;2020;2.0
8229;Totaal mannen en vrouwen;25 tot 30 jaar;4 jaar gehuwd geweest;2021;8.0
8230;Totaal mannen en vrouwen;25 tot 30 jaar;4 jaar gehuwd geweest;2022;2.0
8231;Totaal mannen en vrouwen;25 tot 30 jaar;4 jaar gehuwd geweest;2023;3.0
8232;Totaal mannen en vrouwen;25 tot 30 jaar;5 jaar gehuwd geweest;1996;12.0
8233;Totaal mannen en vrouwen;25 tot 30 jaar;5 jaar gehuwd geweest;1997;20.0
8234;Totaal mannen en vrouwen;25 tot 30 jaar;5 jaar gehuwd geweest;1998;14.0
8235;Totaal mannen en vrouwen;25 tot 30 jaar;5 jaar gehuwd geweest;1999;17.0
8236;Totaal mannen en vrouwen;25 tot 30 jaar;5 jaar gehuwd geweest;2000;16.0
8237;Totaal mannen en vrouwen;25 tot 30 jaar;5 jaar gehuwd geweest;2001;18.0
8238;Totaal mannen en vrouwen;25 tot 30 jaar;5 jaar gehuwd geweest;2002;6.0
8239;Totaal mannen en vrouwen;25 tot 30 jaar;5 jaar gehuwd geweest;2003;9.0
8240;Totaal mannen en vrouwen;25 tot 30 jaar;5 jaar gehuwd geweest;2004;10.0
8241;Totaal mannen en vrouwen;25 tot 30 jaar;5 jaar gehuwd geweest;2005;10.0
8242;Totaal mannen en vrouwen;25 tot 30 jaar;5 jaar gehuwd geweest;2006;7.0
8243;Totaal mannen en vrouwen;25 tot 30 jaar;5 jaar gehuwd geweest;2007;11.0
8244;Totaal mannen en vrouwen;25 tot 30 jaar;5 jaar gehuwd geweest;2008;8.0
8245;Totaal mannen en vrouwen;25 tot 30 jaar;5 jaar gehuwd geweest;2009;4.0
8246;Totaal mannen en vrouwen;25 tot 30 jaar;5 jaar gehuwd geweest;2010;8.0
8247;Totaal mannen en vrouwen;25 tot 30 jaar;5 jaar gehuwd geweest;2011;7.0
8248;Totaal mannen en vrouwen;25 tot 30 jaar;5 jaar gehuwd geweest;2012;9.0
8249;Totaal mannen en vrouwen;25 tot 30 jaar;5 jaar gehuwd geweest;2013;5.0
8250;Totaal mannen en vrouwen;25 tot 30 jaar;5 jaar gehuwd geweest;2014;8.0
8251;Totaal mannen en vrouwen;25 tot 30 jaar;5 jaar gehuwd geweest;2015;5.0
8252;Totaal mannen en vrouwen;25 tot 30 jaar;5 jaar gehuwd geweest;2016;6.0
8253;Totaal mannen en vrouwen;25 tot 30 jaar;5 jaar gehuwd geweest;2017;2.0
8254;Totaal mannen en vrouwen;25 tot 30 jaar;5 jaar gehuwd geweest;2018;4.0
8255;Totaal mannen en vrouwen;25 tot 30 jaar;5 jaar gehuwd geweest;2019;2.0
8256;Totaal mannen en vrouwen;25 tot 30 jaar;5 jaar gehuwd geweest;2020;5.0
8257;Totaal mannen en vrouwen;25 tot 30 jaar;5 jaar gehuwd geweest;2021;3.0
8258;Totaal mannen en vrouwen;25 tot 30 jaar;5 jaar gehuwd geweest;2022;6.0
8259;Totaal mannen en vrouwen;25 tot 30 jaar;5 jaar gehuwd geweest;2023;3.0
8260;Totaal mannen en vrouwen;25 tot 30 jaar;6 jaar gehuwd geweest;1996;20.0
8261;Totaal mannen en vrouwen;25 tot 30 jaar;6 jaar gehuwd geweest;1997;21.0
8262;Totaal mannen en vrouwen;25 tot 30 jaar;6 jaar gehuwd geweest;1998;17.0
8263;Totaal mannen en vrouwen;25 tot 30 jaar;6 jaar gehuwd geweest;1999;14.0
8264;Totaal mannen en vrouwen;25 tot 30 jaar;6 jaar gehuwd geweest;2000;11.0
8265;Totaal mannen en vrouwen;25 tot 30 jaar;6 jaar gehuwd geweest;2001;7.0
8266;Totaal mannen en vrouwen;25 tot 30 jaar;6 jaar gehuwd geweest;2002;6.0
8267;Totaal mannen en vrouwen;25 tot 30 jaar;6 jaar gehuwd geweest;2003;11.0
8268;Totaal mannen en vrouwen;25 tot 30 jaar;6 jaar gehuwd geweest;2004;9.0
8269;Totaal mannen en vrouwen;25 tot 30 jaar;6 jaar gehuwd geweest;2005;2.0
8270;Totaal mannen en vrouwen;25 tot 30 jaar;6 jaar gehuwd geweest;2006;8.0
8271;Totaal mannen en vrouwen;25 tot 30 jaar;6 jaar gehuwd geweest;2007;5.0
8272;Totaal mannen en vrouwen;25 tot 30 jaar;6 jaar gehuwd geweest;2008;7.0
8273;Totaal mannen en vrouwen;25 tot 30 jaar;6 jaar gehuwd geweest;2009;5.0
8274;Totaal mannen en vrouwen;25 tot 30 jaar;6 jaar gehuwd geweest;2010;2.0
8275;Totaal mannen en vrouwen;25 tot 30 jaar;6 jaar gehuwd geweest;2011;5.0
8276;Totaal mannen en vrouwen;25 tot 30 jaar;6 jaar gehuwd geweest;2012;5.0
8277;Totaal mannen en vrouwen;25 tot 30 jaar;6 jaar gehuwd geweest;2013;2.0
8278;Totaal mannen en vrouwen;25 tot 30 jaar;6 jaar gehuwd geweest;2014;4.0
8279;Totaal mannen en vrouwen;25 tot 30 jaar;6 jaar gehuwd geweest;2015;7.0
8280;Totaal mannen en vrouwen;25 tot 30 jaar;6 jaar gehuwd geweest;2016;5.0
8281;Totaal mannen en vrouwen;25 tot 30 jaar;6 jaar gehuwd geweest;2017;0.0
8282;Totaal mannen en vrouwen;25 tot 30 jaar;6 jaar gehuwd geweest;2018;2.0
8283;Totaal mannen en vrouwen;25 tot 30 jaar;6 jaar gehuwd geweest;2019;1.0
8284;Totaal mannen en vrouwen;25 tot 30 jaar;6 jaar gehuwd geweest;2020;5.0
8285;Totaal mannen en vrouwen;25 tot 30 jaar;6 jaar gehuwd geweest;2021;0.0
8286;Totaal mannen en vrouwen;25 tot 30 jaar;6 jaar gehuwd geweest;2022;1.0
8287;Totaal mannen en vrouwen;25 tot 30 jaar;6 jaar gehuwd geweest;2023;1.0
8288;Totaal mannen en vrouwen;25 tot 30 jaar;7 jaar gehuwd geweest;1996;13.0
8289;Totaal mannen en vrouwen;25 tot 30 jaar;7 jaar gehuwd geweest;1997;17.0
8290;Totaal mannen en vrouwen;25 tot 30 jaar;7 jaar gehuwd geweest;1998;12.0
8291;Totaal mannen en vrouwen;25 tot 30 jaar;7 jaar gehuwd geweest;1999;6.0
8292;Totaal mannen en vrouwen;25 tot 30 jaar;7 jaar gehuwd geweest;2000;6.0
8293;Totaal mannen en vrouwen;25 tot 30 jaar;7 jaar gehuwd geweest;2001;11.0
8294;Totaal mannen en vrouwen;25 tot 30 jaar;7 jaar gehuwd geweest;2002;5.0
8295;Totaal mannen en vrouwen;25 tot 30 jaar;7 jaar gehuwd geweest;2003;6.0
8296;Totaal mannen en vrouwen;25 tot 30 jaar;7 jaar gehuwd geweest;2004;5.0
8297;Totaal mannen en vrouwen;25 tot 30 jaar;7 jaar gehuwd geweest;2005;1.0
8298;Totaal mannen en vrouwen;25 tot 30 jaar;7 jaar gehuwd geweest;2006;5.0
8299;Totaal mannen en vrouwen;25 tot 30 jaar;7 jaar gehuwd geweest;2007;2.0
8300;Totaal mannen en vrouwen;25 tot 30 jaar;7 jaar gehuwd geweest;2008;8.0
8301;Totaal mannen en vrouwen;25 tot 30 jaar;7 jaar gehuwd geweest;2009;4.0
8302;Totaal mannen en vrouwen;25 tot 30 jaar;7 jaar gehuwd geweest;2010;2.0
8303;Totaal mannen en vrouwen;25 tot 30 jaar;7 jaar gehuwd geweest;2011;2.0
8304;Totaal mannen en vrouwen;25 tot 30 jaar;7 jaar gehuwd geweest;2012;1.0
8305;Totaal mannen en vrouwen;25 tot 30 jaar;7 jaar gehuwd geweest;2013;3.0
8306;Totaal mannen en vrouwen;25 tot 30 jaar;7 jaar gehuwd geweest;2014;4.0
8307;Totaal mannen en vrouwen;25 tot 30 jaar;7 jaar gehuwd geweest;2015;2.0
8308;Totaal mannen en vrouwen;25 tot 30 jaar;7 jaar gehuwd geweest;2016;3.0
8309;Totaal mannen en vrouwen;25 tot 30 jaar;7 jaar gehuwd geweest;2017;0.0
8310;Totaal mannen en vrouwen;25 tot 30 jaar;7 jaar gehuwd geweest;2018;2.0
8311;Totaal mannen en vrouwen;25 tot 30 jaar;7 jaar gehuwd geweest;2019;2.0
8312;Totaal mannen en vrouwen;25 tot 30 jaar;7 jaar gehuwd geweest;2020;3.0
8313;Totaal mannen en vrouwen;25 tot 30 jaar;7 jaar gehuwd geweest;2021;2.0
8314;Totaal mannen en vrouwen;25 tot 30 jaar;7 jaar gehuwd geweest;2022;3.0
8315;Totaal mannen en vrouwen;25 tot 30 jaar;7 jaar gehuwd geweest;2023;2.0
8316;Totaal mannen en vrouwen;25 tot 30 jaar;8 jaar gehuwd geweest;1996;8.0
8317;Totaal mannen en vrouwen;25 tot 30 jaar;8 jaar gehuwd geweest;1997;13.0
8318;Totaal mannen en vrouwen;25 tot 30 jaar;8 jaar gehuwd geweest;1998;10.0
8319;Totaal mannen en vrouwen;25 tot 30 jaar;8 jaar gehuwd geweest;1999;8.0
8320;Totaal mannen en vrouwen;25 tot 30 jaar;8 jaar gehuwd geweest;2000;7.0
8321;Totaal mannen en vrouwen;25 tot 30 jaar;8 jaar gehuwd geweest;2001;3.0
8322;Totaal mannen en vrouwen;25 tot 30 jaar;8 jaar gehuwd geweest;2002;3.0
8323;Totaal mannen en vrouwen;25 tot 30 jaar;8 jaar gehuwd geweest;2003;6.0
8324;Totaal mannen en vrouwen;25 tot 30 jaar;8 jaar gehuwd geweest;2004;4.0
8325;Totaal mannen en vrouwen;25 tot 30 jaar;8 jaar gehuwd geweest;2005;7.0
8326;Totaal mannen en vrouwen;25 tot 30 jaar;8 jaar gehuwd geweest;2006;2.0
8327;Totaal mannen en vrouwen;25 tot 30 jaar;8 jaar gehuwd geweest;2007;4.0
8328;Totaal mannen en vrouwen;25 tot 30 jaar;8 jaar gehuwd geweest;2008;4.0
8329;Totaal mannen en vrouwen;25 tot 30 jaar;8 jaar gehuwd geweest;2009;1.0
8330;Totaal mannen en vrouwen;25 tot 30 jaar;8 jaar gehuwd geweest;2010;0.0
8331;Totaal mannen en vrouwen;25 tot 30 jaar;8 jaar gehuwd geweest;2011;2.0
8332;Totaal mannen en vrouwen;25 tot 30 jaar;8 jaar gehuwd geweest;2012;3.0
8333;Totaal mannen en vrouwen;25 tot 30 jaar;8 jaar gehuwd geweest;2013;2.0
8334;Totaal mannen en vrouwen;25 tot 30 jaar;8 jaar gehuwd geweest;2014;1.0
8335;Totaal mannen en vrouwen;25 tot 30 jaar;8 jaar gehuwd geweest;2015;1.0
8336;Totaal mannen en vrouwen;25 tot 30 jaar;8 jaar gehuwd geweest;2016;3.0
8337;Totaal mannen en vrouwen;25 tot 30 jaar;8 jaar gehuwd geweest;2017;1.0
8338;Totaal mannen en vrouwen;25 tot 30 jaar;8 jaar gehuwd geweest;2018;4.0
8339;Totaal mannen en vrouwen;25 tot 30 jaar;8 jaar gehuwd geweest;2019;2.0
8340;Totaal mannen en vrouwen;25 tot 30 jaar;8 jaar gehuwd geweest;2020;0.0
8341;Totaal mannen en vrouwen;25 tot 30 jaar;8 jaar gehuwd geweest;2021;2.0
8342;Totaal mannen en vrouwen;25 tot 30 jaar;8 jaar gehuwd geweest;2022;4.0
8343;Totaal mannen en vrouwen;25 tot 30 jaar;8 jaar gehuwd geweest;2023;0.0
8344;Totaal mannen en vrouwen;25 tot 30 jaar;9 jaar gehuwd geweest;1996;3.0
8345;Totaal mannen en vrouwen;25 tot 30 jaar;9 jaar gehuwd geweest;1997;1.0
8346;Totaal mannen en vrouwen;25 tot 30 jaar;9 jaar gehuwd geweest;1998;10.0
8347;Totaal mannen en vrouwen;25 tot 30 jaar;9 jaar gehuwd geweest;1999;5.0
8348;Totaal mannen en vrouwen;25 tot 30 jaar;9 jaar gehuwd geweest;2000;7.0
8349;Totaal mannen en vrouwen;25 tot 30 jaar;9 jaar gehuwd geweest;2001;11.0
8350;Totaal mannen en vrouwen;25 tot 30 jaar;9 jaar gehuwd geweest;2002;7.0
8351;Totaal mannen en vrouwen;25 tot 30 jaar;9 jaar gehuwd geweest;2003;3.0
8352;Totaal mannen en vrouwen;25 tot 30 jaar;9 jaar gehuwd geweest;2004;1.0
8353;Totaal mannen en vrouwen;25 tot 30 jaar;9 jaar gehuwd geweest;2005;2.0
8354;Totaal mannen en vrouwen;25 tot 30 jaar;9 jaar gehuwd geweest;2006;4.0
8355;Totaal mannen en vrouwen;25 tot 30 jaar;9 jaar gehuwd geweest;2007;2.0
8356;Totaal mannen en vrouwen;25 tot 30 jaar;9 jaar gehuwd geweest;2008;2.0
8357;Totaal mannen en vrouwen;25 tot 30 jaar;9 jaar gehuwd geweest;2009;3.0
8358;Totaal mannen en vrouwen;25 tot 30 jaar;9 jaar gehuwd geweest;2010;0.0
8359;Totaal mannen en vrouwen;25 tot 30 jaar;9 jaar gehuwd geweest;2011;2.0
8360;Totaal mannen en vrouwen;25 tot 30 jaar;9 jaar gehuwd geweest;2012;1.0
8361;Totaal mannen en vrouwen;25 tot 30 jaar;9 jaar gehuwd geweest;2013;1.0
8362;Totaal mannen en vrouwen;25 tot 30 jaar;9 jaar gehuwd geweest;2014;3.0
8363;Totaal mannen en vrouwen;25 tot 30 jaar;9 jaar gehuwd geweest;2015;2.0
8364;Totaal mannen en vrouwen;25 tot 30 jaar;9 jaar gehuwd geweest;2016;0.0
8365;Totaal mannen en vrouwen;25 tot 30 jaar;9 jaar gehuwd geweest;2017;1.0
8366;Totaal mannen en vrouwen;25 tot 30 jaar;9 jaar gehuwd geweest;2018;2.0
8367;Totaal mannen en vrouwen;25 tot 30 jaar;9 jaar gehuwd geweest;2019;1.0
8368;Totaal mannen en vrouwen;25 tot 30 jaar;9 jaar gehuwd geweest;2020;0.0
8369;Totaal mannen en vrouwen;25 tot 30 jaar;9 jaar gehuwd geweest;2021;1.0
8370;Totaal mannen en vrouwen;25 tot 30 jaar;9 jaar gehuwd geweest;2022;1.0
8371;Totaal mannen en vrouwen;25 tot 30 jaar;9 jaar gehuwd geweest;2023;1.0
8372;Totaal mannen en vrouwen;25 tot 30 jaar;10 jaar gehuwd geweest;1996;7.0
8373;Totaal mannen en vrouwen;25 tot 30 jaar;10 jaar gehuwd geweest;1997;3.0
8374;Totaal mannen en vrouwen;25 tot 30 jaar;10 jaar gehuwd geweest;1998;6.0
8375;Totaal mannen en vrouwen;25 tot 30 jaar;10 jaar gehuwd geweest;1999;1.0
8376;Totaal mannen en vrouwen;25 tot 30 jaar;10 jaar gehuwd geweest;2000;7.0
8377;Totaal mannen en vrouwen;25 tot 30 jaar;10 jaar gehuwd geweest;2001;4.0
8378;Totaal mannen en vrouwen;25 tot 30 jaar;10 jaar gehuwd geweest;2002;2.0
8379;Totaal mannen en vrouwen;25 tot 30 jaar;10 jaar gehuwd geweest;2003;5.0
8380;Totaal mannen en vrouwen;25 tot 30 jaar;10 jaar gehuwd geweest;2004;1.0
8381;Totaal mannen en vrouwen;25 tot 30 jaar;10 jaar gehuwd geweest;2005;1.0
8382;Totaal mannen en vrouwen;25 tot 30 jaar;10 jaar gehuwd geweest;2006;0.0
8383;Totaal mannen en vrouwen;25 tot 30 jaar;10 jaar gehuwd geweest;2007;2.0
8384;Totaal mannen en vrouwen;25 tot 30 jaar;10 jaar gehuwd geweest;2008;2.0
8385;Totaal mannen en vrouwen;25 tot 30 jaar;10 jaar gehuwd geweest;2009;1.0
8386;Totaal mannen en vrouwen;25 tot 30 jaar;10 jaar gehuwd geweest;2010;1.0
8387;Totaal mannen en vrouwen;25 tot 30 jaar;10 jaar gehuwd geweest;2011;1.0
8388;Totaal mannen en vrouwen;25 tot 30 jaar;10 jaar gehuwd geweest;2012;1.0
8389;Totaal mannen en vrouwen;25 tot 30 jaar;10 jaar gehuwd geweest;2013;2.0
8390;Totaal mannen en vrouwen;25 tot 30 jaar;10 jaar gehuwd geweest;2014;1.0
8391;Totaal mannen en vrouwen;25 tot 30 jaar;10 jaar gehuwd geweest;2015;2.0
8392;Totaal mannen en vrouwen;25 tot 30 jaar;10 jaar gehuwd geweest;2016;0.0
8393;Totaal mannen en vrouwen;25 tot 30 jaar;10 jaar gehuwd geweest;2017;1.0
8394;Totaal mannen en vrouwen;25 tot 30 jaar;10 jaar gehuwd geweest;2018;0.0
8395;Totaal mannen en vrouwen;25 tot 30 jaar;10 jaar gehuwd geweest;2019;1.0
8396;Totaal mannen en vrouwen;25 tot 30 jaar;10 jaar gehuwd geweest;2020;1.0
8397;Totaal mannen en vrouwen;25 tot 30 jaar;10 jaar gehuwd geweest;2021;0.0
8398;Totaal mannen en vrouwen;25 tot 30 jaar;10 jaar gehuwd geweest;2022;0.0
8399;Totaal mannen en vrouwen;25 tot 30 jaar;10 jaar gehuwd geweest;2023;1.0
8400;Totaal mannen en vrouwen;25 tot 30 jaar;11 jaar gehuwd geweest;1996;2.0
8401;Totaal mannen en vrouwen;25 tot 30 jaar;11 jaar gehuwd geweest;1997;1.0
8402;Totaal mannen en vrouwen;25 tot 30 jaar;11 jaar gehuwd geweest;1998;1.0
8403;Totaal mannen en vrouwen;25 tot 30 jaar;11 jaar gehuwd geweest;1999;2.0
8404;Totaal mannen en vrouwen;25 tot 30 jaar;11 jaar gehuwd geweest;2000;3.0
8405;Totaal mannen en vrouwen;25 tot 30 jaar;11 jaar gehuwd geweest;2001;1.0
8406;Totaal mannen en vrouwen;25 tot 30 jaar;11 jaar gehuwd geweest;2002;0.0
8407;Totaal mannen en vrouwen;25 tot 30 jaar;11 jaar gehuwd geweest;2003;0.0
8408;Totaal mannen en vrouwen;25 tot 30 jaar;11 jaar gehuwd geweest;2004;1.0
8409;Totaal mannen en vrouwen;25 tot 30 jaar;11 jaar gehuwd geweest;2005;1.0
8410;Totaal mannen en vrouwen;25 tot 30 jaar;11 jaar gehuwd geweest;2006;0.0
8411;Totaal mannen en vrouwen;25 tot 30 jaar;11 jaar gehuwd geweest;2007;3.0
8412;Totaal mannen en vrouwen;25 tot 30 jaar;11 jaar gehuwd geweest;2008;4.0
8413;Totaal mannen en vrouwen;25 tot 30 jaar;11 jaar gehuwd geweest;2009;0.0
8414;Totaal mannen en vrouwen;25 tot 30 jaar;11 jaar gehuwd geweest;2010;0.0
8415;Totaal mannen en vrouwen;25 tot 30 jaar;11 jaar gehuwd geweest;2011;3.0
8416;Totaal mannen en vrouwen;25 tot 30 jaar;11 jaar gehuwd geweest;2012;2.0
8417;Totaal mannen en vrouwen;25 tot 30 jaar;11 jaar gehuwd geweest;2013;0.0
8418;Totaal mannen en vrouwen;25 tot 30 jaar;11 jaar gehuwd geweest;2014;0.0
8419;Totaal mannen en vrouwen;25 tot 30 jaar;11 jaar gehuwd geweest;2015;0.0
8420;Totaal mannen en vrouwen;25 tot 30 jaar;11 jaar gehuwd geweest;2016;0.0
8421;Totaal mannen en vrouwen;25 tot 30 jaar;11 jaar gehuwd geweest;2017;0.0
8422;Totaal mannen en vrouwen;25 tot 30 jaar;11 jaar gehuwd geweest;2018;0.0
8423;Totaal mannen en vrouwen;25 tot 30 jaar;11 jaar gehuwd geweest;2019;0.0
8424;Totaal mannen en vrouwen;25 tot 30 jaar;11 jaar gehuwd geweest;2020;0.0
8425;Totaal mannen en vrouwen;25 tot 30 jaar;11 jaar gehuwd geweest;2021;0.0
8426;Totaal mannen en vrouwen;25 tot 30 jaar;11 jaar gehuwd geweest;2022;0.0
8427;Totaal mannen en vrouwen;25 tot 30 jaar;11 jaar gehuwd geweest;2023;0.0
8428;Totaal mannen en vrouwen;25 tot 30 jaar;12 jaar gehuwd geweest;1996;0.0
8429;Totaal mannen en vrouwen;25 tot 30 jaar;12 jaar gehuwd geweest;1997;0.0
8430;Totaal mannen en vrouwen;25 tot 30 jaar;12 jaar gehuwd geweest;1998;0.0
8431;Totaal mannen en vrouwen;25 tot 30 jaar;12 jaar gehuwd geweest;1999;1.0
8432;Totaal mannen en vrouwen;25 tot 30 jaar;12 jaar gehuwd geweest;2000;2.0
8433;Totaal mannen en vrouwen;25 tot 30 jaar;12 jaar gehuwd geweest;2001;1.0
8434;Totaal mannen en vrouwen;25 tot 30 jaar;12 jaar gehuwd geweest;2002;1.0
8435;Totaal mannen en vrouwen;25 tot 30 jaar;12 jaar gehuwd geweest;2003;1.0
8436;Totaal mannen en vrouwen;25 tot 30 jaar;12 jaar gehuwd geweest;2004;1.0
8437;Totaal mannen en vrouwen;25 tot 30 jaar;12 jaar gehuwd geweest;2005;1.0
8438;Totaal mannen en vrouwen;25 tot 30 jaar;12 jaar gehuwd geweest;2006;0.0
8439;Totaal mannen en vrouwen;25 tot 30 jaar;12 jaar gehuwd geweest;2007;1.0
8440;Totaal mannen en vrouwen;25 tot 30 jaar;12 jaar gehuwd geweest;2008;0.0
8441;Totaal mannen en vrouwen;25 tot 30 jaar;12 jaar gehuwd geweest;2009;1.0
8442;Totaal mannen en vrouwen;25 tot 30 jaar;12 jaar gehuwd geweest;2010;0.0
8443;Totaal mannen en vrouwen;25 tot 30 jaar;12 jaar gehuwd geweest;2011;0.0
8444;Totaal mannen en vrouwen;25 tot 30 jaar;12 jaar gehuwd geweest;2012;0.0
8445;Totaal mannen en vrouwen;25 tot 30 jaar;12 jaar gehuwd geweest;2013;0.0
8446;Totaal mannen en vrouwen;25 tot 30 jaar;12 jaar gehuwd geweest;2014;0.0
8447;Totaal mannen en vrouwen;25 tot 30 jaar;12 jaar gehuwd geweest;2015;0.0
8448;Totaal mannen en vrouwen;25 tot 30 jaar;12 jaar gehuwd geweest;2016;0.0
8449;Totaal mannen en vrouwen;25 tot 30 jaar;12 jaar gehuwd geweest;2017;0.0
8450;Totaal mannen en vrouwen;25 tot 30 jaar;12 jaar gehuwd geweest;2018;0.0
8451;Totaal mannen en vrouwen;25 tot 30 jaar;12 jaar gehuwd geweest;2019;1.0
8452;Totaal mannen en vrouwen;25 tot 30 jaar;12 jaar gehuwd geweest;2020;0.0
8453;Totaal mannen en vrouwen;25 tot 30 jaar;12 jaar gehuwd geweest;2021;0.0
8454;Totaal mannen en vrouwen;25 tot 30 jaar;12 jaar gehuwd geweest;2022;0.0
8455;Totaal mannen en vrouwen;25 tot 30 jaar;12 jaar gehuwd geweest;2023;0.0
8456;Totaal mannen en vrouwen;25 tot 30 jaar;13 jaar gehuwd geweest;1996;0.0
8457;Totaal mannen en vrouwen;25 tot 30 jaar;13 jaar gehuwd geweest;1997;0.0
8458;Totaal mannen en vrouwen;25 tot 30 jaar;13 jaar gehuwd geweest;1998;0.0
8459;Totaal mannen en vrouwen;25 tot 30 jaar;13 jaar gehuwd geweest;1999;0.0
8460;Totaal mannen en vrouwen;25 tot 30 jaar;13 jaar gehuwd geweest;2000;1.0
8461;Totaal mannen en vrouwen;25 tot 30 jaar;13 jaar gehuwd geweest;2001;1.0
8462;Totaal mannen en vrouwen;25 tot 30 jaar;13 jaar gehuwd geweest;2002;0.0
8463;Totaal mannen en vrouwen;25 tot 30 jaar;13 jaar gehuwd geweest;2003;1.0
8464;Totaal mannen en vrouwen;25 tot 30 jaar;13 jaar gehuwd geweest;2004;0.0
8465;Totaal mannen en vrouwen;25 tot 30 jaar;13 jaar gehuwd geweest;2005;0.0
8466;Totaal mannen en vrouwen;25 tot 30 jaar;13 jaar gehuwd geweest;2006;0.0
8467;Totaal mannen en vrouwen;25 tot 30 jaar;13 jaar gehuwd geweest;2007;0.0
8468;Totaal mannen en vrouwen;25 tot 30 jaar;13 jaar gehuwd geweest;2008;0.0
8469;Totaal mannen en vrouwen;25 tot 30 jaar;13 jaar gehuwd geweest;2009;0.0
8470;Totaal mannen en vrouwen;25 tot 30 jaar;13 jaar gehuwd geweest;2010;0.0
8471;Totaal mannen en vrouwen;25 tot 30 jaar;13 jaar gehuwd geweest;2011;0.0
8472;Totaal mannen en vrouwen;25 tot 30 jaar;13 jaar gehuwd geweest;2012;0.0
8473;Totaal mannen en vrouwen;25 tot 30 jaar;13 jaar gehuwd geweest;2013;0.0
8474;Totaal mannen en vrouwen;25 tot 30 jaar;13 jaar gehuwd geweest;2014;0.0
8475;Totaal mannen en vrouwen;25 tot 30 jaar;13 jaar gehuwd geweest;2015;0.0
8476;Totaal mannen en vrouwen;25 tot 30 jaar;13 jaar gehuwd geweest;2016;0.0
8477;Totaal mannen en vrouwen;25 tot 30 jaar;13 jaar gehuwd geweest;2017;0.0
8478;Totaal mannen en vrouwen;25 tot 30 jaar;13 jaar gehuwd geweest;2018;0.0
8479;Totaal mannen en vrouwen;25 tot 30 jaar;13 jaar gehuwd geweest;2019;0.0
8480;Totaal mannen en vrouwen;25 tot 30 jaar;13 jaar gehuwd geweest;2020;0.0
8481;Totaal mannen en vrouwen;25 tot 30 jaar;13 jaar gehuwd geweest;2021;0.0
8482;Totaal mannen en vrouwen;25 tot 30 jaar;13 jaar gehuwd geweest;2022;0.0
8483;Totaal mannen en vrouwen;25 tot 30 jaar;13 jaar gehuwd geweest;2023;0.0
8484;Totaal mannen en vrouwen;25 tot 30 jaar;14 jaar gehuwd geweest;1996;0.0
8485;Totaal mannen en vrouwen;25 tot 30 jaar;14 jaar gehuwd geweest;1997;0.0
8486;Totaal mannen en vrouwen;25 tot 30 jaar;14 jaar gehuwd geweest;1998;0.0
8487;Totaal mannen en vrouwen;25 tot 30 jaar;14 jaar gehuwd geweest;1999;0.0
8488;Totaal mannen en vrouwen;25 tot 30 jaar;14 jaar gehuwd geweest;2000;0.0
8489;Totaal mannen en vrouwen;25 tot 30 jaar;14 jaar gehuwd geweest;2001;0.0
8490;Totaal mannen en vrouwen;25 tot 30 jaar;14 jaar gehuwd geweest;2002;0.0
8491;Totaal mannen en vrouwen;25 tot 30 jaar;14 jaar gehuwd geweest;2003;0.0
8492;Totaal mannen en vrouwen;25 tot 30 jaar;14 jaar gehuwd geweest;2004;2.0
8493;Totaal mannen en vrouwen;25 tot 30 jaar;14 jaar gehuwd geweest;2005;0.0
8494;Totaal mannen en vrouwen;25 tot 30 jaar;14 jaar gehuwd geweest;2006;0.0
8495;Totaal mannen en vrouwen;25 tot 30 jaar;14 jaar gehuwd geweest;2007;0.0
8496;Totaal mannen en vrouwen;25 tot 30 jaar;14 jaar gehuwd geweest;2008;0.0
8497;Totaal mannen en vrouwen;25 tot 30 jaar;14 jaar gehuwd geweest;2009;0.0
8498;Totaal mannen en vrouwen;25 tot 30 jaar;14 jaar gehuwd geweest;2010;0.0
8499;Totaal mannen en vrouwen;25 tot 30 jaar;14 jaar gehuwd geweest;2011;0.0
