ID;Leeftijd;Regiokenmerken;Inwoners_1;Bijstandsontvangers_2;Bijstandsdichtheid_3;Instroom_4;Instroom_5;Uitstroom_6;Uitstroom_7;UitstroomNaarWerk_8;UitstroomNaarWerk_9;PersonenMetReIntegratievoorziening_10;WerkNaReIntegratie_11;WerkNaReIntegratie_12;PersonenMetBijstandEnReIntegratie_13;BijstandsontvangersMetReIntegratie_14;ReIntegratieontvangersMetBijstand_15;WSWWerknemers_16;WSWDichtheid_17
1378;AOW-leeftijd of ouder;Waalre;3940;30;6.5;0;;10;26.0;;;;;;;;;;
1379;AOW-leeftijd of ouder;Waalwijk;9490;70;8.0;10;6.5;20;21.5;;;;;;;;;;
1380;AOW-leeftijd of ouder;Waddinxveen;5210;40;8.5;0;;10;12.5;;;;;;;;;;
1381;AOW-leeftijd of ouder;Wageningen;5830;70;11.0;10;13.0;10;14.5;;;;;;;;;;
1382;AOW-leeftijd of ouder;Wassenaar;6390;40;7.0;10;10.5;10;25.5;;;;;;;;;;
1383;AOW-leeftijd of ouder;Waterland;3950;20;4.0;0;;0;;;;;;;;;;;
1384;AOW-leeftijd of ouder;Weert;10740;120;11.5;20;13.0;20;13.5;;;;;;;;;;
1385;AOW-leeftijd of ouder;Weesp;3610;80;21.5;10;9.5;10;11.0;;;;;;;;;;
1386;AOW-leeftijd of ouder;Werkendam;5020;20;3.5;0;;0;;;;;;;;;;;
1387;AOW-leeftijd of ouder;West Maas en Waal;3660;20;5.0;10;31.5;10;44.0;;;;;;;;;;
1388;AOW-leeftijd of ouder;Westerveld;5040;10;1.5;0;;10;50.0;;;;;;;;;;
1389;AOW-leeftijd of ouder;Westervoort;2560;30;13.0;10;17.0;10;17.0;;;;;;;;;;
1390;AOW-leeftijd of ouder;Westland;19230;130;7.0;20;13.5;20;12.0;;;;;;;;;;
1391;AOW-leeftijd of ouder;Weststellingwerf;5680;40;6.5;10;16.5;0;;;;;;;;;;;
1392;AOW-leeftijd of ouder;Westvoorne;3630;10;1.5;0;;0;;;;;;;;;;;
1393;AOW-leeftijd of ouder;Wierden;4700;30;5.5;0;;0;;;;;;;;;;;
1394;AOW-leeftijd of ouder;Wijchen;7880;60;7.0;10;15.5;10;22.0;;;;;;;;;;
1395;AOW-leeftijd of ouder;Wijdemeren;5370;30;5.0;0;;10;33.5;;;;;;;;;;
1396;AOW-leeftijd of ouder;Wijk bij Duurstede;4130;30;7.0;0;;0;;;;;;;;;;;
1397;AOW-leeftijd of ouder;Winsum;2850;10;3.0;0;;0;;;;;;;;;;;
1398;AOW-leeftijd of ouder;Winterswijk;6160;50;9.0;10;14.0;20;24.5;;;;;;;;;;
1399;AOW-leeftijd of ouder;Woensdrecht;4960;30;5.0;10;24.0;10;24.0;;;;;;;;;;
1400;AOW-leeftijd of ouder;Woerden;8940;80;8.5;10;9.0;10;16.5;;;;;;;;;;
1401;AOW-leeftijd of ouder;De Wolden;5280;10;2.5;0;;0;;;;;;;;;;;
1402;AOW-leeftijd of ouder;Wormerland;3480;20;4.5;0;;10;35.0;;;;;;;;;;
1403;AOW-leeftijd of ouder;Woudenberg;2330;10;5.5;0;;0;;;;;;;;;;;
1404;AOW-leeftijd of ouder;Woudrichem;2780;10;2.5;0;;0;;;;;;;;;;;
1405;AOW-leeftijd of ouder;Zaanstad;26500;430;16.5;50;10.5;80;16.5;;;;;;;;;;
1406;AOW-leeftijd of ouder;Zaltbommel;4690;40;8.5;0;;10;19.0;;;;;;;;;;
1407;AOW-leeftijd of ouder;Zandvoort;4180;40;8.5;10;16.0;10;23.5;;;;;;;;;;
1408;AOW-leeftijd of ouder;Zederik;2510;10;3.0;0;;0;;;;;;;;;;;
1409;AOW-leeftijd of ouder;Zeewolde;2600;10;5.0;0;;0;;;;;;;;;;;
1410;AOW-leeftijd of ouder;Zeist;12480;160;13.0;20;9.5;30;16.5;;;;;;;;;;
1411;AOW-leeftijd of ouder;Zevenaar;7520;60;8.0;10;14.5;10;12.5;;;;;;;;;;
1412;AOW-leeftijd of ouder;Zoetermeer;21040;570;27.0;40;7.5;60;9.5;;;;;;;;;;
1413;AOW-leeftijd of ouder;Zoeterwoude;1630;0;;0;;0;;;;;;;;;;;
1414;AOW-leeftijd of ouder;Zuidhorn;3570;10;3.0;0;;10;69.0;;;;;;;;;;
1415;AOW-leeftijd of ouder;Zuidplas;7180;60;8.5;10;9.5;10;19.5;;;;;;;;;;
1416;AOW-leeftijd of ouder;Zundert;4390;10;2.5;0;;0;;;;;;;;;;;
1417;AOW-leeftijd of ouder;Zutphen;9360;90;9.5;10;10.0;40;38.5;;;;;;;;;;
1418;AOW-leeftijd of ouder;Zwartewaterland;3530;10;3.0;0;;0;;;;;;;;;;;
1419;AOW-leeftijd of ouder;Zwijndrecht;9510;150;15.5;20;12.5;20;11.5;;;;;;;;;;
1420;AOW-leeftijd of ouder;Zwolle;18350;290;16.0;40;11.0;50;16.0;;;;;;;;;;
1421;AOW-leeftijd of ouder;Groningen (AM);140600;1360;9.5;190;13.0;360;24.5;;;;;;;;;;
1422;AOW-leeftijd of ouder;Friesland (AM);128560;910;7.0;140;14.5;260;27.5;;;;;;;;;;
1423;AOW-leeftijd of ouder;Drenthe (AM);59690;420;7.0;60;13.5;110;25.0;;;;;;;;;;
1424;AOW-leeftijd of ouder;Twente (AM);117940;2310;19.5;230;9.5;320;13.0;;;;;;;;;;
1425;AOW-leeftijd of ouder;Stedendriehoek en Noordwest Veluwe (AM);118020;970;8.0;150;14.0;260;23.5;;;;;;;;;;
1426;AOW-leeftijd of ouder;Midden-Gelderland (AM);69890;1250;18.0;160;11.5;270;19.5;;;;;;;;;;
1427;AOW-leeftijd of ouder;Rijk van Nijmegen (AM);54850;1000;18.0;130;12.0;190;17.5;;;;;;;;;;
1428;AOW-leeftijd of ouder;Achterhoek (AM);63760;390;6.0;50;12.5;90;21.5;;;;;;;;;;
1429;AOW-leeftijd of ouder;Rivierenland (AM);39650;390;10.0;50;11.0;90;21.5;;;;;;;;;;
1430;AOW-leeftijd of ouder;Flevoland (AM);48950;1250;25.5;140;10.0;190;14.0;;;;;;;;;;
1431;AOW-leeftijd of ouder;Gooi en Vechtstreek (AM);53330;580;11.0;70;12.0;90;14.0;;;;;;;;;;
1432;AOW-leeftijd of ouder;Midden-Utrecht (AM);129360;2290;17.5;270;11.0;350;14.5;;;;;;;;;;
1433;AOW-leeftijd of ouder;Amersfoort (AM);55440;740;13.5;90;11.0;120;15.0;;;;;;;;;;
1434;AOW-leeftijd of ouder;Noord-Holland Noord (AM);132920;1130;8.5;140;12.0;210;17.0;;;;;;;;;;
1435;AOW-leeftijd of ouder;Zaanstreek/Waterland (AM);61430;770;12.5;80;10.0;130;15.0;;;;;;;;;;
1436;AOW-leeftijd of ouder;Groot Amsterdam (AM);164960;8260;50.0;930;10.5;1170;13.0;;;;;;;;;;
1437;AOW-leeftijd of ouder;Holland Rijnland (AM);94040;940;10.0;120;12.0;140;14.5;;;;;;;;;;
1438;AOW-leeftijd of ouder;Midden-Holland (AM);35290;470;13.0;50;10.0;70;14.5;;;;;;;;;;
1439;AOW-leeftijd of ouder;Haaglanden (AM);121390;5090;42.0;460;8.5;670;12.5;;;;;;;;;;
1440;AOW-leeftijd of ouder;Rijnmond (AM);233350;8270;35.5;900;10.0;1210;13.5;;;;;;;;;;
1441;AOW-leeftijd of ouder;Drechtsteden (AM);50420;790;15.5;90;11.0;120;14.5;;;;;;;;;;
1442;AOW-leeftijd of ouder;Zeeland (AM);83930;670;8.0;100;13.0;180;23.5;;;;;;;;;;
1443;AOW-leeftijd of ouder;West-Brabant (AM);132090;1400;10.5;190;12.0;280;18.5;;;;;;;;;;
1444;AOW-leeftijd of ouder;Midden-Brabant (AM);84450;960;11.5;110;11.0;180;18.0;;;;;;;;;;
1445;AOW-leeftijd of ouder;Noordoost-Brabant (AM);114380;1200;10.5;140;12.5;220;19.0;;;;;;;;;;
1446;AOW-leeftijd of ouder;Zuidoost-Brabant (AM);97050;1190;12.5;170;13.0;200;16.0;;;;;;;;;;
1447;AOW-leeftijd of ouder;Noord-Limburg (AM);55130;540;10.0;70;11.5;120;20.0;;;;;;;;;;
1448;AOW-leeftijd of ouder;Zuid-Limburg (AM);134490;1660;12.5;220;12.5;360;20.5;;;;;;;;;;
1449;AOW-leeftijd of ouder;Helmond-De Peel (AM);45750;500;11.0;70;12.5;120;22.0;;;;;;;;;;
1450;AOW-leeftijd of ouder;Midden-Limburg (AM);51640;560;10.5;70;12.5;110;19.5;;;;;;;;;;
1451;AOW-leeftijd of ouder;Zuid-Holland Centraal (AM);65360;1060;16.5;100;9.0;140;12.5;;;;;;;;;;
1452;AOW-leeftijd of ouder;Gorinchem (AM);25500;210;8.5;30;15.0;50;21.0;;;;;;;;;;
1453;AOW-leeftijd of ouder;Regio Zwolle (AM);90410;610;7.0;90;14.0;140;21.5;;;;;;;;;;
1454;AOW-leeftijd of ouder;Zuid-Kennemerland en IJmond (AM);71960;780;11.0;100;12.0;150;18.0;;;;;;;;;;
1455;AOW-leeftijd of ouder;FoodValley (AM);59560;630;10.5;70;10.5;120;17.5;;;;;;;;;;
1456;AOW-leeftijd of ouder;Gemeenten: minder dan 5 000 inwoners;2710;0;;0;;0;;;;;;;;;;;
1457;AOW-leeftijd of ouder;Gemeenten: 5 000 tot 10 000 inwoners;29510;190;6.5;20;7.5;30;16.0;;;;;;;;;;
1458;AOW-leeftijd of ouder;Gemeenten: 10 000 tot 20 000 inwoners;293060;1420;5.0;220;15.0;330;22.5;;;;;;;;;;
1459;AOW-leeftijd of ouder;Gemeenten: 20 000 tot 50 000 inwoners;1218860;8450;7.0;1140;12.5;1830;20.0;;;;;;;;;;
1460;AOW-leeftijd of ouder;Gemeenten: 50 000 tot 100 000 inwoners;612600;8920;14.5;1050;11.0;1580;16.5;;;;;;;;;;
1461;AOW-leeftijd of ouder;Gemeenten: 100 000 tot 150 000 inwoners;278190;4600;16.5;500;10.0;750;15.5;;;;;;;;;;
1462;AOW-leeftijd of ouder;Gemeenten: 150 000 tot 250 000 inwoners;351610;8160;23.0;1010;11.5;1500;17.0;;;;;;;;;;
1463;AOW-leeftijd of ouder;Gemeenten: 250 000 inwoners of meer;298960;19790;66.0;2120;10.0;2770;13.0;;;;;;;;;;
