ID;Leeftijd;Regiokenmerken;Inwoners_1;Bijstandsontvangers_2;Bijstandsdichtheid_3;Instroom_4;Instroom_5;Uitstroom_6;Uitstroom_7;UitstroomNaarWerk_8;UitstroomNaarWerk_9;PersonenMetReIntegratievoorziening_10;WerkNaReIntegratie_11;WerkNaReIntegratie_12;PersonenMetBijstandEnReIntegratie_13;BijstandsontvangersMetReIntegratie_14;ReIntegratieontvangersMetBijstand_15;WSWWerknemers_16;WSWDichtheid_17
759;15 jaar tot AOW-leeftijd;Midden-Delfland;12670;170;13.5;70;32.5;50;23.0;20.0;10.5;40.0;10.0;6.0;20.0;10.0;44.5;30.0;2.5
760;15 jaar tot AOW-leeftijd;Midden-Drenthe;21040;520;24.5;190;27.0;160;23.0;90.0;12.5;420.0;130.0;40.5;300.0;58.5;73.0;180.0;8.5
761;15 jaar tot AOW-leeftijd;Mill en Sint Hubert;7100;120;17.0;30;18.5;30;21.5;20.0;13.5;60.0;20.0;21.0;40.0;28.5;60.5;130.0;18.0
762;15 jaar tot AOW-leeftijd;Moerdijk;23790;550;23.0;130;18.5;140;20.0;80.0;12.0;150.0;50.0;14.5;90.0;16.5;61.0;120.0;5.0
763;15 jaar tot AOW-leeftijd;Molenwaard;18570;270;14.5;80;24.5;70;19.5;40.0;10.5;190.0;40.0;26.5;160.0;60.5;84.0;50.0;2.5
764;15 jaar tot AOW-leeftijd;Montferland;22920;470;20.5;130;19.5;160;24.5;80.0;11.5;350.0;80.0;23.0;240.0;50.5;69.0;230.0;10.0
765;15 jaar tot AOW-leeftijd;Montfoort;8850;120;14.0;20;16.0;30;20.5;20.0;12.0;70.0;30.0;30.0;60.0;49.5;84.5;20.0;2.5
766;15 jaar tot AOW-leeftijd;Mook en Middelaar;4790;100;21.5;30;21.5;30;19.5;20.0;13.5;10.0;0.0;;10.0;6.0;54.5;30.0;6.5
767;15 jaar tot AOW-leeftijd;Neder-Betuwe;14950;310;20.5;90;22.0;80;21.0;40.0;10.5;200.0;60.0;31.0;170.0;55.0;83.0;60.0;4.5
768;15 jaar tot AOW-leeftijd;Nederweert;11040;160;15.0;50;22.0;60;25.5;30.0;13.0;50.0;20.0;18.5;40.0;22.5;70.0;120.0;10.5
769;15 jaar tot AOW-leeftijd;Neerijnen;8040;140;17.0;40;19.0;50;25.5;30.0;15.0;30.0;10.0;12.5;20.0;13.5;60.0;40.0;5.0
770;15 jaar tot AOW-leeftijd;Nieuwegein;41270;1340;32.5;300;17.5;350;20.5;170.0;10.0;700.0;200.0;29.5;540.0;40.5;77.0;160.0;4.0
771;15 jaar tot AOW-leeftijd;Nieuwkoop;18460;300;16.0;70;18.0;70;20.5;40.0;11.5;90.0;40.0;22.5;80.0;26.0;83.5;60.0;3.0
772;15 jaar tot AOW-leeftijd;Nijkerk;26950;490;18.5;170;26.5;130;20.5;70.0;10.0;200.0;60.0;19.0;150.0;29.5;73.0;110.0;4.0
773;15 jaar tot AOW-leeftijd;Nijmegen;126100;7620;60.5;1890;19.5;1920;20.0;1030.0;10.5;980.0;360.0;11.5;430.0;5.5;44.5;1050.0;8.5
774;15 jaar tot AOW-leeftijd;Nissewaard;57190;2450;43.0;610;20.5;570;19.0;340.0;11.0;730.0;290.0;25.0;520.0;21.5;71.0;310.0;5.5
775;15 jaar tot AOW-leeftijd;Noord-Beveland;4470;90;21.0;20;17.5;40;27.0;20.0;17.0;70.0;20.0;24.5;50.0;49.5;69.5;20.0;4.5
776;15 jaar tot AOW-leeftijd;Noordenveld;19240;620;32.0;640;50.0;140;11.0;80.0;6.0;340.0;80.0;25.0;240.0;38.5;70.0;150.0;8.0
777;15 jaar tot AOW-leeftijd;Noordoostpolder;30360;1010;33.0;320;23.5;310;23.0;180.0;13.0;870.0;250.0;40.5;670.0;66.5;77.5;220.0;7.5
778;15 jaar tot AOW-leeftijd;Noordwijk;16810;340;20.0;110;26.0;60;15.0;40.0;10.0;110.0;20.0;11.0;90.0;25.5;75.5;80.0;5.0
779;15 jaar tot AOW-leeftijd;Noordwijkerhout;10860;190;17.5;60;23.0;60;22.5;30.0;13.5;40.0;20.0;17.0;30.0;15.0;72.0;50.0;4.5
780;15 jaar tot AOW-leeftijd;Nuenen, Gerwen en Nederwetten;13940;420;30.0;90;18.5;70;14.0;40.0;7.5;90.0;40.0;22.0;60.0;15.0;68.5;70.0;5.0
781;15 jaar tot AOW-leeftijd;Nunspeet;17000;310;18.0;100;24.0;100;25.0;50.0;13.0;330.0;90.0;42.0;230.0;76.5;71.0;140.0;8.0
782;15 jaar tot AOW-leeftijd;Nuth;9410;200;21.0;60;21.5;70;25.5;40.0;13.5;180.0;40.0;35.5;140.0;71.5;80.5;110.0;12.0
783;15 jaar tot AOW-leeftijd;Oegstgeest;14920;340;23.0;90;21.5;70;16.5;40.0;10.0;190.0;30.0;21.0;150.0;42.5;77.0;50.0;3.0
784;15 jaar tot AOW-leeftijd;Oirschot;12130;150;12.0;40;20.0;40;21.5;20.0;13.0;140.0;30.0;25.0;100.0;66.0;69.5;120.0;10.0
785;15 jaar tot AOW-leeftijd;Oisterwijk;16310;300;18.5;150;36.0;90;20.0;60.0;13.0;300.0;60.0;27.5;210.0;69.0;69.0;170.0;10.0
786;15 jaar tot AOW-leeftijd;Oldambt;24040;1580;65.5;480;23.0;470;22.5;280.0;13.5;1650.0;290.0;38.5;1390.0;88.0;84.0;630.0;26.0
787;15 jaar tot AOW-leeftijd;Oldebroek;15150;320;21.0;80;20.5;70;18.0;40.0;10.5;400.0;40.0;21.0;290.0;91.0;72.0;110.0;7.0
788;15 jaar tot AOW-leeftijd;Oldenzaal;19820;630;31.5;150;20.0;130;17.0;70.0;8.5;410.0;110.0;38.0;320.0;51.0;79.0;300.0;15.0
789;15 jaar tot AOW-leeftijd;Olst-Wijhe;11600;220;19.0;70;22.5;70;23.0;40.0;12.0;170.0;40.0;28.0;140.0;64.0;81.5;100.0;8.0
790;15 jaar tot AOW-leeftijd;Ommen;11050;240;22.0;70;23.0;60;19.5;40.0;12.0;190.0;30.0;24.5;140.0;58.5;75.5;130.0;12.0
791;15 jaar tot AOW-leeftijd;Onderbanken;5150;170;33.5;50;24.0;50;22.5;20.0;9.5;30.0;20.0;29.0;10.0;8.0;54.0;80.0;16.0
792;15 jaar tot AOW-leeftijd;Oost Gelre;19130;360;19.0;80;17.0;80;17.5;50.0;10.0;410.0;70.0;29.5;310.0;86.0;75.0;280.0;14.5
793;15 jaar tot AOW-leeftijd;Oosterhout;35220;1110;31.5;260;18.5;260;18.5;130.0;9.0;410.0;100.0;15.0;200.0;18.0;48.0;250.0;7.0
794;15 jaar tot AOW-leeftijd;Ooststellingwerf;15960;610;38.0;200;23.5;210;25.0;110.0;13.0;470.0;140.0;43.0;370.0;60.0;78.5;160.0;10.0
795;15 jaar tot AOW-leeftijd;Oostzaan;6330;130;20.5;40;24.5;20;13.0;10.0;7.0;20.0;0.0;;20.0;12.5;72.5;10.0;1.5
796;15 jaar tot AOW-leeftijd;Opmeer;7410;120;16.0;40;22.5;50;29.0;30.0;18.5;70.0;30.0;32.5;60.0;46.0;77.5;20.0;3.0
797;15 jaar tot AOW-leeftijd;Opsterland;19000;640;34.0;190;22.0;180;21.5;90.0;10.5;270.0;80.0;25.0;210.0;32.5;78.5;140.0;7.5
798;15 jaar tot AOW-leeftijd;Oss;60070;1810;30.0;610;25.5;590;24.5;320.0;13.0;900.0;290.0;25.5;540.0;29.5;60.0;920.0;15.5
799;15 jaar tot AOW-leeftijd;Oud-Beijerland;15400;320;20.5;80;21.5;70;18.0;30.0;8.0;240.0;50.0;32.0;190.0;59.5;79.5;60.0;4.0
800;15 jaar tot AOW-leeftijd;Oude IJsselstreek;25100;730;29.0;150;17.0;170;18.5;90.0;10.0;270.0;50.0;16.0;190.0;27.0;71.0;230.0;9.0
801;15 jaar tot AOW-leeftijd;Ouder-Amstel;8540;190;22.5;60;23.0;50;21.0;30.0;13.0;80.0;40.0;33.0;50.0;23.0;59.0;10.0;1.5
802;15 jaar tot AOW-leeftijd;Oudewater;6470;90;14.5;20;17.5;20;18.5;10.0;12.5;50.0;10.0;19.0;40.0;44.5;93.5;20.0;3.5
803;15 jaar tot AOW-leeftijd;Overbetuwe;30590;650;21.5;160;21.0;130;16.5;60.0;7.5;620.0;80.0;22.0;460.0;70.0;74.0;180.0;6.0
804;15 jaar tot AOW-leeftijd;Papendrecht;20300;600;29.5;130;17.0;150;20.0;90.0;12.5;240.0;40.0;17.5;150.0;24.0;59.5;90.0;4.5
805;15 jaar tot AOW-leeftijd;Peel en Maas;28150;410;14.5;130;22.5;130;23.5;80.0;15.0;430.0;110.0;30.5;300.0;72.5;69.0;300.0;10.5
806;15 jaar tot AOW-leeftijd;Pekela;7830;530;68.0;150;23.0;120;18.5;70.0;10.0;260.0;90.0;45.0;230.0;42.5;87.0;270.0;34.0
807;15 jaar tot AOW-leeftijd;Pijnacker-Nootdorp;35200;600;17.0;200;26.5;130;18.0;60.0;8.0;370.0;80.0;20.5;250.0;42.0;69.5;70.0;2.0
808;15 jaar tot AOW-leeftijd;Purmerend;53220;1770;33.0;470;20.5;490;21.5;300.0;13.0;830.0;230.0;25.0;580.0;33.0;70.5;290.0;5.5
809;15 jaar tot AOW-leeftijd;Putten;15400;240;15.5;80;22.5;90;25.5;50.0;13.5;60.0;20.0;12.5;30.0;10.5;39.0;90.0;6.0
810;15 jaar tot AOW-leeftijd;Raalte;23760;460;19.0;120;21.5;110;19.0;50.0;8.5;390.0;70.0;28.0;320.0;70.5;82.0;200.0;8.5
811;15 jaar tot AOW-leeftijd;Reimerswaal;14210;260;18.0;70;21.0;70;21.0;30.0;10.0;210.0;30.0;18.0;170.0;63.5;79.0;70.0;5.0
812;15 jaar tot AOW-leeftijd;Renkum;18570;650;35.0;180;21.5;180;21.0;90.0;11.0;490.0;100.0;34.0;360.0;55.0;74.0;120.0;6.5
813;15 jaar tot AOW-leeftijd;Renswoude;3330;40;11.5;10;21.0;20;28.5;10.0;9.5;10.0;0.0;;10.0;16.0;75.0;10.0;3.5
814;15 jaar tot AOW-leeftijd;Reusel-De Mierden;8590;100;12.0;40;24.5;30;21.5;20.0;12.5;90.0;30.0;32.5;70.0;66.5;73.5;140.0;16.0
815;15 jaar tot AOW-leeftijd;Rheden;26520;1100;41.5;280;20.0;290;20.5;140.0;10.0;670.0;150.0;27.0;540.0;49.0;81.0;290.0;11.0
816;15 jaar tot AOW-leeftijd;Rhenen;12210;300;24.5;60;15.5;80;21.0;50.0;13.0;100.0;20.0;16.5;70.0;24.5;73.5;70.0;5.5
817;15 jaar tot AOW-leeftijd;Ridderkerk;28420;940;33.0;240;21.5;200;18.0;100.0;9.0;670.0;110.0;25.5;520.0;54.5;76.5;130.0;4.5
818;15 jaar tot AOW-leeftijd;Rijnwaarden;7080;260;37.0;60;19.0;60;16.5;40.0;11.5;110.0;30.0;24.5;80.0;31.0;77.0;60.0;8.0
819;15 jaar tot AOW-leeftijd;Rijssen-Holten;23720;460;19.5;130;23.0;100;17.5;60.0;10.5;440.0;90.0;33.0;340.0;73.5;77.5;150.0;6.5
820;15 jaar tot AOW-leeftijd;Rijswijk (ZH.);32870;1540;46.5;430;22.0;450;23.0;210.0;10.5;360.0;160.0;20.0;260.0;16.5;71.0;130.0;4.0
821;15 jaar tot AOW-leeftijd;Roerdalen;13060;300;23.5;70;17.0;70;18.0;40.0;10.5;310.0;70.0;36.5;240.0;77.5;77.0;140.0;11.0
822;15 jaar tot AOW-leeftijd;Roermond;38110;1940;51.0;520;20.0;610;23.5;310.0;12.0;1350.0;550.0;53.0;1120.0;57.5;83.0;530.0;14.0
823;15 jaar tot AOW-leeftijd;De Ronde Venen;28360;530;18.5;150;23.5;150;22.5;80.0;12.5;230.0;40.0;10.0;160.0;31.0;70.5;60.0;2.5
824;15 jaar tot AOW-leeftijd;Roosendaal;49970;2030;40.5;490;19.0;540;20.5;260.0;10.0;500.0;210.0;18.5;380.0;18.5;75.5;660.0;13.0
825;15 jaar tot AOW-leeftijd;Rotterdam;442720;39720;89.5;8490;17.0;9000;18.0;4860.0;10.0;6560.0;2960.0;18.5;4980.0;12.5;76.0;2050.0;4.5
826;15 jaar tot AOW-leeftijd;Rozendaal;900;10;5.5;0;;0;;0.0;;0.0;0.0;;0.0;;;0.0;
827;15 jaar tot AOW-leeftijd;Rucphen;14920;370;24.5;90;19.5;80;17.5;40.0;9.0;80.0;20.0;10.5;60.0;16.5;74.0;300.0;20.0
828;15 jaar tot AOW-leeftijd;Schagen;28880;610;21.0;170;22.0;140;18.0;90.0;11.5;170.0;40.0;12.0;130.0;21.0;74.0;190.0;6.5
829;15 jaar tot AOW-leeftijd;Scherpenzeel;6100;70;12.0;30;23.5;30;29.0;20.0;18.0;70.0;20.0;37.0;40.0;59.5;64.0;10.0;1.5
830;15 jaar tot AOW-leeftijd;Schiedam;52700;2870;54.5;570;16.0;630;17.5;300.0;8.5;1560.0;360.0;23.0;1200.0;42.0;77.0;460.0;8.5
831;15 jaar tot AOW-leeftijd;Schiermonnikoog;590;10;17.0;0;;0;;0.0;;0.0;0.0;;0.0;;;0.0;
832;15 jaar tot AOW-leeftijd;Schinnen;7970;190;23.5;70;26.5;30;13.0;20.0;6.0;120.0;10.0;13.5;110.0;56.0;87.5;70.0;9.0
833;15 jaar tot AOW-leeftijd;Schouwen-Duiveland;20350;510;25.0;150;22.5;150;21.5;100.0;14.0;280.0;70.0;26.0;190.0;38.0;68.5;240.0;11.5
834;15 jaar tot AOW-leeftijd;Simpelveld;6620;150;22.0;60;27.5;60;29.0;40.0;17.0;130.0;30.0;32.5;90.0;64.5;70.5;110.0;16.0
835;15 jaar tot AOW-leeftijd;Sint Anthonis;7620;90;12.0;30;21.0;30;24.5;10.0;10.0;60.0;20.0;23.0;40.0;45.0;64.0;60.0;7.5
836;15 jaar tot AOW-leeftijd;Sint-Michielsgestel;18130;270;15.0;80;21.5;70;21.0;40.0;11.5;160.0;20.0;11.5;110.0;40.0;69.0;220.0;12.0
837;15 jaar tot AOW-leeftijd;Sittard-Geleen;60800;2980;49.0;580;15.5;660;18.0;310.0;8.5;290.0;80.0;7.5;160.0;5.5;56.0;700.0;11.5
838;15 jaar tot AOW-leeftijd;Sliedrecht;15770;520;33.0;130;19.0;150;22.0;70.0;11.0;190.0;40.0;19.0;110.0;20.5;56.5;110.0;7.0
839;15 jaar tot AOW-leeftijd;Slochteren;9560;250;26.5;90;26.0;90;25.0;50.0;13.5;270.0;50.0;32.5;220.0;87.5;81.5;70.0;7.0
840;15 jaar tot AOW-leeftijd;Sluis;14320;350;24.0;100;21.0;90;19.5;50.0;10.0;180.0;40.0;23.5;120.0;35.5;67.5;100.0;7.0
841;15 jaar tot AOW-leeftijd;Smallingerland;35670;1990;55.5;530;20.0;590;22.5;320.0;12.5;550.0;240.0;28.0;400.0;20.0;73.0;440.0;12.5
842;15 jaar tot AOW-leeftijd;Soest;28610;800;28.0;190;18.5;230;22.0;120.0;12.0;880.0;200.0;43.0;700.0;87.5;79.5;150.0;5.5
843;15 jaar tot AOW-leeftijd;Someren;12780;260;20.0;80;24.5;60;18.0;30.0;10.5;40.0;10.0;5.5;30.0;12.5;86.5;90.0;6.5
844;15 jaar tot AOW-leeftijd;Son en Breugel;10170;240;23.5;60;18.5;60;18.0;30.0;9.0;90.0;20.0;17.5;70.0;28.0;74.5;40.0;4.0
845;15 jaar tot AOW-leeftijd;Stadskanaal;19930;1070;53.5;310;22.0;300;21.0;170.0;11.5;680.0;200.0;38.0;530.0;49.5;77.5;700.0;35.0
846;15 jaar tot AOW-leeftijd;Staphorst;10580;170;16.0;50;23.0;40;17.0;20.0;9.0;50.0;20.0;20.0;40.0;21.0;73.0;50.0;4.5
847;15 jaar tot AOW-leeftijd;Stede Broec;13690;310;23.0;110;25.0;110;25.5;60.0;14.5;180.0;100.0;36.0;130.0;41.0;72.0;100.0;7.0
848;15 jaar tot AOW-leeftijd;Steenbergen;16580;370;22.5;120;23.0;110;21.5;70.0;13.0;160.0;50.0;22.0;110.0;30.0;72.5;120.0;7.0
849;15 jaar tot AOW-leeftijd;Steenwijkerland;27810;870;31.5;230;20.0;250;22.5;140.0;12.5;950.0;130.0;23.0;790.0;90.0;82.5;340.0;12.5
850;15 jaar tot AOW-leeftijd;Stein (L.);15700;330;21.0;90;19.0;140;30.5;70.0;15.0;160.0;50.0;25.5;110.0;34.0;71.5;170.0;11.0
851;15 jaar tot AOW-leeftijd;Stichtse Vecht;41390;890;21.5;240;21.0;210;18.5;110.0;9.5;260.0;80.0;15.5;200.0;22.5;78.5;160.0;4.0
852;15 jaar tot AOW-leeftijd;Strijen;5800;100;17.0;30;25.0;30;22.5;10.0;11.5;80.0;20.0;24.0;60.0;60.0;77.5;20.0;3.5
853;15 jaar tot AOW-leeftijd;Súdwest-Fryslân;52680;2470;47.0;650;20.5;610;19.5;340.0;11.0;730.0;240.0;23.0;480.0;19.5;65.5;520.0;10.0
854;15 jaar tot AOW-leeftijd;Terneuzen;33850;1190;35.0;330;21.5;360;23.0;180.0;12.0;790.0;250.0;39.5;580.0;49.0;74.0;430.0;12.5
855;15 jaar tot AOW-leeftijd;Terschelling;3230;20;6.0;10;18.0;10;32.0;0.0;;20.0;0.0;;10.0;68.5;59.0;10.0;3.0
856;15 jaar tot AOW-leeftijd;Texel;8630;150;17.0;50;25.5;40;23.0;20.0;10.5;20.0;10.0;5.5;10.0;7.5;50.0;120.0;14.5
857;15 jaar tot AOW-leeftijd;Teylingen;24000;370;15.5;150;31.5;100;22.0;50.0;11.5;130.0;40.0;13.5;90.0;23.5;68.5;130.0;5.5
858;15 jaar tot AOW-leeftijd;Tholen;16310;390;24.0;130;24.5;100;19.5;50.0;10.5;270.0;70.0;31.0;200.0;52.0;74.5;100.0;6.0
859;15 jaar tot AOW-leeftijd;Tiel;27790;1340;48.5;290;16.5;370;21.5;190.0;10.5;310.0;100.0;13.5;190.0;14.0;61.0;330.0;12.0
860;15 jaar tot AOW-leeftijd;Tilburg;149170;7560;50.5;1970;20.0;2160;22.0;1190.0;12.0;580.0;760.0;19.0;240.0;3.0;41.5;1400.0;9.5
861;15 jaar tot AOW-leeftijd;Tubbergen;13950;170;12.0;60;26.0;40;18.5;20.0;9.5;80.0;20.0;12.5;40.0;22.0;45.0;100.0;7.0
862;15 jaar tot AOW-leeftijd;Twenterand;21650;610;28.0;150;20.0;140;19.0;70.0;10.0;260.0;90.0;26.0;180.0;29.5;68.5;310.0;14.5
863;15 jaar tot AOW-leeftijd;Tynaarlo;20170;480;23.5;180;28.5;160;24.5;90.0;13.5;270.0;50.0;20.0;180.0;38.5;69.0;80.0;4.0
864;15 jaar tot AOW-leeftijd;Tytsjerksteradiel;19610;560;28.5;170;23.0;170;23.0;80.0;11.5;450.0;90.0;28.0;320.0;57.0;71.5;170.0;8.5
865;15 jaar tot AOW-leeftijd;Uden;26840;740;27.5;200;21.0;190;20.5;100.0;11.0;240.0;70.0;15.5;150.0;20.5;62.0;370.0;13.5
866;15 jaar tot AOW-leeftijd;Uitgeest;8950;160;18.0;40;19.5;30;13.5;20.0;9.5;20.0;10.0;6.5;10.0;7.5;52.0;40.0;4.0
867;15 jaar tot AOW-leeftijd;Uithoorn;19320;370;19.0;140;27.5;130;26.0;90.0;17.0;280.0;120.0;37.5;220.0;59.5;78.0;60.0;3.5
868;15 jaar tot AOW-leeftijd;Urk;12850;160;12.5;50;26.5;40;18.0;20.0;10.0;90.0;20.0;20.0;60.0;35.0;66.0;70.0;5.0
869;15 jaar tot AOW-leeftijd;Utrecht (gemeente);253820;11100;43.5;2920;20.5;2890;20.5;1470.0;10.5;1950.0;710.0;14.0;1520.0;13.5;78.0;790.0;3.0
870;15 jaar tot AOW-leeftijd;Utrechtse Heuvelrug;30110;730;24.0;210;22.5;160;17.5;90.0;9.0;290.0;80.0;21.0;200.0;28.0;70.5;100.0;3.0
871;15 jaar tot AOW-leeftijd;Vaals;6300;320;51.0;60;14.5;50;14.0;40.0;10.0;160.0;30.0;31.0;130.0;39.5;79.0;70.0;10.5
872;15 jaar tot AOW-leeftijd;Valkenburg aan de Geul;10120;310;30.5;70;18.0;80;20.0;40.0;9.0;160.0;50.0;27.5;120.0;38.0;73.0;90.0;9.0
873;15 jaar tot AOW-leeftijd;Valkenswaard;19200;560;29.5;130;18.5;110;16.0;70.0;9.5;160.0;60.0;21.0;120.0;21.0;72.0;170.0;8.5
874;15 jaar tot AOW-leeftijd;Veendam;17550;1050;60.0;280;21.0;270;20.0;140.0;10.0;600.0;220.0;43.5;490.0;46.5;82.0;430.0;24.5
875;15 jaar tot AOW-leeftijd;Veenendaal;41890;1420;34.0;360;19.0;480;25.5;270.0;14.0;470.0;190.0;26.0;300.0;21.0;64.0;290.0;7.0
876;15 jaar tot AOW-leeftijd;Veere;13150;220;16.5;40;13.5;50;18.5;30.0;10.0;30.0;10.0;5.0;20.0;10.5;76.5;50.0;4.0
877;15 jaar tot AOW-leeftijd;Veldhoven;29040;610;21.0;130;17.0;160;20.5;80.0;10.5;490.0;100.0;25.0;400.0;65.0;81.0;200.0;7.0
878;15 jaar tot AOW-leeftijd;Velsen;44550;1520;34.0;370;20.0;350;19.0;170.0;9.0;610.0;150.0;24.0;490.0;32.0;80.5;230.0;5.0
879;15 jaar tot AOW-leeftijd;Venlo;66160;3380;51.0;740;17.5;830;19.5;460.0;11.0;140.0;50.0;3.0;30.0;1.0;20.0;660.0;10.0
880;15 jaar tot AOW-leeftijd;Venray;28460;880;30.5;240;21.0;220;19.5;120.0;10.5;70.0;20.0;4.5;20.0;2.5;29.0;460.0;16.0
881;15 jaar tot AOW-leeftijd;Vianen;12760;300;23.0;80;20.5;90;22.0;50.0;13.5;170.0;50.0;31.0;130.0;45.5;81.0;40.0;3.0
882;15 jaar tot AOW-leeftijd;Vlaardingen;45970;2670;58.0;570;17.0;670;20.0;300.0;9.0;1460.0;330.0;28.0;1160.0;43.5;80.0;370.0;8.0
883;15 jaar tot AOW-leeftijd;Vlagtwedde;9750;340;34.5;110;23.5;110;23.5;60.0;13.5;230.0;70.0;29.0;180.0;54.5;79.5;310.0;31.5
884;15 jaar tot AOW-leeftijd;Vlieland;800;10;13.5;0;;0;;0.0;;10.0;10.0;45.5;10.0;54.5;85.5;0.0;
885;15 jaar tot AOW-leeftijd;Vlissingen;28300;1980;70.0;480;19.0;550;21.5;290.0;11.5;220.0;110.0;14.5;160.0;8.0;72.5;360.0;12.5
886;15 jaar tot AOW-leeftijd;Voerendaal;7600;140;18.5;50;29.0;40;23.0;20.0;13.0;130.0;20.0;25.5;110.0;79.5;83.5;70.0;9.5
887;15 jaar tot AOW-leeftijd;Voorschoten;15310;360;23.5;100;23.0;80;18.5;50.0;10.5;250.0;60.0;26.5;180.0;50.5;73.0;60.0;4.0
888;15 jaar tot AOW-leeftijd;Voorst;15200;310;20.5;110;26.5;110;26.5;60.0;13.5;80.0;20.0;15.0;50.0;15.5;57.0;90.0;6.0
889;15 jaar tot AOW-leeftijd;Vught;16770;300;18.0;110;25.0;120;29.0;60.0;14.5;320.0;80.0;29.5;200.0;67.5;63.5;200.0;12.0
890;15 jaar tot AOW-leeftijd;Waalre;10300;230;22.0;60;21.0;30;12.5;10.0;5.0;90.0;20.0;13.5;70.0;28.5;76.5;60.0;5.5
891;15 jaar tot AOW-leeftijd;Waalwijk;30850;830;27.0;220;20.0;280;26.0;140.0;13.0;290.0;130.0;22.5;150.0;18.0;51.5;270.0;8.5
892;15 jaar tot AOW-leeftijd;Waddinxveen;17580;390;22.0;110;22.5;110;21.5;60.0;13.0;130.0;30.0;9.5;70.0;19.0;58.5;100.0;6.0
893;15 jaar tot AOW-leeftijd;Wageningen;27780;820;29.5;270;25.5;260;24.0;140.0;13.0;300.0;130.0;23.0;210.0;25.5;69.5;170.0;6.0
894;15 jaar tot AOW-leeftijd;Wassenaar;15210;480;31.5;120;21.5;100;18.0;60.0;10.0;300.0;70.0;31.5;250.0;51.5;81.5;50.0;3.5
895;15 jaar tot AOW-leeftijd;Waterland;10550;200;19.0;60;28.0;30;15.0;20.0;8.0;30.0;0.0;;20.0;8.5;60.5;30.0;2.5
896;15 jaar tot AOW-leeftijd;Weert;31960;1040;32.5;290;20.5;300;21.0;170.0;12.0;1170.0;240.0;44.5;880.0;84.5;75.5;420.0;13.0
897;15 jaar tot AOW-leeftijd;Weesp;12400;410;33.0;80;15.5;90;18.5;50.0;10.5;230.0;40.0;22.5;190.0;46.5;82.5;40.0;3.5
898;15 jaar tot AOW-leeftijd;Werkendam;17140;320;18.5;90;22.0;80;20.5;50.0;11.5;120.0;30.0;17.0;90.0;28.0;75.0;80.0;4.5
899;15 jaar tot AOW-leeftijd;West Maas en Waal;12460;240;19.5;60;19.0;60;20.0;40.0;12.0;50.0;20.0;10.5;30.0;13.0;61.5;60.0;5.0
900;15 jaar tot AOW-leeftijd;Westerveld;11540;240;20.5;60;19.0;80;24.5;30.0;10.0;270.0;20.0;16.0;200.0;85.0;74.5;130.0;11.5
901;15 jaar tot AOW-leeftijd;Westervoort;10170;410;40.0;100;19.0;110;21.0;70.0;12.5;150.0;60.0;29.0;110.0;26.0;69.5;100.0;10.0
902;15 jaar tot AOW-leeftijd;Westland;70530;1360;19.5;330;19.0;410;23.0;220.0;12.5;570.0;160.0;20.5;430.0;31.5;76.5;320.0;4.5
903;15 jaar tot AOW-leeftijd;Weststellingwerf;16110;540;33.5;150;20.0;180;24.5;100.0;14.0;580.0;130.0;41.0;420.0;78.0;73.0;200.0;12.5
904;15 jaar tot AOW-leeftijd;Westvoorne;8940;150;16.5;50;23.5;50;23.5;30.0;14.0;50.0;20.0;17.5;20.0;15.0;45.0;20.0;2.0
905;15 jaar tot AOW-leeftijd;Wierden;15250;250;16.5;80;26.0;70;21.0;40.0;11.0;110.0;40.0;22.5;60.0;23.0;51.5;110.0;7.0
906;15 jaar tot AOW-leeftijd;Wijchen;26420;780;29.5;170;17.0;180;19.0;100.0;10.5;80.0;30.0;8.0;40.0;5.5;51.0;220.0;8.5
907;15 jaar tot AOW-leeftijd;Wijdemeren;14630;230;15.5;70;22.5;90;27.0;40.0;12.5;80.0;30.0;16.5;50.0;20.5;57.0;30.0;2.0
908;15 jaar tot AOW-leeftijd;Wijk bij Duurstede;15640;290;18.5;70;20.5;70;20.0;40.0;11.0;160.0;40.0;23.5;120.0;41.0;74.5;60.0;4.0
909;15 jaar tot AOW-leeftijd;Winsum;8390;290;34.5;100;25.0;80;20.5;50.0;12.5;320.0;60.0;41.0;250.0;85.5;77.5;80.0;9.5
910;15 jaar tot AOW-leeftijd;Winterswijk;18390;650;35.5;200;23.0;180;20.0;100.0;11.0;740.0;140.0;41.0;540.0;83.5;73.0;270.0;14.5
911;15 jaar tot AOW-leeftijd;Woensdrecht;13790;320;23.5;80;20.5;70;16.5;50.0;11.5;110.0;30.0;13.5;80.0;25.0;73.0;90.0;7.0
912;15 jaar tot AOW-leeftijd;Woerden;33380;610;18.5;170;22.0;180;22.5;90.0;11.5;340.0;100.0;28.5;270.0;44.0;79.5;250.0;7.5
913;15 jaar tot AOW-leeftijd;De Wolden;15040;250;16.5;70;23.0;50;17.0;40.0;11.5;290.0;40.0;23.0;230.0;92.0;78.5;100.0;7.0
914;15 jaar tot AOW-leeftijd;Wormerland;10210;240;23.0;60;20.5;50;17.5;20.0;8.0;50.0;20.0;15.0;30.0;14.0;71.5;20.0;2.5
915;15 jaar tot AOW-leeftijd;Woudenberg;8090;130;16.0;30;20.0;40;24.5;20.0;14.5;70.0;20.0;26.0;40.0;33.0;57.5;20.0;2.5
