ID;RegioS2007;Perioden;Huishoudens_1;Eenpersoonshuishoudens_2;Paren_3;Eenouderhuishoudens_4;OverigeHuishoudens_5;Huishoudens_6;Eenpersoonshuishoudens_7;Paren_8;Eenouderhuishoudens_9;OverigeHuishoudens_10;Huishoudens_11;Eenpersoonshuishoudens_12;Paren_13;Eenouderhuishoudens_14;OverigeHuishoudens_15;Huishoudens_16;Eenpersoonshuishoudens_17;Paren_18;Eenouderhuishoudens_19;OverigeHuishoudens_20;Regiocode_21
8469;Utrecht (gemeente);2017;181.0;91.8;73.8;13.3;2.1;128.7;65.9;53.2;8.3;1.2;31.4;14.9;12.6;3.4;0.5;21.0;11.0;8.1;1.6;0.4;344
8470;Utrecht (gemeente);2018;184.0;93.5;74.9;13.5;2.1;130.5;66.9;53.9;8.5;1.2;32.1;15.4;12.8;3.4;0.5;21.4;11.2;8.2;1.6;0.4;344
8471;Utrecht (gemeente);2019;187.0;95.2;76.0;13.7;2.1;132.4;68.1;54.5;8.6;1.2;32.8;15.7;13.1;3.5;0.5;21.7;11.4;8.3;1.6;0.4;344
8472;Utrecht (gemeente);2020;190.0;97.1;76.9;13.8;2.2;134.3;69.4;55.0;8.6;1.3;33.6;16.1;13.5;3.5;0.5;22.1;11.6;8.4;1.6;0.4;344
8473;Utrecht (gemeente);2021;193.0;98.9;77.9;14.0;2.2;136.2;70.5;55.7;8.7;1.3;34.4;16.6;13.7;3.6;0.5;22.4;11.8;8.5;1.7;0.4;344
8474;Utrecht (gemeente);2022;196.0;100.7;79.0;14.1;2.2;138.0;71.7;56.2;8.8;1.3;35.2;16.9;14.1;3.6;0.5;22.7;12.0;8.6;1.7;0.4;344
8475;Utrecht (gemeente);2023;198.9;102.7;79.8;14.2;2.2;139.8;73.0;56.6;8.8;1.3;36.1;17.4;14.5;3.7;0.5;23.1;12.3;8.7;1.7;0.4;344
8476;Utrecht (gemeente);2024;201.9;104.5;80.8;14.4;2.2;141.5;74.1;57.1;8.9;1.4;37.0;17.8;14.9;3.8;0.5;23.4;12.6;8.8;1.7;0.3;344
8477;Utrecht (gemeente);2025;204.9;106.3;81.8;14.5;2.2;143.3;75.3;57.7;9.0;1.3;37.9;18.3;15.2;3.8;0.5;23.8;12.8;8.9;1.7;0.4;344
8478;Utrechtse Heuvelrug;2008;20.2;6.6;12.1;1.3;0.2;17.4;5.7;10.6;1.0;0.1;1.0;0.3;0.4;0.2;0.0;1.8;0.6;1.1;0.1;0.0;1581
8479;Utrechtse Heuvelrug;2009;20.2;6.8;11.9;1.4;0.2;17.4;5.9;10.4;1.0;0.1;1.1;0.3;0.5;0.3;0.0;1.8;0.6;1.0;0.1;0.0;1581
8480;Utrechtse Heuvelrug;2010;20.3;7.0;11.6;1.5;0.2;17.4;6.0;10.1;1.1;0.1;1.1;0.3;0.5;0.3;0.0;1.8;0.6;1.0;0.1;0.0;1581
8481;Utrechtse Heuvelrug;2011;20.4;7.2;11.4;1.6;0.2;17.4;6.2;10.0;1.1;0.1;1.2;0.4;0.5;0.3;0.0;1.8;0.7;1.0;0.1;0.0;1581
8482;Utrechtse Heuvelrug;2012;20.4;7.4;11.2;1.7;0.2;17.3;6.3;9.8;1.1;0.1;1.3;0.4;0.5;0.4;0.0;1.8;0.7;1.0;0.1;0.0;1581
8483;Utrechtse Heuvelrug;2013;20.5;7.6;11.1;1.7;0.2;17.3;6.4;9.7;1.1;0.1;1.3;0.4;0.5;0.4;0.0;1.8;0.7;0.9;0.1;0.0;1581
8484;Utrechtse Heuvelrug;2014;20.6;7.7;10.9;1.7;0.2;17.3;6.5;9.5;1.1;0.1;1.4;0.5;0.5;0.4;0.0;1.8;0.8;0.9;0.1;0.0;1581
8485;Utrechtse Heuvelrug;2015;20.6;7.9;10.8;1.7;0.2;17.3;6.6;9.4;1.1;0.1;1.5;0.5;0.5;0.5;0.0;1.9;0.8;0.9;0.1;0.0;1581
8486;Utrechtse Heuvelrug;2016;20.7;8.0;10.7;1.8;0.2;17.3;6.7;9.3;1.1;0.1;1.5;0.5;0.5;0.5;0.0;1.8;0.8;0.9;0.1;0.0;1581
8487;Utrechtse Heuvelrug;2017;20.8;8.1;10.7;1.8;0.2;17.3;6.8;9.3;1.1;0.1;1.6;0.5;0.5;0.5;0.0;1.8;0.8;0.9;0.1;0.0;1581
8488;Utrechtse Heuvelrug;2018;20.8;8.3;10.6;1.8;0.2;17.3;6.9;9.2;1.1;0.1;1.6;0.5;0.6;0.5;0.0;1.9;0.8;0.9;0.2;0.0;1581
8489;Utrechtse Heuvelrug;2019;20.9;8.4;10.6;1.8;0.2;17.3;7.0;9.1;1.1;0.1;1.7;0.6;0.6;0.5;0.0;1.9;0.8;0.9;0.2;0.0;1581
8490;Utrechtse Heuvelrug;2020;21.0;8.5;10.5;1.8;0.2;17.4;7.1;9.0;1.1;0.1;1.7;0.6;0.6;0.5;0.0;1.9;0.8;0.9;0.2;0.0;1581
8491;Utrechtse Heuvelrug;2021;21.1;8.7;10.4;1.8;0.2;17.4;7.2;8.9;1.1;0.1;1.8;0.6;0.6;0.5;0.0;1.9;0.9;0.9;0.2;0.0;1581
8492;Utrechtse Heuvelrug;2022;21.2;8.8;10.4;1.8;0.2;17.4;7.3;8.9;1.1;0.1;1.9;0.7;0.6;0.5;0.0;1.9;0.9;0.8;0.2;0.0;1581
8493;Utrechtse Heuvelrug;2023;21.2;9.0;10.3;1.8;0.2;17.4;7.4;8.8;1.1;0.1;1.9;0.7;0.7;0.5;0.0;1.9;0.9;0.8;0.1;0.0;1581
8494;Utrechtse Heuvelrug;2024;21.3;9.1;10.2;1.7;0.2;17.4;7.4;8.7;1.1;0.2;2.0;0.7;0.7;0.5;0.0;1.9;0.9;0.8;0.1;0.0;1581
8495;Utrechtse Heuvelrug;2025;21.4;9.2;10.2;1.8;0.2;17.4;7.5;8.7;1.1;0.2;2.0;0.7;0.7;0.5;0.0;1.9;0.9;0.8;0.1;0.0;1581
8496;Vaals;2008;4.7;1.8;2.6;0.3;0.0;2.5;0.9;1.4;0.1;0.0;0.2;0.1;0.1;0.0;0.0;2.1;0.8;1.1;0.2;0.0;981
8497;Vaals;2009;4.7;1.8;2.5;0.3;0.0;2.5;1.0;1.4;0.1;0.0;0.2;0.1;0.1;0.1;0.0;2.0;0.8;1.1;0.2;0.0;981
8498;Vaals;2010;4.7;1.8;2.5;0.3;0.0;2.5;1.0;1.4;0.1;0.0;0.2;0.1;0.1;0.1;0.0;1.9;0.7;1.0;0.1;0.0;981
8499;Vaals;2011;4.7;1.9;2.5;0.3;0.0;2.5;1.0;1.4;0.1;0.0;0.2;0.1;0.1;0.1;0.0;1.9;0.7;1.0;0.1;0.0;981
8500;Vaals;2012;4.6;1.9;2.4;0.3;0.0;2.6;1.1;1.4;0.1;0.0;0.2;0.1;0.1;0.1;0.0;1.9;0.7;1.0;0.1;0.0;981
8501;Vaals;2013;4.6;1.8;2.4;0.4;0.0;2.6;1.0;1.4;0.2;0.0;0.2;0.1;0.1;0.1;0.0;1.8;0.7;0.9;0.1;0.0;981
8502;Vaals;2014;4.6;1.8;2.4;0.4;0.0;2.5;1.0;1.3;0.2;0.0;0.3;0.1;0.1;0.1;0.0;1.8;0.7;0.9;0.1;0.0;981
8503;Vaals;2015;4.5;1.8;2.3;0.3;0.0;2.6;1.1;1.3;0.2;0.0;0.2;0.1;0.1;0.1;0.0;1.7;0.7;0.9;0.1;0.0;981
8504;Vaals;2016;4.5;1.8;2.3;0.3;0.0;2.6;1.0;1.3;0.2;0.0;0.3;0.1;0.1;0.1;0.0;1.7;0.7;0.8;0.1;0.0;981
8505;Vaals;2017;4.4;1.8;2.2;0.3;0.0;2.6;1.1;1.3;0.2;0.0;0.3;0.1;0.1;0.1;0.0;1.6;0.7;0.8;0.1;0.0;981
8506;Vaals;2018;4.4;1.8;2.2;0.3;0.0;2.5;1.1;1.3;0.2;0.0;0.3;0.1;0.1;0.1;0.0;1.5;0.6;0.8;0.1;0.0;981
8507;Vaals;2019;4.3;1.8;2.2;0.3;0.0;2.5;1.1;1.3;0.1;0.0;0.3;0.1;0.1;0.1;0.0;1.5;0.6;0.8;0.1;0.0;981
8508;Vaals;2020;4.3;1.8;2.1;0.3;0.0;2.5;1.1;1.3;0.1;0.0;0.3;0.1;0.1;0.1;0.0;1.5;0.6;0.7;0.1;0.0;981
8509;Vaals;2021;4.2;1.8;2.1;0.3;0.0;2.5;1.1;1.2;0.1;0.0;0.3;0.1;0.1;0.1;0.0;1.4;0.6;0.7;0.1;0.0;981
8510;Vaals;2022;4.2;1.8;2.1;0.3;0.0;2.5;1.1;1.2;0.1;0.0;0.3;0.1;0.1;0.1;0.0;1.4;0.6;0.7;0.1;0.0;981
8511;Vaals;2023;4.2;1.8;2.0;0.3;0.0;2.5;1.1;1.2;0.1;0.0;0.3;0.1;0.1;0.1;0.0;1.3;0.6;0.7;0.1;0.0;981
8512;Vaals;2024;4.1;1.8;2.0;0.3;0.0;2.5;1.1;1.2;0.1;0.0;0.3;0.1;0.1;0.1;0.0;1.3;0.6;0.6;0.1;0.0;981
8513;Vaals;2025;4.0;1.8;1.9;0.3;0.0;2.5;1.1;1.2;0.1;0.0;0.3;0.1;0.1;0.1;0.0;1.3;0.6;0.6;0.1;0.0;981
8514;Valkenburg a/d Geul;2008;7.7;2.6;4.6;0.5;0.1;6.5;2.1;4.0;0.4;0.0;0.2;0.1;0.1;0.0;0.0;1.0;0.4;0.6;0.1;0.0;994
8515;Valkenburg a/d Geul;2009;7.7;2.6;4.6;0.5;0.1;6.4;2.1;3.9;0.4;0.0;0.2;0.1;0.1;0.0;0.0;1.0;0.4;0.6;0.0;0.0;994
8516;Valkenburg a/d Geul;2010;7.7;2.6;4.5;0.5;0.1;6.4;2.1;3.9;0.4;0.0;0.3;0.1;0.1;0.0;0.0;1.0;0.4;0.5;0.0;0.0;994
8517;Valkenburg a/d Geul;2011;7.7;2.7;4.4;0.5;0.1;6.4;2.2;3.8;0.4;0.0;0.3;0.1;0.1;0.0;0.0;1.0;0.4;0.5;0.0;0.0;994
8518;Valkenburg a/d Geul;2012;7.7;2.7;4.4;0.5;0.0;6.4;2.2;3.8;0.4;0.0;0.3;0.1;0.1;0.1;0.0;1.0;0.4;0.5;0.0;0.0;994
8519;Valkenburg a/d Geul;2013;7.7;2.8;4.4;0.5;0.0;6.4;2.3;3.8;0.4;0.0;0.3;0.1;0.1;0.1;0.0;1.0;0.4;0.5;0.0;0.0;994
8520;Valkenburg a/d Geul;2014;7.6;2.8;4.4;0.5;0.0;6.4;2.3;3.7;0.4;0.0;0.3;0.1;0.1;0.1;0.0;0.9;0.4;0.5;0.1;0.0;994
8521;Valkenburg a/d Geul;2015;7.6;2.8;4.3;0.4;0.1;6.4;2.3;3.7;0.3;0.0;0.3;0.1;0.1;0.1;0.0;0.9;0.4;0.5;0.0;0.0;994
8522;Valkenburg a/d Geul;2016;7.6;2.8;4.3;0.4;0.1;6.4;2.3;3.7;0.3;0.0;0.3;0.1;0.1;0.1;0.0;0.9;0.4;0.5;0.0;0.0;994
8523;Valkenburg a/d Geul;2017;7.6;2.8;4.3;0.4;0.0;6.3;2.3;3.6;0.3;0.0;0.3;0.1;0.1;0.1;0.0;0.9;0.4;0.5;0.1;0.0;994
8524;Valkenburg a/d Geul;2018;7.5;2.9;4.2;0.4;0.0;6.3;2.4;3.6;0.3;0.0;0.3;0.1;0.1;0.1;0.0;0.9;0.4;0.5;0.1;0.0;994
8525;Valkenburg a/d Geul;2019;7.5;2.8;4.2;0.4;0.0;6.2;2.4;3.5;0.3;0.0;0.3;0.1;0.1;0.1;0.0;0.9;0.4;0.5;0.1;0.0;994
8526;Valkenburg a/d Geul;2020;7.5;2.9;4.1;0.4;0.0;6.2;2.4;3.5;0.3;0.0;0.3;0.1;0.2;0.1;0.0;0.9;0.4;0.5;0.1;0.0;994
8527;Valkenburg a/d Geul;2021;7.4;2.9;4.1;0.4;0.0;6.1;2.4;3.5;0.3;0.0;0.4;0.2;0.2;0.1;0.0;0.9;0.4;0.5;0.0;0.0;994
8528;Valkenburg a/d Geul;2022;7.4;2.9;4.0;0.4;0.0;6.1;2.4;3.4;0.3;0.0;0.4;0.1;0.2;0.1;0.0;0.9;0.4;0.5;0.1;0.0;994
8529;Valkenburg a/d Geul;2023;7.3;2.9;4.0;0.4;0.0;6.0;2.4;3.4;0.3;0.0;0.4;0.1;0.2;0.1;0.0;0.9;0.4;0.4;0.0;0.0;994
8530;Valkenburg a/d Geul;2024;7.3;2.9;3.9;0.4;0.0;6.0;2.4;3.3;0.3;0.0;0.4;0.1;0.2;0.1;0.0;0.9;0.4;0.5;0.0;0.0;994
8531;Valkenburg a/d Geul;2025;7.2;2.9;3.9;0.4;0.1;5.9;2.4;3.3;0.3;0.0;0.4;0.1;0.2;0.1;0.0;0.9;0.4;0.4;0.0;0.0;994
8532;Valkenswaard;2008;13.5;4.2;8.4;0.8;0.1;11.6;3.6;7.3;0.6;0.0;0.5;0.2;0.2;0.1;0.0;1.5;0.5;0.9;0.1;0.0;858
8533;Valkenswaard;2009;13.6;4.4;8.3;0.8;0.1;11.6;3.6;7.2;0.6;0.1;0.5;0.2;0.2;0.1;0.0;1.5;0.6;0.8;0.1;0.0;858
8534;Valkenswaard;2010;13.7;4.5;8.3;0.8;0.1;11.6;3.7;7.2;0.6;0.0;0.6;0.2;0.2;0.1;0.0;1.5;0.6;0.8;0.1;0.0;858
8535;Valkenswaard;2011;13.7;4.6;8.2;0.8;0.1;11.6;3.8;7.1;0.6;0.0;0.6;0.2;0.2;0.1;0.0;1.5;0.6;0.8;0.1;0.0;858
8536;Valkenswaard;2012;13.8;4.8;8.1;0.8;0.1;11.7;4.0;7.0;0.6;0.1;0.6;0.2;0.2;0.1;0.0;1.5;0.6;0.8;0.1;0.0;858
8537;Valkenswaard;2013;13.8;4.9;8.0;0.8;0.1;11.7;4.1;7.0;0.6;0.1;0.6;0.2;0.3;0.1;0.0;1.5;0.6;0.8;0.1;0.0;858
8538;Valkenswaard;2014;13.9;5.0;8.0;0.8;0.1;11.7;4.1;6.9;0.6;0.1;0.7;0.3;0.3;0.1;0.0;1.5;0.6;0.8;0.1;0.0;858
8539;Valkenswaard;2015;13.9;5.1;7.9;0.9;0.1;11.8;4.2;6.8;0.6;0.1;0.7;0.3;0.3;0.1;0.0;1.5;0.6;0.8;0.1;0.0;858
8540;Valkenswaard;2016;14.0;5.1;7.9;0.9;0.1;11.7;4.3;6.8;0.6;0.1;0.8;0.3;0.3;0.2;0.0;1.5;0.6;0.8;0.1;0.0;858
8541;Valkenswaard;2017;14.0;5.2;7.8;0.9;0.1;11.7;4.3;6.7;0.6;0.1;0.8;0.3;0.3;0.2;0.0;1.5;0.6;0.8;0.1;0.0;858
8542;Valkenswaard;2018;14.0;5.3;7.7;0.9;0.1;11.7;4.4;6.6;0.6;0.0;0.9;0.3;0.3;0.2;0.0;1.4;0.6;0.7;0.1;0.0;858
8543;Valkenswaard;2019;14.0;5.4;7.7;0.9;0.1;11.7;4.5;6.6;0.6;0.0;0.9;0.3;0.4;0.2;0.0;1.4;0.6;0.7;0.1;0.0;858
8544;Valkenswaard;2020;14.0;5.4;7.7;0.8;0.1;11.7;4.5;6.6;0.6;0.1;0.9;0.3;0.4;0.2;0.0;1.4;0.6;0.7;0.1;0.0;858
8545;Valkenswaard;2021;14.0;5.5;7.6;0.8;0.1;11.7;4.6;6.5;0.6;0.1;0.9;0.3;0.4;0.2;0.0;1.4;0.6;0.7;0.1;0.0;858
8546;Valkenswaard;2022;14.0;5.6;7.5;0.8;0.1;11.6;4.6;6.4;0.6;0.1;1.0;0.4;0.4;0.2;0.0;1.4;0.6;0.7;0.1;0.0;858
8547;Valkenswaard;2023;14.0;5.7;7.4;0.8;0.1;11.6;4.7;6.3;0.6;0.1;1.0;0.4;0.4;0.2;0.0;1.4;0.6;0.7;0.1;0.0;858
8548;Valkenswaard;2024;14.0;5.7;7.4;0.9;0.1;11.6;4.7;6.3;0.5;0.1;1.0;0.4;0.4;0.2;0.0;1.4;0.6;0.7;0.1;0.0;858
8549;Valkenswaard;2025;14.0;5.7;7.4;0.8;0.1;11.5;4.7;6.2;0.5;0.1;1.1;0.4;0.5;0.2;0.0;1.4;0.6;0.7;0.1;0.0;858
8550;Veendam;2008;12.2;3.8;7.6;0.8;0.1;11.0;3.5;6.9;0.6;0.0;0.6;0.2;0.4;0.1;0.0;0.6;0.2;0.4;0.1;0.0;47
8551;Veendam;2009;12.3;3.9;7.5;0.8;0.1;11.0;3.6;6.8;0.6;0.0;0.6;0.2;0.3;0.1;0.0;0.6;0.2;0.4;0.1;0.0;47
8552;Veendam;2010;12.3;4.0;7.4;0.8;0.0;11.0;3.6;6.7;0.6;0.0;0.7;0.2;0.3;0.1;0.0;0.6;0.2;0.4;0.1;0.0;47
8553;Veendam;2011;12.4;4.1;7.4;0.8;0.1;11.0;3.7;6.7;0.6;0.0;0.7;0.2;0.3;0.1;0.0;0.6;0.2;0.4;0.1;0.0;47
8554;Veendam;2012;12.4;4.2;7.4;0.8;0.1;11.1;3.7;6.7;0.6;0.0;0.7;0.2;0.3;0.1;0.0;0.7;0.2;0.4;0.1;0.0;47
8555;Veendam;2013;12.4;4.3;7.3;0.8;0.1;11.1;3.8;6.6;0.7;0.0;0.7;0.2;0.3;0.1;0.0;0.7;0.2;0.4;0.1;0.0;47
8556;Veendam;2014;12.5;4.4;7.2;0.8;0.0;11.1;3.9;6.6;0.6;0.0;0.7;0.3;0.3;0.1;0.0;0.7;0.2;0.4;0.1;0.0;47
8557;Veendam;2015;12.5;4.4;7.2;0.9;0.1;11.1;3.9;6.5;0.6;0.0;0.8;0.3;0.3;0.2;0.0;0.7;0.3;0.3;0.1;0.0;47
8558;Veendam;2016;12.6;4.5;7.2;0.9;0.1;11.1;4.0;6.5;0.6;0.0;0.8;0.3;0.4;0.2;0.0;0.7;0.3;0.3;0.1;0.0;47
8559;Veendam;2017;12.6;4.6;7.1;0.8;0.1;11.1;4.0;6.4;0.6;0.0;0.8;0.3;0.4;0.2;0.0;0.7;0.3;0.3;0.0;0.0;47
8560;Veendam;2018;12.7;4.6;7.1;0.8;0.1;11.1;4.1;6.4;0.6;0.0;0.9;0.3;0.4;0.2;0.0;0.7;0.3;0.3;0.0;0.0;47
8561;Veendam;2019;12.7;4.7;7.1;0.9;0.1;11.1;4.1;6.4;0.6;0.0;0.9;0.3;0.4;0.2;0.0;0.7;0.3;0.3;0.1;0.0;47
8562;Veendam;2020;12.7;4.8;7.1;0.9;0.1;11.1;4.1;6.4;0.6;0.0;0.9;0.4;0.4;0.2;0.0;0.7;0.3;0.3;0.1;0.0;47
8563;Veendam;2021;12.8;4.8;7.1;0.8;0.1;11.2;4.2;6.4;0.6;0.0;0.9;0.3;0.4;0.2;0.0;0.7;0.3;0.3;0.1;0.0;47
8564;Veendam;2022;12.8;4.9;7.0;0.8;0.1;11.2;4.3;6.3;0.6;0.1;1.0;0.4;0.4;0.2;0.0;0.6;0.3;0.3;0.0;0.0;47
8565;Veendam;2023;12.8;5.0;7.0;0.8;0.1;11.2;4.3;6.3;0.6;0.0;1.0;0.4;0.4;0.2;0.0;0.7;0.3;0.3;0.0;0.0;47
8566;Veendam;2024;12.9;5.0;7.0;0.8;0.1;11.2;4.3;6.2;0.6;0.0;1.0;0.4;0.4;0.2;0.0;0.7;0.3;0.3;0.0;0.0;47
8567;Veendam;2025;12.9;5.1;6.9;0.8;0.1;11.2;4.4;6.2;0.6;0.0;1.0;0.4;0.4;0.2;0.0;0.7;0.3;0.3;0.0;0.0;47
8568;Veenendaal;2008;24.7;7.3;15.9;1.4;0.1;20.9;6.1;13.8;1.0;0.1;2.1;0.6;1.1;0.3;0.0;1.7;0.6;1.0;0.1;0.0;345
8569;Veenendaal;2009;25.0;7.5;15.9;1.5;0.1;21.1;6.2;13.8;1.1;0.1;2.2;0.7;1.2;0.3;0.0;1.7;0.6;1.0;0.1;0.0;345
8570;Veenendaal;2010;25.3;7.7;16.0;1.5;0.1;21.3;6.4;13.8;1.1;0.1;2.3;0.7;1.2;0.3;0.0;1.8;0.6;1.0;0.1;0.0;345
8571;Veenendaal;2011;25.7;8.0;16.0;1.5;0.1;21.5;6.6;13.8;1.1;0.1;2.4;0.8;1.2;0.3;0.0;1.8;0.6;1.0;0.1;0.0;345
8572;Veenendaal;2012;26.0;8.3;16.0;1.6;0.1;21.7;6.8;13.8;1.1;0.1;2.5;0.8;1.3;0.4;0.0;1.8;0.7;1.0;0.1;0.0;345
8573;Veenendaal;2013;26.3;8.6;16.1;1.6;0.1;21.9;7.0;13.8;1.1;0.1;2.6;0.9;1.3;0.4;0.0;1.9;0.7;1.0;0.1;0.0;345
8574;Veenendaal;2014;26.6;8.7;16.1;1.6;0.1;22.1;7.2;13.8;1.1;0.1;2.6;0.9;1.3;0.4;0.0;1.9;0.7;1.0;0.1;0.0;345
8575;Veenendaal;2015;26.9;8.9;16.2;1.6;0.2;22.2;7.3;13.8;1.1;0.1;2.7;0.9;1.4;0.4;0.1;2.0;0.8;1.0;0.1;0.0;345
8576;Veenendaal;2016;27.1;9.2;16.2;1.6;0.1;22.4;7.5;13.8;1.1;0.1;2.8;0.9;1.4;0.4;0.0;1.9;0.7;1.0;0.1;0.0;345
8577;Veenendaal;2017;27.4;9.3;16.3;1.6;0.1;22.5;7.6;13.8;1.1;0.1;2.9;1.0;1.5;0.4;0.1;2.0;0.8;1.0;0.1;0.0;345
8578;Veenendaal;2018;27.6;9.5;16.3;1.7;0.2;22.6;7.7;13.8;1.1;0.1;3.0;1.0;1.5;0.4;0.1;2.0;0.8;1.0;0.1;0.0;345
8579;Veenendaal;2019;27.8;9.6;16.4;1.7;0.2;22.7;7.8;13.8;1.1;0.1;3.1;1.1;1.5;0.5;0.1;2.0;0.8;1.0;0.1;0.0;345
8580;Veenendaal;2020;27.9;9.7;16.4;1.7;0.2;22.7;7.9;13.8;1.0;0.1;3.2;1.1;1.6;0.5;0.1;2.0;0.8;1.0;0.1;0.0;345
8581;Veenendaal;2021;28.1;9.9;16.5;1.7;0.1;22.8;8.0;13.7;1.0;0.1;3.3;1.1;1.7;0.5;0.0;2.0;0.8;1.1;0.1;0.0;345
8582;Veenendaal;2022;28.3;10.0;16.5;1.6;0.2;22.8;8.1;13.7;1.0;0.1;3.4;1.1;1.7;0.5;0.1;2.1;0.8;1.1;0.1;0.0;345
8583;Veenendaal;2023;28.5;10.2;16.5;1.6;0.2;22.9;8.2;13.6;1.0;0.1;3.5;1.2;1.8;0.5;0.1;2.1;0.8;1.1;0.1;0.0;345
8584;Veenendaal;2024;28.6;10.3;16.5;1.6;0.2;23.0;8.3;13.6;1.0;0.1;3.6;1.2;1.8;0.5;0.1;2.1;0.8;1.1;0.1;0.0;345
8585;Veenendaal;2025;28.7;10.4;16.5;1.6;0.2;22.9;8.3;13.6;1.0;0.1;3.7;1.3;1.8;0.5;0.1;2.1;0.9;1.1;0.1;0.0;345
8586;Veere;2008;8.9;2.4;6.2;0.4;0.1;8.2;2.2;5.7;0.3;0.0;0.2;0.0;0.1;0.0;0.0;0.6;0.2;0.4;0.0;0.0;717
8587;Veere;2009;9.0;2.4;6.2;0.4;0.1;8.2;2.2;5.7;0.3;0.0;0.2;0.0;0.1;0.0;0.0;0.6;0.2;0.4;0.0;0.0;717
8588;Veere;2010;9.1;2.4;6.2;0.4;0.1;8.2;2.2;5.7;0.3;0.0;0.2;0.0;0.1;0.0;0.0;0.6;0.2;0.4;0.0;0.0;717
8589;Veere;2011;9.1;2.4;6.3;0.4;0.1;8.3;2.2;5.7;0.3;0.0;0.2;0.1;0.1;0.0;0.0;0.6;0.2;0.4;0.0;0.0;717
8590;Veere;2012;9.2;2.4;6.3;0.4;0.1;8.3;2.2;5.8;0.3;0.0;0.2;0.1;0.1;0.0;0.0;0.6;0.2;0.4;0.0;0.0;717
8591;Veere;2013;9.2;2.4;6.4;0.4;0.1;8.3;2.2;5.8;0.3;0.0;0.3;0.1;0.1;0.1;0.0;0.7;0.2;0.4;0.0;0.0;717
8592;Veere;2014;9.3;2.5;6.4;0.4;0.1;8.3;2.2;5.8;0.3;0.0;0.3;0.1;0.1;0.1;0.0;0.7;0.2;0.5;0.0;0.0;717
8593;Veere;2015;9.4;2.5;6.4;0.4;0.1;8.3;2.2;5.8;0.3;0.0;0.3;0.1;0.2;0.1;0.0;0.7;0.2;0.5;0.0;0.0;717
8594;Veere;2016;9.4;2.6;6.4;0.4;0.1;8.4;2.3;5.8;0.3;0.1;0.3;0.1;0.2;0.1;0.0;0.7;0.2;0.5;0.0;0.0;717
8595;Veere;2017;9.5;2.6;6.4;0.4;0.1;8.4;2.3;5.8;0.3;0.0;0.3;0.1;0.2;0.1;0.0;0.7;0.2;0.5;0.0;0.0;717
8596;Veere;2018;9.6;2.6;6.5;0.4;0.1;8.4;2.3;5.8;0.3;0.0;0.4;0.1;0.2;0.1;0.0;0.7;0.2;0.5;0.0;0.0;717
8597;Veere;2019;9.6;2.7;6.5;0.4;0.1;8.5;2.4;5.8;0.3;0.0;0.4;0.1;0.2;0.1;0.0;0.8;0.2;0.5;0.0;0.0;717
8598;Veere;2020;9.7;2.7;6.5;0.4;0.1;8.5;2.4;5.8;0.3;0.0;0.4;0.1;0.2;0.1;0.0;0.8;0.2;0.5;0.0;0.0;717
8599;Veere;2021;9.7;2.7;6.5;0.4;0.1;8.5;2.4;5.8;0.3;0.0;0.4;0.1;0.2;0.1;0.0;0.8;0.2;0.5;0.0;0.0;717
8600;Veere;2022;9.8;2.8;6.5;0.4;0.1;8.5;2.4;5.7;0.3;0.0;0.4;0.1;0.2;0.1;0.0;0.8;0.2;0.5;0.0;0.0;717
8601;Veere;2023;9.8;2.8;6.5;0.4;0.1;8.5;2.4;5.7;0.3;0.0;0.5;0.1;0.2;0.1;0.0;0.8;0.2;0.5;0.0;0.0;717
8602;Veere;2024;9.8;2.8;6.5;0.4;0.1;8.5;2.4;5.7;0.3;0.0;0.5;0.2;0.2;0.1;0.0;0.8;0.2;0.6;0.0;0.0;717
8603;Veere;2025;9.8;2.8;6.5;0.4;0.1;8.4;2.4;5.7;0.3;0.0;0.5;0.2;0.3;0.1;0.0;0.9;0.2;0.6;0.0;0.0;717
8604;Veghel;2008;14.6;3.9;9.8;0.8;0.1;12.5;3.3;8.5;0.6;0.1;1.1;0.3;0.7;0.1;0.0;1.0;0.3;0.7;0.1;0.0;860
8605;Veghel;2009;14.8;4.1;9.8;0.8;0.1;12.5;3.5;8.4;0.6;0.1;1.1;0.3;0.7;0.1;0.0;1.1;0.3;0.7;0.1;0.0;860
8606;Veghel;2010;14.9;4.2;9.7;0.8;0.1;12.6;3.6;8.4;0.6;0.1;1.2;0.3;0.7;0.2;0.0;1.1;0.3;0.7;0.1;0.0;860
8607;Veghel;2011;15.0;4.4;9.7;0.9;0.1;12.7;3.7;8.3;0.6;0.1;1.2;0.3;0.7;0.2;0.0;1.1;0.3;0.7;0.1;0.0;860
8608;Veghel;2012;15.2;4.5;9.7;0.9;0.1;12.8;3.8;8.3;0.6;0.1;1.3;0.4;0.7;0.2;0.0;1.1;0.4;0.7;0.1;0.0;860
8609;Veghel;2013;15.3;4.7;9.6;0.9;0.1;12.8;3.9;8.3;0.6;0.0;1.3;0.4;0.7;0.2;0.0;1.1;0.4;0.7;0.1;0.0;860
8610;Veghel;2014;15.4;4.8;9.7;0.9;0.1;12.9;4.0;8.3;0.6;0.1;1.4;0.4;0.8;0.2;0.0;1.1;0.4;0.7;0.1;0.0;860
