ID;RegioS2007;Perioden;Huishoudens_1;Eenpersoonshuishoudens_2;Paren_3;Eenouderhuishoudens_4;OverigeHuishoudens_5;Huishoudens_6;Eenpersoonshuishoudens_7;Paren_8;Eenouderhuishoudens_9;OverigeHuishoudens_10;Huishoudens_11;Eenpersoonshuishoudens_12;Paren_13;Eenouderhuishoudens_14;OverigeHuishoudens_15;Huishoudens_16;Eenpersoonshuishoudens_17;Paren_18;Eenouderhuishoudens_19;OverigeHuishoudens_20;Regiocode_21
984;Midden-Limburg (CR);2020;102.4;36.3;59.7;5.8;0.6;82.3;28.8;49.3;3.7;0.4;7.7;2.6;3.7;1.3;0.1;12.5;4.9;6.6;0.8;0.1;38
985;Midden-Limburg (CR);2021;102.4;36.7;59.4;5.7;0.6;82.2;29.1;49.0;3.7;0.4;7.9;2.7;3.8;1.3;0.1;12.3;4.9;6.6;0.8;0.1;38
986;Midden-Limburg (CR);2022;102.4;37.1;59.0;5.7;0.7;82.0;29.4;48.7;3.6;0.4;8.1;2.8;3.8;1.3;0.2;12.3;4.9;6.6;0.8;0.1;38
987;Midden-Limburg (CR);2023;102.4;37.4;58.7;5.6;0.7;81.9;29.6;48.4;3.5;0.4;8.2;2.9;3.9;1.3;0.1;12.2;4.9;6.5;0.8;0.1;38
988;Midden-Limburg (CR);2024;102.3;37.7;58.4;5.6;0.6;81.7;29.8;48.0;3.5;0.4;8.4;2.9;4.0;1.3;0.2;12.2;5.0;6.4;0.8;0.1;38
989;Midden-Limburg (CR);2025;102.2;37.9;58.1;5.6;0.7;81.4;30.0;47.6;3.5;0.4;8.6;3.0;4.1;1.3;0.2;12.2;4.9;6.4;0.8;0.1;38
990;Zuid-Limburg (CR);2008;284.4;103.4;160.6;18.6;1.8;218.0;76.8;126.9;13.2;1.1;12.6;5.1;5.5;1.8;0.3;53.8;21.5;28.2;3.7;0.4;39
991;Zuid-Limburg (CR);2009;284.5;104.7;159.2;18.7;1.9;218.2;78.0;125.9;13.1;1.1;13.3;5.2;5.7;2.0;0.4;53.1;21.4;27.7;3.6;0.4;39
992;Zuid-Limburg (CR);2010;284.8;106.1;158.1;18.8;1.9;218.5;79.3;125.0;13.1;1.1;14.0;5.4;6.0;2.2;0.4;52.4;21.4;27.1;3.5;0.4;39
993;Zuid-Limburg (CR);2011;285.2;107.6;156.8;18.9;1.9;218.9;80.6;124.1;13.0;1.1;14.5;5.6;6.1;2.4;0.4;51.8;21.4;26.6;3.4;0.4;39
994;Zuid-Limburg (CR);2012;285.3;108.8;155.8;18.8;1.9;219.1;81.6;123.5;12.9;1.1;15.1;5.9;6.3;2.6;0.4;51.1;21.4;26.0;3.3;0.4;39
995;Zuid-Limburg (CR);2013;285.7;110.4;154.6;18.8;1.9;219.4;82.8;122.7;12.8;1.1;15.8;6.2;6.5;2.7;0.4;50.5;21.3;25.5;3.3;0.4;39
996;Zuid-Limburg (CR);2014;285.8;111.5;153.6;18.7;2.0;219.6;83.8;122.0;12.7;1.1;16.3;6.4;6.7;2.8;0.4;49.8;21.2;25.0;3.2;0.4;39
997;Zuid-Limburg (CR);2015;285.9;112.8;152.7;18.6;1.9;219.8;84.9;121.2;12.5;1.1;17.0;6.7;6.9;2.9;0.4;49.1;21.1;24.5;3.1;0.4;39
998;Zuid-Limburg (CR);2016;285.8;113.7;151.7;18.5;1.9;219.7;85.7;120.5;12.4;1.1;17.6;7.0;7.2;3.0;0.4;48.4;21.0;24.0;3.1;0.4;39
999;Zuid-Limburg (CR);2017;285.5;114.6;150.6;18.3;1.9;219.5;86.5;119.7;12.2;1.1;18.3;7.3;7.4;3.1;0.4;47.7;20.8;23.5;3.0;0.4;39
1000;Zuid-Limburg (CR);2018;285.1;115.4;149.6;18.2;1.8;219.2;87.3;118.8;12.0;1.1;18.8;7.5;7.7;3.2;0.4;47.0;20.6;23.1;3.0;0.4;39
1001;Zuid-Limburg (CR);2019;284.6;116.2;148.5;18.0;1.9;219.0;88.1;117.9;11.9;1.1;19.3;7.7;8.0;3.2;0.4;46.3;20.5;22.6;2.9;0.4;39
1002;Zuid-Limburg (CR);2020;284.0;116.8;147.5;17.9;1.8;218.6;88.6;117.2;11.7;1.0;19.9;8.0;8.2;3.3;0.4;45.6;20.2;22.2;2.8;0.4;39
1003;Zuid-Limburg (CR);2021;283.5;117.5;146.5;17.6;1.8;218.0;89.1;116.3;11.5;1.0;20.5;8.3;8.5;3.3;0.4;44.9;20.1;21.7;2.8;0.4;39
1004;Zuid-Limburg (CR);2022;282.6;118.0;145.4;17.5;1.8;217.4;89.7;115.3;11.4;1.0;21.1;8.5;8.7;3.4;0.5;44.1;19.8;21.3;2.7;0.3;39
1005;Zuid-Limburg (CR);2023;281.7;118.4;144.3;17.3;1.8;216.5;90.0;114.3;11.2;1.0;21.7;8.8;9.1;3.4;0.5;43.5;19.6;20.9;2.7;0.3;39
1006;Zuid-Limburg (CR);2024;280.8;118.5;143.3;17.2;1.8;215.7;90.2;113.4;11.0;1.0;22.3;9.0;9.4;3.5;0.4;42.8;19.3;20.5;2.7;0.3;39
1007;Zuid-Limburg (CR);2025;279.5;118.6;142.1;17.1;1.8;214.5;90.3;112.3;10.9;1.0;22.8;9.2;9.6;3.5;0.4;42.2;19.2;20.1;2.6;0.3;39
1008;Flevoland (CR);2008;151.3;43.6;94.7;12.3;0.8;112.7;31.7;73.6;7.0;0.4;24.5;7.6;12.5;4.1;0.3;14.2;4.3;8.6;1.2;0.1;40
1009;Flevoland (CR);2009;153.7;45.1;95.6;12.3;0.8;114.2;32.8;74.1;6.9;0.4;25.2;7.9;12.8;4.2;0.3;14.4;4.4;8.7;1.2;0.1;40
1010;Flevoland (CR);2010;156.2;46.7;96.4;12.3;0.8;115.3;33.7;74.4;6.9;0.4;26.0;8.3;13.3;4.2;0.3;14.8;4.7;8.8;1.2;0.1;40
1011;Flevoland (CR);2011;158.7;48.2;97.4;12.2;0.8;116.8;34.8;74.8;6.8;0.4;26.8;8.6;13.7;4.2;0.3;15.1;4.9;8.9;1.2;0.1;40
1012;Flevoland (CR);2012;161.4;49.9;98.4;12.3;0.9;118.3;36.0;75.1;6.8;0.4;27.6;8.9;14.1;4.2;0.3;15.4;5.0;9.1;1.2;0.2;40
1013;Flevoland (CR);2013;164.1;51.6;99.4;12.3;0.9;119.7;36.9;75.6;6.8;0.4;28.6;9.4;14.6;4.3;0.3;15.8;5.2;9.2;1.2;0.2;40
1014;Flevoland (CR);2014;166.8;53.1;100.5;12.3;0.9;121.1;37.9;76.0;6.8;0.4;29.6;9.8;15.1;4.4;0.4;16.2;5.4;9.4;1.2;0.2;40
1015;Flevoland (CR);2015;169.4;54.7;101.5;12.3;0.9;122.5;39.0;76.4;6.7;0.4;30.4;10.1;15.6;4.4;0.3;16.5;5.5;9.5;1.2;0.2;40
1016;Flevoland (CR);2016;172.1;56.2;102.7;12.3;0.9;123.8;39.9;76.8;6.6;0.4;31.4;10.5;16.1;4.4;0.3;16.9;5.8;9.7;1.2;0.2;40
1017;Flevoland (CR);2017;174.9;57.8;103.7;12.4;1.0;125.2;40.9;77.3;6.6;0.4;32.4;10.9;16.6;4.6;0.4;17.2;6.0;9.8;1.2;0.2;40
1018;Flevoland (CR);2018;177.6;59.4;104.8;12.4;1.0;126.7;42.0;77.7;6.5;0.4;33.4;11.3;17.2;4.6;0.3;17.6;6.1;10.0;1.3;0.2;40
1019;Flevoland (CR);2019;180.3;61.0;105.9;12.3;1.1;128.0;43.0;78.0;6.4;0.5;34.4;11.7;17.8;4.6;0.4;18.0;6.4;10.1;1.3;0.2;40
1020;Flevoland (CR);2020;183.0;62.7;106.9;12.3;1.1;129.3;44.1;78.4;6.3;0.5;35.4;12.0;18.3;4.7;0.4;18.3;6.6;10.2;1.3;0.2;40
1021;Flevoland (CR);2021;185.7;64.3;107.9;12.3;1.1;130.5;45.2;78.6;6.3;0.5;36.5;12.4;19.0;4.7;0.4;18.6;6.7;10.3;1.3;0.2;40
1022;Flevoland (CR);2022;188.2;66.0;108.7;12.4;1.1;131.7;46.2;78.7;6.2;0.5;37.6;12.9;19.5;4.8;0.4;18.9;6.9;10.4;1.3;0.2;40
1023;Flevoland (CR);2023;190.7;67.6;109.5;12.5;1.1;132.7;47.1;78.9;6.2;0.5;38.7;13.4;20.1;4.9;0.4;19.2;7.2;10.5;1.4;0.2;40
1024;Flevoland (CR);2024;193.1;69.2;110.3;12.5;1.1;133.7;48.1;79.0;6.2;0.5;39.8;13.7;20.7;5.0;0.4;19.6;7.4;10.6;1.3;0.2;40
1025;Flevoland (CR);2025;195.4;70.6;111.2;12.6;1.1;134.5;48.9;79.0;6.1;0.5;40.9;14.1;21.4;5.0;0.4;20.0;7.6;10.8;1.4;0.2;40
1026;Groningen (SG);2008;170.9;78.3;80.9;10.0;1.7;147.6;66.5;72.2;7.7;1.1;9.3;4.9;2.8;1.4;0.3;13.9;6.9;5.8;1.0;0.2;1
1027;Groningen (SG);2009;171.6;78.6;81.1;10.3;1.6;148.0;66.6;72.4;7.9;1.1;9.6;5.0;2.9;1.4;0.3;14.0;6.9;5.9;1.0;0.2;1
1028;Groningen (SG);2010;172.7;79.2;81.4;10.6;1.6;148.6;67.0;72.5;8.0;1.1;10.1;5.3;3.0;1.5;0.3;14.0;7.0;5.8;1.0;0.2;1
1029;Groningen (SG);2011;174.2;80.1;81.8;10.7;1.6;149.7;67.6;72.8;8.1;1.1;10.5;5.4;3.2;1.6;0.3;14.1;7.0;5.8;1.0;0.2;1
1030;Groningen (SG);2012;176.0;81.1;82.3;10.9;1.6;150.9;68.3;73.1;8.3;1.1;10.9;5.7;3.3;1.7;0.3;14.2;7.1;5.8;1.0;0.2;1
1031;Groningen (SG);2013;177.7;82.3;82.7;11.1;1.6;152.0;69.2;73.4;8.3;1.1;11.3;5.9;3.5;1.7;0.3;14.3;7.3;5.8;1.0;0.2;1
1032;Groningen (SG);2014;179.6;83.6;83.1;11.1;1.7;153.3;70.2;73.6;8.4;1.2;11.8;6.1;3.6;1.8;0.3;14.5;7.4;5.8;1.0;0.2;1
1033;Groningen (SG);2015;181.2;84.8;83.5;11.2;1.7;154.5;71.0;73.9;8.4;1.2;12.1;6.3;3.8;1.8;0.3;14.6;7.5;5.8;1.0;0.2;1
1034;Groningen (SG);2016;183.1;86.1;83.8;11.4;1.7;155.8;72.0;74.1;8.5;1.1;12.6;6.6;3.9;1.9;0.3;14.6;7.5;5.9;1.0;0.2;1
1035;Groningen (SG);2017;184.8;87.3;84.3;11.5;1.7;157.0;72.9;74.4;8.5;1.1;13.1;6.7;4.1;1.9;0.3;14.7;7.7;5.8;1.0;0.2;1
1036;Groningen (SG);2018;186.4;88.4;84.8;11.5;1.7;158.1;73.7;74.7;8.5;1.1;13.5;7.0;4.2;2.0;0.4;14.8;7.7;5.9;1.0;0.2;1
1037;Groningen (SG);2019;188.0;89.5;85.3;11.5;1.7;159.2;74.5;75.0;8.5;1.2;14.0;7.2;4.4;2.0;0.4;14.8;7.7;5.9;1.0;0.2;1
1038;Groningen (SG);2020;189.5;90.6;85.5;11.7;1.7;160.2;75.3;75.2;8.5;1.1;14.4;7.4;4.5;2.1;0.4;14.9;7.8;5.8;1.1;0.2;1
1039;Groningen (SG);2021;191.1;91.8;85.8;11.7;1.8;161.2;76.2;75.3;8.6;1.2;14.9;7.7;4.7;2.1;0.3;15.0;7.9;5.8;1.0;0.2;1
1040;Groningen (SG);2022;192.6;92.9;86.1;11.8;1.7;162.2;77.0;75.4;8.6;1.2;15.3;7.9;4.9;2.2;0.4;15.1;8.0;5.8;1.0;0.2;1
1041;Groningen (SG);2023;194.0;93.9;86.4;11.9;1.8;163.1;77.8;75.6;8.6;1.2;15.8;8.1;5.1;2.2;0.4;15.1;8.0;5.8;1.1;0.2;1
1042;Groningen (SG);2024;195.4;94.9;86.8;12.0;1.8;163.9;78.4;75.7;8.6;1.2;16.3;8.4;5.2;2.3;0.4;15.2;8.1;5.8;1.1;0.2;1
1043;Groningen (SG);2025;196.9;95.9;87.1;12.1;1.8;164.7;79.1;75.8;8.7;1.2;16.8;8.6;5.4;2.3;0.4;15.4;8.2;5.8;1.1;0.2;1
1044;Leeuwarden (SG);2008;74.9;29.9;39.9;4.5;0.6;65.6;25.6;36.0;3.6;0.4;4.6;2.2;1.6;0.6;0.1;4.8;2.0;2.3;0.4;0.1;2
1045;Leeuwarden (SG);2009;75.2;30.1;39.9;4.6;0.6;65.7;25.8;35.8;3.6;0.4;4.7;2.2;1.7;0.7;0.1;4.8;2.0;2.4;0.4;0.1;2
1046;Leeuwarden (SG);2010;75.6;30.2;40.1;4.7;0.6;65.7;25.9;35.9;3.6;0.4;4.9;2.3;1.8;0.7;0.1;4.9;2.1;2.4;0.3;0.1;2
1047;Leeuwarden (SG);2011;75.9;30.5;40.1;4.7;0.6;65.8;26.0;35.8;3.6;0.4;5.1;2.4;1.9;0.7;0.1;4.9;2.1;2.4;0.3;0.1;2
1048;Leeuwarden (SG);2012;76.2;30.6;40.2;4.8;0.6;66.0;26.1;35.8;3.6;0.4;5.3;2.4;2.0;0.8;0.1;5.0;2.1;2.4;0.3;0.1;2
1049;Leeuwarden (SG);2013;76.5;30.8;40.3;4.8;0.6;66.1;26.3;35.8;3.7;0.4;5.4;2.4;2.1;0.8;0.1;5.0;2.1;2.4;0.3;0.1;2
1050;Leeuwarden (SG);2014;76.8;31.0;40.4;4.9;0.6;66.2;26.4;35.8;3.7;0.4;5.6;2.4;2.2;0.9;0.1;5.1;2.2;2.5;0.4;0.1;2
1051;Leeuwarden (SG);2015;77.1;31.2;40.4;4.9;0.6;66.3;26.5;35.7;3.7;0.4;5.7;2.4;2.3;0.9;0.1;5.1;2.2;2.5;0.3;0.1;2
1052;Leeuwarden (SG);2016;77.4;31.3;40.6;4.9;0.6;66.4;26.6;35.8;3.6;0.4;5.9;2.5;2.4;0.9;0.1;5.1;2.2;2.5;0.4;0.1;2
1053;Leeuwarden (SG);2017;77.7;31.6;40.6;4.9;0.6;66.5;26.8;35.7;3.6;0.4;6.1;2.5;2.5;0.9;0.1;5.2;2.2;2.5;0.4;0.1;2
1054;Leeuwarden (SG);2018;78.0;31.7;40.7;4.9;0.6;66.4;26.8;35.7;3.6;0.4;6.3;2.6;2.5;1.0;0.1;5.2;2.3;2.5;0.3;0.1;2
1055;Leeuwarden (SG);2019;78.2;31.9;40.8;4.9;0.6;66.5;26.9;35.7;3.5;0.4;6.5;2.7;2.6;1.0;0.1;5.2;2.3;2.5;0.4;0.1;2
1056;Leeuwarden (SG);2020;78.4;32.1;40.8;4.9;0.6;66.5;27.0;35.5;3.5;0.4;6.6;2.7;2.7;1.0;0.1;5.3;2.3;2.5;0.4;0.1;2
1057;Leeuwarden (SG);2021;78.6;32.3;40.9;4.9;0.6;66.6;27.2;35.5;3.5;0.4;6.7;2.8;2.8;1.0;0.2;5.3;2.3;2.5;0.4;0.1;2
1058;Leeuwarden (SG);2022;78.9;32.4;40.9;4.9;0.6;66.6;27.3;35.4;3.5;0.4;6.9;2.8;2.9;1.1;0.1;5.3;2.3;2.6;0.4;0.0;2
1059;Leeuwarden (SG);2023;79.0;32.4;41.0;5.0;0.6;66.6;27.3;35.4;3.5;0.4;7.0;2.8;3.1;1.0;0.1;5.3;2.3;2.6;0.4;0.1;2
1060;Leeuwarden (SG);2024;79.0;32.5;41.0;4.9;0.6;66.4;27.3;35.3;3.5;0.4;7.2;2.9;3.1;1.1;0.1;5.3;2.3;2.6;0.4;0.1;2
1061;Leeuwarden (SG);2025;79.1;32.6;41.0;5.0;0.6;66.3;27.3;35.2;3.5;0.4;7.4;3.0;3.2;1.1;0.1;5.4;2.3;2.6;0.4;0.1;2
1062;Zwolle (SG);2008;75.2;27.0;43.5;4.2;0.4;65.9;23.3;39.1;3.2;0.3;4.4;1.7;1.9;0.7;0.1;4.8;1.9;2.5;0.3;0.0;3
1063;Zwolle (SG);2009;76.0;27.7;43.5;4.3;0.4;66.5;23.9;39.0;3.3;0.3;4.6;1.8;2.0;0.7;0.1;4.9;2.0;2.5;0.3;0.1;3
1064;Zwolle (SG);2010;76.8;28.4;43.6;4.4;0.4;67.0;24.4;39.0;3.4;0.3;4.8;1.9;2.0;0.7;0.1;5.0;2.1;2.5;0.3;0.0;3
1065;Zwolle (SG);2011;77.5;29.0;43.5;4.5;0.4;67.4;24.8;38.9;3.4;0.3;4.9;2.0;2.1;0.8;0.1;5.1;2.2;2.6;0.3;0.0;3
1066;Zwolle (SG);2012;78.2;29.7;43.5;4.6;0.4;67.8;25.3;38.8;3.4;0.3;5.1;2.1;2.1;0.8;0.1;5.3;2.3;2.6;0.4;0.0;3
1067;Zwolle (SG);2013;78.9;30.3;43.5;4.7;0.4;68.2;25.7;38.8;3.5;0.3;5.3;2.2;2.2;0.8;0.1;5.4;2.4;2.6;0.4;0.1;3
1068;Zwolle (SG);2014;79.7;30.9;43.6;4.7;0.4;68.6;26.2;38.7;3.5;0.3;5.5;2.3;2.3;0.8;0.1;5.5;2.5;2.6;0.4;0.1;3
1069;Zwolle (SG);2015;80.3;31.5;43.6;4.7;0.4;69.0;26.6;38.7;3.5;0.3;5.7;2.5;2.3;0.8;0.1;5.6;2.5;2.7;0.4;0.1;3
1070;Zwolle (SG);2016;81.1;32.1;43.7;4.8;0.4;69.5;27.0;38.7;3.5;0.3;5.9;2.5;2.4;0.9;0.1;5.6;2.5;2.7;0.4;0.1;3
1071;Zwolle (SG);2017;81.8;32.7;43.7;4.8;0.4;69.9;27.5;38.6;3.6;0.3;6.2;2.7;2.5;0.9;0.1;5.7;2.6;2.6;0.4;0.1;3
1072;Zwolle (SG);2018;82.5;33.3;43.8;4.9;0.4;70.3;27.9;38.6;3.6;0.3;6.4;2.8;2.6;0.9;0.1;5.8;2.7;2.7;0.4;0.0;3
1073;Zwolle (SG);2019;83.1;33.9;43.9;4.9;0.5;70.7;28.3;38.5;3.6;0.3;6.6;2.8;2.7;1.0;0.1;5.8;2.7;2.7;0.4;0.0;3
1074;Zwolle (SG);2020;83.7;34.4;44.0;4.9;0.5;71.0;28.6;38.5;3.5;0.3;6.8;3.0;2.8;1.0;0.1;5.9;2.8;2.7;0.4;0.1;3
1075;Zwolle (SG);2021;84.3;34.9;44.0;4.9;0.5;71.3;29.0;38.5;3.5;0.3;7.0;3.1;2.8;1.0;0.1;6.0;2.8;2.7;0.4;0.1;3
1076;Zwolle (SG);2022;84.9;35.4;44.1;4.9;0.5;71.6;29.3;38.5;3.5;0.3;7.2;3.2;2.9;1.0;0.1;6.1;2.9;2.7;0.4;0.1;3
1077;Zwolle (SG);2023;85.4;35.8;44.2;5.0;0.4;71.9;29.6;38.5;3.5;0.3;7.4;3.3;3.0;1.0;0.1;6.1;2.9;2.7;0.4;0.0;3
1078;Zwolle (SG);2024;85.9;36.2;44.2;4.9;0.4;72.1;29.9;38.4;3.5;0.3;7.6;3.4;3.0;1.0;0.1;6.1;2.9;2.8;0.4;0.1;3
1079;Zwolle (SG);2025;86.3;36.7;44.2;4.9;0.5;72.3;30.2;38.3;3.5;0.3;7.8;3.5;3.1;1.1;0.1;6.2;3.0;2.8;0.4;0.1;3
1080;Enschede (SG);2008;140.8;53.5;77.9;8.4;1.0;109.4;41.1;62.0;5.7;0.6;13.6;5.0;6.7;1.6;0.3;17.8;7.3;9.2;1.1;0.2;4
1081;Enschede (SG);2009;141.7;54.5;77.6;8.6;1.0;110.2;42.0;61.7;5.9;0.6;13.8;5.1;6.8;1.6;0.3;17.8;7.5;9.1;1.1;0.1;4
1082;Enschede (SG);2010;142.4;55.3;77.4;8.9;0.9;110.7;42.6;61.5;6.0;0.6;14.0;5.2;6.9;1.7;0.2;17.8;7.5;9.0;1.1;0.1;4
1083;Enschede (SG);2011;143.2;56.1;77.2;9.1;0.9;111.1;43.1;61.3;6.1;0.5;14.3;5.4;6.9;1.8;0.3;17.8;7.6;8.9;1.1;0.1;4
1084;Enschede (SG);2012;143.9;56.9;76.9;9.2;0.9;111.5;43.7;61.1;6.2;0.5;14.6;5.5;7.0;1.9;0.2;17.8;7.6;8.9;1.1;0.2;4
1085;Enschede (SG);2013;144.6;57.7;76.6;9.4;1.0;111.9;44.3;60.8;6.3;0.5;15.0;5.7;7.0;2.0;0.3;17.8;7.7;8.8;1.2;0.2;4
1086;Enschede (SG);2014;145.4;58.5;76.5;9.4;0.9;112.2;44.9;60.5;6.3;0.5;15.3;5.9;7.2;2.0;0.3;17.9;7.8;8.8;1.2;0.2;4
1087;Enschede (SG);2015;146.1;59.3;76.3;9.5;1.0;112.5;45.4;60.3;6.3;0.5;15.7;6.0;7.3;2.1;0.2;17.9;7.8;8.7;1.2;0.2;4
1088;Enschede (SG);2016;146.7;60.2;76.1;9.6;0.9;112.8;46.0;60.0;6.3;0.5;16.0;6.3;7.4;2.1;0.3;17.9;7.9;8.7;1.2;0.2;4
1089;Enschede (SG);2017;147.3;60.9;75.9;9.6;0.9;113.1;46.5;59.8;6.3;0.5;16.3;6.4;7.5;2.2;0.3;17.9;8.0;8.6;1.2;0.2;4
1090;Enschede (SG);2018;147.8;61.6;75.7;9.6;0.9;113.3;47.1;59.5;6.2;0.5;16.7;6.6;7.6;2.2;0.3;17.8;7.9;8.6;1.2;0.2;4
1091;Enschede (SG);2019;148.3;62.3;75.4;9.6;0.9;113.4;47.5;59.2;6.2;0.5;17.1;6.8;7.7;2.3;0.3;17.9;8.0;8.5;1.2;0.2;4
1092;Enschede (SG);2020;148.7;62.9;75.3;9.6;0.9;113.5;47.9;58.9;6.1;0.5;17.4;7.0;7.8;2.3;0.3;17.8;8.0;8.5;1.2;0.2;4
1093;Enschede (SG);2021;149.2;63.6;75.0;9.6;0.9;113.7;48.4;58.7;6.1;0.5;17.8;7.2;8.0;2.3;0.3;17.8;8.0;8.4;1.2;0.2;4
1094;Enschede (SG);2022;149.6;64.3;74.8;9.6;0.9;113.7;48.8;58.3;6.0;0.5;18.1;7.4;8.1;2.3;0.3;17.7;8.0;8.3;1.2;0.2;4
1095;Enschede (SG);2023;150.0;65.0;74.6;9.5;0.9;113.9;49.4;58.1;5.9;0.5;18.4;7.6;8.2;2.3;0.3;17.7;8.1;8.3;1.2;0.2;4
1096;Enschede (SG);2024;150.3;65.6;74.3;9.4;1.0;113.9;49.7;57.7;5.9;0.5;18.8;7.8;8.3;2.4;0.3;17.7;8.1;8.2;1.2;0.1;4
1097;Enschede (SG);2025;150.5;66.1;74.0;9.4;0.9;113.8;50.0;57.4;5.8;0.5;19.2;8.0;8.5;2.4;0.3;17.6;8.1;8.2;1.2;0.1;4
1098;Apeldoorn (SG);2008;90.1;29.1;55.4;5.2;0.4;77.4;24.6;48.6;4.0;0.3;5.1;1.7;2.5;0.7;0.1;7.7;2.8;4.3;0.6;0.1;5
1099;Apeldoorn (SG);2009;90.8;30.0;55.1;5.3;0.4;77.7;25.2;48.3;4.0;0.3;5.3;1.9;2.6;0.8;0.1;7.8;2.9;4.2;0.6;0.1;5
1100;Apeldoorn (SG);2010;91.3;30.7;54.8;5.4;0.4;77.9;25.8;47.9;4.0;0.3;5.6;2.0;2.6;0.9;0.1;7.8;3.0;4.2;0.6;0.1;5
1101;Apeldoorn (SG);2011;91.9;31.4;54.6;5.5;0.4;78.2;26.2;47.7;4.0;0.3;5.8;2.1;2.7;0.9;0.1;7.9;3.0;4.3;0.5;0.1;5
1102;Apeldoorn (SG);2012;92.9;32.3;54.6;5.5;0.5;78.7;26.9;47.6;4.0;0.3;6.2;2.3;2.8;1.0;0.1;8.0;3.1;4.3;0.5;0.1;5
1103;Apeldoorn (SG);2013;93.8;33.1;54.6;5.6;0.5;79.2;27.5;47.4;4.0;0.3;6.5;2.5;2.9;1.0;0.1;8.1;3.1;4.3;0.5;0.1;5
1104;Apeldoorn (SG);2014;94.6;34.0;54.5;5.6;0.5;79.6;28.1;47.2;4.0;0.3;6.8;2.6;3.0;1.1;0.1;8.2;3.3;4.3;0.6;0.1;5
1105;Apeldoorn (SG);2015;95.4;34.7;54.5;5.7;0.5;80.0;28.6;47.1;4.1;0.3;7.1;2.8;3.1;1.1;0.1;8.3;3.3;4.3;0.5;0.1;5
1106;Apeldoorn (SG);2016;96.0;35.3;54.5;5.7;0.5;80.4;29.0;47.1;4.1;0.3;7.3;2.9;3.1;1.1;0.1;8.3;3.4;4.3;0.6;0.1;5
1107;Apeldoorn (SG);2017;96.5;35.8;54.5;5.7;0.5;80.6;29.3;47.0;4.0;0.3;7.6;3.1;3.2;1.2;0.1;8.3;3.4;4.3;0.5;0.1;5
1108;Apeldoorn (SG);2018;97.0;36.4;54.4;5.7;0.5;80.8;29.7;46.8;4.0;0.3;7.9;3.2;3.3;1.2;0.2;8.3;3.5;4.3;0.5;0.1;5
1109;Apeldoorn (SG);2019;97.4;36.8;54.4;5.7;0.5;81.0;30.0;46.7;3.9;0.3;8.1;3.3;3.4;1.2;0.1;8.3;3.5;4.2;0.5;0.1;5
1110;Apeldoorn (SG);2020;97.8;37.2;54.4;5.6;0.5;81.0;30.3;46.6;3.9;0.3;8.4;3.4;3.5;1.2;0.2;8.4;3.5;4.3;0.5;0.1;5
1111;Apeldoorn (SG);2021;98.0;37.7;54.4;5.5;0.5;81.1;30.6;46.4;3.8;0.3;8.6;3.5;3.7;1.3;0.1;8.3;3.5;4.3;0.5;0.1;5
1112;Apeldoorn (SG);2022;98.2;37.9;54.2;5.5;0.5;80.9;30.7;46.2;3.7;0.3;8.8;3.7;3.8;1.3;0.1;8.4;3.6;4.2;0.5;0.1;5
1113;Apeldoorn (SG);2023;98.3;38.2;54.1;5.5;0.5;80.9;30.9;46.0;3.7;0.3;9.0;3.7;3.9;1.3;0.1;8.4;3.6;4.2;0.5;0.1;5
1114;Apeldoorn (SG);2024;98.5;38.5;54.0;5.5;0.5;80.7;31.0;45.8;3.6;0.3;9.3;3.9;4.0;1.3;0.1;8.4;3.6;4.2;0.5;0.1;5
1115;Apeldoorn (SG);2025;98.6;38.9;53.8;5.4;0.5;80.7;31.3;45.5;3.6;0.3;9.5;3.9;4.1;1.3;0.1;8.4;3.7;4.2;0.5;0.1;5
1116;Arnhem (SG);2008;158.4;58.1;89.0;10.0;1.2;127.4;45.7;74.0;7.0;0.7;13.8;5.6;6.1;1.9;0.3;17.2;6.9;8.9;1.2;0.2;6
1117;Arnhem (SG);2009;160.1;59.4;89.3;10.2;1.2;128.6;46.7;74.1;7.1;0.7;14.3;5.7;6.3;1.9;0.4;17.2;7.0;8.9;1.2;0.2;6
1118;Arnhem (SG);2010;161.7;60.5;89.6;10.4;1.2;129.6;47.4;74.3;7.2;0.7;14.8;5.9;6.5;2.0;0.4;17.4;7.1;8.8;1.2;0.2;6
1119;Arnhem (SG);2011;163.4;61.5;90.2;10.5;1.3;130.7;48.2;74.6;7.2;0.7;15.2;6.1;6.7;2.1;0.4;17.5;7.3;8.8;1.2;0.2;6
1120;Arnhem (SG);2012;164.6;62.4;90.4;10.6;1.2;131.3;48.7;74.8;7.2;0.7;15.8;6.3;7.0;2.1;0.4;17.5;7.3;8.7;1.2;0.2;6
1121;Arnhem (SG);2013;165.9;63.2;90.8;10.7;1.3;132.1;49.2;74.9;7.3;0.7;16.3;6.5;7.2;2.2;0.4;17.5;7.4;8.7;1.2;0.2;6
1122;Arnhem (SG);2014;167.1;63.9;91.2;10.8;1.3;132.8;49.7;75.1;7.3;0.7;16.8;6.7;7.4;2.3;0.4;17.5;7.5;8.7;1.2;0.2;6
1123;Arnhem (SG);2015;168.3;64.8;91.4;10.8;1.3;133.4;50.3;75.1;7.3;0.7;17.3;6.9;7.7;2.3;0.4;17.6;7.5;8.6;1.2;0.2;6
