ID;RegioS2005;Perioden;Huishoudens_1;Eenpersoonshuishoudens_2;Paren_3;Eenouderhuishoudens_4;OverigeHuishoudens_5;Huishoudens_6;Eenpersoonshuishoudens_7;Paren_8;Eenouderhuishoudens_9;OverigeHuishoudens_10;Huishoudens_11;Eenpersoonshuishoudens_12;Paren_13;Eenouderhuishoudens_14;OverigeHuishoudens_15;Huishoudens_16;Eenpersoonshuishoudens_17;Paren_18;Eenouderhuishoudens_19;OverigeHuishoudens_20
4510;Franekeradeel;2016;9080;3272;5220;530;58;8219;2890;4793;478;58;298;143;129;0;0;563;239;298;0;0
4511;Franekeradeel;2017;9129;3323;5210;535;61;8230;2923;4767;479;61;325;154;143;0;0;574;246;300;0;0
4512;Franekeradeel;2018;9155;3368;5180;547;60;8239;2964;4732;483;60;343;163;147;0;0;573;241;301;0;0
4513;Franekeradeel;2019;9173;3414;5152;547;60;8241;3003;4698;480;60;366;171;161;0;0;566;240;293;0;0
4514;Franekeradeel;2020;9178;3432;5132;554;60;8237;3020;4673;484;60;376;171;170;0;0;565;241;289;0;0
4515;Franekeradeel;2021;9208;3487;5107;554;60;8233;3050;4634;489;60;388;180;176;0;0;587;257;297;0;0
4516;Franekeradeel;2022;9216;3523;5077;558;58;8234;3082;4604;491;57;389;179;174;0;0;593;262;299;0;0
4517;Franekeradeel;2023;9229;3544;5058;570;57;8225;3100;4569;500;56;397;185;177;0;0;607;259;312;0;0
4518;Franekeradeel;2024;9248;3578;5037;576;57;8237;3130;4541;509;57;409;193;185;0;0;602;255;311;0;0
4519;Franekeradeel;2025;9291;3631;5017;585;58;8253;3165;4512;518;58;425;203;191;0;0;613;263;314;0;0
4520;GaasterlÔn-Sleat;2006;4122;1141;2811;145;0;3953;1070;2713;145;0;0;0;0;0;0;146;60;86;0;0
4521;GaasterlÔn-Sleat;2007;4136;1167;2792;151;0;3955;1089;2691;149;0;0;0;0;0;0;141;59;82;0;0
4522;GaasterlÔn-Sleat;2008;4151;1193;2777;156;0;3958;1105;2674;154;0;0;0;0;0;0;145;63;82;0;0
4523;GaasterlÔn-Sleat;2009;4181;1211;2785;159;0;3975;1116;2677;156;0;53;0;0;0;0;153;69;84;0;0
4524;GaasterlÔn-Sleat;2010;4193;1238;2772;159;0;3976;1132;2663;157;0;58;0;0;0;0;159;77;82;0;0
4525;GaasterlÔn-Sleat;2011;4216;1247;2773;169;0;3995;1143;2659;166;0;57;0;0;0;0;164;77;87;0;0
4526;GaasterlÔn-Sleat;2012;4239;1272;2774;168;0;3998;1157;2652;164;0;65;0;0;0;0;176;85;91;0;0
4527;GaasterlÔn-Sleat;2013;4261;1293;2766;176;0;4009;1169;2641;173;0;72;0;0;0;0;180;88;92;0;0
4528;GaasterlÔn-Sleat;2014;4277;1308;2768;176;0;4018;1185;2636;172;0;79;0;0;0;0;180;85;95;0;0
4529;GaasterlÔn-Sleat;2015;4295;1326;2763;180;0;4026;1196;2627;177;0;83;0;0;0;0;186;89;97;0;0
4530;GaasterlÔn-Sleat;2016;4307;1343;2757;181;0;4029;1206;2619;178;0;84;0;0;0;0;194;97;97;0;0
4531;GaasterlÔn-Sleat;2017;4307;1346;2747;188;0;4023;1210;2603;184;0;92;0;0;0;0;192;94;98;0;0
4532;GaasterlÔn-Sleat;2018;4318;1363;2736;191;0;4023;1219;2589;187;0;96;0;0;0;0;199;98;101;0;0
4533;GaasterlÔn-Sleat;2019;4313;1371;2731;184;0;4017;1229;2579;182;0;92;0;0;0;0;204;99;105;0;0
4534;GaasterlÔn-Sleat;2020;4327;1386;2725;189;0;4008;1228;2567;186;0;105;52;50;0;0;214;106;108;0;0
4535;GaasterlÔn-Sleat;2021;4317;1388;2710;194;0;3992;1227;2549;191;0;107;53;51;0;0;218;108;110;0;0
4536;GaasterlÔn-Sleat;2022;4306;1388;2698;195;0;3972;1224;2532;191;0;113;55;54;0;0;221;109;112;0;0
4537;GaasterlÔn-Sleat;2023;4306;1399;2680;202;0;3964;1232;2510;197;0;125;60;60;0;0;217;107;110;0;0
4538;GaasterlÔn-Sleat;2024;4282;1394;2660;203;0;3930;1228;2481;196;0;137;62;68;0;0;215;104;111;0;0
4539;GaasterlÔn-Sleat;2025;4279;1399;2646;210;0;3920;1229;2464;203;0;134;61;67;0;0;225;109;115;0;0
4540;Geertruidenberg;2006;8523;2068;5950;443;62;7828;1805;5569;392;62;140;64;65;0;0;555;199;316;0;0
4541;Geertruidenberg;2007;8575;2125;5938;450;62;7854;1847;5544;401;62;143;66;69;0;0;578;212;325;0;0
4542;Geertruidenberg;2008;8626;2176;5926;461;63;7873;1884;5517;409;63;168;75;81;0;0;585;217;328;0;0
4543;Geertruidenberg;2009;8665;2226;5908;468;63;7899;1928;5493;415;63;171;71;87;0;0;595;227;328;0;0
4544;Geertruidenberg;2010;8685;2265;5880;475;65;7909;1963;5459;422;65;178;73;92;0;0;598;229;329;0;0
4545;Geertruidenberg;2011;8702;2308;5851;479;64;7899;1994;5414;427;64;195;81;100;0;0;608;233;337;0;0
4546;Geertruidenberg;2012;8726;2357;5820;482;67;7905;2032;5375;431;67;208;91;105;0;0;613;234;340;0;0
4547;Geertruidenberg;2013;8747;2413;5790;480;64;7920;2079;5347;430;64;209;91;107;0;0;618;243;336;0;0
4548;Geertruidenberg;2014;8785;2450;5781;488;66;7945;2116;5328;435;66;223;95;115;0;0;617;239;338;0;0
4549;Geertruidenberg;2015;8819;2510;5746;495;68;7963;2158;5292;445;68;241;108;118;0;0;615;244;336;0;0
4550;Geertruidenberg;2016;8846;2555;5727;501;63;7965;2192;5263;447;63;248;108;125;0;0;633;255;339;0;0
4551;Geertruidenberg;2017;8861;2593;5704;496;68;7976;2228;5232;448;68;257;113;129;0;0;628;252;343;0;0
4552;Geertruidenberg;2018;8897;2643;5681;509;64;7981;2261;5197;459;64;270;119;136;0;0;646;263;348;0;0
4553;Geertruidenberg;2019;8926;2695;5663;503;65;7988;2303;5167;453;65;283;120;147;0;0;655;272;349;0;0
4554;Geertruidenberg;2020;8934;2730;5636;505;63;7981;2331;5130;457;63;303;130;157;0;0;650;269;349;0;0
4555;Geertruidenberg;2021;8966;2777;5612;514;63;8002;2377;5098;464;63;308;127;165;0;0;656;273;349;0;0
4556;Geertruidenberg;2022;8991;2824;5580;523;64;8002;2405;5064;469;64;317;134;165;0;0;672;285;351;0;0
4557;Geertruidenberg;2023;9018;2863;5560;533;62;8014;2434;5041;477;62;328;144;167;0;0;676;285;352;0;0
4558;Geertruidenberg;2024;9033;2910;5521;540;62;7986;2460;4985;479;62;363;161;182;0;0;684;289;354;0;0
4559;Geertruidenberg;2025;9054;2944;5496;551;63;8001;2494;4955;489;63;368;160;187;0;0;685;290;354;0;0
4560;Geldermalsen;2006;10122;2492;7106;456;68;9328;2187;6668;405;68;245;98;131;0;0;549;207;307;0;0
4561;Geldermalsen;2007;10231;2574;7118;470;69;9394;2247;6663;415;69;259;109;134;0;0;578;218;321;0;0
4562;Geldermalsen;2008;10311;2643;7116;483;69;9449;2305;6648;427;69;276;113;146;0;0;586;225;322;0;0
4563;Geldermalsen;2009;10393;2717;7107;499;70;9505;2367;6628;440;70;299;127;151;0;0;589;223;328;0;0
4564;Geldermalsen;2010;10475;2792;7102;510;71;9550;2425;6604;450;71;323;138;161;0;0;602;229;337;0;0
4565;Geldermalsen;2011;10577;2883;7095;526;73;9599;2486;6580;460;73;355;151;176;0;0;623;246;339;0;0
4566;Geldermalsen;2012;10659;2954;7100;532;73;9660;2546;6569;472;73;366;155;185;0;0;633;253;346;0;0
4567;Geldermalsen;2013;10737;3019;7095;550;73;9694;2594;6548;479;73;387;160;195;0;0;656;265;352;0;0
4568;Geldermalsen;2014;10845;3095;7105;572;73;9756;2662;6528;493;73;424;173;215;0;0;665;260;362;0;0
4569;Geldermalsen;2015;10896;3147;7105;574;70;9774;2702;6509;493;70;447;184;226;0;0;675;261;370;0;0
4570;Geldermalsen;2016;10997;3235;7098;592;72;9840;2766;6492;510;72;468;198;231;0;0;689;271;375;0;0
4571;Geldermalsen;2017;11066;3292;7096;603;75;9895;2822;6477;521;75;479;201;238;0;0;692;269;381;0;0
4572;Geldermalsen;2018;11168;3378;7097;620;73;9938;2872;6458;535;73;504;211;252;0;0;726;295;387;0;0
4573;Geldermalsen;2019;11235;3444;7091;627;73;9960;2915;6430;542;73;549;235;273;0;0;726;294;388;0;0
4574;Geldermalsen;2020;11288;3497;7073;646;72;9993;2958;6406;557;72;556;236;278;0;0;739;303;389;0;0
4575;Geldermalsen;2021;11348;3555;7057;661;75;10026;3001;6378;572;75;585;246;295;0;0;737;308;384;0;0
4576;Geldermalsen;2022;11405;3624;7043;665;73;10066;3063;6349;581;73;595;251;303;0;0;744;310;391;0;0
4577;Geldermalsen;2023;11495;3710;7028;684;73;10113;3123;6320;597;73;619;266;311;0;0;763;321;397;0;0
4578;Geldermalsen;2024;11556;3773;7015;695;73;10160;3180;6299;608;73;641;270;328;0;0;755;323;388;0;0
4579;Geldermalsen;2025;11581;3808;7000;707;66;10176;3222;6271;617;66;636;255;337;0;0;769;331;392;0;0
4580;Geldrop-Mierlo;2006;15710;4665;10030;915;100;13579;3945;8820;736;78;657;251;322;78;0;1474;469;888;101;0
4581;Geldrop-Mierlo;2007;15707;4759;9929;923;96;13550;4018;8716;738;78;680;263;331;81;0;1477;478;882;104;0
4582;Geldrop-Mierlo;2008;15742;4847;9853;944;98;13542;4087;8626;749;80;700;273;338;85;0;1500;487;889;110;0
4583;Geldrop-Mierlo;2009;15768;4953;9782;938;95;13560;4171;8554;757;78;704;281;342;77;0;1504;501;886;104;0
4584;Geldrop-Mierlo;2010;15807;5041;9714;951;101;13564;4238;8475;771;80;708;286;346;72;0;1535;517;893;108;0
4585;Geldrop-Mierlo;2011;15805;5119;9637;952;97;13582;4314;8414;775;79;704;288;343;70;0;1519;517;880;107;0
4586;Geldrop-Mierlo;2012;15833;5191;9573;970;99;13587;4381;8341;785;80;713;283;351;74;0;1533;527;881;111;0
4587;Geldrop-Mierlo;2013;15869;5283;9512;976;98;13591;4449;8273;789;80;731;301;351;76;0;1547;533;888;111;0
4588;Geldrop-Mierlo;2014;15872;5352;9445;981;94;13592;4507;8210;797;78;744;313;352;75;0;1536;532;883;109;0
4589;Geldrop-Mierlo;2015;15913;5430;9390;992;101;13604;4570;8152;801;81;752;316;356;76;0;1557;544;882;115;0
4590;Geldrop-Mierlo;2016;15907;5487;9323;1002;95;13567;4615;8072;801;79;768;320;369;76;0;1572;552;882;125;0
4591;Geldrop-Mierlo;2017;15920;5547;9271;1007;95;13570;4673;8007;813;77;782;324;380;76;0;1568;550;884;118;0
4592;Geldrop-Mierlo;2018;15916;5598;9204;1019;95;13543;4710;7940;815;78;797;330;387;78;0;1576;558;877;126;0
4593;Geldrop-Mierlo;2019;15931;5658;9151;1026;96;13528;4755;7871;823;79;818;340;398;79;0;1585;563;882;124;0
4594;Geldrop-Mierlo;2020;15920;5714;9091;1022;93;13513;4800;7806;831;76;841;355;414;70;0;1566;559;871;121;0
4595;Geldrop-Mierlo;2021;15900;5751;9028;1028;93;13453;4817;7731;828;77;879;372;428;77;0;1568;562;869;123;0
4596;Geldrop-Mierlo;2022;15869;5783;8967;1026;93;13426;4837;7676;834;79;883;379;430;71;0;1560;567;861;121;0
4597;Geldrop-Mierlo;2023;15835;5815;8906;1025;89;13375;4859;7605;836;75;906;390;447;66;0;1554;566;854;123;0
4598;Geldrop-Mierlo;2024;15833;5842;8868;1033;90;13347;4888;7537;847;75;924;389;467;66;0;1562;565;864;120;0
4599;Geldrop-Mierlo;2025;15762;5850;8795;1027;90;13296;4904;7471;846;75;928;384;479;63;0;1538;562;845;118;0
4600;Gemert-Bakel;2006;10818;2540;7655;537;86;9909;2196;7171;464;78;139;63;66;0;0;770;281;418;63;0
4601;Gemert-Bakel;2007;10914;2614;7656;553;91;9958;2252;7152;474;80;156;71;74;0;0;800;291;430;68;0
4602;Gemert-Bakel;2008;10985;2687;7648;566;84;10013;2311;7141;484;77;170;78;79;0;0;802;298;428;69;0
4603;Gemert-Bakel;2009;11061;2752;7648;573;88;10082;2364;7140;498;80;165;74;78;0;0;814;314;430;62;0
4604;Gemert-Bakel;2010;11142;2806;7662;585;89;10161;2421;7148;510;82;170;74;84;0;0;811;311;430;63;0
4605;Gemert-Bakel;2011;11240;2881;7669;599;91;10235;2484;7148;519;84;182;81;86;0;0;823;316;435;65;0
4606;Gemert-Bakel;2012;11338;2960;7683;605;90;10308;2551;7145;528;84;194;87;92;0;0;836;322;446;62;0
4607;Gemert-Bakel;2013;11422;3026;7690;614;92;10382;2609;7145;543;85;212;98;100;0;0;828;319;445;57;0
4608;Gemert-Bakel;2014;11512;3096;7697;628;91;10443;2659;7151;550;83;221;102;104;0;0;848;335;442;63;0
4609;Gemert-Bakel;2015;11596;3157;7703;645;91;10503;2715;7138;567;83;223;99;109;0;0;870;343;456;63;0
4610;Gemert-Bakel;2016;11680;3230;7705;655;90;10568;2780;7133;573;82;241;106;119;0;0;871;344;453;66;0
4611;Gemert-Bakel;2017;11736;3274;7702;672;88;10600;2813;7119;587;81;251;110;124;0;0;885;351;459;68;0
4612;Gemert-Bakel;2018;11797;3322;7703;684;88;10652;2865;7108;598;81;254;104;133;0;0;891;353;462;69;0
4613;Gemert-Bakel;2019;11830;3353;7698;693;86;10701;2904;7105;610;82;248;104;129;0;0;881;345;464;68;0
4614;Gemert-Bakel;2020;11905;3428;7684;703;90;10739;2955;7081;620;83;266;118;136;0;0;900;355;467;71;0
4615;Gemert-Bakel;2021;11935;3466;7659;715;95;10768;2997;7052;632;87;268;115;141;0;0;899;354;466;71;0
4616;Gemert-Bakel;2022;11959;3506;7631;727;95;10789;3032;7024;646;87;273;120;142;0;0;897;354;465;70;0
4617;Gemert-Bakel;2023;11966;3552;7593;734;87;10779;3064;6979;654;82;292;130;149;0;0;895;358;465;67;0
4618;Gemert-Bakel;2024;11998;3591;7566;750;91;10794;3093;6946;670;85;303;135;155;0;0;901;363;465;67;0
4619;Gemert-Bakel;2025;11999;3622;7523;768;86;10780;3118;6896;684;82;310;134;163;0;0;909;370;464;71;0
4620;Gennep;2006;6741;1857;4484;344;56;5636;1455;3853;275;53;207;86;112;0;0;898;316;519;60;0
4621;Gennep;2007;6767;1895;4468;347;57;5667;1488;3843;283;53;216;91;116;0;0;884;316;509;55;0
4622;Gennep;2008;6798;1936;4454;351;57;5693;1520;3830;287;56;226;97;121;0;0;879;319;503;56;0
4623;Gennep;2009;6830;1960;4455;358;57;5717;1548;3823;290;56;223;96;120;0;0;890;316;512;61;0
4624;Gennep;2010;6852;1993;4447;356;56;5742;1580;3817;292;53;220;92;121;0;0;890;321;509;57;0
4625;Gennep;2011;6871;2032;4422;366;51;5766;1610;3804;303;0;227;94;126;0;0;878;328;492;56;0
4626;Gennep;2012;6917;2067;4424;374;52;5791;1643;3791;306;51;231;93;130;0;0;895;331;503;60;0
4627;Gennep;2013;6966;2106;4427;380;53;5821;1675;3784;310;52;249;98;140;0;0;896;333;503;59;0
4628;Gennep;2014;6994;2149;4407;384;54;5841;1708;3765;316;52;262;107;145;0;0;891;334;497;58;0
4629;Gennep;2015;7014;2174;4402;386;52;5853;1725;3760;317;51;276;114;152;0;0;885;335;490;59;0
4630;Gennep;2016;7039;2196;4393;398;52;5879;1747;3754;328;50;282;114;157;0;0;878;335;482;59;0
4631;Gennep;2017;7049;2223;4377;397;52;5889;1775;3736;328;50;290;119;161;0;0;870;329;480;59;0
4632;Gennep;2018;7076;2259;4366;399;52;5915;1804;3729;331;51;288;120;159;0;0;873;335;478;59;0
4633;Gennep;2019;7112;2291;4359;407;55;5940;1830;3719;338;53;302;125;167;0;0;870;336;473;59;0
4634;Gennep;2020;7116;2320;4337;411;0;5943;1855;3699;342;0;305;129;168;0;0;868;336;470;61;0
4635;Gennep;2021;7133;2341;4328;414;50;5956;1876;3687;345;0;302;128;166;0;0;875;337;475;61;0
4636;Gennep;2022;7141;2366;4309;418;0;5953;1890;3668;349;0;318;133;175;0;0;870;343;466;59;0
4637;Gennep;2023;7138;2379;4287;421;51;5959;1905;3652;355;0;320;132;178;0;0;859;342;457;56;0
4638;Gennep;2024;7132;2392;4265;427;0;5950;1915;3633;359;0;329;136;184;0;0;853;341;448;59;0
4639;Gennep;2025;7138;2412;4241;436;0;5948;1937;3603;363;0;336;134;190;0;0;854;341;448;61;0
4640;Giessenlanden;2006;5421;1229;3958;199;0;5111;1098;3787;191;0;50;0;0;0;0;260;106;148;0;0
4641;Giessenlanden;2007;5434;1274;3912;214;0;5099;1132;3732;201;0;63;0;0;0;0;272;112;151;0;0
4642;Giessenlanden;2008;5441;1320;3871;211;0;5089;1163;3689;198;0;67;0;0;0;0;285;120;154;0;0
4643;Giessenlanden;2009;5439;1349;3842;212;0;5069;1185;3646;202;0;78;0;0;0;0;292;125;159;0;0
4644;Giessenlanden;2010;5459;1381;3824;215;0;5048;1201;3607;201;0;92;0;0;0;0;319;136;174;0;0
4645;Giessenlanden;2011;5474;1420;3797;220;0;5039;1228;3569;205;0;107;51;51;0;0;328;141;177;0;0
4646;Giessenlanden;2012;5486;1455;3769;226;0;5015;1248;3523;208;0;126;60;59;0;0;345;147;187;0;0
4647;Giessenlanden;2013;5462;1476;3727;224;0;4980;1262;3478;205;0;129;63;59;0;0;353;151;190;0;0
4648;Giessenlanden;2014;5484;1497;3724;229;0;4969;1278;3451;206;0;144;66;71;0;0;371;153;202;0;0
4649;Giessenlanden;2015;5495;1525;3704;233;0;4960;1296;3422;209;0;156;74;75;0;0;379;155;207;0;0
4650;Giessenlanden;2016;5515;1559;3680;241;0;4960;1321;3389;215;0;167;76;81;0;0;388;162;210;0;0
4651;Giessenlanden;2017;5523;1597;3649;241;0;4925;1332;3342;215;0;192;90;92;0;0;406;175;215;0;0
4652;Giessenlanden;2018;5559;1644;3634;244;0;4926;1357;3314;218;0;209;99;100;0;0;424;188;220;0;0
4653;Giessenlanden;2019;5549;1651;3615;247;0;4906;1364;3285;221;0;215;98;105;0;0;428;189;225;0;0
4654;Giessenlanden;2020;5566;1677;3604;249;0;4883;1375;3251;221;0;237;108;115;0;0;446;194;238;0;0
4655;Giessenlanden;2021;5559;1703;3576;249;0;4864;1385;3224;224;0;249;117;120;0;0;446;201;232;0;0
4656;Giessenlanden;2022;5572;1731;3556;254;0;4838;1400;3183;224;0;266;120;131;0;0;468;211;242;0;0
4657;Giessenlanden;2023;5570;1745;3538;257;0;4821;1413;3153;225;0;275;119;140;0;0;474;213;245;0;0
4658;Giessenlanden;2024;5577;1758;3532;258;0;4796;1420;3121;226;0;295;126;152;0;0;486;212;259;0;0
4659;Giessenlanden;2025;5586;1785;3507;265;0;4775;1436;3082;228;0;311;128;164;0;0;500;221;261;0;0
4660;Gilze en Rijen;2006;10020;2443;7024;489;64;8740;2011;6278;388;63;489;169;280;0;0;791;263;466;61;0
4661;Gilze en Rijen;2007;10089;2533;6988;499;69;8736;2053;6230;389;64;530;195;287;0;0;823;285;471;63;0
4662;Gilze en Rijen;2008;10160;2618;6969;505;68;8750;2100;6189;398;63;559;213;297;0;0;851;305;483;58;0
4663;Gilze en Rijen;2009;10212;2686;6929;527;70;8733;2136;6130;403;64;586;223;309;54;0;893;327;490;70;0
4664;Gilze en Rijen;2010;10280;2764;6915;529;72;8739;2181;6087;407;64;631;240;331;58;0;910;343;497;64;0
4665;Gilze en Rijen;2011;10349;2850;6898;531;70;8751;2229;6049;411;62;649;256;336;56;0;949;365;513;64;0
4666;Gilze en Rijen;2012;10412;2917;6887;537;71;8746;2268;6002;414;62;685;272;354;58;0;981;377;531;65;0
4667;Gilze en Rijen;2013;10456;2979;6860;548;69;8733;2305;5949;420;59;716;289;365;60;0;1007;385;546;68;0
4668;Gilze en Rijen;2014;10510;3032;6852;554;72;8720;2335;5901;422;62;739;293;380;65;0;1051;404;571;67;0
4669;Gilze en Rijen;2015;10553;3079;6831;568;75;8731;2377;5863;429;62;738;286;384;65;0;1084;416;584;74;0
4670;Gilze en Rijen;2016;10575;3124;6812;564;75;8726;2417;5821;428;60;755;293;399;60;0;1094;414;592;76;0
4671;Gilze en Rijen;2017;10597;3166;6790;570;71;8723;2455;5778;432;58;774;294;416;62;0;1100;417;596;76;0
4672;Gilze en Rijen;2018;10634;3212;6778;572;72;8731;2490;5744;438;59;798;309;428;60;0;1105;413;606;74;0
4673;Gilze en Rijen;2019;10644;3257;6741;576;70;8704;2518;5690;435;61;798;309;429;60;0;1142;430;622;81;0
4674;Gilze en Rijen;2020;10683;3319;6710;585;69;8691;2559;5638;436;58;833;327;446;60;0;1159;433;626;89;0
4675;Gilze en Rijen;2021;10700;3352;6686;595;67;8674;2581;5593;441;59;862;342;458;62;0;1164;429;635;92;0
4676;Gilze en Rijen;2022;10713;3401;6647;597;68;8641;2603;5533;446;59;891;359;469;62;0;1181;439;645;89;0
4677;Gilze en Rijen;2023;10743;3468;6600;607;68;8625;2636;5479;452;58;928;382;482;62;0;1190;450;639;93;0
4678;Gilze en Rijen;2024;10800;3532;6581;619;68;8584;2644;5419;461;60;1009;422;518;67;0;1207;466;644;91;0
4679;Gilze en Rijen;2025;10839;3584;6559;624;72;8561;2670;5367;463;61;1044;440;536;63;0;1234;474;656;98;0
4680;Goedereede;2006;4386;1023;3164;168;0;4203;941;3063;168;0;0;0;0;0;0;147;66;81;0;0
4681;Goedereede;2007;4396;1050;3147;170;0;4187;951;3037;170;0;0;0;0;0;0;163;74;89;0;0
4682;Goedereede;2008;4422;1078;3141;176;0;4167;964;3000;176;0;62;0;0;0;0;193;83;110;0;0
4683;Goedereede;2009;4449;1111;3128;181;0;4156;975;2972;180;0;86;0;0;0;0;207;92;115;0;0
4684;Goedereede;2010;4467;1143;3108;188;0;4149;994;2941;186;0;96;51;0;0;0;222;98;123;0;0
4685;Goedereede;2011;4499;1171;3108;193;0;4134;1001;2919;187;0;114;61;50;0;0;251;109;139;0;0
4686;Goedereede;2012;4501;1184;3088;202;0;4120;1010;2890;193;0;113;58;51;0;0;268;116;147;0;0
4687;Goedereede;2013;4514;1214;3070;201;0;4104;1023;2859;193;0;129;69;56;0;0;281;122;155;0;0
4688;Goedereede;2014;4538;1239;3063;207;0;4109;1040;2842;198;0;136;72;61;0;0;293;127;160;0;0
4689;Goedereede;2015;4548;1263;3044;208;0;4084;1047;2806;198;0;149;79;66;0;0;315;137;172;0;0
4690;Goedereede;2016;4574;1292;3032;219;0;4075;1062;2778;204;0;161;81;73;0;0;338;149;181;0;0
4691;Goedereede;2017;4593;1323;3019;222;0;4050;1074;2742;205;0;180;87;84;0;0;363;162;193;0;0
4692;Goedereede;2018;4589;1332;3002;224;0;4035;1073;2722;209;0;182;90;86;0;0;372;169;194;0;0
4693;Goedereede;2019;4588;1354;2976;228;0;3996;1080;2675;211;0;201;96;98;0;0;391;178;203;0;0
4694;Goedereede;2020;4593;1367;2966;232;0;3980;1087;2651;214;0;215;103;104;0;0;398;177;211;0;0
4695;Goedereede;2021;4604;1382;2955;239;0;3973;1099;2629;217;0;227;105;113;0;0;404;178;213;0;0
4696;Goedereede;2022;4624;1400;2943;251;0;3956;1098;2604;224;0;246;114;121;0;0;422;188;218;0;0
4697;Goedereede;2023;4633;1430;2928;248;0;3932;1111;2572;222;0;261;124;126;0;0;440;195;230;0;0
4698;Goedereede;2024;4636;1445;2912;253;0;3923;1125;2545;227;0;264;124;130;0;0;449;196;237;0;0
4699;Goedereede;2025;4655;1468;2900;256;0;3912;1129;2523;229;0;277;132;135;0;0;466;207;242;0;0
4700;Goes;2006;15818;5433;9418;865;102;13883;4696;8416;682;89;758;303;349;98;0;1177;434;653;85;0
4701;Goes;2007;15884;5514;9393;869;108;13912;4757;8377;688;90;760;309;348;93;0;1212;448;668;88;0
4702;Goes;2008;15976;5591;9390;887;108;13970;4824;8353;701;92;778;305;366;96;0;1228;462;671;90;0
4703;Goes;2009;16068;5682;9376;902;108;14057;4906;8345;713;93;785;313;367;95;0;1226;463;664;94;0
4704;Goes;2010;16167;5760;9389;910;108;14122;4969;8335;723;95;792;316;377;92;0;1253;475;677;95;0
4705;Goes;2011;16257;5829;9398;916;114;14177;5029;8322;730;96;820;326;388;94;0;1260;474;688;92;0
4706;Goes;2012;16351;5894;9407;941;109;14240;5082;8319;744;95;834;331;398;97;0;1277;481;690;100;0
4707;Goes;2013;16452;5980;9421;946;105;14292;5141;8310;751;90;858;350;404;96;0;1302;489;707;99;0
4708;Goes;2014;16556;6043;9441;965;107;14370;5200;8308;768;94;876;350;423;96;0;1310;493;710;101;0
4709;Goes;2015;16630;6116;9440;962;112;14437;5256;8315;771;95;889;359;426;93;0;1304;501;699;98;0
4710;Goes;2016;16705;6172;9448;974;111;14488;5306;8306;782;94;913;374;435;95;0;1304;492;707;97;0
4711;Goes;2017;16780;6232;9458;982;108;14558;5360;8314;790;94;913;380;435;91;0;1309;492;709;101;0
4712;Goes;2018;16865;6298;9467;995;105;14617;5421;8306;798;92;935;387;447;94;0;1313;490;714;103;0
4713;Goes;2019;16959;6353;9480;1018;108;14678;5463;8304;818;93;949;388;462;91;0;1332;502;714;109;0
4714;Goes;2020;17044;6421;9490;1027;106;14712;5501;8288;830;93;1003;413;486;96;0;1329;507;716;101;0
4715;Goes;2021;17143;6477;9518;1041;107;14780;5551;8295;841;93;1023;420;501;94;0;1340;506;722;106;0
4716;Goes;2022;17237;6549;9526;1057;105;14796;5584;8272;848;92;1076;446;523;102;0;1365;519;731;107;0
4717;Goes;2023;17283;6589;9518;1071;105;14813;5615;8247;857;94;1109;456;541;106;0;1361;518;730;108;0
4718;Goes;2024;17344;6639;9532;1068;105;14838;5650;8233;862;93;1126;460;560;100;0;1380;529;739;106;0
4719;Goes;2025;17399;6682;9533;1082;102;14863;5684;8211;877;91;1140;461;576;98;0;1396;537;746;107;0
4720;Goirle;2006;8872;2200;6172;444;56;7920;1846;5635;385;54;220;94;114;0;0;732;260;423;0;0
4721;Goirle;2007;8926;2279;6144;448;55;7929;1900;5591;384;54;245;108;123;0;0;752;271;430;50;0
4722;Goirle;2008;8992;2334;6145;460;53;7949;1942;5568;386;53;281;124;136;0;0;762;268;441;53;0
4723;Goirle;2009;9075;2413;6138;468;56;7975;1998;5531;391;55;322;139;160;0;0;778;276;447;54;0
4724;Goirle;2010;9139;2474;6137;471;57;8001;2039;5513;393;56;340;147;170;0;0;798;288;454;55;0
4725;Goirle;2011;9211;2537;6140;478;56;8029;2087;5494;392;56;374;162;183;0;0;808;288;463;57;0
4726;Goirle;2012;9274;2591;6143;481;59;8071;2132;5484;397;58;398;173;196;0;0;805;286;463;55;0
4727;Goirle;2013;9323;2659;6120;487;57;8077;2173;5449;400;55;437;192;211;0;0;809;294;460;53;0
4728;Goirle;2014;9390;2716;6126;491;57;8079;2204;5419;400;56;479;208;233;0;0;832;304;474;53;0
4729;Goirle;2015;9415;2753;6106;497;59;8077;2236;5381;403;57;491;210;243;0;0;847;307;482;56;0
4730;Goirle;2016;9454;2815;6088;495;56;8070;2269;5344;402;55;519;222;259;0;0;865;324;485;55;0
4731;Goirle;2017;9488;2858;6065;509;56;8051;2291;5304;402;54;551;241;265;0;0;886;326;496;62;0
4732;Goirle;2018;9528;2911;6052;510;55;8050;2322;5270;405;53;590;264;284;0;0;888;325;498;63;0
4733;Goirle;2019;9535;2949;6011;522;53;8025;2342;5225;407;51;620;276;294;50;0;890;331;492;65;0
4734;Goirle;2020;9546;2969;5997;529;51;8005;2359;5184;413;0;649;285;311;53;0;892;325;502;63;0
4735;Goirle;2021;9566;3020;5958;538;50;7977;2378;5131;420;0;678;301;325;52;0;911;341;502;66;0
