ID;BedrijfstakkenBranchesSBI2008;Perioden;IndexcijfersOmzet_1;OmzetontwikkelingTOVEenJaarEerder_2
756;4642 Groothandel in kleding en schoenen;2013 2e kwartaal;73.6;0.0
757;4642 Groothandel in kleding en schoenen;2013 3e kwartaal;122.7;-2.3
758;4642 Groothandel in kleding en schoenen;2013 4e kwartaal;83.8;2.8
759;4642 Groothandel in kleding en schoenen;2013;97.8;-1.7
760;4642 Groothandel in kleding en schoenen;2014 1e kwartaal;114.3;2.8
761;4642 Groothandel in kleding en schoenen;2014 2e kwartaal;76.7;4.3
762;4642 Groothandel in kleding en schoenen;2014 3e kwartaal;124.3;1.3
763;4642 Groothandel in kleding en schoenen;2014 4e kwartaal;86.7;3.4
764;4642 Groothandel in kleding en schoenen;2014;100.5;2.7
765;4642 Groothandel in kleding en schoenen;2015 1e kwartaal;109.0;-4.6
766;4642 Groothandel in kleding en schoenen;2015 2e kwartaal;80.3;4.8
767;4642 Groothandel in kleding en schoenen;2015 3e kwartaal;113.4;-8.7
768;4642 Groothandel in kleding en schoenen;2015 4e kwartaal;91.6;5.7
769;4642 Groothandel in kleding en schoenen;2015;98.6;-1.9
770;4642 Groothandel in kleding en schoenen;2016 1e kwartaal;112.2;3.0
771;4642 Groothandel in kleding en schoenen;2016 2e kwartaal;83.8;4.3
772;4642 Groothandel in kleding en schoenen;2016 3e kwartaal;122.6;8.1
773;4642 Groothandel in kleding en schoenen;2016 4e kwartaal;94.1;2.7
774;4642 Groothandel in kleding en schoenen;2016;103.2;4.7
775;4642 Groothandel in kleding en schoenen;2017 1e kwartaal;111.8;-0.4
776;4642 Groothandel in kleding en schoenen;2017 2e kwartaal;;
777;4642 Groothandel in kleding en schoenen;2017 3e kwartaal;;
778;4642 Groothandel in kleding en schoenen;2017 4e kwartaal;;
779;4642 Groothandel in kleding en schoenen;2017;;
780;4643 Groothandel consumentenapparatuur;2005 1e kwartaal;;
781;4643 Groothandel consumentenapparatuur;2005 2e kwartaal;;
782;4643 Groothandel consumentenapparatuur;2005 3e kwartaal;;
783;4643 Groothandel consumentenapparatuur;2005 4e kwartaal;;
784;4643 Groothandel consumentenapparatuur;2005;;
785;4643 Groothandel consumentenapparatuur;2006 1e kwartaal;;
786;4643 Groothandel consumentenapparatuur;2006 2e kwartaal;;
787;4643 Groothandel consumentenapparatuur;2006 3e kwartaal;;
788;4643 Groothandel consumentenapparatuur;2006 4e kwartaal;;
789;4643 Groothandel consumentenapparatuur;2006;;
790;4643 Groothandel consumentenapparatuur;2007 1e kwartaal;96.0;
791;4643 Groothandel consumentenapparatuur;2007 2e kwartaal;91.5;
792;4643 Groothandel consumentenapparatuur;2007 3e kwartaal;103.1;
793;4643 Groothandel consumentenapparatuur;2007 4e kwartaal;144.0;
794;4643 Groothandel consumentenapparatuur;2007;108.6;
795;4643 Groothandel consumentenapparatuur;2008 1e kwartaal;102.8;7.1
796;4643 Groothandel consumentenapparatuur;2008 2e kwartaal;97.9;6.9
797;4643 Groothandel consumentenapparatuur;2008 3e kwartaal;98.6;-4.3
798;4643 Groothandel consumentenapparatuur;2008 4e kwartaal;118.6;-17.7
799;4643 Groothandel consumentenapparatuur;2008;104.5;-3.8
800;4643 Groothandel consumentenapparatuur;2009 1e kwartaal;84.0;-18.3
801;4643 Groothandel consumentenapparatuur;2009 2e kwartaal;77.7;-20.6
802;4643 Groothandel consumentenapparatuur;2009 3e kwartaal;89.7;-9.0
803;4643 Groothandel consumentenapparatuur;2009 4e kwartaal;115.2;-2.8
804;4643 Groothandel consumentenapparatuur;2009;91.7;-12.3
805;4643 Groothandel consumentenapparatuur;2010 1e kwartaal;89.5;6.6
806;4643 Groothandel consumentenapparatuur;2010 2e kwartaal;89.0;14.6
807;4643 Groothandel consumentenapparatuur;2010 3e kwartaal;96.6;7.6
808;4643 Groothandel consumentenapparatuur;2010 4e kwartaal;124.9;8.4
809;4643 Groothandel consumentenapparatuur;2010;100.0;9.1
810;4643 Groothandel consumentenapparatuur;2011 1e kwartaal;101.9;13.8
811;4643 Groothandel consumentenapparatuur;2011 2e kwartaal;97.6;9.5
812;4643 Groothandel consumentenapparatuur;2011 3e kwartaal;98.3;1.8
813;4643 Groothandel consumentenapparatuur;2011 4e kwartaal;113.5;-9.1
814;4643 Groothandel consumentenapparatuur;2011;102.8;2.8
815;4643 Groothandel consumentenapparatuur;2012 1e kwartaal;92.6;-9.1
816;4643 Groothandel consumentenapparatuur;2012 2e kwartaal;88.2;-9.6
817;4643 Groothandel consumentenapparatuur;2012 3e kwartaal;93.3;-5.1
818;4643 Groothandel consumentenapparatuur;2012 4e kwartaal;105.9;-6.7
819;4643 Groothandel consumentenapparatuur;2012;95.0;-7.6
820;4643 Groothandel consumentenapparatuur;2013 1e kwartaal;84.3;-8.9
821;4643 Groothandel consumentenapparatuur;2013 2e kwartaal;90.1;2.2
822;4643 Groothandel consumentenapparatuur;2013 3e kwartaal;86.6;-7.1
823;4643 Groothandel consumentenapparatuur;2013 4e kwartaal;97.1;-8.3
824;4643 Groothandel consumentenapparatuur;2013;89.5;-5.7
825;4643 Groothandel consumentenapparatuur;2014 1e kwartaal;76.6;-9.2
826;4643 Groothandel consumentenapparatuur;2014 2e kwartaal;80.5;-10.7
827;4643 Groothandel consumentenapparatuur;2014 3e kwartaal;79.5;-8.2
828;4643 Groothandel consumentenapparatuur;2014 4e kwartaal;95.8;-1.4
829;4643 Groothandel consumentenapparatuur;2014;83.1;-7.2
830;4643 Groothandel consumentenapparatuur;2015 1e kwartaal;83.8;9.4
831;4643 Groothandel consumentenapparatuur;2015 2e kwartaal;86.2;7.1
832;4643 Groothandel consumentenapparatuur;2015 3e kwartaal;91.4;14.9
833;4643 Groothandel consumentenapparatuur;2015 4e kwartaal;102.5;7.0
834;4643 Groothandel consumentenapparatuur;2015;91.0;9.5
835;4643 Groothandel consumentenapparatuur;2016 1e kwartaal;84.6;1.0
836;4643 Groothandel consumentenapparatuur;2016 2e kwartaal;83.9;-2.7
837;4643 Groothandel consumentenapparatuur;2016 3e kwartaal;88.6;-3.1
838;4643 Groothandel consumentenapparatuur;2016 4e kwartaal;117.1;14.3
839;4643 Groothandel consumentenapparatuur;2016;93.6;2.9
840;4643 Groothandel consumentenapparatuur;2017 1e kwartaal;89.1;5.3
841;4643 Groothandel consumentenapparatuur;2017 2e kwartaal;91.5;9.0
842;4643 Groothandel consumentenapparatuur;2017 3e kwartaal;96.7;9.1
843;4643 Groothandel consumentenapparatuur;2017 4e kwartaal;117.7;0.5
844;4643 Groothandel consumentenapparatuur;2017;98.7;5.5
845;4646 Groothandel in medische artikelen;2005 1e kwartaal;;
846;4646 Groothandel in medische artikelen;2005 2e kwartaal;;
847;4646 Groothandel in medische artikelen;2005 3e kwartaal;;
848;4646 Groothandel in medische artikelen;2005 4e kwartaal;;
849;4646 Groothandel in medische artikelen;2005;;
850;4646 Groothandel in medische artikelen;2006 1e kwartaal;;
851;4646 Groothandel in medische artikelen;2006 2e kwartaal;;
852;4646 Groothandel in medische artikelen;2006 3e kwartaal;;
853;4646 Groothandel in medische artikelen;2006 4e kwartaal;;
854;4646 Groothandel in medische artikelen;2006;;
855;4646 Groothandel in medische artikelen;2007 1e kwartaal;;
856;4646 Groothandel in medische artikelen;2007 2e kwartaal;;
857;4646 Groothandel in medische artikelen;2007 3e kwartaal;;
858;4646 Groothandel in medische artikelen;2007 4e kwartaal;;
859;4646 Groothandel in medische artikelen;2007;;
860;4646 Groothandel in medische artikelen;2008 1e kwartaal;;
861;4646 Groothandel in medische artikelen;2008 2e kwartaal;;
862;4646 Groothandel in medische artikelen;2008 3e kwartaal;;
863;4646 Groothandel in medische artikelen;2008 4e kwartaal;;
864;4646 Groothandel in medische artikelen;2008;;
865;4646 Groothandel in medische artikelen;2009 1e kwartaal;;
866;4646 Groothandel in medische artikelen;2009 2e kwartaal;;
867;4646 Groothandel in medische artikelen;2009 3e kwartaal;;
868;4646 Groothandel in medische artikelen;2009 4e kwartaal;;
869;4646 Groothandel in medische artikelen;2009;;
870;4646 Groothandel in medische artikelen;2010 1e kwartaal;87.2;
871;4646 Groothandel in medische artikelen;2010 2e kwartaal;96.2;
872;4646 Groothandel in medische artikelen;2010 3e kwartaal;102.4;
873;4646 Groothandel in medische artikelen;2010 4e kwartaal;114.2;
874;4646 Groothandel in medische artikelen;2010;100.0;
875;4646 Groothandel in medische artikelen;2011 1e kwartaal;99.6;14.2
876;4646 Groothandel in medische artikelen;2011 2e kwartaal;102.7;6.8
877;4646 Groothandel in medische artikelen;2011 3e kwartaal;100.0;-2.3
878;4646 Groothandel in medische artikelen;2011 4e kwartaal;100.4;-12.1
879;4646 Groothandel in medische artikelen;2011;100.7;0.7
880;4646 Groothandel in medische artikelen;2012 1e kwartaal;94.2;-5.4
881;4646 Groothandel in medische artikelen;2012 2e kwartaal;96.7;-5.9
882;4646 Groothandel in medische artikelen;2012 3e kwartaal;96.2;-3.8
883;4646 Groothandel in medische artikelen;2012 4e kwartaal;103.1;2.7
884;4646 Groothandel in medische artikelen;2012;97.6;-3.1
885;4646 Groothandel in medische artikelen;2013 1e kwartaal;98.9;5.0
886;4646 Groothandel in medische artikelen;2013 2e kwartaal;105.6;9.3
887;4646 Groothandel in medische artikelen;2013 3e kwartaal;102.4;6.3
888;4646 Groothandel in medische artikelen;2013 4e kwartaal;106.1;2.9
889;4646 Groothandel in medische artikelen;2013;103.3;5.8
890;4646 Groothandel in medische artikelen;2014 1e kwartaal;105.4;6.5
891;4646 Groothandel in medische artikelen;2014 2e kwartaal;112.8;6.8
892;4646 Groothandel in medische artikelen;2014 3e kwartaal;109.3;6.7
893;4646 Groothandel in medische artikelen;2014 4e kwartaal;113.2;6.7
894;4646 Groothandel in medische artikelen;2014;110.2;6.7
895;4646 Groothandel in medische artikelen;2015 1e kwartaal;118.9;12.8
896;4646 Groothandel in medische artikelen;2015 2e kwartaal;122.5;8.7
897;4646 Groothandel in medische artikelen;2015 3e kwartaal;122.3;11.9
898;4646 Groothandel in medische artikelen;2015 4e kwartaal;120.6;6.5
899;4646 Groothandel in medische artikelen;2015;121.1;9.9
900;4646 Groothandel in medische artikelen;2016 1e kwartaal;123.8;4.1
901;4646 Groothandel in medische artikelen;2016 2e kwartaal;130.4;6.4
902;4646 Groothandel in medische artikelen;2016 3e kwartaal;127.7;4.4
903;4646 Groothandel in medische artikelen;2016 4e kwartaal;141.5;17.3
904;4646 Groothandel in medische artikelen;2016;130.8;8.0
905;4646 Groothandel in medische artikelen;2017 1e kwartaal;138.4;11.8
906;4646 Groothandel in medische artikelen;2017 2e kwartaal;138.7;6.4
907;4646 Groothandel in medische artikelen;2017 3e kwartaal;134.0;5.0
908;4646 Groothandel in medische artikelen;2017 4e kwartaal;153.0;8.2
909;4646 Groothandel in medische artikelen;2017;141.0;7.8
910;465 Groothandel in ICT-apparatuur;2005 1e kwartaal;98.4;
911;465 Groothandel in ICT-apparatuur;2005 2e kwartaal;99.5;
912;465 Groothandel in ICT-apparatuur;2005 3e kwartaal;87.4;
913;465 Groothandel in ICT-apparatuur;2005 4e kwartaal;99.8;
914;465 Groothandel in ICT-apparatuur;2005;96.3;
915;465 Groothandel in ICT-apparatuur;2006 1e kwartaal;95.2;-3.3
916;465 Groothandel in ICT-apparatuur;2006 2e kwartaal;95.8;-3.7
917;465 Groothandel in ICT-apparatuur;2006 3e kwartaal;86.7;-0.8
918;465 Groothandel in ICT-apparatuur;2006 4e kwartaal;102.1;2.3
919;465 Groothandel in ICT-apparatuur;2006;94.9;-1.4
920;465 Groothandel in ICT-apparatuur;2007 1e kwartaal;99.5;4.6
921;465 Groothandel in ICT-apparatuur;2007 2e kwartaal;104.4;9.0
922;465 Groothandel in ICT-apparatuur;2007 3e kwartaal;92.0;6.1
923;465 Groothandel in ICT-apparatuur;2007 4e kwartaal;102.8;0.6
924;465 Groothandel in ICT-apparatuur;2007;99.7;5.0
925;465 Groothandel in ICT-apparatuur;2008 1e kwartaal;102.8;3.3
926;465 Groothandel in ICT-apparatuur;2008 2e kwartaal;108.4;3.8
927;465 Groothandel in ICT-apparatuur;2008 3e kwartaal;92.9;1.0
928;465 Groothandel in ICT-apparatuur;2008 4e kwartaal;100.5;-2.2
929;465 Groothandel in ICT-apparatuur;2008;101.1;1.5
930;465 Groothandel in ICT-apparatuur;2009 1e kwartaal;91.5;-11.0
931;465 Groothandel in ICT-apparatuur;2009 2e kwartaal;93.5;-13.7
932;465 Groothandel in ICT-apparatuur;2009 3e kwartaal;80.0;-13.9
933;465 Groothandel in ICT-apparatuur;2009 4e kwartaal;88.7;-11.8
934;465 Groothandel in ICT-apparatuur;2009;88.4;-12.6
935;465 Groothandel in ICT-apparatuur;2010 1e kwartaal;97.9;7.0
936;465 Groothandel in ICT-apparatuur;2010 2e kwartaal;106.4;13.7
937;465 Groothandel in ICT-apparatuur;2010 3e kwartaal;94.1;17.7
938;465 Groothandel in ICT-apparatuur;2010 4e kwartaal;101.6;14.6
939;465 Groothandel in ICT-apparatuur;2010;100.0;13.1
940;465 Groothandel in ICT-apparatuur;2011 1e kwartaal;102.4;4.6
941;465 Groothandel in ICT-apparatuur;2011 2e kwartaal;96.0;-9.8
942;465 Groothandel in ICT-apparatuur;2011 3e kwartaal;98.9;5.0
943;465 Groothandel in ICT-apparatuur;2011 4e kwartaal;110.0;8.3
944;465 Groothandel in ICT-apparatuur;2011;101.8;1.8
945;465 Groothandel in ICT-apparatuur;2012 1e kwartaal;100.8;-1.6
946;465 Groothandel in ICT-apparatuur;2012 2e kwartaal;99.9;4.1
947;465 Groothandel in ICT-apparatuur;2012 3e kwartaal;102.5;3.7
948;465 Groothandel in ICT-apparatuur;2012 4e kwartaal;114.9;4.5
949;465 Groothandel in ICT-apparatuur;2012;104.5;2.7
950;465 Groothandel in ICT-apparatuur;2013 1e kwartaal;104.6;3.8
951;465 Groothandel in ICT-apparatuur;2013 2e kwartaal;95.2;-4.7
952;465 Groothandel in ICT-apparatuur;2013 3e kwartaal;93.3;-9.0
953;465 Groothandel in ICT-apparatuur;2013 4e kwartaal;98.2;-14.6
954;465 Groothandel in ICT-apparatuur;2013;97.8;-6.4
955;465 Groothandel in ICT-apparatuur;2014 1e kwartaal;93.4;-10.7
956;465 Groothandel in ICT-apparatuur;2014 2e kwartaal;90.8;-4.7
957;465 Groothandel in ICT-apparatuur;2014 3e kwartaal;91.5;-1.9
958;465 Groothandel in ICT-apparatuur;2014 4e kwartaal;103.3;5.3
959;465 Groothandel in ICT-apparatuur;2014;94.8;-3.1
960;465 Groothandel in ICT-apparatuur;2015 1e kwartaal;98.3;5.3
961;465 Groothandel in ICT-apparatuur;2015 2e kwartaal;99.9;10.0
962;465 Groothandel in ICT-apparatuur;2015 3e kwartaal;97.3;6.4
963;465 Groothandel in ICT-apparatuur;2015 4e kwartaal;110.6;7.0
964;465 Groothandel in ICT-apparatuur;2015;101.5;7.1
965;465 Groothandel in ICT-apparatuur;2016 1e kwartaal;100.8;2.6
966;465 Groothandel in ICT-apparatuur;2016 2e kwartaal;95.1;-4.8
967;465 Groothandel in ICT-apparatuur;2016 3e kwartaal;95.6;-1.8
968;465 Groothandel in ICT-apparatuur;2016 4e kwartaal;108.7;-1.7
969;465 Groothandel in ICT-apparatuur;2016;100.1;-1.4
970;465 Groothandel in ICT-apparatuur;2017 1e kwartaal;105.8;4.9
971;465 Groothandel in ICT-apparatuur;2017 2e kwartaal;102.5;7.7
972;465 Groothandel in ICT-apparatuur;2017 3e kwartaal;97.8;2.3
973;465 Groothandel in ICT-apparatuur;2017 4e kwartaal;111.3;2.4
974;465 Groothandel in ICT-apparatuur;2017;104.3;4.3
975;4652 Groothandel in overige elektronica;2005 1e kwartaal;;
976;4652 Groothandel in overige elektronica;2005 2e kwartaal;;
977;4652 Groothandel in overige elektronica;2005 3e kwartaal;;
978;4652 Groothandel in overige elektronica;2005 4e kwartaal;;
979;4652 Groothandel in overige elektronica;2005;;
980;4652 Groothandel in overige elektronica;2006 1e kwartaal;;
981;4652 Groothandel in overige elektronica;2006 2e kwartaal;;
982;4652 Groothandel in overige elektronica;2006 3e kwartaal;;
983;4652 Groothandel in overige elektronica;2006 4e kwartaal;;
984;4652 Groothandel in overige elektronica;2006;;
985;4652 Groothandel in overige elektronica;2007 1e kwartaal;97.4;
986;4652 Groothandel in overige elektronica;2007 2e kwartaal;120.1;
987;4652 Groothandel in overige elektronica;2007 3e kwartaal;103.5;
988;4652 Groothandel in overige elektronica;2007 4e kwartaal;113.7;
989;4652 Groothandel in overige elektronica;2007;108.6;
990;4652 Groothandel in overige elektronica;2008 1e kwartaal;103.2;5.9
991;4652 Groothandel in overige elektronica;2008 2e kwartaal;125.0;4.1
992;4652 Groothandel in overige elektronica;2008 3e kwartaal;103.5;0.0
993;4652 Groothandel in overige elektronica;2008 4e kwartaal;109.3;-3.8
994;4652 Groothandel in overige elektronica;2008;110.3;1.5
995;4652 Groothandel in overige elektronica;2009 1e kwartaal;91.7;-11.2
996;4652 Groothandel in overige elektronica;2009 2e kwartaal;101.1;-19.1
997;4652 Groothandel in overige elektronica;2009 3e kwartaal;88.5;-14.5
998;4652 Groothandel in overige elektronica;2009 4e kwartaal;98.6;-9.8
999;4652 Groothandel in overige elektronica;2009;95.0;-13.9
1000;4652 Groothandel in overige elektronica;2010 1e kwartaal;91.1;-0.7
1001;4652 Groothandel in overige elektronica;2010 2e kwartaal;105.4;4.2
1002;4652 Groothandel in overige elektronica;2010 3e kwartaal;96.5;9.1
1003;4652 Groothandel in overige elektronica;2010 4e kwartaal;107.0;8.5
1004;4652 Groothandel in overige elektronica;2010;100.0;5.3
1005;4652 Groothandel in overige elektronica;2011 1e kwartaal;99.5;9.3
1006;4652 Groothandel in overige elektronica;2011 2e kwartaal;101.3;-3.9
1007;4652 Groothandel in overige elektronica;2011 3e kwartaal;98.1;1.6
1008;4652 Groothandel in overige elektronica;2011 4e kwartaal;106.3;-0.7
1009;4652 Groothandel in overige elektronica;2011;101.3;1.3
1010;4652 Groothandel in overige elektronica;2012 1e kwartaal;99.4;-0.1
1011;4652 Groothandel in overige elektronica;2012 2e kwartaal;96.8;-4.4
1012;4652 Groothandel in overige elektronica;2012 3e kwartaal;92.5;-5.7
1013;4652 Groothandel in overige elektronica;2012 4e kwartaal;103.5;-2.6
1014;4652 Groothandel in overige elektronica;2012;98.1;-3.2
1015;4652 Groothandel in overige elektronica;2013 1e kwartaal;97.7;-1.7
1016;4652 Groothandel in overige elektronica;2013 2e kwartaal;93.5;-3.4
1017;4652 Groothandel in overige elektronica;2013 3e kwartaal;92.1;-0.5
1018;4652 Groothandel in overige elektronica;2013 4e kwartaal;99.3;-4.1
1019;4652 Groothandel in overige elektronica;2013;95.6;-2.5
1020;4652 Groothandel in overige elektronica;2014 1e kwartaal;99.9;2.3
1021;4652 Groothandel in overige elektronica;2014 2e kwartaal;95.0;1.7
1022;4652 Groothandel in overige elektronica;2014 3e kwartaal;92.0;-0.1
1023;4652 Groothandel in overige elektronica;2014 4e kwartaal;105.7;6.5
1024;4652 Groothandel in overige elektronica;2014;98.1;2.6
1025;4652 Groothandel in overige elektronica;2015 1e kwartaal;101.8;1.9
1026;4652 Groothandel in overige elektronica;2015 2e kwartaal;99.0;4.1
1027;4652 Groothandel in overige elektronica;2015 3e kwartaal;96.6;5.0
1028;4652 Groothandel in overige elektronica;2015 4e kwartaal;106.9;1.2
1029;4652 Groothandel in overige elektronica;2015;101.1;3.0
1030;4652 Groothandel in overige elektronica;2016 1e kwartaal;107.0;5.1
1031;4652 Groothandel in overige elektronica;2016 2e kwartaal;104.7;5.8
1032;4652 Groothandel in overige elektronica;2016 3e kwartaal;101.3;4.9
1033;4652 Groothandel in overige elektronica;2016 4e kwartaal;113.1;5.8
1034;4652 Groothandel in overige elektronica;2016;106.5;5.4
1035;4652 Groothandel in overige elektronica;2017 1e kwartaal;115.3;7.7
1036;4652 Groothandel in overige elektronica;2017 2e kwartaal;110.9;6.0
1037;4652 Groothandel in overige elektronica;2017 3e kwartaal;106.4;5.0
1038;4652 Groothandel in overige elektronica;2017 4e kwartaal;124.3;9.9
1039;4652 Groothandel in overige elektronica;2017;114.2;7.2
1040;466 Groothandel in industriemachines;2005 1e kwartaal;84.5;
1041;466 Groothandel in industriemachines;2005 2e kwartaal;87.7;
1042;466 Groothandel in industriemachines;2005 3e kwartaal;87.1;
1043;466 Groothandel in industriemachines;2005 4e kwartaal;104.7;
1044;466 Groothandel in industriemachines;2005;91.0;
1045;466 Groothandel in industriemachines;2006 1e kwartaal;92.9;9.9
1046;466 Groothandel in industriemachines;2006 2e kwartaal;93.6;6.8
1047;466 Groothandel in industriemachines;2006 3e kwartaal;94.1;8.0
1048;466 Groothandel in industriemachines;2006 4e kwartaal;118.2;12.8
1049;466 Groothandel in industriemachines;2006;99.7;9.5
1050;466 Groothandel in industriemachines;2007 1e kwartaal;102.7;10.5
1051;466 Groothandel in industriemachines;2007 2e kwartaal;103.4;10.5
1052;466 Groothandel in industriemachines;2007 3e kwartaal;102.3;8.7
1053;466 Groothandel in industriemachines;2007 4e kwartaal;124.0;4.9
1054;466 Groothandel in industriemachines;2007;108.1;8.4
1055;466 Groothandel in industriemachines;2008 1e kwartaal;111.6;8.7
1056;466 Groothandel in industriemachines;2008 2e kwartaal;111.8;8.1
1057;466 Groothandel in industriemachines;2008 3e kwartaal;106.8;4.4
1058;466 Groothandel in industriemachines;2008 4e kwartaal;121.4;-2.1
1059;466 Groothandel in industriemachines;2008;112.9;4.5
1060;466 Groothandel in industriemachines;2009 1e kwartaal;96.8;-13.3
1061;466 Groothandel in industriemachines;2009 2e kwartaal;94.0;-15.9
1062;466 Groothandel in industriemachines;2009 3e kwartaal;89.2;-16.6
1063;466 Groothandel in industriemachines;2009 4e kwartaal;105.2;-13.3
1064;466 Groothandel in industriemachines;2009;96.3;-14.7
1065;466 Groothandel in industriemachines;2010 1e kwartaal;91.0;-6.0
1066;466 Groothandel in industriemachines;2010 2e kwartaal;94.1;0.1
1067;466 Groothandel in industriemachines;2010 3e kwartaal;96.1;7.8
1068;466 Groothandel in industriemachines;2010 4e kwartaal;118.9;13.0
1069;466 Groothandel in industriemachines;2010;100.0;3.9
1070;466 Groothandel in industriemachines;2011 1e kwartaal;107.2;17.8
1071;466 Groothandel in industriemachines;2011 2e kwartaal;106.4;13.1
1072;466 Groothandel in industriemachines;2011 3e kwartaal;108.0;12.5
1073;466 Groothandel in industriemachines;2011 4e kwartaal;115.0;-3.3
1074;466 Groothandel in industriemachines;2011;109.2;9.2
1075;466 Groothandel in industriemachines;2012 1e kwartaal;108.2;1.0
1076;466 Groothandel in industriemachines;2012 2e kwartaal;108.3;1.8
1077;466 Groothandel in industriemachines;2012 3e kwartaal;102.4;-5.2
1078;466 Groothandel in industriemachines;2012 4e kwartaal;111.8;-2.7
1079;466 Groothandel in industriemachines;2012;107.7;-1.4
1080;466 Groothandel in industriemachines;2013 1e kwartaal;101.1;-6.6
1081;466 Groothandel in industriemachines;2013 2e kwartaal;105.9;-2.2
1082;466 Groothandel in industriemachines;2013 3e kwartaal;100.9;-1.4
1083;466 Groothandel in industriemachines;2013 4e kwartaal;110.6;-1.1
1084;466 Groothandel in industriemachines;2013;104.6;-2.8
1085;466 Groothandel in industriemachines;2014 1e kwartaal;100.8;-0.3
1086;466 Groothandel in industriemachines;2014 2e kwartaal;104.6;-1.3
1087;466 Groothandel in industriemachines;2014 3e kwartaal;103.6;2.7
1088;466 Groothandel in industriemachines;2014 4e kwartaal;116.2;5.1
1089;466 Groothandel in industriemachines;2014;106.3;1.6
1090;466 Groothandel in industriemachines;2015 1e kwartaal;107.4;6.6
1091;466 Groothandel in industriemachines;2015 2e kwartaal;111.3;6.4
1092;466 Groothandel in industriemachines;2015 3e kwartaal;104.3;0.7
1093;466 Groothandel in industriemachines;2015 4e kwartaal;119.9;3.2
1094;466 Groothandel in industriemachines;2015;110.7;4.2
1095;466 Groothandel in industriemachines;2016 1e kwartaal;113.4;5.6
1096;466 Groothandel in industriemachines;2016 2e kwartaal;117.7;5.8
1097;466 Groothandel in industriemachines;2016 3e kwartaal;109.1;4.6
1098;466 Groothandel in industriemachines;2016 4e kwartaal;123.7;3.2
1099;466 Groothandel in industriemachines;2016;116.0;4.8
1100;466 Groothandel in industriemachines;2017 1e kwartaal;122.0;7.6
1101;466 Groothandel in industriemachines;2017 2e kwartaal;123.6;5.0
1102;466 Groothandel in industriemachines;2017 3e kwartaal;117.8;7.9
1103;466 Groothandel in industriemachines;2017 4e kwartaal;130.3;5.3
1104;466 Groothandel in industriemachines;2017;123.4;6.4
1105;467 Overige gespecialiseerde groothandel;2005 1e kwartaal;60.1;
1106;467 Overige gespecialiseerde groothandel;2005 2e kwartaal;70.5;
1107;467 Overige gespecialiseerde groothandel;2005 3e kwartaal;68.4;
1108;467 Overige gespecialiseerde groothandel;2005 4e kwartaal;73.4;
1109;467 Overige gespecialiseerde groothandel;2005;68.1;
1110;467 Overige gespecialiseerde groothandel;2006 1e kwartaal;73.5;22.3
1111;467 Overige gespecialiseerde groothandel;2006 2e kwartaal;83.0;17.7
1112;467 Overige gespecialiseerde groothandel;2006 3e kwartaal;79.8;16.6
1113;467 Overige gespecialiseerde groothandel;2006 4e kwartaal;80.7;9.9
1114;467 Overige gespecialiseerde groothandel;2006;79.3;16.4
1115;467 Overige gespecialiseerde groothandel;2007 1e kwartaal;82.6;12.3
1116;467 Overige gespecialiseerde groothandel;2007 2e kwartaal;89.7;8.0
1117;467 Overige gespecialiseerde groothandel;2007 3e kwartaal;85.7;7.4
1118;467 Overige gespecialiseerde groothandel;2007 4e kwartaal;93.8;16.2
1119;467 Overige gespecialiseerde groothandel;2007;87.9;10.9
1120;467 Overige gespecialiseerde groothandel;2008 1e kwartaal;94.4;14.3
1121;467 Overige gespecialiseerde groothandel;2008 2e kwartaal;112.2;25.2
1122;467 Overige gespecialiseerde groothandel;2008 3e kwartaal;106.6;24.3
1123;467 Overige gespecialiseerde groothandel;2008 4e kwartaal;90.3;-3.7
1124;467 Overige gespecialiseerde groothandel;2008;100.9;14.7
1125;467 Overige gespecialiseerde groothandel;2009 1e kwartaal;78.6;-16.7
1126;467 Overige gespecialiseerde groothandel;2009 2e kwartaal;86.6;-22.9
1127;467 Overige gespecialiseerde groothandel;2009 3e kwartaal;86.5;-18.8
1128;467 Overige gespecialiseerde groothandel;2009 4e kwartaal;91.2;1.0
1129;467 Overige gespecialiseerde groothandel;2009;85.7;-15.0
1130;467 Overige gespecialiseerde groothandel;2010 1e kwartaal;92.6;17.8
1131;467 Overige gespecialiseerde groothandel;2010 2e kwartaal;105.7;22.1
1132;467 Overige gespecialiseerde groothandel;2010 3e kwartaal;95.1;10.0
1133;467 Overige gespecialiseerde groothandel;2010 4e kwartaal;106.6;16.8
1134;467 Overige gespecialiseerde groothandel;2010;100.0;16.6
1135;467 Overige gespecialiseerde groothandel;2011 1e kwartaal;111.6;20.5
1136;467 Overige gespecialiseerde groothandel;2011 2e kwartaal;122.6;16.0
1137;467 Overige gespecialiseerde groothandel;2011 3e kwartaal;113.2;19.1
1138;467 Overige gespecialiseerde groothandel;2011 4e kwartaal;109.9;3.2
1139;467 Overige gespecialiseerde groothandel;2011;114.4;14.4
1140;467 Overige gespecialiseerde groothandel;2012 1e kwartaal;110.1;-1.3
1141;467 Overige gespecialiseerde groothandel;2012 2e kwartaal;109.6;-10.6
1142;467 Overige gespecialiseerde groothandel;2012 3e kwartaal;107.4;-5.2
1143;467 Overige gespecialiseerde groothandel;2012 4e kwartaal;102.7;-6.6
1144;467 Overige gespecialiseerde groothandel;2012;107.4;-6.0
