ID;KenmerkenVanHuishoudens;AanvullendPensioen;Perioden;AantalHuishoudens_1;BrutoInkomen_2;BesteedbaarInkomen_3;GestandaardiseerdInkomen_4;AOWInkomen_5;PensioenInclAOW_6;AantalHuishoudens_7;Percentage_8;BedragPerOntvangendHuishouden_9;AantalHuishoudens_10;Percentage_11;BedragPerOntvangendHuishouden_12;AantalHuishoudens_13;Percentage_14;BedragPerOntvangendHuishouden_15;AantalHuishoudens_16;Percentage_17;BedragPerOntvangendHuishouden_18;AantalHuishoudens_19;Percentage_20;BedragPerOntvangendHuishouden_21;AantalHuishoudens_22;Percentage_23;BedragPerOntvangendHuishouden_24
129;3;Zonder aanvullend pensioen;1998;25;13.1;10.4;10.4;9.0;9.0;0;0.0;;13;54.5;4.5;8;34.5;1.0;8;34.3;1.3;8;34.2;2.7;22;89.8;4.6
130;3;Zonder aanvullend pensioen;1999;26;15.5;12.6;12.6;9.3;9.3;0;0.0;;14;54.4;4.2;8;29.2;9.2;10;37.6;1.3;8;29.2;2.8;24;89.8;7.0
131;3;Zonder aanvullend pensioen;2000;30;16.0;13.4;13.4;9.6;9.6;0;0.0;;16;53.4;4.4;9;29.4;8.7;10;34.4;1.4;9;30.3;3.5;26;88.3;7.2
132;4;Totaal huishoudens;1990;476;13.2;10.5;10.5;7.4;10.4;334;70.2;4.1;212;44.7;3.7;65;13.6;3.2;185;38.9;0.9;92;19.4;2.2;364;76.5;3.8
133;4;Totaal huishoudens;1991;485;14.0;11.0;11.0;7.7;10.8;340;70.2;4.3;215;44.3;4.3;65;13.5;3.4;195;40.1;0.9;96;19.8;2.3;375;77.3;4.1
134;4;Totaal huishoudens;1992;502;14.6;11.4;11.4;8.0;11.2;355;70.7;4.6;224;44.6;4.8;60;12.0;3.5;203;40.5;0.9;98;19.5;2.4;392;78.2;4.4
135;4;Totaal huishoudens;1993;512;14.9;11.6;11.6;8.1;11.6;366;71.5;5.0;227;44.3;4.4;68;13.3;3.0;206;40.3;1.0;103;20.2;2.5;402;78.5;4.1
136;4;Totaal huishoudens;1994;524;14.7;11.8;11.8;8.0;11.6;380;72.6;5.1;228;43.5;3.9;72;13.7;2.9;218;41.5;1.0;109;20.8;2.8;414;79.1;3.9
137;4;Totaal huishoudens;1995;535;15.0;12.1;12.1;8.1;11.9;395;73.9;5.2;238;44.5;3.7;54;10.2;3.4;221;41.4;1.0;118;22.0;2.7;426;79.5;3.8
138;4;Totaal huishoudens;1996;542;15.3;12.3;12.3;8.4;12.5;405;74.8;5.5;238;43.9;3.1;55;10.2;3.4;221;40.9;1.1;119;22.0;3.0;429;79.2;3.6
139;4;Totaal huishoudens;1997;551;16.0;12.9;12.9;8.7;13.0;412;74.9;5.7;253;45.9;3.2;57;10.4;3.7;232;42.1;1.2;122;22.2;3.1;446;81.0;3.7
140;4;Totaal huishoudens;1998;556;16.9;13.7;13.7;9.2;13.5;412;74.2;5.9;258;46.5;3.0;76;13.6;4.9;229;41.2;1.4;125;22.4;3.3;455;81.9;4.1
141;4;Totaal huishoudens;1999;563;17.5;14.0;14.0;9.5;13.9;416;73.9;5.9;242;43.0;3.0;84;14.9;6.3;228;40.6;1.4;129;23.0;3.3;448;79.6;4.5
142;4;Totaal huishoudens;2000;569;18.3;15.0;15.0;9.8;14.8;432;75.9;6.6;252;44.3;2.5;73;12.9;6.5;226;39.7;1.5;134;23.6;3.9;455;79.9;4.3
143;4;Met aanvullend pensioen;1990;334;14.1;11.1;11.1;7.5;11.6;334;100.0;4.1;149;44.6;3.4;40;12.1;2.4;125;37.3;0.8;63;18.8;2.2;252;75.4;3.4
144;4;Met aanvullend pensioen;1991;340;14.9;11.7;11.7;7.7;12.1;340;100.0;4.3;152;44.7;3.9;41;12.2;3.0;131;38.5;0.9;65;19.1;2.3;259;76.2;3.7
145;4;Met aanvullend pensioen;1992;355;15.7;12.0;12.0;8.0;12.6;355;100.0;4.6;157;44.2;4.5;40;11.2;3.0;138;38.9;0.9;66;18.7;2.3;272;76.5;4.1
146;4;Met aanvullend pensioen;1993;366;16.0;12.3;12.3;8.1;13.0;366;100.0;5.0;160;43.8;4.0;46;12.5;2.6;141;38.6;0.9;72;19.8;2.5;283;77.5;3.8
147;4;Met aanvullend pensioen;1994;380;15.7;12.5;12.5;8.0;13.0;380;100.0;5.1;163;42.9;3.6;48;12.6;2.0;150;39.3;0.9;78;20.5;2.8;295;77.5;3.5
148;4;Met aanvullend pensioen;1995;395;15.9;12.7;12.7;8.1;13.3;395;100.0;5.2;173;43.8;3.3;35;9.0;2.7;156;39.5;1.0;86;21.7;2.7;309;78.1;3.4
149;4;Met aanvullend pensioen;1996;405;16.2;12.9;12.9;8.4;13.9;405;100.0;5.5;177;43.6;2.4;36;8.9;2.6;157;38.8;1.1;88;21.8;3.0;315;77.7;3.0
150;4;Met aanvullend pensioen;1997;412;17.0;13.6;13.6;8.7;14.4;412;100.0;5.7;189;45.7;2.6;36;8.8;2.6;164;39.7;1.2;89;21.7;3.0;326;79.2;3.2
151;4;Met aanvullend pensioen;1998;412;17.9;14.4;14.4;9.2;15.0;412;100.0;5.9;191;46.5;2.5;46;11.0;3.7;161;39.0;1.3;91;22.0;3.3;328;79.6;3.6
152;4;Met aanvullend pensioen;1999;416;18.5;14.8;14.8;9.6;15.5;416;100.0;5.9;178;42.8;2.5;54;13.1;5.2;160;38.5;1.4;93;22.4;3.3;321;77.1;3.9
153;4;Met aanvullend pensioen;2000;432;19.5;15.9;15.9;9.8;16.5;432;100.0;6.6;194;44.9;2.2;47;10.9;6.2;163;37.7;1.4;101;23.3;3.7;336;77.8;3.9
154;4;Zonder aanvullend pensioen;1990;142;11.1;9.2;9.2;7.4;7.4;0;0.0;;64;44.9;4.5;24;17.2;4.7;60;42.5;0.9;29;20.7;2.2;112;79.2;4.7
155;4;Zonder aanvullend pensioen;1991;145;11.7;9.4;9.4;7.7;7.7;0;0.0;;63;43.4;5.4;24;16.5;4.2;64;44.0;0.9;31;21.6;2.3;116;79.9;4.9
156;4;Zonder aanvullend pensioen;1992;147;12.2;9.9;9.9;8.0;8.0;0;0.0;;67;45.8;5.5;21;14.1;4.6;65;44.4;1.0;32;21.6;2.6;121;82.1;5.1
157;4;Zonder aanvullend pensioen;1993;146;12.2;9.8;9.8;8.1;8.1;0;0.0;;66;45.4;5.4;22;15.4;3.7;65;44.3;1.1;31;21.4;2.6;118;81.3;5.0
158;4;Zonder aanvullend pensioen;1994;143;12.0;10.0;10.0;8.0;8.0;0;0.0;;65;45.1;4.7;24;16.6;4.5;68;47.3;1.1;31;21.6;2.8;120;83.4;4.8
159;4;Zonder aanvullend pensioen;1995;140;12.2;10.3;10.3;8.1;8.1;0;0.0;;65;46.5;4.9;19;13.7;4.6;65;46.5;1.2;32;22.9;2.9;117;83.5;5.0
160;4;Zonder aanvullend pensioen;1996;137;12.6;10.5;10.5;8.4;8.4;0;0.0;;61;44.7;4.9;19;14.2;4.7;64;47.2;1.2;31;22.6;3.3;114;83.6;5.0
161;4;Zonder aanvullend pensioen;1997;139;13.2;10.9;10.9;8.7;8.7;0;0.0;;64;46.3;4.7;21;15.2;5.5;68;48.9;1.3;33;23.7;3.2;120;86.4;5.1
162;4;Zonder aanvullend pensioen;1998;144;14.1;11.7;11.7;9.2;9.2;0;0.0;;67;46.6;4.4;30;20.9;6.7;68;47.4;1.5;34;23.7;3.3;127;88.5;5.6
163;4;Zonder aanvullend pensioen;1999;147;14.6;12.0;12.0;9.4;9.4;0;0.0;;64;43.8;4.5;29;20.0;8.3;68;46.4;1.6;36;24.5;3.5;127;86.6;6.0
164;4;Zonder aanvullend pensioen;2000;137;14.4;12.3;12.3;9.6;9.6;0;0.0;;58;42.3;3.8;26;19.2;7.0;63;46.2;1.7;34;24.6;4.2;118;86.4;5.5
165;5;Totaal huishoudens;1990;490;22.2;16.7;12.1;10.5;16.6;407;83.0;7.4;291;59.4;3.5;152;30.9;8.5;97;19.9;0.8;167;34.1;2.1;390;79.7;7.0
166;5;Totaal huishoudens;1991;499;23.4;17.5;12.7;10.9;17.5;419;84.0;7.9;298;59.6;4.2;141;28.2;9.0;103;20.7;0.8;174;34.9;2.1;396;79.3;7.5
167;5;Totaal huishoudens;1992;505;24.4;18.2;13.2;11.2;18.4;427;84.7;8.5;302;59.8;4.5;133;26.3;9.0;104;20.6;0.8;182;36.1;2.2;399;79.2;7.6
168;5;Totaal huishoudens;1993;513;24.8;18.6;13.5;11.3;19.0;442;86.1;8.9;303;59.0;4.1;144;28.1;8.5;100;19.5;0.9;189;36.9;2.4;406;79.1;7.4
169;5;Totaal huishoudens;1994;525;24.7;19.0;13.8;11.1;19.1;456;86.8;9.2;307;58.5;3.4;147;28.0;8.7;103;19.6;0.9;197;37.5;2.7;416;79.2;7.1
170;5;Totaal huishoudens;1995;537;25.3;19.6;14.2;11.3;19.6;469;87.4;9.6;327;60.8;3.2;146;27.2;9.3;104;19.3;1.0;211;39.4;2.6;426;79.2;7.2
171;5;Totaal huishoudens;1996;553;26.2;20.1;14.6;11.6;20.5;485;87.6;10.1;336;60.7;3.2;155;28.0;8.9;111;20.0;1.0;220;39.7;2.7;443;80.1;7.1
172;5;Totaal huishoudens;1997;567;26.9;20.8;15.1;12.0;21.3;501;88.3;10.5;361;63.6;2.9;158;27.8;9.0;118;20.7;1.0;233;41.1;2.6;468;82.4;6.8
173;5;Totaal huishoudens;1998;578;28.0;21.7;15.8;12.5;22.2;509;88.1;10.9;367;63.5;2.8;182;31.4;8.5;116;20.0;1.2;245;42.4;2.7;482;83.3;7.0
174;5;Totaal huishoudens;1999;586;28.9;22.3;16.2;13.0;22.7;516;88.1;11.0;360;61.4;2.8;191;32.6;9.4;114;19.4;1.2;252;43.0;2.9;479;81.7;7.7
175;5;Totaal huishoudens;2000;601;30.5;23.9;17.3;13.4;23.9;533;88.7;11.8;371;61.8;2.6;190;31.6;10.4;111;18.4;1.3;265;44.1;3.5;493;82.0;8.1
176;5;Met aanvullend pensioen;1990;407;22.2;16.6;12.1;10.5;17.9;407;100.0;7.4;235;57.8;2.9;112;27.5;6.5;80;19.8;0.7;130;31.9;2.0;315;77.5;5.5
177;5;Met aanvullend pensioen;1991;419;23.6;17.6;12.8;10.9;18.8;419;100.0;7.9;243;57.9;3.8;106;25.3;6.9;86;20.4;0.8;140;33.5;2.0;324;77.3;6.2
178;5;Met aanvullend pensioen;1992;427;24.5;18.3;13.2;11.2;19.7;427;100.0;8.5;247;57.9;3.9;101;23.6;7.4;88;20.5;0.8;147;34.4;2.1;329;77.0;6.3
179;5;Met aanvullend pensioen;1993;442;25.0;18.7;13.6;11.3;20.2;442;100.0;8.9;253;57.2;3.5;113;25.5;7.0;85;19.3;0.9;156;35.3;2.4;341;77.1;6.2
180;5;Met aanvullend pensioen;1994;456;25.0;19.2;13.9;11.1;20.3;456;100.0;9.2;259;56.9;2.9;118;25.8;7.4;87;19.2;0.9;164;35.9;2.6;352;77.3;6.1
181;5;Met aanvullend pensioen;1995;469;25.7;19.8;14.4;11.3;20.9;469;100.0;9.6;278;59.3;2.8;118;25.2;8.1;87;18.5;0.9;178;37.9;2.6;362;77.2;6.2
182;5;Met aanvullend pensioen;1996;485;26.7;20.5;14.8;11.6;21.7;485;100.0;10.1;288;59.4;2.8;127;26.2;8.1;93;19.3;1.0;187;38.6;2.6;379;78.3;6.4
183;5;Met aanvullend pensioen;1997;501;27.5;21.2;15.3;12.1;22.5;501;100.0;10.5;314;62.7;2.5;131;26.2;8.1;101;20.2;1.0;202;40.2;2.6;405;80.8;6.1
184;5;Met aanvullend pensioen;1998;509;28.6;22.2;16.1;12.6;23.5;509;100.0;10.9;320;62.8;2.5;152;29.9;7.2;100;19.6;1.1;214;41.9;2.6;417;81.9;6.2
185;5;Met aanvullend pensioen;1999;516;29.5;22.8;16.5;13.1;24.0;516;100.0;11.0;311;60.2;2.4;161;31.1;8.3;97;18.8;1.2;219;42.4;2.9;413;80.0;6.9
186;5;Met aanvullend pensioen;2000;533;31.2;24.4;17.7;13.4;25.3;533;100.0;11.8;325;61.0;2.3;159;29.9;9.5;95;17.8;1.3;234;43.9;3.4;429;80.4;7.4
187;5;Zonder aanvullend pensioen;1990;83;22.2;16.9;12.3;10.3;10.3;0;0.0;;56;67.4;6.0;40;47.6;14.0;17;20.4;0.9;38;45.1;2.3;75;90.6;13.1
188;5;Zonder aanvullend pensioen;1991;80;22.7;17.0;12.4;10.7;10.7;0;0.0;;55;68.6;6.1;35;43.5;15.2;18;21.9;1.0;34;42.5;2.3;72;89.9;13.3
189;5;Zonder aanvullend pensioen;1992;77;23.3;17.5;12.7;11.1;11.1;0;0.0;;55;70.5;7.2;32;41.3;14.0;16;21.1;1.0;35;45.5;2.4;71;91.2;13.4
190;5;Zonder aanvullend pensioen;1993;71;23.4;17.8;12.9;11.1;11.1;0;0.0;;50;69.9;6.7;32;44.2;13.8;15;20.7;1.1;33;46.9;2.7;65;91.1;13.5
191;5;Zonder aanvullend pensioen;1994;69;22.7;17.6;12.7;11.0;11.0;0;0.0;;48;69.3;6.0;29;42.5;13.8;15;22.2;1.1;33;48.0;2.9;64;91.8;12.7
192;5;Zonder aanvullend pensioen;1995;68;23.0;17.8;12.9;11.1;11.1;0;0.0;;49;71.5;5.7;28;41.5;14.4;17;24.4;1.2;34;49.7;3.1;63;93.1;12.8
193;5;Zonder aanvullend pensioen;1996;68;22.1;17.5;12.7;11.3;11.3;0;0.0;;47;69.4;5.3;28;40.5;13.0;17;24.9;1.3;33;47.8;3.2;64;92.9;11.6
194;5;Zonder aanvullend pensioen;1997;66;22.5;17.7;12.8;11.8;11.8;0;0.0;;47;70.4;5.3;26;39.8;13.5;16;24.5;1.3;31;47.5;2.9;63;94.4;11.4
195;5;Zonder aanvullend pensioen;1998;69;24.0;18.6;13.5;12.3;12.3;0;0.0;;47;68.6;5.2;29;42.5;15.1;16;23.3;1.5;31;45.3;3.1;65;94.2;12.4
196;5;Zonder aanvullend pensioen;1999;70;24.6;18.9;13.7;12.7;12.7;0;0.0;;49;70.2;4.9;30;43.7;15.1;17;24.3;1.5;33;47.7;3.3;66;94.7;12.6
197;5;Zonder aanvullend pensioen;2000;68;25.3;20.2;14.6;13.0;13.0;0;0.0;;46;67.6;4.5;31;45.0;15.5;16;23.2;1.7;31;45.6;4.1;64;94.0;13.1
198;6;Totaal huishoudens;1990;146;25.7;18.5;13.4;10.0;17.3;121;82.6;8.8;93;63.4;2.9;72;49.2;11.8;20;13.7;0.7;54;36.9;1.9;126;85.8;9.8
199;6;Totaal huishoudens;1991;146;26.9;19.2;13.9;10.3;18.3;124;85.0;9.5;94;64.1;3.1;69;47.0;12.4;21;14.4;0.7;55;37.6;1.9;124;84.4;10.2
200;6;Totaal huishoudens;1992;141;27.8;19.9;14.4;10.5;19.2;120;85.2;10.2;90;63.7;3.7;63;44.9;12.0;19;13.7;0.8;55;39.1;2.1;118;83.8;10.3
201;6;Totaal huishoudens;1993;146;28.0;20.2;14.6;10.5;19.6;126;86.7;10.5;90;61.7;3.1;69;47.2;11.8;19;12.9;0.8;60;41.1;2.2;122;84.0;10.1
202;6;Totaal huishoudens;1994;148;27.9;20.3;14.7;10.3;19.6;129;87.3;10.7;92;62.5;2.6;70;47.1;11.5;19;12.7;0.9;63;42.6;2.4;124;83.8;9.8
203;6;Totaal huishoudens;1995;146;29.1;21.1;15.3;10.4;20.2;129;87.9;11.2;97;66.1;2.3;68;46.4;13.2;18;12.3;0.9;66;45.1;2.4;123;83.8;10.5
204;6;Totaal huishoudens;1996;159;29.8;21.5;15.6;10.7;21.1;141;88.5;11.8;104;65.4;2.3;74;46.6;12.7;22;13.8;0.9;72;45.2;2.4;134;84.5;10.2
205;6;Totaal huishoudens;1997;162;30.4;22.4;16.2;11.0;21.8;144;88.9;12.2;111;68.5;2.0;77;47.4;12.6;24;14.9;1.0;76;46.9;2.2;141;87.1;9.8
206;6;Totaal huishoudens;1998;160;31.2;23.1;16.7;11.4;22.5;142;88.7;12.6;109;68.4;2.0;80;50.2;12.1;21;13.4;1.1;77;48.3;2.1;141;87.9;9.8
207;6;Totaal huishoudens;1999;164;32.0;23.6;17.1;11.8;22.4;143;87.7;12.1;110;67.4;2.0;86;52.4;13.2;22;13.6;1.1;81;49.7;2.4;144;87.9;11.0
208;6;Totaal huishoudens;2000;169;33.8;25.2;18.3;12.0;23.9;148;87.9;13.5;115;67.8;1.9;90;53.5;13.3;19;11.4;1.2;86;50.7;2.9;148;87.8;11.3
209;6;Met aanvullend pensioen;1990;121;25.4;18.3;13.2;10.0;18.9;121;100.0;8.8;77;64.0;2.6;53;44.1;9.3;16;13.6;0.7;43;35.7;1.9;101;84.0;7.8
210;6;Met aanvullend pensioen;1991;124;26.4;19.0;13.8;10.4;19.9;124;100.0;9.5;79;63.6;2.8;53;42.4;9.4;18;14.1;0.6;46;37.3;1.8;103;82.5;7.9
211;6;Met aanvullend pensioen;1992;120;27.9;19.9;14.4;10.6;20.8;120;100.0;10.2;76;63.0;3.3;48;40.2;10.4;17;13.9;0.7;46;38.4;1.9;98;81.9;8.6
212;6;Met aanvullend pensioen;1993;126;28.1;20.2;14.7;10.6;21.1;126;100.0;10.5;77;61.3;2.9;54;42.9;10.0;16;12.5;0.8;51;40.6;2.1;104;82.1;8.5
213;6;Met aanvullend pensioen;1994;129;28.1;20.5;14.9;10.4;21.1;129;100.0;10.7;80;61.9;2.4;56;43.6;10.2;16;12.3;0.9;54;41.9;2.3;106;82.1;8.5
214;6;Met aanvullend pensioen;1995;129;29.4;21.5;15.6;10.5;21.7;129;100.0;11.2;85;66.0;2.2;55;42.6;12.1;14;11.2;0.8;58;44.7;2.3;106;82.1;9.4
215;6;Met aanvullend pensioen;1996;141;30.5;22.1;16.0;10.8;22.6;141;100.0;11.8;92;65.5;2.2;61;43.3;12.1;18;12.6;0.8;64;45.3;2.3;117;82.9;9.5
216;6;Met aanvullend pensioen;1997;144;31.0;22.9;16.6;11.1;23.3;144;100.0;12.2;100;69.1;1.9;64;44.4;11.9;20;13.7;0.9;69;47.5;2.2;124;85.8;9.0
217;6;Met aanvullend pensioen;1998;142;31.7;23.5;17.0;11.5;24.1;142;100.0;12.6;99;69.6;1.9;67;47.4;10.8;18;12.6;1.0;70;49.5;2.1;123;86.8;8.7
218;6;Met aanvullend pensioen;1999;143;32.7;24.2;17.5;11.9;24.0;143;100.0;12.1;97;67.9;1.9;71;49.5;12.4;18;12.4;1.0;72;50.4;2.4;125;86.8;10.1
219;6;Met aanvullend pensioen;2000;148;34.5;25.7;18.6;12.1;25.7;148;100.0;13.5;102;68.8;1.7;74;50.1;12.1;15;10.1;1.2;77;52.0;2.9;129;86.8;10.2
220;6;Zonder aanvullend pensioen;1990;25;27.0;19.6;14.2;9.6;9.6;0;0.0;;15;60.4;4.3;19;74.0;18.8;4;14.4;0.8;11;42.7;1.9;24;94.8;18.4
221;6;Zonder aanvullend pensioen;1991;22;30.0;20.4;14.8;9.8;9.8;0;0.0;;15;66.9;4.3;16;73.0;22.4;4;16.3;0.9;9;39.6;2.2;21;95.0;21.3
222;6;Zonder aanvullend pensioen;1992;21;27.5;19.5;14.1;9.9;9.9;0;0.0;;14;67.6;5.7;15;72.2;17.3;3;12.5;0.9;9;43.2;2.7;20;94.5;18.7
223;6;Zonder aanvullend pensioen;1993;19;27.7;19.8;14.3;9.8;9.8;0;0.0;;13;64.6;4.5;15;74.9;18.2;3;15.6;1.0;9;44.1;2.5;19;96.2;18.6
224;6;Zonder aanvullend pensioen;1994;19;26.4;19.0;13.8;9.7;9.7;0;0.0;;13;67.1;4.3;13;71.0;17.2;3;15.3;1.0;9;47.7;2.9;18;95.0;17.5
225;6;Zonder aanvullend pensioen;1995;18;26.7;18.5;13.4;9.7;9.7;0;0.0;;12;66.8;3.3;13;74.3;17.7;4;20.3;1.0;8;47.9;3.1;17;96.4;17.7
226;6;Zonder aanvullend pensioen;1996;18;24.3;17.6;12.8;9.6;9.6;0;0.0;;12;64.4;3.0;13;72.0;15.5;4;22.9;1.2;8;44.8;2.8;18;96.7;15.1
227;6;Zonder aanvullend pensioen;1997;18;25.3;18.4;13.3;10.1;10.1;0;0.0;;11;63.4;3.6;13;71.3;16.4;4;24.3;1.3;8;42.1;2.2;18;97.5;15.6
228;6;Zonder aanvullend pensioen;1998;18;27.2;19.4;14.1;10.4;10.4;0;0.0;;11;59.2;3.6;13;72.7;18.7;4;19.4;1.4;7;39.3;2.3;17;96.3;17.5
229;6;Zonder aanvullend pensioen;1999;20;26.9;19.3;14.0;10.9;10.9;0;0.0;;13;63.9;2.8;15;73.2;17.3;4;22.0;1.4;9;44.8;2.7;19;95.7;16.7
230;6;Zonder aanvullend pensioen;2000;20;29.0;21.6;15.6;11.0;11.0;0;0.0;;12;61.0;2.9;16;77.7;18.9;4;21.0;1.5;8;41.2;3.0;20;95.5;18.9
231;7;Totaal huishoudens;1990;344;20.7;15.9;11.5;10.7;16.3;286;83.2;6.8;198;57.7;3.8;80;23.2;5.5;77;22.5;0.8;113;32.9;2.1;265;77.1;5.7
232;7;Totaal huishoudens;1991;353;22.0;16.8;12.2;11.1;17.2;295;83.6;7.3;204;57.8;4.7;72;20.4;5.6;82;23.3;0.8;119;33.8;2.2;272;77.2;6.2
233;7;Totaal huishoudens;1992;364;23.0;17.5;12.7;11.4;18.0;307;84.5;7.8;212;58.3;4.8;69;19.1;6.2;85;23.3;0.9;127;34.9;2.2;281;77.4;6.4
234;7;Totaal huishoudens;1993;368;23.5;18.0;13.0;11.6;18.7;315;85.8;8.3;213;57.9;4.5;75;20.5;5.5;81;22.1;0.9;130;35.2;2.6;283;77.1;6.2
235;7;Totaal huishoudens;1994;377;23.5;18.5;13.4;11.4;18.9;327;86.6;8.6;215;56.9;3.8;77;20.5;6.1;84;22.3;0.9;134;35.5;2.8;292;77.4;5.9
236;7;Totaal huishoudens;1995;391;24.0;19.0;13.7;11.6;19.4;341;87.2;9.0;230;58.8;3.6;78;20.1;6.0;86;21.9;1.0;145;37.2;2.8;303;77.5;5.9
237;7;Totaal huishoudens;1996;394;24.7;19.6;14.2;12.0;20.2;344;87.3;9.4;231;58.7;3.6;81;20.5;5.4;89;22.5;1.0;148;37.5;2.9;309;78.3;5.8
238;7;Totaal huishoudens;1997;405;25.5;20.1;14.6;12.4;21.1;357;88.1;9.8;250;61.6;3.2;81;19.9;5.5;94;23.1;1.1;157;38.8;2.9;326;80.5;5.5
239;7;Totaal huishoudens;1998;418;26.8;21.2;15.4;13.0;22.1;367;87.8;10.3;258;61.6;3.2;101;24.2;5.6;94;22.5;1.2;168;40.1;2.9;341;81.6;5.8
240;7;Totaal huishoudens;1999;422;27.7;21.8;15.8;13.5;22.8;373;88.3;10.5;250;59.1;3.1;105;24.9;6.3;92;21.7;1.3;171;40.4;3.2;335;79.4;6.2
241;7;Totaal huishoudens;2000;432;29.3;23.4;16.9;13.9;23.9;385;89.0;11.2;257;59.4;2.9;100;23.0;7.9;91;21.1;1.3;179;41.5;3.8;344;79.7;6.7
242;7;Met aanvullend pensioen;1990;286;20.8;15.9;11.5;10.7;17.5;286;100.0;6.8;158;55.2;3.1;59;20.5;4.0;64;22.4;0.7;87;30.3;2.0;214;74.7;4.5
243;7;Met aanvullend pensioen;1991;295;22.4;17.0;12.3;11.1;18.4;295;100.0;7.3;164;55.5;4.2;53;18.1;4.5;68;23.1;0.8;94;31.9;2.1;221;75.1;5.3
244;7;Met aanvullend pensioen;1992;307;23.2;17.6;12.8;11.4;19.2;307;100.0;7.8;172;55.9;4.1;53;17.1;4.7;71;23.1;0.8;101;32.8;2.2;230;75.0;5.3
245;7;Met aanvullend pensioen;1993;315;23.8;18.1;13.1;11.6;19.9;315;100.0;8.3;175;55.6;3.8;58;18.5;4.2;70;22.1;0.9;105;33.1;2.5;237;75.1;5.2
246;7;Met aanvullend pensioen;1994;327;23.8;18.7;13.6;11.4;20.0;327;100.0;8.6;179;54.9;3.2;61;18.7;4.9;71;21.9;0.9;110;33.6;2.8;246;75.4;5.0
247;7;Met aanvullend pensioen;1995;341;24.3;19.2;13.9;11.6;20.6;341;100.0;9.0;193;56.7;3.0;63;18.6;4.7;73;21.3;0.9;120;35.3;2.7;257;75.4;4.9
248;7;Met aanvullend pensioen;1996;344;25.2;19.9;14.4;12.0;21.4;344;100.0;9.4;196;56.9;3.1;66;19.2;4.3;76;22.0;1.0;123;35.9;2.8;263;76.4;5.0
249;7;Met aanvullend pensioen;1997;357;26.0;20.5;14.9;12.4;22.2;357;100.0;9.8;215;60.1;2.8;67;18.8;4.4;82;22.9;1.0;133;37.3;2.8;281;78.8;4.8
250;7;Met aanvullend pensioen;1998;367;27.4;21.6;15.7;13.0;23.3;367;100.0;10.3;221;60.2;2.8;85;23.1;4.4;82;22.2;1.1;143;39.0;2.8;294;79.9;5.1
251;7;Met aanvullend pensioen;1999;373;28.3;22.2;16.1;13.5;24.0;373;100.0;10.5;214;57.3;2.7;90;24.0;5.1;79;21.2;1.2;146;39.3;3.1;288;77.4;5.5
252;7;Met aanvullend pensioen;2000;385;30.0;23.8;17.3;13.9;25.1;385;100.0;11.2;223;58.1;2.5;85;22.0;7.2;80;20.8;1.3;157;40.7;3.6;300;78.0;6.2
253;7;Zonder aanvullend pensioen;1990;58;20.1;15.7;11.4;10.6;10.6;0;0.0;;41;70.4;6.6;21;36.1;9.8;13;23.0;0.9;27;46.1;2.4;51;88.8;10.7
254;7;Zonder aanvullend pensioen;1991;58;20.0;15.8;11.4;11.1;11.1;0;0.0;;40;69.3;6.8;19;32.3;8.9;14;24.1;1.0;25;43.6;2.4;51;88.0;10.1
255;7;Zonder aanvullend pensioen;1992;57;21.7;16.8;12.2;11.5;11.5;0;0.0;;40;71.6;7.8;17;29.8;11.1;14;24.3;1.0;26;46.4;2.3;51;90.0;11.3
256;7;Zonder aanvullend pensioen;1993;52;21.8;17.0;12.3;11.6;11.6;0;0.0;;37;71.8;7.4;17;32.8;10.0;12;22.6;1.1;25;47.9;2.8;47;89.3;11.4
257;7;Zonder aanvullend pensioen;1994;50;21.3;17.0;12.4;11.5;11.5;0;0.0;;35;70.2;6.6;16;32.0;10.9;12;24.7;1.2;24;48.1;2.9;46;90.6;10.8
258;7;Zonder aanvullend pensioen;1995;50;21.7;17.6;12.8;11.6;11.6;0;0.0;;37;73.2;6.5;15;30.0;11.5;13;25.9;1.2;25;50.4;3.1;46;92.0;10.9
259;7;Zonder aanvullend pensioen;1996;50;21.4;17.5;12.7;11.9;11.9;0;0.0;;36;71.2;6.1;14;28.9;10.6;13;25.6;1.3;24;48.9;3.4;46;91.5;10.3
260;7;Zonder aanvullend pensioen;1997;48;21.5;17.5;12.6;12.4;12.4;0;0.0;;35;73.0;5.8;13;27.9;10.8;12;24.6;1.4;24;49.5;3.2;45;93.3;9.8
261;7;Zonder aanvullend pensioen;1998;51;22.8;18.4;13.3;12.9;12.9;0;0.0;;37;72.0;5.6;16;31.7;12.2;13;24.7;1.6;24;47.5;3.4;48;93.5;10.6
262;7;Zonder aanvullend pensioen;1999;50;23.7;18.7;13.6;13.4;13.4;0;0.0;;36;72.7;5.6;16;31.8;12.9;12;25.2;1.6;24;48.8;3.5;47;94.3;10.9
263;7;Zonder aanvullend pensioen;2000;48;23.7;19.6;14.2;13.8;13.8;0;0.0;;34;70.4;5.1;15;31.0;11.9;12;24.2;1.7;23;47.5;4.5;45;93.3;10.5
264;8;Totaal huishoudens;1990;162;38.3;25.8;15.2;9.4;13.1;115;70.5;5.2;119;73.4;3.4;148;91.3;24.1;11;6.7;0.8;73;44.9;1.3;159;98.0;25.7
