ID;TechnologyArea;Periods;Applicants_1;Applications_2;ApplicantsWithForeignCooperation_3;ApplicationsWithForeignCooperation_4;PatentApplicants_5;PatentApplications_6;ApplicantsWithForeignCooperation_7;ApplicationsWithForeignCooperation_8
291;1 Electrical machinery, apparatus, energ;2016;30.0;295.0;0.0;10.0;55.0;75.0;0.0;0.0
292;1 Electrical machinery, apparatus, energ;2017;40.0;300.0;5.0;10.0;50.0;90.0;0.0;0.0
293;1 Electrical machinery, apparatus, energ;2018;40.0;275.0;5.0;5.0;50.0;80.0;0.0;0.0
294;1 Electrical machinery, apparatus, energ;2019;40.0;320.0;5.0;15.0;40.0;75.0;0.0;0.0
295;1 Electrical machinery, apparatus, energ;2020;35.0;315.0;5.0;15.0;45.0;80.0;0.0;0.0
296;1 Electrical machinery, apparatus, energ;2021;30.0;250.0;0.0;5.0;50.0;80.0;0.0;0.0
297;2 Audio-visual technology;2013;15.0;80.0;5.0;10.0;20.0;20.0;0.0;0.0
298;2 Audio-visual technology;2014;15.0;70.0;0.0;5.0;20.0;20.0;0.0;0.0
299;2 Audio-visual technology;2015;15.0;80.0;0.0;10.0;25.0;25.0;0.0;0.0
300;2 Audio-visual technology;2016;10.0;60.0;0.0;5.0;15.0;20.0;0.0;0.0
301;2 Audio-visual technology;2017;15.0;70.0;0.0;5.0;15.0;15.0;0.0;0.0
302;2 Audio-visual technology;2018;10.0;60.0;0.0;0.0;15.0;20.0;0.0;0.0
303;2 Audio-visual technology;2019;10.0;55.0;0.0;10.0;10.0;10.0;0.0;0.0
304;2 Audio-visual technology;2020;15.0;65.0;0.0;0.0;10.0;20.0;0.0;0.0
305;2 Audio-visual technology;2021;10.0;35.0;0.0;0.0;15.0;20.0;0.0;0.0
306;3 Telecommunications;2013;10.0;70.0;0.0;10.0;10.0;10.0;0.0;0.0
307;3 Telecommunications;2014;5.0;75.0;0.0;10.0;5.0;5.0;0.0;0.0
308;3 Telecommunications;2015;5.0;65.0;0.0;10.0;5.0;10.0;0.0;0.0
309;3 Telecommunications;2016;5.0;80.0;0.0;5.0;5.0;5.0;0.0;0.0
310;3 Telecommunications;2017;5.0;75.0;0.0;5.0;10.0;15.0;0.0;0.0
311;3 Telecommunications;2018;10.0;80.0;0.0;5.0;5.0;10.0;0.0;0.0
312;3 Telecommunications;2019;5.0;65.0;0.0;5.0;5.0;10.0;0.0;0.0
313;3 Telecommunications;2020;5.0;80.0;0.0;5.0;5.0;10.0;0.0;0.0
314;3 Telecommunications;2021;5.0;65.0;0.0;5.0;5.0;15.0;0.0;0.0
315;4 Digital communication;2013;15.0;145.0;0.0;10.0;10.0;10.0;0.0;0.0
316;4 Digital communication;2014;20.0;160.0;0.0;15.0;10.0;10.0;0.0;0.0
317;4 Digital communication;2015;10.0;145.0;0.0;15.0;15.0;20.0;0.0;0.0
318;4 Digital communication;2016;10.0;125.0;0.0;10.0;10.0;10.0;0.0;0.0
319;4 Digital communication;2017;20.0;170.0;0.0;15.0;10.0;15.0;0.0;0.0
320;4 Digital communication;2018;15.0;175.0;0.0;20.0;5.0;10.0;0.0;0.0
321;4 Digital communication;2019;10.0;140.0;0.0;15.0;10.0;10.0;0.0;0.0
322;4 Digital communication;2020;10.0;170.0;5.0;15.0;10.0;10.0;0.0;0.0
323;4 Digital communication;2021;10.0;120.0;5.0;15.0;10.0;10.0;0.0;0.0
324;5 Basic communication processes;2013;5.0;60.0;0.0;5.0;5.0;5.0;0.0;0.0
325;5 Basic communication processes;2014;5.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0
326;5 Basic communication processes;2015;5.0;60.0;0.0;5.0;0.0;0.0;0.0;0.0
327;5 Basic communication processes;2016;5.0;50.0;0.0;5.0;5.0;10.0;0.0;0.0
328;5 Basic communication processes;2017;5.0;50.0;0.0;5.0;0.0;5.0;0.0;0.0
329;5 Basic communication processes;2018;5.0;55.0;0.0;5.0;0.0;5.0;0.0;0.0
330;5 Basic communication processes;2019;5.0;45.0;0.0;0.0;5.0;10.0;0.0;0.0
331;5 Basic communication processes;2020;5.0;40.0;0.0;0.0;5.0;10.0;0.0;0.0
332;5 Basic communication processes;2021;0.0;40.0;0.0;5.0;0.0;5.0;0.0;0.0
333;6 Computer technology;2013;25.0;250.0;5.0;40.0;25.0;30.0;0.0;0.0
334;6 Computer technology;2014;20.0;275.0;0.0;20.0;20.0;20.0;0.0;0.0
335;6 Computer technology;2015;20.0;245.0;0.0;15.0;15.0;25.0;0.0;0.0
336;6 Computer technology;2016;25.0;215.0;0.0;15.0;25.0;30.0;0.0;0.0
337;6 Computer technology;2017;20.0;280.0;0.0;20.0;15.0;20.0;0.0;0.0
338;6 Computer technology;2018;25.0;265.0;0.0;15.0;10.0;20.0;0.0;0.0
339;6 Computer technology;2019;25.0;250.0;5.0;25.0;10.0;20.0;0.0;0.0
340;6 Computer technology;2020;25.0;280.0;5.0;35.0;20.0;35.0;0.0;0.0
341;6 Computer technology;2021;30.0;255.0;5.0;25.0;30.0;35.0;0.0;0.0
342;7 IT methods for management;2013;5.0;30.0;0.0;0.0;25.0;25.0;0.0;0.0
343;7 IT methods for management;2014;5.0;25.0;0.0;5.0;20.0;25.0;0.0;0.0
344;7 IT methods for management;2015;5.0;25.0;0.0;0.0;25.0;25.0;0.0;0.0
345;7 IT methods for management;2016;10.0;30.0;0.0;0.0;20.0;25.0;0.0;0.0
346;7 IT methods for management;2017;5.0;25.0;0.0;5.0;15.0;20.0;0.0;0.0
347;7 IT methods for management;2018;5.0;25.0;0.0;5.0;15.0;15.0;0.0;0.0
348;7 IT methods for management;2019;5.0;30.0;0.0;5.0;10.0;15.0;0.0;0.0
349;7 IT methods for management;2020;10.0;35.0;5.0;10.0;15.0;20.0;0.0;0.0
350;7 IT methods for management;2021;5.0;20.0;0.0;5.0;10.0;10.0;0.0;0.0
351;8 Semiconductors;2013;10.0;100.0;0.0;5.0;10.0;25.0;0.0;0.0
352;8 Semiconductors;2014;5.0;105.0;0.0;5.0;10.0;40.0;0.0;0.0
353;8 Semiconductors;2015;5.0;95.0;0.0;5.0;5.0;20.0;0.0;0.0
354;8 Semiconductors;2016;5.0;100.0;0.0;5.0;5.0;15.0;0.0;0.0
355;8 Semiconductors;2017;5.0;85.0;0.0;5.0;10.0;20.0;0.0;0.0
356;8 Semiconductors;2018;5.0;60.0;0.0;5.0;5.0;15.0;0.0;0.0
357;8 Semiconductors;2019;5.0;70.0;0.0;5.0;5.0;15.0;0.0;0.0
358;8 Semiconductors;2020;5.0;60.0;0.0;0.0;10.0;20.0;5.0;0.0
359;8 Semiconductors;2021;5.0;95.0;0.0;5.0;10.0;20.0;0.0;0.0
360;II Instruments;2013;120.0;860.0;10.0;115.0;115.0;160.0;0.0;0.0
361;II Instruments;2014;125.0;990.0;10.0;80.0;120.0;230.0;0.0;0.0
362;II Instruments;2015;135.0;1015.0;10.0;75.0;145.0;325.0;0.0;0.0
363;II Instruments;2016;140.0;980.0;10.0;70.0;155.0;280.0;0.0;5.0
364;II Instruments;2017;155.0;1160.0;10.0;50.0;145.0;295.0;0.0;0.0
365;II Instruments;2018;140.0;1140.0;10.0;60.0;150.0;340.0;5.0;5.0
366;II Instruments;2019;150.0;1095.0;15.0;65.0;145.0;335.0;5.0;5.0
367;II Instruments;2020;160.0;1005.0;15.0;60.0;155.0;285.0;5.0;5.0
368;II Instruments;2021;130.0;920.0;10.0;60.0;145.0;225.0;5.0;0.0
369;9 Optics;2013;15.0;85.0;0.0;5.0;10.0;30.0;0.0;0.0
370;9 Optics;2014;10.0;105.0;0.0;0.0;10.0;75.0;0.0;0.0
371;9 Optics;2015;10.0;115.0;0.0;5.0;15.0;160.0;0.0;0.0
372;9 Optics;2016;10.0;115.0;0.0;5.0;15.0;110.0;0.0;0.0
373;9 Optics;2017;10.0;160.0;0.0;0.0;10.0;125.0;0.0;0.0
374;9 Optics;2018;10.0;135.0;0.0;5.0;15.0;130.0;0.0;0.0
375;9 Optics;2019;15.0;150.0;0.0;5.0;10.0;130.0;0.0;0.0
376;9 Optics;2020;15.0;125.0;0.0;0.0;10.0;60.0;0.0;0.0
377;9 Optics;2021;15.0;145.0;5.0;5.0;10.0;20.0;0.0;0.0
378;10 Measurement;2013;35.0;255.0;5.0;65.0;30.0;50.0;0.0;0.0
379;10 Measurement;2014;35.0;280.0;5.0;45.0;30.0;60.0;0.0;0.0
380;10 Measurement;2015;30.0;295.0;5.0;45.0;35.0;55.0;0.0;0.0
381;10 Measurement;2016;35.0;280.0;5.0;45.0;40.0;60.0;0.0;0.0
382;10 Measurement;2017;45.0;305.0;5.0;25.0;40.0;50.0;0.0;0.0
383;10 Measurement;2018;45.0;310.0;5.0;20.0;35.0;70.0;0.0;0.0
384;10 Measurement;2019;35.0;295.0;5.0;30.0;40.0;70.0;0.0;0.0
385;10 Measurement;2020;50.0;265.0;5.0;30.0;35.0;75.0;0.0;0.0
386;10 Measurement;2021;35.0;230.0;0.0;30.0;40.0;65.0;0.0;0.0
387;11 Analysis of biological materials;2013;5.0;25.0;0.0;10.0;5.0;5.0;0.0;0.0
388;11 Analysis of biological materials;2014;10.0;25.0;0.0;5.0;5.0;5.0;0.0;0.0
389;11 Analysis of biological materials;2015;10.0;30.0;0.0;5.0;5.0;5.0;0.0;0.0
390;11 Analysis of biological materials;2016;10.0;25.0;0.0;5.0;5.0;10.0;0.0;0.0
391;11 Analysis of biological materials;2017;10.0;30.0;0.0;0.0;5.0;10.0;0.0;0.0
392;11 Analysis of biological materials;2018;5.0;35.0;0.0;10.0;5.0;10.0;0.0;0.0
393;11 Analysis of biological materials;2019;10.0;20.0;5.0;5.0;5.0;10.0;0.0;0.0
394;11 Analysis of biological materials;2020;15.0;35.0;5.0;5.0;5.0;10.0;0.0;0.0
395;11 Analysis of biological materials;2021;5.0;10.0;0.0;0.0;5.0;5.0;0.0;0.0
396;12 Control;2013;10.0;45.0;0.0;5.0;15.0;15.0;0.0;0.0
397;12 Control;2014;15.0;60.0;0.0;5.0;15.0;15.0;0.0;0.0
398;12 Control;2015;10.0;55.0;0.0;5.0;15.0;20.0;0.0;0.0
399;12 Control;2016;10.0;50.0;0.0;5.0;20.0;20.0;0.0;0.0
400;12 Control;2017;10.0;50.0;0.0;5.0;20.0;20.0;0.0;0.0
401;12 Control;2018;10.0;50.0;0.0;5.0;15.0;15.0;0.0;0.0
402;12 Control;2019;15.0;65.0;0.0;5.0;15.0;20.0;0.0;0.0
403;12 Control;2020;10.0;50.0;0.0;5.0;15.0;20.0;0.0;0.0
404;12 Control;2021;10.0;40.0;0.0;5.0;15.0;20.0;0.0;0.0
405;13 Medical technology;2013;55.0;445.0;5.0;40.0;50.0;60.0;0.0;0.0
406;13 Medical technology;2014;60.0;520.0;5.0;30.0;60.0;80.0;0.0;0.0
407;13 Medical technology;2015;70.0;525.0;5.0;20.0;75.0;85.0;0.0;0.0
408;13 Medical technology;2016;70.0;510.0;5.0;15.0;70.0;80.0;0.0;0.0
409;13 Medical technology;2017;75.0;615.0;5.0;15.0;70.0;95.0;0.0;0.0
410;13 Medical technology;2018;70.0;610.0;5.0;20.0;80.0;115.0;0.0;0.0
411;13 Medical technology;2019;75.0;570.0;5.0;20.0;75.0;105.0;0.0;0.0
412;13 Medical technology;2020;70.0;535.0;5.0;20.0;95.0;125.0;5.0;5.0
413;13 Medical technology;2021;65.0;490.0;5.0;20.0;75.0;110.0;0.0;0.0
414;III Chemistry;2013;215.0;1120.0;25.0;215.0;150.0;180.0;0.0;0.0
415;III Chemistry;2014;220.0;1150.0;30.0;195.0;140.0;175.0;5.0;0.0
416;III Chemistry;2015;245.0;1325.0;30.0;205.0;150.0;210.0;0.0;0.0
417;III Chemistry;2016;220.0;1190.0;25.0;235.0;145.0;190.0;0.0;0.0
418;III Chemistry;2017;225.0;1015.0;20.0;185.0;165.0;230.0;0.0;0.0
419;III Chemistry;2018;230.0;1110.0;35.0;195.0;140.0;205.0;5.0;5.0
420;III Chemistry;2019;255.0;1125.0;35.0;155.0;180.0;255.0;5.0;5.0
421;III Chemistry;2020;270.0;1170.0;30.0;235.0;175.0;240.0;5.0;5.0
422;III Chemistry;2021;220.0;825.0;25.0;180.0;180.0;255.0;5.0;5.0
423;14 Organic fine chemistry;2013;15.0;165.0;5.0;60.0;5.0;5.0;0.0;0.0
424;14 Organic fine chemistry;2014;10.0;165.0;0.0;50.0;0.0;0.0;0.0;0.0
425;14 Organic fine chemistry;2015;15.0;205.0;5.0;55.0;5.0;5.0;0.0;0.0
426;14 Organic fine chemistry;2016;10.0;205.0;5.0;80.0;0.0;5.0;0.0;0.0
427;14 Organic fine chemistry;2017;15.0;205.0;5.0;85.0;5.0;5.0;0.0;0.0
428;14 Organic fine chemistry;2018;15.0;180.0;5.0;65.0;5.0;5.0;0.0;0.0
429;14 Organic fine chemistry;2019;15.0;170.0;0.0;60.0;5.0;10.0;0.0;0.0
430;14 Organic fine chemistry;2020;10.0;175.0;0.0;90.0;0.0;0.0;0.0;0.0
431;14 Organic fine chemistry;2021;10.0;105.0;0.0;50.0;5.0;5.0;0.0;0.0
432;15 Biotechnology;2013;35.0;100.0;5.0;10.0;10.0;15.0;0.0;0.0
433;15 Biotechnology;2014;30.0;105.0;5.0;10.0;5.0;10.0;0.0;0.0
434;15 Biotechnology;2015;30.0;120.0;5.0;10.0;10.0;15.0;0.0;0.0
435;15 Biotechnology;2016;25.0;105.0;5.0;5.0;5.0;10.0;0.0;0.0
436;15 Biotechnology;2017;30.0;95.0;5.0;10.0;5.0;10.0;0.0;0.0
437;15 Biotechnology;2018;30.0;110.0;5.0;20.0;10.0;15.0;0.0;0.0
438;15 Biotechnology;2019;40.0;110.0;10.0;10.0;10.0;20.0;0.0;0.0
439;15 Biotechnology;2020;40.0;120.0;5.0;10.0;10.0;20.0;0.0;5.0
440;15 Biotechnology;2021;35.0;95.0;5.0;10.0;15.0;25.0;0.0;0.0
441;16 Pharmaceuticals;2013;35.0;115.0;5.0;15.0;5.0;5.0;0.0;0.0
442;16 Pharmaceuticals;2014;40.0;100.0;5.0;10.0;10.0;10.0;0.0;0.0
443;16 Pharmaceuticals;2015;40.0;105.0;5.0;15.0;10.0;10.0;0.0;0.0
444;16 Pharmaceuticals;2016;35.0;105.0;10.0;20.0;5.0;10.0;0.0;0.0
445;16 Pharmaceuticals;2017;40.0;130.0;5.0;20.0;15.0;35.0;0.0;0.0
446;16 Pharmaceuticals;2018;50.0;130.0;10.0;15.0;10.0;15.0;0.0;5.0
447;16 Pharmaceuticals;2019;40.0;140.0;10.0;15.0;20.0;25.0;0.0;0.0
448;16 Pharmaceuticals;2020;55.0;155.0;5.0;15.0;20.0;35.0;0.0;0.0
449;16 Pharmaceuticals;2021;35.0;85.0;5.0;10.0;15.0;20.0;0.0;0.0
450;17 Macromolecular chemistry, polymers;2013;10.0;175.0;0.0;25.0;5.0;5.0;0.0;0.0
451;17 Macromolecular chemistry, polymers;2014;10.0;175.0;0.0;5.0;0.0;5.0;0.0;0.0
452;17 Macromolecular chemistry, polymers;2015;10.0;200.0;0.0;0.0;5.0;10.0;0.0;0.0
453;17 Macromolecular chemistry, polymers;2016;15.0;180.0;0.0;5.0;5.0;10.0;0.0;0.0
454;17 Macromolecular chemistry, polymers;2017;10.0;115.0;0.0;0.0;5.0;10.0;0.0;0.0
455;17 Macromolecular chemistry, polymers;2018;15.0;145.0;0.0;5.0;5.0;10.0;0.0;0.0
456;17 Macromolecular chemistry, polymers;2019;10.0;130.0;5.0;5.0;0.0;0.0;0.0;0.0
457;17 Macromolecular chemistry, polymers;2020;15.0;130.0;5.0;5.0;5.0;10.0;0.0;0.0
458;17 Macromolecular chemistry, polymers;2021;10.0;85.0;0.0;0.0;5.0;10.0;0.0;0.0
459;18 Food chemistry;2013;20.0;125.0;0.0;30.0;15.0;15.0;0.0;0.0
460;18 Food chemistry;2014;20.0;110.0;5.0;30.0;10.0;15.0;0.0;0.0
461;18 Food chemistry;2015;30.0;150.0;5.0;40.0;20.0;30.0;0.0;0.0
462;18 Food chemistry;2016;25.0;120.0;0.0;40.0;15.0;25.0;0.0;0.0
463;18 Food chemistry;2017;30.0;120.0;0.0;15.0;30.0;40.0;0.0;0.0
464;18 Food chemistry;2018;20.0;130.0;0.0;15.0;15.0;20.0;0.0;0.0
465;18 Food chemistry;2019;25.0;135.0;5.0;5.0;25.0;35.0;0.0;0.0
466;18 Food chemistry;2020;25.0;120.0;0.0;10.0;25.0;35.0;0.0;0.0
467;18 Food chemistry;2021;30.0;100.0;5.0;10.0;25.0;35.0;0.0;0.0
468;19 Basic materials chemistry;2013;25.0;200.0;5.0;50.0;10.0;15.0;0.0;0.0
469;19 Basic materials chemistry;2014;25.0;235.0;5.0;65.0;10.0;10.0;0.0;0.0
470;19 Basic materials chemistry;2015;35.0;240.0;5.0;60.0;15.0;20.0;0.0;0.0
471;19 Basic materials chemistry;2016;25.0;190.0;5.0;60.0;15.0;20.0;0.0;0.0
472;19 Basic materials chemistry;2017;25.0;155.0;5.0;55.0;20.0;25.0;0.0;0.0
473;19 Basic materials chemistry;2018;25.0;165.0;5.0;60.0;15.0;20.0;0.0;0.0
474;19 Basic materials chemistry;2019;35.0;165.0;5.0;45.0;25.0;40.0;0.0;0.0
475;19 Basic materials chemistry;2020;30.0;220.0;5.0;85.0;15.0;15.0;0.0;5.0
476;19 Basic materials chemistry;2021;35.0;200.0;5.0;90.0;25.0;30.0;0.0;0.0
477;20 Materials, metallurgy;2013;5.0;25.0;0.0;5.0;5.0;10.0;0.0;0.0
478;20 Materials, metallurgy;2014;10.0;30.0;0.0;5.0;5.0;10.0;0.0;0.0
479;20 Materials, metallurgy;2015;10.0;35.0;0.0;0.0;5.0;5.0;0.0;0.0
480;20 Materials, metallurgy;2016;10.0;40.0;0.0;5.0;5.0;5.0;0.0;0.0
481;20 Materials, metallurgy;2017;10.0;30.0;0.0;0.0;10.0;15.0;0.0;0.0
482;20 Materials, metallurgy;2018;10.0;35.0;0.0;0.0;10.0;15.0;0.0;0.0
483;20 Materials, metallurgy;2019;15.0;45.0;0.0;0.0;10.0;15.0;0.0;0.0
484;20 Materials, metallurgy;2020;15.0;40.0;0.0;5.0;5.0;10.0;0.0;0.0
485;20 Materials, metallurgy;2021;10.0;25.0;0.0;5.0;10.0;15.0;0.0;0.0
486;21 Surface technology, coating;2013;10.0;30.0;0.0;5.0;10.0;15.0;0.0;0.0
487;21 Surface technology, coating;2014;15.0;50.0;0.0;5.0;20.0;20.0;0.0;0.0
488;21 Surface technology, coating;2015;15.0;55.0;0.0;5.0;15.0;20.0;0.0;0.0
489;21 Surface technology, coating;2016;15.0;65.0;0.0;0.0;15.0;25.0;0.0;0.0
490;21 Surface technology, coating;2017;10.0;40.0;0.0;0.0;10.0;15.0;0.0;0.0
491;21 Surface technology, coating;2018;10.0;55.0;0.0;5.0;10.0;20.0;0.0;0.0
492;21 Surface technology, coating;2019;15.0;50.0;5.0;5.0;15.0;20.0;0.0;0.0
493;21 Surface technology, coating;2020;20.0;60.0;0.0;0.0;15.0;25.0;0.0;0.0
494;21 Surface technology, coating;2021;15.0;35.0;0.0;5.0;10.0;20.0;0.0;0.0
495;22 Micro-structure and nano-technology;2013;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
496;22 Micro-structure and nano-technology;2014;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
497;22 Micro-structure and nano-technology;2015;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
498;22 Micro-structure and nano-technology;2016;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
499;22 Micro-structure and nano-technology;2017;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0
500;22 Micro-structure and nano-technology;2018;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
501;22 Micro-structure and nano-technology;2019;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0
502;22 Micro-structure and nano-technology;2020;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
503;22 Micro-structure and nano-technology;2021;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
504;23 Chemical engineering;2013;30.0;100.0;0.0;5.0;45.0;55.0;0.0;0.0
505;23 Chemical engineering;2014;35.0;115.0;0.0;10.0;35.0;45.0;0.0;0.0
506;23 Chemical engineering;2015;35.0;130.0;0.0;5.0;40.0;50.0;0.0;0.0
507;23 Chemical engineering;2016;35.0;120.0;0.0;10.0;45.0;55.0;0.0;0.0
508;23 Chemical engineering;2017;25.0;75.0;0.0;5.0;25.0;25.0;0.0;0.0
509;23 Chemical engineering;2018;30.0;85.0;0.0;5.0;35.0;45.0;0.0;0.0
510;23 Chemical engineering;2019;35.0;115.0;5.0;10.0;35.0;45.0;0.0;0.0
511;23 Chemical engineering;2020;30.0;100.0;0.0;10.0;40.0;50.0;0.0;0.0
512;23 Chemical engineering;2021;30.0;60.0;5.0;10.0;35.0;50.0;0.0;0.0
513;24 Environmental technology;2013;25.0;80.0;0.0;15.0;40.0;40.0;0.0;0.0
514;24 Environmental technology;2014;20.0;65.0;0.0;5.0;35.0;45.0;0.0;0.0
515;24 Environmental technology;2015;20.0;85.0;0.0;5.0;30.0;40.0;0.0;0.0
516;24 Environmental technology;2016;15.0;55.0;0.0;5.0;30.0;30.0;0.0;0.0
517;24 Environmental technology;2017;25.0;50.0;0.0;0.0;40.0;40.0;0.0;0.0
518;24 Environmental technology;2018;20.0;55.0;0.0;5.0;30.0;40.0;0.0;0.0
519;24 Environmental technology;2019;30.0;55.0;0.0;5.0;35.0;45.0;0.0;0.0
520;24 Environmental technology;2020;30.0;50.0;0.0;0.0;35.0;40.0;0.0;0.0
521;24 Environmental technology;2021;15.0;30.0;0.0;0.0;30.0;40.0;0.0;0.0
522;IV Mechanical engineering;2013;315.0;695.0;15.0;35.0;475.0;635.0;0.0;0.0
523;IV Mechanical engineering;2014;300.0;735.0;10.0;35.0;485.0;680.0;10.0;10.0
524;IV Mechanical engineering;2015;320.0;810.0;15.0;35.0;445.0;655.0;5.0;5.0
525;IV Mechanical engineering;2016;305.0;695.0;15.0;35.0;405.0;585.0;5.0;5.0
526;IV Mechanical engineering;2017;285.0;725.0;5.0;25.0;425.0;635.0;5.0;5.0
527;IV Mechanical engineering;2018;285.0;650.0;20.0;30.0;425.0;605.0;5.0;5.0
528;IV Mechanical engineering;2019;300.0;745.0;15.0;30.0;400.0;655.0;5.0;5.0
529;IV Mechanical engineering;2020;305.0;705.0;20.0;40.0;420.0;630.0;5.0;5.0
530;IV Mechanical engineering;2021;270.0;615.0;10.0;30.0;415.0;665.0;5.0;5.0
531;25 Handling;2013;60.0;110.0;0.0;5.0;100.0;120.0;0.0;0.0
532;25 Handling;2014;55.0;135.0;0.0;10.0;95.0;145.0;0.0;5.0
533;25 Handling;2015;75.0;160.0;5.0;15.0;90.0;140.0;0.0;0.0
534;25 Handling;2016;55.0;115.0;5.0;15.0;85.0;125.0;0.0;0.0
535;25 Handling;2017;65.0;135.0;0.0;15.0;100.0;150.0;0.0;0.0
536;25 Handling;2018;65.0;120.0;5.0;5.0;80.0;120.0;0.0;0.0
537;25 Handling;2019;60.0;125.0;5.0;10.0;75.0;120.0;0.0;0.0
538;25 Handling;2020;65.0;130.0;0.0;10.0;85.0;130.0;0.0;0.0
539;25 Handling;2021;45.0;100.0;5.0;10.0;75.0;120.0;0.0;0.0
540;26 Machine tools;2013;15.0;45.0;0.0;5.0;25.0;25.0;0.0;0.0
541;26 Machine tools;2014;15.0;50.0;0.0;0.0;25.0;30.0;0.0;0.0
542;26 Machine tools;2015;20.0;40.0;0.0;0.0;30.0;35.0;0.0;0.0
543;26 Machine tools;2016;10.0;40.0;0.0;0.0;15.0;15.0;0.0;0.0
544;26 Machine tools;2017;10.0;55.0;0.0;0.0;25.0;30.0;0.0;0.0
545;26 Machine tools;2018;10.0;50.0;0.0;0.0;20.0;25.0;0.0;0.0
546;26 Machine tools;2019;15.0;60.0;0.0;0.0;25.0;40.0;0.0;0.0
547;26 Machine tools;2020;20.0;40.0;0.0;0.0;20.0;25.0;0.0;0.0
548;26 Machine tools;2021;15.0;50.0;0.0;0.0;15.0;20.0;0.0;0.0
549;27 Engines, pumps, turbines;2013;20.0;45.0;0.0;5.0;20.0;25.0;0.0;0.0
550;27 Engines, pumps, turbines;2014;20.0;40.0;0.0;0.0;30.0;30.0;0.0;0.0
551;27 Engines, pumps, turbines;2015;30.0;55.0;0.0;0.0;25.0;30.0;0.0;0.0
552;27 Engines, pumps, turbines;2016;20.0;40.0;0.0;5.0;20.0;30.0;0.0;0.0
553;27 Engines, pumps, turbines;2017;20.0;40.0;0.0;0.0;25.0;45.0;0.0;0.0
554;27 Engines, pumps, turbines;2018;15.0;30.0;0.0;5.0;20.0;35.0;0.0;0.0
555;27 Engines, pumps, turbines;2019;15.0;35.0;0.0;0.0;20.0;30.0;0.0;0.0
556;27 Engines, pumps, turbines;2020;20.0;30.0;0.0;5.0;25.0;40.0;0.0;0.0
557;27 Engines, pumps, turbines;2021;15.0;35.0;0.0;0.0;20.0;35.0;0.0;0.0
558;28 Textile and paper machines;2013;10.0;55.0;0.0;0.0;10.0;10.0;0.0;0.0
559;28 Textile and paper machines;2014;10.0;60.0;0.0;5.0;5.0;10.0;0.0;0.0
560;28 Textile and paper machines;2015;15.0;85.0;0.0;5.0;10.0;15.0;0.0;0.0
561;28 Textile and paper machines;2016;15.0;70.0;0.0;0.0;10.0;10.0;0.0;0.0
562;28 Textile and paper machines;2017;15.0;75.0;0.0;5.0;15.0;20.0;0.0;0.0
563;28 Textile and paper machines;2018;15.0;55.0;0.0;5.0;15.0;20.0;0.0;0.0
564;28 Textile and paper machines;2019;10.0;45.0;0.0;5.0;10.0;25.0;0.0;0.0
565;28 Textile and paper machines;2020;10.0;30.0;0.0;0.0;10.0;15.0;0.0;0.0
566;28 Textile and paper machines;2021;10.0;25.0;0.0;5.0;10.0;20.0;0.0;0.0
567;29 Other special machines;2013;90.0;195.0;0.0;10.0;135.0;195.0;0.0;0.0
568;29 Other special machines;2014;85.0;215.0;5.0;10.0;150.0;235.0;0.0;5.0
569;29 Other special machines;2015;70.0;240.0;5.0;5.0;115.0;210.0;0.0;0.0
570;29 Other special machines;2016;85.0;215.0;0.0;5.0;130.0;205.0;5.0;5.0
571;29 Other special machines;2017;75.0;215.0;5.0;5.0;115.0;170.0;0.0;0.0
572;29 Other special machines;2018;80.0;200.0;0.0;5.0;120.0;180.0;0.0;0.0
573;29 Other special machines;2019;90.0;240.0;5.0;5.0;125.0;210.0;0.0;5.0
574;29 Other special machines;2020;90.0;220.0;5.0;10.0;130.0;195.0;0.0;0.0
575;29 Other special machines;2021;85.0;180.0;5.0;5.0;140.0;225.0;0.0;0.0
576;30 Thermal processes and apparatus;2013;30.0;50.0;0.0;5.0;45.0;60.0;0.0;0.0
577;30 Thermal processes and apparatus;2014;30.0;55.0;0.0;0.0;45.0;50.0;0.0;0.0
578;30 Thermal processes and apparatus;2015;20.0;45.0;0.0;0.0;40.0;45.0;0.0;0.0
579;30 Thermal processes and apparatus;2016;20.0;45.0;0.0;0.0;20.0;20.0;0.0;0.0
580;30 Thermal processes and apparatus;2017;15.0;45.0;0.0;0.0;30.0;40.0;0.0;0.0
581;30 Thermal processes and apparatus;2018;30.0;45.0;5.0;0.0;45.0;45.0;5.0;0.0
582;30 Thermal processes and apparatus;2019;25.0;50.0;0.0;0.0;40.0;60.0;0.0;0.0
583;30 Thermal processes and apparatus;2020;20.0;50.0;0.0;0.0;45.0;50.0;0.0;0.0
584;30 Thermal processes and apparatus;2021;20.0;60.0;0.0;5.0;40.0;50.0;0.0;0.0
585;31 Mechanical elements;2013;40.0;85.0;5.0;5.0;45.0;65.0;0.0;0.0
