ID;CountryOfCitizenship;AsylumRequests;Periods;TotalMenAndWomen_1;Men_2;Women_3;AllAges_4;YoungerThan15Years_5;k_15To17Years_6;k_18YearsOrOlder_7
1083;China;First asylum requests;2008 4th quarter;50;30;20;50;0;10;40
1084;China;First asylum requests;2008;560;380;180;560;20;50;480
1085;China;First asylum requests;2009 1st quarter;80;30;40;80;10;0;60
1086;China;First asylum requests;2009 2nd quarter;60;40;20;60;10;0;50
1087;China;First asylum requests;2009 3rd quarter;60;30;30;60;10;0;50
1088;China;First asylum requests;2009 4th quarter;110;60;50;110;10;0;90
1089;China;First asylum requests;2009;300;160;140;300;40;10;250
1090;China;First asylum requests;2010 1st quarter;80;50;30;80;10;10;70
1091;China;First asylum requests;2010 2nd quarter;80;50;30;80;10;10;60
1092;China;First asylum requests;2010 3rd quarter;70;50;30;70;0;10;60
1093;China;First asylum requests;2010 4th quarter;80;60;30;80;10;10;70
1094;China;First asylum requests;2010;310;210;100;310;20;30;260
1095;China;First asylum requests;2011 1st quarter;80;40;40;80;10;10;60
1096;China;First asylum requests;2011 2nd quarter;60;30;30;60;0;10;50
1097;China;First asylum requests;2011 3rd quarter;80;50;30;80;10;0;60
1098;China;First asylum requests;2011 4th quarter;70;40;30;70;10;0;50
1099;China;First asylum requests;2011;280;160;130;280;40;20;220
1100;China;Follow-up asylum requests;2007 1st quarter;0;0;0;0;0;0;0
1101;China;Follow-up asylum requests;2007 2nd quarter;10;10;0;10;0;0;10
1102;China;Follow-up asylum requests;2007 3rd quarter;10;0;10;10;0;0;10
1103;China;Follow-up asylum requests;2007 4th quarter;0;0;0;0;0;0;0
1104;China;Follow-up asylum requests;2007;30;20;10;30;0;0;20
1105;China;Follow-up asylum requests;2008 1st quarter;10;0;0;10;0;0;10
1106;China;Follow-up asylum requests;2008 2nd quarter;20;10;0;20;0;0;20
1107;China;Follow-up asylum requests;2008 3rd quarter;0;0;0;0;0;0;0
1108;China;Follow-up asylum requests;2008 4th quarter;20;10;0;20;0;0;10
1109;China;Follow-up asylum requests;2008;40;30;10;40;0;0;40
1110;China;Follow-up asylum requests;2009 1st quarter;10;10;10;10;0;0;10
1111;China;Follow-up asylum requests;2009 2nd quarter;10;10;0;10;0;0;10
1112;China;Follow-up asylum requests;2009 3rd quarter;10;0;10;10;0;0;0
1113;China;Follow-up asylum requests;2009 4th quarter;10;10;0;10;0;0;10
1114;China;Follow-up asylum requests;2009;40;20;20;40;10;0;30
1115;China;Follow-up asylum requests;2010 1st quarter;0;0;0;0;0;0;0
1116;China;Follow-up asylum requests;2010 2nd quarter;0;0;0;0;0;0;0
1117;China;Follow-up asylum requests;2010 3rd quarter;0;0;0;0;0;0;0
1118;China;Follow-up asylum requests;2010 4th quarter;0;0;0;0;0;0;0
1119;China;Follow-up asylum requests;2010;10;10;10;10;0;0;10
1120;China;Follow-up asylum requests;2011 1st quarter;0;0;0;0;0;0;0
1121;China;Follow-up asylum requests;2011 2nd quarter;20;10;10;20;0;0;20
1122;China;Follow-up asylum requests;2011 3rd quarter;10;0;0;10;0;0;10
1123;China;Follow-up asylum requests;2011 4th quarter;10;0;0;10;0;0;10
1124;China;Follow-up asylum requests;2011;40;20;10;40;0;0;30
1125;37;Total asylum requests;2007 1st quarter;10;0;10;10;0;0;10
1126;37;Total asylum requests;2007 2nd quarter;10;0;0;10;0;0;10
1127;37;Total asylum requests;2007 3rd quarter;10;10;0;10;0;0;10
1128;37;Total asylum requests;2007 4th quarter;10;10;10;10;0;0;10
1129;37;Total asylum requests;2007;40;20;20;40;10;0;30
1130;37;Total asylum requests;2008 1st quarter;10;10;10;10;0;0;10
1131;37;Total asylum requests;2008 2nd quarter;10;10;0;10;0;0;10
1132;37;Total asylum requests;2008 3rd quarter;20;10;10;20;10;0;10
1133;37;Total asylum requests;2008 4th quarter;30;10;10;30;0;0;20
1134;37;Total asylum requests;2008;60;30;30;60;10;0;50
1135;37;Total asylum requests;2009 1st quarter;10;10;0;10;0;0;10
1136;37;Total asylum requests;2009 2nd quarter;10;10;10;10;0;0;10
1137;37;Total asylum requests;2009 3rd quarter;10;0;0;10;0;0;0
1138;37;Total asylum requests;2009 4th quarter;10;10;0;10;0;0;10
1139;37;Total asylum requests;2009;40;30;10;40;10;0;30
1140;37;Total asylum requests;2010 1st quarter;0;0;0;0;0;0;0
1141;37;Total asylum requests;2010 2nd quarter;10;0;0;10;0;0;0
1142;37;Total asylum requests;2010 3rd quarter;0;0;0;0;0;0;0
1143;37;Total asylum requests;2010 4th quarter;10;10;0;10;0;0;10
1144;37;Total asylum requests;2010;20;20;0;20;10;0;10
1145;37;Total asylum requests;2011 1st quarter;0;0;0;0;0;0;0
1146;37;Total asylum requests;2011 2nd quarter;0;0;0;0;0;0;0
1147;37;Total asylum requests;2011 3rd quarter;0;0;0;0;0;0;0
1148;37;Total asylum requests;2011 4th quarter;0;0;0;0;0;0;0
1149;37;Total asylum requests;2011;10;10;0;10;0;0;10
1150;37;First asylum requests;2007 1st quarter;0;0;0;0;0;0;0
1151;37;First asylum requests;2007 2nd quarter;10;0;0;10;0;0;0
1152;37;First asylum requests;2007 3rd quarter;0;0;0;0;0;0;0
1153;37;First asylum requests;2007 4th quarter;10;10;0;10;0;0;10
1154;37;First asylum requests;2007;20;10;0;20;0;0;10
1155;37;First asylum requests;2008 1st quarter;10;0;10;10;0;0;10
1156;37;First asylum requests;2008 2nd quarter;10;10;0;10;0;0;10
1157;37;First asylum requests;2008 3rd quarter;10;0;0;10;0;0;0
1158;37;First asylum requests;2008 4th quarter;10;10;10;10;0;0;10
1159;37;First asylum requests;2008;30;20;20;30;0;0;30
1160;37;First asylum requests;2009 1st quarter;10;10;0;10;0;0;10
1161;37;First asylum requests;2009 2nd quarter;10;10;0;10;0;0;10
1162;37;First asylum requests;2009 3rd quarter;10;0;0;10;0;0;0
1163;37;First asylum requests;2009 4th quarter;10;10;0;10;0;0;10
1164;37;First asylum requests;2009;30;20;10;30;10;0;30
1165;37;First asylum requests;2010 1st quarter;0;0;0;0;0;0;0
1166;37;First asylum requests;2010 2nd quarter;10;0;0;10;0;0;0
1167;37;First asylum requests;2010 3rd quarter;0;0;0;0;0;0;0
1168;37;First asylum requests;2010 4th quarter;10;10;0;10;0;0;10
1169;37;First asylum requests;2010;20;10;0;20;10;0;10
1170;37;First asylum requests;2011 1st quarter;0;0;0;0;0;0;0
1171;37;First asylum requests;2011 2nd quarter;0;0;0;0;0;0;0
1172;37;First asylum requests;2011 3rd quarter;0;0;0;0;0;0;0
1173;37;First asylum requests;2011 4th quarter;0;0;0;0;0;0;0
1174;37;First asylum requests;2011;0;0;0;0;0;0;0
1175;37;Follow-up asylum requests;2007 1st quarter;10;0;10;10;0;0;10
1176;37;Follow-up asylum requests;2007 2nd quarter;0;0;0;0;0;0;0
1177;37;Follow-up asylum requests;2007 3rd quarter;10;0;0;10;0;0;0
1178;37;Follow-up asylum requests;2007 4th quarter;10;0;10;10;0;0;0
1179;37;Follow-up asylum requests;2007;20;10;20;20;10;0;10
1180;37;Follow-up asylum requests;2008 1st quarter;0;0;0;0;0;0;0
1181;37;Follow-up asylum requests;2008 2nd quarter;0;0;0;0;0;0;0
1182;37;Follow-up asylum requests;2008 3rd quarter;10;0;10;10;0;0;10
1183;37;Follow-up asylum requests;2008 4th quarter;20;10;10;20;0;0;10
1184;37;Follow-up asylum requests;2008;30;20;10;30;10;0;20
1185;37;Follow-up asylum requests;2009 1st quarter;0;0;0;0;0;0;0
1186;37;Follow-up asylum requests;2009 2nd quarter;0;0;0;0;0;0;0
1187;37;Follow-up asylum requests;2009 3rd quarter;0;0;0;0;0;0;0
1188;37;Follow-up asylum requests;2009 4th quarter;0;0;0;0;0;0;0
1189;37;Follow-up asylum requests;2009;10;0;10;10;0;0;0
1190;37;Follow-up asylum requests;2010 1st quarter;0;0;0;0;0;0;0
1191;37;Follow-up asylum requests;2010 2nd quarter;0;0;0;0;0;0;0
1192;37;Follow-up asylum requests;2010 3rd quarter;0;0;0;0;0;0;0
1193;37;Follow-up asylum requests;2010 4th quarter;0;0;0;0;0;0;0
1194;37;Follow-up asylum requests;2010;0;0;0;0;0;0;0
1195;37;Follow-up asylum requests;2011 1st quarter;0;0;0;0;0;0;0
1196;37;Follow-up asylum requests;2011 2nd quarter;0;0;0;0;0;0;0
1197;37;Follow-up asylum requests;2011 3rd quarter;0;0;0;0;0;0;0
1198;37;Follow-up asylum requests;2011 4th quarter;0;0;0;0;0;0;0
1199;37;Follow-up asylum requests;2011;0;0;0;0;0;0;0
1200;Congo;Total asylum requests;2007 1st quarter;20;10;10;20;0;0;10
1201;Congo;Total asylum requests;2007 2nd quarter;10;10;10;10;0;0;10
1202;Congo;Total asylum requests;2007 3rd quarter;30;10;10;30;10;10;20
1203;Congo;Total asylum requests;2007 4th quarter;30;10;20;30;10;0;20
1204;Congo;Total asylum requests;2007;90;40;40;90;20;10;60
1205;Congo;Total asylum requests;2008 1st quarter;20;10;10;20;0;0;10
1206;Congo;Total asylum requests;2008 2nd quarter;20;10;10;20;0;0;10
1207;Congo;Total asylum requests;2008 3rd quarter;40;20;10;40;10;0;30
1208;Congo;Total asylum requests;2008 4th quarter;20;20;10;20;0;0;20
1209;Congo;Total asylum requests;2008;100;50;50;100;20;10;70
1210;Congo;Total asylum requests;2009 1st quarter;30;20;10;30;0;0;30
1211;Congo;Total asylum requests;2009 2nd quarter;20;10;10;20;0;0;20
1212;Congo;Total asylum requests;2009 3rd quarter;20;10;10;20;0;0;10
1213;Congo;Total asylum requests;2009 4th quarter;30;20;20;30;0;10;30
1214;Congo;Total asylum requests;2009;100;50;50;100;10;10;80
1215;Congo;Total asylum requests;2010 1st quarter;40;20;20;40;10;0;30
1216;Congo;Total asylum requests;2010 2nd quarter;30;10;20;30;10;0;20
1217;Congo;Total asylum requests;2010 3rd quarter;40;20;20;40;10;0;30
1218;Congo;Total asylum requests;2010 4th quarter;30;20;10;30;0;0;30
1219;Congo;Total asylum requests;2010;140;70;70;140;30;10;100
1220;Congo;Total asylum requests;2011 1st quarter;20;10;10;20;10;0;20
1221;Congo;Total asylum requests;2011 2nd quarter;20;10;10;20;0;0;20
1222;Congo;Total asylum requests;2011 3rd quarter;20;10;10;20;0;0;20
1223;Congo;Total asylum requests;2011 4th quarter;30;20;10;30;0;0;30
1224;Congo;Total asylum requests;2011;100;50;40;100;10;0;90
1225;Congo;First asylum requests;2007 1st quarter;10;10;0;10;0;0;10
1226;Congo;First asylum requests;2007 2nd quarter;10;10;0;10;0;0;10
1227;Congo;First asylum requests;2007 3rd quarter;20;10;10;20;0;10;10
1228;Congo;First asylum requests;2007 4th quarter;20;10;10;20;0;0;10
1229;Congo;First asylum requests;2007;60;30;30;60;10;10;30
1230;Congo;First asylum requests;2008 1st quarter;10;0;10;10;0;0;10
1231;Congo;First asylum requests;2008 2nd quarter;20;10;10;20;0;0;10
1232;Congo;First asylum requests;2008 3rd quarter;30;20;10;30;10;0;20
1233;Congo;First asylum requests;2008 4th quarter;20;10;10;20;0;0;20
1234;Congo;First asylum requests;2008;80;40;40;80;20;10;60
1235;Congo;First asylum requests;2009 1st quarter;30;20;10;30;0;0;20
1236;Congo;First asylum requests;2009 2nd quarter;20;10;10;20;0;0;10
1237;Congo;First asylum requests;2009 3rd quarter;10;10;10;10;0;0;10
1238;Congo;First asylum requests;2009 4th quarter;30;10;20;30;0;10;20
1239;Congo;First asylum requests;2009;80;40;40;80;10;10;60
1240;Congo;First asylum requests;2010 1st quarter;30;10;20;30;10;0;20
1241;Congo;First asylum requests;2010 2nd quarter;30;10;20;30;10;0;20
1242;Congo;First asylum requests;2010 3rd quarter;40;20;20;40;10;0;20
1243;Congo;First asylum requests;2010 4th quarter;30;20;10;30;0;0;20
1244;Congo;First asylum requests;2010;130;60;60;130;30;10;90
1245;Congo;First asylum requests;2011 1st quarter;20;10;10;20;10;0;20
1246;Congo;First asylum requests;2011 2nd quarter;10;10;10;10;0;0;10
1247;Congo;First asylum requests;2011 3rd quarter;20;10;10;20;0;0;20
1248;Congo;First asylum requests;2011 4th quarter;30;20;10;30;0;0;30
1249;Congo;First asylum requests;2011;90;50;40;90;10;0;80
1250;Congo;Follow-up asylum requests;2007 1st quarter;10;0;0;10;0;0;10
1251;Congo;Follow-up asylum requests;2007 2nd quarter;10;0;0;10;0;0;10
1252;Congo;Follow-up asylum requests;2007 3rd quarter;10;0;0;10;0;0;10
1253;Congo;Follow-up asylum requests;2007 4th quarter;10;0;0;10;0;0;10
1254;Congo;Follow-up asylum requests;2007;30;10;10;30;0;0;20
1255;Congo;Follow-up asylum requests;2008 1st quarter;0;0;0;0;0;0;0
1256;Congo;Follow-up asylum requests;2008 2nd quarter;0;0;0;0;0;0;0
1257;Congo;Follow-up asylum requests;2008 3rd quarter;10;0;0;10;0;0;10
1258;Congo;Follow-up asylum requests;2008 4th quarter;0;0;0;0;0;0;0
1259;Congo;Follow-up asylum requests;2008;10;10;0;10;0;0;10
1260;Congo;Follow-up asylum requests;2009 1st quarter;0;0;0;0;0;0;0
1261;Congo;Follow-up asylum requests;2009 2nd quarter;10;0;0;10;0;0;10
1262;Congo;Follow-up asylum requests;2009 3rd quarter;10;0;0;10;0;0;0
1263;Congo;Follow-up asylum requests;2009 4th quarter;0;0;0;0;0;0;0
1264;Congo;Follow-up asylum requests;2009;20;10;10;20;0;0;20
1265;Congo;Follow-up asylum requests;2010 1st quarter;0;0;0;0;0;0;0
1266;Congo;Follow-up asylum requests;2010 2nd quarter;0;0;0;0;0;0;0
1267;Congo;Follow-up asylum requests;2010 3rd quarter;0;0;0;0;0;0;0
1268;Congo;Follow-up asylum requests;2010 4th quarter;0;0;0;0;0;0;0
1269;Congo;Follow-up asylum requests;2010;10;10;0;10;0;0;10
1270;Congo;Follow-up asylum requests;2011 1st quarter;0;0;0;0;0;0;0
1271;Congo;Follow-up asylum requests;2011 2nd quarter;0;0;0;0;0;0;0
1272;Congo;Follow-up asylum requests;2011 3rd quarter;0;0;0;0;0;0;0
1273;Congo;Follow-up asylum requests;2011 4th quarter;0;0;0;0;0;0;0
1274;Congo;Follow-up asylum requests;2011;10;10;0;10;0;0;10
1275;Congo (Democratic Republic);Total asylum requests;2007 1st quarter;20;10;10;20;0;0;20
1276;Congo (Democratic Republic);Total asylum requests;2007 2nd quarter;20;10;10;20;0;0;20
1277;Congo (Democratic Republic);Total asylum requests;2007 3rd quarter;10;10;0;10;0;0;10
1278;Congo (Democratic Republic);Total asylum requests;2007 4th quarter;10;10;0;10;0;0;10
1279;Congo (Democratic Republic);Total asylum requests;2007;60;40;20;60;10;0;50
1280;Congo (Democratic Republic);Total asylum requests;2008 1st quarter;10;10;10;10;0;0;10
1281;Congo (Democratic Republic);Total asylum requests;2008 2nd quarter;10;0;10;10;0;0;10
1282;Congo (Democratic Republic);Total asylum requests;2008 3rd quarter;20;10;10;20;10;0;10
1283;Congo (Democratic Republic);Total asylum requests;2008 4th quarter;20;10;10;20;0;0;10
1284;Congo (Democratic Republic);Total asylum requests;2008;60;30;30;60;10;10;40
1285;Congo (Democratic Republic);Total asylum requests;2009 1st quarter;20;10;10;20;10;0;10
1286;Congo (Democratic Republic);Total asylum requests;2009 2nd quarter;10;0;0;10;0;0;10
1287;Congo (Democratic Republic);Total asylum requests;2009 3rd quarter;10;10;0;10;0;0;10
1288;Congo (Democratic Republic);Total asylum requests;2009 4th quarter;10;10;10;10;0;0;10
1289;Congo (Democratic Republic);Total asylum requests;2009;50;30;20;50;10;0;40
1290;Congo (Democratic Republic);Total asylum requests;2010 1st quarter;20;10;10;20;0;0;10
1291;Congo (Democratic Republic);Total asylum requests;2010 2nd quarter;10;0;10;10;0;0;10
1292;Congo (Democratic Republic);Total asylum requests;2010 3rd quarter;10;10;0;10;0;0;10
1293;Congo (Democratic Republic);Total asylum requests;2010 4th quarter;10;10;10;10;0;0;10
1294;Congo (Democratic Republic);Total asylum requests;2010;50;20;30;50;20;0;40
1295;Congo (Democratic Republic);Total asylum requests;2011 1st quarter;10;0;0;10;0;0;10
1296;Congo (Democratic Republic);Total asylum requests;2011 2nd quarter;10;10;10;10;10;0;10
1297;Congo (Democratic Republic);Total asylum requests;2011 3rd quarter;0;0;0;0;0;0;0
1298;Congo (Democratic Republic);Total asylum requests;2011 4th quarter;10;0;10;10;10;0;0
1299;Congo (Democratic Republic);Total asylum requests;2011;30;10;20;30;10;0;20
1300;Congo (Democratic Republic);First asylum requests;2007 1st quarter;10;0;0;10;0;0;10
1301;Congo (Democratic Republic);First asylum requests;2007 2nd quarter;0;0;0;0;0;0;0
1302;Congo (Democratic Republic);First asylum requests;2007 3rd quarter;0;0;0;0;0;0;0
1303;Congo (Democratic Republic);First asylum requests;2007 4th quarter;10;0;0;10;0;0;10
1304;Congo (Democratic Republic);First asylum requests;2007;20;10;10;20;0;0;20
1305;Congo (Democratic Republic);First asylum requests;2008 1st quarter;10;0;10;10;0;0;0
1306;Congo (Democratic Republic);First asylum requests;2008 2nd quarter;0;0;0;0;0;0;0
1307;Congo (Democratic Republic);First asylum requests;2008 3rd quarter;20;10;10;20;10;0;10
1308;Congo (Democratic Republic);First asylum requests;2008 4th quarter;10;10;0;10;0;0;10
1309;Congo (Democratic Republic);First asylum requests;2008;40;20;20;40;10;10;20
1310;Congo (Democratic Republic);First asylum requests;2009 1st quarter;20;10;10;20;10;0;10
1311;Congo (Democratic Republic);First asylum requests;2009 2nd quarter;0;0;0;0;0;0;0
1312;Congo (Democratic Republic);First asylum requests;2009 3rd quarter;10;0;0;10;0;0;0
1313;Congo (Democratic Republic);First asylum requests;2009 4th quarter;10;10;0;10;0;0;10
1314;Congo (Democratic Republic);First asylum requests;2009;30;20;10;30;10;0;20
1315;Congo (Democratic Republic);First asylum requests;2010 1st quarter;20;10;10;20;0;0;10
1316;Congo (Democratic Republic);First asylum requests;2010 2nd quarter;10;0;10;10;0;0;10
1317;Congo (Democratic Republic);First asylum requests;2010 3rd quarter;10;10;0;10;0;0;0
1318;Congo (Democratic Republic);First asylum requests;2010 4th quarter;10;0;10;10;0;0;10
1319;Congo (Democratic Republic);First asylum requests;2010;50;20;30;50;20;0;30
1320;Congo (Democratic Republic);First asylum requests;2011 1st quarter;10;0;0;10;0;0;10
1321;Congo (Democratic Republic);First asylum requests;2011 2nd quarter;10;0;10;10;10;0;0
1322;Congo (Democratic Republic);First asylum requests;2011 3rd quarter;0;0;0;0;0;0;0
1323;Congo (Democratic Republic);First asylum requests;2011 4th quarter;10;0;10;10;10;0;0
1324;Congo (Democratic Republic);First asylum requests;2011;20;10;20;20;10;0;10
1325;Congo (Democratic Republic);Follow-up asylum requests;2007 1st quarter;10;10;10;10;0;0;10
1326;Congo (Democratic Republic);Follow-up asylum requests;2007 2nd quarter;20;10;10;20;0;0;20
1327;Congo (Democratic Republic);Follow-up asylum requests;2007 3rd quarter;0;0;0;0;0;0;0
1328;Congo (Democratic Republic);Follow-up asylum requests;2007 4th quarter;10;10;0;10;0;0;10
1329;Congo (Democratic Republic);Follow-up asylum requests;2007;40;30;20;40;0;0;40
1330;Congo (Democratic Republic);Follow-up asylum requests;2008 1st quarter;10;0;0;10;0;0;10
1331;Congo (Democratic Republic);Follow-up asylum requests;2008 2nd quarter;10;0;0;10;0;0;0
1332;Congo (Democratic Republic);Follow-up asylum requests;2008 3rd quarter;10;0;0;10;0;0;0
1333;Congo (Democratic Republic);Follow-up asylum requests;2008 4th quarter;0;0;0;0;0;0;0
1334;Congo (Democratic Republic);Follow-up asylum requests;2008;20;10;10;20;0;0;20
1335;Congo (Democratic Republic);Follow-up asylum requests;2009 1st quarter;10;0;0;10;0;0;10
1336;Congo (Democratic Republic);Follow-up asylum requests;2009 2nd quarter;10;0;0;10;0;0;10
1337;Congo (Democratic Republic);Follow-up asylum requests;2009 3rd quarter;0;0;0;0;0;0;0
1338;Congo (Democratic Republic);Follow-up asylum requests;2009 4th quarter;0;0;0;0;0;0;0
1339;Congo (Democratic Republic);Follow-up asylum requests;2009;20;10;10;20;0;0;20
1340;Congo (Democratic Republic);Follow-up asylum requests;2010 1st quarter;0;0;0;0;0;0;0
1341;Congo (Democratic Republic);Follow-up asylum requests;2010 2nd quarter;0;0;0;0;0;0;0
1342;Congo (Democratic Republic);Follow-up asylum requests;2010 3rd quarter;0;0;0;0;0;0;0
1343;Congo (Democratic Republic);Follow-up asylum requests;2010 4th quarter;0;0;0;0;0;0;0
1344;Congo (Democratic Republic);Follow-up asylum requests;2010;10;0;0;10;0;0;10
1345;Congo (Democratic Republic);Follow-up asylum requests;2011 1st quarter;0;0;0;0;0;0;0
1346;Congo (Democratic Republic);Follow-up asylum requests;2011 2nd quarter;10;0;0;10;0;0;0
1347;Congo (Democratic Republic);Follow-up asylum requests;2011 3rd quarter;0;0;0;0;0;0;0
1348;Congo (Democratic Republic);Follow-up asylum requests;2011 4th quarter;0;0;0;0;0;0;0
1349;Congo (Democratic Republic);Follow-up asylum requests;2011;10;10;0;10;0;0;10
1350;Cote d'Ivoire;Total asylum requests;2007 1st quarter;40;20;10;40;0;0;30
1351;Cote d'Ivoire;Total asylum requests;2007 2nd quarter;30;20;10;30;10;10;20
1352;Cote d'Ivoire;Total asylum requests;2007 3rd quarter;40;20;10;40;10;10;20
1353;Cote d'Ivoire;Total asylum requests;2007 4th quarter;20;10;20;20;10;0;10
1354;Cote d'Ivoire;Total asylum requests;2007;130;70;50;130;30;20;80
1355;Cote d'Ivoire;Total asylum requests;2008 1st quarter;20;10;10;20;0;0;10
1356;Cote d'Ivoire;Total asylum requests;2008 2nd quarter;20;10;10;20;0;0;20
1357;Cote d'Ivoire;Total asylum requests;2008 3rd quarter;30;20;10;30;10;0;20
1358;Cote d'Ivoire;Total asylum requests;2008 4th quarter;30;20;10;30;0;0;20
1359;Cote d'Ivoire;Total asylum requests;2008;90;50;40;90;10;10;70
1360;Cote d'Ivoire;Total asylum requests;2009 1st quarter;30;20;10;30;0;0;20
1361;Cote d'Ivoire;Total asylum requests;2009 2nd quarter;20;20;0;20;0;0;20
1362;Cote d'Ivoire;Total asylum requests;2009 3rd quarter;20;20;0;20;0;0;20
1363;Cote d'Ivoire;Total asylum requests;2009 4th quarter;40;30;10;40;10;0;40
1364;Cote d'Ivoire;Total asylum requests;2009;120;90;30;120;10;10;100
1365;Cote d'Ivoire;Total asylum requests;2010 1st quarter;60;40;20;60;10;0;50
1366;Cote d'Ivoire;Total asylum requests;2010 2nd quarter;40;30;10;40;0;0;40
1367;Cote d'Ivoire;Total asylum requests;2010 3rd quarter;40;30;10;40;0;10;40
1368;Cote d'Ivoire;Total asylum requests;2010 4th quarter;30;30;0;30;0;0;30
1369;Cote d'Ivoire;Total asylum requests;2010;170;130;30;170;10;10;150
1370;Cote d'Ivoire;Total asylum requests;2011 1st quarter;40;30;10;40;10;0;40
1371;Cote d'Ivoire;Total asylum requests;2011 2nd quarter;40;30;10;40;0;0;30
1372;Cote d'Ivoire;Total asylum requests;2011 3rd quarter;30;30;10;30;0;0;30
1373;Cote d'Ivoire;Total asylum requests;2011 4th quarter;20;20;0;20;0;0;20
1374;Cote d'Ivoire;Total asylum requests;2011;130;110;30;130;10;10;120
1375;Cote d'Ivoire;First asylum requests;2007 1st quarter;30;20;10;30;0;0;20
1376;Cote d'Ivoire;First asylum requests;2007 2nd quarter;30;20;10;30;10;10;20
1377;Cote d'Ivoire;First asylum requests;2007 3rd quarter;30;20;10;30;10;10;10
1378;Cote d'Ivoire;First asylum requests;2007 4th quarter;20;10;20;20;10;0;10
1379;Cote d'Ivoire;First asylum requests;2007;110;60;50;110;30;20;70
1380;Cote d'Ivoire;First asylum requests;2008 1st quarter;20;10;10;20;0;0;10
1381;Cote d'Ivoire;First asylum requests;2008 2nd quarter;20;10;10;20;0;0;20
1382;Cote d'Ivoire;First asylum requests;2008 3rd quarter;30;10;10;30;10;0;20
1383;Cote d'Ivoire;First asylum requests;2008 4th quarter;20;20;10;20;0;0;20
1384;Cote d'Ivoire;First asylum requests;2008;80;50;30;80;10;10;60
1385;Cote d'Ivoire;First asylum requests;2009 1st quarter;30;20;10;30;0;0;20
1386;Cote d'Ivoire;First asylum requests;2009 2nd quarter;20;20;0;20;0;0;20
1387;Cote d'Ivoire;First asylum requests;2009 3rd quarter;20;20;0;20;0;0;20
1388;Cote d'Ivoire;First asylum requests;2009 4th quarter;40;30;10;40;10;0;30
1389;Cote d'Ivoire;First asylum requests;2009;110;80;30;110;10;10;90
1390;Cote d'Ivoire;First asylum requests;2010 1st quarter;60;50;10;60;10;0;50
1391;Cote d'Ivoire;First asylum requests;2010 2nd quarter;40;30;10;40;0;0;40
1392;Cote d'Ivoire;First asylum requests;2010 3rd quarter;40;30;10;40;0;10;40
1393;Cote d'Ivoire;First asylum requests;2010 4th quarter;20;20;0;20;0;0;20
1394;Cote d'Ivoire;First asylum requests;2010;160;130;30;160;10;10;140
1395;Cote d'Ivoire;First asylum requests;2011 1st quarter;40;30;10;40;10;0;30
1396;Cote d'Ivoire;First asylum requests;2011 2nd quarter;30;30;10;30;0;0;30
1397;Cote d'Ivoire;First asylum requests;2011 3rd quarter;30;20;10;30;0;0;30
1398;Cote d'Ivoire;First asylum requests;2011 4th quarter;20;20;0;20;0;0;20
1399;Cote d'Ivoire;First asylum requests;2011;120;100;20;120;10;10;110
1400;Cote d'Ivoire;Follow-up asylum requests;2007 1st quarter;10;10;0;10;0;0;10
1401;Cote d'Ivoire;Follow-up asylum requests;2007 2nd quarter;0;0;0;0;0;0;0
1402;Cote d'Ivoire;Follow-up asylum requests;2007 3rd quarter;0;0;0;0;0;0;0
1403;Cote d'Ivoire;Follow-up asylum requests;2007 4th quarter;0;0;0;0;0;0;0
1404;Cote d'Ivoire;Follow-up asylum requests;2007;10;10;0;10;0;0;10
1405;Cote d'Ivoire;Follow-up asylum requests;2008 1st quarter;0;0;0;0;0;0;0
1406;Cote d'Ivoire;Follow-up asylum requests;2008 2nd quarter;10;0;0;10;0;0;0
1407;Cote d'Ivoire;Follow-up asylum requests;2008 3rd quarter;0;0;0;0;0;0;0
1408;Cote d'Ivoire;Follow-up asylum requests;2008 4th quarter;0;0;0;0;0;0;0
1409;Cote d'Ivoire;Follow-up asylum requests;2008;10;10;0;10;0;0;10
1410;Cote d'Ivoire;Follow-up asylum requests;2009 1st quarter;0;0;0;0;0;0;0
1411;Cote d'Ivoire;Follow-up asylum requests;2009 2nd quarter;0;0;0;0;0;0;0
1412;Cote d'Ivoire;Follow-up asylum requests;2009 3rd quarter;0;0;0;0;0;0;0
1413;Cote d'Ivoire;Follow-up asylum requests;2009 4th quarter;0;0;0;0;0;0;0
1414;Cote d'Ivoire;Follow-up asylum requests;2009;10;10;0;10;0;0;10
1415;Cote d'Ivoire;Follow-up asylum requests;2010 1st quarter;0;0;0;0;0;0;0
1416;Cote d'Ivoire;Follow-up asylum requests;2010 2nd quarter;0;0;0;0;0;0;0
1417;Cote d'Ivoire;Follow-up asylum requests;2010 3rd quarter;0;0;0;0;0;0;0
1418;Cote d'Ivoire;Follow-up asylum requests;2010 4th quarter;0;0;0;0;0;0;0
1419;Cote d'Ivoire;Follow-up asylum requests;2010;10;10;0;10;0;0;10
1420;Cote d'Ivoire;Follow-up asylum requests;2011 1st quarter;0;0;0;0;0;0;0
1421;Cote d'Ivoire;Follow-up asylum requests;2011 2nd quarter;0;0;0;0;0;0;0
1422;Cote d'Ivoire;Follow-up asylum requests;2011 3rd quarter;0;0;0;0;0;0;0
1423;Cote d'Ivoire;Follow-up asylum requests;2011 4th quarter;0;0;0;0;0;0;0
1424;Cote d'Ivoire;Follow-up asylum requests;2011;10;10;0;10;0;0;10
1425;39;Total asylum requests;2007 1st quarter;0;0;0;0;0;0;0
