ID;BedrijfstakBranchesSBI2008;Perioden;TotaalBedrijven_1;Eenmanszaken_2;OverigeRechtspersonen_3
2916;13-15 Textiel-, kleding-, lederindustrie;1994 1e kwartaal;17;4;13
2917;13-15 Textiel-, kleding-, lederindustrie;1994 april;8;2;6
2918;13-15 Textiel-, kleding-, lederindustrie;1994 mei;7;1;6
2919;13-15 Textiel-, kleding-, lederindustrie;1994 juni;8;1;7
2920;13-15 Textiel-, kleding-, lederindustrie;1994 2e kwartaal;23;4;19
2921;13-15 Textiel-, kleding-, lederindustrie;1994 juli;13;4;9
2922;13-15 Textiel-, kleding-, lederindustrie;1994 augustus;7;5;2
2923;13-15 Textiel-, kleding-, lederindustrie;1994 september;4;2;2
2924;13-15 Textiel-, kleding-, lederindustrie;1994 3e kwartaal;24;11;13
2925;13-15 Textiel-, kleding-, lederindustrie;1994 oktober;6;2;4
2926;13-15 Textiel-, kleding-, lederindustrie;1994 november;6;3;3
2927;13-15 Textiel-, kleding-, lederindustrie;1994 december;9;5;4
2928;13-15 Textiel-, kleding-, lederindustrie;1994 4e kwartaal;21;10;11
2929;13-15 Textiel-, kleding-, lederindustrie;1994;85;29;56
2930;13-15 Textiel-, kleding-, lederindustrie;1995 januari;8;5;3
2931;13-15 Textiel-, kleding-, lederindustrie;1995 februari;4;2;2
2932;13-15 Textiel-, kleding-, lederindustrie;1995 maart;7;4;3
2933;13-15 Textiel-, kleding-, lederindustrie;1995 1e kwartaal;19;11;8
2934;13-15 Textiel-, kleding-, lederindustrie;1995 april;5;2;3
2935;13-15 Textiel-, kleding-, lederindustrie;1995 mei;6;3;3
2936;13-15 Textiel-, kleding-, lederindustrie;1995 juni;4;2;2
2937;13-15 Textiel-, kleding-, lederindustrie;1995 2e kwartaal;15;7;8
2938;13-15 Textiel-, kleding-, lederindustrie;1995 juli;8;2;6
2939;13-15 Textiel-, kleding-, lederindustrie;1995 augustus;6;5;1
2940;13-15 Textiel-, kleding-, lederindustrie;1995 september;4;2;2
2941;13-15 Textiel-, kleding-, lederindustrie;1995 3e kwartaal;18;9;9
2942;13-15 Textiel-, kleding-, lederindustrie;1995 oktober;4;2;2
2943;13-15 Textiel-, kleding-, lederindustrie;1995 november;4;2;2
2944;13-15 Textiel-, kleding-, lederindustrie;1995 december;1;0;1
2945;13-15 Textiel-, kleding-, lederindustrie;1995 4e kwartaal;9;4;5
2946;13-15 Textiel-, kleding-, lederindustrie;1995;61;31;30
2947;13-15 Textiel-, kleding-, lederindustrie;1996 januari;1;1;0
2948;13-15 Textiel-, kleding-, lederindustrie;1996 februari;4;1;3
2949;13-15 Textiel-, kleding-, lederindustrie;1996 maart;4;1;3
2950;13-15 Textiel-, kleding-, lederindustrie;1996 1e kwartaal;9;3;6
2951;13-15 Textiel-, kleding-, lederindustrie;1996 april;7;3;4
2952;13-15 Textiel-, kleding-, lederindustrie;1996 mei;10;3;7
2953;13-15 Textiel-, kleding-, lederindustrie;1996 juni;7;2;5
2954;13-15 Textiel-, kleding-, lederindustrie;1996 2e kwartaal;24;8;16
2955;13-15 Textiel-, kleding-, lederindustrie;1996 juli;3;1;2
2956;13-15 Textiel-, kleding-, lederindustrie;1996 augustus;7;2;5
2957;13-15 Textiel-, kleding-, lederindustrie;1996 september;2;1;1
2958;13-15 Textiel-, kleding-, lederindustrie;1996 3e kwartaal;12;4;8
2959;13-15 Textiel-, kleding-, lederindustrie;1996 oktober;2;2;0
2960;13-15 Textiel-, kleding-, lederindustrie;1996 november;2;0;2
2961;13-15 Textiel-, kleding-, lederindustrie;1996 december;1;0;1
2962;13-15 Textiel-, kleding-, lederindustrie;1996 4e kwartaal;5;2;3
2963;13-15 Textiel-, kleding-, lederindustrie;1996;50;17;33
2964;13-15 Textiel-, kleding-, lederindustrie;1997 januari;4;2;2
2965;13-15 Textiel-, kleding-, lederindustrie;1997 februari;3;1;2
2966;13-15 Textiel-, kleding-, lederindustrie;1997 maart;3;1;2
2967;13-15 Textiel-, kleding-, lederindustrie;1997 1e kwartaal;10;4;6
2968;13-15 Textiel-, kleding-, lederindustrie;1997 april;6;1;5
2969;13-15 Textiel-, kleding-, lederindustrie;1997 mei;3;0;3
2970;13-15 Textiel-, kleding-, lederindustrie;1997 juni;4;2;2
2971;13-15 Textiel-, kleding-, lederindustrie;1997 2e kwartaal;13;3;10
2972;13-15 Textiel-, kleding-, lederindustrie;1997 juli;6;3;3
2973;13-15 Textiel-, kleding-, lederindustrie;1997 augustus;2;0;2
2974;13-15 Textiel-, kleding-, lederindustrie;1997 september;6;3;3
2975;13-15 Textiel-, kleding-, lederindustrie;1997 3e kwartaal;14;6;8
2976;13-15 Textiel-, kleding-, lederindustrie;1997 oktober;4;3;1
2977;13-15 Textiel-, kleding-, lederindustrie;1997 november;6;2;4
2978;13-15 Textiel-, kleding-, lederindustrie;1997 december;2;1;1
2979;13-15 Textiel-, kleding-, lederindustrie;1997 4e kwartaal;12;6;6
2980;13-15 Textiel-, kleding-, lederindustrie;1997;49;19;30
2981;13-15 Textiel-, kleding-, lederindustrie;1998 januari;2;1;1
2982;13-15 Textiel-, kleding-, lederindustrie;1998 februari;3;1;2
2983;13-15 Textiel-, kleding-, lederindustrie;1998 maart;7;1;6
2984;13-15 Textiel-, kleding-, lederindustrie;1998 1e kwartaal;12;3;9
2985;13-15 Textiel-, kleding-, lederindustrie;1998 april;6;1;5
2986;13-15 Textiel-, kleding-, lederindustrie;1998 mei;1;0;1
2987;13-15 Textiel-, kleding-, lederindustrie;1998 juni;5;2;3
2988;13-15 Textiel-, kleding-, lederindustrie;1998 2e kwartaal;12;3;9
2989;13-15 Textiel-, kleding-, lederindustrie;1998 juli;6;3;3
2990;13-15 Textiel-, kleding-, lederindustrie;1998 augustus;5;3;2
2991;13-15 Textiel-, kleding-, lederindustrie;1998 september;3;3;0
2992;13-15 Textiel-, kleding-, lederindustrie;1998 3e kwartaal;14;9;5
2993;13-15 Textiel-, kleding-, lederindustrie;1998 oktober;4;2;2
2994;13-15 Textiel-, kleding-, lederindustrie;1998 november;2;0;2
2995;13-15 Textiel-, kleding-, lederindustrie;1998 december;3;0;3
2996;13-15 Textiel-, kleding-, lederindustrie;1998 4e kwartaal;9;2;7
2997;13-15 Textiel-, kleding-, lederindustrie;1998;47;17;30
2998;13-15 Textiel-, kleding-, lederindustrie;1999 januari;2;0;2
2999;13-15 Textiel-, kleding-, lederindustrie;1999 februari;4;0;4
3000;13-15 Textiel-, kleding-, lederindustrie;1999 maart;3;1;2
3001;13-15 Textiel-, kleding-, lederindustrie;1999 1e kwartaal;9;1;8
3002;13-15 Textiel-, kleding-, lederindustrie;1999 april;2;1;1
3003;13-15 Textiel-, kleding-, lederindustrie;1999 mei;2;0;2
3004;13-15 Textiel-, kleding-, lederindustrie;1999 juni;6;3;3
3005;13-15 Textiel-, kleding-, lederindustrie;1999 2e kwartaal;10;4;6
3006;13-15 Textiel-, kleding-, lederindustrie;1999 juli;2;1;1
3007;13-15 Textiel-, kleding-, lederindustrie;1999 augustus;2;0;2
3008;13-15 Textiel-, kleding-, lederindustrie;1999 september;0;0;0
3009;13-15 Textiel-, kleding-, lederindustrie;1999 3e kwartaal;4;1;3
3010;13-15 Textiel-, kleding-, lederindustrie;1999 oktober;1;0;1
3011;13-15 Textiel-, kleding-, lederindustrie;1999 november;3;0;3
3012;13-15 Textiel-, kleding-, lederindustrie;1999 december;1;0;1
3013;13-15 Textiel-, kleding-, lederindustrie;1999 4e kwartaal;5;0;5
3014;13-15 Textiel-, kleding-, lederindustrie;1999;28;6;22
3015;13-15 Textiel-, kleding-, lederindustrie;2000 januari;4;2;2
3016;13-15 Textiel-, kleding-, lederindustrie;2000 februari;2;0;2
3017;13-15 Textiel-, kleding-, lederindustrie;2000 maart;6;3;3
3018;13-15 Textiel-, kleding-, lederindustrie;2000 1e kwartaal;12;5;7
3019;13-15 Textiel-, kleding-, lederindustrie;2000 april;8;2;6
3020;13-15 Textiel-, kleding-, lederindustrie;2000 mei;2;1;1
3021;13-15 Textiel-, kleding-, lederindustrie;2000 juni;0;0;0
3022;13-15 Textiel-, kleding-, lederindustrie;2000 2e kwartaal;10;3;7
3023;13-15 Textiel-, kleding-, lederindustrie;2000 juli;4;1;3
3024;13-15 Textiel-, kleding-, lederindustrie;2000 augustus;1;0;1
3025;13-15 Textiel-, kleding-, lederindustrie;2000 september;5;1;4
3026;13-15 Textiel-, kleding-, lederindustrie;2000 3e kwartaal;10;2;8
3027;13-15 Textiel-, kleding-, lederindustrie;2000 oktober;2;0;2
3028;13-15 Textiel-, kleding-, lederindustrie;2000 november;4;1;3
3029;13-15 Textiel-, kleding-, lederindustrie;2000 december;1;0;1
3030;13-15 Textiel-, kleding-, lederindustrie;2000 4e kwartaal;7;1;6
3031;13-15 Textiel-, kleding-, lederindustrie;2000;39;11;28
3032;13-15 Textiel-, kleding-, lederindustrie;2001 januari;4;0;4
3033;13-15 Textiel-, kleding-, lederindustrie;2001 februari;0;0;0
3034;13-15 Textiel-, kleding-, lederindustrie;2001 maart;1;0;1
3035;13-15 Textiel-, kleding-, lederindustrie;2001 1e kwartaal;5;0;5
3036;13-15 Textiel-, kleding-, lederindustrie;2001 april;2;0;2
3037;13-15 Textiel-, kleding-, lederindustrie;2001 mei;4;1;3
3038;13-15 Textiel-, kleding-, lederindustrie;2001 juni;1;0;1
3039;13-15 Textiel-, kleding-, lederindustrie;2001 2e kwartaal;7;1;6
3040;13-15 Textiel-, kleding-, lederindustrie;2001 juli;3;0;3
3041;13-15 Textiel-, kleding-, lederindustrie;2001 augustus;2;1;1
3042;13-15 Textiel-, kleding-, lederindustrie;2001 september;5;0;5
3043;13-15 Textiel-, kleding-, lederindustrie;2001 3e kwartaal;10;1;9
3044;13-15 Textiel-, kleding-, lederindustrie;2001 oktober;5;1;4
3045;13-15 Textiel-, kleding-, lederindustrie;2001 november;0;0;0
3046;13-15 Textiel-, kleding-, lederindustrie;2001 december;1;1;0
3047;13-15 Textiel-, kleding-, lederindustrie;2001 4e kwartaal;6;2;4
3048;13-15 Textiel-, kleding-, lederindustrie;2001;28;4;24
3049;13-15 Textiel-, kleding-, lederindustrie;2002 januari;1;1;0
3050;13-15 Textiel-, kleding-, lederindustrie;2002 februari;5;0;5
3051;13-15 Textiel-, kleding-, lederindustrie;2002 maart;8;0;8
3052;13-15 Textiel-, kleding-, lederindustrie;2002 1e kwartaal;14;1;13
3053;13-15 Textiel-, kleding-, lederindustrie;2002 april;3;0;3
3054;13-15 Textiel-, kleding-, lederindustrie;2002 mei;4;0;4
3055;13-15 Textiel-, kleding-, lederindustrie;2002 juni;4;0;4
3056;13-15 Textiel-, kleding-, lederindustrie;2002 2e kwartaal;11;0;11
3057;13-15 Textiel-, kleding-, lederindustrie;2002 juli;1;0;1
3058;13-15 Textiel-, kleding-, lederindustrie;2002 augustus;8;3;5
3059;13-15 Textiel-, kleding-, lederindustrie;2002 september;3;0;3
3060;13-15 Textiel-, kleding-, lederindustrie;2002 3e kwartaal;12;3;9
3061;13-15 Textiel-, kleding-, lederindustrie;2002 oktober;6;1;5
3062;13-15 Textiel-, kleding-, lederindustrie;2002 november;4;1;3
3063;13-15 Textiel-, kleding-, lederindustrie;2002 december;5;0;5
3064;13-15 Textiel-, kleding-, lederindustrie;2002 4e kwartaal;15;2;13
3065;13-15 Textiel-, kleding-, lederindustrie;2002;52;6;46
3066;13-15 Textiel-, kleding-, lederindustrie;2003 januari;4;0;4
3067;13-15 Textiel-, kleding-, lederindustrie;2003 februari;7;0;7
3068;13-15 Textiel-, kleding-, lederindustrie;2003 maart;3;1;2
3069;13-15 Textiel-, kleding-, lederindustrie;2003 1e kwartaal;14;1;13
3070;13-15 Textiel-, kleding-, lederindustrie;2003 april;4;1;3
3071;13-15 Textiel-, kleding-, lederindustrie;2003 mei;2;0;2
3072;13-15 Textiel-, kleding-, lederindustrie;2003 juni;3;1;2
3073;13-15 Textiel-, kleding-, lederindustrie;2003 2e kwartaal;9;2;7
3074;13-15 Textiel-, kleding-, lederindustrie;2003 juli;3;0;3
3075;13-15 Textiel-, kleding-, lederindustrie;2003 augustus;3;1;2
3076;13-15 Textiel-, kleding-, lederindustrie;2003 september;5;1;4
3077;13-15 Textiel-, kleding-, lederindustrie;2003 3e kwartaal;11;2;9
3078;13-15 Textiel-, kleding-, lederindustrie;2003 oktober;6;1;5
3079;13-15 Textiel-, kleding-, lederindustrie;2003 november;4;2;2
3080;13-15 Textiel-, kleding-, lederindustrie;2003 december;3;1;2
3081;13-15 Textiel-, kleding-, lederindustrie;2003 4e kwartaal;13;4;9
3082;13-15 Textiel-, kleding-, lederindustrie;2003;47;9;38
3083;13-15 Textiel-, kleding-, lederindustrie;2004 januari;3;0;3
3084;13-15 Textiel-, kleding-, lederindustrie;2004 februari;5;0;5
3085;13-15 Textiel-, kleding-, lederindustrie;2004 maart;6;1;5
3086;13-15 Textiel-, kleding-, lederindustrie;2004 1e kwartaal;14;1;13
3087;13-15 Textiel-, kleding-, lederindustrie;2004 april;6;1;5
3088;13-15 Textiel-, kleding-, lederindustrie;2004 mei;4;1;3
3089;13-15 Textiel-, kleding-, lederindustrie;2004 juni;5;0;5
3090;13-15 Textiel-, kleding-, lederindustrie;2004 2e kwartaal;15;2;13
3091;13-15 Textiel-, kleding-, lederindustrie;2004 juli;6;2;4
3092;13-15 Textiel-, kleding-, lederindustrie;2004 augustus;5;3;2
3093;13-15 Textiel-, kleding-, lederindustrie;2004 september;4;1;3
3094;13-15 Textiel-, kleding-, lederindustrie;2004 3e kwartaal;15;6;9
3095;13-15 Textiel-, kleding-, lederindustrie;2004 oktober;8;1;7
3096;13-15 Textiel-, kleding-, lederindustrie;2004 november;9;2;7
3097;13-15 Textiel-, kleding-, lederindustrie;2004 december;0;0;0
3098;13-15 Textiel-, kleding-, lederindustrie;2004 4e kwartaal;17;3;14
3099;13-15 Textiel-, kleding-, lederindustrie;2004;61;12;49
3100;13-15 Textiel-, kleding-, lederindustrie;2005 januari;1;0;1
3101;13-15 Textiel-, kleding-, lederindustrie;2005 februari;3;1;2
3102;13-15 Textiel-, kleding-, lederindustrie;2005 maart;5;2;3
3103;13-15 Textiel-, kleding-, lederindustrie;2005 1e kwartaal;9;3;6
3104;13-15 Textiel-, kleding-, lederindustrie;2005 april;8;0;8
3105;13-15 Textiel-, kleding-, lederindustrie;2005 mei;3;0;3
3106;13-15 Textiel-, kleding-, lederindustrie;2005 juni;3;1;2
3107;13-15 Textiel-, kleding-, lederindustrie;2005 2e kwartaal;14;1;13
3108;13-15 Textiel-, kleding-, lederindustrie;2005 juli;5;1;4
3109;13-15 Textiel-, kleding-, lederindustrie;2005 augustus;5;2;3
3110;13-15 Textiel-, kleding-, lederindustrie;2005 september;4;0;4
3111;13-15 Textiel-, kleding-, lederindustrie;2005 3e kwartaal;14;3;11
3112;13-15 Textiel-, kleding-, lederindustrie;2005 oktober;4;1;3
3113;13-15 Textiel-, kleding-, lederindustrie;2005 november;1;1;0
3114;13-15 Textiel-, kleding-, lederindustrie;2005 december;2;0;2
3115;13-15 Textiel-, kleding-, lederindustrie;2005 4e kwartaal;7;2;5
3116;13-15 Textiel-, kleding-, lederindustrie;2005;44;9;35
3117;13-15 Textiel-, kleding-, lederindustrie;2006 januari;4;0;4
3118;13-15 Textiel-, kleding-, lederindustrie;2006 februari;5;3;2
3119;13-15 Textiel-, kleding-, lederindustrie;2006 maart;2;0;2
3120;13-15 Textiel-, kleding-, lederindustrie;2006 1e kwartaal;11;3;8
3121;13-15 Textiel-, kleding-, lederindustrie;2006 april;1;0;1
3122;13-15 Textiel-, kleding-, lederindustrie;2006 mei;1;0;1
3123;13-15 Textiel-, kleding-, lederindustrie;2006 juni;7;0;7
3124;13-15 Textiel-, kleding-, lederindustrie;2006 2e kwartaal;9;0;9
3125;13-15 Textiel-, kleding-, lederindustrie;2006 juli;2;1;1
3126;13-15 Textiel-, kleding-, lederindustrie;2006 augustus;4;2;2
3127;13-15 Textiel-, kleding-, lederindustrie;2006 september;2;1;1
3128;13-15 Textiel-, kleding-, lederindustrie;2006 3e kwartaal;8;4;4
3129;13-15 Textiel-, kleding-, lederindustrie;2006 oktober;1;0;1
3130;13-15 Textiel-, kleding-, lederindustrie;2006 november;3;2;1
3131;13-15 Textiel-, kleding-, lederindustrie;2006 december;1;1;0
3132;13-15 Textiel-, kleding-, lederindustrie;2006 4e kwartaal;5;3;2
3133;13-15 Textiel-, kleding-, lederindustrie;2006;33;10;23
3134;13-15 Textiel-, kleding-, lederindustrie;2007 januari;5;1;4
3135;13-15 Textiel-, kleding-, lederindustrie;2007 februari;2;2;0
3136;13-15 Textiel-, kleding-, lederindustrie;2007 maart;0;0;0
3137;13-15 Textiel-, kleding-, lederindustrie;2007 1e kwartaal;7;3;4
3138;13-15 Textiel-, kleding-, lederindustrie;2007 april;1;0;1
3139;13-15 Textiel-, kleding-, lederindustrie;2007 mei;2;1;1
3140;13-15 Textiel-, kleding-, lederindustrie;2007 juni;3;2;1
3141;13-15 Textiel-, kleding-, lederindustrie;2007 2e kwartaal;6;3;3
3142;13-15 Textiel-, kleding-, lederindustrie;2007 juli;3;0;3
3143;13-15 Textiel-, kleding-, lederindustrie;2007 augustus;0;0;0
3144;13-15 Textiel-, kleding-, lederindustrie;2007 september;1;0;1
3145;13-15 Textiel-, kleding-, lederindustrie;2007 3e kwartaal;4;0;4
3146;13-15 Textiel-, kleding-, lederindustrie;2007 oktober;5;1;4
3147;13-15 Textiel-, kleding-, lederindustrie;2007 november;5;0;5
3148;13-15 Textiel-, kleding-, lederindustrie;2007 december;1;0;1
3149;13-15 Textiel-, kleding-, lederindustrie;2007 4e kwartaal;11;1;10
3150;13-15 Textiel-, kleding-, lederindustrie;2007;28;7;21
3151;13-15 Textiel-, kleding-, lederindustrie;2008 januari;2;0;2
3152;13-15 Textiel-, kleding-, lederindustrie;2008 februari;1;0;1
3153;13-15 Textiel-, kleding-, lederindustrie;2008 maart;0;0;0
3154;13-15 Textiel-, kleding-, lederindustrie;2008 1e kwartaal;3;0;3
3155;13-15 Textiel-, kleding-, lederindustrie;2008 april;2;0;2
3156;13-15 Textiel-, kleding-, lederindustrie;2008 mei;1;0;1
3157;13-15 Textiel-, kleding-, lederindustrie;2008 juni;3;1;2
3158;13-15 Textiel-, kleding-, lederindustrie;2008 2e kwartaal;6;1;5
3159;13-15 Textiel-, kleding-, lederindustrie;2008 juli;2;0;2
3160;13-15 Textiel-, kleding-, lederindustrie;2008 augustus;1;0;1
3161;13-15 Textiel-, kleding-, lederindustrie;2008 september;2;0;2
3162;13-15 Textiel-, kleding-, lederindustrie;2008 3e kwartaal;5;0;5
3163;13-15 Textiel-, kleding-, lederindustrie;2008 oktober;1;1;0
3164;13-15 Textiel-, kleding-, lederindustrie;2008 november;2;1;1
3165;13-15 Textiel-, kleding-, lederindustrie;2008 december;4;0;4
3166;13-15 Textiel-, kleding-, lederindustrie;2008 4e kwartaal;7;2;5
3167;13-15 Textiel-, kleding-, lederindustrie;2008;21;3;18
3168;13-15 Textiel-, kleding-, lederindustrie;2009 januari;2;0;2
3169;13-15 Textiel-, kleding-, lederindustrie;2009 februari;2;0;2
3170;13-15 Textiel-, kleding-, lederindustrie;2009 maart;3;0;3
3171;13-15 Textiel-, kleding-, lederindustrie;2009 1e kwartaal;7;0;7
3172;13-15 Textiel-, kleding-, lederindustrie;2009 april;4;0;4
3173;13-15 Textiel-, kleding-, lederindustrie;2009 mei;1;0;1
3174;13-15 Textiel-, kleding-, lederindustrie;2009 juni;4;0;4
3175;13-15 Textiel-, kleding-, lederindustrie;2009 2e kwartaal;9;0;9
3176;13-15 Textiel-, kleding-, lederindustrie;2009 juli;2;0;2
3177;13-15 Textiel-, kleding-, lederindustrie;2009 augustus;4;1;3
3178;13-15 Textiel-, kleding-, lederindustrie;2009 september;2;0;2
3179;13-15 Textiel-, kleding-, lederindustrie;2009 3e kwartaal;8;1;7
3180;13-15 Textiel-, kleding-, lederindustrie;2009 oktober;3;0;3
3181;13-15 Textiel-, kleding-, lederindustrie;2009 november;4;0;4
3182;13-15 Textiel-, kleding-, lederindustrie;2009 december;4;0;4
3183;13-15 Textiel-, kleding-, lederindustrie;2009 4e kwartaal;11;0;11
3184;13-15 Textiel-, kleding-, lederindustrie;2009;35;1;34
3185;13-15 Textiel-, kleding-, lederindustrie;2010 januari;13;1;12
3186;13-15 Textiel-, kleding-, lederindustrie;2010 februari;6;2;4
3187;13-15 Textiel-, kleding-, lederindustrie;2010 maart;2;1;1
3188;13-15 Textiel-, kleding-, lederindustrie;2010 1e kwartaal;21;4;17
3189;13-15 Textiel-, kleding-, lederindustrie;2010 april;3;1;2
3190;13-15 Textiel-, kleding-, lederindustrie;2010 mei;0;0;0
3191;13-15 Textiel-, kleding-, lederindustrie;2010 juni;4;0;4
3192;13-15 Textiel-, kleding-, lederindustrie;2010 2e kwartaal;7;1;6
3193;13-15 Textiel-, kleding-, lederindustrie;2010 juli;2;1;1
3194;13-15 Textiel-, kleding-, lederindustrie;2010 augustus;2;1;1
3195;13-15 Textiel-, kleding-, lederindustrie;2010 september;3;1;2
3196;13-15 Textiel-, kleding-, lederindustrie;2010 3e kwartaal;7;3;4
3197;13-15 Textiel-, kleding-, lederindustrie;2010 oktober;1;0;1
3198;13-15 Textiel-, kleding-, lederindustrie;2010 november;0;0;0
3199;13-15 Textiel-, kleding-, lederindustrie;2010 december;3;0;3
3200;13-15 Textiel-, kleding-, lederindustrie;2010 4e kwartaal;4;0;4
3201;13-15 Textiel-, kleding-, lederindustrie;2010;39;8;31
3202;13-15 Textiel-, kleding-, lederindustrie;2011 januari;4;0;4
3203;13-15 Textiel-, kleding-, lederindustrie;2011 februari;1;0;1
3204;13-15 Textiel-, kleding-, lederindustrie;2011 maart;0;0;0
3205;13-15 Textiel-, kleding-, lederindustrie;2011 1e kwartaal;5;0;5
3206;13-15 Textiel-, kleding-, lederindustrie;2011 april;3;0;3
3207;13-15 Textiel-, kleding-, lederindustrie;2011 mei;7;0;7
3208;13-15 Textiel-, kleding-, lederindustrie;2011 juni;3;0;3
3209;13-15 Textiel-, kleding-, lederindustrie;2011 2e kwartaal;13;0;13
3210;13-15 Textiel-, kleding-, lederindustrie;2011 juli;0;0;0
3211;13-15 Textiel-, kleding-, lederindustrie;2011 augustus;2;0;2
3212;13-15 Textiel-, kleding-, lederindustrie;2011 september;3;0;3
3213;13-15 Textiel-, kleding-, lederindustrie;2011 3e kwartaal;5;0;5
3214;13-15 Textiel-, kleding-, lederindustrie;2011 oktober;4;0;4
3215;13-15 Textiel-, kleding-, lederindustrie;2011 november;9;0;9
3216;13-15 Textiel-, kleding-, lederindustrie;2011 december;1;0;1
3217;13-15 Textiel-, kleding-, lederindustrie;2011 4e kwartaal;14;0;14
3218;13-15 Textiel-, kleding-, lederindustrie;2011;37;0;37
3219;13-15 Textiel-, kleding-, lederindustrie;2012  januari;1;0;1
3220;13-15 Textiel-, kleding-, lederindustrie;2012 februari;0;0;0
3221;13-15 Textiel-, kleding-, lederindustrie;2012 maart;0;0;0
3222;13-15 Textiel-, kleding-, lederindustrie;2012 1e kwartaal;1;0;1
3223;13-15 Textiel-, kleding-, lederindustrie;2012 april;3;0;3
3224;13-15 Textiel-, kleding-, lederindustrie;2012 mei;3;1;2
3225;13-15 Textiel-, kleding-, lederindustrie;2012  juni;3;1;2
3226;13-15 Textiel-, kleding-, lederindustrie;2012 2e kwartaal;9;2;7
3227;13-15 Textiel-, kleding-, lederindustrie;2012 juli;1;0;1
3228;13-15 Textiel-, kleding-, lederindustrie;2012 augustus;3;0;3
3229;13-15 Textiel-, kleding-, lederindustrie;2012 september;1;0;1
3230;13-15 Textiel-, kleding-, lederindustrie;2012 3e kwartaal;5;0;5
3231;13-15 Textiel-, kleding-, lederindustrie;2012 oktober;4;1;3
3232;13-15 Textiel-, kleding-, lederindustrie;2012 november;1;0;1
3233;13-15 Textiel-, kleding-, lederindustrie;2012 december;1;0;1
3234;13-15 Textiel-, kleding-, lederindustrie;2012 4e kwartaal;6;1;5
3235;13-15 Textiel-, kleding-, lederindustrie;2012;21;3;18
3236;13-15 Textiel-, kleding-, lederindustrie;2013 januari;2;0;2
3237;13-15 Textiel-, kleding-, lederindustrie;2013 februari;10;0;10
3238;13-15 Textiel-, kleding-, lederindustrie;2013 maart;3;1;2
3239;13-15 Textiel-, kleding-, lederindustrie;2013 1e kwartaal;15;1;14
3240;13-15 Textiel-, kleding-, lederindustrie;2013 april;5;0;5
