ID;BedrijfstakBranchesSBI2008;Perioden;TotaalBedrijven_1;Eenmanszaken_2;OverigeRechtspersonen_3
2548;10-12 Voedings-, genotmiddelenindustrie;1993 december;12;6;6
2549;10-12 Voedings-, genotmiddelenindustrie;1993 4e kwartaal;21;12;9
2550;10-12 Voedings-, genotmiddelenindustrie;1993;56;27;29
2551;10-12 Voedings-, genotmiddelenindustrie;1994 januari;4;1;3
2552;10-12 Voedings-, genotmiddelenindustrie;1994 februari;2;1;1
2553;10-12 Voedings-, genotmiddelenindustrie;1994 maart;10;6;4
2554;10-12 Voedings-, genotmiddelenindustrie;1994 1e kwartaal;16;8;8
2555;10-12 Voedings-, genotmiddelenindustrie;1994 april;10;3;7
2556;10-12 Voedings-, genotmiddelenindustrie;1994 mei;2;1;1
2557;10-12 Voedings-, genotmiddelenindustrie;1994 juni;12;3;9
2558;10-12 Voedings-, genotmiddelenindustrie;1994 2e kwartaal;24;7;17
2559;10-12 Voedings-, genotmiddelenindustrie;1994 juli;3;1;2
2560;10-12 Voedings-, genotmiddelenindustrie;1994 augustus;13;11;2
2561;10-12 Voedings-, genotmiddelenindustrie;1994 september;10;5;5
2562;10-12 Voedings-, genotmiddelenindustrie;1994 3e kwartaal;26;17;9
2563;10-12 Voedings-, genotmiddelenindustrie;1994 oktober;9;2;7
2564;10-12 Voedings-, genotmiddelenindustrie;1994 november;4;1;3
2565;10-12 Voedings-, genotmiddelenindustrie;1994 december;2;1;1
2566;10-12 Voedings-, genotmiddelenindustrie;1994 4e kwartaal;15;4;11
2567;10-12 Voedings-, genotmiddelenindustrie;1994;81;36;45
2568;10-12 Voedings-, genotmiddelenindustrie;1995 januari;3;1;2
2569;10-12 Voedings-, genotmiddelenindustrie;1995 februari;2;1;1
2570;10-12 Voedings-, genotmiddelenindustrie;1995 maart;5;2;3
2571;10-12 Voedings-, genotmiddelenindustrie;1995 1e kwartaal;10;4;6
2572;10-12 Voedings-, genotmiddelenindustrie;1995 april;2;2;0
2573;10-12 Voedings-, genotmiddelenindustrie;1995 mei;1;0;1
2574;10-12 Voedings-, genotmiddelenindustrie;1995 juni;5;2;3
2575;10-12 Voedings-, genotmiddelenindustrie;1995 2e kwartaal;8;4;4
2576;10-12 Voedings-, genotmiddelenindustrie;1995 juli;4;1;3
2577;10-12 Voedings-, genotmiddelenindustrie;1995 augustus;8;2;6
2578;10-12 Voedings-, genotmiddelenindustrie;1995 september;3;0;3
2579;10-12 Voedings-, genotmiddelenindustrie;1995 3e kwartaal;15;3;12
2580;10-12 Voedings-, genotmiddelenindustrie;1995 oktober;3;1;2
2581;10-12 Voedings-, genotmiddelenindustrie;1995 november;6;2;4
2582;10-12 Voedings-, genotmiddelenindustrie;1995 december;3;0;3
2583;10-12 Voedings-, genotmiddelenindustrie;1995 4e kwartaal;12;3;9
2584;10-12 Voedings-, genotmiddelenindustrie;1995;45;14;31
2585;10-12 Voedings-, genotmiddelenindustrie;1996 januari;7;4;3
2586;10-12 Voedings-, genotmiddelenindustrie;1996 februari;3;1;2
2587;10-12 Voedings-, genotmiddelenindustrie;1996 maart;7;1;6
2588;10-12 Voedings-, genotmiddelenindustrie;1996 1e kwartaal;17;6;11
2589;10-12 Voedings-, genotmiddelenindustrie;1996 april;4;2;2
2590;10-12 Voedings-, genotmiddelenindustrie;1996 mei;8;3;5
2591;10-12 Voedings-, genotmiddelenindustrie;1996 juni;2;1;1
2592;10-12 Voedings-, genotmiddelenindustrie;1996 2e kwartaal;14;6;8
2593;10-12 Voedings-, genotmiddelenindustrie;1996 juli;6;1;5
2594;10-12 Voedings-, genotmiddelenindustrie;1996 augustus;1;0;1
2595;10-12 Voedings-, genotmiddelenindustrie;1996 september;2;0;2
2596;10-12 Voedings-, genotmiddelenindustrie;1996 3e kwartaal;9;1;8
2597;10-12 Voedings-, genotmiddelenindustrie;1996 oktober;9;4;5
2598;10-12 Voedings-, genotmiddelenindustrie;1996 november;9;3;6
2599;10-12 Voedings-, genotmiddelenindustrie;1996 december;3;2;1
2600;10-12 Voedings-, genotmiddelenindustrie;1996 4e kwartaal;21;9;12
2601;10-12 Voedings-, genotmiddelenindustrie;1996;61;22;39
2602;10-12 Voedings-, genotmiddelenindustrie;1997 januari;8;4;4
2603;10-12 Voedings-, genotmiddelenindustrie;1997 februari;1;0;1
2604;10-12 Voedings-, genotmiddelenindustrie;1997 maart;6;3;3
2605;10-12 Voedings-, genotmiddelenindustrie;1997 1e kwartaal;15;7;8
2606;10-12 Voedings-, genotmiddelenindustrie;1997 april;7;3;4
2607;10-12 Voedings-, genotmiddelenindustrie;1997 mei;8;4;4
2608;10-12 Voedings-, genotmiddelenindustrie;1997 juni;6;2;4
2609;10-12 Voedings-, genotmiddelenindustrie;1997 2e kwartaal;21;9;12
2610;10-12 Voedings-, genotmiddelenindustrie;1997 juli;4;1;3
2611;10-12 Voedings-, genotmiddelenindustrie;1997 augustus;6;2;4
2612;10-12 Voedings-, genotmiddelenindustrie;1997 september;3;1;2
2613;10-12 Voedings-, genotmiddelenindustrie;1997 3e kwartaal;13;4;9
2614;10-12 Voedings-, genotmiddelenindustrie;1997 oktober;9;3;6
2615;10-12 Voedings-, genotmiddelenindustrie;1997 november;3;2;1
2616;10-12 Voedings-, genotmiddelenindustrie;1997 december;9;3;6
2617;10-12 Voedings-, genotmiddelenindustrie;1997 4e kwartaal;21;8;13
2618;10-12 Voedings-, genotmiddelenindustrie;1997;70;28;42
2619;10-12 Voedings-, genotmiddelenindustrie;1998 januari;4;3;1
2620;10-12 Voedings-, genotmiddelenindustrie;1998 februari;4;3;1
2621;10-12 Voedings-, genotmiddelenindustrie;1998 maart;4;1;3
2622;10-12 Voedings-, genotmiddelenindustrie;1998 1e kwartaal;12;7;5
2623;10-12 Voedings-, genotmiddelenindustrie;1998 april;4;0;4
2624;10-12 Voedings-, genotmiddelenindustrie;1998 mei;4;3;1
2625;10-12 Voedings-, genotmiddelenindustrie;1998 juni;7;2;5
2626;10-12 Voedings-, genotmiddelenindustrie;1998 2e kwartaal;15;5;10
2627;10-12 Voedings-, genotmiddelenindustrie;1998 juli;4;1;3
2628;10-12 Voedings-, genotmiddelenindustrie;1998 augustus;4;3;1
2629;10-12 Voedings-, genotmiddelenindustrie;1998 september;6;2;4
2630;10-12 Voedings-, genotmiddelenindustrie;1998 3e kwartaal;14;6;8
2631;10-12 Voedings-, genotmiddelenindustrie;1998 oktober;1;1;0
2632;10-12 Voedings-, genotmiddelenindustrie;1998 november;3;0;3
2633;10-12 Voedings-, genotmiddelenindustrie;1998 december;2;1;1
2634;10-12 Voedings-, genotmiddelenindustrie;1998 4e kwartaal;6;2;4
2635;10-12 Voedings-, genotmiddelenindustrie;1998;47;20;27
2636;10-12 Voedings-, genotmiddelenindustrie;1999 januari;3;0;3
2637;10-12 Voedings-, genotmiddelenindustrie;1999 februari;8;2;6
2638;10-12 Voedings-, genotmiddelenindustrie;1999 maart;2;0;2
2639;10-12 Voedings-, genotmiddelenindustrie;1999 1e kwartaal;13;2;11
2640;10-12 Voedings-, genotmiddelenindustrie;1999 april;5;2;3
2641;10-12 Voedings-, genotmiddelenindustrie;1999 mei;6;1;5
2642;10-12 Voedings-, genotmiddelenindustrie;1999 juni;3;0;3
2643;10-12 Voedings-, genotmiddelenindustrie;1999 2e kwartaal;14;3;11
2644;10-12 Voedings-, genotmiddelenindustrie;1999 juli;3;0;3
2645;10-12 Voedings-, genotmiddelenindustrie;1999 augustus;1;0;1
2646;10-12 Voedings-, genotmiddelenindustrie;1999 september;6;3;3
2647;10-12 Voedings-, genotmiddelenindustrie;1999 3e kwartaal;10;3;7
2648;10-12 Voedings-, genotmiddelenindustrie;1999 oktober;2;0;2
2649;10-12 Voedings-, genotmiddelenindustrie;1999 november;2;1;1
2650;10-12 Voedings-, genotmiddelenindustrie;1999 december;3;2;1
2651;10-12 Voedings-, genotmiddelenindustrie;1999 4e kwartaal;7;3;4
2652;10-12 Voedings-, genotmiddelenindustrie;1999;44;11;33
2653;10-12 Voedings-, genotmiddelenindustrie;2000 januari;5;1;4
2654;10-12 Voedings-, genotmiddelenindustrie;2000 februari;3;1;2
2655;10-12 Voedings-, genotmiddelenindustrie;2000 maart;3;0;3
2656;10-12 Voedings-, genotmiddelenindustrie;2000 1e kwartaal;11;2;9
2657;10-12 Voedings-, genotmiddelenindustrie;2000 april;2;0;2
2658;10-12 Voedings-, genotmiddelenindustrie;2000 mei;4;0;4
2659;10-12 Voedings-, genotmiddelenindustrie;2000 juni;1;0;1
2660;10-12 Voedings-, genotmiddelenindustrie;2000 2e kwartaal;7;0;7
2661;10-12 Voedings-, genotmiddelenindustrie;2000 juli;2;1;1
2662;10-12 Voedings-, genotmiddelenindustrie;2000 augustus;6;2;4
2663;10-12 Voedings-, genotmiddelenindustrie;2000 september;1;0;1
2664;10-12 Voedings-, genotmiddelenindustrie;2000 3e kwartaal;9;3;6
2665;10-12 Voedings-, genotmiddelenindustrie;2000 oktober;2;0;2
2666;10-12 Voedings-, genotmiddelenindustrie;2000 november;5;2;3
2667;10-12 Voedings-, genotmiddelenindustrie;2000 december;4;0;4
2668;10-12 Voedings-, genotmiddelenindustrie;2000 4e kwartaal;11;2;9
2669;10-12 Voedings-, genotmiddelenindustrie;2000;38;7;31
2670;10-12 Voedings-, genotmiddelenindustrie;2001 januari;2;1;1
2671;10-12 Voedings-, genotmiddelenindustrie;2001 februari;2;1;1
2672;10-12 Voedings-, genotmiddelenindustrie;2001 maart;1;0;1
2673;10-12 Voedings-, genotmiddelenindustrie;2001 1e kwartaal;5;2;3
2674;10-12 Voedings-, genotmiddelenindustrie;2001 april;1;0;1
2675;10-12 Voedings-, genotmiddelenindustrie;2001 mei;2;0;2
2676;10-12 Voedings-, genotmiddelenindustrie;2001 juni;3;1;2
2677;10-12 Voedings-, genotmiddelenindustrie;2001 2e kwartaal;6;1;5
2678;10-12 Voedings-, genotmiddelenindustrie;2001 juli;4;1;3
2679;10-12 Voedings-, genotmiddelenindustrie;2001 augustus;5;1;4
2680;10-12 Voedings-, genotmiddelenindustrie;2001 september;6;0;6
2681;10-12 Voedings-, genotmiddelenindustrie;2001 3e kwartaal;15;2;13
2682;10-12 Voedings-, genotmiddelenindustrie;2001 oktober;4;1;3
2683;10-12 Voedings-, genotmiddelenindustrie;2001 november;3;1;2
2684;10-12 Voedings-, genotmiddelenindustrie;2001 december;1;0;1
2685;10-12 Voedings-, genotmiddelenindustrie;2001 4e kwartaal;8;2;6
2686;10-12 Voedings-, genotmiddelenindustrie;2001;34;7;27
2687;10-12 Voedings-, genotmiddelenindustrie;2002 januari;8;0;8
2688;10-12 Voedings-, genotmiddelenindustrie;2002 februari;11;0;11
2689;10-12 Voedings-, genotmiddelenindustrie;2002 maart;0;0;0
2690;10-12 Voedings-, genotmiddelenindustrie;2002 1e kwartaal;19;0;19
2691;10-12 Voedings-, genotmiddelenindustrie;2002 april;1;0;1
2692;10-12 Voedings-, genotmiddelenindustrie;2002 mei;3;0;3
2693;10-12 Voedings-, genotmiddelenindustrie;2002 juni;3;1;2
2694;10-12 Voedings-, genotmiddelenindustrie;2002 2e kwartaal;7;1;6
2695;10-12 Voedings-, genotmiddelenindustrie;2002 juli;10;3;7
2696;10-12 Voedings-, genotmiddelenindustrie;2002 augustus;5;0;5
2697;10-12 Voedings-, genotmiddelenindustrie;2002 september;0;0;0
2698;10-12 Voedings-, genotmiddelenindustrie;2002 3e kwartaal;15;3;12
2699;10-12 Voedings-, genotmiddelenindustrie;2002 oktober;4;0;4
2700;10-12 Voedings-, genotmiddelenindustrie;2002 november;3;1;2
2701;10-12 Voedings-, genotmiddelenindustrie;2002 december;6;1;5
2702;10-12 Voedings-, genotmiddelenindustrie;2002 4e kwartaal;13;2;11
2703;10-12 Voedings-, genotmiddelenindustrie;2002;54;6;48
2704;10-12 Voedings-, genotmiddelenindustrie;2003 januari;10;1;9
2705;10-12 Voedings-, genotmiddelenindustrie;2003 februari;6;1;5
2706;10-12 Voedings-, genotmiddelenindustrie;2003 maart;7;4;3
2707;10-12 Voedings-, genotmiddelenindustrie;2003 1e kwartaal;23;6;17
2708;10-12 Voedings-, genotmiddelenindustrie;2003 april;8;1;7
2709;10-12 Voedings-, genotmiddelenindustrie;2003 mei;15;0;15
2710;10-12 Voedings-, genotmiddelenindustrie;2003 juni;5;0;5
2711;10-12 Voedings-, genotmiddelenindustrie;2003 2e kwartaal;28;1;27
2712;10-12 Voedings-, genotmiddelenindustrie;2003 juli;4;0;4
2713;10-12 Voedings-, genotmiddelenindustrie;2003 augustus;7;1;6
2714;10-12 Voedings-, genotmiddelenindustrie;2003 september;4;1;3
2715;10-12 Voedings-, genotmiddelenindustrie;2003 3e kwartaal;15;2;13
2716;10-12 Voedings-, genotmiddelenindustrie;2003 oktober;4;0;4
2717;10-12 Voedings-, genotmiddelenindustrie;2003 november;7;2;5
2718;10-12 Voedings-, genotmiddelenindustrie;2003 december;11;3;8
2719;10-12 Voedings-, genotmiddelenindustrie;2003 4e kwartaal;22;5;17
2720;10-12 Voedings-, genotmiddelenindustrie;2003;88;14;74
2721;10-12 Voedings-, genotmiddelenindustrie;2004 januari;5;0;5
2722;10-12 Voedings-, genotmiddelenindustrie;2004 februari;4;1;3
2723;10-12 Voedings-, genotmiddelenindustrie;2004 maart;6;0;6
2724;10-12 Voedings-, genotmiddelenindustrie;2004 1e kwartaal;15;1;14
2725;10-12 Voedings-, genotmiddelenindustrie;2004 april;3;0;3
2726;10-12 Voedings-, genotmiddelenindustrie;2004 mei;4;1;3
2727;10-12 Voedings-, genotmiddelenindustrie;2004 juni;6;1;5
2728;10-12 Voedings-, genotmiddelenindustrie;2004 2e kwartaal;13;2;11
2729;10-12 Voedings-, genotmiddelenindustrie;2004 juli;3;2;1
2730;10-12 Voedings-, genotmiddelenindustrie;2004 augustus;6;3;3
2731;10-12 Voedings-, genotmiddelenindustrie;2004 september;3;0;3
2732;10-12 Voedings-, genotmiddelenindustrie;2004 3e kwartaal;12;5;7
2733;10-12 Voedings-, genotmiddelenindustrie;2004 oktober;10;0;10
2734;10-12 Voedings-, genotmiddelenindustrie;2004 november;12;1;11
2735;10-12 Voedings-, genotmiddelenindustrie;2004 december;6;1;5
2736;10-12 Voedings-, genotmiddelenindustrie;2004 4e kwartaal;28;2;26
2737;10-12 Voedings-, genotmiddelenindustrie;2004;68;10;58
2738;10-12 Voedings-, genotmiddelenindustrie;2005 januari;3;1;2
2739;10-12 Voedings-, genotmiddelenindustrie;2005 februari;4;1;3
2740;10-12 Voedings-, genotmiddelenindustrie;2005 maart;7;2;5
2741;10-12 Voedings-, genotmiddelenindustrie;2005 1e kwartaal;14;4;10
2742;10-12 Voedings-, genotmiddelenindustrie;2005 april;5;3;2
2743;10-12 Voedings-, genotmiddelenindustrie;2005 mei;4;2;2
2744;10-12 Voedings-, genotmiddelenindustrie;2005 juni;8;2;6
2745;10-12 Voedings-, genotmiddelenindustrie;2005 2e kwartaal;17;7;10
2746;10-12 Voedings-, genotmiddelenindustrie;2005 juli;7;2;5
2747;10-12 Voedings-, genotmiddelenindustrie;2005 augustus;5;3;2
2748;10-12 Voedings-, genotmiddelenindustrie;2005 september;7;0;7
2749;10-12 Voedings-, genotmiddelenindustrie;2005 3e kwartaal;19;5;14
2750;10-12 Voedings-, genotmiddelenindustrie;2005 oktober;10;1;9
2751;10-12 Voedings-, genotmiddelenindustrie;2005 november;9;1;8
2752;10-12 Voedings-, genotmiddelenindustrie;2005 december;4;1;3
2753;10-12 Voedings-, genotmiddelenindustrie;2005 4e kwartaal;23;3;20
2754;10-12 Voedings-, genotmiddelenindustrie;2005;73;19;54
2755;10-12 Voedings-, genotmiddelenindustrie;2006 januari;5;2;3
2756;10-12 Voedings-, genotmiddelenindustrie;2006 februari;6;0;6
2757;10-12 Voedings-, genotmiddelenindustrie;2006 maart;7;1;6
2758;10-12 Voedings-, genotmiddelenindustrie;2006 1e kwartaal;18;3;15
2759;10-12 Voedings-, genotmiddelenindustrie;2006 april;4;1;3
2760;10-12 Voedings-, genotmiddelenindustrie;2006 mei;5;0;5
2761;10-12 Voedings-, genotmiddelenindustrie;2006 juni;4;1;3
2762;10-12 Voedings-, genotmiddelenindustrie;2006 2e kwartaal;13;2;11
2763;10-12 Voedings-, genotmiddelenindustrie;2006 juli;0;0;0
2764;10-12 Voedings-, genotmiddelenindustrie;2006 augustus;3;0;3
2765;10-12 Voedings-, genotmiddelenindustrie;2006 september;5;1;4
2766;10-12 Voedings-, genotmiddelenindustrie;2006 3e kwartaal;8;1;7
2767;10-12 Voedings-, genotmiddelenindustrie;2006 oktober;3;1;2
2768;10-12 Voedings-, genotmiddelenindustrie;2006 november;5;3;2
2769;10-12 Voedings-, genotmiddelenindustrie;2006 december;2;1;1
2770;10-12 Voedings-, genotmiddelenindustrie;2006 4e kwartaal;10;5;5
2771;10-12 Voedings-, genotmiddelenindustrie;2006;49;11;38
2772;10-12 Voedings-, genotmiddelenindustrie;2007 januari;4;0;4
2773;10-12 Voedings-, genotmiddelenindustrie;2007 februari;4;0;4
2774;10-12 Voedings-, genotmiddelenindustrie;2007 maart;3;1;2
2775;10-12 Voedings-, genotmiddelenindustrie;2007 1e kwartaal;11;1;10
2776;10-12 Voedings-, genotmiddelenindustrie;2007 april;4;0;4
2777;10-12 Voedings-, genotmiddelenindustrie;2007 mei;2;1;1
2778;10-12 Voedings-, genotmiddelenindustrie;2007 juni;1;0;1
2779;10-12 Voedings-, genotmiddelenindustrie;2007 2e kwartaal;7;1;6
2780;10-12 Voedings-, genotmiddelenindustrie;2007 juli;1;0;1
2781;10-12 Voedings-, genotmiddelenindustrie;2007 augustus;2;0;2
2782;10-12 Voedings-, genotmiddelenindustrie;2007 september;8;0;8
2783;10-12 Voedings-, genotmiddelenindustrie;2007 3e kwartaal;11;0;11
2784;10-12 Voedings-, genotmiddelenindustrie;2007 oktober;4;0;4
2785;10-12 Voedings-, genotmiddelenindustrie;2007 november;1;0;1
2786;10-12 Voedings-, genotmiddelenindustrie;2007 december;3;0;3
2787;10-12 Voedings-, genotmiddelenindustrie;2007 4e kwartaal;8;0;8
2788;10-12 Voedings-, genotmiddelenindustrie;2007;37;2;35
2789;10-12 Voedings-, genotmiddelenindustrie;2008 januari;3;1;2
2790;10-12 Voedings-, genotmiddelenindustrie;2008 februari;2;0;2
2791;10-12 Voedings-, genotmiddelenindustrie;2008 maart;0;0;0
2792;10-12 Voedings-, genotmiddelenindustrie;2008 1e kwartaal;5;1;4
2793;10-12 Voedings-, genotmiddelenindustrie;2008 april;3;1;2
2794;10-12 Voedings-, genotmiddelenindustrie;2008 mei;3;1;2
2795;10-12 Voedings-, genotmiddelenindustrie;2008 juni;0;0;0
2796;10-12 Voedings-, genotmiddelenindustrie;2008 2e kwartaal;6;2;4
2797;10-12 Voedings-, genotmiddelenindustrie;2008 juli;2;0;2
2798;10-12 Voedings-, genotmiddelenindustrie;2008 augustus;3;1;2
2799;10-12 Voedings-, genotmiddelenindustrie;2008 september;4;0;4
2800;10-12 Voedings-, genotmiddelenindustrie;2008 3e kwartaal;9;1;8
2801;10-12 Voedings-, genotmiddelenindustrie;2008 oktober;0;0;0
2802;10-12 Voedings-, genotmiddelenindustrie;2008 november;2;0;2
2803;10-12 Voedings-, genotmiddelenindustrie;2008 december;5;1;4
2804;10-12 Voedings-, genotmiddelenindustrie;2008 4e kwartaal;7;1;6
2805;10-12 Voedings-, genotmiddelenindustrie;2008;27;5;22
2806;10-12 Voedings-, genotmiddelenindustrie;2009 januari;1;0;1
2807;10-12 Voedings-, genotmiddelenindustrie;2009 februari;1;1;0
2808;10-12 Voedings-, genotmiddelenindustrie;2009 maart;9;0;9
2809;10-12 Voedings-, genotmiddelenindustrie;2009 1e kwartaal;11;1;10
2810;10-12 Voedings-, genotmiddelenindustrie;2009 april;2;0;2
2811;10-12 Voedings-, genotmiddelenindustrie;2009 mei;3;1;2
2812;10-12 Voedings-, genotmiddelenindustrie;2009 juni;3;0;3
2813;10-12 Voedings-, genotmiddelenindustrie;2009 2e kwartaal;8;1;7
2814;10-12 Voedings-, genotmiddelenindustrie;2009 juli;6;2;4
2815;10-12 Voedings-, genotmiddelenindustrie;2009 augustus;3;1;2
2816;10-12 Voedings-, genotmiddelenindustrie;2009 september;2;0;2
2817;10-12 Voedings-, genotmiddelenindustrie;2009 3e kwartaal;11;3;8
2818;10-12 Voedings-, genotmiddelenindustrie;2009 oktober;3;0;3
2819;10-12 Voedings-, genotmiddelenindustrie;2009 november;5;0;5
2820;10-12 Voedings-, genotmiddelenindustrie;2009 december;7;0;7
2821;10-12 Voedings-, genotmiddelenindustrie;2009 4e kwartaal;15;0;15
2822;10-12 Voedings-, genotmiddelenindustrie;2009;45;5;40
2823;10-12 Voedings-, genotmiddelenindustrie;2010 januari;6;3;3
2824;10-12 Voedings-, genotmiddelenindustrie;2010 februari;1;0;1
2825;10-12 Voedings-, genotmiddelenindustrie;2010 maart;5;1;4
2826;10-12 Voedings-, genotmiddelenindustrie;2010 1e kwartaal;12;4;8
2827;10-12 Voedings-, genotmiddelenindustrie;2010 april;7;0;7
2828;10-12 Voedings-, genotmiddelenindustrie;2010 mei;7;0;7
2829;10-12 Voedings-, genotmiddelenindustrie;2010 juni;32;0;32
2830;10-12 Voedings-, genotmiddelenindustrie;2010 2e kwartaal;46;0;46
2831;10-12 Voedings-, genotmiddelenindustrie;2010 juli;2;1;1
2832;10-12 Voedings-, genotmiddelenindustrie;2010 augustus;0;0;0
2833;10-12 Voedings-, genotmiddelenindustrie;2010 september;1;0;1
2834;10-12 Voedings-, genotmiddelenindustrie;2010 3e kwartaal;3;1;2
2835;10-12 Voedings-, genotmiddelenindustrie;2010 oktober;8;0;8
2836;10-12 Voedings-, genotmiddelenindustrie;2010 november;4;1;3
2837;10-12 Voedings-, genotmiddelenindustrie;2010 december;6;0;6
2838;10-12 Voedings-, genotmiddelenindustrie;2010 4e kwartaal;18;1;17
2839;10-12 Voedings-, genotmiddelenindustrie;2010;79;6;73
2840;10-12 Voedings-, genotmiddelenindustrie;2011 januari;7;0;7
2841;10-12 Voedings-, genotmiddelenindustrie;2011 februari;1;0;1
2842;10-12 Voedings-, genotmiddelenindustrie;2011 maart;5;1;4
2843;10-12 Voedings-, genotmiddelenindustrie;2011 1e kwartaal;13;1;12
2844;10-12 Voedings-, genotmiddelenindustrie;2011 april;9;0;9
2845;10-12 Voedings-, genotmiddelenindustrie;2011 mei;3;0;3
2846;10-12 Voedings-, genotmiddelenindustrie;2011 juni;2;0;2
2847;10-12 Voedings-, genotmiddelenindustrie;2011 2e kwartaal;14;0;14
2848;10-12 Voedings-, genotmiddelenindustrie;2011 juli;6;0;6
2849;10-12 Voedings-, genotmiddelenindustrie;2011 augustus;6;1;5
2850;10-12 Voedings-, genotmiddelenindustrie;2011 september;4;0;4
2851;10-12 Voedings-, genotmiddelenindustrie;2011 3e kwartaal;16;1;15
2852;10-12 Voedings-, genotmiddelenindustrie;2011 oktober;3;0;3
2853;10-12 Voedings-, genotmiddelenindustrie;2011 november;4;1;3
2854;10-12 Voedings-, genotmiddelenindustrie;2011 december;0;0;0
2855;10-12 Voedings-, genotmiddelenindustrie;2011 4e kwartaal;7;1;6
2856;10-12 Voedings-, genotmiddelenindustrie;2011;50;3;47
2857;10-12 Voedings-, genotmiddelenindustrie;2012  januari;7;1;6
2858;10-12 Voedings-, genotmiddelenindustrie;2012 februari;4;1;3
2859;10-12 Voedings-, genotmiddelenindustrie;2012 maart;2;0;2
2860;10-12 Voedings-, genotmiddelenindustrie;2012 1e kwartaal;13;2;11
2861;10-12 Voedings-, genotmiddelenindustrie;2012 april;5;0;5
2862;10-12 Voedings-, genotmiddelenindustrie;2012 mei;10;0;10
2863;10-12 Voedings-, genotmiddelenindustrie;2012  juni;6;1;5
2864;10-12 Voedings-, genotmiddelenindustrie;2012 2e kwartaal;21;1;20
2865;10-12 Voedings-, genotmiddelenindustrie;2012 juli;9;3;6
2866;10-12 Voedings-, genotmiddelenindustrie;2012 augustus;4;1;3
2867;10-12 Voedings-, genotmiddelenindustrie;2012 september;3;2;1
2868;10-12 Voedings-, genotmiddelenindustrie;2012 3e kwartaal;16;6;10
2869;10-12 Voedings-, genotmiddelenindustrie;2012 oktober;4;0;4
2870;10-12 Voedings-, genotmiddelenindustrie;2012 november;8;2;6
2871;10-12 Voedings-, genotmiddelenindustrie;2012 december;4;0;4
2872;10-12 Voedings-, genotmiddelenindustrie;2012 4e kwartaal;16;2;14
2873;10-12 Voedings-, genotmiddelenindustrie;2012;66;11;55
2874;10-12 Voedings-, genotmiddelenindustrie;2013 januari;5;3;2
2875;10-12 Voedings-, genotmiddelenindustrie;2013 februari;16;1;15
2876;10-12 Voedings-, genotmiddelenindustrie;2013 maart;3;2;1
2877;10-12 Voedings-, genotmiddelenindustrie;2013 1e kwartaal;24;6;18
2878;10-12 Voedings-, genotmiddelenindustrie;2013 april;4;0;4
2879;10-12 Voedings-, genotmiddelenindustrie;2013 mei;11;1;10
2880;10-12 Voedings-, genotmiddelenindustrie;2013 juni;1;1;0
2881;10-12 Voedings-, genotmiddelenindustrie;2013 2e kwartaal;16;2;14
2882;10-12 Voedings-, genotmiddelenindustrie;2013 juli;9;1;8
2883;10-12 Voedings-, genotmiddelenindustrie;2013 augustus;3;1;2
2884;10-12 Voedings-, genotmiddelenindustrie;2013 september;4;1;3
2885;10-12 Voedings-, genotmiddelenindustrie;2013 3e kwartaal;16;3;13
2886;10-12 Voedings-, genotmiddelenindustrie;2013 oktober;4;0;4
2887;10-12 Voedings-, genotmiddelenindustrie;2013 november;4;0;4
2888;10-12 Voedings-, genotmiddelenindustrie;2013 december;1;0;1
2889;10-12 Voedings-, genotmiddelenindustrie;2013 4e kwartaal;9;0;9
2890;10-12 Voedings-, genotmiddelenindustrie;2013;65;11;54
2891;10-12 Voedings-, genotmiddelenindustrie;2014 januari;9;1;8
2892;10-12 Voedings-, genotmiddelenindustrie;2014 februari;3;0;3
2893;10-12 Voedings-, genotmiddelenindustrie;2014 maart;3;1;2
2894;10-12 Voedings-, genotmiddelenindustrie;2014 1e kwartaal;15;2;13
2895;10-12 Voedings-, genotmiddelenindustrie;2014 april;8;0;8
2896;13-15 Textiel-, kleding-, lederindustrie;1993 januari;4;3;1
2897;13-15 Textiel-, kleding-, lederindustrie;1993 februari;8;3;5
2898;13-15 Textiel-, kleding-, lederindustrie;1993 maart;4;0;4
2899;13-15 Textiel-, kleding-, lederindustrie;1993 1e kwartaal;16;6;10
2900;13-15 Textiel-, kleding-, lederindustrie;1993 april;5;1;4
2901;13-15 Textiel-, kleding-, lederindustrie;1993 mei;3;1;2
2902;13-15 Textiel-, kleding-, lederindustrie;1993 juni;5;2;3
2903;13-15 Textiel-, kleding-, lederindustrie;1993 2e kwartaal;13;4;9
2904;13-15 Textiel-, kleding-, lederindustrie;1993 juli;5;3;2
2905;13-15 Textiel-, kleding-, lederindustrie;1993 augustus;5;0;5
2906;13-15 Textiel-, kleding-, lederindustrie;1993 september;4;1;3
2907;13-15 Textiel-, kleding-, lederindustrie;1993 3e kwartaal;14;4;10
2908;13-15 Textiel-, kleding-, lederindustrie;1993 oktober;9;3;6
2909;13-15 Textiel-, kleding-, lederindustrie;1993 november;5;2;3
2910;13-15 Textiel-, kleding-, lederindustrie;1993 december;10;5;5
2911;13-15 Textiel-, kleding-, lederindustrie;1993 4e kwartaal;24;10;14
2912;13-15 Textiel-, kleding-, lederindustrie;1993;67;24;43
2913;13-15 Textiel-, kleding-, lederindustrie;1994 januari;6;2;4
2914;13-15 Textiel-, kleding-, lederindustrie;1994 februari;6;2;4
2915;13-15 Textiel-, kleding-, lederindustrie;1994 maart;5;0;5
