ID;SoortGebouw;Regio;AantalGebouwen_1
2479;Totaal aantal gebouwen;"Vries; bewoonde oorden; Winde";66
2480;Totaal aantal gebouwen;"Vries; bo; De Punt (ged.), ""Filadelfia""";4
2481;Totaal aantal gebouwen;"Vries; bew. oorden; De Punt (ged.), ov.";292
2482;Totaal aantal gebouwen;"Vries; bewoonde oorden; IJde";205
2483;Totaal aantal gebouwen;"Vries; vh; Langs de Spoorlijn";51
2484;Totaal aantal gebouwen;"Vries; vh; Ld str.w. De Punt-Vries-Assen";50
2485;Totaal aantal gebouwen;"Vries; vh; Langs het Noord-Willemskanaal";67
2486;Totaal aantal gebouwen;"Vries; verspr. huizen; In het Zeierveld";96
2487;Totaal aantal gebouwen;"Vries; verspr. huizen; In het Zeierveen";35
2488;Totaal aantal gebouwen;"Vries; verspreide huizen; Bij Ubbena";62
2489;Totaal aantal gebouwen;"Vries; verspreide huizen; Bij Benkoelen";19
2490;Totaal aantal gebouwen;"Vries; overige verspreide huizen";465
2491;Totaal aantal gebouwen;"Westerbork; totaal";2117
2492;Totaal aantal gebouwen;"Westerbork; bewoonde oorden; Westerbork";451
2493;Totaal aantal gebouwen;"Westerbork; bewoonde oorden; Zwiggelte";143
2494;Totaal aantal gebouwen;"Westerbork; bewoonde oorden; Eursinge";48
2495;Totaal aantal gebouwen;"Westerbork; bewoonde oorden; Elp";219
2496;Totaal aantal gebouwen;"Westerbork; bewoonde oorden; Orvelte";91
2497;Totaal aantal gebouwen;"Westerbork; bewoonde oorden; Bruntinge";30
2498;Totaal aantal gebouwen;"Westerbork; bewoonde oorden; Garminge";64
2499;Totaal aantal gebouwen;"Westerbork; bewoonde oorden; Balinge";68
2500;Totaal aantal gebouwen;"Westerbork; bewoonde oorden; Mantinge";106
2501;Totaal aantal gebouwen;"Westerbork; bewoonde oorden; Witteveen";79
2502;Totaal aantal gebouwen;"Westerbork; bew. oorden; Nieuw-Balinge";53
2503;Totaal aantal gebouwen;"Westerbork; bewoonde oorden; Nieuweroord";127
2504;Totaal aantal gebouwen;"Westerbork; vh; Langs het Oranjekanaal";188
2505;Totaal aantal gebouwen;"Westerbork; vh; Bij de Orvelterbrug";36
2506;Totaal aantal gebouwen;"Westerbork; verspr. huizen; Bij Koehoorn";32
2507;Totaal aantal gebouwen;"Westerbork; verspr. huizen; Nieuweroord";86
2508;Totaal aantal gebouwen;"Westerbork; oh, Diaconie Armenwerkhuis";4
2509;Totaal aantal gebouwen;"Westerbork; ov. verspr. huizen, ov.";292
2510;Totaal aantal gebouwen;"Wijk (de); totaal";1878
2511;Totaal aantal gebouwen;"Wijk (de); bewoonde oorden; Oshaar";49
2512;Totaal aantal gebouwen;"Wijk (de); bewoonde oorden; Koekange";470
2513;Totaal aantal gebouwen;"Wijk (de); bewoonde oorden; De Stapel";104
2514;Totaal aantal gebouwen;"Wijk (de); bewoonde oorden; Haalweide";29
2515;Totaal aantal gebouwen;"Wijk (de); bewoonde oorden; Oosterwijk";77
2516;Totaal aantal gebouwen;"Wijk (de); bewoonde oorden; Wijk (de)";258
2517;Totaal aantal gebouwen;"Wijk (de); vh; Bs. Broekhuizen (ged.)";6
2518;Totaal aantal gebouwen;"Wijk (de); vh; Buurtschap Rogat";63
2519;Totaal aantal gebouwen;"Wijk (de); vh; Buurtschap Wijkerbroek";59
2520;Totaal aantal gebouwen;"Wijk (de); vh; Buurtschap De Eemten";24
2521;Totaal aantal gebouwen;"Wijk (de); vh; Bs. Hooge Linthorst";20
2522;Totaal aantal gebouwen;"Wijk (de); vh; Buurtschap Ossesluis";34
2523;Totaal aantal gebouwen;"Wijk (de); vh; Buurtschap Schiphorst";27
2524;Totaal aantal gebouwen;"Wijk (de); vh; Buurtschap Struikberg";41
2525;Totaal aantal gebouwen;"Wijk (de); vh; L/d Koekangerdwarsdijk";144
2526;Totaal aantal gebouwen;"Wijk (de); vh; In het Koekangerveld";87
2527;Totaal aantal gebouwen;"Wijk (de); vh; In het Stapelerveld";26
2528;Totaal aantal gebouwen;"Wijk (de); vh; Buurtschap Koekanger Aa";43
2529;Totaal aantal gebouwen;"Wijk (de); vh; Buurtschap Oshaar";34
2530;Totaal aantal gebouwen;"Wijk (de); vh; Buurtschap Noordwijk";20
2531;Totaal aantal gebouwen;"Wijk (de); vh; Buurtschap Havixhorst";17
2532;Totaal aantal gebouwen;"Wijk (de); vh; Buurtschap Dikninge";10
2533;Totaal aantal gebouwen;"Wijk (de); vh; Buurtschap Lindenhorst";12
2534;Totaal aantal gebouwen;"Wijk (de); vh; Buurtschap Dunningen";10
2535;Totaal aantal gebouwen;"Wijk (de); vh; Buurtschap Hoogeveld";33
2536;Totaal aantal gebouwen;"Wijk (de); vh; Buurtschap Schoonvelde";20
2537;Totaal aantal gebouwen;"Wijk (de); vh; Langs den Esseweg";23
2538;Totaal aantal gebouwen;"Wijk (de); vh; Langs den Meppelerweg";8
2539;Totaal aantal gebouwen;"Wijk (de); vh; Langs de Wiltensteeg";13
2540;Totaal aantal gebouwen;"Wijk (de); vh; Langs den Postweg";20
2541;Totaal aantal gebouwen;"Wijk (de); vh; Langs de Broeksteeg";10
2542;Totaal aantal gebouwen;"Wijk (de); oh, Stichting ""Ons Tehuis""";3
2543;Totaal aantal gebouwen;"Wijk (de); ov. verspr. huizen, ov.";84
2544;Totaal aantal gebouwen;"Zuidlaren; totaal";1798
2545;Totaal aantal gebouwen;"Zuidlaren; bewoonde oorden; Zuidlaren";842
2546;Totaal aantal gebouwen;"Zuidlaren; bew. oorden; Schuilingsoord";161
2547;Totaal aantal gebouwen;"Zuidlaren; bo; Midlaren, N.H. Diaconieh.";2
2548;Totaal aantal gebouwen;"Zuidlaren; bew. oorden; Midlaren, ov.";196
2549;Totaal aantal gebouwen;"Zuidlaren; bewoonde oorden; De Groeve";143
2550;Totaal aantal gebouwen;"Zuidlaren; bew. oorden; Zuidlaarderveen";160
2551;Totaal aantal gebouwen;"Zuidlaren; bewoonde oorden; Westlaren";165
2552;Totaal aantal gebouwen;"Zuidlaren; bewoonde oorden; Dennenoord";53
2553;Totaal aantal gebouwen;"Zuidlaren; verspreide huizen";76
2554;Totaal aantal gebouwen;"Zuidwolde; totaal";1553
2555;Totaal aantal gebouwen;"Zuidwolde; bo; Ten Arlo (met Lubbinge)";24
2556;Totaal aantal gebouwen;"Zuidwolde; bo; Kerkenbosch";297
2557;Totaal aantal gebouwen;"Zuidwolde; bew. oorden; Schottershuizen";41
2558;Totaal aantal gebouwen;"Zuidwolde; bewoonde oorden; Linde";29
2559;Totaal aantal gebouwen;"Zuidwolde; bewoonde oorden; Nolde";13
2560;Totaal aantal gebouwen;"Zuidwolde; bewoonde oorden; Pieperij";13
2561;Totaal aantal gebouwen;"Zuidwolde; bewoonde oorden; Bloemberg";29
2562;Totaal aantal gebouwen;"Zuidwolde; bewoonde oorden; Veeningen";49
2563;Totaal aantal gebouwen;"Zuidwolde; bew. oorden; Alteveer (ged.)";33
2564;Totaal aantal gebouwen;"Zuidwolde; bewoonde oorden; Kerkenveld";18
2565;Totaal aantal gebouwen;"Zuidwolde; bew. oorden; Drochteropslagen";99
2566;Totaal aantal gebouwen;"Zuidwolde; bewoonde oorden; Vuile Riete";49
2567;Totaal aantal gebouwen;"Zuidwolde; bewoonde oorden; Paardelanden";10
2568;Totaal aantal gebouwen;"Zuidwolde; bewoonde oorden; Wemmenhove";12
2569;Totaal aantal gebouwen;"Zuidwolde; bewoonde oorden; Middelveen";19
2570;Totaal aantal gebouwen;"Zuidwolde; bewoonde oorden; Bazuin";9
2571;Totaal aantal gebouwen;"Zuidwolde; bewoonde oorden; Drocht";13
2572;Totaal aantal gebouwen;"Zuidwolde; bewoonde oorden; Fort";21
2573;Totaal aantal gebouwen;"Zuidwolde; vh; In Steenberger weiden";27
2574;Totaal aantal gebouwen;"Zuidwolde; verspr. huizen; In Nolderveld";16
2575;Totaal aantal gebouwen;"Zuidwolde; vh; In Noldigerdijk";12
2576;Totaal aantal gebouwen;"Zuidwolde; vh; In Wildenberg en Rabbinge";19
2577;Totaal aantal gebouwen;"Zuidwolde; vh; In Veeningerlanden";3
2578;Totaal aantal gebouwen;"Zuidwolde; vh; Diaconieh. N.H. Gem.";2
2579;Totaal aantal gebouwen;"Zuidwolde; vh; In Steenb. Westerv., ov.";52
2580;Totaal aantal gebouwen;"Zuidwolde; vh; In Steenberger Oosterveld";7
2581;Totaal aantal gebouwen;"Zuidwolde; verspr. huizen; In Weemslag";19
2582;Totaal aantal gebouwen;"Zuidwolde; vh; In Kerkenbovenveen";100
2583;Totaal aantal gebouwen;"Zuidwolde; verspr. huizen; In Zandveld";15
2584;Totaal aantal gebouwen;"Zuidwolde; vh; In Meerstalslagen";1
2585;Totaal aantal gebouwen;"Zuidwolde; verspr. huizen; In Hoofddiep";13
2586;Totaal aantal gebouwen;"Zuidwolde; verspr. huizen; In Zuiderdiep";13
2587;Totaal aantal gebouwen;"Zuidwolde; verspr. huizen; In Linderveld";20
2588;Totaal aantal gebouwen;"Zuidwolde; vh; In Breggenbergen";8
2589;Totaal aantal gebouwen;"Zuidwolde; verspr. huizen; In Schrapveen";13
2590;Totaal aantal gebouwen;"Zuidwolde; verspr. huizen; In Drogtzee";4
2591;Totaal aantal gebouwen;"Zuidwolde; verspr. huizen; In Drogtveld";11
2592;Totaal aantal gebouwen;"Zuidwolde; vh; Buurtschap Westerveld";52
2593;Totaal aantal gebouwen;"Zuidwolde; overige verspreide huizen";368
2594;Totaal aantal gebouwen;"Zweeloo; totaal";1306
2595;Totaal aantal gebouwen;"Zweeloo; bo; Zweelo, Marechausséekazerne";6
2596;Totaal aantal gebouwen;"Zweeloo; bewoonde oorden; Zweelo, ov.";256
2597;Totaal aantal gebouwen;"Zweeloo; bewoonde oorden; Aalden";238
2598;Totaal aantal gebouwen;"Zweeloo; bewoonde oorden; Meppen";231
2599;Totaal aantal gebouwen;"Zweeloo; bewoonde oorden; Benneveld";176
2600;Totaal aantal gebouwen;"Zweeloo; bewoonde oorden; Wezup";167
2601;Totaal aantal gebouwen;"Zweeloo; bewoonde oorden; Wezuperbrug";76
2602;Totaal aantal gebouwen;"Zweeloo; bewoonde oorden; Ellertsveld";18
2603;Totaal aantal gebouwen;"Zweeloo; verspreide huizen; Zweeloërveld";20
2604;Totaal aantal gebouwen;"Zweeloo; verspreide huizen; Schapendrift";33
2605;Totaal aantal gebouwen;"Zweeloo; verspreide huizen; Mekelermeer";16
2606;Totaal aantal gebouwen;"Zweeloo; verspreide huizen; Wezuperveld";55
2607;Totaal aantal gebouwen;"Zweeloo; overige verspreide huizen";14
2608;Totaal aantal gebouwen;"Almelo; totaal";9901
2609;Totaal aantal gebouwen;"Almelo; bo; St. Canisiusgesticht";1
2610;Totaal aantal gebouwen;"Almelo; bo; Diaconessenhuis";0
2611;Totaal aantal gebouwen;"Almelo; bo; Zusterh. ""St. Egbertus""";1
2612;Totaal aantal gebouwen;"Almelo; bo; St. Anthony Gasthuis";1
2613;Totaal aantal gebouwen;"Almelo; bo; Gevangenis";2
2614;Totaal aantal gebouwen;"Almelo; bo; Kl. Franciscanessen";5
2615;Totaal aantal gebouwen;"Almelo; bo; Leger des Heils";2
2616;Totaal aantal gebouwen;"Almelo; bo; Kon. Marech.kaz.";6
2617;Totaal aantal gebouwen;"Almelo; bo; Weeshuis";3
2618;Totaal aantal gebouwen;"Almelo; bo; R.K. Ziekenhuis";2
2619;Totaal aantal gebouwen;"Almelo; bo; Algemeen Ziekenhuis";2
2620;Totaal aantal gebouwen;"Almelo; bo; ov.";8630
2621;Totaal aantal gebouwen;"Almelo; vh; Buurtschap, Achterhoek";160
2622;Totaal aantal gebouwen;"Almelo; vh; Bs., Visschedijk met Haghoek";47
2623;Totaal aantal gebouwen;"Almelo; vh; Bs., Achtersluitersveld";63
2624;Totaal aantal gebouwen;"Almelo; vh; Buurtschap, Wateregge";64
2625;Totaal aantal gebouwen;"Almelo; vh; Buurtschap, Bolkshoek";124
2626;Totaal aantal gebouwen;"Almelo; vh; Buurtschap, Nijrees";249
2627;Totaal aantal gebouwen;"Almelo; vh; Bs., Ossenkoppelerhoek";183
2628;Totaal aantal gebouwen;"Almelo; vh; Buurtschap, Bellinkhof";213
2629;Totaal aantal gebouwen;"Almelo; oh, ""De Goede Herder""";7
2630;Totaal aantal gebouwen;"Almelo; overige verspreide huizen, ov.";136
2631;Totaal aantal gebouwen;"Delden (Ambt-); totaal";1976
2632;Totaal aantal gebouwen;"Delden (Ambt-); bewoonde oorden; Wegdam";71
2633;Totaal aantal gebouwen;"Delden (Ambt-); vh; Jozef Retraitenh.";6
2634;Totaal aantal gebouwen;"Delden (Ambt-); vh; Jozef Retr.h. (Zrsh)";0
2635;Totaal aantal gebouwen;"Delden (Ambt-); vh; Bs. Azelo, ov.";157
2636;Totaal aantal gebouwen;"Delden (Ambt-); vh; Bs. Deldeneresch";282
2637;Totaal aantal gebouwen;"Delden (Ambt-); vh; Bs. Deldenerbroek";297
2638;Totaal aantal gebouwen;"Delden (Ambt-); vh; Buurtschap Zeldam";395
2639;Totaal aantal gebouwen;"Delden (Ambt-); vh; Buurtschap Wiene";280
2640;Totaal aantal gebouwen;"Delden (Ambt-); vh; Buurtschap Bentelo";237
2641;Totaal aantal gebouwen;"Delden (Ambt-); vh; Bs. Hengevelde";251
2642;Totaal aantal gebouwen;"Avereest; totaal";4694
2643;Totaal aantal gebouwen;"Avereest; bo; Dedemsvaart (streekdorp)";120
2644;Totaal aantal gebouwen;"Avereest; bewoonde oorden; Sluis 6";232
2645;Totaal aantal gebouwen;"Avereest; bewoonde oorden; Langewijk";404
2646;Totaal aantal gebouwen;"Avereest; bo; Dedemsvaart, N.H. Oudel.h.";1
2647;Totaal aantal gebouwen;"Avereest; bew. oorden; Dedemsvaart, ov.";1452
2648;Totaal aantal gebouwen;"Avereest; bewoonde oorden; Sponturfwijk";66
2649;Totaal aantal gebouwen;"Avereest; bewoonde oorden; de Pol";28
2650;Totaal aantal gebouwen;"Avereest; bewoonde oorden; Balkbrug";378
2651;Totaal aantal gebouwen;"Avereest; bo; Rijksopv. gest. Veldzicht";16
2652;Totaal aantal gebouwen;"Avereest; bew. oorden; Veldzicht, ov.";9
2653;Totaal aantal gebouwen;"Avereest; bewoonde oorden; Oud-Avereest";105
2654;Totaal aantal gebouwen;"Avereest; bewoonde oorden; Benedenvaart";225
2655;Totaal aantal gebouwen;"Avereest; vh; In het Achterveld";85
2656;Totaal aantal gebouwen;"Avereest; vh; Langs de Samenwijk";29
2657;Totaal aantal gebouwen;"Avereest; vh; Langs het Zwartepad";128
2658;Totaal aantal gebouwen;"Avereest; vh; Langs de 16de wijk";51
2659;Totaal aantal gebouwen;"Avereest; vh; Langs de Nieuwewijk";38
2660;Totaal aantal gebouwen;"Avereest; vh; Langs de Oostwijk";58
2661;Totaal aantal gebouwen;"Avereest; vh; Langs de Peterswijk";24
2662;Totaal aantal gebouwen;"Avereest; vh; Langs de Dorgelo'swijk";22
2663;Totaal aantal gebouwen;"Avereest; vh; Langs de Boekweitenwijk";21
2664;Totaal aantal gebouwen;"Avereest; vh; Langs het Ommerkanaal";111
2665;Totaal aantal gebouwen;"Avereest; verspr. huizen; In de Mulderij";30
2666;Totaal aantal gebouwen;"Avereest; vh; Buurtschap Oosterhuis";72
2667;Totaal aantal gebouwen;"Avereest; verspr. huizen; Groep den Kaat";11
2668;Totaal aantal gebouwen;"Avereest; vh; Groep Westerhuis";8
2669;Totaal aantal gebouwen;"Avereest; verspreide huizen; In de Maten";83
2670;Totaal aantal gebouwen;"Avereest; vh; Nabij Klein-Oever";30
2671;Totaal aantal gebouwen;"Avereest; vh; Nabij Groot-Oever";43
2672;Totaal aantal gebouwen;"Avereest; overige verspreide huizen";814
2673;Totaal aantal gebouwen;"Bathmen; totaal";1370
2674;Totaal aantal gebouwen;"Bathmen; bewoonde oorden; Bathmen";384
2675;Totaal aantal gebouwen;"Bathmen; bewoonde oorden; Pieriksmars";35
2676;Totaal aantal gebouwen;"Bathmen; bewoonde oorden; Loo";28
2677;Totaal aantal gebouwen;"Bathmen; bew. oorden; Bathmenscheveen";7
2678;Totaal aantal gebouwen;"Bathmen; bewoonde oorden; Dortherhoek";50
2679;Totaal aantal gebouwen;"Bathmen; bewoonde oorden; Zuid-Loo";9
2680;Totaal aantal gebouwen;"Bathmen; bewoonde oorden; Apenhuizen";19
2681;Totaal aantal gebouwen;"Bathmen; vh; Buurtschap Bathmen";102
2682;Totaal aantal gebouwen;"Bathmen; vh; Buurtschap Dortherhoek";189
2683;Totaal aantal gebouwen;"Bathmen; vh; Buurtschap Zuid-Loo";212
2684;Totaal aantal gebouwen;"Bathmen; verspr. huizen; Buurtschap Loo";335
2685;Totaal aantal gebouwen;"Blankenham; totaal";260
2686;Totaal aantal gebouwen;"Blankenham; bewoonde oorden; Blankenham";165
2687;Totaal aantal gebouwen;"Blankenham; verspr. huizen; Polderdijk";6
2688;Totaal aantal gebouwen;"Blankenham; verspr. huizen; Zuidpolder";34
2689;Totaal aantal gebouwen;"Blankenham; verspreide huizen; Lageweg";20
2690;Totaal aantal gebouwen;"Blankenham; verspreide huizen; Lindedijk";20
2691;Totaal aantal gebouwen;"Blankenham; vh; Het Rondebroek";15
2692;Totaal aantal gebouwen;"Blokzijl; totaal";449
2693;Totaal aantal gebouwen;"Blokzijl; bewoonde oorden; Blokzijl";440
2694;Totaal aantal gebouwen;"Blokzijl; verspreide huizen";9
2695;Totaal aantal gebouwen;"Borne; totaal";3112
2696;Totaal aantal gebouwen;"Borne; bo; St. Johannesgesticht";4
2697;Totaal aantal gebouwen;"Borne; bewoonde oorden; Borne, ov.";1902
2698;Totaal aantal gebouwen;"Borne; bo; Zenderen, Carmelietessenkl.";2
2699;Totaal aantal gebouwen;"Borne; bo; Zenderen, Carmelietenklooster";3
2700;Totaal aantal gebouwen;"Borne; bo; Zenderen, Gymn. St. Alberti";2
2701;Totaal aantal gebouwen;"Borne; bewoonde oorden; Zenderen, ov.";179
2702;Totaal aantal gebouwen;"Borne; bewoonde oorden; Hertme";26
2703;Totaal aantal gebouwen;"Borne; bo; broek, St. Theresiagest.";2
2704;Totaal aantal gebouwen;"Borne; bewoonde oorden; Bornerbroek, ov.";113
2705;Totaal aantal gebouwen;"Borne; bewoonde oorden; Weleveld";18
2706;Totaal aantal gebouwen;"Borne; bewoonde oorden; Tusveld";28
2707;Totaal aantal gebouwen;"Borne; verspr. huizen; Buurtschap Borne";171
2708;Totaal aantal gebouwen;"Borne; vh; Buurtschap Zenderen";245
2709;Totaal aantal gebouwen;"Borne; verspr. huizen; Buurtschap Hertme";114
2710;Totaal aantal gebouwen;"Borne; vh; Buurtschap Bornerbroek";303
2711;Totaal aantal gebouwen;"Dalfsen; totaal";2886
2712;Totaal aantal gebouwen;"Dalfsen; bewoonde oorden; Oudleusen";138
2713;Totaal aantal gebouwen;"Dalfsen; bewoonde oorden; Emmen";112
2714;Totaal aantal gebouwen;"Dalfsen; bo; Zusterhuis";0
2715;Totaal aantal gebouwen;"Dalfsen; bewoonde oorden; Dalfsen, ov.";452
2716;Totaal aantal gebouwen;"Dalfsen; bewoonde oorden; Welsum";42
2717;Totaal aantal gebouwen;"Dalfsen; bewoonde oorden; Rechteren";45
2718;Totaal aantal gebouwen;"Dalfsen; bewoonde oorden; Hoonhorst";61
2719;Totaal aantal gebouwen;"Dalfsen; bew. oorden; Lemelerveld (ged.)";142
2720;Totaal aantal gebouwen;"Dalfsen; vh; Buurtschap Broek";26
2721;Totaal aantal gebouwen;"Dalfsen; vh; Buurtschap Ranserveen";125
2722;Totaal aantal gebouwen;"Dalfsen; vh; Buurtschap Dalfserveld";45
2723;Totaal aantal gebouwen;"Dalfsen; vh; Buurtschap Leuzenerslag";57
2724;Totaal aantal gebouwen;"Dalfsen; verspr. huizen; Buurtschap Holt";51
2725;Totaal aantal gebouwen;"Dalfsen; vh; Buurtschap Broekhuizen";46
2726;Totaal aantal gebouwen;"Dalfsen; vh; Buurtschap Ankum";188
2727;Totaal aantal gebouwen;"Dalfsen; vh; Buurtschap Marshoek";60
2728;Totaal aantal gebouwen;"Dalfsen; vh; Buurtschap Mataram";24
2729;Totaal aantal gebouwen;"Dalfsen; vh; Buurtschap Oosterdalfsen";36
2730;Totaal aantal gebouwen;"Dalfsen; vh; Buurtschap Hessum";130
2731;Totaal aantal gebouwen;"Dalfsen; vh; Buurtschap Millingen";86
2732;Totaal aantal gebouwen;"Dalfsen; vh; Buurtschap Lente";175
2733;Totaal aantal gebouwen;"Dalfsen; vh; Buurtschap Slennebroek";96
2734;Totaal aantal gebouwen;"Dalfsen; vh; Buurtschap Vennenberg";37
2735;Totaal aantal gebouwen;"Dalfsen; vh; Bs. Dalmsholte (ged.)";220
2736;Totaal aantal gebouwen;"Dalfsen; vh; Buurtschap Leemskuilen";20
2737;Totaal aantal gebouwen;"Dalfsen; vh; Buurtschap Gerner";65
2738;Totaal aantal gebouwen;"Dalfsen; overige verspreide huizen";407
2739;Totaal aantal gebouwen;"Denekamp; totaal";2529
2740;Totaal aantal gebouwen;"Denekamp; bo; St. Gradus Majellagest.";0
2741;Totaal aantal gebouwen;"Denekamp; bewoonde oorden; Denekamp, ov.";697
2742;Totaal aantal gebouwen;"Denekamp; bewoonde oorden; Berghum";33
2743;Totaal aantal gebouwen;"Denekamp; vh; Buurtschap Breklenkamp";143
2744;Totaal aantal gebouwen;"Denekamp; vh; Buurtschap Lattrop";237
2745;Totaal aantal gebouwen;"Denekamp; vh; Buurtschap Tilligte";307
2746;Totaal aantal gebouwen;"Denekamp; vh; Buurtschap Oud-Ootmarsum";176
2747;Totaal aantal gebouwen;"Denekamp; vh; Buurtschap Nutter";110
2748;Totaal aantal gebouwen;"Denekamp; vh; Buurtschap Groot-Agelo";216
2749;Totaal aantal gebouwen;"Denekamp; vh; Buurtschap Klein-Agelo";93
2750;Totaal aantal gebouwen;"Denekamp; vh; Buurtschap Denekamp";89
2751;Totaal aantal gebouwen;"Denekamp; vh; Bs. St. Nicolaas gest.";7
2752;Totaal aantal gebouwen;"Denekamp; vh; Bs. Noord-Deurninge, ov.";421
2753;Totaal aantal gebouwen;"Deventer; totaal";11203
2754;Totaal aantal gebouwen;"Deventer; bo; Burgerweeshuis";1
2755;Totaal aantal gebouwen;"Deventer; bo; Vereenigde gest.";2
2756;Totaal aantal gebouwen;"Deventer; bo; ""Huize Louise""";0
2757;Totaal aantal gebouwen;"Deventer; bo; Jonggezellenhuis";1
2758;Totaal aantal gebouwen;"Deventer; bo; Garnizoen";6
2759;Totaal aantal gebouwen;"Deventer; bo; Kon. Marechaussée";0
2760;Totaal aantal gebouwen;"Deventer; bo; Krankzinnigengest.";3
2761;Totaal aantal gebouwen;"Deventer; bo; Politietroepen";0
2762;Totaal aantal gebouwen;"Deventer; bo; St. Josephgest.";2
2763;Totaal aantal gebouwen;"Deventer; bo; ""Boterstraat""";0
2764;Totaal aantal gebouwen;"Deventer; bo; de Weerdsgest.";1
2765;Totaal aantal gebouwen;"Deventer; bo; St. Geertruiden Gasth.";1
2766;Totaal aantal gebouwen;"Deventer; bo; Rijkslandb. Huish. School";2
2767;Totaal aantal gebouwen;"Deventer; bewoonde oorden; Deventer, ov.";10577
2768;Totaal aantal gebouwen;"Deventer; bewoonde oorden; Hoven";561
2769;Totaal aantal gebouwen;"Deventer; bo; ""Brinkgreve""";15
2770;Totaal aantal gebouwen;"Deventer; verspreide huizen";31
2771;Totaal aantal gebouwen;"Diepenheim; totaal";641
2772;Totaal aantal gebouwen;"Diepenheim; bewoonde oorden; Diepenheim";311
2773;Totaal aantal gebouwen;"Diepenheim; verspreide huizen; Kerspel";161
2774;Totaal aantal gebouwen;"Diepenheim; verspreide huizen; Schipbeek";72
2775;Totaal aantal gebouwen;"Diepenheim; verspreide huizen; Markvelde";97
2776;Totaal aantal gebouwen;"Diepenveen; totaal";2256
2777;Totaal aantal gebouwen;"Diepenveen; bewoonde oorden; Diepenveen";78
2778;Totaal aantal gebouwen;"Diepenveen; bewoonde oorden; Rande";273
2779;Totaal aantal gebouwen;"Diepenveen; bewoonde oorden; Molenwijk";51
2780;Totaal aantal gebouwen;"Diepenveen; bo; Schalkhaar, Brinkgreve";3
2781;Totaal aantal gebouwen;"Diepenveen; bew. oorden; Schalkhaar, ov.";176
2782;Totaal aantal gebouwen;"Diepenveen; bewoonde oorden; Snippeling";137
2783;Totaal aantal gebouwen;"Diepenveen; bewoonde oorden; Okkenbroek";26
2784;Totaal aantal gebouwen;"Diepenveen; bewoonde oorden; Lettele";28
2785;Totaal aantal gebouwen;"Diepenveen; bewoonde oorden; Colmschate";195
2786;Totaal aantal gebouwen;"Diepenveen; bewoonde oorden; Platvoet";76
2787;Totaal aantal gebouwen;"Diepenveen; bewoonde oorden; Borgele";120
2788;Totaal aantal gebouwen;"Diepenveen; vh; Buurtschap Rande";75
2789;Totaal aantal gebouwen;"Diepenveen; vh; Bs. Tjoene, Kl. Sion";2
2790;Totaal aantal gebouwen;"Diepenveen; vh; Buurtschap Tjoene, ov.";92
2791;Totaal aantal gebouwen;"Diepenveen; vh; Buurtschap Averlo";104
2792;Totaal aantal gebouwen;"Diepenveen; vh; Buurtschap Frieswijk";70
2793;Totaal aantal gebouwen;"Diepenveen; vh; Buurtschap Riele";161
2794;Totaal aantal gebouwen;"Diepenveen; vh; Buurtschap Weteringen";65
2795;Totaal aantal gebouwen;"Diepenveen; vh; Buurtschap Oxe";54
2796;Totaal aantal gebouwen;"Diepenveen; vh; Buurtschap Okkenbroek";129
2797;Totaal aantal gebouwen;"Diepenveen; vh; Buurtschap Linde";142
2798;Totaal aantal gebouwen;"Diepenveen; vh; Buurtschap Lettele";133
2799;Totaal aantal gebouwen;"Diepenveen; vh; Buurtschap Borgele";66
2800;Totaal aantal gebouwen;"Enschede; totaal";13829
2801;Totaal aantal gebouwen;"Enschede; bo; Oude Mannen- en Vrouwenh.";2
2802;Totaal aantal gebouwen;"Enschede; bo; Ziekenh. ""Ziekenzorg""";1
2803;Totaal aantal gebouwen;"Enschede; bo; R.K. Ziekenhuis";2
2804;Totaal aantal gebouwen;"Enschede; bo; Larinkssticht (Kl.)";7
2805;Totaal aantal gebouwen;"Enschede; bewoonde oorden; Enschede, ov.";13817
2806;Totaal aantal gebouwen;"Genemuiden; totaal";1358
2807;Totaal aantal gebouwen;"Genemuiden; bo; Diaconie Armwerkh.";3
2808;Totaal aantal gebouwen;"Genemuiden; bew. oorden; Genemuiden, ov.";1158
2809;Totaal aantal gebouwen;"Genemuiden; bo; Kamperzeedijk (ged.)";171
2810;Totaal aantal gebouwen;"Genemuiden; bo; Cellemuiden (ged.)";13
2811;Totaal aantal gebouwen;"Genemuiden; verspreide huizen";13
2812;Totaal aantal gebouwen;"Giethoorn; totaal";1108
2813;Totaal aantal gebouwen;"Giethoorn; bo; (Streekdorp)";294
2814;Totaal aantal gebouwen;"Giethoorn; bewoonde oorden; Middenbuurt";36
2815;Totaal aantal gebouwen;"Giethoorn; bewoonde oorden; Zuideinde";614
2816;Totaal aantal gebouwen;"Giethoorn; bewoonde oorden; Dwarsgracht";112
2817;Totaal aantal gebouwen;"Giethoorn; bewoonde oorden; Jonen";16
2818;Totaal aantal gebouwen;"Giethoorn; verspreide huizen";36
2819;Totaal aantal gebouwen;"Goor; totaal";1352
2820;Totaal aantal gebouwen;"Goor; bo; Marechausséekazerne";1
2821;Totaal aantal gebouwen;"Goor; bewoonde oorden; Goor, ov.";1351
2822;Totaal aantal gebouwen;"Gramsbergen; totaal";2185
2823;Totaal aantal gebouwen;"Gramsbergen; bew. oorden; Gramsbergen";366
2824;Totaal aantal gebouwen;"Gramsbergen; bewoonde oorden; De Krim";430
