ID;SoortGebouw;Regio;AantalGebouwen_1
5598;Totaal aantal gebouwen;"Zegveld; totaal";735
5599;Totaal aantal gebouwen;"Zegveld; bewoonde oorden; Zegveld";485
5600;Totaal aantal gebouwen;"Zegveld; bewoonde oorden; Lagenbroek";116
5601;Totaal aantal gebouwen;"Zegveld; bewoonde oorden; Meije (ged.)";118
5602;Totaal aantal gebouwen;"Zegveld; verspreide huizen; Meijekade";16
5603;Totaal aantal gebouwen;"Zeist; totaal";7293
5604;Totaal aantal gebouwen;"Zeist; bo; N.H. Kerk, oude mn. en vr.h.";1
5605;Totaal aantal gebouwen;"Zeist; bo; Alg. Ziekenverpl.";5
5606;Totaal aantal gebouwen;"Zeist; bo; Rijksopv.gest. voor meisjes";4
5607;Totaal aantal gebouwen;"Zeist; bo; Chr. Blindeninst. ""Bartimëus""";3
5608;Totaal aantal gebouwen;"Zeist; bo; Int. Jongenssch. Ev. Br.gem.";0
5609;Totaal aantal gebouwen;"Zeist; bo; Kinderheim";0
5610;Totaal aantal gebouwen;"Zeist; bo; Int. meisjessch. Ev. Br.gem.";0
5611;Totaal aantal gebouwen;"Zeist; bo; Zusterh. Evang. Broedergem.";0
5612;Totaal aantal gebouwen;"Zeist; bo; Chr. San. voor zenuwlijders";9
5613;Totaal aantal gebouwen;"Zeist; bo; Herstellingsoord Zr. Treffers";0
5614;Totaal aantal gebouwen;"Zeist; bo; Protestantsch weeshuis";0
5615;Totaal aantal gebouwen;"Zeist; bo; Mariaoord";2
5616;Totaal aantal gebouwen;"Zeist; bo; (met Siberië), Bethanië";0
5617;Totaal aantal gebouwen;"Zeist; bo; (met Siberië), ov.";6061
5618;Totaal aantal gebouwen;"Zeist; bo; Blindeninst. Pr. Alexanderst.";3
5619;Totaal aantal gebouwen;"Zeist; bo; Huis ter Heide, Johannesst.";6
5620;Totaal aantal gebouwen;"Zeist; bew. oorden; Huis ter Heide, ov.";256
5621;Totaal aantal gebouwen;"Zeist; bew. oorden; Soesterberg (ged.)";5
5622;Totaal aantal gebouwen;"Zeist; bo; Bosch en Duin, ""H. id Dennen""";1
5623;Totaal aantal gebouwen;"Zeist; bo; Bosch en Duin, ""De Schakel""";1
5624;Totaal aantal gebouwen;"Zeist; bew. oorden; Bosch en Duin, ov.";112
5625;Totaal aantal gebouwen;"Zeist; bo; Den Dolder, ""De Harsthulst""";3
5626;Totaal aantal gebouwen;"Zeist; bo; Den Dolder, ""W. Arntsz Hoeve""";47
5627;Totaal aantal gebouwen;"Zeist; bewoonde oorden; Den Dolder, ov.";195
5628;Totaal aantal gebouwen;"Zeist; bewoonde oorden; Austerlitz";123
5629;Totaal aantal gebouwen;"Zeist; vh; Krakelingw, Int. Chr. Lyceum";3
5630;Totaal aantal gebouwen;"Zeist; vh; Langs den Krakelingweg, ov.";12
5631;Totaal aantal gebouwen;"Zeist; vh; Langs den Koppelweg";45
5632;Totaal aantal gebouwen;"Zeist; vh; Langs den Utrechtscheweg";6
5633;Totaal aantal gebouwen;"Zeist; vh; Langs den Austerlitzscheweg";5
5634;Totaal aantal gebouwen;"Zeist; vh; Langs den Oude Postweg";18
5635;Totaal aantal gebouwen;"Zeist; vh; Langs den Woudenbergscheweg";31
5636;Totaal aantal gebouwen;"Zeist; vh; Langs den Amersfoortscheweg";7
5637;Totaal aantal gebouwen;"Zeist; vh; Langs den Baarnscheweg";23
5638;Totaal aantal gebouwen;"Zeist; vh; Langs den Biltscheweg";12
5639;Totaal aantal gebouwen;"Zeist; vh; Langs den Paltzerweg";10
5640;Totaal aantal gebouwen;"Zeist; vh; Langs de Taveernelaan";20
5641;Totaal aantal gebouwen;"Zeist; vh; Langs de Tolhuislaan";7
5642;Totaal aantal gebouwen;"Zeist; vh; Langs de Blikkenburgerlaan";6
5643;Totaal aantal gebouwen;"Zeist; vh; Langs de Bunsinglaan";11
5644;Totaal aantal gebouwen;"Zeist; vh; Langs den Driebergscheweg";39
5645;Totaal aantal gebouwen;"Zeist; vh; Langs den Odijkerweg";73
5646;Totaal aantal gebouwen;"Zeist; vh; Langs den Tiendweg";14
5647;Totaal aantal gebouwen;"Zeist; vh; Langs den Dolderscheweg";13
5648;Totaal aantal gebouwen;"Zeist; vh; Ld Soestdijkerw., ""Vredeoord""";0
5649;Totaal aantal gebouwen;"Zeist; vh; Conferentieh. Jongelingsverb.";0
5650;Totaal aantal gebouwen;"Zeist; vh; Langs den Soestdijkerweg, ov.";25
5651;Totaal aantal gebouwen;"Zeist; ov. verspr. huizen, Bethanië";0
5652;Totaal aantal gebouwen;"Zeist; overige verspreide huizen, ov.";76
5653;Totaal aantal gebouwen;"Aalsmeer; totaal";3164
5654;Totaal aantal gebouwen;"Aalsmeer; bo; Teh. voor ouden van dagen";1
5655;Totaal aantal gebouwen;"Aalsmeer; bo; (Streekd.) Carmelieten kl.";1
5656;Totaal aantal gebouwen;"Aalsmeer; bo; (Streekdorp) ov.";2505
5657;Totaal aantal gebouwen;"Aalsmeer; bewoonde oorden; Kudelstaart";270
5658;Totaal aantal gebouwen;"Aalsmeer; bewoonde oorden; Kalslagen";51
5659;Totaal aantal gebouwen;"Aalsmeer; vh; In den Schinkelpolder";64
5660;Totaal aantal gebouwen;"Aalsmeer; vh; I/d Oosteinderpoelpolder";152
5661;Totaal aantal gebouwen;"Aalsmeer; vh; In den Stommeerpolder";44
5662;Totaal aantal gebouwen;"Aalsmeer; vh; In den Hornmeerpolder";12
5663;Totaal aantal gebouwen;"Aalsmeer; vh; In den Zuiderlegmeerpolder";44
5664;Totaal aantal gebouwen;"Aalsmeer; overige verspreide huizen";20
5665;Totaal aantal gebouwen;"Abbekerk; totaal";384
5666;Totaal aantal gebouwen;"Abbekerk; bewoonde oorden; Abbekerk";182
5667;Totaal aantal gebouwen;"Abbekerk; bo; Lambertschaag (ged.)";76
5668;Totaal aantal gebouwen;"Abbekerk; bewoonde oorden; Weere (ged.)";94
5669;Totaal aantal gebouwen;"Abbekerk; verspreide huizen; Bennemeer";20
5670;Totaal aantal gebouwen;"Abbekerk; verspreide huizen; Koppershorn";12
5671;Totaal aantal gebouwen;"Akersloot; totaal";885
5672;Totaal aantal gebouwen;"Akersloot; bewoonde oorden; Akersloot";427
5673;Totaal aantal gebouwen;"Akersloot; bewoonde oorden; Starting";14
5674;Totaal aantal gebouwen;"Akersloot; bewoonde oorden; Sluisbuurt";43
5675;Totaal aantal gebouwen;"Akersloot; bewoonde oorden; Boekel";16
5676;Totaal aantal gebouwen;"Akersloot; bewoonde oorden; Hoorne";21
5677;Totaal aantal gebouwen;"Akersloot; bewoonde oorden; Woude";45
5678;Totaal aantal gebouwen;"Akersloot; bewoonde oorden; Stierop";13
5679;Totaal aantal gebouwen;"Akersloot; verspreide huizen; Starnmeer";46
5680;Totaal aantal gebouwen;"Akersloot; verspr. huizen; Kogerpolder";29
5681;Totaal aantal gebouwen;"Akersloot; verspreide huizen; Schermer";156
5682;Totaal aantal gebouwen;"Akersloot; overige verspreide huizen";75
5683;Totaal aantal gebouwen;"Alkmaar; totaal";9396
5684;Totaal aantal gebouwen;"Alkmaar; bew. oorden; Alkmaar, Karenhuis";0
5685;Totaal aantal gebouwen;"Alkmaar; bo; N.H. Diaconie";0
5686;Totaal aantal gebouwen;"Alkmaar; bo; O.L.V.st.";4
5687;Totaal aantal gebouwen;"Alkmaar; bo; St. Elisabeth-Ziekenh.";4
5688;Totaal aantal gebouwen;"Alkmaar; bo; Stads-Ziekenhuis";1
5689;Totaal aantal gebouwen;"Alkmaar; bo; Huis van Bewaring";1
5690;Totaal aantal gebouwen;"Alkmaar; bo; Piusgesticht";1
5691;Totaal aantal gebouwen;"Alkmaar; bo; Burgerweeshuis";0
5692;Totaal aantal gebouwen;"Alkmaar; bo; Huize Saint Louis";0
5693;Totaal aantal gebouwen;"Alkmaar; bo; Huize Augustinus";2
5694;Totaal aantal gebouwen;"Alkmaar; bo; Provenh. van Zessen";0
5695;Totaal aantal gebouwen;"Alkmaar; bo; Provenh. Johan v. Nordingen";0
5696;Totaal aantal gebouwen;"Alkmaar; bo; Provenh. L. van Oosthoorn";0
5697;Totaal aantal gebouwen;"Alkmaar; bo; Provenh. Helena v.Oosthoorn";0
5698;Totaal aantal gebouwen;"Alkmaar; bo; Provenh. van Bijleveld";0
5699;Totaal aantal gebouwen;"Alkmaar; bo; Provenh. Mr. C. van Eyk";0
5700;Totaal aantal gebouwen;"Alkmaar; bo; Provenh. G. Wildeman";0
5701;Totaal aantal gebouwen;"Alkmaar; bo; Provenh. M. Splinter";0
5702;Totaal aantal gebouwen;"Alkmaar; bo; Provenh. Paling & v Foreest";0
5703;Totaal aantal gebouwen;"Alkmaar; bo; Provenh. E. v.d. Nijenburgh";0
5704;Totaal aantal gebouwen;"Alkmaar; bo; Provenhuis, ov.";9054
5705;Totaal aantal gebouwen;"Alkmaar; bewoonde oorden; Omval";73
5706;Totaal aantal gebouwen;"Alkmaar; vh; Langs den Westerweg";67
5707;Totaal aantal gebouwen;"Alkmaar; verspr. huizen; De Heiloerdijk";16
5708;Totaal aantal gebouwen;"Alkmaar; vh; De Schermeer (Westdijk)";44
5709;Totaal aantal gebouwen;"Alkmaar; verspreide huizen; De Hoeverweg";21
5710;Totaal aantal gebouwen;"Alkmaar; vh; Lh Noordholl. Kanaal (Z.Z.)";38
5711;Totaal aantal gebouwen;"Alkmaar; vh; Huisw.- en Oosterweezenpld.";24
5712;Totaal aantal gebouwen;"Alkmaar; overige verspreide huizen";46
5713;Totaal aantal gebouwen;"Amsterdam; totaal";241691
5714;Totaal aantal gebouwen;"Amsterdam; bo; 2e compie Politietroepen";0
5715;Totaal aantal gebouwen;"Amsterdam; bo; Binnen Gasth.";3
5716;Totaal aantal gebouwen;"Amsterdam; bo; St. Mariaschool";2
5717;Totaal aantal gebouwen;"Amsterdam; bo; R.K. Maagdenh.";2
5718;Totaal aantal gebouwen;"Amsterdam; bo; Moederh. ""Bethaniën""";0
5719;Totaal aantal gebouwen;"Amsterdam; bo; Burger Weesh.";3
5720;Totaal aantal gebouwen;"Amsterdam; bo; ""Metropool"" (L. d. Heils)";1
5721;Totaal aantal gebouwen;"Amsterdam; bo; Gest. ""Vredenburgh""";0
5722;Totaal aantal gebouwen;"Amsterdam; bo; Ned. Isr. Jongensweesh.";2
5723;Totaal aantal gebouwen;"Amsterdam; bo; P-Isr. Oude M. en Vr. h.";0
5724;Totaal aantal gebouwen;"Amsterdam; bo; Suassost.";0
5725;Totaal aantal gebouwen;"Amsterdam; bo; Marinekazerne";53
5726;Totaal aantal gebouwen;"Amsterdam; bo; Gerardus Majellaschool";3
5727;Totaal aantal gebouwen;"Amsterdam; bo; Rijkskleedingmagazijn";9
5728;Totaal aantal gebouwen;"Amsterdam; bo; Militaire Bakkerij";4
5729;Totaal aantal gebouwen;"Amsterdam; bo; Matrozeninst. ""Pollux""";4
5730;Totaal aantal gebouwen;"Amsterdam; bo; Zeemanshuis";13
5731;Totaal aantal gebouwen;"Amsterdam; bo; ""Hulp v. Onbehuisden""";7
5732;Totaal aantal gebouwen;"Amsterdam; bo; Kweekschool v/d Zeevaart";8
5733;Totaal aantal gebouwen;"Amsterdam; bo; ""Leger des Heils""";4
5734;Totaal aantal gebouwen;"Amsterdam; bo; Oranje Nassaukaz.";1
5735;Totaal aantal gebouwen;"Amsterdam; bo; ""Beth San""";0
5736;Totaal aantal gebouwen;"Amsterdam; bo; Inst. Franc. Zend. Maria";7
5737;Totaal aantal gebouwen;"Amsterdam; bo; Oude M. Vr. hs. Ger. Kerk";0
5738;Totaal aantal gebouwen;"Amsterdam; bo; Ned. Isr. Meisjesweesh.";0
5739;Totaal aantal gebouwen;"Amsterdam; bo; Gest. P-Isr. Oude lieden";4
5740;Totaal aantal gebouwen;"Amsterdam; bo; Huize ""Zonnehoek""";0
5741;Totaal aantal gebouwen;"Amsterdam; bo; Huize ""Beth Schalom""";0
5742;Totaal aantal gebouwen;"Amsterdam; bo; Bereden Afd. Politietr.";1
5743;Totaal aantal gebouwen;"Amsterdam; bo; Port. Isr. Jongensweesh.";1
5744;Totaal aantal gebouwen;"Amsterdam; bo; P-Isr. Zieken- en O.Vr.h.";1
5745;Totaal aantal gebouwen;"Amsterdam; bo; St. Barbarahofje";0
5746;Totaal aantal gebouwen;"Amsterdam; bo; St. Hubertusvereeniging";5
5747;Totaal aantal gebouwen;"Amsterdam; bo; ""St. Jacob""";0
5748;Totaal aantal gebouwen;"Amsterdam; bo; Gebouw van Barmhartigheid";2
5749;Totaal aantal gebouwen;"Amsterdam; bo; Bestedel.h. der N.H. Gem.";4
5750;Totaal aantal gebouwen;"Amsterdam; bo; v. Brant's Rusthofje";4
5751;Totaal aantal gebouwen;"Amsterdam; bo; Corvershof";5
5752;Totaal aantal gebouwen;"Amsterdam; bo; Ev. Luth. O.M. en Vr. h.";9
5753;Totaal aantal gebouwen;"Amsterdam; bo; Fedderst.";0
5754;Totaal aantal gebouwen;"Amsterdam; bo; Fernandus Nunesgest.";2
5755;Totaal aantal gebouwen;"Amsterdam; bo; van Limmikst.";1
5756;Totaal aantal gebouwen;"Amsterdam; bo; Magda. Hodshonst.";2
5757;Totaal aantal gebouwen;"Amsterdam; bo; Oude Mannen- en Vrouwenh.";21
5758;Totaal aantal gebouwen;"Amsterdam; bo; N-Isr. OM.,Vr. & Ziekenh.";12
5759;Totaal aantal gebouwen;"Amsterdam; bo; Port. Isr. Meisjesweesh.";0
5760;Totaal aantal gebouwen;"Amsterdam; bo; Stedelijk Armenh.";29
5761;Totaal aantal gebouwen;"Amsterdam; bo; Antoni v. Leeuwenhoekh.";0
5762;Totaal aantal gebouwen;"Amsterdam; bo; Emma Kinderziekenh.";1
5763;Totaal aantal gebouwen;"Amsterdam; bo; Garnizoenscommandant";2
5764;Totaal aantal gebouwen;"Amsterdam; bo; ""De Joodsche Invalide""";7
5765;Totaal aantal gebouwen;"Amsterdam; bo; Rijkskleedingmagazijn";23
5766;Totaal aantal gebouwen;"Amsterdam; bo; Rijksmag. v. Geneesmidd.";3
5767;Totaal aantal gebouwen;"Amsterdam; bo; ""Spinoza-kliniek""";1
5768;Totaal aantal gebouwen;"Amsterdam; bo; ""Brentano's St. Ouderd.""";3
5769;Totaal aantal gebouwen;"Amsterdam; bo; ""Falckhuis""";0
5770;Totaal aantal gebouwen;"Amsterdam; bo; Het Swigtershof";1
5771;Totaal aantal gebouwen;"Amsterdam; bo; Evang. Luth. Weesh.";0
5772;Totaal aantal gebouwen;"Amsterdam; bo; Gijsbert Bakkerst.";0
5773;Totaal aantal gebouwen;"Amsterdam; bo; Looijershofje";2
5774;Totaal aantal gebouwen;"Amsterdam; bo; Willem H. Hilmanst.";1
5775;Totaal aantal gebouwen;"Amsterdam; bo; Hodshon Dedelhofje";0
5776;Totaal aantal gebouwen;"Amsterdam; bo; ""De Nooteboomen Uitkijk""";0
5777;Totaal aantal gebouwen;"Amsterdam; bo; Weesh. Waalsch. Herv. Gem";1
5778;Totaal aantal gebouwen;"Amsterdam; bo; Deutzenhofje";1
5779;Totaal aantal gebouwen;"Amsterdam; bo; Grillshofje";7
5780;Totaal aantal gebouwen;"Amsterdam; bo; ""Beth Palet""";0
5781;Totaal aantal gebouwen;"Amsterdam; bo; St. Piusgest.";3
5782;Totaal aantal gebouwen;"Amsterdam; bo; Wilhelminahuis";1
5783;Totaal aantal gebouwen;"Amsterdam; bo; Ziekenverpl.";0
5784;Totaal aantal gebouwen;"Amsterdam; bo; Huis van Bewaring";3
5785;Totaal aantal gebouwen;"Amsterdam; bo; Past. en Kl.""H. Ignatius""";1
5786;Totaal aantal gebouwen;"Amsterdam; bo; Rijpenhofje";0
5787;Totaal aantal gebouwen;"Amsterdam; bo; Rozenhofje";0
5788;Totaal aantal gebouwen;"Amsterdam; bo; Gest. ""Venetiae""";0
5789;Totaal aantal gebouwen;"Amsterdam; bo; R.K. Jongensweesh.";2
5790;Totaal aantal gebouwen;"Amsterdam; bo; ""De Voorzienigheid""";6
5791;Totaal aantal gebouwen;"Amsterdam; bo; St. Aloysiusgest.";2
5792;Totaal aantal gebouwen;"Amsterdam; bo; Hofje vd Wed. Roosen";0
5793;Totaal aantal gebouwen;"Amsterdam; bo; Diac. Weesh. d. N.H. Gem.";1
5794;Totaal aantal gebouwen;"Amsterdam; bo; Amst. Teh. v. Arbeiders";13
5795;Totaal aantal gebouwen;"Amsterdam; bo; St. Bernardusgest.";1
5796;Totaal aantal gebouwen;"Amsterdam; bo; Inr.v. Stadsbestedelingen";3
5797;Totaal aantal gebouwen;"Amsterdam; bo; ""Liefde is het Fondament""";0
5798;Totaal aantal gebouwen;"Amsterdam; bo; Het Nieuwe Suikerhofje";1
5799;Totaal aantal gebouwen;"Amsterdam; bo; St. Anna Vereeniging";0
5800;Totaal aantal gebouwen;"Amsterdam; bo; Redemptoristenkerk";0
5801;Totaal aantal gebouwen;"Amsterdam; bo; Kl. ""Christo Regi""";1
5802;Totaal aantal gebouwen;"Amsterdam; bo; Sint Adrieshofje";0
5803;Totaal aantal gebouwen;"Amsterdam; bo; Hamer en Bouwershof";0
5804;Totaal aantal gebouwen;"Amsterdam; bo; Reijer Anslohofje";0
5805;Totaal aantal gebouwen;"Amsterdam; bo; ""de Zeven Keurvorsten""";1
5806;Totaal aantal gebouwen;"Amsterdam; bo; van Beeckshofje";0
5807;Totaal aantal gebouwen;"Amsterdam; bo; Regenboogsliefdehofje";2
5808;Totaal aantal gebouwen;"Amsterdam; bo; Trompettershofje";0
5809;Totaal aantal gebouwen;"Amsterdam; bo; Kl. der Paters Capucijnen";1
5810;Totaal aantal gebouwen;"Amsterdam; bo; Huiszitten Weduwenhof";4
5811;Totaal aantal gebouwen;"Amsterdam; bo; Suijckerhof";0
5812;Totaal aantal gebouwen;"Amsterdam; bo; Bosschehofje";0
5813;Totaal aantal gebouwen;"Amsterdam; bo; Rapenhofje";0
5814;Totaal aantal gebouwen;"Amsterdam; bo; Lindenhofje";0
5815;Totaal aantal gebouwen;"Amsterdam; bo; Sint Agnesvereeniging";4
5816;Totaal aantal gebouwen;"Amsterdam; bo; Vrije Universiteit";0
5817;Totaal aantal gebouwen;"Amsterdam; bo; v.Brienenshofje ""de Star""";3
5818;Totaal aantal gebouwen;"Amsterdam; bo; ""Geloof Hoop en Liefde""";1
5819;Totaal aantal gebouwen;"Amsterdam; bo; Kl. Priesters vh H. Hart";0
5820;Totaal aantal gebouwen;"Amsterdam; bo; RK Jongenssch ""St. Louis""";1
5821;Totaal aantal gebouwen;"Amsterdam; bo; Sint Joannes de Deo";0
5822;Totaal aantal gebouwen;"Amsterdam; bo; Sint Liduinast.";2
5823;Totaal aantal gebouwen;"Amsterdam; bo; Zonshofje";0
5824;Totaal aantal gebouwen;"Amsterdam; bo; Oude Mn.-, Vr.- en Weesh.";1
5825;Totaal aantal gebouwen;"Amsterdam; bo; Sint Antoniagest.";4
5826;Totaal aantal gebouwen;"Amsterdam; bo; Moenshofje";0
5827;Totaal aantal gebouwen;"Amsterdam; bo; St. Rosakl.";5
5828;Totaal aantal gebouwen;"Amsterdam; bo; Jozefsh. ""St. Theresia""";2
5829;Totaal aantal gebouwen;"Amsterdam; bo; Josephgezellenvereeniging";4
5830;Totaal aantal gebouwen;"Amsterdam; bo; St. Vincentiusgest.";4
5831;Totaal aantal gebouwen;"Amsterdam; bo; ""Gest. v. Volw. Blinden""";0
5832;Totaal aantal gebouwen;"Amsterdam; bo; Henriettehofje";0
5833;Totaal aantal gebouwen;"Amsterdam; bo; Boerhaavekl. met Zusterh.";1
5834;Totaal aantal gebouwen;"Amsterdam; bo; R.K. H.B.S. en Gymnasium";2
5835;Totaal aantal gebouwen;"Amsterdam; bo; Nieuwe Huishoudschool";1
5836;Totaal aantal gebouwen;"Amsterdam; bo; R.K. Sch. v/d H. Johannes";0
5837;Totaal aantal gebouwen;"Amsterdam; bo; Amst. Persisvereeniging";0
5838;Totaal aantal gebouwen;"Amsterdam; bo; In Omnibus Charitas";1
5839;Totaal aantal gebouwen;"Amsterdam; bo; ""St. Franciscus""";2
5840;Totaal aantal gebouwen;"Amsterdam; bo; Centr. Isr Ziekenverpl.";0
5841;Totaal aantal gebouwen;"Amsterdam; bo; R.K. Lyceum voor Meisjes";1
5842;Totaal aantal gebouwen;"Amsterdam; bo; Huize ""Lydia""";1
5843;Totaal aantal gebouwen;"Amsterdam; bo; Blindeninst.";3
5844;Totaal aantal gebouwen;"Amsterdam; bo; Opl.sch. Chr. Maats. Arb.";0
5845;Totaal aantal gebouwen;"Amsterdam; bo; Teh. ""Eben Haezer""";1
5846;Totaal aantal gebouwen;"Amsterdam; bo; Evang. Luth. Diac. Inr.";1
5847;Totaal aantal gebouwen;"Amsterdam; bo; St. Jacobusgest.";2
5848;Totaal aantal gebouwen;"Amsterdam; bo; Fontainehofje";1
5849;Totaal aantal gebouwen;"Amsterdam; bo; Rusth. der Geref. Kerk";0
5850;Totaal aantal gebouwen;"Amsterdam; bo; Psych. Neur. Kliniek";6
5851;Totaal aantal gebouwen;"Amsterdam; bo; Rusth. d.Luth. Diac. Inr.";0
5852;Totaal aantal gebouwen;"Amsterdam; bo; Strafgevangenis";31
5853;Totaal aantal gebouwen;"Amsterdam; bo; ""Teh. voor Werk. Meisjes""";0
5854;Totaal aantal gebouwen;"Amsterdam; bo; St. Catharinast.";1
5855;Totaal aantal gebouwen;"Amsterdam; bo; R.K. Weeshuis";1
5856;Totaal aantal gebouwen;"Amsterdam; bo; Marech.kaz.";5
5857;Totaal aantal gebouwen;"Amsterdam; bo; St. Leo-gest.";3
5858;Totaal aantal gebouwen;"Amsterdam; bo; Hofje der Remonstr. Gem.";1
5859;Totaal aantal gebouwen;"Amsterdam; bo; Anna Mariast.";3
5860;Totaal aantal gebouwen;"Amsterdam; bo; Weesh. der Geref. Kerken";2
5861;Totaal aantal gebouwen;"Amsterdam; bo; Weduwenst. der N.H. Diac.";3
5862;Totaal aantal gebouwen;"Amsterdam; bo; Juliana Ziekenh.";4
5863;Totaal aantal gebouwen;"Amsterdam; bo; Nederl. Duitsche St.";1
5864;Totaal aantal gebouwen;"Amsterdam; bo; Nicolaas en Barbaragest.";5
5865;Totaal aantal gebouwen;"Amsterdam; bo; Catharinahofje";0
5866;Totaal aantal gebouwen;"Amsterdam; bo; Toevlucht v. Onbehuisden";6
5867;Totaal aantal gebouwen;"Amsterdam; bo; Wilhelminagasth.";5
5868;Totaal aantal gebouwen;"Amsterdam; bo; ""Huize Annette""";0
5869;Totaal aantal gebouwen;"Amsterdam; bo; Amst. Mij. voor Jongem.";21
5870;Totaal aantal gebouwen;"Amsterdam; bo; Amsterd. Huishoudschool";0
5871;Totaal aantal gebouwen;"Amsterdam; bo; ""Bergshof"", Pro Senectute";2
5872;Totaal aantal gebouwen;"Amsterdam; bo; Tesselschade Ziekenh.";1
5873;Totaal aantal gebouwen;"Amsterdam; bo; Gest. ""de Eendracht""";2
5874;Totaal aantal gebouwen;"Amsterdam; bo; N.H. Diac. Inr.";0
5875;Totaal aantal gebouwen;"Amsterdam; bo; Opl.sch. Leger des Heils";1
5876;Totaal aantal gebouwen;"Amsterdam; bo; Ned. Ver. Vallende Ziekte";2
5877;Totaal aantal gebouwen;"Amsterdam; bo; Diac.hof Ev. Luth. Gem.";1
5878;Totaal aantal gebouwen;"Amsterdam; bo; Observ.h. Hulp v. Onbeh.";3
5879;Totaal aantal gebouwen;"Amsterdam; bo; St. Christinagest.";0
5880;Totaal aantal gebouwen;"Amsterdam; bo; ""Sancta Maria""";0
5881;Totaal aantal gebouwen;"Amsterdam; bo; Chr. Teh. ""Eben Haezer""";3
5882;Totaal aantal gebouwen;"Amsterdam; bo; Teh. voor Hulpbehoevenden";0
5883;Totaal aantal gebouwen;"Amsterdam; bo; Quarantaine Barakken";9
5884;Totaal aantal gebouwen;"Amsterdam; bo; Burgerziekenh.";6
5885;Totaal aantal gebouwen;"Amsterdam; bo; Rijkskw.sch. Vroedvrouwen";1
5886;Totaal aantal gebouwen;"Amsterdam; bo; Sandrina L Holthuijsenst.";0
5887;Totaal aantal gebouwen;"Amsterdam; bo; O.L.V.gasth.";3
5888;Totaal aantal gebouwen;"Amsterdam; bo; ""Fortgens Otterst""";0
5889;Totaal aantal gebouwen;"Amsterdam; bo; St. Barbaraschool";5
5890;Totaal aantal gebouwen;"Amsterdam; bo; St. Elizabethgest.";2
5891;Totaal aantal gebouwen;"Amsterdam; bo; Reddingsh. Leger d. Heils";0
5892;Totaal aantal gebouwen;"Amsterdam; bo; Janna Kinderh.";1
5893;Totaal aantal gebouwen;"Amsterdam; bo; Marech.kaz.";8
5894;Totaal aantal gebouwen;"Amsterdam; bo; Clarahuis";0
5895;Totaal aantal gebouwen;"Amsterdam; bo; Teh. voor Ouden van Dagen";0
5896;Totaal aantal gebouwen;"Amsterdam; bo; ""St. Theresia""";3
5897;Totaal aantal gebouwen;"Amsterdam; bew. oorden; Amsterdam, ov.";236270
5898;Totaal aantal gebouwen;"Amsterdam; bo; Sloten, Militaire Politie";2
5899;Totaal aantal gebouwen;"Amsterdam; bo; Sloten, Wees- en Armenh.";2
5900;Totaal aantal gebouwen;"Amsterdam; bewoonde oorden; Sloten, ov.";514
5901;Totaal aantal gebouwen;"Amsterdam; bewoonde oorden; Osdorp";600
5902;Totaal aantal gebouwen;"Amsterdam; bewoonde oorden; Zunderdorp";128
5903;Totaal aantal gebouwen;"Amsterdam; bo; Tuindorp Oostzaan";1768
5904;Totaal aantal gebouwen;"Amsterdam; bewoonde oorden; Durgerdam";207
5905;Totaal aantal gebouwen;"Amsterdam; bewoonde oorden; Ransdorp";154
5906;Totaal aantal gebouwen;"Amsterdam; bewoonde oorden; Holysloot";102
5907;Totaal aantal gebouwen;"Amsterdam; vh; Rijksschietbaan IJdijk 24";2
5908;Totaal aantal gebouwen;"Amsterdam; vh; Onder Amsterdam, ov.";1086
5909;Totaal aantal gebouwen;"Amsterdam; vh; Osdorp, Artilleriemag.";4
5910;Totaal aantal gebouwen;"Amsterdam; vh; O. Amsterdam, Osdorp, ov.";189
5911;Totaal aantal gebouwen;"Amsterdam; vh; Ond.Amsterdam, Zunderdorp";35
5912;Totaal aantal gebouwen;"Amsterdam; vh; Ond. Amsterdam, Durgerdam";18
5913;Totaal aantal gebouwen;"Amsterdam; vh; Onder Amsterdam, Ransdorp";15
5914;Totaal aantal gebouwen;"Amsterdam; vh; Ond. Amsterdam, Holysloot";68
5915;Totaal aantal gebouwen;"Andijk; totaal";1532
5916;Totaal aantal gebouwen;"Andijk; bewoonde oorden; Andijk (ged.)";1532
5917;Totaal aantal gebouwen;"Anna Paulowna; totaal";2379
5918;Totaal aantal gebouwen;"Anna Paulowna; bo; Anna Paulowna";582
5919;Totaal aantal gebouwen;"Anna Paulowna; bewoonde oorden; Breezand";336
5920;Totaal aantal gebouwen;"Anna Paulowna; bo; Van Ewijcksluis";92
5921;Totaal aantal gebouwen;"Anna Paulowna; bo; Geldersche Buurt";149
5922;Totaal aantal gebouwen;"Anna Paulowna; vh; Aan den Balgweg";77
5923;Totaal aantal gebouwen;"Anna Paulowna; vh; Aan den Boermansweg";59
5924;Totaal aantal gebouwen;"Anna Paulowna; vh; Aan den Grasweg";85
5925;Totaal aantal gebouwen;"Anna Paulowna; vh; Aan den Kerkweg";19
5926;Totaal aantal gebouwen;"Anna Paulowna; vh; Aan den Kleiweg";70
5927;Totaal aantal gebouwen;"Anna Paulowna; vh; Aan de Kneeskade";19
5928;Totaal aantal gebouwen;"Anna Paulowna; vh; Aan den Kneesweg";36
5929;Totaal aantal gebouwen;"Anna Paulowna; vh; Aan den Koningsweg";6
5930;Totaal aantal gebouwen;"Anna Paulowna; vh; Aan den Kruisweg";3
