ID;Geslacht;Woonvorm;Regio;AantalBewoners_1
271;Totaal mannen en vrouwen;Totaal alle woonvormen;"Groningen; bo; Helpman, R.K. Ziekenhuis";68
272;Totaal mannen en vrouwen;Totaal alle woonvormen;"Groningen; bo; Helpman, Marech.kaz.";6
273;Totaal mannen en vrouwen;Totaal alle woonvormen;"Groningen; bo; Helpman, Rusth. Dpsg. Gem";13
274;Totaal mannen en vrouwen;Totaal alle woonvormen;"Groningen; bewoonde oorden; Helpman, ov.";4195
275;Totaal mannen en vrouwen;Totaal alle woonvormen;"Groningen; bewoonde oorden; Kostverloren";1072
276;Totaal mannen en vrouwen;Totaal alle woonvormen;"Groningen; bewoonde oorden; Gideon";290
277;Totaal mannen en vrouwen;Totaal alle woonvormen;"Groningen; vh; Langs het Winschoterdiep";62
278;Totaal mannen en vrouwen;Totaal alle woonvormen;"Groningen; verspr. huizen; Nabij Helpman";5
279;Totaal mannen en vrouwen;Totaal alle woonvormen;"Groningen; vh; Langs het Hoornschediep";2
280;Totaal mannen en vrouwen;Totaal alle woonvormen;"Groningen; vh; L/d Paterswoldscheweg";56
281;Totaal mannen en vrouwen;Totaal alle woonvormen;"Groningen; vh; Langs den Peizerweg";130
282;Totaal mannen en vrouwen;Totaal alle woonvormen;"Groningen; vh; Langs het Hoendiep";51
283;Totaal mannen en vrouwen;Totaal alle woonvormen;"Groningen; vh; L/d Frieschestraatweg";13
284;Totaal mannen en vrouwen;Totaal alle woonvormen;"Groningen; vh; In de Paddepoel";41
285;Totaal mannen en vrouwen;Totaal alle woonvormen;"Groningen; vh; L/d Winsummerstraatweg";20
286;Totaal mannen en vrouwen;Totaal alle woonvormen;"Groningen; vh; Langs het Boterdiep";36
287;Totaal mannen en vrouwen;Totaal alle woonvormen;"Groningen; vh; L/h Buiten Damsterdiep";32
288;Totaal mannen en vrouwen;Totaal alle woonvormen;"Groningen; vh; Langs het Eemskanaal";6
289;Totaal mannen en vrouwen;Totaal alle woonvormen;"Groningen; vh; Langs den Euvelgunnerweg";30
290;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; totaal";7429
291;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; bewoonde oorden; Grootegast";1000
292;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; bewoonde oorden; Doezum";529
293;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; bew. oorden; Sebaldeburen";320
294;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; bewoonde oorden; Opende";925
295;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; bewoonde oorden; Kornhorn";315
296;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; bewoonde oorden; Lutjegast";463
297;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; bewoonde oorden; Wieren";135
298;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; bewoonde oorden; Dorp";62
299;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; bew. oorden; Stroobos (ged.)";234
300;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; bewoonde oorden; Westerzand";133
301;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; bewoonde oorden; Eibersburen";45
302;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; bo; Buikstede (ged.)";57
303;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; bo; Kuzemerbalk (ged.)";123
304;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; bewoonde oorden; Jouwer";28
305;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; bewoonde oorden; Snipperij";116
306;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; bewoonde oorden; Peebosch";339
307;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; vh; Buurtschap Westerhorn";70
308;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; vh; Langs den Visvlieterweg";15
309;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; vh; Buurtschap Hilmahuis";25
310;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; vh; Langs het Hoendiep";21
311;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; vh; Langs den Noorderweg";58
312;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; vh; Groep De Uithorn";207
313;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; vh; Langs de Lauwers";120
314;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; vh; Langs de Scheiding";35
315;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; vh; St. Wilhelminahoeve";36
316;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; vh; L/d weg n. Drachten, ov.";222
317;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; vh; Langs den Leidijk";23
318;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; vh; Aan den Kolonieweg";50
319;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; vh; Gem. verz.h. mann.en vr.";18
320;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; vh; A/d Trimunterweg, ov.";55
321;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; vh; Aan den Postdijk";13
322;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; vh; Aan den Zuiderweg";64
323;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; vh; Aan den Openderweg";38
324;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; vh; Buurtschap Lucaswolde";251
325;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; vh; Langs den Havingareed";60
326;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; vh; Langs den Munnikeweg";24
327;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; vh; Langs den Lutjegasterweg";19
328;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; vh; Langs den Woldweg";24
329;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grootegast; overige verspreide huizen";1157
330;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grijpskerk; totaal";3442
331;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grijpskerk; bewoonde oorden; Grijpskerk";1130
332;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grijpskerk; bewoonde oorden; Visvliet";355
333;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grijpskerk; bew. oorden; Niezijl (ged.)";396
334;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grijpskerk; bewoonde oorden; Pieterzijl";265
335;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grijpskerk; bo; Kommerzijl (ged.)";331
336;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grijpskerk; bewoonde oorden; Westerhorn";110
337;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grijpskerk; bewoonde oorden; Gaarkeuken";105
338;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grijpskerk; bo; Buikstede (ged.)";14
339;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grijpskerk; bewoonde oorden; Waarddijk";52
340;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grijpskerk; bewoonde oorden; Hoekje";86
341;Totaal mannen en vrouwen;Totaal alle woonvormen;"Grijpskerk; verspreide huizen";598
342;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haren; totaal";7073
343;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haren; bo; Diaconie Armhuis";6
344;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haren; bewoonde oorden; Haren, ov.";2314
345;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haren; bewoonde oorden; Essen";179
346;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haren; bewoonde oorden; Dilcht";78
347;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haren; bewoonde oorden; Hemmen";107
348;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haren; bewoonde oorden; Hoornschedijk";143
349;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haren; bewoonde oorden; Lutsborg";261
350;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haren; bewoonde oorden; Voorveld";245
351;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haren; bewoonde oorden; Felland";133
352;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haren; bewoonde oorden; Onnen";315
353;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haren; bo; ermolen, Gest. ""Weltevreden""";14
354;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haren; bew. oorden; Harendermolen, ov.";535
355;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haren; bewoonde oorden; Glimmen";278
356;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haren; bewoonde oorden; Punt (ged.)";175
357;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haren; bewoonde oorden; Vogelzang";122
358;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haren; bewoonde oorden; Oorsprong";27
359;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haren; bewoonde oorden; Noordlaren";314
360;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haren; bew. oorden; Waterhuizen (ged.)";16
361;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haren; bew. oorden; Eelderwolde (ged.)";190
362;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haren; bewoonde oorden; Tuindorp Onnen";600
363;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haren; bewoonde oorden; Spijkerboor";261
364;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haren; bew. oorden; Paterswolde (ged.)";79
365;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haren; verspr. huizen; Aan den Onnerweg";77
366;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haren; verspr. huizen; Aan de Kerklaan";36
367;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haren; verspr. huizen; Aan den Oosterweg";45
368;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haren; verspr. huizen; Aan den Meerweg";46
369;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haren; verspr. huizen; Op de Middelhorst";59
370;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haren; verspr. huizen; In de Kerkduinen";50
371;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haren; overige verspreide huizen";368
372;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kantens; totaal";2169
373;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kantens; bewoonde oorden; Kantens (ged.)";520
374;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kantens; bewoonde oorden; Stitswerd";145
375;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kantens; bewoonde oorden; Rottum";181
376;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kantens; bewoonde oorden; Zandeweer";468
377;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kantens; bewoonde oorden; Doodstil";133
378;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kantens; bewoonde oorden; Eppenhuizen";113
379;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kantens; bew. oorden; Garsthuizen (ged.)";43
380;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kantens; bewoonde oorden; Halfweg";43
381;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kantens; bewoonde oorden; Helwerd";25
382;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kantens; verspreide huizen";498
383;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kloosterburen; totaal";2091
384;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kl.buren; bo; St. Theresiagest.";23
385;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kloosterburen; bo; ov.";480
386;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kloosterburen; bew. oorden; Hornhuizen";185
387;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kloosterburen; bewoonde oorden; Kruisweg";430
388;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kloosterburen; bo; Kleine Huisjes";170
389;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kloosterburen; bewoonde oorden; Molenrij";248
390;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kloosterburen; vh; Langs den Dijksterweg";88
391;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kl.buren; vh; Ld w. Midhuizen-Hornhuizen";76
392;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kloosterburen; vh; In den Westpolder";25
393;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kloosterburen; verspreide huizen; Kolham";37
394;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kloosterburen; vh; 't Uilnest";26
395;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kloosterburen; vh; Westerklooster";47
396;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kloosterb.; vh; Weg Kl.buren n Dijksterw";24
397;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kloosterburen; vh; Langs den Bultjeweg";15
398;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kloosterburen; vh; weg Molenrij-Wehest.";47
399;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kloosterburen; vh; Nieuw- en Oud-Bokum";17
400;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kloosterburen; overige verspreide huizen";153
401;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leek; totaal";7850
402;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leek; bewoonde oorden; Leek";984
403;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leek; bewoonde oorden; Tolbert";577
404;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leek; bewoonde oorden; Holm";137
405;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leek; bewoonde oorden; Boerakker (ged.)";89
406;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leek; bewoonde oorden; Diepswal";246
407;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leek; bewoonde oorden; Midwolde";124
408;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leek; bewoonde oorden; Pasop";119
409;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leek; bewoonde oorden; Lettelbert";159
410;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leek; bewoonde oorden; Oostwold";420
411;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leek; bewoonde oorden; Enumatil (ged.)";223
412;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leek; bew. oorden; Zevenhuizen (ged.)";1065
413;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leek; bewoonde oorden; Haspel";75
414;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leek; bewoonde oorden; Veldstreek";119
415;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leek; bewoonde oorden; Kret";15
416;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leek; bewoonde oorden; Heineburen";11
417;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leek; vh; Buurtschap Schilligepad";227
418;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leek; verspr. huizen; Buurtschap Blauw";82
419;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leek; vh; Buurtschap Oudewijk";178
420;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leek; verspr. huizen; Langs het Hoendiep";55
421;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leek; verspreide huizen; Onder Leek";261
422;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leek; verspreide huizen; Onder Tolbert";817
423;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leek; verspreide huizen; Onder Midwolde";430
424;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leek; verspr. huizen; Onder Lettelbert";126
425;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leek; verspreide huizen; Onder Oostwold";159
426;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leek; verspreide huizen; Onder Enumatil";54
427;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leek; vh; Onder Zevenhuizen, Burg. Armh.";27
428;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leek; vh; Onder Zevenhuizen, ov.";1071
429;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leens; totaal";3858
430;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leens; bewoonde oorden; Leens";1160
431;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leens; bewoonde oorden; Grijssloot";49
432;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leens; bo; Wehe, Marechausséekazerne";8
433;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leens; bewoonde oorden; Wehe, ov.";447
434;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leens; bewoonde oorden; Den Hoorn";207
435;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leens; bewoonde oorden; Mensingeweer";281
436;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leens; bewoonde oorden; Grootmaarslag";26
437;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leens; bewoonde oorden; Schouwerzijl";269
438;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leens; bewoonde oorden; Roodehaan";39
439;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leens; bewoonde oorden; Warfhuizen";434
440;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leens; bewoonde oorden; Nieuwehuizen";100
441;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leens; bewoonde oorden; Zuurdijk";126
442;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leens; bewoonde oorden; Stort";59
443;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leens; bewoonde oorden; Eewer";32
444;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leens; vh; Langs den Roodehaanweg";52
445;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leens; vh; Langs het Trekdiep";30
446;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leens; vh; Nabij den Provinciedijk";39
447;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leens; vh; L/d weg van Leens naar Ulrum";8
448;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leens; vh; L/d weg v. Leens naar Uilnest";15
449;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leens; vh; L/d weg van Wehe naar Leens";70
450;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leens; vh; L/d weg v. Wehe naar Kl.buren";9
451;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leens; vh; weg Mensingew. n Schouwerzijl";59
452;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leens; vh; w. v Roodehaan n Schouwerzijl";22
453;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leens; vh; Ld weg vd Hoorn n. Warfhuizen";19
454;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leens; vh; L/d weg v. Leens n. Zuurdijk";40
455;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leens; verspreide huizen; Nabij Electra";8
456;Totaal mannen en vrouwen;Totaal alle woonvormen;"Leens; overige verspreide huizen";250
457;Totaal mannen en vrouwen;Totaal alle woonvormen;"Loppersum; totaal";3396
458;Totaal mannen en vrouwen;Totaal alle woonvormen;"Loppersum; bewoonde oorden; Loppersum";1503
459;Totaal mannen en vrouwen;Totaal alle woonvormen;"Loppersum; bewoonde oorden; Garrelsweer";529
460;Totaal mannen en vrouwen;Totaal alle woonvormen;"Loppersum; bewoonde oorden; Wirdum";322
461;Totaal mannen en vrouwen;Totaal alle woonvormen;"Loppersum; bew. oorden; Wirdumerdraai";179
462;Totaal mannen en vrouwen;Totaal alle woonvormen;"Loppersum; bew. oorden; Eekweerderdraai";96
463;Totaal mannen en vrouwen;Totaal alle woonvormen;"Loppersum; bew. oorden; Winneweer (ged.)";11
464;Totaal mannen en vrouwen;Totaal alle woonvormen;"Loppersum; bo; Overschild (ged.)";82
465;Totaal mannen en vrouwen;Totaal alle woonvormen;"Loppersum; vh; Buurtschap Eekwerd";25
466;Totaal mannen en vrouwen;Totaal alle woonvormen;"Loppersum; vh; Buurtschap Boschweg";27
467;Totaal mannen en vrouwen;Totaal alle woonvormen;"Loppersum; vh; Buurtschap Meerum";27
468;Totaal mannen en vrouwen;Totaal alle woonvormen;"Loppersum; vh; Buurtschap Hoeksmeer";79
469;Totaal mannen en vrouwen;Totaal alle woonvormen;"Loppersum; vh; Buurtschap Wirdumermeeden";63
470;Totaal mannen en vrouwen;Totaal alle woonvormen;"Loppersum; overige verspreide huizen";453
471;Totaal mannen en vrouwen;Totaal alle woonvormen;"Marum; totaal";6352
472;Totaal mannen en vrouwen;Totaal alle woonvormen;"Marum; bo; Marechausséekazerne";15
473;Totaal mannen en vrouwen;Totaal alle woonvormen;"Marum; bewoonde oorden; Marum, ov.";1145
474;Totaal mannen en vrouwen;Totaal alle woonvormen;"Marum; bo; Nuis, Werkhuis der N.H. Gem.";8
475;Totaal mannen en vrouwen;Totaal alle woonvormen;"Marum; bewoonde oorden; Nuis, ov.";532
476;Totaal mannen en vrouwen;Totaal alle woonvormen;"Marum; bewoonde oorden; Niebert";464
477;Totaal mannen en vrouwen;Totaal alle woonvormen;"Marum; bo; Wilp (ged.)";1273
478;Totaal mannen en vrouwen;Totaal alle woonvormen;"Marum; bewoonde oorden; Noordwijk";342
479;Totaal mannen en vrouwen;Totaal alle woonvormen;"Marum; bewoonde oorden; Boerakker (ged.)";270
480;Totaal mannen en vrouwen;Totaal alle woonvormen;"Marum; bewoonde oorden; Hamrik";74
481;Totaal mannen en vrouwen;Totaal alle woonvormen;"Marum; bewoonde oorden; De Haar";297
482;Totaal mannen en vrouwen;Totaal alle woonvormen;"Marum; bew. oorden; Zevenhuizen (ged.)";291
483;Totaal mannen en vrouwen;Totaal alle woonvormen;"Marum; vh; Buurtschap Lucaswolde";338
484;Totaal mannen en vrouwen;Totaal alle woonvormen;"Marum; verspreide huizen; Onder Marum";468
485;Totaal mannen en vrouwen;Totaal alle woonvormen;"Marum; verspreide huizen; Onder Nuis";252
486;Totaal mannen en vrouwen;Totaal alle woonvormen;"Marum; verspreide huizen; Onder Niebert";286
487;Totaal mannen en vrouwen;Totaal alle woonvormen;"Marum; verspr. huizen; Onder Zevenhuizen";76
488;Totaal mannen en vrouwen;Totaal alle woonvormen;"Marum; verspr. huizen; Onder Noordwijk";120
489;Totaal mannen en vrouwen;Totaal alle woonvormen;"Marum; verspreide huizen; Onder Wilp";101
