ID;Geslacht;Woonvorm;Regio;AantalBewoners_1
2828;Totaal mannen en vrouwen;Totaal alle woonvormen;"Gramsbergen; bewoonde oorden; Anevelde";74
2829;Totaal mannen en vrouwen;Totaal alle woonvormen;"Gramsbergen; bew. oorden; De Haandrik";54
2830;Totaal mannen en vrouwen;Totaal alle woonvormen;"Gramsbergen; bewoonde oorden; Den Velde";87
2831;Totaal mannen en vrouwen;Totaal alle woonvormen;"Gramsbergen; bewoonde oorden; Engeland";132
2832;Totaal mannen en vrouwen;Totaal alle woonvormen;"Gramsbergen; vh; Buurtschap Holtheme";164
2833;Totaal mannen en vrouwen;Totaal alle woonvormen;"Gramsbergen; vh; Buurtschap Holthone";128
2834;Totaal mannen en vrouwen;Totaal alle woonvormen;"Gramsbergen; vh; Buurtschap Loozen";351
2835;Totaal mannen en vrouwen;Totaal alle woonvormen;"Gramsbergen; vh; In Smeulenbeltslagen";128
2836;Totaal mannen en vrouwen;Totaal alle woonvormen;"Gramsbergen; vh; In Scheersche veld";121
2837;Totaal mannen en vrouwen;Totaal alle woonvormen;"Gramsbergen; overige verspreide huizen";454
2838;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haaksbergen; totaal";8435
2839;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haaksbergen; bo; St. Antoniusziekenh.";33
2840;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haaksbergen; bo; ov.";1929
2841;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haaksbergen; bewoonde oorden; Buurse";709
2842;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haaksbergen; vh; Buurtschap Boekelo";524
2843;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haaksbergen; vh; Buurtschap Holthuizen";712
2844;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haaksbergen; vh; Buurtschap Eppenzolder";1209
2845;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haaksbergen; vh; Buurtschap Stepelo";243
2846;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haaksbergen; vh; Buurtschap Veldmaat";159
2847;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haaksbergen; vh; Buurtschap Brammelo";526
2848;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haaksbergen; vh; Buurtschap Langelo";385
2849;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haaksbergen; vh; Buurtschap Honesch";975
2850;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haaksbergen; vh; Bs. I/h Buurserveen";134
2851;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haaksbergen; vh; Bs. I/h Haaksbergerveen";114
2852;Totaal mannen en vrouwen;Totaal alle woonvormen;"Haaksbergen; overige verspreide huizen";783
2853;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ham (den); totaal";6478
2854;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ham (den); bewoonde oorden; Ham (den)";942
2855;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ham (den); bewoonde oorden; Vroomshoop";1661
2856;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ham (den); bewoonde oorden; Beter Wonen";233
2857;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ham (den); bewoonde oorden; Geerdijk";105
2858;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ham (den); vh; Buurtschap Nagele";971
2859;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ham (den); vh; Buurtschap Linde";435
2860;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ham (den); vh; Buurtschap Meer";495
2861;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ham (den); vh; Buurtschap Vroomshoop";1636
2862;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hasselt; totaal";2256
2863;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hasselt; bew. oorden; Hasselt, Armenhuis";8
2864;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hasselt; bewoonde oorden; Hasselt, ov.";2243
2865;Totaal mannen en vrouwen;Totaal alle woonvormen;"Heino; totaal";2795
2866;Totaal mannen en vrouwen;Totaal alle woonvormen;"Heino; bewoonde oorden; Heino";795
2867;Totaal mannen en vrouwen;Totaal alle woonvormen;"Heino; bewoonde oorden; Lierderholthuis";169
2868;Totaal mannen en vrouwen;Totaal alle woonvormen;"Heino; bewoonde oorden; Langeslag";74
2869;Totaal mannen en vrouwen;Totaal alle woonvormen;"Heino; vh; Langs den Stationsweg";154
2870;Totaal mannen en vrouwen;Totaal alle woonvormen;"Heino; vh; In den Noord-Veldhoek";372
2871;Totaal mannen en vrouwen;Totaal alle woonvormen;"Heino; vh; In den Zuid-Veldhoek";270
2872;Totaal mannen en vrouwen;Totaal alle woonvormen;"Heino; verspr. huizen; In den Dollenhoek";98
2873;Totaal mannen en vrouwen;Totaal alle woonvormen;"Heino; verspr. huizen; Langs de Wetering";47
2874;Totaal mannen en vrouwen;Totaal alle woonvormen;"Heino; verspr. huizen; Op 't Rosendaal";60
2875;Totaal mannen en vrouwen;Totaal alle woonvormen;"Heino; verspreide huizen; Op de Gunne";56
2876;Totaal mannen en vrouwen;Totaal alle woonvormen;"Heino; overige verspreide huizen";700
2877;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; totaal";13721
2878;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; bew. oorden; Hellendoorn";1574
2879;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; bew. oorden; Daarlerveen";981
2880;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; bewoonde oorden; Daarle";570
2881;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; bewoonde oorden; Hankate";94
2882;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; bo; Kl. ""Wit gele Kruis""";5
2883;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; bo; Nijverdal (ged.), ov.";6063
2884;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; bewoonde oorden; Haarle";139
2885;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; bo; Sanatorium Hellendoorn";61
2886;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; bo; Sanat. Hellendoorn, ov.";30
2887;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; bewoonde oorden; Hulzen";350
2888;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; vh; Buurtschap Marle";586
2889;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; vh; Buurtschap Nieuwstad";86
2890;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; vh; Buurtschap Piksen";38
2891;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; vh; Buurtschap Egede";241
2892;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; vh; Buurtschap Rhaan";98
2893;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; vh; Buurtschap Eelen";165
2894;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; vh; Westdamm. en Beuneveld";191
2895;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; vh; Buurtschap Schuilenburg";48
2896;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; vh; Buurtschap Hulzen";320
2897;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; vh; Buurtschap Heksel";408
2898;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; vh; Buurtschap Haarle";217
2899;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; vh; Bs. Zuid-Westen Haarle";164
2900;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; vh; Bs. Helhuizen (ged.)";45
2901;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; vh; Bs. Lurkeers (ged.)";57
2902;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; vh; Bs. Z.-O. van Lurkeers";85
2903;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; vh; Buurtschap Zuidbroek";44
2904;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; vh; Bs. Hakkershoek (ged.)";46
2905;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; vh; Buurtschap Berghuizen";27
2906;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; vh; Buurtschap Ligtenberg";73
2907;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; vh; Buurtschap Twelhaar";207
2908;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; vh; Buurtschap Raams";104
2909;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; vh; Buurtschap Eekte";72
2910;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; vh; Buurtschap Kattenhuizen";30
2911;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; vh; Buurtschap Haar";66
2912;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; vh; Bs. Daarler Flier";45
2913;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; vh; Buurtschap Daarlerveld";58
2914;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; vh; Bs. Beoosten Huizen";112
2915;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hellendoorn; overige verspreide huizen";221
2916;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hengelo (O.); totaal";34338
2917;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hengelo (O.); bo; Oude mannen- en vr.h.";25
2918;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hengelo (O.); bo; Hengelo, Alg. Ziekenh.";22
2919;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hengelo (O.); bo; ""Weldoen geeft geluk""";9
2920;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hengelo (O.); bo; ""St. Gerardus Majella""";26
2921;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hengelo (O.); bo; Hengelo, Antoniusgest.";39
2922;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hengelo (O.); bo; Kl. St. Anastasiagest.";12
2923;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hengelo (O.); bew. oorden; Hengelo, ov.";28875
2924;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hengelo (O.); bewoonde oorden; Beckum";183
2925;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hengelo (O.); vh; Driene (gd); Mar.kaz.";18
2926;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hengelo (O.); vh; Bs. Driene (ged.), ov.";1946
2927;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hengelo (O.); vh; Driene (gd) W.-Achterh";522
2928;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hengelo (O.); vh; Bs. Driene (gd) Woolde";888
2929;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hengelo (O.); vh; Bs. Driene (ged.) Oele";1525
2930;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hengelo (O.); vh; Bs. Driene (gd) Beckum";244
2931;Totaal mannen en vrouwen;Totaal alle woonvormen;"Holten; totaal";4121
2932;Totaal mannen en vrouwen;Totaal alle woonvormen;"Holten; bewoonde oorden; Holten";1270
2933;Totaal mannen en vrouwen;Totaal alle woonvormen;"Holten; verspreide huizen; Beuseberg";633
2934;Totaal mannen en vrouwen;Totaal alle woonvormen;"Holten; verspr. huizen; Borkelt (ged.)";199
2935;Totaal mannen en vrouwen;Totaal alle woonvormen;"Holten; verspreide huizen; Dijkerhoek";528
2936;Totaal mannen en vrouwen;Totaal alle woonvormen;"Holten; verspreide huizen; Espelo";299
2937;Totaal mannen en vrouwen;Totaal alle woonvormen;"Holten; verspreide huizen; Look";511
2938;Totaal mannen en vrouwen;Totaal alle woonvormen;"Holten; verspreide huizen; Neerdorp";608
2939;Totaal mannen en vrouwen;Totaal alle woonvormen;"Holten; verspr. huizen; Helhuizen (ged.)";73
2940;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kampen; totaal";19880
2941;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kampen; bo; School voor Res. Officieren";4
2942;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kampen; bo; St. Engelenberg";37
2943;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kampen; bo; De Weeshuizen";15
2944;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kampen; bo; Averencksvergadering";8
2945;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kampen; bo; Toe Boecopsvergadering";3
2946;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kampen; bo; Ver. Gast- en Proveniersh.";205
2947;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kampen; bo; Brandsvergadering";6
2948;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kampen; bo; Uiterwijks e.a. vergad.";6
2949;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kampen; bo; Bestedelingenhuis";40
2950;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kampen; bo; R.K. Liefdegesticht";13
2951;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kampen; bo; Bethlehemsvergadering";7
2952;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kampen; bew. oorden; Kampen, Hospitium";25
2953;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kampen; bewoonde oorden; Kampen, ov.";11674
2954;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kampen; bewoonde oorden; Brunnepe";7033
2955;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kampen; vh; Op het Binneneiland";337
2956;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kampen; vh; Op de Mandjeswaard";102
2957;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kampen; vh; Aan den Zwartendijk";57
2958;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kampen; verspr. huizen; Op het Haatland";70
2959;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kampen; verspreide huizen; Op het Raas";68
2960;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kampen; verspreide huizen; Schokland";10
2961;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kampen; overige verspreide huizen";160
2962;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kuinre; totaal";668
2963;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kuinre; bewoonde oorden; Kuinre";613
2964;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kuinre; verspreide huizen; Nieuwstad";20
2965;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kuinre; overige verspreide huizen";35
2966;Totaal mannen en vrouwen;Totaal alle woonvormen;"Losser; totaal";14762
2967;Totaal mannen en vrouwen;Totaal alle woonvormen;"Losser; bo; St. Bernardusgest.";25
2968;Totaal mannen en vrouwen;Totaal alle woonvormen;"Losser; bo; Gest. van Altijdd. Bijstand";10
2969;Totaal mannen en vrouwen;Totaal alle woonvormen;"Losser; bewoonde oorden; Losser, ov.";1609
2970;Totaal mannen en vrouwen;Totaal alle woonvormen;"Losser; bewoonde oorden; De Zoeke";1084
2971;Totaal mannen en vrouwen;Totaal alle woonvormen;"Losser; bo; Overdinkel, H. Hart v. Maria";8
2972;Totaal mannen en vrouwen;Totaal alle woonvormen;"Losser; bewoonde oorden; Overdinkel, ov.";1758
2973;Totaal mannen en vrouwen;Totaal alle woonvormen;"Losser; bewoonde oorden; Glane";432
2974;Totaal mannen en vrouwen;Totaal alle woonvormen;"Losser; bo; De Lutte, St. Jozefgesticht";6
2975;Totaal mannen en vrouwen;Totaal alle woonvormen;"Losser; bewoonde oorden; De Lutte, ov.";205
2976;Totaal mannen en vrouwen;Totaal alle woonvormen;"Losser; bewoonde oorden; De Poppe";92
2977;Totaal mannen en vrouwen;Totaal alle woonvormen;"Losser; bewoonde oorden; Mekkelhorst";120
2978;Totaal mannen en vrouwen;Totaal alle woonvormen;"Losser; vh; Buurtschap de Marke";1931
2979;Totaal mannen en vrouwen;Totaal alle woonvormen;"Losser; vh; Buurtschap Overdinkel";1260
2980;Totaal mannen en vrouwen;Totaal alle woonvormen;"Losser; vh; Bs. Glane, St. Olafgest.";41
2981;Totaal mannen en vrouwen;Totaal alle woonvormen;"Losser; vh; Buurtschap Glane, ov.";611
2982;Totaal mannen en vrouwen;Totaal alle woonvormen;"Losser; vh; Buurtschap Zuid-Lutte";1061
2983;Totaal mannen en vrouwen;Totaal alle woonvormen;"Losser; vh; Buurtschap Noord-Lutte";906
2984;Totaal mannen en vrouwen;Totaal alle woonvormen;"Losser; vh; Buurtschap Beuningen";731
2985;Totaal mannen en vrouwen;Totaal alle woonvormen;"Losser; vh; Buurtschap Zuid-Berghuizen";1172
2986;Totaal mannen en vrouwen;Totaal alle woonvormen;"Losser; vh; Buurtschap Noord-Berghuizen";1697
2987;Totaal mannen en vrouwen;Totaal alle woonvormen;"Markelo; totaal";5082
2988;Totaal mannen en vrouwen;Totaal alle woonvormen;"Markelo; bewoonde oorden; Markelo";1180
2989;Totaal mannen en vrouwen;Totaal alle woonvormen;"Markelo; bewoonde oorden; Elzen";435
2990;Totaal mannen en vrouwen;Totaal alle woonvormen;"Markelo; bewoonde oorden; Stokkum";499
2991;Totaal mannen en vrouwen;Totaal alle woonvormen;"Markelo; bewoonde oorden; Achterhoek";389
2992;Totaal mannen en vrouwen;Totaal alle woonvormen;"Markelo; bewoonde oorden; Herike";439
2993;Totaal mannen en vrouwen;Totaal alle woonvormen;"Markelo; vh; Buurtschap Markelo";229
2994;Totaal mannen en vrouwen;Totaal alle woonvormen;"Markelo; vh; Buurtschap Markelerbroek";280
2995;Totaal mannen en vrouwen;Totaal alle woonvormen;"Markelo; vh; Buurtschap Stokkum";132
2996;Totaal mannen en vrouwen;Totaal alle woonvormen;"Markelo; vh; Buurtschap Stokkumerbroek";263
2997;Totaal mannen en vrouwen;Totaal alle woonvormen;"Markelo; vh; Buurtschap Elzen";60
2998;Totaal mannen en vrouwen;Totaal alle woonvormen;"Markelo; vh; Buurtschap Borkelt (ged.)";192
2999;Totaal mannen en vrouwen;Totaal alle woonvormen;"Markelo; vh; Buurtschap Elzenerbroek";216
3000;Totaal mannen en vrouwen;Totaal alle woonvormen;"Markelo; vh; Buurtschap Herike";222
3001;Totaal mannen en vrouwen;Totaal alle woonvormen;"Markelo; vh; Kerspel-Goor, Johannisgest.";16
3002;Totaal mannen en vrouwen;Totaal alle woonvormen;"Markelo; vh; Bs. Kerspel-Goor, ov.";530
3003;Totaal mannen en vrouwen;Totaal alle woonvormen;"Nieuwleusen; totaal";3714
3004;Totaal mannen en vrouwen;Totaal alle woonvormen;"Nieuwleusen; bew. oorden; Nieuwleusen";919
3005;Totaal mannen en vrouwen;Totaal alle woonvormen;"Nieuwleusen; bewoonde oorden; Ruitenveen";555
3006;Totaal mannen en vrouwen;Totaal alle woonvormen;"Nieuwleusen; bo; Den Hulst (ged.)";992
3007;Totaal mannen en vrouwen;Totaal alle woonvormen;"Nieuwleusen; bewoonde oorden; De Meele";300
3008;Totaal mannen en vrouwen;Totaal alle woonvormen;"Nieuwleusen; vh; I/h veld b. Nieuwleusen";211
3009;Totaal mannen en vrouwen;Totaal alle woonvormen;"Nieuwleusen; vh; I/h veld bij Den Hulst";137
3010;Totaal mannen en vrouwen;Totaal alle woonvormen;"Nieuwleusen; vh; I/h veld bij Ruitenveen";30
3011;Totaal mannen en vrouwen;Totaal alle woonvormen;"Nieuwleusen; vh; I/h veld bij De Meele";317
3012;Totaal mannen en vrouwen;Totaal alle woonvormen;"Nieuwleusen; vh; Veld bij Ruitenveen";39
3013;Totaal mannen en vrouwen;Totaal alle woonvormen;"Nieuwleusen; vh; Veld (ruilv.) De Meele";192
3014;Totaal mannen en vrouwen;Totaal alle woonvormen;"Nieuwleusen; overige verspreide huizen";22
3015;Totaal mannen en vrouwen;Totaal alle woonvormen;"Oldemarkt; totaal";2762
3016;Totaal mannen en vrouwen;Totaal alle woonvormen;"Oldemarkt; bewoonde oorden; Oldemarkt";927
3017;Totaal mannen en vrouwen;Totaal alle woonvormen;"Oldemarkt; bewoonde oorden; Hare";33
3018;Totaal mannen en vrouwen;Totaal alle woonvormen;"Oldemarkt; bo; Kinderh. Nat. Reddingsl.";17
3019;Totaal mannen en vrouwen;Totaal alle woonvormen;"Oldemarkt; bewoonde oorden; Paasloo, ov.";533
3020;Totaal mannen en vrouwen;Totaal alle woonvormen;"Oldemarkt; bewoonde oorden; IJsselham";116
3021;Totaal mannen en vrouwen;Totaal alle woonvormen;"Oldemarkt; bewoonde oorden; Ossenzijl";497
3022;Totaal mannen en vrouwen;Totaal alle woonvormen;"Oldemarkt; bewoonde oorden; Kalenberg";365
3023;Totaal mannen en vrouwen;Totaal alle woonvormen;"Oldemarkt; vh; Langs den Hoogeweg";99
3024;Totaal mannen en vrouwen;Totaal alle woonvormen;"Oldemarkt; verspreide huizen; Nabij Dal";25
3025;Totaal mannen en vrouwen;Totaal alle woonvormen;"Oldemarkt; overige verspreide huizen";150
3026;Totaal mannen en vrouwen;Totaal alle woonvormen;"Oldenzaal; totaal";10026
3027;Totaal mannen en vrouwen;Totaal alle woonvormen;"Oldenzaal; bo; Kl. Zrs. Franciscanessen";57
3028;Totaal mannen en vrouwen;Totaal alle woonvormen;"Oldenzaal; bo; Kl. Zrs. Benedictinessen";42
3029;Totaal mannen en vrouwen;Totaal alle woonvormen;"Oldenzaal; bo; Marech.kaz.";11
3030;Totaal mannen en vrouwen;Totaal alle woonvormen;"Oldenzaal; bo; Twentsch Lyceum";10
3031;Totaal mannen en vrouwen;Totaal alle woonvormen;"Oldenzaal; bo; Ziekenh. Heil der Kranken";38
3032;Totaal mannen en vrouwen;Totaal alle woonvormen;"Oldenzaal; bew. oorden; Oldenzaal, ov.";9867
3033;Totaal mannen en vrouwen;Totaal alle woonvormen;"Olst; totaal";5771
3034;Totaal mannen en vrouwen;Totaal alle woonvormen;"Olst; bewoonde oorden; Olst";1667
3035;Totaal mannen en vrouwen;Totaal alle woonvormen;"Olst; bewoonde oorden; Welsum";381
3036;Totaal mannen en vrouwen;Totaal alle woonvormen;"Olst; bewoonde oorden; Wesepe";178
3037;Totaal mannen en vrouwen;Totaal alle woonvormen;"Olst; bo; Boskamp, O.L.V.gest.";32
3038;Totaal mannen en vrouwen;Totaal alle woonvormen;"Olst; bewoonde oorden; Boskamp, ov.";218
3039;Totaal mannen en vrouwen;Totaal alle woonvormen;"Olst; bewoonde oorden; De Nul";234
3040;Totaal mannen en vrouwen;Totaal alle woonvormen;"Olst; bewoonde oorden; Fortmond";182
3041;Totaal mannen en vrouwen;Totaal alle woonvormen;"Olst; bewoonde oorden; Welsumerveld";69
3042;Totaal mannen en vrouwen;Totaal alle woonvormen;"Olst; bewoonde oorden; Kletterstraat";89
3043;Totaal mannen en vrouwen;Totaal alle woonvormen;"Olst; verspreide huizen; Buurtschap Olst";166
3044;Totaal mannen en vrouwen;Totaal alle woonvormen;"Olst; verspr. huizen; Buurtschap Welsum";232
3045;Totaal mannen en vrouwen;Totaal alle woonvormen;"Olst; verspr. huizen; Buurtschap Wesepe";556
3046;Totaal mannen en vrouwen;Totaal alle woonvormen;"Olst; vh; Buurtschap Overwetering";365
3047;Totaal mannen en vrouwen;Totaal alle woonvormen;"Olst; verspreide huizen; Buurtschap Duur";280
3048;Totaal mannen en vrouwen;Totaal alle woonvormen;"Olst; vh; Buurtschap Hengforden";606
3049;Totaal mannen en vrouwen;Totaal alle woonvormen;"Olst; verspr. huizen; Buurtschap Middel";515
3050;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; totaal";8129
3051;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; bewoonde oorden; Vinkenbuurt";157
3052;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; bewoonde oorden; Varsen";102
3053;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; bewoonde oorden; Vilsteren";105
3054;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; bo; Oude mannen- en vrouwenh.";11
3055;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; bewoonde oorden; Ommen, ov.";1267
3056;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; bewoonde oorden; Hoogengraven";61
3057;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; bewoonde oorden; Arrien";199
3058;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; bewoonde oorden; Stegeren";83
3059;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; bewoonde oorden; Junne";64
3060;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; bewoonde oorden; Beerze";117
3061;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; bew. oorden; Kloosterdijk (ged.)";377
3062;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; bewoonde oorden; Eerde";68
3063;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; bewoonde oorden; Bestmen";76
3064;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; bewoonde oorden; Archem";80
3065;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; bewoonde oorden; Nieuwebrug";39
3066;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; bewoonde oorden; Gietmen";138
3067;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; bewoonde oorden; Lemele";357
3068;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; bew. oorden; Lemelerveld (ged.)";947
3069;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; bewoonde oorden; Ommerschans";84
3070;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; vh; Buurtschap Dalmsholte (ged.)";77
3071;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; vh; Buurtschap Witharen";194
3072;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; vh; Buurtschap Ommerveld";140
3073;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; vh; Buurtschap Arrierveld";189
3074;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; vh; Buurtschap Stegerveld";149
3075;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; vh; Buurtschap Beerserhaar";96
3076;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; vh; Buurtschap Vinkenbuurt";194
3077;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; verspr. huizen; Buurtschap Varsen";166
3078;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; vh; Buurtschap Vilsteren";98
3079;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; verspr. huizen; Buurtschap Arrien";109
3080;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; vh; Buurtschap Stegeren";66
3081;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; verspr. huizen; Buurtschap Junne";82
3082;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; verspr. huizen; Buurtschap Beerze";115
3083;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; vh; Buurtschap Beerzerveld";250
3084;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; verspr. huizen; Buurtschap Eerde";21
3085;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; vh; Buurtschap Bestmen";118
3086;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; verspr. huizen; Buurtschap Archem";45
3087;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; vh; Buurtschap Gietmen";112
