ID;NECSectoren;EmissiesNaarLucht;Perioden;EmissiesNaarLucht_1
4904;"Binnenvaart; vrachtvervoer";NMVOS;2014;2.2
4905;"Binnenvaart; vrachtvervoer";NMVOS;2015;2.2
4906;"Binnenvaart; vrachtvervoer";NMVOS;2016;2.4
4907;"Binnenvaart; vrachtvervoer";NMVOS;2017;2.4
4908;"Binnenvaart; vrachtvervoer";NMVOS;2018;2.4
4909;"Binnenvaart; vrachtvervoer";NMVOS;2019;2.1
4910;"Binnenvaart; vrachtvervoer";NMVOS;2020;1.9
4911;"Binnenvaart; vrachtvervoer";NMVOS;2021;2.0
4912;"Binnenvaart; vrachtvervoer";NMVOS;2022;1.9
4913;"Binnenvaart; vrachtvervoer";NMVOS;2023;2.0
4914;"Binnenvaart; vrachtvervoer";PM2.5 (fijn stof);1990;1.1
4915;"Binnenvaart; vrachtvervoer";PM2.5 (fijn stof);1995;1.0
4916;"Binnenvaart; vrachtvervoer";PM2.5 (fijn stof);2000;1.0
4917;"Binnenvaart; vrachtvervoer";PM2.5 (fijn stof);2001;0.9
4918;"Binnenvaart; vrachtvervoer";PM2.5 (fijn stof);2002;0.9
4919;"Binnenvaart; vrachtvervoer";PM2.5 (fijn stof);2003;0.9
4920;"Binnenvaart; vrachtvervoer";PM2.5 (fijn stof);2004;0.9
4921;"Binnenvaart; vrachtvervoer";PM2.5 (fijn stof);2005;0.8
4922;"Binnenvaart; vrachtvervoer";PM2.5 (fijn stof);2006;0.8
4923;"Binnenvaart; vrachtvervoer";PM2.5 (fijn stof);2007;0.8
4924;"Binnenvaart; vrachtvervoer";PM2.5 (fijn stof);2008;0.7
4925;"Binnenvaart; vrachtvervoer";PM2.5 (fijn stof);2009;0.6
4926;"Binnenvaart; vrachtvervoer";PM2.5 (fijn stof);2010;0.6
4927;"Binnenvaart; vrachtvervoer";PM2.5 (fijn stof);2011;0.6
4928;"Binnenvaart; vrachtvervoer";PM2.5 (fijn stof);2012;0.6
4929;"Binnenvaart; vrachtvervoer";PM2.5 (fijn stof);2013;0.6
4930;"Binnenvaart; vrachtvervoer";PM2.5 (fijn stof);2014;0.6
4931;"Binnenvaart; vrachtvervoer";PM2.5 (fijn stof);2015;0.6
4932;"Binnenvaart; vrachtvervoer";PM2.5 (fijn stof);2016;0.6
4933;"Binnenvaart; vrachtvervoer";PM2.5 (fijn stof);2017;0.6
4934;"Binnenvaart; vrachtvervoer";PM2.5 (fijn stof);2018;0.6
4935;"Binnenvaart; vrachtvervoer";PM2.5 (fijn stof);2019;0.5
4936;"Binnenvaart; vrachtvervoer";PM2.5 (fijn stof);2020;0.6
4937;"Binnenvaart; vrachtvervoer";PM2.5 (fijn stof);2021;0.6
4938;"Binnenvaart; vrachtvervoer";PM2.5 (fijn stof);2022;0.5
4939;"Binnenvaart; vrachtvervoer";PM2.5 (fijn stof);2023;0.5
4940;"Binnenvaart; recreatievaartuigen";Ammoniak (NH3);1990;0.0
4941;"Binnenvaart; recreatievaartuigen";Ammoniak (NH3);1995;0.0
4942;"Binnenvaart; recreatievaartuigen";Ammoniak (NH3);2000;0.0
4943;"Binnenvaart; recreatievaartuigen";Ammoniak (NH3);2001;0.0
4944;"Binnenvaart; recreatievaartuigen";Ammoniak (NH3);2002;0.0
4945;"Binnenvaart; recreatievaartuigen";Ammoniak (NH3);2003;0.0
4946;"Binnenvaart; recreatievaartuigen";Ammoniak (NH3);2004;0.0
4947;"Binnenvaart; recreatievaartuigen";Ammoniak (NH3);2005;0.0
4948;"Binnenvaart; recreatievaartuigen";Ammoniak (NH3);2006;0.0
4949;"Binnenvaart; recreatievaartuigen";Ammoniak (NH3);2007;0.0
4950;"Binnenvaart; recreatievaartuigen";Ammoniak (NH3);2008;0.0
4951;"Binnenvaart; recreatievaartuigen";Ammoniak (NH3);2009;0.0
4952;"Binnenvaart; recreatievaartuigen";Ammoniak (NH3);2010;0.0
4953;"Binnenvaart; recreatievaartuigen";Ammoniak (NH3);2011;0.0
4954;"Binnenvaart; recreatievaartuigen";Ammoniak (NH3);2012;0.0
4955;"Binnenvaart; recreatievaartuigen";Ammoniak (NH3);2013;0.0
4956;"Binnenvaart; recreatievaartuigen";Ammoniak (NH3);2014;0.0
4957;"Binnenvaart; recreatievaartuigen";Ammoniak (NH3);2015;0.0
4958;"Binnenvaart; recreatievaartuigen";Ammoniak (NH3);2016;0.0
4959;"Binnenvaart; recreatievaartuigen";Ammoniak (NH3);2017;0.0
4960;"Binnenvaart; recreatievaartuigen";Ammoniak (NH3);2018;0.0
4961;"Binnenvaart; recreatievaartuigen";Ammoniak (NH3);2019;0.0
4962;"Binnenvaart; recreatievaartuigen";Ammoniak (NH3);2020;0.0
4963;"Binnenvaart; recreatievaartuigen";Ammoniak (NH3);2021;0.0
4964;"Binnenvaart; recreatievaartuigen";Ammoniak (NH3);2022;0.0
4965;"Binnenvaart; recreatievaartuigen";Ammoniak (NH3);2023;0.0
4966;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);1990;1.8
4967;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);1995;2.8
4968;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2000;3.0
4969;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2001;3.0
4970;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2002;3.1
4971;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2003;3.1
4972;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2004;3.1
4973;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2005;3.1
4974;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2006;3.1
4975;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2007;3.1
4976;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2008;3.2
4977;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2009;3.2
4978;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2010;3.2
4979;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2011;3.2
4980;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2012;3.2
4981;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2013;3.2
4982;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2014;3.2
4983;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2015;3.2
4984;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2016;3.1
4985;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2017;3.1
4986;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2018;3.1
4987;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2019;3.0
4988;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2020;3.0
4989;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2021;3.0
4990;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2022;2.9
4991;"Binnenvaart; recreatievaartuigen";Stikstofoxiden (NOx);2023;3.1
4992;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);1990;0.1
4993;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);1995;0.2
4994;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2000;0.0
4995;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2001;0.0
4996;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2002;0.0
4997;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2003;0.0
4998;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2004;0.0
4999;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2005;0.0
5000;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2006;0.0
5001;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2007;0.0
5002;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2008;0.0
5003;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2009;0.0
5004;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2010;0.0
5005;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2011;0.0
5006;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2012;0.0
5007;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2013;0.0
5008;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2014;0.0
5009;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2015;0.0
5010;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2016;0.0
5011;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2017;0.0
5012;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2018;0.0
5013;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2019;0.0
5014;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2020;0.0
5015;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2021;0.0
5016;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2022;0.0
5017;"Binnenvaart; recreatievaartuigen";Zwaveldioxide (SO2);2023;0.0
5018;"Binnenvaart; recreatievaartuigen";NMVOS;1990;1.7
5019;"Binnenvaart; recreatievaartuigen";NMVOS;1995;2.4
5020;"Binnenvaart; recreatievaartuigen";NMVOS;2000;2.9
5021;"Binnenvaart; recreatievaartuigen";NMVOS;2001;2.9
5022;"Binnenvaart; recreatievaartuigen";NMVOS;2002;3.0
5023;"Binnenvaart; recreatievaartuigen";NMVOS;2003;3.0
5024;"Binnenvaart; recreatievaartuigen";NMVOS;2004;3.0
5025;"Binnenvaart; recreatievaartuigen";NMVOS;2005;3.0
5026;"Binnenvaart; recreatievaartuigen";NMVOS;2006;2.9
5027;"Binnenvaart; recreatievaartuigen";NMVOS;2007;2.8
5028;"Binnenvaart; recreatievaartuigen";NMVOS;2008;2.7
5029;"Binnenvaart; recreatievaartuigen";NMVOS;2009;2.6
5030;"Binnenvaart; recreatievaartuigen";NMVOS;2010;2.4
5031;"Binnenvaart; recreatievaartuigen";NMVOS;2011;2.3
5032;"Binnenvaart; recreatievaartuigen";NMVOS;2012;2.2
5033;"Binnenvaart; recreatievaartuigen";NMVOS;2013;2.2
5034;"Binnenvaart; recreatievaartuigen";NMVOS;2014;2.2
5035;"Binnenvaart; recreatievaartuigen";NMVOS;2015;2.2
5036;"Binnenvaart; recreatievaartuigen";NMVOS;2016;2.2
5037;"Binnenvaart; recreatievaartuigen";NMVOS;2017;2.2
5038;"Binnenvaart; recreatievaartuigen";NMVOS;2018;2.2
5039;"Binnenvaart; recreatievaartuigen";NMVOS;2019;2.2
5040;"Binnenvaart; recreatievaartuigen";NMVOS;2020;2.2
5041;"Binnenvaart; recreatievaartuigen";NMVOS;2021;2.2
5042;"Binnenvaart; recreatievaartuigen";NMVOS;2022;2.2
5043;"Binnenvaart; recreatievaartuigen";NMVOS;2023;2.0
5044;"Binnenvaart; recreatievaartuigen";PM2.5 (fijn stof);1990;0.2
5045;"Binnenvaart; recreatievaartuigen";PM2.5 (fijn stof);1995;0.3
5046;"Binnenvaart; recreatievaartuigen";PM2.5 (fijn stof);2000;0.3
5047;"Binnenvaart; recreatievaartuigen";PM2.5 (fijn stof);2001;0.3
5048;"Binnenvaart; recreatievaartuigen";PM2.5 (fijn stof);2002;0.3
5049;"Binnenvaart; recreatievaartuigen";PM2.5 (fijn stof);2003;0.3
5050;"Binnenvaart; recreatievaartuigen";PM2.5 (fijn stof);2004;0.3
5051;"Binnenvaart; recreatievaartuigen";PM2.5 (fijn stof);2005;0.3
5052;"Binnenvaart; recreatievaartuigen";PM2.5 (fijn stof);2006;0.3
5053;"Binnenvaart; recreatievaartuigen";PM2.5 (fijn stof);2007;0.3
5054;"Binnenvaart; recreatievaartuigen";PM2.5 (fijn stof);2008;0.3
5055;"Binnenvaart; recreatievaartuigen";PM2.5 (fijn stof);2009;0.3
5056;"Binnenvaart; recreatievaartuigen";PM2.5 (fijn stof);2010;0.2
5057;"Binnenvaart; recreatievaartuigen";PM2.5 (fijn stof);2011;0.2
5058;"Binnenvaart; recreatievaartuigen";PM2.5 (fijn stof);2012;0.2
5059;"Binnenvaart; recreatievaartuigen";PM2.5 (fijn stof);2013;0.2
5060;"Binnenvaart; recreatievaartuigen";PM2.5 (fijn stof);2014;0.2
5061;"Binnenvaart; recreatievaartuigen";PM2.5 (fijn stof);2015;0.2
5062;"Binnenvaart; recreatievaartuigen";PM2.5 (fijn stof);2016;0.2
5063;"Binnenvaart; recreatievaartuigen";PM2.5 (fijn stof);2017;0.2
5064;"Binnenvaart; recreatievaartuigen";PM2.5 (fijn stof);2018;0.2
5065;"Binnenvaart; recreatievaartuigen";PM2.5 (fijn stof);2019;0.2
5066;"Binnenvaart; recreatievaartuigen";PM2.5 (fijn stof);2020;0.2
5067;"Binnenvaart; recreatievaartuigen";PM2.5 (fijn stof);2021;0.2
5068;"Binnenvaart; recreatievaartuigen";PM2.5 (fijn stof);2022;0.2
5069;"Binnenvaart; recreatievaartuigen";PM2.5 (fijn stof);2023;0.2
5070;Luchtvaart;Ammoniak (NH3);1990;0.0
5071;Luchtvaart;Ammoniak (NH3);1995;0.0
5072;Luchtvaart;Ammoniak (NH3);2000;0.0
5073;Luchtvaart;Ammoniak (NH3);2001;0.0
5074;Luchtvaart;Ammoniak (NH3);2002;0.0
5075;Luchtvaart;Ammoniak (NH3);2003;0.0
5076;Luchtvaart;Ammoniak (NH3);2004;0.0
5077;Luchtvaart;Ammoniak (NH3);2005;0.0
5078;Luchtvaart;Ammoniak (NH3);2006;0.0
5079;Luchtvaart;Ammoniak (NH3);2007;0.0
5080;Luchtvaart;Ammoniak (NH3);2008;0.0
5081;Luchtvaart;Ammoniak (NH3);2009;0.0
5082;Luchtvaart;Ammoniak (NH3);2010;0.0
5083;Luchtvaart;Ammoniak (NH3);2011;0.0
5084;Luchtvaart;Ammoniak (NH3);2012;0.0
5085;Luchtvaart;Ammoniak (NH3);2013;0.0
5086;Luchtvaart;Ammoniak (NH3);2014;0.0
5087;Luchtvaart;Ammoniak (NH3);2015;0.0
5088;Luchtvaart;Ammoniak (NH3);2016;0.0
5089;Luchtvaart;Ammoniak (NH3);2017;0.0
5090;Luchtvaart;Ammoniak (NH3);2018;0.0
5091;Luchtvaart;Ammoniak (NH3);2019;0.0
5092;Luchtvaart;Ammoniak (NH3);2020;0.0
5093;Luchtvaart;Ammoniak (NH3);2021;0.0
5094;Luchtvaart;Ammoniak (NH3);2022;0.0
5095;Luchtvaart;Ammoniak (NH3);2023;0.0
5096;Luchtvaart;Stikstofoxiden (NOx);1990;1.4
5097;Luchtvaart;Stikstofoxiden (NOx);1995;2.1
5098;Luchtvaart;Stikstofoxiden (NOx);2000;2.7
5099;Luchtvaart;Stikstofoxiden (NOx);2001;2.7
5100;Luchtvaart;Stikstofoxiden (NOx);2002;2.7
5101;Luchtvaart;Stikstofoxiden (NOx);2003;2.9
5102;Luchtvaart;Stikstofoxiden (NOx);2004;3.0
5103;Luchtvaart;Stikstofoxiden (NOx);2005;3.2
5104;Luchtvaart;Stikstofoxiden (NOx);2006;3.2
5105;Luchtvaart;Stikstofoxiden (NOx);2007;3.3
5106;Luchtvaart;Stikstofoxiden (NOx);2008;3.3
5107;Luchtvaart;Stikstofoxiden (NOx);2009;3.0
5108;Luchtvaart;Stikstofoxiden (NOx);2010;3.2
5109;Luchtvaart;Stikstofoxiden (NOx);2011;3.3
5110;Luchtvaart;Stikstofoxiden (NOx);2012;3.3
5111;Luchtvaart;Stikstofoxiden (NOx);2013;3.4
5112;Luchtvaart;Stikstofoxiden (NOx);2014;3.5
5113;Luchtvaart;Stikstofoxiden (NOx);2015;3.6
5114;Luchtvaart;Stikstofoxiden (NOx);2016;3.8
5115;Luchtvaart;Stikstofoxiden (NOx);2017;4.0
5116;Luchtvaart;Stikstofoxiden (NOx);2018;4.2
5117;Luchtvaart;Stikstofoxiden (NOx);2019;4.1
5118;Luchtvaart;Stikstofoxiden (NOx);2020;2.3
5119;Luchtvaart;Stikstofoxiden (NOx);2021;2.6
5120;Luchtvaart;Stikstofoxiden (NOx);2022;3.4
5121;Luchtvaart;Stikstofoxiden (NOx);2023;3.7
5122;Luchtvaart;Zwaveldioxide (SO2);1990;0.1
5123;Luchtvaart;Zwaveldioxide (SO2);1995;0.2
5124;Luchtvaart;Zwaveldioxide (SO2);2000;0.2
5125;Luchtvaart;Zwaveldioxide (SO2);2001;0.2
5126;Luchtvaart;Zwaveldioxide (SO2);2002;0.2
5127;Luchtvaart;Zwaveldioxide (SO2);2003;0.2
5128;Luchtvaart;Zwaveldioxide (SO2);2004;0.2
5129;Luchtvaart;Zwaveldioxide (SO2);2005;0.2
5130;Luchtvaart;Zwaveldioxide (SO2);2006;0.2
5131;Luchtvaart;Zwaveldioxide (SO2);2007;0.2
5132;Luchtvaart;Zwaveldioxide (SO2);2008;0.3
5133;Luchtvaart;Zwaveldioxide (SO2);2009;0.2
5134;Luchtvaart;Zwaveldioxide (SO2);2010;0.2
5135;Luchtvaart;Zwaveldioxide (SO2);2011;0.2
5136;Luchtvaart;Zwaveldioxide (SO2);2012;0.2
5137;Luchtvaart;Zwaveldioxide (SO2);2013;0.2
5138;Luchtvaart;Zwaveldioxide (SO2);2014;0.2
5139;Luchtvaart;Zwaveldioxide (SO2);2015;0.3
5140;Luchtvaart;Zwaveldioxide (SO2);2016;0.3
5141;Luchtvaart;Zwaveldioxide (SO2);2017;0.3
5142;Luchtvaart;Zwaveldioxide (SO2);2018;0.3
5143;Luchtvaart;Zwaveldioxide (SO2);2019;0.3
5144;Luchtvaart;Zwaveldioxide (SO2);2020;0.1
5145;Luchtvaart;Zwaveldioxide (SO2);2021;0.2
5146;Luchtvaart;Zwaveldioxide (SO2);2022;0.2
5147;Luchtvaart;Zwaveldioxide (SO2);2023;0.2
5148;Luchtvaart;NMVOS;1990;0.5
5149;Luchtvaart;NMVOS;1995;0.5
5150;Luchtvaart;NMVOS;2000;0.4
5151;Luchtvaart;NMVOS;2001;0.4
5152;Luchtvaart;NMVOS;2002;0.4
5153;Luchtvaart;NMVOS;2003;0.5
5154;Luchtvaart;NMVOS;2004;0.5
5155;Luchtvaart;NMVOS;2005;0.5
5156;Luchtvaart;NMVOS;2006;0.5
5157;Luchtvaart;NMVOS;2007;0.5
5158;Luchtvaart;NMVOS;2008;0.5
5159;Luchtvaart;NMVOS;2009;0.5
5160;Luchtvaart;NMVOS;2010;0.5
5161;Luchtvaart;NMVOS;2011;0.5
5162;Luchtvaart;NMVOS;2012;0.5
5163;Luchtvaart;NMVOS;2013;0.5
5164;Luchtvaart;NMVOS;2014;0.5
5165;Luchtvaart;NMVOS;2015;0.5
5166;Luchtvaart;NMVOS;2016;0.5
5167;Luchtvaart;NMVOS;2017;0.5
5168;Luchtvaart;NMVOS;2018;0.5
5169;Luchtvaart;NMVOS;2019;0.5
5170;Luchtvaart;NMVOS;2020;0.3
5171;Luchtvaart;NMVOS;2021;0.3
5172;Luchtvaart;NMVOS;2022;0.4
5173;Luchtvaart;NMVOS;2023;0.4
5174;Luchtvaart;PM2.5 (fijn stof);1990;0.0
5175;Luchtvaart;PM2.5 (fijn stof);1995;0.0
5176;Luchtvaart;PM2.5 (fijn stof);2000;0.1
5177;Luchtvaart;PM2.5 (fijn stof);2001;0.1
5178;Luchtvaart;PM2.5 (fijn stof);2002;0.1
5179;Luchtvaart;PM2.5 (fijn stof);2003;0.1
5180;Luchtvaart;PM2.5 (fijn stof);2004;0.1
5181;Luchtvaart;PM2.5 (fijn stof);2005;0.1
5182;Luchtvaart;PM2.5 (fijn stof);2006;0.1
5183;Luchtvaart;PM2.5 (fijn stof);2007;0.1
5184;Luchtvaart;PM2.5 (fijn stof);2008;0.1
5185;Luchtvaart;PM2.5 (fijn stof);2009;0.1
5186;Luchtvaart;PM2.5 (fijn stof);2010;0.1
5187;Luchtvaart;PM2.5 (fijn stof);2011;0.1
5188;Luchtvaart;PM2.5 (fijn stof);2012;0.1
5189;Luchtvaart;PM2.5 (fijn stof);2013;0.0
5190;Luchtvaart;PM2.5 (fijn stof);2014;0.0
5191;Luchtvaart;PM2.5 (fijn stof);2015;0.0
5192;Luchtvaart;PM2.5 (fijn stof);2016;0.0
5193;Luchtvaart;PM2.5 (fijn stof);2017;0.0
5194;Luchtvaart;PM2.5 (fijn stof);2018;0.0
5195;Luchtvaart;PM2.5 (fijn stof);2019;0.0
5196;Luchtvaart;PM2.5 (fijn stof);2020;0.0
5197;Luchtvaart;PM2.5 (fijn stof);2021;0.0
5198;Luchtvaart;PM2.5 (fijn stof);2022;0.0
5199;Luchtvaart;PM2.5 (fijn stof);2023;0.0
5200;"Overige mobiele bronnen; totaal";Ammoniak (NH3);1990;0.0
5201;"Overige mobiele bronnen; totaal";Ammoniak (NH3);1995;0.0
5202;"Overige mobiele bronnen; totaal";Ammoniak (NH3);2000;0.0
5203;"Overige mobiele bronnen; totaal";Ammoniak (NH3);2001;0.0
5204;"Overige mobiele bronnen; totaal";Ammoniak (NH3);2002;0.0
5205;"Overige mobiele bronnen; totaal";Ammoniak (NH3);2003;0.0
5206;"Overige mobiele bronnen; totaal";Ammoniak (NH3);2004;0.0
5207;"Overige mobiele bronnen; totaal";Ammoniak (NH3);2005;0.0
5208;"Overige mobiele bronnen; totaal";Ammoniak (NH3);2006;0.0
5209;"Overige mobiele bronnen; totaal";Ammoniak (NH3);2007;0.0
5210;"Overige mobiele bronnen; totaal";Ammoniak (NH3);2008;0.0
5211;"Overige mobiele bronnen; totaal";Ammoniak (NH3);2009;0.0
5212;"Overige mobiele bronnen; totaal";Ammoniak (NH3);2010;0.0
5213;"Overige mobiele bronnen; totaal";Ammoniak (NH3);2011;0.0
5214;"Overige mobiele bronnen; totaal";Ammoniak (NH3);2012;0.0
5215;"Overige mobiele bronnen; totaal";Ammoniak (NH3);2013;0.0
5216;"Overige mobiele bronnen; totaal";Ammoniak (NH3);2014;0.0
5217;"Overige mobiele bronnen; totaal";Ammoniak (NH3);2015;0.0
5218;"Overige mobiele bronnen; totaal";Ammoniak (NH3);2016;0.0
5219;"Overige mobiele bronnen; totaal";Ammoniak (NH3);2017;0.1
5220;"Overige mobiele bronnen; totaal";Ammoniak (NH3);2018;0.1
5221;"Overige mobiele bronnen; totaal";Ammoniak (NH3);2019;0.1
5222;"Overige mobiele bronnen; totaal";Ammoniak (NH3);2020;0.1
5223;"Overige mobiele bronnen; totaal";Ammoniak (NH3);2021;0.1
5224;"Overige mobiele bronnen; totaal";Ammoniak (NH3);2022;0.1
5225;"Overige mobiele bronnen; totaal";Ammoniak (NH3);2023;0.1
5226;"Overige mobiele bronnen; totaal";Stikstofoxiden (NOx);1990;72.8
5227;"Overige mobiele bronnen; totaal";Stikstofoxiden (NOx);1995;77.2
5228;"Overige mobiele bronnen; totaal";Stikstofoxiden (NOx);2000;79.5
5229;"Overige mobiele bronnen; totaal";Stikstofoxiden (NOx);2001;77.7
5230;"Overige mobiele bronnen; totaal";Stikstofoxiden (NOx);2002;70.2
5231;"Overige mobiele bronnen; totaal";Stikstofoxiden (NOx);2003;66.6
5232;"Overige mobiele bronnen; totaal";Stikstofoxiden (NOx);2004;63.8
5233;"Overige mobiele bronnen; totaal";Stikstofoxiden (NOx);2005;63.7
5234;"Overige mobiele bronnen; totaal";Stikstofoxiden (NOx);2006;60.4
5235;"Overige mobiele bronnen; totaal";Stikstofoxiden (NOx);2007;57.1
5236;"Overige mobiele bronnen; totaal";Stikstofoxiden (NOx);2008;54.8
5237;"Overige mobiele bronnen; totaal";Stikstofoxiden (NOx);2009;52.1
5238;"Overige mobiele bronnen; totaal";Stikstofoxiden (NOx);2010;49.7
5239;"Overige mobiele bronnen; totaal";Stikstofoxiden (NOx);2011;48.9
5240;"Overige mobiele bronnen; totaal";Stikstofoxiden (NOx);2012;44.3
5241;"Overige mobiele bronnen; totaal";Stikstofoxiden (NOx);2013;44.4
5242;"Overige mobiele bronnen; totaal";Stikstofoxiden (NOx);2014;44.7
5243;"Overige mobiele bronnen; totaal";Stikstofoxiden (NOx);2015;40.9
5244;"Overige mobiele bronnen; totaal";Stikstofoxiden (NOx);2016;39.3
5245;"Overige mobiele bronnen; totaal";Stikstofoxiden (NOx);2017;35.7
5246;"Overige mobiele bronnen; totaal";Stikstofoxiden (NOx);2018;35.5
5247;"Overige mobiele bronnen; totaal";Stikstofoxiden (NOx);2019;34.5
5248;"Overige mobiele bronnen; totaal";Stikstofoxiden (NOx);2020;33.6
5249;"Overige mobiele bronnen; totaal";Stikstofoxiden (NOx);2021;30.6
5250;"Overige mobiele bronnen; totaal";Stikstofoxiden (NOx);2022;28.5
5251;"Overige mobiele bronnen; totaal";Stikstofoxiden (NOx);2023;28.0
5252;"Overige mobiele bronnen; totaal";Zwaveldioxide (SO2);1990;9.3
5253;"Overige mobiele bronnen; totaal";Zwaveldioxide (SO2);1995;10.1
5254;"Overige mobiele bronnen; totaal";Zwaveldioxide (SO2);2000;9.5
5255;"Overige mobiele bronnen; totaal";Zwaveldioxide (SO2);2001;9.1
5256;"Overige mobiele bronnen; totaal";Zwaveldioxide (SO2);2002;7.9
5257;"Overige mobiele bronnen; totaal";Zwaveldioxide (SO2);2003;7.6
5258;"Overige mobiele bronnen; totaal";Zwaveldioxide (SO2);2004;7.4
5259;"Overige mobiele bronnen; totaal";Zwaveldioxide (SO2);2005;7.6
5260;"Overige mobiele bronnen; totaal";Zwaveldioxide (SO2);2006;7.4
5261;"Overige mobiele bronnen; totaal";Zwaveldioxide (SO2);2007;6.5
5262;"Overige mobiele bronnen; totaal";Zwaveldioxide (SO2);2008;4.0
5263;"Overige mobiele bronnen; totaal";Zwaveldioxide (SO2);2009;2.9
5264;"Overige mobiele bronnen; totaal";Zwaveldioxide (SO2);2010;2.3
5265;"Overige mobiele bronnen; totaal";Zwaveldioxide (SO2);2011;1.3
5266;"Overige mobiele bronnen; totaal";Zwaveldioxide (SO2);2012;1.3
5267;"Overige mobiele bronnen; totaal";Zwaveldioxide (SO2);2013;1.4
5268;"Overige mobiele bronnen; totaal";Zwaveldioxide (SO2);2014;1.7
5269;"Overige mobiele bronnen; totaal";Zwaveldioxide (SO2);2015;0.6
5270;"Overige mobiele bronnen; totaal";Zwaveldioxide (SO2);2016;0.4
5271;"Overige mobiele bronnen; totaal";Zwaveldioxide (SO2);2017;0.4
5272;"Overige mobiele bronnen; totaal";Zwaveldioxide (SO2);2018;0.4
5273;"Overige mobiele bronnen; totaal";Zwaveldioxide (SO2);2019;0.4
5274;"Overige mobiele bronnen; totaal";Zwaveldioxide (SO2);2020;0.3
5275;"Overige mobiele bronnen; totaal";Zwaveldioxide (SO2);2021;0.3
5276;"Overige mobiele bronnen; totaal";Zwaveldioxide (SO2);2022;0.2
5277;"Overige mobiele bronnen; totaal";Zwaveldioxide (SO2);2023;0.3
5278;"Overige mobiele bronnen; totaal";NMVOS;1990;19.4
5279;"Overige mobiele bronnen; totaal";NMVOS;1995;17.5
5280;"Overige mobiele bronnen; totaal";NMVOS;2000;16.1
5281;"Overige mobiele bronnen; totaal";NMVOS;2001;15.5
5282;"Overige mobiele bronnen; totaal";NMVOS;2002;14.4
5283;"Overige mobiele bronnen; totaal";NMVOS;2003;13.4
5284;"Overige mobiele bronnen; totaal";NMVOS;2004;12.5
5285;"Overige mobiele bronnen; totaal";NMVOS;2005;12.0
5286;"Overige mobiele bronnen; totaal";NMVOS;2006;11.1
