ID;NECSectoren;EmissiesNaarLucht;Perioden;EmissiesNaarLucht_1
1407;17 Papierindustrie;PM2.5 (fijn stof);2001;0.1
1408;17 Papierindustrie;PM2.5 (fijn stof);2002;0.1
1409;17 Papierindustrie;PM2.5 (fijn stof);2003;0.1
1410;17 Papierindustrie;PM2.5 (fijn stof);2004;0.1
1411;17 Papierindustrie;PM2.5 (fijn stof);2005;0.1
1412;17 Papierindustrie;PM2.5 (fijn stof);2006;0.1
1413;17 Papierindustrie;PM2.5 (fijn stof);2007;0.1
1414;17 Papierindustrie;PM2.5 (fijn stof);2008;0.1
1415;17 Papierindustrie;PM2.5 (fijn stof);2009;0.1
1416;17 Papierindustrie;PM2.5 (fijn stof);2010;0.1
1417;17 Papierindustrie;PM2.5 (fijn stof);2011;0.1
1418;17 Papierindustrie;PM2.5 (fijn stof);2012;0.1
1419;17 Papierindustrie;PM2.5 (fijn stof);2013;0.1
1420;17 Papierindustrie;PM2.5 (fijn stof);2014;0.1
1421;17 Papierindustrie;PM2.5 (fijn stof);2015;0.1
1422;17 Papierindustrie;PM2.5 (fijn stof);2016;0.1
1423;17 Papierindustrie;PM2.5 (fijn stof);2017;0.1
1424;17 Papierindustrie;PM2.5 (fijn stof);2018;0.1
1425;17 Papierindustrie;PM2.5 (fijn stof);2019;0.1
1426;17 Papierindustrie;PM2.5 (fijn stof);2020;0.1
1427;17 Papierindustrie;PM2.5 (fijn stof);2021;0.1
1428;17 Papierindustrie;PM2.5 (fijn stof);2022;0.1
1429;17 Papierindustrie;PM2.5 (fijn stof);2023;0.1
1430;18 Grafische industrie;Ammoniak (NH3);1990;0.0
1431;18 Grafische industrie;Ammoniak (NH3);1995;0.0
1432;18 Grafische industrie;Ammoniak (NH3);2000;0.0
1433;18 Grafische industrie;Ammoniak (NH3);2001;0.0
1434;18 Grafische industrie;Ammoniak (NH3);2002;0.0
1435;18 Grafische industrie;Ammoniak (NH3);2003;0.0
1436;18 Grafische industrie;Ammoniak (NH3);2004;0.0
1437;18 Grafische industrie;Ammoniak (NH3);2005;0.0
1438;18 Grafische industrie;Ammoniak (NH3);2006;0.0
1439;18 Grafische industrie;Ammoniak (NH3);2007;0.0
1440;18 Grafische industrie;Ammoniak (NH3);2008;0.0
1441;18 Grafische industrie;Ammoniak (NH3);2009;0.0
1442;18 Grafische industrie;Ammoniak (NH3);2010;0.0
1443;18 Grafische industrie;Ammoniak (NH3);2011;0.0
1444;18 Grafische industrie;Ammoniak (NH3);2012;0.0
1445;18 Grafische industrie;Ammoniak (NH3);2013;0.0
1446;18 Grafische industrie;Ammoniak (NH3);2014;0.0
1447;18 Grafische industrie;Ammoniak (NH3);2015;0.0
1448;18 Grafische industrie;Ammoniak (NH3);2016;0.0
1449;18 Grafische industrie;Ammoniak (NH3);2017;0.0
1450;18 Grafische industrie;Ammoniak (NH3);2018;0.0
1451;18 Grafische industrie;Ammoniak (NH3);2019;0.0
1452;18 Grafische industrie;Ammoniak (NH3);2020;0.0
1453;18 Grafische industrie;Ammoniak (NH3);2021;0.0
1454;18 Grafische industrie;Ammoniak (NH3);2022;0.0
1455;18 Grafische industrie;Ammoniak (NH3);2023;0.0
1456;18 Grafische industrie;Stikstofoxiden (NOx);1990;0.0
1457;18 Grafische industrie;Stikstofoxiden (NOx);1995;0.1
1458;18 Grafische industrie;Stikstofoxiden (NOx);2000;0.1
1459;18 Grafische industrie;Stikstofoxiden (NOx);2001;0.1
1460;18 Grafische industrie;Stikstofoxiden (NOx);2002;0.2
1461;18 Grafische industrie;Stikstofoxiden (NOx);2003;0.1
1462;18 Grafische industrie;Stikstofoxiden (NOx);2004;0.1
1463;18 Grafische industrie;Stikstofoxiden (NOx);2005;0.1
1464;18 Grafische industrie;Stikstofoxiden (NOx);2006;0.1
1465;18 Grafische industrie;Stikstofoxiden (NOx);2007;0.1
1466;18 Grafische industrie;Stikstofoxiden (NOx);2008;0.1
1467;18 Grafische industrie;Stikstofoxiden (NOx);2009;0.1
1468;18 Grafische industrie;Stikstofoxiden (NOx);2010;0.1
1469;18 Grafische industrie;Stikstofoxiden (NOx);2011;0.1
1470;18 Grafische industrie;Stikstofoxiden (NOx);2012;0.1
1471;18 Grafische industrie;Stikstofoxiden (NOx);2013;0.0
1472;18 Grafische industrie;Stikstofoxiden (NOx);2014;0.0
1473;18 Grafische industrie;Stikstofoxiden (NOx);2015;0.0
1474;18 Grafische industrie;Stikstofoxiden (NOx);2016;0.0
1475;18 Grafische industrie;Stikstofoxiden (NOx);2017;0.0
1476;18 Grafische industrie;Stikstofoxiden (NOx);2018;0.0
1477;18 Grafische industrie;Stikstofoxiden (NOx);2019;0.0
1478;18 Grafische industrie;Stikstofoxiden (NOx);2020;0.0
1479;18 Grafische industrie;Stikstofoxiden (NOx);2021;0.0
1480;18 Grafische industrie;Stikstofoxiden (NOx);2022;0.0
1481;18 Grafische industrie;Stikstofoxiden (NOx);2023;0.0
1482;18 Grafische industrie;Zwaveldioxide (SO2);1990;0.0
1483;18 Grafische industrie;Zwaveldioxide (SO2);1995;0.0
1484;18 Grafische industrie;Zwaveldioxide (SO2);2000;0.0
1485;18 Grafische industrie;Zwaveldioxide (SO2);2001;0.0
1486;18 Grafische industrie;Zwaveldioxide (SO2);2002;0.0
1487;18 Grafische industrie;Zwaveldioxide (SO2);2003;0.0
1488;18 Grafische industrie;Zwaveldioxide (SO2);2004;0.0
1489;18 Grafische industrie;Zwaveldioxide (SO2);2005;0.0
1490;18 Grafische industrie;Zwaveldioxide (SO2);2006;0.0
1491;18 Grafische industrie;Zwaveldioxide (SO2);2007;0.0
1492;18 Grafische industrie;Zwaveldioxide (SO2);2008;0.0
1493;18 Grafische industrie;Zwaveldioxide (SO2);2009;0.0
1494;18 Grafische industrie;Zwaveldioxide (SO2);2010;0.0
1495;18 Grafische industrie;Zwaveldioxide (SO2);2011;0.0
1496;18 Grafische industrie;Zwaveldioxide (SO2);2012;0.0
1497;18 Grafische industrie;Zwaveldioxide (SO2);2013;0.0
1498;18 Grafische industrie;Zwaveldioxide (SO2);2014;0.0
1499;18 Grafische industrie;Zwaveldioxide (SO2);2015;0.0
1500;18 Grafische industrie;Zwaveldioxide (SO2);2016;0.0
1501;18 Grafische industrie;Zwaveldioxide (SO2);2017;0.0
1502;18 Grafische industrie;Zwaveldioxide (SO2);2018;0.0
1503;18 Grafische industrie;Zwaveldioxide (SO2);2019;0.0
1504;18 Grafische industrie;Zwaveldioxide (SO2);2020;0.0
1505;18 Grafische industrie;Zwaveldioxide (SO2);2021;0.0
1506;18 Grafische industrie;Zwaveldioxide (SO2);2022;0.0
1507;18 Grafische industrie;Zwaveldioxide (SO2);2023;0.0
1508;18 Grafische industrie;NMVOS;1990;14.4
1509;18 Grafische industrie;NMVOS;1995;14.4
1510;18 Grafische industrie;NMVOS;2000;11.6
1511;18 Grafische industrie;NMVOS;2001;8.2
1512;18 Grafische industrie;NMVOS;2002;7.8
1513;18 Grafische industrie;NMVOS;2003;5.8
1514;18 Grafische industrie;NMVOS;2004;5.7
1515;18 Grafische industrie;NMVOS;2005;5.6
1516;18 Grafische industrie;NMVOS;2006;4.9
1517;18 Grafische industrie;NMVOS;2007;4.5
1518;18 Grafische industrie;NMVOS;2008;4.2
1519;18 Grafische industrie;NMVOS;2009;4.0
1520;18 Grafische industrie;NMVOS;2010;3.8
1521;18 Grafische industrie;NMVOS;2011;3.5
1522;18 Grafische industrie;NMVOS;2012;3.7
1523;18 Grafische industrie;NMVOS;2013;4.0
1524;18 Grafische industrie;NMVOS;2014;3.5
1525;18 Grafische industrie;NMVOS;2015;3.4
1526;18 Grafische industrie;NMVOS;2016;3.4
1527;18 Grafische industrie;NMVOS;2017;3.5
1528;18 Grafische industrie;NMVOS;2018;3.4
1529;18 Grafische industrie;NMVOS;2019;2.8
1530;18 Grafische industrie;NMVOS;2020;2.5
1531;18 Grafische industrie;NMVOS;2021;2.7
1532;18 Grafische industrie;NMVOS;2022;2.6
1533;18 Grafische industrie;NMVOS;2023;2.3
1534;18 Grafische industrie;PM2.5 (fijn stof);1990;0.0
1535;18 Grafische industrie;PM2.5 (fijn stof);1995;0.0
1536;18 Grafische industrie;PM2.5 (fijn stof);2000;0.0
1537;18 Grafische industrie;PM2.5 (fijn stof);2001;0.0
1538;18 Grafische industrie;PM2.5 (fijn stof);2002;0.0
1539;18 Grafische industrie;PM2.5 (fijn stof);2003;0.0
1540;18 Grafische industrie;PM2.5 (fijn stof);2004;0.0
1541;18 Grafische industrie;PM2.5 (fijn stof);2005;0.0
1542;18 Grafische industrie;PM2.5 (fijn stof);2006;0.0
1543;18 Grafische industrie;PM2.5 (fijn stof);2007;0.0
1544;18 Grafische industrie;PM2.5 (fijn stof);2008;0.0
1545;18 Grafische industrie;PM2.5 (fijn stof);2009;0.0
1546;18 Grafische industrie;PM2.5 (fijn stof);2010;0.0
1547;18 Grafische industrie;PM2.5 (fijn stof);2011;0.0
1548;18 Grafische industrie;PM2.5 (fijn stof);2012;0.0
1549;18 Grafische industrie;PM2.5 (fijn stof);2013;0.0
1550;18 Grafische industrie;PM2.5 (fijn stof);2014;0.0
1551;18 Grafische industrie;PM2.5 (fijn stof);2015;0.0
1552;18 Grafische industrie;PM2.5 (fijn stof);2016;0.0
1553;18 Grafische industrie;PM2.5 (fijn stof);2017;0.0
1554;18 Grafische industrie;PM2.5 (fijn stof);2018;0.0
1555;18 Grafische industrie;PM2.5 (fijn stof);2019;0.0
1556;18 Grafische industrie;PM2.5 (fijn stof);2020;0.0
1557;18 Grafische industrie;PM2.5 (fijn stof);2021;0.0
1558;18 Grafische industrie;PM2.5 (fijn stof);2022;0.0
1559;18 Grafische industrie;PM2.5 (fijn stof);2023;0.0
1560;201 Basischemie;Ammoniak (NH3);1990;3.3
1561;201 Basischemie;Ammoniak (NH3);1995;3.1
1562;201 Basischemie;Ammoniak (NH3);2000;1.7
1563;201 Basischemie;Ammoniak (NH3);2001;1.7
1564;201 Basischemie;Ammoniak (NH3);2002;1.5
1565;201 Basischemie;Ammoniak (NH3);2003;1.6
1566;201 Basischemie;Ammoniak (NH3);2004;2.0
1567;201 Basischemie;Ammoniak (NH3);2005;1.3
1568;201 Basischemie;Ammoniak (NH3);2006;1.3
1569;201 Basischemie;Ammoniak (NH3);2007;1.1
1570;201 Basischemie;Ammoniak (NH3);2008;1.1
1571;201 Basischemie;Ammoniak (NH3);2009;0.9
1572;201 Basischemie;Ammoniak (NH3);2010;0.7
1573;201 Basischemie;Ammoniak (NH3);2011;1.0
1574;201 Basischemie;Ammoniak (NH3);2012;0.8
1575;201 Basischemie;Ammoniak (NH3);2013;0.6
1576;201 Basischemie;Ammoniak (NH3);2014;0.6
1577;201 Basischemie;Ammoniak (NH3);2015;0.6
1578;201 Basischemie;Ammoniak (NH3);2016;0.8
1579;201 Basischemie;Ammoniak (NH3);2017;0.7
1580;201 Basischemie;Ammoniak (NH3);2018;0.7
1581;201 Basischemie;Ammoniak (NH3);2019;0.4
1582;201 Basischemie;Ammoniak (NH3);2020;0.5
1583;201 Basischemie;Ammoniak (NH3);2021;0.5
1584;201 Basischemie;Ammoniak (NH3);2022;0.4
1585;201 Basischemie;Ammoniak (NH3);2023;0.4
1586;201 Basischemie;Stikstofoxiden (NOx);1990;36.5
1587;201 Basischemie;Stikstofoxiden (NOx);1995;25.7
1588;201 Basischemie;Stikstofoxiden (NOx);2000;13.3
1589;201 Basischemie;Stikstofoxiden (NOx);2001;12.6
1590;201 Basischemie;Stikstofoxiden (NOx);2002;12.9
1591;201 Basischemie;Stikstofoxiden (NOx);2003;14.4
1592;201 Basischemie;Stikstofoxiden (NOx);2004;14.7
1593;201 Basischemie;Stikstofoxiden (NOx);2005;13.8
1594;201 Basischemie;Stikstofoxiden (NOx);2006;13.1
1595;201 Basischemie;Stikstofoxiden (NOx);2007;12.3
1596;201 Basischemie;Stikstofoxiden (NOx);2008;12.5
1597;201 Basischemie;Stikstofoxiden (NOx);2009;11.1
1598;201 Basischemie;Stikstofoxiden (NOx);2010;11.7
1599;201 Basischemie;Stikstofoxiden (NOx);2011;11.5
1600;201 Basischemie;Stikstofoxiden (NOx);2012;10.8
1601;201 Basischemie;Stikstofoxiden (NOx);2013;9.4
1602;201 Basischemie;Stikstofoxiden (NOx);2014;8.9
1603;201 Basischemie;Stikstofoxiden (NOx);2015;8.4
1604;201 Basischemie;Stikstofoxiden (NOx);2016;8.9
1605;201 Basischemie;Stikstofoxiden (NOx);2017;8.6
1606;201 Basischemie;Stikstofoxiden (NOx);2018;8.5
1607;201 Basischemie;Stikstofoxiden (NOx);2019;8.3
1608;201 Basischemie;Stikstofoxiden (NOx);2020;8.6
1609;201 Basischemie;Stikstofoxiden (NOx);2021;8.3
1610;201 Basischemie;Stikstofoxiden (NOx);2022;7.4
1611;201 Basischemie;Stikstofoxiden (NOx);2023;7.1
1612;201 Basischemie;Zwaveldioxide (SO2);1990;19.7
1613;201 Basischemie;Zwaveldioxide (SO2);1995;10.5
1614;201 Basischemie;Zwaveldioxide (SO2);2000;2.4
1615;201 Basischemie;Zwaveldioxide (SO2);2001;3.7
1616;201 Basischemie;Zwaveldioxide (SO2);2002;3.6
1617;201 Basischemie;Zwaveldioxide (SO2);2003;3.3
1618;201 Basischemie;Zwaveldioxide (SO2);2004;4.2
1619;201 Basischemie;Zwaveldioxide (SO2);2005;3.6
1620;201 Basischemie;Zwaveldioxide (SO2);2006;4.0
1621;201 Basischemie;Zwaveldioxide (SO2);2007;3.9
1622;201 Basischemie;Zwaveldioxide (SO2);2008;3.3
1623;201 Basischemie;Zwaveldioxide (SO2);2009;2.2
1624;201 Basischemie;Zwaveldioxide (SO2);2010;2.1
1625;201 Basischemie;Zwaveldioxide (SO2);2011;2.3
1626;201 Basischemie;Zwaveldioxide (SO2);2012;2.1
1627;201 Basischemie;Zwaveldioxide (SO2);2013;1.6
1628;201 Basischemie;Zwaveldioxide (SO2);2014;1.7
1629;201 Basischemie;Zwaveldioxide (SO2);2015;1.5
1630;201 Basischemie;Zwaveldioxide (SO2);2016;1.4
1631;201 Basischemie;Zwaveldioxide (SO2);2017;1.6
1632;201 Basischemie;Zwaveldioxide (SO2);2018;1.6
1633;201 Basischemie;Zwaveldioxide (SO2);2019;1.4
1634;201 Basischemie;Zwaveldioxide (SO2);2020;1.4
1635;201 Basischemie;Zwaveldioxide (SO2);2021;1.5
1636;201 Basischemie;Zwaveldioxide (SO2);2022;1.1
1637;201 Basischemie;Zwaveldioxide (SO2);2023;1.0
1638;201 Basischemie;NMVOS;1990;24.9
1639;201 Basischemie;NMVOS;1995;14.5
1640;201 Basischemie;NMVOS;2000;10.0
1641;201 Basischemie;NMVOS;2001;9.1
1642;201 Basischemie;NMVOS;2002;7.8
1643;201 Basischemie;NMVOS;2003;7.5
1644;201 Basischemie;NMVOS;2004;8.2
1645;201 Basischemie;NMVOS;2005;6.1
1646;201 Basischemie;NMVOS;2006;6.4
1647;201 Basischemie;NMVOS;2007;5.7
1648;201 Basischemie;NMVOS;2008;5.7
1649;201 Basischemie;NMVOS;2009;4.6
1650;201 Basischemie;NMVOS;2010;4.7
1651;201 Basischemie;NMVOS;2011;5.2
1652;201 Basischemie;NMVOS;2012;7.3
1653;201 Basischemie;NMVOS;2013;5.3
1654;201 Basischemie;NMVOS;2014;4.7
1655;201 Basischemie;NMVOS;2015;4.1
1656;201 Basischemie;NMVOS;2016;3.5
1657;201 Basischemie;NMVOS;2017;3.7
1658;201 Basischemie;NMVOS;2018;3.4
1659;201 Basischemie;NMVOS;2019;3.4
1660;201 Basischemie;NMVOS;2020;3.3
1661;201 Basischemie;NMVOS;2021;3.2
1662;201 Basischemie;NMVOS;2022;2.4
1663;201 Basischemie;NMVOS;2023;2.1
1664;201 Basischemie;PM2.5 (fijn stof);1990;2.7
1665;201 Basischemie;PM2.5 (fijn stof);1995;2.2
1666;201 Basischemie;PM2.5 (fijn stof);2000;0.9
1667;201 Basischemie;PM2.5 (fijn stof);2001;0.6
1668;201 Basischemie;PM2.5 (fijn stof);2002;0.8
1669;201 Basischemie;PM2.5 (fijn stof);2003;0.6
1670;201 Basischemie;PM2.5 (fijn stof);2004;0.7
1671;201 Basischemie;PM2.5 (fijn stof);2005;0.6
1672;201 Basischemie;PM2.5 (fijn stof);2006;0.6
1673;201 Basischemie;PM2.5 (fijn stof);2007;0.4
1674;201 Basischemie;PM2.5 (fijn stof);2008;0.4
1675;201 Basischemie;PM2.5 (fijn stof);2009;0.7
1676;201 Basischemie;PM2.5 (fijn stof);2010;0.8
1677;201 Basischemie;PM2.5 (fijn stof);2011;0.7
1678;201 Basischemie;PM2.5 (fijn stof);2012;0.7
1679;201 Basischemie;PM2.5 (fijn stof);2013;0.8
1680;201 Basischemie;PM2.5 (fijn stof);2014;0.7
1681;201 Basischemie;PM2.5 (fijn stof);2015;0.6
1682;201 Basischemie;PM2.5 (fijn stof);2016;0.7
1683;201 Basischemie;PM2.5 (fijn stof);2017;0.8
1684;201 Basischemie;PM2.5 (fijn stof);2018;0.6
1685;201 Basischemie;PM2.5 (fijn stof);2019;0.6
1686;201 Basischemie;PM2.5 (fijn stof);2020;0.4
1687;201 Basischemie;PM2.5 (fijn stof);2021;0.4
1688;201 Basischemie;PM2.5 (fijn stof);2022;0.3
1689;201 Basischemie;PM2.5 (fijn stof);2023;0.4
1690;Overige chemie, farmaceutische industrie;Ammoniak (NH3);1990;0.0
1691;Overige chemie, farmaceutische industrie;Ammoniak (NH3);1995;0.0
1692;Overige chemie, farmaceutische industrie;Ammoniak (NH3);2000;0.1
1693;Overige chemie, farmaceutische industrie;Ammoniak (NH3);2001;0.0
1694;Overige chemie, farmaceutische industrie;Ammoniak (NH3);2002;0.0
1695;Overige chemie, farmaceutische industrie;Ammoniak (NH3);2003;0.0
1696;Overige chemie, farmaceutische industrie;Ammoniak (NH3);2004;0.2
1697;Overige chemie, farmaceutische industrie;Ammoniak (NH3);2005;0.2
1698;Overige chemie, farmaceutische industrie;Ammoniak (NH3);2006;0.0
1699;Overige chemie, farmaceutische industrie;Ammoniak (NH3);2007;0.0
1700;Overige chemie, farmaceutische industrie;Ammoniak (NH3);2008;0.0
1701;Overige chemie, farmaceutische industrie;Ammoniak (NH3);2009;0.0
1702;Overige chemie, farmaceutische industrie;Ammoniak (NH3);2010;0.0
1703;Overige chemie, farmaceutische industrie;Ammoniak (NH3);2011;0.0
1704;Overige chemie, farmaceutische industrie;Ammoniak (NH3);2012;0.0
1705;Overige chemie, farmaceutische industrie;Ammoniak (NH3);2013;0.0
1706;Overige chemie, farmaceutische industrie;Ammoniak (NH3);2014;0.0
1707;Overige chemie, farmaceutische industrie;Ammoniak (NH3);2015;0.0
1708;Overige chemie, farmaceutische industrie;Ammoniak (NH3);2016;0.0
1709;Overige chemie, farmaceutische industrie;Ammoniak (NH3);2017;0.0
1710;Overige chemie, farmaceutische industrie;Ammoniak (NH3);2018;0.0
1711;Overige chemie, farmaceutische industrie;Ammoniak (NH3);2019;0.0
1712;Overige chemie, farmaceutische industrie;Ammoniak (NH3);2020;0.0
1713;Overige chemie, farmaceutische industrie;Ammoniak (NH3);2021;0.0
1714;Overige chemie, farmaceutische industrie;Ammoniak (NH3);2022;0.0
1715;Overige chemie, farmaceutische industrie;Ammoniak (NH3);2023;0.0
1716;Overige chemie, farmaceutische industrie;Stikstofoxiden (NOx);1990;2.3
1717;Overige chemie, farmaceutische industrie;Stikstofoxiden (NOx);1995;2.2
1718;Overige chemie, farmaceutische industrie;Stikstofoxiden (NOx);2000;1.7
1719;Overige chemie, farmaceutische industrie;Stikstofoxiden (NOx);2001;1.3
1720;Overige chemie, farmaceutische industrie;Stikstofoxiden (NOx);2002;1.1
1721;Overige chemie, farmaceutische industrie;Stikstofoxiden (NOx);2003;0.8
1722;Overige chemie, farmaceutische industrie;Stikstofoxiden (NOx);2004;0.6
1723;Overige chemie, farmaceutische industrie;Stikstofoxiden (NOx);2005;0.8
1724;Overige chemie, farmaceutische industrie;Stikstofoxiden (NOx);2006;0.8
1725;Overige chemie, farmaceutische industrie;Stikstofoxiden (NOx);2007;0.7
1726;Overige chemie, farmaceutische industrie;Stikstofoxiden (NOx);2008;0.6
1727;Overige chemie, farmaceutische industrie;Stikstofoxiden (NOx);2009;0.4
1728;Overige chemie, farmaceutische industrie;Stikstofoxiden (NOx);2010;0.6
1729;Overige chemie, farmaceutische industrie;Stikstofoxiden (NOx);2011;0.4
1730;Overige chemie, farmaceutische industrie;Stikstofoxiden (NOx);2012;0.6
1731;Overige chemie, farmaceutische industrie;Stikstofoxiden (NOx);2013;0.5
1732;Overige chemie, farmaceutische industrie;Stikstofoxiden (NOx);2014;0.6
1733;Overige chemie, farmaceutische industrie;Stikstofoxiden (NOx);2015;0.6
1734;Overige chemie, farmaceutische industrie;Stikstofoxiden (NOx);2016;0.5
1735;Overige chemie, farmaceutische industrie;Stikstofoxiden (NOx);2017;0.4
1736;Overige chemie, farmaceutische industrie;Stikstofoxiden (NOx);2018;0.5
1737;Overige chemie, farmaceutische industrie;Stikstofoxiden (NOx);2019;0.4
1738;Overige chemie, farmaceutische industrie;Stikstofoxiden (NOx);2020;0.5
1739;Overige chemie, farmaceutische industrie;Stikstofoxiden (NOx);2021;0.4
1740;Overige chemie, farmaceutische industrie;Stikstofoxiden (NOx);2022;0.5
1741;Overige chemie, farmaceutische industrie;Stikstofoxiden (NOx);2023;0.4
1742;Overige chemie, farmaceutische industrie;Zwaveldioxide (SO2);1990;0.3
1743;Overige chemie, farmaceutische industrie;Zwaveldioxide (SO2);1995;0.8
1744;Overige chemie, farmaceutische industrie;Zwaveldioxide (SO2);2000;0.6
1745;Overige chemie, farmaceutische industrie;Zwaveldioxide (SO2);2001;0.6
1746;Overige chemie, farmaceutische industrie;Zwaveldioxide (SO2);2002;0.5
1747;Overige chemie, farmaceutische industrie;Zwaveldioxide (SO2);2003;0.3
1748;Overige chemie, farmaceutische industrie;Zwaveldioxide (SO2);2004;0.0
1749;Overige chemie, farmaceutische industrie;Zwaveldioxide (SO2);2005;0.3
1750;Overige chemie, farmaceutische industrie;Zwaveldioxide (SO2);2006;0.0
1751;Overige chemie, farmaceutische industrie;Zwaveldioxide (SO2);2007;0.0
1752;Overige chemie, farmaceutische industrie;Zwaveldioxide (SO2);2008;0.0
1753;Overige chemie, farmaceutische industrie;Zwaveldioxide (SO2);2009;0.0
1754;Overige chemie, farmaceutische industrie;Zwaveldioxide (SO2);2010;0.0
1755;Overige chemie, farmaceutische industrie;Zwaveldioxide (SO2);2011;0.0
1756;Overige chemie, farmaceutische industrie;Zwaveldioxide (SO2);2012;0.0
1757;Overige chemie, farmaceutische industrie;Zwaveldioxide (SO2);2013;0.0
1758;Overige chemie, farmaceutische industrie;Zwaveldioxide (SO2);2014;0.1
1759;Overige chemie, farmaceutische industrie;Zwaveldioxide (SO2);2015;0.1
1760;Overige chemie, farmaceutische industrie;Zwaveldioxide (SO2);2016;0.1
1761;Overige chemie, farmaceutische industrie;Zwaveldioxide (SO2);2017;0.1
1762;Overige chemie, farmaceutische industrie;Zwaveldioxide (SO2);2018;0.1
1763;Overige chemie, farmaceutische industrie;Zwaveldioxide (SO2);2019;0.1
1764;Overige chemie, farmaceutische industrie;Zwaveldioxide (SO2);2020;0.0
1765;Overige chemie, farmaceutische industrie;Zwaveldioxide (SO2);2021;0.1
1766;Overige chemie, farmaceutische industrie;Zwaveldioxide (SO2);2022;0.1
1767;Overige chemie, farmaceutische industrie;Zwaveldioxide (SO2);2023;0.1
1768;Overige chemie, farmaceutische industrie;NMVOS;1990;9.3
1769;Overige chemie, farmaceutische industrie;NMVOS;1995;4.9
1770;Overige chemie, farmaceutische industrie;NMVOS;2000;3.3
1771;Overige chemie, farmaceutische industrie;NMVOS;2001;2.8
1772;Overige chemie, farmaceutische industrie;NMVOS;2002;3.0
1773;Overige chemie, farmaceutische industrie;NMVOS;2003;2.9
1774;Overige chemie, farmaceutische industrie;NMVOS;2004;2.3
1775;Overige chemie, farmaceutische industrie;NMVOS;2005;2.1
1776;Overige chemie, farmaceutische industrie;NMVOS;2006;2.0
1777;Overige chemie, farmaceutische industrie;NMVOS;2007;2.1
1778;Overige chemie, farmaceutische industrie;NMVOS;2008;2.0
1779;Overige chemie, farmaceutische industrie;NMVOS;2009;2.0
1780;Overige chemie, farmaceutische industrie;NMVOS;2010;2.0
1781;Overige chemie, farmaceutische industrie;NMVOS;2011;2.1
1782;Overige chemie, farmaceutische industrie;NMVOS;2012;1.9
1783;Overige chemie, farmaceutische industrie;NMVOS;2013;1.9
1784;Overige chemie, farmaceutische industrie;NMVOS;2014;2.2
1785;Overige chemie, farmaceutische industrie;NMVOS;2015;1.9
1786;Overige chemie, farmaceutische industrie;NMVOS;2016;2.1
1787;Overige chemie, farmaceutische industrie;NMVOS;2017;1.9
1788;Overige chemie, farmaceutische industrie;NMVOS;2018;2.1
1789;Overige chemie, farmaceutische industrie;NMVOS;2019;1.6
1790;Overige chemie, farmaceutische industrie;NMVOS;2020;1.9
1791;Overige chemie, farmaceutische industrie;NMVOS;2021;1.9
1792;Overige chemie, farmaceutische industrie;NMVOS;2022;1.8
1793;Overige chemie, farmaceutische industrie;NMVOS;2023;1.5
1794;Overige chemie, farmaceutische industrie;PM2.5 (fijn stof);1990;0.1
1795;Overige chemie, farmaceutische industrie;PM2.5 (fijn stof);1995;0.2
1796;Overige chemie, farmaceutische industrie;PM2.5 (fijn stof);2000;0.1
1797;Overige chemie, farmaceutische industrie;PM2.5 (fijn stof);2001;0.1
1798;Overige chemie, farmaceutische industrie;PM2.5 (fijn stof);2002;0.2
1799;Overige chemie, farmaceutische industrie;PM2.5 (fijn stof);2003;0.2
1800;Overige chemie, farmaceutische industrie;PM2.5 (fijn stof);2004;0.2
1801;Overige chemie, farmaceutische industrie;PM2.5 (fijn stof);2005;0.2
1802;Overige chemie, farmaceutische industrie;PM2.5 (fijn stof);2006;0.2
1803;Overige chemie, farmaceutische industrie;PM2.5 (fijn stof);2007;0.2
1804;Overige chemie, farmaceutische industrie;PM2.5 (fijn stof);2008;0.2
1805;Overige chemie, farmaceutische industrie;PM2.5 (fijn stof);2009;0.2
1806;Overige chemie, farmaceutische industrie;PM2.5 (fijn stof);2010;0.2
1807;Overige chemie, farmaceutische industrie;PM2.5 (fijn stof);2011;0.2
1808;Overige chemie, farmaceutische industrie;PM2.5 (fijn stof);2012;0.2
1809;Overige chemie, farmaceutische industrie;PM2.5 (fijn stof);2013;0.2
1810;Overige chemie, farmaceutische industrie;PM2.5 (fijn stof);2014;0.2
1811;Overige chemie, farmaceutische industrie;PM2.5 (fijn stof);2015;0.2
1812;Overige chemie, farmaceutische industrie;PM2.5 (fijn stof);2016;0.2
1813;Overige chemie, farmaceutische industrie;PM2.5 (fijn stof);2017;0.2
1814;Overige chemie, farmaceutische industrie;PM2.5 (fijn stof);2018;0.2
1815;Overige chemie, farmaceutische industrie;PM2.5 (fijn stof);2019;0.2
1816;Overige chemie, farmaceutische industrie;PM2.5 (fijn stof);2020;0.2
1817;Overige chemie, farmaceutische industrie;PM2.5 (fijn stof);2021;0.2
1818;Overige chemie, farmaceutische industrie;PM2.5 (fijn stof);2022;0.2
1819;Overige chemie, farmaceutische industrie;PM2.5 (fijn stof);2023;0.2
1820;23 Bouwmaterialenindustrie;Ammoniak (NH3);1990;0.6
1821;23 Bouwmaterialenindustrie;Ammoniak (NH3);1995;0.6
1822;23 Bouwmaterialenindustrie;Ammoniak (NH3);2000;0.5
1823;23 Bouwmaterialenindustrie;Ammoniak (NH3);2001;0.5
1824;23 Bouwmaterialenindustrie;Ammoniak (NH3);2002;0.5
1825;23 Bouwmaterialenindustrie;Ammoniak (NH3);2003;0.4
