ID;Kenmerken;Perioden;AantalBijstandsfraudezaken_1;TotaalBedragBijstandsfraude_2;GemiddeldBedragBijstandsfraude_3;AantalHuishoudensMetBijstandsfraude_4;GemiddeldBedragPerHuishAanFraude_5
324;IOAZ;1e halfjaar 2006;20;0.1;4040.0;20;5365.0
325;WIK;1e halfjaar 2002;10;0.0;1815.0;10;1815.0
326;WIK;2e halfjaar 2002;10;0.0;3580.0;10;4025.0
327;WIK;2002;20;0.1;2610.0;20;2745.0
328;WIK;1e halfjaar 2003;10;0.0;2670.0;10;2670.0
329;WIK;2e halfjaar 2003;20;0.1;3180.0;20;4240.0
330;WIK;2003;30;0.1;3000.0;30;3575.0
331;WIK;1e halfjaar 2004;60;0.3;5815.0;40;8080.0
332;WIK;2e halfjaar 2004;40;0.2;5060.0;30;5520.0
333;WIK;2004;90;0.5;5520.0;70;6940.0
334;WIK;1e halfjaar 2005;20;0.1;3380.0;20;3370.0
335;WIK;2e halfjaar 2005;10;0.1;5765.0;10;5740.0
336;WIK;2005;30;0.1;4255.0;30;4240.0
337;WIK;1e halfjaar 2006;10;0.0;4275.0;10;4235.0
338;Geen regeling;1e halfjaar 2002;170;1.7;10010.0;170;10070.0
339;Geen regeling;2e halfjaar 2002;50;0.2;3455.0;40;3530.0
340;Geen regeling;2002;210;1.8;8630.0;210;8715.0
341;Geen regeling;1e halfjaar 2003;30;0.2;8365.0;30;8365.0
342;Geen regeling;2e halfjaar 2003;60;0.5;7145.0;60;7145.0
343;Geen regeling;2003;90;0.7;7500.0;90;7500.0
344;Geen regeling;1e halfjaar 2004;30;0.1;4410.0;30;4560.0
345;Geen regeling;2e halfjaar 2004;50;0.1;2285.0;50;2330.0
346;Geen regeling;2004;80;0.2;3110.0;80;3195.0
347;Geen regeling;1e halfjaar 2005;140;0.5;3455.0;140;3480.0
348;Geen regeling;2e halfjaar 2005;260;0.9;3495.0;250;3530.0
349;Geen regeling;2005;400;1.4;3480.0;390;3510.0
350;Geen regeling;1e halfjaar 2006;240;0.7;3070.0;230;3125.0
351;Regeling onbekend;1e halfjaar 2002;320;0.8;2495.0;310;2565.0
352;Regeling onbekend;2e halfjaar 2002;280;0.9;3280.0;270;3440.0
353;Regeling onbekend;2002;600;1.7;2860.0;580;2965.0
354;Regeling onbekend;1e halfjaar 2003;350;1.0;2970.0;360;2900.0
355;Regeling onbekend;2e halfjaar 2003;350;1.2;3470.0;340;3560.0
356;Regeling onbekend;2003;700;2.3;3220.0;700;3225.0
357;Regeling onbekend;1e halfjaar 2004;420;1.5;3600.0;410;3680.0
358;Regeling onbekend;2e halfjaar 2004;390;1.6;4105.0;380;4235.0
359;Regeling onbekend;2004;800;3.1;3845.0;780;3950.0
360;Regeling onbekend;1e halfjaar 2005;600;3.6;6025.0;600;6035.0
361;Regeling onbekend;2e halfjaar 2005;0;0.0;;0;
362;Regeling onbekend;2005;600;3.7;6045.0;600;6055.0
363;Regeling onbekend;1e halfjaar 2006;0;0.0;;0;
364;Fraudebedrag: onbekend;1e halfjaar 2002;640;;0.0;610;0.0
365;Fraudebedrag: onbekend;2e halfjaar 2002;710;;0.0;680;0.0
366;Fraudebedrag: onbekend;2002;1360;;0.0;1290;0.0
367;Fraudebedrag: onbekend;1e halfjaar 2003;880;;0.0;810;0.0
368;Fraudebedrag: onbekend;2e halfjaar 2003;990;;0.0;920;0.0
369;Fraudebedrag: onbekend;2003;1860;;0.0;1730;0.0
370;Fraudebedrag: onbekend;1e halfjaar 2004;1000;;0.0;940;0.0
371;Fraudebedrag: onbekend;2e halfjaar 2004;1400;;0.0;1310;0.0
372;Fraudebedrag: onbekend;2004;2410;;0.0;2250;0.0
373;Fraudebedrag: onbekend;1e halfjaar 2005;1830;;0.0;1790;0.0
374;Fraudebedrag: onbekend;2e halfjaar 2005;2150;;0.0;2090;0.0
375;Fraudebedrag: onbekend;2005;3980;;0.0;3880;0.0
376;Fraudebedrag: onbekend;1e halfjaar 2006;2300;;0.0;2250;0.0
377;Fraudebedrag: 1-3 000 euro;1e halfjaar 2002;17470;14.7;840.0;15730;930.0
378;Fraudebedrag: 1-3 000 euro;2e halfjaar 2002;18230;14.5;795.0;15630;925.0
379;Fraudebedrag: 1-3 000 euro;2002;35710;29.1;815.0;31360;930.0
380;Fraudebedrag: 1-3 000 euro;1e halfjaar 2003;13400;11.2;835.0;11660;960.0
381;Fraudebedrag: 1-3 000 euro;2e halfjaar 2003;18280;15.7;860.0;15520;1010.0
382;Fraudebedrag: 1-3 000 euro;2003;31680;26.9;850.0;27180;990.0
383;Fraudebedrag: 1-3 000 euro;1e halfjaar 2004;17790;15.5;870.0;15750;985.0
384;Fraudebedrag: 1-3 000 euro;2e halfjaar 2004;13790;11.3;820.0;11340;995.0
385;Fraudebedrag: 1-3 000 euro;2004;31580;26.8;850.0;27090;990.0
386;Fraudebedrag: 1-3 000 euro;1e halfjaar 2005;11480;9.7;845.0;9360;1035.0
387;Fraudebedrag: 1-3 000 euro;2e halfjaar 2005;12610;10.0;790.0;10170;980.0
388;Fraudebedrag: 1-3 000 euro;2005;24090;19.6;815.0;19530;1005.0
389;Fraudebedrag: 1-3 000 euro;1e halfjaar 2006;11090;9.2;825.0;9110;1005.0
390;Fraudebedrag: 3 000-6 000 euro;1e halfjaar 2002;1790;7.5;4175.0;1770;4225.0
391;Fraudebedrag: 3 000-6 000 euro;2e halfjaar 2002;1790;7.4;4150.0;1740;4265.0
392;Fraudebedrag: 3 000-6 000 euro;2002;3580;14.9;4160.0;3500;4245.0
393;Fraudebedrag: 3 000-6 000 euro;1e halfjaar 2003;1400;5.9;4195.0;1370;4290.0
394;Fraudebedrag: 3 000-6 000 euro;2e halfjaar 2003;2350;10.0;4250.0;2280;4390.0
395;Fraudebedrag: 3 000-6 000 euro;2003;3750;15.9;4230.0;3650;4350.0
396;Fraudebedrag: 3 000-6 000 euro;1e halfjaar 2004;2120;8.9;4200.0;2050;4345.0
397;Fraudebedrag: 3 000-6 000 euro;2e halfjaar 2004;1660;7.0;4235.0;1500;4675.0
398;Fraudebedrag: 3 000-6 000 euro;2004;3780;15.9;4215.0;3560;4485.0
399;Fraudebedrag: 3 000-6 000 euro;1e halfjaar 2005;1400;5.9;4220.0;1310;4515.0
400;Fraudebedrag: 3 000-6 000 euro;2e halfjaar 2005;1360;5.8;4295.0;1180;4945.0
401;Fraudebedrag: 3 000-6 000 euro;2005;2770;11.8;4255.0;2490;4720.0
402;Fraudebedrag: 3 000-6 000 euro;1e halfjaar 2006;1220;5.1;4215.0;1130;4565.0
403;Fraudebedrag: 6 000-10 000 euro;1e halfjaar 2002;700;5.4;7645.0;690;7740.0
404;Fraudebedrag: 6 000-10 000 euro;2e halfjaar 2002;680;5.2;7720.0;660;7920.0
405;Fraudebedrag: 6 000-10 000 euro;2002;1380;10.6;7680.0;1360;7830.0
406;Fraudebedrag: 6 000-10 000 euro;1e halfjaar 2003;630;4.8;7675.0;610;7925.0
407;Fraudebedrag: 6 000-10 000 euro;2e halfjaar 2003;1100;8.4;7670.0;1070;7855.0
408;Fraudebedrag: 6 000-10 000 euro;2003;1730;13.2;7670.0;1680;7880.0
409;Fraudebedrag: 6 000-10 000 euro;1e halfjaar 2004;810;6.2;7645.0;770;7985.0
410;Fraudebedrag: 6 000-10 000 euro;2e halfjaar 2004;770;5.9;7650.0;740;7865.0
411;Fraudebedrag: 6 000-10 000 euro;2004;1570;12.0;7650.0;1520;7925.0
412;Fraudebedrag: 6 000-10 000 euro;1e halfjaar 2005;740;5.7;7690.0;670;8435.0
413;Fraudebedrag: 6 000-10 000 euro;2e halfjaar 2005;700;5.4;7705.0;600;9000.0
414;Fraudebedrag: 6 000-10 000 euro;2005;1430;11.0;7700.0;1270;8700.0
415;Fraudebedrag: 6 000-10 000 euro;1e halfjaar 2006;690;5.4;7785.0;630;8525.0
416;Fraudebedrag: 10 000-25 000 euro;1e halfjaar 2002;640;9.8;15335.0;670;14625.0
417;Fraudebedrag: 10 000-25 000 euro;2e halfjaar 2002;660;9.7;14765.0;660;14745.0
418;Fraudebedrag: 10 000-25 000 euro;2002;1300;19.6;15045.0;1330;14685.0
419;Fraudebedrag: 10 000-25 000 euro;1e halfjaar 2003;600;9.0;15130.0;610;14810.0
420;Fraudebedrag: 10 000-25 000 euro;2e halfjaar 2003;770;11.4;14685.0;790;14440.0
421;Fraudebedrag: 10 000-25 000 euro;2003;1370;20.4;14880.0;1400;14600.0
422;Fraudebedrag: 10 000-25 000 euro;1e halfjaar 2004;730;10.8;14960.0;750;14385.0
423;Fraudebedrag: 10 000-25 000 euro;2e halfjaar 2004;810;12.1;15010.0;800;15215.0
424;Fraudebedrag: 10 000-25 000 euro;2004;1530;22.9;14985.0;1550;14810.0
425;Fraudebedrag: 10 000-25 000 euro;1e halfjaar 2005;870;13.0;14995.0;780;16615.0
426;Fraudebedrag: 10 000-25 000 euro;2e halfjaar 2005;820;12.4;15125.0;800;15595.0
427;Fraudebedrag: 10 000-25 000 euro;2005;1690;25.4;15060.0;1580;16105.0
428;Fraudebedrag: 10 000-25 000 euro;1e halfjaar 2006;790;12.1;15355.0;750;16070.0
429;Fraudebedrag: 25 000 euro of meer;1e halfjaar 2002;260;12.7;48480.0;270;46870.0
430;Fraudebedrag: 25 000 euro of meer;2e halfjaar 2002;280;13.2;47145.0;310;43015.0
431;Fraudebedrag: 25 000 euro of meer;2002;540;25.9;47790.0;580;44820.0
432;Fraudebedrag: 25 000 euro of meer;1e halfjaar 2003;300;14.3;48235.0;320;45185.0
433;Fraudebedrag: 25 000 euro of meer;2e halfjaar 2003;330;15.7;47870.0;360;43990.0
434;Fraudebedrag: 25 000 euro of meer;2003;630;30.0;48045.0;670;44550.0
435;Fraudebedrag: 25 000 euro of meer;1e halfjaar 2004;340;16.6;48960.0;360;46110.0
436;Fraudebedrag: 25 000 euro of meer;2e halfjaar 2004;380;19.6;51470.0;430;45695.0
437;Fraudebedrag: 25 000 euro of meer;2004;720;36.2;50285.0;790;45885.0
438;Fraudebedrag: 25 000 euro of meer;1e halfjaar 2005;480;25.5;53335.0;530;47740.0
439;Fraudebedrag: 25 000 euro of meer;2e halfjaar 2005;490;26.2;53860.0;560;46770.0
440;Fraudebedrag: 25 000 euro of meer;2005;970;51.7;53600.0;1090;47245.0
441;Fraudebedrag: 25 000 euro of meer;1e halfjaar 2006;550;30.9;56015.0;590;52085.0
