ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaalOpheffingenVanBedrijven_1;k_1WerkzamePersoonOfMinder_2;k_2Tot10WerkzamePersonen_3;k_10Tot50WerkzamePersonen_4;k_50Tot250WerkzamePersonen_5;k_250WerkzamePersonenOfMeer_6;k_0Tot50WerkzamePersonen_7;k_0Tot250WerkzamePersonen_8;NatuurlijkePersonen_9;Rechtspersonen_10
1267;022 Exploitatie van bossen;2008 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1268;022 Exploitatie van bossen;2008 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1269;022 Exploitatie van bossen;2008;0;0;0;0;0;0;0;0;0;0
1270;022 Exploitatie van bossen;2009 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1271;022 Exploitatie van bossen;2009 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1272;022 Exploitatie van bossen;2009 3e kwartaal;5;5;0;0;0;0;5;5;5;0
1273;022 Exploitatie van bossen;2009 4e kwartaal;5;0;0;0;0;0;5;5;5;0
1274;022 Exploitatie van bossen;2009;10;5;0;0;0;0;10;10;10;0
1275;022 Exploitatie van bossen;2010 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1276;022 Exploitatie van bossen;2010 2e kwartaal;5;5;0;0;0;0;5;5;5;0
1277;022 Exploitatie van bossen;2010 3e kwartaal;5;0;0;0;0;0;5;5;5;0
1278;022 Exploitatie van bossen;2010 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1279;022 Exploitatie van bossen;2010;10;10;5;0;0;0;10;10;10;0
1280;022 Exploitatie van bossen;2011 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1281;022 Exploitatie van bossen;2011 2e kwartaal;5;5;0;0;0;0;5;5;5;0
1282;022 Exploitatie van bossen;2011 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1283;022 Exploitatie van bossen;2011 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1284;022 Exploitatie van bossen;2011;5;5;0;0;0;0;5;5;5;0
1285;022 Exploitatie van bossen;2012 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1286;022 Exploitatie van bossen;2012 2e kwartaal;5;5;0;0;0;0;5;5;0;0
1287;022 Exploitatie van bossen;2012 3e kwartaal;5;5;0;0;0;0;5;5;0;0
1288;022 Exploitatie van bossen;2012 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1289;022 Exploitatie van bossen;2012;10;10;0;0;0;0;10;10;10;0
1290;022 Exploitatie van bossen;2013 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1291;022 Exploitatie van bossen;2013 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1292;022 Exploitatie van bossen;2013 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1293;022 Exploitatie van bossen;2013 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1294;022 Exploitatie van bossen;2013;5;0;0;0;0;0;5;5;5;0
1295;022 Exploitatie van bossen;2014 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1296;022 Exploitatie van bossen;2014 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1297;022 Exploitatie van bossen;2014 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1298;022 Exploitatie van bossen;2014 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1299;022 Exploitatie van bossen;2014;5;0;0;0;0;0;5;5;0;0
1300;022 Exploitatie van bossen;2015 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1301;022 Exploitatie van bossen;2015 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1302;022 Exploitatie van bossen;2015 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1303;022 Exploitatie van bossen;2015 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1304;022 Exploitatie van bossen;2015;0;0;0;0;0;0;0;0;0;0
1305;022 Exploitatie van bossen;2016 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1306;022 Exploitatie van bossen;2016 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1307;022 Exploitatie van bossen;2016 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1308;022 Exploitatie van bossen;2016 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1309;022 Exploitatie van bossen;2016;5;5;0;0;0;0;5;5;5;0
1310;022 Exploitatie van bossen;2017 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1311;022 Exploitatie van bossen;2017 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1312;022 Exploitatie van bossen;2017 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1313;022 Exploitatie van bossen;2017 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1314;022 Exploitatie van bossen;2017;5;5;0;0;0;0;5;5;5;0
1315;022 Exploitatie van bossen;2018 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1316;022 Exploitatie van bossen;2018 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1317;022 Exploitatie van bossen;2018 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1318;022 Exploitatie van bossen;2018 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1319;022 Exploitatie van bossen;2018;0;0;0;0;0;0;0;0;0;0
1320;022 Exploitatie van bossen;2019 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1321;022 Exploitatie van bossen;2019 2e kwartaal;5;5;0;0;0;0;5;5;5;0
1322;022 Exploitatie van bossen;2019 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1323;022 Exploitatie van bossen;2019 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1324;022 Exploitatie van bossen;2019;5;5;0;0;0;0;5;5;5;0
1325;022 Exploitatie van bossen;2020 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1326;022 Exploitatie van bossen;2020 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1327;022 Exploitatie van bossen;2020 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1328;022 Exploitatie van bossen;2020 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1329;022 Exploitatie van bossen;2020;5;5;0;0;0;0;5;5;5;0
1330;022 Exploitatie van bossen;2021 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1331;022 Exploitatie van bossen;2021 2e kwartaal;5;0;0;0;0;0;5;5;0;0
1332;022 Exploitatie van bossen;2021 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1333;022 Exploitatie van bossen;2021 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1334;022 Exploitatie van bossen;2021;5;5;0;0;0;0;5;5;5;0
1335;022 Exploitatie van bossen;2022 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1336;022 Exploitatie van bossen;2022 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1337;022 Exploitatie van bossen;2022 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1338;022 Exploitatie van bossen;2022 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1339;022 Exploitatie van bossen;2022;0;0;0;0;0;0;0;0;0;0
1340;022 Exploitatie van bossen;2023 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1341;022 Exploitatie van bossen;2023 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1342;022 Exploitatie van bossen;2023 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1343;022 Exploitatie van bossen;2023 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1344;022 Exploitatie van bossen;2023;5;5;0;0;0;0;5;5;0;0
1345;022 Exploitatie van bossen;2024 1e kwartaal;5;5;0;0;0;0;5;5;0;0
1346;022 Exploitatie van bossen;2024 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1347;022 Exploitatie van bossen;2024 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1348;022 Exploitatie van bossen;2024 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1349;022 Exploitatie van bossen;2024;5;5;0;0;0;0;5;5;0;5
1350;024 Dienstverlening voor de bosbouw;2007 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1351;024 Dienstverlening voor de bosbouw;2007 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1352;024 Dienstverlening voor de bosbouw;2007 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1353;024 Dienstverlening voor de bosbouw;2007 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1354;024 Dienstverlening voor de bosbouw;2007;0;0;0;0;0;0;0;0;0;0
1355;024 Dienstverlening voor de bosbouw;2008 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1356;024 Dienstverlening voor de bosbouw;2008 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1357;024 Dienstverlening voor de bosbouw;2008 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1358;024 Dienstverlening voor de bosbouw;2008 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1359;024 Dienstverlening voor de bosbouw;2008;0;0;0;0;0;0;0;0;0;0
1360;024 Dienstverlening voor de bosbouw;2009 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1361;024 Dienstverlening voor de bosbouw;2009 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1362;024 Dienstverlening voor de bosbouw;2009 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1363;024 Dienstverlening voor de bosbouw;2009 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1364;024 Dienstverlening voor de bosbouw;2009;0;0;0;0;0;0;0;0;0;0
1365;024 Dienstverlening voor de bosbouw;2010 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1366;024 Dienstverlening voor de bosbouw;2010 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1367;024 Dienstverlening voor de bosbouw;2010 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1368;024 Dienstverlening voor de bosbouw;2010 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1369;024 Dienstverlening voor de bosbouw;2010;5;5;0;0;0;0;5;5;5;0
1370;024 Dienstverlening voor de bosbouw;2011 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1371;024 Dienstverlening voor de bosbouw;2011 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1372;024 Dienstverlening voor de bosbouw;2011 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1373;024 Dienstverlening voor de bosbouw;2011 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1374;024 Dienstverlening voor de bosbouw;2011;5;5;0;0;0;0;5;5;5;0
1375;024 Dienstverlening voor de bosbouw;2012 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1376;024 Dienstverlening voor de bosbouw;2012 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1377;024 Dienstverlening voor de bosbouw;2012 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1378;024 Dienstverlening voor de bosbouw;2012 4e kwartaal;5;5;0;0;0;0;5;5;0;0
1379;024 Dienstverlening voor de bosbouw;2012;5;5;0;0;0;0;5;5;5;0
1380;024 Dienstverlening voor de bosbouw;2013 1e kwartaal;5;5;0;0;0;0;5;5;5;0
1381;024 Dienstverlening voor de bosbouw;2013 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1382;024 Dienstverlening voor de bosbouw;2013 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1383;024 Dienstverlening voor de bosbouw;2013 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1384;024 Dienstverlening voor de bosbouw;2013;5;5;0;0;0;0;5;5;5;0
1385;024 Dienstverlening voor de bosbouw;2014 1e kwartaal;5;5;0;0;0;0;5;5;5;0
1386;024 Dienstverlening voor de bosbouw;2014 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1387;024 Dienstverlening voor de bosbouw;2014 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1388;024 Dienstverlening voor de bosbouw;2014 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1389;024 Dienstverlening voor de bosbouw;2014;5;5;0;0;0;0;5;5;5;0
1390;024 Dienstverlening voor de bosbouw;2015 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1391;024 Dienstverlening voor de bosbouw;2015 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1392;024 Dienstverlening voor de bosbouw;2015 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1393;024 Dienstverlening voor de bosbouw;2015 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1394;024 Dienstverlening voor de bosbouw;2015;5;5;0;0;0;0;5;5;5;0
1395;024 Dienstverlening voor de bosbouw;2016 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1396;024 Dienstverlening voor de bosbouw;2016 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1397;024 Dienstverlening voor de bosbouw;2016 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1398;024 Dienstverlening voor de bosbouw;2016 4e kwartaal;5;5;0;0;0;0;5;5;5;0
1399;024 Dienstverlening voor de bosbouw;2016;5;5;0;0;0;0;5;5;5;0
1400;024 Dienstverlening voor de bosbouw;2017 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1401;024 Dienstverlening voor de bosbouw;2017 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1402;024 Dienstverlening voor de bosbouw;2017 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1403;024 Dienstverlening voor de bosbouw;2017 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1404;024 Dienstverlening voor de bosbouw;2017;5;5;0;0;0;0;5;5;5;0
1405;024 Dienstverlening voor de bosbouw;2018 1e kwartaal;5;0;0;0;0;0;5;5;0;0
1406;024 Dienstverlening voor de bosbouw;2018 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1407;024 Dienstverlening voor de bosbouw;2018 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1408;024 Dienstverlening voor de bosbouw;2018 4e kwartaal;5;5;0;0;0;0;5;5;5;0
1409;024 Dienstverlening voor de bosbouw;2018;10;5;0;0;0;0;10;10;5;5
1410;024 Dienstverlening voor de bosbouw;2019 1e kwartaal;5;5;0;0;0;0;5;5;5;0
1411;024 Dienstverlening voor de bosbouw;2019 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1412;024 Dienstverlening voor de bosbouw;2019 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1413;024 Dienstverlening voor de bosbouw;2019 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1414;024 Dienstverlening voor de bosbouw;2019;10;10;0;0;0;0;10;10;10;0
1415;024 Dienstverlening voor de bosbouw;2020 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1416;024 Dienstverlening voor de bosbouw;2020 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1417;024 Dienstverlening voor de bosbouw;2020 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1418;024 Dienstverlening voor de bosbouw;2020 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1419;024 Dienstverlening voor de bosbouw;2020;5;5;0;0;0;0;5;5;5;0
1420;024 Dienstverlening voor de bosbouw;2021 1e kwartaal;5;5;0;0;0;0;5;5;5;0
1421;024 Dienstverlening voor de bosbouw;2021 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1422;024 Dienstverlening voor de bosbouw;2021 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1423;024 Dienstverlening voor de bosbouw;2021 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1424;024 Dienstverlening voor de bosbouw;2021;10;10;0;0;0;0;10;10;10;0
1425;024 Dienstverlening voor de bosbouw;2022 1e kwartaal;5;5;0;0;0;0;5;5;0;0
1426;024 Dienstverlening voor de bosbouw;2022 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1427;024 Dienstverlening voor de bosbouw;2022 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1428;024 Dienstverlening voor de bosbouw;2022 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1429;024 Dienstverlening voor de bosbouw;2022;5;5;0;0;0;0;5;5;5;0
1430;024 Dienstverlening voor de bosbouw;2023 1e kwartaal;5;5;0;0;0;0;5;5;0;0
1431;024 Dienstverlening voor de bosbouw;2023 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1432;024 Dienstverlening voor de bosbouw;2023 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1433;024 Dienstverlening voor de bosbouw;2023 4e kwartaal;5;0;0;0;0;0;5;5;5;0
1434;024 Dienstverlening voor de bosbouw;2023;10;5;0;0;0;0;10;10;5;0
1435;024 Dienstverlening voor de bosbouw;2024 1e kwartaal;5;5;0;0;0;0;5;5;5;0
1436;024 Dienstverlening voor de bosbouw;2024 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1437;024 Dienstverlening voor de bosbouw;2024 3e kwartaal;5;5;0;0;0;0;5;5;0;0
1438;024 Dienstverlening voor de bosbouw;2024 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1439;024 Dienstverlening voor de bosbouw;2024;10;10;0;0;0;0;10;10;10;0
1440;03 Visserij;2007 1e kwartaal;10;0;5;0;0;0;10;10;5;0
1441;03 Visserij;2007 2e kwartaal;20;10;10;0;0;0;20;20;15;5
1442;03 Visserij;2007 3e kwartaal;15;10;5;0;0;0;15;15;5;5
1443;03 Visserij;2007 4e kwartaal;5;0;5;0;0;0;5;5;5;0
1444;03 Visserij;2007;45;20;25;0;0;0;45;45;30;15
1445;03 Visserij;2008 1e kwartaal;15;10;5;0;0;0;15;15;10;5
1446;03 Visserij;2008 2e kwartaal;5;0;5;0;0;0;5;5;5;0
1447;03 Visserij;2008 3e kwartaal;15;10;5;0;0;0;15;15;10;5
1448;03 Visserij;2008 4e kwartaal;10;5;5;0;0;0;10;10;5;5
1449;03 Visserij;2008;40;25;20;0;0;0;40;40;30;15
1450;03 Visserij;2009 1e kwartaal;10;5;5;0;0;0;10;10;10;0
1451;03 Visserij;2009 2e kwartaal;15;10;5;0;0;0;15;15;10;5
1452;03 Visserij;2009 3e kwartaal;20;15;0;0;0;0;20;20;15;5
1453;03 Visserij;2009 4e kwartaal;20;10;5;0;0;0;20;20;10;10
1454;03 Visserij;2009;60;45;15;0;0;0;60;60;50;15
1455;03 Visserij;2010 1e kwartaal;5;5;0;0;0;0;5;5;5;0
1456;03 Visserij;2010 2e kwartaal;20;10;10;0;0;0;20;20;15;5
1457;03 Visserij;2010 3e kwartaal;15;10;5;0;0;0;15;15;10;10
1458;03 Visserij;2010 4e kwartaal;5;0;5;0;0;0;5;5;5;0
1459;03 Visserij;2010;50;30;20;0;0;0;50;50;35;10
1460;03 Visserij;2011 1e kwartaal;10;10;0;0;0;0;10;10;5;5
1461;03 Visserij;2011 2e kwartaal;15;10;5;0;0;0;15;15;15;5
1462;03 Visserij;2011 3e kwartaal;10;10;5;0;0;0;10;10;5;5
1463;03 Visserij;2011 4e kwartaal;10;5;5;0;0;0;10;10;5;0
1464;03 Visserij;2011;50;35;15;0;0;0;50;50;30;15
1465;03 Visserij;2012 1e kwartaal;10;5;5;0;0;0;10;10;10;0
1466;03 Visserij;2012 2e kwartaal;15;15;0;0;0;0;15;15;15;0
1467;03 Visserij;2012 3e kwartaal;15;10;5;0;0;0;15;15;5;10
1468;03 Visserij;2012 4e kwartaal;15;10;5;0;0;0;15;15;10;5
1469;03 Visserij;2012;55;45;10;0;0;0;55;55;35;20
1470;03 Visserij;2013 1e kwartaal;15;10;5;0;0;0;15;15;15;5
1471;03 Visserij;2013 2e kwartaal;15;10;5;0;0;0;15;15;15;0
1472;03 Visserij;2013 3e kwartaal;15;10;5;0;0;0;15;15;10;5
1473;03 Visserij;2013 4e kwartaal;10;10;0;0;0;0;10;10;10;0
1474;03 Visserij;2013;60;40;20;0;0;0;60;60;45;10
1475;03 Visserij;2014 1e kwartaal;15;10;5;0;0;0;15;15;10;0
1476;03 Visserij;2014 2e kwartaal;10;5;0;0;0;0;10;10;5;0
1477;03 Visserij;2014 3e kwartaal;5;5;0;0;0;0;5;5;0;0
1478;03 Visserij;2014 4e kwartaal;10;5;5;0;0;0;10;10;10;5
1479;03 Visserij;2014;35;25;10;0;0;0;35;35;25;10
1480;03 Visserij;2015 1e kwartaal;15;5;5;0;0;0;15;15;10;5
1481;03 Visserij;2015 2e kwartaal;10;5;5;0;0;0;10;10;5;5
1482;03 Visserij;2015 3e kwartaal;5;5;0;0;0;0;5;5;5;0
1483;03 Visserij;2015 4e kwartaal;10;10;0;0;0;0;10;10;0;10
1484;03 Visserij;2015;40;30;15;0;0;0;40;40;25;20
1485;03 Visserij;2016 1e kwartaal;10;5;5;0;0;0;10;10;10;0
1486;03 Visserij;2016 2e kwartaal;10;10;5;0;0;0;10;10;10;0
1487;03 Visserij;2016 3e kwartaal;10;10;0;0;0;0;10;10;5;5
1488;03 Visserij;2016 4e kwartaal;15;10;5;0;0;0;15;15;15;0
1489;03 Visserij;2016;45;35;15;0;0;0;45;45;35;10
1490;03 Visserij;2017 1e kwartaal;10;10;0;0;0;0;10;10;10;0
1491;03 Visserij;2017 2e kwartaal;5;5;0;0;0;0;5;5;5;0
1492;03 Visserij;2017 3e kwartaal;10;10;0;0;0;0;10;10;10;0
1493;03 Visserij;2017 4e kwartaal;15;15;0;0;0;0;15;15;10;5
1494;03 Visserij;2017;45;35;5;0;0;0;45;45;35;10
1495;03 Visserij;2018 1e kwartaal;10;5;5;0;0;0;10;10;10;0
1496;03 Visserij;2018 2e kwartaal;10;5;5;0;0;0;10;10;5;5
1497;03 Visserij;2018 3e kwartaal;5;5;0;0;0;0;5;5;5;0
1498;03 Visserij;2018 4e kwartaal;5;5;0;0;0;0;5;5;5;0
1499;03 Visserij;2018;30;20;10;0;0;0;30;30;25;5
1500;03 Visserij;2019 1e kwartaal;10;5;5;0;0;0;10;10;10;0
1501;03 Visserij;2019 2e kwartaal;15;10;5;0;0;0;15;15;15;0
1502;03 Visserij;2019 3e kwartaal;5;5;0;0;0;0;5;5;0;5
1503;03 Visserij;2019 4e kwartaal;10;5;5;0;0;0;10;10;5;5
1504;03 Visserij;2019;40;25;15;0;0;0;40;40;30;10
1505;03 Visserij;2020 1e kwartaal;10;10;5;0;0;0;10;10;10;5
1506;03 Visserij;2020 2e kwartaal;10;10;5;0;0;0;10;10;10;0
1507;03 Visserij;2020 3e kwartaal;15;15;0;0;0;0;15;15;5;10
1508;03 Visserij;2020 4e kwartaal;5;0;5;0;0;0;5;5;5;0
1509;03 Visserij;2020;45;35;10;0;0;0;45;45;30;15
1510;03 Visserij;2021 1e kwartaal;10;10;0;0;0;0;10;10;5;5
1511;03 Visserij;2021 2e kwartaal;5;5;0;0;0;0;5;5;5;0
1512;03 Visserij;2021 3e kwartaal;5;5;5;0;0;0;5;5;5;0
1513;03 Visserij;2021 4e kwartaal;10;5;5;0;0;0;10;10;10;0
1514;03 Visserij;2021;35;25;10;0;0;0;35;35;30;5
1515;03 Visserij;2022 1e kwartaal;20;10;10;0;0;0;20;20;10;10
1516;03 Visserij;2022 2e kwartaal;5;5;0;0;0;0;5;5;5;0
1517;03 Visserij;2022 3e kwartaal;10;5;5;0;0;0;10;10;5;0
1518;03 Visserij;2022 4e kwartaal;20;15;5;0;0;0;20;20;5;10
1519;03 Visserij;2022;55;35;15;0;0;0;55;55;30;20
1520;03 Visserij;2023 1e kwartaal;5;5;0;0;0;0;5;5;0;0
1521;03 Visserij;2023 2e kwartaal;5;5;0;0;0;0;5;5;0;0
1522;03 Visserij;2023 3e kwartaal;15;15;0;0;0;0;15;15;10;5
1523;03 Visserij;2023 4e kwartaal;5;5;0;0;0;0;5;5;5;0
1524;03 Visserij;2023;30;25;5;0;0;0;30;30;15;10
1525;03 Visserij;2024 1e kwartaal;15;15;0;0;0;0;15;15;10;5
1526;03 Visserij;2024 2e kwartaal;15;15;0;0;0;0;15;15;10;5
1527;03 Visserij;2024 3e kwartaal;15;15;0;0;0;0;15;15;0;10
1528;03 Visserij;2024 4e kwartaal;5;5;0;0;0;0;5;5;5;0
1529;03 Visserij;2024;50;45;5;0;0;0;50;50;25;25
1530;031 Visserij;2007 1e kwartaal;5;0;0;0;0;0;5;5;0;0
1531;031 Visserij;2007 2e kwartaal;15;5;10;0;0;0;15;15;10;5
1532;031 Visserij;2007 3e kwartaal;5;5;0;0;0;0;5;5;5;5
1533;031 Visserij;2007 4e kwartaal;5;0;5;0;0;0;5;5;0;0
1534;031 Visserij;2007;30;15;15;0;0;0;30;30;20;10
1535;031 Visserij;2008 1e kwartaal;15;10;5;0;0;0;15;15;10;5
1536;031 Visserij;2008 2e kwartaal;5;0;0;0;0;0;5;5;0;0
1537;031 Visserij;2008 3e kwartaal;10;5;5;0;0;0;10;10;10;0
1538;031 Visserij;2008 4e kwartaal;5;0;5;0;0;0;5;5;5;0
1539;031 Visserij;2008;35;20;15;0;0;0;35;35;25;10
1540;031 Visserij;2009 1e kwartaal;5;5;5;0;0;0;5;5;5;0
1541;031 Visserij;2009 2e kwartaal;5;5;0;0;0;0;5;5;5;0
1542;031 Visserij;2009 3e kwartaal;15;15;0;0;0;0;15;15;15;5
1543;031 Visserij;2009 4e kwartaal;15;10;5;0;0;0;15;15;5;5
1544;031 Visserij;2009;45;30;10;0;0;0;45;45;30;10
1545;031 Visserij;2010 1e kwartaal;5;5;0;0;0;0;5;5;5;0
1546;031 Visserij;2010 2e kwartaal;15;10;5;0;0;0;15;15;10;0
1547;031 Visserij;2010 3e kwartaal;10;10;5;0;0;0;10;10;5;5
1548;031 Visserij;2010 4e kwartaal;5;0;5;0;0;0;5;5;5;0
1549;031 Visserij;2010;35;25;10;0;0;0;35;35;25;10
1550;031 Visserij;2011 1e kwartaal;10;5;0;0;0;0;10;10;5;5
1551;031 Visserij;2011 2e kwartaal;15;10;5;0;0;0;15;15;10;5
1552;031 Visserij;2011 3e kwartaal;10;10;0;0;0;0;10;10;5;5
1553;031 Visserij;2011 4e kwartaal;10;5;5;0;0;0;10;10;5;0
1554;031 Visserij;2011;40;30;10;0;0;0;40;40;25;10
1555;031 Visserij;2012 1e kwartaal;5;5;0;0;0;0;5;5;5;0
1556;031 Visserij;2012 2e kwartaal;15;15;0;0;0;0;15;15;15;0
1557;031 Visserij;2012 3e kwartaal;10;10;0;0;0;0;10;10;5;10
1558;031 Visserij;2012 4e kwartaal;10;10;5;0;0;0;10;10;5;5
1559;031 Visserij;2012;45;40;5;0;0;0;45;45;30;15
1560;031 Visserij;2013 1e kwartaal;15;10;5;0;0;0;15;15;10;0
1561;031 Visserij;2013 2e kwartaal;10;5;0;0;0;0;10;10;10;0
1562;031 Visserij;2013 3e kwartaal;10;5;5;0;0;0;10;10;5;5
1563;031 Visserij;2013 4e kwartaal;10;10;0;0;0;0;10;10;5;0
1564;031 Visserij;2013;45;30;10;0;0;0;45;45;35;10
1565;031 Visserij;2014 1e kwartaal;10;10;5;0;0;0;10;10;10;0
1566;031 Visserij;2014 2e kwartaal;5;5;0;0;0;0;5;5;5;0
1567;031 Visserij;2014 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1568;031 Visserij;2014 4e kwartaal;10;5;5;0;0;0;10;10;10;0
1569;031 Visserij;2014;30;20;10;0;0;0;30;30;25;5
1570;031 Visserij;2015 1e kwartaal;10;5;5;0;0;0;10;10;5;5
1571;031 Visserij;2015 2e kwartaal;10;5;5;0;0;0;10;10;5;0
1572;031 Visserij;2015 3e kwartaal;5;5;0;0;0;0;5;5;5;0
1573;031 Visserij;2015 4e kwartaal;5;5;0;0;0;0;5;5;0;5
1574;031 Visserij;2015;35;25;10;0;0;0;35;35;20;15
1575;031 Visserij;2016 1e kwartaal;10;5;5;0;0;0;10;10;10;0
1576;031 Visserij;2016 2e kwartaal;5;5;0;0;0;0;5;5;5;0
1577;031 Visserij;2016 3e kwartaal;10;10;0;0;0;0;10;10;5;5
1578;031 Visserij;2016 4e kwartaal;10;5;5;0;0;0;10;10;10;0
