ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaalOpheffingenVanBedrijven_1;k_1WerkzamePersoonOfMinder_2;k_2Tot10WerkzamePersonen_3;k_10Tot50WerkzamePersonen_4;k_50Tot250WerkzamePersonen_5;k_250WerkzamePersonenOfMeer_6;k_0Tot50WerkzamePersonen_7;k_0Tot250WerkzamePersonen_8;NatuurlijkePersonen_9;Rechtspersonen_10
238;Business Economy, B-N, excl. K, incl. 95;2018 4e kwartaal;15020;12350;2545;120;5;0;15015;15020;11810;3205
239;Business Economy, B-N, excl. K, incl. 95;2018;69060;57530;11000;490;45;0;69015;69060;55110;13950
240;Business Economy, B-N, excl. K, incl. 95;2019 1e kwartaal;22540;18815;3565;140;20;0;22525;22540;18550;3990
241;Business Economy, B-N, excl. K, incl. 95;2019 2e kwartaal;22720;18905;3625;170;20;0;22695;22720;18285;4435
242;Business Economy, B-N, excl. K, incl. 95;2019 3e kwartaal;11860;10165;1600;80;10;5;11845;11855;8455;3405
243;Business Economy, B-N, excl. K, incl. 95;2019 4e kwartaal;16905;14240;2525;125;10;5;16890;16905;13595;3310
244;Business Economy, B-N, excl. K, incl. 95;2019;74025;62125;11315;515;60;10;73955;74015;58885;15145
245;Business Economy, B-N, excl. K, incl. 95;2020 1e kwartaal;26380;23360;2885;115;15;5;26360;26375;22280;4100
246;Business Economy, B-N, excl. K, incl. 95;2020 2e kwartaal;19125;16505;2495;120;5;0;19115;19120;15800;3320
247;Business Economy, B-N, excl. K, incl. 95;2020 3e kwartaal;25145;22670;2340;115;20;0;25125;25145;20440;4705
248;Business Economy, B-N, excl. K, incl. 95;2020 4e kwartaal;24765;22250;2360;130;25;5;24740;24765;21290;3480
249;Business Economy, B-N, excl. K, incl. 95;2020;95415;84785;10080;475;65;10;95340;95405;79810;15605
250;Business Economy, B-N, excl. K, incl. 95;2021 1e kwartaal;19630;16445;3090;85;10;0;19620;19630;18045;1580
251;Business Economy, B-N, excl. K, incl. 95;2021 2e kwartaal;13750;11630;2050;60;5;0;13740;13745;12955;790
252;Business Economy, B-N, excl. K, incl. 95;2021 3e kwartaal;12445;10380;1995;60;5;0;12440;12445;11605;835
253;Business Economy, B-N, excl. K, incl. 95;2021 4e kwartaal;15295;12695;2550;40;5;0;15285;15295;14190;1105
254;Business Economy, B-N, excl. K, incl. 95;2021;61115;51155;9685;250;25;0;61090;61115;56800;4315
255;Business Economy, B-N, excl. K, incl. 95;2022 1e kwartaal;31000;26045;4845;100;15;0;30985;31000;22970;8030
256;Business Economy, B-N, excl. K, incl. 95;2022 2e kwartaal;20475;16235;4170;60;5;5;20465;20470;17620;2855
257;Business Economy, B-N, excl. K, incl. 95;2022 3e kwartaal;17605;14830;2725;50;5;0;17605;17605;13585;4025
258;Business Economy, B-N, excl. K, incl. 95;2022 4e kwartaal;29145;25455;3570;110;10;0;29140;29145;20040;9110
259;Business Economy, B-N, excl. K, incl. 95;2022;98230;82565;15310;325;30;5;98195;98225;74210;24020
260;Business Economy, B-N, excl. K, incl. 95;2023 1e kwartaal;20465;17445;2930;75;15;0;20450;20465;17775;2690
261;Business Economy, B-N, excl. K, incl. 95;2023 2e kwartaal;20975;17850;3030;85;10;0;20965;20975;18055;2920
262;Business Economy, B-N, excl. K, incl. 95;2023 3e kwartaal;22685;20140;2460;80;5;0;22680;22685;17040;5645
263;Business Economy, B-N, excl. K, incl. 95;2023 4e kwartaal;22130;19725;2320;70;10;0;22115;22130;17330;4800
264;Business Economy, B-N, excl. K, incl. 95;2023;86255;75160;10735;310;45;0;86210;86255;70195;16055
265;Business Economy, B-N, excl. K, incl. 95;2024 1e kwartaal;35025;31190;3685;135;15;0;35010;35025;29545;5480
266;Business Economy, B-N, excl. K, incl. 95;2024 2e kwartaal;24865;22120;2645;95;5;0;24860;24865;19810;5055
267;Business Economy, B-N, excl. K, incl. 95;2024 3e kwartaal;30980;28615;2275;75;10;0;30970;30980;22180;8795
268;Business Economy, B-N, excl. K, incl. 95;2024 4e kwartaal;20095;17765;2250;70;5;0;20090;20095;17880;2215
269;Business Economy, B-N, excl. K, incl. 95;2024;110965;99690;10860;375;35;0;110925;110965;89415;21545
270;A Landbouw, bosbouw en visserij;2007 1e kwartaal;875;310;540;25;0;0;875;875;800;75
271;A Landbouw, bosbouw en visserij;2007 2e kwartaal;2355;335;1990;25;0;0;2350;2355;2270;85
272;A Landbouw, bosbouw en visserij;2007 3e kwartaal;865;430;420;20;0;0;865;865;755;110
273;A Landbouw, bosbouw en visserij;2007 4e kwartaal;805;290;495;15;0;0;800;805;725;80
274;A Landbouw, bosbouw en visserij;2007;4900;1370;3440;85;5;0;4895;4900;4550;350
275;A Landbouw, bosbouw en visserij;2008 1e kwartaal;970;455;495;25;0;0;970;970;805;170
276;A Landbouw, bosbouw en visserij;2008 2e kwartaal;905;365;515;20;5;0;905;905;790;115
277;A Landbouw, bosbouw en visserij;2008 3e kwartaal;915;385;520;5;0;0;915;915;840;75
278;A Landbouw, bosbouw en visserij;2008 4e kwartaal;885;370;495;20;0;0;885;885;770;115
279;A Landbouw, bosbouw en visserij;2008;3680;1580;2020;75;5;0;3675;3680;3205;470
280;A Landbouw, bosbouw en visserij;2009 1e kwartaal;770;350;405;15;0;0;770;770;730;40
281;A Landbouw, bosbouw en visserij;2009 2e kwartaal;950;440;495;15;0;0;950;950;895;55
282;A Landbouw, bosbouw en visserij;2009 3e kwartaal;1070;470;570;35;0;0;1070;1070;950;120
283;A Landbouw, bosbouw en visserij;2009 4e kwartaal;1730;505;1190;35;0;0;1730;1730;1515;215
284;A Landbouw, bosbouw en visserij;2009;4525;1760;2660;100;5;0;4520;4525;4095;430
285;A Landbouw, bosbouw en visserij;2010 1e kwartaal;1010;285;715;10;0;0;1010;1010;970;35
286;A Landbouw, bosbouw en visserij;2010 2e kwartaal;2110;760;1335;20;0;0;2110;2110;1990;120
287;A Landbouw, bosbouw en visserij;2010 3e kwartaal;1375;660;700;20;0;0;1375;1375;1140;235
288;A Landbouw, bosbouw en visserij;2010 4e kwartaal;1035;445;575;15;0;0;1030;1035;990;40
289;A Landbouw, bosbouw en visserij;2010;5525;2145;3320;60;0;0;5525;5525;5090;435
290;A Landbouw, bosbouw en visserij;2011 1e kwartaal;1050;605;435;10;0;0;1050;1050;975;70
291;A Landbouw, bosbouw en visserij;2011 2e kwartaal;935;545;385;5;0;0;935;935;890;50
292;A Landbouw, bosbouw en visserij;2011 3e kwartaal;845;480;360;5;0;0;845;845;745;100
293;A Landbouw, bosbouw en visserij;2011 4e kwartaal;765;405;345;15;0;0;765;765;725;40
294;A Landbouw, bosbouw en visserij;2011;3600;2035;1525;35;0;0;3595;3600;3335;260
295;A Landbouw, bosbouw en visserij;2012 1e kwartaal;1025;600;410;15;0;0;1025;1025;970;55
296;A Landbouw, bosbouw en visserij;2012 2e kwartaal;955;630;320;10;0;0;955;955;925;35
297;A Landbouw, bosbouw en visserij;2012 3e kwartaal;740;465;270;10;0;0;740;740;625;115
298;A Landbouw, bosbouw en visserij;2012 4e kwartaal;820;565;245;10;0;0;820;820;770;50
299;A Landbouw, bosbouw en visserij;2012;3540;2255;1240;40;0;0;3540;3540;3285;255
300;A Landbouw, bosbouw en visserij;2013 1e kwartaal;790;400;380;10;0;0;790;790;740;50
301;A Landbouw, bosbouw en visserij;2013 2e kwartaal;780;385;385;10;0;0;780;780;720;60
302;A Landbouw, bosbouw en visserij;2013 3e kwartaal;805;395;395;10;0;0;805;805;715;90
303;A Landbouw, bosbouw en visserij;2013 4e kwartaal;725;385;330;10;0;0;725;725;680;45
304;A Landbouw, bosbouw en visserij;2013;3100;1570;1490;35;0;0;3100;3100;2855;245
305;A Landbouw, bosbouw en visserij;2014 1e kwartaal;920;640;270;10;0;0;920;920;885;35
306;A Landbouw, bosbouw en visserij;2014 2e kwartaal;525;325;190;5;0;0;525;525;470;50
307;A Landbouw, bosbouw en visserij;2014 3e kwartaal;390;260;120;10;0;0;390;390;325;65
308;A Landbouw, bosbouw en visserij;2014 4e kwartaal;375;240;120;10;0;0;375;375;320;55
309;A Landbouw, bosbouw en visserij;2014;2205;1470;695;35;0;0;2200;2205;2000;205
310;A Landbouw, bosbouw en visserij;2015 1e kwartaal;485;325;160;0;0;0;485;485;435;50
311;A Landbouw, bosbouw en visserij;2015 2e kwartaal;470;330;135;5;0;0;470;470;425;50
312;A Landbouw, bosbouw en visserij;2015 3e kwartaal;390;260;125;5;0;0;390;390;310;80
313;A Landbouw, bosbouw en visserij;2015 4e kwartaal;405;285;115;5;0;0;405;405;350;55
314;A Landbouw, bosbouw en visserij;2015;1755;1200;535;20;0;0;1750;1755;1520;235
315;A Landbouw, bosbouw en visserij;2016 1e kwartaal;545;370;170;5;0;0;545;545;495;50
316;A Landbouw, bosbouw en visserij;2016 2e kwartaal;570;405;160;0;0;0;570;570;535;30
317;A Landbouw, bosbouw en visserij;2016 3e kwartaal;620;465;155;5;0;0;620;620;525;95
318;A Landbouw, bosbouw en visserij;2016 4e kwartaal;585;395;180;5;0;0;580;585;520;65
319;A Landbouw, bosbouw en visserij;2016;2315;1635;665;15;0;0;2315;2315;2075;240
320;A Landbouw, bosbouw en visserij;2017 1e kwartaal;490;335;150;5;0;0;490;490;455;35
321;A Landbouw, bosbouw en visserij;2017 2e kwartaal;550;370;175;5;0;0;550;550;520;35
322;A Landbouw, bosbouw en visserij;2017 3e kwartaal;395;260;135;0;0;0;395;395;330;65
323;A Landbouw, bosbouw en visserij;2017 4e kwartaal;360;260;95;5;0;0;360;360;310;50
324;A Landbouw, bosbouw en visserij;2017;1795;1230;555;10;0;0;1795;1795;1620;175
325;A Landbouw, bosbouw en visserij;2018 1e kwartaal;790;515;270;5;0;0;790;790;740;50
326;A Landbouw, bosbouw en visserij;2018 2e kwartaal;685;505;175;5;0;0;685;685;650;40
327;A Landbouw, bosbouw en visserij;2018 3e kwartaal;620;430;185;5;0;0;620;620;575;45
328;A Landbouw, bosbouw en visserij;2018 4e kwartaal;580;425;150;5;0;0;580;580;545;35
329;A Landbouw, bosbouw en visserij;2018;2675;1875;785;15;0;0;2675;2675;2510;165
330;A Landbouw, bosbouw en visserij;2019 1e kwartaal;710;475;230;5;0;0;710;710;655;50
331;A Landbouw, bosbouw en visserij;2019 2e kwartaal;770;530;240;0;0;0;770;770;720;55
332;A Landbouw, bosbouw en visserij;2019 3e kwartaal;280;195;80;5;0;0;280;280;235;40
333;A Landbouw, bosbouw en visserij;2019 4e kwartaal;575;385;190;0;0;0;575;575;535;35
334;A Landbouw, bosbouw en visserij;2019;2335;1580;745;10;0;0;2335;2335;2150;185
335;A Landbouw, bosbouw en visserij;2020 1e kwartaal;680;515;160;5;0;0;680;680;630;50
336;A Landbouw, bosbouw en visserij;2020 2e kwartaal;545;375;165;5;0;0;545;545;495;50
337;A Landbouw, bosbouw en visserij;2020 3e kwartaal;485;360;120;5;0;0;485;485;395;85
338;A Landbouw, bosbouw en visserij;2020 4e kwartaal;380;265;115;0;0;0;380;380;335;45
339;A Landbouw, bosbouw en visserij;2020;2090;1515;560;10;0;0;2090;2090;1855;235
340;A Landbouw, bosbouw en visserij;2021 1e kwartaal;570;375;200;0;0;0;570;570;555;15
341;A Landbouw, bosbouw en visserij;2021 2e kwartaal;455;320;130;0;0;0;455;455;450;5
342;A Landbouw, bosbouw en visserij;2021 3e kwartaal;380;260;115;0;0;0;380;380;365;15
343;A Landbouw, bosbouw en visserij;2021 4e kwartaal;420;295;125;0;0;0;420;420;410;10
344;A Landbouw, bosbouw en visserij;2021;1825;1250;570;5;0;0;1825;1825;1780;45
345;A Landbouw, bosbouw en visserij;2022 1e kwartaal;925;630;295;0;0;0;925;925;825;105
346;A Landbouw, bosbouw en visserij;2022 2e kwartaal;650;400;250;5;0;0;650;650;615;35
347;A Landbouw, bosbouw en visserij;2022 3e kwartaal;455;330;120;0;0;0;455;455;395;60
348;A Landbouw, bosbouw en visserij;2022 4e kwartaal;805;620;185;0;0;0;805;805;665;140
349;A Landbouw, bosbouw en visserij;2022;2835;1975;855;5;0;0;2835;2835;2500;335
350;A Landbouw, bosbouw en visserij;2023 1e kwartaal;575;420;150;0;0;0;575;575;540;35
351;A Landbouw, bosbouw en visserij;2023 2e kwartaal;670;500;170;5;0;0;670;670;635;35
352;A Landbouw, bosbouw en visserij;2023 3e kwartaal;600;495;105;0;0;0;600;600;515;85
353;A Landbouw, bosbouw en visserij;2023 4e kwartaal;575;465;110;5;0;0;575;575;515;60
354;A Landbouw, bosbouw en visserij;2023;2420;1880;530;10;0;0;2420;2420;2205;215
355;A Landbouw, bosbouw en visserij;2024 1e kwartaal;920;740;180;0;0;0;920;920;835;85
356;A Landbouw, bosbouw en visserij;2024 2e kwartaal;620;505;115;0;0;0;620;620;535;90
357;A Landbouw, bosbouw en visserij;2024 3e kwartaal;825;705;120;0;0;0;825;825;610;215
358;A Landbouw, bosbouw en visserij;2024 4e kwartaal;550;450;95;5;0;0;550;550;515;35
359;A Landbouw, bosbouw en visserij;2024;2915;2400;510;10;0;0;2915;2915;2495;420
360;01 Landbouw;2007 1e kwartaal;860;305;525;25;0;0;855;860;785;70
361;01 Landbouw;2007 2e kwartaal;2330;325;1980;25;0;0;2325;2330;2255;75
362;01 Landbouw;2007 3e kwartaal;845;415;410;20;0;0;845;845;740;105
363;01 Landbouw;2007 4e kwartaal;795;290;490;15;0;0;795;795;720;75
364;01 Landbouw;2007;4830;1330;3410;85;5;0;4825;4830;4500;330
365;01 Landbouw;2008 1e kwartaal;950;440;490;25;0;0;950;950;790;160
366;01 Landbouw;2008 2e kwartaal;900;365;510;20;5;0;895;900;790;110
367;01 Landbouw;2008 3e kwartaal;890;375;510;5;0;0;890;890;820;70
368;01 Landbouw;2008 4e kwartaal;875;365;490;20;0;0;870;875;760;110
369;01 Landbouw;2008;3615;1545;1995;70;5;0;3610;3615;3160;455
370;01 Landbouw;2009 1e kwartaal;760;345;400;15;0;0;760;760;720;40
371;01 Landbouw;2009 2e kwartaal;935;425;490;15;0;0;930;935;880;55
372;01 Landbouw;2009 3e kwartaal;1045;445;570;30;0;0;1045;1045;930;115
373;01 Landbouw;2009 4e kwartaal;1700;485;1180;35;0;0;1700;1700;1500;200
374;01 Landbouw;2009;4440;1700;2635;100;5;0;4435;4440;4030;410
375;01 Landbouw;2010 1e kwartaal;1000;275;715;10;0;0;995;1000;960;35
376;01 Landbouw;2010 2e kwartaal;2075;730;1325;20;0;0;2075;2075;1960;115
377;01 Landbouw;2010 3e kwartaal;1350;640;690;20;0;0;1350;1350;1125;225
378;01 Landbouw;2010 4e kwartaal;1025;445;570;15;0;0;1025;1025;985;40
379;01 Landbouw;2010;5450;2090;3300;60;0;0;5445;5450;5030;420
380;01 Landbouw;2011 1e kwartaal;1035;595;430;10;0;0;1035;1035;970;65
381;01 Landbouw;2011 2e kwartaal;915;530;380;5;0;0;915;915;870;45
382;01 Landbouw;2011 3e kwartaal;830;465;355;5;0;0;830;830;735;95
383;01 Landbouw;2011 4e kwartaal;755;395;345;15;0;0;755;755;715;40
384;01 Landbouw;2011;3535;1990;1510;35;0;0;3535;3535;3290;245
385;01 Landbouw;2012 1e kwartaal;1010;590;405;15;0;0;1010;1010;960;55
386;01 Landbouw;2012 2e kwartaal;925;600;315;10;0;0;925;925;895;30
387;01 Landbouw;2012 3e kwartaal;720;445;265;10;0;0;720;720;615;105
388;01 Landbouw;2012 4e kwartaal;795;545;240;5;0;0;795;795;750;40
389;01 Landbouw;2012;3450;2180;1230;40;0;0;3450;3450;3220;230
390;01 Landbouw;2013 1e kwartaal;765;385;375;5;0;0;765;765;715;45
391;01 Landbouw;2013 2e kwartaal;760;370;380;10;0;0;760;760;700;60
392;01 Landbouw;2013 3e kwartaal;780;380;390;10;0;0;780;780;695;85
393;01 Landbouw;2013 4e kwartaal;710;370;330;10;0;0;710;710;665;45
394;01 Landbouw;2013;3010;1505;1470;35;0;0;3010;3010;2780;230
395;01 Landbouw;2014 1e kwartaal;895;620;265;10;0;0;895;895;860;30
396;01 Landbouw;2014 2e kwartaal;515;320;190;5;0;0;515;515;465;50
397;01 Landbouw;2014 3e kwartaal;380;255;115;10;0;0;380;380;320;60
398;01 Landbouw;2014 4e kwartaal;360;235;115;10;0;0;355;360;310;50
399;01 Landbouw;2014;2145;1430;680;35;0;0;2145;2145;1955;195
400;01 Landbouw;2015 1e kwartaal;460;310;150;0;0;0;460;460;415;45
401;01 Landbouw;2015 2e kwartaal;455;320;130;5;0;0;455;455;415;45
402;01 Landbouw;2015 3e kwartaal;380;250;125;5;0;0;380;380;305;75
403;01 Landbouw;2015 4e kwartaal;390;275;115;5;0;0;390;390;345;50
404;01 Landbouw;2015;1690;1155;515;15;0;0;1690;1690;1475;215
405;01 Landbouw;2016 1e kwartaal;530;360;165;5;0;0;530;530;480;50
406;01 Landbouw;2016 2e kwartaal;555;395;155;0;0;0;555;555;525;30
407;01 Landbouw;2016 3e kwartaal;605;450;155;5;0;0;605;605;520;85
408;01 Landbouw;2016 4e kwartaal;565;385;175;5;0;0;560;565;505;60
409;01 Landbouw;2016;2255;1585;650;15;0;0;2250;2255;2025;225
410;01 Landbouw;2017 1e kwartaal;475;320;150;5;0;0;475;475;440;30
411;01 Landbouw;2017 2e kwartaal;540;365;170;5;0;0;540;540;510;30
412;01 Landbouw;2017 3e kwartaal;380;250;130;0;0;0;380;380;320;60
413;01 Landbouw;2017 4e kwartaal;340;245;95;5;0;0;340;340;295;45
414;01 Landbouw;2017;1735;1175;545;10;0;0;1735;1735;1565;170
415;01 Landbouw;2018 1e kwartaal;770;500;265;5;0;0;770;770;720;50
416;01 Landbouw;2018 2e kwartaal;670;495;170;5;0;0;670;670;635;35
417;01 Landbouw;2018 3e kwartaal;605;415;185;5;0;0;605;605;560;45
418;01 Landbouw;2018 4e kwartaal;570;420;145;5;0;0;570;570;540;30
419;01 Landbouw;2018;2615;1830;770;15;0;0;2615;2615;2455;155
420;01 Landbouw;2019 1e kwartaal;690;460;225;5;0;0;690;690;640;50
421;01 Landbouw;2019 2e kwartaal;750;510;235;0;0;0;750;750;700;50
422;01 Landbouw;2019 3e kwartaal;265;185;80;5;0;0;265;265;230;35
423;01 Landbouw;2019 4e kwartaal;560;375;190;0;0;0;560;560;530;35
424;01 Landbouw;2019;2265;1530;725;10;0;0;2265;2265;2095;170
425;01 Landbouw;2020 1e kwartaal;660;495;160;5;0;0;660;660;615;45
426;01 Landbouw;2020 2e kwartaal;530;365;165;5;0;0;530;530;480;45
427;01 Landbouw;2020 3e kwartaal;465;345;120;5;0;0;465;465;390;80
428;01 Landbouw;2020 4e kwartaal;370;260;110;0;0;0;370;370;325;45
429;01 Landbouw;2020;2025;1465;550;10;0;0;2025;2025;1810;215
430;01 Landbouw;2021 1e kwartaal;555;360;195;0;0;0;555;555;545;15
431;01 Landbouw;2021 2e kwartaal;440;310;130;0;0;0;440;440;435;5
432;01 Landbouw;2021 3e kwartaal;370;255;115;0;0;0;370;370;355;15
433;01 Landbouw;2021 4e kwartaal;405;285;120;0;0;0;405;405;395;10
434;01 Landbouw;2021;1770;1210;560;5;0;0;1770;1770;1730;40
435;01 Landbouw;2022 1e kwartaal;895;605;285;0;0;0;895;895;805;90
436;01 Landbouw;2022 2e kwartaal;640;390;250;5;0;0;640;640;605;35
437;01 Landbouw;2022 3e kwartaal;445;325;120;0;0;0;445;445;385;60
438;01 Landbouw;2022 4e kwartaal;775;595;180;0;0;0;775;775;650;125
439;01 Landbouw;2022;2755;1915;835;5;0;0;2755;2755;2445;310
440;01 Landbouw;2023 1e kwartaal;565;410;150;0;0;0;565;565;535;30
441;01 Landbouw;2023 2e kwartaal;660;490;165;5;0;0;660;660;630;30
442;01 Landbouw;2023 3e kwartaal;575;475;100;0;0;0;575;575;500;75
443;01 Landbouw;2023 4e kwartaal;560;450;105;5;0;0;560;560;505;60
444;01 Landbouw;2023;2365;1830;525;10;0;0;2365;2365;2170;195
445;01 Landbouw;2024 1e kwartaal;895;715;175;0;0;0;895;895;815;80
446;01 Landbouw;2024 2e kwartaal;600;485;115;0;0;0;600;600;520;80
447;01 Landbouw;2024 3e kwartaal;805;685;120;0;0;0;805;805;605;200
448;01 Landbouw;2024 4e kwartaal;545;445;95;5;0;0;545;545;510;30
449;01 Landbouw;2024;2840;2325;505;10;0;0;2840;2840;2450;390
450;011 Teelt van eenjarige gewassen;2007 1e kwartaal;270;75;180;15;0;0;270;270;245;25
451;011 Teelt van eenjarige gewassen;2007 2e kwartaal;730;80;630;20;0;0;730;730;695;35
452;011 Teelt van eenjarige gewassen;2007 3e kwartaal;260;100;150;10;0;0;260;260;225;35
453;011 Teelt van eenjarige gewassen;2007 4e kwartaal;240;65;165;10;0;0;240;240;205;35
454;011 Teelt van eenjarige gewassen;2007;1500;320;1125;55;0;0;1500;1500;1370;130
455;011 Teelt van eenjarige gewassen;2008 1e kwartaal;335;105;220;10;0;0;335;335;280;55
456;011 Teelt van eenjarige gewassen;2008 2e kwartaal;300;70;215;15;0;0;300;300;265;35
457;011 Teelt van eenjarige gewassen;2008 3e kwartaal;280;105;170;5;0;0;280;280;250;30
458;011 Teelt van eenjarige gewassen;2008 4e kwartaal;285;100;175;10;0;0;285;285;230;50
459;011 Teelt van eenjarige gewassen;2008;1200;375;780;45;0;0;1200;1200;1025;175
460;011 Teelt van eenjarige gewassen;2009 1e kwartaal;180;45;125;10;0;0;180;180;170;5
461;011 Teelt van eenjarige gewassen;2009 2e kwartaal;235;80;150;10;0;0;235;235;220;15
462;011 Teelt van eenjarige gewassen;2009 3e kwartaal;240;70;155;15;0;0;240;240;220;20
463;011 Teelt van eenjarige gewassen;2009 4e kwartaal;465;115;335;15;0;0;465;465;405;60
464;011 Teelt van eenjarige gewassen;2009;1120;310;760;50;0;0;1120;1120;1015;105
465;011 Teelt van eenjarige gewassen;2010 1e kwartaal;295;60;230;5;0;0;295;295;280;15
466;011 Teelt van eenjarige gewassen;2010 2e kwartaal;450;125;315;5;0;0;450;450;425;25
467;011 Teelt van eenjarige gewassen;2010 3e kwartaal;335;140;190;10;0;0;335;335;280;55
468;011 Teelt van eenjarige gewassen;2010 4e kwartaal;220;85;130;5;0;0;220;220;205;15
469;011 Teelt van eenjarige gewassen;2010;1300;410;865;25;0;0;1300;1300;1190;110
470;011 Teelt van eenjarige gewassen;2011 1e kwartaal;250;120;120;5;0;0;250;250;230;15
471;011 Teelt van eenjarige gewassen;2011 2e kwartaal;210;105;105;0;0;0;210;210;200;10
472;011 Teelt van eenjarige gewassen;2011 3e kwartaal;205;95;105;0;0;0;205;205;175;30
473;011 Teelt van eenjarige gewassen;2011 4e kwartaal;160;65;90;5;0;0;160;160;145;15
474;011 Teelt van eenjarige gewassen;2011;820;385;415;15;0;0;820;820;750;70
475;011 Teelt van eenjarige gewassen;2012 1e kwartaal;235;115;110;10;0;0;235;235;215;15
476;011 Teelt van eenjarige gewassen;2012 2e kwartaal;205;125;75;5;0;0;205;205;195;10
