ID;Geslacht;LeeftijdOp31December;Onderwijsniveau;Marges;Perioden;Levensverwachting_1;LVInAlsGoedErvarenGezondheid_2;LVZonderLichamelijkeBeperkingen_3;LVZonderPsychischeKlachtenMHI5_4;LVZonderGALIBeperkingen_5
434;Totaal mannen en vrouwen;40 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2019/2022;43.3;31.6;36.2;39.0;25.6
435;Totaal mannen en vrouwen;40 jaar;Hbo, wo;Waarde;2007/2010;43.9;35.9;36.9;40.9;
436;Totaal mannen en vrouwen;40 jaar;Hbo, wo;Waarde;2011/2014;44.2;34.3;37.8;41.1;
437;Totaal mannen en vrouwen;40 jaar;Hbo, wo;Waarde;2015/2018;44.9;34.5;39.1;41.3;29.4
438;Totaal mannen en vrouwen;40 jaar;Hbo, wo;Waarde;2017/2020;45.0;35.0;39.3;41.1;29.2
439;Totaal mannen en vrouwen;40 jaar;Hbo, wo;Waarde;2019/2022;44.9;34.5;39.3;40.8;28.5
440;Totaal mannen en vrouwen;40 jaar;Hbo, wo;Ondergrens 95%-interval;2007/2010;43.8;34.9;35.9;40.3;
441;Totaal mannen en vrouwen;40 jaar;Hbo, wo;Ondergrens 95%-interval;2011/2014;44.2;33.7;37.2;40.7;
442;Totaal mannen en vrouwen;40 jaar;Hbo, wo;Ondergrens 95%-interval;2015/2018;44.9;33.8;38.5;40.9;28.8
443;Totaal mannen en vrouwen;40 jaar;Hbo, wo;Ondergrens 95%-interval;2017/2020;45.0;34.5;38.8;40.7;28.6
444;Totaal mannen en vrouwen;40 jaar;Hbo, wo;Ondergrens 95%-interval;2019/2022;44.9;34.0;38.8;40.4;27.9
445;Totaal mannen en vrouwen;40 jaar;Hbo, wo;Bovengrens 95%-interval;2007/2010;43.9;36.9;37.9;41.4;
446;Totaal mannen en vrouwen;40 jaar;Hbo, wo;Bovengrens 95%-interval;2011/2014;44.3;34.8;38.4;41.5;
447;Totaal mannen en vrouwen;40 jaar;Hbo, wo;Bovengrens 95%-interval;2015/2018;45.0;35.1;39.7;41.7;30.1
448;Totaal mannen en vrouwen;40 jaar;Hbo, wo;Bovengrens 95%-interval;2017/2020;45.1;35.6;39.8;41.5;29.8
449;Totaal mannen en vrouwen;40 jaar;Hbo, wo;Bovengrens 95%-interval;2019/2022;45.0;35.1;39.7;41.1;29.1
450;Totaal mannen en vrouwen;45 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2007/2010;36.4;21.3;24.8;31.2;
451;Totaal mannen en vrouwen;45 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2011/2014;36.9;21.4;25.5;31.4;
452;Totaal mannen en vrouwen;45 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2015/2018;36.7;20.9;25.2;30.7;18.6
453;Totaal mannen en vrouwen;45 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2017/2020;36.8;21.2;25.6;30.8;18.2
454;Totaal mannen en vrouwen;45 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2019/2022;36.5;21.5;25.8;30.4;18.0
455;Totaal mannen en vrouwen;45 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2007/2010;36.3;20.8;24.3;30.7;
456;Totaal mannen en vrouwen;45 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2011/2014;36.8;21.1;25.1;31.0;
457;Totaal mannen en vrouwen;45 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2015/2018;36.7;20.4;24.8;30.3;18.1
458;Totaal mannen en vrouwen;45 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2017/2020;36.8;20.8;25.2;30.4;17.8
459;Totaal mannen en vrouwen;45 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2019/2022;36.5;21.0;25.4;30.0;17.6
460;Totaal mannen en vrouwen;45 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2007/2010;36.4;21.9;25.4;31.7;
461;Totaal mannen en vrouwen;45 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2011/2014;36.9;21.8;26.0;31.7;
462;Totaal mannen en vrouwen;45 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2015/2018;36.7;21.3;25.6;31.0;19.0
463;Totaal mannen en vrouwen;45 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2017/2020;36.9;21.7;26.0;31.1;18.7
464;Totaal mannen en vrouwen;45 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2019/2022;36.6;21.9;26.3;30.8;18.5
465;Totaal mannen en vrouwen;45 jaar;Havo, vwo, mbo2-4;Waarde;2007/2010;37.5;26.6;29.6;34.4;
466;Totaal mannen en vrouwen;45 jaar;Havo, vwo, mbo2-4;Waarde;2011/2014;38.1;26.2;29.9;34.2;
467;Totaal mannen en vrouwen;45 jaar;Havo, vwo, mbo2-4;Waarde;2015/2018;38.8;26.6;30.7;35.0;22.3
468;Totaal mannen en vrouwen;45 jaar;Havo, vwo, mbo2-4;Waarde;2017/2020;38.7;26.7;31.3;35.0;21.8
469;Totaal mannen en vrouwen;45 jaar;Havo, vwo, mbo2-4;Waarde;2019/2022;38.4;27.3;31.4;34.6;21.7
470;Totaal mannen en vrouwen;45 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2007/2010;37.4;25.8;28.7;33.8;
471;Totaal mannen en vrouwen;45 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2011/2014;38.1;25.7;29.4;33.9;
472;Totaal mannen en vrouwen;45 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2015/2018;38.8;26.1;30.3;34.6;21.8
473;Totaal mannen en vrouwen;45 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2017/2020;38.6;26.3;30.9;34.7;21.4
474;Totaal mannen en vrouwen;45 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2019/2022;38.4;26.9;31.0;34.3;21.2
475;Totaal mannen en vrouwen;45 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2007/2010;37.5;27.4;30.4;35.1;
476;Totaal mannen en vrouwen;45 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2011/2014;38.2;26.6;30.4;34.6;
477;Totaal mannen en vrouwen;45 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2015/2018;38.8;27.1;31.2;35.3;22.8
478;Totaal mannen en vrouwen;45 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2017/2020;38.7;27.2;31.7;35.3;22.3
479;Totaal mannen en vrouwen;45 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2019/2022;38.5;27.8;31.8;34.9;22.1
480;Totaal mannen en vrouwen;45 jaar;Hbo, wo;Waarde;2007/2010;39.0;31.5;32.1;36.4;
481;Totaal mannen en vrouwen;45 jaar;Hbo, wo;Waarde;2011/2014;39.4;29.8;33.0;36.6;
482;Totaal mannen en vrouwen;45 jaar;Hbo, wo;Waarde;2015/2018;40.1;30.1;34.4;36.8;25.4
483;Totaal mannen en vrouwen;45 jaar;Hbo, wo;Waarde;2017/2020;40.1;30.7;34.6;36.7;25.2
484;Totaal mannen en vrouwen;45 jaar;Hbo, wo;Waarde;2019/2022;40.0;30.3;34.5;36.3;24.6
485;Totaal mannen en vrouwen;45 jaar;Hbo, wo;Ondergrens 95%-interval;2007/2010;38.9;30.5;31.1;35.8;
486;Totaal mannen en vrouwen;45 jaar;Hbo, wo;Ondergrens 95%-interval;2011/2014;39.3;29.2;32.4;36.3;
487;Totaal mannen en vrouwen;45 jaar;Hbo, wo;Ondergrens 95%-interval;2015/2018;40.0;29.5;33.8;36.4;24.8
488;Totaal mannen en vrouwen;45 jaar;Hbo, wo;Ondergrens 95%-interval;2017/2020;40.1;30.1;34.0;36.3;24.6
489;Totaal mannen en vrouwen;45 jaar;Hbo, wo;Ondergrens 95%-interval;2019/2022;40.0;29.7;34.1;36.0;24.0
490;Totaal mannen en vrouwen;45 jaar;Hbo, wo;Bovengrens 95%-interval;2007/2010;39.1;32.4;33.2;36.9;
491;Totaal mannen en vrouwen;45 jaar;Hbo, wo;Bovengrens 95%-interval;2011/2014;39.4;30.4;33.6;37.0;
492;Totaal mannen en vrouwen;45 jaar;Hbo, wo;Bovengrens 95%-interval;2015/2018;40.1;30.8;34.9;37.2;26.1
493;Totaal mannen en vrouwen;45 jaar;Hbo, wo;Bovengrens 95%-interval;2017/2020;40.2;31.3;35.1;37.1;25.9
494;Totaal mannen en vrouwen;45 jaar;Hbo, wo;Bovengrens 95%-interval;2019/2022;40.1;30.8;35.0;36.7;25.1
495;Totaal mannen en vrouwen;50 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2007/2010;31.8;18.3;21.2;27.4;
496;Totaal mannen en vrouwen;50 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2011/2014;32.3;18.3;21.9;27.6;
497;Totaal mannen en vrouwen;50 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2015/2018;32.1;18.1;21.5;27.0;15.7
498;Totaal mannen en vrouwen;50 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2017/2020;32.3;18.4;22.0;27.1;15.4
499;Totaal mannen en vrouwen;50 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2019/2022;32.0;18.5;22.2;26.7;15.3
500;Totaal mannen en vrouwen;50 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2007/2010;31.8;17.8;20.7;26.9;
501;Totaal mannen en vrouwen;50 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2011/2014;32.3;17.9;21.5;27.3;
502;Totaal mannen en vrouwen;50 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2015/2018;32.1;17.7;21.2;26.7;15.3
503;Totaal mannen en vrouwen;50 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2017/2020;32.2;18.0;21.6;26.8;15.0
504;Totaal mannen en vrouwen;50 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2019/2022;31.9;18.1;21.8;26.4;14.9
505;Totaal mannen en vrouwen;50 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2007/2010;31.8;18.8;21.8;27.8;
506;Totaal mannen en vrouwen;50 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2011/2014;32.4;18.6;22.3;27.9;
507;Totaal mannen en vrouwen;50 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2015/2018;32.2;18.5;21.9;27.3;16.1
508;Totaal mannen en vrouwen;50 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2017/2020;32.3;18.8;22.3;27.4;15.8
509;Totaal mannen en vrouwen;50 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2019/2022;32.0;19.0;22.6;27.1;15.7
510;Totaal mannen en vrouwen;50 jaar;Havo, vwo, mbo2-4;Waarde;2007/2010;32.7;22.5;25.2;30.0;
511;Totaal mannen en vrouwen;50 jaar;Havo, vwo, mbo2-4;Waarde;2011/2014;33.4;22.3;25.7;30.0;
512;Totaal mannen en vrouwen;50 jaar;Havo, vwo, mbo2-4;Waarde;2015/2018;34.0;22.9;26.4;30.8;18.8
513;Totaal mannen en vrouwen;50 jaar;Havo, vwo, mbo2-4;Waarde;2017/2020;33.9;23.1;27.0;30.7;18.4
514;Totaal mannen en vrouwen;50 jaar;Havo, vwo, mbo2-4;Waarde;2019/2022;33.7;23.7;27.1;30.5;18.3
515;Totaal mannen en vrouwen;50 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2007/2010;32.7;21.7;24.3;29.4;
516;Totaal mannen en vrouwen;50 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2011/2014;33.3;21.8;25.2;29.7;
517;Totaal mannen en vrouwen;50 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2015/2018;34.0;22.4;26.0;30.5;18.3
518;Totaal mannen en vrouwen;50 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2017/2020;33.9;22.6;26.6;30.5;18.0
519;Totaal mannen en vrouwen;50 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2019/2022;33.7;23.2;26.7;30.2;17.8
520;Totaal mannen en vrouwen;50 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2007/2010;32.8;23.3;26.1;30.6;
521;Totaal mannen en vrouwen;50 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2011/2014;33.4;22.7;26.1;30.4;
522;Totaal mannen en vrouwen;50 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2015/2018;34.1;23.4;26.9;31.1;19.3
523;Totaal mannen en vrouwen;50 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2017/2020;33.9;23.5;27.4;31.0;18.9
524;Totaal mannen en vrouwen;50 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2019/2022;33.7;24.1;27.5;30.8;18.7
525;Totaal mannen en vrouwen;50 jaar;Hbo, wo;Waarde;2007/2010;34.2;27.3;27.6;32.1;
526;Totaal mannen en vrouwen;50 jaar;Hbo, wo;Waarde;2011/2014;34.6;25.6;28.6;32.2;
527;Totaal mannen en vrouwen;50 jaar;Hbo, wo;Waarde;2015/2018;35.3;26.0;29.7;32.4;21.7
528;Totaal mannen en vrouwen;50 jaar;Hbo, wo;Waarde;2017/2020;35.3;26.6;29.9;32.3;21.6
529;Totaal mannen en vrouwen;50 jaar;Hbo, wo;Waarde;2019/2022;35.2;26.1;29.9;32.0;20.8
530;Totaal mannen en vrouwen;50 jaar;Hbo, wo;Ondergrens 95%-interval;2007/2010;34.1;26.3;26.6;31.6;
531;Totaal mannen en vrouwen;50 jaar;Hbo, wo;Ondergrens 95%-interval;2011/2014;34.5;25.1;27.9;31.9;
532;Totaal mannen en vrouwen;50 jaar;Hbo, wo;Ondergrens 95%-interval;2015/2018;35.2;25.4;29.1;32.0;21.0
533;Totaal mannen en vrouwen;50 jaar;Hbo, wo;Ondergrens 95%-interval;2017/2020;35.3;26.0;29.4;31.9;21.0
534;Totaal mannen en vrouwen;50 jaar;Hbo, wo;Ondergrens 95%-interval;2019/2022;35.2;25.6;29.4;31.6;20.2
535;Totaal mannen en vrouwen;50 jaar;Hbo, wo;Bovengrens 95%-interval;2007/2010;34.3;28.2;28.6;32.6;
536;Totaal mannen en vrouwen;50 jaar;Hbo, wo;Bovengrens 95%-interval;2011/2014;34.6;26.2;29.2;32.6;
537;Totaal mannen en vrouwen;50 jaar;Hbo, wo;Bovengrens 95%-interval;2015/2018;35.3;26.7;30.3;32.8;22.3
538;Totaal mannen en vrouwen;50 jaar;Hbo, wo;Bovengrens 95%-interval;2017/2020;35.4;27.1;30.5;32.7;22.2
539;Totaal mannen en vrouwen;50 jaar;Hbo, wo;Bovengrens 95%-interval;2019/2022;35.3;26.7;30.4;32.3;21.3
540;Totaal mannen en vrouwen;55 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2007/2010;27.4;15.4;17.9;23.6;
541;Totaal mannen en vrouwen;55 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2011/2014;27.9;15.3;18.6;23.9;
542;Totaal mannen en vrouwen;55 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2015/2018;27.7;15.5;18.0;23.6;13.3
543;Totaal mannen en vrouwen;55 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2017/2020;27.8;15.8;18.4;23.6;12.9
544;Totaal mannen en vrouwen;55 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2019/2022;27.6;15.9;18.7;23.4;12.8
545;Totaal mannen en vrouwen;55 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2007/2010;27.4;14.9;17.4;23.2;
546;Totaal mannen en vrouwen;55 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2011/2014;27.9;15.0;18.2;23.6;
547;Totaal mannen en vrouwen;55 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2015/2018;27.7;15.1;17.7;23.3;12.9
548;Totaal mannen en vrouwen;55 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2017/2020;27.8;15.5;18.1;23.4;12.6
549;Totaal mannen en vrouwen;55 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2019/2022;27.6;15.5;18.4;23.1;12.4
550;Totaal mannen en vrouwen;55 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2007/2010;27.4;15.8;18.4;24.1;
551;Totaal mannen en vrouwen;55 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2011/2014;28.0;15.6;18.9;24.2;
552;Totaal mannen en vrouwen;55 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2015/2018;27.7;15.8;18.4;23.9;13.7
553;Totaal mannen en vrouwen;55 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2017/2020;27.9;16.2;18.7;23.9;13.3
554;Totaal mannen en vrouwen;55 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2019/2022;27.6;16.3;19.0;23.7;13.1
555;Totaal mannen en vrouwen;55 jaar;Havo, vwo, mbo2-4;Waarde;2007/2010;28.2;18.9;21.3;25.8;
556;Totaal mannen en vrouwen;55 jaar;Havo, vwo, mbo2-4;Waarde;2011/2014;28.8;18.8;21.7;26.0;
557;Totaal mannen en vrouwen;55 jaar;Havo, vwo, mbo2-4;Waarde;2015/2018;29.4;19.4;22.3;26.7;15.7
558;Totaal mannen en vrouwen;55 jaar;Havo, vwo, mbo2-4;Waarde;2017/2020;29.3;19.4;22.8;26.6;15.2
559;Totaal mannen en vrouwen;55 jaar;Havo, vwo, mbo2-4;Waarde;2019/2022;29.0;19.9;23.0;26.4;15.0
560;Totaal mannen en vrouwen;55 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2007/2010;28.2;18.1;20.4;25.2;
561;Totaal mannen en vrouwen;55 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2011/2014;28.8;18.3;21.2;25.6;
562;Totaal mannen en vrouwen;55 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2015/2018;29.4;18.9;21.9;26.4;15.2
563;Totaal mannen en vrouwen;55 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2017/2020;29.2;19.0;22.4;26.3;14.8
564;Totaal mannen en vrouwen;55 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2019/2022;29.0;19.5;22.6;26.1;14.6
565;Totaal mannen en vrouwen;55 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2007/2010;28.3;19.7;22.1;26.4;
566;Totaal mannen en vrouwen;55 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2011/2014;28.8;19.2;22.2;26.3;
567;Totaal mannen en vrouwen;55 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2015/2018;29.5;19.8;22.7;27.0;16.1
568;Totaal mannen en vrouwen;55 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2017/2020;29.3;19.9;23.2;26.8;15.6
569;Totaal mannen en vrouwen;55 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2019/2022;29.1;20.4;23.4;26.6;15.4
570;Totaal mannen en vrouwen;55 jaar;Hbo, wo;Waarde;2007/2010;29.6;23.2;23.2;27.9;
571;Totaal mannen en vrouwen;55 jaar;Hbo, wo;Waarde;2011/2014;29.9;21.6;24.2;27.9;
572;Totaal mannen en vrouwen;55 jaar;Hbo, wo;Waarde;2015/2018;30.5;22.0;25.2;28.1;18.1
573;Totaal mannen en vrouwen;55 jaar;Hbo, wo;Waarde;2017/2020;30.6;22.6;25.4;27.9;18.0
574;Totaal mannen en vrouwen;55 jaar;Hbo, wo;Waarde;2019/2022;30.5;22.2;25.4;27.7;17.3
575;Totaal mannen en vrouwen;55 jaar;Hbo, wo;Ondergrens 95%-interval;2007/2010;29.5;22.3;22.2;27.4;
576;Totaal mannen en vrouwen;55 jaar;Hbo, wo;Ondergrens 95%-interval;2011/2014;29.8;21.0;23.6;27.5;
577;Totaal mannen en vrouwen;55 jaar;Hbo, wo;Ondergrens 95%-interval;2015/2018;30.5;21.4;24.6;27.7;17.5
578;Totaal mannen en vrouwen;55 jaar;Hbo, wo;Ondergrens 95%-interval;2017/2020;30.5;22.0;24.9;27.5;17.5
579;Totaal mannen en vrouwen;55 jaar;Hbo, wo;Ondergrens 95%-interval;2019/2022;30.4;21.7;24.9;27.4;16.8
580;Totaal mannen en vrouwen;55 jaar;Hbo, wo;Bovengrens 95%-interval;2007/2010;29.7;24.1;24.2;28.4;
581;Totaal mannen en vrouwen;55 jaar;Hbo, wo;Bovengrens 95%-interval;2011/2014;29.9;22.2;24.8;28.2;
582;Totaal mannen en vrouwen;55 jaar;Hbo, wo;Bovengrens 95%-interval;2015/2018;30.6;22.6;25.8;28.5;18.7
583;Totaal mannen en vrouwen;55 jaar;Hbo, wo;Bovengrens 95%-interval;2017/2020;30.6;23.1;25.9;28.3;18.6
584;Totaal mannen en vrouwen;55 jaar;Hbo, wo;Bovengrens 95%-interval;2019/2022;30.6;22.7;25.9;28.1;17.9
585;Totaal mannen en vrouwen;60 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2007/2010;23.2;12.6;14.4;19.9;
586;Totaal mannen en vrouwen;60 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2011/2014;23.7;12.6;15.2;20.4;
587;Totaal mannen en vrouwen;60 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2015/2018;23.5;12.9;14.8;20.1;10.9
588;Totaal mannen en vrouwen;60 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2017/2020;23.6;13.3;15.0;20.2;10.7
589;Totaal mannen en vrouwen;60 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2019/2022;23.4;13.3;15.3;20.2;10.6
590;Totaal mannen en vrouwen;60 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2007/2010;23.1;12.1;13.9;19.5;
591;Totaal mannen en vrouwen;60 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2011/2014;23.7;12.3;14.9;20.2;
592;Totaal mannen en vrouwen;60 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2015/2018;23.5;12.6;14.5;19.9;10.6
593;Totaal mannen en vrouwen;60 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2017/2020;23.5;13.0;14.7;20.0;10.4
594;Totaal mannen en vrouwen;60 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2019/2022;23.3;13.0;15.0;19.9;10.3
595;Totaal mannen en vrouwen;60 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2007/2010;23.2;13.0;14.9;20.3;
596;Totaal mannen en vrouwen;60 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2011/2014;23.7;12.9;15.6;20.7;
597;Totaal mannen en vrouwen;60 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2015/2018;23.5;13.2;15.1;20.4;11.2
598;Totaal mannen en vrouwen;60 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2017/2020;23.6;13.7;15.3;20.5;11.0
599;Totaal mannen en vrouwen;60 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2019/2022;23.4;13.6;15.6;20.4;10.9
600;Totaal mannen en vrouwen;60 jaar;Havo, vwo, mbo2-4;Waarde;2007/2010;23.8;15.3;17.3;21.8;
601;Totaal mannen en vrouwen;60 jaar;Havo, vwo, mbo2-4;Waarde;2011/2014;24.4;15.6;18.0;22.1;
602;Totaal mannen en vrouwen;60 jaar;Havo, vwo, mbo2-4;Waarde;2015/2018;25.0;16.2;18.4;22.7;12.8
603;Totaal mannen en vrouwen;60 jaar;Havo, vwo, mbo2-4;Waarde;2017/2020;24.8;16.1;18.8;22.6;12.4
604;Totaal mannen en vrouwen;60 jaar;Havo, vwo, mbo2-4;Waarde;2019/2022;24.5;16.5;19.1;22.4;12.1
605;Totaal mannen en vrouwen;60 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2007/2010;23.8;14.5;16.4;21.2;
606;Totaal mannen en vrouwen;60 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2011/2014;24.3;15.2;17.5;21.7;
607;Totaal mannen en vrouwen;60 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2015/2018;24.9;15.7;17.9;22.4;12.3
608;Totaal mannen en vrouwen;60 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2017/2020;24.7;15.7;18.5;22.3;12.0
609;Totaal mannen en vrouwen;60 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2019/2022;24.5;16.1;18.7;22.1;11.7
610;Totaal mannen en vrouwen;60 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2007/2010;23.9;16.1;18.2;22.4;
611;Totaal mannen en vrouwen;60 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2011/2014;24.4;16.0;18.4;22.4;
612;Totaal mannen en vrouwen;60 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2015/2018;25.0;16.6;18.8;23.0;13.3
613;Totaal mannen en vrouwen;60 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2017/2020;24.8;16.6;19.2;22.9;12.8
614;Totaal mannen en vrouwen;60 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2019/2022;24.6;16.9;19.4;22.6;12.5
615;Totaal mannen en vrouwen;60 jaar;Hbo, wo;Waarde;2007/2010;25.1;19.5;18.9;23.8;
616;Totaal mannen en vrouwen;60 jaar;Hbo, wo;Waarde;2011/2014;25.3;17.9;20.0;23.8;
617;Totaal mannen en vrouwen;60 jaar;Hbo, wo;Waarde;2015/2018;25.9;18.2;20.8;24.0;14.7
618;Totaal mannen en vrouwen;60 jaar;Hbo, wo;Waarde;2017/2020;26.0;18.8;21.1;23.8;14.7
619;Totaal mannen en vrouwen;60 jaar;Hbo, wo;Waarde;2019/2022;25.9;18.4;21.0;23.6;14.0
620;Totaal mannen en vrouwen;60 jaar;Hbo, wo;Ondergrens 95%-interval;2007/2010;25.0;18.6;17.8;23.3;
621;Totaal mannen en vrouwen;60 jaar;Hbo, wo;Ondergrens 95%-interval;2011/2014;25.3;17.4;19.4;23.4;
622;Totaal mannen en vrouwen;60 jaar;Hbo, wo;Ondergrens 95%-interval;2015/2018;25.9;17.6;20.2;23.6;14.1
623;Totaal mannen en vrouwen;60 jaar;Hbo, wo;Ondergrens 95%-interval;2017/2020;25.9;18.2;20.6;23.4;14.1
624;Totaal mannen en vrouwen;60 jaar;Hbo, wo;Ondergrens 95%-interval;2019/2022;25.8;17.9;20.6;23.2;13.4
625;Totaal mannen en vrouwen;60 jaar;Hbo, wo;Bovengrens 95%-interval;2007/2010;25.1;20.5;19.9;24.3;
626;Totaal mannen en vrouwen;60 jaar;Hbo, wo;Bovengrens 95%-interval;2011/2014;25.4;18.5;20.7;24.1;
627;Totaal mannen en vrouwen;60 jaar;Hbo, wo;Bovengrens 95%-interval;2015/2018;26.0;18.8;21.4;24.4;15.3
628;Totaal mannen en vrouwen;60 jaar;Hbo, wo;Bovengrens 95%-interval;2017/2020;26.0;19.3;21.6;24.2;15.3
629;Totaal mannen en vrouwen;60 jaar;Hbo, wo;Bovengrens 95%-interval;2019/2022;25.9;18.9;21.5;23.9;14.5
