ID;Geslacht;LeeftijdOp31December;Onderwijsniveau;Marges;Perioden;Levensverwachting_1;LVInAlsGoedErvarenGezondheid_2;LVZonderLichamelijkeBeperkingen_3;LVZonderPsychischeKlachtenMHI5_4;LVZonderGALIBeperkingen_5
630;Totaal mannen en vrouwen;65 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2007/2010;19.1;10.0;11.1;16.2;
631;Totaal mannen en vrouwen;65 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2011/2014;19.7;10.1;12.0;16.9;
632;Totaal mannen en vrouwen;65 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2015/2018;19.5;10.9;11.9;16.9;9.0
633;Totaal mannen en vrouwen;65 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2017/2020;19.5;11.2;12.1;16.9;8.8
634;Totaal mannen en vrouwen;65 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2019/2022;19.4;11.1;12.3;16.9;8.6
635;Totaal mannen en vrouwen;65 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2007/2010;19.1;9.6;10.6;15.8;
636;Totaal mannen en vrouwen;65 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2011/2014;19.6;9.8;11.7;16.6;
637;Totaal mannen en vrouwen;65 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2015/2018;19.5;10.6;11.6;16.7;8.7
638;Totaal mannen en vrouwen;65 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2017/2020;19.5;10.9;11.8;16.6;8.5
639;Totaal mannen en vrouwen;65 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2019/2022;19.3;10.8;12.1;16.7;8.3
640;Totaal mannen en vrouwen;65 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2007/2010;19.2;10.4;11.6;16.6;
641;Totaal mannen en vrouwen;65 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2011/2014;19.7;10.3;12.3;17.2;
642;Totaal mannen en vrouwen;65 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2015/2018;19.5;11.3;12.2;17.1;9.3
643;Totaal mannen en vrouwen;65 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2017/2020;19.6;11.5;12.4;17.1;9.1
644;Totaal mannen en vrouwen;65 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2019/2022;19.4;11.4;12.6;17.1;8.9
645;Totaal mannen en vrouwen;65 jaar;Havo, vwo, mbo2-4;Waarde;2007/2010;19.7;12.4;13.8;17.9;
646;Totaal mannen en vrouwen;65 jaar;Havo, vwo, mbo2-4;Waarde;2011/2014;20.1;12.7;14.3;18.3;
647;Totaal mannen en vrouwen;65 jaar;Havo, vwo, mbo2-4;Waarde;2015/2018;20.8;13.2;14.7;18.9;10.3
648;Totaal mannen en vrouwen;65 jaar;Havo, vwo, mbo2-4;Waarde;2017/2020;20.5;13.1;15.0;18.8;9.8
649;Totaal mannen en vrouwen;65 jaar;Havo, vwo, mbo2-4;Waarde;2019/2022;20.3;13.3;15.2;18.6;9.5
650;Totaal mannen en vrouwen;65 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2007/2010;19.6;11.6;12.9;17.3;
651;Totaal mannen en vrouwen;65 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2011/2014;20.1;12.3;13.8;17.9;
652;Totaal mannen en vrouwen;65 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2015/2018;20.7;12.8;14.2;18.6;9.8
653;Totaal mannen en vrouwen;65 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2017/2020;20.5;12.7;14.6;18.6;9.4
654;Totaal mannen en vrouwen;65 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2019/2022;20.2;12.9;14.8;18.4;9.1
655;Totaal mannen en vrouwen;65 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2007/2010;19.7;13.2;14.6;18.6;
656;Totaal mannen en vrouwen;65 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2011/2014;20.2;13.1;14.8;18.6;
657;Totaal mannen en vrouwen;65 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2015/2018;20.8;13.7;15.1;19.2;10.7
658;Totaal mannen en vrouwen;65 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2017/2020;20.6;13.6;15.4;19.1;10.2
659;Totaal mannen en vrouwen;65 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2019/2022;20.3;13.7;15.6;18.8;9.9
660;Totaal mannen en vrouwen;65 jaar;Hbo, wo;Waarde;2007/2010;20.6;15.9;14.8;19.7;
661;Totaal mannen en vrouwen;65 jaar;Hbo, wo;Waarde;2011/2014;21.0;14.6;16.1;19.8;
662;Totaal mannen en vrouwen;65 jaar;Hbo, wo;Waarde;2015/2018;21.5;14.8;16.7;19.9;11.6
663;Totaal mannen en vrouwen;65 jaar;Hbo, wo;Waarde;2017/2020;21.5;15.4;16.9;19.7;11.7
664;Totaal mannen en vrouwen;65 jaar;Hbo, wo;Waarde;2019/2022;21.4;15.0;16.8;19.5;11.0
665;Totaal mannen en vrouwen;65 jaar;Hbo, wo;Ondergrens 95%-interval;2007/2010;20.6;14.9;13.7;19.2;
666;Totaal mannen en vrouwen;65 jaar;Hbo, wo;Ondergrens 95%-interval;2011/2014;20.9;14.0;15.5;19.4;
667;Totaal mannen en vrouwen;65 jaar;Hbo, wo;Ondergrens 95%-interval;2015/2018;21.4;14.2;16.1;19.5;11.0
668;Totaal mannen en vrouwen;65 jaar;Hbo, wo;Ondergrens 95%-interval;2017/2020;21.5;14.9;16.4;19.4;11.2
669;Totaal mannen en vrouwen;65 jaar;Hbo, wo;Ondergrens 95%-interval;2019/2022;21.3;14.5;16.4;19.2;10.5
670;Totaal mannen en vrouwen;65 jaar;Hbo, wo;Bovengrens 95%-interval;2007/2010;20.7;16.8;15.8;20.1;
671;Totaal mannen en vrouwen;65 jaar;Hbo, wo;Bovengrens 95%-interval;2011/2014;21.1;15.1;16.8;20.1;
672;Totaal mannen en vrouwen;65 jaar;Hbo, wo;Bovengrens 95%-interval;2015/2018;21.5;15.4;17.2;20.3;12.2
673;Totaal mannen en vrouwen;65 jaar;Hbo, wo;Bovengrens 95%-interval;2017/2020;21.6;16.0;17.4;20.1;12.3
674;Totaal mannen en vrouwen;65 jaar;Hbo, wo;Bovengrens 95%-interval;2019/2022;21.5;15.5;17.3;19.9;11.5
675;Totaal mannen en vrouwen;70 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2007/2010;15.3;7.5;7.9;12.8;
676;Totaal mannen en vrouwen;70 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2011/2014;15.8;7.7;8.8;13.4;
677;Totaal mannen en vrouwen;70 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2015/2018;15.7;8.4;8.6;13.4;6.7
678;Totaal mannen en vrouwen;70 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2017/2020;15.7;8.7;8.8;13.4;6.6
679;Totaal mannen en vrouwen;70 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2019/2022;15.6;8.7;9.2;13.5;6.5
680;Totaal mannen en vrouwen;70 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2007/2010;15.3;7.1;7.5;12.4;
681;Totaal mannen en vrouwen;70 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2011/2014;15.8;7.4;8.5;13.1;
682;Totaal mannen en vrouwen;70 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2015/2018;15.6;8.1;8.4;13.2;6.4
683;Totaal mannen en vrouwen;70 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2017/2020;15.7;8.4;8.6;13.2;6.3
684;Totaal mannen en vrouwen;70 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2019/2022;15.6;8.5;8.9;13.3;6.2
685;Totaal mannen en vrouwen;70 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2007/2010;15.4;7.9;8.4;13.2;
686;Totaal mannen en vrouwen;70 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2011/2014;15.8;7.9;9.1;13.7;
687;Totaal mannen en vrouwen;70 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2015/2018;15.7;8.7;8.9;13.7;7.0
688;Totaal mannen en vrouwen;70 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2017/2020;15.7;9.0;9.1;13.6;6.8
689;Totaal mannen en vrouwen;70 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2019/2022;15.6;9.0;9.5;13.7;6.8
690;Totaal mannen en vrouwen;70 jaar;Havo, vwo, mbo2-4;Waarde;2007/2010;15.7;9.4;10.2;14.2;
691;Totaal mannen en vrouwen;70 jaar;Havo, vwo, mbo2-4;Waarde;2011/2014;16.2;9.8;10.8;14.6;
692;Totaal mannen en vrouwen;70 jaar;Havo, vwo, mbo2-4;Waarde;2015/2018;16.7;10.1;11.0;15.2;7.8
693;Totaal mannen en vrouwen;70 jaar;Havo, vwo, mbo2-4;Waarde;2017/2020;16.5;10.1;11.4;15.1;7.5
694;Totaal mannen en vrouwen;70 jaar;Havo, vwo, mbo2-4;Waarde;2019/2022;16.3;10.4;11.6;14.9;7.3
695;Totaal mannen en vrouwen;70 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2007/2010;15.7;8.6;9.3;13.6;
696;Totaal mannen en vrouwen;70 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2011/2014;16.2;9.4;10.3;14.3;
697;Totaal mannen en vrouwen;70 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2015/2018;16.7;9.7;10.5;14.9;7.3
698;Totaal mannen en vrouwen;70 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2017/2020;16.5;9.7;11.0;14.8;7.1
699;Totaal mannen en vrouwen;70 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2019/2022;16.2;10.1;11.2;14.6;6.9
700;Totaal mannen en vrouwen;70 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2007/2010;15.8;10.2;11.1;14.9;
701;Totaal mannen en vrouwen;70 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2011/2014;16.3;10.2;11.3;14.9;
702;Totaal mannen en vrouwen;70 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2015/2018;16.8;10.6;11.4;15.5;8.2
703;Totaal mannen en vrouwen;70 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2017/2020;16.5;10.5;11.8;15.3;7.9
704;Totaal mannen en vrouwen;70 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2019/2022;16.3;10.8;12.0;15.1;7.7
705;Totaal mannen en vrouwen;70 jaar;Hbo, wo;Waarde;2007/2010;16.6;12.3;10.9;15.8;
706;Totaal mannen en vrouwen;70 jaar;Hbo, wo;Waarde;2011/2014;16.8;11.2;12.1;15.8;
707;Totaal mannen en vrouwen;70 jaar;Hbo, wo;Waarde;2015/2018;17.3;11.4;12.7;16.0;8.7
708;Totaal mannen en vrouwen;70 jaar;Hbo, wo;Waarde;2017/2020;17.3;11.9;12.9;15.8;8.8
709;Totaal mannen en vrouwen;70 jaar;Hbo, wo;Waarde;2019/2022;17.1;11.4;12.8;15.6;8.2
710;Totaal mannen en vrouwen;70 jaar;Hbo, wo;Ondergrens 95%-interval;2007/2010;16.5;11.4;9.9;15.3;
711;Totaal mannen en vrouwen;70 jaar;Hbo, wo;Ondergrens 95%-interval;2011/2014;16.7;10.7;11.5;15.4;
712;Totaal mannen en vrouwen;70 jaar;Hbo, wo;Ondergrens 95%-interval;2015/2018;17.2;10.8;12.1;15.6;8.1
713;Totaal mannen en vrouwen;70 jaar;Hbo, wo;Ondergrens 95%-interval;2017/2020;17.2;11.4;12.3;15.4;8.3
714;Totaal mannen en vrouwen;70 jaar;Hbo, wo;Ondergrens 95%-interval;2019/2022;17.1;10.9;12.3;15.2;7.7
715;Totaal mannen en vrouwen;70 jaar;Hbo, wo;Bovengrens 95%-interval;2007/2010;16.7;13.3;12.0;16.2;
716;Totaal mannen en vrouwen;70 jaar;Hbo, wo;Bovengrens 95%-interval;2011/2014;16.8;11.8;12.8;16.1;
717;Totaal mannen en vrouwen;70 jaar;Hbo, wo;Bovengrens 95%-interval;2015/2018;17.4;12.0;13.3;16.4;9.3
718;Totaal mannen en vrouwen;70 jaar;Hbo, wo;Bovengrens 95%-interval;2017/2020;17.3;12.5;13.4;16.1;9.4
719;Totaal mannen en vrouwen;70 jaar;Hbo, wo;Bovengrens 95%-interval;2019/2022;17.2;12.0;13.3;15.9;8.7
720;Totaal mannen en vrouwen;75 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2007/2010;11.8;5.4;5.2;9.8;
721;Totaal mannen en vrouwen;75 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2011/2014;12.3;5.5;6.0;10.2;
722;Totaal mannen en vrouwen;75 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2015/2018;12.1;6.2;5.8;10.2;4.8
723;Totaal mannen en vrouwen;75 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2017/2020;12.2;6.5;5.9;10.3;4.7
724;Totaal mannen en vrouwen;75 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2019/2022;12.1;6.5;6.2;10.5;4.6
725;Totaal mannen en vrouwen;75 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2007/2010;11.8;5.0;4.7;9.4;
726;Totaal mannen en vrouwen;75 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2011/2014;12.3;5.3;5.7;9.9;
727;Totaal mannen en vrouwen;75 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2015/2018;12.1;6.0;5.5;10.0;4.5
728;Totaal mannen en vrouwen;75 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2017/2020;12.2;6.2;5.6;10.1;4.4
729;Totaal mannen en vrouwen;75 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2019/2022;12.1;6.2;5.9;10.3;4.3
730;Totaal mannen en vrouwen;75 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2007/2010;11.8;5.8;5.6;10.2;
731;Totaal mannen en vrouwen;75 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2011/2014;12.3;5.8;6.3;10.5;
732;Totaal mannen en vrouwen;75 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2015/2018;12.1;6.5;6.0;10.4;5.1
733;Totaal mannen en vrouwen;75 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2017/2020;12.2;6.8;6.2;10.5;5.0
734;Totaal mannen en vrouwen;75 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2019/2022;12.1;6.8;6.5;10.7;4.9
735;Totaal mannen en vrouwen;75 jaar;Havo, vwo, mbo2-4;Waarde;2007/2010;12.1;7.0;7.2;11.0;
736;Totaal mannen en vrouwen;75 jaar;Havo, vwo, mbo2-4;Waarde;2011/2014;12.4;7.2;7.6;11.1;
737;Totaal mannen en vrouwen;75 jaar;Havo, vwo, mbo2-4;Waarde;2015/2018;13.0;7.6;7.7;11.7;5.4
738;Totaal mannen en vrouwen;75 jaar;Havo, vwo, mbo2-4;Waarde;2017/2020;12.7;7.5;8.0;11.4;5.2
739;Totaal mannen en vrouwen;75 jaar;Havo, vwo, mbo2-4;Waarde;2019/2022;12.5;7.8;8.3;11.3;5.1
740;Totaal mannen en vrouwen;75 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2007/2010;12.1;6.2;6.3;10.4;
741;Totaal mannen en vrouwen;75 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2011/2014;12.4;6.8;7.1;10.8;
742;Totaal mannen en vrouwen;75 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2015/2018;13.0;7.1;7.3;11.4;5.0
743;Totaal mannen en vrouwen;75 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2017/2020;12.7;7.1;7.6;11.2;4.8
744;Totaal mannen en vrouwen;75 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2019/2022;12.4;7.4;7.9;11.0;4.7
745;Totaal mannen en vrouwen;75 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2007/2010;12.2;7.8;8.1;11.7;
746;Totaal mannen en vrouwen;75 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2011/2014;12.5;7.6;8.1;11.4;
747;Totaal mannen en vrouwen;75 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2015/2018;13.1;8.1;8.2;12.0;5.9
748;Totaal mannen en vrouwen;75 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2017/2020;12.7;7.9;8.4;11.7;5.6
749;Totaal mannen en vrouwen;75 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2019/2022;12.5;8.2;8.7;11.5;5.5
750;Totaal mannen en vrouwen;75 jaar;Hbo, wo;Waarde;2007/2010;12.7;9.4;7.4;12.3;
751;Totaal mannen en vrouwen;75 jaar;Hbo, wo;Waarde;2011/2014;12.9;8.2;8.5;12.2;
752;Totaal mannen en vrouwen;75 jaar;Hbo, wo;Waarde;2015/2018;13.4;8.6;9.0;12.2;6.0
753;Totaal mannen en vrouwen;75 jaar;Hbo, wo;Waarde;2017/2020;13.3;9.0;9.3;11.9;6.2
754;Totaal mannen en vrouwen;75 jaar;Hbo, wo;Waarde;2019/2022;13.1;8.3;9.1;11.8;5.6
755;Totaal mannen en vrouwen;75 jaar;Hbo, wo;Ondergrens 95%-interval;2007/2010;12.6;8.5;6.3;11.9;
756;Totaal mannen en vrouwen;75 jaar;Hbo, wo;Ondergrens 95%-interval;2011/2014;12.9;7.6;7.9;11.8;
757;Totaal mannen en vrouwen;75 jaar;Hbo, wo;Ondergrens 95%-interval;2015/2018;13.3;7.9;8.4;11.8;5.4
758;Totaal mannen en vrouwen;75 jaar;Hbo, wo;Ondergrens 95%-interval;2017/2020;13.2;8.4;8.7;11.6;5.6
759;Totaal mannen en vrouwen;75 jaar;Hbo, wo;Ondergrens 95%-interval;2019/2022;13.1;7.8;8.6;11.4;5.1
760;Totaal mannen en vrouwen;75 jaar;Hbo, wo;Bovengrens 95%-interval;2007/2010;12.8;10.3;8.5;12.7;
761;Totaal mannen en vrouwen;75 jaar;Hbo, wo;Bovengrens 95%-interval;2011/2014;13.0;8.8;9.2;12.5;
762;Totaal mannen en vrouwen;75 jaar;Hbo, wo;Bovengrens 95%-interval;2015/2018;13.4;9.2;9.6;12.6;6.6
763;Totaal mannen en vrouwen;75 jaar;Hbo, wo;Bovengrens 95%-interval;2017/2020;13.3;9.5;9.8;12.3;6.7
764;Totaal mannen en vrouwen;75 jaar;Hbo, wo;Bovengrens 95%-interval;2019/2022;13.2;8.8;9.6;12.1;6.2
765;Totaal mannen en vrouwen;80 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2007/2010;8.8;3.8;3.2;7.2;
766;Totaal mannen en vrouwen;80 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2011/2014;9.1;3.8;3.6;7.3;
767;Totaal mannen en vrouwen;80 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2015/2018;8.8;4.2;3.1;7.2;2.9
768;Totaal mannen en vrouwen;80 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2017/2020;9.0;4.7;3.3;7.4;2.9
769;Totaal mannen en vrouwen;80 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2019/2022;9.0;4.6;3.7;7.6;3.0
770;Totaal mannen en vrouwen;80 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2007/2010;8.7;3.4;2.7;6.7;
771;Totaal mannen en vrouwen;80 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2011/2014;9.1;3.5;3.2;7.0;
772;Totaal mannen en vrouwen;80 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2015/2018;8.8;3.9;2.9;7.0;2.6
773;Totaal mannen en vrouwen;80 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2017/2020;8.9;4.4;3.0;7.1;2.6
774;Totaal mannen en vrouwen;80 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2019/2022;8.9;4.3;3.4;7.4;2.7
775;Totaal mannen en vrouwen;80 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2007/2010;8.8;4.2;3.7;7.6;
776;Totaal mannen en vrouwen;80 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2011/2014;9.1;4.0;3.9;7.6;
777;Totaal mannen en vrouwen;80 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2015/2018;8.9;4.5;3.4;7.5;3.2
778;Totaal mannen en vrouwen;80 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2017/2020;9.0;5.0;3.6;7.6;3.2
779;Totaal mannen en vrouwen;80 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2019/2022;9.0;4.9;4.0;7.9;3.3
780;Totaal mannen en vrouwen;80 jaar;Havo, vwo, mbo2-4;Waarde;2007/2010;9.0;4.8;4.5;8.0;
781;Totaal mannen en vrouwen;80 jaar;Havo, vwo, mbo2-4;Waarde;2011/2014;9.1;5.2;4.7;8.1;
782;Totaal mannen en vrouwen;80 jaar;Havo, vwo, mbo2-4;Waarde;2015/2018;9.6;5.2;4.8;8.6;3.6
783;Totaal mannen en vrouwen;80 jaar;Havo, vwo, mbo2-4;Waarde;2017/2020;9.3;5.2;5.0;8.3;3.3
784;Totaal mannen en vrouwen;80 jaar;Havo, vwo, mbo2-4;Waarde;2019/2022;9.1;5.4;5.3;8.2;3.1
785;Totaal mannen en vrouwen;80 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2007/2010;8.9;4.0;3.4;7.3;
786;Totaal mannen en vrouwen;80 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2011/2014;9.1;4.8;4.2;7.8;
787;Totaal mannen en vrouwen;80 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2015/2018;9.6;4.8;4.3;8.3;3.1
788;Totaal mannen en vrouwen;80 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2017/2020;9.2;4.7;4.5;8.0;2.8
789;Totaal mannen en vrouwen;80 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2019/2022;9.0;5.0;4.9;7.9;2.7
790;Totaal mannen en vrouwen;80 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2007/2010;9.0;5.7;5.5;8.7;
791;Totaal mannen en vrouwen;80 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2011/2014;9.2;5.6;5.2;8.5;
792;Totaal mannen en vrouwen;80 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2015/2018;9.7;5.7;5.3;9.0;4.1
793;Totaal mannen en vrouwen;80 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2017/2020;9.3;5.6;5.4;8.6;3.7
794;Totaal mannen en vrouwen;80 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2019/2022;9.2;5.8;5.7;8.4;3.5
795;Totaal mannen en vrouwen;80 jaar;Hbo, wo;Waarde;2007/2010;9.4;7.5;4.5;9.2;
796;Totaal mannen en vrouwen;80 jaar;Hbo, wo;Waarde;2011/2014;9.4;5.5;5.3;8.8;
797;Totaal mannen en vrouwen;80 jaar;Hbo, wo;Waarde;2015/2018;9.8;6.1;5.9;8.9;3.6
798;Totaal mannen en vrouwen;80 jaar;Hbo, wo;Waarde;2017/2020;9.8;6.2;6.1;8.6;3.7
799;Totaal mannen en vrouwen;80 jaar;Hbo, wo;Waarde;2019/2022;9.5;5.5;5.8;8.5;3.4
800;Totaal mannen en vrouwen;80 jaar;Hbo, wo;Ondergrens 95%-interval;2007/2010;9.3;6.6;3.4;8.8;
801;Totaal mannen en vrouwen;80 jaar;Hbo, wo;Ondergrens 95%-interval;2011/2014;9.3;4.9;4.6;8.4;
802;Totaal mannen en vrouwen;80 jaar;Hbo, wo;Ondergrens 95%-interval;2015/2018;9.8;5.5;5.2;8.4;3.0
803;Totaal mannen en vrouwen;80 jaar;Hbo, wo;Ondergrens 95%-interval;2017/2020;9.7;5.6;5.5;8.2;3.1
804;Totaal mannen en vrouwen;80 jaar;Hbo, wo;Ondergrens 95%-interval;2019/2022;9.5;5.0;5.2;8.1;2.9
805;Totaal mannen en vrouwen;80 jaar;Hbo, wo;Bovengrens 95%-interval;2007/2010;9.5;8.4;5.7;9.5;
806;Totaal mannen en vrouwen;80 jaar;Hbo, wo;Bovengrens 95%-interval;2011/2014;9.5;6.1;6.1;9.2;
807;Totaal mannen en vrouwen;80 jaar;Hbo, wo;Bovengrens 95%-interval;2015/2018;9.9;6.8;6.6;9.3;4.2
808;Totaal mannen en vrouwen;80 jaar;Hbo, wo;Bovengrens 95%-interval;2017/2020;9.8;6.8;6.7;9.0;4.3
809;Totaal mannen en vrouwen;80 jaar;Hbo, wo;Bovengrens 95%-interval;2019/2022;9.6;6.1;6.4;8.9;3.9
810;Mannen;0 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2007/2010;75.9;57.4;65.5;69.7;
811;Mannen;0 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2011/2014;76.9;57.7;66.5;69.4;
812;Mannen;0 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2015/2018;76.6;57.0;66.1;67.9;53.8
813;Mannen;0 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2017/2020;77.0;57.1;66.6;67.9;53.1
814;Mannen;0 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2019/2022;76.7;57.2;66.4;66.4;52.9
815;Mannen;0 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2007/2010;75.8;56.2;;68.8;
816;Mannen;0 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2011/2014;76.7;56.8;;68.5;
817;Mannen;0 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2015/2018;76.4;56.0;;67.1;
818;Mannen;0 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2017/2020;76.8;56.0;;67.1;
819;Mannen;0 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2019/2022;76.4;56.0;;65.4;
820;Mannen;0 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2007/2010;76.1;58.6;;70.6;
821;Mannen;0 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2011/2014;77.0;58.5;;70.2;
822;Mannen;0 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2015/2018;76.8;58.1;;68.8;
823;Mannen;0 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2017/2020;77.2;58.2;;68.8;
824;Mannen;0 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2019/2022;77.0;58.4;;67.4;
825;Mannen;0 jaar;Havo, vwo, mbo2-4;Waarde;2007/2010;78.7;65.3;71.7;74.8;
