ID;Transacties;InstitutioneleSectoren;Perioden;Overheidsuitgaven_1
1163;Totaal overheidsuitgaven;Waterschappen;2016 3e kwartaal;854
1164;Totaal overheidsuitgaven;Waterschappen;2016 4e kwartaal;913
1165;Totaal overheidsuitgaven;Waterschappen;2016;3530
1166;Totaal overheidsuitgaven;Waterschappen;2017 1e kwartaal;824
1167;Totaal overheidsuitgaven;Waterschappen;2017 2e kwartaal;860
1168;Totaal overheidsuitgaven;Waterschappen;2017 3e kwartaal;825
1169;Totaal overheidsuitgaven;Waterschappen;2017 4e kwartaal;880
1170;Totaal overheidsuitgaven;Waterschappen;2017;3389
1171;Totaal overheidsuitgaven;Waterschappen;2018 1e kwartaal;859
1172;Totaal overheidsuitgaven;Waterschappen;2018 2e kwartaal;896
1173;Totaal overheidsuitgaven;Waterschappen;2018 3e kwartaal;859
1174;Totaal overheidsuitgaven;Waterschappen;2018 4e kwartaal;937
1175;Totaal overheidsuitgaven;Waterschappen;2018;3551
1176;Totaal overheidsuitgaven;Waterschappen;2019 1e kwartaal;926
1177;Totaal overheidsuitgaven;Waterschappen;2019 2e kwartaal;1007
1178;Totaal overheidsuitgaven;Waterschappen;2019 3e kwartaal;893
1179;Totaal overheidsuitgaven;Waterschappen;2019 4e kwartaal;857
1180;Totaal overheidsuitgaven;Waterschappen;2019;3683
1181;Totaal overheidsuitgaven;Waterschappen;2020 1e kwartaal;992
1182;Totaal overheidsuitgaven;Waterschappen;2020 2e kwartaal;945
1183;Totaal overheidsuitgaven;Waterschappen;2020 3e kwartaal;953
1184;Totaal overheidsuitgaven;Waterschappen;2020 4e kwartaal;954
1185;Totaal overheidsuitgaven;Waterschappen;2020;3844
1186;Totaal overheidsuitgaven;Waterschappen;2021 1e kwartaal;925
1187;Totaal overheidsuitgaven;Waterschappen;2021 2e kwartaal;1114
1188;Totaal overheidsuitgaven;Waterschappen;2021 3e kwartaal;975
1189;Totaal overheidsuitgaven;Waterschappen;2021 4e kwartaal;1018
1190;Totaal overheidsuitgaven;Waterschappen;2021;4032
1191;Totaal overheidsuitgaven;Waterschappen;2022 1e kwartaal;987
1192;Totaal overheidsuitgaven;Waterschappen;2022 2e kwartaal;1096
1193;Totaal overheidsuitgaven;Waterschappen;2022 3e kwartaal;1149
1194;Totaal overheidsuitgaven;Waterschappen;2022 4e kwartaal;1108
1195;Totaal overheidsuitgaven;Waterschappen;2022;4340
1196;Totaal overheidsuitgaven;Waterschappen;2023 1e kwartaal;1195
1197;Totaal overheidsuitgaven;Waterschappen;2023 2e kwartaal;1261
1198;Totaal overheidsuitgaven;Waterschappen;2023 3e kwartaal;1258
1199;Totaal overheidsuitgaven;Waterschappen;2023 4e kwartaal;1257
1200;Totaal overheidsuitgaven;Waterschappen;2023;4971
1201;Totaal overheidsuitgaven;Waterschappen;2024 1e kwartaal;1333
1202;Totaal overheidsuitgaven;Waterschappen;2024 2e kwartaal;1398
1203;Totaal overheidsuitgaven;Waterschappen;2024 3e kwartaal;1363
1204;Totaal overheidsuitgaven;Waterschappen;2024 4e kwartaal;1423
1205;Totaal overheidsuitgaven;Waterschappen;2024;5517
1206;Totaal overheidsuitgaven;Overige lokale overheden;1995;17991
1207;Totaal overheidsuitgaven;Overige lokale overheden;1996;18143
1208;Totaal overheidsuitgaven;Overige lokale overheden;1997;19453
1209;Totaal overheidsuitgaven;Overige lokale overheden;1998;20321
1210;Totaal overheidsuitgaven;Overige lokale overheden;1999 1e kwartaal;4787
1211;Totaal overheidsuitgaven;Overige lokale overheden;1999 2e kwartaal;5871
1212;Totaal overheidsuitgaven;Overige lokale overheden;1999 3e kwartaal;5024
1213;Totaal overheidsuitgaven;Overige lokale overheden;1999 4e kwartaal;5866
1214;Totaal overheidsuitgaven;Overige lokale overheden;1999;21548
1215;Totaal overheidsuitgaven;Overige lokale overheden;2000 1e kwartaal;5009
1216;Totaal overheidsuitgaven;Overige lokale overheden;2000 2e kwartaal;6188
1217;Totaal overheidsuitgaven;Overige lokale overheden;2000 3e kwartaal;5237
1218;Totaal overheidsuitgaven;Overige lokale overheden;2000 4e kwartaal;6161
1219;Totaal overheidsuitgaven;Overige lokale overheden;2000;22595
1220;Totaal overheidsuitgaven;Overige lokale overheden;2001 1e kwartaal;5338
1221;Totaal overheidsuitgaven;Overige lokale overheden;2001 2e kwartaal;6608
1222;Totaal overheidsuitgaven;Overige lokale overheden;2001 3e kwartaal;5487
1223;Totaal overheidsuitgaven;Overige lokale overheden;2001 4e kwartaal;6470
1224;Totaal overheidsuitgaven;Overige lokale overheden;2001;23903
1225;Totaal overheidsuitgaven;Overige lokale overheden;2002 1e kwartaal;5682
1226;Totaal overheidsuitgaven;Overige lokale overheden;2002 2e kwartaal;7001
1227;Totaal overheidsuitgaven;Overige lokale overheden;2002 3e kwartaal;5834
1228;Totaal overheidsuitgaven;Overige lokale overheden;2002 4e kwartaal;6900
1229;Totaal overheidsuitgaven;Overige lokale overheden;2002;25417
1230;Totaal overheidsuitgaven;Overige lokale overheden;2003 1e kwartaal;6117
1231;Totaal overheidsuitgaven;Overige lokale overheden;2003 2e kwartaal;7488
1232;Totaal overheidsuitgaven;Overige lokale overheden;2003 3e kwartaal;6275
1233;Totaal overheidsuitgaven;Overige lokale overheden;2003 4e kwartaal;7373
1234;Totaal overheidsuitgaven;Overige lokale overheden;2003;27253
1235;Totaal overheidsuitgaven;Overige lokale overheden;2004 1e kwartaal;6431
1236;Totaal overheidsuitgaven;Overige lokale overheden;2004 2e kwartaal;7798
1237;Totaal overheidsuitgaven;Overige lokale overheden;2004 3e kwartaal;6546
1238;Totaal overheidsuitgaven;Overige lokale overheden;2004 4e kwartaal;7657
1239;Totaal overheidsuitgaven;Overige lokale overheden;2004;28432
1240;Totaal overheidsuitgaven;Overige lokale overheden;2005 1e kwartaal;6697
1241;Totaal overheidsuitgaven;Overige lokale overheden;2005 2e kwartaal;7977
1242;Totaal overheidsuitgaven;Overige lokale overheden;2005 3e kwartaal;6759
1243;Totaal overheidsuitgaven;Overige lokale overheden;2005 4e kwartaal;7929
1244;Totaal overheidsuitgaven;Overige lokale overheden;2005;29362
1245;Totaal overheidsuitgaven;Overige lokale overheden;2006 1e kwartaal;7064
1246;Totaal overheidsuitgaven;Overige lokale overheden;2006 2e kwartaal;8363
1247;Totaal overheidsuitgaven;Overige lokale overheden;2006 3e kwartaal;7181
1248;Totaal overheidsuitgaven;Overige lokale overheden;2006 4e kwartaal;8367
1249;Totaal overheidsuitgaven;Overige lokale overheden;2006;30975
1250;Totaal overheidsuitgaven;Overige lokale overheden;2007 1e kwartaal;7550
1251;Totaal overheidsuitgaven;Overige lokale overheden;2007 2e kwartaal;8906
1252;Totaal overheidsuitgaven;Overige lokale overheden;2007 3e kwartaal;7620
1253;Totaal overheidsuitgaven;Overige lokale overheden;2007 4e kwartaal;8922
1254;Totaal overheidsuitgaven;Overige lokale overheden;2007;32998
1255;Totaal overheidsuitgaven;Overige lokale overheden;2008 1e kwartaal;8061
1256;Totaal overheidsuitgaven;Overige lokale overheden;2008 2e kwartaal;9572
1257;Totaal overheidsuitgaven;Overige lokale overheden;2008 3e kwartaal;8063
1258;Totaal overheidsuitgaven;Overige lokale overheden;2008 4e kwartaal;9554
1259;Totaal overheidsuitgaven;Overige lokale overheden;2008;35250
1260;Totaal overheidsuitgaven;Overige lokale overheden;2009 1e kwartaal;8374
1261;Totaal overheidsuitgaven;Overige lokale overheden;2009 2e kwartaal;9978
1262;Totaal overheidsuitgaven;Overige lokale overheden;2009 3e kwartaal;8479
1263;Totaal overheidsuitgaven;Overige lokale overheden;2009 4e kwartaal;9991
1264;Totaal overheidsuitgaven;Overige lokale overheden;2009;36822
1265;Totaal overheidsuitgaven;Overige lokale overheden;2010 1e kwartaal;8589
1266;Totaal overheidsuitgaven;Overige lokale overheden;2010 2e kwartaal;10099
1267;Totaal overheidsuitgaven;Overige lokale overheden;2010 3e kwartaal;8560
1268;Totaal overheidsuitgaven;Overige lokale overheden;2010 4e kwartaal;10062
1269;Totaal overheidsuitgaven;Overige lokale overheden;2010;37310
1270;Totaal overheidsuitgaven;Overige lokale overheden;2011 1e kwartaal;8653
1271;Totaal overheidsuitgaven;Overige lokale overheden;2011 2e kwartaal;10235
1272;Totaal overheidsuitgaven;Overige lokale overheden;2011 3e kwartaal;8662
1273;Totaal overheidsuitgaven;Overige lokale overheden;2011 4e kwartaal;10190
1274;Totaal overheidsuitgaven;Overige lokale overheden;2011;37740
1275;Totaal overheidsuitgaven;Overige lokale overheden;2012 1e kwartaal;8446
1276;Totaal overheidsuitgaven;Overige lokale overheden;2012 2e kwartaal;10119
1277;Totaal overheidsuitgaven;Overige lokale overheden;2012 3e kwartaal;8555
1278;Totaal overheidsuitgaven;Overige lokale overheden;2012 4e kwartaal;10057
1279;Totaal overheidsuitgaven;Overige lokale overheden;2012;37177
1280;Totaal overheidsuitgaven;Overige lokale overheden;2013 1e kwartaal;7453
1281;Totaal overheidsuitgaven;Overige lokale overheden;2013 2e kwartaal;8498
1282;Totaal overheidsuitgaven;Overige lokale overheden;2013 3e kwartaal;7509
1283;Totaal overheidsuitgaven;Overige lokale overheden;2013 4e kwartaal;8718
1284;Totaal overheidsuitgaven;Overige lokale overheden;2013;32178
1285;Totaal overheidsuitgaven;Overige lokale overheden;2014 1e kwartaal;7652
1286;Totaal overheidsuitgaven;Overige lokale overheden;2014 2e kwartaal;8886
1287;Totaal overheidsuitgaven;Overige lokale overheden;2014 3e kwartaal;7810
1288;Totaal overheidsuitgaven;Overige lokale overheden;2014 4e kwartaal;8920
1289;Totaal overheidsuitgaven;Overige lokale overheden;2014;33268
1290;Totaal overheidsuitgaven;Overige lokale overheden;2015 1e kwartaal;7759
1291;Totaal overheidsuitgaven;Overige lokale overheden;2015 2e kwartaal;8981
1292;Totaal overheidsuitgaven;Overige lokale overheden;2015 3e kwartaal;8154
1293;Totaal overheidsuitgaven;Overige lokale overheden;2015 4e kwartaal;8998
1294;Totaal overheidsuitgaven;Overige lokale overheden;2015;33892
1295;Totaal overheidsuitgaven;Overige lokale overheden;2016 1e kwartaal;7971
1296;Totaal overheidsuitgaven;Overige lokale overheden;2016 2e kwartaal;9279
1297;Totaal overheidsuitgaven;Overige lokale overheden;2016 3e kwartaal;8504
1298;Totaal overheidsuitgaven;Overige lokale overheden;2016 4e kwartaal;9199
1299;Totaal overheidsuitgaven;Overige lokale overheden;2016;34953
1300;Totaal overheidsuitgaven;Overige lokale overheden;2017 1e kwartaal;8210
1301;Totaal overheidsuitgaven;Overige lokale overheden;2017 2e kwartaal;9610
1302;Totaal overheidsuitgaven;Overige lokale overheden;2017 3e kwartaal;8401
1303;Totaal overheidsuitgaven;Overige lokale overheden;2017 4e kwartaal;9371
1304;Totaal overheidsuitgaven;Overige lokale overheden;2017;35592
1305;Totaal overheidsuitgaven;Overige lokale overheden;2018 1e kwartaal;8267
1306;Totaal overheidsuitgaven;Overige lokale overheden;2018 2e kwartaal;9583
1307;Totaal overheidsuitgaven;Overige lokale overheden;2018 3e kwartaal;8803
1308;Totaal overheidsuitgaven;Overige lokale overheden;2018 4e kwartaal;10053
1309;Totaal overheidsuitgaven;Overige lokale overheden;2018;36706
1310;Totaal overheidsuitgaven;Overige lokale overheden;2019 1e kwartaal;8735
1311;Totaal overheidsuitgaven;Overige lokale overheden;2019 2e kwartaal;10097
1312;Totaal overheidsuitgaven;Overige lokale overheden;2019 3e kwartaal;9076
1313;Totaal overheidsuitgaven;Overige lokale overheden;2019 4e kwartaal;10150
1314;Totaal overheidsuitgaven;Overige lokale overheden;2019;38058
1315;Totaal overheidsuitgaven;Overige lokale overheden;2020 1e kwartaal;9247
1316;Totaal overheidsuitgaven;Overige lokale overheden;2020 2e kwartaal;10493
1317;Totaal overheidsuitgaven;Overige lokale overheden;2020 3e kwartaal;9219
1318;Totaal overheidsuitgaven;Overige lokale overheden;2020 4e kwartaal;10492
1319;Totaal overheidsuitgaven;Overige lokale overheden;2020;39451
1320;Totaal overheidsuitgaven;Overige lokale overheden;2021 1e kwartaal;9510
1321;Totaal overheidsuitgaven;Overige lokale overheden;2021 2e kwartaal;10997
1322;Totaal overheidsuitgaven;Overige lokale overheden;2021 3e kwartaal;9947
1323;Totaal overheidsuitgaven;Overige lokale overheden;2021 4e kwartaal;11525
1324;Totaal overheidsuitgaven;Overige lokale overheden;2021;41979
1325;Totaal overheidsuitgaven;Overige lokale overheden;2022 1e kwartaal;10098
1326;Totaal overheidsuitgaven;Overige lokale overheden;2022 2e kwartaal;11798
1327;Totaal overheidsuitgaven;Overige lokale overheden;2022 3e kwartaal;11076
1328;Totaal overheidsuitgaven;Overige lokale overheden;2022 4e kwartaal;12423
1329;Totaal overheidsuitgaven;Overige lokale overheden;2022;45395
1330;Totaal overheidsuitgaven;Overige lokale overheden;2023 1e kwartaal;10829
1331;Totaal overheidsuitgaven;Overige lokale overheden;2023 2e kwartaal;12462
1332;Totaal overheidsuitgaven;Overige lokale overheden;2023 3e kwartaal;11895
1333;Totaal overheidsuitgaven;Overige lokale overheden;2023 4e kwartaal;13353
1334;Totaal overheidsuitgaven;Overige lokale overheden;2023;48539
1335;Totaal overheidsuitgaven;Overige lokale overheden;2024 1e kwartaal;12053
1336;Totaal overheidsuitgaven;Overige lokale overheden;2024 2e kwartaal;13808
1337;Totaal overheidsuitgaven;Overige lokale overheden;2024 3e kwartaal;12456
1338;Totaal overheidsuitgaven;Overige lokale overheden;2024 4e kwartaal;13946
1339;Totaal overheidsuitgaven;Overige lokale overheden;2024;52263
1340;Totaal overheidsuitgaven;Socialezekerheidsfondsen;1995;55260
1341;Totaal overheidsuitgaven;Socialezekerheidsfondsen;1996;54977
1342;Totaal overheidsuitgaven;Socialezekerheidsfondsen;1997;57873
1343;Totaal overheidsuitgaven;Socialezekerheidsfondsen;1998;58851
1344;Totaal overheidsuitgaven;Socialezekerheidsfondsen;1999 1e kwartaal;15068
1345;Totaal overheidsuitgaven;Socialezekerheidsfondsen;1999 2e kwartaal;16456
1346;Totaal overheidsuitgaven;Socialezekerheidsfondsen;1999 3e kwartaal;14568
1347;Totaal overheidsuitgaven;Socialezekerheidsfondsen;1999 4e kwartaal;15002
1348;Totaal overheidsuitgaven;Socialezekerheidsfondsen;1999;61094
1349;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2000 1e kwartaal;15724
1350;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2000 2e kwartaal;17221
1351;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2000 3e kwartaal;15335
1352;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2000 4e kwartaal;15757
1353;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2000;64037
1354;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2001 1e kwartaal;16938
1355;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2001 2e kwartaal;18655
1356;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2001 3e kwartaal;16552
1357;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2001 4e kwartaal;18899
1358;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2001;71044
1359;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2002 1e kwartaal;18295
1360;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2002 2e kwartaal;20481
1361;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2002 3e kwartaal;18092
1362;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2002 4e kwartaal;19581
1363;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2002;76449
1364;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2003 1e kwartaal;19661
1365;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2003 2e kwartaal;21845
1366;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2003 3e kwartaal;19312
1367;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2003 4e kwartaal;21990
1368;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2003;82808
1369;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2004 1e kwartaal;20107
1370;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2004 2e kwartaal;22716
1371;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2004 3e kwartaal;19995
1372;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2004 4e kwartaal;20818
1373;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2004;83636
1374;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2005 1e kwartaal;20386
1375;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2005 2e kwartaal;22895
1376;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2005 3e kwartaal;20529
1377;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2005 4e kwartaal;23533
1378;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2005;87343
1379;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2006 1e kwartaal;22799
1380;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2006 2e kwartaal;25382
1381;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2006 3e kwartaal;22599
1382;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2006 4e kwartaal;26811
1383;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2006;97591
1384;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2007 1e kwartaal;23144
1385;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2007 2e kwartaal;26047
1386;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2007 3e kwartaal;22951
1387;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2007 4e kwartaal;26599
1388;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2007;98741
1389;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2008 1e kwartaal;23910
1390;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2008 2e kwartaal;26676
1391;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2008 3e kwartaal;23811
1392;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2008 4e kwartaal;24758
1393;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2008;99155
1394;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2009 1e kwartaal;25679
1395;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2009 2e kwartaal;28632
1396;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2009 3e kwartaal;25762
1397;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2009 4e kwartaal;28794
1398;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2009;108867
1399;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2010 1e kwartaal;27260
1400;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2010 2e kwartaal;30227
1401;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2010 3e kwartaal;27169
1402;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2010 4e kwartaal;30612
1403;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2010;115268
1404;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2011 1e kwartaal;28008
1405;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2011 2e kwartaal;31209
1406;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2011 3e kwartaal;27604
1407;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2011 4e kwartaal;28353
1408;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2011;115174
1409;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2012 1e kwartaal;28850
1410;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2012 2e kwartaal;32421
1411;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2012 3e kwartaal;29088
1412;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2012 4e kwartaal;30008
1413;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2012;120367
1414;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2013 1e kwartaal;29767
1415;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2013 2e kwartaal;33376
1416;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2013 3e kwartaal;29993
1417;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2013 4e kwartaal;30420
1418;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2013;123556
1419;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2014 1e kwartaal;31741
1420;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2014 2e kwartaal;34073
1421;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2014 3e kwartaal;30098
1422;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2014 4e kwartaal;30822
1423;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2014;126734
1424;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2015 1e kwartaal;29409
1425;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2015 2e kwartaal;33019
1426;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2015 3e kwartaal;29263
1427;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2015 4e kwartaal;29406
1428;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2015;121097
1429;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2016 1e kwartaal;28776
1430;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2016 2e kwartaal;32949
1431;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2016 3e kwartaal;29099
1432;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2016 4e kwartaal;29422
1433;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2016;120246
1434;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2017 1e kwartaal;29450
1435;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2017 2e kwartaal;33267
1436;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2017 3e kwartaal;29921
1437;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2017 4e kwartaal;31233
1438;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2017;123871
1439;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2018 1e kwartaal;30467
1440;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2018 2e kwartaal;34193
1441;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2018 3e kwartaal;30833
1442;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2018 4e kwartaal;32164
1443;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2018;127657
1444;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2019 1e kwartaal;32031
1445;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2019 2e kwartaal;35687
1446;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2019 3e kwartaal;32413
1447;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2019 4e kwartaal;34561
1448;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2019;134692
1449;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2020 1e kwartaal;33069
1450;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2020 2e kwartaal;43870
1451;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2020 3e kwartaal;37105
1452;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2020 4e kwartaal;39463
1453;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2020;153507
1454;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2021 1e kwartaal;37697
1455;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2021 2e kwartaal;40311
1456;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2021 3e kwartaal;37010
1457;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2021 4e kwartaal;39650
1458;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2021;154668
1459;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2022 1e kwartaal;36719
1460;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2022 2e kwartaal;39615
1461;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2022 3e kwartaal;37104
1462;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2022 4e kwartaal;38283
1463;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2022;151721
1464;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2023 1e kwartaal;39708
1465;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2023 2e kwartaal;43929
1466;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2023 3e kwartaal;41343
1467;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2023 4e kwartaal;40912
1468;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2023;165892
1469;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2024 1e kwartaal;43097
1470;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2024 2e kwartaal;47432
1471;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2024 3e kwartaal;44901
1472;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2024 4e kwartaal;44813
1473;Totaal overheidsuitgaven;Socialezekerheidsfondsen;2024;180243
1474;P2 Intermediair verbruik;Overheid;1995;20621
1475;P2 Intermediair verbruik;Overheid;1996;21160
1476;P2 Intermediair verbruik;Overheid;1997;21945
1477;P2 Intermediair verbruik;Overheid;1998;23091
1478;P2 Intermediair verbruik;Overheid;1999 1e kwartaal;5915
1479;P2 Intermediair verbruik;Overheid;1999 2e kwartaal;5809
1480;P2 Intermediair verbruik;Overheid;1999 3e kwartaal;5677
1481;P2 Intermediair verbruik;Overheid;1999 4e kwartaal;6683
1482;P2 Intermediair verbruik;Overheid;1999;24084
1483;P2 Intermediair verbruik;Overheid;2000 1e kwartaal;6485
1484;P2 Intermediair verbruik;Overheid;2000 2e kwartaal;6294
1485;P2 Intermediair verbruik;Overheid;2000 3e kwartaal;6132
1486;P2 Intermediair verbruik;Overheid;2000 4e kwartaal;7351
1487;P2 Intermediair verbruik;Overheid;2000;26262
1488;P2 Intermediair verbruik;Overheid;2001 1e kwartaal;7197
1489;P2 Intermediair verbruik;Overheid;2001 2e kwartaal;6881
1490;P2 Intermediair verbruik;Overheid;2001 3e kwartaal;6738
1491;P2 Intermediair verbruik;Overheid;2001 4e kwartaal;8232
1492;P2 Intermediair verbruik;Overheid;2001;29048
1493;P2 Intermediair verbruik;Overheid;2002 1e kwartaal;7751
1494;P2 Intermediair verbruik;Overheid;2002 2e kwartaal;7432
1495;P2 Intermediair verbruik;Overheid;2002 3e kwartaal;7308
1496;P2 Intermediair verbruik;Overheid;2002 4e kwartaal;8833
1497;P2 Intermediair verbruik;Overheid;2002;31324
1498;P2 Intermediair verbruik;Overheid;2003 1e kwartaal;8352
1499;P2 Intermediair verbruik;Overheid;2003 2e kwartaal;7992
1500;P2 Intermediair verbruik;Overheid;2003 3e kwartaal;7871
1501;P2 Intermediair verbruik;Overheid;2003 4e kwartaal;9480
1502;P2 Intermediair verbruik;Overheid;2003;33695
1503;P2 Intermediair verbruik;Overheid;2004 1e kwartaal;8515
1504;P2 Intermediair verbruik;Overheid;2004 2e kwartaal;8101
1505;P2 Intermediair verbruik;Overheid;2004 3e kwartaal;7965
1506;P2 Intermediair verbruik;Overheid;2004 4e kwartaal;9647
1507;P2 Intermediair verbruik;Overheid;2004;34228
1508;P2 Intermediair verbruik;Overheid;2005 1e kwartaal;8355
1509;P2 Intermediair verbruik;Overheid;2005 2e kwartaal;8345
1510;P2 Intermediair verbruik;Overheid;2005 3e kwartaal;8228
1511;P2 Intermediair verbruik;Overheid;2005 4e kwartaal;9484
1512;P2 Intermediair verbruik;Overheid;2005;34412
1513;P2 Intermediair verbruik;Overheid;2006 1e kwartaal;8682
1514;P2 Intermediair verbruik;Overheid;2006 2e kwartaal;8615
