ID;Transacties;InstitutioneleSectoren;Perioden;Overheidsuitgaven_1
7181;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2014 1e kwartaal;267
7182;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2014 2e kwartaal;307
7183;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2014 3e kwartaal;275
7184;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2014 4e kwartaal;303
7185;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2014;1152
7186;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2015 1e kwartaal;283
7187;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2015 2e kwartaal;304
7188;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2015 3e kwartaal;290
7189;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2015 4e kwartaal;311
7190;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2015;1188
7191;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2016 1e kwartaal;263
7192;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2016 2e kwartaal;273
7193;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2016 3e kwartaal;267
7194;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2016 4e kwartaal;281
7195;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2016;1084
7196;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2017 1e kwartaal;262
7197;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2017 2e kwartaal;291
7198;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2017 3e kwartaal;270
7199;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2017 4e kwartaal;285
7200;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2017;1108
7201;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2018 1e kwartaal;279
7202;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2018 2e kwartaal;273
7203;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2018 3e kwartaal;262
7204;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2018 4e kwartaal;292
7205;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2018;1106
7206;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2019 1e kwartaal;291
7207;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2019 2e kwartaal;299
7208;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2019 3e kwartaal;289
7209;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2019 4e kwartaal;301
7210;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2019;1180
7211;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2020 1e kwartaal;309
7212;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2020 2e kwartaal;317
7213;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2020 3e kwartaal;276
7214;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2020 4e kwartaal;307
7215;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2020;1209
7216;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2021 1e kwartaal;308
7217;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2021 2e kwartaal;302
7218;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2021 3e kwartaal;309
7219;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2021 4e kwartaal;372
7220;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2021;1291
7221;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2022 1e kwartaal;390
7222;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2022 2e kwartaal;371
7223;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2022 3e kwartaal;373
7224;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2022 4e kwartaal;422
7225;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2022;1556
7226;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2023 1e kwartaal;409
7227;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2023 2e kwartaal;365
7228;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2023 3e kwartaal;386
7229;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2023 4e kwartaal;450
7230;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2023;1610
7231;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2024 1e kwartaal;432
7232;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2024 2e kwartaal;412
7233;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2024 3e kwartaal;399
7234;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2024 4e kwartaal;444
7235;D62+D632 Sociale uitkeringen en natur...;Overige lokale overheden;2024;1687
7236;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;1995;51956
7237;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;1996;51635
7238;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;1997;54432
7239;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;1998;55421
7240;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;1999 1e kwartaal;14139
7241;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;1999 2e kwartaal;15440
7242;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;1999 3e kwartaal;13652
7243;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;1999 4e kwartaal;14063
7244;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;1999;57294
7245;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2000 1e kwartaal;14843
7246;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2000 2e kwartaal;16203
7247;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2000 3e kwartaal;14410
7248;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2000 4e kwartaal;14715
7249;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2000;60171
7250;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2001 1e kwartaal;15904
7251;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2001 2e kwartaal;17519
7252;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2001 3e kwartaal;15480
7253;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2001 4e kwartaal;15955
7254;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2001;64858
7255;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2002 1e kwartaal;17133
7256;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2002 2e kwartaal;19180
7257;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2002 3e kwartaal;16794
7258;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2002 4e kwartaal;17312
7259;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2002;70419
7260;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2003 1e kwartaal;18440
7261;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2003 2e kwartaal;20550
7262;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2003 3e kwartaal;18122
7263;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2003 4e kwartaal;18688
7264;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2003;75800
7265;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2004 1e kwartaal;18731
7266;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2004 2e kwartaal;21230
7267;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2004 3e kwartaal;18586
7268;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2004 4e kwartaal;19242
7269;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2004;77789
7270;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2005 1e kwartaal;18961
7271;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2005 2e kwartaal;21360
7272;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2005 3e kwartaal;19108
7273;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2005 4e kwartaal;19302
7274;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2005;78731
7275;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2006 1e kwartaal;21355
7276;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2006 2e kwartaal;23978
7277;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2006 3e kwartaal;21272
7278;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2006 4e kwartaal;21718
7279;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2006;88323
7280;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2007 1e kwartaal;21601
7281;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2007 2e kwartaal;24142
7282;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2007 3e kwartaal;21335
7283;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2007 4e kwartaal;22238
7284;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2007;89316
7285;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2008 1e kwartaal;22540
7286;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2008 2e kwartaal;25198
7287;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2008 3e kwartaal;22403
7288;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2008 4e kwartaal;23202
7289;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2008;93343
7290;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2009 1e kwartaal;24175
7291;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2009 2e kwartaal;26842
7292;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2009 3e kwartaal;24117
7293;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2009 4e kwartaal;24706
7294;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2009;99840
7295;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2010 1e kwartaal;25167
7296;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2010 2e kwartaal;28043
7297;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2010 3e kwartaal;25182
7298;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2010 4e kwartaal;25777
7299;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2010;104169
7300;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2011 1e kwartaal;26007
7301;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2011 2e kwartaal;28960
7302;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2011 3e kwartaal;25530
7303;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2011 4e kwartaal;26040
7304;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2011;106537
7305;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2012 1e kwartaal;26684
7306;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2012 2e kwartaal;29968
7307;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2012 3e kwartaal;26844
7308;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2012 4e kwartaal;27602
7309;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2012;111098
7310;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2013 1e kwartaal;27728
7311;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2013 2e kwartaal;31000
7312;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2013 3e kwartaal;27795
7313;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2013 4e kwartaal;28121
7314;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2013;114644
7315;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2014 1e kwartaal;28596
7316;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2014 2e kwartaal;31769
7317;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2014 3e kwartaal;27984
7318;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2014 4e kwartaal;28401
7319;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2014;116750
7320;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2015 1e kwartaal;27555
7321;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2015 2e kwartaal;30935
7322;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2015 3e kwartaal;27364
7323;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2015 4e kwartaal;27383
7324;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2015;113237
7325;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2016 1e kwartaal;27621
7326;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2016 2e kwartaal;31524
7327;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2016 3e kwartaal;27817
7328;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2016 4e kwartaal;28012
7329;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2016;114974
7330;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2017 1e kwartaal;28011
7331;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2017 2e kwartaal;31653
7332;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2017 3e kwartaal;28452
7333;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2017 4e kwartaal;28427
7334;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2017;116543
7335;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2018 1e kwartaal;28651
7336;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2018 2e kwartaal;32620
7337;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2018 3e kwartaal;29320
7338;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2018 4e kwartaal;29387
7339;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2018;119978
7340;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2019 1e kwartaal;30149
7341;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2019 2e kwartaal;33836
7342;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2019 3e kwartaal;30652
7343;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2019 4e kwartaal;30444
7344;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2019;125081
7345;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2020 1e kwartaal;30837
7346;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2020 2e kwartaal;33400
7347;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2020 3e kwartaal;32281
7348;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2020 4e kwartaal;31411
7349;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2020;127929
7350;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2021 1e kwartaal;32540
7351;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2021 2e kwartaal;36326
7352;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2021 3e kwartaal;33907
7353;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2021 4e kwartaal;32836
7354;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2021;135609
7355;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2022 1e kwartaal;33509
7356;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2022 2e kwartaal;37360
7357;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2022 3e kwartaal;35018
7358;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2022 4e kwartaal;34671
7359;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2022;140558
7360;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2023 1e kwartaal;37338
7361;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2023 2e kwartaal;41360
7362;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2023 3e kwartaal;38887
7363;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2023 4e kwartaal;38294
7364;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2023;155879
7365;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2024 1e kwartaal;40454
7366;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2024 2e kwartaal;44727
7367;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2024 3e kwartaal;42210
7368;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2024 4e kwartaal;42106
7369;D62+D632 Sociale uitkeringen en natur...;Socialezekerheidsfondsen;2024;169497
7370;D62 Sociale uitkeringen;Overheid;1995;48219
7371;D62 Sociale uitkeringen;Overheid;1996;48340
7372;D62 Sociale uitkeringen;Overheid;1997;47909
7373;D62 Sociale uitkeringen;Overheid;1998;48550
7374;D62 Sociale uitkeringen;Overheid;1999 1e kwartaal;11468
7375;D62 Sociale uitkeringen;Overheid;1999 2e kwartaal;13826
7376;D62 Sociale uitkeringen;Overheid;1999 3e kwartaal;11580
7377;D62 Sociale uitkeringen;Overheid;1999 4e kwartaal;12082
7378;D62 Sociale uitkeringen;Overheid;1999;48956
7379;D62 Sociale uitkeringen;Overheid;2000 1e kwartaal;11693
7380;D62 Sociale uitkeringen;Overheid;2000 2e kwartaal;14102
7381;D62 Sociale uitkeringen;Overheid;2000 3e kwartaal;11797
7382;D62 Sociale uitkeringen;Overheid;2000 4e kwartaal;12270
7383;D62 Sociale uitkeringen;Overheid;2000;49862
7384;D62 Sociale uitkeringen;Overheid;2001 1e kwartaal;12286
7385;D62 Sociale uitkeringen;Overheid;2001 2e kwartaal;14756
7386;D62 Sociale uitkeringen;Overheid;2001 3e kwartaal;12518
7387;D62 Sociale uitkeringen;Overheid;2001 4e kwartaal;12717
7388;D62 Sociale uitkeringen;Overheid;2001;52277
7389;D62 Sociale uitkeringen;Overheid;2002 1e kwartaal;13094
7390;D62 Sociale uitkeringen;Overheid;2002 2e kwartaal;15247
7391;D62 Sociale uitkeringen;Overheid;2002 3e kwartaal;13044
7392;D62 Sociale uitkeringen;Overheid;2002 4e kwartaal;13194
7393;D62 Sociale uitkeringen;Overheid;2002;54579
7394;D62 Sociale uitkeringen;Overheid;2003 1e kwartaal;13881
7395;D62 Sociale uitkeringen;Overheid;2003 2e kwartaal;16304
7396;D62 Sociale uitkeringen;Overheid;2003 3e kwartaal;14027
7397;D62 Sociale uitkeringen;Overheid;2003 4e kwartaal;14032
7398;D62 Sociale uitkeringen;Overheid;2003;58244
7399;D62 Sociale uitkeringen;Overheid;2004 1e kwartaal;14181
7400;D62 Sociale uitkeringen;Overheid;2004 2e kwartaal;16615
7401;D62 Sociale uitkeringen;Overheid;2004 3e kwartaal;14288
7402;D62 Sociale uitkeringen;Overheid;2004 4e kwartaal;14478
7403;D62 Sociale uitkeringen;Overheid;2004;59562
7404;D62 Sociale uitkeringen;Overheid;2005 1e kwartaal;14278
7405;D62 Sociale uitkeringen;Overheid;2005 2e kwartaal;16892
7406;D62 Sociale uitkeringen;Overheid;2005 3e kwartaal;14141
7407;D62 Sociale uitkeringen;Overheid;2005 4e kwartaal;14362
7408;D62 Sociale uitkeringen;Overheid;2005;59673
7409;D62 Sociale uitkeringen;Overheid;2006 1e kwartaal;14585
7410;D62 Sociale uitkeringen;Overheid;2006 2e kwartaal;17169
7411;D62 Sociale uitkeringen;Overheid;2006 3e kwartaal;14573
7412;D62 Sociale uitkeringen;Overheid;2006 4e kwartaal;14813
7413;D62 Sociale uitkeringen;Overheid;2006;61140
7414;D62 Sociale uitkeringen;Overheid;2007 1e kwartaal;14956
7415;D62 Sociale uitkeringen;Overheid;2007 2e kwartaal;17542
7416;D62 Sociale uitkeringen;Overheid;2007 3e kwartaal;14879
7417;D62 Sociale uitkeringen;Overheid;2007 4e kwartaal;15000
7418;D62 Sociale uitkeringen;Overheid;2007;62377
7419;D62 Sociale uitkeringen;Overheid;2008 1e kwartaal;15874
7420;D62 Sociale uitkeringen;Overheid;2008 2e kwartaal;18369
7421;D62 Sociale uitkeringen;Overheid;2008 3e kwartaal;15913
7422;D62 Sociale uitkeringen;Overheid;2008 4e kwartaal;15680
7423;D62 Sociale uitkeringen;Overheid;2008;65836
7424;D62 Sociale uitkeringen;Overheid;2009 1e kwartaal;16394
7425;D62 Sociale uitkeringen;Overheid;2009 2e kwartaal;19381
7426;D62 Sociale uitkeringen;Overheid;2009 3e kwartaal;16858
7427;D62 Sociale uitkeringen;Overheid;2009 4e kwartaal;16905
7428;D62 Sociale uitkeringen;Overheid;2009;69538
7429;D62 Sociale uitkeringen;Overheid;2010 1e kwartaal;17494
7430;D62 Sociale uitkeringen;Overheid;2010 2e kwartaal;20607
7431;D62 Sociale uitkeringen;Overheid;2010 3e kwartaal;17569
7432;D62 Sociale uitkeringen;Overheid;2010 4e kwartaal;17373
7433;D62 Sociale uitkeringen;Overheid;2010;73043
7434;D62 Sociale uitkeringen;Overheid;2011 1e kwartaal;18092
7435;D62 Sociale uitkeringen;Overheid;2011 2e kwartaal;21506
7436;D62 Sociale uitkeringen;Overheid;2011 3e kwartaal;17877
7437;D62 Sociale uitkeringen;Overheid;2011 4e kwartaal;18019
7438;D62 Sociale uitkeringen;Overheid;2011;75494
7439;D62 Sociale uitkeringen;Overheid;2012 1e kwartaal;18595
7440;D62 Sociale uitkeringen;Overheid;2012 2e kwartaal;21905
7441;D62 Sociale uitkeringen;Overheid;2012 3e kwartaal;18581
7442;D62 Sociale uitkeringen;Overheid;2012 4e kwartaal;18785
7443;D62 Sociale uitkeringen;Overheid;2012;77866
7444;D62 Sociale uitkeringen;Overheid;2013 1e kwartaal;18906
7445;D62 Sociale uitkeringen;Overheid;2013 2e kwartaal;22925
7446;D62 Sociale uitkeringen;Overheid;2013 3e kwartaal;19826
7447;D62 Sociale uitkeringen;Overheid;2013 4e kwartaal;20028
7448;D62 Sociale uitkeringen;Overheid;2013;81685
7449;D62 Sociale uitkeringen;Overheid;2014 1e kwartaal;19408
7450;D62 Sociale uitkeringen;Overheid;2014 2e kwartaal;23690
7451;D62 Sociale uitkeringen;Overheid;2014 3e kwartaal;19607
7452;D62 Sociale uitkeringen;Overheid;2014 4e kwartaal;19975
7453;D62 Sociale uitkeringen;Overheid;2014;82680
7454;D62 Sociale uitkeringen;Overheid;2015 1e kwartaal;19917
7455;D62 Sociale uitkeringen;Overheid;2015 2e kwartaal;23818
7456;D62 Sociale uitkeringen;Overheid;2015 3e kwartaal;19902
7457;D62 Sociale uitkeringen;Overheid;2015 4e kwartaal;19625
7458;D62 Sociale uitkeringen;Overheid;2015;83262
7459;D62 Sociale uitkeringen;Overheid;2016 1e kwartaal;19963
7460;D62 Sociale uitkeringen;Overheid;2016 2e kwartaal;24208
7461;D62 Sociale uitkeringen;Overheid;2016 3e kwartaal;20191
7462;D62 Sociale uitkeringen;Overheid;2016 4e kwartaal;20026
7463;D62 Sociale uitkeringen;Overheid;2016;84388
7464;D62 Sociale uitkeringen;Overheid;2017 1e kwartaal;20060
7465;D62 Sociale uitkeringen;Overheid;2017 2e kwartaal;24228
7466;D62 Sociale uitkeringen;Overheid;2017 3e kwartaal;20402
7467;D62 Sociale uitkeringen;Overheid;2017 4e kwartaal;19860
7468;D62 Sociale uitkeringen;Overheid;2017;84550
7469;D62 Sociale uitkeringen;Overheid;2018 1e kwartaal;20210
7470;D62 Sociale uitkeringen;Overheid;2018 2e kwartaal;24354
7471;D62 Sociale uitkeringen;Overheid;2018 3e kwartaal;20491
7472;D62 Sociale uitkeringen;Overheid;2018 4e kwartaal;20363
7473;D62 Sociale uitkeringen;Overheid;2018;85418
7474;D62 Sociale uitkeringen;Overheid;2019 1e kwartaal;20465
7475;D62 Sociale uitkeringen;Overheid;2019 2e kwartaal;24783
7476;D62 Sociale uitkeringen;Overheid;2019 3e kwartaal;21021
7477;D62 Sociale uitkeringen;Overheid;2019 4e kwartaal;21007
7478;D62 Sociale uitkeringen;Overheid;2019;87276
7479;D62 Sociale uitkeringen;Overheid;2020 1e kwartaal;21183
7480;D62 Sociale uitkeringen;Overheid;2020 2e kwartaal;25810
7481;D62 Sociale uitkeringen;Overheid;2020 3e kwartaal;22550
7482;D62 Sociale uitkeringen;Overheid;2020 4e kwartaal;21735
7483;D62 Sociale uitkeringen;Overheid;2020;91278
7484;D62 Sociale uitkeringen;Overheid;2021 1e kwartaal;22201
7485;D62 Sociale uitkeringen;Overheid;2021 2e kwartaal;26703
7486;D62 Sociale uitkeringen;Overheid;2021 3e kwartaal;22824
7487;D62 Sociale uitkeringen;Overheid;2021 4e kwartaal;21834
7488;D62 Sociale uitkeringen;Overheid;2021;93562
7489;D62 Sociale uitkeringen;Overheid;2022 1e kwartaal;22294
7490;D62 Sociale uitkeringen;Overheid;2022 2e kwartaal;27145
7491;D62 Sociale uitkeringen;Overheid;2022 3e kwartaal;23913
7492;D62 Sociale uitkeringen;Overheid;2022 4e kwartaal;23351
7493;D62 Sociale uitkeringen;Overheid;2022;96703
7494;D62 Sociale uitkeringen;Overheid;2023 1e kwartaal;25328
7495;D62 Sociale uitkeringen;Overheid;2023 2e kwartaal;30279
7496;D62 Sociale uitkeringen;Overheid;2023 3e kwartaal;26703
7497;D62 Sociale uitkeringen;Overheid;2023 4e kwartaal;27629
7498;D62 Sociale uitkeringen;Overheid;2023;109939
7499;D62 Sociale uitkeringen;Overheid;2024 1e kwartaal;27551
7500;D62 Sociale uitkeringen;Overheid;2024 2e kwartaal;32256
7501;D62 Sociale uitkeringen;Overheid;2024 3e kwartaal;29127
7502;D62 Sociale uitkeringen;Overheid;2024 4e kwartaal;29254
7503;D62 Sociale uitkeringen;Overheid;2024;118188
7504;D62 Sociale uitkeringen;Centrale overheid;1995;7281
7505;D62 Sociale uitkeringen;Centrale overheid;1996;7004
7506;D62 Sociale uitkeringen;Centrale overheid;1997;6819
7507;D62 Sociale uitkeringen;Centrale overheid;1998;7731
