ID;SITC;CountriesGroups;Periods;ImportsValue_1;ExportsValue_2;BalanceOfTrade_3;Coverage_4;MutationOfImports_5;MutationOfExports_6
7080;Total goods;Estonia;2012 September;12985.0;62949.0;49964.0;484.8;-57.3;84.9
7081;Total goods;Estonia;2012 October;23975.0;71807.0;47832.0;299.5;-62.8;136.1
7082;Total goods;Estonia;2012 November;12570.0;72242.0;59673.0;574.7;-19.0;41.8
7083;Total goods;Estonia;2012 December;9115.0;55631.0;46516.0;610.3;-66.0;83.5
7084;Total goods;Estonia;2012 ;251716.0;626088.0;374371.0;248.7;-42.6;58.2
7085;Total goods;Estonia;2013 January;17872.0;63644.0;45772.0;356.1;-8.4;131.6
7086;Total goods;Estonia;2013 February;28900.0;70930.0;42030.0;245.4;-6.8;34.3
7087;Total goods;Estonia;2013 March;32515.0;77432.0;44917.0;238.1;-42.5;24.8
7088;Total goods;Estonia;2013 April;13912.0;69604.0;55692.0;500.3;-65.1;100.8
7089;Total goods;Estonia;2013 May;23370.0;75469.0;52098.0;322.9;88.1;22.5
7090;Total goods;Estonia;2013 June;14704.0;71953.0;57249.0;489.3;25.1;68.0
7091;Total goods;Estonia;2013 July;18481.0;65908.0;47427.0;356.6;77.1;70.6
7092;Total goods;Estonia;2013 August;10101.0;64480.0;54378.0;638.3;-12.9;48.7
7093;Total goods;Estonia;2013 September;26435.0;56336.0;29900.0;213.1;103.6;-10.5
7094;Total goods;Estonia;2013 October;17286.0;53689.0;36403.0;310.6;-27.9;-25.2
7095;Total goods;Estonia;2013 November;15233.0;56869.0;41636.0;373.3;21.2;-21.3
7096;Total goods;Estonia;2013 December;14312.0;47074.0;32762.0;328.9;57.0;-15.4
7097;Total goods;Estonia;2013;233122.0;773386.0;540263.0;331.8;-7.4;23.5
7098;Total goods;Estonia;2014 January;14957.0;59399.0;44442.0;397.1;-16.3;-6.7
7099;Total goods;Estonia;2014 February;14205.0;61121.0;46916.0;430.3;-50.8;-13.8
7100;Total goods;Estonia;2014 March;22427.0;76564.0;54137.0;341.4;-31.0;-1.1
7101;Total goods;Estonia;2014 April;30728.0;60144.0;29417.0;195.7;120.9;-13.6
7102;Total goods;Estonia;2014 May;19991.0;74140.0;54149.0;370.9;-14.5;-1.8
7103;Total goods;Estonia;2014 June;15289.0;78516.0;63227.0;513.6;4.0;9.1
7104;Total goods;Estonia;2014 July;24631.0;68796.0;44164.0;279.3;33.3;4.4
7105;Total goods;Estonia;2014 August;12743.0;66653.0;53910.0;523.0;26.2;3.4
7106;Total goods;Estonia;2014 September;17688.0;85136.0;67448.0;481.3;-33.1;51.1
7107;Total goods;Estonia;2014 October;23834.0;71044.0;47210.0;298.1;37.9;32.3
7108;Total goods;Estonia;2014 November;23899.0;64498.0;40598.0;269.9;56.9;13.4
7109;Total goods;Estonia;2014 December;37097.0;69684.0;32587.0;187.8;159.2;48.0
7110;Total goods;Estonia;2014;257491.0;835695.0;578205.0;324.6;10.5;8.1
7111;Total goods;Estonia;2015 January;22132.0;74335.0;52202.0;335.9;;
7112;Total goods;Estonia;2015 February;14852.0;60013.0;45161.0;404.1;;
7113;Total goods;Estonia;2015 March;24504.0;67078.0;42574.0;273.7;;
7114;Total goods;Estonia;2015 April;27311.0;68281.0;40969.0;250.0;;
7115;Total goods;Estonia;2015 May;20672.0;59609.0;38938.0;288.4;;
7116;Total goods;Estonia;2015 June;29931.0;52583.0;22653.0;175.7;;
7117;Total goods;Estonia;2015 July;27485.0;61513.0;34028.0;223.8;;
7118;Total goods;Estonia;2015 August;19429.0;52401.0;32971.0;269.7;;
7119;Total goods;Estonia;2015 September;24166.0;52533.0;28367.0;217.4;;
7120;Total goods;Estonia;2015 October;29050.0;61051.0;32001.0;210.2;;
7121;Total goods;Estonia;2015 November;25090.0;55694.0;30605.0;222.0;;
7122;Total goods;Estonia;2015 December;17984.0;51996.0;34011.0;289.1;;
7123;Total goods;Estonia;2015;282606.0;717086.0;434480.0;253.7;;
7124;Total goods;Estonia;2016 January;23179.0;57936.0;34756.0;249.9;4.7;-22.1
7125;Total goods;Estonia;2016 February;17459.0;58466.0;41007.0;334.9;17.6;-2.6
7126;Total goods;Estonia;2016 March;18053.0;75876.0;57823.0;420.3;-26.3;13.1
7127;Total goods;Estonia;2016 April;22128.0;71752.0;49624.0;324.3;-19.0;5.1
7128;Total goods;Estonia;2016 May;18186.0;67682.0;49496.0;372.2;-12.0;13.5
7129;Total goods;Estonia;2016 June;22501.0;62007.0;39506.0;275.6;-24.8;17.9
7130;Total goods;Estonia;2016 July;19183.0;62584.0;43401.0;326.2;-30.2;1.7
7131;Total goods;Estonia;2016 August;19852.0;58382.0;38529.0;294.1;2.2;11.4
7132;Total goods;Estonia;2016 September;21266.0;68389.0;47123.0;321.6;-12.0;30.2
7133;Total goods;Estonia;2016 October;38695.0;75588.0;36893.0;195.3;33.2;23.8
7134;Total goods;Estonia;2016 November;28529.0;60793.0;32264.0;213.1;13.7;9.2
7135;Total goods;Estonia;2016 December;29175.0;63357.0;34181.0;217.2;62.2;21.8
7136;Total goods;Estonia;2016;278207.0;782811.0;504604.0;281.4;-1.6;9.2
7137;Total goods;Estonia;2017 January;25442.0;65486.0;40044.0;257.4;9.8;13.0
7138;Total goods;Estonia;2017 February;30944.0;67308.0;36364.0;217.5;77.2;15.1
7139;Total goods;Estonia;2017 March;22495.0;85907.0;63412.0;381.9;24.6;13.2
7140;Total goods;Estonia;2017 April;26170.0;84254.0;58084.0;322.0;18.3;17.4
7141;Total goods;Estonia;2017 May;25306.0;72021.0;46715.0;284.6;39.2;6.4
7142;Total goods;Estonia;2017 June;21498.0;77819.0;56321.0;362.0;-4.5;25.5
7143;Total goods;Estonia;2017 July;21900.0;65261.0;43361.0;298.0;14.2;4.3
7144;Total goods;Estonia;2017 August;28539.0;71728.0;43190.0;251.3;43.8;22.9
7145;Total goods;Estonia;2017 September;27044.0;79974.0;52930.0;295.7;27.2;16.9
7146;Total goods;Estonia;2017 October;26105.0;86853.0;60748.0;332.7;-32.5;14.9
7147;Total goods;Estonia;2017 November;28984.0;72479.0;43495.0;250.1;1.6;19.2
7148;Total goods;Estonia;2017 December;20287.0;68358.0;48071.0;337.0;-30.5;7.9
7149;Total goods;Estonia;2017;304714.0;897447.0;592734.0;294.5;9.5;14.6
7150;Total goods;Finland;1996 January;108866.0;98652.0;-10214.0;90.6;;
7151;Total goods;Finland;1996 February;89120.0;92655.0;3535.0;104.0;;
7152;Total goods;Finland;1996 March;131128.0;111244.0;-19884.0;84.8;;
7153;Total goods;Finland;1996 April;111801.0;95460.0;-16341.0;85.4;;
7154;Total goods;Finland;1996 May;99216.0;111069.0;11853.0;111.9;;
7155;Total goods;Finland;1996 June;103995.0;104734.0;739.0;100.7;;
7156;Total goods;Finland;1996 July;97816.0;89685.0;-8131.0;91.7;;
7157;Total goods;Finland;1996 August;108410.0;102213.0;-6197.0;94.3;;
7158;Total goods;Finland;1996 September;108584.0;117878.0;9294.0;108.6;;
7159;Total goods;Finland;1996 October;115261.0;120946.0;5685.0;104.9;;
7160;Total goods;Finland;1996 November;107451.0;112607.0;5156.0;104.8;;
7161;Total goods;Finland;1996 December;105267.0;97133.0;-8134.0;92.3;;
7162;Total goods;Finland;1996;1286928.0;1254274.0;-32654.0;97.5;;
7163;Total goods;Finland;1997 January;110950.0;111303.0;353.0;100.3;1.9;12.8
7164;Total goods;Finland;1997 February;114023.0;110383.0;-3640.0;96.8;27.9;19.1
7165;Total goods;Finland;1997 March;133808.0;131337.0;-2471.0;98.2;2.0;18.1
7166;Total goods;Finland;1997 April;128073.0;125120.0;-2953.0;97.7;14.6;31.1
7167;Total goods;Finland;1997 May;122263.0;119914.0;-2349.0;98.1;23.2;8.0
7168;Total goods;Finland;1997 June;125579.0;117710.0;-7869.0;93.7;20.8;12.4
7169;Total goods;Finland;1997 July;93506.0;104617.0;11111.0;111.9;-4.4;16.7
7170;Total goods;Finland;1997 August;101049.0;115021.0;13972.0;113.8;-6.8;12.5
7171;Total goods;Finland;1997 September;120329.0;139652.0;19323.0;116.1;10.8;18.5
7172;Total goods;Finland;1997 October;133793.0;147875.0;14082.0;110.5;16.1;22.3
7173;Total goods;Finland;1997 November;111632.0;147899.0;36267.0;132.5;3.9;31.3
7174;Total goods;Finland;1997 December;116221.0;139243.0;23022.0;119.8;10.4;43.4
7175;Total goods;Finland;1997;1411252.0;1510071.0;98819.0;107.0;9.7;20.4
7176;Total goods;Finland;1998 January;126157.0;147055.0;20898.0;116.6;13.7;32.1
7177;Total goods;Finland;1998 February;131618.0;146523.0;14905.0;111.3;15.4;32.7
7178;Total goods;Finland;1998 March;126133.0;155556.0;29423.0;123.3;-5.7;18.4
7179;Total goods;Finland;1998 April;142557.0;149646.0;7089.0;105.0;11.3;19.6
7180;Total goods;Finland;1998 May;128066.0;140015.0;11949.0;109.3;4.7;16.8
7181;Total goods;Finland;1998 June;117267.0;136599.0;19332.0;116.5;-6.6;16.0
7182;Total goods;Finland;1998 July;109515.0;134732.0;25217.0;123.0;17.1;28.8
7183;Total goods;Finland;1998 August;111895.0;137281.0;25386.0;122.7;10.7;19.4
7184;Total goods;Finland;1998 September;143061.0;162987.0;19926.0;113.9;18.9;16.7
7185;Total goods;Finland;1998 October;133871.0;155195.0;21324.0;115.9;0.1;4.9
7186;Total goods;Finland;1998 November;118532.0;158396.0;39864.0;133.6;6.2;7.1
7187;Total goods;Finland;1998 December;122576.0;158003.0;35427.0;128.9;5.5;13.5
7188;Total goods;Finland;1998;1511269.0;1782009.0;270740.0;117.9;7.1;18.0
7189;Total goods;Finland;1999 January;117581.0;143583.0;26002.0;122.1;-6.8;-2.4
7190;Total goods;Finland;1999 February;122712.0;151166.0;28454.0;123.2;-6.8;3.2
7191;Total goods;Finland;1999 March;143991.0;164415.0;20424.0;114.2;14.2;5.7
7192;Total goods;Finland;1999 April;118192.0;159965.0;41773.0;135.3;-17.1;6.9
7193;Total goods;Finland;1999 May;109790.0;135607.0;25817.0;123.5;-14.3;-3.1
7194;Total goods;Finland;1999 June;119725.0;147063.0;27338.0;122.8;2.1;7.7
7195;Total goods;Finland;1999 July;119828.0;127145.0;7317.0;106.1;9.4;-5.6
7196;Total goods;Finland;1999 August;124434.0;131298.0;6864.0;105.5;11.2;-4.4
7197;Total goods;Finland;1999 September;158425.0;166278.0;7853.0;105.0;10.7;2.0
7198;Total goods;Finland;1999 October;145231.0;160857.0;15626.0;110.8;8.5;3.7
7199;Total goods;Finland;1999 November;162387.0;174696.0;12309.0;107.6;37.0;10.3
7200;Total goods;Finland;1999 December;160359.0;172096.0;11737.0;107.3;30.8;8.9
7201;Total goods;Finland;1999;1602675.0;1834189.0;231514.0;114.4;6.0;2.9
7202;Total goods;Finland;2000 January;165224.0;174031.0;8807.0;105.3;40.5;21.2
7203;Total goods;Finland;2000 February;162694.0;196801.0;34107.0;121.0;32.6;30.2
7204;Total goods;Finland;2000 March;170128.0;207955.0;37827.0;122.2;18.2;26.5
7205;Total goods;Finland;2000 April;160101.0;166270.0;6169.0;103.9;35.5;3.9
7206;Total goods;Finland;2000 May;178901.0;198797.0;19896.0;111.1;62.9;46.6
7207;Total goods;Finland;2000 June;175337.0;188956.0;13619.0;107.8;46.4;28.5
7208;Total goods;Finland;2000 July;139086.0;160349.0;21263.0;115.3;16.1;26.1
7209;Total goods;Finland;2000 August;194581.0;193260.0;-1321.0;99.3;56.4;47.2
7210;Total goods;Finland;2000 September;196038.0;212861.0;16823.0;108.6;23.7;28.0
7211;Total goods;Finland;2000 October;165275.0;204997.0;39722.0;124.0;13.8;27.4
7212;Total goods;Finland;2000 November;216220.0;217561.0;1341.0;100.6;33.1;24.5
7213;Total goods;Finland;2000 December;184031.0;181926.0;-2105.0;98.9;14.8;5.7
7214;Total goods;Finland;2000;2107620.0;2303801.0;196181.0;109.3;31.5;25.6
7215;Total goods;Finland;2001 January;196953.0;196069.0;-884.0;99.6;19.2;12.7
7216;Total goods;Finland;2001 February;181158.0;186170.0;5012.0;102.8;11.3;-5.4
7217;Total goods;Finland;2001 March;189963.0;223964.0;34001.0;117.9;11.7;7.7
7218;Total goods;Finland;2001 April;159567.0;175119.0;15552.0;109.7;-0.3;5.3
7219;Total goods;Finland;2001 May;174162.0;216789.0;42627.0;124.5;-2.6;9.0
7220;Total goods;Finland;2001 June;182022.0;208500.0;26478.0;114.5;3.8;10.3
7221;Total goods;Finland;2001 July;139554.0;170528.0;30974.0;122.2;0.3;6.3
7222;Total goods;Finland;2001 August;162547.0;197837.0;35290.0;121.7;-16.5;2.4
7223;Total goods;Finland;2001 September;153648.0;212761.0;59113.0;138.5;-21.6;-0.1
7224;Total goods;Finland;2001 October;159925.0;213294.0;53369.0;133.4;-3.2;4.0
7225;Total goods;Finland;2001 November;161075.0;194399.0;33324.0;120.7;-25.5;-10.6
7226;Total goods;Finland;2001 December;142146.0;185006.0;42860.0;130.2;-22.8;1.7
7227;Total goods;Finland;2001;2002720.0;2380436.0;377716.0;118.9;-5.0;3.3
7228;Total goods;Finland;2002 January;165621.0;174362.0;8741.0;105.3;-15.9;-11.1
7229;Total goods;Finland;2002 February;158608.0;192403.0;33795.0;121.3;-12.4;3.3
7230;Total goods;Finland;2002 March;188655.0;212471.0;23816.0;112.6;-0.7;-5.1
7231;Total goods;Finland;2002 April;185087.0;197210.0;12123.0;106.5;16.0;12.6
7232;Total goods;Finland;2002 May;181241.0;205905.0;24664.0;113.6;4.1;-5.0
7233;Total goods;Finland;2002 June;185948.0;203494.0;17546.0;109.4;2.2;-2.4
7234;Total goods;Finland;2002 July;159203.0;191907.0;32704.0;120.5;14.1;12.5
7235;Total goods;Finland;2002 August;141626.0;208517.0;66891.0;147.2;-12.9;5.4
7236;Total goods;Finland;2002 September;178019.0;235358.0;57339.0;132.2;15.9;10.6
7237;Total goods;Finland;2002 October;186280.0;216183.0;29903.0;116.1;16.5;1.4
7238;Total goods;Finland;2002 November;174390.0;244363.0;69973.0;140.1;8.3;25.7
7239;Total goods;Finland;2002 December;189639.0;184049.0;-5590.0;97.1;33.4;-0.5
7240;Total goods;Finland;2002;2094317.0;2466222.0;371905.0;117.8;4.6;3.6
7241;Total goods;Finland;2003 January;190079.0;203561.0;13482.0;107.1;14.8;16.7
7242;Total goods;Finland;2003 February;168422.0;203176.0;34754.0;120.6;6.2;5.6
7243;Total goods;Finland;2003 March;200456.0;216949.0;16493.0;108.2;6.3;2.1
7244;Total goods;Finland;2003 April;177859.0;209791.0;31932.0;118.0;-3.9;6.4
7245;Total goods;Finland;2003 May;203405.0;197084.0;-6321.0;96.9;12.2;-4.3
7246;Total goods;Finland;2003 June;167435.0;203118.0;35683.0;121.3;-10.0;-0.2
7247;Total goods;Finland;2003 July;158932.0;183116.0;24184.0;115.2;-0.2;-4.6
7248;Total goods;Finland;2003 August;142636.0;196024.0;53388.0;137.4;0.7;-6.0
7249;Total goods;Finland;2003 September;159247.0;238693.0;79446.0;149.9;-10.5;1.4
7250;Total goods;Finland;2003 October;192694.0;222966.0;30272.0;115.7;3.4;3.1
7251;Total goods;Finland;2003 November;187476.0;206029.0;18553.0;109.9;7.5;-15.7
7252;Total goods;Finland;2003 December;178518.0;199313.0;20795.0;111.6;-5.9;8.3
7253;Total goods;Finland;2003;2127159.0;2479820.0;352661.0;116.6;1.6;0.6
7254;Total goods;Finland;2004 January;211060.0;195460.0;-15600.0;92.6;;
7255;Total goods;Finland;2004 February;196180.0;190733.0;-5447.0;97.2;;
7256;Total goods;Finland;2004 March;214989.0;244712.0;29723.0;113.8;;
7257;Total goods;Finland;2004 April;210010.0;226938.0;16928.0;108.1;;
7258;Total goods;Finland;2004 May;203395.0;208453.0;5058.0;102.5;;
7259;Total goods;Finland;2004 June;251221.0;237805.0;-13416.0;94.7;;
7260;Total goods;Finland;2004 July;219823.0;206989.0;-12834.0;94.2;;
7261;Total goods;Finland;2004 August;207907.0;207553.0;-354.0;99.8;;
7262;Total goods;Finland;2004 September;215952.0;244322.0;28370.0;113.1;;
7263;Total goods;Finland;2004 October;224322.0;236255.0;11934.0;105.3;;
7264;Total goods;Finland;2004 November;255047.0;247813.0;-7234.0;97.2;;
7265;Total goods;Finland;2004 December;239649.0;220848.0;-18801.0;92.2;;
7266;Total goods;Finland;2004;2649555.0;2667882.0;18326.0;100.7;;
7267;Total goods;Finland;2005 January;210186.0;270973.0;60787.0;128.9;-0.4;38.6
7268;Total goods;Finland;2005 February;214057.0;241585.0;27528.0;112.9;9.1;26.7
7269;Total goods;Finland;2005 March;225873.0;280035.0;54162.0;124.0;5.1;14.4
7270;Total goods;Finland;2005 April;222256.0;287279.0;65024.0;129.3;5.8;26.6
7271;Total goods;Finland;2005 May;210466.0;240262.0;29796.0;114.2;3.5;15.3
7272;Total goods;Finland;2005 June;196586.0;243141.0;46554.0;123.7;-21.7;2.2
7273;Total goods;Finland;2005 July;189048.0;231009.0;41961.0;122.2;-14.0;11.6
7274;Total goods;Finland;2005 August;205113.0;247583.0;42469.0;120.7;-1.3;19.3
7275;Total goods;Finland;2005 September;199275.0;317037.0;117762.0;159.1;-7.7;29.8
7276;Total goods;Finland;2005 October;234937.0;311096.0;76160.0;132.4;4.7;31.7
7277;Total goods;Finland;2005 November;234444.0;302779.0;68335.0;129.1;-8.1;22.2
7278;Total goods;Finland;2005 December;264472.0;270362.0;5890.0;102.2;10.4;22.4
7279;Total goods;Finland;2005;2606712.0;3243140.0;636427.0;124.4;-1.6;21.6
7280;Total goods;Finland;2006 January;243214.0;257877.0;14663.0;106.0;15.7;-4.8
7281;Total goods;Finland;2006 February;207701.0;252522.0;44821.0;121.6;-3.0;4.5
7282;Total goods;Finland;2006 March;261887.0;291523.0;29635.0;111.3;15.9;4.1
7283;Total goods;Finland;2006 April;228374.0;267897.0;39523.0;117.3;2.8;-6.7
7284;Total goods;Finland;2006 May;275511.0;294116.0;18605.0;106.8;30.9;22.4
7285;Total goods;Finland;2006 June;307264.0;313697.0;6433.0;102.1;56.3;29.0
7286;Total goods;Finland;2006 July;219287.0;274559.0;55272.0;125.2;16.0;18.9
7287;Total goods;Finland;2006 August;230112.0;297659.0;67547.0;129.4;12.2;20.2
7288;Total goods;Finland;2006 September;286762.0;356804.0;70042.0;124.4;43.9;12.5
7289;Total goods;Finland;2006 October;273613.0;352127.0;78514.0;128.7;16.5;13.2
7290;Total goods;Finland;2006 November;284500.0;355275.0;70775.0;124.9;21.4;17.3
7291;Total goods;Finland;2006 December;285942.0;318695.0;32754.0;111.5;8.1;17.9
7292;Total goods;Finland;2006;3104167.0;3632751.0;528584.0;117.0;19.1;12.0
7293;Total goods;Finland;2007 January;309612.0;298713.0;-10899.0;96.5;27.3;15.8
7294;Total goods;Finland;2007 February;291913.0;345827.0;53914.0;118.5;40.5;36.9
7295;Total goods;Finland;2007 March;313208.0;365691.0;52483.0;116.8;19.6;25.4
7296;Total goods;Finland;2007 April;255654.0;283958.0;28305.0;111.1;11.9;6.0
7297;Total goods;Finland;2007 May;301759.0;332579.0;30820.0;110.2;9.5;13.1
7298;Total goods;Finland;2007 June;248688.0;354523.0;105835.0;142.6;-19.1;13.0
7299;Total goods;Finland;2007 July;192867.0;288306.0;95438.0;149.5;-12.0;5.0
7300;Total goods;Finland;2007 August;286815.0;305454.0;18639.0;106.5;24.6;2.6
7301;Total goods;Finland;2007 September;234060.0;297028.0;62967.0;126.9;-18.4;-16.8
7302;Total goods;Finland;2007 October;308212.0;334651.0;26439.0;108.6;12.6;-5.0
7303;Total goods;Finland;2007 November;362726.0;303469.0;-59257.0;83.7;27.5;-14.6
7304;Total goods;Finland;2007 December;297871.0;267187.0;-30684.0;89.7;4.2;-16.2
7305;Total goods;Finland;2007;3403385.0;3777386.0;374001.0;111.0;9.6;4.0
7306;Total goods;Finland;2008 January;355312.0;328179.0;-27133.0;92.4;;
7307;Total goods;Finland;2008 February;321804.0;340407.0;18602.0;105.8;;
7308;Total goods;Finland;2008 March;297915.0;316075.0;18161.0;106.1;;
7309;Total goods;Finland;2008 April;328748.0;351576.0;22828.0;106.9;;
7310;Total goods;Finland;2008 May;319313.0;334076.0;14763.0;104.6;;
7311;Total goods;Finland;2008 June;315364.0;317881.0;2517.0;100.8;;
7312;Total goods;Finland;2008 July;273888.0;265629.0;-8259.0;97.0;;
7313;Total goods;Finland;2008 August;306148.0;304108.0;-2040.0;99.3;;
7314;Total goods;Finland;2008 September;307669.0;329932.0;22263.0;107.2;;
7315;Total goods;Finland;2008 October;329848.0;304946.0;-24902.0;92.5;;
7316;Total goods;Finland;2008 November;242242.0;268662.0;26420.0;110.9;;
7317;Total goods;Finland;2008 December;208173.0;224825.0;16652.0;108.0;;
7318;Total goods;Finland;2008;3606423.0;3686295.0;79873.0;102.2;;
7319;Total goods;Finland;2009 January;175136.0;200302.0;25166.0;114.4;-50.7;-39.0
7320;Total goods;Finland;2009 February;175602.0;221269.0;45667.0;126.0;-45.4;-35.0
7321;Total goods;Finland;2009 March;174557.0;255253.0;80696.0;146.2;-41.4;-19.2
7322;Total goods;Finland;2009 April;203281.0;236466.0;33185.0;116.3;-38.2;-32.7
7323;Total goods;Finland;2009 May;208071.0;249128.0;41057.0;119.7;-34.8;-25.4
7324;Total goods;Finland;2009 June;249100.0;232841.0;-16259.0;93.5;-21.0;-26.8
7325;Total goods;Finland;2009 July;218951.0;223420.0;4468.0;102.0;-20.1;-15.9
7326;Total goods;Finland;2009 August;190601.0;218413.0;27811.0;114.6;-37.7;-28.2
7327;Total goods;Finland;2009 September;269878.0;267066.0;-2812.0;99.0;-12.3;-19.1
7328;Total goods;Finland;2009 October;265868.0;290242.0;24374.0;109.2;-19.4;-4.8
7329;Total goods;Finland;2009 November;249161.0;257848.0;8687.0;103.5;2.9;-4.0
7330;Total goods;Finland;2009 December;259635.0;235724.0;-23912.0;90.8;24.7;4.8
7331;Total goods;Finland;2009;2639842.0;2887971.0;248129.0;109.4;-26.8;-21.7
7332;Total goods;Finland;2010 January;262381.0;287605.0;25224.0;109.6;49.8;43.6
7333;Total goods;Finland;2010 February;233666.0;285836.0;52170.0;122.3;33.1;29.2
7334;Total goods;Finland;2010 March;322384.0;313979.0;-8405.0;97.4;84.7;23.0
7335;Total goods;Finland;2010 April;269568.0;325532.0;55964.0;120.8;32.6;37.7
7336;Total goods;Finland;2010 May;248313.0;332831.0;84518.0;134.0;19.3;33.6
7337;Total goods;Finland;2010 June;258318.0;353816.0;95498.0;137.0;3.7;52.0
7338;Total goods;Finland;2010 July;244891.0;324032.0;79141.0;132.3;11.8;45.0
7339;Total goods;Finland;2010 August;260319.0;284877.0;24558.0;109.4;36.6;30.4
7340;Total goods;Finland;2010 September;282800.0;350138.0;67338.0;123.8;4.8;31.1
7341;Total goods;Finland;2010 October;244297.0;359840.0;115543.0;147.3;-8.1;24.0
7342;Total goods;Finland;2010 November;259244.0;348866.0;89622.0;134.6;4.0;35.3
7343;Total goods;Finland;2010 December;290400.0;345868.0;55468.0;119.1;11.8;46.7
7344;Total goods;Finland;2010;3176581.0;3913221.0;736640.0;123.2;20.3;35.5
7345;Total goods;Finland;2011 January;287872.0;366784.0;78912.0;127.4;9.7;27.5
7346;Total goods;Finland;2011 February;361310.0;344086.0;-17224.0;95.2;54.6;20.4
7347;Total goods;Finland;2011 March;357077.0;422239.0;65162.0;118.2;10.8;34.5
7348;Total goods;Finland;2011 April;323561.0;392129.0;68568.0;121.2;20.0;20.5
7349;Total goods;Finland;2011 May;306197.0;371020.0;64823.0;121.2;23.3;11.5
7350;Total goods;Finland;2011 June;290774.0;365621.0;74848.0;125.7;12.6;3.3
7351;Total goods;Finland;2011 July;271177.0;304170.0;32993.0;112.2;10.7;-6.1
7352;Total goods;Finland;2011 August;338492.0;315249.0;-23243.0;93.1;30.0;10.7
7353;Total goods;Finland;2011 September;372946.0;393159.0;20213.0;105.4;31.9;12.3
7354;Total goods;Finland;2011 October;258603.0;350881.0;92279.0;135.7;5.9;-2.5
7355;Total goods;Finland;2011 November;377105.0;357884.0;-19221.0;94.9;45.5;2.6
7356;Total goods;Finland;2011 December;341788.0;343241.0;1454.0;100.4;17.7;-0.8
7357;Total goods;Finland;2011;3886901.0;4326464.0;439562.0;111.3;22.4;10.6
7358;Total goods;Finland;2012 January;283570.0;325732.0;42161.0;114.9;-1.5;-11.2
7359;Total goods;Finland;2012 February;315935.0;337862.0;21927.0;106.9;-12.6;-1.8
7360;Total goods;Finland;2012 March;295065.0;385003.0;89938.0;130.5;-17.4;-8.8
7361;Total goods;Finland;2012 April;274029.0;374627.0;100598.0;136.7;-15.3;-4.5
7362;Total goods;Finland;2012 May;319528.0;366365.0;46837.0;114.7;4.4;-1.3
7363;Total goods;Finland;2012 June;304676.0;381309.0;76633.0;125.2;4.8;4.3
7364;Total goods;Finland;2012 July;285537.0;310719.0;25182.0;108.8;5.3;2.2
7365;Total goods;Finland;2012 August;277015.0;381124.0;104109.0;137.6;-18.2;20.9
7366;Total goods;Finland;2012 September;252822.0;339663.0;86842.0;134.3;-32.2;-13.6
7367;Total goods;Finland;2012 October;282913.0;383723.0;100810.0;135.6;9.4;9.4
7368;Total goods;Finland;2012 November;299467.0;358587.0;59120.0;119.7;-20.6;0.2
7369;Total goods;Finland;2012 December;250690.0;308552.0;57862.0;123.1;-26.7;-10.1
7370;Total goods;Finland;2012 ;3441247.0;4253266.0;812019.0;123.6;-11.5;-1.7
7371;Total goods;Finland;2013 January;330759.0;371605.0;40846.0;112.3;16.6;14.1
7372;Total goods;Finland;2013 February;313077.0;362474.0;49397.0;115.8;-0.9;7.3
7373;Total goods;Finland;2013 March;292271.0;390363.0;98092.0;133.6;-0.9;1.4
7374;Total goods;Finland;2013 April;260192.0;348788.0;88595.0;134.0;-5.0;-6.9
7375;Total goods;Finland;2013 May;355868.0;354725.0;-1143.0;99.7;11.4;-3.2
7376;Total goods;Finland;2013 June;267702.0;309938.0;42236.0;115.8;-12.1;-18.7
7377;Total goods;Finland;2013 July;247502.0;340548.0;93046.0;137.6;-13.3;9.6
7378;Total goods;Finland;2013 August;256165.0;331961.0;75796.0;129.6;-7.5;-12.9
7379;Total goods;Finland;2013 September;235490.0;335464.0;99973.0;142.5;-6.9;-1.2
7380;Total goods;Finland;2013 October;272335.0;359430.0;87095.0;132.0;-3.7;-6.3
7381;Total goods;Finland;2013 November;271556.0;333907.0;62351.0;123.0;-9.3;-6.9
7382;Total goods;Finland;2013 December;349480.0;296782.0;-52698.0;84.9;39.4;-3.8
7383;Total goods;Finland;2013;3452397.0;4135984.0;683586.0;119.8;0.3;-2.8
7384;Total goods;Finland;2014 January;261197.0;359153.0;97957.0;137.5;-21.0;-3.4
7385;Total goods;Finland;2014 February;257149.0;340277.0;83128.0;132.3;-17.9;-6.1
7386;Total goods;Finland;2014 March;248583.0;364070.0;115487.0;146.5;-14.9;-6.7
7387;Total goods;Finland;2014 April;284932.0;375117.0;90185.0;131.7;9.5;7.5
7388;Total goods;Finland;2014 May;373727.0;414143.0;40416.0;110.8;5.0;16.8
7389;Total goods;Finland;2014 June;265968.0;392213.0;126245.0;147.5;-0.6;26.5
7390;Total goods;Finland;2014 July;278332.0;396849.0;118517.0;142.6;12.5;16.5
7391;Total goods;Finland;2014 August;283433.0;364744.0;81310.0;128.7;10.6;9.9
7392;Total goods;Finland;2014 September;305210.0;343908.0;38698.0;112.7;29.6;2.5
7393;Total goods;Finland;2014 October;344334.0;350523.0;6189.0;101.8;26.4;-2.5
7394;Total goods;Finland;2014 November;252034.0;355794.0;103760.0;141.2;-7.2;6.6
7395;Total goods;Finland;2014 December;259381.0;357832.0;98451.0;138.0;-25.8;20.6
7396;Total goods;Finland;2014;3414281.0;4414621.0;1000341.0;129.3;-1.1;6.7
