ID;SBI93;Perioden;Bedrijven_1;WerkzamePersonenEindSeptember_2;WerkzamePersonenFTEEindSeptember_3;WerknemersOpDeEigenLoonlijst_4;WerknemersFTEOpDeEigenLoonlijst_5;TotaleBedrijfsopbrengsten_6;TotaleNettoOmzet_7;TotaleDetailhandelsomzet_8;OmzetInWinkel_9;OmzetNietInWinkel_10;OverigeNettoOmzet_11;OverigeBedrijfsopbrengsten_12;TotaleBedrijfslasten_13;InkoopwaardeOmzet_14;TotaleArbeidskosten_15;BrutoLonenEnSalarissen_16;PremiesPensioenVUTInkoopsommen_17;SocialeVerzekeringspremiesEnOverig_18;AfschrijvingenOpVasteActiva_19;TotaleOverigeBedrijfslasten_20;OverigePersoneelskosten_21;Verkoopkosten_22;HuisvestingsEnEnergiekosten_23;KostenVanDienstverleningDoorDerden_24;KostenInventaris_25;KostenVervoermiddelen_26;NietEerderGenoemdeBedrijfslasten_27;Bedrijfsresultaat_28;SaldoFinancieleBatenEnLasten_29;FinancieleBaten_30;FinancieleLasten_31;SaldoVoorzieningen_32;OnttrekkingenVrijvalVanVoorzieningen_33;ToevoegingenAanVoorzieningen_34;SaldoBuitengewoneBatenEnLasten_35;BuitengewoneBaten_36;BuitengewoneLasten_37;ResultaatVoorBelastingen_38;Brutowinst_39
81;5244 Winkels in meubels, huishoud art.;2003;5365.0;50.3;36.1;43.7;30.3;5969.0;5916.0;5485.0;5442.0;44.0;430.0;54.0;5638.0;3609.0;874.0;708.0;56.0;110.0;153.0;1002.0;59.0;251.0;440.0;76.0;25.0;55.0;95.0;331.0;-37.0;27.0;64.0;-2.0;7.0;9.0;20.0;30.0;10.0;312.0;2307.0
82;5244 Winkels in meubels, huishoud art.;2004;5165.0;48.6;34.5;42.4;29.1;5898.0;5816.0;5422.0;5368.0;54.0;394.0;82.0;5547.0;3532.0;867.0;703.0;52.0;112.0;151.0;998.0;54.0;245.0;456.0;73.0;23.0;53.0;95.0;351.0;-29.0;29.0;58.0;11.0;18.0;7.0;-2.0;8.0;10.0;330.0;2284.0
83;5244 Winkels in meubels, huishoud art.;2005;5290.0;47.3;33.9;41.4;28.8;5863.0;5778.0;5337.0;5298.0;39.0;441.0;85.0;5527.0;3484.0;886.0;714.0;57.0;114.0;146.0;1011.0;57.0;236.0;484.0;72.0;22.0;50.0;90.0;336.0;-36.0;33.0;69.0;1.0;3.0;2.0;8.0;15.0;7.0;308.0;2294.0
84;5245 Winkels in huish apparaten e.d.;2000;3290.0;24.8;19.6;21.5;16.7;4151.0;4115.0;3939.0;3862.0;77.0;176.0;35.0;3940.0;3016.0;398.0;335.0;14.0;49.0;74.0;452.0;32.0;116.0;164.0;33.0;9.0;25.0;73.0;211.0;-15.0;17.0;32.0;-1.0;1.0;3.0;2.0;13.0;11.0;197.0;1100.0
85;5245 Winkels in huish apparaten e.d.;2001;3315.0;26.9;21.7;22.3;17.4;4184.0;4149.0;3981.0;3820.0;161.0;167.0;35.0;4021.0;3060.0;427.0;361.0;15.0;52.0;81.0;453.0;37.0;99.0;170.0;37.0;8.0;24.0;78.0;163.0;-28.0;14.0;42.0;-2.0;1.0;3.0;3.0;6.0;3.0;136.0;1089.0
86;5245 Winkels in huish apparaten e.d.;2002;3135.0;25.6;20.7;21.4;16.7;4172.0;4135.0;3963.0;3867.0;96.0;171.0;38.0;4009.0;3039.0;429.0;355.0;22.0;52.0;82.0;459.0;37.0;95.0;176.0;37.0;10.0;25.0;79.0;163.0;-23.0;14.0;37.0;-1.0;2.0;3.0;-1.0;7.0;7.0;137.0;1095.0
87;5245 Winkels in huish apparaten e.d.;2003;3085.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;5245 Winkels in huish apparaten e.d.;2004;3025.0;24.6;19.0;21.7;16.4;4223.0;4187.0;4080.0;4031.0;48.0;107.0;36.0;4081.0;3063.0;478.0;397.0;24.0;57.0;78.0;462.0;34.0;103.0;198.0;38.0;9.0;23.0;57.0;142.0;-20.0;19.0;39.0;-1.0;7.0;8.0;10.0;15.0;6.0;131.0;1124.0
89;5245 Winkels in huish apparaten e.d.;2005;3140.0;23.2;18.2;20.1;15.5;4132.0;4088.0;4012.0;3997.0;15.0;76.0;44.0;4002.0;2975.0;456.0;374.0;24.0;58.0;81.0;490.0;38.0;107.0;212.0;42.0;12.0;21.0;58.0;131.0;-18.0;10.0;28.0;1.0;6.0;5.0;0.0;4.0;3.0;114.0;1113.0
90;5246 Winkels in ijzerwaren, DHZ-art e.d.;2000;3935.0;36.0;26.8;32.0;23.2;4645.0;4617.0;4402.0;4255.0;147.0;214.0;28.0;4308.0;2944.0;581.0;484.0;20.0;76.0;122.0;662.0;68.0;172.0;209.0;56.0;20.0;39.0;98.0;337.0;-31.0;19.0;49.0;-1.0;5.0;7.0;11.0;16.0;5.0;316.0;1673.0
91;5246 Winkels in ijzerwaren, DHZ-art e.d.;2001;4050.0;37.2;27.9;32.7;24.4;4896.0;4867.0;4670.0;4551.0;120.0;197.0;29.0;4527.0;3117.0;611.0;507.0;23.0;81.0;120.0;678.0;68.0;169.0;219.0;54.0;16.0;39.0;113.0;369.0;-35.0;18.0;52.0;-3.0;0.0;4.0;7.0;16.0;8.0;338.0;1750.0
92;5246 Winkels in ijzerwaren, DHZ-art e.d.;2002;3910.0;37.7;28.2;33.0;24.3;5358.0;5292.0;4973.0;4741.0;232.0;319.0;65.0;4883.0;3333.0;685.0;560.0;31.0;93.0;129.0;737.0;68.0;187.0;238.0;68.0;19.0;43.0;114.0;474.0;-47.0;14.0;62.0;-4.0;1.0;7.0;3.0;8.0;6.0;424.0;1959.0
93;5246 Winkels in ijzerwaren, DHZ-art e.d.;2003;3770.0;37.4;27.3;32.8;23.6;5050.0;5023.0;4815.0;4775.0;40.0;208.0;27.0;4647.0;3104.0;658.0;546.0;26.0;86.0;136.0;748.0;51.0;189.0;249.0;71.0;19.0;39.0;131.0;403.0;-42.0;40.0;82.0;5.0;7.0;2.0;26.0;32.0;6.0;393.0;1920.0
94;5246 Winkels in ijzerwaren, DHZ-art e.d.;2004;3715.0;36.7;26.9;31.8;22.6;5045.0;4999.0;4768.0;4722.0;45.0;232.0;46.0;4671.0;3104.0;686.0;564.0;31.0;91.0;130.0;751.0;67.0;183.0;254.0;58.0;20.0;40.0;130.0;374.0;-21.0;25.0;45.0;0.0;2.0;2.0;-5.0;;;348.0;1895.0
95;5246 Winkels in ijzerwaren, DHZ-art e.d.;2005;3855.0;38.2;27.9;33.3;23.3;5308.0;5259.0;5028.0;4976.0;52.0;231.0;49.0;4933.0;3278.0;717.0;588.0;39.0;90.0;140.0;798.0;75.0;181.0;279.0;64.0;19.0;43.0;138.0;375.0;-21.0;27.0;48.0;-1.0;3.0;4.0;14.0;21.0;7.0;368.0;1981.0
96;5247 Winkels in boeken,schoolbenodigdhdn;2000;1855.0;11.8;7.9;10.5;6.8;1426.0;1415.0;1320.0;1102.0;216.0;96.0;11.0;1356.0;1008.0;152.0;126.0;6.0;20.0;32.0;164.0;11.0;30.0;69.0;13.0;4.0;8.0;29.0;71.0;-8.0;3.0;10.0;-1.0;0.0;1.0;4.0;5.0;1.0;66.0;407.0
97;5247 Winkels in boeken,schoolbenodigdhdn;2001;1845.0;13.2;9.0;11.2;7.3;1511.0;1506.0;1412.0;1311.0;101.0;94.0;5.0;1427.0;1060.0;168.0;140.0;7.0;21.0;31.0;168.0;9.0;26.0;75.0;15.0;5.0;7.0;31.0;85.0;-8.0;2.0;11.0;0.0;0.0;0.0;2.0;3.0;1.0;79.0;446.0
98;5247 Winkels in boeken,schoolbenodigdhdn;2002;1680.0;13.7;8.5;11.5;6.7;1503.0;1493.0;1386.0;1282.0;104.0;106.0;10.0;1427.0;1042.0;176.0;146.0;7.0;22.0;30.0;179.0;9.0;30.0;79.0;13.0;6.0;8.0;34.0;75.0;-13.0;1.0;16.0;0.0;0.0;0.0;0.0;1.0;0.0;62.0;451.0
99;5247 Winkels in boeken,schoolbenodigdhdn;2003;1635.0;12.9;8.2;10.5;6.4;1416.0;1409.0;1295.0;1172.0;123.0;114.0;7.0;1335.0;974.0;167.0;138.0;7.0;22.0;25.0;168.0;11.0;19.0;74.0;19.0;4.0;6.0;34.0;81.0;-5.0;3.0;7.0;0.0;0.0;0.0;-2.0;1.0;2.0;74.0;435.0
100;5247 Winkels in boeken,schoolbenodigdhdn;2004;1615.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;5247 Winkels in boeken,schoolbenodigdhdn;2005;1670.0;13.1;8.5;10.6;6.5;1479.0;1461.0;1346.0;1289.0;57.0;116.0;18.0;1393.0;1025.0;170.0;140.0;7.0;22.0;26.0;172.0;9.0;21.0;73.0;17.0;5.0;8.0;38.0;87.0;-5.0;6.0;10.0;-2.0;0.0;2.0;0.0;1.0;1.0;80.0;437.0
102;5248 Overige winkels (1);2000;8120.0;39.1;30.2;31.1;22.7;4357.0;4335.0;4180.0;3982.0;198.0;155.0;21.0;3899.0;2562.0;568.0;473.0;23.0;72.0;128.0;642.0;33.0;159.0;240.0;43.0;21.0;32.0;114.0;457.0;-49.0;14.0;63.0;-2.0;2.0;3.0;14.0;18.0;5.0;422.0;1774.0
103;5248 Overige winkels (1);2001;8355.0;42.0;32.7;31.9;23.2;4505.0;4478.0;4305.0;4201.0;104.0;173.0;27.0;4019.0;2646.0;586.0;488.0;25.0;72.0;135.0;654.0;36.0;151.0;252.0;42.0;19.0;30.0;124.0;485.0;-47.0;23.0;70.0;-4.0;0.0;5.0;-5.0;6.0;11.0;429.0;1833.0
104;5248 Overige winkels (1);2002;8020.0;43.2;33.0;31.9;22.1;4504.0;4482.0;4318.0;4099.0;219.0;164.0;22.0;4102.0;2639.0;597.0;494.0;27.0;77.0;143.0;724.0;39.0;163.0;274.0;47.0;28.0;35.0;138.0;402.0;-56.0;16.0;70.0;-3.0;2.0;4.0;-6.0;10.0;16.0;338.0;1844.0
105;5248 Overige winkels (1);2003;7925.0;43.5;32.5;32.9;22.7;4383.0;4365.0;4261.0;4120.0;141.0;105.0;18.0;4008.0;2538.0;628.0;519.0;29.0;80.0;139.0;703.0;43.0;153.0;276.0;51.0;25.0;34.0;120.0;376.0;-46.0;23.0;69.0;-2.0;2.0;4.0;4.0;14.0;11.0;331.0;1827.0
106;5248 Overige winkels (1);2004;7960.0;40.1;30.5;29.8;21.2;4273.0;4261.0;4167.0;4080.0;87.0;94.0;12.0;3879.0;2472.0;600.0;494.0;29.0;76.0;135.0;671.0;39.0;147.0;264.0;46.0;22.0;36.0;117.0;394.0;-49.0;23.0;73.0;-1.0;4.0;5.0;-3.0;16.0;19.0;341.0;1789.0
107;5248 Overige winkels (1);2005;8310.0;40.2;31.1;29.7;21.2;4406.0;4389.0;4302.0;4108.0;194.0;87.0;17.0;4038.0;2576.0;618.0;506.0;29.0;84.0;130.0;713.0;43.0;151.0;285.0;52.0;27.0;37.0;118.0;368.0;-63.0;13.0;76.0;3.0;5.0;2.0;-10.0;3.0;13.0;298.0;1813.0
108;5249 Overige winkels (2);2000;10205.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;5249 Overige winkels (2);2001;10445.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;5249 Overige winkels (2);2002;9900.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;5249 Overige winkels (2);2003;9800.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;5249 Overige winkels (2);2004;9960.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;5249 Overige winkels (2);2005;10475.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;525 Winkels in tweedehands art en antiek;2000;3140.0;6.3;5.1;2.3;1.7;375.0;366.0;356.0;353.0;3.0;10.0;10.0;292.0;164.0;38.0;32.0;0.0;5.0;11.0;82.0;3.0;14.0;32.0;4.0;2.0;9.0;18.0;82.0;-5.0;2.0;6.0;0.0;0.0;0.0;2.0;2.0;0.0;80.0;202.0
115;525 Winkels in tweedehands art en antiek;2001;3085.0;6.6;5.3;2.9;2.2;376.0;361.0;357.0;326.0;31.0;3.0;16.0;318.0;177.0;44.0;37.0;2.0;6.0;10.0;87.0;4.0;12.0;34.0;5.0;4.0;9.0;19.0;59.0;1.0;9.0;7.0;0.0;0.0;0.0;0.0;2.0;2.0;59.0;184.0
116;525 Winkels in tweedehands art en antiek;2002;3000.0;7.4;5.9;3.4;2.5;438.0;427.0;403.0;289.0;114.0;24.0;11.0;370.0;208.0;51.0;42.0;1.0;8.0;12.0;99.0;5.0;21.0;35.0;10.0;3.0;11.0;14.0;67.0;-4.0;2.0;6.0;0.0;0.0;0.0;16.0;18.0;2.0;79.0;219.0
117;525 Winkels in tweedehands art en antiek;2003;2945.0;7.5;6.4;3.6;2.7;421.0;408.0;388.0;370.0;19.0;20.0;13.0;366.0;185.0;67.0;56.0;3.0;9.0;13.0;101.0;9.0;12.0;40.0;11.0;3.0;10.0;16.0;55.0;-3.0;5.0;7.0;-1.0;1.0;1.0;0.0;1.0;1.0;52.0;223.0
118;525 Winkels in tweedehands art en antiek;2004;2920.0;6.8;5.5;3.1;2.1;407.0;396.0;388.0;348.0;40.0;8.0;12.0;361.0;201.0;58.0;49.0;2.0;8.0;9.0;94.0;8.0;10.0;39.0;9.0;3.0;10.0;15.0;46.0;0.0;4.0;4.0;-2.0;1.0;3.0;-1.0;0.0;1.0;44.0;195.0
119;525 Winkels in tweedehands art en antiek;2005;3005.0;;;;;389.0;374.0;366.0;337.0;29.0;9.0;15.0;342.0;173.0;;;;;11.0;94.0;8.0;14.0;35.0;7.0;3.0;9.0;18.0;47.0;-5.0;1.0;7.0;0.0;0.0;0.0;0.0;0.0;1.0;41.0;202.0
120;526 Detailhandel niet in winkel;2000;15980.0;31.8;26.1;13.1;8.5;3311.0;3257.0;3140.0;134.0;3006.0;117.0;54.0;2904.0;2058.0;209.0;179.0;6.0;25.0;87.0;549.0;29.0;222.0;59.0;37.0;20.0;58.0;124.0;407.0;-29.0;9.0;38.0;-4.0;3.0;8.0;-11.0;8.0;19.0;362.0;1198.0
121;526 Detailhandel niet in winkel;2001;15875.0;35.8;28.5;15.8;9.8;3476.0;3413.0;3242.0;173.0;3070.0;170.0;63.0;3051.0;2051.0;244.0;204.0;9.0;30.0;91.0;665.0;33.0;299.0;78.0;52.0;20.0;57.0;126.0;425.0;-24.0;11.0;35.0;-10.0;2.0;12.0;-11.0;14.0;26.0;380.0;1362.0
122;526 Detailhandel niet in winkel;2002;15310.0;36.0;27.9;16.3;10.2;3865.0;3812.0;3593.0;440.0;3153.0;219.0;53.0;3428.0;2259.0;264.0;220.0;12.0;33.0;123.0;783.0;42.0;358.0;83.0;55.0;28.0;76.0;141.0;437.0;-18.0;19.0;38.0;-1.0;4.0;5.0;12.0;34.0;22.0;430.0;1553.0
123;526 Detailhandel niet in winkel;2003;15075.0;36.6;29.3;14.9;9.3;3722.0;3664.0;3444.0;259.0;3185.0;220.0;58.0;3314.0;2176.0;272.0;219.0;20.0;33.0;87.0;779.0;35.0;369.0;87.0;60.0;22.0;59.0;148.0;408.0;-33.0;11.0;43.0;-3.0;5.0;8.0;42.0;70.0;28.0;414.0;1488.0
124;526 Detailhandel niet in winkel;2004;15520.0;;;;;3758.0;3688.0;3419.0;248.0;3171.0;269.0;70.0;3372.0;2235.0;294.0;;19.0;36.0;83.0;759.0;42.0;355.0;98.0;53.0;22.0;57.0;134.0;386.0;-27.0;19.0;46.0;-4.0;5.0;8.0;-32.0;4.0;37.0;323.0;1453.0
125;526 Detailhandel niet in winkel;2005;16590.0;;;;;3788.0;3705.0;3463.0;268.0;3195.0;242.0;83.0;3357.0;2263.0;;;;;82.0;718.0;55.0;315.0;87.0;54.0;22.0;55.0;129.0;431.0;-25.0;20.0;45.0;-3.0;6.0;9.0;-38.0;2.0;40.0;365.0;1442.0
126;5261 Postorderbedrijven;2000;750.0;5.3;4.2;4.1;3.1;1104.0;1058.0;970.0;34.0;936.0;88.0;46.0;1010.0;557.0;107.0;90.0;4.0;12.0;35.0;312.0;21.0;168.0;12.0;24.0;11.0;4.0;72.0;94.0;-19.0;4.0;22.0;-3.0;3.0;7.0;-14.0;2.0;16.0;58.0;501.0
127;5261 Postorderbedrijven;2001;1135.0;6.8;4.8;5.2;3.7;1279.0;1231.0;1089.0;52.0;1036.0;143.0;48.0;1182.0;602.0;133.0;109.0;7.0;16.0;40.0;408.0;26.0;240.0;19.0;41.0;10.0;3.0;69.0;97.0;-17.0;4.0;19.0;-7.0;2.0;9.0;-15.0;7.0;22.0;60.0;630.0
128;5261 Postorderbedrijven;2002;1230.0;7.9;5.9;5.9;4.3;1461.0;1418.0;1232.0;72.0;1160.0;186.0;43.0;1358.0;693.0;151.0;126.0;6.0;18.0;44.0;471.0;29.0;291.0;22.0;37.0;11.0;5.0;76.0;103.0;-16.0;4.0;20.0;-1.0;4.0;5.0;10.0;31.0;21.0;96.0;725.0
129;5261 Postorderbedrijven;2003;1260.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;5261 Postorderbedrijven;2004;1520.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;5261 Postorderbedrijven;2005;2175.0;8.8;7.0;5.7;4.4;1732.0;1675.0;1460.0;53.0;1407.0;215.0;57.0;1551.0;876.0;168.0;137.0;11.0;20.0;36.0;471.0;32.0;268.0;27.0;38.0;12.0;5.0;90.0;180.0;-15.0;7.0;21.0;-3.0;5.0;8.0;-38.0;1.0;39.0;125.0;799.0
132;5262 Markthandel;2000;9820.0;18.5;14.9;6.7;3.7;1226.0;1223.0;1216.0;74.0;1142.0;7.0;2.0;1031.0;773.0;61.0;53.0;0.0;8.0;38.0;159.0;2.0;37.0;36.0;6.0;5.0;36.0;37.0;195.0;-9.0;1.0;11.0;-1.0;0.0;1.0;3.0;3.0;0.0;188.0;450.0
133;5262 Markthandel;2001;9620.0;21.0;16.7;7.9;4.1;1247.0;1240.0;1235.0;44.0;1191.0;5.0;7.0;1027.0;770.0;59.0;50.0;1.0;7.0;35.0;163.0;2.0;33.0;42.0;7.0;6.0;37.0;36.0;220.0;-5.0;5.0;10.0;0.0;0.0;0.0;5.0;5.0;0.0;220.0;470.0
134;5262 Markthandel;2002;9395.0;19.5;15.1;7.7;4.1;1326.0;1319.0;1308.0;140.0;1168.0;10.0;8.0;1130.0;826.0;61.0;51.0;3.0;7.0;49.0;192.0;4.0;40.0;41.0;11.0;12.0;47.0;37.0;197.0;-1.0;11.0;12.0;0.0;0.0;0.0;1.0;2.0;1.0;196.0;493.0
135;5262 Markthandel;2003;9325.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;5262 Markthandel;2004;9550.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;5262 Markthandel;2005;9890.0;17.7;13.4;6.3;3.1;1237.0;1231.0;1223.0;99.0;1124.0;9.0;5.0;1095.0;883.0;61.0;51.0;2.0;8.0;27.0;124.0;4.0;29.0;34.0;8.0;6.0;25.0;19.0;142.0;-6.0;6.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;136.0;349.0
138;5263 Straathandel, colportage e.d.;2000;5410.0;7.9;7.0;2.2;1.7;981.0;976.0;954.0;27.0;927.0;22.0;6.0;863.0;729.0;42.0;36.0;1.0;5.0;14.0;79.0;5.0;18.0;11.0;6.0;4.0;20.0;15.0;118.0;-1.0;4.0;5.0;0.0;0.0;0.0;0.0;3.0;3.0;117.0;248.0
139;5263 Straathandel, colportage e.d.;2001;5120.0;8.1;6.9;2.7;1.9;950.0;942.0;920.0;76.0;843.0;23.0;7.0;842.0;679.0;52.0;44.0;2.0;7.0;17.0;94.0;5.0;26.0;18.0;4.0;3.0;17.0;21.0;107.0;-3.0;2.0;5.0;-2.0;0.0;2.0;-1.0;1.0;3.0;101.0;264.0
140;5263 Straathandel, colportage e.d.;2002;4685.0;8.6;7.1;2.7;1.9;1078.0;1075.0;1052.0;228.0;823.0;23.0;3.0;940.0;741.0;51.0;42.0;2.0;7.0;28.0;120.0;9.0;26.0;21.0;6.0;5.0;25.0;28.0;138.0;-2.0;4.0;6.0;0.0;0.0;0.0;1.0;1.0;0.0;138.0;335.0
141;5263 Straathandel, colportage e.d.;2003;4490.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;5263 Straathandel, colportage e.d.;2004;4450.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;5263 Straathandel, colportage e.d.;2005;4525.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;527 Rep. v consumentenart (geen auto's);2000;3385.0;6.2;5.5;2.6;2.1;349.0;346.0;325.0;197.0;128.0;21.0;3.0;270.0;144.0;53.0;44.0;2.0;7.0;14.0;59.0;5.0;6.0;17.0;4.0;2.0;10.0;15.0;78.0;1.0;5.0;4.0;0.0;0.0;0.0;2.0;2.0;1.0;81.0;203.0
145;527 Rep. v consumentenart (geen auto's);2001;3260.0;6.9;5.9;2.9;2.3;365.0;362.0;339.0;217.0;122.0;23.0;3.0;281.0;148.0;57.0;47.0;2.0;7.0;13.0;63.0;4.0;6.0;19.0;4.0;2.0;11.0;17.0;84.0;-3.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;81.0;214.0
146;527 Rep. v consumentenart (geen auto's);2002;3170.0;7.5;6.2;3.5;2.7;358.0;356.0;335.0;223.0;112.0;22.0;2.0;283.0;129.0;63.0;53.0;2.0;8.0;13.0;77.0;8.0;9.0;22.0;7.0;2.0;12.0;17.0;76.0;15.0;19.0;4.0;0.0;0.0;0.0;1.0;1.0;0.0;92.0;227.0
147;527 Rep. v consumentenart (geen auto's);2003;3120.0;7.5;6.3;3.8;2.8;416.0;414.0;383.0;0.0;383.0;31.0;2.0;323.0;141.0;85.0;71.0;3.0;11.0;12.0;85.0;5.0;12.0;29.0;5.0;4.0;12.0;17.0;93.0;-2.0;1.0;3.0;-1.0;0.0;1.0;-1.0;1.0;1.0;90.0;273.0
148;527 Rep. v consumentenart (geen auto's);2004;3100.0;6.1;5.1;3.2;2.4;415.0;409.0;373.0;0.0;373.0;36.0;6.0;330.0;162.0;74.0;62.0;3.0;9.0;13.0;81.0;5.0;10.0;29.0;6.0;4.0;10.0;16.0;85.0;-4.0;3.0;8.0;0.0;0.0;0.0;-3.0;1.0;4.0;78.0;247.0
149;527 Rep. v consumentenart (geen auto's);2005;3210.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;5211a Winkels in voedings-/genotmiddelen;2000;15305.0;282.4;140.6;264.0;126.1;25568.0;25386.0;24970.0;24599.0;371.0;415.0;182.0;24610.0;18777.0;2740.0;2273.0;81.0;385.0;616.0;2477.0;220.0;439.0;906.0;124.0;138.0;201.0;449.0;958.0;-110.0;53.0;164.0;-52.0;46.0;98.0;67.0;108.0;42.0;863.0;6609.0
151;5211a Winkels in voedings-/genotmiddelen;2001;14865.0;277.0;141.6;257.0;124.5;26904.0;26610.0;26287.0;25659.0;628.0;323.0;293.0;25884.0;19634.0;2960.0;2430.0;108.0;422.0;672.0;2618.0;247.0;473.0;941.0;170.0;150.0;203.0;434.0;1020.0;-113.0;89.0;202.0;47.0;84.0;37.0;-66.0;82.0;149.0;888.0;6976.0
152;5211a Winkels in voedings-/genotmiddelen;2002;13395.0;279.7;145.2;256.5;124.2;28623.0;28350.0;27836.0;27395.0;441.0;514.0;275.0;27425.0;20783.0;3160.0;2563.0;136.0;461.0;626.0;2856.0;245.0;488.0;990.0;185.0;159.0;228.0;561.0;1199.0;-113.0;70.0;184.0;-40.0;30.0;71.0;-9.0;64.0;74.0;1036.0;7566.0
153;5211a Winkels in voedings-/genotmiddelen;2003;;;;;;;;;;0.0;0.0;;;;;;;0.0;;0.0;;;;;;;;;;;;;;;;;;;
154;5211a Winkels in voedings-/genotmiddelen;2004;12655.0;271.8;141.5;248.4;118.5;28753.0;28527.0;28083.0;27905.0;178.0;444.0;226.0;27983.0;21355.0;3166.0;2564.0;173.0;430.0;722.0;2740.0;269.0;544.0;1078.0;157.0;162.0;126.0;404.0;770.0;-63.0;70.0;134.0;-42.0;14.0;56.0;39.0;85.0;46.0;703.0;7172.0
155;5211a Winkels in voedings-/genotmiddelen;2005;12905.0;277.4;139.6;253.4;117.6;28924.0;28663.0;28205.0;28035.0;171.0;457.0;261.0;28155.0;21589.0;3131.0;2522.0;180.0;430.0;642.0;2793.0;265.0;483.0;1114.0;162.0;150.0;126.0;494.0;769.0;-46.0;78.0;124.0;-30.0;10.0;40.0;52.0;99.0;47.0;745.0;7074.0
156;5212b Winkels in non-food artikelen;2000;51050.0;;;;;43040.0;42699.0;40752.0;39451.0;1301.0;1948.0;339.0;39980.0;27067.0;5679.0;4678.0;214.0;788.0;1186.0;6049.0;423.0;;2443.0;;;;970.0;3060.0;-284.0;175.0;459.0;;;;81.0;213.0;131.0;;15635.0
157;5212b Winkels in non-food artikelen;2001;51620.0;;;;;45270.0;44872.0;43202.0;42178.0;1025.0;1670.0;398.0;42061.0;28363.0;6042.0;4994.0;245.0;802.0;1274.0;6382.0;464.0;;2629.0;;;;1067.0;3209.0;-332.0;192.0;525.0;;;;119.0;187.0;69.0;;16509.0
158;5212b Winkels in non-food artikelen;2002;48870.0;438.5;301.2;374.9;243.2;46368.0;45938.0;44055.0;42423.0;1631.0;1883.0;430.0;43221.0;28708.0;6347.0;5199.0;293.0;855.0;1318.0;6848.0;486.0;1396.0;2858.0;521.0;206.0;330.0;1051.0;3147.0;-359.0;171.0;530.0;-37.0;48.0;86.0;77.0;154.0;78.0;2828.0;17230.0
159;5212b Winkels in non-food artikelen;2003;;;;;;;;;;0.0;0.0;;;;;;;0.0;;0.0;;;;;;;;;;;;;;;;;;;
160;5212b Winkels in non-food artikelen;2004;47675.0;418.9;287.6;358.2;232.9;45156.0;44774.0;42952.0;42204.0;748.0;1822.0;382.0;42261.0;27781.0;6490.0;5285.0;336.0;869.0;1327.0;6663.0;461.0;1301.0;2971.0;521.0;184.0;296.0;929.0;2895.0;-270.0;233.0;503.0;1.0;43.0;41.0;6.0;;;2632.0;16993.0
161;5212b Winkels in non-food artikelen;2005;49680.0;421.4;289.7;360.8;233.9;46088.0;45683.0;43984.0;43103.0;880.0;1700.0;404.0;43197.0;28108.0;6663.0;5416.0;360.0;888.0;1314.0;7113.0;493.0;1313.0;3270.0;546.0;189.0;304.0;998.0;2890.0;-297.0;194.0;491.0;4.0;34.0;31.0;22.0;102.0;80.0;2619.0;17575.0
162;5260a Overige detailhandel;2000;19365.0;38.0;31.7;15.7;10.7;3658.0;3603.0;3465.0;331.0;3134.0;138.0;56.0;3174.0;2202.0;263.0;223.0;8.0;32.0;101.0;608.0;34.0;229.0;75.0;41.0;22.0;68.0;139.0;485.0;-28.0;14.0;42.0;-4.0;3.0;8.0;-9.0;10.0;20.0;444.0;1401.0
163;5260a Overige detailhandel;2001;19135.0;42.7;34.3;18.7;12.1;3842.0;3776.0;3581.0;389.0;3192.0;194.0;66.0;3332.0;2200.0;301.0;251.0;12.0;38.0;104.0;728.0;37.0;306.0;98.0;57.0;22.0;68.0;140.0;510.0;-27.0;12.0;39.0;-10.0;2.0;12.0;-11.0;14.0;26.0;461.0;1576.0
