ID;GWW;Perioden;Inputprijsindex_1;OntwikkelingTOV1JaarEerder_2
423;4212a 11.01 Baanbouw/grondwerk;2024 oktober;133.6;5.2
424;4212a 11.01 Baanbouw/grondwerk;2024 november;134.2;6.2
425;4212a 11.01 Baanbouw/grondwerk;2024 december;133.3;5.8
426;4212a 11.01 Baanbouw/grondwerk;2025 januari;134.7;3.7
427;4212a 11.02 Bouwkunde;2020 januari;99.9;
428;4212a 11.02 Bouwkunde;2020 februari;99.9;
429;4212a 11.02 Bouwkunde;2020 maart;99.9;
430;4212a 11.02 Bouwkunde;2020 april;99.7;
431;4212a 11.02 Bouwkunde;2020 mei;99.4;
432;4212a 11.02 Bouwkunde;2020 juni;99.4;
433;4212a 11.02 Bouwkunde;2020 juli;100.1;
434;4212a 11.02 Bouwkunde;2020 augustus;100.2;
435;4212a 11.02 Bouwkunde;2020 september;100.2;
436;4212a 11.02 Bouwkunde;2020 oktober;100.0;
437;4212a 11.02 Bouwkunde;2020 november;100.2;
438;4212a 11.02 Bouwkunde;2020 december;100.9;
439;4212a 11.02 Bouwkunde;2021 januari;102.2;2.3
440;4212a 11.02 Bouwkunde;2021 februari;102.7;2.8
441;4212a 11.02 Bouwkunde;2021 maart;102.9;2.9
442;4212a 11.02 Bouwkunde;2021 april;103.7;4.1
443;4212a 11.02 Bouwkunde;2021 mei;104.8;5.4
444;4212a 11.02 Bouwkunde;2021 juni;106.1;6.7
445;4212a 11.02 Bouwkunde;2021 juli;108.4;8.3
446;4212a 11.02 Bouwkunde;2021 augustus;108.8;8.5
447;4212a 11.02 Bouwkunde;2021 september;108.8;8.5
448;4212a 11.02 Bouwkunde;2021 oktober;110.1;10.1
449;4212a 11.02 Bouwkunde;2021 november;110.1;9.9
450;4212a 11.02 Bouwkunde;2021 december;110.4;9.4
451;4212a 11.02 Bouwkunde;2022 januari;113.0;10.6
452;4212a 11.02 Bouwkunde;2022 februari;113.6;10.6
453;4212a 11.02 Bouwkunde;2022 maart;115.9;12.6
454;4212a 11.02 Bouwkunde;2022 april;120.0;15.7
455;4212a 11.02 Bouwkunde;2022 mei;121.3;15.8
456;4212a 11.02 Bouwkunde;2022 juni;119.4;12.5
457;4212a 11.02 Bouwkunde;2022 juli;120.9;11.5
458;4212a 11.02 Bouwkunde;2022 augustus;120.6;10.9
459;4212a 11.02 Bouwkunde;2022 september;121.3;11.5
460;4212a 11.02 Bouwkunde;2022 oktober;120.6;9.5
461;4212a 11.02 Bouwkunde;2022 november;120.3;9.2
462;4212a 11.02 Bouwkunde;2022 december;118.5;7.4
463;4212a 11.02 Bouwkunde;2023 januari;120.0;6.1
464;4212a 11.02 Bouwkunde;2023 februari;120.0;5.6
465;4212a 11.02 Bouwkunde;2023 maart;120.8;4.2
466;4212a 11.02 Bouwkunde;2023 april;121.4;1.1
467;4212a 11.02 Bouwkunde;2023 mei;121.0;-0.3
468;4212a 11.02 Bouwkunde;2023 juni;120.4;0.9
469;4212a 11.02 Bouwkunde;2023 juli;120.6;-0.2
470;4212a 11.02 Bouwkunde;2023 augustus;119.7;-0.7
471;4212a 11.02 Bouwkunde;2023 september;119.7;-1.3
472;4212a 11.02 Bouwkunde;2023 oktober;119.2;-1.2
473;4212a 11.02 Bouwkunde;2023 november;118.7;-1.3
474;4212a 11.02 Bouwkunde;2023 december;119.1;0.5
475;4212a 11.02 Bouwkunde;2024 januari;121.0;0.9
476;4212a 11.02 Bouwkunde;2024 februari;121.0;0.8
477;4212a 11.02 Bouwkunde;2024 maart;120.9;0.1
478;4212a 11.02 Bouwkunde;2024 april;120.6;-0.6
479;4212a 11.02 Bouwkunde;2024 mei;120.0;-0.8
480;4212a 11.02 Bouwkunde;2024 juni;120.4;0.0
481;4212a 11.02 Bouwkunde;2024 juli;123.7;2.6
482;4212a 11.02 Bouwkunde;2024 augustus;124.1;3.6
483;4212a 11.02 Bouwkunde;2024 september;124.3;3.8
484;4212a 11.02 Bouwkunde;2024 oktober;123.8;3.9
485;4212a 11.02 Bouwkunde;2024 november;124.2;4.6
486;4212a 11.02 Bouwkunde;2024 december;124.1;4.3
487;4212a 11.02 Bouwkunde;2025 januari;124.9;3.2
488;4212a 11.03 Bovenbouw - Spoorwerk;2020 januari;100.7;
489;4212a 11.03 Bovenbouw - Spoorwerk;2020 februari;100.7;
490;4212a 11.03 Bovenbouw - Spoorwerk;2020 maart;100.4;
491;4212a 11.03 Bovenbouw - Spoorwerk;2020 april;100.1;
492;4212a 11.03 Bovenbouw - Spoorwerk;2020 mei;99.3;
493;4212a 11.03 Bovenbouw - Spoorwerk;2020 juni;98.9;
494;4212a 11.03 Bovenbouw - Spoorwerk;2020 juli;99.8;
495;4212a 11.03 Bovenbouw - Spoorwerk;2020 augustus;99.8;
496;4212a 11.03 Bovenbouw - Spoorwerk;2020 september;99.5;
497;4212a 11.03 Bovenbouw - Spoorwerk;2020 oktober;99.6;
498;4212a 11.03 Bovenbouw - Spoorwerk;2020 november;100.0;
499;4212a 11.03 Bovenbouw - Spoorwerk;2020 december;101.2;
500;4212a 11.03 Bovenbouw - Spoorwerk;2021 januari;104.5;3.8
501;4212a 11.03 Bovenbouw - Spoorwerk;2021 februari;105.5;4.8
502;4212a 11.03 Bovenbouw - Spoorwerk;2021 maart;106.4;5.9
503;4212a 11.03 Bovenbouw - Spoorwerk;2021 april;107.7;7.5
504;4212a 11.03 Bovenbouw - Spoorwerk;2021 mei;109.6;10.4
505;4212a 11.03 Bovenbouw - Spoorwerk;2021 juni;111.4;12.6
506;4212a 11.03 Bovenbouw - Spoorwerk;2021 juli;113.6;13.9
507;4212a 11.03 Bovenbouw - Spoorwerk;2021 augustus;115.7;15.9
508;4212a 11.03 Bovenbouw - Spoorwerk;2021 september;115.6;16.2
509;4212a 11.03 Bovenbouw - Spoorwerk;2021 oktober;117.1;17.6
510;4212a 11.03 Bovenbouw - Spoorwerk;2021 november;116.9;16.9
511;4212a 11.03 Bovenbouw - Spoorwerk;2021 december;118.3;16.9
512;4212a 11.03 Bovenbouw - Spoorwerk;2022 januari;121.5;16.2
513;4212a 11.03 Bovenbouw - Spoorwerk;2022 februari;122.7;16.3
514;4212a 11.03 Bovenbouw - Spoorwerk;2022 maart;128.0;20.3
515;4212a 11.03 Bovenbouw - Spoorwerk;2022 april;135.4;25.7
516;4212a 11.03 Bovenbouw - Spoorwerk;2022 mei;137.9;25.8
517;4212a 11.03 Bovenbouw - Spoorwerk;2022 juni;135.0;21.2
518;4212a 11.03 Bovenbouw - Spoorwerk;2022 juli;134.2;18.1
519;4212a 11.03 Bovenbouw - Spoorwerk;2022 augustus;132.9;14.9
520;4212a 11.03 Bovenbouw - Spoorwerk;2022 september;134.0;16.0
521;4212a 11.03 Bovenbouw - Spoorwerk;2022 oktober;132.1;12.9
522;4212a 11.03 Bovenbouw - Spoorwerk;2022 november;129.3;10.6
523;4212a 11.03 Bovenbouw - Spoorwerk;2022 december;126.5;7.0
524;4212a 11.03 Bovenbouw - Spoorwerk;2023 januari;126.4;4.1
525;4212a 11.03 Bovenbouw - Spoorwerk;2023 februari;125.9;2.6
526;4212a 11.03 Bovenbouw - Spoorwerk;2023 maart;126.5;-1.2
527;4212a 11.03 Bovenbouw - Spoorwerk;2023 april;127.0;-6.2
528;4212a 11.03 Bovenbouw - Spoorwerk;2023 mei;126.5;-8.3
529;4212a 11.03 Bovenbouw - Spoorwerk;2023 juni;124.4;-7.9
530;4212a 11.03 Bovenbouw - Spoorwerk;2023 juli;122.3;-8.9
531;4212a 11.03 Bovenbouw - Spoorwerk;2023 augustus;122.0;-8.2
532;4212a 11.03 Bovenbouw - Spoorwerk;2023 september;121.9;-9.1
533;4212a 11.03 Bovenbouw - Spoorwerk;2023 oktober;122.4;-7.4
534;4212a 11.03 Bovenbouw - Spoorwerk;2023 november;121.8;-5.8
535;4212a 11.03 Bovenbouw - Spoorwerk;2023 december;122.1;-3.5
536;4212a 11.03 Bovenbouw - Spoorwerk;2024 januari;122.9;-2.8
537;4212a 11.03 Bovenbouw - Spoorwerk;2024 februari;123.6;-1.9
538;4212a 11.03 Bovenbouw - Spoorwerk;2024 maart;123.6;-2.3
539;4212a 11.03 Bovenbouw - Spoorwerk;2024 april;124.3;-2.1
540;4212a 11.03 Bovenbouw - Spoorwerk;2024 mei;123.9;-2.1
541;4212a 11.03 Bovenbouw - Spoorwerk;2024 juni;124.3;-0.1
542;4212a 11.03 Bovenbouw - Spoorwerk;2024 juli;125.8;2.9
543;4212a 11.03 Bovenbouw - Spoorwerk;2024 augustus;126.2;3.5
544;4212a 11.03 Bovenbouw - Spoorwerk;2024 september;125.9;3.3
545;4212a 11.03 Bovenbouw - Spoorwerk;2024 oktober;124.0;1.3
546;4212a 11.03 Bovenbouw - Spoorwerk;2024 november;124.7;2.4
547;4212a 11.03 Bovenbouw - Spoorwerk;2024 december;125.0;2.4
548;4212a 11.03 Bovenbouw - Spoorwerk;2025 januari;125.8;2.4
549;4212a 11.04 Bovenleiding en draagconstr.;2020 januari;100.0;
550;4212a 11.04 Bovenleiding en draagconstr.;2020 februari;99.9;
551;4212a 11.04 Bovenleiding en draagconstr.;2020 maart;99.8;
552;4212a 11.04 Bovenleiding en draagconstr.;2020 april;99.6;
553;4212a 11.04 Bovenleiding en draagconstr.;2020 mei;99.3;
554;4212a 11.04 Bovenleiding en draagconstr.;2020 juni;99.3;
555;4212a 11.04 Bovenleiding en draagconstr.;2020 juli;99.9;
556;4212a 11.04 Bovenleiding en draagconstr.;2020 augustus;99.8;
557;4212a 11.04 Bovenleiding en draagconstr.;2020 september;99.9;
558;4212a 11.04 Bovenleiding en draagconstr.;2020 oktober;100.3;
559;4212a 11.04 Bovenleiding en draagconstr.;2020 november;100.6;
560;4212a 11.04 Bovenleiding en draagconstr.;2020 december;101.6;
561;4212a 11.04 Bovenleiding en draagconstr.;2021 januari;103.0;3.0
562;4212a 11.04 Bovenleiding en draagconstr.;2021 februari;103.6;3.7
563;4212a 11.04 Bovenleiding en draagconstr.;2021 maart;104.3;4.5
564;4212a 11.04 Bovenleiding en draagconstr.;2021 april;106.5;7.0
565;4212a 11.04 Bovenleiding en draagconstr.;2021 mei;107.4;8.1
566;4212a 11.04 Bovenleiding en draagconstr.;2021 juni;108.6;9.4
567;4212a 11.04 Bovenleiding en draagconstr.;2021 juli;112.3;12.4
568;4212a 11.04 Bovenleiding en draagconstr.;2021 augustus;112.7;12.9
569;4212a 11.04 Bovenleiding en draagconstr.;2021 september;113.4;13.5
570;4212a 11.04 Bovenleiding en draagconstr.;2021 oktober;116.4;16.1
571;4212a 11.04 Bovenleiding en draagconstr.;2021 november;116.4;15.7
572;4212a 11.04 Bovenleiding en draagconstr.;2021 december;116.5;14.6
573;4212a 11.04 Bovenleiding en draagconstr.;2022 januari;120.2;16.7
574;4212a 11.04 Bovenleiding en draagconstr.;2022 februari;120.6;16.4
575;4212a 11.04 Bovenleiding en draagconstr.;2022 maart;123.4;18.3
576;4212a 11.04 Bovenleiding en draagconstr.;2022 april;127.3;19.5
577;4212a 11.04 Bovenleiding en draagconstr.;2022 mei;128.6;19.8
578;4212a 11.04 Bovenleiding en draagconstr.;2022 juni;127.8;17.6
579;4212a 11.04 Bovenleiding en draagconstr.;2022 juli;128.2;14.2
580;4212a 11.04 Bovenleiding en draagconstr.;2022 augustus;127.0;12.7
581;4212a 11.04 Bovenleiding en draagconstr.;2022 september;126.9;11.9
582;4212a 11.04 Bovenleiding en draagconstr.;2022 oktober;124.8;7.2
583;4212a 11.04 Bovenleiding en draagconstr.;2022 november;123.5;6.1
584;4212a 11.04 Bovenleiding en draagconstr.;2022 december;122.4;5.1
585;4212a 11.04 Bovenleiding en draagconstr.;2023 januari;122.7;2.1
586;4212a 11.04 Bovenleiding en draagconstr.;2023 februari;122.2;1.3
587;4212a 11.04 Bovenleiding en draagconstr.;2023 maart;122.6;-0.6
588;4212a 11.04 Bovenleiding en draagconstr.;2023 april;122.6;-3.7
589;4212a 11.04 Bovenleiding en draagconstr.;2023 mei;122.3;-4.9
590;4212a 11.04 Bovenleiding en draagconstr.;2023 juni;121.2;-5.1
591;4212a 11.04 Bovenleiding en draagconstr.;2023 juli;120.6;-5.9
592;4212a 11.04 Bovenleiding en draagconstr.;2023 augustus;120.0;-5.5
593;4212a 11.04 Bovenleiding en draagconstr.;2023 september;119.6;-5.8
594;4212a 11.04 Bovenleiding en draagconstr.;2023 oktober;119.1;-4.5
595;4212a 11.04 Bovenleiding en draagconstr.;2023 november;119.2;-3.5
596;4212a 11.04 Bovenleiding en draagconstr.;2023 december;118.8;-2.9
597;4212a 11.04 Bovenleiding en draagconstr.;2024 januari;120.5;-1.8
598;4212a 11.04 Bovenleiding en draagconstr.;2024 februari;120.6;-1.3
599;4212a 11.04 Bovenleiding en draagconstr.;2024 maart;120.8;-1.5
600;4212a 11.04 Bovenleiding en draagconstr.;2024 april;121.1;-1.2
601;4212a 11.04 Bovenleiding en draagconstr.;2024 mei;120.9;-1.1
602;4212a 11.04 Bovenleiding en draagconstr.;2024 juni;121.1;-0.1
603;4212a 11.04 Bovenleiding en draagconstr.;2024 juli;124.6;3.3
604;4212a 11.04 Bovenleiding en draagconstr.;2024 augustus;124.4;3.6
605;4212a 11.04 Bovenleiding en draagconstr.;2024 september;124.6;4.2
606;4212a 11.04 Bovenleiding en draagconstr.;2024 oktober;124.2;4.2
607;4212a 11.04 Bovenleiding en draagconstr.;2024 november;124.3;4.3
608;4212a 11.04 Bovenleiding en draagconstr.;2024 december;124.3;4.6
609;4212a 11.04 Bovenleiding en draagconstr.;2025 januari;125.2;3.9
610;4212a 11.05 Electrotechniek ;2020 januari;99.3;
611;4212a 11.05 Electrotechniek ;2020 februari;99.5;
612;4212a 11.05 Electrotechniek ;2020 maart;99.5;
613;4212a 11.05 Electrotechniek ;2020 april;99.6;
614;4212a 11.05 Electrotechniek ;2020 mei;99.6;
615;4212a 11.05 Electrotechniek ;2020 juni;99.4;
616;4212a 11.05 Electrotechniek ;2020 juli;100.5;
617;4212a 11.05 Electrotechniek ;2020 augustus;100.3;
618;4212a 11.05 Electrotechniek ;2020 september;100.4;
619;4212a 11.05 Electrotechniek ;2020 oktober;100.4;
620;4212a 11.05 Electrotechniek ;2020 november;100.4;
621;4212a 11.05 Electrotechniek ;2020 december;101.0;
622;4212a 11.05 Electrotechniek ;2021 januari;101.5;2.2
623;4212a 11.05 Electrotechniek ;2021 februari;101.5;2.0
624;4212a 11.05 Electrotechniek ;2021 maart;101.7;2.3
625;4212a 11.05 Electrotechniek ;2021 april;101.9;2.3
626;4212a 11.05 Electrotechniek ;2021 mei;101.9;2.3
627;4212a 11.05 Electrotechniek ;2021 juni;102.0;2.6
628;4212a 11.05 Electrotechniek ;2021 juli;102.7;2.2
629;4212a 11.05 Electrotechniek ;2021 augustus;101.6;1.3
630;4212a 11.05 Electrotechniek ;2021 september;101.6;1.3
631;4212a 11.05 Electrotechniek ;2021 oktober;102.2;1.8
632;4212a 11.05 Electrotechniek ;2021 november;102.3;1.8
633;4212a 11.05 Electrotechniek ;2021 december;102.4;1.4
634;4212a 11.05 Electrotechniek ;2022 januari;104.4;2.8
635;4212a 11.05 Electrotechniek ;2022 februari;105.4;3.8
636;4212a 11.05 Electrotechniek ;2022 maart;105.5;3.6
637;4212a 11.05 Electrotechniek ;2022 april;106.1;4.2
638;4212a 11.05 Electrotechniek ;2022 mei;107.6;5.6
639;4212a 11.05 Electrotechniek ;2022 juni;107.5;5.4
640;4212a 11.05 Electrotechniek ;2022 juli;108.2;5.3
641;4212a 11.05 Electrotechniek ;2022 augustus;108.4;6.7
642;4212a 11.05 Electrotechniek ;2022 september;109.1;7.4
643;4212a 11.05 Electrotechniek ;2022 oktober;110.1;7.7
644;4212a 11.05 Electrotechniek ;2022 november;110.1;7.6
645;4212a 11.05 Electrotechniek ;2022 december;112.5;9.9
646;4212a 11.05 Electrotechniek ;2023 januari;112.7;8.0
647;4212a 11.05 Electrotechniek ;2023 februari;112.8;7.0
648;4212a 11.05 Electrotechniek ;2023 maart;113.6;7.7
649;4212a 11.05 Electrotechniek ;2023 april;113.8;7.3
650;4212a 11.05 Electrotechniek ;2023 mei;113.7;5.7
651;4212a 11.05 Electrotechniek ;2023 juni;113.9;5.9
652;4212a 11.05 Electrotechniek ;2023 juli;114.0;5.3
653;4212a 11.05 Electrotechniek ;2023 augustus;114.0;5.1
654;4212a 11.05 Electrotechniek ;2023 september;113.9;4.4
655;4212a 11.05 Electrotechniek ;2023 oktober;114.2;3.8
656;4212a 11.05 Electrotechniek ;2023 november;116.8;6.2
657;4212a 11.05 Electrotechniek ;2023 december;117.1;4.1
658;4212a 11.05 Electrotechniek ;2024 januari;118.3;4.9
659;4212a 11.05 Electrotechniek ;2024 februari;118.8;5.3
660;4212a 11.05 Electrotechniek ;2024 maart;118.9;4.6
661;4212a 11.05 Electrotechniek ;2024 april;119.6;5.0
662;4212a 11.05 Electrotechniek ;2024 mei;118.7;4.3
663;4212a 11.05 Electrotechniek ;2024 juni;119.5;5.0
664;4212a 11.05 Electrotechniek ;2024 juli;121.7;6.8
665;4212a 11.05 Electrotechniek ;2024 augustus;121.8;6.9
666;4212a 11.05 Electrotechniek ;2024 september;121.7;6.8
667;4212a 11.05 Electrotechniek ;2024 oktober;121.6;6.5
668;4212a 11.05 Electrotechniek ;2024 november;121.9;4.4
669;4212a 11.05 Electrotechniek ;2024 december;122.1;4.3
670;4212a 11.05 Electrotechniek ;2025 januari;123.7;4.5
671;4212a 11.06 Kabelnetten EV;2020 januari;99.4;
672;4212a 11.06 Kabelnetten EV;2020 februari;99.3;
673;4212a 11.06 Kabelnetten EV;2020 maart;98.9;
674;4212a 11.06 Kabelnetten EV;2020 april;98.9;
675;4212a 11.06 Kabelnetten EV;2020 mei;99.0;
676;4212a 11.06 Kabelnetten EV;2020 juni;99.1;
677;4212a 11.06 Kabelnetten EV;2020 juli;100.2;
678;4212a 11.06 Kabelnetten EV;2020 augustus;100.7;
679;4212a 11.06 Kabelnetten EV;2020 september;100.9;
680;4212a 11.06 Kabelnetten EV;2020 oktober;100.9;
681;4212a 11.06 Kabelnetten EV;2020 november;100.9;
682;4212a 11.06 Kabelnetten EV;2020 december;101.9;
683;4212a 11.06 Kabelnetten EV;2021 januari;101.2;1.8
684;4212a 11.06 Kabelnetten EV;2021 februari;101.8;2.4
685;4212a 11.06 Kabelnetten EV;2021 maart;102.9;4.0
686;4212a 11.06 Kabelnetten EV;2021 april;103.3;4.5
687;4212a 11.06 Kabelnetten EV;2021 mei;104.6;5.7
688;4212a 11.06 Kabelnetten EV;2021 juni;105.3;6.2
689;4212a 11.06 Kabelnetten EV;2021 juli;105.3;5.1
690;4212a 11.06 Kabelnetten EV;2021 augustus;105.1;4.3
691;4212a 11.06 Kabelnetten EV;2021 september;105.3;4.4
692;4212a 11.06 Kabelnetten EV;2021 oktober;106.2;5.3
693;4212a 11.06 Kabelnetten EV;2021 november;106.6;5.6
694;4212a 11.06 Kabelnetten EV;2021 december;106.8;4.9
695;4212a 11.06 Kabelnetten EV;2022 januari;109.4;8.0
696;4212a 11.06 Kabelnetten EV;2022 februari;110.2;8.3
697;4212a 11.06 Kabelnetten EV;2022 maart;111.2;8.1
698;4212a 11.06 Kabelnetten EV;2022 april;112.3;8.7
699;4212a 11.06 Kabelnetten EV;2022 mei;112.4;7.4
700;4212a 11.06 Kabelnetten EV;2022 juni;112.8;7.1
701;4212a 11.06 Kabelnetten EV;2022 juli;112.9;7.2
702;4212a 11.06 Kabelnetten EV;2022 augustus;113.5;8.0
703;4212a 11.06 Kabelnetten EV;2022 september;114.5;8.7
704;4212a 11.06 Kabelnetten EV;2022 oktober;114.3;7.6
705;4212a 11.06 Kabelnetten EV;2022 november;114.5;7.5
706;4212a 11.06 Kabelnetten EV;2022 december;114.4;7.1
707;4212a 11.06 Kabelnetten EV;2023 januari;116.3;6.4
708;4212a 11.06 Kabelnetten EV;2023 februari;116.7;5.9
709;4212a 11.06 Kabelnetten EV;2023 maart;117.8;5.9
710;4212a 11.06 Kabelnetten EV;2023 april;117.7;4.8
711;4212a 11.06 Kabelnetten EV;2023 mei;117.3;4.4
712;4212a 11.06 Kabelnetten EV;2023 juni;117.4;4.1
713;4212a 11.06 Kabelnetten EV;2023 juli;118.2;4.7
714;4212a 11.06 Kabelnetten EV;2023 augustus;118.5;4.4
715;4212a 11.06 Kabelnetten EV;2023 september;118.4;3.4
716;4212a 11.06 Kabelnetten EV;2023 oktober;118.1;3.3
717;4212a 11.06 Kabelnetten EV;2023 november;118.1;3.1
718;4212a 11.06 Kabelnetten EV;2023 december;118.0;3.2
719;4212a 11.06 Kabelnetten EV;2024 januari;120.4;3.5
720;4212a 11.06 Kabelnetten EV;2024 februari;120.4;3.2
721;4212a 11.06 Kabelnetten EV;2024 maart;120.6;2.4
722;4212a 11.06 Kabelnetten EV;2024 april;121.4;3.1
723;4212a 11.06 Kabelnetten EV;2024 mei;122.0;4.0
724;4212a 11.06 Kabelnetten EV;2024 juni;122.3;4.1
725;4212a 11.06 Kabelnetten EV;2024 juli;128.4;8.6
726;4212a 11.06 Kabelnetten EV;2024 augustus;127.1;7.3
727;4212a 11.06 Kabelnetten EV;2024 september;126.6;7.0
728;4212a 11.06 Kabelnetten EV;2024 oktober;126.4;7.0
729;4212a 11.06 Kabelnetten EV;2024 november;127.1;7.6
730;4212a 11.06 Kabelnetten EV;2024 december;126.9;7.6
731;4212a 11.06 Kabelnetten EV;2025 januari;127.8;6.1
732;4212a 11.07 Kunstwerken beton;2020 januari;100.0;
733;4212a 11.07 Kunstwerken beton;2020 februari;99.9;
734;4212a 11.07 Kunstwerken beton;2020 maart;99.9;
735;4212a 11.07 Kunstwerken beton;2020 april;99.7;
736;4212a 11.07 Kunstwerken beton;2020 mei;99.3;
737;4212a 11.07 Kunstwerken beton;2020 juni;99.2;
738;4212a 11.07 Kunstwerken beton;2020 juli;100.0;
739;4212a 11.07 Kunstwerken beton;2020 augustus;100.1;
740;4212a 11.07 Kunstwerken beton;2020 september;100.1;
741;4212a 11.07 Kunstwerken beton;2020 oktober;100.1;
742;4212a 11.07 Kunstwerken beton;2020 november;100.3;
743;4212a 11.07 Kunstwerken beton;2020 december;101.4;
744;4212a 11.07 Kunstwerken beton;2021 januari;103.4;3.4
745;4212a 11.07 Kunstwerken beton;2021 februari;104.1;4.2
746;4212a 11.07 Kunstwerken beton;2021 maart;104.5;4.7
747;4212a 11.07 Kunstwerken beton;2021 april;106.0;6.3
748;4212a 11.07 Kunstwerken beton;2021 mei;107.2;8.0
749;4212a 11.07 Kunstwerken beton;2021 juni;108.7;9.6
750;4212a 11.07 Kunstwerken beton;2021 juli;111.7;11.7
751;4212a 11.07 Kunstwerken beton;2021 augustus;112.5;12.4
752;4212a 11.07 Kunstwerken beton;2021 september;112.4;12.3
753;4212a 11.07 Kunstwerken beton;2021 oktober;113.8;13.7
754;4212a 11.07 Kunstwerken beton;2021 november;113.7;13.3
755;4212a 11.07 Kunstwerken beton;2021 december;114.0;12.3
756;4212a 11.07 Kunstwerken beton;2022 januari;117.2;13.4
757;4212a 11.07 Kunstwerken beton;2022 februari;117.7;13.1
758;4212a 11.07 Kunstwerken beton;2022 maart;120.8;15.5
759;4212a 11.07 Kunstwerken beton;2022 april;125.7;18.6
760;4212a 11.07 Kunstwerken beton;2022 mei;127.1;18.6
761;4212a 11.07 Kunstwerken beton;2022 juni;124.6;14.6
762;4212a 11.07 Kunstwerken beton;2022 juli;124.9;11.8
763;4212a 11.07 Kunstwerken beton;2022 augustus;123.9;10.1
764;4212a 11.07 Kunstwerken beton;2022 september;124.3;10.6
765;4212a 11.07 Kunstwerken beton;2022 oktober;122.7;7.9
766;4212a 11.07 Kunstwerken beton;2022 november;121.8;7.1
767;4212a 11.07 Kunstwerken beton;2022 december;120.0;5.3
768;4212a 11.07 Kunstwerken beton;2023 januari;121.5;3.6
769;4212a 11.07 Kunstwerken beton;2023 februari;121.3;3.1
770;4212a 11.07 Kunstwerken beton;2023 maart;122.4;1.3
771;4212a 11.07 Kunstwerken beton;2023 april;122.8;-2.3
772;4212a 11.07 Kunstwerken beton;2023 mei;122.5;-3.6
773;4212a 11.07 Kunstwerken beton;2023 juni;121.4;-2.6
774;4212a 11.07 Kunstwerken beton;2023 juli;121.3;-2.9
775;4212a 11.07 Kunstwerken beton;2023 augustus;120.5;-2.7
776;4212a 11.07 Kunstwerken beton;2023 september;120.2;-3.3
777;4212a 11.07 Kunstwerken beton;2023 oktober;119.8;-2.4
778;4212a 11.07 Kunstwerken beton;2023 november;119.8;-1.6
779;4212a 11.07 Kunstwerken beton;2023 december;120.1;0.0
780;4212a 11.07 Kunstwerken beton;2024 januari;121.7;0.2
781;4212a 11.07 Kunstwerken beton;2024 februari;121.7;0.3
782;4212a 11.07 Kunstwerken beton;2024 maart;121.6;-0.6
783;4212a 11.07 Kunstwerken beton;2024 april;121.4;-1.1
784;4212a 11.07 Kunstwerken beton;2024 mei;120.8;-1.3
785;4212a 11.07 Kunstwerken beton;2024 juni;121.1;-0.3
786;4212a 11.07 Kunstwerken beton;2024 juli;124.6;2.6
787;4212a 11.07 Kunstwerken beton;2024 augustus;124.7;3.5
788;4212a 11.07 Kunstwerken beton;2024 september;124.8;3.9
789;4212a 11.07 Kunstwerken beton;2024 oktober;124.1;3.6
790;4212a 11.07 Kunstwerken beton;2024 november;124.2;3.7
791;4212a 11.07 Kunstwerken beton;2024 december;124.2;3.4
792;4212a 11.07 Kunstwerken beton;2025 januari;125.0;2.7
793;4212a 11.08 Kunstwerken  staal;2020 januari;99.7;
794;4212a 11.08 Kunstwerken  staal;2020 februari;100.1;
795;4212a 11.08 Kunstwerken  staal;2020 maart;100.1;
796;4212a 11.08 Kunstwerken  staal;2020 april;100.1;
797;4212a 11.08 Kunstwerken  staal;2020 mei;99.8;
798;4212a 11.08 Kunstwerken  staal;2020 juni;99.7;
799;4212a 11.08 Kunstwerken  staal;2020 juli;100.4;
800;4212a 11.08 Kunstwerken  staal;2020 augustus;99.9;
801;4212a 11.08 Kunstwerken  staal;2020 september;99.9;
802;4212a 11.08 Kunstwerken  staal;2020 oktober;100.0;
803;4212a 11.08 Kunstwerken  staal;2020 november;100.0;
804;4212a 11.08 Kunstwerken  staal;2020 december;100.4;
805;4212a 11.08 Kunstwerken  staal;2021 januari;100.5;0.8
806;4212a 11.08 Kunstwerken  staal;2021 februari;100.6;0.5
807;4212a 11.08 Kunstwerken  staal;2021 maart;100.8;0.7
808;4212a 11.08 Kunstwerken  staal;2021 april;101.5;1.4
809;4212a 11.08 Kunstwerken  staal;2021 mei;101.6;1.9
810;4212a 11.08 Kunstwerken  staal;2021 juni;102.3;2.7
811;4212a 11.08 Kunstwerken  staal;2021 juli;103.2;2.8
812;4212a 11.08 Kunstwerken  staal;2021 augustus;102.9;3.1
813;4212a 11.08 Kunstwerken  staal;2021 september;102.9;3.1
814;4212a 11.08 Kunstwerken  staal;2021 oktober;103.7;3.7
815;4212a 11.08 Kunstwerken  staal;2021 november;104.0;4.0
816;4212a 11.08 Kunstwerken  staal;2021 december;104.2;3.7
817;4212a 11.08 Kunstwerken  staal;2022 januari;106.6;6.1
818;4212a 11.08 Kunstwerken  staal;2022 februari;107.3;6.7
819;4212a 11.08 Kunstwerken  staal;2022 maart;108.1;7.3
820;4212a 11.08 Kunstwerken  staal;2022 april;109.5;7.9
821;4212a 11.08 Kunstwerken  staal;2022 mei;109.6;7.9
822;4212a 11.08 Kunstwerken  staal;2022 juni;110.6;8.1
823;4212a 11.08 Kunstwerken  staal;2022 juli;111.5;8.1
824;4212a 11.08 Kunstwerken  staal;2022 augustus;112.0;8.8
