ID;Sex;PersonalCharacteristics;Periods;TotalPopulationAged15YearsAndOlder_1;TotalLabourForceAccToInternatDef_2;EmpLabourForceAccToInternatDef_3;UnempLabourForceAccToInternatDef_4;PeopleNotIncludedInTheLabourForce_5;GrossLabourParticipation_6;NetLabourParticipation_7;UnemploymentAsAPercentage_8;TotalEmployees_9;EmployeesPermanentJobs_10;EmployeesFlexibleJobs_11;SelfEmployed_12;FamilyWorkers_13;k_0119HrsPerWeek_14;k_2034HrsPerWeek_15;k_35HrsPerWeek_16;WorkingHoursUnknown_17;AverageWorkingHours_18;Military_19;LegislatorsSeniorOfficialsManagers_20;ScientistsScholars_21;TechniciansSkilledWorkers_22;OfficeWorkers_23;ServiceShopAndMarketSalesWorkers_24;SkilledWorkersAgricultureAndFishery_25;Craftsmen_26;FactoryWorkersMachineOperatorsEtc_27;ElementaryOccupations_28;NotClassifiable_29
127;Total sex;15 - 20 yrs;2006;986.0;565.0;506.0;59.0;421.0;57.3;51.3;10.4;490.0;179.0;311.0;14.0;3.0;377.0;61.0;62.0;7.0;13.7;2.0;3.0;3.0;18.0;60.0;149.0;24.0;37.0;12.0;194.0;4.0
128;Total sex;15 - 20 yrs;2007;992.0;602.0;542.0;60.0;390.0;60.7;54.6;10.0;525.0;180.0;345.0;13.0;4.0;403.0;67.0;64.0;9.0;13.8;3.0;4.0;4.0;20.0;70.0;163.0;23.0;36.0;13.0;201.0;5.0
129;Total sex;15 - 20 yrs;2008;998.0;624.0;571.0;54.0;374.0;62.5;57.1;8.6;552.0;188.0;364.0;15.0;3.0;419.0;76.0;66.0;9.0;14.1;2.0;3.0;5.0;25.0;74.0;174.0;21.0;43.0;15.0;201.0;7.0
130;Total sex;15 - 20 yrs;2009;1003.0;615.0;556.0;59.0;388.0;61.3;55.4;9.6;536.0;174.0;361.0;17.0;3.0;420.0;72.0;56.0;9.0;13.4;3.0;4.0;5.0;26.0;74.0;172.0;22.0;38.0;10.0;196.0;6.0
131;Total sex;15 - 20 yrs;2010;1000.0;599.0;531.0;67.0;402.0;59.9;53.1;11.3;511.0;152.0;359.0;16.0;3.0;410.0;67.0;45.0;10.0;12.7;3.0;3.0;6.0;22.0;70.0;166.0;22.0;32.0;9.0;193.0;6.0
132;Total sex;15 - 20 yrs;2011;991.0;590.0;528.0;62.0;401.0;59.5;53.3;10.4;511.0;147.0;364.0;15.0;3.0;406.0;66.0;43.0;13.0;12.5;2.0;3.0;5.0;23.0;70.0;169.0;20.0;27.0;10.0;194.0;5.0
133;Total sex;15 - 20 yrs;2012;986.0;602.0;526.0;76.0;383.0;61.1;53.4;12.7;509.0;138.0;371.0;15.0;2.0;407.0;66.0;39.0;14.0;12.2;;;;;;;;;;;
134;Total sex;15 - 20 yrs;2013;986.0;601.0;517.0;84.0;385.0;60.9;52.4;14.0;494.0;115.0;379.0;20.0;2.0;407.0;59.0;34.0;17.0;11.6;;;;;;;;;;;
135;Total sex;20 - 25 yrs;2000;953.0;769.0;739.0;30.0;184.0;80.7;77.5;3.9;716.0;463.0;253.0;19.0;3.0;186.0;125.0;427.0;;30.1;7.0;24.0;58.0;119.0;117.0;154.0;18.0;91.0;48.0;75.0;28.0
136;Total sex;20 - 25 yrs;2001 before revision;960.0;769.0;739.0;31.0;191.0;80.1;76.9;4.0;716.0;474.0;242.0;20.0;2.0;183.0;130.0;425.0;;30.0;9.0;30.0;61.0;128.0;112.0;162.0;17.0;94.0;44.0;70.0;12.0
137;Total sex;20 - 25 yrs;2001 after revision;960.0;787.0;757.0;30.0;173.0;82.0;78.9;3.8;730.0;469.0;261.0;23.0;4.0;211.0;131.0;414.0;;29.1;7.0;26.0;55.0;130.0;123.0;159.0;17.0;95.0;44.0;71.0;29.0
138;Total sex;20 - 25 yrs;2002;965.0;797.0;766.0;31.0;168.0;82.6;79.3;3.9;742.0;477.0;265.0;21.0;2.0;219.0;140.0;403.0;3.0;28.6;7.0;25.0;61.0;132.0;124.0;176.0;17.0;86.0;47.0;78.0;13.0
139;Total sex;20 - 25 yrs;2003;964.0;775.0;732.0;43.0;189.0;80.4;76.0;5.5;711.0;458.0;254.0;19.0;2.0;204.0;147.0;377.0;4.0;28.5;6.0;21.0;59.0;121.0;113.0;179.0;16.0;78.0;46.0;81.0;12.0
140;Total sex;20 - 25 yrs;2004;962.0;764.0;708.0;56.0;198.0;79.4;73.6;7.3;682.0;420.0;262.0;23.0;2.0;209.0;142.0;353.0;4.0;28.1;7.0;21.0;56.0;113.0;107.0;176.0;16.0;76.0;44.0;84.0;6.0
141;Total sex;20 - 25 yrs;2005;960.0;761.0;703.0;57.0;200.0;79.2;73.3;7.5;676.0;398.0;279.0;24.0;2.0;209.0;150.0;340.0;5.0;27.8;7.0;18.0;56.0;114.0;104.0;182.0;16.0;78.0;40.0;82.0;7.0
142;Total sex;20 - 25 yrs;2006;958.0;756.0;716.0;40.0;202.0;78.9;74.7;5.3;686.0;383.0;302.0;27.0;3.0;216.0;148.0;346.0;7.0;27.8;8.0;22.0;58.0;114.0;105.0;185.0;14.0;75.0;36.0;87.0;10.0
143;Total sex;20 - 25 yrs;2007;965.0;777.0;740.0;37.0;188.0;80.5;76.7;4.7;706.0;380.0;326.0;31.0;3.0;227.0;151.0;354.0;8.0;27.7;8.0;21.0;65.0;126.0;99.0;200.0;16.0;76.0;37.0;83.0;10.0
144;Total sex;20 - 25 yrs;2008;980.0;785.0;750.0;35.0;195.0;80.1;76.5;4.5;716.0;386.0;330.0;31.0;2.0;229.0;169.0;346.0;6.0;27.6;8.0;22.0;70.0;135.0;99.0;196.0;14.0;80.0;36.0;81.0;10.0
145;Total sex;20 - 25 yrs;2009;994.0;798.0;748.0;50.0;195.0;80.3;75.3;6.2;713.0;374.0;339.0;32.0;3.0;238.0;180.0;322.0;8.0;26.8;8.0;22.0;75.0;131.0;100.0;208.0;15.0;74.0;32.0;74.0;11.0
146;Total sex;20 - 25 yrs;2010;1006.0;786.0;733.0;53.0;220.0;78.1;72.9;6.8;697.0;342.0;355.0;34.0;2.0;248.0;179.0;294.0;11.0;26.1;8.0;22.0;78.0;129.0;93.0;201.0;15.0;65.0;33.0;77.0;12.0
147;Total sex;20 - 25 yrs;2011;1019.0;793.0;749.0;44.0;226.0;77.8;73.5;5.6;712.0;338.0;374.0;36.0;;258.0;187.0;290.0;14.0;25.6;7.0;23.0;75.0;131.0;98.0;211.0;13.0;65.0;33.0;81.0;10.0
148;Total sex;20 - 25 yrs;2012;1037.0;813.0;755.0;58.0;225.0;78.3;72.8;7.1;718.0;305.0;413.0;34.0;2.0;266.0;195.0;277.0;16.0;25.2;;;;;;;;;;;
149;Total sex;20 - 25 yrs;2013;1053.0;828.0;754.0;73.0;226.0;78.6;71.6;8.8;707.0;282.0;425.0;45.0;2.0;278.0;191.0;268.0;17.0;24.6;;;;;;;;;;;
150;Total sex;25 - 30 yrs;2000;1141.0;1008.0;979.0;29.0;133.0;88.3;85.8;2.8;920.0;764.0;156.0;55.0;4.0;81.0;182.0;716.0;;35.5;7.0;90.0;179.0;196.0;124.0;126.0;14.0;108.0;62.0;52.0;23.0
151;Total sex;25 - 30 yrs;2001 before revision;1089.0;951.0;931.0;20.0;138.0;87.3;85.5;2.1;878.0;728.0;150.0;50.0;3.0;80.0;165.0;685.0;;35.6;6.0;74.0;180.0;212.0;119.0;112.0;11.0;98.0;54.0;47.0;17.0
152;Total sex;25 - 30 yrs;2001 after revision;1089.0;954.0;932.0;22.0;135.0;87.6;85.5;2.3;869.0;705.0;164.0;58.0;5.0;92.0;171.0;668.0;;35.4;7.0;77.0;163.0;203.0;126.0;116.0;13.0;100.0;55.0;51.0;21.0
153;Total sex;25 - 30 yrs;2002;1045.0;913.0;884.0;29.0;132.0;87.3;84.6;3.1;821.0;664.0;157.0;59.0;4.0;87.0;175.0;621.0;2.0;35.0;7.0;73.0;165.0;202.0;113.0;109.0;10.0;91.0;52.0;48.0;15.0
154;Total sex;25 - 30 yrs;2003;1014.0;887.0;848.0;39.0;127.0;87.5;83.7;4.4;791.0;639.0;151.0;56.0;2.0;80.0;176.0;591.0;;34.9;6.0;69.0;169.0;200.0;102.0;98.0;11.0;83.0;51.0;45.0;14.0
155;Total sex;25 - 30 yrs;2004;995.0;878.0;833.0;44.0;117.0;88.2;83.8;5.0;774.0;611.0;163.0;56.0;4.0;82.0;187.0;563.0;2.0;34.5;6.0;54.0;167.0;189.0;108.0;112.0;11.0;86.0;46.0;46.0;8.0
156;Total sex;25 - 30 yrs;2005;986.0;866.0;823.0;43.0;121.0;87.8;83.4;5.0;768.0;595.0;173.0;51.0;3.0;82.0;181.0;559.0;;34.8;6.0;49.0;167.0;185.0;106.0;119.0;11.0;83.0;43.0;46.0;7.0
157;Total sex;25 - 30 yrs;2006;985.0;869.0;835.0;33.0;116.0;88.2;84.8;3.9;781.0;593.0;188.0;51.0;3.0;77.0;187.0;569.0;;34.8;7.0;52.0;174.0;181.0;107.0;119.0;11.0;84.0;42.0;46.0;12.0
158;Total sex;25 - 30 yrs;2007;984.0;876.0;852.0;24.0;108.0;89.1;86.6;2.8;792.0;583.0;208.0;57.0;3.0;74.0;192.0;584.0;2.0;35.0;6.0;57.0;189.0;185.0;106.0;118.0;9.0;79.0;42.0;48.0;13.0
159;Total sex;25 - 30 yrs;2008;985.0;881.0;859.0;22.0;104.0;89.5;87.2;2.5;800.0;583.0;217.0;58.0;2.0;71.0;197.0;589.0;2.0;35.0;7.0;55.0;198.0;194.0;99.0;122.0;8.0;81.0;41.0;41.0;13.0
160;Total sex;25 - 30 yrs;2009;986.0;883.0;850.0;33.0;103.0;89.5;86.2;3.7;787.0;574.0;214.0;60.0;3.0;76.0;204.0;569.0;2.0;34.6;6.0;53.0;197.0;187.0;99.0;123.0;10.0;82.0;36.0;43.0;15.0
161;Total sex;25 - 30 yrs;2010;986.0;875.0;836.0;38.0;111.0;88.7;84.8;4.4;771.0;553.0;218.0;62.0;3.0;72.0;207.0;555.0;2.0;34.6;6.0;57.0;205.0;180.0;87.0;123.0;10.0;74.0;38.0;41.0;15.0
162;Total sex;25 - 30 yrs;2011;988.0;871.0;831.0;40.0;116.0;88.2;84.2;4.6;763.0;536.0;227.0;66.0;2.0;84.0;217.0;526.0;4.0;33.9;8.0;54.0;204.0;181.0;85.0;125.0;12.0;68.0;38.0;42.0;16.0
163;Total sex;25 - 30 yrs;2012;1007.0;888.0;840.0;49.0;118.0;88.2;83.4;5.5;767.0;525.0;242.0;70.0;2.0;83.0;228.0;523.0;5.0;33.8;;;;;;;;;;;
164;Total sex;25 - 30 yrs;2013;1031.0;908.0;843.0;66.0;123.0;88.0;81.7;7.2;769.0;500.0;268.0;73.0;;89.0;234.0;513.0;7.0;33.4;;;;;;;;;;;
165;Total sex;30 - 35 yrs;2000;1308.0;1133.0;1108.0;25.0;176.0;86.6;84.7;2.2;1000.0;867.0;132.0;101.0;7.0;125.0;236.0;746.0;;35.0;3.0;153.0;199.0;232.0;126.0;119.0;15.0;104.0;74.0;61.0;23.0
166;Total sex;30 - 35 yrs;2001 before revision;1309.0;1127.0;1104.0;23.0;181.0;86.1;84.3;2.1;998.0;879.0;119.0;102.0;4.0;120.0;240.0;744.0;;34.6;4.0;140.0;204.0;229.0;136.0;111.0;12.0;113.0;77.0;63.0;14.0
167;Total sex;30 - 35 yrs;2001 after revision;1308.0;1133.0;1110.0;23.0;175.0;86.6;84.9;2.0;995.0;870.0;125.0;110.0;6.0;132.0;244.0;733.0;;34.6;3.0;140.0;195.0;223.0;142.0;116.0;15.0;115.0;73.0;62.0;25.0
168;Total sex;30 - 35 yrs;2002;1297.0;1127.0;1097.0;30.0;170.0;86.9;84.6;2.7;971.0;842.0;129.0;120.0;6.0;137.0;254.0;703.0;2.0;34.1;3.0;139.0;207.0;223.0;130.0;113.0;13.0;116.0;73.0;62.0;18.0
169;Total sex;30 - 35 yrs;2003;1267.0;1097.0;1055.0;42.0;170.0;86.6;83.3;3.8;928.0;807.0;121.0;122.0;5.0;122.0;261.0;669.0;3.0;34.2;3.0;132.0;214.0;218.0;119.0;106.0;14.0;108.0;66.0;60.0;15.0
170;Total sex;30 - 35 yrs;2004;1215.0;1057.0;1011.0;46.0;158.0;87.0;83.2;4.4;892.0;776.0;116.0;115.0;4.0;116.0;252.0;641.0;2.0;34.3;4.0;106.0;216.0;214.0;117.0;111.0;11.0;101.0;65.0;55.0;9.0
171;Total sex;30 - 35 yrs;2005;1151.0;1015.0;968.0;46.0;137.0;88.1;84.1;4.5;864.0;743.0;121.0;100.0;4.0;112.0;243.0;612.0;;34.2;4.0;86.0;209.0;207.0;123.0;109.0;10.0;98.0;62.0;54.0;7.0
172;Total sex;30 - 35 yrs;2006;1090.0;965.0;934.0;31.0;125.0;88.5;85.7;3.2;827.0;697.0;130.0;104.0;3.0;95.0;244.0;594.0;2.0;34.5;4.0;92.0;210.0;190.0;114.0;106.0;10.0;90.0;55.0;51.0;12.0
173;Total sex;30 - 35 yrs;2007;1041.0;930.0;906.0;24.0;110.0;89.4;87.1;2.5;806.0;666.0;140.0;96.0;4.0;87.0;241.0;578.0;2.0;34.5;4.0;91.0;210.0;186.0;107.0;105.0;11.0;86.0;47.0;47.0;13.0
174;Total sex;30 - 35 yrs;2008;1011.0;915.0;896.0;18.0;96.0;90.5;88.7;2.0;794.0;656.0;139.0;98.0;4.0;80.0;244.0;571.0;;34.7;4.0;86.0;226.0;187.0;105.0;97.0;9.0;79.0;44.0;48.0;11.0
175;Total sex;30 - 35 yrs;2009;996.0;903.0;876.0;27.0;93.0;90.6;87.9;3.0;780.0;648.0;132.0;93.0;3.0;73.0;252.0;550.0;;34.6;5.0;86.0;217.0;183.0;98.0;104.0;9.0;73.0;40.0;44.0;16.0
176;Total sex;30 - 35 yrs;2010;990.0;898.0;865.0;33.0;93.0;90.7;87.3;3.7;769.0;634.0;135.0;92.0;3.0;71.0;255.0;537.0;2.0;34.6;4.0;79.0;235.0;183.0;86.0;101.0;10.0;71.0;38.0;41.0;16.0
177;Total sex;30 - 35 yrs;2011;992.0;892.0;859.0;34.0;100.0;89.9;86.5;3.8;758.0;620.0;138.0;97.0;3.0;66.0;247.0;543.0;3.0;34.8;4.0;80.0;233.0;186.0;87.0;99.0;8.0;70.0;41.0;40.0;11.0
178;Total sex;30 - 35 yrs;2012;1001.0;902.0;862.0;40.0;99.0;90.1;86.1;4.4;757.0;611.0;145.0;102.0;4.0;64.0;263.0;534.0;2.0;34.5;;;;;;;;;;;
179;Total sex;30 - 35 yrs;2013;1008.0;899.0;846.0;53.0;108.0;89.2;84.0;5.9;738.0;584.0;153.0;105.0;4.0;69.0;258.0;516.0;3.0;34.2;;;;;;;;;;;
180;Total sex;35 - 40 yrs;2000;1313.0;1116.0;1087.0;29.0;197.0;85.0;82.8;2.6;948.0;834.0;114.0;130.0;8.0;161.0;244.0;682.0;;33.8;6.0;166.0;186.0;218.0;126.0;100.0;18.0;101.0;72.0;68.0;24.0
181;Total sex;35 - 40 yrs;2001 before revision;1321.0;1124.0;1100.0;24.0;197.0;85.1;83.2;2.2;964.0;859.0;106.0;130.0;5.0;170.0;251.0;678.0;;33.6;4.0;171.0;194.0;211.0;128.0;110.0;14.0;109.0;72.0;71.0;15.0
182;Total sex;35 - 40 yrs;2001 after revision;1321.0;1126.0;1105.0;21.0;194.0;85.3;83.7;1.8;950.0;845.0;105.0;148.0;7.0;175.0;254.0;675.0;2.0;33.5;5.0;178.0;181.0;220.0;128.0;106.0;15.0;108.0;73.0;70.0;23.0
183;Total sex;35 - 40 yrs;2002;1319.0;1134.0;1104.0;30.0;185.0;85.9;83.7;2.6;951.0;844.0;107.0;146.0;6.0;175.0;265.0;662.0;2.0;33.3;3.0;165.0;197.0;223.0;128.0;111.0;14.0;104.0;73.0;71.0;14.0
184;Total sex;35 - 40 yrs;2003;1313.0;1122.0;1080.0;42.0;191.0;85.5;82.3;3.8;931.0;827.0;105.0;142.0;6.0;161.0;273.0;644.0;2.0;33.4;3.0;163.0;203.0;222.0;118.0;107.0;13.0;105.0;66.0;66.0;15.0
185;Total sex;35 - 40 yrs;2004;1307.0;1127.0;1073.0;54.0;180.0;86.2;82.1;4.8;914.0;815.0;99.0;153.0;7.0;161.0;272.0;639.0;2.0;33.5;4.0;135.0;211.0;217.0;130.0;117.0;13.0;103.0;73.0;61.0;9.0
186;Total sex;35 - 40 yrs;2005;1303.0;1129.0;1077.0;53.0;174.0;86.7;82.6;4.7;913.0;813.0;101.0;157.0;6.0;156.0;279.0;640.0;;33.5;4.0;127.0;216.0;213.0;138.0;118.0;14.0;104.0;70.0;64.0;7.0
187;Total sex;35 - 40 yrs;2006;1294.0;1133.0;1093.0;40.0;161.0;87.5;84.4;3.5;930.0;821.0;108.0;157.0;6.0;149.0;288.0;654.0;2.0;33.8;3.0;132.0;219.0;212.0;133.0;125.0;13.0;104.0;72.0;67.0;14.0
188;Total sex;35 - 40 yrs;2007;1277.0;1125.0;1097.0;28.0;152.0;88.1;85.9;2.5;930.0;796.0;133.0;162.0;6.0;147.0;295.0;654.0;2.0;33.9;3.0;138.0;220.0;216.0;134.0;124.0;11.0;99.0;66.0;71.0;15.0
189;Total sex;35 - 40 yrs;2008;1248.0;1114.0;1092.0;22.0;134.0;89.3;87.5;1.9;931.0;792.0;139.0;155.0;6.0;133.0;309.0;649.0;;34.1;3.0;137.0;225.0;210.0;135.0;124.0;12.0;101.0;64.0;68.0;12.0
190;Total sex;35 - 40 yrs;2009;1199.0;1072.0;1043.0;29.0;127.0;89.4;87.0;2.7;883.0;758.0;126.0;154.0;5.0;118.0;314.0;610.0;2.0;34.0;3.0;134.0;223.0;207.0;124.0;118.0;12.0;95.0;57.0;55.0;14.0
191;Total sex;35 - 40 yrs;2010;1139.0;1013.0;980.0;34.0;126.0;89.0;86.0;3.3;832.0;718.0;115.0;143.0;4.0;106.0;303.0;568.0;2.0;33.9;3.0;119.0;226.0;199.0;111.0;106.0;9.0;87.0;50.0;55.0;15.0
192;Total sex;35 - 40 yrs;2011;1084.0;958.0;926.0;31.0;126.0;88.4;85.5;3.3;785.0;673.0;111.0;136.0;6.0;94.0;290.0;539.0;3.0;33.9;4.0;115.0;221.0;193.0;99.0;96.0;10.0;73.0;46.0;55.0;14.0
193;Total sex;35 - 40 yrs;2012;1044.0;923.0;881.0;42.0;121.0;88.4;84.4;4.5;740.0;629.0;111.0;136.0;5.0;91.0;278.0;509.0;2.0;33.8;;;;;;;;;;;
194;Total sex;35 - 40 yrs;2013;1020.0;906.0;853.0;53.0;114.0;88.9;83.6;5.9;711.0;593.0;119.0;136.0;5.0;80.0;277.0;491.0;5.0;33.8;;;;;;;;;;;
195;Total sex;40 - 45 yrs;2000;1217.0;1021.0;996.0;25.0;196.0;83.9;81.9;2.4;866.0;770.0;96.0;121.0;9.0;138.0;250.0;608.0;;33.7;4.0;146.0;206.0;186.0;106.0;94.0;15.0;87.0;60.0;70.0;22.0
196;Total sex;40 - 45 yrs;2001 before revision;1238.0;1053.0;1030.0;23.0;185.0;85.1;83.2;2.2;904.0;815.0;89.0;119.0;7.0;139.0;262.0;629.0;;33.7;6.0;153.0;197.0;191.0;128.0;106.0;12.0;95.0;59.0;72.0;12.0
197;Total sex;40 - 45 yrs;2001 after revision;1238.0;1050.0;1028.0;21.0;189.0;84.8;83.1;2.0;883.0;793.0;91.0;137.0;8.0;151.0;252.0;624.0;;33.6;5.0;160.0;187.0;187.0;125.0;101.0;12.0;98.0;60.0;72.0;21.0
198;Total sex;40 - 45 yrs;2002;1258.0;1073.0;1046.0;26.0;185.0;85.3;83.2;2.5;903.0;813.0;90.0;135.0;8.0;149.0;276.0;619.0;2.0;33.3;5.0;161.0;200.0;196.0;120.0;103.0;14.0;98.0;61.0;74.0;13.0
199;Total sex;40 - 45 yrs;2003;1276.0;1071.0;1037.0;34.0;205.0;84.0;81.3;3.2;890.0;799.0;91.0;141.0;6.0;149.0;278.0;608.0;2.0;33.3;4.0;167.0;193.0;196.0;118.0;99.0;13.0;92.0;66.0;74.0;14.0
200;Total sex;40 - 45 yrs;2004;1292.0;1098.0;1054.0;45.0;193.0;85.0;81.6;4.1;897.0;808.0;89.0;151.0;6.0;155.0;278.0;618.0;3.0;33.3;3.0;136.0;208.0;211.0;127.0;112.0;14.0;95.0;68.0;72.0;9.0
201;Total sex;40 - 45 yrs;2005;1303.0;1120.0;1069.0;51.0;182.0;86.0;82.1;4.6;900.0;810.0;90.0;160.0;8.0;160.0;280.0;628.0;2.0;33.4;4.0;134.0;202.0;209.0;136.0;119.0;14.0;101.0;73.0;70.0;7.0
202;Total sex;40 - 45 yrs;2006;1304.0;1129.0;1087.0;41.0;175.0;86.6;83.4;3.7;908.0;809.0;98.0;172.0;8.0;160.0;289.0;636.0;2.0;33.6;4.0;143.0;205.0;207.0;134.0;122.0;12.0;98.0;72.0;78.0;11.0
203;Total sex;40 - 45 yrs;2007;1298.0;1134.0;1101.0;33.0;164.0;87.4;84.8;2.9;910.0;796.0;114.0;183.0;7.0;154.0;299.0;646.0;2.0;33.8;4.0;151.0;202.0;213.0;139.0;120.0;13.0;95.0;74.0;79.0;13.0
204;Total sex;40 - 45 yrs;2008;1291.0;1141.0;1115.0;26.0;149.0;88.4;86.4;2.3;926.0;806.0;120.0;184.0;6.0;142.0;318.0;653.0;2.0;33.8;4.0;155.0;214.0;217.0;136.0;121.0;12.0;94.0;73.0;75.0;15.0
205;Total sex;40 - 45 yrs;2009;1286.0;1144.0;1112.0;32.0;142.0;88.9;86.4;2.8;919.0;801.0;118.0;186.0;6.0;138.0;332.0;639.0;3.0;33.8;2.0;158.0;223.0;214.0;133.0;126.0;10.0;93.0;65.0;72.0;15.0
206;Total sex;40 - 45 yrs;2010;1284.0;1135.0;1095.0;40.0;148.0;88.5;85.3;3.5;904.0;793.0;112.0;185.0;6.0;136.0;327.0;631.0;3.0;33.8;2.0;156.0;223.0;219.0;131.0;118.0;10.0;92.0;64.0;66.0;16.0
207;Total sex;40 - 45 yrs;2011;1277.0;1117.0;1077.0;40.0;160.0;87.4;84.3;3.6;878.0;771.0;107.0;193.0;6.0;123.0;329.0;621.0;3.0;33.9;2.0;152.0;223.0;216.0;126.0;114.0;11.0;87.0;65.0;64.0;18.0
208;Total sex;40 - 45 yrs;2012;1268.0;1113.0;1068.0;45.0;155.0;87.8;84.2;4.1;876.0;758.0;117.0;186.0;6.0;123.0;332.0;609.0;3.0;33.7;;;;;;;;;;;
209;Total sex;40 - 45 yrs;2013;1245.0;1091.0;1031.0;60.0;154.0;87.6;82.8;5.5;834.0;723.0;111.0;191.0;6.0;118.0;329.0;581.0;4.0;33.5;;;;;;;;;;;
210;Total sex;45 - 50 yrs;2000;1131.0;917.0;894.0;23.0;214.0;81.1;79.0;2.5;762.0;690.0;72.0;123.0;8.0;120.0;219.0;554.0;;34.1;3.0;140.0;187.0;145.0;102.0;89.0;13.0;81.0;53.0;61.0;18.0
211;Total sex;45 - 50 yrs;2001 before revision;1142.0;936.0;915.0;22.0;206.0;82.0;80.1;2.3;787.0;714.0;73.0;122.0;6.0;119.0;227.0;569.0;;33.9;4.0;153.0;181.0;150.0;103.0;93.0;9.0;81.0;59.0;70.0;12.0
212;Total sex;45 - 50 yrs;2001 after revision;1142.0;920.0;900.0;20.0;222.0;80.6;78.8;2.2;757.0;686.0;70.0;136.0;8.0;126.0;218.0;555.0;;34.0;4.0;154.0;172.0;147.0;103.0;88.0;9.0;88.0;55.0;65.0;17.0
213;Total sex;45 - 50 yrs;2002;1155.0;949.0;926.0;23.0;206.0;82.2;80.2;2.4;788.0;718.0;70.0;132.0;6.0;125.0;242.0;558.0;2.0;33.6;4.0;151.0;175.0;159.0;107.0;90.0;9.0;89.0;58.0;71.0;14.0
214;Total sex;45 - 50 yrs;2003;1168.0;976.0;946.0;30.0;191.0;83.6;81.1;3.0;804.0;734.0;70.0;136.0;7.0;132.0;259.0;554.0;2.0;33.4;4.0;153.0;179.0;174.0;106.0;97.0;10.0;84.0;57.0;70.0;11.0
215;Total sex;45 - 50 yrs;2004;1184.0;994.0;953.0;41.0;190.0;84.0;80.5;4.1;808.0;740.0;68.0;139.0;7.0;130.0;264.0;558.0;2.0;33.2;4.0;123.0;199.0;189.0;115.0;101.0;11.0;82.0;59.0;63.0;7.0
216;Total sex;45 - 50 yrs;2005;1202.0;1018.0;977.0;41.0;183.0;84.7;81.3;4.0;818.0;748.0;71.0;151.0;7.0;136.0;273.0;566.0;2.0;33.3;4.0;121.0;203.0;189.0;125.0;103.0;11.0;89.0;58.0;67.0;7.0
217;Total sex;45 - 50 yrs;2006;1219.0;1040.0;1000.0;39.0;179.0;85.3;82.1;3.8;840.0;763.0;77.0;154.0;6.0;134.0;285.0;580.0;2.0;33.5;4.0;132.0;208.0;182.0;119.0;109.0;10.0;89.0;65.0;69.0;11.0
218;Total sex;45 - 50 yrs;2007;1236.0;1063.0;1034.0;30.0;173.0;86.0;83.6;2.8;864.0;771.0;93.0;164.0;6.0;133.0;299.0;600.0;2.0;33.7;4.0;139.0;212.0;191.0;123.0;111.0;10.0;93.0;68.0;71.0;11.0
219;Total sex;45 - 50 yrs;2008;1254.0;1089.0;1064.0;25.0;165.0;86.9;84.9;2.3;887.0;786.0;101.0;171.0;5.0;134.0;307.0;622.0;2.0;33.8;4.0;146.0;210.0;197.0;132.0;117.0;11.0;93.0;67.0;75.0;12.0
220;Total sex;45 - 50 yrs;2009;1270.0;1105.0;1075.0;30.0;165.0;87.0;84.6;2.7;892.0;792.0;100.0;177.0;5.0;133.0;311.0;628.0;2.0;33.7;5.0;150.0;211.0;200.0;129.0;122.0;12.0;87.0;68.0;77.0;14.0
221;Total sex;45 - 50 yrs;2010;1281.0;1116.0;1077.0;39.0;165.0;87.1;84.1;3.5;886.0;791.0;95.0;185.0;7.0;128.0;319.0;628.0;3.0;33.9;3.0;154.0;214.0;205.0;128.0;118.0;12.0;87.0;67.0;76.0;14.0
222;Total sex;45 - 50 yrs;2011;1284.0;1132.0;1092.0;40.0;152.0;88.1;85.0;3.5;897.0;796.0;101.0;186.0;9.0;127.0;329.0;632.0;3.0;33.9;3.0;153.0;220.0;212.0;128.0;118.0;12.0;87.0;69.0;74.0;16.0
223;Total sex;45 - 50 yrs;2012;1283.0;1127.0;1081.0;46.0;156.0;87.9;84.2;4.1;884.0;782.0;101.0;190.0;7.0;126.0;333.0;619.0;3.0;33.7;;;;;;;;;;;
224;Total sex;45 - 50 yrs;2013;1281.0;1117.0;1060.0;57.0;164.0;87.2;82.7;5.1;858.0;751.0;106.0;195.0;7.0;128.0;327.0;600.0;4.0;33.6;;;;;;;;;;;
225;Total sex;50 - 55 yrs;2000;1156.0;846.0;826.0;20.0;310.0;73.2;71.4;2.4;682.0;615.0;67.0;136.0;8.0;117.0;182.0;526.0;;34.4;5.0;141.0;165.0;129.0;86.0;82.0;13.0;75.0;55.0;57.0;17.0
226;Total sex;50 - 55 yrs;2001 before revision;1156.0;857.0;839.0;19.0;299.0;74.2;72.6;2.2;711.0;650.0;61.0;119.0;8.0;120.0;191.0;527.0;;33.9;4.0;142.0;169.0;133.0;90.0;81.0;9.0;75.0;56.0;67.0;12.0
227;Total sex;50 - 55 yrs;2001 after revision;1156.0;839.0;821.0;18.0;317.0;72.6;71.1;2.1;678.0;622.0;55.0;134.0;9.0;124.0;178.0;518.0;;34.0;4.0;139.0;156.0;126.0;88.0;80.0;11.0;77.0;53.0;68.0;20.0
228;Total sex;50 - 55 yrs;2002;1127.0;838.0;818.0;20.0;289.0;74.4;72.6;2.4;676.0;621.0;55.0;135.0;8.0;123.0;189.0;506.0;2.0;33.6;3.0;136.0;154.0;127.0;91.0;81.0;10.0;83.0;57.0;65.0;12.0
