ID;Cijfersoort;Politieregio;Perioden;OverlastVanGroepenJongeren_1;MensenWordenOpStraatLastigGevallen_2;Drugsoverlast_3;DronkenMensenOpStraat_4;Bedreiging_5;Gewelddelicten_6;Straatroof_7;VrouwenEnMeisjesWordenNagefloten_8;Jeugdcriminaliteit_9;SocialeOverlastSchaalscore_10;DreigingSchaalscore_11;BekladdingVanMurenGebouwen_12;RommelOpStraat_13;HondenpoepOpStraat_14;VernielingVanStraatmeubilair_15;FysiekeVerloederingSchaalscore_16;Fietsendiefstal_17;DiefstalUitAutoS_18;BeschadigingAanDiefstalUitAutoS_19;InbraakInWoningen_20;OverlastVermogensdelictenSchaalscore_21;AgressiefVerkeersgedrag_22;GeluidsoverlastDoorVerkeer_23;TeHardRijden_24;Parkeeroverlast_25;VerkeersoverlastSchaalscore_26;OverlastDoorOmwonenden_27;AndereVormenVanGeluidsoverlast_28;OverlastVanZwerversDaklozen_29;OverlastDoorHoreca_30;OverigeOverlastSchaalscore_31;MensenKennenElkaarNauwelijks_32;MensenGaanPrettigMetElkaarOm_33;GezelligeBuurtMetVeelSaamhorigheid_34;VoelMijThuisBijMensenInDezeBuurt_35;VeelContactMetAndereBuurtbewoners_36;TevredenMetSamenstellingBevolking_37;SocialeCohesieSchaalscore_38;WegenPadenPleintjesGoedOnderhouden_39;PlantsoenenEnParkenGoedOnderhouden_40;BuitenGoedVerlicht_41;GoedeSpeelplekkenVoorKinderen_42;GoedeVoorzieningenVoorJongeren_43;ZelfActiefGeweestBijVerbeterenBuurt_44;VooruitGegaan_45;AchteruitGegaan_46;GelijkGebleven_47;Woonomgeving_48;Leefbaarheid_49;Veiligheid_50;HeeftAandachtVoorLeefbaarheid_51;InformeertBuurtMbtAanpakLeefbaarheid_52;BetrektBuurtBijAanpakLeefbaarheid_53;IsBereikbaarVoorMeldingenEnKlachten_54;ReageertOpMeldingenEnKlachten_55;DoetWatZeZegt_56
152;Betrouwbaarheidsmarge;Kennemerland (PO);2008;2.7;1.1;1.4;1.9;1.4;0.8;0.9;1.6;1.7;0.2;0.2;2.4;3.6;3.9;3.4;0.2;2.5;1.7;2.4;1.9;0.2;2.8;3.0;3.9;3.7;0.2;2.1;2.4;0.6;1.5;0.1;3.9;4.0;4.3;4.2;4.2;3.7;0.2;4.2;4.1;3.6;4.4;3.2;2.7;3.9;2.9;4.3;0.1;0.1;0.1;4.4;4.4;4.4;4.4;4.1;4.1
153;Betrouwbaarheidsmarge;Kennemerland (PO);2009;2.5;0.8;1.1;1.6;1.1;0.8;0.5;0.9;1.6;0.2;0.1;1.9;3.1;3.4;2.3;0.2;2.1;1.3;2.0;1.6;0.2;2.3;2.7;3.4;3.2;0.2;1.5;2.5;0.6;1.0;0.1;3.3;3.4;3.6;3.6;3.5;3.2;0.1;3.5;3.5;2.9;3.6;2.9;2.7;2.6;2.4;3.4;0.1;0.1;0.1;3.6;3.6;3.6;3.6;3.4;3.2
154;Betrouwbaarheidsmarge;Kennemerland (PO);2010;2.5;0.9;1.4;1.8;0.9;1.1;0.7;1.2;1.5;0.2;0.1;2.2;3.1;3.3;2.6;0.2;2.3;1.8;2.5;2.0;0.2;2.5;2.6;3.4;3.3;0.2;1.7;2.4;0.9;1.3;0.1;3.4;3.3;3.6;3.5;3.5;3.2;0.1;3.4;3.3;3.1;3.6;2.8;2.7;2.4;2.6;3.4;0.1;0.1;0.1;3.6;3.6;3.5;3.6;3.3;3.2
155;Betrouwbaarheidsmarge;Kennemerland (PO);2011;1.7;0.6;1.3;1.4;0.9;1.0;0.1;0.8;1.3;0.1;0.1;1.2;2.2;2.5;1.9;0.2;1.6;1.2;1.7;1.6;0.2;1.7;1.7;2.5;2.3;0.2;1.1;1.7;0.3;0.6;0.1;2.5;2.4;2.8;2.6;2.7;2.3;0.1;2.6;2.5;2.4;2.7;2.4;2.0;2.1;1.7;2.6;0.1;0.1;0.1;2.8;2.8;2.7;2.8;2.6;2.3
156;Betrouwbaarheidsmarge;Amsterdam-Amstelland (PO);2008;1.3;0.7;0.9;1.2;0.7;0.7;0.6;1.0;1.0;0.1;0.1;1.4;1.7;1.6;1.2;0.1;1.4;1.3;1.3;1.1;0.1;1.3;1.4;1.5;1.5;0.1;0.9;1.3;0.7;0.6;0.1;1.7;1.8;1.8;1.8;1.7;1.7;0.1;1.7;1.7;1.6;1.8;1.5;1.3;1.5;1.4;1.8;0.1;0.1;0.1;4.2;4.2;4.2;4.2;3.9;3.8
157;Betrouwbaarheidsmarge;Amsterdam-Amstelland (PO);2009;1.3;0.7;0.8;1.0;0.8;0.8;0.7;1.0;1.0;0.1;0.1;1.3;1.5;1.4;1.0;0.1;1.3;1.1;1.1;1.0;0.1;1.2;1.2;1.4;1.4;0.1;0.9;1.2;0.6;0.6;0.1;1.6;1.6;1.6;1.6;1.5;1.5;0.1;1.5;1.5;1.4;1.6;1.3;1.2;1.4;1.2;1.6;0.0;0.0;0.1;4.2;4.2;4.2;4.2;3.8;3.8
158;Betrouwbaarheidsmarge;Amsterdam-Amstelland (PO);2010;1.3;0.7;0.9;1.0;0.7;0.9;0.6;1.0;1.0;0.1;0.1;1.2;1.5;1.3;0.9;0.1;1.2;1.1;1.1;1.0;0.1;1.2;1.1;1.3;1.3;0.1;0.9;1.1;0.7;0.6;0.1;1.5;1.5;1.5;1.5;1.5;1.5;0.1;1.5;1.4;1.4;1.5;1.3;1.1;1.2;1.3;1.5;0.0;0.0;0.1;4.3;4.3;4.4;4.4;4.0;3.9
159;Betrouwbaarheidsmarge;Amsterdam-Amstelland (PO);2011;1.3;0.8;0.9;1.1;0.7;0.8;0.6;1.0;1.0;0.1;0.1;1.3;1.6;1.5;0.9;0.1;1.3;1.1;1.2;1.1;0.1;1.3;1.2;1.4;1.4;0.1;0.9;1.2;0.7;0.6;0.1;1.6;1.6;1.6;1.6;1.6;1.6;0.1;1.5;1.5;1.5;1.6;1.4;1.2;1.4;1.2;1.6;0.0;0.0;0.1;4.2;4.2;4.3;4.2;4.0;3.9
160;Betrouwbaarheidsmarge;Gooi en Vechtstreek (PO);2008;2.6;1.0;1.7;1.9;0.9;0.9;0.6;1.4;2.0;0.2;0.2;2.1;3.0;4.1;2.9;0.2;2.2;2.0;2.7;2.2;0.2;2.6;2.9;3.8;3.9;0.2;1.9;2.6;0.8;1.3;0.1;3.8;3.8;4.1;4.0;4.1;3.6;0.2;3.9;3.9;3.3;4.1;3.2;3.2;2.8;3.1;4.0;0.1;0.1;0.1;4.1;4.1;4.0;4.1;3.6;3.5
161;Betrouwbaarheidsmarge;Gooi en Vechtstreek (PO);2009;1.5;0.6;0.8;1.1;0.7;0.5;0.3;0.7;0.8;0.1;0.1;1.1;1.8;2.2;1.5;0.1;1.2;1.1;1.4;1.4;0.1;1.6;1.6;2.2;2.0;0.1;1.0;1.3;0.6;0.6;0.1;2.1;2.1;2.3;2.2;2.3;2.0;0.1;2.2;2.2;1.9;2.3;1.8;1.8;1.5;1.6;2.1;0.1;0.1;0.1;3.0;3.0;2.9;3.0;2.7;2.7
162;Betrouwbaarheidsmarge;Gooi en Vechtstreek (PO);2010;2.5;0.9;1.4;1.8;1.0;1.1;0.5;1.1;1.6;0.2;0.2;2.0;2.9;3.7;2.5;0.2;2.3;2.1;2.5;2.4;0.2;2.3;2.7;3.5;3.5;0.2;1.5;2.0;1.1;1.2;0.1;3.4;3.4;3.7;3.7;3.7;3.3;0.1;3.5;3.5;3.3;3.7;2.9;2.9;2.5;2.6;3.5;0.1;0.1;0.1;3.8;3.8;3.7;3.8;3.5;3.2
163;Betrouwbaarheidsmarge;Gooi en Vechtstreek (PO);2011;1.6;0.7;0.9;1.2;0.7;0.7;0.4;0.7;0.9;0.1;0.1;1.2;1.9;2.3;1.3;0.1;1.4;1.3;1.6;1.7;0.2;1.7;1.6;2.3;2.1;0.1;1.1;1.4;0.6;0.7;0.1;2.2;2.2;2.5;2.4;2.5;2.2;0.1;2.3;2.3;2.0;2.5;2.0;1.8;1.6;1.7;2.3;0.1;0.1;0.1;2.9;2.9;2.9;2.9;2.8;2.7
164;Betrouwbaarheidsmarge;Haaglanden (PO);2008;1.0;0.5;0.5;0.7;0.4;0.4;0.4;0.5;0.7;0.1;0.1;0.9;1.1;1.2;0.9;0.1;0.9;0.7;0.9;0.8;0.1;0.9;0.9;1.2;1.2;0.1;0.6;0.8;0.4;0.4;0.1;1.2;1.2;1.3;1.3;1.2;1.2;0.0;1.2;1.2;1.2;1.3;1.0;0.9;0.9;1.0;1.3;0.0;0.0;0.0;1.3;1.3;1.2;1.3;1.2;1.1
165;Betrouwbaarheidsmarge;Haaglanden (PO);2009;0.8;0.3;0.4;0.6;0.4;0.3;0.3;0.4;0.5;0.1;0.1;0.6;0.9;1.0;0.7;0.1;0.7;0.6;0.7;0.6;0.1;0.7;0.7;1.0;1.0;0.1;0.5;0.6;0.3;0.3;0.0;1.0;1.0;1.1;1.0;1.0;1.0;0.0;1.0;1.0;0.9;1.1;0.8;0.8;0.7;0.8;1.0;0.0;0.0;0.0;1.4;1.4;1.3;1.4;1.3;1.2
166;Betrouwbaarheidsmarge;Haaglanden (PO);2010;1.0;0.5;0.5;0.8;0.5;0.5;0.4;0.6;0.7;0.1;0.1;0.9;1.2;1.3;0.9;0.1;1.0;0.9;1.0;0.9;0.1;0.9;1.0;1.3;1.3;0.1;0.6;0.8;0.5;0.5;0.1;1.3;1.3;1.5;1.4;1.4;1.3;0.1;1.3;1.3;1.2;1.4;1.2;1.1;1.0;1.0;1.3;0.0;0.0;0.0;1.4;1.5;1.4;1.5;1.4;1.3
167;Betrouwbaarheidsmarge;Haaglanden (PO);2011;0.9;0.4;0.5;0.8;0.4;0.5;0.3;0.5;0.6;0.1;0.1;0.7;1.0;1.2;0.8;0.1;0.8;0.8;0.9;0.9;0.1;0.8;0.8;1.2;1.2;0.1;0.6;0.7;0.3;0.4;0.1;1.1;1.1;1.3;1.2;1.3;1.1;0.0;1.1;1.1;1.1;1.2;1.1;0.9;0.9;0.9;1.2;0.0;0.0;0.0;1.3;1.3;1.2;1.3;1.2;1.2
168;Betrouwbaarheidsmarge;Hollands Midden (PO);2008;0.8;0.4;0.5;0.6;0.4;0.3;0.3;0.5;0.6;0.1;0.1;0.6;1.0;1.2;0.8;0.1;0.8;0.7;0.8;0.7;0.1;0.8;0.8;1.1;1.1;0.1;0.5;0.7;0.3;0.4;0.0;1.1;1.1;1.2;1.2;1.2;1.1;0.0;1.2;1.2;1.0;1.2;1.0;0.9;0.9;0.8;1.1;0.0;0.0;0.0;1.2;1.2;1.2;1.2;1.2;1.1
169;Betrouwbaarheidsmarge;Hollands Midden (PO);2009;2.0;0.7;1.1;1.6;0.8;0.9;0.4;1.2;1.3;0.1;0.1;1.5;2.5;3.0;2.3;0.2;1.9;1.7;2.0;1.8;0.2;1.8;2.4;2.8;3.0;0.2;1.3;1.6;0.4;0.7;0.1;2.8;2.8;3.2;3.1;3.2;2.7;0.1;3.1;3.0;2.7;3.2;2.7;2.3;2.2;2.3;2.9;0.1;0.1;0.1;3.7;3.7;3.6;3.7;3.4;3.2
170;Betrouwbaarheidsmarge;Hollands Midden (PO);2010;2.0;0.9;1.3;1.6;0.7;0.9;0.7;1.0;1.3;0.1;0.1;1.5;2.4;3.0;2.1;0.2;1.8;1.7;1.7;1.8;0.2;1.9;2.2;3.0;2.9;0.2;1.4;1.5;0.4;1.0;0.1;2.5;2.8;3.3;3.0;3.3;2.8;0.1;3.0;3.0;2.7;3.2;2.8;2.6;2.1;2.1;2.9;0.1;0.1;0.1;3.3;3.3;3.2;3.3;3.1;2.8
171;Betrouwbaarheidsmarge;Hollands Midden (PO);2011;0.9;0.5;0.5;0.7;0.5;0.4;0.3;0.5;0.5;0.1;0.1;0.6;1.0;1.1;0.7;0.1;0.8;0.6;0.8;0.7;0.1;0.8;0.8;1.1;1.1;0.1;0.5;0.7;0.3;0.4;0.0;1.2;1.1;1.3;1.2;1.2;1.1;0.0;1.2;1.2;1.0;1.2;1.0;0.9;0.9;0.8;1.2;0.0;0.0;0.0;1.3;1.3;1.3;1.3;1.2;1.2
172;Betrouwbaarheidsmarge;Rotterdam-Rijnmond (PO);2008;2.1;0.7;1.0;1.4;0.8;0.7;0.4;1.1;1.3;0.1;0.1;1.8;2.3;2.6;2.3;0.2;1.7;1.3;1.8;1.5;0.2;1.8;1.9;2.5;2.4;0.2;1.2;1.6;0.3;1.0;0.1;2.3;2.5;2.6;2.6;2.5;2.4;0.1;2.6;2.6;2.3;2.6;1.9;1.7;1.5;2.1;2.5;0.1;0.1;0.1;4.2;4.2;4.1;4.2;4.0;3.8
173;Betrouwbaarheidsmarge;Rotterdam-Rijnmond (PO);2009;0.5;0.3;0.3;0.4;0.3;0.2;0.2;0.4;0.4;0.0;0.0;0.5;0.6;0.7;0.5;0.0;0.5;0.4;0.5;0.4;0.0;0.5;0.5;0.6;0.6;0.0;0.3;0.4;0.2;0.2;0.0;0.7;0.7;0.7;0.7;0.7;0.7;0.0;0.7;0.7;0.6;0.7;0.5;0.5;0.5;0.6;0.7;0.0;0.0;0.0;4.2;4.3;4.3;4.2;4.1;3.8
174;Betrouwbaarheidsmarge;Rotterdam-Rijnmond (PO);2010;2.8;1.6;2.0;2.3;1.7;1.3;1.0;1.9;1.9;0.2;0.2;2.7;3.4;3.6;2.8;0.2;2.6;2.5;2.7;2.2;0.2;3.0;3.0;3.5;3.5;0.2;2.1;2.5;0.9;1.1;0.2;3.5;3.6;3.5;3.7;3.5;3.6;0.1;3.6;3.5;3.4;3.7;2.9;2.8;3.1;2.7;3.7;0.1;0.1;0.1;3.7;3.7;3.6;3.7;3.5;3.2
175;Betrouwbaarheidsmarge;Rotterdam-Rijnmond (PO);2011;0.7;0.4;0.5;0.5;0.4;0.4;0.3;0.5;0.5;0.1;0.1;0.6;0.8;0.8;0.5;0.1;0.7;0.6;0.6;0.6;0.1;0.7;0.6;0.8;0.8;0.1;0.5;0.6;0.3;0.3;0.0;0.8;0.8;0.9;0.8;0.9;0.8;0.0;0.8;0.8;0.8;0.9;0.7;0.7;0.7;0.7;0.9;0.0;0.0;0.0;4.1;4.2;4.2;4.0;4.1;3.9
176;Betrouwbaarheidsmarge;Zuid-Holland-Zuid (PO);2008;2.8;0.8;1.3;1.7;0.8;1.0;0.6;1.5;1.4;0.2;0.1;2.2;3.0;3.9;3.4;0.2;1.9;1.7;2.3;1.5;0.2;2.6;2.8;3.9;3.8;0.2;2.1;2.1;0.9;1.3;0.1;3.7;3.9;4.1;4.0;4.0;3.6;0.1;3.9;3.8;3.7;4.2;3.2;3.1;2.9;2.9;3.9;0.1;0.1;0.1;4.2;4.1;4.0;4.2;3.9;3.6
177;Betrouwbaarheidsmarge;Zuid-Holland-Zuid (PO);2009;2.3;0.8;1.4;1.6;0.9;0.6;0.4;1.1;1.3;0.2;0.1;1.6;2.7;3.2;2.4;0.2;1.7;1.5;2.1;1.6;0.2;2.1;2.4;3.2;3.0;0.2;1.3;1.8;0.8;1.1;0.1;2.8;3.1;3.3;3.3;3.3;3.0;0.1;3.2;3.1;2.8;3.4;2.6;2.4;2.3;2.4;3.1;0.1;0.1;0.1;3.4;3.4;3.3;3.4;3.1;3.0
178;Betrouwbaarheidsmarge;Zuid-Holland-Zuid (PO);2010;2.1;0.6;1.3;1.4;1.0;1.0;0.5;0.8;1.3;0.1;0.1;1.6;2.5;3.1;2.3;0.2;1.6;1.5;1.8;1.7;0.2;1.8;2.2;3.0;2.9;0.2;1.3;1.5;0.5;1.2;0.1;2.8;2.9;3.2;3.1;3.2;2.8;0.1;3.0;3.1;2.7;3.2;2.6;2.5;2.3;2.2;3.0;0.1;0.1;0.1;3.2;3.3;3.2;3.2;3.0;2.8
179;Betrouwbaarheidsmarge;Zuid-Holland-Zuid (PO);2011;1.9;0.7;1.2;1.4;0.6;0.6;0.4;1.0;1.0;0.1;0.1;1.5;2.3;2.6;1.8;0.2;1.3;1.3;1.6;1.5;0.2;1.8;2.0;2.9;2.7;0.2;1.1;1.5;0.5;0.9;0.1;2.5;2.8;3.0;2.9;3.0;2.6;0.1;2.8;2.8;2.5;3.0;2.3;1.9;1.8;2.1;2.7;0.1;0.1;0.1;3.1;3.1;3.0;3.1;2.8;2.7
180;Betrouwbaarheidsmarge;Zeeland (PO);2008;2.1;0.8;1.5;2.0;0.7;1.0;0.2;0.7;1.3;0.2;0.1;2.0;2.6;3.8;2.8;0.2;1.8;1.1;2.2;1.7;0.2;2.2;2.6;3.7;3.3;0.2;1.3;1.6;0.4;0.7;0.1;3.4;3.9;4.1;3.9;3.9;3.7;0.1;3.8;3.8;3.6;4.1;3.5;3.0;3.0;2.6;3.8;0.1;0.1;0.1;4.1;4.1;4.0;4.1;3.7;3.8
181;Betrouwbaarheidsmarge;Zeeland (PO);2009;1.2;0.6;0.8;1.0;0.6;0.6;0.2;0.7;0.8;0.1;0.1;0.9;1.4;1.7;1.0;0.1;0.9;0.5;1.0;0.8;0.1;1.2;1.3;1.7;1.4;0.1;0.7;0.9;0.3;0.4;0.1;1.5;1.6;1.8;1.7;1.8;1.6;0.1;1.7;1.7;1.6;1.8;1.5;1.3;1.3;1.3;1.7;0.0;0.0;0.1;4.0;4.0;4.0;3.9;3.9;3.8
182;Betrouwbaarheidsmarge;Zeeland (PO);2010;1.9;0.6;1.4;1.3;0.8;0.9;0.4;0.8;1.5;0.1;0.1;1.6;2.5;3.3;1.7;0.2;1.5;1.1;1.7;1.7;0.2;2.1;2.3;3.4;2.8;0.2;1.6;1.6;0.7;0.8;0.1;2.8;3.1;3.6;3.3;3.6;3.1;0.1;3.3;3.2;3.2;3.6;3.0;2.5;2.2;2.5;3.2;0.1;0.1;0.1;3.6;3.6;3.5;3.5;3.5;3.2
183;Betrouwbaarheidsmarge;Zeeland (PO);2011;1.6;0.6;1.3;1.1;0.7;0.8;0.3;0.4;0.9;0.1;0.1;1.2;2.1;3.1;1.7;0.2;1.5;0.7;1.4;1.4;0.1;2.0;2.0;3.1;2.5;0.2;1.2;1.2;0.3;0.5;0.1;2.4;2.9;3.4;3.1;3.4;2.9;0.1;3.2;3.1;2.9;3.4;2.8;2.3;2.3;2.3;3.0;0.1;0.1;0.1;3.5;3.5;3.5;3.5;3.4;3.3
184;Betrouwbaarheidsmarge;Midden- en West-Brabant (PO);2008;3.1;1.4;2.8;2.2;1.6;1.8;1.1;2.0;2.0;0.2;0.2;2.5;3.5;4.3;2.9;0.3;2.9;2.1;2.6;2.4;0.2;3.2;2.8;4.2;4.1;0.3;2.1;2.3;1.5;0.8;0.2;4.0;4.2;4.4;4.4;4.2;4.3;0.2;4.2;4.2;3.9;4.4;3.3;3.4;2.8;3.1;4.1;0.1;0.1;0.1;4.4;4.4;4.4;4.4;4.1;3.9
185;Betrouwbaarheidsmarge;Midden- en West-Brabant (PO);2009;1.3;0.6;1.0;1.0;0.6;0.5;0.4;0.7;0.8;0.1;0.1;1.1;1.6;2.0;1.6;0.1;1.0;0.8;1.3;1.0;0.1;1.3;1.4;2.0;1.9;0.1;0.6;1.4;0.3;0.8;0.1;1.9;1.9;2.2;2.0;2.2;1.9;0.1;2.1;2.1;1.8;2.2;1.8;1.5;1.4;1.3;1.9;0.0;0.0;0.1;2.2;2.2;2.2;2.2;2.1;2.0
186;Betrouwbaarheidsmarge;Midden- en West-Brabant (PO);2010;2.3;1.0;1.8;1.5;1.2;1.0;0.7;1.3;1.7;0.2;0.2;1.9;2.9;3.4;2.3;0.2;2.1;2.0;2.4;2.3;0.2;2.4;2.6;3.4;3.2;0.2;1.3;1.8;0.7;0.9;0.1;3.2;3.4;3.6;3.5;3.5;3.2;0.1;3.5;3.5;3.2;3.6;2.8;2.7;2.4;2.6;3.4;0.1;0.1;0.1;3.6;3.6;3.5;3.6;3.4;3.1
187;Betrouwbaarheidsmarge;Midden- en West-Brabant (PO);2011;1.3;0.2;0.9;0.9;0.5;0.5;0.5;0.7;0.9;0.1;0.1;0.5;1.4;1.7;1.7;0.1;1.4;0.5;1.2;0.8;0.1;1.0;1.2;1.8;1.6;0.1;1.0;1.0;0.2;0.3;0.1;1.4;1.6;1.9;1.7;1.9;1.6;0.1;1.5;1.7;1.6;1.8;1.6;1.5;1.3;0.9;1.6;0.0;0.0;0.1;2.6;2.6;2.6;2.6;2.6;2.7
188;Betrouwbaarheidsmarge;Brabant-Noord (PO);2008;2.3;0.7;1.9;1.2;1.3;1.4;0.5;1.4;1.7;0.2;0.1;2.7;3.2;4.0;2.8;0.2;3.0;2.4;3.0;2.4;0.2;2.3;2.3;3.7;3.4;0.2;1.9;1.6;0.5;1.0;0.1;3.3;3.6;4.2;3.9;4.2;3.5;0.1;3.9;4.1;3.7;4.1;3.4;3.0;3.3;2.3;3.8;0.1;0.1;0.1;4.2;4.1;4.1;4.2;3.9;3.6
189;Betrouwbaarheidsmarge;Brabant-Noord (PO);2009;0.8;0.3;0.4;0.8;0.3;0.2;0.2;0.3;0.5;0.1;0.1;0.6;1.1;1.5;1.0;0.1;0.7;0.9;0.9;0.8;0.1;0.9;1.1;1.5;1.3;0.1;0.5;0.8;0.2;0.3;0.1;1.5;1.3;1.8;1.4;1.8;1.3;0.1;1.6;1.6;1.6;1.8;1.5;1.4;1.3;1.1;1.6;0.0;0.0;0.0;1.8;1.8;1.8;1.8;1.9;1.8
190;Betrouwbaarheidsmarge;Brabant-Noord (PO);2010;1.9;0.8;1.4;1.6;1.1;0.8;0.4;0.9;1.4;0.1;0.1;1.7;2.5;3.2;2.2;0.2;1.9;1.9;2.2;2.1;0.2;2.2;2.4;3.4;3.1;0.2;1.6;1.8;0.4;1.1;0.1;3.0;3.0;3.6;3.3;3.6;3.2;0.1;3.3;3.4;3.2;3.5;2.9;2.8;2.2;2.5;3.2;0.1;0.1;0.1;3.6;3.6;3.5;3.6;3.5;3.2
191;Betrouwbaarheidsmarge;Brabant-Noord (PO);2011;0.7;0.2;0.4;0.6;0.3;0.2;0.1;0.3;0.4;0.1;0.0;0.6;0.9;1.1;0.7;0.1;0.6;0.6;0.7;0.7;0.1;0.8;0.8;1.1;1.0;0.1;0.5;0.7;0.2;0.4;0.0;1.0;1.0;1.2;1.1;1.2;1.0;0.0;1.1;1.1;1.0;1.2;1.1;1.0;0.8;0.8;1.1;0.0;0.0;0.0;1.2;1.3;1.2;1.2;1.2;1.1
192;Betrouwbaarheidsmarge;Brabant-Zuidoost (PO);2008;2.2;0.7;1.2;2.1;0.6;0.8;0.3;1.1;1.5;0.2;0.1;2.3;2.7;3.7;1.9;0.2;2.1;1.7;2.4;1.9;0.2;2.6;2.9;3.7;3.3;0.2;1.3;2.0;0.9;1.6;0.1;3.5;3.8;4.0;3.8;3.7;3.6;0.1;3.8;3.7;3.5;3.9;3.2;2.9;2.8;2.2;3.5;0.1;0.1;0.1;3.9;3.9;3.9;3.9;3.7;3.3
193;Betrouwbaarheidsmarge;Brabant-Zuidoost (PO);2009;0.9;0.4;0.6;0.8;0.5;0.5;0.2;0.4;0.7;0.1;0.1;1.0;1.4;1.6;0.9;0.1;1.3;1.0;1.0;1.0;0.1;1.3;1.3;1.7;1.4;0.1;0.5;0.8;0.5;0.3;0.1;1.5;1.6;1.8;1.6;1.7;1.5;0.1;1.7;1.7;1.6;1.8;1.5;1.3;1.2;1.0;1.6;0.0;0.0;0.1;1.8;1.8;1.9;1.8;1.8;1.6
194;Betrouwbaarheidsmarge;Brabant-Zuidoost (PO);2010;1.8;0.6;0.9;1.3;0.8;0.7;0.3;0.7;1.2;0.1;0.1;1.4;2.1;2.8;1.5;0.2;1.5;1.3;1.8;1.7;0.2;1.9;1.9;2.8;2.6;0.2;1.3;1.5;0.6;0.8;0.1;2.5;2.5;3.1;2.9;3.1;2.6;0.1;2.9;2.8;2.7;3.0;2.8;2.4;2.0;2.3;2.9;0.1;0.1;0.1;3.7;3.7;3.7;3.7;3.5;3.3
195;Betrouwbaarheidsmarge;Brabant-Zuidoost (PO);2011;1.4;0.6;1.1;1.2;0.6;0.8;0.4;0.6;0.9;0.1;0.1;1.0;1.5;2.0;1.3;0.1;1.2;1.1;1.3;1.4;0.1;1.5;1.5;2.0;1.7;0.1;0.9;1.2;0.5;0.9;0.1;1.8;1.8;2.2;1.9;2.3;1.9;0.1;2.0;2.0;1.9;2.2;2.1;1.8;1.9;1.4;2.1;0.1;0.1;0.1;2.2;2.3;2.3;2.3;2.2;2.0
196;Betrouwbaarheidsmarge;Limburg-Noord (PO);2008;3.7;2.5;4.3;3.5;0.8;3.4;0.3;2.5;3.6;0.3;0.2;3.5;3.9;4.7;2.9;0.3;2.8;2.8;4.3;4.3;0.3;3.7;3.2;5.3;2.8;0.3;2.6;2.7;0.6;0.8;0.2;4.6;5.0;6.0;5.7;6.0;6.6;0.2;5.9;6.0;5.4;5.9;5.4;3.0;4.5;3.8;5.7;0.1;0.1;0.2;6.0;6.0;5.6;6.2;5.5;4.5
197;Betrouwbaarheidsmarge;Limburg-Noord (PO);2009;1.5;0.8;1.1;1.3;0.5;0.7;0.4;0.7;0.8;0.1;0.1;0.9;1.8;2.4;1.6;0.1;1.7;1.0;1.3;1.3;0.2;1.7;1.8;2.4;1.9;0.2;0.9;1.2;0.2;0.4;0.1;2.2;2.2;2.7;2.4;2.7;2.2;0.1;2.4;2.4;2.3;2.7;2.4;2.2;1.9;1.8;2.5;0.1;0.1;0.1;2.7;2.7;2.8;2.7;2.7;2.6
198;Betrouwbaarheidsmarge;Limburg-Noord (PO);2010;2.3;1.2;1.5;1.8;1.4;1.1;0.6;1.3;1.6;0.2;0.2;1.8;2.7;3.4;1.9;0.2;2.4;1.2;2.0;1.7;0.2;2.3;2.2;3.3;2.9;0.2;1.7;1.8;0.8;1.1;0.1;3.0;3.0;3.6;3.3;3.6;3.1;0.1;3.3;3.4;3.2;3.6;3.0;2.7;2.2;2.7;3.3;0.1;0.1;0.1;3.6;3.6;3.6;3.6;3.5;3.3
199;Betrouwbaarheidsmarge;Limburg-Noord (PO);2011;1.7;0.5;1.5;1.5;0.3;0.9;0.5;0.6;1.2;0.1;0.1;1.0;2.3;2.9;1.2;0.1;1.7;1.2;1.5;1.8;0.2;2.0;2.1;3.0;2.3;0.2;1.1;1.5;0.7;1.1;0.1;2.5;2.7;3.2;2.9;3.2;2.8;0.1;3.0;3.1;2.8;3.2;2.6;2.5;2.4;1.9;3.0;0.1;0.1;0.1;3.2;3.2;3.2;3.2;3.1;2.9
200;Betrouwbaarheidsmarge;Limburg-Zuid (PO);2008;3.5;1.0;3.4;3.9;0.9;1.0;0.6;1.2;1.9;0.3;0.2;3.4;4.5;5.5;3.5;0.3;3.3;2.0;4.1;3.2;0.3;2.9;3.9;4.8;4.2;0.3;1.7;3.4;1.2;1.4;0.2;5.5;5.6;5.4;5.5;5.6;5.5;0.2;5.0;5.0;5.0;5.3;2.6;2.8;4.1;3.6;5.3;0.2;0.2;0.2;5.4;5.5;5.3;5.5;5.2;4.5
201;Betrouwbaarheidsmarge;Limburg-Zuid (PO);2009;2.6;1.2;2.4;2.0;1.2;1.1;0.5;1.2;1.7;0.2;0.1;2.2;3.0;3.5;2.4;0.2;2.2;1.9;2.5;2.1;0.2;2.9;2.8;3.5;3.3;0.2;1.7;2.2;1.1;1.3;0.1;3.1;3.4;3.5;3.5;3.5;3.3;0.1;3.5;3.5;3.2;3.5;2.5;2.6;2.2;2.7;3.4;0.1;0.1;0.1;3.5;3.5;3.4;3.6;3.3;3.0
