ID;StationDistrict;Perioden;Temperatuur_1;Zonneschijn_2;Neerslag_3
447;Eelde/District 3;April     1989;6.0;104.6;58.0
448;Eelde/District 3;Mei       1989;12.8;316.8;13.0
449;Eelde/District 3;Juni      1989;15.3;266.7;89.0
450;Eelde/District 3;Juli      1989;16.7;164.8;51.0
451;Eelde/District 3;Augustus  1989;16.0;172.6;54.0
452;Eelde/District 3;September 1989;14.8;148.9;37.0
453;Eelde/District 3;Oktober   1989;11.4;95.8;89.0
454;Eelde/District 3;November  1989;4.0;97.9;22.0
455;Eelde/District 3;December  1989;3.4;27.9;83.0
456;Eelde/District 3;Jaarcijfer 1989;9.7;1630.0;662.0
457;Eelde/District 3;Januari   1990;5.0;25.9;48.0
458;Eelde/District 3;Februari  1990;6.9;70.3;82.0
459;Eelde/District 3;Maart     1990;7.5;142.8;51.0
460;Eelde/District 3;April     1990;7.9;224.1;48.0
461;Eelde/District 3;Mei       1990;12.7;267.2;29.0
462;Eelde/District 3;Juni      1990;14.6;116.5;70.0
463;Eelde/District 3;Juli      1990;15.7;217.5;56.0
464;Eelde/District 3;Augustus  1990;17.3;217.2;56.0
465;Eelde/District 3;September 1990;12.2;92.6;130.0
466;Eelde/District 3;Oktober   1990;11.2;117.1;52.0
467;Eelde/District 3;November  1990;5.3;46.3;131.0
468;Eelde/District 3;December  1990;3.7;29.9;67.0
469;Eelde/District 3;Jaarcijfer 1990;10.0;1567.4;818.0
470;Eelde/District 3;Januari   1961/1990;1.3;39.0;65.4
471;Eelde/District 3;Februari  1961/1990;1.6;65.5;44.9
472;Eelde/District 3;Maart     1961/1990;4.1;101.8;57.9
473;Eelde/District 3;April     1961/1990;7.2;151.0;48.4
474;Eelde/District 3;Mei       1961/1990;11.6;195.1;58.4
475;Eelde/District 3;Juni      1961/1990;14.6;192.1;69.1
476;Eelde/District 3;Juli      1961/1990;15.9;179.5;75.2
477;Eelde/District 3;Augustus  1961/1990;16.0;182.0;67.2
478;Eelde/District 3;September 1961/1990;13.4;129.3;71.5
479;Eelde/District 3;Oktober   1961/1990;9.8;93.5;67.9
480;Eelde/District 3;November  1961/1990;5.4;52.6;78.3
481;Eelde/District 3;December  1961/1990;2.5;33.4;75.4
482;Eelde/District 3;Jaarcijfer 1961/1990;8.6;1414.8;779.6
483;Eelde/District 3;Januari   1991;2.6;63.0;62.4
484;Eelde/District 3;Februari  1991;-1.1;92.9;18.1
485;Eelde/District 3;Maart     1991;7.6;109.2;16.5
486;Eelde/District 3;April     1991;7.7;204.7;39.1
487;Eelde/District 3;Mei       1991;9.1;136.7;49.0
488;Eelde/District 3;Juni      1991;12.1;108.2;145.0
489;Eelde/District 3;Juli      1991;18.4;257.9;45.3
490;Eelde/District 3;Augustus  1991;17.1;221.3;20.3
491;Eelde/District 3;September 1991;14.4;121.2;51.3
492;Eelde/District 3;Oktober   1991;9.2;112.3;62.5
493;Eelde/District 3;November  1991;5.0;48.2;87.4
494;Eelde/District 3;December  1991;3.2;42.3;51.4
495;Eelde/District 3;Jaarcijfer 1991;8.8;1517.9;648.3
496;Eelde/District 3;Januari   1992;2.8;42.7;43.1
497;Eelde/District 3;Februari  1992;4.6;68.5;39.0
498;Eelde/District 3;Maart     1992;6.0;85.1;94.9
499;Eelde/District 3;April     1992;7.9;124.1;50.4
500;Eelde/District 3;Mei       1992;14.7;292.7;51.3
501;Eelde/District 3;Juni      1992;17.1;248.9;43.4
502;Eelde/District 3;Juli      1992;17.5;218.4;57.4
503;Eelde/District 3;Augustus  1992;17.0;168.4;67.2
504;Eelde/District 3;September 1992;13.8;148.8;65.4
505;Eelde/District 3;Oktober   1992;7.2;98.7;75.4
506;Eelde/District 3;November  1992;6.9;66.3;132.3
507;Eelde/District 3;December  1992;3.0;37.9;45.9
508;Eelde/District 3;Jaarcijfer 1992;9.9;1600.5;765.7
509;Eelde/District 3;Januari   1993;3.3;66.9;106.4
510;Eelde/District 3;Februari  1993;2.0;52.3;29.7
511;Eelde/District 3;Maart     1993;4.6;184.2;10.5
512;Eelde/District 3;April     1993;10.4;159.4;48.6
513;Eelde/District 3;Mei       1993;13.3;234.6;82.9
514;Eelde/District 3;Juni      1993;14.5;212.1;37.9
515;Eelde/District 3;Juli      1993;15.1;138.0;131.7
516;Eelde/District 3;Augustus  1993;14.2;143.4;93.6
517;Eelde/District 3;September 1993;12.1;105.3;122.9
518;Eelde/District 3;Oktober   1993;8.4;88.8;119.1
519;Eelde/District 3;November  1993;1.4;56.6;41.7
520;Eelde/District 3;December  1993;4.1;34.4;148.8
521;Eelde/District 3;Jaarcijfer 1993;8.6;1441.6;973.8
522;Eelde/District 3;Januari   1994;4.3;59.6;86.8
523;Eelde/District 3;Februari  1994;0.1;104.1;21.5
524;Eelde/District 3;Maart     1994;6.2;124.3;110.8
525;Eelde/District 3;April     1994;7.9;139.1;57.7
526;Eelde/District 3;Mei       1994;11.6;146.7;73.4
527;Eelde/District 3;Juni      1994;14.4;190.2;66.1
528;Eelde/District 3;Juli      1994;20.3;295.0;70.1
529;Eelde/District 3;Augustus  1994;16.7;190.0;58.2
530;Eelde/District 3;September 1994;13.1;112.3;132.7
531;Eelde/District 3;Oktober   1994;8.4;106.2;91.8
532;Eelde/District 3;November  1994;8.2;55.9;72.4
533;Eelde/District 3;December  1994;4.4;59.1;108.3
534;Eelde/District 3;Jaarcijfer 1994;9.6;1582.5;949.8
535;Eelde/District 3;Januari   1995;2.7;68.2;143.2
536;Eelde/District 3;Februari  1995;5.5;75.3;102.3
537;Eelde/District 3;Maart     1995;4.3;169.3;89.9
538;Eelde/District 3;April     1995;8.2;148.2;31.8
539;Eelde/District 3;Mei       1995;11.7;227.9;73.9
540;Eelde/District 3;Juni      1995;13.7;183.1;87.2
541;Eelde/District 3;Juli      1995;18.9;284.0;62.1
542;Eelde/District 3;Augustus  1995;18.3;266.9;56.2
543;Eelde/District 3;September 1995;13.5;119.8;128.7
544;Eelde/District 3;Oktober   1995;12.2;132.8;16.4
545;Eelde/District 3;November  1995;5.5;64.0;52.7
546;Eelde/District 3;December  1995;-0.2;76.1;24.4
547;Eelde/District 3;Jaarcijfer 1995;9.5;1815.6;868.8
548;Eelde/District 3;Januari   1996;-2.0;101.8;7.9
549;Eelde/District 3;Februari  1996;-1.6;82.0;51.4
550;Eelde/District 3;Maart     1996;1.8;129.5;9.7
551;Eelde/District 3;April     1996;8.4;203.0;6.2
552;Eelde/District 3;Mei       1996;9.7;128.6;50.2
553;Eelde/District 3;Juni      1996;14.5;166.1;32.4
554;Eelde/District 3;Juli      1996;15.6;155.8;51.9
555;Eelde/District 3;Augustus  1996;17.5;190.6;99.0
556;Eelde/District 3;September 1996;12.0;162.6;52.5
557;Eelde/District 3;Oktober   1996;9.9;109.2;56.6
558;Eelde/District 3;November  1996;5.1;57.1;122.0
559;Eelde/District 3;December  1996;-0.4;69.7;43.6
560;Eelde/District 3;Jaarcijfer 1996;7.5;1556.0;583.4
561;Eelde/District 3;Januari   1997;-0.6;74.6;5.5
562;Eelde/District 3;Februari  1997;5.3;78.7;81.9
563;Eelde/District 3;Maart     1997;6.3;116.9;34.8
564;Eelde/District 3;April     1997;6.9;176.2;31.4
565;Eelde/District 3;Mei       1997;11.8;184.2;92.8
566;Eelde/District 3;Juni      1997;15.2;199.5;110.6
567;Eelde/District 3;Juli      1997;17.4;208.0;68.3
568;Eelde/District 3;Augustus  1997;20.3;231.0;50.0
569;Eelde/District 3;September 1997;13.3;145.7;33.4
570;Eelde/District 3;Oktober   1997;8.8;121.0;80.1
571;Eelde/District 3;November  1997;5.2;56.0;23.0
572;Eelde/District 3;December  1997;4.1;43.4;80.9
573;Eelde/District 3;Jaarcijfer 1997;9.6;1635.2;692.7
574;Eelde/District 3;Januari   1998;4.4;61.1;84.7
575;Eelde/District 3;Februari  1998;6.0;76.9;19.9
576;Eelde/District 3;Maart     1998;6.8;107.5;83.6
577;Eelde/District 3;April     1998;8.9;94.6;112.2
578;Eelde/District 3;Mei       1998;13.6;226.9;26.8
579;Eelde/District 3;Juni      1998;15.3;139.3;120.9
580;Eelde/District 3;Juli      1998;15.4;135.5;102.7
581;Eelde/District 3;Augustus  1998;15.6;171.0;70.0
582;Eelde/District 3;September 1998;14.0;81.1;96.5
583;Eelde/District 3;Oktober   1998;9.1;70.7;193.2
584;Eelde/District 3;November  1998;3.2;89.1;79.3
585;Eelde/District 3;December  1998;3.3;61.9;92.7
586;Eelde/District 3;Jaarcijfer 1998;9.6;1315.6;1082.5
587;Eelde/District 3;Januari   1999;4.5;58.9;74.3
588;Eelde/District 3;Februari  1999;2.2;94.1;65.8
589;Eelde/District 3;Maart     1999;6.6;104.1;71.7
590;Eelde/District 3;April     1999;9.2;183.1;59.5
591;Eelde/District 3;Mei       1999;13.0;226.2;26.5
592;Eelde/District 3;Juni      1999;14.2;210.6;76.9
593;Eelde/District 3;Juli      1999;18.3;244.6;68.7
594;Eelde/District 3;Augustus  1999;16.9;157.4;71.7
595;Eelde/District 3;September 1999;17.1;166.6;68.7
596;Eelde/District 3;Oktober   1999;10.3;120.4;54.6
597;Eelde/District 3;November  1999;4.0;71.1;65.1
598;Eelde/District 3;December  1999;4.0;61.5;175.4
599;Eelde/District 3;Jaarcijfer 1999;10.0;1698.6;878.9
600;Eelde/District 3;Januari   2000;4.0;53.4;59.5
601;Eelde/District 3;Februari  2000;5.3;96.2;73.4
602;De Bilt/District 8;Januari   1931/1960;1.7;56.3;69.0
603;De Bilt/District 8;Februari  1931/1960;2.0;69.0;53.0
604;De Bilt/District 8;Maart     1931/1960;5.0;126.6;44.0
605;De Bilt/District 8;April     1931/1960;8.5;163.5;50.0
606;De Bilt/District 8;Mei       1931/1960;12.4;210.5;54.0
607;De Bilt/District 8;Juni      1931/1960;15.5;222.6;58.0
608;De Bilt/District 8;Juli      1931/1960;17.0;198.5;85.0
609;De Bilt/District 8;Augustus  1931/1960;16.8;186.2;93.0
610;De Bilt/District 8;September 1931/1960;14.3;146.1;72.0
611;De Bilt/District 8;Oktober   1931/1960;10.0;101.5;70.0
612;De Bilt/District 8;November  1931/1960;5.9;50.4;71.0
613;De Bilt/District 8;December  1931/1960;3.0;41.2;65.0
614;De Bilt/District 8;Jaarcijfer 1931/1960;9.3;1572.4;784.0
615;De Bilt/District 8;Januari   1951/1980;2.0;48.9;69.0
616;De Bilt/District 8;Februari  1951/1980;2.3;65.5;52.0
617;De Bilt/District 8;Maart     1951/1980;4.8;111.3;53.0
618;De Bilt/District 8;April     1951/1980;8.0;160.8;54.0
619;De Bilt/District 8;Mei       1951/1980;12.1;202.3;57.0
620;De Bilt/District 8;Juni      1951/1980;15.2;209.0;67.0
621;De Bilt/District 8;Juli      1951/1980;16.6;185.0;86.0
622;De Bilt/District 8;Augustus  1951/1980;16.4;182.4;89.0
623;De Bilt/District 8;September 1951/1980;14.0;140.5;67.0
624;De Bilt/District 8;Oktober   1951/1980;10.3;102.5;65.0
625;De Bilt/District 8;November  1951/1980;5.8;52.6;75.0
626;De Bilt/District 8;December  1951/1980;3.2;43.8;81.0
627;De Bilt/District 8;Jaarcijfer 1951/1980;9.3;1504.6;815.0
628;De Bilt/District 8;Januari   1980;0.2;50.0;51.0
629;De Bilt/District 8;Februari  1980;4.8;58.6;63.0
630;De Bilt/District 8;Maart     1980;4.7;60.7;66.0
631;De Bilt/District 8;April     1980;8.0;160.7;53.0
632;De Bilt/District 8;Mei       1980;12.3;278.6;15.0
633;De Bilt/District 8;Juni      1980;15.0;166.8;74.0
634;De Bilt/District 8;Juli      1980;15.8;131.0;155.0
635;De Bilt/District 8;Augustus  1980;17.0;145.3;57.0
636;De Bilt/District 8;September 1980;15.3;161.8;35.0
637;De Bilt/District 8;Oktober   1980;9.4;94.4;77.0
638;De Bilt/District 8;November  1980;4.9;65.7;82.0
639;De Bilt/District 8;December  1980;3.6;53.8;80.0
640;De Bilt/District 8;Jaarcijfer 1980;9.3;1427.4;808.0
641;De Bilt/District 8;Januari   1981;2.7;49.9;114.0
642;De Bilt/District 8;Februari  1981;1.5;78.9;39.0
643;De Bilt/District 8;Maart     1981;8.1;45.9;148.0
644;De Bilt/District 8;April     1981;8.3;140.0;16.0
645;De Bilt/District 8;Mei       1981;13.3;191.0;96.0
646;De Bilt/District 8;Juni      1981;14.4;130.0;13.0
647;De Bilt/District 8;Juli      1981;16.3;167.8;72.0
648;De Bilt/District 8;Augustus  1981;16.7;173.3;30.0
649;De Bilt/District 8;September 1981;14.7;162.0;49.0
650;De Bilt/District 8;Oktober   1981;8.5;74.6;146.0
651;De Bilt/District 8;November  1981;6.7;55.0;70.0
652;De Bilt/District 8;December  1981;-0.7;39.6;86.0
653;De Bilt/District 8;Jaarcijfer 1981;9.3;1308.1;929.0
654;De Bilt/District 8;Januari   1982;1.1;80.8;58.0
655;De Bilt/District 8;Februari  1982;2.8;100.7;15.0
656;De Bilt/District 8;Maart     1982;5.2;136.9;75.0
657;De Bilt/District 8;April     1982;7.6;204.2;28.0
658;De Bilt/District 8;Mei       1982;12.8;239.4;49.0
659;De Bilt/District 8;Juni      1982;16.6;179.3;104.0
660;De Bilt/District 8;Juli      1982;18.9;231.3;16.0
661;De Bilt/District 8;Augustus  1982;17.2;179.2;57.0
662;De Bilt/District 8;September 1982;15.6;161.2;26.0
663;De Bilt/District 8;Oktober   1982;11.1;72.3;90.0
664;De Bilt/District 8;November  1982;8.1;34.6;75.0
665;De Bilt/District 8;December  1982;3.4;29.5;84.0
666;De Bilt/District 8;Jaarcijfer 1982;10.1;1649.4;677.0
667;De Bilt/District 8;Januari   1983;6.2;37.9;102.0
668;De Bilt/District 8;Februari  1983;0.9;110.9;64.0
669;De Bilt/District 8;Maart     1983;5.7;88.4;90.0
670;De Bilt/District 8;April     1983;8.5;117.7;87.0
671;De Bilt/District 8;Mei       1983;10.6;103.8;150.0
672;De Bilt/District 8;Juni      1983;16.4;237.5;59.0
673;De Bilt/District 8;Juli      1983;20.1;252.5;12.0
674;De Bilt/District 8;Augustus  1983;18.1;217.9;42.0
675;De Bilt/District 8;September 1983;14.2;128.2;102.0
676;De Bilt/District 8;Oktober   1983;10.4;108.0;53.0
677;De Bilt/District 8;November  1983;6.1;81.7;92.0
678;De Bilt/District 8;December  1983;3.8;65.8;91.0
679;De Bilt/District 8;Jaarcijfer 1983;10.1;1550.3;944.0
680;De Bilt/District 8;Januari   1984;3.4;48.8;155.0
681;De Bilt/District 8;Februari  1984;2.0;78.4;80.0
682;De Bilt/District 8;Maart     1984;4.0;138.7;59.0
683;De Bilt/District 8;April     1984;7.9;199.9;18.0
684;De Bilt/District 8;Mei       1984;10.6;110.3;93.0
685;De Bilt/District 8;Juni      1984;13.8;165.7;65.0
686;De Bilt/District 8;Juli      1984;15.9;164.1;81.0
687;De Bilt/District 8;Augustus  1984;18.1;207.0;9.0
688;De Bilt/District 8;September 1984;13.5;67.9;136.0
689;De Bilt/District 8;Oktober   1984;11.7;94.2;124.0
690;De Bilt/District 8;November  1984;8.2;64.5;70.0
691;De Bilt/District 8;December  1984;4.3;52.3;39.0
692;De Bilt/District 8;Jaarcijfer 1984;9.5;1391.8;929.0
693;De Bilt/District 8;Januari   1985;-3.1;47.9;61.0
694;De Bilt/District 8;Februari  1985;-0.6;113.8;5.0
695;De Bilt/District 8;Maart     1985;4.1;75.6;62.0
696;De Bilt/District 8;April     1985;8.5;133.9;84.0
697;De Bilt/District 8;Mei       1985;13.2;162.5;58.0
698;De Bilt/District 8;Juni      1985;13.7;157.8;121.0
699;De Bilt/District 8;Juli      1985;17.4;202.6;64.0
700;De Bilt/District 8;Augustus  1985;15.9;176.4;84.0
701;De Bilt/District 8;September 1985;14.4;122.4;59.0
702;De Bilt/District 8;Oktober   1985;10.3;123.9;27.0
703;De Bilt/District 8;November  1985;2.6;57.5;83.0
704;De Bilt/District 8;December  1985;5.7;15.3;94.0
705;De Bilt/District 8;Jaarcijfer 1985;9.0;1389.6;802.0
706;De Bilt/District 8;Januari   1986;2.4;43.6;122.0
707;De Bilt/District 8;Februari  1986;-3.6;99.7;1.0
708;De Bilt/District 8;Maart     1986;4.2;102.7;79.0
709;De Bilt/District 8;April     1986;6.2;113.6;41.0
710;De Bilt/District 8;Mei       1986;13.3;229.5;56.0
711;De Bilt/District 8;Juni      1986;16.4;251.2;54.0
712;De Bilt/District 8;Juli      1986;17.2;188.6;36.0
713;De Bilt/District 8;Augustus  1986;15.6;167.1;75.0
714;De Bilt/District 8;September 1986;11.6;142.2;33.0
715;De Bilt/District 8;Oktober   1986;11.4;119.1;117.0
716;De Bilt/District 8;November  1986;7.9;54.8;85.0
717;De Bilt/District 8;December  1986;5.1;37.5;144.0
718;De Bilt/District 8;Jaarcijfer 1986;9.6;1549.6;843.0
719;De Bilt/District 8;Januari   1987;-2.7;58.8;52.0
720;De Bilt/District 8;Februari  1987;2.1;71.2;38.0
721;De Bilt/District 8;Maart     1987;2.3;133.6;92.0
722;De Bilt/District 8;April     1987;10.7;151.2;34.0
723;De Bilt/District 8;Mei       1987;10.2;164.2;90.0
724;De Bilt/District 8;Juni      1987;13.8;92.7;85.0
725;De Bilt/District 8;Juli      1987;18.8;194.2;132.0
726;De Bilt/District 8;Augustus  1987;18.2;137.5;90.0
727;De Bilt/District 8;September 1987;14.8;129.7;75.0
728;De Bilt/District 8;Oktober   1987;10.8;111.7;98.0
729;De Bilt/District 8;November  1987;6.8;34.6;102.0
730;De Bilt/District 8;December  1987;4.4;28.5;66.0
731;De Bilt/District 8;Jaarcijfer 1987;8.6;1307.9;954.0
732;De Bilt/District 8;Januari   1988;5.9;32.3;141.0
733;De Bilt/District 8;Februari  1988;4.6;58.2;90.0
734;De Bilt/District 8;Maart     1988;5.1;69.4;115.0
735;De Bilt/District 8;April     1988;8.7;195.4;13.0
736;De Bilt/District 8;Mei       1988;14.4;192.6;49.0
737;De Bilt/District 8;Juni      1988;14.8;114.3;18.0
738;De Bilt/District 8;Juli      1988;16.0;128.9;146.0
739;De Bilt/District 8;Augustus  1988;16.6;177.8;73.0
740;De Bilt/District 8;September 1988;14.0;94.1;88.0
741;De Bilt/District 8;Oktober   1988;10.9;71.6;64.0
742;De Bilt/District 8;November  1988;6.1;69.2;49.0
743;De Bilt/District 8;December  1988;7.0;13.8;93.0
744;De Bilt/District 8;Jaarcijfer 1988;10.3;1217.6;939.0
745;De Bilt/District 8;Januari   1989;4.5;52.1;29.0
746;De Bilt/District 8;Februari  1989;5.3;86.5;57.0
747;De Bilt/District 8;Maart     1989;8.2;110.6;109.0
748;De Bilt/District 8;April     1989;6.9;106.3;64.0
749;De Bilt/District 8;Mei       1989;14.6;331.0;9.0
750;De Bilt/District 8;Juni      1989;15.7;235.6;83.0
751;De Bilt/District 8;Juli      1989;18.1;214.3;52.0
752;De Bilt/District 8;Augustus  1989;17.2;174.3;57.0
753;De Bilt/District 8;September 1989;15.6;146.9;62.0
754;De Bilt/District 8;Oktober   1989;12.4;112.7;81.0
755;De Bilt/District 8;November  1989;5.6;112.6;31.0
756;De Bilt/District 8;December  1989;4.8;36.3;86.0
757;De Bilt/District 8;Jaarcijfer 1989;10.7;1719.2;720.0
758;De Bilt/District 8;Januari   1990;5.7;29.2;60.0
759;De Bilt/District 8;Februari  1990;7.6;84.5;101.0
760;De Bilt/District 8;Maart     1990;8.5;146.9;65.0
761;De Bilt/District 8;April     1990;8.9;220.6;52.0
762;De Bilt/District 8;Mei       1990;13.9;283.9;33.0
763;De Bilt/District 8;Juni      1990;15.0;112.7;86.0
764;De Bilt/District 8;Juli      1990;16.9;252.4;62.0
765;De Bilt/District 8;Augustus  1990;18.5;209.6;60.0
766;De Bilt/District 8;September 1990;13.1;98.2;102.0
767;De Bilt/District 8;Oktober   1990;12.0;109.9;54.0
768;De Bilt/District 8;November  1990;6.2;45.9;114.0
769;De Bilt/District 8;December  1990;4.2;27.7;71.0
770;De Bilt/District 8;Jaarcijfer 1990;10.9;1621.5;789.0
771;De Bilt/District 8;Januari   1961/1990;2.2;46.9;65.7
772;De Bilt/District 8;Februari  1961/1990;2.5;73.4;47.8
773;De Bilt/District 8;Maart     1961/1990;5.0;106.6;62.9
774;De Bilt/District 8;April     1961/1990;8.0;152.5;51.5
775;De Bilt/District 8;Mei       1961/1990;12.3;197.4;61.2
776;De Bilt/District 8;Juni      1961/1990;15.2;192.2;68.3
777;De Bilt/District 8;Juli      1961/1990;16.8;187.2;74.9
778;De Bilt/District 8;Augustus  1961/1990;16.7;185.2;70.9
779;De Bilt/District 8;September 1961/1990;14.0;134.1;66.7
780;De Bilt/District 8;Oktober   1961/1990;10.5;103.2;72.0
781;De Bilt/District 8;November  1961/1990;5.9;55.0;81.0
782;De Bilt/District 8;December  1961/1990;3.2;43.3;79.5
783;De Bilt/District 8;Jaarcijfer 1961/1990;9.4;1477.0;802.4
784;De Bilt/District 8;Januari   1991;3.2;91.8;63.7
785;De Bilt/District 8;Februari  1991;-0.8;93.2;23.0
786;De Bilt/District 8;Maart     1991;8.8;119.1;22.8
787;De Bilt/District 8;April     1991;8.5;193.6;34.9
788;De Bilt/District 8;Mei       1991;10.0;154.9;38.2
789;De Bilt/District 8;Juni      1991;12.7;96.8;152.9
790;De Bilt/District 8;Juli      1991;19.0;233.4;44.1
791;De Bilt/District 8;Augustus  1991;18.0;222.6;13.2
792;De Bilt/District 8;September 1991;15.0;131.6;69.4
793;De Bilt/District 8;Oktober   1991;10.2;102.6;51.8
794;De Bilt/District 8;November  1991;5.3;36.9;123.7
795;De Bilt/District 8;December  1991;3.9;53.5;63.5
796;De Bilt/District 8;Jaarcijfer 1991;9.5;1530.0;701.2
797;De Bilt/District 8;Januari   1992;2.7;48.3;48.1
798;De Bilt/District 8;Februari  1992;4.9;70.1;36.0
799;De Bilt/District 8;Maart     1992;6.9;85.3;96.4
800;De Bilt/District 8;April     1992;8.7;130.9;65.3
801;De Bilt/District 8;Mei       1992;15.6;288.4;61.6
802;De Bilt/District 8;Juni      1992;17.2;229.3;76.7
803;De Bilt/District 8;Juli      1992;18.3;215.8;61.2
804;De Bilt/District 8;Augustus  1992;17.8;163.4;148.8
805;De Bilt/District 8;September 1992;14.6;135.8;61.6
806;De Bilt/District 8;Oktober   1992;8.0;95.2;100.3
807;De Bilt/District 8;November  1992;8.0;50.8;120.1
808;De Bilt/District 8;December  1992;3.7;49.5;68.1
809;De Bilt/District 8;Jaarcijfer 1992;10.5;1562.8;944.2
810;De Bilt/District 8;Januari   1993;5.1;54.6;105.7
811;De Bilt/District 8;Februari  1993;2.4;56.6;31.3
812;De Bilt/District 8;Maart     1993;5.8;192.9;15.0
813;De Bilt/District 8;April     1993;11.1;150.8;47.2
814;De Bilt/District 8;Mei       1993;14.3;226.2;59.2
815;De Bilt/District 8;Juni      1993;15.9;197.3;51.1
816;De Bilt/District 8;Juli      1993;16.1;166.3;181.0
817;De Bilt/District 8;Augustus  1993;15.2;145.9;56.1
818;De Bilt/District 8;September 1993;13.1;99.5;144.5
819;De Bilt/District 8;Oktober   1993;9.0;99.0;81.9
820;De Bilt/District 8;November  1993;2.2;79.1;52.6
821;De Bilt/District 8;December  1993;5.1;25.9;182.1
822;De Bilt/District 8;Jaarcijfer 1993;9.6;1468.2;1007.7
823;De Bilt/District 8;Januari   1994;5.2;52.2;119.4
824;De Bilt/District 8;Februari  1994;1.5;89.5;20.8
825;De Bilt/District 8;Maart     1994;7.3;112.4;124.1
826;De Bilt/District 8;April     1994;8.2;146.9;82.4
827;De Bilt/District 8;Mei       1994;12.4;146.7;67.4
828;De Bilt/District 8;Juni      1994;15.0;176.5;72.7
829;De Bilt/District 8;Juli      1994;21.4;288.4;22.7
830;De Bilt/District 8;Augustus  1994;17.6;186.8;95.6
831;De Bilt/District 8;September 1994;13.6;102.6;150.6
832;De Bilt/District 8;Oktober   1994;9.4;126.0;114.3
833;De Bilt/District 8;November  1994;10.2;58.1;58.8
834;De Bilt/District 8;December  1994;5.3;61.5;139.6
835;De Bilt/District 8;Jaarcijfer 1994;10.6;1547.6;1068.4
836;De Bilt/District 8;Januari   1995;3.8;70.5;141.6
837;De Bilt/District 8;Februari  1995;6.7;72.1;92.2
838;De Bilt/District 8;Maart     1995;5.5;182.1;97.4
839;De Bilt/District 8;April     1995;9.2;138.7;33.4
840;De Bilt/District 8;Mei       1995;12.8;216.1;97.3
841;De Bilt/District 8;Juni      1995;14.7;187.9;69.7
842;De Bilt/District 8;Juli      1995;20.1;256.2;50.7
843;De Bilt/District 8;Augustus  1995;19.7;281.2;27.6
844;De Bilt/District 8;September 1995;14.2;120.0;99.5
845;De Bilt/District 8;Oktober   1995;12.7;142.3;20.7
846;De Bilt/District 8;November  1995;6.8;85.2;38.3
847;De Bilt/District 8;December  1995;-0.9;61.7;35.6
848;De Bilt/District 8;Jaarcijfer 1995;10.4;1814.0;804.1
849;De Bilt/District 8;Januari   1996;-0.1;89.2;9.7
850;De Bilt/District 8;Februari  1996;0.6;65.9;64.9
851;De Bilt/District 8;Maart     1996;3.2;129.7;16.5
852;De Bilt/District 8;April     1996;9.4;216.4;9.3
853;De Bilt/District 8;Mei       1996;10.7;148.0;47.0
854;De Bilt/District 8;Juni      1996;15.7;215.3;37.1
855;De Bilt/District 8;Juli      1996;16.3;171.5;59.7
856;De Bilt/District 8;Augustus  1996;17.3;171.3;103.8
857;De Bilt/District 8;September 1996;12.5;159.3;56.9
858;De Bilt/District 8;Oktober   1996;10.8;127.1;74.4
859;De Bilt/District 8;November  1996;5.9;58.2;154.3
860;De Bilt/District 8;December  1996;0.6;55.1;58.7
861;De Bilt/District 8;Jaarcijfer 1996;8.6;1607.0;692.3
862;De Bilt/District 8;Januari   1997;-0.2;81.0;6.7
863;De Bilt/District 8;Februari  1997;6.2;68.7;94.1
864;De Bilt/District 8;Maart     1997;8.0;126.4;34.0
865;De Bilt/District 8;April     1997;7.8;184.1;38.0
866;De Bilt/District 8;Mei       1997;12.8;204.5;89.6
867;De Bilt/District 8;Juni      1997;16.0;203.4;90.3
868;De Bilt/District 8;Juli      1997;17.4;179.4;74.2
869;De Bilt/District 8;Augustus  1997;20.5;230.6;60.1
870;De Bilt/District 8;September 1997;14.3;183.3;36.4
871;De Bilt/District 8;Oktober   1997;9.7;122.8;97.0
872;De Bilt/District 8;November  1997;6.7;63.4;32.5
873;De Bilt/District 8;December  1997;5.0;45.0;83.1
874;De Bilt/District 8;Jaarcijfer 1997;10.4;1692.6;736.0
875;De Bilt/District 8;Januari   1998;4.7;70.1;85.1
876;De Bilt/District 8;Februari  1998;6.4;110.3;20.0
877;De Bilt/District 8;Maart     1998;7.6;92.1;126.1
878;De Bilt/District 8;April     1998;9.4;91.2;93.8
879;De Bilt/District 8;Mei       1998;14.9;206.3;54.7
880;De Bilt/District 8;Juni      1998;15.8;149.9;132.7
881;De Bilt/District 8;Juli      1998;16.3;147.6;73.2
882;De Bilt/District 8;Augustus  1998;16.5;188.0;68.7
883;De Bilt/District 8;September 1998;15.0;117.8;158.1
884;De Bilt/District 8;Oktober   1998;9.9;49.7;191.5
885;De Bilt/District 8;November  1998;3.7;77.2;118.3
886;De Bilt/District 8;December  1998;4.6;54.2;80.8
887;De Bilt/District 8;Jaarcijfer 1998;10.4;1354.4;1203.0
888;De Bilt/District 8;Januari   1999;5.2;66.1;83.1
889;De Bilt/District 8;Februari  1999;3.1;94.5;62.0
890;De Bilt/District 8;Maart     1999;7.3;108.6;87.6
891;De Bilt/District 8;April     1999;9.8;183.7;59.9
892;De Bilt/District 8;Mei       1999;14.2;231.1;57.0
893;De Bilt/District 8;Juni      1999;15.0;226.1;74.2
894;De Bilt/District 8;Juli      1999;19.1;253.1;51.1
895;De Bilt/District 8;Augustus  1999;17.5;166.1;82.6
