ID;TypeOfMonument;Regions;Periods;ListedMonumentsAndHistoricBuildings_1
1669;Listed monuments total ;Weststellingwerf;2014;39
1670;Listed monuments total ;Weststellingwerf;2015;39
1671;Listed monuments total ;Weststellingwerf;2016;39
1672;Listed monuments total ;Westvoorne;2013;33
1673;Listed monuments total ;Westvoorne;2014;33
1674;Listed monuments total ;Westvoorne;2015;33
1675;Listed monuments total ;Westvoorne;2016;33
1676;Listed monuments total ;Wierden;2013;30
1677;Listed monuments total ;Wierden;2014;30
1678;Listed monuments total ;Wierden;2015;29
1679;Listed monuments total ;Wierden;2016;29
1680;Listed monuments total ;Wijchen;2013;96
1681;Listed monuments total ;Wijchen;2014;96
1682;Listed monuments total ;Wijchen;2015;96
1683;Listed monuments total ;Wijchen;2016;96
1684;Listed monuments total ;Wijdemeren;2013;292
1685;Listed monuments total ;Wijdemeren;2014;289
1686;Listed monuments total ;Wijdemeren;2015;291
1687;Listed monuments total ;Wijdemeren;2016;291
1688;Listed monuments total ;Wijk bij Duurstede;2013;162
1689;Listed monuments total ;Wijk bij Duurstede;2014;162
1690;Listed monuments total ;Wijk bij Duurstede;2015;162
1691;Listed monuments total ;Wijk bij Duurstede;2016;169
1692;Listed monuments total ;Winsum;2013;154
1693;Listed monuments total ;Winsum;2014;154
1694;Listed monuments total ;Winsum;2015;154
1695;Listed monuments total ;Winsum;2016;154
1696;Listed monuments total ;Winterswijk;2013;80
1697;Listed monuments total ;Winterswijk;2014;80
1698;Listed monuments total ;Winterswijk;2015;80
1699;Listed monuments total ;Winterswijk;2016;80
1700;Listed monuments total ;Woensdrecht;2013;47
1701;Listed monuments total ;Woensdrecht;2014;47
1702;Listed monuments total ;Woensdrecht;2015;47
1703;Listed monuments total ;Woensdrecht;2016;48
1704;Listed monuments total ;Woerden;2013;109
1705;Listed monuments total ;Woerden;2014;109
1706;Listed monuments total ;Woerden;2015;109
1707;Listed monuments total ;Woerden;2016;109
1708;Listed monuments total ;De Wolden;2013;127
1709;Listed monuments total ;De Wolden;2014;127
1710;Listed monuments total ;De Wolden;2015;122
1711;Listed monuments total ;De Wolden;2016;122
1712;Listed monuments total ;Wormerland;2013;33
1713;Listed monuments total ;Wormerland;2014;33
1714;Listed monuments total ;Wormerland;2015;33
1715;Listed monuments total ;Wormerland;2016;33
1716;Listed monuments total ;Woudenberg;2013;55
1717;Listed monuments total ;Woudenberg;2014;55
1718;Listed monuments total ;Woudenberg;2015;55
1719;Listed monuments total ;Woudenberg;2016;55
1720;Listed monuments total ;Woudrichem;2013;107
1721;Listed monuments total ;Woudrichem;2014;107
1722;Listed monuments total ;Woudrichem;2015;116
1723;Listed monuments total ;Woudrichem;2016;114
1724;Listed monuments total ;Zaanstad;2013;276
1725;Listed monuments total ;Zaanstad;2014;276
1726;Listed monuments total ;Zaanstad;2015;276
1727;Listed monuments total ;Zaanstad;2016;276
1728;Listed monuments total ;Zaltbommel;2013;236
1729;Listed monuments total ;Zaltbommel;2014;236
1730;Listed monuments total ;Zaltbommel;2015;246
1731;Listed monuments total ;Zaltbommel;2016;244
1732;Listed monuments total ;Zandvoort;2013;12
1733;Listed monuments total ;Zandvoort;2014;12
1734;Listed monuments total ;Zandvoort;2015;12
1735;Listed monuments total ;Zandvoort;2016;12
1736;Listed monuments total ;Zederik;2013;104
1737;Listed monuments total ;Zederik;2014;104
1738;Listed monuments total ;Zederik;2015;102
1739;Listed monuments total ;Zederik;2016;102
1740;Listed monuments total ;Zeewolde;2013;0
1741;Listed monuments total ;Zeewolde;2014;0
1742;Listed monuments total ;Zeewolde;2015;0
1743;Listed monuments total ;Zeewolde;2016;0
1744;Listed monuments total ;Zeist;2013;178
1745;Listed monuments total ;Zeist;2014;178
1746;Listed monuments total ;Zeist;2015;182
1747;Listed monuments total ;Zeist;2016;182
1748;Listed monuments total ;Zevenaar;2013;73
1749;Listed monuments total ;Zevenaar;2014;73
1750;Listed monuments total ;Zevenaar;2015;73
1751;Listed monuments total ;Zevenaar;2016;73
1752;Listed monuments total ;Zoetermeer;2013;16
1753;Listed monuments total ;Zoetermeer;2014;16
1754;Listed monuments total ;Zoetermeer;2015;16
1755;Listed monuments total ;Zoetermeer;2016;16
1756;Listed monuments total ;Zoeterwoude;2013;47
1757;Listed monuments total ;Zoeterwoude;2014;47
1758;Listed monuments total ;Zoeterwoude;2015;47
1759;Listed monuments total ;Zoeterwoude;2016;47
1760;Listed monuments total ;Zuidhorn;2013;106
1761;Listed monuments total ;Zuidhorn;2014;106
1762;Listed monuments total ;Zuidhorn;2015;106
1763;Listed monuments total ;Zuidhorn;2016;106
1764;Listed monuments total ;Zuidplas;2013;59
1765;Listed monuments total ;Zuidplas;2014;59
1766;Listed monuments total ;Zuidplas;2015;59
1767;Listed monuments total ;Zuidplas;2016;59
1768;Listed monuments total ;Zundert;2013;50
1769;Listed monuments total ;Zundert;2014;50
1770;Listed monuments total ;Zundert;2015;50
1771;Listed monuments total ;Zundert;2016;50
1772;Listed monuments total ;Zutphen;2013;439
1773;Listed monuments total ;Zutphen;2014;437
1774;Listed monuments total ;Zutphen;2015;436
1775;Listed monuments total ;Zutphen;2016;436
1776;Listed monuments total ;Zwartewaterland;2013;92
1777;Listed monuments total ;Zwartewaterland;2014;92
1778;Listed monuments total ;Zwartewaterland;2015;92
1779;Listed monuments total ;Zwartewaterland;2016;92
1780;Listed monuments total ;Zwijndrecht;2013;13
1781;Listed monuments total ;Zwijndrecht;2014;13
1782;Listed monuments total ;Zwijndrecht;2015;13
1783;Listed monuments total ;Zwijndrecht;2016;13
1784;Listed monuments total ;Zwolle;2013;482
1785;Listed monuments total ;Zwolle;2014;482
1786;Listed monuments total ;Zwolle;2015;481
1787;Listed monuments total ;Zwolle;2016;481
1788;Public buildings;Nederland;2013;2051
1789;Public buildings;Nederland;2014;2053
1790;Public buildings;Nederland;2015;2071
1791;Public buildings;Nederland;2016;2078
1792;Public buildings;Noord-Nederland (LD);2013;284
1793;Public buildings;Noord-Nederland (LD);2014;289
1794;Public buildings;Noord-Nederland (LD);2015;289
1795;Public buildings;Noord-Nederland (LD);2016;288
1796;Public buildings;Oost-Nederland (LD);2013;387
1797;Public buildings;Oost-Nederland (LD);2014;395
1798;Public buildings;Oost-Nederland (LD);2015;404
1799;Public buildings;Oost-Nederland (LD);2016;405
1800;Public buildings;West-Nederland (LD);2013;857
1801;Public buildings;West-Nederland (LD);2014;846
1802;Public buildings;West-Nederland (LD);2015;846
1803;Public buildings;West-Nederland (LD);2016;857
1804;Public buildings;Zuid-Nederland (LD);2013;523
1805;Public buildings;Zuid-Nederland (LD);2014;523
1806;Public buildings;Zuid-Nederland (LD);2015;532
1807;Public buildings;Zuid-Nederland (LD);2016;528
1808;Public buildings;Groningen (PV);2013;86
1809;Public buildings;Groningen (PV);2014;85
1810;Public buildings;Groningen (PV);2015;85
1811;Public buildings;Groningen (PV);2016;84
1812;Public buildings;Friesland (PV);2013;109
1813;Public buildings;Friesland (PV);2014;107
1814;Public buildings;Friesland (PV);2015;107
1815;Public buildings;Friesland (PV);2016;107
1816;Public buildings;Drenthe (PV);2013;89
1817;Public buildings;Drenthe (PV);2014;97
1818;Public buildings;Drenthe (PV);2015;97
1819;Public buildings;Drenthe (PV);2016;97
1820;Public buildings;Overijssel (PV);2013;88
1821;Public buildings;Overijssel (PV);2014;88
1822;Public buildings;Overijssel (PV);2015;89
1823;Public buildings;Overijssel (PV);2016;89
1824;Public buildings;Flevoland (PV);2013;4
1825;Public buildings;Flevoland (PV);2014;4
1826;Public buildings;Flevoland (PV);2015;4
1827;Public buildings;Flevoland (PV);2016;5
1828;Public buildings;Gelderland (PV);2013;299
1829;Public buildings;Gelderland (PV);2014;307
1830;Public buildings;Gelderland (PV);2015;315
1831;Public buildings;Gelderland (PV);2016;316
1832;Public buildings;Utrecht (PV);2013;190
1833;Public buildings;Utrecht (PV);2014;179
1834;Public buildings;Utrecht (PV);2015;176
1835;Public buildings;Utrecht (PV);2016;184
1836;Public buildings;Noord-Holland (PV);2013;363
1837;Public buildings;Noord-Holland (PV);2014;361
1838;Public buildings;Noord-Holland (PV);2015;363
1839;Public buildings;Noord-Holland (PV);2016;364
1840;Public buildings;Zuid-Holland (PV);2013;300
1841;Public buildings;Zuid-Holland (PV);2014;302
1842;Public buildings;Zuid-Holland (PV);2015;303
1843;Public buildings;Zuid-Holland (PV);2016;304
1844;Public buildings;Zeeland (PV);2013;78
1845;Public buildings;Zeeland (PV);2014;78
1846;Public buildings;Zeeland (PV);2015;78
1847;Public buildings;Zeeland (PV);2016;78
1848;Public buildings;Noord-Brabant (PV);2013;307
1849;Public buildings;Noord-Brabant (PV);2014;307
1850;Public buildings;Noord-Brabant (PV);2015;316
1851;Public buildings;Noord-Brabant (PV);2016;312
1852;Public buildings;Limburg (PV);2013;138
1853;Public buildings;Limburg (PV);2014;138
1854;Public buildings;Limburg (PV);2015;138
1855;Public buildings;Limburg (PV);2016;138
1856;Public buildings;Oost-Groningen (CR);2013;21
1857;Public buildings;Oost-Groningen (CR);2014;21
1858;Public buildings;Oost-Groningen (CR);2015;21
1859;Public buildings;Oost-Groningen (CR);2016;21
1860;Public buildings;Delfzijl en omgeving (CR);2013;13
1861;Public buildings;Delfzijl en omgeving (CR);2014;13
1862;Public buildings;Delfzijl en omgeving (CR);2015;13
1863;Public buildings;Delfzijl en omgeving (CR);2016;13
1864;Public buildings;Overig Groningen (CR);2013;52
1865;Public buildings;Overig Groningen (CR);2014;51
1866;Public buildings;Overig Groningen (CR);2015;51
1867;Public buildings;Overig Groningen (CR);2016;50
1868;Public buildings;Noord-Friesland (CR);2013;66
1869;Public buildings;Noord-Friesland (CR);2014;64
1870;Public buildings;Noord-Friesland (CR);2015;64
1871;Public buildings;Noord-Friesland (CR);2016;64
1872;Public buildings;Zuidwest-Friesland (CR);2013;29
1873;Public buildings;Zuidwest-Friesland (CR);2014;29
1874;Public buildings;Zuidwest-Friesland (CR);2015;29
1875;Public buildings;Zuidwest-Friesland (CR);2016;29
1876;Public buildings;Zuidoost-Friesland (CR);2013;14
1877;Public buildings;Zuidoost-Friesland (CR);2014;14
1878;Public buildings;Zuidoost-Friesland (CR);2015;14
1879;Public buildings;Zuidoost-Friesland (CR);2016;14
1880;Public buildings;Noord-Drenthe (CR);2013;48
1881;Public buildings;Noord-Drenthe (CR);2014;56
1882;Public buildings;Noord-Drenthe (CR);2015;56
1883;Public buildings;Noord-Drenthe (CR);2016;56
1884;Public buildings;Zuidoost-Drenthe (CR);2013;25
1885;Public buildings;Zuidoost-Drenthe (CR);2014;25
1886;Public buildings;Zuidoost-Drenthe (CR);2015;25
1887;Public buildings;Zuidoost-Drenthe (CR);2016;25
1888;Public buildings;Zuidwest-Drenthe (CR);2013;16
1889;Public buildings;Zuidwest-Drenthe (CR);2014;16
1890;Public buildings;Zuidwest-Drenthe (CR);2015;16
1891;Public buildings;Zuidwest-Drenthe (CR);2016;16
1892;Public buildings;Noord-Overijssel (CR);2013;42
1893;Public buildings;Noord-Overijssel (CR);2014;42
1894;Public buildings;Noord-Overijssel (CR);2015;42
1895;Public buildings;Noord-Overijssel (CR);2016;42
1896;Public buildings;Zuidwest-Overijssel (CR);2013;14
1897;Public buildings;Zuidwest-Overijssel (CR);2014;14
1898;Public buildings;Zuidwest-Overijssel (CR);2015;14
1899;Public buildings;Zuidwest-Overijssel (CR);2016;14
1900;Public buildings;Twente (CR);2013;32
1901;Public buildings;Twente (CR);2014;32
1902;Public buildings;Twente (CR);2015;33
1903;Public buildings;Twente (CR);2016;33
1904;Public buildings;Veluwe (CR);2013;100
1905;Public buildings;Veluwe (CR);2014;100
1906;Public buildings;Veluwe (CR);2015;101
1907;Public buildings;Veluwe (CR);2016;101
1908;Public buildings;Achterhoek (CR);2013;24
1909;Public buildings;Achterhoek (CR);2014;24
1910;Public buildings;Achterhoek (CR);2015;24
1911;Public buildings;Achterhoek (CR);2016;24
1912;Public buildings;Arnhem/Nijmegen (CR);2013;155
1913;Public buildings;Arnhem/Nijmegen (CR);2014;156
1914;Public buildings;Arnhem/Nijmegen (CR);2015;161
1915;Public buildings;Arnhem/Nijmegen (CR);2016;162
1916;Public buildings;Zuidwest-Gelderland (CR);2013;20
1917;Public buildings;Zuidwest-Gelderland (CR);2014;27
1918;Public buildings;Zuidwest-Gelderland (CR);2015;29
1919;Public buildings;Zuidwest-Gelderland (CR);2016;29
1920;Public buildings;Utrecht (CR);2013;190
1921;Public buildings;Utrecht (CR);2014;179
1922;Public buildings;Utrecht (CR);2015;176
1923;Public buildings;Utrecht (CR);2016;184
1924;Public buildings;Kop van Noord-Holland (CR);2013;44
1925;Public buildings;Kop van Noord-Holland (CR);2014;44
1926;Public buildings;Kop van Noord-Holland (CR);2015;44
1927;Public buildings;Kop van Noord-Holland (CR);2016;44
1928;Public buildings;Alkmaar en omgeving (CR);2013;37
1929;Public buildings;Alkmaar en omgeving (CR);2014;37
1930;Public buildings;Alkmaar en omgeving (CR);2015;37
1931;Public buildings;Alkmaar en omgeving (CR);2016;37
1932;Public buildings;IJmond (CR);2013;14
1933;Public buildings;IJmond (CR);2014;15
1934;Public buildings;IJmond (CR);2015;15
1935;Public buildings;IJmond (CR);2016;15
1936;Public buildings;Agglomeratie Haarlem (CR);2013;34
1937;Public buildings;Agglomeratie Haarlem (CR);2014;34
1938;Public buildings;Agglomeratie Haarlem (CR);2015;35
1939;Public buildings;Agglomeratie Haarlem (CR);2016;35
1940;Public buildings;Zaanstreek (CR);2013;19
1941;Public buildings;Zaanstreek (CR);2014;19
1942;Public buildings;Zaanstreek (CR);2015;19
1943;Public buildings;Zaanstreek (CR);2016;20
1944;Public buildings;Groot-Amsterdam (CR);2013;148
1945;Public buildings;Groot-Amsterdam (CR);2014;148
1946;Public buildings;Groot-Amsterdam (CR);2015;149
1947;Public buildings;Groot-Amsterdam (CR);2016;148
1948;Public buildings;Het Gooi en Vechtstreek (CR);2013;67
1949;Public buildings;Het Gooi en Vechtstreek (CR);2014;64
1950;Public buildings;Het Gooi en Vechtstreek (CR);2015;64
1951;Public buildings;Het Gooi en Vechtstreek (CR);2016;65
1952;Public buildings;Agglomeratie Leiden en Bollenstreek (CR);2013;64
1953;Public buildings;Agglomeratie Leiden en Bollenstreek (CR);2014;64
1954;Public buildings;Agglomeratie Leiden en Bollenstreek (CR);2015;64
1955;Public buildings;Agglomeratie Leiden en Bollenstreek (CR);2016;64
1956;Public buildings;Agglomeratie 's-Gravenhage (CR);2013;59
1957;Public buildings;Agglomeratie 's-Gravenhage (CR);2014;61
1958;Public buildings;Agglomeratie 's-Gravenhage (CR);2015;61
1959;Public buildings;Agglomeratie 's-Gravenhage (CR);2016;61
1960;Public buildings;Delft en Westland (CR);2013;33
1961;Public buildings;Delft en Westland (CR);2014;33
1962;Public buildings;Delft en Westland (CR);2015;34
1963;Public buildings;Delft en Westland (CR);2016;34
1964;Public buildings;Oost-Zuid-Holland (CR);2013;24
1965;Public buildings;Oost-Zuid-Holland (CR);2014;24
1966;Public buildings;Oost-Zuid-Holland (CR);2015;24
1967;Public buildings;Oost-Zuid-Holland (CR);2016;24
1968;Public buildings;Groot-Rijnmond (CR);2013;91
1969;Public buildings;Groot-Rijnmond (CR);2014;91
1970;Public buildings;Groot-Rijnmond (CR);2015;91
1971;Public buildings;Groot-Rijnmond (CR);2016;92
1972;Public buildings;Zuidoost-Zuid-Holland (CR);2013;29
1973;Public buildings;Zuidoost-Zuid-Holland (CR);2014;29
1974;Public buildings;Zuidoost-Zuid-Holland (CR);2015;29
1975;Public buildings;Zuidoost-Zuid-Holland (CR);2016;29
1976;Public buildings;Zeeuwsch-Vlaanderen (CR);2013;15
1977;Public buildings;Zeeuwsch-Vlaanderen (CR);2014;15
1978;Public buildings;Zeeuwsch-Vlaanderen (CR);2015;15
1979;Public buildings;Zeeuwsch-Vlaanderen (CR);2016;15
1980;Public buildings;Overig Zeeland (CR);2013;63
1981;Public buildings;Overig Zeeland (CR);2014;63
1982;Public buildings;Overig Zeeland (CR);2015;63
1983;Public buildings;Overig Zeeland (CR);2016;63
1984;Public buildings;West-Noord-Brabant (CR);2013;69
1985;Public buildings;West-Noord-Brabant (CR);2014;69
1986;Public buildings;West-Noord-Brabant (CR);2015;69
1987;Public buildings;West-Noord-Brabant (CR);2016;65
1988;Public buildings;Midden-Noord-Brabant (CR);2013;106
1989;Public buildings;Midden-Noord-Brabant (CR);2014;106
1990;Public buildings;Midden-Noord-Brabant (CR);2015;116
1991;Public buildings;Midden-Noord-Brabant (CR);2016;116
1992;Public buildings;Noordoost-Noord-Brabant (CR);2013;80
1993;Public buildings;Noordoost-Noord-Brabant (CR);2014;80
1994;Public buildings;Noordoost-Noord-Brabant (CR);2015;79
1995;Public buildings;Noordoost-Noord-Brabant (CR);2016;79
1996;Public buildings;Zuidoost-Noord-Brabant (CR);2013;52
1997;Public buildings;Zuidoost-Noord-Brabant (CR);2014;52
1998;Public buildings;Zuidoost-Noord-Brabant (CR);2015;52
1999;Public buildings;Zuidoost-Noord-Brabant (CR);2016;52
2000;Public buildings;Noord-Limburg (CR);2013;23
2001;Public buildings;Noord-Limburg (CR);2014;23
2002;Public buildings;Noord-Limburg (CR);2015;23
2003;Public buildings;Noord-Limburg (CR);2016;23
2004;Public buildings;Midden-Limburg (CR);2013;35
2005;Public buildings;Midden-Limburg (CR);2014;35
2006;Public buildings;Midden-Limburg (CR);2015;35
2007;Public buildings;Midden-Limburg (CR);2016;35
2008;Public buildings;Zuid-Limburg (CR);2013;80
2009;Public buildings;Zuid-Limburg (CR);2014;80
2010;Public buildings;Zuid-Limburg (CR);2015;80
2011;Public buildings;Zuid-Limburg (CR);2016;80
2012;Public buildings;Flevoland (CR);2013;4
2013;Public buildings;Flevoland (CR);2014;4
2014;Public buildings;Flevoland (CR);2015;4
2015;Public buildings;Flevoland (CR);2016;5
2016;Public buildings;Aa en Hunze;2013;5
2017;Public buildings;Aa en Hunze;2014;5
2018;Public buildings;Aa en Hunze;2015;5
2019;Public buildings;Aa en Hunze;2016;5
2020;Public buildings;Aalburg;2013;1
2021;Public buildings;Aalburg;2014;1
2022;Public buildings;Aalburg;2015;1
2023;Public buildings;Aalburg;2016;1
2024;Public buildings;Aalsmeer;2013;1
2025;Public buildings;Aalsmeer;2014;1
2026;Public buildings;Aalsmeer;2015;1
2027;Public buildings;Aalsmeer;2016;1
2028;Public buildings;Aalten;2013;3
2029;Public buildings;Aalten;2014;3
2030;Public buildings;Aalten;2015;3
2031;Public buildings;Aalten;2016;3
2032;Public buildings;Achtkarspelen;2013;1
2033;Public buildings;Achtkarspelen;2014;1
2034;Public buildings;Achtkarspelen;2015;1
2035;Public buildings;Achtkarspelen;2016;1
2036;Public buildings;Alblasserdam;2013;0
2037;Public buildings;Alblasserdam;2014;0
2038;Public buildings;Alblasserdam;2015;0
2039;Public buildings;Alblasserdam;2016;0
2040;Public buildings;Albrandswaard;2013;2
2041;Public buildings;Albrandswaard;2014;2
2042;Public buildings;Albrandswaard;2015;2
2043;Public buildings;Albrandswaard;2016;2
2044;Public buildings;Alkmaar;2013;19
2045;Public buildings;Alkmaar;2014;19
2046;Public buildings;Alkmaar;2015;19
2047;Public buildings;Alkmaar;2016;19
2048;Public buildings;Almelo;2013;5
2049;Public buildings;Almelo;2014;5
2050;Public buildings;Almelo;2015;5
2051;Public buildings;Almelo;2016;5
2052;Public buildings;Almere;2013;0
2053;Public buildings;Almere;2014;0
2054;Public buildings;Almere;2015;0
2055;Public buildings;Almere;2016;0
2056;Public buildings;Alphen aan den Rijn;2013;4
2057;Public buildings;Alphen aan den Rijn;2014;4
2058;Public buildings;Alphen aan den Rijn;2015;4
2059;Public buildings;Alphen aan den Rijn;2016;4
2060;Public buildings;Alphen-Chaam;2013;2
2061;Public buildings;Alphen-Chaam;2014;2
2062;Public buildings;Alphen-Chaam;2015;2
2063;Public buildings;Alphen-Chaam;2016;2
2064;Public buildings;Ameland;2013;0
2065;Public buildings;Ameland;2014;0
2066;Public buildings;Ameland;2015;0
2067;Public buildings;Ameland;2016;0
2068;Public buildings;Amersfoort;2013;13
2069;Public buildings;Amersfoort;2014;13
2070;Public buildings;Amersfoort;2015;13
2071;Public buildings;Amersfoort;2016;13
2072;Public buildings;Amstelveen;2013;0
2073;Public buildings;Amstelveen;2014;0
2074;Public buildings;Amstelveen;2015;0
2075;Public buildings;Amstelveen;2016;0
2076;Public buildings;Amsterdam;2013;135
2077;Public buildings;Amsterdam;2014;135
2078;Public buildings;Amsterdam;2015;136
2079;Public buildings;Amsterdam;2016;135
2080;Public buildings;Apeldoorn;2013;15
2081;Public buildings;Apeldoorn;2014;16
2082;Public buildings;Apeldoorn;2015;16
2083;Public buildings;Apeldoorn;2016;16
2084;Public buildings;Appingedam;2013;6
2085;Public buildings;Appingedam;2014;6
2086;Public buildings;Appingedam;2015;6
2087;Public buildings;Appingedam;2016;6
2088;Public buildings;Arnhem;2013;103
2089;Public buildings;Arnhem;2014;103
2090;Public buildings;Arnhem;2015;108
2091;Public buildings;Arnhem;2016;108
2092;Public buildings;Assen;2013;15
2093;Public buildings;Assen;2014;16
2094;Public buildings;Assen;2015;16
2095;Public buildings;Assen;2016;16
2096;Public buildings;Asten;2013;2
2097;Public buildings;Asten;2014;2
2098;Public buildings;Asten;2015;2
2099;Public buildings;Asten;2016;2
2100;Public buildings;Baarle-Nassau;2013;0
2101;Public buildings;Baarle-Nassau;2014;0
2102;Public buildings;Baarle-Nassau;2015;0
2103;Public buildings;Baarle-Nassau;2016;0
2104;Public buildings;Baarn;2013;2
2105;Public buildings;Baarn;2014;2
2106;Public buildings;Baarn;2015;2
2107;Public buildings;Baarn;2016;2
2108;Public buildings;Barendrecht;2013;0
2109;Public buildings;Barendrecht;2014;0
2110;Public buildings;Barendrecht;2015;0
2111;Public buildings;Barendrecht;2016;0
2112;Public buildings;Barneveld;2013;0
2113;Public buildings;Barneveld;2014;0
2114;Public buildings;Barneveld;2015;0
2115;Public buildings;Barneveld;2016;0
2116;Public buildings;Bedum;2013;3
2117;Public buildings;Bedum;2014;3
2118;Public buildings;Bedum;2015;3
2119;Public buildings;Bedum;2016;3
2120;Public buildings;Beek (L.);2013;1
2121;Public buildings;Beek (L.);2014;1
2122;Public buildings;Beek (L.);2015;1
2123;Public buildings;Beek (L.);2016;1
2124;Public buildings;Beemster;2013;2
2125;Public buildings;Beemster;2014;2
2126;Public buildings;Beemster;2015;2
2127;Public buildings;Beemster;2016;2
2128;Public buildings;Beesel;2013;0
2129;Public buildings;Beesel;2014;0
2130;Public buildings;Beesel;2015;0
2131;Public buildings;Beesel;2016;0
2132;Public buildings;Bellingwedde;2013;3
2133;Public buildings;Bellingwedde;2014;3
2134;Public buildings;Bellingwedde;2015;3
2135;Public buildings;Bellingwedde;2016;3
2136;Public buildings;Berg en Dal;2013;16
2137;Public buildings;Berg en Dal;2014;16
2138;Public buildings;Berg en Dal;2015;16
2139;Public buildings;Berg en Dal;2016;16
2140;Public buildings;Bergeijk;2013;4
2141;Public buildings;Bergeijk;2014;4
2142;Public buildings;Bergeijk;2015;4
2143;Public buildings;Bergeijk;2016;4
2144;Public buildings;Bergen (L.);2013;0
2145;Public buildings;Bergen (L.);2014;0
2146;Public buildings;Bergen (L.);2015;0
2147;Public buildings;Bergen (L.);2016;0
2148;Public buildings;Bergen (NH.);2013;14
2149;Public buildings;Bergen (NH.);2014;14
2150;Public buildings;Bergen (NH.);2015;14
2151;Public buildings;Bergen (NH.);2016;14
2152;Public buildings;Bergen op Zoom;2013;13
2153;Public buildings;Bergen op Zoom;2014;13
2154;Public buildings;Bergen op Zoom;2015;13
2155;Public buildings;Bergen op Zoom;2016;9
2156;Public buildings;Berkelland;2013;1
2157;Public buildings;Berkelland;2014;1
2158;Public buildings;Berkelland;2015;1
2159;Public buildings;Berkelland;2016;1
2160;Public buildings;Bernheze;2013;3
2161;Public buildings;Bernheze;2014;3
2162;Public buildings;Bernheze;2015;3
2163;Public buildings;Bernheze;2016;3
2164;Public buildings;Best;2013;0
2165;Public buildings;Best;2014;0
2166;Public buildings;Best;2015;0
2167;Public buildings;Best;2016;0
2168;Public buildings;Beuningen;2013;0
2169;Public buildings;Beuningen;2014;0
2170;Public buildings;Beuningen;2015;0
2171;Public buildings;Beuningen;2016;0
2172;Public buildings;Beverwijk;2013;2
2173;Public buildings;Beverwijk;2014;2
2174;Public buildings;Beverwijk;2015;2
2175;Public buildings;Beverwijk;2016;2
2176;Public buildings;het Bildt;2013;1
2177;Public buildings;het Bildt;2014;1
2178;Public buildings;het Bildt;2015;1
2179;Public buildings;het Bildt;2016;1
2180;Public buildings;De Bilt;2013;20
2181;Public buildings;De Bilt;2014;20
2182;Public buildings;De Bilt;2015;20
2183;Public buildings;De Bilt;2016;19
2184;Public buildings;Binnenmaas;2013;2
2185;Public buildings;Binnenmaas;2014;2
2186;Public buildings;Binnenmaas;2015;2
2187;Public buildings;Binnenmaas;2016;2
2188;Public buildings;Bladel;2013;0
2189;Public buildings;Bladel;2014;0
2190;Public buildings;Bladel;2015;0
2191;Public buildings;Bladel;2016;0
2192;Public buildings;Blaricum;2013;1
2193;Public buildings;Blaricum;2014;1
2194;Public buildings;Blaricum;2015;1
2195;Public buildings;Blaricum;2016;1
2196;Public buildings;Bloemendaal;2013;4
2197;Public buildings;Bloemendaal;2014;4
2198;Public buildings;Bloemendaal;2015;4
2199;Public buildings;Bloemendaal;2016;4
2200;Public buildings;Bodegraven-Reeuwijk;2013;1
2201;Public buildings;Bodegraven-Reeuwijk;2014;1
2202;Public buildings;Bodegraven-Reeuwijk;2015;1
2203;Public buildings;Bodegraven-Reeuwijk;2016;1
2204;Public buildings;Boekel;2013;1
2205;Public buildings;Boekel;2014;1
2206;Public buildings;Boekel;2015;0
2207;Public buildings;Boekel;2016;0
2208;Public buildings;Ten Boer;2013;1
2209;Public buildings;Ten Boer;2014;1
2210;Public buildings;Ten Boer;2015;1
2211;Public buildings;Ten Boer;2016;1
2212;Public buildings;Borger-Odoorn;2013;0
2213;Public buildings;Borger-Odoorn;2014;0
2214;Public buildings;Borger-Odoorn;2015;0
2215;Public buildings;Borger-Odoorn;2016;0
2216;Public buildings;Borne;2013;4
2217;Public buildings;Borne;2014;4
2218;Public buildings;Borne;2015;4
2219;Public buildings;Borne;2016;4
2220;Public buildings;Borsele;2013;0
2221;Public buildings;Borsele;2014;0
2222;Public buildings;Borsele;2015;0
2223;Public buildings;Borsele;2016;0
2224;Public buildings;Boxmeer;2013;1
2225;Public buildings;Boxmeer;2014;1
2226;Public buildings;Boxmeer;2015;1
2227;Public buildings;Boxmeer;2016;1
2228;Public buildings;Boxtel;2013;0
2229;Public buildings;Boxtel;2014;0
2230;Public buildings;Boxtel;2015;0
2231;Public buildings;Boxtel;2016;0
2232;Public buildings;Breda;2013;18
2233;Public buildings;Breda;2014;18
2234;Public buildings;Breda;2015;18
2235;Public buildings;Breda;2016;18
2236;Public buildings;Brielle;2013;10
2237;Public buildings;Brielle;2014;10
2238;Public buildings;Brielle;2015;10
2239;Public buildings;Brielle;2016;10
2240;Public buildings;Bronckhorst;2013;0
2241;Public buildings;Bronckhorst;2014;0
2242;Public buildings;Bronckhorst;2015;0
2243;Public buildings;Bronckhorst;2016;0
2244;Public buildings;Brummen;2013;0
2245;Public buildings;Brummen;2014;0
2246;Public buildings;Brummen;2015;0
2247;Public buildings;Brummen;2016;0
2248;Public buildings;Brunssum;2013;3
2249;Public buildings;Brunssum;2014;3
2250;Public buildings;Brunssum;2015;3
2251;Public buildings;Brunssum;2016;3
2252;Public buildings;Bunnik;2013;1
2253;Public buildings;Bunnik;2014;1
2254;Public buildings;Bunnik;2015;1
2255;Public buildings;Bunnik;2016;2
