ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaalAantalBedrijven_1;k_1WerkzamePersoon_2;k_2WerkzamePersonen_3;k_3Tot5WerkzamePersonen_4;k_5Tot10WerkzamePersonen_5;k_10Tot20WerkzamePersonen_6;k_20Tot50WerkzamePersonen_7;k_50Tot100WerkzamePersonen_8;k_100Tot150WerkzamePersonen_9;k_150Tot200WerkzamePersonen_10;k_200Tot250WerkzamePersonen_11;k_250Tot500WerkzamePersonen_12;k_500Tot1000WerkzamePersonen_13;k_1000Tot2000WerkzamePersonen_14;k_2000WerkzamePersonenOfMeer_15;Eenmanszaak_16;Maatschap_17;VennootschapOnderFirma_18;BeslotenVennootschap_19;NaamlozeVennootschap_20;CooperatieveVereniging_21;VerenigingOfStichting_22;Overheid_23;OverigeRechtsvormen_24
177;35 Energiebedrijven;2008, 1 januari;560;280;140;50;20;10;15;10;5;5;0;5;5;5;0;70;70;105;250;15;15;15;0;20
178;35 Energiebedrijven;2009, 1 januari;685;370;160;60;30;15;20;10;5;5;5;5;5;5;0;80;80;110;355;15;15;15;0;15
179;35 Energiebedrijven;2010, 1 januari;680;350;165;60;35;15;20;5;5;5;5;5;5;5;0;75;80;115;350;10;15;15;0;15
180;E Waterbedrijven en afvalbeheer;2006, 1 januari;1170;365;150;105;170;120;115;45;30;20;10;20;10;5;5;165;5;120;710;45;5;20;85;15
181;E Waterbedrijven en afvalbeheer;2007, 1 januari;1210;385;130;115;175;155;130;50;30;15;5;10;5;5;5;165;5;115;755;55;0;25;75;15
182;E Waterbedrijven en afvalbeheer;2008, 1 januari;1220;420;130;125;160;145;125;40;25;15;10;10;5;5;5;170;5;115;775;45;0;25;70;15
183;E Waterbedrijven en afvalbeheer;2009, 1 januari;1270;475;130;130;150;145;125;40;20;15;15;10;5;5;5;185;0;105;830;45;0;20;75;10
184;E Waterbedrijven en afvalbeheer;2010, 1 januari;1290;510;145;125;150;140;110;45;20;15;15;10;5;0;5;190;0;115;840;45;5;25;65;5
185;36 Waterleidingbedrijven;2006, 1 januari;25;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;0;5;5;15;0;0;0;0
186;36 Waterleidingbedrijven;2007, 1 januari;30;10;5;0;0;0;0;0;0;0;0;5;5;0;0;0;0;5;5;15;0;0;0;0
187;36 Waterleidingbedrijven;2008, 1 januari;20;5;0;5;0;0;0;0;0;0;0;5;0;0;0;0;0;0;5;10;0;0;0;0
188;36 Waterleidingbedrijven;2009, 1 januari;25;10;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;5;10;0;0;0;0
189;36 Waterleidingbedrijven;2010, 1 januari;30;15;5;0;0;0;0;0;0;0;5;5;0;0;0;5;0;5;10;15;0;0;0;0
190;37 Afvalwaterinzameling en -behandeling;2006, 1 januari;110;35;20;10;10;10;10;0;5;0;5;5;0;0;0;35;0;10;40;0;0;5;20;0
191;37 Afvalwaterinzameling en -behandeling;2007, 1 januari;115;45;10;10;10;15;10;5;5;0;0;0;0;0;0;35;0;10;50;0;0;5;15;0
192;37 Afvalwaterinzameling en -behandeling;2008, 1 januari;110;45;15;10;10;10;15;5;0;0;0;0;0;0;0;35;0;10;50;0;0;5;15;0
193;37 Afvalwaterinzameling en -behandeling;2009, 1 januari;130;55;10;10;10;10;20;5;0;0;5;0;0;0;0;40;0;10;65;0;0;0;15;0
194;37 Afvalwaterinzameling en -behandeling;2010, 1 januari;130;60;15;10;10;10;15;5;0;0;5;0;0;0;0;40;0;5;65;0;0;5;10;0
195;38 Afvalbehandeling en recycling;2006, 1 januari;795;225;95;70;110;90;90;40;25;15;5;10;5;5;5;80;5;95;485;30;5;15;65;15
196;38 Afvalbehandeling en recycling;2007, 1 januari;825;235;85;75;120;115;100;40;20;15;5;5;0;0;5;85;5;90;515;40;0;15;60;15
197;38 Afvalbehandeling en recycling;2008, 1 januari;835;265;90;85;105;105;95;30;20;15;5;5;5;0;5;90;5;95;525;35;0;15;60;10
198;38 Afvalbehandeling en recycling;2009, 1 januari;855;305;90;80;100;105;90;30;20;10;5;5;5;0;5;100;0;85;560;30;0;15;60;5
199;38 Afvalbehandeling en recycling;2010, 1 januari;865;320;95;75;105;100;85;35;15;10;10;5;5;0;5;100;0;90;570;30;5;20;55;5
200;39 Sanering en overig afvalbeheer;2006, 1 januari;240;100;30;20;50;25;15;0;0;0;0;0;0;0;0;45;0;10;180;0;0;5;0;0
201;39 Sanering en overig afvalbeheer;2007, 1 januari;245;100;30;25;45;25;15;0;0;0;0;0;0;0;0;45;0;10;185;0;0;5;0;0
202;39 Sanering en overig afvalbeheer;2008, 1 januari;255;105;30;30;40;30;15;5;0;0;0;0;0;0;0;45;0;10;195;0;0;5;0;0
203;39 Sanering en overig afvalbeheer;2009, 1 januari;260;105;30;35;40;30;15;5;0;0;0;0;0;0;0;45;0;15;200;0;0;5;0;0
204;39 Sanering en overig afvalbeheer;2010, 1 januari;260;115;30;35;35;30;10;5;0;0;0;0;0;0;0;50;0;15;190;0;0;5;0;0
205;F Bouwnijverheid;2006, 1 januari;80685;46000;15110;5985;5890;3995;2650;630;185;70;45;80;25;20;5;49890;175;13740;16610;25;25;40;0;175
206;F Bouwnijverheid;2007, 1 januari;88810;54755;12320;6810;6565;4385;2885;650;215;70;35;70;25;20;5;57100;165;14070;17205;30;30;40;0;165
207;F Bouwnijverheid;2008, 1 januari;99935;66220;12670;6920;6185;4175;2720;635;160;85;45;70;25;25;5;66690;125;14415;18420;30;30;40;0;180
208;F Bouwnijverheid;2009, 1 januari;112195;77500;13360;7140;6170;4175;2720;705;170;85;40;70;30;20;5;77725;115;14660;19410;25;35;40;5;170
209;F Bouwnijverheid;2010, 1 januari;114460;80295;13515;6920;5955;4020;2650;690;165;85;40;70;25;20;5;80190;110;14215;19665;25;40;40;5;175
210;41 Algemene bouw en projectontwikkeling;2006, 1 januari;28780;18250;4840;1565;1595;1270;865;230;80;30;20;30;5;0;0;18175;70;4040;6390;10;15;30;0;55
211;41 Algemene bouw en projectontwikkeling;2007, 1 januari;32490;21815;4105;1940;1840;1415;955;240;95;30;15;30;5;0;0;21235;70;4325;6740;15;15;30;0;60
212;41 Algemene bouw en projectontwikkeling;2008, 1 januari;36980;26270;4255;1995;1750;1370;915;260;75;30;15;30;5;0;5;24980;55;4565;7240;20;15;30;0;75
213;41 Algemene bouw en projectontwikkeling;2009, 1 januari;41740;30650;4590;2075;1770;1320;880;280;75;40;15;30;5;0;0;29195;55;4770;7580;15;20;30;0;75
214;41 Algemene bouw en projectontwikkeling;2010, 1 januari;42595;31685;4640;2010;1710;1260;850;270;70;40;15;30;5;0;0;30140;55;4635;7615;15;15;25;0;85
215;42 Grond-, water-  en wegenbouw;2006, 1 januari;4105;1610;1040;365;425;290;245;60;20;15;5;15;5;10;5;1915;25;950;1145;10;0;0;0;65
216;42 Grond-, water-  en wegenbouw;2007, 1 januari;4455;2015;830;440;470;315;255;60;25;10;5;15;5;10;5;2265;20;940;1165;5;0;0;0;55
217;42 Grond-, water-  en wegenbouw;2008, 1 januari;4940;2515;840;460;450;295;250;50;20;15;10;15;5;10;0;2670;15;970;1225;5;5;0;0;50
218;42 Grond-, water-  en wegenbouw;2009, 1 januari;5410;2965;875;475;440;300;225;55;20;10;10;15;10;10;0;3105;15;955;1285;5;5;5;0;35
219;42 Grond-, water-  en wegenbouw;2010, 1 januari;5505;3130;855;455;430;290;220;50;20;10;5;15;5;10;0;3270;10;890;1290;5;5;5;0;35
220;43 Gespecialiseerde bouw;2006, 1 januari;47800;26145;9235;4050;3870;2435;1540;340;80;25;20;35;15;10;0;29805;80;8750;9080;5;10;10;0;55
221;43 Gespecialiseerde bouw;2007, 1 januari;51865;30925;7380;4430;4255;2655;1670;355;95;30;15;25;10;10;0;33595;75;8810;9305;5;10;10;0;50
222;43 Gespecialiseerde bouw;2008, 1 januari;58015;37435;7570;4465;3985;2510;1555;320;65;35;20;25;15;10;0;39040;55;8880;9955;5;15;10;0;55
223;43 Gespecialiseerde bouw;2009, 1 januari;65045;43885;7895;4585;3960;2555;1615;370;75;35;15;25;15;10;0;45425;50;8935;10545;5;15;10;0;60
224;43 Gespecialiseerde bouw;2010, 1 januari;66365;45475;8020;4455;3815;2475;1580;370;75;35;15;25;10;10;0;46780;50;8685;10765;5;15;10;0;55
225;G Handel;2006, 1 januari;151230;56730;41020;22120;16165;8075;5040;1180;345;170;80;150;85;40;30;62690;645;40605;45725;75;200;375;0;910
226;G Handel;2007, 1 januari;156610;62570;33230;25185;19110;8955;5360;1295;385;155;90;135;85;40;25;66300;590;40710;47405;75;185;395;0;955
227;G Handel;2008, 1 januari;159830;70875;34660;22930;16330;8155;4865;1170;310;145;90;150;85;40;30;68135;480;40560;49050;70;180;400;0;960
228;G Handel;2009, 1 januari;164180;74200;34050;22875;16880;8630;5230;1370;360;175;105;160;80;40;30;70530;440;40225;51335;75;180;405;0;990
229;G Handel;2010, 1 januari;163445;75115;34085;22190;16360;8380;5060;1320;360;175;100;160;80;40;25;70590;415;39220;51595;75;170;400;0;990
230;45 Autohandel en -reparatie;2006, 1 januari;21180;8430;5005;3015;2495;1300;680;160;40;25;10;15;10;5;0;10105;40;4900;6055;5;15;10;0;50
231;45 Autohandel en -reparatie;2007, 1 januari;22045;9500;3990;3230;2895;1435;715;170;40;25;10;15;10;0;0;10780;35;4945;6200;5;15;10;0;50
232;45 Autohandel en -reparatie;2008, 1 januari;23525;11260;4405;3195;2560;1285;590;135;30;20;15;20;10;5;0;11730;30;5085;6590;10;10;15;0;55
233;45 Autohandel en -reparatie;2009, 1 januari;24000;11560;4175;3285;2655;1420;630;155;45;20;15;20;10;0;0;12055;25;4865;6965;5;15;10;0;55
234;45 Autohandel en -reparatie;2010, 1 januari;24040;11755;4225;3230;2615;1375;590;150;45;20;10;20;10;0;0;12190;25;4785;6960;5;10;10;0;55
235;46 Groothandel en handelsbemiddeling;2006, 1 januari;57005;23875;12840;6315;6090;3855;2765;745;230;100;55;90;35;5;5;18955;280;9325;27465;60;150;55;0;720
236;46 Groothandel en handelsbemiddeling;2007, 1 januari;59110;25120;10840;7550;7015;4275;2955;825;260;90;60;75;25;10;5;19810;265;9460;28590;60;130;55;0;750
237;46 Groothandel en handelsbemiddeling;2008, 1 januari;60030;27370;11195;7260;6130;4025;2815;750;200;95;55;85;35;10;5;19740;235;9670;29410;55;125;50;0;745
238;46 Groothandel en handelsbemiddeling;2009, 1 januari;62305;29665;10700;7225;6090;4155;3030;885;235;110;65;95;30;10;5;20860;215;9490;30725;65;125;50;0;780
239;46 Groothandel en handelsbemiddeling;2010, 1 januari;61705;29775;10675;7020;5870;4020;2940;855;235;110;70;95;30;10;5;20555;210;9165;30765;60;125;50;0;775
240;47 Detailhandel (niet in auto's);2006, 1 januari;73040;24425;23175;12790;7580;2920;1595;275;75;40;20;50;45;30;25;33630;330;26375;12205;10;40;315;0;145
241;47 Detailhandel (niet in auto's);2007, 1 januari;75455;27945;18400;14405;9195;3245;1685;295;80;40;25;45;45;30;20;35710;290;26305;12620;10;45;330;0;150
242;47 Detailhandel (niet in auto's);2008, 1 januari;76275;32245;19060;12475;7635;2845;1465;285;75;30;20;45;40;25;20;36665;220;25805;13050;5;40;335;0;155
243;47 Detailhandel (niet in auto's);2009, 1 januari;77875;32975;19170;12365;8130;3050;1565;330;75;45;25;50;40;25;20;37615;195;25875;13645;5;40;345;0;155
244;47 Detailhandel (niet in auto's);2010, 1 januari;77700;33590;19185;11940;7875;2985;1525;315;80;45;25;45;40;25;20;37845;180;25275;13865;5;35;340;0;155
245;H Vervoer en opslag;2006, 1 januari;23680;8750;6395;2335;2325;1675;1350;505;120;70;35;60;35;15;15;9315;95;6550;7310;40;55;120;20;180
246;H Vervoer en opslag;2007, 1 januari;24485;9745;5245;2725;2610;1790;1460;525;155;70;35;60;30;10;15;9805;95;6695;7460;40;55;130;20;185
247;H Vervoer en opslag;2008, 1 januari;25300;10810;5320;2635;2505;1735;1460;485;120;70;40;60;30;15;15;10245;90;6795;7760;35;55;125;15;180
248;H Vervoer en opslag;2009, 1 januari;26145;11220;5465;2705;2545;1785;1480;520;180;70;45;60;40;10;15;10755;100;6950;7925;35;50;130;15;180
249;H Vervoer en opslag;2010, 1 januari;26300;11605;5580;2645;2430;1710;1435;495;170;65;45;60;40;10;15;10905;105;6880;8000;35;50;140;15;180
250;49 Vervoer over land;2006, 1 januari;12805;4725;2870;1200;1340;1140;970;370;70;45;25;25;15;5;5;5375;25;3170;4090;15;15;65;0;45
251;49 Vervoer over land;2007, 1 januari;12990;5050;2245;1370;1485;1195;1050;380;95;45;25;30;15;5;10;5485;25;3255;4075;15;15;70;0;50
252;49 Vervoer over land;2008, 1 januari;13280;5440;2280;1355;1395;1200;1040;355;85;45;25;30;15;5;5;5545;15;3355;4210;15;15;70;0;50
253;49 Vervoer over land;2009, 1 januari;13435;5430;2320;1395;1435;1190;1035;375;130;40;30;30;20;0;10;5595;20;3400;4270;15;15;70;0;50
254;49 Vervoer over land;2010, 1 januari;13340;5500;2405;1355;1355;1130;1000;355;120;35;30;30;20;0;10;5565;20;3375;4235;15;10;75;0;50
255;50 Vervoer over water;2006, 1 januari;4190;820;2265;510;400;100;50;20;15;5;5;5;0;0;0;985;25;2435;695;5;0;20;0;25
256;50 Vervoer over water;2007, 1 januari;4330;1070;1975;630;435;115;55;20;15;5;5;5;0;0;0;1030;30;2460;770;5;0;20;0;20
257;50 Vervoer over water;2008, 1 januari;4320;1175;1935;605;410;90;55;20;5;5;5;5;0;0;0;1055;25;2375;820;5;0;20;0;20
258;50 Vervoer over water;2009, 1 januari;4435;1235;1945;635;410;115;55;15;5;10;5;5;0;0;0;1105;35;2400;855;5;0;20;0;20
259;50 Vervoer over water;2010, 1 januari;4470;1280;1940;630;400;115;55;20;5;10;5;5;0;0;0;1105;40;2350;930;5;0;20;0;20
260;51 Vervoer door de lucht;2006, 1 januari;235;130;45;20;15;15;5;0;0;0;0;0;0;0;0;90;0;25;90;0;0;0;0;30
261;51 Vervoer door de lucht;2007, 1 januari;240;130;40;25;20;15;5;0;0;0;0;0;0;0;0;90;0;25;90;0;0;0;0;30
262;51 Vervoer door de lucht;2008, 1 januari;250;145;40;20;20;10;5;0;0;0;0;0;0;0;0;95;0;30;95;5;0;0;0;25
263;51 Vervoer door de lucht;2009, 1 januari;260;150;40;25;25;5;10;0;0;0;0;0;0;0;0;100;0;30;100;0;0;0;0;25
264;51 Vervoer door de lucht;2010, 1 januari;260;150;40;25;20;10;10;0;0;0;0;0;0;0;0;100;0;25;105;0;0;0;0;30
265;52 Opslag, dienstverlening voor vervoer;2006, 1 januari;4005;1575;695;420;455;350;290;105;35;20;5;25;15;10;5;1110;40;480;2200;15;40;30;15;75
266;52 Opslag, dienstverlening voor vervoer;2007, 1 januari;4200;1680;600;470;525;385;310;115;40;20;5;25;15;5;0;1190;45;500;2280;20;40;35;15;75
267;52 Opslag, dienstverlening voor vervoer;2008, 1 januari;4345;1910;605;450;500;355;310;105;25;20;10;25;10;5;0;1265;45;495;2360;15;35;35;15;75
268;52 Opslag, dienstverlening voor vervoer;2009, 1 januari;4480;1955;640;445;490;385;325;115;45;20;10;25;15;5;0;1365;50;500;2395;15;30;35;15;75
269;52 Opslag, dienstverlening voor vervoer;2010, 1 januari;4510;2040;635;445;475;375;315;105;40;20;10;25;15;5;0;1385;45;490;2420;15;35;40;15;70
270;53 Post en koeriers;2006, 1 januari;2445;1505;515;185;115;70;35;5;0;0;0;0;0;0;5;1760;0;445;230;0;0;5;0;5
271;53 Post en koeriers;2007, 1 januari;2725;1810;395;230;145;80;45;10;0;0;0;0;0;0;5;2015;0;460;245;0;0;5;0;5
272;53 Post en koeriers;2008, 1 januari;3105;2135;455;195;175;75;50;10;0;0;0;0;5;0;5;2280;0;540;275;0;0;0;0;5
273;53 Post en koeriers;2009, 1 januari;3530;2450;520;210;190;90;55;10;0;0;0;5;0;0;5;2590;0;625;305;0;0;0;0;10
274;53 Post en koeriers;2010, 1 januari;3715;2635;560;190;180;80;55;10;0;0;0;5;0;0;5;2750;0;640;310;0;0;0;0;10
275;I Horeca;2006, 1 januari;34850;6830;12415;7035;5325;2145;850;165;35;15;10;20;5;5;5;13295;485;15385;5025;10;20;535;0;95
276;I Horeca;2007, 1 januari;35440;8040;9545;7865;6280;2465;985;165;30;10;10;15;10;5;5;13705;500;15240;5305;10;25;560;0;100
277;I Horeca;2008, 1 januari;36090;9720;10340;6935;5665;2295;895;150;25;15;10;15;10;0;5;13835;525;15225;5780;10;25;570;0;120
278;I Horeca;2009, 1 januari;38545;10610;10630;7045;6015;2840;1120;185;45;15;5;15;10;0;5;15120;845;15825;6050;10;25;530;0;130
279;I Horeca;2010, 1 januari;38515;10945;10885;6825;5785;2715;1085;175;40;15;5;15;10;0;5;14990;850;15695;6240;10;20;525;0;185
280;55 Logiesverstrekking;2006, 1 januari;5060;1195;1905;580;570;395;270;85;20;10;10;10;5;0;0;1420;425;1760;1320;10;15;95;0;15
281;55 Logiesverstrekking;2007, 1 januari;5220;1385;1610;700;635;435;315;80;25;5;10;10;5;0;0;1445;440;1825;1370;10;15;95;0;20
282;55 Logiesverstrekking;2008, 1 januari;5460;1585;1760;670;620;415;280;75;20;10;10;10;5;0;0;1490;485;1880;1445;10;15;95;0;40
283;55 Logiesverstrekking;2009, 1 januari;6115;1730;2200;675;590;450;315;90;30;10;5;10;5;0;0;1660;805;1980;1490;10;15;90;0;60
284;55 Logiesverstrekking;2010, 1 januari;6235;1815;2285;670;575;440;305;90;25;10;5;10;5;0;0;1675;810;1990;1525;5;10;90;0;130
285;56 Restaurants en cafés;2006, 1 januari;29790;5635;10510;6455;4750;1745;580;80;10;5;5;10;5;5;5;11880;60;13625;3705;0;5;440;0;75
286;56 Restaurants en cafés;2007, 1 januari;30215;6655;7935;7165;5640;2035;670;85;5;5;0;10;5;5;5;12265;55;13415;3930;0;10;460;0;75
287;56 Restaurants en cafés;2008, 1 januari;30630;8135;8580;6265;5045;1885;615;80;5;0;5;5;5;0;5;12350;40;13340;4335;5;10;470;0;80
288;56 Restaurants en cafés;2009, 1 januari;32430;8875;8430;6365;5425;2390;805;90;15;5;0;10;5;0;5;13460;40;13845;4560;5;10;440;0;70
289;56 Restaurants en cafés;2010, 1 januari;32280;9130;8605;6155;5210;2270;780;90;15;5;0;10;5;0;5;13315;35;13705;4715;5;10;435;0;60
290;J Informatie en communicatie;2006, 1 januari;23575;13635;4325;1730;1610;1040;730;245;70;50;15;70;30;20;10;10380;60;2745;9595;35;30;550;0;180
291;J Informatie en communicatie;2007, 1 januari;26205;15060;4030;2595;1895;1240;845;280;95;40;20;60;25;15;10;11860;50;3070;10380;30;30;585;0;195
292;J Informatie en communicatie;2008, 1 januari;28745;17810;4330;2350;1720;1195;850;275;55;35;25;50;30;15;10;13070;40;3355;11425;30;35;555;0;240
293;J Informatie en communicatie;2009, 1 januari;31760;20535;4245;2390;1805;1245;970;300;90;35;25;60;35;10;10;15060;45;3315;12470;30;35;550;0;250
294;J Informatie en communicatie;2010, 1 januari;33110;21960;4370;2360;1740;1205;925;290;90;35;25;60;30;10;10;15940;40;3275;12985;20;40;550;0;255
295;58 Uitgeverijen;2006, 1 januari;2545;1275;525;200;205;135;125;30;10;10;5;20;5;5;0;840;20;375;1040;5;5;245;0;25
296;58 Uitgeverijen;2007, 1 januari;2620;1325;435;285;210;155;120;30;10;10;5;15;10;5;0;875;20;365;1075;5;5;250;0;25
297;58 Uitgeverijen;2008, 1 januari;2705;1480;425;275;200;145;100;30;10;5;5;10;10;5;0;895;15;390;1125;5;5;250;0;20
298;58 Uitgeverijen;2009, 1 januari;2810;1550;490;240;195;135;110;40;15;5;5;10;10;5;0;940;15;425;1145;5;5;250;0;20
299;58 Uitgeverijen;2010, 1 januari;2765;1545;490;235;185;130;105;35;10;5;5;10;10;5;0;935;10;420;1115;5;5;250;0;20
300;"59 Film- en tv-productie; geluidsopname";2006, 1 januari;1780;805;335;250;170;115;60;25;10;5;0;5;5;0;0;370;0;170;1135;5;0;90;0;10
301;"59 Film- en tv-productie; geluidsopname";2007, 1 januari;1785;705;345;290;225;110;70;20;10;5;0;5;0;0;0;375;0;170;1125;5;0;95;0;10
302;"59 Film- en tv-productie; geluidsopname";2008, 1 januari;1885;870;330;280;185;105;80;15;5;5;0;5;0;0;0;375;0;190;1210;5;0;90;0;10
303;"59 Film- en tv-productie; geluidsopname";2009, 1 januari;1925;930;315;255;195;110;85;20;5;0;0;5;0;0;0;380;0;185;1255;5;0;85;0;15
304;"59 Film- en tv-productie; geluidsopname";2010, 1 januari;1920;955;310;255;190;100;75;20;5;0;0;5;0;0;0;370;0;190;1255;5;0;80;0;15
305;60 Radio- en televisieomroepen;2006, 1 januari;130;40;10;15;10;15;10;10;5;5;0;10;0;0;0;0;0;0;40;0;0;85;0;0
306;60 Radio- en televisieomroepen;2007, 1 januari;125;35;15;10;10;10;10;10;10;5;0;10;0;0;0;0;0;0;35;0;0;85;0;0
307;60 Radio- en televisieomroepen;2008, 1 januari;125;40;10;15;10;15;10;10;5;5;0;5;0;0;0;0;0;0;45;0;0;85;0;0
308;60 Radio- en televisieomroepen;2009, 1 januari;130;45;10;10;10;15;5;5;5;5;0;10;0;0;0;0;0;0;45;0;0;80;0;0
309;60 Radio- en televisieomroepen;2010, 1 januari;120;40;10;10;10;15;5;5;10;5;5;10;5;0;0;0;0;0;40;0;0;80;0;0
310;61 Telecommunicatie;2006, 1 januari;1150;595;305;65;60;35;35;15;5;0;5;10;5;10;5;485;0;210;390;10;0;35;0;20
311;61 Telecommunicatie;2007, 1 januari;1175;620;245;100;70;45;40;15;5;5;5;10;5;5;5;485;0;200;415;10;0;45;0;20
312;61 Telecommunicatie;2008, 1 januari;1170;660;210;100;55;45;40;20;0;5;0;10;5;5;5;470;0;195;435;5;0;40;0;20
313;61 Telecommunicatie;2009, 1 januari;1120;615;205;100;60;55;45;20;0;0;0;10;5;5;5;430;0;185;445;5;0;30;0;20
314;61 Telecommunicatie;2010, 1 januari;1085;605;195;95;55;50;40;20;0;0;0;5;5;5;5;405;0;165;455;5;0;35;0;25
315;62 IT-dienstverlening;2006, 1 januari;16110;9870;2640;1100;1060;690;475;160;35;25;5;25;10;5;5;7860;5;1605;6455;15;20;70;0;85
316;62 IT-dienstverlening;2007, 1 januari;18400;11180;2500;1705;1265;860;560;195;60;20;10;25;5;5;5;9125;5;1900;7160;10;20;80;0;105
317;62 IT-dienstverlening;2008, 1 januari;20505;13340;2790;1490;1180;815;585;190;35;20;10;20;10;5;5;10200;0;2060;8005;15;25;70;0;135
318;62 IT-dienstverlening;2009, 1 januari;23175;15750;2695;1580;1245;870;675;205;55;25;15;30;15;5;5;11980;0;1995;8930;10;25;75;0;150
319;62 IT-dienstverlening;2010, 1 januari;24390;16985;2770;1575;1205;855;655;200;60;25;10;30;15;5;5;12810;5;1930;9380;10;25;80;0;155
320;63 Diensten op het gebied van informatie;2006, 1 januari;1860;1050;510;105;100;50;30;10;5;0;0;0;5;0;0;825;35;385;540;0;5;25;0;40
321;63 Diensten op het gebied van informatie;2007, 1 januari;2105;1195;490;195;105;60;45;10;5;0;0;0;0;0;0;995;30;430;575;0;5;30;0;35
322;63 Diensten op het gebied van informatie;2008, 1 januari;2360;1415;560;185;85;65;30;10;0;5;0;0;0;0;0;1125;25;525;610;0;5;25;0;45
323;63 Diensten op het gebied van informatie;2009, 1 januari;2600;1650;530;200;95;60;45;10;0;0;0;0;0;0;0;1330;25;520;650;0;5;25;0;45
324;63 Diensten op het gebied van informatie;2010, 1 januari;2835;1830;595;200;95;55;45;10;0;0;0;0;0;0;0;1420;20;570;745;0;5;30;0;45
325;K Financiële dienstverlening;2006, 1 januari;15655;6930;3855;2065;1420;680;395;125;45;25;20;40;30;15;15;2650;115;2235;9705;245;135;420;15;145
326;K Financiële dienstverlening;2007, 1 januari;16705;6750;3780;2855;1745;830;445;135;45;20;20;35;25;15;15;2610;110;2180;10765;245;135;495;15;150
327;K Financiële dienstverlening;2008, 1 januari;17030;8580;3385;2275;1435;650;385;140;45;25;10;35;25;15;15;2440;110;2070;11400;220;135;495;15;145
328;K Financiële dienstverlening;2009, 1 januari;17865;9555;3570;1995;1415;670;380;130;40;25;10;35;20;10;15;2390;110;2035;12365;205;135;465;15;150
329;K Financiële dienstverlening;2010, 1 januari;17440;9390;3530;1945;1320;635;360;110;45;25;10;35;20;10;15;2265;105;1915;12295;185;115;405;15;145
330;64 Bankwezen;2006, 1 januari;3660;2195;640;335;185;120;85;35;10;10;10;15;10;5;5;15;0;30;3280;110;5;140;10;70
331;64 Bankwezen;2007, 1 januari;3960;1985;820;600;235;140;100;40;10;5;0;15;5;5;5;20;5;25;3575;110;5;145;10;70
332;64 Bankwezen;2008, 1 januari;4530;2890;655;475;215;120;90;40;10;10;0;10;5;5;5;10;5;25;4145;100;10;155;10;75
333;64 Bankwezen;2009, 1 januari;4645;3115;605;415;210;120;100;35;10;5;5;10;5;5;5;10;5;15;4245;90;10;180;15;75
334;64 Bankwezen;2010, 1 januari;4440;2965;605;395;195;120;90;30;5;5;5;10;5;5;5;5;5;15;4070;85;10;165;10;65
335;65 Verzekeraars en pensioenfondsen;2006, 1 januari;585;235;60;55;60;45;45;25;10;10;5;20;10;5;5;5;0;0;205;85;115;155;0;20
336;65 Verzekeraars en pensioenfondsen;2007, 1 januari;705;305;75;65;55;50;45;30;15;5;10;15;15;5;5;5;0;5;255;85;115;225;0;20
337;65 Verzekeraars en pensioenfondsen;2008, 1 januari;660;290;65;55;65;45;35;35;15;10;5;20;10;10;5;5;0;5;230;70;115;215;0;20
338;65 Verzekeraars en pensioenfondsen;2009, 1 januari;470;165;60;35;50;40;40;25;10;10;0;15;15;5;10;0;0;0;135;65;105;145;0;20
339;65 Verzekeraars en pensioenfondsen;2010, 1 januari;400;125;50;30;40;40;40;20;10;15;0;10;10;5;10;0;0;5;140;55;85;95;0;15
340;66 Overige financiële dienstverlening;2006, 1 januari;11415;4500;3155;1675;1170;520;265;70;30;10;5;5;10;0;0;2630;115;2205;6220;50;15;120;0;55
341;66 Overige financiële dienstverlening;2007, 1 januari;12045;4460;2885;2190;1455;635;300;65;20;10;10;5;5;5;0;2590;110;2150;6935;50;15;130;0;60
342;66 Overige financiële dienstverlening;2008, 1 januari;11840;5400;2670;1750;1155;490;260;65;25;10;5;10;5;0;0;2430;105;2040;7025;50;15;120;0;55
343;66 Overige financiële dienstverlening;2009, 1 januari;12755;6275;2905;1545;1155;505;245;65;20;5;5;15;5;0;0;2380;110;2020;7980;50;20;140;0;55
344;66 Overige financiële dienstverlening;2010, 1 januari;12600;6295;2880;1515;1085;475;235;60;25;5;5;15;5;0;0;2255;100;1895;8085;40;20;145;0;60
345;L Verhuur en handel van onroerend goed;2006, 1 januari;18110;8005;5780;2095;1175;500;325;135;30;25;10;20;10;0;0;2605;3340;2425;8505;45;40;985;15;145
346;L Verhuur en handel van onroerend goed;2007, 1 januari;19250;8295;5705;2650;1440;600;350;125;35;20;5;25;5;0;0;2795;3430;2515;9245;45;40;980;5;190
347;L Verhuur en handel van onroerend goed;2008, 1 januari;19215;9090;5475;2275;1315;575;300;100;30;25;5;20;5;0;0;2765;3220;2455;9500;45;40;945;5;230
348;L Verhuur en handel van onroerend goed;2009, 1 januari;19655;8870;6140;2250;1295;550;315;130;40;20;10;20;10;0;0;2775;4210;2340;8985;45;35;870;15;380
349;L Verhuur en handel van onroerend goed;2010, 1 januari;19885;9050;6280;2230;1255;540;300;120;40;25;15;20;10;0;0;2660;4270;2300;9065;40;35;850;10;650
