ID;BedrijfsactiviteitenSBI93;Grootteklassen;Perioden;TotaalMilieuInvesteringen_1;CompartimentWater_2;CompartimentLucht_3;CompartimentBodem_4;CompartimentAfval_5;CompartimentGeluid_6;CompartimentLandschap_7;TotaalKosten_8;TotaalKapitaallasten_9;Afschrijvingen_10;Rente_11;LopendeKosten_12;OverigeKosten_13;TotaalKosten_14;Afschrijvingen_15;Rente_16;LopendeKosten_17;AfvoerWaterzuiveringsslib_18;TotaalKosten_19;Afschrijvingen_20;Rente_21;LopendeKosten_22;AfvoerAfvalLuchtzuiveringsinstallaties_23;TotaalKosten_24;Afschrijvingen_25;Rente_26;LopendeKosten_27;Bodemsanering_28;TotaalKosten_29;Afschrijvingen_30;Rente_31;LopendeKosten_32;TotaalKosten_33;Afschrijvingen_34;Rente_35;LopendeKosten_36;TotaalKosten_37;Afschrijvingen_38;Rente_39;LopendeKosten_40;TotaalKosten_41;EigenMilieuonderzoek_42;PersoneelskostenEigenMilieucoordinatie_43;ArbeidEigenPersoneelMilieucoordinatie_44;TotaalMilieuheffingenEnLeges_45;WVOHeffing_46;Rioolrecht_47;HeffingGrondwateronttrekking_48;LegesMilieuvergunningen_49;TotaalAfvoerVanAfvalstoffen_50;GevaarlijkAfval_51;OverigVastAfval_52;TotaalUitbestedeMilieuactiviteiten_53;WaterzuiveringDoorParticulieren_54;SchadebetalingenEnMilieuboeten_55;MilieuonderzoekDoorDerden_56;MilieucoordinatieDoorDerden_57;OntvangenOverdrachten_58;TotaalNettoMilieulasten_59;CompartimentWater_60;CompartimentLucht_61;CompartimentBodem_62;CompartimentAfval_63;CompartimentGeluid_64;CompartimentLandschap_65;CompartimentAlgemeen_66
464;16 Verwerking van tabak;50 tot 200 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
465;16 Verwerking van tabak;50 tot 200 werknemers;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
466;16 Verwerking van tabak;50 tot 200 werknemers;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
467;16 Verwerking van tabak;50 tot 200 werknemers;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
468;16 Verwerking van tabak;200 en meer werknemers;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
469;16 Verwerking van tabak;200 en meer werknemers;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
470;16 Verwerking van tabak;200 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
471;16 Verwerking van tabak;200 en meer werknemers;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
472;16 Verwerking van tabak;200 en meer werknemers;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
473;16 Verwerking van tabak;200 en meer werknemers;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
474;16 Verwerking van tabak;200 en meer werknemers;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
475;16 Verwerking van tabak;200 en meer werknemers;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
476;16 Verwerking van tabak;200 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
477;16 Verwerking van tabak;200 en meer werknemers;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
478;16 Verwerking van tabak;200 en meer werknemers;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
479;16 Verwerking van tabak;200 en meer werknemers;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
480;DB VV textiel en textielproducten;10 en meer werknemers;1997;3.0;3.0;1.0;0.0;0.0;0.0;0.0;16.0;7.0;5.0;2.0;6.0;2.0;4.0;1.0;1.0;2.0;0.0;8.0;3.0;1.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;2.0;30.0;6.0;5.0;1.0;0.0;0.0;4.0;1.0;4.0;1.0;0.0;0.0;1.0;0.0;1.0;26.0;10.0;7.0;1.0;5.0;0.0;0.0;3.0
481;DB VV textiel en textielproducten;10 en meer werknemers;1998;1.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0;8.0;6.0;2.0;7.0;2.0;5.0;2.0;1.0;2.0;0.0;8.0;3.0;1.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;25.0;7.0;6.0;1.0;0.0;0.0;5.0;1.0;4.0;1.0;0.0;0.0;1.0;0.0;1.0;28.0;11.0;7.0;1.0;5.0;0.0;0.0;3.0
482;DB VV textiel en textielproducten;10 en meer werknemers;1999;4.0;2.0;2.0;0.0;0.0;0.0;0.0;17.0;8.0;6.0;2.0;7.0;3.0;5.0;2.0;1.0;2.0;0.0;9.0;4.0;1.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;2.0;29.0;7.0;6.0;1.0;0.0;0.0;6.0;1.0;5.0;1.0;0.0;0.0;0.0;0.0;1.0;30.0;12.0;8.0;1.0;7.0;0.0;0.0;3.0
483;DB VV textiel en textielproducten;10 en meer werknemers;2000;6.0;1.0;3.0;0.0;2.0;0.0;0.0;19.0;8.0;6.0;2.0;8.0;3.0;5.0;2.0;1.0;2.0;0.0;9.0;4.0;1.0;5.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;2.0;27.0;6.0;5.0;1.0;0.0;0.0;7.0;1.0;6.0;1.0;0.0;0.0;0.0;0.0;1.0;31.0;11.0;8.0;1.0;8.0;0.0;0.0;3.0
484;DB VV textiel en textielproducten;10 en meer werknemers;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
485;DB VV textiel en textielproducten;10 en meer werknemers;2002;4.0;0.0;3.0;0.0;0.0;1.0;0.0;18.0;8.0;6.0;2.0;7.0;3.0;5.0;2.0;0.0;3.0;0.0;8.0;3.0;1.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;2.0;30.0;5.0;4.0;0.0;0.0;0.0;7.0;1.0;6.0;1.0;0.0;0.0;1.0;0.0;1.0;30.0;10.0;7.0;1.0;8.0;0.0;0.0;3.0
486;DB VV textiel en textielproducten;10 en meer werknemers;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
487;DB VV textiel en textielproducten;10 en meer werknemers;2004;1.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;5.0;4.0;1.0;4.0;2.0;4.0;1.0;0.0;2.0;0.0;3.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;30.0;4.0;4.0;1.0;0.0;0.0;5.0;1.0;4.0;1.0;0.0;0.0;1.0;0.0;1.0;21.0;8.0;3.0;0.0;6.0;0.0;0.0;3.0
488;DB VV textiel en textielproducten;10 en meer werknemers;2005;1.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;5.0;4.0;1.0;3.0;2.0;3.0;1.0;0.0;1.0;0.0;3.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;20.0;5.0;5.0;1.0;0.0;0.0;5.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;1.0;20.0;8.0;3.0;1.0;6.0;0.0;0.0;2.0
489;DB VV textiel en textielproducten;10 en meer werknemers;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
490;DB VV textiel en textielproducten;10 en meer werknemers;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
491;DB VV textiel en textielproducten;10 en meer werknemers;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
492;DB VV textiel en textielproducten;10 tot 50 werknemers;1997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;2.0;1.0;2.0;0.0;1.0;0.0;0.0;1.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0
493;DB VV textiel en textielproducten;10 tot 50 werknemers;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;2.0;2.0;1.0;2.0;0.0;1.0;0.0;0.0;1.0;0.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0
494;DB VV textiel en textielproducten;10 tot 50 werknemers;1999;1.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;2.0;2.0;1.0;2.0;0.0;1.0;1.0;0.0;1.0;0.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;2.0;2.0;0.0;2.0;0.0;0.0;0.0
495;DB VV textiel en textielproducten;10 tot 50 werknemers;2000;3.0;0.0;3.0;0.0;0.0;0.0;0.0;6.0;3.0;2.0;1.0;3.0;0.0;2.0;1.0;0.0;1.0;0.0;3.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;2.0;3.0;0.0;2.0;0.0;0.0;0.0
496;DB VV textiel en textielproducten;10 tot 50 werknemers;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
497;DB VV textiel en textielproducten;10 tot 50 werknemers;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
498;DB VV textiel en textielproducten;10 tot 50 werknemers;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
499;DB VV textiel en textielproducten;10 tot 50 werknemers;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
500;DB VV textiel en textielproducten;10 tot 50 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
501;DB VV textiel en textielproducten;10 tot 50 werknemers;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
502;DB VV textiel en textielproducten;10 tot 50 werknemers;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
503;DB VV textiel en textielproducten;10 tot 50 werknemers;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
504;DB VV textiel en textielproducten;50 tot 200 werknemers;1997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;3.0;2.0;1.0;2.0;1.0;1.0;1.0;0.0;1.0;0.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;10.0;2.0;1.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;3.0;3.0;0.0;2.0;0.0;0.0;1.0
505;DB VV textiel en textielproducten;50 tot 200 werknemers;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;3.0;2.0;1.0;3.0;1.0;2.0;1.0;0.0;1.0;0.0;3.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;14.0;4.0;4.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;13.0;6.0;3.0;0.0;2.0;0.0;0.0;1.0
506;DB VV textiel en textielproducten;50 tot 200 werknemers;1999;2.0;1.0;1.0;0.0;0.0;0.0;0.0;8.0;3.0;3.0;1.0;3.0;1.0;2.0;1.0;0.0;1.0;0.0;4.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;17.0;4.0;4.0;0.0;0.0;0.0;3.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;1.0;16.0;7.0;3.0;0.0;3.0;0.0;0.0;2.0
507;DB VV textiel en textielproducten;50 tot 200 werknemers;2000;3.0;1.0;0.0;0.0;2.0;0.0;0.0;9.0;3.0;3.0;1.0;3.0;2.0;2.0;1.0;0.0;1.0;0.0;4.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;17.0;3.0;3.0;0.0;0.0;0.0;3.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;1.0;16.0;6.0;4.0;0.0;4.0;0.0;0.0;2.0
508;DB VV textiel en textielproducten;50 tot 200 werknemers;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
509;DB VV textiel en textielproducten;50 tot 200 werknemers;2002;4.0;0.0;2.0;0.0;0.0;1.0;0.0;8.0;3.0;3.0;1.0;3.0;1.0;2.0;1.0;0.0;1.0;0.0;3.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;15.0;2.0;2.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;13.0;4.0;3.0;0.0;4.0;0.0;0.0;2.0
510;DB VV textiel en textielproducten;50 tot 200 werknemers;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
511;DB VV textiel en textielproducten;50 tot 200 werknemers;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
512;DB VV textiel en textielproducten;50 tot 200 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
513;DB VV textiel en textielproducten;50 tot 200 werknemers;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
514;DB VV textiel en textielproducten;50 tot 200 werknemers;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
515;DB VV textiel en textielproducten;50 tot 200 werknemers;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
516;DB VV textiel en textielproducten;200 en meer werknemers;1997;3.0;3.0;0.0;0.0;0.0;0.0;0.0;6.0;2.0;2.0;1.0;2.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;18.0;4.0;4.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;11.0;5.0;2.0;0.0;2.0;0.0;0.0;2.0
517;DB VV textiel en textielproducten;200 en meer werknemers;1998;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;2.0;2.0;1.0;2.0;1.0;1.0;0.0;0.0;1.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;10.0;2.0;1.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;3.0;2.0;0.0;2.0;0.0;0.0;1.0
518;DB VV textiel en textielproducten;200 en meer werknemers;1999;1.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;1.0;0.0;2.0;1.0;1.0;0.0;0.0;1.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;10.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;3.0;2.0;0.0;1.0;0.0;0.0;1.0
519;DB VV textiel en textielproducten;200 en meer werknemers;2000;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;1.0;0.0;2.0;1.0;1.0;0.0;0.0;1.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;8.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;3.0;2.0;0.0;2.0;0.0;0.0;1.0
520;DB VV textiel en textielproducten;200 en meer werknemers;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
521;DB VV textiel en textielproducten;200 en meer werknemers;2002;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;1.0;0.0;2.0;1.0;1.0;0.0;0.0;1.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;10.0;2.0;2.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;3.0;2.0;0.0;2.0;0.0;0.0;1.0
522;DB VV textiel en textielproducten;200 en meer werknemers;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
523;DB VV textiel en textielproducten;200 en meer werknemers;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
524;DB VV textiel en textielproducten;200 en meer werknemers;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;10.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;3.0;1.0;0.0;1.0;0.0;0.0;1.0
525;DB VV textiel en textielproducten;200 en meer werknemers;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
526;DB VV textiel en textielproducten;200 en meer werknemers;2007;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;10.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;3.0;1.0;0.0;2.0;0.0;0.0;1.0
527;DB VV textiel en textielproducten;200 en meer werknemers;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
528;17 Vervaardiging van textiel;10 en meer werknemers;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
529;17 Vervaardiging van textiel;10 en meer werknemers;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
530;17 Vervaardiging van textiel;10 en meer werknemers;1999;3.0;1.0;2.0;0.0;0.0;0.0;0.0;16.0;7.0;5.0;2.0;7.0;2.0;5.0;2.0;1.0;2.0;0.0;8.0;3.0;1.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;27.0;6.0;6.0;1.0;0.0;0.0;5.0;1.0;5.0;1.0;0.0;0.0;0.0;0.0;1.0;27.0;11.0;7.0;1.0;6.0;0.0;0.0;3.0
531;17 Vervaardiging van textiel;10 en meer werknemers;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
532;17 Vervaardiging van textiel;10 en meer werknemers;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
533;17 Vervaardiging van textiel;10 en meer werknemers;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
534;17 Vervaardiging van textiel;10 en meer werknemers;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
535;17 Vervaardiging van textiel;10 en meer werknemers;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
536;17 Vervaardiging van textiel;10 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
537;17 Vervaardiging van textiel;10 en meer werknemers;2006;2.0;0.0;1.0;1.0;1.0;0.0;0.0;10.0;5.0;3.0;1.0;3.0;2.0;3.0;1.0;0.0;1.0;0.0;3.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;21.0;5.0;4.0;1.0;0.0;0.0;5.0;1.0;5.0;1.0;0.0;0.0;0.0;0.0;1.0;20.0;8.0;3.0;1.0;6.0;0.0;0.0;2.0
538;17 Vervaardiging van textiel;10 en meer werknemers;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
539;17 Vervaardiging van textiel;10 en meer werknemers;2008;2.0;0.0;2.0;0.0;0.0;0.0;0.0;10.0;5.0;4.0;1.0;3.0;2.0;2.0;1.0;0.0;1.0;0.0;4.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;16.0;5.0;4.0;0.0;0.0;0.0;5.0;1.0;4.0;1.0;0.0;0.0;0.0;0.0;1.0;19.0;7.0;3.0;1.0;6.0;0.0;0.0;2.0
540;17 Vervaardiging van textiel;10 tot 50 werknemers;1997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;1.0;1.0;2.0;0.0;1.0;0.0;0.0;1.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0
541;17 Vervaardiging van textiel;10 tot 50 werknemers;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;2.0;1.0;2.0;0.0;1.0;0.0;0.0;1.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0
