ID;BedrijfsactiviteitenSBI93;Grootteklassen;Perioden;TotaalMilieuInvesteringen_1;CompartimentWater_2;CompartimentLucht_3;CompartimentBodem_4;CompartimentAfval_5;CompartimentGeluid_6;CompartimentLandschap_7;TotaalKosten_8;TotaalKapitaallasten_9;Afschrijvingen_10;Rente_11;LopendeKosten_12;OverigeKosten_13;TotaalKosten_14;Afschrijvingen_15;Rente_16;LopendeKosten_17;AfvoerWaterzuiveringsslib_18;TotaalKosten_19;Afschrijvingen_20;Rente_21;LopendeKosten_22;AfvoerAfvalLuchtzuiveringsinstallaties_23;TotaalKosten_24;Afschrijvingen_25;Rente_26;LopendeKosten_27;Bodemsanering_28;TotaalKosten_29;Afschrijvingen_30;Rente_31;LopendeKosten_32;TotaalKosten_33;Afschrijvingen_34;Rente_35;LopendeKosten_36;TotaalKosten_37;Afschrijvingen_38;Rente_39;LopendeKosten_40;TotaalKosten_41;EigenMilieuonderzoek_42;PersoneelskostenEigenMilieucoordinatie_43;ArbeidEigenPersoneelMilieucoordinatie_44;TotaalMilieuheffingenEnLeges_45;WVOHeffing_46;Rioolrecht_47;HeffingGrondwateronttrekking_48;LegesMilieuvergunningen_49;TotaalAfvoerVanAfvalstoffen_50;GevaarlijkAfval_51;OverigVastAfval_52;TotaalUitbestedeMilieuactiviteiten_53;WaterzuiveringDoorParticulieren_54;SchadebetalingenEnMilieuboeten_55;MilieuonderzoekDoorDerden_56;MilieucoordinatieDoorDerden_57;OntvangenOverdrachten_58;TotaalNettoMilieulasten_59;CompartimentWater_60;CompartimentLucht_61;CompartimentBodem_62;CompartimentAfval_63;CompartimentGeluid_64;CompartimentLandschap_65;CompartimentAlgemeen_66
1050;26 VV glas, aardewerk, cement-, kalk- ..;200 en meer werknemers;2003;4.0;0.0;3.0;0.0;0.0;0.0;0.0;24.0;12.0;9.0;3.0;9.0;3.0;3.0;1.0;0.0;1.0;0.0;14.0;5.0;2.0;6.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;1.0;2.0;26.0;2.0;1.0;1.0;0.0;0.0;6.0;1.0;6.0;1.0;0.0;0.0;1.0;0.0;1.0;33.0;4.0;13.0;1.0;8.0;1.0;1.0;4.0
1051;26 VV glas, aardewerk, cement-, kalk- ..;200 en meer werknemers;2004;6.0;1.0;4.0;0.0;0.0;1.0;0.0;25.0;12.0;9.0;3.0;9.0;4.0;3.0;1.0;0.0;1.0;0.0;14.0;6.0;2.0;7.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;3.0;35.0;2.0;1.0;1.0;0.0;0.0;7.0;1.0;7.0;1.0;0.0;0.0;1.0;0.0;1.0;35.0;4.0;14.0;1.0;9.0;1.0;1.0;4.0
1052;26 VV glas, aardewerk, cement-, kalk- ..;200 en meer werknemers;2005;2.0;0.0;1.0;0.0;0.0;0.0;0.0;25.0;12.0;9.0;3.0;10.0;3.0;3.0;1.0;0.0;1.0;0.0;15.0;5.0;2.0;7.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;2.0;28.0;2.0;1.0;1.0;0.0;0.0;7.0;1.0;7.0;1.0;0.0;0.0;1.0;0.0;1.0;35.0;5.0;14.0;1.0;9.0;2.0;1.0;4.0
1053;26 VV glas, aardewerk, cement-, kalk- ..;200 en meer werknemers;2006;7.0;1.0;3.0;0.0;3.0;0.0;0.0;23.0;11.0;8.0;3.0;9.0;3.0;3.0;1.0;0.0;1.0;0.0;13.0;5.0;1.0;7.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;2.0;30.0;2.0;1.0;1.0;0.0;0.0;9.0;2.0;7.0;2.0;0.0;0.0;1.0;0.0;1.0;35.0;4.0;13.0;1.0;11.0;1.0;1.0;4.0
1054;26 VV glas, aardewerk, cement-, kalk- ..;200 en meer werknemers;2007;4.0;0.0;2.0;1.0;1.0;1.0;0.0;23.0;10.0;8.0;3.0;9.0;3.0;3.0;1.0;0.0;1.0;0.0;12.0;5.0;1.0;6.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;32.0;2.0;1.0;1.0;0.0;0.0;11.0;1.0;10.0;2.0;0.0;0.0;1.0;1.0;1.0;37.0;4.0;12.0;1.0;13.0;1.0;1.0;5.0
1055;26 VV glas, aardewerk, cement-, kalk- ..;200 en meer werknemers;2008;10.0;0.0;9.0;0.0;0.0;0.0;0.0;22.0;10.0;8.0;3.0;8.0;4.0;3.0;1.0;0.0;1.0;0.0;12.0;4.0;1.0;5.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;30.0;2.0;1.0;1.0;0.0;0.0;10.0;1.0;9.0;1.0;0.0;0.0;1.0;1.0;1.0;34.0;4.0;11.0;1.0;12.0;1.0;1.0;4.0
1056;DJ VV metalen in primaire vorm en van ..;10 en meer werknemers;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1057;DJ VV metalen in primaire vorm en van ..;10 en meer werknemers;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1058;DJ VV metalen in primaire vorm en van ..;10 en meer werknemers;1999;86.0;17.0;23.0;16.0;28.0;2.0;0.0;133.0;62.0;44.0;18.0;51.0;20.0;17.0;6.0;2.0;7.0;2.0;68.0;26.0;8.0;32.0;1.0;13.0;4.0;3.0;3.0;2.0;19.0;7.0;3.0;8.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;15.0;6.0;9.0;157.0;8.0;6.0;1.0;0.0;0.0;33.0;14.0;19.0;3.0;0.0;0.0;2.0;1.0;4.0;173.0;24.0;65.0;12.0;51.0;2.0;1.0;18.0
1059;DJ VV metalen in primaire vorm en van ..;10 en meer werknemers;2000;22.0;3.0;10.0;4.0;3.0;1.0;0.0;138.0;64.0;45.0;19.0;55.0;20.0;18.0;6.0;3.0;7.0;2.0;68.0;25.0;8.0;33.0;1.0;13.0;5.0;4.0;3.0;1.0;21.0;7.0;4.0;10.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;15.0;6.0;9.0;171.0;8.0;5.0;1.0;1.0;0.0;37.0;14.0;23.0;3.0;0.0;0.0;2.0;1.0;4.0;181.0;24.0;65.0;13.0;57.0;2.0;2.0;18.0
1060;DJ VV metalen in primaire vorm en van ..;10 en meer werknemers;2001;21.0;2.0;11.0;5.0;1.0;2.0;0.0;145.0;62.0;43.0;19.0;54.0;29.0;17.0;6.0;3.0;7.0;1.0;63.0;23.0;8.0;32.0;1.0;19.0;5.0;4.0;4.0;6.0;23.0;8.0;4.0;11.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;20.0;10.0;10.0;187.0;6.0;4.0;1.0;0.0;0.0;40.0;17.0;22.0;3.0;0.0;0.0;2.0;1.0;4.0;189.0;22.0;61.0;19.0;61.0;2.0;1.0;23.0
1061;DJ VV metalen in primaire vorm en van ..;10 en meer werknemers;2002;21.0;4.0;9.0;6.0;1.0;1.0;0.0;142.0;62.0;43.0;19.0;55.0;26.0;17.0;6.0;3.0;7.0;1.0;62.0;22.0;8.0;32.0;1.0;18.0;5.0;4.0;4.0;4.0;23.0;8.0;4.0;11.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;20.0;10.0;10.0;171.0;6.0;5.0;1.0;0.0;0.0;35.0;13.0;23.0;5.0;2.0;0.0;2.0;2.0;5.0;184.0;23.0;59.0;18.0;58.0;2.0;1.0;23.0
1062;DJ VV metalen in primaire vorm en van ..;10 en meer werknemers;2003;15.0;1.0;11.0;2.0;1.0;1.0;0.0;141.0;62.0;44.0;19.0;53.0;26.0;18.0;6.0;3.0;7.0;2.0;63.0;22.0;8.0;33.0;1.0;17.0;5.0;4.0;4.0;4.0;20.0;8.0;4.0;9.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;19.0;9.0;10.0;176.0;6.0;4.0;1.0;0.0;0.0;35.0;13.0;22.0;5.0;1.0;0.0;2.0;2.0;5.0;183.0;24.0;60.0;17.0;55.0;2.0;1.0;24.0
1063;DJ VV metalen in primaire vorm en van ..;10 en meer werknemers;2004;18.0;5.0;6.0;4.0;0.0;2.0;1.0;137.0;60.0;43.0;17.0;52.0;25.0;17.0;6.0;2.0;7.0;1.0;65.0;23.0;7.0;34.0;1.0;14.0;5.0;4.0;4.0;1.0;16.0;7.0;3.0;6.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;22.0;13.0;10.0;162.0;6.0;4.0;1.0;0.0;0.0;33.0;11.0;22.0;5.0;0.0;0.0;2.0;2.0;5.0;175.0;22.0;61.0;14.0;48.0;2.0;1.0;27.0
1064;DJ VV metalen in primaire vorm en van ..;10 en meer werknemers;2005;15.0;3.0;8.0;3.0;1.0;0.0;0.0;142.0;60.0;44.0;16.0;55.0;26.0;19.0;7.0;2.0;8.0;2.0;68.0;24.0;6.0;37.0;1.0;14.0;6.0;4.0;4.0;1.0;16.0;7.0;3.0;6.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;23.0;13.0;10.0;174.0;5.0;3.0;1.0;0.0;0.0;31.0;11.0;20.0;6.0;2.0;0.0;2.0;2.0;6.0;179.0;25.0;63.0;14.0;46.0;2.0;1.0;27.0
1065;DJ VV metalen in primaire vorm en van ..;10 en meer werknemers;2006;23.0;2.0;17.0;2.0;1.0;2.0;0.0;141.0;58.0;43.0;15.0;56.0;26.0;17.0;6.0;2.0;8.0;1.0;68.0;23.0;6.0;38.0;1.0;14.0;6.0;4.0;4.0;1.0;15.0;6.0;3.0;6.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;23.0;13.0;10.0;161.0;6.0;4.0;1.0;0.0;0.0;31.0;11.0;20.0;5.0;1.0;0.0;2.0;2.0;7.0;176.0;23.0;63.0;14.0;45.0;2.0;1.0;27.0
1066;DJ VV metalen in primaire vorm en van ..;10 en meer werknemers;2007;18.0;5.0;10.0;1.0;1.0;1.0;0.0;141.0;59.0;44.0;15.0;57.0;26.0;18.0;6.0;2.0;8.0;1.0;68.0;23.0;6.0;38.0;1.0;16.0;6.0;4.0;4.0;2.0;15.0;7.0;3.0;6.0;3.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;22.0;12.0;9.0;147.0;5.0;4.0;1.0;0.0;0.0;36.0;12.0;23.0;5.0;1.0;0.0;2.0;2.0;7.0;180.0;23.0;62.0;16.0;50.0;2.0;1.0;26.0
1067;DJ VV metalen in primaire vorm en van ..;10 en meer werknemers;2008;23.0;1.0;12.0;8.0;1.0;1.0;0.0;130.0;56.0;41.0;15.0;49.0;25.0;19.0;6.0;2.0;9.0;1.0;56.0;21.0;6.0;29.0;1.0;17.0;6.0;4.0;4.0;2.0;14.0;6.0;2.0;6.0;3.0;2.0;1.0;1.0;1.0;0.0;0.0;1.0;21.0;12.0;9.0;141.0;6.0;4.0;2.0;0.0;0.0;37.0;12.0;25.0;6.0;2.0;0.0;2.0;2.0;7.0;173.0;26.0;49.0;17.0;51.0;3.0;1.0;26.0
1068;DJ VV metalen in primaire vorm en van ..;10 tot 50 werknemers;1997;2.0;0.0;1.0;0.0;1.0;0.0;0.0;16.0;6.0;4.0;2.0;5.0;5.0;4.0;1.0;0.0;2.0;1.0;5.0;2.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;2.0;54.0;1.0;1.0;1.0;0.0;0.0;7.0;3.0;4.0;1.0;0.0;0.0;0.0;0.0;1.0;24.0;5.0;4.0;1.0;8.0;0.0;0.0;5.0
1069;DJ VV metalen in primaire vorm en van ..;10 tot 50 werknemers;1998;1.0;0.0;1.0;0.0;0.0;0.0;0.0;16.0;7.0;5.0;2.0;6.0;4.0;4.0;1.0;0.0;2.0;0.0;6.0;2.0;1.0;3.0;0.0;2.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;2.0;47.0;1.0;0.0;0.0;0.0;0.0;6.0;2.0;4.0;1.0;0.0;0.0;0.0;0.0;1.0;23.0;4.0;5.0;2.0;7.0;0.0;0.0;3.0
1070;DJ VV metalen in primaire vorm en van ..;10 tot 50 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1071;DJ VV metalen in primaire vorm en van ..;10 tot 50 werknemers;2000;3.0;1.0;0.0;0.0;0.0;0.0;0.0;21.0;9.0;6.0;3.0;7.0;5.0;5.0;1.0;1.0;2.0;2.0;8.0;3.0;1.0;4.0;0.0;2.0;1.0;0.0;1.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;2.0;35.0;2.0;1.0;1.0;0.0;0.0;10.0;3.0;7.0;0.0;0.0;0.0;0.0;0.0;1.0;31.0;7.0;8.0;2.0;11.0;0.0;0.0;3.0
1072;DJ VV metalen in primaire vorm en van ..;10 tot 50 werknemers;2001;6.0;0.0;2.0;3.0;1.0;1.0;0.0;23.0;9.0;6.0;3.0;8.0;6.0;4.0;1.0;1.0;2.0;1.0;8.0;3.0;1.0;4.0;0.0;2.0;1.0;1.0;1.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;2.0;3.0;57.0;1.0;1.0;1.0;0.0;0.0;12.0;5.0;7.0;1.0;0.0;0.0;0.0;0.0;1.0;36.0;6.0;8.0;2.0;14.0;0.0;0.0;6.0
1073;DJ VV metalen in primaire vorm en van ..;10 tot 50 werknemers;2002;3.0;2.0;1.0;0.0;0.0;0.0;0.0;23.0;9.0;6.0;3.0;8.0;6.0;4.0;1.0;1.0;2.0;0.0;8.0;3.0;1.0;4.0;0.0;2.0;1.0;1.0;1.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;3.0;2.0;49.0;2.0;2.0;0.0;0.0;0.0;10.0;3.0;8.0;2.0;1.0;0.0;0.0;1.0;1.0;36.0;7.0;8.0;2.0;12.0;0.0;0.0;6.0
1074;DJ VV metalen in primaire vorm en van ..;10 tot 50 werknemers;2003;2.0;0.0;1.0;0.0;0.0;1.0;0.0;25.0;9.0;6.0;3.0;8.0;8.0;5.0;1.0;1.0;2.0;1.0;8.0;3.0;1.0;4.0;0.0;4.0;1.0;1.0;1.0;2.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;2.0;2.0;50.0;1.0;1.0;1.0;0.0;0.0;10.0;2.0;8.0;2.0;1.0;0.0;1.0;0.0;1.0;37.0;7.0;8.0;4.0;11.0;0.0;0.0;6.0
1075;DJ VV metalen in primaire vorm en van ..;10 tot 50 werknemers;2004;3.0;1.0;1.0;1.0;0.0;0.0;0.0;23.0;9.0;6.0;3.0;7.0;7.0;4.0;1.0;0.0;2.0;0.0;9.0;3.0;1.0;4.0;0.0;2.0;1.0;1.0;1.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;4.0;3.0;48.0;1.0;1.0;1.0;0.0;0.0;9.0;1.0;8.0;1.0;0.0;0.0;1.0;0.0;1.0;34.0;5.0;8.0;2.0;11.0;0.0;0.0;7.0
1076;DJ VV metalen in primaire vorm en van ..;10 tot 50 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1077;DJ VV metalen in primaire vorm en van ..;10 tot 50 werknemers;2006;4.0;1.0;2.0;1.0;1.0;0.0;0.0;26.0;10.0;7.0;3.0;9.0;7.0;4.0;1.0;0.0;2.0;0.0;10.0;4.0;1.0;5.0;0.0;2.0;1.0;1.0;1.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;4.0;3.0;52.0;2.0;1.0;1.0;0.0;0.0;9.0;1.0;8.0;2.0;1.0;0.0;0.0;1.0;1.0;37.0;6.0;9.0;2.0;10.0;1.0;0.0;8.0
1078;DJ VV metalen in primaire vorm en van ..;10 tot 50 werknemers;2007;2.0;0.0;1.0;0.0;0.0;0.0;0.0;29.0;11.0;8.0;3.0;10.0;8.0;5.0;2.0;0.0;2.0;1.0;11.0;4.0;1.0;6.0;0.0;3.0;1.0;1.0;1.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;4.0;3.0;48.0;1.0;1.0;1.0;0.0;0.0;12.0;2.0;10.0;2.0;1.0;0.0;1.0;1.0;1.0;42.0;7.0;10.0;3.0;13.0;1.0;0.0;8.0
1079;DJ VV metalen in primaire vorm en van ..;10 tot 50 werknemers;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1080;DJ VV metalen in primaire vorm en van ..;50 tot 200 werknemers;1997;7.0;2.0;2.0;2.0;1.0;0.0;0.0;19.0;8.0;6.0;2.0;6.0;4.0;4.0;1.0;0.0;2.0;0.0;8.0;3.0;1.0;3.0;0.0;2.0;1.0;0.0;1.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;2.0;44.0;2.0;1.0;1.0;0.0;0.0;11.0;4.0;7.0;1.0;0.0;0.0;1.0;0.0;1.0;32.0;5.0;7.0;2.0;13.0;0.0;0.0;4.0
1081;DJ VV metalen in primaire vorm en van ..;50 tot 200 werknemers;1998;3.0;1.0;2.0;0.0;0.0;0.0;0.0;23.0;11.0;8.0;3.0;9.0;4.0;4.0;1.0;1.0;2.0;0.0;10.0;4.0;1.0;5.0;0.0;3.0;1.0;1.0;1.0;0.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;2.0;45.0;1.0;1.0;0.0;0.0;0.0;9.0;2.0;7.0;1.0;0.0;0.0;0.0;0.0;1.0;33.0;5.0;10.0;2.0;12.0;0.0;0.0;4.0
1082;DJ VV metalen in primaire vorm en van ..;50 tot 200 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1083;DJ VV metalen in primaire vorm en van ..;50 tot 200 werknemers;2000;4.0;1.0;2.0;0.0;0.0;0.0;0.0;28.0;13.0;9.0;4.0;11.0;4.0;4.0;2.0;1.0;2.0;0.0;13.0;5.0;2.0;6.0;0.0;3.0;1.0;1.0;1.0;0.0;4.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;3.0;52.0;1.0;1.0;0.0;0.0;0.0;15.0;5.0;11.0;1.0;0.0;0.0;1.0;0.0;1.0;44.0;5.0;13.0;3.0;19.0;0.0;0.0;5.0
1084;DJ VV metalen in primaire vorm en van ..;50 tot 200 werknemers;2001;3.0;0.0;2.0;1.0;0.0;0.0;0.0;29.0;12.0;9.0;4.0;11.0;6.0;4.0;1.0;1.0;2.0;0.0;12.0;4.0;2.0;6.0;1.0;3.0;1.0;1.0;1.0;0.0;4.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;2.0;49.0;2.0;1.0;1.0;0.0;0.0;14.0;4.0;10.0;1.0;0.0;0.0;0.0;0.0;1.0;44.0;6.0;12.0;3.0;18.0;0.0;0.0;5.0
1085;DJ VV metalen in primaire vorm en van ..;50 tot 200 werknemers;2002;3.0;0.0;1.0;1.0;0.0;0.0;0.0;28.0;12.0;8.0;4.0;11.0;5.0;4.0;1.0;1.0;2.0;0.0;12.0;4.0;2.0;6.0;0.0;3.0;1.0;1.0;1.0;0.0;4.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;3.0;50.0;1.0;1.0;0.0;0.0;0.0;13.0;4.0;9.0;1.0;0.0;0.0;0.0;1.0;1.0;42.0;5.0;11.0;3.0;17.0;0.0;0.0;6.0
1086;DJ VV metalen in primaire vorm en van ..;50 tot 200 werknemers;2003;4.0;0.0;2.0;0.0;0.0;0.0;0.0;29.0;13.0;9.0;4.0;11.0;5.0;4.0;2.0;1.0;2.0;0.0;12.0;5.0;2.0;6.0;0.0;3.0;1.0;1.0;1.0;0.0;4.0;1.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;2.0;3.0;50.0;1.0;1.0;1.0;0.0;0.0;12.0;4.0;9.0;1.0;0.0;0.0;1.0;1.0;1.0;43.0;6.0;12.0;3.0;16.0;0.0;0.0;6.0
1087;DJ VV metalen in primaire vorm en van ..;50 tot 200 werknemers;2004;4.0;0.0;2.0;1.0;0.0;1.0;0.0;30.0;13.0;9.0;4.0;11.0;6.0;5.0;2.0;1.0;2.0;0.0;13.0;5.0;2.0;7.0;0.0;3.0;1.0;1.0;1.0;0.0;3.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;3.0;3.0;48.0;2.0;1.0;1.0;0.0;0.0;11.0;3.0;8.0;1.0;0.0;0.0;0.0;1.0;1.0;43.0;6.0;12.0;3.0;14.0;1.0;0.0;7.0
1088;DJ VV metalen in primaire vorm en van ..;50 tot 200 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1089;DJ VV metalen in primaire vorm en van ..;50 tot 200 werknemers;2006;5.0;1.0;3.0;1.0;0.0;0.0;0.0;29.0;11.0;8.0;3.0;11.0;7.0;4.0;1.0;0.0;2.0;1.0;13.0;5.0;1.0;7.0;0.0;3.0;1.0;1.0;1.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;3.0;3.0;45.0;2.0;1.0;1.0;0.0;0.0;9.0;2.0;7.0;1.0;0.0;0.0;1.0;0.0;1.0;39.0;6.0;12.0;3.0;11.0;1.0;0.0;7.0
1090;DJ VV metalen in primaire vorm en van ..;50 tot 200 werknemers;2007;6.0;0.0;4.0;1.0;0.0;1.0;0.0;31.0;12.0;9.0;3.0;11.0;8.0;5.0;2.0;0.0;2.0;1.0;13.0;5.0;1.0;7.0;0.0;4.0;1.0;1.0;1.0;1.0;3.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;3.0;3.0;48.0;2.0;1.0;0.0;0.0;0.0;10.0;3.0;8.0;1.0;0.0;0.0;1.0;0.0;1.0;43.0;6.0;12.0;4.0;13.0;1.0;0.0;7.0
1091;DJ VV metalen in primaire vorm en van ..;50 tot 200 werknemers;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1092;DJ VV metalen in primaire vorm en van ..;200 en meer werknemers;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1093;DJ VV metalen in primaire vorm en van ..;200 en meer werknemers;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1094;DJ VV metalen in primaire vorm en van ..;200 en meer werknemers;1999;73.0;15.0;16.0;14.0;27.0;1.0;0.0;87.0;42.0;30.0;12.0;34.0;11.0;8.0;3.0;1.0;3.0;1.0;47.0;18.0;6.0;22.0;1.0;8.0;3.0;2.0;2.0;1.0;14.0;5.0;3.0;6.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;4.0;5.0;79.0;4.0;4.0;0.0;0.0;0.0;12.0;7.0;5.0;2.0;0.0;0.0;1.0;1.0;2.0;103.0;12.0;46.0;8.0;25.0;1.0;0.0;10.0
1095;DJ VV metalen in primaire vorm en van ..;200 en meer werknemers;2000;15.0;1.0;8.0;3.0;2.0;1.0;0.0;89.0;42.0;30.0;13.0;37.0;11.0;9.0;3.0;2.0;4.0;0.0;47.0;17.0;6.0;23.0;0.0;8.0;3.0;2.0;2.0;1.0;16.0;5.0;3.0;7.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;4.0;5.0;83.0;5.0;3.0;0.0;1.0;0.0;12.0;7.0;5.0;1.0;0.0;0.0;1.0;0.0;2.0;105.0;12.0;45.0;8.0;27.0;1.0;1.0;10.0
1096;DJ VV metalen in primaire vorm en van ..;200 en meer werknemers;2001;12.0;1.0;8.0;1.0;0.0;1.0;0.0;93.0;40.0;28.0;12.0;36.0;17.0;8.0;3.0;1.0;3.0;0.0;43.0;15.0;5.0;22.0;0.0;14.0;3.0;2.0;2.0;6.0;16.0;6.0;3.0;8.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;5.0;5.0;81.0;3.0;2.0;0.0;0.0;0.0;14.0;8.0;5.0;2.0;0.0;0.0;1.0;0.0;2.0;109.0;11.0;41.0;14.0;30.0;1.0;1.0;12.0
1097;DJ VV metalen in primaire vorm en van ..;200 en meer werknemers;2002;15.0;2.0;7.0;4.0;0.0;1.0;0.0;92.0;40.0;28.0;13.0;36.0;15.0;9.0;3.0;2.0;3.0;0.0;42.0;14.0;5.0;22.0;0.0;12.0;4.0;3.0;2.0;4.0;17.0;6.0;3.0;8.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;6.0;5.0;72.0;3.0;2.0;0.0;0.0;0.0;12.0;6.0;6.0;1.0;0.0;0.0;1.0;0.0;2.0;106.0;11.0;40.0;12.0;29.0;1.0;1.0;12.0
1098;DJ VV metalen in primaire vorm en van ..;200 en meer werknemers;2003;9.0;0.0;7.0;1.0;0.0;0.0;0.0;88.0;40.0;28.0;12.0;35.0;12.0;9.0;3.0;1.0;4.0;0.0;43.0;15.0;5.0;23.0;0.0;10.0;4.0;3.0;2.0;1.0;15.0;6.0;3.0;6.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;5.0;5.0;76.0;3.0;2.0;0.0;0.0;0.0;13.0;8.0;5.0;2.0;0.0;0.0;1.0;1.0;3.0;104.0;11.0;41.0;10.0;28.0;1.0;0.0;12.0
1099;DJ VV metalen in primaire vorm en van ..;200 en meer werknemers;2004;11.0;4.0;3.0;2.0;0.0;1.0;0.0;84.0;38.0;28.0;11.0;33.0;12.0;9.0;3.0;1.0;4.0;0.0;43.0;15.0;4.0;23.0;1.0;9.0;3.0;3.0;2.0;1.0;12.0;5.0;2.0;4.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;6.0;4.0;66.0;3.0;2.0;0.0;0.0;0.0;13.0;7.0;6.0;3.0;0.0;0.0;1.0;1.0;3.0;99.0;11.0;41.0;9.0;24.0;1.0;1.0;13.0
