ID;VoertuigEnBestemming;Perioden;Prijsindexcijfers_1;Kwartaalmutatie_2;Jaarmutatie_3;Wegingscoefficienten_4
1092;Internationaal overig vervoer;2000;107.4;;2.8;1400
1093;Internationaal overig vervoer;2001 1e kwartaal;108.7;0.0;1.9;1400
1094;Internationaal overig vervoer;2001 2e kwartaal;107.7;-0.9;0.6;1400
1095;Internationaal overig vervoer;2001 3e kwartaal;107.9;0.2;0.6;1400
1096;Internationaal overig vervoer;2001 4e kwartaal;110.0;1.9;1.2;1400
1097;Internationaal overig vervoer;2001;108.6;;1.1;1400
1098;Internationaal overig vervoer;2002 1e kwartaal;110.0;0.0;1.2;1400
1099;Internationaal overig vervoer;2002 2e kwartaal;112.0;1.8;4.0;1400
1100;Internationaal overig vervoer;2002 3e kwartaal;112.0;0.0;3.8;1400
1101;Internationaal overig vervoer;2002 4e kwartaal;113.3;1.2;3.0;1400
1102;Internationaal overig vervoer;2002;111.8;;2.9;1400
1103;Internationaal overig vervoer;2003 1e kwartaal;116.7;3.0;6.1;1400
